1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 489778.78),(2 851499.06),(3 1046232.3),(4 2097768),(5 2957714),(6 3495418),(7 4821352.5),(8 5896979.5),(9 6592876),(10 8085476.5),(11 9319927),(12 10285516),(13 12084460),(14 13701264),(15 15146447),(16 17403498),(17 19482954),(18 21165238),(19 23673990),(20 25795954),(21 27124390),(22 29130614),(23 30929238),(24 31889074),(25 33752990),(26 35454012),(27 36445104),(28 38415052),(29 40372108),(30 41472316),(31 43415572),(32 45375796),(33 46310652),(34 47878644),(35 49501316),(36 49937484),(37 51001900),(38 52039010),(39 52030948),(40 52634036),(41 53628628),(42 53732450),(43 54541612),(44 55748750),(45 55979124),(46 56506320),(47 57375540),(48 57133092),(49 57342484),(50 57887548),(51 57248052),(52 57197644),(53 57885532),(54 57319060),(55 57567500),(56 58499564),(57 58486596),(58 59222670),(59 60606304),(60 61002156),(61 62252144),(62 63786076),(63 64409068),(64 65786548),(65 67602300),(66 68473944),(67 70082280),(68 72160010),(69 73134890),(70 74655224),(71 76779784),(72 77730620),(73 79441760),(74 81236280),(75 81784250),(76 82696940),(77 84092344),(78 84016430),(79 84465704),
(1 182.90738),(2 211.59683),(3 222.56499),(4 234.37517),(5 239.07698),(6 244.57414),(7 252.3261),(8 255.54872),(9 256.55728),(10 258.47754),(11 258.34155),(12 261.3072),(13 260.9833),(14 262.25247),(15 263.7048),(16 263.71832),(17 267.43008),(18 267.31464),(19 267.5866),(20 270.05386),(21 272.0192),(22 275.05096),(23 275.29257),(24 277.90924),(25 279.8072),(26 279.4174),(27 279.35037),(28 283.42517),(29 283.4743),(30 285.84998),(31 285.18613),(32 286.92194),(33 288.5932),(34 288.79483),(35 290.89694),(36 290.80914),(37 293.2808),(38 296.9523),(39 299.45978),(40 298.20053),(41 299.72247),(42 301.57687),(43 297.0268),(44 298.9616),(45 297.8901),(46 300.85373),(47 300.30573),(48 298.64178),(49 299.28867),(50 300.17032),(51 300.26544),(52 300.08072),(53 298.57764),(54 300.6966),(55 297.13358),(56 297.3874),(57 299.6576),(58 296.1421),(59 294.94064),(60 296.75385),(61 294.35837),(62 296.30096),(63 298.64404),(64 301.25668),(65 302.78653),(66 303.47894),(67 304.5431),(68 308.08963),(69 313.1036),(70 314.43466),(71 313.40845),(72 314.15686),(73 315.56738),(74 317.23343),(75 315.1437),(76 315.97397),(77 315.21826),(78 314.22668),(79 314.68045),
(1 176.69656),(2 206.77869),(3 217.39854),(4 230.9919),(5 235.11586),(6 240.91652),(7 245.90413),(8 248.63924),(9 250.74232),(10 256.29797),(11 257.28668),(12 259.60898),(13 262.1776),(14 264.71667),(15 266.6303),(16 269.85602),(17 273.62067),(18 276.92148),(19 278.55),(20 279.83456),(21 276.57446),(22 278.3175),(23 283.63208),(24 279.7074),(25 284.06082),(26 285.69028),(27 286.42816),(28 288.78467),(29 287.9088),(30 289.9721),(31 288.0003),(32 288.31647),(33 293.0472),(34 295.0587),(35 294.7889),(36 297.01596),(37 298.6085),(38 301.47717),(39 300.73),(40 299.2276),(41 300.6604),(42 302.08466),(43 301.56787),(44 302.6477),(45 299.75455),(46 301.68256),(47 298.75363),(48 297.78494),(49 299.68088),(50 296.56985),(51 297.19724),(52 298.183),(53 300.0237),(54 299.17212),(55 299.14316),(56 300.01434),(57 301.4247),(58 298.4886),(59 302.39124),(60 299.93536),(61 299.0893),(62 301.9066),(63 303.6303),(64 311.08466),(65 314.04202),(66 316.30038),(67 317.88312),(68 318.0082),(69 315.1418),(70 318.35437),(71 319.25226),(72 323.50665),(73 321.45166),(74 321.67654),(75 323.74075),(76 321.9999),(77 323.18817),(78 323.65903),(79 322.56885),
(1 174.98251),(2 205.4818),(3 215.8258),(4 227.03787),(5 234.188),(6 238.00868),(7 239.42932),(8 242.56683),(9 246.79507),(10 252.20679),(11 253.60007),(12 253.3163),(13 255.97565),(14 259.02),(15 259.69843),(16 258.94434),(17 260.35123),(18 264.50784),(19 266.3014),(20 263.63248),(21 263.68707),(22 263.29745),(23 270.1346),(24 270.46616),(25 272.63312),(26 271.41116),(27 273.0835),(28 277.18137),(29 272.19022),(30 275.33783),(31 277.17468),(32 280.19794),(33 278.4177),(34 280.9426),(35 278.39835),(36 282.96677),(37 288.92874),(38 289.2041),(39 287.84537),(40 291.443),(41 290.8427),(42 290.26257),(43 293.5177),(44 289.63245),(45 288.71234),(46 288.73154),(47 287.20523),(48 286.8417),(49 290.14532),(50 288.7203),(51 290.65875),(52 290.986),(53 292.16095),(54 292.81622),(55 292.0666),(56 293.7779),(57 296.44244),(58 296.48642),(59 291.40436),(60 294.14255),(61 294.14142),(62 294.59454),(63 293.04663),(64 295.33713),(65 297.74713),(66 298.57114),(67 295.55905),(68 299.30008),(69 302.3652),(70 304.35294),(71 304.64468),(72 305.59332),(73 304.77527),(74 306.32468),(75 308.70636),(76 308.0362),(77 308.97943),(78 310.2168),(79 310.9102),
(1 174.83548),(2 202.66776),(3 212.8459),(4 223.87553),(5 229.2332),(6 233.41748),(7 238.23494),(8 243.0754),(9 241.80301),(10 243.1272),(11 250.2626),(12 252.8088),(13 250.01636),(14 255.45987),(15 255.5791),(16 258.7258),(17 262.32202),(18 261.38593),(19 266.48883),(20 266.63593),(21 265.14688),(22 265.7132),(23 270.27698),(24 269.44434),(25 274.2115),(26 272.09137),(27 273.40198),(28 273.8282),(29 275.37347),(30 276.4),(31 280.99115),(32 281.01245),(33 283.04205),(34 286.1276),(35 286.958),(36 289.316),(37 290.3029),(38 293.84204),(39 292.00116),(40 292.1014),(41 290.41232),(42 291.82486),(43 290.9013),(44 291.23785),(45 289.94257),(46 290.96524),(47 287.6532),(48 291.1804),(49 295.05493),(50 291.72836),(51 291.22012),(52 290.68613),(53 292.6587),(54 291.64017),(55 290.59882),(56 286.96356),(57 289.35144),(58 289.58295),(59 285.7615),(60 286.3597),(61 288.15402),(62 289.27072),(63 290.8874),(64 292.2788),(65 292.64142),(66 292.99146),(67 293.93173),(68 300.25818),(69 299.34555),(70 299.03705),(71 298.9096),(72 302.3771),(73 304.16898),(74 301.9856),(75 303.4825),(76 305.20883),(77 306.64746),(78 308.2037),(79 306.5081),
(1 169.862),(2 196.78415),(3 207.08475),(4 218.45955),(5 223.48729),(6 228.01045),(7 228.4675),(8 238.44324),(9 239.01628),(10 238.97255),(11 241.90137),(12 245.55704),(13 250.54218),(14 251.81738),(15 253.798),(16 253.89308),(17 257.09958),(18 257.53647),(19 258.0832),(20 258.5151),(21 256.5632),(22 262.66223),(23 268.59232),(24 262.85965),(25 264.59473),(26 264.8507),(27 265.03128),(28 263.86948),(29 266.15652),(30 270.05524),(31 271.96393),(32 273.0149),(33 277.67932),(34 279.00092),(35 279.04117),(36 280.20728),(37 283.72485),(38 286.89404),(39 288.8944),(40 286.65256),(41 287.02423),(42 286.6878),(43 285.53177),(44 283.51318),(45 282.64017),(46 281.26874),(47 280.1344),(48 282.44592),(49 282.5349),(50 283.2796),(51 284.69702),(52 283.8782),(53 286.82922),(54 287.66803),(55 287.0605),(56 285.73117),(57 286.9243),(58 287.31995),(59 288.41702),(60 288.05576),(61 285.35956),(62 286.27948),(63 287.6765),(64 292.01617),(65 295.73926),(66 298.91776),(67 298.57266),(68 304.59335),(69 303.99728),(70 303.3491),(71 307.15842),(72 312.30585),(73 309.57156),(74 311.89072),(75 314.52243),(76 313.95978),(77 317.00833),(78 316.08774),(79 315.31955),
(1 168.24094),(2 198.17578),(3 206.55081),(4 217.02533),(5 219.46426),(6 224.38678),(7 226.70982),(8 233.64299),(9 233.86314),(10 234.29826),(11 238.34613),(12 239.87877),(13 244.97205),(14 245.37262),(15 249.80936),(16 247.22417),(17 249.29607),(18 249.52853),(19 252.50327),(20 253.48277),(21 256.5784),(22 258.96927),(23 263.17752),(24 259.63943),(25 260.48593),(26 256.15207),(27 256.8143),(28 255.97853),(29 253.39914),(30 256.11176),(31 258.1261),(32 258.47556),(33 260.61826),(34 259.44318),(35 259.76648),(36 260.48773),(37 265.7556),(38 266.68195),(39 267.53885),(40 267.27246),(41 270.58243),(42 270.4802),(43 272.13522),(44 270.8243),(45 271.73672),(46 269.91284),(47 273.4742),(48 273.9238),(49 275.0155),(50 275.9685),(51 276.13257),(52 275.1146),(53 277.30414),(54 276.6858),(55 276.51334),(56 273.8489),(57 275.8058),(58 276.87387),(59 273.97705),(60 273.84274),(61 271.77765),(62 275.34436),(63 277.06903),(64 278.1633),(65 278.73114),(66 277.73288),(67 281.31094),(68 283.26617),(69 284.33145),(70 284.6667),(71 287.95123),(72 289.6443),(73 290.68588),(74 289.55212),(75 287.3712),(76 289.7311),(77 293.44675),(78 295.059),(79 293.75305),
(1 169.61728),(2 197.62909),(3 204.9181),(4 213.25871),(5 219.33969),(6 221.7387),(7 224.42804),(8 231.07216),(9 232.89958),(10 236.10089),(11 239.43158),(12 241.35698),(13 246.20097),(14 246.61212),(15 246.31264),(16 245.33319),(17 247.90195),(18 251.21867),(19 253.48701),(20 254.31114),(21 254.12683),(22 257.7769),(23 258.48218),(24 260.91122),(25 260.23276),(26 259.1522),(27 263.5224),(28 264.77637),(29 265.39523),(30 263.92133),(31 266.03894),(32 268.6167),(33 270.47632),(34 270.49332),(35 270.23773),(36 272.50134),(37 275.38354),(38 276.1128),(39 275.755),(40 274.2614),(41 275.7331),(42 272.65933),(43 275.08072),(44 272.29666),(45 270.47418),(46 269.51617),(47 272.2268),(48 268.32617),(49 270.25897),(50 269.74512),(51 272.83932),(52 270.31036),(53 272.40927),(54 274.11963),(55 276.46667),(56 271.49133),(57 272.08887),(58 269.20215),(59 268.30878),(60 269.4888),(61 267.70596),(62 273.03876),(63 274.28674),(64 277.40607),(65 279.9415),(66 279.5577),(67 283.26498),(68 286.10828),(69 287.22067),(70 290.1975),(71 289.45493),(72 294.17865),(73 296.68536),(74 294.1777),(75 295.1162),(76 296.4627),(77 299.24036),(78 298.46353),(79 297.31927),
(1 167.58815),(2 193.40695),(3 203.57034),(4 209.08328),(5 214.91042),(6 219.35901),(7 224.08528),(8 230.02464),(9 231.13701),(10 233.09492),(11 234.07759),(12 239.69247),(13 239.56075),(14 240.87393),(15 242.23375),(16 242.56534),(17 244.77954),(18 248.42703),(19 248.38402),(20 250.82596),(21 251.02182),(22 254.47739),(23 258.08127),(24 258.65088),(25 260.7514),(26 258.43875),(27 261.0847),(28 259.28366),(29 258.75964),(30 257.93076),(31 258.26575),(32 258.31393),(33 263.53983),(34 264.21564),(35 263.81662),(36 263.81854),(37 266.91467),(38 268.96317),(39 273.97525),(40 276.78732),(41 275.1278),(42 279.65268),(43 281.25534),(44 280.44656),(45 279.3972),(46 281.72238),(47 282.03787),(48 279.56375),(49 276.78177),(50 278.153),(51 273.94583),(52 274.6542),(53 278.6606),(54 276.516),(55 276.6456),(56 278.77127),(57 275.27817),(58 274.37625),(59 275.6843),(60 276.19037),(61 278.61188),(62 282.36526),(63 283.55716),(64 281.45273),(65 281.82266),(66 286.03757),(67 284.6347),(68 291.01523),(69 290.48642),(70 291.60437),(71 292.94922),(72 294.86337),(73 295.14203),(74 292.8415),(75 296.57077),(76 295.18295),(77 294.8881),(78 294.16217),(79 293.9551),
(1 166.78107),(2 189.84471),(3 199.90005),(4 208.41275),(5 213.83653),(6 217.61383),(7 222.52562),(8 224.69614),(9 225.03761),(10 227.1041),(11 230.65834),(12 233.4552),(13 236.8796),(14 237.26392),(15 236.63176),(16 239.95624),(17 240.03532),(18 241.32661),(19 242.42784),(20 244.54916),(21 244.25587),(22 248.2253),(23 248.80649),(24 251.35634),(25 249.92847),(26 252.17409),(27 253.00926),(28 253.49689),(29 253.92809),(30 255.37),(31 255.50616),(32 256.92578),(33 254.357),(34 258.52982),(35 259.94608),(36 260.6638),(37 259.85092),(38 265.71017),(39 265.9052),(40 267.25226),(41 265.90417),(42 264.8932),(43 264.96964),(44 264.34354),(45 262.8908),(46 262.08298),(47 264.2037),(48 261.49408),(49 260.34015),(50 263.32062),(51 263.13553),(52 260.10016),(53 263.8293),(54 263.21793),(55 260.33826),(56 260.7888),(57 258.59836),(58 259.29138),(59 260.06058),(60 258.5168),(61 258.6772),(62 260.9412),(63 262.0965),(64 265.28943),(65 264.44824),(66 266.47644),(67 266.96396),(68 266.53268),(69 270.8112),(70 274.3059),(71 272.17087),(72 275.51743),(73 277.21436),(74 275.1665),(75 276.69366),(76 276.74115),(77 279.47382),(78 281.94205),(79 282.40524),
(1 160.03392),(2 184.06807),(3 194.45851),(4 203.63417),(5 210.36542),(6 213.92088),(7 218.20784),(8 225.10406),(9 222.03464),(10 224.03458),(11 225.78021),(12 226.282),(13 232.76016),(14 235.4199),(15 235.47774),(16 235.72566),(17 236.76807),(18 237.65126),(19 240.08502),(20 240.75725),(21 240.08655),(22 244.6296),(23 247.599),(24 251.08694),(25 251.51566),(26 251.68434),(27 251.24255),(28 253.7695),(29 254.80635),(30 257.05518),(31 254.79549),(32 253.9283),(33 254.60603),(34 255.87589),(35 255.58035),(36 255.2914),(37 259.1862),(38 259.53683),(39 257.6094),(40 263.01917),(41 266.94763),(42 261.97647),(43 265.04782),(44 266.38257),(45 261.21655),(46 265.79974),(47 264.70822),(48 267.53693),(49 268.09183),(50 267.83347),(51 265.5782),(52 262.361),(53 266.479),(54 266.73074),(55 268.07028),(56 268.22296),(57 268.561),(58 269.37555),(59 270.30536),(60 269.34198),(61 269.93057),(62 271.2677),(63 272.8495),(64 272.84735),(65 273.81186),(66 271.8138),(67 273.51117),(68 277.17642),(69 280.928),(70 281.7938),(71 281.31644),(72 281.07632),(73 283.41776),(74 282.31256),(75 287.9716),(76 287.14484),(77 287.21985),(78 288.67896),(79 288.8695),
(1 158.11288),(2 186.90233),(3 196.65413),(4 204.62563),(5 208.92188),(6 213.18655),(7 218.65068),(8 224.19507),(9 224.1275),(10 225.50424),(11 227.90312),(12 231.7286),(13 233.16663),(14 234.57762),(15 235.36026),(16 235.9075),(17 238.53636),(18 241.38057),(19 242.33888),(20 246.31183),(21 250.30927),(22 252.55948),(23 254.99532),(24 257.03314),(25 256.0354),(26 260.21158),(27 255.33278),(28 254.5685),(29 254.23366),(30 255.63107),(31 257.26556),(32 258.4451),(33 257.36566),(34 259.59763),(35 260.69687),(36 263.22552),(37 265.98312),(38 267.44345),(39 268.37515),(40 269.91873),(41 270.08063),(42 269.37964),(43 270.1047),(44 272.06833),(45 270.37344),(46 271.44766),(47 270.51166),(48 270.18686),(49 271.44165),(50 272.19687),(51 271.32263),(52 270.76138),(53 271.8159),(54 271.89352),(55 272.2909),(56 272.56644),(57 270.59818),(58 270.99365),(59 270.05786),(60 268.68927),(61 269.58984),(62 268.47244),(63 269.18182),(64 274.82748),(65 275.95685),(66 276.83362),(67 276.77133),(68 278.75223),(69 284.84244),(70 284.21765),(71 285.0699),(72 285.3364),(73 284.78488),(74 285.4361),(75 288.99615),(76 287.68756),(77 291.21817),(78 295.66116),(79 293.50308),
(1 155.76775),(2 181.8049),(3 189.15895),(4 200.15186),(5 202.73772),(6 209.37592),(7 213.96573),(8 216.9564),(9 220.12202),(10 221.25946),(11 223.41916),(12 227.78062),(13 230.87915),(14 230.83838),(15 231.21402),(16 233.93774),(17 235.18083),(18 234.85002),(19 234.88559),(20 237.358),(21 238.13564),(22 242.95502),(23 245.39334),(24 244.30751),(25 246.22948),(26 249.97984),(27 247.48044),(28 247.76399),(29 250.23764),(30 248.72282),(31 249.71992),(32 250.52689),(33 252.67699),(34 255.53735),(35 256.025),(36 258.80096),(37 260.6251),(38 264.6248),(39 264.00458),(40 261.65317),(41 262.14496),(42 259.82404),(43 258.78604),(44 259.62637),(45 258.1324),(46 261.12408),(47 258.08966),(48 258.26395),(49 259.77798),(50 260.4777),(51 259.85477),(52 258.6788),(53 262.12787),(54 262.16525),(55 261.33676),(56 262.35843),(57 261.21286),(58 263.05682),(59 262.55142),(60 260.70123),(61 261.76703),(62 263.08618),(63 266.98315),(64 268.4697),(65 268.6986),(66 270.99017),(67 271.34726),(68 273.91318),(69 275.6546),(70 276.69464),(71 276.3828),(72 278.28717),(73 278.8028),(74 279.76645),(75 280.56848),(76 282.75397),(77 281.514),(78 283.996),(79 284.2297),
(1 157.31691),(2 182.47299),(3 191.52167),(4 200.12859),(5 205.7043),(6 210.03505),(7 216.01166),(8 223.12955),(9 222.47888),(10 221.86272),(11 225.57993),(12 227.57358),(13 230.33954),(14 228.22693),(15 232.34804),(16 232.00621),(17 235.00005),(18 236.21141),(19 234.42383),(20 237.25429),(21 239.5207),(22 244.30492),(23 244.42683),(24 248.9271),(25 245.29463),(26 248.27666),(27 248.26013),(28 244.66904),(29 245.958),(30 242.88521),(31 244.24545),(32 246.19916),(33 247.96379),(34 251.42929),(35 253.50204),(36 253.35228),(37 256.3528),(38 263.34723),(39 260.76147),(40 260.8128),(41 265.77313),(42 265.1299),(43 262.42307),(44 263.17917),(45 261.3715),(46 264.58655),(47 265.8174),(48 264.291),(49 265.45935),(50 265.23935),(51 264.5954),(52 264.02426),(53 265.67078),(54 265.8293),(55 264.69833),(56 265.39023),(57 265.27563),(58 264.34995),(59 264.13452),(60 263.67584),(61 265.81802),(62 265.47208),(63 267.74036),(64 271.9986),(65 269.40906),(66 272.5424),(67 275.5453),(68 278.00977),(69 282.6209),(70 283.29602),(71 285.25916),(72 287.96097),(73 288.7587),(74 287.48184),(75 290.50803),(76 288.73904),(77 289.24496),(78 289.80548),(79 290.3745),
(1 154.24956),(2 179.24214),(3 190.24443),(4 195.90096),(5 199.51491),(6 205.01927),(7 209.3651),(8 211.47296),(9 211.17773),(10 216.3532),(11 218.51234),(12 220.96861),(13 222.92552),(14 222.15279),(15 224.10844),(16 223.924),(17 226.88228),(18 229.15639),(19 230.85635),(20 233.43369),(21 234.22052),(22 237.64865),(23 239.16243),(24 241.22975),(25 242.10756),(26 243.53683),(27 246.23518),(28 246.83603),(29 247.14705),(30 246.82254),(31 249.97057),(32 247.60556),(33 250.51237),(34 253.58247),(35 254.8945),(36 255.56943),(37 253.90901),(38 257.5699),(39 256.7315),(40 253.73135),(41 254.9849),(42 255.2386),(43 255.55687),(44 252.5911),(45 254.55237),(46 253.85068),(47 253.38522),(48 253.69572),(49 256.45795),(50 257.21173),(51 254.63095),(52 253.13025),(53 257.29437),(54 256.18277),(55 257.1137),(56 259.16342),(57 259.0757),(58 260.60858),(59 260.73236),(60 263.13196),(61 264.05164),(62 263.07016),(63 264.3083),(64 266.88254),(65 267.46365),(66 268.84204),(67 269.05374),(68 273.61176),(69 272.32846),(70 275.3398),(71 274.19223),(72 274.91608),(73 271.43127),(74 273.13434),(75 272.2087),(76 273.23883),(77 273.55447),(78 275.73364),(79 274.36594),
(1 147.97093),(2 174.69745),(3 183.89359),(4 190.87755),(5 194.68294),(6 202.70505),(7 203.97304),(8 206.39159),(9 207.99562),(10 213.22002),(11 215.599),(12 218.05295),(13 223.21065),(14 222.23389),(15 224.87608),(16 226.9508),(17 230.07095),(18 233.51172),(19 232.53702),(20 233.27498),(21 235.51663),(22 233.2511),(23 233.02855),(24 235.84586),(25 237.75188),(26 239.54095),(27 238.14928),(28 238.82353),(29 236.6327),(30 238.34909),(31 240.28561),(32 241.71507),(33 240.67975),(34 242.72714),(35 242.69713),(36 249.24432),(37 248.26414),(38 250.92035),(39 251.61282),(40 251.39728),(41 250.83049),(42 249.66313),(43 249.87772),(44 249.9301),(45 248.09555),(46 252.35474),(47 251.53024),(48 249.30339),(49 250.51651),(50 248.5915),(51 248.24803),(52 248.8554),(53 250.24373),(54 249.8969),(55 248.6246),(56 248.86891),(57 251.77573),(58 253.57585),(59 251.17082),(60 255.00201),(61 254.22517),(62 256.73462),(63 258.78894),(64 261.8917),(65 268.22162),(66 265.00842),(67 264.65417),(68 269.48715),(69 272.5187),(70 273.00812),(71 274.20175),(72 274.5185),(73 272.9616),(74 272.22925),(75 275.2793),(76 275.8192),(77 278.19165),(78 278.88956),(79 282.16245),
(1 151.08865),(2 177.24727),(3 185.48941),(4 192.05505),(5 195.71986),(6 199.00987),(7 201.81471),(8 208.63072),(9 209.87418),(10 214.07726),(11 217.93762),(12 221.3585),(13 224.4987),(14 226.11447),(15 231.20781),(16 228.8701),(17 231.60042),(18 232.73979),(19 232.29602),(20 233.88087),(21 238.05124),(22 240.0818),(23 239.99681),(24 239.268),(25 238.47276),(26 240.11623),(27 239.06891),(28 241.21239),(29 238.32909),(30 239.77228),(31 242.01654),(32 244.43231),(33 247.42987),(34 247.45),(35 250.25226),(36 251.5551),(37 248.61833),(38 252.944),(39 254.3002),(40 253.47923),(41 253.52744),(42 255.04086),(43 255.0898),(44 253.32527),(45 251.4997),(46 253.86055),(47 251.30107),(48 253.79813),(49 253.16016),(50 252.60344),(51 253.53073),(52 252.94844),(53 255.17706),(54 251.79372),(55 255.38391),(56 255.5251),(57 251.62733),(58 254.75285),(59 252.83482),(60 256.4113),(61 257.001),(62 258.64447),(63 259.62042),(64 262.7604),(65 265.16788),(66 265.99405),(67 268.5878),(68 270.98157),(69 270.63217),(70 271.21436),(71 271.6876),(72 274.37613),(73 274.22293),(74 273.90833),(75 275.85126),(76 273.101),(77 274.462),(78 276.23972),(79 277.12415),
(1 148.18976),(2 170.77263),(3 181.47838),(4 189.55281),(5 192.45555),(6 196.98183),(7 201.0327),(8 206.52118),(9 207.01202),(10 210.38992),(11 211.78139),(12 213.1613),(13 217.10243),(14 218.58868),(15 217.28667),(16 218.61075),(17 221.99625),(18 222.79027),(19 224.56339),(20 226.4025),(21 225.87193),(22 228.88147),(23 231.97095),(24 232.55516),(25 230.39581),(26 232.40211),(27 234.0685),(28 234.70932),(29 234.21338),(30 236.3481),(31 233.84358),(32 237.36372),(33 238.74823),(34 240.31456),(35 241.49132),(36 240.62659),(37 243.58781),(38 245.7756),(39 245.71646),(40 243.57993),(41 243.28993),(42 244.93732),(43 246.09428),(44 245.13304),(45 243.12552),(46 247.01184),(47 244.38441),(48 247.99907),(49 243.84314),(50 241.90057),(51 242.51994),(52 241.6199),(53 245.32114),(54 243.9645),(55 243.24895),(56 241.60756),(57 242.54257),(58 243.13547),(59 242.8146),(60 243.80463),(61 245.97545),(62 247.92505),(63 248.0798),(64 252.16852),(65 253.68657),(66 254.66765),(67 254.67905),(68 256.00958),(69 257.68796),(70 257.78772),(71 257.76758),(72 259.68097),(73 259.16003),(74 258.21268),(75 259.05698),(76 258.64703),(77 261.21768),(78 263.00195),(79 261.08405),
(1 142.65173),(2 168.13417),(3 180.12112),(4 186.71896),(5 189.42728),(6 192.5468),(7 194.20511),(8 198.38107),(9 201.65764),(10 202.28368),(11 204.33443),(12 206.78046),(13 211.0711),(14 213.37877),(15 213.2171),(16 216.07579),(17 216.41676),(18 217.97119),(19 222.24268),(20 223.17218),(21 224.2056),(22 225.5185),(23 229.54701),(24 229.02782),(25 228.92049),(26 229.60083),(27 230.73213),(28 230.67804),(29 230.68585),(30 231.79788),(31 233.99318),(32 237.25525),(33 236.0136),(34 236.19032),(35 236.79965),(36 238.27596),(37 240.57288),(38 243.88966),(39 244.53528),(40 245.57558),(41 243.58603),(42 244.33159),(43 244.65112),(44 245.99374),(45 243.62651),(46 244.45694),(47 245.23944),(48 246.9863),(49 245.89024),(50 251.40842),(51 248.46431),(52 246.06358),(53 249.03706),(54 246.62349),(55 248.2213),(56 246.30313),(57 243.847),(58 244.30304),(59 244.90508),(60 244.53601),(61 245.00984),(62 248.75229),(63 250.1907),(64 251.93208),(65 250.80916),(66 251.50821),(67 254.11984),(68 255.45644),(69 256.8241),(70 259.61942),(71 259.71634),(72 260.05695),(73 260.23853),(74 259.73776),(75 263.44135),(76 260.99118),(77 263.00992),(78 263.16766),(79 263.7446),
