1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105119.85),(2 383542.75),(3 790147.44),(4 1308824.1),(5 1935842),(6 2659544.3),(7 3500682.3),(8 4461846.5),(9 5466402.5),(10 6459394.5),(11 7467367.5),(12 8499078),(13 9580686),(14 10735294),(15 12029451),(16 13484265),(17 15023623),(18 16706335),(19 18399662),(20 19914742),(21 21464154),(22 23073536),(23 24714462),(24 26412838),(25 28266976),(26 30228832),(27 32257658),(28 34150964),(29 35829908),(30 37552224),(31 39402356),(32 41225188),(33 43079420),(34 45046476),(35 46878716),(36 48661790),(37 50211444),(38 51518540),(39 52510060),(40 53373972),(41 54247596),(42 55209250),(43 56150830),(44 56849536),(45 57419716),(46 57703852),(47 57821804),(48 57788796),(49 57971388),(50 58464204),(51 59289268),(52 60248948),(53 61439316),(54 62540450),(55 63855550),(56 65610948),(57 67759304),(58 70289270),(59 72770330),(60 75084230),(61 77504984),(62 79805690),(63 82138200),(64 84417220),(65 87472744),(66 91047070),(67 94609540),(68 98122264),(69 101575720),(70 105442616),(71 109411780),(72 113393704),(73 117048600),(74 120374936),(75 123608200),(76 126455960),(77 128834460),(78 130826696),(79 132405760),
(1 184.04778),(2 225.8744),(3 249.32289),(4 267.55615),(5 278.12616),(6 297.5183),(7 309.1435),(8 324.59756),(9 334.75577),(10 342.5437),(11 355.1104),(12 358.35403),(13 365.01068),(14 369.52853),(15 370.10126),(16 369.38635),(17 370.99274),(18 372.635),(19 375.76846),(20 376.68448),(21 378.83676),(22 380.99374),(23 379.39752),(24 385.46994),(25 385.36636),(26 386.16364),(27 385.81735),(28 386.75186),(29 385.33698),(30 388.94855),(31 390.35242),(32 388.9805),(33 389.31284),(34 384.85382),(35 384.82098),(36 387.4746),(37 388.99518),(38 391.00476),(39 394.48538),(40 393.62518),(41 394.46918),(42 399.69574),(43 401.7647),(44 403.77795),(45 405.07095),(46 404.12637),(47 408.05878),(48 405.49216),(49 405.18268),(50 406.16287),(51 412.3036),(52 412.1842),(53 414.8812),(54 412.5955),(55 410.73703),(56 406.8975),(57 402.25705),(58 399.6197),(59 399.25803),(60 399.7256),(61 396.07816),(62 394.00092),(63 396.97675),(64 396.47928),(65 397.3252),(66 393.81598),(67 392.74026),(68 391.90738),(69 389.6998),(70 389.59793),(71 385.51895),(72 380.75183),(73 377.54874),(74 374.30252),(75 371.82526),(76 368.9954),(77 369.0924),(78 371.61823),(79 368.25354),
(1 177.14424),(2 216.33542),(3 243.48895),(4 261.91354),(5 275.96548),(6 291.08832),(7 300.88864),(8 315.96536),(9 325.18594),(10 331.04663),(11 340.43317),(12 345.3321),(13 352.10208),(14 354.31644),(15 353.48032),(16 357.23962),(17 358.41016),(18 359.0006),(19 361.1613),(20 362.0637),(21 363.2091),(22 362.04388),(23 366.42908),(24 369.87128),(25 368.48178),(26 370.13483),(27 367.49612),(28 368.09384),(29 371.29684),(30 372.4059),(31 375.0632),(32 375.36197),(33 371.97324),(34 369.53217),(35 366.04807),(36 369.1444),(37 371.03442),(38 376.00906),(39 379.2563),(40 378.76028),(41 381.40887),(42 383.4269),(43 385.09677),(44 385.11978),(45 385.45694),(46 384.28445),(47 384.69946),(48 382.8344),(49 382.67722),(50 385.42453),(51 383.05048),(52 386.2759),(53 388.40253),(54 382.4216),(55 379.94308),(56 382.8398),(57 385.86194),(58 382.44473),(59 380.99515),(60 375.5883),(61 376.99365),(62 373.89752),(63 370.9238),(64 371.6346),(65 367.0036),(66 363.38672),(67 362.69156),(68 363.39087),(69 361.47717),(70 361.99387),(71 358.5868),(72 356.90524),(73 356.0651),(74 354.13806),(75 350.48035),(76 350.45132),(77 349.48254),(78 349.4068),(79 347.8303),
(1 172.2812),(2 210.5601),(3 239.19072),(4 256.49667),(5 270.25824),(6 279.98386),(7 291.9513),(8 309.86014),(9 317.2463),(10 324.52466),(11 333.55392),(12 342.69238),(13 352.38745),(14 354.29346),(15 354.03848),(16 360.53296),(17 365.11783),(18 361.95428),(19 363.69186),(20 368.95648),(21 366.10153),(22 362.712),(23 366.7822),(24 369.68863),(25 368.2991),(26 369.64804),(27 365.33344),(28 368.399),(29 365.8112),(30 367.10352),(31 366.23596),(32 370.84735),(33 368.92264),(34 369.61542),(35 368.2047),(36 372.5119),(37 373.57138),(38 379.5246),(39 378.60342),(40 377.9206),(41 384.11896),(42 383.8164),(43 383.6149),(44 380.24185),(45 381.75073),(46 381.47443),(47 384.0806),(48 385.43076),(49 382.64328),(50 386.86533),(51 386.0723),(52 386.59113),(53 391.2963),(54 392.62045),(55 387.11462),(56 388.7196),(57 389.63007),(58 385.5777),(59 384.32538),(60 376.56677),(61 373.04163),(62 375.14853),(63 369.17404),(64 372.84183),(65 368.59106),(66 364.98938),(67 361.56152),(68 362.86835),(69 361.36288),(70 357.87494),(71 355.19147),(72 353.50934),(73 353.81253),(74 352.073),(75 350.59732),(76 345.8844),(77 344.35873),(78 342.99963),(79 340.7677),
(1 171.82323),(2 207.66797),(3 229.30035),(4 251.23468),(5 262.2572),(6 273.06738),(7 287.4072),(8 306.45276),(9 311.43933),(10 319.15353),(11 329.70468),(12 340.03644),(13 350.68875),(14 356.54233),(15 357.24133),(16 363.10297),(17 362.6369),(18 360.18768),(19 363.8954),(20 369.04645),(21 365.23218),(22 366.5984),(23 371.79633),(24 373.81744),(25 372.0108),(26 372.09085),(27 370.34244),(28 371.7412),(29 369.07382),(30 365.57306),(31 367.42175),(32 363.56467),(33 363.9047),(34 367.95956),(35 366.97702),(36 369.51917),(37 369.6317),(38 373.72726),(39 375.755),(40 380.07565),(41 378.23154),(42 379.9044),(43 377.8714),(44 377.41025),(45 380.04077),(46 382.7881),(47 380.12964),(48 378.3691),(49 374.61908),(50 377.1269),(51 376.5036),(52 372.814),(53 374.13467),(54 375.00797),(55 371.80716),(56 367.47598),(57 369.6847),(58 366.95648),(59 366.92725),(60 362.61453),(61 362.74127),(62 362.83932),(63 367.65353),(64 363.71066),(65 362.34433),(66 360.43555),(67 359.78867),(68 356.88757),(69 356.67493),(70 355.7969),(71 356.9883),(72 354.54874),(73 352.66553),(74 352.06546),(75 348.65305),(76 346.77246),(77 344.24622),(78 344.65625),(79 343.7246),
(1 172.0361),(2 206.8012),(3 229.31314),(4 248.8194),(5 260.66544),(6 273.9155),(7 286.59464),(8 305.42505),(9 311.81046),(10 322.91357),(11 330.55554),(12 338.8887),(13 345.21936),(14 353.87457),(15 355.1675),(16 357.51532),(17 361.25897),(18 359.37863),(19 363.36316),(20 365.23315),(21 365.2835),(22 368.55698),(23 371.13022),(24 371.18494),(25 370.21533),(26 367.8136),(27 369.74933),(28 369.20602),(29 365.61917),(30 366.07196),(31 370.0001),(32 367.45377),(33 372.0787),(34 377.45453),(35 377.14603),(36 379.38467),(37 379.68057),(38 383.94327),(39 383.83676),(40 390.50034),(41 393.0858),(42 393.1734),(43 391.53018),(44 390.64966),(45 393.12555),(46 393.51102),(47 394.14963),(48 388.10034),(49 388.4887),(50 388.83148),(51 385.33273),(52 386.25937),(53 385.47534),(54 385.12656),(55 385.84863),(56 380.55765),(57 378.35544),(58 375.89276),(59 369.8976),(60 369.88568),(61 364.4294),(62 366.5627),(63 367.1087),(64 366.461),(65 362.93637),(66 358.17203),(67 354.62332),(68 355.96555),(69 360.15503),(70 358.14517),(71 356.24963),(72 352.6172),(73 350.39185),(74 349.21436),(75 344.38052),(76 345.14844),(77 347.51938),(78 346.99475),(79 347.88043),
(1 169.5367),(2 204.87753),(3 227.16519),(4 243.47911),(5 255.91518),(6 268.24493),(7 279.59436),(8 296.08383),(9 306.42712),(10 316.5828),(11 323.5082),(12 332.25934),(13 337.5576),(14 345.98984),(15 353.0501),(16 355.75476),(17 359.93658),(18 358.42035),(19 358.2569),(20 360.55615),(21 360.5526),(22 357.09454),(23 359.5959),(24 355.46277),(25 356.89304),(26 355.26996),(27 356.6514),(28 356.47388),(29 353.2906),(30 354.28372),(31 356.71042),(32 356.0694),(33 358.41122),(34 360.19965),(35 360.55734),(36 360.41553),(37 357.81274),(38 362.1585),(39 358.07755),(40 361.7203),(41 359.61023),(42 361.23746),(43 360.3383),(44 357.93982),(45 360.9225),(46 363.69058),(47 364.1043),(48 361.66544),(49 363.18307),(50 358.40826),(51 362.75604),(52 359.71082),(53 366.35214),(54 363.96854),(55 362.8892),(56 358.3583),(57 362.24826),(58 357.93942),(59 360.06235),(60 357.64697),(61 356.6579),(62 358.1767),(63 360.9381),(64 358.52002),(65 357.6116),(66 354.3979),(67 356.31317),(68 356.86172),(69 358.8465),(70 356.27707),(71 352.4685),(72 350.17902),(73 348.2647),(74 343.85654),(75 345.38687),(76 346.4912),(77 346.9141),(78 347.3237),(79 346.4075),
(1 164.40192),(2 202.14128),(3 220.88007),(4 237.11797),(5 251.72678),(6 265.7922),(7 277.88843),(8 294.72073),(9 306.96497),(10 314.52078),(11 324.86926),(12 334.3176),(13 340.66718),(14 347.0725),(15 349.34653),(16 353.57733),(17 355.55896),(18 353.48016),(19 359.0524),(20 358.31882),(21 359.89917),(22 357.4956),(23 359.14386),(24 358.8112),(25 358.0665),(26 358.8054),(27 359.27585),(28 358.53638),(29 360.53354),(30 359.18085),(31 360.6267),(32 360.91315),(33 362.3739),(34 365.24817),(35 367.1772),(36 365.8414),(37 366.3078),(38 374.97314),(39 372.42953),(40 375.18875),(41 371.9417),(42 373.54352),(43 373.38788),(44 376.78058),(45 376.3351),(46 380.59402),(47 382.5114),(48 380.48593),(49 380.47644),(50 377.20157),(51 377.92566),(52 381.21252),(53 382.5248),(54 376.93997),(55 374.37805),(56 374.28177),(57 372.99533),(58 369.46237),(59 369.58344),(60 369.05542),(61 366.27536),(62 365.4994),(63 360.69427),(64 360.73486),(65 354.39368),(66 351.41833),(67 348.30273),(68 349.22345),(69 349.9075),(70 345.62744),(71 344.78064),(72 345.3568),(73 341.5106),(74 337.71783),(75 332.83594),(76 331.16183),(77 333.69443),(78 333.18063),(79 332.01797),
(1 164.99913),(2 204.48177),(3 223.63629),(4 242.81555),(5 257.21848),(6 271.174),(7 285.0813),(8 302.22067),(9 311.21497),(10 317.61942),(11 325.0326),(12 334.58203),(13 341.8022),(14 344.34348),(15 347.1328),(16 349.04388),(17 348.75696),(18 347.9222),(19 350.73755),(20 350.634),(21 354.30203),(22 348.55756),(23 352.76254),(24 356.9201),(25 354.4405),(26 357.61087),(27 359.2974),(28 361.805),(29 359.6591),(30 365.13962),(31 364.6498),(32 365.16577),(33 368.62112),(34 372.69315),(35 373.80725),(36 373.30237),(37 374.27582),(38 381.96735),(39 382.46176),(40 382.43338),(41 381.3776),(42 380.5285),(43 381.07147),(44 380.10706),(45 381.63013),(46 382.76016),(47 382.01028),(48 378.0939),(49 379.60284),(50 382.49915),(51 382.16357),(52 379.7981),(53 383.91943),(54 385.6706),(55 382.61884),(56 378.50092),(57 375.88626),(58 371.97583),(59 371.63245),(60 365.4501),(61 366.2798),(62 365.89993),(63 366.5952),(64 361.4941),(65 362.24994),(66 357.00006),(67 355.82578),(68 357.6562),(69 358.3866),(70 355.9419),(71 356.40884),(72 353.90613),(73 353.60452),(74 352.23257),(75 348.01257),(76 349.20633),(77 350.16492),(78 354.68793),(79 354.7595),
(1 162.21906),(2 200.72409),(3 216.8612),(4 232.25414),(5 249.09494),(6 262.65198),(7 269.51596),(8 288.2056),(9 295.38998),(10 301.33887),(11 311.4764),(12 316.14905),(13 322.2873),(14 325.18063),(15 328.6965),(16 330.77255),(17 329.8552),(18 332.15497),(19 336.18747),(20 332.33572),(21 335.75864),(22 333.4093),(23 338.87054),(24 343.69104),(25 344.27103),(26 348.56335),(27 348.7225),(28 351.44427),(29 353.2071),(30 356.98846),(31 358.5978),(32 359.84387),(33 364.2357),(34 361.54303),(35 359.4026),(36 357.88358),(37 358.68988),(38 364.76614),(39 364.219),(40 365.03574),(41 365.52975),(42 367.42413),(43 370.925),(44 368.77454),(45 364.9116),(46 364.6514),(47 367.15485),(48 364.50082),(49 364.86417),(50 364.0163),(51 362.06363),(52 362.98126),(53 364.97266),(54 367.9145),(55 367.78537),(56 364.61948),(57 363.63144),(58 365.287),(59 360.88022),(60 361.09674),(61 359.0656),(62 358.10217),(63 356.8739),(64 355.55838),(65 359.8062),(66 355.903),(67 354.23288),(68 357.8617),(69 352.793),(70 350.7682),(71 350.24957),(72 346.56332),(73 345.10815),(74 337.8057),(75 333.4148),(76 331.83093),(77 330.68576),(78 330.12906),(79 331.31372),
(1 159.68474),(2 195.7213),(3 216.53262),(4 232.84483),(5 248.11423),(6 260.43573),(7 270.80063),(8 285.21133),(9 296.42664),(10 306.7929),(11 314.4509),(12 319.826),(13 324.61758),(14 328.62152),(15 331.87885),(16 335.48026),(17 336.03168),(18 337.2946),(19 341.23367),(20 342.8434),(21 340.16382),(22 339.05728),(23 340.86533),(24 342.82294),(25 343.07355),(26 348.49127),(27 348.26892),(28 347.12195),(29 346.16772),(30 346.49762),(31 348.95184),(32 350.31082),(33 349.01645),(34 348.6728),(35 348.17047),(36 348.184),(37 350.286),(38 354.63065),(39 352.7576),(40 355.47128),(41 353.6788),(42 351.51068),(43 356.49686),(44 353.7958),(45 355.86218),(46 356.75095),(47 360.80835),(48 357.36783),(49 356.10638),(50 357.46613),(51 358.7131),(52 358.63837),(53 358.4694),(54 358.82047),(55 358.68512),(56 360.78308),(57 357.24225),(58 357.40942),(59 352.1942),(60 355.34265),(61 351.1992),(62 349.41357),(63 347.7516),(64 346.36472),(65 343.24634),(66 340.20743),(67 337.715),(68 340.3979),(69 338.28314),(70 333.78467),(71 331.3963),(72 329.02798),(73 330.0826),(74 327.0117),(75 326.8427),(76 327.1509),(77 328.44794),(78 323.43594),(79 323.77655),
(1 157.39131),(2 196.60583),(3 217.45184),(4 233.30489),(5 246.53386),(6 256.1874),(7 265.92368),(8 281.06494),(9 288.36618),(10 297.46912),(11 301.73904),(12 311.52832),(13 316.63217),(14 320.2386),(15 325.50134),(16 324.84894),(17 330.49683),(18 332.35147),(19 334.41412),(20 340.2217),(21 336.79385),(22 338.06857),(23 339.89252),(24 338.7606),(25 340.10425),(26 343.3368),(27 341.3731),(28 342.4491),(29 337.08963),(30 342.07944),(31 339.53348),(32 341.1004),(33 341.53452),(34 344.30048),(35 341.72092),(36 341.77896),(37 343.74277),(38 349.98575),(39 352.2967),(40 350.3343),(41 350.18484),(42 348.2613),(43 351.7782),(44 350.23773),(45 351.6874),(46 350.3043),(47 347.95337),(48 343.9023),(49 342.74182),(50 345.7384),(51 348.16818),(52 347.86368),(53 352.50287),(54 351.75815),(55 353.6214),(56 352.6226),(57 351.00104),(58 352.1562),(59 351.23196),(60 348.44357),(61 346.25952),(62 345.89896),(63 345.01187),(64 348.0597),(65 345.69153),(66 344.0778),(67 339.91013),(68 344.80453),(69 341.29822),(70 339.1237),(71 338.5742),(72 334.24057),(73 334.98166),(74 330.69894),(75 331.5786),(76 333.19608),(77 330.16406),(78 328.12366),(79 330.23566),
(1 153.42711),(2 187.80333),(3 208.32315),(4 224.66673),(5 240.69096),(6 249.94661),(7 259.3385),(8 274.22104),(9 286.58908),(10 291.74548),(11 299.53354),(12 306.4978),(13 315.07593),(14 316.8698),(15 319.53558),(16 322.22446),(17 326.47516),(18 331.16132),(19 331.35522),(20 330.42603),(21 330.07166),(22 333.8533),(23 335.21533),(24 338.3082),(25 339.2901),(26 343.29208),(27 341.40027),(28 340.51114),(29 342.1835),(30 344.06216),(31 343.40775),(32 345.81638),(33 343.5832),(34 347.60773),(35 347.8109),(36 346.8266),(37 347.6712),(38 351.8616),(39 353.36792),(40 352.8251),(41 352.27408),(42 355.644),(43 360.17847),(44 361.08917),(45 357.85312),(46 359.68204),(47 358.72873),(48 357.46988),(49 361.58652),(50 362.0274),(51 366.89423),(52 365.79947),(53 368.6647),(54 365.71814),(55 362.45007),(56 362.84763),(57 357.96686),(58 357.45377),(59 353.15436),(60 348.33105),(61 346.15387),(62 344.04846),(63 344.953),(64 342.83945),(65 342.01416),(66 338.74478),(67 331.29794),(68 334.4612),(69 331.35187),(70 325.95798),(71 326.78333),(72 325.00824),(73 328.09677),(74 322.51248),(75 322.19153),(76 321.3718),(77 318.4674),(78 318.7605),(79 316.57547),
(1 159.34944),(2 193.16238),(3 214.69695),(4 229.80132),(5 242.3463),(6 254.03644),(7 263.285),(8 276.98642),(9 288.73022),(10 293.0851),(11 299.4246),(12 306.44885),(13 311.51797),(14 313.4369),(15 314.7169),(16 320.52856),(17 321.01544),(18 322.85782),(19 324.4493),(20 326.96106),(21 325.99316),(22 327.74228),(23 332.9143),(24 337.54883),(25 343.97214),(26 344.18604),(27 349.1465),(28 348.09735),(29 348.1893),(30 350.75186),(31 353.32303),(32 350.64752),(33 352.15018),(34 355.9454),(35 357.10828),(36 357.34308),(37 359.82388),(38 362.29654),(39 365.12262),(40 365.00574),(41 363.249),(42 367.10056),(43 366.29047),(44 369.32257),(45 367.4555),(46 368.64423),(47 368.747),(48 368.89026),(49 372.99677),(50 369.36728),(51 375.64584),(52 371.27536),(53 372.15063),(54 365.98953),(55 364.23633),(56 362.19604),(57 358.5314),(58 351.27817),(59 348.33102),(60 346.44186),(61 345.24905),(62 340.3497),(63 335.1484),(64 333.4517),(65 329.7282),(66 328.94638),(67 327.91855),(68 329.60898),(69 331.40054),(70 325.30353),(71 324.38126),(72 322.6724),(73 320.06766),(74 318.08252),(75 321.73047),(76 321.0001),(77 322.1758),(78 321.408),(79 320.0295),
(1 155.14478),(2 192.20021),(3 211.22552),(4 225.61952),(5 238.83513),(6 249.0624),(7 259.01984),(8 270.81625),(9 278.10495),(10 285.51944),(11 294.35495),(12 301.036),(13 308.14453),(14 312.57227),(15 311.26874),(16 317.09097),(17 319.4048),(18 324.10834),(19 322.1488),(20 323.59818),(21 320.0117),(22 321.4299),(23 322.00433),(24 322.38846),(25 325.67908),(26 329.6259),(27 331.2477),(28 328.0156),(29 325.03937),(30 328.9067),(31 326.54504),(32 326.4189),(33 328.8298),(34 330.4192),(35 325.62616),(36 326.97238),(37 329.17267),(38 333.45554),(39 332.60425),(40 333.2242),(41 332.41824),(42 334.5209),(43 333.87244),(44 335.7581),(45 337.1373),(46 334.96274),(47 332.86523),(48 336.19687),(49 335.02948),(50 332.6704),(51 333.33154),(52 332.31992),(53 324.3875),(54 320.35876),(55 319.5405),(56 322.0037),(57 321.6136),(58 320.35904),(59 318.67236),(60 317.74777),(61 319.65424),(62 318.5015),(63 315.58807),(64 318.8105),(65 317.6351),(66 316.10352),(67 313.81677),(68 313.83585),(69 314.31714),(70 310.39615),(71 310.1706),(72 306.6943),(73 301.73584),(74 303.2604),(75 307.05054),(76 302.88947),(77 304.25403),(78 304.7067),(79 305.5507),
(1 151.46523),(2 187.70499),(3 205.1821),(4 217.65588),(5 232.01639),(6 241.4063),(7 252.93787),(8 263.22076),(9 270.38727),(10 280.97708),(11 290.82126),(12 294.0631),(13 298.5107),(14 302.76123),(15 304.29422),(16 306.46414),(17 309.97375),(18 313.98166),(19 313.51138),(20 314.94028),(21 313.62564),(22 314.17334),(23 315.18472),(24 316.155),(25 316.72372),(26 319.40408),(27 319.58136),(28 319.36432),(29 316.1993),(30 315.55908),(31 314.65588),(32 313.27066),(33 316.82974),(34 316.6411),(35 315.96628),(36 317.04846),(37 322.3856),(38 321.6083),(39 326.30243),(40 325.5813),(41 325.2902),(42 328.71106),(43 330.7787),(44 334.63513),(45 335.8425),(46 335.60803),(47 336.94592),(48 333.98114),(49 332.65604),(50 329.6559),(51 327.39554),(52 328.3501),(53 324.0789),(54 321.71216),(55 318.27408),(56 317.13983),(57 314.16455),(58 315.1614),(59 315.719),(60 314.31314),(61 313.78308),(62 310.38394),(63 314.49136),(64 314.1369),(65 314.8152),(66 311.84473),(67 309.15146),(68 313.87732),(69 313.7958),(70 311.2154),(71 309.94513),(72 308.24945),(73 308.30783),(74 309.57648),(75 309.77078),(76 307.28372),(77 309.61835),(78 308.9156),(79 307.9697),
(1 151.2483),(2 189.57945),(3 205.46805),(4 221.1161),(5 235.02324),(6 243.80394),(7 252.48576),(8 264.77557),(9 271.32706),(10 279.49802),(11 286.9773),(12 291.03726),(13 295.9767),(14 299.18204),(15 300.23444),(16 305.4108),(17 310.04224),(18 311.76785),(19 313.20172),(20 315.91202),(21 309.48547),(22 311.02234),(23 312.67896),(24 312.9217),(25 312.8014),(26 315.21283),(27 321.04602),(28 323.12802),(29 322.93768),(30 322.45633),(31 320.86783),(32 323.63422),(33 325.4794),(34 327.10425),(35 328.89285),(36 328.31342),(37 331.46964),(38 331.9565),(39 331.69598),(40 331.30338),(41 332.19522),(42 334.48553),(43 337.72324),(44 337.95175),(45 340.19028),(46 341.08716),(47 339.51154),(48 340.60974),(49 335.17618),(50 336.09534),(51 341.14777),(52 338.3023),(53 341.2701),(54 337.0496),(55 337.4874),(56 339.21756),(57 336.12564),(58 331.4606),(59 329.28796),(60 327.7506),(61 325.3869),(62 321.9099),(63 323.26727),(64 320.13318),(65 324.507),(66 320.12335),(67 318.54718),(68 316.48734),(69 315.70248),(70 317.43417),(71 316.1124),(72 315.601),(73 313.39087),(74 310.8369),(75 307.8845),(76 309.66556),(77 311.92358),(78 312.6246),(79 312.49768),
(1 145.80556),(2 180.27332),(3 197.33101),(4 210.85925),(5 221.51845),(6 230.7379),(7 242.01578),(8 256.25787),(9 263.7281),(10 271.66742),(11 279.2265),(12 287.2828),(13 293.3087),(14 299.85046),(15 302.5039),(16 303.232),(17 305.9394),(18 309.50107),(19 307.29803),(20 314.98065),(21 313.12347),(22 312.887),(23 314.7563),(24 314.9346),(25 316.45822),(26 319.79498),(27 323.72934),(28 324.83533),(29 324.50708),(30 323.5423),(31 322.52383),(32 323.88022),(33 322.03506),(34 324.27817),(35 322.7705),(36 322.85242),(37 327.57114),(38 330.88495),(39 337.5422),(40 336.66592),(41 335.4928),(42 338.39395),(43 339.63406),(44 340.2386),(45 343.93048),(46 346.2681),(47 347.89435),(48 347.76724),(49 346.87714),(50 345.69815),(51 344.02252),(52 339.4136),(53 340.33478),(54 342.77298),(55 339.62842),(56 338.00928),(57 336.9149),(58 333.7244),(59 329.81693),(60 328.17526),(61 326.1928),(62 326.39597),(63 323.37787),(64 320.37833),(65 319.28586),(66 314.65088),(67 310.67816),(68 311.57166),(69 309.98587),(70 305.7838),(71 306.2265),(72 304.44632),(73 301.01782),(74 298.46735),(75 296.57083),(76 300.1312),(77 299.07684),(78 297.71326),(79 298.34772),
(1 147.8937),(2 184.63924),(3 204.36612),(4 216.59186),(5 230.46284),(6 241.68114),(7 254.55063),(8 269.79562),(9 280.67767),(10 288.58987),(11 296.3198),(12 302.30377),(13 311.8499),(14 317.2267),(15 322.4637),(16 321.8994),(17 330.58466),(18 332.79868),(19 336.3153),(20 339.99487),(21 335.5454),(22 337.18155),(23 339.2502),(24 339.9976),(25 340.52896),(26 341.9792),(27 341.07336),(28 340.32007),(29 343.8691),(30 341.2272),(31 339.67856),(32 339.8975),(33 338.40778),(34 339.52972),(35 338.9792),(36 340.55032),(37 347.2518),(38 349.58304),(39 352.96295),(40 352.4145),(41 351.8949),(42 355.45853),(43 356.49478),(44 355.07135),(45 359.1486),(46 357.6003),(47 357.11795),(48 354.83643),(49 356.80606),(50 354.72278),(51 354.845),(52 353.95767),(53 352.38104),(54 349.9817),(55 343.204),(56 342.64584),(57 345.74173),(58 340.1003),(59 338.6619),(60 335.55954),(61 334.41626),(62 332.14484),(63 329.24097),(64 325.50058),(65 322.19565),(66 322.55185),(67 319.11923),(68 321.60663),(69 322.55917),(70 320.7162),(71 320.13867),(72 316.2889),(73 317.39648),(74 314.8329),(75 315.106),(76 312.95468),(77 311.1822),(78 310.74692),(79 312.27533),
