1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 199.03545),(2 253.25471),(3 286.2431),(4 308.6876),(5 321.71832),(6 336.17578),(7 350.87674),(8 359.0324),(9 365.0847),(10 366.75177),(11 372.29297),(12 377.87933),(13 391.0465),(14 395.8721),(15 404.99765),(16 416.8165),(17 426.351),(18 431.84766),(19 436.08688),(20 443.3747),(21 444.8957),(22 450.1555),(23 452.03168),(24 456.93674),(25 460.56873),(26 470.58224),(27 474.83426),(28 477.8373),(29 481.469),(30 489.7604),(31 488.9067),(32 491.03082),(33 497.52408),(34 502.05807),(35 502.09628),(36 506.14243),(37 505.6816),(38 503.88382),(39 506.89038),(40 507.89346),(41 506.5592),(42 502.32272),(43 498.97195),(44 496.81555),(45 488.85797),(46 484.48376),(47 483.6972),(48 478.95477),(49 477.0217),(50 475.74557),(51 473.7007),(52 470.1215),(53 472.74887),(54 473.7369),(55 469.95355),(56 466.84995),(57 464.99808),(58 469.816),(59 468.75336),(60 470.2145),(61 471.11462),(62 471.20157),(63 471.47748),(64 475.4911),(65 473.6232),(66 474.213),(67 473.48645),(68 468.47473),(69 469.056),(70 467.7014),(71 466.17682),(72 462.63666),(73 474.1126),(74 478.18658),(75 486.82452),(76 493.46448),(77 500.09375),(78 514.8114),(79 520.69653),
(1 196.47357),(2 247.467),(3 279.83936),(4 298.81647),(5 318.9723),(6 328.65652),(7 341.78284),(8 348.35904),(9 355.00348),(10 355.55563),(11 366.74356),(12 371.6967),(13 380.69446),(14 389.5489),(15 399.6342),(16 407.45862),(17 413.90216),(18 417.05145),(19 419.9846),(20 424.7784),(21 430.0138),(22 434.0235),(23 442.4423),(24 445.2334),(25 452.81274),(26 458.92355),(27 464.71204),(28 465.3369),(29 465.4898),(30 473.4585),(31 474.018),(32 477.13516),(33 487.9886),(34 489.506),(35 491.34064),(36 496.24384),(37 489.5747),(38 489.1295),(39 486.8451),(40 488.2428),(41 487.26395),(42 485.9437),(43 484.1287),(44 476.91125),(45 475.63544),(46 472.21634),(47 467.69556),(48 460.85715),(49 461.7159),(50 458.54254),(51 458.30426),(52 456.9077),(53 456.68896),(54 451.7656),(55 450.5371),(56 452.9447),(57 449.65054),(58 456.3967),(59 448.3354),(60 448.6618),(61 451.28226),(62 448.54086),(63 451.28476),(64 455.158),(65 452.4002),(66 448.85934),(67 447.80566),(68 444.7899),(69 446.29385),(70 447.6647),(71 445.3982),(72 442.38925),(73 459.59445),(74 468.83994),(75 476.8446),(76 487.671),(77 494.8752),(78 503.3905),(79 511.3717),
(1 196.24075),(2 244.53249),(3 278.595),(4 296.14932),(5 313.7779),(6 326.80878),(7 336.48166),(8 343.59967),(9 347.67834),(10 351.15323),(11 362.01523),(12 366.0646),(13 374.87875),(14 385.11966),(15 394.69302),(16 400.8765),(17 405.28522),(18 408.46783),(19 413.39767),(20 418.47284),(21 423.52893),(22 429.82544),(23 434.18567),(24 437.0613),(25 442.18997),(26 448.22012),(27 457.13446),(28 453.4988),(29 457.00107),(30 460.42245),(31 462.6498),(32 465.11578),(33 472.6715),(34 474.92938),(35 474.12485),(36 476.70078),(37 469.53317),(38 470.9811),(39 473.15216),(40 474.17923),(41 473.46625),(42 470.97324),(43 469.38794),(44 462.98407),(45 459.7019),(46 459.1434),(47 453.62918),(48 450.32935),(49 446.97342),(50 448.84546),(51 447.5659),(52 443.39474),(53 438.29193),(54 435.52032),(55 433.96094),(56 438.19977),(57 431.9706),(58 434.42398),(59 430.53552),(60 430.328),(61 433.6871),(62 435.92136),(63 436.6483),(64 446.5282),(65 443.65222),(66 442.51688),(67 439.5453),(68 440.38016),(69 444.76126),(70 444.31442),(71 440.69214),(72 447.0727),(73 462.81396),(74 468.76648),(75 474.0814),(76 487.39578),(77 498.5682),(78 507.28696),(79 513.5506),
(1 193.02994),(2 240.01872),(3 272.8512),(4 286.1705),(5 302.96912),(6 318.64673),(7 324.33212),(8 334.8687),(9 342.77054),(10 352.12866),(11 358.7526),(12 364.13123),(13 378.4412),(14 384.2279),(15 395.01654),(16 400.58057),(17 410.9626),(18 415.81323),(19 414.58926),(20 419.67236),(21 423.38953),(22 431.01913),(23 429.7774),(24 435.6113),(25 441.4668),(26 450.0771),(27 455.4735),(28 457.6735),(29 458.41663),(30 463.31778),(31 468.3797),(32 466.386),(33 469.30167),(34 470.67133),(35 470.93146),(36 469.91263),(37 464.6368),(38 464.0288),(39 462.68985),(40 462.851),(41 461.07678),(42 459.70438),(43 456.92456),(44 454.72867),(45 454.1063),(46 454.38174),(47 449.07202),(48 447.75433),(49 447.03305),(50 444.7229),(51 444.83926),(52 441.28003),(53 441.56335),(54 436.61282),(55 434.89514),(56 433.32043),(57 431.71255),(58 431.33246),(59 430.68964),(60 429.3533),(61 430.96945),(62 433.24713),(63 437.03827),(64 437.76776),(65 435.67764),(66 432.26627),(67 434.06342),(68 438.76428),(69 441.75955),(70 441.82385),(71 439.93317),(72 442.8318),(73 456.0562),(74 460.2877),(75 465.00735),(76 474.24078),(77 484.42303),(78 496.20526),(79 502.2207),
(1 188.46947),(2 235.42549),(3 265.66992),(4 283.55927),(5 301.93146),(6 312.5822),(7 318.6516),(8 324.48575),(9 330.43253),(10 338.1464),(11 341.06998),(12 348.35422),(13 358.8272),(14 367.48035),(15 374.73087),(16 378.13962),(17 385.99582),(18 391.10724),(19 392.40182),(20 397.09097),(21 398.2086),(22 406.3498),(23 410.56125),(24 410.93448),(25 415.98358),(26 419.40387),(27 423.71497),(28 425.35773),(29 429.58676),(30 435.30844),(31 439.21588),(32 435.8187),(33 437.29776),(34 437.0578),(35 436.6062),(36 437.10446),(37 432.4732),(38 430.19876),(39 429.1307),(40 429.1987),(41 425.4171),(42 424.42447),(43 424.1264),(44 423.65936),(45 419.5626),(46 422.4337),(47 417.13562),(48 417.9463),(49 415.71503),(50 417.119),(51 419.30997),(52 416.4272),(53 419.30115),(54 421.50616),(55 421.10605),(56 419.48532),(57 415.48007),(58 415.21948),(59 415.8032),(60 412.78888),(61 412.98947),(62 417.3988),(63 417.01318),(64 417.40497),(65 415.58694),(66 412.05502),(67 414.4619),(68 415.26303),(69 417.5674),(70 417.49634),(71 417.9501),(72 420.0869),(73 436.9643),(74 439.00705),(75 444.6492),(76 455.08304),(77 463.60614),(78 469.23257),(79 474.22134),
(1 187.61385),(2 232.51463),(3 263.96414),(4 284.0778),(5 302.13892),(6 315.1044),(7 322.55014),(8 328.1681),(9 334.81757),(10 344.01212),(11 347.6427),(12 355.4824),(13 367.3253),(14 375.0097),(15 381.0389),(16 386.0835),(17 393.05157),(18 394.40588),(19 396.4804),(20 401.81055),(21 402.69394),(22 408.73557),(23 414.17007),(24 413.24588),(25 417.65973),(26 424.5352),(27 430.10046),(28 433.86176),(29 437.79077),(30 433.87045),(31 434.49228),(32 433.19528),(33 431.62778),(34 437.8437),(35 435.31265),(36 439.55942),(37 438.4341),(38 438.76),(39 439.0078),(40 441.48373),(41 435.8976),(42 432.45905),(43 433.3874),(44 427.10956),(45 425.09128),(46 424.93265),(47 425.04224),(48 419.42267),(49 422.71802),(50 419.15823),(51 419.8615),(52 417.0086),(53 417.73926),(54 417.0584),(55 417.44235),(56 415.5703),(57 411.44916),(58 416.83072),(59 415.0138),(60 414.18307),(61 416.165),(62 417.40436),(63 416.80026),(64 416.8956),(65 416.4251),(66 415.14655),(67 415.87402),(68 415.50082),(69 419.47824),(70 414.5304),(71 413.72867),(72 419.0378),(73 432.7367),(74 437.0509),(75 442.62537),(76 450.6132),(77 457.70453),(78 465.23132),(79 475.25696),
(1 183.99358),(2 231.98993),(3 261.49823),(4 281.09604),(5 296.78482),(6 308.5388),(7 316.5295),(8 320.76102),(9 326.23947),(10 332.4835),(11 343.4335),(12 349.85278),(13 357.82748),(14 364.83023),(15 374.24362),(16 379.72656),(17 386.91666),(18 393.44922),(19 392.7147),(20 395.34372),(21 400.8442),(22 404.20935),(23 407.26532),(24 412.55078),(25 416.506),(26 418.01685),(27 422.5688),(28 426.36206),(29 427.47888),(30 429.09253),(31 433.41623),(32 433.26132),(33 436.7735),(34 437.71445),(35 434.8591),(36 435.09235),(37 432.58148),(38 437.66135),(39 431.15988),(40 430.78363),(41 428.01813),(42 426.50272),(43 424.48276),(44 422.46317),(45 420.25232),(46 421.1879),(47 417.2029),(48 417.7094),(49 413.2484),(50 413.6577),(51 408.7483),(52 406.80524),(53 407.1236),(54 404.9012),(55 404.64902),(56 405.269),(57 398.73523),(58 399.98865),(59 401.0093),(60 400.63483),(61 401.5575),(62 403.994),(63 408.45135),(64 402.78012),(65 407.0873),(66 404.65512),(67 402.13538),(68 399.80475),(69 399.27063),(70 397.65033),(71 399.24982),(72 403.1232),(73 418.83725),(74 420.06143),(75 427.0266),(76 434.77625),(77 439.01193),(78 454.7843),(79 463.03683),
(1 184.14853),(2 229.33058),(3 259.82697),(4 284.33066),(5 301.30344),(6 312.8701),(7 323.76062),(8 330.67926),(9 335.64133),(10 338.3116),(11 348.56155),(12 355.9962),(13 369.38196),(14 374.01053),(15 380.70532),(16 383.6665),(17 390.56454),(18 395.64386),(19 395.80225),(20 399.39706),(21 403.26373),(22 409.19974),(23 416.1228),(24 419.27563),(25 420.85913),(26 427.23224),(27 427.16983),(28 432.16418),(29 432.31973),(30 437.21802),(31 439.1381),(32 442.10605),(33 441.83084),(34 443.41815),(35 447.25),(36 450.76816),(37 448.24158),(38 447.81668),(39 449.34424),(40 443.83533),(41 439.2124),(42 438.5843),(43 437.10876),(44 431.65482),(45 429.2637),(46 426.65735),(47 421.1047),(48 415.20938),(49 412.87753),(50 413.38348),(51 410.60812),(52 409.89362),(53 405.53864),(54 405.83),(55 406.40244),(56 408.2056),(57 404.29077),(58 403.99167),(59 405.33725),(60 403.07822),(61 404.4306),(62 408.4401),(63 411.85385),(64 412.47556),(65 413.78574),(66 416.44193),(67 413.97034),(68 415.09314),(69 414.47656),(70 412.5917),(71 417.3182),(72 419.1178),(73 431.52435),(74 434.69934),(75 435.60257),(76 446.5617),(77 458.32773),(78 473.34595),(79 477.5442),
(1 182.56355),(2 225.1871),(3 255.52345),(4 277.70898),(5 293.93777),(6 306.2323),(7 313.21194),(8 320.36557),(9 328.1398),(10 333.17874),(11 337.95697),(12 346.85312),(13 357.34952),(14 365.8929),(15 371.0974),(16 375.00458),(17 382.4573),(18 386.29807),(19 387.70523),(20 392.9895),(21 398.6327),(22 406.4934),(23 414.8306),(24 418.14807),(25 423.38452),(26 431.02487),(27 432.60382),(28 435.25378),(29 431.1909),(30 435.40656),(31 435.25613),(32 438.75662),(33 440.6874),(34 441.13162),(35 440.97098),(36 444.3907),(37 442.74796),(38 447.38812),(39 445.10074),(40 449.59042),(41 441.3562),(42 438.55508),(43 435.18744),(44 432.57816),(45 427.32385),(46 431.31),(47 427.3433),(48 418.5817),(49 415.8539),(50 414.21475),(51 413.75854),(52 413.04538),(53 412.92035),(54 412.26407),(55 409.71912),(56 412.57532),(57 409.60385),(58 413.95547),(59 413.93567),(60 416.67432),(61 413.67776),(62 420.09564),(63 420.98145),(64 417.08154),(65 413.67654),(66 416.66544),(67 414.12463),(68 417.20078),(69 415.02966),(70 416.07126),(71 417.0705),(72 413.37878),(73 424.16995),(74 430.92734),(75 436.6411),(76 442.35428),(77 446.18436),(78 453.79172),(79 456.6187),
(1 177.17609),(2 222.0638),(3 253.19232),(4 270.1907),(5 284.6391),(6 297.15826),(7 303.34048),(8 312.04794),(9 319.2786),(10 326.85498),(11 331.76624),(12 340.18307),(13 350.79657),(14 354.54572),(15 361.97668),(16 365.6717),(17 370.23657),(18 372.79364),(19 375.18094),(20 379.42023),(21 387.676),(22 393.57483),(23 398.72778),(24 405.12405),(25 407.7457),(26 411.97308),(27 413.36783),(28 415.81436),(29 414.98898),(30 420.90518),(31 423.06473),(32 422.05563),(33 426.12085),(34 427.21188),(35 426.38544),(36 426.08414),(37 424.52414),(38 426.2187),(39 423.88995),(40 419.43817),(41 420.4876),(42 417.96533),(43 413.8186),(44 414.56766),(45 411.37772),(46 415.0708),(47 413.2556),(48 410.0288),(49 410.60834),(50 410.77103),(51 411.96216),(52 410.6867),(53 409.394),(54 408.99484),(55 404.76224),(56 407.24667),(57 407.1407),(58 412.30432),(59 407.8647),(60 407.71347),(61 405.20816),(62 408.07175),(63 407.01697),(64 411.20334),(65 406.4965),(66 409.53336),(67 410.5588),(68 411.47635),(69 408.19238),(70 408.23367),(71 411.00696),(72 412.13077),(73 424.61758),(74 430.64105),(75 434.68555),(76 444.46906),(77 452.34),(78 463.16296),(79 467.76254),
(1 176.5391),(2 221.94473),(3 252.44193),(4 271.2113),(5 284.53363),(6 293.60406),(7 299.7201),(8 306.43082),(9 311.38947),(10 320.97794),(11 325.71866),(12 335.56625),(13 344.51508),(14 351.7377),(15 359.17175),(16 362.76877),(17 369.16428),(18 372.2804),(19 374.87082),(20 378.35712),(21 379.59067),(22 384.31155),(23 388.731),(24 389.45374),(25 394.7618),(26 401.7713),(27 402.73752),(28 403.52765),(29 405.66888),(30 409.6034),(31 411.87775),(32 414.24335),(33 419.42892),(34 419.5231),(35 419.9928),(36 420.57358),(37 421.27826),(38 420.7152),(39 418.5285),(40 419.66852),(41 419.00613),(42 417.732),(43 416.52084),(44 415.40024),(45 411.16553),(46 411.3876),(47 405.8513),(48 406.38358),(49 404.88092),(50 406.57233),(51 403.29346),(52 407.94717),(53 407.1935),(54 407.44675),(55 404.8045),(56 405.94995),(57 403.6045),(58 402.6326),(59 395.48987),(60 395.40146),(61 400.4251),(62 397.31885),(63 398.90588),(64 399.27094),(65 399.80957),(66 401.32233),(67 404.77515),(68 403.81473),(69 401.3711),(70 395.7152),(71 394.50833),(72 398.76608),(73 411.62045),(74 417.0887),(75 424.62186),(76 424.91565),(77 435.6107),(78 444.34055),(79 450.85052),
(1 170.5659),(2 215.1936),(3 244.27141),(4 258.83215),(5 270.56073),(6 281.91797),(7 291.17862),(8 296.67462),(9 303.34195),(10 309.8553),(11 315.00323),(12 322.85037),(13 334.8223),(14 332.98834),(15 340.17593),(16 340.64594),(17 349.19086),(18 355.9327),(19 360.39175),(20 360.48248),(21 361.31757),(22 366.93558),(23 373.27484),(24 377.7447),(25 378.1706),(26 378.311),(27 382.07263),(28 385.9789),(29 387.09326),(30 388.34094),(31 394.76666),(32 396.24725),(33 399.47888),(34 400.12918),(35 399.53473),(36 401.0826),(37 399.2952),(38 399.32404),(39 398.20392),(40 398.4958),(41 398.95532),(42 398.25464),(43 396.8519),(44 393.69824),(45 385.78073),(46 383.90384),(47 379.02905),(48 376.67697),(49 374.06085),(50 375.25723),(51 378.55603),(52 379.0605),(53 380.00577),(54 382.1619),(55 380.6913),(56 378.22107),(57 375.4429),(58 375.51205),(59 372.0856),(60 369.6764),(61 371.21304),(62 369.79495),(63 371.04605),(64 373.4882),(65 371.24878),(66 374.98117),(67 373.23135),(68 373.69296),(69 372.75876),(70 373.06226),(71 372.00516),(72 372.14328),(73 385.9668),(74 388.47766),(75 396.7232),(76 400.12674),(77 406.7933),(78 417.5918),(79 422.72244),
(1 172.34563),(2 217.61026),(3 248.44554),(4 264.7229),(5 276.12466),(6 287.60007),(7 298.09814),(8 305.6032),(9 307.81445),(10 314.72986),(11 322.75586),(12 328.70886),(13 338.78088),(14 339.92297),(15 343.71533),(16 345.11),(17 350.7833),(18 356.49417),(19 361.66125),(20 361.80978),(21 365.29877),(22 366.7116),(23 370.20157),(24 372.8932),(25 375.8066),(26 377.82523),(27 381.50723),(28 383.95514),(29 383.76367),(30 388.7058),(31 394.26263),(32 390.9705),(33 391.93036),(34 390.68594),(35 393.24313),(36 394.8935),(37 391.40747),(38 391.02936),(39 387.36508),(40 390.34763),(41 392.68427),(42 392.73737),(43 395.13806),(44 388.19122),(45 386.73654),(46 387.3423),(47 383.12875),(48 379.61456),(49 378.34543),(50 380.23853),(51 381.12558),(52 381.02783),(53 381.89435),(54 384.81006),(55 381.73383),(56 380.55432),(57 377.4561),(58 381.491),(59 376.7032),(60 377.57767),(61 377.54886),(62 376.53815),(63 381.08102),(64 381.18665),(65 384.98138),(66 385.5354),(67 384.0741),(68 383.38007),(69 380.8251),(70 383.44635),(71 380.5323),(72 387.22736),(73 396.28635),(74 401.9576),(75 408.66977),(76 413.64584),(77 418.83722),(78 429.61395),(79 435.47638),
(1 171.28455),(2 215.31776),(3 245.42561),(4 260.7478),(5 271.42102),(6 283.0557),(7 291.62323),(8 298.81613),(9 304.73187),(10 311.49124),(11 316.4392),(12 322.72855),(13 333.9496),(14 337.3951),(15 344.53592),(16 346.14667),(17 350.68015),(18 356.79428),(19 362.88388),(20 360.47522),(21 364.8186),(22 366.71732),(23 367.83417),(24 369.0873),(25 372.87976),(26 377.708),(27 385.668),(28 387.71298),(29 387.99332),(30 393.15683),(31 393.02094),(32 394.42545),(33 394.6876),(34 398.08295),(35 393.7559),(36 395.5294),(37 394.11154),(38 388.58737),(39 391.74942),(40 393.7213),(41 394.85754),(42 393.62012),(43 394.5423),(44 388.3905),(45 386.11783),(46 386.19302),(47 384.23178),(48 382.69412),(49 379.27155),(50 376.8289),(51 377.0423),(52 375.39133),(53 376.4142),(54 374.93256),(55 372.52893),(56 372.07272),(57 373.6908),(58 375.0319),(59 374.70966),(60 374.28653),(61 376.97668),(62 378.80496),(63 382.9684),(64 384.76407),(65 383.77402),(66 384.43985),(67 382.26328),(68 382.77426),(69 382.7002),(70 383.71207),(71 384.30234),(72 387.10413),(73 395.01404),(74 395.77478),(75 405.79092),(76 412.5115),(77 418.20816),(78 421.85806),(79 427.6617),
(1 165.33028),(2 206.29718),(3 236.45688),(4 254.89526),(5 267.08182),(6 278.52872),(7 286.62433),(8 294.5955),(9 303.29465),(10 303.44153),(11 313.0577),(12 319.9137),(13 331.09384),(14 334.35458),(15 339.5784),(16 340.87384),(17 343.18155),(18 348.45657),(19 353.28473),(20 352.0821),(21 356.11633),(22 362.17303),(23 364.1268),(24 363.72034),(25 367.36554),(26 368.3224),(27 374.37088),(28 376.10645),(29 376.1143),(30 377.7062),(31 380.95016),(32 381.01166),(33 382.91412),(34 381.4592),(35 382.47583),(36 381.52582),(37 381.55362),(38 381.57535),(39 382.42007),(40 384.52194),(41 382.02676),(42 376.64847),(43 380.5586),(44 378.63785),(45 379.5759),(46 376.353),(47 374.13077),(48 373.83136),(49 371.02426),(50 371.2201),(51 370.81815),(52 369.784),(53 369.4577),(54 368.21045),(55 371.7986),(56 372.221),(57 368.80844),(58 374.9445),(59 373.14676),(60 373.94955),(61 374.84592),(62 378.27704),(63 380.82657),(64 381.59827),(65 384.63812),(66 380.48303),(67 380.4385),(68 375.64487),(69 376.84613),(70 380.24255),(71 382.71188),(72 385.8219),(73 400.3934),(74 404.2701),(75 412.55762),(76 417.34888),(77 420.4053),(78 425.6472),(79 430.67545),
(1 163.95053),(2 205.22423),(3 234.32712),(4 252.87485),(5 267.02042),(6 274.79132),(7 281.81406),(8 286.2874),(9 292.04596),(10 297.07645),(11 303.81924),(12 313.17044),(13 322.91772),(14 331.3054),(15 337.13736),(16 339.61096),(17 341.824),(18 342.5775),(19 346.51025),(20 344.75198),(21 353.2533),(22 357.52234),(23 359.72458),(24 362.3615),(25 359.96188),(26 363.32123),(27 368.92154),(28 370.35733),(29 374.54858),(30 378.39758),(31 378.72748),(32 381.2542),(33 381.91074),(34 386.5203),(35 384.5533),(36 387.0296),(37 387.0007),(38 391.3723),(39 389.00778),(40 389.1179),(41 388.74628),(42 386.17633),(43 382.7544),(44 380.77826),(45 377.92154),(46 378.73944),(47 375.2853),(48 374.6448),(49 371.14154),(50 368.44373),(51 366.50287),(52 366.7594),(53 367.2762),(54 367.88388),(55 370.74423),(56 368.52158),(57 368.22562),(58 372.97076),(59 370.5503),(60 370.19077),(61 371.43173),(62 372.19214),(63 373.24512),(64 374.95087),(65 374.5125),(66 373.70837),(67 374.54358),(68 373.14972),(69 374.3336),(70 376.675),(71 373.75534),(72 381.31458),(73 393.1019),(74 396.56952),(75 403.79553),(76 408.50037),(77 410.8399),(78 417.2591),(79 421.5028),
(1 159.40607),(2 198.96742),(3 229.2268),(4 248.01584),(5 260.8268),(6 271.91083),(7 281.23032),(8 289.74796),(9 295.74146),(10 300.13904),(11 300.99118),(12 309.20966),(13 319.8517),(14 324.63104),(15 332.07675),(16 335.70563),(17 338.97037),(18 345.0796),(19 348.32944),(20 350.4078),(21 354.63187),(22 357.8051),(23 360.86377),(24 361.21005),(25 365.94244),(26 367.8804),(27 372.05203),(28 373.1758),(29 373.64456),(30 375.89597),(31 377.2103),(32 375.9755),(33 377.87946),(34 381.214),(35 381.65616),(36 382.23386),(37 381.8418),(38 384.08545),(39 384.88916),(40 385.86005),(41 384.32782),(42 384.82693),(43 384.18372),(44 383.11276),(45 381.96967),(46 382.17645),(47 378.16858),(48 377.29666),(49 380.91486),(50 382.43234),(51 382.29306),(52 378.87662),(53 381.32242),(54 378.6439),(55 380.8595),(56 379.86893),(57 380.09232),(58 382.33426),(59 380.34384),(60 379.51932),(61 377.0347),(62 379.03235),(63 377.96426),(64 377.1946),(65 376.22125),(66 376.62527),(67 377.1522),(68 372.81467),(69 371.24762),(70 367.05533),(71 365.11038),(72 373.1175),(73 384.5871),(74 385.11075),(75 391.7547),(76 395.7823),(77 403.0869),(78 409.3879),(79 412.4257),
(1 160.67792),(2 201.38797),(3 229.18364),(4 247.10413),(5 261.63824),(6 271.17365),(7 278.92578),(8 289.38577),(9 293.145),(10 299.36996),(11 302.36884),(12 307.9007),(13 320.80402),(14 323.70053),(15 332.89194),(16 335.78497),(17 340.86877),(18 344.92273),(19 346.58008),(20 349.2929),(21 351.7863),(22 355.19427),(23 359.98975),(24 364.1236),(25 367.0285),(26 369.37506),(27 374.24713),(28 376.06866),(29 377.46527),(30 381.31146),(31 377.50134),(32 376.96185),(33 378.15875),(34 383.46942),(35 383.90216),(36 385.13),(37 382.90958),(38 383.907),(39 381.3475),(40 379.2396),(41 377.15866),(42 379.32452),(43 379.14404),(44 377.9774),(45 372.79785),(46 371.5956),(47 371.38214),(48 372.10413),(49 367.7223),(50 367.98984),(51 366.1078),(52 364.94525),(53 365.2989),(54 363.6201),(55 363.7227),(56 364.5072),(57 362.85944),(58 368.72797),(59 362.15854),(60 361.64914),(61 362.06744),(62 359.11273),(63 363.46677),(64 361.84088),(65 361.4495),(66 363.01266),(67 361.77264),(68 360.88187),(69 358.50446),(70 356.60446),(71 352.51593),(72 358.6116),(73 369.35544),(74 371.9777),(75 378.49594),(76 381.8917),(77 388.89923),(78 396.82733),(79 401.14664),
