1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33213.855),(2 75025.195),(3 120688.65),(4 210985.48),(5 305865.03),(6 395674.16),(7 529634.56),(8 673339.56),(9 808799.8),(10 979345.25),(11 1171606.6),(12 1339897.1),(13 1555535),(14 1779933.4),(15 1992041),(16 2225300.8),(17 2447550.3),(18 2629193.8),(19 2851365.3),(20 3061385.3),(21 3249289.3),(22 3479017),(23 3699746),(24 3870466.8),(25 4084592),(26 4271699),(27 4418308.5),(28 4615710),(29 4799177.5),(30 4935028.5),(31 5131132.5),(32 5287699.5),(33 5378388),(34 5507606),(35 5588674.5),(36 5608184),(37 5691800.5),(38 5729198),(39 5730804.5),(40 5777866),(41 5822493.5),(42 5803580),(43 5852676.5),(44 5856010.5),(45 5802332),(46 5817226.5),(47 5820552),(48 5776762.5),(49 5780932.5),(50 5743122.5),(51 5620889.5),(52 5570408),(53 5472834),(54 5318352.5),(55 5250413.5),(56 5164933.5),(57 5052503.5),(58 5030681),(59 4985744.5),(60 4876068),(61 4873158.5),(62 4829730.5),(63 4728872.5),(64 4726144),(65 4714505.5),(66 4633410),(67 4653644),(68 4647045.5),(69 4577639),(70 4593797.5),(71 4631774.5),(72 4605411.5),(73 4688881.5),(74 4762992.5),(75 4761488.5),(76 4863943.5),(77 4998761),(78 5040526.5),(79 5218821.5),
(1 55.451664),(2 65.174545),(3 70.408325),(4 74.24419),(5 75.969574),(6 79.33236),(7 82.10791),(8 83.57647),(9 84.612976),(10 85.30999),(11 86.4559),(12 86.82416),(13 89.71469),(14 89.23785),(15 90.363556),(16 91.97318),(17 92.870674),(18 93.065186),(19 93.44809),(20 93.260506),(21 94.08978),(22 94.43172),(23 94.95305),(24 94.38021),(25 95.2628),(26 96.213165),(27 96.347565),(28 95.57121),(29 95.93041),(30 95.901596),(31 96.31472),(32 95.577736),(33 95.81897),(34 95.71823),(35 96.14978),(36 96.12706),(37 96.430214),(38 95.51967),(39 96.93351),(40 97.19993),(41 96.53772),(42 96.08105),(43 96.90922),(44 95.57817),(45 96.01072),(46 96.11067),(47 96.49528),(48 95.77733),(49 96.90892),(50 97.05961),(51 96.54795),(52 96.49503),(53 96.42465),(54 96.38107),(55 97.14062),(56 96.97516),(57 95.5718),(58 95.575),(59 95.03797),(60 94.28674),(61 93.257645),(62 93.76023),(63 94.05288),(64 94.2388),(65 93.59465),(66 94.33974),(67 94.52676),(68 93.68669),(69 92.874886),(70 92.57193),(71 94.07937),(72 93.691246),(73 92.50729),(74 93.99319),(75 93.804825),(76 93.25313),(77 94.68151),(78 94.79981),(79 94.25442),
(1 54.479847),(2 63.09877),(3 69.2594),(4 72.18807),(5 74.178474),(6 76.31268),(7 78.50366),(8 79.734),(9 81.787704),(10 83.44072),(11 83.95718),(12 85.23265),(13 87.29399),(14 87.06687),(15 88.45375),(16 89.24751),(17 90.56424),(18 91.93762),(19 91.91783),(20 92.50726),(21 91.52258),(22 93.162224),(23 93.00818),(24 92.13847),(25 92.829605),(26 93.24923),(27 93.23071),(28 93.651985),(29 93.4109),(30 94.59308),(31 93.98909),(32 93.90498),(33 93.240845),(34 93.45885),(35 93.61304),(36 93.98452),(37 94.39445),(38 94.648285),(39 94.83083),(40 95.04508),(41 94.08872),(42 93.43948),(43 95.362045),(44 94.99388),(45 95.7971),(46 95.12981),(47 94.78103),(48 94.840645),(49 94.91592),(50 94.05479),(51 94.87101),(52 95.12039),(53 95.01196),(54 95.05992),(55 94.674164),(56 94.73376),(57 94.31753),(58 94.05872),(59 93.32719),(60 92.70682),(61 91.51429),(62 92.10614),(63 91.94118),(64 91.818184),(65 92.05853),(66 91.38991),(67 91.47193),(68 90.93001),(69 91.58556),(70 92.49991),(71 91.92089),(72 93.294205),(73 93.36317),(74 94.382225),(75 95.00453),(76 95.17381),(77 95.6571),(78 95.32309),(79 95.48631),
(1 54.004005),(2 63.474064),(3 68.75124),(4 72.160194),(5 74.28117),(6 75.9974),(7 79.384125),(8 79.69301),(9 82.128174),(10 83.04375),(11 84.72884),(12 85.88693),(13 87.18729),(14 87.783424),(15 89.26033),(16 88.30006),(17 89.35892),(18 90.04775),(19 90.64465),(20 90.48788),(21 90.04427),(22 90.14829),(23 90.32846),(24 89.87615),(25 90.8887),(26 91.32359),(27 90.33671),(28 90.48171),(29 90.38103),(30 91.69668),(31 91.65611),(32 91.23675),(33 91.33774),(34 90.055824),(35 91.62391),(36 89.75432),(37 90.91623),(38 90.99644),(39 91.02987),(40 91.1318),(41 90.29845),(42 90.51601),(43 92.073814),(44 92.295815),(45 92.8027),(46 91.91057),(47 91.57715),(48 92.01771),(49 92.08816),(50 92.27149),(51 93.407394),(52 92.567696),(53 93.45984),(54 92.39565),(55 92.18747),(56 93.00315),(57 92.630745),(58 93.29335),(59 92.72273),(60 91.73038),(61 91.02347),(62 91.50106),(63 92.30501),(64 92.037994),(65 93.459045),(66 94.20058),(67 93.26761),(68 93.67265),(69 93.54353),(70 94.02955),(71 94.2319),(72 94.28498),(73 94.150475),(74 94.24985),(75 95.43721),(76 95.27855),(77 95.29144),(78 95.42884),(79 95.42672),
(1 54.323997),(2 63.65366),(3 68.18853),(4 71.14517),(5 74.354485),(6 75.48718),(7 78.568405),(8 80.70568),(9 82.98346),(10 83.57017),(11 84.83829),(12 85.83208),(13 88.134476),(14 89.09391),(15 89.38297),(16 90.55793),(17 91.81065),(18 93.43056),(19 93.96169),(20 93.53878),(21 93.66234),(22 93.9799),(23 94.59132),(24 94.414925),(25 95.055305),(26 95.00141),(27 94.653625),(28 95.34265),(29 95.79213),(30 96.70789),(31 96.04621),(32 95.64534),(33 95.25548),(34 94.767624),(35 96.19578),(36 94.738945),(37 95.50475),(38 95.453316),(39 95.44372),(40 96.55881),(41 96.53117),(42 96.43986),(43 97.96089),(44 97.60354),(45 98.641426),(46 97.445595),(47 97.42906),(48 96.65691),(49 96.11857),(50 97.15816),(51 97.79195),(52 98.07252),(53 98.9386),(54 97.75431),(55 97.39328),(56 97.46458),(57 96.41943),(58 96.384125),(59 95.80151),(60 94.94091),(61 94.013306),(62 94.64479),(63 94.50621),(64 94.23103),(65 94.63768),(66 94.90541),(67 93.88811),(68 93.694695),(69 93.41796),(70 92.897194),(71 92.68066),(72 93.69747),(73 93.13791),(74 92.741295),(75 93.679665),(76 93.129684),(77 93.33159),(78 93.85507),(79 93.562744),
(1 52.438725),(2 61.301144),(3 65.766525),(4 69.28242),(5 71.73945),(6 72.73876),(7 75.881485),(8 77.95078),(9 78.5721),(10 80.18772),(11 80.95225),(12 81.332184),(13 83.012085),(14 84.13341),(15 84.02885),(16 84.99379),(17 85.095116),(18 85.77177),(19 87.05265),(20 87.55617),(21 87.053696),(22 88.134445),(23 88.54906),(24 88.87186),(25 89.59482),(26 89.54749),(27 89.095795),(28 90.05277),(29 89.53129),(30 90.47122),(31 89.927185),(32 90.25179),(33 89.48506),(34 89.936226),(35 89.92543),(36 88.992676),(37 89.952835),(38 89.76366),(39 90.18201),(40 90.6858),(41 90.92987),(42 91.15096),(43 91.65758),(44 90.95283),(45 90.643875),(46 90.09234),(47 90.07234),(48 89.369446),(49 89.50457),(50 89.30332),(51 89.92899),(52 89.56552),(53 89.44862),(54 89.01588),(55 87.84884),(56 88.1986),(57 87.719345),(58 89.1566),(59 88.71904),(60 89.0444),(61 87.71393),(62 87.04879),(63 88.27616),(64 88.128876),(65 87.9273),(66 89.16339),(67 88.37897),(68 87.839355),(69 89.00486),(70 89.41736),(71 89.52408),(72 90.189026),(73 90.079475),(74 90.590515),(75 90.76552),(76 90.226006),(77 90.04045),(78 90.75056),(79 90.53859),
(1 54.224823),(2 62.983997),(3 66.64091),(4 70.80812),(5 73.19033),(6 75.55826),(7 78.707),(8 79.39461),(9 79.892265),(10 81.013275),(11 81.76453),(12 83.334595),(13 84.18888),(14 84.97448),(15 85.50891),(16 86.56782),(17 87.5424),(18 87.91961),(19 88.52802),(20 88.78831),(21 89.14333),(22 90.24945),(23 90.00792),(24 89.70569),(25 90.18633),(26 89.86447),(27 90.577194),(28 91.3543),(29 91.176956),(30 90.60546),(31 90.85142),(32 90.03068),(33 90.165276),(34 88.9152),(35 88.23689),(36 87.85547),(37 88.10682),(38 88.14333),(39 87.91154),(40 87.122894),(41 88.748085),(42 88.1282),(43 89.98478),(44 89.062775),(45 89.24203),(46 89.07353),(47 88.98478),(48 88.311325),(49 88.22103),(50 88.769646),(51 88.92426),(52 88.77897),(53 89.630066),(54 88.85374),(55 88.88801),(56 88.9993),(57 88.17679),(58 88.074524),(59 87.88992),(60 88.296234),(61 88.83729),(62 89.783455),(63 90.47282),(64 90.2671),(65 89.73897),(66 90.21571),(67 89.42065),(68 88.8535),(69 88.80455),(70 89.26415),(71 88.50483),(72 89.46974),(73 89.981384),(74 88.65117),(75 89.76257),(76 89.10357),(77 89.6261),(78 89.7977),(79 89.83755),
(1 52.437458),(2 60.711876),(3 66.023254),(4 69.50608),(5 71.04288),(6 73.51428),(7 76.42683),(8 77.66048),(9 78.59735),(10 79.6343),(11 80.19124),(12 81.86417),(13 83.00251),(14 83.13906),(15 84.18396),(16 86.10872),(17 85.79563),(18 86.11366),(19 87.40006),(20 87.648506),(21 87.24881),(22 88.0106),(23 87.88208),(24 87.614944),(25 88.90033),(26 89.64439),(27 89.2171),(28 90.10646),(29 89.15164),(30 89.143105),(31 89.915886),(32 89.52143),(33 89.35103),(34 89.84382),(35 89.625336),(36 88.93054),(37 89.37991),(38 90.2029),(39 90.02389),(40 90.31804),(41 90.88496),(42 91.69351),(43 93.11251),(44 93.25423),(45 93.04333),(46 92.097824),(47 91.82664),(48 91.5287),(49 91.23038),(50 91.24418),(51 92.187454),(52 92.385475),(53 92.36863),(54 91.98962),(55 90.67186),(56 91.07058),(57 90.958115),(58 91.272255),(59 90.22987),(60 90.25915),(61 88.99918),(62 88.51167),(63 88.746086),(64 88.77772),(65 88.156906),(66 87.814125),(67 87.87405),(68 87.46102),(69 86.42317),(70 87.42843),(71 86.39733),(72 87.15226),(73 87.86297),(74 87.83974),(75 88.24846),(76 88.816284),(77 88.39547),(78 89.80173),(79 89.63467),
(1 52.70188),(2 61.12601),(3 66.630554),(4 70.04354),(5 71.72773),(6 73.622025),(7 76.86606),(8 78.569275),(9 79.065254),(10 80.77851),(11 82.24282),(12 83.90125),(13 84.66247),(14 85.81918),(15 85.93532),(16 86.67953),(17 88.08227),(18 88.48389),(19 88.37335),(20 88.47731),(21 88.14042),(22 87.63275),(23 88.89753),(24 87.71934),(25 89.32394),(26 89.41692),(27 89.19963),(28 91.02493),(29 91.345024),(30 91.53865),(31 91.39789),(32 91.84197),(33 92.69795),(34 92.0818),(35 91.89754),(36 93.00646),(37 91.7862),(38 92.85101),(39 92.004555),(40 92.904335),(41 93.64619),(42 94.13922),(43 94.824036),(44 94.97391),(45 94.33776),(46 94.158264),(47 94.096855),(48 92.84173),(49 92.58196),(50 92.92532),(51 93.66337),(52 94.24167),(53 94.94596),(54 93.49566),(55 93.43861),(56 93.75303),(57 93.46005),(58 93.54671),(59 93.105995),(60 92.49372),(61 91.46858),(62 90.692314),(63 91.25262),(64 90.931946),(65 91.08994),(66 91.060616),(67 90.84452),(68 90.44764),(69 90.341415),(70 90.38069),(71 90.47728),(72 90.468575),(73 90.1913),(74 91.288734),(75 91.66279),(76 90.86599),(77 91.60217),(78 91.62677),(79 92.30556),
(1 51.292995),(2 59.387627),(3 64.4102),(4 67.627426),(5 70.35315),(6 72.12245),(7 74.9791),(8 76.68102),(9 77.90675),(10 78.65694),(11 79.853294),(12 80.705185),(13 82.08902),(14 83.173874),(15 83.46747),(16 84.99353),(17 85.61392),(18 86.274796),(19 85.89796),(20 86.601),(21 86.84196),(22 86.7759),(23 87.21061),(24 87.50874),(25 88.70307),(26 89.52282),(27 88.7587),(28 89.163475),(29 89.437164),(30 88.073494),(31 88.169495),(32 88.05093),(33 88.40137),(34 88.855064),(35 88.49434),(36 88.14921),(37 88.07274),(38 88.92615),(39 88.89639),(40 87.830765),(41 88.69112),(42 89.407036),(43 89.97954),(44 89.44673),(45 89.117805),(46 89.78449),(47 90.51433),(48 90.23197),(49 89.04212),(50 89.44362),(51 89.8554),(52 89.78883),(53 89.98589),(54 89.05259),(55 88.28186),(56 88.58541),(57 88.48985),(58 88.665184),(59 88.70809),(60 88.45607),(61 88.21664),(62 88.29417),(63 88.24728),(64 89.04484),(65 89.33064),(66 89.23086),(67 89.00685),(68 88.981804),(69 88.53461),(70 88.37458),(71 88.295975),(72 88.16106),(73 87.166626),(74 87.3884),(75 88.91695),(76 88.47587),(77 89.35698),(78 89.26768),(79 88.104706),
(1 51.01692),(2 59.457787),(3 64.63751),(4 67.74965),(5 69.06664),(6 70.82127),(7 73.54283),(8 75.429405),(9 76.69532),(10 76.536316),(11 78.728386),(12 80.79733),(13 81.08852),(14 81.635956),(15 82.208),(16 82.09524),(17 83.21988),(18 83.305695),(19 82.95016),(20 84.166855),(21 84.097885),(22 84.40031),(23 84.57407),(24 85.125916),(25 85.96991),(26 86.60815),(27 87.21407),(28 87.9071),(29 87.91483),(30 86.33528),(31 86.12971),(32 85.74109),(33 86.145935),(34 86.017586),(35 86.16023),(36 87.11388),(37 85.950905),(38 86.58596),(39 87.44049),(40 86.42002),(41 86.7308),(42 87.329834),(43 87.67973),(44 87.73169),(45 87.27435),(46 87.26665),(47 86.84922),(48 86.850136),(49 85.87733),(50 86.72252),(51 87.0037),(52 86.9729),(53 86.91378),(54 86.893776),(55 87.40701),(56 87.175285),(57 86.93517),(58 88.047844),(59 88.50312),(60 86.89937),(61 86.41477),(62 86.88717),(63 86.92982),(64 87.48594),(65 87.00507),(66 86.66354),(67 86.79545),(68 86.27436),(69 86.426765),(70 85.89527),(71 85.58919),(72 86.15068),(73 85.763336),(74 85.84774),(75 86.95796),(76 86.42769),(77 85.761314),(78 86.51476),(79 85.56669),
(1 51.705597),(2 60.035618),(3 65.3105),(4 69.02496),(5 70.87045),(6 71.515396),(7 74.487175),(8 75.350784),(9 76.823906),(10 77.505295),(11 79.18969),(12 80.91316),(13 82.7575),(14 83.206215),(15 83.98447),(16 84.56733),(17 85.013985),(18 85.39041),(19 86.26993),(20 86.849106),(21 86.94792),(22 86.36954),(23 87.27665),(24 87.66871),(25 88.296936),(26 88.83317),(27 88.72046),(28 90.07021),(29 89.87345),(30 89.90764),(31 90.08696),(32 89.02594),(33 90.030914),(34 91.01552),(35 90.80479),(36 91.26352),(37 91.11471),(38 90.383064),(39 90.13354),(40 90.21723),(41 90.39523),(42 90.43465),(43 91.125854),(44 90.8395),(45 91.10469),(46 92.33284),(47 91.47066),(48 90.99977),(49 90.954285),(50 90.9463),(51 90.34648),(52 89.665115),(53 90.00838),(54 89.48677),(55 89.265045),(56 90.01262),(57 90.05251),(58 89.83355),(59 89.544945),(60 88.76521),(61 87.61433),(62 88.08338),(63 88.3749),(64 87.64239),(65 87.596146),(66 87.226814),(67 86.83952),(68 87.36242),(69 87.97368),(70 87.14989),(71 86.6707),(72 87.8568),(73 88.16664),(74 87.658455),(75 88.81296),(76 87.99349),(77 88.08136),(78 88.732315),(79 87.642456),
(1 50.093376),(2 57.99091),(3 63.3958),(4 67.14995),(5 69.370445),(6 70.651115),(7 73.265785),(8 75.2941),(9 76.23225),(10 76.199814),(11 77.64504),(12 77.80939),(13 78.72657),(14 78.885506),(15 79.78211),(16 79.95907),(17 81.29307),(18 81.54837),(19 81.27325),(20 81.7007),(21 81.7354),(22 82.17538),(23 82.815796),(24 83.44247),(25 83.76506),(26 83.645615),(27 84.41644),(28 84.343956),(29 84.1912),(30 84.17445),(31 83.48945),(32 82.89079),(33 82.88628),(34 83.73632),(35 83.55855),(36 84.04322),(37 83.55873),(38 84.22616),(39 84.97758),(40 84.68971),(41 85.110176),(42 84.80373),(43 85.13175),(44 85.32386),(45 84.99641),(46 85.22166),(47 85.38695),(48 86.27319),(49 85.63162),(50 86.532394),(51 86.30806),(52 84.941864),(53 85.16007),(54 85.20393),(55 84.520035),(56 85.347466),(57 84.99262),(58 85.26029),(59 85.65507),(60 84.80978),(61 84.2631),(62 85.28786),(63 86.15454),(64 85.99899),(65 86.5093),(66 87.931694),(67 87.135864),(68 87.59041),(69 86.5182),(70 87.29897),(71 86.477554),(72 86.43986),(73 87.346),(74 87.31752),(75 87.42265),(76 86.71316),(77 86.34453),(78 86.87699),(79 86.72701),
(1 49.208942),(2 57.717907),(3 62.721245),(4 65.88491),(5 67.847206),(6 69.95153),(7 71.84856),(8 73.72116),(9 75.03675),(10 75.22354),(11 76.73327),(12 78.0608),(13 79.5597),(14 79.96658),(15 80.83965),(16 82.533844),(17 83.52689),(18 84.41239),(19 84.48649),(20 85.02999),(21 85.39756),(22 85.81116),(23 86.17274),(24 86.8178),(25 86.2824),(26 87.11177),(27 86.6044),(28 87.98805),(29 87.81556),(30 87.54553),(31 87.513596),(32 87.63341),(33 87.76865),(34 88.21978),(35 87.58296),(36 88.549484),(37 87.17144),(38 88.64286),(39 88.06554),(40 88.59794),(41 88.94374),(42 89.10916),(43 89.22569),(44 88.82998),(45 89.05036),(46 88.60646),(47 87.767914),(48 88.01648),(49 87.64572),(50 88.374626),(51 88.62445),(52 87.83334),(53 87.90723),(54 87.869514),(55 87.242165),(56 88.03573),(57 87.18467),(58 87.72396),(59 87.12997),(60 86.85184),(61 86.23486),(62 86.35261),(63 87.39328),(64 87.20532),(65 86.79844),(66 87.07261),(67 86.09067),(68 86.220215),(69 85.49913),(70 85.270966),(71 84.922775),(72 86.05859),(73 86.14614),(74 85.75673),(75 86.65066),(76 87.21117),(77 87.45715),(78 87.74382),(79 87.066505),
(1 49.52496),(2 56.84866),(3 62.08296),(4 65.215416),(5 66.878296),(6 69.481804),(7 71.97975),(8 73.02849),(9 74.93392),(10 75.83061),(11 77.559),(12 78.64611),(13 80.21695),(14 80.05988),(15 80.40055),(16 80.59803),(17 81.82423),(18 82.1528),(19 83.132454),(20 82.9829),(21 83.32474),(22 83.62805),(23 83.588715),(24 84.35323),(25 84.938614),(26 86.3292),(27 86.488235),(28 85.91501),(29 86.33637),(30 86.45698),(31 86.4134),(32 86.34785),(33 86.46524),(34 86.945435),(35 86.65361),(36 87.38625),(37 87.13238),(38 87.752815),(39 88.21977),(40 87.913734),(41 87.92948),(42 87.78997),(43 87.77636),(44 88.25328),(45 88.76642),(46 88.24447),(47 87.60067),(48 87.43288),(49 87.02019),(50 87.36244),(51 87.69039),(52 87.26848),(53 86.74618),(54 86.36992),(55 86.168816),(56 86.75791),(57 85.97375),(58 86.65284),(59 86.57099),(60 86.25053),(61 85.762474),(62 86.39176),(63 86.362976),(64 85.50809),(65 85.48268),(66 85.55981),(67 84.825874),(68 85.13954),(69 84.53245),(70 84.84396),(71 85.05518),(72 84.96027),(73 85.892006),(74 85.1958),(75 86.243195),(76 85.557076),(77 85.2616),(78 85.93248),(79 85.20837),
(1 48.366547),(2 56.445896),(3 61.969036),(4 64.72711),(5 66.06192),(6 67.902374),(7 70.44068),(8 72.02483),(9 73.65194),(10 74.88472),(11 76.08152),(12 77.137344),(13 77.890495),(14 77.42113),(15 78.38695),(16 79.31192),(17 80.08904),(18 81.15434),(19 81.56621),(20 82.15902),(21 82.872215),(22 82.47006),(23 83.05789),(24 82.82892),(25 83.1445),(26 84.04039),(27 84.95631),(28 84.496),(29 84.14779),(30 83.72531),(31 83.25044),(32 83.57168),(33 82.59624),(34 83.326416),(35 82.88095),(36 82.57471),(37 82.48838),(38 82.47849),(39 83.12994),(40 82.72223),(41 82.09125),(42 83.167244),(43 83.433914),(44 84.086334),(45 83.58198),(46 83.453835),(47 83.78339),(48 82.63914),(49 83.256065),(50 83.9756),(51 83.75037),(52 83.14118),(53 82.83681),(54 82.70553),(55 82.159615),(56 82.29601),(57 82.94289),(58 83.753105),(59 83.857994),(60 83.465256),(61 84.152054),(62 85.52057),(63 85.57374),(64 85.76446),(65 86.02024),(66 85.24431),(67 84.83736),(68 84.79382),(69 84.71067),(70 84.27227),(71 84.24711),(72 83.88464),(73 84.24576),(74 84.130646),(75 85.11363),(76 85.17943),(77 84.6424),(78 84.62008),(79 84.650215),
(1 48.902924),(2 57.365982),(3 61.54451),(4 64.65137),(5 66.53387),(6 68.87497),(7 71.381256),(8 73.026726),(9 74.50548),(10 75.75187),(11 76.92703),(12 77.37595),(13 78.43094),(14 79.29898),(15 79.40046),(16 80.60405),(17 81.4272),(18 81.5762),(19 82.84843),(20 83.24682),(21 83.5679),(22 83.94857),(23 84.373886),(24 85.26474),(25 84.86178),(26 84.37074),(27 84.22173),(28 84.86081),(29 84.534645),(30 84.56589),(31 84.46612),(32 84.545784),(33 85.435425),(34 86.17519),(35 85.66397),(36 86.09029),(37 85.8518),(38 86.24491),(39 86.866974),(40 86.78963),(41 87.50323),(42 87.74774),(43 88.07744),(44 87.91366),(45 86.47479),(46 86.871185),(47 87.54928),(48 87.2241),(49 87.09942),(50 87.2723),(51 87.19821),(52 87.14632),(53 87.98044),(54 86.94168),(55 87.18873),(56 86.89511),(57 87.16994),(58 86.50817),(59 85.45312),(60 85.48953),(61 84.8236),(62 85.756546),(63 86.13671),(64 85.89228),(65 86.071106),(66 85.81268),(67 85.18387),(68 85.33714),(69 83.63349),(70 83.849304),(71 83.20282),(72 83.30673),(73 83.760635),(74 84.55647),(75 85.1525),(76 86.31393),(77 86.48984),(78 87.390335),(79 87.698616),
(1 48.250744),(2 56.41185),(3 60.49209),(4 64.10084),(5 65.57278),(6 68.63532),(7 71.2151),(8 71.71928),(9 73.368546),(10 73.97359),(11 74.53184),(12 75.63603),(13 77.05972),(14 78.30581),(15 78.46894),(16 78.31512),(17 79.146904),(18 78.82228),(19 79.81883),(20 80.76575),(21 81.070404),(22 81.36261),(23 82.257095),(24 82.79049),(25 82.26298),(26 82.56053),(27 82.39205),(28 83.4559),(29 83.51938),(30 83.40424),(31 83.51178),(32 83.2052),(33 83.67449),(34 84.91193),(35 84.57791),(36 84.424484),(37 84.30713),(38 85.19415),(39 85.01047),(40 85.49853),(41 84.89655),(42 84.14758),(43 85.2278),(44 85.02812),(45 84.68621),(46 84.94639),(47 84.82627),(48 84.38111),(49 83.94789),(50 84.23536),(51 85.22701),(52 83.98597),(53 83.63362),(54 83.38398),(55 82.75941),(56 82.72638),(57 82.78423),(58 84.124504),(59 82.80468),(60 82.55807),(61 81.90376),(62 82.64659),(63 82.41869),(64 81.99332),(65 82.28607),(66 82.690865),(67 82.18006),(68 81.66031),(69 80.81636),(70 81.57359),(71 81.01602),(72 80.58193),(73 81.057045),(74 81.01251),(75 81.66138),(76 80.94143),(77 80.7147),(78 81.56532),(79 81.40139),
