1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8607.441),(2 7899.656),(3 19254.62),(4 20827.072),(5 34392.895),(6 40670.387),(7 54582.28),(8 61098.473),(9 74529.79),(10 81887.12),(11 95592.836),(12 102365.73),(13 115670.03),(14 124087.164),(15 138128.42),(16 148261.98),(17 164537.31),(18 178455.36),(19 195425.86),(20 211153.58),(21 231196.81),(22 248272.73),(23 264608.16),(24 280974.75),(25 299787.84),(26 319305.63),(27 336317.13),(28 357785.16),(29 378062.4),(30 399531.5),(31 424980.53),(32 447419.34),(33 471908.63),(34 491818.4),(35 514752.5),(36 537457.8),(37 570075.7),(38 592280.6),(39 619428.06),(40 642894.3),(41 671999.06),(42 696864.56),(43 725187.75),(44 757542.94),(45 788878.5),(46 825674.5),(47 860361.44),(48 902041.94),(49 939783.5),(50 979713.25),(51 1015989.06),(52 1050481.6),(53 1077785.4),(54 1110968.1),(55 1140014.5),(56 1179218.4),(57 1217184.4),(58 1257957.6),(59 1299306.5),(60 1342713.1),(61 1391372.6),(62 1442536),(63 1500900.1),(64 1553827.6),(65 1611783.1),(66 1671428),(67 1732620.4),(68 1794461.6),(69 1857538),(70 1923619.9),(71 1981188.6),(72 2047835.1),(73 2105914),(74 2172550.8),(75 2250135.3),(76 2319471.8),(77 2385170.8),(78 2446016.3),(79 2510850.8),
(1 12.026143),(2 12.793688),(3 13.322614),(4 13.403112),(5 13.627965),(6 13.690836),(7 13.752005),(8 13.849912),(9 13.926585),(10 13.898468),(11 13.839294),(12 13.984184),(13 14.08299),(14 14.092471),(15 14.248117),(16 14.228343),(17 14.123323),(18 14.10008),(19 14.12587),(20 14.126104),(21 13.965866),(22 14.080902),(23 13.96252),(24 14.097369),(25 13.970446),(26 13.976624),(27 14.169856),(28 14.048633),(29 14.100629),(30 14.076494),(31 14.106653),(32 14.092428),(33 14.008212),(34 14.029371),(35 14.181763),(36 13.901418),(37 14.209854),(38 14.175051),(39 14.378894),(40 14.317128),(41 14.241079),(42 14.190147),(43 14.320694),(44 14.2478285),(45 14.401837),(46 14.242175),(47 14.364191),(48 14.265135),(49 14.097044),(50 14.264705),(51 14.3518505),(52 14.086351),(53 14.2411175),(54 14.237819),(55 14.260733),(56 14.176489),(57 14.185748),(58 14.184862),(59 14.100248),(60 14.220075),(61 14.130422),(62 14.108533),(63 14.135333),(64 14.051569),(65 14.17229),(66 14.182749),(67 14.2749605),(68 14.220309),(69 14.336967),(70 14.252764),(71 14.520712),(72 14.376681),(73 14.26889),(74 14.40679),(75 14.482989),(76 14.436154),(77 14.649088),(78 14.470123),(79 14.64861),
(1 12.237013),(2 13.037044),(3 13.644134),(4 13.770571),(5 13.883467),(6 13.9212055),(7 13.971564),(8 14.005245),(9 14.180046),(10 14.09231),(11 14.11012),(12 14.188536),(13 14.13038),(14 14.271479),(15 14.331616),(16 14.24092),(17 14.188583),(18 14.070214),(19 14.056716),(20 14.051344),(21 13.868856),(22 14.227545),(23 14.054593),(24 13.990942),(25 13.896036),(26 13.804073),(27 14.06512),(28 13.99161),(29 14.025878),(30 14.057063),(31 13.947503),(32 13.895771),(33 13.97724),(34 13.90219),(35 14.103575),(36 14.107026),(37 14.105521),(38 14.145018),(39 14.228248),(40 14.296628),(41 14.251734),(42 14.152479),(43 14.225255),(44 14.312094),(45 13.997841),(46 14.183003),(47 13.997403),(48 14.065118),(49 13.9582815),(50 14.095977),(51 14.093437),(52 13.908399),(53 14.206909),(54 14.018323),(55 14.216827),(56 14.1326275),(57 14.176329),(58 14.106778),(59 13.965098),(60 13.978073),(61 13.908893),(62 14.110314),(63 13.995362),(64 13.864041),(65 13.950143),(66 14.024617),(67 13.985183),(68 14.019929),(69 13.943728),(70 13.9535265),(71 14.201898),(72 14.156447),(73 14.066179),(74 14.088402),(75 14.3250675),(76 14.082007),(77 14.271068),(78 14.268945),(79 14.233889),
(1 11.791037),(2 12.527934),(3 13.118542),(4 13.114718),(5 13.498949),(6 13.573507),(7 13.658473),(8 13.650215),(9 13.796565),(10 13.874386),(11 13.876718),(12 14.088515),(13 13.864307),(14 14.057619),(15 13.96881),(16 13.96432),(17 14.030591),(18 13.871718),(19 13.992981),(20 13.868398),(21 13.914221),(22 13.894613),(23 14.096087),(24 13.860253),(25 13.7034235),(26 13.834614),(27 13.897128),(28 13.797611),(29 13.919514),(30 13.858871),(31 13.842811),(32 13.907457),(33 13.883832),(34 13.722087),(35 13.771577),(36 13.889469),(37 13.948999),(38 14.0437765),(39 14.182462),(40 14.191866),(41 13.995769),(42 14.151164),(43 14.2307),(44 14.029289),(45 14.106803),(46 13.99475),(47 13.988423),(48 14.115027),(49 13.967983),(50 14.025105),(51 14.01179),(52 14.244315),(53 14.107446),(54 13.952201),(55 14.111961),(56 13.812783),(57 13.904374),(58 13.8655205),(59 13.96763),(60 13.942799),(61 13.82626),(62 13.838788),(63 13.832222),(64 13.767512),(65 13.7754755),(66 13.954385),(67 13.726336),(68 13.657239),(69 13.867592),(70 13.833209),(71 14.068437),(72 14.145196),(73 14.0848675),(74 14.102029),(75 14.115105),(76 14.179974),(77 14.311722),(78 14.225941),(79 14.164104),
(1 11.84267),(2 12.743345),(3 13.206513),(4 13.434816),(5 13.379002),(6 13.625836),(7 13.719206),(8 13.681374),(9 13.93429),(10 13.819706),(11 13.889752),(12 13.847858),(13 13.957058),(14 14.002787),(15 14.279255),(16 14.232191),(17 14.250562),(18 14.141167),(19 14.296235),(20 14.002581),(21 13.9715605),(22 14.186981),(23 13.959207),(24 13.890115),(25 13.872163),(26 13.863144),(27 14.029515),(28 14.006507),(29 13.928076),(30 14.023748),(31 14.131056),(32 14.048022),(33 13.947442),(34 13.981317),(35 13.762685),(36 13.652367),(37 13.8194685),(38 13.993521),(39 13.915373),(40 14.038075),(41 13.894161),(42 13.876961),(43 14.012201),(44 13.860662),(45 13.9097595),(46 13.958474),(47 14.15321),(48 13.976321),(49 14.093862),(50 14.099936),(51 14.035573),(52 13.902326),(53 14.012226),(54 14.090095),(55 14.095035),(56 14.01827),(57 14.021482),(58 13.964813),(59 14.087744),(60 13.974123),(61 13.966647),(62 14.191687),(63 14.222521),(64 14.060169),(65 14.147612),(66 14.114827),(67 14.205931),(68 14.093581),(69 14.092323),(70 14.180572),(71 14.1660385),(72 14.107124),(73 14.063911),(74 14.184423),(75 14.235056),(76 14.282673),(77 14.362625),(78 14.315323),(79 14.312798),
(1 11.709945),(2 12.471667),(3 13.133262),(4 13.1738825),(5 13.244462),(6 13.447304),(7 13.463639),(8 13.41538),(9 13.667515),(10 13.648603),(11 13.760195),(12 13.813999),(13 13.841966),(14 13.729982),(15 13.932833),(16 14.055407),(17 13.955461),(18 14.030644),(19 14.09402),(20 13.987996),(21 14.072273),(22 13.834672),(23 13.921369),(24 13.814643),(25 13.851425),(26 13.747385),(27 13.969003),(28 13.979105),(29 14.100609),(30 13.925875),(31 13.815258),(32 13.886336),(33 14.019885),(34 13.99448),(35 14.020319),(36 13.91317),(37 13.856705),(38 14.02143),(39 13.946905),(40 13.865891),(41 13.844215),(42 13.761583),(43 14.002613),(44 13.805864),(45 13.838091),(46 13.897438),(47 13.936028),(48 13.957546),(49 13.875675),(50 13.777778),(51 13.972474),(52 13.775399),(53 13.797327),(54 13.873579),(55 13.8609),(56 13.907367),(57 13.626233),(58 13.760251),(59 13.671765),(60 13.672062),(61 13.659299),(62 13.662893),(63 13.631016),(64 13.621146),(65 13.688518),(66 13.696445),(67 13.629833),(68 13.704805),(69 13.795057),(70 13.853715),(71 14.030972),(72 13.921036),(73 13.857882),(74 13.990965),(75 14.094353),(76 13.962597),(77 14.002984),(78 13.9216175),(79 13.961452),
(1 11.973503),(2 12.522683),(3 13.300002),(4 13.419147),(5 13.457391),(6 13.788612),(7 13.764286),(8 13.83029),(9 13.9090395),(10 14.014203),(11 14.158669),(12 14.0230055),(13 13.911432),(14 14.093714),(15 13.869984),(16 14.04994),(17 13.907368),(18 14.112643),(19 13.932572),(20 13.961984),(21 13.877101),(22 13.999943),(23 14.120029),(24 13.960253),(25 13.856567),(26 13.879282),(27 14.012015),(28 13.9515),(29 14.07399),(30 14.065856),(31 14.1648),(32 13.9720545),(33 14.036485),(34 14.029432),(35 13.961219),(36 13.9682),(37 13.96299),(38 14.079013),(39 14.122597),(40 13.998816),(41 14.1987705),(42 14.127503),(43 14.289869),(44 14.25637),(45 14.005161),(46 14.243175),(47 14.010099),(48 14.051214),(49 13.888284),(50 13.954984),(51 14.045331),(52 14.012608),(53 13.920388),(54 13.796357),(55 13.790747),(56 14.0158205),(57 13.9322605),(58 13.800138),(59 13.818665),(60 13.818089),(61 13.7600155),(62 13.831291),(63 14.020156),(64 13.889052),(65 13.9869),(66 14.13545),(67 13.845402),(68 14.13737),(69 14.03587),(70 14.134435),(71 14.178467),(72 14.127893),(73 14.26748),(74 14.074014),(75 14.441804),(76 14.3841305),(77 14.412496),(78 14.302435),(79 14.279435),
(1 11.445864),(2 12.299284),(3 12.744788),(4 12.964668),(5 13.162813),(6 13.510465),(7 13.583246),(8 13.699221),(9 13.538345),(10 13.616761),(11 13.599766),(12 13.564981),(13 13.657428),(14 13.599068),(15 13.745571),(16 13.746222),(17 13.840503),(18 13.791636),(19 13.668661),(20 13.831847),(21 13.847773),(22 13.720338),(23 13.660088),(24 13.577557),(25 13.53633),(26 13.668453),(27 13.562277),(28 13.439209),(29 13.544829),(30 13.621472),(31 13.619994),(32 13.479024),(33 13.586335),(34 13.486575),(35 13.581105),(36 13.445838),(37 13.581628),(38 13.580113),(39 13.737052),(40 13.70107),(41 13.735855),(42 13.736383),(43 13.656052),(44 13.806869),(45 13.680803),(46 13.616595),(47 13.64078),(48 13.640928),(49 13.531022),(50 13.506048),(51 13.619964),(52 13.556416),(53 13.461413),(54 13.504223),(55 13.39425),(56 13.48258),(57 13.371956),(58 13.562316),(59 13.609686),(60 13.4328),(61 13.3792515),(62 13.401408),(63 13.5381775),(64 13.457867),(65 13.470047),(66 13.407458),(67 13.400964),(68 13.550422),(69 13.349064),(70 13.51197),(71 13.713356),(72 13.693601),(73 13.646927),(74 13.8263855),(75 13.947405),(76 13.9743595),(77 13.9737015),(78 13.965918),(79 13.859857),
(1 11.911066),(2 12.562878),(3 13.158237),(4 13.371828),(5 13.416786),(6 13.8198395),(7 13.683009),(8 13.676106),(9 13.896302),(10 13.835924),(11 13.805298),(12 13.87713),(13 13.818759),(14 13.726754),(15 14.049),(16 13.944118),(17 13.86424),(18 13.949),(19 13.855312),(20 13.826579),(21 13.930449),(22 14.058601),(23 13.950395),(24 13.893643),(25 13.873422),(26 13.739655),(27 13.782839),(28 13.912797),(29 13.868746),(30 13.983864),(31 13.981885),(32 13.967929),(33 14.010034),(34 13.985975),(35 13.888322),(36 13.920267),(37 13.957558),(38 14.052456),(39 13.927162),(40 13.914714),(41 13.789283),(42 13.889882),(43 13.934094),(44 13.993424),(45 13.992941),(46 13.929439),(47 13.896482),(48 13.9562025),(49 14.08265),(50 14.004067),(51 13.946291),(52 14.058829),(53 13.977583),(54 13.90977),(55 13.925667),(56 13.947677),(57 13.9307575),(58 13.913556),(59 13.816923),(60 13.773615),(61 13.807935),(62 13.685817),(63 13.737773),(64 13.785517),(65 13.800204),(66 13.931313),(67 13.750867),(68 13.659637),(69 13.6839285),(70 13.772678),(71 13.976995),(72 13.901536),(73 13.858133),(74 13.913127),(75 14.065014),(76 14.000397),(77 14.214329),(78 14.122194),(79 14.100885),
(1 11.67782),(2 12.172903),(3 12.740134),(4 12.951554),(5 12.987393),(6 13.245337),(7 13.409049),(8 13.296967),(9 13.302127),(10 13.187095),(11 13.372536),(12 13.459193),(13 13.468939),(14 13.395023),(15 13.655106),(16 13.604594),(17 13.721417),(18 13.594437),(19 13.698044),(20 13.494394),(21 13.612033),(22 13.440532),(23 13.529405),(24 13.410334),(25 13.48011),(26 13.351934),(27 13.611765),(28 13.544262),(29 13.639151),(30 13.562408),(31 13.775506),(32 13.505411),(33 13.448409),(34 13.56539),(35 13.556976),(36 13.654915),(37 13.457565),(38 13.675739),(39 13.568775),(40 13.590488),(41 13.627985),(42 13.730154),(43 13.655791),(44 13.648375),(45 13.716774),(46 13.564752),(47 13.473276),(48 13.55868),(49 13.679116),(50 13.627796),(51 13.8278),(52 13.736796),(53 13.540171),(54 13.636752),(55 13.67297),(56 13.646342),(57 13.6561775),(58 13.474533),(59 13.548123),(60 13.384844),(61 13.485571),(62 13.522576),(63 13.701852),(64 13.814658),(65 13.689335),(66 13.800595),(67 13.714969),(68 13.58778),(69 13.607864),(70 13.714055),(71 13.94832),(72 13.715759),(73 13.691058),(74 13.926813),(75 14.0916195),(76 14.001778),(77 14.158089),(78 14.055418),(79 13.914453),
(1 11.588636),(2 12.298721),(3 12.792752),(4 13.0516815),(5 13.194411),(6 13.294104),(7 13.297158),(8 13.459216),(9 13.482221),(10 13.592219),(11 13.579734),(12 13.633268),(13 13.68801),(14 13.598818),(15 13.654305),(16 13.846031),(17 13.774903),(18 13.856476),(19 13.642184),(20 13.763471),(21 13.81032),(22 13.611867),(23 13.821041),(24 13.802416),(25 13.675757),(26 13.863844),(27 14.015737),(28 13.782802),(29 13.807141),(30 13.683247),(31 13.852531),(32 13.807363),(33 13.686661),(34 13.890994),(35 13.890249),(36 13.671268),(37 13.765346),(38 13.780456),(39 13.813432),(40 13.794209),(41 13.825212),(42 13.822008),(43 13.893448),(44 13.817185),(45 13.882369),(46 13.740172),(47 13.691346),(48 13.796437),(49 13.678125),(50 13.75889),(51 13.802628),(52 13.860846),(53 13.894105),(54 13.70849),(55 13.773778),(56 13.727362),(57 13.901334),(58 13.823692),(59 13.888667),(60 13.779816),(61 13.649031),(62 13.595156),(63 13.838458),(64 13.824515),(65 13.6803665),(66 13.884482),(67 13.809901),(68 13.89706),(69 13.778215),(70 13.785903),(71 13.96212),(72 13.871752),(73 13.935867),(74 14.032179),(75 14.101265),(76 14.109566),(77 14.132659),(78 14.048521),(79 14.083572),
(1 11.511943),(2 12.1480875),(3 12.807509),(4 12.962988),(5 13.030767),(6 13.170458),(7 13.184798),(8 13.173155),(9 13.28234),(10 13.279095),(11 13.291704),(12 13.43691),(13 13.478232),(14 13.389448),(15 13.502231),(16 13.435839),(17 13.405553),(18 13.417233),(19 13.328971),(20 13.358739),(21 13.341374),(22 13.403024),(23 13.4595),(24 13.378956),(25 13.223671),(26 13.476294),(27 13.5720215),(28 13.440233),(29 13.515993),(30 13.449973),(31 13.566496),(32 13.563936),(33 13.560109),(34 13.509791),(35 13.481066),(36 13.498305),(37 13.697261),(38 13.658677),(39 13.633129),(40 13.680411),(41 13.60748),(42 13.794839),(43 13.64356),(44 13.829402),(45 13.727694),(46 13.748171),(47 13.498408),(48 13.529948),(49 13.533751),(50 13.741173),(51 13.740507),(52 13.701838),(53 13.565219),(54 13.558261),(55 13.522452),(56 13.410142),(57 13.257574),(58 13.268188),(59 13.297108),(60 13.210902),(61 13.535255),(62 13.344975),(63 13.612474),(64 13.44684),(65 13.459556),(66 13.516591),(67 13.441608),(68 13.540857),(69 13.413044),(70 13.383414),(71 13.520233),(72 13.415854),(73 13.659889),(74 13.73986),(75 13.882036),(76 13.838449),(77 13.816515),(78 13.735896),(79 13.763819),
(1 11.403766),(2 11.931813),(3 12.786116),(4 12.848819),(5 12.955811),(6 13.209058),(7 13.28721),(8 13.262678),(9 13.359835),(10 13.323958),(11 13.417834),(12 13.529802),(13 13.377758),(14 13.401072),(15 13.547709),(16 13.480103),(17 13.593879),(18 13.521171),(19 13.383385),(20 13.249973),(21 13.343074),(22 13.421982),(23 13.614149),(24 13.462964),(25 13.401357),(26 13.497324),(27 13.664806),(28 13.460495),(29 13.542657),(30 13.513259),(31 13.523931),(32 13.485255),(33 13.486695),(34 13.505925),(35 13.570367),(36 13.381207),(37 13.65317),(38 13.776345),(39 13.91925),(40 13.824983),(41 13.90907),(42 13.727065),(43 13.825598),(44 13.902291),(45 13.8562155),(46 13.81563),(47 13.61769),(48 13.658242),(49 13.771975),(50 13.800738),(51 13.690082),(52 13.511487),(53 13.703328),(54 13.726035),(55 13.595084),(56 13.546102),(57 13.474292),(58 13.463818),(59 13.604785),(60 13.384829),(61 13.317523),(62 13.3351),(63 13.532475),(64 13.494132),(65 13.510149),(66 13.462896),(67 13.53726),(68 13.464568),(69 13.383045),(70 13.426474),(71 13.572286),(72 13.640862),(73 13.537609),(74 13.7831545),(75 13.896804),(76 13.800776),(77 13.682065),(78 13.793298),(79 13.656805),
(1 11.613467),(2 12.238357),(3 12.862935),(4 13.065169),(5 13.257715),(6 13.374933),(7 13.365305),(8 13.609032),(9 13.590645),(10 13.520648),(11 13.611966),(12 13.493475),(13 13.403891),(14 13.61045),(15 13.7392235),(16 13.648572),(17 13.477156),(18 13.616271),(19 13.628306),(20 13.473148),(21 13.610898),(22 13.551252),(23 13.523075),(24 13.390758),(25 13.370528),(26 13.442003),(27 13.64559),(28 13.443364),(29 13.655701),(30 13.769623),(31 13.808352),(32 13.7430315),(33 13.691333),(34 13.532232),(35 13.819315),(36 13.470194),(37 13.710369),(38 13.72103),(39 13.705933),(40 13.820902),(41 13.717903),(42 13.711466),(43 13.867147),(44 13.9607725),(45 13.992158),(46 13.9117),(47 13.84547),(48 13.72936),(49 13.682915),(50 13.719716),(51 13.727025),(52 13.708834),(53 13.678294),(54 13.784957),(55 13.66653),(56 13.684651),(57 13.775231),(58 13.642503),(59 13.552846),(60 13.509217),(61 13.605545),(62 13.623753),(63 13.879425),(64 13.672446),(65 13.716529),(66 13.794972),(67 13.831038),(68 13.792618),(69 13.818008),(70 13.902002),(71 13.965385),(72 13.928263),(73 13.792552),(74 13.9293785),(75 14.08752),(76 14.016145),(77 13.945535),(78 14.075718),(79 14.120219),
(1 11.402547),(2 11.977691),(3 12.629574),(4 12.833217),(5 13.083915),(6 13.306581),(7 13.3657),(8 13.330122),(9 13.344128),(10 13.394508),(11 13.458319),(12 13.388279),(13 13.657108),(14 13.574013),(15 13.646688),(16 13.6095915),(17 13.635811),(18 13.487795),(19 13.307735),(20 13.392191),(21 13.35696),(22 13.497851),(23 13.549747),(24 13.331754),(25 13.430972),(26 13.501937),(27 13.5730715),(28 13.416407),(29 13.517911),(30 13.426251),(31 13.476285),(32 13.517437),(33 13.402016),(34 13.471532),(35 13.5281),(36 13.369217),(37 13.483487),(38 13.657714),(39 13.546767),(40 13.595832),(41 13.607548),(42 13.522649),(43 13.688341),(44 13.569562),(45 13.691082),(46 13.609051),(47 13.395257),(48 13.410376),(49 13.531247),(50 13.353667),(51 13.432502),(52 13.473369),(53 13.499737),(54 13.501725),(55 13.528751),(56 13.344401),(57 13.455081),(58 13.443663),(59 13.464108),(60 13.376519),(61 13.306077),(62 13.417276),(63 13.610978),(64 13.706453),(65 13.682572),(66 13.644044),(67 13.57656),(68 13.557268),(69 13.543894),(70 13.545665),(71 13.72077),(72 13.620945),(73 13.788041),(74 13.628937),(75 13.903614),(76 13.750979),(77 13.966829),(78 13.802793),(79 13.702996),
(1 11.3785095),(2 12.073467),(3 12.684479),(4 12.695877),(5 12.98964),(6 13.236368),(7 13.118489),(8 13.172278),(9 13.341491),(10 13.413251),(11 13.552373),(12 13.421392),(13 13.584538),(14 13.367276),(15 13.533032),(16 13.418704),(17 13.463053),(18 13.447195),(19 13.444887),(20 13.583276),(21 13.472318),(22 13.594778),(23 13.415956),(24 13.374051),(25 13.285027),(26 13.190159),(27 13.337685),(28 13.27429),(29 13.252983),(30 13.286205),(31 13.420817),(32 13.286323),(33 13.559694),(34 13.268324),(35 13.250897),(36 13.095787),(37 13.186368),(38 13.414117),(39 13.256983),(40 13.277285),(41 13.31849),(42 13.222391),(43 13.32181),(44 13.383678),(45 13.368619),(46 13.422234),(47 13.4102125),(48 13.263799),(49 13.403367),(50 13.340055),(51 13.602392),(52 13.468976),(53 13.469192),(54 13.328275),(55 13.404945),(56 13.240348),(57 13.246007),(58 13.322881),(59 13.462964),(60 13.118972),(61 13.178761),(62 13.330328),(63 13.344909),(64 13.479375),(65 13.287763),(66 13.466526),(67 13.239358),(68 13.225702),(69 13.301201),(70 13.338219),(71 13.339592),(72 13.441368),(73 13.2393875),(74 13.38161),(75 13.619673),(76 13.640986),(77 13.647556),(78 13.764174),(79 13.519285),
(1 11.365814),(2 11.984533),(3 12.75648),(4 12.832386),(5 12.83062),(6 12.990495),(7 13.116431),(8 13.178855),(9 13.237252),(10 13.303949),(11 13.339705),(12 13.353015),(13 13.475091),(14 13.397189),(15 13.518113),(16 13.494774),(17 13.485197),(18 13.395015),(19 13.505562),(20 13.399393),(21 13.382647),(22 13.524597),(23 13.476021),(24 13.310244),(25 13.266503),(26 13.311742),(27 13.546111),(28 13.381604),(29 13.435015),(30 13.473722),(31 13.484624),(32 13.459528),(33 13.525582),(34 13.294893),(35 13.310947),(36 13.077317),(37 13.292866),(38 13.263309),(39 13.479782),(40 13.51472),(41 13.571383),(42 13.368012),(43 13.304406),(44 13.478077),(45 13.530216),(46 13.476236),(47 13.462007),(48 13.424475),(49 13.606757),(50 13.320524),(51 13.675643),(52 13.565442),(53 13.494262),(54 13.48036),(55 13.535252),(56 13.448255),(57 13.612468),(58 13.431243),(59 13.563844),(60 13.466382),(61 13.355059),(62 13.4274845),(63 13.538286),(64 13.429592),(65 13.34696),(66 13.507835),(67 13.478215),(68 13.535769),(69 13.4516325),(70 13.392945),(71 13.613852),(72 13.494951),(73 13.5030365),(74 13.557403),(75 13.495356),(76 13.584365),(77 13.655494),(78 13.5959835),(79 13.728696),
(1 11.359998),(2 11.955232),(3 12.664235),(4 12.989677),(5 12.766916),(6 12.975078),(7 12.988768),(8 13.044868),(9 13.244811),(10 13.190903),(11 13.181832),(12 13.279339),(13 13.163141),(14 13.196698),(15 13.204444),(16 13.321035),(17 13.3049135),(18 13.389095),(19 13.2775545),(20 13.332911),(21 13.120432),(22 13.413991),(23 13.447152),(24 13.219423),(25 13.199036),(26 13.363604),(27 13.514863),(28 13.48184),(29 13.456471),(30 13.375248),(31 13.287797),(32 13.437299),(33 13.347675),(34 13.334433),(35 13.32578),(36 13.176971),(37 13.341697),(38 13.512045),(39 13.632648),(40 13.672827),(41 13.579625),(42 13.563754),(43 13.536628),(44 13.65061),(45 13.525219),(46 13.460526),(47 13.5619545),(48 13.432166),(49 13.609366),(50 13.387315),(51 13.651148),(52 13.387503),(53 13.481474),(54 13.46737),(55 13.438927),(56 13.390531),(57 13.383862),(58 13.435982),(59 13.329569),(60 13.252588),(61 13.316657),(62 13.41693),(63 13.73109),(64 13.421305),(65 13.442286),(66 13.460436),(67 13.444832),(68 13.420237),(69 13.305483),(70 13.420531),(71 13.70779),(72 13.464296),(73 13.606062),(74 13.515884),(75 13.652045),(76 13.583431),(77 13.791645),(78 13.729537),(79 13.575398),
