1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14331.138),(2 47048.375),(3 108961.68),(4 193301.86),(5 291645.9),(6 395172),(7 490260),(8 546727.44),(9 628920.94),(10 726927.06),(11 819044.25),(12 897335.8),(13 980862.5),(14 1078047.6),(15 1225187.9),(16 1353845.6),(17 1462908.6),(18 1583857.6),(19 1720743.4),(20 1855927.6),(21 1995041.4),(22 2162110.3),(23 2306911),(24 2408134.3),(25 2474042),(26 2526092.3),(27 2580363.3),(28 2622453),(29 2680077.3),(30 2739666.3),(31 2803555.3),(32 2877247.3),(33 2958915.3),(34 3047794),(35 3120466),(36 3176410),(37 3219909.8),(38 3240272.3),(39 3249060.8),(40 3233873.3),(41 3214942),(42 3187131.8),(43 3137280.8),(44 3091402.3),(45 3059240.8),(46 3026081.3),(47 3027353.3),(48 3017258.3),(49 3050292.8),(50 3093062.8),(51 3152990.8),(52 3225188),(53 3313617),(54 3386406.8),(55 3454082),(56 3514492.3),(57 3560217.3),(58 3609378.3),(59 3667836.8),(60 3733969.3),(61 3859216.8),(62 4014860.8),(63 4201684),(64 4392871.5),(65 4568252.5),(66 4726569.5),(67 4907238.5),(68 5073629),(69 5251741),(70 5396811),(71 5524692.5),(72 5637458.5),(73 5750578.5),(74 5845965.5),(75 5931730.5),(76 6013621.5),(77 6101237.5),(78 6203814),(79 6319604),
(1 161.28418),(2 218.90164),(3 255.20654),(4 282.91547),(5 305.063),(6 322.949),(7 336.02426),(8 351.25504),(9 360.5002),(10 369.62393),(11 378.4657),(12 385.9449),(13 395.75607),(14 398.83417),(15 399.53635),(16 403.68213),(17 414.3496),(18 423.53674),(19 429.63123),(20 430.8862),(21 436.61163),(22 444.80344),(23 452.5218),(24 455.6331),(25 456.2638),(26 457.77942),(27 463.04337),(28 467.52805),(29 465.17657),(30 463.95264),(31 466.882),(32 466.4693),(33 462.28622),(34 462.78906),(35 464.15506),(36 465.7918),(37 469.3137),(38 473.93246),(39 475.0628),(40 477.58856),(41 479.05573),(42 482.91745),(43 486.2502),(44 487.28998),(45 493.7475),(46 492.93716),(47 493.14328),(48 490.44962),(49 490.28598),(50 492.49124),(51 491.8945),(52 490.6253),(53 492.9359),(54 487.75363),(55 485.71786),(56 483.81177),(57 480.91568),(58 480.91492),(59 476.41245),(60 474.37073),(61 479.3139),(62 482.6669),(63 482.9683),(64 485.25278),(65 484.0021),(66 483.86026),(67 489.0282),(68 491.84558),(69 495.08243),(70 494.8624),(71 495.45868),(72 495.46393),(73 493.28952),(74 492.41608),(75 493.10776),(76 490.92953),(77 490.44403),(78 491.2059),(79 488.17838),
(1 160.51819),(2 213.60704),(3 248.67558),(4 273.06247),(5 294.19772),(6 313.77634),(7 330.0119),(8 348.5134),(9 357.20135),(10 369.73068),(11 380.8618),(12 389.6967),(13 400.4962),(14 404.7636),(15 408.8679),(16 410.63748),(17 421.44934),(18 431.02267),(19 440.70682),(20 445.47946),(21 450.82907),(22 461.8989),(23 468.7513),(24 472.30978),(25 473.76785),(26 475.5554),(27 480.83353),(28 484.0112),(29 477.01862),(30 479.22922),(31 480.0588),(32 478.35126),(33 478.04398),(34 475.59927),(35 482.04102),(36 482.77765),(37 485.49884),(38 491.1737),(39 492.4242),(40 491.7114),(41 493.5921),(42 494.28885),(43 494.60083),(44 495.48523),(45 500.95398),(46 499.5949),(47 499.31757),(48 497.3651),(49 495.7189),(50 496.58484),(51 496.09064),(52 497.3977),(53 496.4492),(54 494.30792),(55 490.40353),(56 485.21033),(57 485.34106),(58 487.32297),(59 485.09906),(60 485.5438),(61 489.82806),(62 488.66418),(63 487.8343),(64 492.04724),(65 491.3857),(66 496.2353),(67 498.58542),(68 500.43555),(69 502.60843),(70 503.6041),(71 505.05228),(72 506.5497),(73 505.4295),(74 501.42438),(75 499.89865),(76 499.15765),(77 500.2208),(78 501.29694),(79 497.87012),
(1 159.93013),(2 211.8061),(3 246.59724),(4 269.84695),(5 288.5746),(6 306.33832),(7 319.4984),(8 337.42236),(9 347.63632),(10 354.78177),(11 366.01556),(12 376.00906),(13 385.22958),(14 389.60995),(15 398.66412),(16 402.8595),(17 414.05804),(18 422.06436),(19 430.3195),(20 439.75787),(21 444.01752),(22 452.51553),(23 458.0014),(24 461.5248),(25 465.4681),(26 466.36328),(27 473.21005),(28 474.93372),(29 473.65564),(30 474.19553),(31 472.26474),(32 471.37595),(33 469.5501),(34 469.89493),(35 468.48727),(36 463.558),(37 463.32846),(38 468.26492),(39 472.84186),(40 470.16263),(41 471.24377),(42 476.5686),(43 479.20856),(44 477.54877),(45 482.25754),(46 480.00116),(47 481.89893),(48 484.50543),(49 487.54028),(50 489.9937),(51 490.792),(52 493.41293),(53 495.48242),(54 492.7832),(55 493.91467),(56 490.56958),(57 488.3119),(58 484.67047),(59 479.3652),(60 476.5551),(61 479.3121),(62 479.5161),(63 477.45242),(64 475.35962),(65 476.0342),(66 477.13214),(67 478.76846),(68 477.01486),(69 480.56723),(70 480.91733),(71 480.20956),(72 482.3513),(73 483.96246),(74 482.09314),(75 483.39346),(76 484.86926),(77 483.5248),(78 483.78445),(79 481.38315),
(1 155.41127),(2 208.3903),(3 241.74786),(4 264.89676),(5 282.1901),(6 298.51422),(7 310.22928),(8 322.4356),(9 331.31924),(10 341.31195),(11 351.20096),(12 360.61752),(13 369.549),(14 374.00266),(15 378.75467),(16 381.7962),(17 391.14325),(18 396.1986),(19 401.36826),(20 407.46637),(21 409.9826),(22 415.48032),(23 421.19672),(24 424.0925),(25 425.18338),(26 429.81076),(27 433.94904),(28 435.61484),(29 435.7777),(30 436.48862),(31 433.01212),(32 435.6105),(33 431.7716),(34 429.05914),(35 427.99844),(36 429.52762),(37 426.4916),(38 429.51016),(39 431.23178),(40 430.7329),(41 430.63654),(42 429.67975),(43 431.71603),(44 431.74457),(45 434.72757),(46 434.42184),(47 437.46152),(48 438.14526),(49 438.74332),(50 438.73044),(51 438.77438),(52 440.43945),(53 440.20587),(54 438.9159),(55 440.42218),(56 442.75064),(57 441.5514),(58 443.28943),(59 441.3096),(60 441.87946),(61 442.31168),(62 445.33765),(63 446.89066),(64 443.16202),(65 442.93146),(66 443.28275),(67 445.52383),(68 448.40146),(69 448.989),(70 451.1345),(71 452.24927),(72 451.90878),(73 452.59427),(74 455.4794),(75 453.81573),(76 449.8937),(77 453.0287),(78 452.0626),(79 449.2147),
(1 157.44075),(2 209.78566),(3 243.01494),(4 265.72733),(5 284.36865),(6 300.79666),(7 313.8594),(8 329.2936),(9 337.5207),(10 348.57965),(11 357.679),(12 365.91028),(13 369.7344),(14 374.6983),(15 378.9852),(16 381.5179),(17 387.1441),(18 396.8438),(19 403.26932),(20 406.1522),(21 411.35425),(22 414.4845),(23 420.39243),(24 423.93433),(25 428.2237),(26 430.1836),(27 435.59775),(28 438.87442),(29 437.91324),(30 437.15594),(31 437.6591),(32 436.18048),(33 436.63727),(34 434.94354),(35 429.77933),(36 427.84827),(37 426.44928),(38 429.4569),(39 430.44623),(40 430.40433),(41 432.99603),(42 432.09885),(43 433.10718),(44 434.39105),(45 438.8234),(46 439.94498),(47 438.34106),(48 437.46893),(49 435.99753),(50 436.8761),(51 436.6196),(52 433.14362),(53 437.0356),(54 434.23615),(55 432.995),(56 433.14966),(57 432.02853),(58 431.6937),(59 434.97256),(60 435.9578),(61 438.35132),(62 441.7699),(63 443.3937),(64 441.81982),(65 443.4122),(66 444.52695),(67 446.76926),(68 449.99777),(69 450.27887),(70 445.40674),(71 444.88138),(72 446.01843),(73 443.65482),(74 446.20157),(75 444.63892),(76 443.62976),(77 447.56137),(78 447.53552),(79 447.207),
(1 154.61807),(2 203.37804),(3 235.38622),(4 258.72943),(5 275.9265),(6 292.37952),(7 306.84726),(8 323.18253),(9 334.67886),(10 346.47986),(11 355.48627),(12 363.86108),(13 371.69672),(14 377.92828),(15 382.89844),(16 385.47684),(17 393.9429),(18 399.06372),(19 405.95523),(20 410.34338),(21 417.7256),(22 423.15518),(23 425.98947),(24 428.40222),(25 432.85718),(26 434.97742),(27 436.9534),(28 439.6005),(29 438.1369),(30 434.59158),(31 433.9347),(32 433.83868),(33 432.73346),(34 434.52127),(35 432.52866),(36 432.18628),(37 436.22372),(38 436.97745),(39 440.94876),(40 440.20752),(41 442.16663),(42 442.6703),(43 442.77136),(44 440.99854),(45 441.89233),(46 440.55215),(47 443.29642),(48 439.94336),(49 441.40137),(50 440.25665),(51 440.80182),(52 440.58426),(53 444.6005),(54 442.99637),(55 440.98636),(56 439.22903),(57 440.54248),(58 440.41837),(59 440.04147),(60 439.0857),(61 441.36096),(62 442.78027),(63 445.29782),(64 445.60083),(65 447.9697),(66 448.1379),(67 448.10434),(68 450.95944),(69 447.99222),(70 448.90857),(71 449.8869),(72 449.17905),(73 448.78198),(74 446.33755),(75 442.81506),(76 439.0191),(77 439.49802),(78 438.5176),(79 435.0482),
(1 151.37558),(2 200.68027),(3 233.95515),(4 254.78973),(5 273.4458),(6 288.22897),(7 298.14005),(8 313.6194),(9 321.63785),(10 333.2241),(11 341.2696),(12 348.86066),(13 355.32205),(14 359.13794),(15 362.88638),(16 364.8186),(17 375.6221),(18 380.50488),(19 392.4817),(20 396.92072),(21 398.82025),(22 407.0088),(23 410.64),(24 410.26462),(25 414.39798),(26 417.1202),(27 419.00058),(28 418.97415),(29 418.2912),(30 415.63867),(31 414.51413),(32 414.2082),(33 413.23944),(34 415.44638),(35 412.78488),(36 413.39316),(37 413.74417),(38 419.61353),(39 421.02493),(40 420.32727),(41 417.9983),(42 421.4098),(43 421.5621),(44 423.02548),(45 427.32806),(46 424.93015),(47 423.55576),(48 421.84848),(49 423.06818),(50 422.73328),(51 424.8075),(52 425.47195),(53 427.79688),(54 426.0087),(55 426.39307),(56 422.83456),(57 424.79617),(58 425.25876),(59 424.49124),(60 424.47067),(61 426.2756),(62 424.45465),(63 425.06696),(64 426.40295),(65 426.17093),(66 429.37997),(67 429.4223),(68 432.5201),(69 431.70517),(70 431.78546),(71 430.6649),(72 432.4613),(73 429.6827),(74 433.2746),(75 434.1486),(76 432.01645),(77 430.90817),(78 428.45575),(79 426.6597),
(1 151.34486),(2 199.6667),(3 233.60594),(4 254.06085),(5 273.4152),(6 287.03027),(7 296.0423),(8 311.4893),(9 320.32675),(10 326.88675),(11 334.3886),(12 343.70258),(13 346.51984),(14 345.93796),(15 346.97443),(16 348.82587),(17 356.86108),(18 363.68918),(19 370.24826),(20 377.4646),(21 384.38794),(22 395.05026),(23 403.69247),(24 406.03635),(25 409.4852),(26 414.02063),(27 419.396),(28 421.97952),(29 421.3128),(30 418.3428),(31 416.0458),(32 415.27966),(33 412.61783),(34 411.59186),(35 411.37268),(36 408.59006),(37 409.19382),(38 413.40536),(39 414.66974),(40 410.0386),(41 406.11877),(42 407.124),(43 404.3718),(44 404.64063),(45 406.6568),(46 408.35608),(47 408.2041),(48 407.67273),(49 407.9063),(50 410.91702),(51 411.10513),(52 412.833),(53 413.5164),(54 413.03183),(55 413.97708),(56 410.9116),(57 410.15204),(58 411.5317),(59 410.40854),(60 411.32343),(61 414.05658),(62 412.3591),(63 414.0975),(64 415.27524),(65 415.9479),(66 417.24792),(67 417.32938),(68 418.87988),(69 418.35184),(70 417.33582),(71 418.91302),(72 422.82874),(73 421.76733),(74 422.47424),(75 422.44348),(76 422.0713),(77 422.01984),(78 421.3674),(79 419.10828),
(1 148.26218),(2 196.99698),(3 229.00746),(4 251.39972),(5 269.28955),(6 286.12506),(7 295.8829),(8 309.86652),(9 316.88632),(10 325.70563),(11 332.7991),(12 339.01196),(13 340.7235),(14 340.88446),(15 345.43134),(16 347.45084),(17 351.68192),(18 357.17355),(19 359.9464),(20 363.0178),(21 366.4486),(22 372.35544),(23 377.9437),(24 379.89944),(25 381.0516),(26 382.83835),(27 384.27335),(28 385.61142),(29 386.51154),(30 385.64777),(31 386.41452),(32 387.9032),(33 386.63336),(34 385.72446),(35 385.11163),(36 381.63968),(37 382.96072),(38 386.7646),(39 386.40408),(40 383.2931),(41 381.11414),(42 381.30624),(43 382.08273),(44 380.2372),(45 381.98065),(46 384.66345),(47 380.97656),(48 381.23325),(49 379.8448),(50 382.81226),(51 382.4511),(52 381.41446),(53 384.29736),(54 385.4989),(55 385.22256),(56 385.10977),(57 384.83783),(58 385.63358),(59 385.2744),(60 386.4234),(61 389.03714),(62 392.18604),(63 393.53397),(64 395.0667),(65 394.90558),(66 395.6688),(67 394.22586),(68 398.2989),(69 397.2745),(70 400.42072),(71 400.48718),(72 398.9134),(73 400.4109),(74 399.43765),(75 400.20187),(76 399.04642),(77 397.23474),(78 394.6152),(79 391.75156),
(1 147.97324),(2 195.44043),(3 226.74661),(4 251.80301),(5 271.92798),(6 289.26996),(7 301.549),(8 319.5825),(9 328.3412),(10 337.44327),(11 346.60114),(12 353.394),(13 361.21075),(14 366.95197),(15 371.70184),(16 374.46844),(17 382.76974),(18 386.0062),(19 390.15305),(20 392.34915),(21 397.88605),(22 400.73184),(23 405.33087),(24 404.5058),(25 400.47162),(26 404.55304),(27 407.5058),(28 405.50238),(29 403.87335),(30 404.01324),(31 406.14194),(32 407.84085),(33 407.5554),(34 408.1935),(35 405.90173),(36 406.67725),(37 404.68277),(38 407.29483),(39 406.77744),(40 404.2105),(41 405.1081),(42 405.35663),(43 403.27203),(44 401.08185),(45 401.00323),(46 401.42685),(47 400.5711),(48 398.41196),(49 402.44077),(50 404.57452),(51 406.22162),(52 403.85455),(53 406.19064),(54 404.88794),(55 404.36734),(56 401.513),(57 398.09537),(58 395.45355),(59 394.1356),(60 394.88824),(61 395.76456),(62 394.47998),(63 400.01233),(64 399.98477),(65 396.2641),(66 398.17035),(67 398.98587),(68 403.3928),(69 403.26468),(70 405.8089),(71 407.51175),(72 404.8765),(73 404.20502),(74 406.28705),(75 407.83463),(76 407.13718),(77 404.09814),(78 404.28632),(79 403.0484),
(1 148.34338),(2 196.41481),(3 229.34221),(4 254.7575),(5 274.81747),(6 291.92502),(7 304.61414),(8 320.7467),(9 330.84482),(10 338.0606),(11 347.99893),(12 356.04),(13 364.5284),(14 368.45438),(15 371.70526),(16 375.8833),(17 381.85986),(18 390.11203),(19 394.76697),(20 400.26016),(21 404.1091),(22 410.5349),(23 415.16644),(24 417.38394),(25 415.0974),(26 417.7555),(27 423.0275),(28 426.5962),(29 425.39),(30 428.82465),(31 430.02435),(32 431.17194),(33 426.94543),(34 424.91602),(35 422.5315),(36 423.3935),(37 423.46008),(38 424.79065),(39 424.5467),(40 422.61993),(41 423.50058),(42 425.5075),(43 422.64877),(44 422.56375),(45 420.73853),(46 420.49576),(47 420.15775),(48 414.96283),(49 415.78598),(50 414.83032),(51 415.3658),(52 413.64948),(53 417.1526),(54 418.62756),(55 417.91),(56 418.02774),(57 419.4776),(58 419.10703),(59 418.50644),(60 413.03256),(61 418.1644),(62 418.45044),(63 419.6511),(64 420.73135),(65 421.20624),(66 421.25964),(67 421.98624),(68 422.96323),(69 421.88165),(70 420.68607),(71 423.83325),(72 423.36606),(73 425.93152),(74 425.1675),(75 425.71674),(76 424.44733),(77 421.8005),(78 418.75015),(79 417.43774),
(1 145.04652),(2 191.98476),(3 221.96997),(4 245.83994),(5 259.1358),(6 274.79166),(7 286.40887),(8 299.62817),(9 306.33005),(10 312.63718),(11 321.798),(12 326.90433),(13 329.7395),(14 330.736),(15 333.3378),(16 336.15164),(17 346.88162),(18 354.28592),(19 356.877),(20 364.795),(21 368.1239),(22 376.18954),(23 381.28925),(24 385.48254),(25 385.67273),(26 386.69046),(27 392.681),(28 394.75586),(29 391.8048),(30 390.13324),(31 390.3517),(32 390.50528),(33 388.6609),(34 386.48257),(35 385.19443),(36 386.36832),(37 388.219),(38 389.6548),(39 392.16962),(40 390.77118),(41 392.8629),(42 394.85254),(43 393.37802),(44 392.3843),(45 389.66055),(46 389.84),(47 389.8902),(48 388.37418),(49 388.7359),(50 387.15018),(51 386.691),(52 386.8246),(53 388.74985),(54 388.5378),(55 387.34122),(56 385.77982),(57 387.38937),(58 387.55212),(59 385.568),(60 380.91794),(61 382.3209),(62 382.7378),(63 384.91733),(64 385.8279),(65 387.46738),(66 385.1125),(67 385.99918),(68 386.01132),(69 384.71936),(70 383.5555),(71 387.80978),(72 384.29645),(73 386.8053),(74 387.38162),(75 390.127),(76 389.31155),(77 390.1669),(78 387.42166),(79 384.9126),
(1 142.97058),(2 187.62357),(3 216.86372),(4 236.79424),(5 253.36908),(6 269.88104),(7 279.98224),(8 293.70837),(9 303.11407),(10 313.1907),(11 322.27148),(12 327.48788),(13 331.44623),(14 333.91696),(15 337.55286),(16 338.68442),(17 345.0612),(18 349.25433),(19 352.4419),(20 355.59814),(21 361.98694),(22 363.89896),(23 365.22354),(24 366.0133),(25 366.03323),(26 366.96484),(27 369.05618),(28 371.07657),(29 369.52426),(30 371.4162),(31 372.6436),(32 373.69232),(33 373.26807),(34 374.35608),(35 373.57562),(36 374.76605),(37 375.9062),(38 379.7415),(39 380.83224),(40 380.7013),(41 381.4345),(42 381.46222),(43 381.0457),(44 380.69336),(45 382.57233),(46 385.968),(47 387.66837),(48 388.31955),(49 386.5233),(50 388.54782),(51 386.61548),(52 386.7449),(53 388.74127),(54 387.75122),(55 385.21503),(56 383.78897),(57 383.01816),(58 383.45505),(59 381.02234),(60 381.2636),(61 381.70352),(62 381.81625),(63 381.4445),(64 384.20953),(65 385.46292),(66 387.5542),(67 388.397),(68 389.76547),(69 388.40475),(70 387.2588),(71 389.98618),(72 387.2582),(73 386.6413),(74 387.3039),(75 388.70923),(76 390.56076),(77 391.37894),(78 391.22852),(79 390.95193),
(1 137.58217),(2 183.27863),(3 215.8049),(4 238.09126),(5 256.34833),(6 271.97177),(7 285.13614),(8 295.95605),(9 304.8948),(10 313.32254),(11 320.85254),(12 326.5679),(13 331.7185),(14 333.4414),(15 335.06702),(16 335.1812),(17 341.5565),(18 347.87454),(19 351.87964),(20 355.33405),(21 359.09415),(22 364.13293),(23 368.57605),(24 371.74915),(25 373.34335),(26 372.91888),(27 379.9697),(28 379.17554),(29 379.7708),(30 381.2572),(31 383.0972),(32 383.46896),(33 384.18234),(34 383.60995),(35 383.44537),(36 382.77304),(37 384.47183),(38 384.7082),(39 383.641),(40 383.55267),(41 383.30933),(42 380.9381),(43 380.90097),(44 381.78467),(45 382.70535),(46 386.77625),(47 385.7296),(48 386.43164),(49 385.27875),(50 386.69394),(51 388.89236),(52 389.07153),(53 392.30844),(54 390.5361),(55 390.723),(56 388.33987),(57 386.49677),(58 385.55338),(59 383.7064),(60 385.78696),(61 388.8844),(62 388.25793),(63 390.75385),(64 394.84042),(65 393.87692),(66 394.16705),(67 394.12054),(68 394.38586),(69 393.50955),(70 391.2593),(71 393.63925),(72 392.3181),(73 390.71317),(74 390.25375),(75 391.8145),(76 392.52182),(77 392.62183),(78 392.0494),(79 389.09955),
(1 137.12907),(2 181.43692),(3 212.01134),(4 233.02426),(5 252.70697),(6 264.25073),(7 277.01157),(8 292.03445),(9 299.82764),(10 305.72137),(11 314.31406),(12 319.46802),(13 322.05713),(14 321.5586),(15 321.5436),(16 323.21594),(17 330.68216),(18 335.00266),(19 336.9345),(20 343.53818),(21 347.75323),(22 353.67572),(23 355.63287),(24 360.21725),(25 358.7172),(26 359.4284),(27 366.6231),(28 368.63965),(29 369.14322),(30 371.15292),(31 370.04126),(32 369.2005),(33 366.2002),(34 367.1495),(35 367.26892),(36 365.71033),(37 366.94986),(38 365.5367),(39 364.40808),(40 363.81677),(41 364.0734),(42 364.63458),(43 363.83932),(44 366.09555),(45 368.30902),(46 367.4007),(47 367.09302),(48 366.74127),(49 366.2395),(50 365.6661),(51 365.03473),(52 364.30975),(53 364.37183),(54 363.51407),(55 361.75266),(56 359.7382),(57 359.9752),(58 359.22906),(59 359.5655),(60 359.18262),(61 363.6602),(62 363.69485),(63 366.18164),(64 369.92902),(65 371.16464),(66 372.73294),(67 377.23285),(68 382.89246),(69 381.4612),(70 381.22525),(71 382.449),(72 381.71506),(73 382.49002),(74 381.17688),(75 381.47345),(76 380.41077),(77 380.4732),(78 380.02847),(79 379.63702),
(1 136.43794),(2 177.84828),(3 204.08263),(4 227.12541),(5 243.89267),(6 258.68747),(7 268.91464),(8 282.52527),(9 288.4681),(10 295.55054),(11 306.94586),(12 310.4466),(13 315.66663),(14 317.13342),(15 319.10458),(16 320.427),(17 325.76767),(18 329.7261),(19 331.6202),(20 338.2676),(21 342.19446),(22 345.5715),(23 349.67764),(24 350.1033),(25 351.4341),(26 349.12662),(27 353.21475),(28 354.6646),(29 355.71606),(30 354.58432),(31 354.67902),(32 353.8555),(33 351.49753),(34 352.93057),(35 353.2255),(36 354.9278),(37 359.77988),(38 364.57166),(39 364.80643),(40 365.3294),(41 367.54218),(42 367.89743),(43 369.2946),(44 372.6329),(45 374.08276),(46 376.40552),(47 377.47107),(48 376.8254),(49 377.45654),(50 378.7372),(51 375.70523),(52 376.45212),(53 373.9471),(54 372.11618),(55 371.66278),(56 368.70886),(57 368.30963),(58 368.24704),(59 367.19385),(60 363.55646),(61 363.85507),(62 363.38138),(63 365.34866),(64 367.40012),(65 368.51102),(66 371.44327),(67 372.62997),(68 377.94025),(69 376.12982),(70 378.50266),(71 378.17618),(72 381.63513),(73 382.03802),(74 381.70786),(75 382.10068),(76 380.46338),(77 381.6456),(78 381.93875),(79 381.9901),
(1 136.7791),(2 181.35336),(3 208.88766),(4 233.73698),(5 250.61952),(6 264.7801),(7 276.4538),(8 290.7046),(9 297.99915),(10 305.7653),(11 314.9539),(12 320.80106),(13 328.13266),(14 329.00467),(15 332.08554),(16 333.196),(17 337.2851),(18 340.489),(19 344.81442),(20 350.18115),(21 350.85724),(22 354.56006),(23 357.15012),(24 358.4806),(25 356.7362),(26 356.22507),(27 360.0143),(28 361.5883),(29 362.379),(30 359.61575),(31 359.62927),(32 357.82153),(33 354.7671),(34 357.3168),(35 358.9521),(36 360.24228),(37 363.3718),(38 368.0866),(39 369.53174),(40 368.42847),(41 370.12442),(42 371.45795),(43 373.18558),(44 374.63718),(45 376.73767),(46 380.75803),(47 381.3872),(48 379.21014),(49 379.19226),(50 377.74918),(51 377.822),(52 381.43417),(53 382.03076),(54 380.53033),(55 379.50247),(56 377.59567),(57 378.41827),(58 381.81216),(59 380.55786),(60 380.736),(61 381.18652),(62 383.6037),(63 386.55408),(64 389.61328),(65 391.58118),(66 389.50006),(67 385.86346),(68 390.19122),(69 388.6738),(70 388.79028),(71 389.78888),(72 390.28683),(73 389.29288),(74 390.11536),(75 389.39355),(76 386.7107),(77 387.89154),(78 387.75974),(79 389.24734),
