1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 51.48793),(2 65.516594),(3 73.86395),(4 80.43754),(5 83.42375),(6 86.82679),(7 89.72602),(8 92.39087),(9 95.58641),(10 97.151375),(11 99.02882),(12 101.21633),(13 104.39838),(14 107.26326),(15 109.32639),(16 110.04699),(17 112.601105),(18 114.88877),(19 113.96444),(20 114.05249),(21 113.97952),(22 112.706924),(23 111.55637),(24 111.49555),(25 111.08376),(26 112.37817),(27 111.91233),(28 112.07178),(29 111.55074),(30 110.15494),(31 109.97392),(32 109.54082),(33 110.50374),(34 109.01642),(35 109.26729),(36 109.45103),(37 108.3978),(38 108.82956),(39 109.926254),(40 110.78168),(41 111.36878),(42 111.581406),(43 112.18),(44 111.34348),(45 112.08408),(46 111.93248),(47 111.47092),(48 110.84391),(49 110.50799),(50 111.804825),(51 111.14201),(52 111.4128),(53 111.38485),(54 112.05038),(55 113.316864),(56 113.52613),(57 113.62794),(58 113.65965),(59 115.015915),(60 115.35581),(61 115.41282),(62 116.220406),(63 117.47577),(64 117.22621),(65 118.086754),(66 119.48431),(67 119.88007),(68 119.65205),(69 120.33241),(70 121.39884),(71 121.7035),(72 121.96404),(73 123.07782),(74 122.73603),(75 123.59663),(76 124.25317),(77 124.43329),(78 124.31931),(79 124.33507),
(1 49.91624),(2 62.97314),(3 70.913216),(4 76.22477),(5 79.57621),(6 84.67672),(7 87.62271),(8 90.056564),(9 92.95565),(10 95.52404),(11 97.77405),(12 99.56542),(13 101.9669),(14 104.09244),(15 107.41328),(16 108.714806),(17 109.699615),(18 110.53167),(19 108.93239),(20 108.635315),(21 108.09915),(22 107.16266),(23 107.324234),(24 106.40866),(25 106.21317),(26 106.99623),(27 106.48363),(28 105.68622),(29 106.509445),(30 105.32224),(31 103.60889),(32 103.13808),(33 103.17151),(34 101.70006),(35 102.41111),(36 102.41923),(37 103.16423),(38 103.40907),(39 104.04723),(40 104.39485),(41 103.68662),(42 104.45677),(43 104.130844),(44 105.66947),(45 106.198425),(46 105.26457),(47 104.295364),(48 104.15523),(49 104.65374),(50 104.94619),(51 104.180664),(52 105.207695),(53 105.061485),(54 105.83944),(55 106.842384),(56 105.99421),(57 106.09689),(58 106.57914),(59 105.96939),(60 106.34681),(61 106.58975),(62 107.21571),(63 107.05238),(64 106.36064),(65 106.97675),(66 107.264),(67 107.707985),(68 108.62714),(69 110.4299),(70 112.02914),(71 111.57739),(72 112.83574),(73 114.53254),(74 114.89547),(75 115.03836),(76 115.459335),(77 116.5068),(78 117.40323),(79 117.95107),
(1 49.694942),(2 63.39103),(3 70.98858),(4 76.82049),(5 80.06579),(6 84.37213),(7 87.03054),(8 89.4642),(9 93.3042),(10 95.36801),(11 96.527954),(12 98.52649),(13 100.96666),(14 103.50325),(15 106.30925),(16 107.91157),(17 107.79966),(18 110.18728),(19 110.653305),(20 110.9326),(21 110.536835),(22 109.79321),(23 109.9756),(24 109.446144),(25 109.70219),(26 109.195335),(27 108.84696),(28 108.34725),(29 107.835),(30 106.00573),(31 105.2403),(32 104.48646),(33 104.49021),(34 104.18168),(35 104.92872),(36 105.10154),(37 105.0607),(38 106.494606),(39 107.389656),(40 107.45968),(41 107.09702),(42 107.31703),(43 107.141655),(44 107.35161),(45 108.07934),(46 109.331314),(47 109.69002),(48 109.71988),(49 109.840805),(50 110.05675),(51 110.474335),(52 110.79029),(53 111.01405),(54 112.07409),(55 112.43146),(56 113.37671),(57 113.872215),(58 115.19187),(59 114.32523),(60 114.74344),(61 114.458664),(62 115.81463),(63 115.77539),(64 116.41804),(65 117.68613),(66 119.57674),(67 119.33984),(68 119.84826),(69 121.89693),(70 122.24088),(71 122.4716),(72 122.68303),(73 123.54707),(74 124.14602),(75 123.64987),(76 123.233315),(77 122.399475),(78 122.645355),(79 123.38452),
(1 49.225986),(2 62.170166),(3 70.43209),(4 75.0617),(5 78.58418),(6 83.51436),(7 86.75611),(8 88.83189),(9 92.180084),(10 94.50361),(11 96.93074),(12 99.468704),(13 102.85414),(14 106.94128),(15 109.02142),(16 110.06193),(17 111.01853),(18 113.938286),(19 113.3761),(20 112.525986),(21 111.929405),(22 111.49714),(23 111.28068),(24 110.40151),(25 109.97568),(26 109.67088),(27 109.02854),(28 108.61726),(29 108.35999),(30 107.19652),(31 105.484955),(32 105.3194),(33 104.25695),(34 104.18001),(35 104.61114),(36 104.81531),(37 104.792625),(38 105.21922),(39 105.64513),(40 106.16846),(41 107.064064),(42 107.91342),(43 108.94358),(44 109.63355),(45 109.312325),(46 108.52944),(47 108.76656),(48 109.11371),(49 109.386856),(50 109.46322),(51 109.40008),(52 109.77077),(53 109.76772),(54 110.59901),(55 111.087616),(56 112.03014),(57 111.13247),(58 112.47559),(59 113.43221),(60 112.74299),(61 113.35699),(62 113.777084),(63 115.09391),(64 114.87885),(65 115.07659),(66 116.120186),(67 116.11651),(68 117.33752),(69 119.01521),(70 119.09658),(71 119.72634),(72 122.02791),(73 123.16188),(74 124.74464),(75 124.951904),(76 124.15676),(77 125.82397),(78 127.32411),(79 127.27944),
(1 50.156742),(2 63.61136),(3 71.12782),(4 76.84254),(5 80.22815),(6 84.44379),(7 88.19691),(8 90.96019),(9 95.51836),(10 97.76146),(11 100.67197),(12 102.52445),(13 105.39513),(14 108.52006),(15 109.72323),(16 110.68),(17 112.851944),(18 114.53583),(19 113.96111),(20 114.11429),(21 113.381454),(22 113.24332),(23 113.372055),(24 112.491646),(25 112.84084),(26 113.05259),(27 111.20177),(28 111.04032),(29 110.519875),(30 108.748215),(31 107.56777),(32 106.57075),(33 107.29692),(34 108.084526),(35 108.040436),(36 107.42499),(37 107.6257),(38 109.06336),(39 109.152084),(40 109.875404),(41 110.077354),(42 110.34924),(43 110.486),(44 110.37961),(45 109.96285),(46 110.29012),(47 110.93878),(48 110.68849),(49 110.76064),(50 110.505714),(51 110.28557),(52 110.80084),(53 112.26186),(54 111.6325),(55 112.04658),(56 112.66514),(57 112.06189),(58 112.481316),(59 113.21462),(60 113.743355),(61 113.50432),(62 112.83285),(63 114.01067),(64 114.42521),(65 114.69852),(66 116.02157),(67 116.49772),(68 117.084724),(69 117.17122),(70 116.912704),(71 117.74786),(72 119.57255),(73 120.75211),(74 121.923836),(75 123.15317),(76 123.29951),(77 123.21229),(78 123.399445),(79 123.851456),
(1 49.35666),(2 62.054253),(3 70.63498),(4 75.17371),(5 77.29514),(6 80.82734),(7 83.65932),(8 86.37695),(9 90.61624),(10 92.63668),(11 94.422195),(12 96.925),(13 100.1435),(14 102.80278),(15 106.139565),(16 106.85368),(17 108.04312),(18 108.970825),(19 108.84592),(20 109.66494),(21 109.000595),(22 109.53886),(23 109.27284),(24 109.41902),(25 109.93101),(26 109.658806),(27 109.2689),(28 107.90215),(29 107.483635),(30 106.37461),(31 105.68835),(32 104.59522),(33 103.62135),(34 103.79854),(35 103.29157),(36 102.55497),(37 104.55089),(38 105.194756),(39 106.10306),(40 106.28673),(41 106.14895),(42 106.412476),(43 107.56049),(44 107.53991),(45 107.31617),(46 107.64703),(47 107.843704),(48 107.79247),(49 108.282005),(50 107.762314),(51 108.88705),(52 109.60656),(53 109.35189),(54 110.07958),(55 111.953636),(56 112.409195),(57 112.145836),(58 112.304474),(59 112.07803),(60 112.86751),(61 112.73181),(62 114.47378),(63 115.67414),(64 115.69135),(65 117.78019),(66 118.45763),(67 119.32766),(68 120.38873),(69 120.89595),(70 121.602295),(71 121.98643),(72 123.02777),(73 124.34204),(74 125.15491),(75 126.24968),(76 126.38466),(77 126.60377),(78 126.45472),(79 125.99156),
(1 47.72184),(2 60.87046),(3 67.85686),(4 72.24756),(5 75.48021),(6 79.081955),(7 82.22954),(8 86.03218),(9 88.45248),(10 90.73884),(11 92.1746),(12 94.19247),(13 96.83918),(14 99.65409),(15 102.13652),(16 103.37037),(17 103.84208),(18 104.43764),(19 104.83488),(20 104.61776),(21 104.43433),(22 104.4848),(23 103.11464),(24 101.909645),(25 102.453766),(26 102.020805),(27 102.899734),(28 101.78622),(29 101.33647),(30 100.32036),(31 99.57221),(32 98.88787),(33 98.66869),(34 99.17966),(35 99.8542),(36 99.74428),(37 100.2049),(38 100.002754),(39 100.89129),(40 102.645515),(41 103.02016),(42 102.568474),(43 103.71901),(44 103.20629),(45 102.549805),(46 102.60231),(47 103.57545),(48 103.33558),(49 103.38706),(50 104.07944),(51 103.767654),(52 104.03822),(53 105.352),(54 105.47059),(55 106.57036),(56 106.42854),(57 106.25209),(58 107.55831),(59 107.761055),(60 107.67127),(61 107.99098),(62 108.58172),(63 109.49042),(64 108.79337),(65 109.77977),(66 111.65824),(67 111.5457),(68 111.895996),(69 111.75283),(70 113.24693),(71 113.501396),(72 114.16505),(73 114.474266),(74 113.7729),(75 114.48538),(76 114.0336),(77 113.19057),(78 113.22867),(79 112.789276),
(1 48.393867),(2 60.679073),(3 67.601425),(4 72.15463),(5 75.426796),(6 79.529366),(7 82.48793),(8 84.70859),(9 86.90048),(10 90.130226),(11 91.71812),(12 93.18259),(13 95.650246),(14 98.95947),(15 100.23546),(16 102.70867),(17 103.74099),(18 104.755516),(19 105.20999),(20 104.52554),(21 104.28542),(22 104.08412),(23 103.63387),(24 103.23528),(25 103.84563),(26 103.14137),(27 103.45581),(28 103.31682),(29 103.13789),(30 102.62175),(31 102.15766),(32 101.71708),(33 100.933334),(34 100.44015),(35 100.31606),(36 99.98899),(37 100.9026),(38 101.76087),(39 101.79727),(40 101.93414),(41 102.838974),(42 102.5686),(43 103.890015),(44 103.42282),(45 102.430176),(46 103.0572),(47 103.421616),(48 102.751),(49 102.10529),(50 102.65707),(51 101.767715),(52 101.950645),(53 102.17412),(54 102.01381),(55 101.82263),(56 101.80483),(57 100.61786),(58 101.5005),(59 101.68852),(60 102.196976),(61 102.48857),(62 103.01999),(63 103.81922),(64 103.07699),(65 104.18022),(66 104.88635),(67 103.98169),(68 105.20434),(69 105.838394),(70 107.0567),(71 107.37166),(72 107.67373),(73 108.645706),(74 108.88207),(75 109.17894),(76 109.81),(77 110.09025),(78 110.12484),(79 109.91487),
(1 47.238728),(2 58.917202),(3 65.51294),(4 68.893196),(5 72.41473),(6 75.52368),(7 78.81779),(8 81.84419),(9 84.32985),(10 86.09021),(11 87.166405),(12 88.76223),(13 89.63924),(14 92.43549),(15 93.97062),(16 94.9579),(17 94.81036),(18 96.99591),(19 96.028824),(20 96.83248),(21 97.5947),(22 97.80967),(23 97.95649),(24 97.44999),(25 97.9823),(26 96.72131),(27 96.90036),(28 97.20039),(29 96.37067),(30 95.62115),(31 95.47682),(32 95.47359),(33 96.33525),(34 96.21116),(35 96.505325),(36 96.82133),(37 97.22911),(38 98.28105),(39 98.91312),(40 99.38788),(41 99.46101),(42 99.70757),(43 100.737976),(44 100.253975),(45 101.03164),(46 100.957),(47 101.21349),(48 100.557274),(49 100.585724),(50 100.33547),(51 99.704346),(52 99.9548),(53 101.19171),(54 101.088615),(55 101.82313),(56 102.971664),(57 102.74348),(58 102.64764),(59 102.65898),(60 102.744865),(61 104.38329),(62 104.56861),(63 105.25923),(64 105.10079),(65 106.99839),(66 107.1717),(67 107.24829),(68 108.64936),(69 108.739975),(70 110.15776),(71 109.9345),(72 111.50214),(73 112.298485),(74 111.86044),(75 112.900925),(76 113.0764),(77 113.607666),(78 112.6359),(79 112.31431),
(1 46.132404),(2 57.723923),(3 64.394936),(4 69.43655),(5 72.302086),(6 74.4652),(7 77.429985),(8 79.20079),(9 81.57684),(10 83.32503),(11 84.28607),(12 85.36621),(13 87.89684),(14 90.58789),(15 93.79945),(16 94.59983),(17 95.06784),(18 97.39101),(19 97.522415),(20 96.431),(21 96.72345),(22 96.463326),(23 96.42492),(24 95.566376),(25 95.972565),(26 96.17774),(27 96.02613),(28 96.57165),(29 96.10484),(30 96.0784),(31 95.44921),(32 94.43566),(33 93.82105),(34 93.16081),(35 93.34952),(36 93.99502),(37 94.71274),(38 94.74306),(39 94.85938),(40 95.3178),(41 96.408875),(42 96.37544),(43 97.35317),(44 97.04907),(45 97.49493),(46 97.24366),(47 97.28161),(48 97.55801),(49 97.76266),(50 98.0948),(51 97.504585),(52 96.88384),(53 97.757675),(54 97.42511),(55 97.81087),(56 98.73836),(57 99.03284),(58 100.85528),(59 101.14147),(60 101.072395),(61 101.85968),(62 102.348915),(63 102.831795),(64 103.717606),(65 104.043594),(66 104.71389),(67 104.388916),(68 105.50328),(69 106.05831),(70 106.49692),(71 106.70647),(72 107.4663),(73 107.46208),(74 108.00119),(75 107.62961),(76 107.83442),(77 108.553635),(78 107.991554),(79 107.73721),
(1 46.49832),(2 57.89009),(3 64.616646),(4 69.098656),(5 71.56993),(6 74.53341),(7 76.87407),(8 79.95201),(9 81.76956),(10 85.238365),(11 85.791016),(12 87.56386),(13 89.259415),(14 91.685135),(15 93.82851),(16 93.88676),(17 94.42531),(18 95.255806),(19 95.73812),(20 94.773315),(21 95.16583),(22 94.23633),(23 93.31286),(24 93.42372),(25 94.08789),(26 93.310356),(27 93.770164),(28 94.21816),(29 93.60058),(30 93.76529),(31 93.17398),(32 92.82749),(33 92.740135),(34 92.45659),(35 92.89638),(36 93.14467),(37 93.46272),(38 93.914375),(39 94.9187),(40 95.085945),(41 95.24223),(42 95.28447),(43 96.32694),(44 96.075325),(45 96.76307),(46 96.72414),(47 96.19931),(48 96.01691),(49 96.17369),(50 95.87978),(51 95.816246),(52 95.71896),(53 96.31981),(54 96.40758),(55 96.86165),(56 97.510544),(57 96.531425),(58 96.820045),(59 97.34849),(60 96.84344),(61 95.679375),(62 96.15341),(63 96.126205),(64 96.65775),(65 97.0993),(66 97.9186),(67 97.47359),(68 98.34951),(69 97.82252),(70 98.60027),(71 98.37716),(72 98.612175),(73 99.89698),(74 100.71914),(75 101.498695),(76 101.65347),(77 101.49056),(78 102.41211),(79 102.918945),
(1 46.24394),(2 58.31832),(3 65.16492),(4 69.97338),(5 73.21483),(6 76.607574),(7 79.82179),(8 81.74889),(9 84.35967),(10 86.875114),(11 88.24804),(12 90.01489),(13 92.67534),(14 94.578285),(15 96.554436),(16 97.244995),(17 97.00134),(18 98.1011),(19 98.08198),(20 97.46458),(21 96.94805),(22 96.661545),(23 96.1452),(24 96.02794),(25 96.303345),(26 95.410965),(27 95.713104),(28 95.35028),(29 96.330795),(30 96.76797),(31 96.7319),(32 96.57763),(33 95.96634),(34 95.8501),(35 95.91392),(36 96.39111),(37 97.03312),(38 97.24948),(39 97.9589),(40 98.7771),(41 99.22796),(42 98.8775),(43 99.52516),(44 99.99705),(45 100.09659),(46 101.160736),(47 101.989685),(48 101.92104),(49 102.455345),(50 101.89534),(51 101.37844),(52 101.769005),(53 102.29037),(54 102.51771),(55 102.36422),(56 103.941864),(57 103.74),(58 104.50018),(59 103.760284),(60 104.200005),(61 103.814865),(62 104.36483),(63 104.68715),(64 105.87144),(65 107.20993),(66 107.96779),(67 107.98275),(68 108.10522),(69 109.289955),(70 108.72087),(71 109.4683),(72 109.61539),(73 110.81536),(74 110.787605),(75 111.69069),(76 112.53247),(77 112.332115),(78 111.963295),(79 112.607574),
(1 46.235878),(2 58.50555),(3 65.249794),(4 69.88191),(5 72.72417),(6 75.83194),(7 79.04736),(8 81.85089),(9 83.98907),(10 86.28462),(11 86.82068),(12 88.83338),(13 91.51527),(14 93.64749),(15 96.1679),(16 96.591225),(17 96.63235),(18 96.92112),(19 97.94557),(20 97.3412),(21 97.089134),(22 96.74106),(23 95.81501),(24 95.39545),(25 95.818405),(26 95.61475),(27 95.88748),(28 94.95615),(29 94.404106),(30 95.276535),(31 94.54067),(32 94.76718),(33 94.82485),(34 95.46517),(35 95.310356),(36 95.89403),(37 96.31403),(38 96.138115),(39 96.70952),(40 97.224724),(41 98.691475),(42 99.22638),(43 99.95009),(44 100.95227),(45 100.592125),(46 101.672615),(47 102.697754),(48 101.629295),(49 102.07627),(50 102.40826),(51 102.77624),(52 103.146164),(53 103.63518),(54 103.08654),(55 103.103745),(56 103.498436),(57 104.388054),(58 104.51937),(59 103.4835),(60 103.62312),(61 104.418495),(62 105.349915),(63 106.07353),(64 105.76833),(65 107.29525),(66 107.73266),(67 108.07952),(68 108.369446),(69 109.43599),(70 109.69839),(71 111.26076),(72 112.05345),(73 113.383095),(74 113.76457),(75 112.454),(76 113.32571),(77 112.529785),(78 112.52808),(79 112.82078),
(1 44.730972),(2 55.66349),(3 62.584866),(4 65.885216),(5 69.64723),(6 72.16587),(7 74.748856),(8 76.16309),(9 78.816505),(10 81.41126),(11 82.79738),(12 85.27743),(13 87.637794),(14 90.07428),(15 91.005356),(16 91.49956),(17 92.2772),(18 92.89504),(19 93.25267),(20 92.30466),(21 92.12252),(22 92.20236),(23 91.617455),(24 91.32183),(25 91.45041),(26 90.87539),(27 90.25403),(28 90.76334),(29 89.17696),(30 89.68261),(31 88.12574),(32 88.44294),(33 88.80686),(34 89.04324),(35 89.07488),(36 89.88932),(37 90.56486),(38 90.3502),(39 91.61792),(40 92.26565),(41 92.55581),(42 92.80124),(43 93.11889),(44 92.97073),(45 93.41642),(46 94.321625),(47 95.260376),(48 94.916824),(49 94.82178),(50 95.158714),(51 95.06608),(52 94.81964),(53 94.27834),(54 94.433586),(55 94.05211),(56 93.74546),(57 93.74938),(58 94.03185),(59 93.940735),(60 93.516884),(61 93.462814),(62 93.98774),(63 93.89457),(64 94.16589),(65 94.56025),(66 94.81206),(67 95.40665),(68 95.20641),(69 96.137535),(70 96.82556),(71 97.812874),(72 98.41247),(73 98.93307),(74 99.935936),(75 100.50236),(76 100.023445),(77 100.47277),(78 100.12183),(79 100.325325),
(1 45.551758),(2 57.067566),(3 63.271362),(4 67.03688),(5 70.01749),(6 72.45411),(7 75.15832),(8 77.63595),(9 80.38639),(10 81.55877),(11 83.3288),(12 84.88564),(13 86.3982),(14 89.60316),(15 90.19324),(16 90.916336),(17 91.924736),(18 93.72797),(19 94.9695),(20 93.71707),(21 94.54026),(22 94.23702),(23 94.069954),(24 94.000656),(25 94.606705),(26 94.13286),(27 93.76799),(28 93.21645),(29 92.64123),(30 93.37153),(31 92.41609),(32 92.543),(33 92.87639),(34 92.34193),(35 92.840225),(36 92.74817),(37 93.65501),(38 93.85486),(39 95.0944),(40 95.53563),(41 96.298386),(42 97.558395),(43 97.41219),(44 97.305984),(45 98.26608),(46 98.32416),(47 98.29905),(48 98.50442),(49 99.05953),(50 98.825645),(51 98.52879),(52 98.82784),(53 100.166855),(54 100.13181),(55 100.74222),(56 101.23879),(57 101.78474),(58 102.16946),(59 102.538734),(60 102.05035),(61 102.248184),(62 102.87469),(63 103.61108),(64 103.49357),(65 103.887566),(66 103.767685),(67 103.79403),(68 104.36946),(69 105.19849),(70 105.93417),(71 106.39321),(72 107.28065),(73 107.93128),(74 108.00419),(75 107.771194),(76 107.18018),(77 107.194405),(78 107.858246),(79 108.088524),
(1 44.54384),(2 55.418777),(3 62.20797),(4 65.736115),(5 69.0852),(6 72.43527),(7 74.481865),(8 77.17598),(9 80.170555),(10 81.55577),(11 83.53247),(12 85.289505),(13 87.64994),(14 90.56654),(15 91.71913),(16 91.00334),(17 91.984726),(18 93.46928),(19 94.65581),(20 93.6662),(21 94.24295),(22 93.5472),(23 93.185745),(24 93.12134),(25 93.07815),(26 93.04687),(27 93.43267),(28 93.41922),(29 92.596695),(30 92.95601),(31 92.027336),(32 92.57066),(33 92.89161),(34 92.90905),(35 93.43045),(36 94.17113),(37 94.55916),(38 94.78304),(39 94.676865),(40 94.82137),(41 96.43787),(42 96.23736),(43 97.271774),(44 97.553024),(45 98.442825),(46 97.83044),(47 97.70253),(48 97.5082),(49 97.911354),(50 97.551125),(51 97.669525),(52 98.45581),(53 98.07572),(54 98.00504),(55 98.00293),(56 98.457535),(57 97.59226),(58 98.73268),(59 99.44199),(60 99.1654),(61 100.393456),(62 100.117836),(63 100.44658),(64 100.342735),(65 100.23331),(66 100.787865),(67 101.21788),(68 101.67002),(69 102.10149),(70 103.22162),(71 103.9348),(72 104.10413),(73 104.537254),(74 103.50947),(75 103.187805),(76 103.4054),(77 103.34043),(78 103.65121),(79 103.37495),
(1 44.087856),(2 55.418262),(3 62.505703),(4 67.05986),(5 69.16802),(6 72.2597),(7 74.65483),(8 76.45184),(9 78.259674),(10 79.307625),(11 80.610146),(12 82.47281),(13 84.28963),(14 86.48543),(15 87.34132),(16 87.38057),(17 87.41964),(18 88.787796),(19 89.38543),(20 88.68466),(21 90.07305),(22 89.77918),(23 89.21325),(24 89.133415),(25 89.533066),(26 88.62883),(27 89.39709),(28 89.150734),(29 88.74299),(30 89.25987),(31 87.807365),(32 87.76565),(33 88.14305),(34 88.54993),(35 88.4787),(36 88.618),(37 88.79707),(38 88.74173),(39 88.84826),(40 90.28098),(41 91.12379),(42 90.751236),(43 90.93769),(44 91.34676),(45 90.35601),(46 90.2717),(47 90.41649),(48 90.04867),(49 90.09174),(50 90.33008),(51 90.71288),(52 90.1102),(53 90.64941),(54 89.97916),(55 89.822174),(56 90.83241),(57 91.28757),(58 91.64405),(59 91.34),(60 90.99965),(61 90.43789),(62 90.84913),(63 91.3511),(64 91.273674),(65 91.36979),(66 90.46086),(67 91.51744),(68 91.97887),(69 93.41101),(70 93.230995),(71 93.02351),(72 93.8057),(73 94.92503),(74 95.72024),(75 95.62951),(76 95.40487),(77 96.17421),(78 95.973366),(79 96.03487),
(1 44.01143),(2 56.157566),(3 62.801807),(4 66.614334),(5 69.66974),(6 71.59741),(7 73.82194),(8 76.20555),(9 78.48739),(10 79.37315),(11 81.30686),(12 82.744576),(13 85.05783),(14 86.32098),(15 87.3105),(16 87.993484),(17 88.69798),(18 89.905174),(19 90.655914),(20 90.424225),(21 91.1287),(22 91.04635),(23 90.99979),(24 90.90891),(25 90.30655),(26 89.49902),(27 89.87775),(28 89.1416),(29 89.01349),(30 89.00365),(31 88.06753),(32 88.36886),(33 89.38554),(34 89.17685),(35 89.28044),(36 89.60728),(37 89.6715),(38 89.9726),(39 89.978),(40 90.64682),(41 91.26084),(42 92.0493),(43 92.520874),(44 92.88261),(45 93.177795),(46 92.95817),(47 93.38368),(48 93.02817),(49 93.14558),(50 93.22141),(51 93.949814),(52 93.77088),(53 94.601326),(54 94.78065),(55 95.66974),(56 96.172195),(57 96.05501),(58 97.92715),(59 98.25283),(60 97.91938),(61 98.6698),(62 99.037315),(63 99.370346),(64 100.02562),(65 99.61324),(66 99.77768),(67 99.822945),(68 99.446365),(69 99.23954),(70 100.04241),(71 100.05614),(72 101.263466),(73 102.002975),(74 101.76346),(75 102.32338),(76 102.44894),(77 101.67778),(78 102.48845),(79 101.895256),
