1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 196009.19),(2 710338.2),(3 1457308),(4 2307633.8),(5 3225780),(6 4162388.8),(7 5049569.5),(8 5923892),(9 6726832),(10 7554110),(11 8528691),(12 9454508),(13 10412235),(14 11324301),(15 11991291),(16 12629123),(17 13236179),(18 13854272),(19 14420005),(20 14823036),(21 15261256),(22 15627435),(23 15709832),(24 15701704),(25 15633560),(26 15628277),(27 15687955),(28 15942365),(29 16379875),(30 17101696),(31 17923294),(32 18790328),(33 19381064),(34 19784264),(35 20170422),(36 20513216),(37 20707066),(38 20883256),(39 21300574),(40 21838496),(41 22642042),(42 23507760),(43 24391958),(44 25365534),(45 26340842),(46 27074362),(47 27673930),(48 27977994),(49 27876198),(50 27612822),(51 27383818),(52 27150726),(53 26992470),(54 26875144),(55 26871834),(56 27006402),(57 27394352),(58 27822848),(59 28306282),(60 28745554),(61 29114554),(62 29454474),(63 29795184),(64 29897630),(65 29971096),(66 29975090),(67 29858208),(68 29891606),(69 29818302),(70 29835526),(71 29963962),(72 30234306),(73 30643246),(74 31080814),(75 31560970),(76 32235830),(77 32982754),(78 33548784),(79 33895852),
(1 62.30354),(2 70.9328),(3 76.2406),(4 79.660034),(5 83.02314),(6 86.17632),(7 88.65359),(8 89.93956),(9 91.98883),(10 93.40466),(11 94.61041),(12 94.85798),(13 97.11688),(14 97.746254),(15 97.59215),(16 97.275955),(17 97.04195),(18 98.20239),(19 98.16361),(20 98.61713),(21 97.140785),(22 97.74559),(23 97.96973),(24 98.187195),(25 99.03862),(26 98.46089),(27 96.48712),(28 96.91228),(29 97.01957),(30 96.51869),(31 95.375786),(32 96.65385),(33 96.474),(34 97.60833),(35 97.321335),(36 98.26833),(37 98.245926),(38 99.02945),(39 98.117226),(40 98.328964),(41 98.764984),(42 100.41048),(43 100.23021),(44 100.74631),(45 100.84241),(46 101.93964),(47 103.084175),(48 102.771774),(49 103.52682),(50 103.74399),(51 102.33672),(52 103.14381),(53 103.01015),(54 103.49356),(55 103.89949),(56 103.26198),(57 102.871796),(58 102.62392),(59 102.3409),(60 102.20003),(61 101.98636),(62 101.30654),(63 99.914444),(64 100.21456),(65 99.318016),(66 99.26456),(67 99.4211),(68 100.50064),(69 99.704994),(70 100.61616),(71 100.064186),(72 100.68855),(73 101.764114),(74 102.12256),(75 101.918274),(76 102.78379),(77 101.32356),(78 101.855774),(79 102.11578),
(1 61.76659),(2 70.718185),(3 75.8297),(4 79.8545),(5 83.68504),(6 86.60433),(7 88.144905),(8 89.38823),(9 90.51226),(10 92.87405),(11 92.85431),(12 94.530594),(13 95.69222),(14 96.599236),(15 96.366325),(16 96.740105),(17 96.51749),(18 97.76559),(19 97.20703),(20 98.09196),(21 97.84259),(22 97.11473),(23 96.71862),(24 96.69338),(25 97.108475),(26 97.80662),(27 96.1141),(28 96.564095),(29 97.33044),(30 97.0272),(31 97.09325),(32 97.20726),(33 97.00502),(34 96.68405),(35 97.98566),(36 99.114685),(37 99.158676),(38 99.744576),(39 99.56034),(40 100.106926),(41 100.10669),(42 100.24512),(43 100.380394),(44 100.91335),(45 102.18844),(46 102.93698),(47 103.45533),(48 104.54606),(49 103.999084),(50 105.042755),(51 104.76733),(52 104.262856),(53 104.12674),(54 103.606964),(55 103.59369),(56 102.84757),(57 102.86212),(58 101.50669),(59 101.750275),(60 101.472725),(61 101.99421),(62 101.846375),(63 100.63076),(64 100.45504),(65 100.497795),(66 100.80893),(67 101.65265),(68 101.38861),(69 102.288216),(70 101.030174),(71 102.2329),(72 102.01742),(73 101.88992),(74 102.83309),(75 102.47282),(76 102.70086),(77 102.66756),(78 104.03692),(79 103.14312),
(1 61.46204),(2 71.02647),(3 76.50894),(4 80.74859),(5 84.371185),(6 86.73182),(7 87.991196),(8 89.6991),(9 90.213715),(10 91.31923),(11 93.2551),(12 93.96095),(13 95.640495),(14 97.249565),(15 95.451225),(16 95.733345),(17 95.56342),(18 97.08366),(19 96.28926),(20 95.52237),(21 95.77243),(22 96.90879),(23 96.593575),(24 96.92533),(25 96.405945),(26 97.08669),(27 96.23735),(28 96.785355),(29 97.55507),(30 97.82415),(31 97.974815),(32 97.94839),(33 98.8715),(34 97.966934),(35 98.51092),(36 99.12546),(37 98.94272),(38 100.17826),(39 99.02545),(40 99.71716),(41 100.79956),(42 100.26706),(43 100.567604),(44 100.46506),(45 101.2709),(46 102.08562),(47 101.67713),(48 102.94301),(49 103.42523),(50 104.02442),(51 102.54017),(52 103.74663),(53 103.317604),(54 104.77616),(55 103.67158),(56 103.63371),(57 104.33629),(58 103.03716),(59 101.410355),(60 102.0872),(61 102.8932),(62 101.714294),(63 100.92506),(64 100.97518),(65 100.593506),(66 101.405075),(67 101.691025),(68 101.87843),(69 102.61962),(70 102.666214),(71 102.21588),(72 101.31294),(73 103.224304),(74 103.24586),(75 102.04832),(76 102.32744),(77 102.45491),(78 102.66525),(79 102.28196),
(1 61.87048),(2 71.0162),(3 77.50169),(4 81.92514),(5 85.769615),(6 87.96126),(7 89.98153),(8 90.83395),(9 92.29812),(10 93.72755),(11 94.633736),(12 96.50679),(13 98.106674),(14 98.37956),(15 96.230675),(16 97.75338),(17 97.405235),(18 98.59136),(19 97.579185),(20 98.44056),(21 98.352005),(22 98.94544),(23 98.35263),(24 98.246735),(25 98.96272),(26 98.90341),(27 96.638466),(28 96.810326),(29 97.44943),(30 97.65518),(31 97.71363),(32 98.40699),(33 99.72729),(34 99.19185),(35 99.62818),(36 99.23738),(37 99.75942),(38 99.673386),(39 99.33218),(40 100.34915),(41 100.39355),(42 99.776596),(43 100.79749),(44 101.134705),(45 101.55179),(46 101.49431),(47 102.24213),(48 103.22803),(49 103.77365),(50 105.26221),(51 104.19812),(52 105.298164),(53 104.05094),(54 105.11408),(55 104.81752),(56 104.93477),(57 104.85677),(58 103.97725),(59 103.68519),(60 102.55015),(61 103.22223),(62 102.119736),(63 101.32319),(64 101.147736),(65 102.18278),(66 102.725395),(67 103.45054),(68 103.69529),(69 103.75834),(70 102.60565),(71 103.330795),(72 103.15903),(73 103.83388),(74 103.71202),(75 103.44367),(76 104.130486),(77 104.12483),(78 105.134605),(79 103.87392),
(1 60.00306),(2 69.39484),(3 74.5884),(4 78.507576),(5 81.826065),(6 84.34494),(7 86.06676),(8 87.760315),(9 88.63011),(10 90.29548),(11 90.69951),(12 91.5236),(13 93.04918),(14 93.23887),(15 92.981544),(16 92.83205),(17 93.11721),(18 94.76686),(19 94.54317),(20 93.50297),(21 93.8965),(22 94.77073),(23 94.356384),(24 94.90929),(25 96.08587),(26 96.96031),(27 94.96285),(28 94.80841),(29 95.457016),(30 95.18197),(31 95.50693),(32 95.19591),(33 96.527626),(34 95.50862),(35 96.364586),(36 95.880684),(37 97.226135),(38 97.470085),(39 97.11715),(40 98.008804),(41 97.49135),(42 99.290665),(43 99.54718),(44 99.56745),(45 100.869934),(46 99.53605),(47 100.29301),(48 101.97648),(49 102.89579),(50 103.49505),(51 103.88667),(52 103.38046),(53 103.48504),(54 103.94735),(55 103.683334),(56 102.92993),(57 102.37154),(58 100.99198),(59 100.94999),(60 101.26927),(61 101.30722),(62 101.00619),(63 99.42727),(64 100.29679),(65 100.78744),(66 100.12474),(67 100.66522),(68 100.9505),(69 101.491875),(70 99.8204),(71 100.7563),(72 100.70031),(73 100.48983),(74 99.5994),(75 99.531044),(76 100.109146),(77 100.02839),(78 101.45919),(79 100.495544),
(1 60.280476),(2 69.65398),(3 74.38537),(4 78.88822),(5 82.1529),(6 85.48406),(7 86.35879),(8 88.001526),(9 88.48592),(10 90.610695),(11 91.271126),(12 93.0039),(13 93.93111),(14 95.06097),(15 95.62401),(16 95.608),(17 95.725945),(18 97.52906),(19 96.847595),(20 96.40688),(21 95.68141),(22 96.03734),(23 95.79479),(24 97.02014),(25 96.504616),(26 96.47297),(27 95.08608),(28 95.46019),(29 95.658226),(30 95.84326),(31 95.69707),(32 96.18381),(33 97.87769),(34 97.56069),(35 97.563896),(36 97.68811),(37 97.66502),(38 98.91599),(39 97.31415),(40 97.31167),(41 98.9092),(42 99.3782),(43 100.18469),(44 100.33443),(45 99.68172),(46 100.82092),(47 101.543236),(48 101.99918),(49 102.51757),(50 102.88875),(51 101.00652),(52 101.81418),(53 102.44857),(54 102.805885),(55 102.618805),(56 103.08745),(57 102.375015),(58 102.33603),(59 100.86531),(60 100.4085),(61 101.47559),(62 100.75173),(63 99.69209),(64 100.365524),(65 100.40014),(66 101.66042),(67 100.0874),(68 100.47613),(69 100.32637),(70 99.91511),(71 100.2515),(72 100.18955),(73 101.47845),(74 101.48578),(75 99.55495),(76 99.57047),(77 99.772995),(78 100.389725),(79 99.809875),
(1 60.010334),(2 69.27371),(3 74.14424),(4 78.389694),(5 81.92346),(6 84.970726),(7 86.22653),(8 86.64268),(9 87.806984),(10 89.27695),(11 90.19944),(12 92.07982),(13 93.36777),(14 94.88329),(15 95.68008),(16 95.627045),(17 95.05666),(18 95.85539),(19 95.61909),(20 94.938225),(21 94.21306),(22 94.05837),(23 94.13127),(24 94.57312),(25 94.62228),(26 94.62335),(27 94.405235),(28 94.43287),(29 94.606606),(30 94.5896),(31 94.6939),(32 94.42588),(33 95.31745),(34 95.65952),(35 95.34778),(36 95.76443),(37 96.657715),(38 96.68713),(39 96.29632),(40 97.159935),(41 97.75452),(42 98.26313),(43 99.37196),(44 99.22314),(45 99.33146),(46 99.84801),(47 101.049644),(48 102.35522),(49 102.65709),(50 103.01976),(51 102.253296),(52 102.963875),(53 103.341225),(54 102.41757),(55 101.76525),(56 102.05211),(57 102.26996),(58 102.065636),(59 100.431725),(60 99.28032),(61 100.094284),(62 100.39013),(63 99.43136),(64 99.57239),(65 99.26424),(66 99.638245),(67 99.27458),(68 99.29681),(69 100.5331),(70 100.036156),(71 100.743744),(72 101.05843),(73 99.84184),(74 100.25482),(75 99.66688),(76 100.99299),(77 101.13127),(78 101.75899),(79 102.135605),
(1 59.96831),(2 69.70456),(3 73.6148),(4 78.383736),(5 81.69216),(6 85.74685),(7 86.40957),(8 86.57247),(9 89.149475),(10 89.723816),(11 91.07633),(12 93.01223),(13 94.0822),(14 93.87477),(15 94.112946),(16 94.165504),(17 94.73218),(18 95.86598),(19 94.97011),(20 95.63855),(21 95.00848),(22 94.75686),(23 93.97962),(24 94.554474),(25 94.87088),(26 95.16159),(27 95.52819),(28 95.49416),(29 94.22692),(30 95.10863),(31 94.58723),(32 95.54243),(33 94.89873),(34 94.9155),(35 95.69626),(36 96.35238),(37 96.60271),(38 96.25563),(39 94.69503),(40 96.049675),(41 96.13467),(42 96.41248),(43 97.2946),(44 97.68963),(45 97.90442),(46 98.733665),(47 99.55313),(48 99.73904),(49 100.70654),(50 101.51585),(51 99.91637),(52 99.599365),(53 99.25132),(54 99.57872),(55 99.073456),(56 99.6541),(57 99.90209),(58 98.80199),(59 98.0568),(60 98.10523),(61 97.7741),(62 97.456894),(63 97.42865),(64 97.400154),(65 98.05711),(66 98.072556),(67 99.42128),(68 98.5327),(69 99.36185),(70 99.41495),(71 99.48638),(72 99.04494),(73 99.55002),(74 98.991325),(75 98.79289),(76 99.2888),(77 99.608665),(78 100.16897),(79 101.217255),
(1 58.359898),(2 68.098885),(3 72.490875),(4 77.39344),(5 79.545425),(6 83.11636),(7 84.25674),(8 85.606316),(9 86.220665),(10 87.728035),(11 88.800545),(12 90.53032),(13 91.42457),(14 91.85787),(15 91.63446),(16 92.52911),(17 92.34217),(18 93.12112),(19 92.60381),(20 93.33747),(21 93.323616),(22 92.775635),(23 92.923676),(24 93.58232),(25 94.345406),(26 94.34021),(27 92.961975),(28 93.24852),(29 94.10614),(30 93.57002),(31 93.44106),(32 93.412605),(33 94.76287),(34 94.7298),(35 95.41074),(36 95.845856),(37 96.59789),(38 97.06205),(39 96.33041),(40 96.09985),(41 96.27359),(42 96.797134),(43 97.28895),(44 96.91818),(45 98.28602),(46 97.0475),(47 96.96901),(48 98.241455),(49 98.21902),(50 98.65215),(51 98.55704),(52 99.181625),(53 99.46124),(54 99.71035),(55 100.299866),(56 101.05992),(57 99.34322),(58 98.94756),(59 98.79998),(60 99.11133),(61 98.32315),(62 98.16692),(63 98.47874),(64 97.053345),(65 96.93634),(66 97.10256),(67 97.0731),(68 98.40663),(69 97.98115),(70 97.93808),(71 97.970436),(72 98.0885),(73 97.953064),(74 98.453545),(75 97.1273),(76 97.32604),(77 98.32086),(78 98.12252),(79 97.88678),
(1 57.28801),(2 66.87903),(3 72.20827),(4 75.58387),(5 79.98137),(6 82.04772),(7 82.57897),(8 84.38414),(9 85.46978),(10 87.94561),(11 88.835884),(12 90.06318),(13 90.49045),(14 92.07315),(15 91.38936),(16 91.78343),(17 91.94415),(18 93.607834),(19 92.64652),(20 92.97251),(21 92.92588),(22 93.4543),(23 92.84748),(24 92.17437),(25 92.91098),(26 93.27385),(27 92.05134),(28 92.24364),(29 92.989944),(30 94.07879),(31 94.07449),(32 93.960106),(33 93.96131),(34 93.55644),(35 93.718735),(36 93.66912),(37 94.07829),(38 95.100876),(39 95.02678),(40 95.231964),(41 95.36053),(42 95.109764),(43 95.94164),(44 96.54321),(45 97.312706),(46 97.17526),(47 96.68059),(48 98.10774),(49 98.42096),(50 99.0937),(51 98.47653),(52 99.14518),(53 98.40107),(54 99.31199),(55 99.715775),(56 98.41526),(57 97.93246),(58 98.24181),(59 97.87063),(60 98.07125),(61 98.23531),(62 97.18599),(63 96.11133),(64 96.19151),(65 95.85523),(66 97.051796),(67 95.45562),(68 96.492165),(69 97.27488),(70 97.213135),(71 97.59874),(72 96.451195),(73 97.312706),(74 96.59568),(75 96.82435),(76 96.55979),(77 96.18957),(78 97.63442),(79 97.745),
(1 58.576458),(2 67.47634),(3 73.17177),(4 76.86459),(5 80.44898),(6 83.136475),(7 83.85031),(8 85.563126),(9 86.216095),(10 88.24554),(11 89.1822),(12 90.321205),(13 92.22755),(14 94.17992),(15 93.58355),(16 92.2335),(17 93.53532),(18 93.28876),(19 93.64301),(20 93.09614),(21 93.7219),(22 93.34741),(23 93.46991),(24 92.5758),(25 93.63921),(26 93.768555),(27 91.916016),(28 92.13859),(29 91.48634),(30 92.168686),(31 91.61437),(32 92.448906),(33 93.5258),(34 93.165146),(35 94.24093),(36 95.84233),(37 96.45439),(38 96.766174),(39 95.82112),(40 97.075775),(41 97.201546),(42 97.41261),(43 97.09328),(44 97.447655),(45 97.907585),(46 99.1582),(47 99.41298),(48 99.67533),(49 100.567635),(50 100.833176),(51 100.69658),(52 101.340256),(53 101.5424),(54 101.69164),(55 101.15556),(56 100.37515),(57 100.73867),(58 99.944),(59 99.08949),(60 99.392494),(61 99.16233),(62 99.36205),(63 98.6203),(64 98.8371),(65 99.86232),(66 99.921364),(67 100.24308),(68 100.48123),(69 100.614296),(70 99.48441),(71 99.37788),(72 99.479034),(73 99.08755),(74 98.743126),(75 97.512825),(76 97.615456),(77 97.72662),(78 97.60789),(79 97.70838),
(1 58.11791),(2 66.23647),(3 71.89202),(4 76.42656),(5 79.07441),(6 82.093216),(7 83.02309),(8 85.72993),(9 87.4423),(10 89.685555),(11 90.465935),(12 91.360016),(13 93.214),(14 93.39022),(15 92.7806),(16 93.98655),(17 93.64014),(18 94.162),(19 94.23308),(20 95.09201),(21 94.45435),(22 94.25316),(23 94.257195),(24 93.08143),(25 93.38953),(26 94.01587),(27 92.706116),(28 92.54068),(29 92.42329),(30 92.72761),(31 92.44201),(32 91.39665),(33 92.941956),(34 94.25462),(35 94.12915),(36 94.772446),(37 94.422264),(38 95.14788),(39 94.51023),(40 95.53554),(41 95.685776),(42 95.66291),(43 96.536156),(44 96.799576),(45 97.05192),(46 96.164),(47 97.09245),(48 97.60504),(49 98.22366),(50 98.09166),(51 97.69752),(52 98.39382),(53 99.52041),(54 99.637314),(55 99.567566),(56 98.346924),(57 99.079735),(58 98.2146),(59 98.32148),(60 97.151886),(61 96.75299),(62 97.42011),(63 95.35203),(64 96.547844),(65 96.78847),(66 97.18553),(67 97.230034),(68 97.791245),(69 98.37831),(70 97.95479),(71 98.05459),(72 97.83414),(73 98.181625),(74 98.283066),(75 97.86005),(76 98.34895),(77 98.51432),(78 98.69706),(79 98.82507),
(1 56.759712),(2 65.48739),(3 69.872345),(4 74.61214),(5 77.45369),(6 80.80012),(7 81.51412),(8 84.0395),(9 85.80296),(10 86.60797),(11 87.47863),(12 89.189224),(13 90.649635),(14 90.70793),(15 90.9347),(16 91.07502),(17 91.278915),(18 91.27859),(19 91.40095),(20 91.484276),(21 90.92604),(22 91.61942),(23 90.530266),(24 91.33014),(25 91.76459),(26 91.89719),(27 90.93668),(28 91.19174),(29 90.87138),(30 90.459946),(31 90.397514),(32 90.75928),(33 91.44261),(34 91.65968),(35 91.93326),(36 92.59311),(37 93.38535),(38 93.21618),(39 92.56006),(40 93.204),(41 93.49962),(42 94.83487),(43 95.05458),(44 95.35312),(45 95.11575),(46 95.812546),(47 95.06808),(48 96.27407),(49 97.08032),(50 97.72095),(51 97.3224),(52 97.677124),(53 97.82131),(54 97.58397),(55 98.4305),(56 97.56513),(57 97.3003),(58 96.373634),(59 97.09872),(60 96.93879),(61 96.48668),(62 96.870766),(63 95.18388),(64 95.45829),(65 94.744125),(66 95.37607),(67 96.633766),(68 96.648796),(69 97.74565),(70 96.96662),(71 96.72805),(72 96.6666),(73 97.816284),(74 97.31705),(75 96.63507),(76 96.0267),(77 96.83021),(78 97.821625),(79 96.59633),
(1 56.85102),(2 65.514656),(3 71.480736),(4 74.980415),(5 77.961426),(6 80.89294),(7 82.497215),(8 83.008224),(9 84.55419),(10 86.20265),(11 86.60986),(12 87.25956),(13 88.38177),(14 89.62172),(15 89.48988),(16 90.09702),(17 90.29776),(18 91.16876),(19 90.938034),(20 91.85751),(21 91.12089),(22 91.91344),(23 91.50855),(24 92.21549),(25 92.742485),(26 92.41397),(27 91.0522),(28 91.9929),(29 91.54203),(30 91.75225),(31 91.12335),(32 92.009315),(33 93.49859),(34 92.52771),(35 93.78704),(36 93.733765),(37 94.4677),(38 94.86715),(39 93.79894),(40 94.262344),(41 94.72692),(42 94.87488),(43 94.491516),(44 96.17073),(45 96.639336),(46 97.03028),(47 96.754234),(48 97.2792),(49 97.353584),(50 97.80652),(51 97.232185),(52 98.03229),(53 97.51521),(54 97.35981),(55 98.63223),(56 97.80214),(57 96.87359),(58 96.14418),(59 96.21321),(60 95.94878),(61 95.36353),(62 95.41185),(63 94.509026),(64 95.14457),(65 95.25633),(66 96.98048),(67 95.973305),(68 96.11852),(69 96.190575),(70 96.3633),(71 95.98138),(72 95.00524),(73 96.02324),(74 95.83616),(75 95.49528),(76 95.4967),(77 95.36405),(78 96.374084),(79 95.03423),
(1 56.128105),(2 64.709785),(3 70.91271),(4 74.00972),(5 77.31601),(6 79.4219),(7 81.097374),(8 82.20086),(9 84.17593),(10 85.793465),(11 87.09749),(12 88.90661),(13 89.41419),(14 90.71545),(15 90.78022),(16 89.987854),(17 90.05907),(18 90.80533),(19 91.54391),(20 92.05369),(21 91.311195),(22 91.64451),(23 92.745415),(24 91.88734),(25 92.17403),(26 93.036964),(27 91.92077),(28 91.98172),(29 92.93409),(30 92.84607),(31 93.5111),(32 93.12068),(33 93.55499),(34 93.23393),(35 92.957596),(36 93.41012),(37 93.27069),(38 93.828285),(39 93.19895),(40 94.31261),(41 95.14781),(42 95.628),(43 96.09766),(44 95.828354),(45 96.34293),(46 97.43806),(47 97.00823),(48 96.366295),(49 97.34996),(50 97.817924),(51 97.56927),(52 97.69819),(53 96.84974),(54 97.44423),(55 97.32607),(56 96.641014),(57 96.252556),(58 95.80512),(59 96.09504),(60 96.24751),(61 96.41466),(62 96.24972),(63 95.36808),(64 95.17429),(65 95.26933),(66 95.94506),(67 95.460655),(68 95.631355),(69 95.23766),(70 94.85695),(71 94.73217),(72 94.93322),(73 95.06226),(74 96.42728),(75 95.15933),(76 95.72148),(77 94.90116),(78 96.22507),(79 96.37422),
(1 57.006428),(2 65.19516),(3 70.483665),(4 74.61256),(5 76.98165),(6 79.54077),(7 81.44165),(8 82.890945),(9 84.4985),(10 85.650856),(11 87.27319),(12 88.1963),(13 88.77269),(14 89.544815),(15 89.43825),(16 89.66759),(17 90.14063),(18 90.79544),(19 90.00865),(20 90.632515),(21 90.785),(22 91.2437),(23 90.57423),(24 90.42052),(25 90.10126),(26 90.27119),(27 90.76837),(28 90.64946),(29 91.115135),(30 92.07416),(31 91.1866),(32 91.17283),(33 92.334404),(34 91.65991),(35 92.38693),(36 92.82202),(37 92.962234),(38 93.94621),(39 93.360756),(40 93.98413),(41 94.78225),(42 94.49374),(43 95.6183),(44 95.94969),(45 96.20035),(46 95.718704),(47 95.77439),(48 96.760826),(49 97.62377),(50 97.864426),(51 96.50591),(52 96.57205),(53 96.57558),(54 97.54572),(55 97.25689),(56 96.94535),(57 96.35569),(58 96.70641),(59 95.5505),(60 95.55879),(61 95.35379),(62 94.55226),(63 94.075874),(64 94.1553),(65 94.02603),(66 94.75519),(67 94.42926),(68 94.93401),(69 93.8129),(70 94.36144),(71 95.12535),(72 95.32625),(73 94.67532),(74 95.460945),(75 95.445114),(76 95.16271),(77 95.41227),(78 95.456436),(79 93.81926),
(1 56.76659),(2 65.92525),(3 71.036934),(4 75.2186),(5 77.83401),(6 80.17377),(7 80.68698),(8 83.3357),(9 84.231544),(10 86.19578),(11 86.53742),(12 89.19731),(13 90.45954),(14 89.82541),(15 89.619225),(16 89.26871),(17 90.74989),(18 91.5263),(19 92.33718),(20 92.02406),(21 92.06613),(22 91.93364),(23 92.52328),(24 92.208115),(25 92.776535),(26 92.28394),(27 91.0279),(28 92.09763),(29 91.06243),(30 90.519806),(31 91.29929),(32 90.781494),(33 91.35767),(34 90.78483),(35 91.418976),(36 91.578705),(37 92.82865),(38 93.79851),(39 92.82927),(40 92.78787),(41 92.72898),(42 92.9501),(43 93.26835),(44 94.09202),(45 94.210396),(46 94.480606),(47 95.000946),(48 95.96407),(49 96.515274),(50 97.36774),(51 97.44622),(52 96.66257),(53 96.84467),(54 96.01876),(55 96.80465),(56 96.36219),(57 96.664604),(58 96.18223),(59 95.2189),(60 95.28824),(61 94.924286),(62 95.328415),(63 94.12779),(64 94.46309),(65 93.57788),(66 95.36746),(67 95.09145),(68 95.41786),(69 94.77578),(70 94.33686),(71 95.20061),(72 94.98037),(73 95.05244),(74 95.33653),(75 93.62919),(76 94.4824),(77 94.40681),(78 94.84056),(79 94.75121),
(1 55.622173),(2 63.448402),(3 68.92945),(4 72.16164),(5 75.42845),(6 78.00272),(7 79.10139),(8 80.75823),(9 83.18933),(10 84.42109),(11 84.9695),(12 86.151474),(13 87.43423),(14 88.06812),(15 87.86772),(16 87.398796),(17 88.68945),(18 88.55875),(19 88.48669),(20 88.529015),(21 87.71025),(22 89.19361),(23 89.00782),(24 89.43514),(25 89.63566),(26 90.178635),(27 89.89607),(28 88.68756),(29 89.63368),(30 90.215515),(31 90.36565),(32 90.23682),(33 90.89545),(34 90.0912),(35 91.27314),(36 90.71242),(37 91.578926),(38 92.59714),(39 92.6241),(40 92.09494),(41 92.26248),(42 91.84215),(43 93.04519),(44 93.04754),(45 92.61568),(46 93.64642),(47 93.41341),(48 94.25723),(49 94.7774),(50 94.382645),(51 93.663864),(52 93.32749),(53 94.42168),(54 93.46833),(55 93.059296),(56 93.587234),(57 93.23193),(58 92.13463),(59 91.65558),(60 92.04777),(61 91.508965),(62 91.919586),(63 92.23564),(64 91.98513),(65 91.54255),(66 92.79703),(67 93.81611),(68 93.42552),(69 92.86991),(70 92.49147),(71 92.93428),(72 93.44918),(73 93.08817),(74 93.22038),(75 92.93008),(76 92.78473),(77 92.40229),(78 93.568054),(79 92.89008),
