1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98056.914),(2 323530.03),(3 610292.3),(4 854123.7),(5 1002939.2),(6 1070057.9),(7 1134065.5),(8 1186649.1),(9 1220423.4),(10 1249954.4),(11 1283589.5),(12 1315481.3),(13 1352231.1),(14 1379774),(15 1414648.6),(16 1438849.4),(17 1474313.4),(18 1506143.4),(19 1551018.5),(20 1603260.6),(21 1650251),(22 1666631.4),(23 1689059.9),(24 1718068.6),(25 1753065.6),(26 1799937),(27 1849451),(28 1886246.4),(29 1925324.6),(30 1955866.5),(31 1987278),(32 2006006.6),(33 2022189.5),(34 2031945),(35 2056109.4),(36 2074607.5),(37 2079557.9),(38 2069828),(39 2078795.6),(40 2087610.4),(41 2111053.3),(42 2120401),(43 2117172.5),(44 2110780.8),(45 2082666.4),(46 2060897.1),(47 2055558.5),(48 2059112.5),(49 2049713.6),(50 2011317.6),(51 1979815.6),(52 1952579.6),(53 1943070.6),(54 1954302.4),(55 1967828.6),(56 1998167),(57 2013881.4),(58 2012931.4),(59 1997388.6),(60 1968945.4),(61 1940936),(62 1911295.1),(63 1899197.4),(64 1884789.4),(65 1874194.4),(66 1846166.9),(67 1825708.6),(68 1818082.6),(69 1842196.4),(70 1884610.5),(71 1917628.1),(72 1956754.1),(73 2002031.5),(74 2038720.4),(75 2070034.5),(76 2083335.5),(77 2094060),(78 2083134.6),(79 2080429.4),
(1 13720.715),(2 42130.977),(3 81373.15),(4 121456.85),(5 169498.81),(6 221132.52),(7 279551.9),(8 339404.25),(9 400302.03),(10 453233.1),(11 512246.2),(12 568560.6),(13 627214.4),(14 677346.94),(15 721516.3),(16 757073.1),(17 792727.5),(18 826888.2),(19 866186.25),(20 904990.44),(21 941166.94),(22 962684.7),(23 988270.5),(24 1014563.75),(25 1038906.2),(26 1059691),(27 1083510.4),(28 1100883.3),(29 1116122.1),(30 1133608.4),(31 1148498.6),(32 1163942.5),(33 1173616.9),(34 1186020.8),(35 1200658.5),(36 1218356.9),(37 1238407.8),(38 1262173.4),(39 1289736.4),(40 1313562.4),(41 1340373.8),(42 1374753.9),(43 1409788.9),(44 1446878),(45 1485308.9),(46 1522963.9),(47 1567633.3),(48 1615345.3),(49 1674211),(50 1731209.9),(51 1783707.1),(52 1834376),(53 1880422.3),(54 1920143.3),(55 1960986.8),(56 1997000),(57 2033833),(58 2065120),(59 2086470.8),(60 2097945),(61 2098517.5),(62 2096139.9),(63 2090372.1),(64 2079639.3),(65 2059930.1),(66 2045435.1),(67 2029384.4),(68 2005790.6),(69 1986481),(70 1955472),(71 1926292.9),(72 1895840.8),(73 1870870.6),(74 1844252.5),(75 1821340.8),(76 1796374.6),(77 1764690.3),(78 1737510.3),(79 1706467.9),
(1 16846.549),(2 56994.145),(3 120308.46),(4 182717.23),(5 268902.6),(6 361212.03),(7 463052.25),(8 571154.56),(9 684342.9),(10 775383.7),(11 879715.5),(12 967693),(13 1045474.2),(14 1094995.1),(15 1127991),(16 1148600.6),(17 1152624.5),(18 1152798.6),(19 1147820.9),(20 1134935.8),(21 1109967.4),(22 1087382.9),(23 1059308),(24 1037157.3),(25 1020033),(26 1004741.5),(27 1002064.3),(28 1007686.8),(29 1018018.3),(30 1036969),(31 1060761.5),(32 1090447.4),(33 1130426),(34 1171250.4),(35 1232391.9),(36 1295999),(37 1364028.1),(38 1437516.5),(39 1508359.6),(40 1562568.6),(41 1622654.6),(42 1685391.4),(43 1730829),(44 1765728.9),(45 1793676.1),(46 1809097),(47 1817543.9),(48 1823172.1),(49 1825707.6),(50 1810105.5),(51 1778763.6),(52 1748724.9),(53 1710104),(54 1669419.4),(55 1625778.5),(56 1580916),(57 1537663.9),(58 1498399.6),(59 1461207),(60 1425614.4),(61 1388166.9),(62 1353381.9),(63 1315075.3),(64 1292900.1),(65 1273523.1),(66 1265769.8),(67 1263443.4),(68 1259789.6),(69 1259963.9),(70 1267531.9),(71 1269988.3),(72 1268475.8),(73 1274554.1),(74 1286836.9),(75 1302007.4),(76 1315037.3),(77 1330168.9),(78 1345364.9),(79 1360066.5),
(1 19597.62),(2 66553.37),(3 136570.56),(4 208369.28),(5 301523.2),(6 403405.44),(7 513635.9),(8 627144.8),(9 735182.4),(10 823938.06),(11 916557.75),(12 986540.5),(13 1045960.94),(14 1084715.6),(15 1107802.9),(16 1121285.9),(17 1127064),(18 1123786.3),(19 1111042),(20 1092223.3),(21 1065430.1),(22 1041444.5),(23 1014899.1),(24 987885.7),(25 963997.25),(26 948922.06),(27 942573.94),(28 941730.06),(29 941628.8),(30 946756.2),(31 955878.9),(32 971570.06),(33 995466.56),(34 1021850.25),(35 1055861.6),(36 1087818.4),(37 1123560),(38 1159475.1),(39 1192716.8),(40 1217059.9),(41 1247513.1),(42 1276102.8),(43 1295161.3),(44 1309940.4),(45 1313054.4),(46 1310735.6),(47 1306088.6),(48 1294012.4),(49 1282835.3),(50 1265106.5),(51 1247832.3),(52 1230157.9),(53 1209125.6),(54 1192753.5),(55 1174337.9),(56 1158147.3),(57 1145767.4),(58 1134357.1),(59 1124716.4),(60 1115045.3),(61 1108167.9),(62 1095289.6),(63 1083421.5),(64 1076268.8),(65 1066301.6),(66 1058816.5),(67 1058076.5),(68 1060705.5),(69 1069214.5),(70 1076655.4),(71 1078405.6),(72 1080842.1),(73 1090372.4),(74 1104935.5),(75 1117452.4),(76 1126046.6),(77 1134548.5),(78 1146363.6),(79 1158810.6),
(1 19562.805),(2 64365.965),(3 128317.25),(4 197033.13),(5 278066.13),(6 362233.8),(7 450133.6),(8 538805.06),(9 619820.9),(10 683781.44),(11 749244.3),(12 806244),(13 852804.8),(14 887706.4),(15 919633.25),(16 940210.75),(17 961059.25),(18 973161.2),(19 978535.7),(20 974045.4),(21 964155.44),(22 951007.6),(23 931864.56),(24 914941.1),(25 899135.6),(26 886324.4),(27 875212),(28 870904),(29 871544.25),(30 872908.3),(31 877126.75),(32 889894.9),(33 909289.25),(34 923515.2),(35 940944.5),(36 952173.8),(37 965741.7),(38 975091.6),(39 978205.5),(40 975128.6),(41 971034),(42 966709.75),(43 963459.75),(44 965329.6),(45 968541.94),(46 975806.4),(47 986613.4),(48 997658.94),(49 1015889.75),(50 1036709.2),(51 1066003.1),(52 1093133.4),(53 1121261.3),(54 1149748.1),(55 1179608),(56 1207785),(57 1228492.5),(58 1242302.3),(59 1252436.5),(60 1256722.8),(61 1254202.5),(62 1249572.1),(63 1239468.1),(64 1228381.6),(65 1210669.3),(66 1188719.6),(67 1159898.5),(68 1127749.5),(69 1096442.5),(70 1066890.8),(71 1031717.25),(72 1001471.06),(73 979439.8),(74 968660.3),(75 959885.1),(76 959611.25),(77 965124.2),(78 980245.75),(79 1003123.94),
(1 21138.291),(2 69433.56),(3 137774.06),(4 208708.63),(5 292259.13),(6 380157.66),(7 475211.63),(8 569758.7),(9 661495.94),(10 736529.94),(11 816761.9),(12 886730.3),(13 948057.56),(14 998146.4),(15 1048532.9),(16 1080624.3),(17 1113590.5),(18 1140661.5),(19 1160484.1),(20 1173907.1),(21 1183171.9),(22 1184966.9),(23 1186873),(24 1184925.3),(25 1191404.3),(26 1207014.5),(27 1223196.1),(28 1237849.6),(29 1254796.6),(30 1266655.5),(31 1268149.8),(32 1262534.3),(33 1255180.8),(34 1248419),(35 1236189.4),(36 1210996.6),(37 1180946.9),(38 1144156.3),(39 1103743.4),(40 1063816.3),(41 1024243.25),(42 990649.25),(43 955337.06),(44 928717.3),(45 909945.7),(46 899011.7),(47 896314.8),(48 902023.06),(49 919227.3),(50 945714.9),(51 979822.25),(52 1013145.2),(53 1058073.4),(54 1105624.6),(55 1154477.4),(56 1196115.6),(57 1225099.3),(58 1253050.4),(59 1275481.8),(60 1290629.5),(61 1303403.9),(62 1306788.5),(63 1301756.8),(64 1294137.4),(65 1280858.6),(66 1258640.6),(67 1230361),(68 1202629.6),(69 1172715.4),(70 1148636),(71 1116956),(72 1084904.5),(73 1060881.6),(74 1043005.6),(75 1029205.2),(76 1019552.94),(77 1014763.25),(78 1015828.3),(79 1019629.9),
(1 21389.12),(2 70412.336),(3 141756.45),(4 213701.2),(5 302347),(6 397654.34),(7 507349.78),(8 618049.25),(9 722238.25),(10 802090),(11 891392.8),(12 969358.7),(13 1030071.44),(14 1075643.8),(15 1115909.8),(16 1142032.8),(17 1164969.6),(18 1179655.5),(19 1189098.3),(20 1194827.8),(21 1197555.5),(22 1199244.6),(23 1199893.8),(24 1195775.3),(25 1192255.4),(26 1185179.5),(27 1172796.9),(28 1160198.9),(29 1138480.1),(30 1113692.1),(31 1082433.6),(32 1047679.2),(33 1014227.44),(34 980064.25),(35 945431.7),(36 917549.44),(37 890172.56),(38 867510.56),(39 852254.56),(40 841147.2),(41 832892.8),(42 831839.6),(43 832664.94),(44 838875.06),(45 847222.1),(46 857637.4),(47 870817.6),(48 888240.3),(49 912831),(50 941603.56),(51 968631.9),(52 992365.8),(53 1023502),(54 1056717.6),(55 1091395.5),(56 1124709.1),(57 1154902.9),(58 1174500.8),(59 1195105.6),(60 1200466.6),(61 1197397.4),(62 1184826.1),(63 1161919.5),(64 1150659.5),(65 1126097.1),(66 1103382.6),(67 1088170.8),(68 1079856.3),(69 1077226.9),(70 1079251.4),(71 1085587.3),(72 1101272.5),(73 1126457.6),(74 1159017.1),(75 1200466.6),(76 1228862.4),(77 1266424.9),(78 1309108.3),(79 1344622.4),
(1 20008.074),(2 66749.945),(3 135801.67),(4 206782.03),(5 295186.6),(6 390419.84),(7 492499.34),(8 595275.4),(9 691916.6),(10 771009.9),(11 851919.94),(12 925182.3),(13 981522.5),(14 1025657.3),(15 1057588.9),(16 1074629.9),(17 1088821.6),(18 1097942.1),(19 1101441.5),(20 1100157.3),(21 1097893.3),(22 1091361.8),(23 1088166.9),(24 1081296.1),(25 1075750.3),(26 1070234.3),(27 1068308.1),(28 1062524.5),(29 1054187.3),(30 1036531.9),(31 1011907.06),(32 981283.44),(33 948609.44),(34 918246.25),(35 884862.2),(36 851614.2),(37 819666.2),(38 788380.06),(39 760969.94),(40 742980.3),(41 731959.8),(42 727128.75),(43 729480.44),(44 740079.56),(45 761696.1),(46 783904.1),(47 821514.7),(48 863969.2),(49 914218.2),(50 969375.4),(51 1022907.6),(52 1065641.9),(53 1118038.1),(54 1163516.4),(55 1196032.5),(56 1221128),(57 1239322.3),(58 1251155.1),(59 1250605.8),(60 1241260.4),(61 1220002.1),(62 1190228.8),(63 1157575.4),(64 1131338.8),(65 1097567.4),(66 1065280.4),(67 1041697.7),(68 1027231.94),(69 1020891.7),(70 1019306.94),(71 1026046.2),(72 1040271.8),(73 1057986.3),(74 1080035.3),(75 1104762.8),(76 1127729.3),(77 1152012.6),(78 1177051.1),(79 1194857.3),
(1 19958.734),(2 67715.5),(3 142554.73),(4 217981.83),(5 319646.25),(6 432151.2),(7 549924.75),(8 670568.4),(9 790327.2),(10 883168.56),(11 978600.94),(12 1069271.1),(13 1134767.8),(14 1180954.9),(15 1203782.5),(16 1214199.8),(17 1206412),(18 1186773.6),(19 1153955.6),(20 1119416.5),(21 1087219.6),(22 1056567.5),(23 1030207.9),(24 1009469.44),(25 993208.9),(26 980398.4),(27 979719.06),(28 980300.75),(29 983670.56),(30 982777.3),(31 974825.56),(32 958498.44),(33 928570.9),(34 903637.06),(35 866706.5),(36 824550.8),(37 779369.94),(38 738863.5),(39 705499.4),(40 684199.9),(41 668737.3),(42 663106.44),(43 672435.94),(44 696991),(45 734121.44),(46 770074.06),(47 827809),(48 891016.5),(49 961178.06),(50 1036258.7),(51 1109497.5),(52 1161427.3),(53 1210832.8),(54 1243188.3),(55 1257877.9),(56 1257368.5),(57 1246497),(58 1233318.5),(59 1206910.5),(60 1177055.6),(61 1134552.3),(62 1085663.3),(63 1036762.7),(64 994533.4),(65 947999.9),(66 904731.25),(67 868503.5),(68 842281),(69 831009.56),(70 826851.3),(71 836577.75),(72 858948.9),(73 889571),(74 925729.25),(75 971693),(76 1009590),(77 1052470.3),(78 1095051),(79 1125204.4),
(1 24435.879),(2 81695.46),(3 169234.94),(4 258541.53),(5 371708.94),(6 490264.44),(7 616128.1),(8 734564.94),(9 838090.4),(10 920650.4),(11 989378),(12 1047103.9),(13 1078010.6),(14 1093653.3),(15 1095927.5),(16 1087733),(17 1071410),(18 1051544.6),(19 1032420.1),(20 1017837.6),(21 1010528.9),(22 1004538.8),(23 1011128.25),(24 1023156.8),(25 1042358.4),(26 1067773.6),(27 1103890.9),(28 1135909.5),(29 1173271.4),(30 1205380.8),(31 1227462.8),(32 1239638.3),(33 1234375),(34 1223850.5),(35 1191979.8),(36 1146991.5),(37 1089589.5),(38 1028997.2),(39 966727.6),(40 910008.5),(41 852766),(42 799206.5),(43 750734.94),(44 715166.3),(45 694804.6),(46 687364.4),(47 698855.9),(48 729094.3),(49 780326.3),(50 847462.4),(51 927964.3),(52 996160.25),(53 1075564.5),(54 1148608),(55 1210230.1),(56 1257790),(57 1287337.4),(58 1311046.4),(59 1312793.1),(60 1303301),(61 1274363.9),(62 1228759.9),(63 1168830),(64 1110341.6),(65 1044808.3),(66 983368.5),(67 926863.75),(68 882403.6),(69 852320.1),(70 833134),(71 831037),(72 833351),(73 844127.56),(74 859043.8),(75 878716.06),(76 897600.9),(77 914392.1),(78 931575.8),(79 949307.6),
(1 30925.805),(2 105173.54),(3 215933.16),(4 333524.1),(5 478353.63),(6 629459.44),(7 783114.4),(8 921349.8),(9 1036597.06),(10 1115593.3),(11 1172657),(12 1205659.5),(13 1210780),(14 1194434.8),(15 1167947.9),(16 1132432.9),(17 1096678.8),(18 1062439.1),(19 1036937.5),(20 1029510.25),(21 1042721),(22 1065011.3),(23 1100278.8),(24 1140787.5),(25 1194077.5),(26 1254708.8),(27 1319200.9),(28 1368845.5),(29 1415166.5),(30 1440991.8),(31 1446338),(32 1440517),(33 1420914.3),(34 1396703.8),(35 1357494.3),(36 1315699.9),(37 1270896.4),(38 1227663.6),(39 1187774.8),(40 1148562.1),(41 1112212.5),(42 1073593.9),(43 1041476.3),(44 1011996.56),(45 984428.6),(46 967738.5),(47 950412.56),(48 940782.94),(49 938510.5),(50 943098.4),(51 957391.56),(52 974606.7),(53 1000119.8),(54 1027532.75),(55 1060216.3),(56 1094764.4),(57 1126581.3),(58 1154355),(59 1174017.1),(60 1187624.9),(61 1192402.4),(62 1182170),(63 1166260.1),(64 1148046.4),(65 1127674.6),(66 1105035.3),(67 1082727.1),(68 1065917.4),(69 1057333.6),(70 1044180.3),(71 1046116.6),(72 1044371),(73 1041869.6),(74 1036291.8),(75 1031669.4),(76 1026702.06),(77 1021511.25),(78 1017754.2),(79 1017590.7),
(1 25960.121),(2 87911.71),(3 180965.55),(4 276610.84),(5 397384.56),(6 524271.88),(7 651978.7),(8 774085.7),(9 876781.6),(10 953704.7),(11 1019322.75),(12 1068212.6),(13 1100746.1),(14 1118166.6),(15 1123836.3),(16 1119022),(17 1111383),(18 1099696.1),(19 1088387.4),(20 1077231.1),(21 1063147.6),(22 1055942.9),(23 1047772.56),(24 1043352.44),(25 1043612.56),(26 1046034.4),(27 1049372.9),(28 1054894.8),(29 1054342.9),(30 1054169.9),(31 1053348),(32 1053243.5),(33 1051504.8),(34 1052424.3),(35 1051624.9),(36 1051046),(37 1047911.06),(38 1038942.4),(39 1026626.5),(40 1010849.25),(41 987537.1),(42 963878.9),(43 946092.2),(44 933137.3),(45 922359.7),(46 913572.3),(47 914631),(48 918930.25),(49 922625.4),(50 929611.44),(51 944159.7),(52 957033.7),(53 964301.7),(54 967510.4),(55 965958.6),(56 962950.75),(57 961043.56),(58 957716.8),(59 949951.7),(60 941402.6),(61 931775.44),(62 929702.06),(63 934551.2),(64 937023.56),(65 947674.44),(66 959666.75),(67 977618.06),(68 1000739),(69 1030180.56),(70 1048654.3),(71 1074550.6),(72 1095762.8),(73 1105026.8),(74 1107181.1),(75 1102436.8),(76 1095067.3),(77 1080904.5),(78 1064138.3),(79 1041700.56),
(1 26194.037),(2 88050.59),(3 179912.63),(4 269804.63),(5 384687.47),(6 508469.16),(7 633816.75),(8 755452.94),(9 868262.6),(10 951441.1),(11 1033882),(12 1099380.9),(13 1148732.5),(14 1186637.5),(15 1213075.8),(16 1228168.6),(17 1232047),(18 1227890.5),(19 1218636.5),(20 1212899.5),(21 1199205.5),(22 1185961.4),(23 1169104.3),(24 1148594.3),(25 1129819.3),(26 1109067.5),(27 1086536.3),(28 1070751),(29 1050199.8),(30 1032830.9),(31 1013742.1),(32 997067.75),(33 987315.44),(34 984828.75),(35 990929.3),(36 1004584.3),(37 1019898.7),(38 1027901.75),(39 1034857.1),(40 1032641.56),(41 1030469.7),(42 1024801.1),(43 1013333.1),(44 996224),(45 975599),(46 957111.25),(47 934521.1),(48 910437.5),(49 881625),(50 853432.1),(51 838338.4),(52 828001.7),(53 817857.9),(54 817242.75),(55 825861.25),(56 843373.25),(57 870961.6),(58 896378.94),(59 932538),(60 972330.3),(61 1013614.7),(62 1054004),(63 1093267.6),(64 1121474.8),(65 1144735.8),(66 1156795.6),(67 1165369.4),(68 1170442.4),(69 1171384.5),(70 1165591.6),(71 1159615.3),(72 1147456.8),(73 1126382.9),(74 1092927.3),(75 1055700.1),(76 1020649.56),(77 979347.75),(78 942713.44),(79 905809.1),
(1 38854.836),(2 131974.44),(3 273877.72),(4 419495.06),(5 604178.7),(6 795748.75),(7 988953.7),(8 1163814),(9 1304204.9),(10 1397262.1),(11 1463607.6),(12 1487230.4),(13 1476881.5),(14 1438377.9),(15 1388316.6),(16 1341995.8),(17 1282570.3),(18 1233926),(19 1204079.8),(20 1198985),(21 1212866.6),(22 1228606.9),(23 1259044.3),(24 1288404.4),(25 1304855.5),(26 1301674),(27 1279817.1),(28 1253787.9),(29 1205268.1),(30 1149842.3),(31 1096202.8),(32 1049956.1),(33 1022578.7),(34 1006195.6),(35 1013823.75),(36 1043755.75),(37 1088466.3),(38 1135935.8),(39 1184243.1),(40 1227313.1),(41 1262510.6),(42 1284850.5),(43 1291436.6),(44 1282530),(45 1256912.3),(46 1218295.9),(47 1170932.1),(48 1116626.4),(49 1051044.4),(50 982267.8),(51 920827),(52 876152.75),(53 834791.75),(54 807301),(55 794080.4),(56 794125.94),(57 809853.7),(58 833737.3),(59 870795.2),(60 918684.6),(61 978625.1),(62 1045411.4),(63 1112080.9),(64 1167908.9),(65 1221103.1),(66 1265712),(67 1298841.1),(68 1321393.4),(69 1338874.5),(70 1338224.4),(71 1330490.4),(72 1310287.6),(73 1274197.4),(74 1229423),(75 1176706),(76 1128268),(77 1067949),(78 1009349.75),(79 956615.44),
(1 43839.35),(2 150982.78),(3 314957.56),(4 482381.9),(5 692504.2),(6 905779.75),(7 1108349.6),(8 1281632.8),(9 1419790.9),(10 1505634.9),(11 1552764.8),(12 1556029.8),(13 1519284.6),(14 1454524.5),(15 1377624.6),(16 1308068.1),(17 1228835.8),(18 1166301.9),(19 1118916.8),(20 1089422.6),(21 1073863.3),(22 1063182.3),(23 1064397.1),(24 1067102.3),(25 1062591.5),(26 1053850.5),(27 1040350.06),(28 1031103.6),(29 1019327),(30 1012486.7),(31 1017469.9),(32 1033270.94),(33 1066471.3),(34 1099828.8),(35 1147616.5),(36 1203063.6),(37 1260533.9),(38 1312934.6),(39 1353770),(40 1378146.6),(41 1388086.9),(42 1382285),(43 1355852.9),(44 1311201.3),(45 1254286.4),(46 1195972.5),(47 1133699.3),(48 1071080.5),(49 1006652.6),(50 947625.06),(51 897891.4),(52 866791.6),(53 837092.56),(54 818911.6),(55 812966.4),(56 812275.2),(57 818690.25),(58 833049.25),(59 857483.56),(60 890203.75),(61 928560),(62 975248.7),(63 1026829.7),(64 1065701),(65 1110023.5),(66 1149296.5),(67 1183409.8),(68 1211991.4),(69 1236399.9),(70 1245373.4),(71 1243809.1),(72 1233261.3),(73 1205077.5),(74 1166225.9),(75 1119033.1),(76 1080317.4),(77 1028852.44),(78 980159.6),(79 932078.25),
(1 45146.254),(2 153872.34),(3 310836.34),(4 470381.88),(5 651490.1),(6 823705),(7 965717.3),(8 1067151.8),(9 1128238),(10 1141283.4),(11 1124638.4),(12 1078097.1),(13 1014947.8),(14 952238.4),(15 901530.1),(16 866484.25),(17 843157.75),(18 838721.06),(19 847070.25),(20 865601.75),(21 882535.56),(22 894538.7),(23 900516.44),(24 896997.06),(25 888565.75),(26 873305.25),(27 855560.4),(28 836783.56),(29 817150.3),(30 801533.25),(31 790707.2),(32 788375.56),(33 801190.75),(34 822385.6),(35 857234.3),(36 903365),(37 967689.06),(38 1036151.44),(39 1101831.4),(40 1154451.9),(41 1196846.6),(42 1217214.4),(43 1217148.3),(44 1200953.8),(45 1164065.8),(46 1114916),(47 1055375.3),(48 988434.75),(49 915908.9),(50 854262.56),(51 806758.94),(52 778090.1),(53 764259.94),(54 768689),(55 791768.7),(56 823589.7),(57 857391.1),(58 893003.75),(59 928049.06),(60 954770.3),(61 975341.9),(62 995157.9),(63 1012831.2),(64 1018674.25),(65 1030721.75),(66 1041365.1),(67 1048462.75),(68 1049500.6),(69 1051152.5),(70 1054811.5),(71 1050839.1),(72 1044600.4),(73 1040722.7),(74 1035988.44),(75 1028605.5),(76 1029783.3),(77 1022131),(78 1019379.94),(79 1021194.56),
(1 37208.145),(2 126137.95),(3 252482.78),(4 379819.9),(5 521305.16),(6 648960.6),(7 754415.56),(8 828760),(9 869902.1),(10 875658.5),(11 866857.5),(12 842820.2),(13 814879.06),(14 791853.75),(15 778871.44),(16 776905.9),(17 778724.3),(18 786492.7),(19 792012.5),(20 791651.5),(21 784919.44),(22 776015.1),(23 757848),(24 743368.94),(25 736453.44),(26 732958.94),(27 736466),(28 741666.75),(29 750239.5),(30 761716.44),(31 775876.7),(32 793151.5),(33 810732.56),(34 832315.1),(35 856090.2),(36 884774.56),(37 924296.75),(38 970702.1),(39 1014264.5),(40 1042771.06),(41 1069979.5),(42 1081862.8),(43 1073350.3),(44 1047408.94),(45 1002612.56),(46 959193.1),(47 908060.4),(48 859517.1),(49 815974),(50 786458.1),(51 771252.5),(52 769386.5),(53 777208.7),(54 795327.9),(55 825101.6),(56 864690.5),(57 907271.6),(58 940210.75),(59 984416.4),(60 1014763.06),(61 1033043.1),(62 1043768.7),(63 1045937.5),(64 1047125.1),(65 1036055.7),(66 1018746.75),(67 997548.94),(68 975955.8),(69 954768.56),(70 933415.25),(71 914682),(72 902444.7),(73 899019.44),(74 899384.5),(75 905807.1),(76 916097.5),(77 931424.75),(78 948627.3),(79 966704.56),
(1 28577.863),(2 96941.336),(3 192014.6),(4 283812.22),(5 386078.4),(6 479166.44),(7 559353.6),(8 621466.56),(9 669012.9),(10 694085.25),(11 718556.06),(12 734403.44),(13 749517.1),(14 762133.7),(15 771960.9),(16 775979.75),(17 765963.75),(18 754500.25),(19 732289),(20 709468.2),(21 685496.9),(22 665986.7),(23 649147.3),(24 636567.4),(25 627545.5),(26 623008.4),(27 621365.6),(28 623545.75),(29 625939.6),(30 630448.56),(31 637622.75),(32 649191),(33 667848.94),(34 688554.4),(35 726674.7),(36 778556.06),(37 848115.4),(38 920591.8),(39 982744.4),(40 1028472.7),(41 1059712.4),(42 1064922.5),(43 1036707.56),(44 987094.56),(45 921515.44),(46 866246.4),(47 805247.3),(48 758041),(49 726022.4),(50 710832.7),(51 715509.56),(52 728797),(53 761200.6),(54 807642.3),(55 864992.7),(56 922928),(57 969936.2),(58 1005349.5),(59 1029214.56),(60 1034422.4),(61 1024524.6),(62 998356.8),(63 963745.25),(64 927627.1),(65 881227.75),(66 832775.44),(67 790451.3),(68 758388.44),(69 735030.06),(70 720026.06),(71 715279.4),(72 717845.75),(73 727880.7),(74 739851.94),(75 750325.1),(76 760521.6),(77 764922.1),(78 771559.1),(79 777232.56),
