1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 85.014114),(2 108.67395),(3 123.21461),(4 133.6002),(5 139.87993),(6 148.27776),(7 151.48695),(8 156.11319),(9 161.24042),(10 162.30357),(11 166.11879),(12 168.43169),(13 172.93744),(14 175.11736),(15 178.2858),(16 181.59486),(17 184.20457),(18 186.1932),(19 187.66283),(20 190.50818),(21 193.40489),(22 195.61844),(23 197.7062),(24 198.88104),(25 200.9972),(26 201.99565),(27 205.01027),(28 204.1802),(29 205.56294),(30 206.09148),(31 207.89558),(32 208.34744),(33 210.35797),(34 211.56259),(35 211.64261),(36 212.04712),(37 214.60649),(38 215.22523),(39 216.01707),(40 216.81216),(41 219.14384),(42 220.0147),(43 220.60417),(44 223.23492),(45 222.6195),(46 225.09175),(47 226.90689),(48 228.69997),(49 230.84152),(50 231.48972),(51 234.1725),(52 233.06477),(53 236.19806),(54 236.83344),(55 238.78236),(56 238.90504),(57 239.89935),(58 240.4361),(59 241.49544),(60 243.68674),(61 245.61182),(62 244.8422),(63 245.88803),(64 248.95605),(65 251.53227),(66 253.34016),(67 257.29114),(68 256.3023),(69 257.66446),(70 258.79745),(71 257.34842),(72 257.949),(73 258.98727),(74 259.45013),(75 260.4202),(76 260.84982),(77 261.64902),(78 261.41568),(79 262.5766),
(1 85.56905),(2 107.48592),(3 123.182846),(4 133.4685),(5 140.18591),(6 146.2529),(7 151.02025),(8 156.29453),(9 158.96175),(10 161.36241),(11 165.43053),(12 166.81302),(13 169.57742),(14 173.41452),(15 176.77328),(16 178.56635),(17 184.1274),(18 185.12804),(19 187.32066),(20 189.3807),(21 191.25548),(22 194.03874),(23 196.8458),(24 198.75546),(25 200.51535),(26 201.7211),(27 204.5853),(28 205.22063),(29 207.94498),(30 208.73366),(31 212.5598),(32 214.90045),(33 215.34459),(34 216.98251),(35 218.631),(36 219.81465),(37 221.79382),(38 223.66176),(39 225.62401),(40 226.53139),(41 227.53645),(42 228.82387),(43 230.42142),(44 232.30544),(45 233.66112),(46 236.30872),(47 237.75378),(48 240.70297),(49 244.17123),(50 247.0145),(51 249.12029),(52 250.07986),(53 251.39072),(54 253.69264),(55 254.84792),(56 254.45865),(57 255.63922),(58 258.65524),(59 260.03778),(60 261.71863),(61 264.1668),(62 266.8237),(63 267.77524),(64 268.59064),(65 271.82935),(66 275.53046),(67 277.6054),(68 277.53058),(69 279.82193),(70 279.6095),(71 280.8298),(72 281.63763),(73 283.73996),(74 284.41748),(75 285.5515),(76 284.21484),(77 286.43768),(78 286.64063),(79 287.04257),
(1 83.72888),(2 107.02579),(3 121.75436),(4 132.14171),(5 138.30016),(6 145.30228),(7 150.58281),(8 154.79865),(9 158.1834),(10 160.67157),(11 164.27086),(12 167.27284),(13 171.44827),(14 175.48518),(15 178.7868),(16 180.7977),(17 183.61105),(18 185.11624),(19 187.66573),(20 189.1563),(21 191.31773),(22 193.174),(23 195.57289),(24 197.28217),(25 200.03473),(26 203.77403),(27 205.24077),(28 205.53387),(29 209.06975),(30 210.60117),(31 214.85597),(32 215.08528),(33 214.57132),(34 217.15292),(35 218.695),(36 220.38812),(37 222.40895),(38 223.25304),(39 223.69911),(40 223.89879),(41 226.4245),(42 227.677),(43 229.13957),(44 231.2161),(45 231.82422),(46 234.69388),(47 235.22662),(48 237.39334),(49 238.9491),(50 241.03778),(51 242.24704),(52 242.91661),(53 245.86282),(54 248.3882),(55 251.40953),(56 252.83951),(57 254.66583),(58 256.16922),(59 259.25015),(60 260.05734),(61 261.77136),(62 262.99124),(63 265.57913),(64 266.88895),(65 268.61472),(66 272.99576),(67 273.57126),(68 273.34427),(69 273.07544),(70 274.24103),(71 276.92215),(72 277.6825),(73 279.10324),(74 277.6875),(75 279.52475),(76 278.46228),(77 278.79388),(78 280.5313),(79 279.43414),
(1 84.3731),(2 107.27381),(3 121.50735),(4 131.1318),(5 137.51335),(6 143.05392),(7 147.67824),(8 153.29193),(9 156.10487),(10 157.47266),(11 161.39774),(12 163.67613),(13 167.24506),(14 170.46863),(15 173.38585),(16 176.75276),(17 180.15282),(18 183.66483),(19 185.22032),(20 187.23299),(21 189.89583),(22 190.64085),(23 194.15459),(24 194.54205),(25 196.00761),(26 198.34476),(27 199.39061),(28 199.06424),(29 198.95454),(30 202.95897),(31 207.2009),(32 208.23257),(33 210.07704),(34 211.52838),(35 212.71275),(36 214.57341),(37 217.33228),(38 219.54715),(39 219.98906),(40 221.85262),(41 222.36786),(42 222.80434),(43 224.34451),(44 226.08897),(45 225.59964),(46 228.11687),(47 229.07047),(48 232.20009),(49 233.58945),(50 236.7947),(51 238.36768),(52 240.26945),(53 244.04437),(54 244.28206),(55 246.43263),(56 247.7291),(57 249.34706),(58 250.41795),(59 251.55203),(60 250.79512),(61 251.51009),(62 253.43991),(63 255.57944),(64 258.1658),(65 258.9825),(66 263.9748),(67 264.83344),(68 265.39972),(69 265.09076),(70 267.75937),(71 269.56696),(72 270.49973),(73 271.07678),(74 271.87885),(75 273.78992),(76 273.26398),(77 274.51556),(78 275.06827),(79 274.59558),
(1 84.225746),(2 107.386116),(3 121.47105),(4 131.87454),(5 139.47363),(6 143.49213),(7 148.22156),(8 153.68918),(9 156.26479),(10 158.85205),(11 161.50298),(12 163.51456),(13 167.09033),(14 171.14845),(15 172.69052),(16 175.29724),(17 177.22745),(18 181.33197),(19 183.4188),(20 184.43903),(21 187.27196),(22 190.82117),(23 193.24553),(24 193.82634),(25 195.04163),(26 196.77435),(27 200.85817),(28 203.12556),(29 204.39633),(30 207.97835),(31 209.80455),(32 212.40623),(33 214.08011),(34 214.55359),(35 217.78351),(36 219.93134),(37 221.77629),(38 225.3052),(39 226.80054),(40 227.5021),(41 230.89369),(42 233.58516),(43 236.3901),(44 237.74931),(45 238.34137),(46 240.95276),(47 242.74504),(48 246.77574),(49 248.95184),(50 251.61292),(51 252.5937),(52 254.75731),(53 257.15213),(54 259.20605),(55 261.69257),(56 262.33325),(57 265.4079),(58 268.37286),(59 270.49936),(60 272.1671),(61 272.30188),(62 274.29947),(63 273.62076),(64 274.78564),(65 274.8764),(66 279.72125),(67 281.14313),(68 281.42365),(69 282.33377),(70 282.32712),(71 284.28104),(72 286.1277),(73 286.87332),(74 287.4754),(75 291.05637),(76 288.66983),(77 291.26276),(78 291.00085),(79 290.6101),
(1 81.95283),(2 103.43996),(3 117.33371),(4 125.84807),(5 133.38466),(6 138.85078),(7 143.86282),(8 147.88078),(9 151.61432),(10 152.0928),(11 156.47638),(12 159.24138),(13 161.10602),(14 162.90942),(15 166.04286),(16 168.5357),(17 170.80905),(18 172.76979),(19 175.73895),(20 177.49797),(21 179.66727),(22 182.82947),(23 185.8251),(24 185.58382),(25 187.10655),(26 187.7764),(27 189.4027),(28 190.69724),(29 192.65741),(30 195.05435),(31 197.80229),(32 198.6355),(33 199.06136),(34 199.32198),(35 201.40186),(36 202.76955),(37 204.36629),(38 206.56302),(39 206.49348),(40 207.85782),(41 210.64641),(42 212.85077),(43 214.49525),(44 215.77457),(45 218.12193),(46 219.18907),(47 220.93823),(48 224.02257),(49 225.39108),(50 226.10147),(51 227.23505),(52 228.55754),(53 229.04472),(54 230.37561),(55 232.61868),(56 235.08862),(57 236.62106),(58 238.66716),(59 237.95927),(60 240.26784),(61 241.86255),(62 242.89893),(63 243.8283),(64 244.1422),(65 245.21014),(66 245.9201),(67 247.27838),(68 247.42989),(69 247.74103),(70 249.95526),(71 253.57138),(72 254.39395),(73 256.77734),(74 256.27243),(75 257.49557),(76 258.484),(77 259.5155),(78 260.52094),(79 261.07816),
(1 81.42389),(2 103.566635),(3 117.59644),(4 126.453835),(5 133.84453),(6 139.04187),(7 142.94476),(8 147.98042),(9 151.49564),(10 155.0718),(11 158.05733),(12 159.63455),(13 162.96661),(14 165.60837),(15 168.68579),(16 171.44934),(17 174.5969),(18 174.65668),(19 176.1914),(20 177.19077),(21 181.49265),(22 184.67363),(23 187.4522),(24 188.87016),(25 189.37686),(26 189.9322),(27 194.24861),(28 194.98872),(29 194.63933),(30 198.91948),(31 201.75807),(32 201.69098),(33 202.66518),(34 203.32802),(35 205.26878),(36 207.97266),(37 209.52228),(38 211.94328),(39 211.58572),(40 212.89278),(41 217.28384),(42 219.41829),(43 221.43288),(44 223.92403),(45 226.54242),(46 227.78456),(47 230.04607),(48 232.29419),(49 233.57559),(50 236.13182),(51 239.14035),(52 238.89378),(53 240.83499),(54 242.55771),(55 244.66066),(56 246.00359),(57 248.73561),(58 251.80753),(59 252.75006),(60 253.7876),(61 256.447),(62 256.74585),(63 257.48297),(64 257.64032),(65 259.76865),(66 262.10104),(67 263.9973),(68 265.00427),(69 265.4538),(70 267.90195),(71 268.90402),(72 268.9564),(73 268.84247),(74 270.85004),(75 272.37225),(76 272.48962),(77 273.35742),(78 275.45105),(79 275.3764),
(1 80.884636),(2 101.83149),(3 115.23111),(4 124.56166),(5 130.80981),(6 135.55675),(7 140.58337),(8 144.01335),(9 147.2356),(10 149.84016),(11 153.99113),(12 155.78864),(13 158.44322),(14 161.24825),(15 163.91313),(16 164.46384),(17 167.27414),(18 168.40309),(19 169.03412),(20 171.89018),(21 175.39932),(22 177.4851),(23 180.14467),(24 182.48213),(25 182.72882),(26 184.5304),(27 186.9379),(28 189.40189),(29 190.68745),(30 193.9068),(31 196.87367),(32 196.17291),(33 197.54543),(34 201.26105),(35 203.42168),(36 204.97144),(37 205.85448),(38 208.09694),(39 209.4936),(40 211.66885),(41 213.79558),(42 213.94716),(43 216.53636),(44 217.70912),(45 220.3058),(46 223.02167),(47 225.18721),(48 227.32272),(49 228.78493),(50 231.00536),(51 232.38348),(52 231.86588),(53 234.38081),(54 235.82687),(55 238.46042),(56 241.46452),(57 242.13268),(58 241.7244),(59 242.00356),(60 242.60481),(61 243.5247),(62 244.86389),(63 246.05411),(64 245.27852),(65 245.57991),(66 246.39003),(67 248.36038),(68 248.65591),(69 250.36597),(70 251.89137),(71 254.99028),(72 253.82193),(73 254.7698),(74 256.00742),(75 257.75656),(76 258.68195),(77 258.732),(78 259.1577),(79 258.51285),
(1 80.84226),(2 101.1445),(3 115.15111),(4 122.03525),(5 129.76347),(6 134.56673),(7 139.40852),(8 143.01274),(9 146.74953),(10 151.02039),(11 154.62148),(12 157.14268),(13 160.7949),(14 161.12794),(15 163.88933),(16 166.13982),(17 168.67732),(18 170.59749),(19 173.98119),(20 174.74632),(21 177.40979),(22 179.07428),(23 182.50626),(24 182.7374),(25 184.71939),(26 185.60216),(27 188.88956),(28 188.70297),(29 189.27664),(30 191.4082),(31 195.78145),(32 196.71074),(33 196.5297),(34 196.7369),(35 198.73457),(36 200.69226),(37 202.87117),(38 204.4231),(39 204.92363),(40 206.02544),(41 208.54985),(42 208.39056),(43 211.02748),(44 213.48814),(45 216.02412),(46 218.13362),(47 219.07314),(48 220.32182),(49 224.71011),(50 224.31406),(51 226.90787),(52 229.00957),(53 230.20963),(54 230.70119),(55 233.4081),(56 236.6658),(57 237.00063),(58 236.25125),(59 236.75676),(60 237.86961),(61 239.06982),(62 241.31415),(63 243.68016),(64 243.38597),(65 245.42395),(66 248.53209),(67 250.54692),(68 251.8507),(69 252.59119),(70 252.86694),(71 253.65038),(72 252.66202),(73 252.8503),(74 252.8425),(75 253.5162),(76 254.46234),(77 255.41708),(78 254.73383),(79 254.88281),
(1 80.730225),(2 101.87912),(3 115.58608),(4 125.2368),(5 132.01935),(6 136.47289),(7 143.5198),(8 147.51357),(9 150.4138),(10 153.40613),(11 157.30284),(12 160.57005),(13 163.68161),(14 165.36583),(15 168.4377),(16 169.66145),(17 170.9353),(18 173.35088),(19 175.0194),(20 177.47954),(21 179.8374),(22 180.74458),(23 184.9479),(24 186.2013),(25 188.68463),(26 189.61955),(27 190.49745),(28 192.37566),(29 194.8053),(30 197.01305),(31 199.23447),(32 201.99599),(33 202.42146),(34 202.94394),(35 203.90555),(36 205.6986),(37 207.91606),(38 209.19452),(39 209.21515),(40 211.49872),(41 213.55873),(42 214.58713),(43 218.16557),(44 221.02972),(45 222.50931),(46 225.2643),(47 227.7106),(48 229.16693),(49 231.68451),(50 233.63089),(51 235.05507),(52 235.23155),(53 237.22714),(54 239.88432),(55 240.45187),(56 242.73589),(57 243.33731),(58 243.20842),(59 243.88242),(60 246.1793),(61 247.26082),(62 248.29794),(63 248.04596),(64 249.55214),(65 250.22456),(66 253.73811),(67 255.62505),(68 256.81915),(69 256.43942),(70 256.9632),(71 258.64526),(72 258.26004),(73 259.97845),(74 262.0069),(75 264.16046),(76 262.40277),(77 263.64175),(78 262.72394),(79 264.62567),
(1 77.6618),(2 98.95597),(3 112.99592),(4 120.89595),(5 127.09009),(6 131.67079),(7 136.5303),(8 140.31604),(9 143.28192),(10 145.18987),(11 147.97243),(12 150.4455),(13 154.42734),(14 156.9236),(15 159.75006),(16 161.04321),(17 163.43188),(18 165.50233),(19 166.39554),(20 169.08902),(21 170.5814),(22 171.31418),(23 175.51425),(24 176.39528),(25 177.94806),(26 178.77542),(27 181.33453),(28 182.28726),(29 182.93234),(30 184.7547),(31 186.73393),(32 186.34984),(33 187.52284),(34 189.27736),(35 191.02582),(36 192.67822),(37 194.72484),(38 197.35861),(39 199.9321),(40 202.63817),(41 203.89671),(42 205.19368),(43 208.23228),(44 211.23457),(45 211.17578),(46 214.14043),(47 217.358),(48 219.62888),(49 222.9658),(50 222.65938),(51 226.12474),(52 226.52383),(53 225.68791),(54 228.22964),(55 230.37883),(56 231.08206),(57 229.78915),(58 230.53311),(59 230.5465),(60 230.46309),(61 230.97972),(62 230.89503),(63 232.03204),(64 231.49796),(65 233.5523),(66 235.31433),(67 235.79463),(68 235.95313),(69 235.46188),(70 236.07278),(71 238.17406),(72 238.75012),(73 238.41536),(74 238.14009),(75 238.10686),(76 236.843),(77 236.99785),(78 237.6997),(79 238.67097),
(1 79.65925),(2 99.91304),(3 113.00254),(4 120.57254),(5 125.60881),(6 131.04184),(7 134.71724),(8 138.82532),(9 142.32425),(10 145.88643),(11 149.2959),(12 151.7957),(13 154.67596),(14 157.1622),(15 161.76723),(16 164.3385),(17 166.561),(18 168.67459),(19 170.93263),(20 173.6488),(21 176.04321),(22 177.69098),(23 180.21666),(24 182.41328),(25 183.79855),(26 186.14842),(27 187.56383),(28 189.25887),(29 191.81448),(30 191.61765),(31 194.37064),(32 196.02946),(33 196.47235),(34 198.10672),(35 199.56462),(36 199.04463),(37 201.08875),(38 202.86887),(39 204.1144),(40 206.35735),(41 208.20116),(42 209.49594),(43 211.88666),(44 215.05377),(45 214.6015),(46 214.72272),(47 217.08762),(48 218.92618),(49 219.64488),(50 221.15788),(51 224.04027),(52 223.16371),(53 222.62138),(54 221.57811),(55 223.80377),(56 223.22311),(57 223.95398),(58 226.44649),(59 226.17775),(60 227.57063),(61 229.46388),(62 230.00238),(63 230.59932),(64 231.14226),(65 232.3115),(66 234.18384),(67 235.65219),(68 238.01085),(69 235.4138),(70 236.89528),(71 238.41599),(72 240.25288),(73 239.74535),(74 239.65335),(75 240.61978),(76 239.48015),(77 240.9547),(78 240.54358),(79 241.39697),
(1 78.622314),(2 99.29275),(3 112.27339),(4 119.41969),(5 125.484955),(6 129.47133),(7 134.5041),(8 139.13686),(9 141.22691),(10 143.91951),(11 147.3888),(12 148.2127),(13 150.91223),(14 154.06834),(15 157.22572),(16 157.8888),(17 158.76291),(18 163.1217),(19 165.42859),(20 167.53801),(21 167.8857),(22 168.89934),(23 172.15396),(24 173.81892),(25 174.84328),(26 177.55405),(27 180.63303),(28 182.50171),(29 182.26979),(30 182.03513),(31 186.21173),(32 184.2773),(33 185.71924),(34 188.14981),(35 189.28543),(36 188.67122),(37 190.53372),(38 193.04355),(39 195.00775),(40 197.24956),(41 198.30933),(42 200.19939),(43 202.92516),(44 206.66248),(45 208.37788),(46 207.99182),(47 209.46996),(48 210.7396),(49 211.91286),(50 213.915),(51 217.76749),(52 217.62227),(53 219.15083),(54 219.1329),(55 219.17198),(56 221.3161),(57 223.1911),(58 224.10007),(59 222.76598),(60 222.76167),(61 222.08678),(62 223.28363),(63 225.61003),(64 226.14786),(65 226.43544),(66 227.8267),(67 228.63031),(68 231.18573),(69 229.37187),(70 230.44753),(71 230.65196),(72 230.15186),(73 229.17131),(74 228.81206),(75 228.91298),(76 230.0973),(77 231.02646),(78 230.77391),(79 230.66582),
(1 77.10822),(2 97.38809),(3 111.696526),(4 119.65654),(5 126.1003),(6 131.21457),(7 137.01115),(8 141.02629),(9 144.09998),(10 147.34798),(11 149.62093),(12 152.57405),(13 155.25926),(14 157.94595),(15 161.00615),(16 162.06572),(17 164.46649),(18 167.12663),(19 170.20506),(20 171.91283),(21 174.36896),(22 174.8535),(23 177.9906),(24 178.7177),(25 181.03224),(26 183.09482),(27 184.7917),(28 186.92267),(29 186.19537),(30 187.1729),(31 189.86493),(32 190.59125),(33 190.99141),(34 192.91078),(35 194.86636),(36 194.68114),(37 197.48645),(38 200.03767),(39 201.43803),(40 204.18167),(41 205.40028),(42 206.21599),(43 208.62831),(44 209.87732),(45 210.30649),(46 211.92775),(47 212.35596),(48 213.11104),(49 214.6813),(50 216.81966),(51 217.29663),(52 217.57413),(53 219.50314),(54 218.61072),(55 220.32846),(56 220.96495),(57 220.78784),(58 222.88805),(59 222.9626),(60 223.38852),(61 225.39482),(62 225.85182),(63 227.70035),(64 229.77583),(65 230.78076),(66 231.2389),(67 233.50468),(68 235.25464),(69 234.48897),(70 235.35574),(71 234.9474),(72 234.64742),(73 234.68872),(74 235.19057),(75 237.23776),(76 236.77997),(77 236.60715),(78 237.913),(79 238.44702),
(1 75.84963),(2 95.73056),(3 110.08591),(4 117.56478),(5 123.750046),(6 128.53276),(7 132.34781),(8 135.86214),(9 139.59242),(10 141.31085),(11 143.96051),(12 147.32541),(13 149.02798),(14 151.49425),(15 155.1869),(16 155.41003),(17 158.88469),(18 159.84523),(19 161.12874),(20 162.95575),(21 165.49197),(22 167.24982),(23 168.36177),(24 170.17209),(25 171.73466),(26 173.1895),(27 175.61626),(28 176.782),(29 177.57568),(30 178.54008),(31 181.79239),(32 181.59785),(33 181.3475),(34 182.7476),(35 184.17618),(36 185.87883),(37 186.73915),(38 189.39893),(39 190.81404),(40 191.87903),(41 193.24306),(42 192.32318),(43 194.43556),(44 196.12085),(45 196.39256),(46 197.56497),(47 197.75542),(48 198.36792),(49 201.36275),(50 202.04102),(51 204.39049),(52 204.77156),(53 204.6617),(54 205.38556),(55 205.50696),(56 206.50601),(57 206.94406),(58 207.98622),(59 207.30511),(60 206.56627),(61 208.18507),(62 210.15923),(63 212.26122),(64 212.8415),(65 214.16092),(66 215.33363),(67 216.44237),(68 217.18042),(69 216.48737),(70 218.3889),(71 218.82649),(72 219.55992),(73 219.15208),(74 220.93895),(75 221.39816),(76 221.49391),(77 223.31512),(78 223.96518),(79 224.57828),
(1 74.9049),(2 93.72083),(3 107.171425),(4 115.31669),(5 120.13313),(6 125.65755),(7 129.17915),(8 133.44678),(9 137.05006),(10 140.24098),(11 142.83362),(12 145.2091),(13 146.76044),(14 150.58455),(15 154.29314),(16 154.81404),(17 157.43471),(18 160.05484),(19 162.49225),(20 162.99898),(21 165.35355),(22 167.6239),(23 170.94888),(24 171.33235),(25 173.57033),(26 177.04881),(27 179.0504),(28 180.65392),(29 181.36545),(30 182.0097),(31 184.52603),(32 186.11073),(33 186.587),(34 186.78447),(35 189.13678),(36 190.50122),(37 192.71616),(38 193.27371),(39 196.12932),(40 196.17737),(41 197.45966),(42 197.52116),(43 198.8409),(44 199.24287),(45 198.8612),(46 199.60823),(47 201.65683),(48 200.82353),(49 201.94244),(50 204.45097),(51 206.42067),(52 205.85252),(53 204.71312),(54 204.26399),(55 204.37025),(56 204.8539),(57 204.84467),(58 206.53236),(59 207.0731),(60 207.08176),(61 206.50468),(62 206.23244),(63 207.89902),(64 207.81175),(65 210.3845),(66 211.26588),(67 213.0665),(68 213.97778),(69 212.98708),(70 214.78464),(71 215.51094),(72 215.81937),(73 215.80695),(74 214.99367),(75 216.2066),(76 215.66116),(77 215.38942),(78 216.24805),(79 215.38985),
(1 75.69229),(2 96.24477),(3 109.71186),(4 117.61052),(5 122.75408),(6 128.08977),(7 131.3475),(8 135.83656),(9 140.42755),(10 143.38437),(11 145.65303),(12 148.42958),(13 150.37526),(14 152.42485),(15 156.04182),(16 157.83345),(17 159.74039),(18 160.40245),(19 164.5005),(20 167.07486),(21 169.20999),(22 170.58463),(23 172.7874),(24 175.24721),(25 175.64409),(26 177.16115),(27 178.05457),(28 178.1063),(29 181.14777),(30 183.75862),(31 185.61223),(32 185.45308),(33 186.28972),(34 186.04492),(35 186.2046),(36 187.74771),(37 187.70541),(38 188.82944),(39 189.37593),(40 189.83418),(41 190.78732),(42 189.60895),(43 190.6208),(44 192.96428),(45 193.90067),(46 194.58304),(47 195.82434),(48 196.48526),(49 197.65591),(50 198.15791),(51 198.31621),(52 199.03459),(53 197.56487),(54 197.03111),(55 197.28763),(56 199.11774),(57 199.17084),(58 199.72998),(59 199.68085),(60 199.6713),(61 201.04938),(62 200.90614),(63 202.03839),(64 202.41017),(65 203.92007),(66 203.43898),(67 205.28156),(68 205.09506),(69 205.71793),(70 207.29887),(71 208.81514),(72 210.04001),(73 209.44724),(74 210.88225),(75 211.63744),(76 210.7407),(77 210.8757),(78 210.78313),(79 212.01152),
