1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59226.395),(2 83237.734),(3 196077.77),(4 272423.97),(5 396472.38),(6 493458.75),(7 627808.94),(8 751736.2),(9 894881.2),(10 1041486.8),(11 1206857.4),(12 1389469.6),(13 1581972),(14 1780224.9),(15 1991879.4),(16 2218068),(17 2430253.3),(18 2667893.8),(19 2894398.3),(20 3123809.8),(21 3358099.8),(22 3596132.8),(23 3838154.8),(24 4073779.3),(25 4309484),(26 4561691),(27 4814727.5),(28 5089818),(29 5380584),(30 5693463.5),(31 6049341.5),(32 6435304),(33 6835269.5),(34 7264499.5),(35 7717470),(36 8128674.5),(37 8526569),(38 8895612),(39 9207722),(40 9581803),(41 9938000),(42 10326504),(43 10700145),(44 11118923),(45 11551663),(46 12116312),(47 12605713),(48 13169005),(49 13693857),(50 14248869),(51 14748007),(52 15215896),(53 15578781),(54 15921837),(55 16164896),(56 16438051),(57 16762893),(58 17092018),(59 17436006),(60 17828254),(61 18258194),(62 18695842),(63 19134890),(64 19559092),(65 19987466),(66 20412732),(67 20800344),(68 21218506),(69 21573024),(70 21982746),(71 22376262),(72 22773208),(73 23135864),(74 23534608),(75 23916406),(76 24362142),(77 24770346),(78 25165856),(79 25524630),
(1 136.911),(2 109.6779),(3 155.53798),(4 128.1414),(5 159.92694),(6 137.8628),(7 161.28458),(8 146.96544),(9 161.71132),(10 153.13779),(11 161.82616),(12 158.55316),(13 162.87105),(14 163.89081),(15 163.88956),(16 166.00743),(17 161.79669),(18 163.72816),(19 163.11246),(20 163.46945),(21 165.15945),(22 165.20682),(23 166.11551),(24 170.18889),(25 167.39325),(26 162.88081),(27 165.65619),(28 159.9835),(29 163.93846),(30 159.0295),(31 163.03725),(32 157.7859),(33 164.09421),(34 161.17725),(35 166.28757),(36 161.80968),(37 168.8627),(38 165.9802),(39 172.32263),(40 167.48164),(41 170.74588),(42 171.57686),(43 169.3509),(44 171.41425),(45 169.03722),(46 179.55167),(47 171.7602),(48 177.76398),(49 174.56313),(50 173.80243),(51 178.08961),(52 169.03824),(53 181.10797),(54 165.4602),(55 185.18251),(56 161.72614),(57 187.8239),(58 158.52513),(59 191.22519),(60 157.86938),(61 193.08228),(62 154.87123),(63 197.12965),(64 161.50258),(65 199.15521),(66 165.77162),(67 200.20969),(68 165.89001),(69 200.80318),(70 166.6637),(71 200.7481),(72 166.63324),(73 200.97662),(74 167.05708),(75 201.32298),(76 167.51126),(77 200.11517),(78 165.07976),(79 200.45142),
(1 137.2582),(2 108.32567),(3 154.09854),(4 125.615944),(5 159.5617),(6 137.46346),(7 160.36429),(8 146.3876),(9 163.48695),(10 155.1292),(11 164.31436),(12 162.58945),(13 164.71083),(14 164.87141),(15 164.14595),(16 166.38428),(17 161.3511),(18 163.32126),(19 161.97406),(20 162.26083),(21 162.52496),(22 161.5632),(23 161.10689),(24 165.18845),(25 163.2864),(26 158.29414),(27 161.91467),(28 155.89053),(29 160.59912),(30 154.60231),(31 160.09915),(32 154.3603),(33 159.60452),(34 156.05643),(35 161.87756),(36 157.6549),(37 162.87909),(38 161.13979),(39 166.19627),(40 162.15697),(41 165.81924),(42 166.47917),(43 164.19258),(44 168.70837),(45 167.15222),(46 179.73965),(47 171.4621),(48 177.64642),(49 175.95465),(50 174.63602),(51 179.91127),(52 170.3808),(53 182.2078),(54 165.08958),(55 184.11143),(56 162.21193),(57 189.03215),(58 158.66467),(59 192.79437),(60 158.52086),(61 196.7758),(62 157.32938),(63 201.54382),(64 163.91937),(65 200.85423),(66 169.21614),(67 201.90413),(68 167.07639),(69 202.56773),(70 168.59677),(71 201.14668),(72 167.64209),(73 200.72273),(74 167.45985),(75 201.6484),(76 167.70866),(77 200.80241),(78 164.81912),(79 199.54977),
(1 134.66336),(2 107.47815),(3 154.48152),(4 124.96389),(5 157.00458),(6 135.38878),(7 158.19765),(8 144.41734),(9 161.81334),(10 154.38278),(11 163.98186),(12 160.38904),(13 163.97284),(14 165.21935),(15 161.91815),(16 165.68047),(17 160.10432),(18 162.74),(19 161.21895),(20 161.61142),(21 161.58095),(22 162.46426),(23 162.09067),(24 164.6374),(25 163.47926),(26 159.17412),(27 163.8792),(28 159.1474),(29 162.82253),(30 157.29852),(31 162.35051),(32 158.3468),(33 162.70647),(34 158.506),(35 164.2442),(36 161.21689),(37 167.16728),(38 165.27693),(39 169.73227),(40 166.93614),(41 168.7081),(42 170.93651),(43 167.60776),(44 169.61546),(45 169.71866),(46 178.52432),(47 173.17786),(48 177.38632),(49 175.91133),(50 172.65863),(51 179.77592),(52 170.24814),(53 182.71796),(54 164.7288),(55 185.01457),(56 160.92253),(57 188.0432),(58 156.56322),(59 190.4186),(60 153.74084),(61 193.14459),(62 151.52968),(63 196.25154),(64 156.76155),(65 195.84601),(66 161.75893),(67 197.47339),(68 161.9674),(69 199.96591),(70 164.48462),(71 199.2912),(72 164.39447),(73 200.14172),(74 164.89081),(75 200.3752),(76 164.6833),(77 199.83325),(78 163.44293),(79 197.97269),
(1 131.14229),(2 104.936325),(3 148.13861),(4 121.79394),(5 152.56241),(6 132.1935),(7 154.73091),(8 142.38953),(9 157.70201),(10 151.60628),(11 159.6306),(12 157.40417),(13 160.73257),(14 162.14247),(15 159.88779),(16 163.96732),(17 160.08203),(18 161.06686),(19 161.13806),(20 161.65161),(21 161.94371),(22 161.66382),(23 160.49187),(24 163.73099),(25 161.17749),(26 157.2181),(27 159.11102),(28 154.6274),(29 159.86957),(30 154.44008),(31 158.65236),(32 153.56174),(33 158.66577),(34 155.28787),(35 160.37943),(36 156.59712),(37 161.3558),(38 158.71082),(39 162.38483),(40 159.59906),(41 162.46504),(42 164.09877),(43 160.56427),(44 164.40833),(45 163.64365),(46 173.17007),(47 167.25237),(48 172.40063),(49 171.03247),(50 168.11775),(51 173.77332),(52 163.9889),(53 176.75346),(54 159.6305),(55 178.94373),(56 155.66821),(57 182.46394),(58 153.09485),(59 185.89731),(60 152.05945),(61 188.05327),(62 150.95656),(63 190.04874),(64 153.60176),(65 190.87993),(66 157.54358),(67 191.65019),(68 159.98952),(69 194.13696),(70 161.12816),(71 193.51799),(72 160.31932),(73 193.70126),(74 161.48154),(75 193.71208),(76 159.43901),(77 192.21704),(78 158.88234),(79 190.71736),
(1 132.97952),(2 103.55521),(3 148.09918),(4 120.170715),(5 151.56783),(6 129.62685),(7 152.44676),(8 140.24332),(9 154.92212),(10 147.46442),(11 155.68526),(12 153.94255),(13 157.24983),(14 160.23367),(15 156.91081),(16 161.37566),(17 156.76442),(18 158.43423),(19 158.04808),(20 158.43748),(21 158.89119),(22 157.95032),(23 157.98636),(24 162.40233),(25 160.03912),(26 156.60612),(27 159.38708),(28 155.8381),(29 159.54742),(30 154.78563),(31 159.69212),(32 156.25015),(33 160.27956),(34 156.91739),(35 161.3824),(36 156.97913),(37 162.6639),(38 159.69678),(39 164.49521),(40 159.96005),(41 162.79576),(42 163.01747),(43 159.62834),(44 163.11803),(45 162.44987),(46 173.78076),(47 167.03993),(48 174.56834),(49 173.30841),(50 170.9158),(51 176.09961),(52 165.51038),(53 178.10725),(54 159.7191),(55 180.6901),(56 156.37259),(57 184.99713),(58 153.67453),(59 188.12915),(60 152.95833),(61 190.6492),(62 151.47382),(63 193.0168),(64 156.50362),(65 193.55165),(66 160.42232),(67 194.38531),(68 161.83559),(69 195.90007),(70 162.52525),(71 194.49026),(72 160.84941),(73 194.78162),(74 161.68576),(75 196.13655),(76 161.21626),(77 195.18127),(78 161.91989),(79 195.26848),
(1 132.07329),(2 104.42011),(3 148.91095),(4 121.37914),(5 152.65549),(6 130.75352),(7 153.71686),(8 141.03041),(9 156.51138),(10 149.62888),(11 157.22792),(12 154.81635),(13 157.70572),(14 158.56093),(15 157.1243),(16 160.67798),(17 155.69543),(18 158.5558),(19 157.93007),(20 156.52435),(21 159.72098),(22 157.93713),(23 158.25397),(24 161.72238),(25 158.90533),(26 155.76808),(27 158.56488),(28 154.36778),(29 157.36751),(30 152.98454),(31 157.00865),(32 155.18724),(33 160.12445),(34 156.01431),(35 161.34583),(36 156.24266),(37 160.46332),(38 157.42874),(39 162.3245),(40 159.46266),(41 161.92082),(42 162.83151),(43 158.20332),(44 161.82242),(45 160.12883),(46 172.41463),(47 165.21893),(48 171.51933),(49 169.01027),(50 168.06046),(51 171.48117),(52 164.50717),(53 175.33424),(54 158.69089),(55 178.00217),(56 155.23009),(57 180.49069),(58 151.38383),(59 183.94154),(60 150.48778),(61 186.62022),(62 148.05319),(63 190.14871),(64 153.99557),(65 189.73003),(66 157.776),(67 191.69533),(68 159.31755),(69 192.54616),(70 159.22546),(71 191.25006),(72 157.87987),(73 192.34782),(74 159.19966),(75 191.59856),(76 160.48648),(77 192.32697),(78 159.36218),(79 191.77554),
(1 130.49734),(2 103.71279),(3 148.73001),(4 121.45693),(5 154.44426),(6 132.97417),(7 156.14561),(8 142.46216),(9 159.17607),(10 152.11534),(11 161.62988),(12 158.90659),(13 161.7932),(14 163.07811),(15 160.38422),(16 163.67581),(17 158.69228),(18 160.72845),(19 159.20229),(20 158.2178),(21 159.67935),(22 159.54892),(23 158.7865),(24 163.4859),(25 160.48329),(26 156.38199),(27 159.20343),(28 154.18259),(29 158.15309),(30 154.4263),(31 158.14565),(32 153.54855),(33 157.88963),(34 154.0287),(35 158.81696),(36 153.76402),(37 159.8119),(38 156.88945),(39 161.94084),(40 157.06686),(41 160.31007),(42 160.02557),(43 157.39424),(44 160.87448),(45 159.2478),(46 171.32605),(47 164.63222),(48 171.42293),(49 168.41956),(50 166.50009),(51 170.07713),(52 163.88602),(53 173.47418),(54 159.1483),(55 176.30978),(56 152.57632),(57 178.64313),(58 150.73659),(59 182.79828),(60 150.00137),(61 186.01479),(62 148.79591),(63 190.11691),(64 153.72514),(65 191.37756),(66 158.76657),(67 191.57321),(68 159.88509),(69 192.409),(70 161.66121),(71 195.02895),(72 161.1049),(73 194.84743),(74 162.22961),(75 194.70059),(76 162.49332),(77 195.10977),(78 161.28012),(79 193.17743),
(1 127.680626),(2 100.61626),(3 144.7357),(4 117.71673),(5 147.7747),(6 127.31514),(7 151.17703),(8 137.5155),(9 152.5318),(10 145.66956),(11 154.53444),(12 151.28075),(13 154.95227),(14 156.78383),(15 154.03452),(16 157.75919),(17 153.2312),(18 154.7297),(19 155.73482),(20 155.36015),(21 157.15982),(22 155.18999),(23 155.77493),(24 159.5446),(25 157.79823),(26 152.17433),(27 156.0409),(28 152.58702),(29 156.06827),(30 152.64575),(31 155.59749),(32 151.9955),(33 157.11433),(34 152.25162),(35 156.03874),(36 152.59534),(37 156.76305),(38 153.65387),(39 158.42479),(40 153.99667),(41 156.8314),(42 159.8905),(43 157.37819),(44 160.74529),(45 158.24309),(46 169.80904),(47 163.99895),(48 169.21452),(49 167.88058),(50 166.74992),(51 171.05185),(52 163.12836),(53 173.66403),(54 158.4368),(55 175.93488),(56 153.13147),(57 178.30681),(58 150.66014),(59 181.6891),(60 148.95102),(61 182.8754),(62 146.66202),(63 186.97473),(64 151.1461),(65 185.5854),(66 155.2527),(67 186.92044),(68 156.06004),(69 188.15955),(70 157.30185),(71 189.30241),(72 157.54114),(73 189.45247),(74 157.98053),(75 190.49713),(76 159.45325),(77 191.67326),(78 158.60995),(79 189.53654),
(1 125.49681),(2 98.83813),(3 141.6295),(4 116.4079),(5 146.8119),(6 126.19973),(7 148.24559),(8 135.82216),(9 151.14003),(10 144.8489),(11 154.04855),(12 151.26266),(13 153.74458),(14 155.96631),(15 152.18338),(16 155.62973),(17 151.72513),(18 153.63412),(19 153.0956),(20 151.68071),(21 151.99057),(22 151.65274),(23 150.59297),(24 155.46147),(25 154.4197),(26 149.96907),(27 153.92784),(28 150.23793),(29 153.64006),(30 148.91525),(31 153.64838),(32 149.32152),(33 153.92351),(34 149.35101),(35 154.89),(36 151.69307),(37 155.83621),(38 154.0011),(39 159.94705),(40 156.63556),(41 158.87964),(42 161.99927),(43 158.13445),(44 162.53908),(45 160.89778),(46 171.60527),(47 165.62721),(48 171.34683),(49 168.31676),(50 166.53372),(51 170.74231),(52 162.91507),(53 173.53755),(54 157.19347),(55 175.18477),(56 152.43382),(57 176.52525),(58 147.94202),(59 180.51605),(60 147.16951),(61 182.82611),(62 146.12683),(63 187.36374),(64 151.94453),(65 188.41507),(66 157.45421),(67 189.91055),(68 157.28319),(69 190.96545),(70 160.03865),(71 191.81569),(72 158.72704),(73 190.90279),(74 157.9188),(75 190.4946),(76 158.92543),(77 190.4279),(78 155.64297),(79 186.95868),
(1 127.13238),(2 99.90378),(3 142.63014),(4 116.04818),(5 146.60225),(6 124.524605),(7 148.43106),(8 135.33984),(9 151.92542),(10 143.95898),(11 153.84756),(12 151.73534),(13 154.4045),(14 156.80014),(15 153.73131),(16 158.0876),(17 152.58565),(18 154.95558),(19 155.32857),(20 155.08182),(21 155.41649),(22 154.68227),(23 154.63434),(24 157.15933),(25 154.12236),(26 150.55585),(27 154.35501),(28 149.83907),(29 153.16841),(30 149.86426),(31 153.71921),(32 150.29152),(33 153.74637),(34 149.3856),(35 154.16663),(36 149.18959),(37 154.13332),(38 150.41212),(39 156.06915),(40 152.70781),(41 155.85474),(42 156.34041),(43 152.19724),(44 155.4118),(45 154.32214),(46 165.01447),(47 159.66986),(48 164.96747),(49 162.45401),(50 160.72937),(51 165.6026),(52 155.89262),(53 168.65509),(54 151.76663),(55 171.31082),(56 147.07913),(57 174.07214),(58 145.20369),(59 177.60188),(60 144.18008),(61 182.67638),(62 145.33798),(63 185.48512),(64 150.20157),(65 186.538),(66 152.88005),(67 186.75664),(68 153.7733),(69 187.3017),(70 155.37813),(71 187.90585),(72 156.50592),(73 188.867),(74 156.58086),(75 188.87822),(76 157.44577),(77 189.0141),(78 154.67056),(79 188.17113),
(1 125.23512),(2 98.2465),(3 141.12704),(4 115.40526),(5 145.99336),(6 124.591705),(7 148.28958),(8 133.6497),(9 149.43861),(10 142.2437),(11 150.4088),(12 147.01929),(13 149.04832),(14 150.42952),(15 149.51839),(16 152.32791),(17 147.67757),(18 149.66335),(19 150.40761),(20 150.11664),(21 150.51411),(22 148.70454),(23 148.97363),(24 153.90303),(25 150.8483),(26 146.75102),(27 149.89096),(28 144.60281),(29 149.41661),(30 144.58463),(31 149.1403),(32 144.93358),(33 148.00768),(34 143.69058),(35 146.83926),(36 143.53674),(37 147.68263),(38 145.68373),(39 149.69557),(40 147.3471),(41 149.9599),(42 152.06638),(43 148.80075),(44 152.64249),(45 152.28609),(46 163.67206),(47 155.6639),(48 163.4411),(49 161.49997),(50 161.22112),(51 164.06708),(52 156.92091),(53 168.11029),(54 153.44977),(55 171.07411),(56 149.28108),(57 174.41336),(58 146.65344),(59 176.9435),(60 144.88359),(61 181.07236),(62 145.84598),(63 184.76085),(64 150.89366),(65 185.5041),(66 155.52644),(67 187.1891),(68 156.2132),(69 188.56947),(70 158.59102),(71 188.49762),(72 157.19547),(73 187.61005),(74 156.90211),(75 188.09595),(76 155.4901),(77 185.79709),(78 153.55045),(79 183.42581),
(1 124.865776),(2 98.26852),(3 140.14296),(4 115.12547),(5 145.81422),(6 124.99681),(7 147.40517),(8 133.44724),(9 149.96292),(10 143.31561),(11 152.46388),(12 149.31915),(13 151.05656),(14 152.79628),(15 150.36284),(16 153.68132),(17 148.81012),(18 150.68439),(19 150.27261),(20 149.41653),(21 150.41023),(22 151.00726),(23 149.8596),(24 154.85124),(25 152.48189),(26 149.18951),(27 154.08885),(28 149.3847),(29 154.41),(30 149.25153),(31 154.40775),(32 150.23343),(33 154.5408),(34 149.45795),(35 154.77017),(36 149.24521),(37 154.47978),(38 150.31102),(39 154.49081),(40 150.5954),(41 153.531),(42 154.93578),(43 151.59695),(44 154.92293),(45 153.57204),(46 165.27292),(47 158.11583),(48 164.91193),(49 161.83292),(50 161.57022),(51 165.80707),(52 159.21988),(53 170.26761),(54 155.38683),(55 171.73953),(56 149.21985),(57 173.13911),(58 146.50372),(59 177.17195),(60 145.59685),(61 180.77544),(62 143.00671),(63 182.61403),(64 148.3935),(65 183.75522),(66 153.11874),(67 186.55283),(68 155.35873),(69 187.42735),(70 157.43044),(71 188.91353),(72 158.98576),(73 189.76083),(74 157.98604),(75 190.91832),(76 159.16432),(77 191.69511),(78 159.68169),(79 191.28482),
(1 122.36702),(2 94.24956),(3 136.12744),(4 110.1071),(5 140.55475),(6 120.88883),(7 142.16306),(8 128.63959),(9 143.78873),(10 137.30363),(11 144.42216),(12 143.38626),(13 147.37799),(14 149.40239),(15 147.16061),(16 151.5059),(17 146.10403),(18 148.02544),(19 148.12653),(20 147.47217),(21 147.93999),(22 148.40854),(23 148.54347),(24 152.79277),(25 150.14513),(26 147.06161),(27 149.19826),(28 145.79239),(29 149.68794),(30 144.82011),(31 149.41019),(32 145.21489),(33 150.26619),(34 144.97612),(35 149.57431),(36 145.49481),(37 149.93384),(38 146.14897),(39 151.29083),(40 145.6791),(41 149.08884),(42 150.08765),(43 149.26573),(44 151.19101),(45 150.29535),(46 160.09341),(47 154.14784),(48 158.36113),(49 157.30344),(50 155.01369),(51 160.94516),(52 152.16017),(53 162.52893),(54 147.39157),(55 164.87679),(56 143.98409),(57 167.85063),(58 139.54019),(59 170.26378),(60 137.13719),(61 172.6036),(62 136.99039),(63 175.25423),(64 141.42737),(65 175.54077),(66 145.70346),(67 177.36816),(68 145.91948),(69 177.52965),(70 147.19305),(71 178.9703),(72 148.38013),(73 179.18506),(74 146.24464),(75 180.09964),(76 148.27992),(77 179.21228),(78 147.42003),(79 178.49835),
(1 121.43852),(2 93.44009),(3 136.13425),(4 110.39712),(5 141.27306),(6 119.254364),(7 141.41553),(8 128.8566),(9 144.51448),(10 136.2443),(11 144.43422),(12 142.21086),(13 144.77103),(14 146.28029),(15 144.74895),(16 147.48274),(17 143.30807),(18 143.92894),(19 143.44897),(20 142.4785),(21 143.94656),(22 143.06923),(23 144.49847),(24 147.66911),(25 145.97757),(26 142.53088),(27 146.46106),(28 143.18529),(29 147.23882),(30 142.5928),(31 147.18683),(32 142.9141),(33 147.021),(34 142.67805),(35 147.10974),(36 143.40735),(37 147.39198),(38 145.01929),(39 148.80833),(40 146.04387),(41 148.7201),(42 151.07701),(43 150.0046),(44 152.73155),(45 150.30602),(46 161.67554),(47 154.41498),(48 159.66385),(49 156.89487),(50 155.61983),(51 161.53229),(52 153.35287),(53 163.86656),(54 148.29279),(55 166.40678),(56 144.78822),(57 168.86652),(58 140.86232),(59 171.65028),(60 140.61472),(61 174.53026),(62 139.11823),(63 177.14297),(64 142.05759),(65 176.63487),(66 147.06117),(67 178.24026),(68 147.85263),(69 179.72719),(70 150.77022),(71 181.4578),(72 150.46169),(73 181.89474),(74 150.56065),(75 182.14438),(76 150.49518),(77 181.95233),(78 149.47469),(79 181.53139),
(1 120.91235),(2 93.10972),(3 135.61543),(4 109.844864),(5 140.85121),(6 119.50709),(7 142.14914),(8 128.69331),(9 146.26506),(10 138.7538),(11 147.48323),(12 144.42397),(13 147.5402),(14 149.41766),(15 147.5303),(16 151.32266),(17 146.92409),(18 147.79759),(19 147.22324),(20 146.58096),(21 147.27567),(22 146.67847),(23 147.18205),(24 150.991),(25 147.73273),(26 144.78336),(27 149.2145),(28 144.51108),(29 148.1432),(30 143.42732),(31 146.03893),(32 143.3803),(33 146.77469),(34 142.0475),(35 146.74655),(36 142.48343),(37 146.11249),(38 144.6412),(39 149.43379),(40 145.86894),(41 148.40552),(42 149.9747),(43 147.06836),(44 151.19862),(45 149.97284),(46 160.71214),(47 154.2148),(48 160.46364),(49 158.0983),(50 156.44504),(51 161.01405),(52 153.02405),(53 163.3238),(54 147.7403),(55 166.57918),(56 144.28589),(57 168.04568),(58 140.15201),(59 171.44093),(60 138.65465),(61 173.06471),(62 138.12038),(63 178.1247),(64 142.96323),(65 177.69595),(66 146.98633),(67 180.2731),(68 148.60297),(69 181.81343),(70 151.61858),(71 182.61615),(72 151.20462),(73 182.3805),(74 151.55182),(75 183.82967),(76 153.00282),(77 184.2024),(78 153.3114),(79 183.10716),
(1 119.83571),(2 93.3155),(3 134.81458),(4 109.37914),(5 139.13568),(6 119.182205),(7 140.48361),(8 128.74292),(9 143.50429),(10 138.38397),(11 146.09138),(12 143.77277),(13 145.85754),(14 147.68646),(15 144.51762),(16 148.44145),(17 143.25294),(18 144.53484),(19 143.58861),(20 142.4709),(21 142.73285),(22 143.59563),(23 142.40952),(24 145.7505),(25 143.1033),(26 139.06578),(27 142.5741),(28 138.18987),(29 142.3516),(30 138.14153),(31 143.38725),(32 139.72075),(33 144.08098),(34 140.21371),(35 145.12251),(36 142.06453),(37 146.9152),(38 144.89417),(39 149.85141),(40 146.15378),(41 148.74586),(42 150.02322),(43 147.04568),(44 151.16246),(45 150.17719),(46 160.25201),(47 152.88878),(48 160.57893),(49 157.45775),(50 155.82399),(51 159.13893),(52 150.67372),(53 159.54602),(54 145.56096),(55 163.03375),(56 141.38206),(57 165.10661),(58 137.85693),(59 167.84486),(60 136.1428),(61 170.2654),(62 135.62674),(63 172.97841),(64 140.43434),(65 174.44098),(66 144.15874),(67 176.13036),(68 145.22449),(69 175.7366),(70 147.78806),(71 176.39238),(72 146.2934),(73 176.31776),(74 146.84674),(75 177.3026),(76 147.20313),(77 175.88597),(78 145.75302),(79 174.52968),
(1 118.88144),(2 91.60822),(3 132.19524),(4 107.332825),(5 136.92978),(6 118.15778),(7 139.75446),(8 127.099915),(9 141.92694),(10 135.64017),(11 142.99918),(12 141.59879),(13 143.80371),(14 147.01059),(15 143.31403),(16 147.64658),(17 142.79912),(18 144.43166),(19 144.00409),(20 143.9813),(21 144.2157),(22 143.88524),(23 142.94644),(24 146.58374),(25 144.13174),(26 141.10254),(27 144.19765),(28 139.8847),(29 145.01791),(30 139.19994),(31 144.8554),(32 139.57101),(33 144.69557),(34 139.21866),(35 143.91388),(36 140.27022),(37 146.52402),(38 143.18608),(39 147.98326),(40 144.74785),(41 146.87312),(42 147.51219),(43 144.17792),(44 148.04482),(45 146.83801),(46 158.04733),(47 150.73468),(48 158.54955),(49 154.50496),(50 153.9488),(51 158.59457),(52 150.33743),(53 160.82643),(54 146.72984),(55 163.28015),(56 142.52502),(57 166.46925),(58 138.0488),(59 168.16595),(60 137.16798),(61 171.06467),(62 136.35489),(63 174.63702),(64 141.97397),(65 175.24596),(66 146.67749),(67 177.50505),(68 147.66588),(69 179.10265),(70 150.40604),(71 179.9552),(72 149.7719),(73 179.94072),(74 150.70291),(75 180.85542),(76 151.02829),(77 181.39403),(78 150.6743),(79 181.64526),
(1 117.24666),(2 89.83692),(3 131.19469),(4 107.149376),(5 136.16534),(6 116.84665),(7 138.41385),(8 125.65531),(9 140.30734),(10 132.62805),(11 141.58517),(12 140.10712),(13 143.61128),(14 144.22105),(15 142.12628),(16 145.9035),(17 141.20735),(18 143.82558),(19 143.60333),(20 142.29315),(21 143.54956),(22 142.70601),(23 141.05083),(24 146.45227),(25 142.55556),(26 138.11623),(27 142.21349),(28 137.01878),(29 141.53816),(30 137.40279),(31 140.78831),(32 136.41962),(33 141.9686),(34 137.45345),(35 142.39873),(36 138.2046),(37 142.38576),(38 139.72873),(39 143.6657),(40 141.50214),(41 144.09415),(42 145.32025),(43 142.3231),(44 146.07115),(45 145.67683),(46 156.94438),(47 150.13507),(48 156.73993),(49 156.09904),(50 154.52255),(51 160.34459),(52 152.07394),(53 162.58792),(54 147.51501),(55 164.31682),(56 142.4891),(57 165.60199),(58 137.23344),(59 167.16515),(60 135.51543),(61 167.89793),(62 133.11458),(63 170.36266),(64 137.08827),(65 170.291),(66 139.50008),(67 171.26459),(68 140.78549),(69 170.79588),(70 141.3358),(71 171.949),(72 141.87535),(73 173.17949),(74 143.78549),(75 173.95993),(76 144.4438),(77 173.46092),(78 143.34238),(79 174.13719),
