1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 158.69254),(2 206.64755),(3 231.83905),(4 248.09326),(5 261.2343),(6 270.55722),(7 278.739),(8 283.43265),(9 287.66595),(10 289.89954),(11 292.7399),(12 298.94424),(13 299.7071),(14 301.6847),(15 306.139),(16 308.20578),(17 309.0594),(18 312.0002),(19 310.66653),(20 313.13928),(21 314.8849),(22 315.51593),(23 313.79193),(24 311.51224),(25 310.61456),(26 314.11713),(27 314.6005),(28 316.13992),(29 316.02838),(30 314.6038),(31 315.1038),(32 313.42993),(33 317.23508),(34 315.66074),(35 314.92145),(36 313.9051),(37 312.32956),(38 311.89008),(39 313.00354),(40 314.96283),(41 318.42926),(42 319.18762),(43 322.5677),(44 323.0826),(45 325.4677),(46 326.1116),(47 325.2562),(48 320.2643),(49 316.37396),(50 319.846),(51 317.33246),(52 318.30325),(53 321.07217),(54 319.71606),(55 322.6921),(56 320.04135),(57 322.6271),(58 325.97293),(59 325.63013),(60 322.34302),(61 326.28732),(62 326.5905),(63 325.60312),(64 324.43243),(65 325.21426),(66 324.71402),(67 324.7354),(68 324.7864),(69 324.3569),(70 327.3841),(71 328.31763),(72 329.34384),(73 334.16504),(74 334.2407),(75 335.6396),(76 333.10532),(77 333.01465),(78 335.41266),(79 334.3828),
(1 154.49004),(2 199.89267),(3 224.06133),(4 239.84294),(5 251.04868),(6 259.5382),(7 268.7252),(8 271.03244),(9 274.6093),(10 277.1652),(11 277.6262),(12 278.81387),(13 288.37604),(14 288.91083),(15 294.43402),(16 293.2376),(17 292.1885),(18 295.49243),(19 295.36337),(20 299.30426),(21 302.21854),(22 301.79825),(23 300.47037),(24 299.07132),(25 300.83472),(26 303.98654),(27 302.101),(28 306.4053),(29 306.07892),(30 304.88483),(31 301.79227),(32 303.19742),(33 305.70905),(34 304.1855),(35 304.28638),(36 303.09656),(37 302.20923),(38 304.02832),(39 304.22702),(40 305.4549),(41 308.6356),(42 307.451),(43 309.98645),(44 310.7969),(45 312.71756),(46 309.99158),(47 306.3818),(48 302.75388),(49 300.3704),(50 304.02634),(51 303.8924),(52 306.18478),(53 309.06256),(54 307.0932),(55 309.93417),(56 306.20615),(57 304.64224),(58 310.50006),(59 311.34952),(60 308.63428),(61 312.21277),(62 313.3272),(63 314.37256),(64 313.73007),(65 312.9619),(66 313.19205),(67 316.15695),(68 314.9836),(69 315.71164),(70 317.74725),(71 318.19733),(72 317.73727),(73 324.5919),(74 324.33307),(75 324.71432),(76 322.78207),(77 321.33298),(78 323.21237),(79 319.38422),
(1 158.86229),(2 208.14737),(3 234.19255),(4 250.32932),(5 263.4661),(6 274.65405),(7 281.73785),(8 287.58438),(9 287.68423),(10 292.48044),(11 292.95767),(12 293.75766),(13 298.05292),(14 300.26566),(15 306.01138),(16 308.4733),(17 305.62323),(18 308.99652),(19 311.2696),(20 308.80637),(21 310.31802),(22 312.05182),(23 310.6845),(24 311.53677),(25 312.79922),(26 318.99585),(27 316.79767),(28 322.49463),(29 323.9366),(30 320.11783),(31 318.27985),(32 319.46152),(33 324.70654),(34 325.4213),(35 324.84546),(36 322.8814),(37 323.13998),(38 323.44986),(39 326.91574),(40 326.8859),(41 324.68115),(42 327.77542),(43 329.68625),(44 327.10504),(45 324.62048),(46 327.21356),(47 324.5852),(48 320.6268),(49 320.15335),(50 323.34027),(51 322.91696),(52 322.47827),(53 322.9515),(54 319.5264),(55 323.36008),(56 321.88263),(57 319.06866),(58 322.1715),(59 323.36642),(60 322.67368),(61 322.23544),(62 321.45068),(63 324.96722),(64 323.54446),(65 323.00568),(66 325.1168),(67 328.20358),(68 328.92892),(69 330.85983),(70 333.53915),(71 333.35712),(72 332.4081),(73 335.0826),(74 332.99893),(75 335.40237),(76 332.91217),(77 331.75955),(78 329.47305),(79 326.0537),
(1 151.46454),(2 198.28232),(3 223.36348),(4 235.12422),(5 247.2767),(6 254.82657),(7 266.26556),(8 272.7484),(9 277.1257),(10 281.12445),(11 283.22345),(12 283.4739),(13 287.27875),(14 292.35214),(15 294.49936),(16 293.916),(17 292.89233),(18 293.48465),(19 295.1339),(20 295.9471),(21 297.11612),(22 298.026),(23 297.41986),(24 296.5003),(25 299.11963),(26 300.0898),(27 299.28036),(28 302.12512),(29 299.38434),(30 298.50925),(31 299.66425),(32 298.8687),(33 300.231),(34 300.68546),(35 300.82343),(36 297.2322),(37 299.58002),(38 299.2786),(39 303.80643),(40 306.61014),(41 308.11493),(42 308.6577),(43 311.42737),(44 306.72745),(45 305.89905),(46 306.72),(47 305.8245),(48 305.14145),(49 308.94345),(50 311.04025),(51 307.503),(52 304.83325),(53 303.07236),(54 304.4081),(55 304.1166),(56 304.64996),(57 304.42322),(58 306.77786),(59 307.91833),(60 308.60086),(61 311.0314),(62 307.83148),(63 306.96274),(64 304.1164),(65 305.51593),(66 309.1212),(67 310.8752),(68 309.3056),(69 310.44534),(70 310.66745),(71 308.60367),(72 309.98016),(73 308.87106),(74 309.07294),(75 306.83762),(76 305.1844),(77 308.14175),(78 309.24454),(79 308.2625),
(1 153.04724),(2 196.30186),(3 218.81956),(4 233.76353),(5 243.51859),(6 251.62236),(7 260.1151),(8 267.29462),(9 270.374),(10 274.26035),(11 278.2402),(12 282.34265),(13 286.66763),(14 289.23184),(15 293.5379),(16 292.16986),(17 294.2595),(18 294.32166),(19 296.35648),(20 296.52078),(21 297.8947),(22 297.67746),(23 296.56546),(24 297.32318),(25 294.3582),(26 295.02057),(27 291.7645),(28 291.7601),(29 291.60022),(30 291.17746),(31 291.95145),(32 291.249),(33 289.86185),(34 290.74695),(35 292.21506),(36 295.20438),(37 296.86404),(38 299.67892),(39 297.03796),(40 301.20093),(41 303.30753),(42 303.3032),(43 307.48892),(44 305.22824),(45 302.33197),(46 304.16006),(47 303.84253),(48 303.18558),(49 302.32114),(50 304.93335),(51 302.6367),(52 301.30994),(53 300.31567),(54 299.8862),(55 299.2734),(56 302.64316),(57 301.8849),(58 306.1788),(59 305.3498),(60 304.77097),(61 306.46725),(62 307.04803),(63 309.451),(64 306.60748),(65 310.62347),(66 310.81647),(67 312.27856),(68 312.84927),(69 311.13815),(70 309.46545),(71 307.48154),(72 306.12106),(73 311.71902),(74 312.808),(75 314.81528),(76 312.9294),(77 311.0175),(78 312.95218),(79 314.12268),
(1 151.894),(2 196.09225),(3 219.24028),(4 232.5311),(5 245.3737),(6 252.84529),(7 264.66595),(8 272.68063),(9 275.98584),(10 275.52908),(11 278.79553),(12 276.39853),(13 283.2953),(14 286.0085),(15 290.74268),(16 290.57794),(17 289.30148),(18 290.60822),(19 295.69058),(20 297.86157),(21 300.86905),(22 302.4416),(23 302.09778),(24 299.05237),(25 296.91028),(26 300.00714),(27 299.29935),(28 301.43283),(29 300.9585),(30 297.99854),(31 296.0189),(32 296.79794),(33 297.9223),(34 296.28308),(35 299.13177),(36 297.207),(37 296.77444),(38 298.0849),(39 299.63095),(40 300.23654),(41 299.34976),(42 299.1927),(43 301.66043),(44 300.6045),(45 302.76453),(46 303.19925),(47 301.55087),(48 300.6562),(49 298.0436),(50 301.07782),(51 299.44916),(52 299.75845),(53 300.3737),(54 300.90417),(55 299.68478),(56 299.5426),(57 299.54678),(58 306.6028),(59 303.15216),(60 300.65347),(61 303.01),(62 304.4674),(63 308.74844),(64 307.5239),(65 308.65952),(66 311.87802),(67 313.5996),(68 316.6592),(69 315.48093),(70 313.886),(71 315.92252),(72 315.97772),(73 321.42044),(74 322.41858),(75 321.27087),(76 321.83078),(77 323.47183),(78 325.72498),(79 326.06625),
(1 144.65573),(2 186.42),(3 208.18747),(4 223.18227),(5 235.05568),(6 244.92148),(7 253.44492),(8 258.30753),(9 260.47598),(10 263.2211),(11 265.21255),(12 266.42203),(13 273.78745),(14 273.6248),(15 278.41718),(16 281.88953),(17 281.7926),(18 284.3725),(19 288.72485),(20 292.29),(21 292.1101),(22 291.61508),(23 291.63715),(24 290.37476),(25 290.50714),(26 292.6764),(27 292.02173),(28 294.43307),(29 291.59488),(30 288.68997),(31 292.05185),(32 289.9488),(33 288.16888),(34 285.25708),(35 283.85638),(36 285.8389),(37 290.10016),(38 293.43625),(39 291.49362),(40 293.21143),(41 294.64023),(42 294.93454),(43 297.066),(44 296.61014),(45 298.3328),(46 299.06668),(47 296.30106),(48 295.87054),(49 294.25333),(50 293.3501),(51 292.46085),(52 289.34146),(53 289.65646),(54 290.98526),(55 292.04993),(56 291.08627),(57 288.9431),(58 291.06985),(59 289.45612),(60 290.04105),(61 290.52286),(62 292.7088),(63 294.9873),(64 292.05093),(65 293.91245),(66 292.84503),(67 292.598),(68 289.976),(69 291.3438),(70 291.3481),(71 289.40225),(72 290.07422),(73 289.36145),(74 290.45282),(75 295.95703),(76 297.13644),(77 299.20663),(78 300.6604),(79 301.70837),
(1 146.19002),(2 188.7449),(3 211.009),(4 224.68439),(5 238.68163),(6 245.98363),(7 253.04976),(8 257.2703),(9 261.5125),(10 261.71158),(11 264.16534),(12 267.3704),(13 271.9452),(14 271.4833),(15 272.5023),(16 277.50513),(17 277.59857),(18 282.82828),(19 284.18176),(20 285.805),(21 284.48795),(22 282.64963),(23 283.77106),(24 285.11404),(25 285.28534),(26 286.74332),(27 289.14865),(28 293.51605),(29 293.18457),(30 291.11908),(31 292.43054),(32 290.29315),(33 288.5783),(34 286.24786),(35 288.56717),(36 290.8056),(37 293.843),(38 295.2193),(39 295.56418),(40 297.4087),(41 296.77545),(42 296.76816),(43 299.0405),(44 297.2332),(45 296.79764),(46 297.38004),(47 295.2027),(48 292.01575),(49 289.97357),(50 289.21677),(51 287.08127),(52 285.90274),(53 287.63367),(54 287.59354),(55 289.6297),(56 291.79526),(57 290.31982),(58 293.4074),(59 291.57678),(60 291.13788),(61 291.03836),(62 291.7022),(63 293.8072),(64 291.62933),(65 291.37396),(66 290.51065),(67 291.24628),(68 290.7577),(69 292.66486),(70 293.2688),(71 288.67783),(72 287.4403),(73 292.8988),(74 290.95807),(75 297.25058),(76 297.5687),(77 299.72354),(78 300.79486),(79 303.08435),
(1 145.2705),(2 188.44928),(3 209.8187),(4 223.9195),(5 232.91144),(6 242.30795),(7 250.20107),(8 255.56175),(9 261.56802),(10 264.83527),(11 267.9801),(12 268.95868),(13 269.05276),(14 268.34836),(15 270.2359),(16 270.90338),(17 273.7516),(18 276.48825),(19 278.00653),(20 280.5551),(21 280.61273),(22 282.81088),(23 279.72787),(24 278.18155),(25 281.15887),(26 283.94638),(27 284.44073),(28 287.41617),(29 286.21622),(30 284.27597),(31 285.29742),(32 285.09015),(33 286.68915),(34 286.86722),(35 285.94824),(36 287.76456),(37 288.94247),(38 292.28687),(39 292.64938),(40 291.8281),(41 290.81613),(42 288.4607),(43 291.87903),(44 291.7306),(45 290.91525),(46 289.74533),(47 286.95282),(48 287.48566),(49 285.71747),(50 287.6803),(51 285.97458),(52 287.85367),(53 285.84467),(54 283.16058),(55 283.2563),(56 284.17026),(57 280.25272),(58 282.16278),(59 283.2563),(60 283.4568),(61 285.58182),(62 288.64514),(63 292.8044),(64 292.96783),(65 287.81476),(66 286.76813),(67 287.49512),(68 288.65988),(69 289.03848),(70 289.24512),(71 288.9157),(72 288.34253),(73 290.59158),(74 289.4279),(75 289.6617),(76 291.60822),(77 291.36884),(78 291.42215),(79 289.9305),
(1 143.13454),(2 186.1134),(3 207.21986),(4 223.77728),(5 231.4383),(6 240.86351),(7 248.47961),(8 253.94276),(9 260.57712),(10 260.65115),(11 266.27112),(12 267.67178),(13 271.82593),(14 270.73618),(15 272.54764),(16 273.55084),(17 277.59064),(18 279.47034),(19 278.06207),(20 283.62247),(21 283.25256),(22 284.38284),(23 283.35825),(24 282.9763),(25 281.80872),(26 285.688),(27 288.4623),(28 287.02603),(29 285.8782),(30 284.14853),(31 281.9456),(32 285.31836),(33 285.74548),(34 286.42108),(35 288.1679),(36 286.99493),(37 287.4273),(38 287.9454),(39 290.7132),(40 289.46396),(41 292.2082),(42 292.01422),(43 293.25223),(44 293.89575),(45 292.78958),(46 291.90308),(47 290.163),(48 291.40775),(49 289.29886),(50 289.81177),(51 289.67172),(52 292.5101),(53 293.45932),(54 291.9324),(55 292.07855),(56 296.79443),(57 297.21585),(58 294.35773),(59 298.57114),(60 297.0043),(61 297.15573),(62 295.648),(63 294.82227),(64 295.54196),(65 294.79733),(66 292.89148),(67 296.95374),(68 296.2017),(69 295.1598),(70 297.41006),(71 292.92877),(72 294.65094),(73 296.9441),(74 295.66202),(75 296.56384),(76 297.18002),(77 294.75223),(78 295.91083),(79 294.84558),
(1 141.37285),(2 185.86972),(3 208.1964),(4 225.36674),(5 237.01566),(6 245.16171),(7 249.9198),(8 255.40495),(9 260.20102),(10 261.68967),(11 265.81396),(12 266.75818),(13 271.95685),(14 270.64233),(15 271.6116),(16 273.5696),(17 277.93195),(18 280.4996),(19 280.7369),(20 283.9251),(21 285.07898),(22 282.50372),(23 282.58054),(24 281.4522),(25 278.3044),(26 278.19135),(27 277.20993),(28 280.9208),(29 278.3123),(30 277.50003),(31 277.2606),(32 278.9537),(33 282.3203),(34 283.92017),(35 283.43695),(36 283.32153),(37 285.01465),(38 285.69098),(39 284.79718),(40 284.33487),(41 285.74646),(42 284.3949),(43 287.70004),(44 286.766),(45 285.78485),(46 286.31613),(47 285.80542),(48 288.0436),(49 284.3481),(50 285.93787),(51 289.51065),(52 289.3953),(53 293.7426),(54 291.26624),(55 293.1995),(56 293.0545),(57 292.17615),(58 291.96228),(59 292.0522),(60 291.93066),(61 294.52493),(62 293.58044),(63 292.9645),(64 292.5129),(65 295.3201),(66 296.0899),(67 296.271),(68 296.09555),(69 291.36026),(70 290.5559),(71 291.2828),(72 291.65384),(73 292.85706),(74 290.91986),(75 294.1837),(76 294.63712),(77 295.3453),(78 297.03867),(79 298.23163),
(1 138.62999),(2 181.15778),(3 202.64212),(4 214.9658),(5 224.83331),(6 231.5596),(7 239.67863),(8 242.8437),(9 245.91283),(10 248.51567),(11 253.44623),(12 250.98409),(13 256.28598),(14 256.97427),(15 259.29028),(16 261.68448),(17 262.7402),(18 265.8497),(19 265.24847),(20 268.11197),(21 270.8632),(22 270.8712),(23 271.43234),(24 270.79608),(25 270.39505),(26 269.52325),(27 268.95453),(28 270.96872),(29 268.65353),(30 266.74896),(31 267.17804),(32 265.40668),(33 269.5588),(34 270.97342),(35 271.7944),(36 268.32748),(37 269.49957),(38 273.33484),(39 270.7629),(40 270.66904),(41 275.01923),(42 278.35538),(43 283.09927),(44 281.5587),(45 283.98547),(46 285.02933),(47 282.56027),(48 282.99118),(49 280.55933),(50 281.9527),(51 282.35168),(52 284.39764),(53 288.25815),(54 288.16867),(55 287.7191),(56 286.9459),(57 285.0484),(58 288.25308),(59 288.29547),(60 289.64517),(61 286.4412),(62 284.3562),(63 284.50275),(64 282.78833),(65 285.63898),(66 282.53973),(67 282.29495),(68 281.20764),(69 279.9626),(70 279.9432),(71 280.20792),(72 279.68915),(73 281.68835),(74 281.91278),(75 284.85178),(76 287.13947),(77 288.58777),(78 288.5847),(79 288.51352),
(1 136.0166),(2 177.95813),(3 198.11086),(4 211.358),(5 220.5299),(6 230.54633),(7 236.65782),(8 240.90585),(9 243.63826),(10 247.71376),(11 250.45667),(12 251.92784),(13 257.42722),(14 256.78537),(15 259.13504),(16 262.3782),(17 263.38037),(18 266.01572),(19 267.3597),(20 267.327),(21 268.6569),(22 266.26517),(23 266.18854),(24 265.83487),(25 265.096),(26 268.9566),(27 270.4475),(28 271.43604),(29 272.91153),(30 273.35858),(31 276.05295),(32 274.44583),(33 274.49487),(34 275.00076),(35 274.56476),(36 275.65164),(37 275.6558),(38 275.16245),(39 276.38794),(40 275.53806),(41 278.8436),(42 280.31717),(43 282.76248),(44 279.26334),(45 282.95996),(46 282.41797),(47 280.40744),(48 281.52734),(49 281.4857),(50 281.60388),(51 282.21072),(52 281.77573),(53 284.53848),(54 284.18976),(55 285.48364),(56 285.15115),(57 284.6466),(58 290.04932),(59 291.9334),(60 290.65564),(61 289.67084),(62 289.74323),(63 290.8911),(64 289.83676),(65 289.3154),(66 287.7861),(67 289.22266),(68 286.08835),(69 284.72995),(70 283.94513),(71 284.18283),(72 285.43665),(73 287.89957),(74 285.3498),(75 289.2666),(76 288.70822),(77 289.3896),(78 289.2793),(79 289.0553),
(1 135.34239),(2 174.01982),(3 194.32285),(4 208.91962),(5 216.48016),(6 222.03368),(7 226.61478),(8 231.32549),(9 233.51653),(10 237.81659),(11 242.93152),(12 245.07982),(13 254.62897),(14 254.87909),(15 257.771),(16 261.14374),(17 261.16354),(18 260.8999),(19 259.7875),(20 261.1355),(21 258.77133),(22 258.7469),(23 259.89337),(24 260.94574),(25 261.16876),(26 262.7537),(27 260.77032),(28 261.4266),(29 262.4405),(30 261.3054),(31 259.7469),(32 259.38623),(33 262.2797),(34 260.95062),(35 260.84607),(36 260.89554),(37 260.5628),(38 260.678),(39 261.29636),(40 262.55222),(41 266.38394),(42 266.8689),(43 268.76004),(44 267.18896),(45 268.8519),(46 271.3481),(47 270.43744),(48 271.7343),(49 270.36884),(50 270.78098),(51 270.01462),(52 270.84128),(53 272.92108),(54 272.9127),(55 272.2644),(56 273.28),(57 274.4633),(58 280.76816),(59 279.10645),(60 278.47437),(61 277.76157),(62 278.93573),(63 279.58627),(64 279.9995),(65 281.45068),(66 279.3081),(67 278.5371),(68 276.05426),(69 276.6345),(70 277.5138),(71 276.4196),(72 280.30664),(73 283.2644),(74 282.52554),(75 283.60876),(76 282.5676),(77 280.62155),(78 279.85226),(79 278.54413),
(1 131.99028),(2 171.33853),(3 191.80818),(4 206.31578),(5 216.69109),(6 224.96477),(7 231.54942),(8 236.92561),(9 241.58644),(10 246.24294),(11 247.4663),(12 251.24535),(13 256.04965),(14 256.76932),(15 257.64392),(16 260.75793),(17 260.1098),(18 260.59702),(19 260.14743),(20 260.1169),(21 258.86194),(22 260.8939),(23 262.4203),(24 261.92728),(25 261.639),(26 263.02106),(27 262.45935),(28 262.3727),(29 263.2352),(30 262.23813),(31 261.0561),(32 263.16556),(33 262.2767),(34 261.37503),(35 261.1877),(36 263.4472),(37 262.1835),(38 264.13235),(39 262.50296),(40 261.79852),(41 264.31085),(42 261.18692),(43 263.38547),(44 259.01788),(45 262.49487),(46 265.18747),(47 264.92838),(48 266.08463),(49 267.0101),(50 268.69653),(51 266.96042),(52 268.30255),(53 268.1662),(54 269.34836),(55 271.4448),(56 271.20398),(57 270.1374),(58 275.47845),(59 273.07672),(60 272.61215),(61 272.352),(62 274.842),(63 279.7699),(64 279.334),(65 283.303),(66 282.6679),(67 280.90536),(68 278.75998),(69 278.7154),(70 280.78348),(71 280.20142),(72 278.96643),(73 283.36078),(74 282.9318),(75 283.89752),(76 282.78055),(77 282.65115),(78 284.0682),(79 283.14188),
(1 130.28418),(2 171.11113),(3 190.33673),(4 204.72205),(5 214.14859),(6 220.27245),(7 224.39276),(8 230.52579),(9 236.43231),(10 239.89882),(11 244.39749),(12 245.03285),(13 249.56253),(14 247.93011),(15 251.33824),(16 253.72952),(17 253.37975),(18 255.99582),(19 256.1774),(20 257.09103),(21 257.04953),(22 256.1627),(23 255.89894),(24 254.94273),(25 257.15262),(26 256.31015),(27 255.39975),(28 258.82248),(29 258.48508),(30 258.3325),(31 262.58737),(32 264.6968),(33 263.32825),(34 263.466),(35 264.99878),(36 263.36807),(37 265.11954),(38 264.03024),(39 260.10434),(40 261.72733),(41 261.92505),(42 260.32693),(43 262.07407),(44 261.26672),(45 261.62088),(46 262.6859),(47 261.55804),(48 264.75476),(49 264.95093),(50 263.5327),(51 264.55515),(52 266.57605),(53 266.48123),(54 265.212),(55 262.62024),(56 262.6292),(57 260.01227),(58 264.17416),(59 266.4475),(60 264.29126),(61 267.07043),(62 266.65033),(63 272.3085),(64 274.2086),(65 276.1814),(66 274.49222),(67 275.0905),(68 275.0737),(69 274.16223),(70 274.8742),(71 275.65845),(72 276.3958),(73 281.11633),(74 281.81815),(75 280.7237),(76 281.37024),(77 281.0675),(78 277.95776),(79 278.26797),
(1 128.56123),(2 166.61197),(3 188.39813),(4 200.32172),(5 207.82639),(6 217.07889),(7 220.469),(8 228.82127),(9 230.6089),(10 232.38222),(11 235.89743),(12 237.63933),(13 241.18872),(14 242.08801),(15 243.8734),(16 244.88664),(17 244.55228),(18 246.94969),(19 245.74365),(20 245.63576),(21 245.2684),(22 245.86946),(23 245.58784),(24 247.80975),(25 247.4373),(26 247.23163),(27 245.95271),(28 245.83429),(29 244.91705),(30 243.07018),(31 246.12192),(32 246.63458),(33 248.35638),(34 249.33333),(35 248.69029),(36 248.45735),(37 250.11263),(38 251.53082),(39 250.64587),(40 253.24051),(41 253.11694),(42 253.02905),(43 253.06909),(44 257.07318),(45 255.43619),(46 255.50423),(47 253.73889),(48 253.46817),(49 255.50789),(50 257.9889),(51 259.8525),(52 261.16068),(53 260.337),(54 258.5535),(55 259.46506),(56 256.3626),(57 257.49048),(58 258.39087),(59 261.63123),(60 261.602),(61 262.34937),(62 263.34622),(63 267.2744),(64 269.23596),(65 271.35294),(66 270.72763),(67 269.33734),(68 269.6952),(69 269.38962),(70 269.0939),(71 269.80432),(72 271.55777),(73 275.58774),(74 273.5927),(75 272.99432),(76 272.28293),(77 272.4969),(78 271.0696),(79 270.7045),
(1 127.009186),(2 164.93881),(3 188.57721),(4 199.9039),(5 206.82945),(6 211.93846),(7 217.05627),(8 221.76723),(9 224.93478),(10 225.5619),(11 229.25824),(12 230.90265),(13 236.1333),(14 237.20943),(15 240.92104),(16 242.12012),(17 241.76147),(18 243.30927),(19 242.27338),(20 241.3509),(21 238.46846),(22 239.29663),(23 237.2862),(24 239.06802),(25 238.3237),(26 238.97838),(27 239.0579),(28 241.11601),(29 242.8101),(30 243.37004),(31 244.33604),(32 243.79445),(33 245.9489),(34 245.79141),(35 245.13976),(36 246.71323),(37 250.15793),(38 249.43895),(39 250.79846),(40 252.65921),(41 252.7818),(42 251.86557),(43 254.49324),(44 253.84987),(45 255.48732),(46 256.0955),(47 257.4316),(48 256.14087),(49 254.44438),(50 253.24825),(51 253.80075),(52 254.15245),(53 256.68906),(54 257.2773),(55 256.41336),(56 253.32057),(57 252.78955),(58 256.5226),(59 257.6908),(60 256.10995),(61 258.3185),(62 260.06503),(63 264.2641),(64 264.5318),(65 266.87677),(66 266.28046),(67 263.63437),(68 267.6576),(69 265.44324),(70 265.9434),(71 265.70355),(72 264.88593),(73 267.9022),(74 268.25757),(75 268.9136),(76 269.96036),(77 266.23917),(78 263.82584),(79 264.69595),
