1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36584.53),(2 52445.51),(3 57100.824),(4 116089.72),(5 145881.28),(6 165328.6),(7 234895.92),(8 265822.94),(9 286273.5),(10 352961.25),(11 379943.4),(12 391519.4),(13 455663.78),(14 471431.84),(15 475169.25),(16 534033.5),(17 536276.06),(18 545563.75),(19 597373.3),(20 587241.44),(21 575146.56),(22 609576.94),(23 584200.9),(24 577258.7),(25 623925.7),(26 600892.8),(27 590330.06),(28 630559.2),(29 608566.1),(30 606228.06),(31 659076.7),(32 652672.06),(33 703129),(34 773393),(35 789624.5),(36 838000.2),(37 937912.75),(38 973965.3),(39 1046399.3),(40 1155124),(41 1217866.9),(42 1319664.6),(43 1468280.6),(44 1539136.4),(45 1660954.4),(46 1816987),(47 1898694.6),(48 2027323.9),(49 2177143.3),(50 2234384.3),(51 2333895),(52 2456230.3),(53 2520535),(54 2615508.5),(55 2758421),(56 2838998.8),(57 2957898),(58 3103662),(59 3201806.8),(60 3311023.3),(61 3490328),(62 3603925.8),(63 3879276),(64 4076531.3),(65 4238932),(66 4483977.5),(67 4768297.5),(68 5162328.5),(69 5568489),(70 5938184),(71 6331193.5),(72 6740951.5),(73 7165580),(74 7560990.5),(75 8036585.5),(76 8465592),(77 8912737),(78 9431413),(79 9922895),
(1 162.42204),(2 214.57137),(3 257.63593),(4 272.7713),(5 290.7872),(6 304.80255),(7 314.90787),(8 325.2332),(9 331.6012),(10 336.2926),(11 341.752),(12 342.44702),(13 345.8277),(14 345.106),(15 351.1549),(16 353.57977),(17 360.3649),(18 366.30704),(19 367.71603),(20 372.92856),(21 372.63638),(22 376.48492),(23 376.97357),(24 375.1311),(25 373.90036),(26 372.1509),(27 374.28842),(28 374.18832),(29 375.05106),(30 377.58914),(31 371.38223),(32 376.2486),(33 379.12668),(34 377.21585),(35 379.8369),(36 378.81058),(37 380.70816),(38 381.1146),(39 382.95993),(40 384.3253),(41 387.3534),(42 390.2213),(43 390.13458),(44 391.75726),(45 395.93112),(46 396.79987),(47 403.9877),(48 410.6396),(49 408.33688),(50 414.09894),(51 424.42502),(52 426.7601),(53 430.1803),(54 430.9893),(55 431.6607),(56 434.28903),(57 437.89838),(58 437.446),(59 437.01138),(60 440.9232),(61 439.75684),(62 442.15884),(63 450.29874),(64 454.0932),(65 457.80206),(66 459.737),(67 461.05914),(68 465.27777),(69 466.74945),(70 463.32428),(71 463.5049),(72 459.9086),(73 460.84274),(74 459.25034),(75 459.08453),(76 455.0213),(77 453.8233),(78 454.56305),(79 455.3169),
(1 161.63545),(2 214.43536),(3 255.96326),(4 275.41443),(5 294.7549),(6 306.19595),(7 314.44534),(8 322.37534),(9 327.10986),(10 330.90985),(11 336.2112),(12 337.55807),(13 339.12793),(14 337.77594),(15 341.93472),(16 343.76413),(17 347.74036),(18 359.39548),(19 362.48013),(20 367.62622),(21 371.7893),(22 370.34207),(23 366.6097),(24 366.39072),(25 364.10083),(26 362.94287),(27 361.88577),(28 364.72372),(29 366.16275),(30 368.71524),(31 373.432),(32 375.6344),(33 375.18994),(34 373.70346),(35 375.17963),(36 371.12094),(37 370.55087),(38 370.36304),(39 372.0419),(40 372.21494),(41 377.29547),(42 376.21884),(43 376.67453),(44 376.98825),(45 385.2204),(46 390.71426),(47 394.0079),(48 403.9954),(49 402.9469),(50 404.01465),(51 408.4279),(52 410.75644),(53 411.68143),(54 415.04987),(55 416.43735),(56 420.88013),(57 422.2846),(58 424.28735),(59 428.17886),(60 429.52316),(61 434.46606),(62 434.55093),(63 443.13208),(64 447.06155),(65 447.6229),(66 444.65204),(67 440.80325),(68 443.84753),(69 443.18094),(70 444.8751),(71 446.88324),(72 445.618),(73 448.52332),(74 449.24783),(75 447.441),(76 444.34213),(77 448.12885),(78 450.2146),(79 448.2),
(1 160.17688),(2 211.99214),(3 250.4607),(4 270.3207),(5 289.9762),(6 299.8298),(7 313.67398),(8 320.2472),(9 325.85437),(10 330.10333),(11 334.31348),(12 335.6184),(13 336.72583),(14 338.4457),(15 341.68033),(16 342.0662),(17 343.53223),(18 350.52322),(19 354.028),(20 360.72214),(21 362.341),(22 360.7646),(23 357.4648),(24 354.33276),(25 354.3716),(26 356.49228),(27 359.51605),(28 359.7848),(29 365.04108),(30 367.3278),(31 367.79025),(32 369.24124),(33 373.5487),(34 370.50885),(35 370.67252),(36 369.74396),(37 366.89975),(38 371.09998),(39 374.70892),(40 374.57455),(41 376.9246),(42 375.65317),(43 374.85776),(44 378.43268),(45 382.65723),(46 384.76257),(47 387.11896),(48 393.94385),(49 397.1295),(50 401.55563),(51 405.9511),(52 410.29352),(53 409.18942),(54 413.06058),(55 407.33575),(56 413.86606),(57 413.3458),(58 415.53564),(59 418.3222),(60 415.49313),(61 419.57565),(62 421.45834),(63 425.7941),(64 429.05814),(65 432.44763),(66 432.98358),(67 430.90656),(68 428.79703),(69 428.3333),(70 431.461),(71 433.96814),(72 433.1225),(73 436.67035),(74 439.41742),(75 440.38477),(76 439.4833),(77 434.34317),(78 438.04596),(79 437.54565),
(1 154.86243),(2 206.50964),(3 244.75204),(4 263.1731),(5 279.89044),(6 290.50613),(7 299.51883),(8 302.2631),(9 305.74777),(10 309.2117),(11 316.11343),(12 319.80936),(13 322.4332),(14 326.11664),(15 325.74982),(16 328.54974),(17 328.681),(18 331.6205),(19 331.07574),(20 335.65393),(21 337.3748),(22 341.6822),(23 340.2814),(24 340.5529),(25 344.2842),(26 347.57825),(27 352.5467),(28 357.0722),(29 358.85648),(30 360.39484),(31 362.02402),(32 361.64072),(33 365.41278),(34 365.45532),(35 369.3163),(36 369.00574),(37 367.28384),(38 369.32718),(39 369.74472),(40 374.19177),(41 377.29218),(42 378.15662),(43 379.10434),(44 380.33313),(45 383.06403),(46 386.154),(47 388.997),(48 394.0366),(49 394.2457),(50 395.83115),(51 395.63593),(52 400.69263),(53 401.9461),(54 403.38412),(55 400.71524),(56 406.41437),(57 408.91934),(58 411.4011),(59 414.6989),(60 416.15982),(61 417.61133),(62 422.38635),(63 427.86804),(64 428.72433),(65 429.99777),(66 431.91525),(67 432.02075),(68 430.45334),(69 430.01935),(70 429.64163),(71 427.71097),(72 430.8416),(73 429.3568),(74 434.0355),(75 432.80286),(76 433.2695),(77 433.59506),(78 438.01108),(79 437.92545),
(1 154.49886),(2 204.6929),(3 245.56999),(4 263.48923),(5 280.3448),(6 292.5034),(7 302.20578),(8 310.692),(9 317.74088),(10 318.797),(11 319.56622),(12 324.91412),(13 329.6116),(14 330.9769),(15 334.83636),(16 335.0087),(17 333.29132),(18 339.63168),(19 339.97638),(20 340.3439),(21 338.24063),(22 340.02255),(23 339.76364),(24 339.55783),(25 340.3373),(26 347.62473),(27 346.11224),(28 347.8052),(29 351.4842),(30 350.96005),(31 351.53635),(32 352.06946),(33 354.82086),(34 353.9858),(35 357.8495),(36 354.73145),(37 352.6362),(38 356.68082),(39 361.62946),(40 363.89194),(41 368.4692),(42 367.4704),(43 367.38275),(44 364.07037),(45 366.79407),(46 368.83575),(47 372.15222),(48 378.57547),(49 380.52533),(50 384.04883),(51 387.67984),(52 388.47223),(53 396.7285),(54 401.10095),(55 399.3321),(56 400.70242),(57 401.00735),(58 401.13947),(59 406.31586),(60 408.3605),(61 407.96936),(62 410.34198),(63 422.48898),(64 424.4333),(65 423.59726),(66 423.82645),(67 424.4709),(68 428.3155),(69 429.11652),(70 435.55167),(71 432.62262),(72 431.29446),(73 433.84158),(74 431.30313),(75 432.21594),(76 436.27612),(77 432.3166),(78 433.1238),(79 434.10095),
(1 153.62804),(2 204.87892),(3 243.9011),(4 261.06854),(5 281.60202),(6 291.73743),(7 300.54974),(8 310.23996),(9 320.06668),(10 323.20065),(11 328.60776),(12 332.42206),(13 337.63187),(14 337.21335),(15 337.45795),(16 338.22018),(17 339.18118),(18 342.18918),(19 340.86414),(20 344.7832),(21 344.95773),(22 347.85883),(23 345.99655),(24 349.054),(25 350.05096),(26 353.15543),(27 357.22293),(28 356.66965),(29 358.19986),(30 354.37146),(31 353.61697),(32 354.9876),(33 360.8424),(34 361.50436),(35 363.9985),(36 363.9165),(37 363.45374),(38 365.74014),(39 367.0825),(40 368.68558),(41 373.1081),(42 375.84863),(43 375.99173),(44 374.52142),(45 376.02878),(46 376.7603),(47 378.05005),(48 382.53275),(49 381.84204),(50 381.33664),(51 388.33295),(52 387.66754),(53 387.87564),(54 388.07095),(55 389.9738),(56 393.46884),(57 398.83438),(58 400.6632),(59 404.1932),(60 402.08676),(61 404.02542),(62 409.49942),(63 419.3911),(64 423.13675),(65 422.71094),(66 423.44653),(67 422.46475),(68 426.51447),(69 425.4708),(70 421.69876),(71 423.97678),(72 421.99765),(73 428.6438),(74 426.32162),(75 427.3558),(76 427.951),(77 432.8781),(78 433.79578),(79 430.8192),
(1 150.27214),(2 198.47903),(3 234.04187),(4 252.52365),(5 268.75015),(6 280.3625),(7 289.87286),(8 295.2372),(9 300.52716),(10 303.8413),(11 309.59805),(12 308.39713),(13 314.78546),(14 315.72827),(15 321.62256),(16 324.75272),(17 322.4459),(18 330.49786),(19 329.31668),(20 330.79886),(21 332.43796),(22 337.0655),(23 340.43948),(24 344.3704),(25 346.9652),(26 345.3458),(27 348.42184),(28 347.9533),(29 345.19635),(30 346.2016),(31 345.03262),(32 345.22876),(33 347.50778),(34 346.1994),(35 349.5036),(36 349.6092),(37 351.33136),(38 349.64133),(39 351.756),(40 353.3312),(41 354.5902),(42 357.88657),(43 357.7252),(44 356.81763),(45 359.08572),(46 360.20163),(47 359.23395),(48 364.54257),(49 365.83548),(50 372.26297),(51 378.30997),(52 377.86493),(53 378.8943),(54 380.74368),(55 379.75226),(56 380.8301),(57 383.78464),(58 389.4112),(59 392.61652),(60 391.4069),(61 393.5281),(62 395.46045),(63 404.46213),(64 405.85178),(65 406.1042),(66 407.7605),(67 407.42352),(68 408.5238),(69 408.33246),(70 404.49753),(71 401.64276),(72 398.8932),(73 396.11624),(74 397.23587),(75 401.3771),(76 404.6992),(77 410.2433),(78 415.36676),(79 414.8927),
(1 150.4641),(2 200.17274),(3 234.5578),(4 253.34447),(5 266.56735),(6 277.78906),(7 288.321),(8 293.72415),(9 298.78873),(10 300.48032),(11 306.9838),(12 307.4285),(13 307.90543),(14 307.152),(15 310.4606),(16 314.74557),(17 319.1664),(18 324.72083),(19 325.9914),(20 328.82394),(21 332.51852),(22 336.39276),(23 338.92014),(24 337.2133),(25 338.65662),(26 339.44025),(27 341.51996),(28 337.6964),(29 336.26236),(30 338.034),(31 334.98105),(32 331.69708),(33 336.53058),(34 331.30304),(35 334.2726),(36 336.9831),(37 343.51608),(38 347.6877),(39 351.58926),(40 349.77753),(41 352.28),(42 359.09317),(43 360.2086),(44 357.88074),(45 361.12228),(46 359.4337),(47 359.29617),(48 359.1958),(49 361.55304),(50 364.38638),(51 371.58353),(52 374.05142),(53 372.58218),(54 372.25674),(55 371.67038),(56 373.92322),(57 374.84503),(58 373.8357),(59 372.6873),(60 377.1358),(61 378.59656),(62 380.2894),(63 386.3641),(64 382.58875),(65 382.61124),(66 385.3987),(67 384.78882),(68 390.4999),(69 386.14984),(70 382.6026),(71 381.55484),(72 381.2272),(73 380.96817),(74 384.45087),(75 388.93924),(76 391.32196),(77 391.2041),(78 395.02292),(79 398.47733),
(1 147.28754),(2 194.60204),(3 234.00592),(4 247.6834),(5 261.42026),(6 274.3967),(7 282.53564),(8 288.38675),(9 298.05844),(10 302.45172),(11 308.54507),(12 311.4076),(13 313.90598),(14 311.22656),(15 313.56085),(16 316.85684),(17 315.40247),(18 317.73547),(19 317.92242),(20 321.7566),(21 321.3951),(22 322.7221),(23 326.3678),(24 325.62457),(25 327.76627),(26 329.27045),(27 325.85114),(28 325.948),(29 325.3457),(30 327.39905),(31 323.4033),(32 319.045),(33 324.0215),(34 325.6941),(35 328.771),(36 330.98663),(37 335.5101),(38 341.4264),(39 345.47675),(40 347.9493),(41 344.974),(42 348.7838),(43 348.1695),(44 347.29224),(45 347.97043),(46 348.5617),(47 349.223),(48 354.93958),(49 350.19553),(50 355.71304),(51 360.9975),(52 365.35815),(53 365.14233),(54 364.3332),(55 364.8567),(56 370.30136),(57 373.37448),(58 373.69275),(59 373.12936),(60 370.15704),(61 371.53027),(62 369.6729),(63 371.3092),(64 366.86993),(65 364.61334),(66 364.03937),(67 368.86206),(68 370.70096),(69 365.6524),(70 365.81702),(71 366.9751),(72 370.11887),(73 368.4576),(74 369.85193),(75 374.30893),(76 375.67157),(77 377.47885),(78 380.20392),(79 378.84744),
(1 146.64142),(2 195.1349),(3 232.15236),(4 247.54953),(5 265.482),(6 276.40106),(7 282.8201),(8 288.78284),(9 296.89777),(10 300.7755),(11 303.1832),(12 307.87158),(13 309.0922),(14 310.5715),(15 311.2056),(16 313.3769),(17 315.35107),(18 319.0076),(19 319.70526),(20 324.464),(21 325.82855),(22 325.6022),(23 325.5247),(24 323.9494),(25 327.52292),(26 324.31793),(27 326.84216),(28 327.90576),(29 327.7568),(30 326.2274),(31 324.99423),(32 322.88834),(33 327.15054),(34 328.7739),(35 329.34348),(36 330.98297),(37 337.28082),(38 340.11768),(39 342.89236),(40 342.99173),(41 344.64166),(42 344.60437),(43 344.4581),(44 346.08243),(45 344.93832),(46 346.79034),(47 345.0296),(48 348.7467),(49 346.54904),(50 350.38257),(51 352.56693),(52 353.081),(53 354.34854),(54 353.1064),(55 354.45294),(56 357.2705),(57 358.0992),(58 359.07047),(59 360.75143),(60 361.52917),(61 363.95255),(62 363.3745),(63 367.1167),(64 363.70367),(65 364.18356),(66 365.6172),(67 364.7851),(68 369.79654),(69 370.51926),(70 375.7167),(71 377.31668),(72 375.89465),(73 371.95554),(74 373.28036),(75 371.67758),(76 374.42194),(77 373.62802),(78 378.95636),(79 379.96066),
(1 144.46243),(2 192.33469),(3 228.10458),(4 243.0823),(5 260.44333),(6 273.6774),(7 284.31186),(8 285.50647),(9 290.85794),(10 298.03568),(11 302.45987),(12 304.39603),(13 306.5803),(14 307.0051),(15 311.06912),(16 311.95844),(17 311.4193),(18 315.15115),(19 312.0142),(20 315.73746),(21 316.6445),(22 317.50995),(23 315.91757),(24 317.12396),(25 319.63306),(26 324.44745),(27 325.896),(28 328.35468),(29 331.5274),(30 326.6975),(31 325.31937),(32 323.84006),(33 328.89893),(34 327.98013),(35 329.46564),(36 330.6801),(37 330.90762),(38 333.73334),(39 335.42728),(40 336.80896),(41 338.17233),(42 341.05692),(43 342.37396),(44 341.02237),(45 343.14853),(46 344.59534),(47 344.95215),(48 349.95676),(49 347.6294),(50 349.6949),(51 353.795),(52 350.9224),(53 351.0647),(54 354.00745),(55 351.9581),(56 353.98535),(57 356.7792),(58 356.28223),(59 357.48007),(60 359.4701),(61 362.59375),(62 362.71335),(63 368.59518),(64 365.59714),(65 365.3128),(66 363.5149),(67 360.5146),(68 362.3478),(69 360.8879),(70 362.6799),(71 361.06924),(72 361.3172),(73 360.0679),(74 362.11313),(75 362.52023),(76 361.31528),(77 361.1774),(78 364.3927),(79 363.71564),
(1 140.73375),(2 186.9163),(3 216.73817),(4 235.14328),(5 248.55624),(6 263.14185),(7 273.90338),(8 280.09354),(9 284.46353),(10 289.96353),(11 293.84793),(12 296.8843),(13 297.74994),(14 301.40494),(15 300.65097),(16 299.43887),(17 298.7134),(18 305.6923),(19 306.65335),(20 308.13132),(21 309.63116),(22 313.78513),(23 315.5501),(24 314.97498),(25 314.19965),(26 315.6106),(27 313.93808),(28 313.15915),(29 315.63342),(30 317.00702),(31 315.56802),(32 314.6423),(33 316.1922),(34 314.64233),(35 315.73596),(36 313.82138),(37 314.6675),(38 319.62473),(39 324.17575),(40 324.48206),(41 322.44168),(42 326.39825),(43 326.06064),(44 327.46414),(45 327.1869),(46 327.26514),(47 329.164),(48 333.02518),(49 334.8538),(50 334.7721),(51 342.9415),(52 342.36194),(53 343.09918),(54 346.32095),(55 345.35333),(56 344.22925),(57 347.37454),(58 347.15863),(59 348.0009),(60 344.0523),(61 344.7153),(62 348.42313),(63 351.2656),(64 349.7382),(65 352.28006),(66 353.6678),(67 347.97357),(68 349.0492),(69 346.6853),(70 347.77405),(71 348.24814),(72 349.0837),(73 348.02695),(74 352.83182),(75 352.67398),(76 352.96213),(77 352.55298),(78 350.8709),(79 348.583),
(1 140.36642),(2 187.157),(3 218.93234),(4 236.28418),(5 251.07352),(6 260.19778),(7 271.39832),(8 277.1089),(9 279.47913),(10 284.03833),(11 287.86176),(12 294.80725),(13 291.70618),(14 289.26913),(15 288.05554),(16 288.66617),(17 285.92172),(18 293.68353),(19 297.14334),(20 298.704),(21 298.2828),(22 299.05035),(23 302.91263),(24 301.95288),(25 304.53558),(26 304.0087),(27 305.08002),(28 307.95764),(29 309.6323),(30 309.1555),(31 306.51025),(32 308.14853),(33 309.3136),(34 311.86743),(35 312.60428),(36 316.18356),(37 318.33847),(38 319.82495),(39 319.63968),(40 321.29193),(41 320.28036),(42 322.69382),(43 322.96683),(44 325.09946),(45 327.2656),(46 323.45425),(47 320.74054),(48 323.4041),(49 324.35712),(50 328.13806),(51 333.68802),(52 335.08783),(53 338.372),(54 336.341),(55 336.18832),(56 337.2276),(57 339.2987),(58 338.84567),(59 342.42807),(60 345.26794),(61 349.28586),(62 349.07733),(63 356.74808),(64 356.07462),(65 355.76932),(66 353.80298),(67 352.68414),(68 354.15015),(69 354.1936),(70 355.39816),(71 356.28976),(72 355.244),(73 352.54156),(74 353.6456),(75 350.71252),(76 351.9427),(77 351.11432),(78 351.77042),(79 350.70056),
(1 139.0493),(2 182.96248),(3 216.27686),(4 234.1248),(5 248.42218),(6 257.3288),(7 267.67282),(8 270.37964),(9 273.4543),(10 280.66736),(11 285.4297),(12 287.83838),(13 286.83826),(14 285.3419),(15 286.84262),(16 288.99518),(17 287.78726),(18 295.95477),(19 294.3413),(20 294.09598),(21 295.78998),(22 293.87698),(23 297.24448),(24 296.08392),(25 299.30157),(26 299.87234),(27 302.6304),(28 300.79675),(29 303.80652),(30 302.07977),(31 303.20187),(32 302.9306),(33 307.56604),(34 305.18558),(35 308.4267),(36 310.0391),(37 312.91534),(38 319.38022),(39 317.05743),(40 318.27008),(41 320.97525),(42 322.45508),(43 322.36728),(44 323.03412),(45 321.23694),(46 322.633),(47 323.26944),(48 327.69214),(49 328.896),(50 332.47443),(51 332.808),(52 330.4092),(53 332.57648),(54 331.07846),(55 331.6849),(56 334.85638),(57 337.75375),(58 339.8351),(59 340.8481),(60 338.93884),(61 339.63434),(62 339.37488),(63 340.27594),(64 339.66608),(65 340.18314),(66 338.73685),(67 337.84604),(68 337.63556),(69 334.5425),(70 334.75076),(71 334.92255),(72 331.9965),(73 328.80432),(74 327.04596),(75 327.6951),(76 330.89752),(77 331.9479),(78 331.51428),(79 331.38733),
(1 134.8614),(2 178.91054),(3 210.16887),(4 226.70657),(5 238.01367),(6 248.99895),(7 258.8823),(8 261.95422),(9 266.07217),(10 269.57162),(11 273.18073),(12 273.38882),(13 274.36035),(14 275.19604),(15 273.70404),(16 273.78412),(17 274.99884),(18 283.45303),(19 285.99854),(20 290.97076),(21 291.95175),(22 297.3108),(23 298.48264),(24 296.02197),(25 299.1278),(26 299.22406),(27 301.40848),(28 299.83307),(29 300.31915),(30 298.1257),(31 299.0616),(32 300.95612),(33 303.11404),(34 300.54932),(35 303.4818),(36 303.58997),(37 306.68228),(38 307.62933),(39 303.58807),(40 305.78262),(41 308.14682),(42 309.90955),(43 310.4123),(44 307.80682),(45 312.34344),(46 313.02277),(47 315.79977),(48 318.7797),(49 318.21902),(50 320.5391),(51 323.02917),(52 322.4942),(53 321.5657),(54 321.2664),(55 321.06583),(56 324.31342),(57 325.96094),(58 327.98734),(59 328.3685),(60 327.253),(61 325.60193),(62 324.34857),(63 327.4042),(64 329.4458),(65 332.10333),(66 332.70322),(67 329.04956),(68 328.84113),(69 325.98865),(70 321.96),(71 320.59708),(72 318.2186),(73 318.07455),(74 319.99857),(75 320.51123),(76 320.63663),(77 323.6393),(78 322.69534),(79 325.3733),
(1 134.76219),(2 179.38432),(3 210.14212),(4 225.42006),(5 237.08176),(6 248.51846),(7 259.16205),(8 260.24817),(9 264.8225),(10 264.20566),(11 267.77756),(12 268.41913),(13 271.83405),(14 276.02676),(15 277.97595),(16 277.2189),(17 278.16943),(18 281.03827),(19 284.89133),(20 288.62888),(21 291.5209),(22 294.75668),(23 295.63116),(24 294.44183),(25 293.554),(26 294.20953),(27 296.1873),(28 294.8798),(29 293.67532),(30 292.30734),(31 294.30862),(32 292.95773),(33 290.65683),(34 289.7861),(35 292.2873),(36 294.2655),(37 297.8309),(38 302.6608),(39 301.73273),(40 298.57333),(41 300.26556),(42 297.28497),(43 300.41602),(44 302.19534),(45 303.42526),(46 307.54205),(47 309.75052),(48 313.602),(49 316.26877),(50 318.38556),(51 321.36517),(52 321.74835),(53 320.83707),(54 320.87396),(55 319.4209),(56 318.20242),(57 318.45996),(58 318.47443),(59 320.27557),(60 319.69327),(61 318.29742),(62 318.6308),(63 324.19095),(64 320.07013),(65 321.28458),(66 322.2282),(67 324.2789),(68 321.93854),(69 319.2513),(70 317.317),(71 317.58624),(72 317.37033),(73 317.0514),(74 316.54126),(75 319.20792),(76 315.25278),(77 315.2381),(78 316.01257),(79 317.28326),
(1 133.68488),(2 174.70703),(3 202.97055),(4 218.07626),(5 230.04851),(6 240.85356),(7 250.03401),(8 254.92421),(9 259.32388),(10 266.0509),(11 268.81973),(12 268.3505),(13 269.40564),(14 270.2459),(15 271.279),(16 270.6705),(17 272.46545),(18 277.82297),(19 279.14224),(20 280.19305),(21 284.0533),(22 286.5331),(23 287.36444),(24 287.18985),(25 286.63953),(26 287.06766),(27 286.50766),(28 287.11923),(29 286.08304),(30 286.75912),(31 288.53848),(32 288.79337),(33 287.86874),(34 286.3794),(35 285.314),(36 283.0375),(37 283.1134),(38 285.71713),(39 285.79196),(40 282.12607),(41 283.8887),(42 285.95313),(43 289.082),(44 292.41486),(45 293.02942),(46 297.57358),(47 301.89462),(48 308.10876),(49 312.01123),(50 314.05157),(51 315.4256),(52 315.87515),(53 313.73572),(54 314.0464),(55 313.4674),(56 314.4248),(57 315.44992),(58 316.38998),(59 317.7388),(60 318.69504),(61 319.5437),(62 320.53714),(63 321.74533),(64 321.47543),(65 320.84213),(66 318.77737),(67 320.43405),(68 321.99097),(69 324.77948),(70 327.18167),(71 327.52783),(72 325.7493),(73 327.63083),(74 330.77423),(75 328.22638),(76 325.98224),(77 324.25317),(78 324.22498),(79 322.98825),
(1 133.92256),(2 176.37646),(3 207.88512),(4 222.8669),(5 234.0637),(6 245.04242),(7 255.54683),(8 260.5842),(9 264.20395),(10 269.454),(11 271.1565),(12 270.6932),(13 274.43793),(14 276.5541),(15 279.54724),(16 279.29312),(17 278.76077),(18 282.74414),(19 284.5426),(20 284.79828),(21 286.77353),(22 289.36993),(23 290.22308),(24 289.22458),(25 290.17407),(26 293.66208),(27 296.25784),(28 293.81293),(29 291.353),(30 291.5362),(31 291.32996),(32 294.7443),(33 296.94702),(34 295.9334),(35 293.50906),(36 289.41513),(37 290.297),(38 291.7423),(39 290.73807),(40 291.4005),(41 289.35562),(42 292.945),(43 293.12735),(44 293.68985),(45 294.23203),(46 294.88654),(47 297.81738),(48 302.21585),(49 304.25967),(50 304.23062),(51 306.8189),(52 308.56973),(53 306.47797),(54 306.77286),(55 306.5152),(56 308.90717),(57 308.68893),(58 308.65387),(59 311.08533),(60 313.13492),(61 310.0037),(62 312.56104),(63 315.41052),(64 316.57324),(65 317.68436),(66 315.74692),(67 316.79996),(68 317.15958),(69 318.48572),(70 322.62704),(71 322.24203),(72 321.35483),(73 321.21347),(74 317.6145),(75 316.92996),(76 318.55887),(77 317.09833),(78 317.55408),(79 317.57944),
