1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 5926.954),(2 11253.568),(3 12816.393),(4 13418.769),(5 14337.281),(6 14669.909),(7 14701.376),(8 14326.502),(9 14486.249),(10 14354.842),(11 14521.244),(12 14469.894),(13 15008.874),(14 14921.144),(15 15020.095),(16 14821.424),(17 14667.69),(18 14456.851),(19 14079.406),(20 13554.488),(21 14023.525),(22 14347.177),(23 14863.954),(24 14675.593),(25 14743.197),(26 14598.114),(27 14835.434),(28 14294.771),(29 14534.217),(30 14819.074),(31 15019.855),(32 14756.828),(33 14872.686),(34 14746.922),(35 14924.818),(36 14818.081),(37 15071.311),(38 14530.149),(39 14485.362),(40 14644.67),(41 14656.879),(42 14971.823),(43 15406.46),(44 15167.883),(45 15205.187),(46 15142.248),(47 15230.363),(48 15236.937),(49 15488.765),(50 15144.594),(51 15119.298),(52 14604.867),(53 14495.746),(54 14507.309),(55 14864.486),(56 14802.883),(57 14632.731),(58 14711.587),(59 14932.09),(60 14463.016),(61 14746.916),(62 15228.853),(63 15496.041),(64 15051.3545),(65 14852.264),(66 14780.36),(67 14951.18),(68 15113.916),(69 15094.338),(70 15015.823),(71 15058.876),(72 14436.579),(73 14506.435),(74 14411.36),(75 15028.745),(76 15451.785),(77 15460.251),(78 14568.072),(79 14736.606),
(1 5673.726),(2 10552.69),(3 12475.647),(4 13150.418),(5 13863.011),(6 14045.577),(7 14025.645),(8 13958.255),(9 14088.415),(10 13813.953),(11 14179.075),(12 14146.607),(13 14299.818),(14 13838.297),(15 13617.492),(16 13379.337),(17 13693.434),(18 13807.708),(19 14055.467),(20 13715.226),(21 13825.89),(22 13892.168),(23 14231.995),(24 13835.533),(25 14105.125),(26 13913.114),(27 14059.952),(28 13549.735),(29 13585.443),(30 13483.991),(31 13952.236),(32 14023.838),(33 14384.885),(34 14345.029),(35 14417.717),(36 13980.292),(37 13759.258),(38 13349.021),(39 13601.812),(40 13767.768),(41 14069.319),(42 14265.543),(43 14489.968),(44 14206.082),(45 14406.327),(46 14154.761),(47 14054.55),(48 13891.008),(49 14243.288),(50 14193.235),(51 14097.511),(52 13867.079),(53 13803.547),(54 13710.744),(55 13917.687),(56 13722.492),(57 13921.63),(58 13754.134),(59 13869.787),(60 13456.908),(61 13856.274),(62 13922.032),(63 13854.514),(64 13963.583),(65 14395.163),(66 14606.938),(67 14439.133),(68 14248.246),(69 14447.959),(70 14393.219),(71 14387.486),(72 13868.781),(73 13778.87),(74 13506.393),(75 14063.14),(76 14248.106),(77 14400.436),(78 13737.327),(79 13793.353),
(1 5378.282),(2 9921.36),(3 11327.963),(4 11929.463),(5 12777.927),(6 12675.867),(7 12565.229),(8 12270.568),(9 12189.992),(10 11980.874),(11 12546.676),(12 12629.076),(13 13031.5),(14 12868.601),(15 12797.442),(16 12304.916),(17 12053.179),(18 12036.882),(19 12349.174),(20 12480.287),(21 12523.333),(22 12296.937),(23 12653.69),(24 12528.276),(25 12616.524),(26 12458.855),(27 12564.583),(28 12288.367),(29 12393.024),(30 12433.728),(31 12724.091),(32 12811.651),(33 13090.962),(34 12972.985),(35 13107.748),(36 12487.542),(37 12258.144),(38 11944.528),(39 12158.166),(40 12004.862),(41 12256.861),(42 12481.805),(43 12681.636),(44 12696.297),(45 13058.641),(46 12577.69),(47 12428.402),(48 12625.16),(49 13068.764),(50 12836.216),(51 12814.228),(52 12615.862),(53 12495.2705),(54 12267.282),(55 12591.671),(56 12525.334),(57 12617.617),(58 12353.9),(59 12271.943),(60 12172.657),(61 12547.198),(62 12444.443),(63 12479.981),(64 12397.166),(65 12697.847),(66 12858.486),(67 12817.015),(68 13024.511),(69 13325.313),(70 12944.699),(71 12839.746),(72 12634.785),(73 12642.86),(74 12462.777),(75 12950.81),(76 12811.882),(77 12931.327),(78 12655.864),(79 12670.548),
(1 4983.7275),(2 9205.948),(3 10642.787),(4 10838.1875),(5 11179.682),(6 11560.155),(7 11807.357),(8 11684.766),(9 11626.525),(10 11298.1045),(11 11766.688),(12 11745.097),(13 11922.25),(14 11638.233),(15 11655.823),(16 11431.254),(17 11431.3545),(18 11399.82),(19 11747.447),(20 11866.984),(21 11867.967),(22 11547.651),(23 11756.699),(24 11770.917),(25 11972.811),(26 11870.024),(27 12047.785),(28 11925.186),(29 12120.075),(30 12062.456),(31 11899.024),(32 11764.703),(33 12307.636),(34 12167.384),(35 12100.8125),(36 11795.584),(37 11846.769),(38 11489.387),(39 11619.625),(40 11715.56),(41 12022.775),(42 11944.881),(43 12030.503),(44 12049.046),(45 12344.129),(46 12272.574),(47 12103.199),(48 11917.521),(49 12281.907),(50 12154.59),(51 12030.843),(52 11701.47),(53 11832.908),(54 11702.507),(55 11777.209),(56 11734.991),(57 11769.605),(58 11391.996),(59 11407.952),(60 11348.357),(61 11511.009),(62 11485.286),(63 11816.882),(64 11894.752),(65 11994.602),(66 12201.574),(67 11977.217),(68 11867.706),(69 12064.31),(70 12009.545),(71 11992.289),(72 11696.336),(73 11743.564),(74 11715.082),(75 11918.173),(76 11661.876),(77 11724.691),(78 11523.898),(79 11985.368),
(1 4636.6895),(2 8351.81),(3 9477.444),(4 9672.83),(5 9879.529),(6 10214.013),(7 10567.934),(8 10566.655),(9 10749.395),(10 10606.916),(11 11033.4),(12 11134.398),(13 11172.809),(14 11139.982),(15 11296.492),(16 10938.373),(17 10808.774),(18 10722.902),(19 11128.694),(20 11084.851),(21 10981.629),(22 10775.101),(23 10803.601),(24 10678.538),(25 11190.104),(26 11321.862),(27 11331.642),(28 11010.006),(29 10998.577),(30 10914.701),(31 10864.644),(32 10849.971),(33 11315.572),(34 11439.856),(35 11473.984),(36 11232.243),(37 11059.445),(38 10811.604),(39 10867.48),(40 10928.076),(41 11001.021),(42 11047.35),(43 11106.251),(44 11085.024),(45 11091.03),(46 10880.859),(47 10993.209),(48 11021.506),(49 11407.424),(50 11170.994),(51 11158.066),(52 11008.451),(53 11053.702),(54 11025.825),(55 11165.285),(56 11193.751),(57 11141.829),(58 10749.027),(59 10666.131),(60 10475.769),(61 10675.353),(62 10904.113),(63 11322.978),(64 11289.293),(65 11229.357),(66 11385.77),(67 11443.012),(68 11470.119),(69 11518.69),(70 11392.718),(71 11460.714),(72 11533.837),(73 11642.275),(74 11479.052),(75 11647.675),(76 11408.079),(77 11371.986),(78 11385.127),(79 11535.142),
(1 4459.2207),(2 8171.7),(3 9308.428),(4 9505.682),(5 9789.48),(6 9847.94),(7 10152.917),(8 10094.602),(9 10161.841),(10 9874.708),(11 10016.972),(12 9929.311),(13 9994.907),(14 9961.916),(15 10413.456),(16 10547.551),(17 10642.066),(18 10473.442),(19 10581.858),(20 10318.264),(21 10157.769),(22 10043.897),(23 10343.289),(24 10354.395),(25 10585.709),(26 10710.231),(27 10667.876),(28 10323.298),(29 10195.543),(30 10290.274),(31 10652.908),(32 10508.045),(33 10570.661),(34 10540.208),(35 10612.32),(36 10541.525),(37 10332.264),(38 10011.456),(39 10204.236),(40 10597.986),(41 10674.663),(42 10495.524),(43 10372.16),(44 10382.841),(45 10508.218),(46 10388.433),(47 10532.541),(48 10552.316),(49 11062.444),(50 11032.023),(51 11137.214),(52 11085.233),(53 11125.778),(54 10788.066),(55 10556.366),(56 10630.524),(57 10789.022),(58 10719.377),(59 10881.343),(60 10506.31),(61 10535.315),(62 10504.604),(63 10639.157),(64 10716.508),(65 11031.96),(66 11039.69),(67 10920.04),(68 10811.278),(69 11058.458),(70 10865.025),(71 10651.418),(72 10521.878),(73 10903.586),(74 10990.627),(75 11183.538),(76 11011.953),(77 10968.975),(78 10852.782),(79 10818.448),
(1 4295.8193),(2 7716.691),(3 9022.518),(4 9188.024),(5 9391.347),(6 9599.061),(7 9817.549),(8 9548.844),(9 9610.051),(10 9489.357),(11 9737.468),(12 9702.956),(13 9717.488),(14 9701.523),(15 10162.113),(16 10260.3125),(17 10465.811),(18 10164.871),(19 10172.518),(20 9826.558),(21 9704.546),(22 9641.585),(23 9871.198),(24 9686.068),(25 9922.448),(26 10007.437),(27 10024.6045),(28 9798.799),(29 9568.499),(30 9468.707),(31 9769.344),(32 9720.069),(33 9743.444),(34 9622.418),(35 9637.255),(36 9589.679),(37 9641.062),(38 9558.701),(39 9748.412),(40 9938.251),(41 10015.532),(42 9740.662),(43 9741.002),(44 9820.057),(45 9906.154),(46 9836.787),(47 10016.288),(48 10156.335),(49 10348.599),(50 10242.071),(51 10243.265),(52 10003.326),(53 10069.111),(54 9821.392),(55 9780.725),(56 9900.567),(57 10263.108),(58 10229.601),(59 10433.386),(60 10086.338),(61 10131.043),(62 10173.337),(63 10268.025),(64 10067.277),(65 10335.823),(66 10319.318),(67 10223.517),(68 10337.192),(69 10638.204),(70 10410.606),(71 10210.59),(72 10044.375),(73 10388.948),(74 10312.4),(75 10554.875),(76 10234.41),(77 10352.721),(78 10177.5),(79 10280.32),
(1 3901.4956),(2 7066.0854),(3 8075.777),(4 8440.551),(5 8518.06),(6 8636.356),(7 8873.849),(8 8636.419),(9 8634.671),(10 8648.804),(11 9013.911),(12 8932.943),(13 8831.782),(14 8700.91),(15 9054.265),(16 9116.209),(17 9275.203),(18 9174.095),(19 9231.637),(20 8904.515),(21 8809.436),(22 8805.822),(23 8926.677),(24 8688.192),(25 8993.968),(26 9052.271),(27 9148.87),(28 9053.864),(29 8948.725),(30 8700.198),(31 8769.428),(32 8587.279),(33 8738.796),(34 8699.262),(35 8878.301),(36 8786.216),(37 8615.94),(38 8472.446),(39 8894.813),(40 9102.562),(41 9180.319),(42 8957.946),(43 8952.167),(44 8916.468),(45 9015.947),(46 8912.39),(47 9098.699),(48 9176.376),(49 9315.039),(50 9191.153),(51 9246.688),(52 8944.955),(53 9039.247),(54 8971.399),(55 8858.618),(56 8848.479),(57 9143.639),(58 9142.53),(59 9251.295),(60 9195.85),(61 9264.392),(62 9278.813),(63 9348.557),(64 9141.081),(65 9301.78),(66 9195.378),(67 9242.881),(68 9265.538),(69 9513.34),(70 9285.163),(71 9222.802),(72 9124.304),(73 9234.364),(74 9205.085),(75 9415.604),(76 9264.967),(77 9202.883),(78 9003.207),(79 9166.591),
(1 3727.796),(2 6734.3906),(3 7475.761),(4 7833.576),(5 8095.4263),(6 8242.428),(7 8433.28),(8 8281.642),(9 8371.996),(10 8399.122),(11 8618.443),(12 8469.235),(13 8312.002),(14 8105.578),(15 8417.984),(16 8489.609),(17 8486.35),(18 8607.49),(19 8754.009),(20 8533.929),(21 8643.233),(22 8622.918),(23 8760.185),(24 8582.889),(25 8651.979),(26 8727.477),(27 8806.968),(28 8657.949),(29 8803.018),(30 8539.499),(31 8561.147),(32 8330.452),(33 8510.332),(34 8405.357),(35 8680.395),(36 8839.532),(37 8891.974),(38 8697.082),(39 8835.613),(40 8669.205),(41 8849.51),(42 8653.934),(43 8629.267),(44 8615.489),(45 8699.311),(46 8506.663),(47 8491.589),(48 8602.232),(49 8852.04),(50 8878.468),(51 8831.573),(52 8598.449),(53 8831.817),(54 8651.625),(55 8568.381),(56 8618.217),(57 8922.185),(58 8843.056),(59 8709.448),(60 8519.274),(61 8460.751),(62 8527.522),(63 8647.201),(64 8486.944),(65 8550.917),(66 8546.602),(67 8434.052),(68 8308.072),(69 8693.239),(70 8680.476),(71 8666.196),(72 8661.325),(73 8728.559),(74 8679.131),(75 8871.266),(76 8706.842),(77 8555.591),(78 8294.754),(79 8467.356),
(1 3519.7126),(2 6293.179),(3 7152.807),(4 7376.123),(5 7657.886),(6 7772.125),(7 7863.287),(8 7633.5195),(9 7705.2524),(10 7719.247),(11 7739.156),(12 7717.1704),(13 7763.3735),(14 7705.7905),(15 7864.0903),(16 7981.3696),(17 7986.8145),(18 7993.8125),(19 8165.3945),(20 8046.9067),(21 8135.6753),(22 8371.618),(23 8470.747),(24 8236.381),(25 8248.35),(26 8298.087),(27 8401.366),(28 8130.0635),(29 8148.573),(30 7919.16),(31 7954.883),(32 7986.293),(33 8128.571),(34 7832.699),(35 7985.6455),(36 8109.728),(37 8180.723),(38 7950.102),(39 8176.776),(40 8156.9575),(41 8327.1455),(42 8325.454),(43 8261.386),(44 8174.3677),(45 8385.089),(46 8158.762),(47 8338.656),(48 8339.757),(49 8399.949),(50 8282.908),(51 8207.186),(52 8170.268),(53 8200.35),(54 8068.039),(55 8076.852),(56 8138.6973),(57 8540.368),(58 8414.492),(59 8361.216),(60 8252.221),(61 8338.935),(62 8359.712),(63 8450.887),(64 8247.943),(65 8380.183),(66 8411.584),(67 8318.929),(68 8125.3184),(69 8246.66),(70 8164.6094),(71 8178.3877),(72 8096.5776),(73 8164.879),(74 8151.251),(75 8239.296),(76 8139.788),(77 8069.507),(78 7831.7954),(79 7982.2427),
(1 3431.7556),(2 6147.6143),(3 7102.0864),(4 7256.935),(5 7353.133),(6 7228.067),(7 7409.3096),(8 7402.8135),(9 7643.1626),(10 7666.672),(11 7610.4717),(12 7488.303),(13 7577.1147),(14 7392.711),(15 7508.751),(16 7477.4478),(17 7666.1167),(18 7751.4575),(19 7882.7144),(20 7817.072),(21 8015.4624),(22 8151.967),(23 8236.732),(24 7969.2793),(25 7982.776),(26 7841.5293),(27 7908.9165),(28 7687.6416),(29 7697.1636),(30 7469.89),(31 7519.8237),(32 7678.8887),(33 7964.327),(34 7814.38),(35 7893.0283),(36 7852.3594),(37 7821.6494),(38 7612.1143),(39 7808.045),(40 7873.8726),(41 7877.546),(42 7769.701),(43 7677.0034),(44 7564.0244),(45 7671.7417),(46 7477.2075),(47 7745.0654),(48 7808.154),(49 8079.9644),(50 8049.6406),(51 7937.2173),(52 7790.5933),(53 7751.822),(54 7604.753),(55 7777.6304),(56 7853.7646),(57 8175.1685),(58 7904.002),(59 7929.1816),(60 7833.456),(61 7920.5967),(62 8033.041),(63 8196.67),(64 8057.023),(65 8129.913),(66 7950.9053),(67 7813.7046),(68 7635.7046),(69 7778.8467),(70 7803.177),(71 7824.7925),(72 7630.1895),(73 7603.8584),(74 7597.6675),(75 7769.873),(76 7771.5283),(77 7785.3145),(78 7366.196),(79 7490.045),
(1 3253.0713),(2 5752.6914),(3 6417.206),(4 6423.374),(5 6439.696),(6 6531.7383),(7 6860.336),(8 6888.4644),(9 7045.0137),(10 6878.9526),(11 6894.8),(12 6903.3594),(13 7098.304),(14 6913.3403),(15 7053.654),(16 7025.693),(17 7062.4326),(18 7000.6553),(19 7152.7935),(20 7049.2095),(21 7170.145),(22 7282.214),(23 7448.4253),(24 7197.5977),(25 7260.9946),(26 7203.0684),(27 7326.7666),(28 7135.534),(29 7198.6953),(30 7007.3657),(31 7075.9897),(32 7306.826),(33 7404.6934),(34 7230.5977),(35 7193.0327),(36 7225.898),(37 7207.098),(38 6964.254),(39 7052.4087),(40 6983.1787),(41 7211.855),(42 7490.998),(43 7459.5117),(44 7143.62),(45 7185.105),(46 7231.3564),(47 7326.0435),(48 7259.055),(49 7444.8164),(50 7413.3545),(51 7371.458),(52 7235.147),(53 7369.1567),(54 7273.2397),(55 7329.8374),(56 7384.772),(57 7498.9253),(58 7475.843),(59 7360.993),(60 7175.2397),(61 7344.9785),(62 7266.3335),(63 7484.0156),(64 7484.953),(65 7569.607),(66 7487.151),(67 7409.699),(68 7300.038),(69 7507.2207),(70 7508.346),(71 7684.2427),(72 7406.3955),(73 7312.074),(74 7289.6953),(75 7494.6147),(76 7469.625),(77 7572.93),(78 7285.185),(79 7362.8994),
(1 3053.0972),(2 5434.945),(3 6133.6514),(4 6166.088),(5 6121.24),(6 6344.7793),(7 6729.9917),(8 6711.5566),(9 6744.9785),(10 6627.1465),(11 6727.0283),(12 6772.1504),(13 6869.746),(14 6607.184),(15 6600.091),(16 6593.335),(17 6747.7515),(18 6778.9507),(19 6799.2173),(20 6700.5366),(21 6681.2197),(22 6602.31),(23 6854.6807),(24 6759.296),(25 6757.872),(26 6804.8276),(27 6937.0225),(28 6914.091),(29 6844.9272),(30 6794.1343),(31 6776.518),(32 6821.075),(33 6812.5225),(34 6704.111),(35 6792.998),(36 6898.3486),(37 6839.3916),(38 6618.688),(39 6601.2275),(40 6692.6406),(41 6825.0806),(42 6900.522),(43 6896.9434),(44 6732.9614),(45 6876.7964),(46 6927.269),(47 6901.203),(48 6817.1934),(49 6916.546),(50 6850.226),(51 6906.1294),(52 6742.5273),(53 6860.0664),(54 6836.672),(55 6945.834),(56 7068.286),(57 7233.1357),(58 7148.579),(59 6968.383),(60 6824.6367),(61 7000.489),(62 6934.8193),(63 7070.457),(64 6921.5527),(65 6831.1655),(66 6736.594),(67 6881.85),(68 7007.241),(69 7213.7275),(70 7184.2925),(71 7053.929),(72 6636.265),(73 6610.8394),(74 6919.556),(75 7222.8535),(76 7006.4116),(77 7102.686),(78 6872.6724),(79 6932.369),
(1 2990.637),(2 5424.4673),(3 6077.4277),(4 6034.5083),(5 6140.0933),(6 6218.185),(7 6481.013),(8 6502.7583),(9 6607.2793),(10 6511.1763),(11 6509.549),(12 6380.1113),(13 6372.173),(14 6370.2847),(15 6383.216),(16 6366.9575),(17 6576.8774),(18 6526.3916),(19 6686.3794),(20 6634.063),(21 6575.499),(22 6390.3384),(23 6548.292),(24 6522.8623),(25 6580.0454),(26 6432.0596),(27 6537.8145),(28 6507.795),(29 6722.403),(30 6721.78),(31 6624.6406),(32 6449.473),(33 6529.9927),(34 6587.3203),(35 6764.523),(36 6795.4014),(37 6748.206),(38 6552.4917),(39 6719.696),(40 6591.8354),(41 6608.9614),(42 6620.7095),(43 6728.306),(44 6633.421),(45 6728.1),(46 6669.376),(47 6777.3965),(48 6757.765),(49 6959.228),(50 6765.316),(51 6661.2285),(52 6513.042),(53 6510.5044),(54 6474.5654),(55 6480.5347),(56 6587.017),(57 6820.9644),(58 6647.951),(59 6504.74),(60 6370.3887),(61 6631.92),(62 6628.312),(63 6798.7354),(64 6660.3325),(65 6579.038),(66 6440.6553),(67 6529.365),(68 6425.714),(69 6558.023),(70 6728.1577),(71 6859.9707),(72 6550.9175),(73 6623.4653),(74 6698.2114),(75 6887.466),(76 6790.5137),(77 6847.7466),(78 6687.1455),(79 6846.373),
(1 2794.6353),(2 4874.3467),(3 5414.2876),(4 5495.511),(5 5667.0005),(6 5524.154),(7 5852.4307),(8 5901.884),(9 6113.3345),(10 5967.325),(11 6052.749),(12 6065.75),(13 6101.9604),(14 5929.2954),(15 5986.684),(16 5925.18),(17 6062.011),(18 6020.4165),(19 6147.495),(20 5999.836),(21 5924.5864),(22 5850.829),(23 5926.7534),(24 5915.3125),(25 6087.2964),(26 6107.758),(27 6207.6094),(28 6003.21),(29 6229.633),(30 6156.887),(31 6135.3394),(32 5939.15),(33 6096.757),(34 6186.664),(35 6301.356),(36 6149.815),(37 6121.434),(38 6032.95),(39 6210.27),(40 6125.6416),(41 6181.9043),(42 6117.5864),(43 6118.3833),(44 6117.947),(45 6255.876),(46 6167.5054),(47 6370.889),(48 6381.3228),(49 6507.9756),(50 6336.8174),(51 6304.9272),(52 6203.462),(53 6361.3525),(54 6348.8496),(55 6321.7285),(56 6331.4097),(57 6412.1094),(58 6377.7705),(59 6278.5864),(60 6234.647),(61 6360.3315),(62 6229.229),(63 6387.3423),(64 6194.8584),(65 6267.735),(66 6120.2183),(67 6267.479),(68 6250.154),(69 6369.836),(70 6430.1865),(71 6431.6006),(72 6305.362),(73 6436.0933),(74 6422.755),(75 6526.8286),(76 6418.754),(77 6460.428),(78 6379.37),(79 6582.7915),
