1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 94.816414),(2 98.68157),(3 107.37282),(4 115.34786),(5 118.82868),(6 123.55052),(7 127.11368),(8 133.22668),(9 134.93489),(10 139.50781),(11 139.85155),(12 141.48492),(13 146.39316),(14 147.55261),(15 147.38971),(16 149.56242),(17 150.13171),(18 150.84001),(19 155.21997),(20 157.93884),(21 157.50595),(22 161.36517),(23 161.96996),(24 163.28033),(25 164.2271),(26 167.2844),(27 167.2764),(28 167.12862),(29 168.97723),(30 170.10333),(31 172.30145),(32 174.1701),(33 175.16826),(34 176.57915),(35 178.18475),(36 180.26912),(37 183.50287),(38 191.40984),(39 191.55562),(40 194.33984),(41 199.18391),(42 203.198),(43 205.03694),(44 209.15906),(45 211.95268),(46 217.16902),(47 220.15071),(48 223.70723),(49 227.59087),(50 231.81328),(51 232.48375),(52 238.84526),(53 238.93535),(54 238.12329),(55 238.86899),(56 240.19278),(57 237.38744),(58 235.74796),(59 230.07555),(60 224.11366),(61 220.21771),(62 219.68054),(63 212.62881),(64 210.23026),(65 206.0802),(66 201.73984),(67 197.7054),(68 196.12968),(69 190.35081),(70 185.67169),(71 180.67123),(72 176.78468),(73 169.5759),(74 166.06721),(75 159.5743),(76 158.21867),(77 151.93132),(78 150.35648),(79 146.75041),
(1 91.65896),(2 96.15565),(3 104.48272),(4 111.16736),(5 115.86578),(6 118.008835),(7 123.25974),(8 128.64989),(9 130.0132),(10 133.60008),(11 136.55865),(12 138.80685),(13 143.39682),(14 142.98233),(15 144.75275),(16 145.41559),(17 147.84927),(18 150.42874),(19 150.90375),(20 154.85768),(21 156.17943),(22 157.18903),(23 157.59264),(24 158.50063),(25 159.27327),(26 162.69916),(27 163.24586),(28 163.9207),(29 164.13423),(30 164.3907),(31 165.04921),(32 164.22055),(33 163.8435),(34 164.3671),(35 165.60709),(36 164.5163),(37 165.79204),(38 171.57469),(39 170.18015),(40 173.24344),(41 175.57578),(42 177.90993),(43 180.51715),(44 180.28275),(45 183.68196),(46 187.30646),(47 186.5667),(48 187.71997),(49 189.68602),(50 193.18459),(51 194.2239),(52 198.34456),(53 199.90698),(54 200.63568),(55 202.20908),(56 202.81238),(57 201.56172),(58 199.60922),(59 195.77162),(60 189.21997),(61 187.13968),(62 188.08458),(63 180.85742),(64 180.15817),(65 176.04764),(66 173.41643),(67 170.1581),(68 169.95996),(69 166.7441),(70 164.52594),(71 161.70432),(72 159.61375),(73 155.3918),(74 152.0897),(75 149.14978),(76 146.26872),(77 143.23451),(78 141.48921),(79 139.1565),
(1 94.54169),(2 98.99754),(3 107.32998),(4 114.74841),(5 117.65359),(6 121.00296),(7 124.90889),(8 128.65965),(9 132.09483),(10 135.76189),(11 140.226),(12 142.41302),(13 145.4944),(14 145.24402),(15 148.24268),(16 148.58368),(17 151.14784),(18 154.14235),(19 151.8926),(20 156.907),(21 158.84383),(22 158.45354),(23 161.64696),(24 163.21387),(25 163.80865),(26 166.64519),(27 166.63177),(28 168.91621),(29 168.72633),(30 170.14297),(31 173.47752),(32 173.74492),(33 174.08104),(34 178.58807),(35 179.30847),(36 180.91736),(37 182.92323),(38 189.17538),(39 189.24387),(40 192.0777),(41 197.04013),(42 199.58836),(43 201.72519),(44 202.64685),(45 208.12068),(46 213.46416),(47 212.79472),(48 216.57982),(49 217.55493),(50 222.78532),(51 224.10918),(52 227.8468),(53 227.15015),(54 231.13123),(55 231.70084),(56 230.92256),(57 227.87582),(58 226.38943),(59 220.45938),(60 216.64545),(61 211.67603),(62 209.7629),(63 202.93938),(64 200.68677),(65 197.25198),(66 194.04541),(67 189.1316),(68 188.23323),(69 184.74284),(70 180.48448),(71 178.20795),(72 172.38324),(73 167.28343),(74 163.88557),(75 158.57777),(76 155.18921),(77 151.59018),(78 147.15567),(79 145.7637),
(1 91.748886),(2 95.73032),(3 102.73622),(4 108.9143),(5 112.46439),(6 116.2106),(7 120.408134),(8 123.770134),(9 127.683624),(10 129.98222),(11 133.76773),(12 135.28377),(13 138.67339),(14 139.08444),(15 140.46066),(16 140.72852),(17 143.38628),(18 145.92236),(19 145.93744),(20 148.9455),(21 150.4949),(22 152.61678),(23 155.36469),(24 156.30476),(25 157.38487),(26 161.09398),(27 161.58638),(28 161.59598),(29 161.24792),(30 163.03642),(31 164.29356),(32 165.49693),(33 165.44374),(34 167.28656),(35 169.50786),(36 171.00359),(37 174.2614),(38 180.57031),(39 182.02614),(40 185.4485),(41 190.75511),(42 195.42688),(43 198.49069),(44 198.72731),(45 203.97554),(46 208.38293),(47 209.55896),(48 214.18317),(49 218.61034),(50 224.40172),(51 224.94626),(52 230.81651),(53 230.38765),(54 232.21547),(55 232.54765),(56 233.24504),(57 230.46642),(58 227.69969),(59 222.94931),(60 219.25342),(61 214.54898),(62 211.47334),(63 205.69638),(64 202.6086),(65 199.67064),(66 195.75224),(67 188.83792),(68 186.70703),(69 181.70653),(70 177.46922),(71 172.75891),(72 169.32301),(73 162.92944),(74 158.92123),(75 153.917),(76 149.9705),(77 146.25609),(78 143.01122),(79 141.55313),
(1 91.85236),(2 95.59645),(3 104.255424),(4 110.67085),(5 114.99454),(6 118.53766),(7 124.09565),(8 128.20174),(9 130.59372),(10 132.9279),(11 135.96156),(12 137.50124),(13 141.31987),(14 141.19028),(15 143.60417),(16 141.91135),(17 145.37595),(18 146.97446),(19 146.92924),(20 149.64545),(21 150.1595),(22 153.04558),(23 152.92574),(24 154.75243),(25 156.75577),(26 156.98694),(27 157.73082),(28 158.17421),(29 158.22157),(30 157.88107),(31 158.6679),(32 159.41188),(33 160.21805),(34 161.27122),(35 163.98613),(36 163.37422),(37 165.11478),(38 171.4129),(39 171.95213),(40 173.67398),(41 175.00002),(42 177.1973),(43 178.96815),(44 179.04578),(45 182.82292),(46 183.96123),(47 183.63762),(48 187.52876),(49 189.4417),(50 194.60478),(51 193.50394),(52 199.55371),(53 201.62239),(54 202.15103),(55 201.11415),(56 202.16719),(57 200.5407),(58 196.58795),(59 193.36064),(60 189.1756),(61 189.1934),(62 185.09827),(63 181.10999),(64 178.05006),(65 175.76817),(66 174.16925),(67 170.0174),(68 169.82993),(69 165.52759),(70 165.42107),(71 161.07185),(72 158.71666),(73 154.07881),(74 151.2302),(75 147.14745),(76 142.90714),(77 140.72833),(78 137.40567),(79 137.77382),
(1 88.79932),(2 93.41653),(3 103.43815),(4 109.35634),(5 112.737816),(6 117.37676),(7 121.2212),(8 125.997574),(9 129.31087),(10 130.5165),(11 134.65913),(12 135.71461),(13 139.19115),(14 140.90176),(15 142.171),(16 140.39787),(17 144.5014),(18 143.69154),(19 147.08853),(20 148.4126),(21 148.58029),(22 151.90625),(23 151.74829),(24 153.58157),(25 156.13602),(26 156.67442),(27 158.30853),(28 157.19762),(29 158.43723),(30 159.60797),(31 158.3377),(32 161.88268),(33 161.6344),(34 163.52504),(35 166.38498),(36 167.56123),(37 168.25877),(38 176.52682),(39 177.35059),(40 178.68138),(41 181.47879),(42 185.23375),(43 187.80373),(44 189.17479),(45 192.17134),(46 195.8927),(47 197.6885),(48 200.51733),(49 204.39851),(50 208.51358),(51 211.0547),(52 213.57669),(53 214.91829),(54 215.85094),(55 216.989),(56 216.15736),(57 213.58922),(58 210.16226),(59 205.29019),(60 201.44289),(61 199.66074),(62 195.87045),(63 192.74585),(64 189.78749),(65 185.92757),(66 181.7927),(67 180.05861),(68 177.14162),(69 173.72847),(70 171.47113),(71 167.21635),(72 163.06049),(73 158.46391),(74 154.5042),(75 151.48578),(76 147.31479),(77 145.1325),(78 139.88138),(79 139.44275),
(1 88.1848),(2 93.15355),(3 102.330795),(4 108.15528),(5 110.09791),(6 114.41068),(7 119.34693),(8 123.11717),(9 125.545044),(10 126.79282),(11 132.19168),(12 135.1851),(13 137.45836),(14 139.33372),(15 139.4864),(16 140.06114),(17 144.05914),(18 141.56033),(19 147.35071),(20 148.03983),(21 146.61012),(22 151.10536),(23 151.92184),(24 153.20383),(25 155.58981),(26 154.51445),(27 157.14487),(28 157.88364),(29 159.61601),(30 160.91722),(31 160.1487),(32 166.11433),(33 165.5372),(34 167.20366),(35 169.75308),(36 170.6881),(37 172.20206),(38 178.91846),(39 182.37929),(40 184.51154),(41 188.51573),(42 194.09335),(43 196.65125),(44 199.3529),(45 202.17932),(46 206.38235),(47 209.82549),(48 211.80109),(49 213.91547),(50 220.97939),(51 225.35388),(52 226.56718),(53 228.0461),(54 228.80533),(55 230.81989),(56 231.58252),(57 229.13965),(58 226.8768),(59 221.25719),(60 217.60323),(61 213.3029),(62 209.56123),(63 203.78918),(64 198.828),(65 195.91235),(66 191.93126),(67 188.73799),(68 184.42912),(69 181.3602),(70 176.96048),(71 172.2194),(72 166.27821),(73 161.0243),(74 157.19217),(75 151.86401),(76 149.52509),(77 143.89365),(78 141.72437),(79 139.00311),
(1 86.846664),(2 91.99734),(3 101.55702),(4 106.76797),(5 109.603836),(6 114.61666),(7 118.80642),(8 124.03258),(9 127.00694),(10 127.99018),(11 130.35692),(12 134.10347),(13 136.73288),(14 139.21098),(15 140.17613),(16 140.04445),(17 145.29034),(18 143.033),(19 147.76105),(20 147.6768),(21 147.72592),(22 150.22594),(23 152.55078),(24 152.05278),(25 153.48679),(26 153.67076),(27 155.65642),(28 154.61958),(29 155.91124),(30 156.45273),(31 157.68105),(32 158.4765),(33 156.9164),(34 158.18912),(35 159.72746),(36 159.20729),(37 160.39441),(38 163.52666),(39 163.34322),(40 164.72528),(41 167.52063),(42 172.72096),(43 173.93277),(44 177.18813),(45 178.82025),(46 182.14568),(47 183.99477),(48 187.06099),(49 185.6712),(50 191.00565),(51 192.56042),(52 195.83899),(53 195.45277),(54 198.67422),(55 198.37735),(56 199.98772),(57 197.95338),(58 195.41708),(59 190.46107),(60 187.96133),(61 185.36905),(62 183.62604),(63 181.20871),(64 175.53629),(65 173.76302),(66 171.68517),(67 168.30989),(68 167.31004),(69 163.3404),(70 161.08984),(71 158.25931),(72 155.19116),(73 151.61671),(74 147.7194),(75 143.98022),(76 141.81946),(77 138.94371),(78 136.43196),(79 133.47424),
(1 86.06153),(2 91.31607),(3 99.63372),(4 106.4421),(5 108.20621),(6 113.53535),(7 117.074554),(8 122.116806),(9 125.1976),(10 125.48908),(11 128.91907),(12 131.58441),(13 132.76376),(14 137.07576),(15 137.41547),(16 135.56325),(17 139.0939),(18 138.6358),(19 143.83556),(20 143.2494),(21 144.5203),(22 146.12665),(23 148.515),(24 149.1071),(25 150.51851),(26 151.15858),(27 154.1345),(28 151.89113),(29 154.24313),(30 157.20581),(31 158.21529),(32 158.92566),(33 159.43842),(34 162.69948),(35 162.84023),(36 165.58638),(37 167.80244),(38 172.03134),(39 174.16118),(40 176.3661),(41 177.92111),(42 181.99799),(43 185.36111),(44 188.58955),(45 191.17397),(46 193.36868),(47 195.10564),(48 196.94426),(49 201.44907),(50 205.09926),(51 206.04189),(52 211.15143),(53 213.23125),(54 214.20493),(55 214.12057),(56 213.50534),(57 211.05305),(58 209.18105),(59 203.16583),(60 198.70139),(61 197.226),(62 193.99585),(63 190.34819),(64 186.57187),(65 183.41609),(66 179.66243),(67 177.80164),(68 176.85915),(69 171.25427),(70 168.03784),(71 162.43436),(72 159.30026),(73 154.41795),(74 149.50592),(75 145.73375),(76 142.31996),(77 140.0877),(78 136.21788),(79 134.29112),
(1 84.65551),(2 90.300476),(3 98.9014),(4 104.42765),(5 106.543755),(6 111.39329),(7 115.48156),(8 121.22778),(9 122.77904),(10 124.42112),(11 128.2074),(12 130.3182),(13 132.71982),(14 135.7228),(15 134.25333),(16 136.08722),(17 137.44504),(18 138.54309),(19 142.38547),(20 140.54744),(21 144.85687),(22 144.86577),(23 148.46971),(24 148.08298),(25 149.79216),(26 151.59683),(27 151.87508),(28 153.61992),(29 153.7353),(30 156.0393),(31 157.79076),(32 157.23859),(33 160.50664),(34 162.18001),(35 163.11902),(36 166.55734),(37 168.67107),(38 173.70018),(39 176.60954),(40 179.49525),(41 184.0467),(42 186.30264),(43 190.54979),(44 194.79594),(45 197.69995),(46 201.37491),(47 206.74847),(48 207.75015),(49 211.85217),(50 214.4692),(51 217.48398),(52 219.59245),(53 220.99811),(54 220.7014),(55 222.41019),(56 222.60062),(57 219.89111),(58 217.13164),(59 213.15173),(60 208.21278),(61 205.52586),(62 201.79358),(63 197.40486),(64 193.65868),(65 189.60895),(66 185.45905),(67 181.48795),(68 178.60223),(69 175.78917),(70 171.27304),(71 166.44164),(72 161.26457),(73 158.15916),(74 154.25739),(75 149.54466),(76 145.18289),(77 141.27025),(78 137.25932),(79 135.70706),
(1 82.79651),(2 87.42661),(3 94.94169),(4 101.42823),(5 105.16358),(6 107.61524),(7 111.64777),(8 118.921745),(9 119.54537),(10 120.84968),(11 125.35664),(12 127.17669),(13 130.11125),(14 133.06714),(15 132.1425),(16 133.25697),(17 135.56851),(18 137.4435),(19 139.22421),(20 137.78827),(21 141.07544),(22 138.6794),(23 143.9653),(24 143.27003),(25 143.80438),(26 146.38393),(27 145.15025),(28 148.1265),(29 147.21832),(30 148.11018),(31 148.19295),(32 146.18336),(33 149.04024),(34 149.34563),(35 150.36034),(36 151.70418),(37 151.97711),(38 156.7073),(39 156.92873),(40 159.49637),(41 163.15732),(42 164.78203),(43 166.34879),(44 168.1157),(45 168.65723),(46 170.36275),(47 172.52385),(48 172.18527),(49 174.5822),(50 177.09883),(51 179.81483),(52 179.79454),(53 181.60428),(54 182.37282),(55 184.15968),(56 185.94208),(57 183.47499),(58 181.75146),(59 177.23505),(60 175.81187),(61 173.68144),(62 169.00375),(63 166.7674),(64 163.41959),(65 161.28249),(66 160.84706),(67 158.55203),(68 156.36578),(69 154.36261),(70 152.65735),(71 149.76543),(72 145.93552),(73 145.1215),(74 140.55049),(75 136.9107),(76 133.41678),(77 130.62073),(78 128.90685),(79 126.30974),
(1 81.446396),(2 86.90733),(3 93.95297),(4 99.19221),(5 104.13978),(6 106.32143),(7 110.40912),(8 117.82109),(9 117.94822),(10 119.02254),(11 124.829575),(12 124.915),(13 128.50677),(14 131.84016),(15 131.3333),(16 132.83463),(17 134.58069),(18 137.51604),(19 138.11526),(20 139.35338),(21 141.90355),(22 140.41939),(23 145.14809),(24 143.66501),(25 144.28288),(26 145.82507),(27 144.94298),(28 147.36024),(29 148.33614),(30 146.75609),(31 147.2813),(32 147.32005),(33 149.09093),(34 151.2265),(35 152.41934),(36 154.54959),(37 155.53235),(38 158.676),(39 161.49995),(40 165.65164),(41 169.76042),(42 172.5253),(43 173.56274),(44 176.336),(45 178.81828),(46 181.46553),(47 185.84814),(48 188.38783),(49 191.41524),(50 193.5419),(51 194.61484),(52 198.73746),(53 201.47685),(54 203.10072),(55 202.73828),(56 202.96228),(57 199.55737),(58 198.62828),(59 193.65337),(60 189.48853),(61 188.27478),(62 183.87167),(63 180.65227),(64 177.07071),(65 173.92358),(66 171.74098),(67 168.77997),(68 166.47488),(69 161.39168),(70 158.2),(71 154.68321),(72 152.43948),(73 148.48865),(74 142.90942),(75 139.41768),(76 135.04114),(77 131.8593),(78 129.03586),(79 126.80554),
(1 81.25801),(2 85.617775),(3 94.12867),(4 98.99109),(5 105.05769),(6 107.55365),(7 111.186714),(8 119.06564),(9 118.68472),(10 121.52936),(11 123.914505),(12 125.93397),(13 127.73969),(14 131.80988),(15 132.74413),(16 133.20256),(17 134.92241),(18 135.60014),(19 136.31166),(20 139.80779),(21 139.82076),(22 139.75883),(23 142.88159),(24 144.24709),(25 144.91469),(26 146.48921),(27 148.72105),(28 148.95726),(29 151.74385),(30 151.98466),(31 150.34422),(32 152.54529),(33 154.87341),(34 156.8588),(35 160.02911),(36 162.79515),(37 165.32178),(38 170.7442),(39 173.23257),(40 176.20122),(41 182.15546),(42 183.90817),(43 187.41795),(44 191.0118),(45 194.41968),(46 196.64804),(47 201.19365),(48 202.51413),(49 206.63531),(50 209.54288),(51 212.2641),(52 215.1341),(53 217.92986),(54 219.3592),(55 218.94637),(56 219.53261),(57 216.7613),(58 215.3889),(59 210.92044),(60 206.59987),(61 203.49529),(62 199.41068),(63 196.39445),(64 190.7869),(65 187.39052),(66 185.11632),(67 181.05905),(68 175.77338),(69 171.80946),(70 167.14684),(71 163.23152),(72 158.13284),(73 154.12653),(74 148.93367),(75 144.22203),(76 140.50795),(77 137.5565),(78 135.3373),(79 132.08133),
(1 79.67357),(2 84.84167),(3 91.66117),(4 96.3102),(5 101.72538),(6 105.22242),(7 109.72803),(8 116.37655),(9 116.17625),(10 118.44238),(11 120.22359),(12 122.809784),(13 124.88208),(14 127.84628),(15 129.3645),(16 130.10098),(17 131.78542),(18 133.36241),(19 133.64249),(20 137.34183),(21 137.42807),(22 137.77287),(23 138.93086),(24 139.6379),(25 139.04529),(26 139.83124),(27 141.2359),(28 140.90588),(29 141.16592),(30 142.96599),(31 144.17668),(32 145.3182),(33 144.02214),(34 145.36925),(35 146.25302),(36 146.9742),(37 149.4104),(38 151.45958),(39 154.29137),(40 155.52846),(41 159.13747),(42 162.11049),(43 162.91115),(44 164.11246),(45 166.11995),(46 167.47227),(47 171.45105),(48 172.42531),(49 175.88837),(50 177.22227),(51 179.2641),(52 180.28506),(53 180.37097),(54 181.88216),(55 181.94308),(56 184.96104),(57 182.81076),(58 179.81667),(59 175.58305),(60 173.11952),(61 169.76878),(62 166.15573),(63 163.13075),(64 161.00502),(65 157.82588),(66 157.8645),(67 153.44054),(68 150.14297),(69 147.43542),(70 144.8109),(71 143.27148),(72 139.38715),(73 137.77728),(74 134.78667),(75 130.15651),(76 127.864456),(77 125.671234),(78 124.68209),(79 123.080635),
(1 78.67586),(2 83.85347),(3 90.059944),(4 94.79818),(5 99.51782),(6 103.32218),(7 106.778076),(8 113.224045),(9 114.0783),(10 117.17599),(11 117.940735),(12 119.2409),(13 122.10095),(14 123.542046),(15 127.37207),(16 127.01398),(17 129.9452),(18 130.81912),(19 131.71176),(20 135.54793),(21 135.33505),(22 137.38535),(23 138.32843),(24 139.35779),(25 140.81609),(26 142.11876),(27 143.51111),(28 144.27985),(29 144.35168),(30 144.95062),(31 146.7633),(32 147.99292),(33 147.09593),(34 146.75972),(35 148.43839),(36 151.08557),(37 154.88155),(38 159.5631),(39 159.80766),(40 161.8109),(41 165.2861),(42 168.75359),(43 170.32974),(44 172.61594),(45 173.81522),(46 176.16939),(47 179.84862),(48 182.40689),(49 184.32816),(50 186.89262),(51 190.62007),(52 192.64037),(53 193.21666),(54 195.59293),(55 196.60022),(56 198.2101),(57 192.59177),(58 190.72922),(59 187.1222),(60 184.67946),(61 181.22661),(62 178.79283),(63 174.45206),(64 172.21138),(65 168.86917),(66 166.85742),(67 163.05386),(68 160.18256),(69 158.3603),(70 154.63942),(71 151.9893),(72 148.03574),(73 143.3096),(74 139.06895),(75 134.53954),(76 131.64565),(77 128.97568),(78 126.95424),(79 125.008224),
(1 76.31652),(2 80.9742),(3 87.89955),(4 92.37856),(5 98.96309),(6 101.79337),(7 106.7334),(8 111.97478),(9 113.3501),(10 116.75111),(11 117.77469),(12 119.83545),(13 124.349724),(14 124.759476),(15 128.45218),(16 128.47197),(17 131.88599),(18 131.68515),(19 132.62181),(20 134.74582),(21 135.34354),(22 136.89568),(23 137.9014),(24 139.26064),(25 140.23749),(26 142.36703),(27 142.48389),(28 142.53952),(29 144.47255),(30 144.79024),(31 147.05571),(32 149.71452),(33 149.15157),(34 149.3235),(35 151.49393),(36 154.82944),(37 158.25142),(38 163.76843),(39 165.32918),(40 168.3596),(41 171.31433),(42 175.22302),(43 178.495),(44 180.65712),(45 183.83904),(46 186.85129),(47 192.98976),(48 193.7771),(49 198.60005),(50 200.62688),(51 205.30913),(52 206.35304),(53 208.82883),(54 209.78032),(55 209.10861),(56 209.5854),(57 206.4966),(58 206.37585),(59 201.8026),(60 197.88803),(61 192.74956),(62 191.19609),(63 186.77873),(64 182.13414),(65 178.8161),(66 175.11916),(67 173.00658),(68 168.96132),(69 164.32036),(70 160.9999),(71 156.35068),(72 152.63383),(73 147.4827),(74 142.79858),(75 138.97351),(76 136.4211),(77 132.3799),(78 131.592),(79 128.16867),
(1 75.92884),(2 80.6439),(3 87.00851),(4 91.23539),(5 97.26675),(6 102.19875),(7 104.51859),(8 111.417816),(9 112.86136),(10 115.596985),(11 116.393364),(12 119.41264),(13 121.95073),(14 122.46147),(15 124.21442),(16 123.690605),(17 128.1111),(18 128.3285),(19 129.66113),(20 131.8245),(21 132.02791),(22 132.5034),(23 134.8231),(24 136.3152),(25 137.17169),(26 138.23195),(27 137.93945),(28 137.44772),(29 139.51172),(30 140.22116),(31 141.73225),(32 142.14024),(33 141.69753),(34 141.73782),(35 142.55954),(36 143.74031),(37 146.18463),(38 150.61679),(39 151.35962),(40 153.90128),(41 154.20006),(42 158.50706),(43 159.00026),(44 161.14061),(45 162.44417),(46 163.66396),(47 165.51846),(48 168.27177),(49 170.74492),(50 172.06511),(51 174.07956),(52 176.28996),(53 176.63293),(54 177.22734),(55 176.4458),(56 176.89319),(57 175.82233),(58 173.31602),(59 168.78047),(60 167.17586),(61 164.54918),(62 162.85495),(63 159.4595),(64 157.57687),(65 154.12259),(66 154.20131),(67 152.21841),(68 149.24713),(69 145.67638),(70 143.3348),(71 140.55624),(72 137.85878),(73 133.03694),(74 129.9904),(75 127.659645),(76 125.94691),(77 124.33443),(78 122.241585),(79 119.371414),
(1 75.08586),(2 81.23148),(3 88.75771),(4 92.49724),(5 97.28447),(6 102.06381),(7 105.09284),(8 110.64873),(9 111.94195),(10 114.77873),(11 115.14536),(12 117.60098),(13 121.15519),(14 121.31638),(15 122.97862),(16 124.0523),(17 128.25005),(18 125.6403),(19 127.42186),(20 129.62045),(21 130.97131),(22 131.36484),(23 133.59258),(24 134.4136),(25 133.2632),(26 136.58484),(27 135.5738),(28 135.66838),(29 136.09665),(30 138.06631),(31 138.90286),(32 140.43454),(33 142.39487),(34 142.39424),(35 143.27954),(36 143.68257),(37 144.18068),(38 148.98308),(39 150.96887),(40 154.54927),(41 154.86484),(42 157.96751),(43 160.83145),(44 163.07878),(45 165.22769),(46 166.60698),(47 170.9123),(48 172.46591),(49 176.11263),(50 179.43015),(51 183.61682),(52 183.84502),(53 184.75172),(54 186.19925),(55 186.27591),(56 188.1356),(57 184.47151),(58 182.58632),(59 179.34944),(60 176.62671),(61 173.74066),(62 170.26257),(63 167.5009),(64 164.30049),(65 159.71788),(66 157.5712),(67 155.44118),(68 152.41995),(69 151.04137),(70 146.47064),(71 142.8936),(72 140.47969),(73 135.9295),(74 133.71307),(75 130.39255),(76 128.07364),(77 125.12675),(78 123.13502),(79 120.49832),
