1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109537.125),(2 184759.67),(3 234285.69),(4 470150.25),(5 694329),(6 894616.06),(7 1249308.9),(8 1610425.9),(9 1960377.6),(10 2440182),(11 2963679.3),(12 3465028.8),(13 4144183),(14 4804487.5),(15 5502202.5),(16 6272343.5),(17 7173466),(18 8039616.5),(19 9002304),(20 10060220),(21 11267048),(22 12297125),(23 13575949),(24 14678688),(25 15713355),(26 16861072),(27 17950386),(28 18942672),(29 20211108),(30 21220906),(31 22225596),(32 23350454),(33 24367024),(34 25275094),(35 26360010),(36 27598390),(37 28527218),(38 29719270),(39 30834992),(40 31793582),(41 32944262),(42 33929356),(43 34785740),(44 35717696),(45 36610436),(46 37364410),(47 38396704),(48 39329204),(49 40180704),(50 41204430),(51 42333372),(52 43227348),(53 44552770),(54 45795730),(55 47069504),(56 48560640),(57 49937364),(58 51178228),(59 52639840),(60 54076076),(61 55304492),(62 56729068),(63 58125188),(64 59258924),(65 60740204),(66 62207892),(67 63367100),(68 64837372),(69 66306068),(70 67547990),(71 69073000),(72 70463930),(73 71765816),(74 73246810),(75 74747170),(76 75782480),(77 77112696),(78 78385860),(79 79357800),
(1 151.07059),(2 203.51074),(3 242.17555),(4 271.28156),(5 290.47458),(6 296.94827),(7 298.86777),(8 291.78168),(9 285.4788),(10 280.6886),(11 277.7244),(12 282.3854),(13 289.9959),(14 302.9694),(15 310.9338),(16 317.04474),(17 318.21262),(18 316.7048),(19 313.14777),(20 308.1401),(21 305.7561),(22 310.15012),(23 310.72968),(24 311.8989),(25 311.91263),(26 310.29422),(27 311.2142),(28 312.18768),(29 313.6781),(30 315.32645),(31 320.5126),(32 327.2486),(33 323.79678),(34 325.31912),(35 324.9467),(36 322.85757),(37 319.6742),(38 314.96335),(39 313.4075),(40 311.21576),(41 309.00803),(42 308.52036),(43 306.52036),(44 305.94684),(45 305.43695),(46 305.94525),(47 307.21228),(48 305.90204),(49 305.06082),(50 303.92365),(51 301.29944),(52 299.09586),(53 299.14874),(54 299.0692),(55 299.42734),(56 298.79794),(57 300.66772),(58 300.3844),(59 299.18338),(60 302.49036),(61 307.35504),(62 305.5062),(63 305.04776),(64 303.24606),(65 303.57382),(66 306.21042),(67 306.20715),(68 306.3376),(69 308.13907),(70 309.62836),(71 314.10922),(72 315.16806),(73 314.23807),(74 312.24023),(75 313.8901),(76 310.42947),(77 309.07614),(78 308.6928),(79 311.97058),
(1 151.18147),(2 201.54984),(3 238.7778),(4 269.33948),(5 287.57617),(6 296.7226),(7 296.11172),(8 291.08676),(9 285.0508),(10 277.74173),(11 276.72156),(12 281.13205),(13 290.3977),(14 301.01016),(15 313.37485),(16 316.50146),(17 316.99078),(18 314.61682),(19 309.22028),(20 309.5284),(21 305.37378),(22 309.83188),(23 307.0595),(24 306.70438),(25 305.22433),(26 307.8567),(27 311.8981),(28 310.6682),(29 311.92114),(30 314.06284),(31 313.8579),(32 315.69635),(33 317.02396),(34 316.7907),(35 317.27228),(36 317.6831),(37 316.6249),(38 317.42212),(39 315.41293),(40 312.7149),(41 308.2601),(42 306.94568),(43 305.053),(44 304.83755),(45 308.36014),(46 309.87323),(47 312.29575),(48 310.43622),(49 310.87552),(50 308.65585),(51 305.69827),(52 303.754),(53 304.42715),(54 302.14334),(55 302.01205),(56 303.01236),(57 303.33746),(58 304.7044),(59 304.78207),(60 304.65054),(61 305.66644),(62 309.04483),(63 307.74246),(64 308.08655),(65 310.9488),(66 313.9354),(67 311.28613),(68 308.922),(69 307.8097),(70 309.47586),(71 312.67838),(72 313.6078),(73 314.02112),(74 313.0242),(75 314.14523),(76 311.50494),(77 313.19073),(78 310.8003),(79 312.63327),
(1 145.8345),(2 194.93427),(3 232.99323),(4 262.1737),(5 280.504),(6 286.32574),(7 284.822),(8 279.76675),(9 272.9256),(10 264.9555),(11 264.4929),(12 271.86084),(13 284.73328),(14 296.70605),(15 305.74036),(16 307.44348),(17 304.85547),(18 303.2213),(19 299.06104),(20 298.53262),(21 298.69333),(22 301.7958),(23 301.42038),(24 301.68985),(25 298.79205),(26 299.01196),(27 299.25748),(28 294.76422),(29 294.16684),(30 294.31442),(31 295.66406),(32 300.4301),(33 301.39978),(34 302.83493),(35 304.39078),(36 300.29562),(37 297.91815),(38 298.0252),(39 295.50684),(40 295.0485),(41 293.62048),(42 291.87186),(43 292.12393),(44 290.26834),(45 293.84106),(46 295.68042),(47 296.17303),(48 292.49786),(49 292.19754),(50 291.58032),(51 291.83978),(52 291.04453),(53 290.10727),(54 291.21918),(55 289.45993),(56 288.3294),(57 287.0602),(58 287.1284),(59 286.08875),(60 287.3414),(61 288.17206),(62 290.0178),(63 293.45547),(64 293.4947),(65 293.40158),(66 293.25082),(67 294.20425),(68 295.83435),(69 296.02542),(70 294.9098),(71 296.32504),(72 296.1254),(73 296.0291),(74 297.21063),(75 298.17462),(76 296.72958),(77 298.30362),(78 296.78174),(79 299.45605),
(1 144.4182),(2 189.70407),(3 227.65102),(4 255.4652),(5 272.85114),(6 284.25177),(7 289.45163),(8 286.51355),(9 279.36942),(10 271.1507),(11 270.93262),(12 274.11194),(13 283.62396),(14 292.2091),(15 303.72168),(16 308.30353),(17 307.60757),(18 308.30365),(19 305.90875),(20 301.44113),(21 300.03665),(22 301.28934),(23 303.59366),(24 302.36252),(25 300.62674),(26 300.79248),(27 303.42715),(28 299.86984),(29 297.82977),(30 299.7554),(31 297.83008),(32 298.01587),(33 299.11374),(34 297.09796),(35 298.57104),(36 297.40103),(37 298.82178),(38 297.75494),(39 295.78275),(40 295.35342),(41 290.59476),(42 287.01782),(43 287.81796),(44 288.55627),(45 287.9031),(46 287.12042),(47 289.79916),(48 288.62485),(49 291.0809),(50 291.6472),(51 290.39264),(52 290.45206),(53 292.0729),(54 292.9756),(55 292.7551),(56 295.88623),(57 296.87308),(58 296.66296),(59 297.51956),(60 300.56293),(61 299.09094),(62 300.79874),(63 306.81403),(64 309.135),(65 311.53882),(66 313.20566),(67 312.86905),(68 313.74472),(69 310.99323),(70 311.3019),(71 309.86728),(72 308.10797),(73 308.11566),(74 303.78488),(75 301.5891),(76 298.39063),(77 296.9211),(78 296.0967),(79 295.57474),
(1 144.39035),(2 192.73935),(3 227.81627),(4 256.20746),(5 275.3525),(6 287.43982),(7 290.74),(8 286.1733),(9 281.8847),(10 269.8868),(11 267.4484),(12 269.3006),(13 276.73193),(14 284.0933),(15 290.9558),(16 294.24573),(17 295.51846),(18 295.28683),(19 292.96948),(20 290.92224),(21 292.7905),(22 296.4691),(23 297.40002),(24 295.90256),(25 296.59094),(26 295.50375),(27 298.5111),(28 295.41107),(29 293.2438),(30 290.2571),(31 286.11243),(32 289.50693),(33 288.2073),(34 292.63333),(35 293.5681),(36 294.76312),(37 296.71432),(38 297.2214),(39 296.28012),(40 295.69266),(41 292.2268),(42 289.682),(43 288.6422),(44 287.05438),(45 286.57068),(46 285.69843),(47 286.2159),(48 285.09616),(49 286.15814),(50 285.95773),(51 286.14957),(52 284.619),(53 284.61862),(54 286.15335),(55 285.61053),(56 287.6441),(57 288.36356),(58 291.23947),(59 294.33188),(60 294.26526),(61 296.31665),(62 300.455),(63 302.29364),(64 304.78897),(65 306.7291),(66 309.62506),(67 308.7162),(68 311.40622),(69 307.39517),(70 307.85187),(71 303.94543),(72 303.65176),(73 301.6852),(74 296.52893),(75 293.74097),(76 290.61667),(77 290.2935),(78 289.59512),(79 291.14578),
(1 142.81216),(2 191.38995),(3 230.28276),(4 261.49786),(5 284.2881),(6 291.47357),(7 297.08826),(8 292.46503),(9 284.38855),(10 277.08307),(11 276.15765),(12 278.12836),(13 285.46265),(14 292.7053),(15 299.65134),(16 303.0848),(17 304.71634),(18 299.44952),(19 300.36142),(20 295.87277),(21 297.9354),(22 297.28183),(23 298.68423),(24 297.44464),(25 297.2859),(26 298.1135),(27 297.5453),(28 299.66458),(29 299.6983),(30 300.0406),(31 301.42834),(32 303.66174),(33 303.1563),(34 303.0781),(35 303.13574),(36 301.80176),(37 302.78162),(38 303.46667),(39 301.4794),(40 298.84906),(41 295.6025),(42 291.15506),(43 288.94962),(44 288.72537),(45 286.62732),(46 287.18005),(47 287.60712),(48 288.23474),(49 289.54672),(50 289.1313),(51 291.72137),(52 292.50443),(53 295.6225),(54 294.3078),(55 295.06183),(56 299.1387),(57 299.7428),(58 300.4593),(59 303.41605),(60 301.56454),(61 303.00748),(62 304.8217),(63 308.1084),(64 308.62564),(65 307.3084),(66 308.39853),(67 310.0781),(68 309.76675),(69 310.2922),(70 309.43878),(71 307.91165),(72 306.32977),(73 304.24026),(74 300.21793),(75 298.74512),(76 296.69836),(77 296.23654),(78 293.0634),(79 295.69446),
(1 141.86523),(2 187.95386),(3 223.1951),(4 251.87697),(5 273.32053),(6 280.3427),(7 284.57745),(8 279.78992),(9 272.23453),(10 270.42587),(11 270.09802),(12 277.41812),(13 286.48615),(14 291.5397),(15 296.6281),(16 301.04724),(17 304.61255),(18 297.3792),(19 296.08765),(20 295.04074),(21 298.378),(22 297.26196),(23 296.58426),(24 297.326),(25 295.43872),(26 297.42728),(27 298.78476),(28 298.18875),(29 300.0035),(30 301.76712),(31 301.3184),(32 300.9781),(33 298.10733),(34 303.30124),(35 302.02765),(36 303.8027),(37 304.7676),(38 300.1168),(39 302.09625),(40 296.24725),(41 293.91205),(42 291.59042),(43 289.22507),(44 293.38425),(45 292.5469),(46 295.85114),(47 297.64252),(48 299.0737),(49 301.68784),(50 301.16855),(51 299.7681),(52 299.15475),(53 303.78165),(54 304.9453),(55 305.82358),(56 305.85187),(57 304.93503),(58 306.08594),(59 306.18365),(60 306.2564),(61 305.0416),(62 304.65942),(63 305.00644),(64 306.78015),(65 307.48297),(66 307.70352),(67 309.68375),(68 312.34958),(69 312.65848),(70 312.57117),(71 311.839),(72 310.73532),(73 308.90482),(74 307.8126),(75 304.12988),(76 302.3639),(77 301.72556),(78 302.73596),(79 300.3208),
(1 135.39075),(2 180.07385),(3 218.46323),(4 244.73615),(5 262.95602),(6 273.67618),(7 278.6015),(8 274.1472),(9 266.97247),(10 261.4096),(11 260.2899),(12 262.7314),(13 272.56522),(14 278.87607),(15 281.5595),(16 284.30023),(17 286.7628),(18 283.2639),(19 283.98892),(20 279.79956),(21 281.26166),(22 282.45325),(23 282.53162),(24 284.1533),(25 285.732),(26 288.5898),(27 292.8356),(28 291.1203),(29 290.6161),(30 291.66476),(31 290.08026),(32 288.80676),(33 287.8844),(34 284.601),(35 285.86655),(36 286.89282),(37 288.28088),(38 288.06946),(39 289.08527),(40 287.1405),(41 284.39746),(42 281.71417),(43 279.7893),(44 280.2385),(45 279.76135),(46 280.45645),(47 283.31888),(48 282.78394),(49 283.44238),(50 282.7532),(51 280.29486),(52 280.00153),(53 280.54053),(54 279.51837),(55 282.98395),(56 279.60513),(57 279.8523),(58 280.66245),(59 282.0105),(60 282.97867),(61 284.39944),(62 286.84457),(63 287.96732),(64 288.61337),(65 289.69302),(66 288.67694),(67 291.65872),(68 290.68488),(69 289.74246),(70 289.9588),(71 289.7532),(72 289.78915),(73 291.3833),(74 291.2666),(75 289.14725),(76 291.17038),(77 293.22778),(78 292.93152),(79 291.10287),
(1 135.12074),(2 181.15776),(3 215.62996),(4 243.39275),(5 260.09702),(6 273.25934),(7 279.8399),(8 278.7335),(9 273.29095),(10 272.12286),(11 270.34164),(12 276.0761),(13 281.81625),(14 289.77438),(15 295.19354),(16 298.68777),(17 297.56268),(18 294.3413),(19 290.72495),(20 287.61993),(21 290.49243),(22 293.11624),(23 293.0825),(24 294.4822),(25 295.6796),(26 297.47086),(27 300.1366),(28 296.52713),(29 296.15567),(30 294.12057),(31 292.65942),(32 292.4511),(33 291.00082),(34 289.80594),(35 289.6222),(36 291.7128),(37 288.769),(38 292.6074),(39 293.6051),(40 290.34247),(41 288.93823),(42 288.5518),(43 286.9394),(44 286.0376),(45 284.38202),(46 285.32336),(47 286.173),(48 287.1234),(49 288.93927),(50 288.26587),(51 287.41104),(52 285.6349),(53 285.73145),(54 288.3836),(55 285.8992),(56 281.38416),(57 285.05197),(58 285.45242),(59 283.38147),(60 280.6736),(61 282.50034),(62 284.1734),(63 285.39944),(64 285.76907),(65 288.27905),(66 287.2682),(67 290.40393),(68 292.66635),(69 291.99335),(70 292.22122),(71 292.52155),(72 292.58353),(73 290.35657),(74 290.86215),(75 292.23404),(76 292.00433),(77 291.6637),(78 289.78357),(79 290.7681),
(1 134.23257),(2 177.7342),(3 213.2324),(4 241.90424),(5 259.39917),(6 271.80923),(7 274.7713),(8 269.71497),(9 261.5857),(10 256.95203),(11 253.94196),(12 258.64722),(13 267.68558),(14 273.51163),(15 276.74838),(16 282.0628),(17 281.0408),(18 278.964),(19 274.58246),(20 274.43106),(21 275.0978),(22 274.0355),(23 273.3424),(24 271.52377),(25 274.42245),(26 275.3617),(27 278.8554),(28 276.98163),(29 274.7938),(30 273.89218),(31 271.94357),(32 272.2172),(33 269.95776),(34 270.93582),(35 271.01196),(36 271.5813),(37 272.4649),(38 273.81635),(39 272.85413),(40 271.6117),(41 270.55182),(42 276.81674),(43 278.20895),(44 279.12482),(45 282.09293),(46 282.03772),(47 283.27444),(48 283.18057),(49 284.02457),(50 283.20422),(51 283.42972),(52 283.78198),(53 285.23685),(54 284.60995),(55 282.93845),(56 281.3121),(57 282.58618),(58 283.28467),(59 282.28568),(60 279.88403),(61 277.44196),(62 281.30075),(63 280.2593),(64 277.8263),(65 278.95862),(66 279.04642),(67 280.80246),(68 281.96597),(69 281.26923),(70 284.76105),(71 286.46967),(72 285.71262),(73 284.89),(74 283.87305),(75 282.70758),(76 280.52405),(77 280.94495),(78 279.2851),(79 281.91458),
(1 131.46812),(2 173.71391),(3 208.29903),(4 235.84073),(5 254.53477),(6 264.47974),(7 266.40375),(8 264.87112),(9 259.97925),(10 253.33484),(11 251.80592),(12 254.25604),(13 263.04807),(14 268.52628),(15 275.7669),(16 278.12183),(17 278.87976),(18 275.7874),(19 276.09296),(20 274.96515),(21 274.1464),(22 273.05853),(23 276.60153),(24 282.73633),(25 283.7791),(26 285.53912),(27 288.3553),(28 288.49353),(29 286.6441),(30 286.16782),(31 284.46686),(32 281.30948),(33 277.18668),(34 277.73547),(35 276.82324),(36 278.89584),(37 281.02917),(38 280.68884),(39 281.78995),(40 278.94885),(41 281.46713),(42 285.36398),(43 291.09326),(44 292.9485),(45 295.02948),(46 298.67557),(47 300.7179),(48 302.78494),(49 301.43445),(50 301.36322),(51 299.4591),(52 297.76132),(53 297.33704),(54 296.60535),(55 293.22253),(56 292.30896),(57 290.26013),(58 290.69),(59 290.9037),(60 290.9976),(61 292.35992),(62 290.37415),(63 291.54556),(64 290.60248),(65 293.97784),(66 293.67313),(67 293.13458),(68 293.47592),(69 291.3701),(70 289.52994),(71 289.8155),(72 292.62384),(73 291.77814),(74 287.02847),(75 288.61493),(76 287.0902),(77 284.14865),(78 284.05505),(79 284.46976),
(1 130.97731),(2 172.02216),(3 205.28581),(4 232.08408),(5 251.30376),(6 258.9395),(7 263.8102),(8 262.9174),(9 255.74594),(10 251.3873),(11 251.52785),(12 253.5388),(13 260.0704),(14 265.33325),(15 272.29474),(16 276.13852),(17 276.1299),(18 276.22433),(19 272.2701),(20 270.88528),(21 272.95496),(22 272.03143),(23 271.87213),(24 274.65182),(25 273.47397),(26 277.15625),(27 280.40057),(28 280.38104),(29 278.7836),(30 278.89346),(31 275.73148),(32 274.43167),(33 270.20206),(34 271.826),(35 268.78873),(36 268.1576),(37 266.49887),(38 269.52243),(39 270.0663),(40 269.55164),(41 269.87595),(42 271.36288),(43 273.34277),(44 275.36722),(45 276.3315),(46 280.61746),(47 280.2979),(48 280.61987),(49 280.91754),(50 276.9124),(51 278.88452),(52 276.32504),(53 277.3228),(54 278.0802),(55 276.24173),(56 277.4024),(57 278.05),(58 281.30035),(59 280.2157),(60 279.11996),(61 279.8232),(62 282.6173),(63 282.42706),(64 282.06894),(65 284.05728),(66 285.32672),(67 285.30435),(68 283.02875),(69 283.7289),(70 283.95883),(71 282.65384),(72 281.80093),(73 281.23337),(74 279.51523),(75 279.2004),(76 276.62497),(77 277.2939),(78 275.27084),(79 278.7664),
(1 130.50995),(2 170.35619),(3 203.22572),(4 229.26756),(5 248.49309),(6 258.65732),(7 260.1947),(8 260.276),(9 253.14923),(10 249.62598),(11 250.7788),(12 255.06372),(13 262.97565),(14 268.51382),(15 274.06183),(16 276.51807),(17 275.6621),(18 275.49963),(19 270.55655),(20 267.53674),(21 269.48706),(22 270.3727),(23 274.0566),(24 273.6314),(25 274.25018),(26 273.0368),(27 274.39688),(28 273.65613),(29 270.7089),(30 270.588),(31 267.84598),(32 265.16336),(33 262.01862),(34 262.23193),(35 260.48486),(36 258.62396),(37 260.0632),(38 264.0713),(39 265.63376),(40 267.3232),(41 267.62604),(42 269.80173),(43 270.41733),(44 270.03452),(45 272.0613),(46 273.36322),(47 273.4475),(48 269.85458),(49 270.90494),(50 268.99918),(51 269.2452),(52 268.55994),(53 267.70193),(54 267.7827),(55 268.2151),(56 268.71997),(57 267.72906),(58 268.5664),(59 266.4018),(60 265.37527),(61 264.07104),(62 266.37213),(63 266.1821),(64 267.14655),(65 268.41827),(66 270.02145),(67 273.5088),(68 275.45743),(69 274.5764),(70 273.33185),(71 274.5592),(72 272.56534),(73 270.30295),(74 270.84528),(75 271.65903),(76 271.71475),(77 269.33554),(78 268.02124),(79 268.86722),
(1 127.396774),(2 170.22446),(3 202.24055),(4 228.08911),(5 247.4226),(6 256.1224),(7 259.33496),(8 257.56815),(9 250.48401),(10 248.182),(11 247.38689),(12 247.91568),(13 254.28003),(14 260.3924),(15 263.5568),(16 269.01242),(17 273.03564),(18 272.48956),(19 270.5111),(20 269.76532),(21 270.12637),(22 270.21533),(23 271.53094),(24 273.2355),(25 273.72583),(26 277.05438),(27 278.75403),(28 280.41132),(29 278.0349),(30 279.75064),(31 277.02432),(32 272.96585),(33 271.32434),(34 272.5971),(35 272.2685),(36 274.78287),(37 275.5296),(38 277.6336),(39 277.9139),(40 278.3744),(41 276.0529),(42 275.75174),(43 275.33975),(44 276.38052),(45 277.87534),(46 277.3272),(47 276.7014),(48 274.64874),(49 274.25406),(50 271.86652),(51 269.96786),(52 267.91925),(53 269.13657),(54 268.84875),(55 268.3737),(56 268.71548),(57 267.487),(58 267.42062),(59 266.4977),(60 268.8895),(61 269.8177),(62 272.65256),(63 273.65912),(64 273.2636),(65 274.18805),(66 274.89548),(67 276.9771),(68 279.3789),(69 277.71),(70 275.5525),(71 277.19183),(72 273.6684),(73 271.81918),(74 273.96246),(75 275.3503),(76 274.55832),(77 274.7521),(78 274.98618),(79 276.9959),
(1 124.343056),(2 163.2842),(3 195.59991),(4 221.76196),(5 240.41617),(6 249.57404),(7 251.93414),(8 251.2442),(9 246.53195),(10 243.16185),(11 241.70872),(12 244.34525),(13 250.55621),(14 257.01004),(15 261.9309),(16 267.88037),(17 269.57352),(18 268.3049),(19 268.2068),(20 264.1222),(21 264.6856),(22 266.03247),(23 266.76294),(24 267.24387),(25 268.88257),(26 268.82352),(27 269.7773),(28 270.0618),(29 268.0711),(30 267.88745),(31 264.9642),(32 263.86606),(33 261.59973),(34 265.3959),(35 264.1117),(36 265.16397),(37 266.15662),(38 267.62604),(39 269.5217),(40 266.73737),(41 264.81107),(42 262.17557),(43 260.01263),(44 260.86554),(45 262.84268),(46 264.49017),(47 266.52585),(48 265.41873),(49 266.9333),(50 266.9131),(51 266.278),(52 263.87286),(53 264.30676),(54 263.35638),(55 262.04013),(56 262.089),(57 264.73468),(58 262.47394),(59 261.3059),(60 261.0246),(61 264.32898),(62 264.98615),(63 264.26224),(64 263.9748),(65 264.16537),(66 265.28925),(67 266.43546),(68 270.71863),(69 264.73407),(70 267.26306),(71 271.7535),(72 272.7727),(73 273.41486),(74 273.7709),(75 275.07907),(76 273.62665),(77 269.80075),(78 269.03058),(79 270.75546),
(1 121.964615),(2 164.78954),(3 196.46658),(4 220.43236),(5 239.05476),(6 249.6148),(7 251.06297),(8 249.49545),(9 242.83365),(10 238.07288),(11 235.74414),(12 240.645),(13 249.50237),(14 256.47375),(15 263.2821),(16 268.1294),(17 268.5393),(18 265.41498),(19 264.23288),(20 260.46326),(21 259.80014),(22 256.4722),(23 258.21384),(24 257.57864),(25 259.24112),(26 259.0472),(27 260.9117),(28 261.64084),(29 260.53864),(30 262.9984),(31 263.06116),(32 265.39554),(33 264.6357),(34 264.81573),(35 268.2033),(36 269.23572),(37 270.22824),(38 270.24976),(39 268.7815),(40 267.29617),(41 264.8277),(42 262.8029),(43 259.94363),(44 258.96048),(45 260.233),(46 259.7459),(47 261.06207),(48 263.35022),(49 267.40848),(50 270.21426),(51 270.3025),(52 267.90326),(53 271.35764),(54 270.56046),(55 273.14572),(56 271.52585),(57 273.1496),(58 272.03162),(59 270.9444),(60 270.67416),(61 270.32797),(62 271.8046),(63 271.99878),(64 272.3258),(65 272.41815),(66 270.57968),(67 269.2033),(68 274.88776),(69 273.3866),(70 273.27814),(71 274.47086),(72 273.7356),(73 272.0457),(74 270.27634),(75 267.581),(76 266.411),(77 267.98407),(78 265.74478),(79 266.7085),
(1 121.361946),(2 163.12965),(3 196.16554),(4 222.13467),(5 237.42569),(6 247.15538),(7 251.00983),(8 246.89827),(9 239.70741),(10 233.43417),(11 232.81757),(12 233.38547),(13 240.0426),(14 245.93018),(15 253.75885),(16 256.57178),(17 256.95313),(18 255.28748),(19 255.17506),(20 252.50352),(21 250.6288),(22 252.3315),(23 251.71143),(24 253.41092),(25 256.20187),(26 257.53705),(27 261.08182),(28 261.4918),(29 259.17523),(30 257.6631),(31 257.4456),(32 257.91214),(33 256.3076),(34 258.4442),(35 260.40582),(36 261.7285),(37 260.34906),(38 259.62628),(39 257.0619),(40 251.86746),(41 247.86938),(42 246.86346),(43 247.65274),(44 246.24199),(45 244.16476),(46 243.93703),(47 243.32721),(48 243.25917),(49 245.15132),(50 242.34949),(51 246.14212),(52 245.20879),(53 249.89197),(54 249.05283),(55 248.90411),(56 249.56421),(57 251.76654),(58 253.081),(59 252.60278),(60 253.7549),(61 254.66444),(62 258.53732),(63 260.56116),(64 260.3819),(65 262.9791),(66 264.43384),(67 265.41162),(68 266.8582),(69 264.61105),(70 264.09888),(71 262.91003),(72 261.00375),(73 257.00925),(74 256.99304),(75 253.81956),(76 251.35904),(77 252.95107),(78 253.17955),(79 257.0892),
(1 123.60287),(2 162.42204),(3 196.18666),(4 223.64583),(5 240.00867),(6 251.47282),(7 252.46266),(8 249.95569),(9 243.17754),(10 237.38126),(11 233.71869),(12 234.5548),(13 240.0619),(14 244.07964),(15 252.56651),(16 259.54077),(17 261.14304),(18 262.67358),(19 264.98047),(20 261.42538),(21 260.13895),(22 261.53125),(23 260.08905),(24 261.47763),(25 262.93408),(26 260.4089),(27 262.836),(28 264.7727),(29 262.7574),(30 263.68207),(31 262.42474),(32 263.74887),(33 262.29785),(34 267.29205),(35 267.8222),(36 268.41708),(37 269.94266),(38 270.33563),(39 267.71725),(40 265.4616),(41 260.46008),(42 255.47343),(43 253.92392),(44 254.30264),(45 253.9889),(46 253.99901),(47 253.92374),(48 256.30817),(49 257.96243),(50 255.27826),(51 255.67993),(52 254.69714),(53 255.1459),(54 254.14925),(55 253.59515),(56 254.21773),(57 254.0604),(58 257.32834),(59 257.83328),(60 261.24182),(61 262.7192),(62 264.1951),(63 267.13187),(64 269.63904),(65 271.73035),(66 271.47525),(67 273.6483),(68 277.05344),(69 275.50357),(70 273.04462),(71 270.98752),(72 267.29263),(73 265.10526),(74 262.07297),(75 259.80374),(76 256.89984),(77 256.49368),(78 253.35104),(79 254.45778),
