1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 258178.2),(2 965490.7),(3 1983924.4),(4 3145287.8),(5 4308899),(6 5385297.5),(7 6385902.5),(8 7318614.5),(9 8223361.5),(10 9098035),(11 9900744),(12 10612575),(13 11228591),(14 11736956),(15 12170553),(16 12535642),(17 12859787),(18 13116277),(19 13335485),(20 13537087),(21 13732488),(22 13948381),(23 14183807),(24 14406074),(25 14571930),(26 14655757),(27 14723189),(28 14864015),(29 15063253),(30 15288786),(31 15534813),(32 15730520),(33 15894918),(34 16056641),(35 16230488),(36 16460662),(37 16724437),(38 17060322),(39 17432728),(40 17762086),(41 18029570),(42 18183046),(43 18234918),(44 18195206),(45 18104982),(46 18001432),(47 17922704),(48 17863532),(49 17809822),(50 17740272),(51 17658384),(52 17567382),(53 17494334),(54 17424220),(55 17309142),(56 17141290),(57 16890802),(58 16591507),(59 16270677),(60 15944633),(61 15613070),(62 15280495),(63 14938488),(64 14609450),(65 14309074),(66 14031795),(67 13765615),(68 13518581),(69 13282371),(70 13086873),(71 12962620),(72 12910079),(73 12921613),(74 12935260),(75 12892263),(76 12748046),(77 12484211),(78 12140447),(79 11784779),
(1 246755.58),(2 922619.06),(3 1892621.6),(4 2992350.8),(5 4095712),(6 5129180.5),(7 6081750.5),(8 6939366),(9 7723854),(10 8429477),(11 9075430),(12 9663395),(13 10187620),(14 10632171),(15 11017031),(16 11312409),(17 11509908),(18 11622257),(19 11718591),(20 11873084),(21 12096744),(22 12358611),(23 12647376),(24 12907753),(25 13095931),(26 13158255),(27 13124420),(28 13044545),(29 12989817),(30 13025659),(31 13168907),(32 13425685),(33 13725532),(34 13998481),(35 14174712),(36 14285285),(37 14322113),(38 14328359),(39 14321173),(40 14287391),(41 14272156),(42 14253277),(43 14260389),(44 14296175),(45 14367509),(46 14440964),(47 14518345),(48 14549832),(49 14550695),(50 14474576),(51 14323395),(52 14107613),(53 13852225),(54 13568488),(55 13298473),(56 13082761),(57 12953655),(58 12957501),(59 13090253),(60 13298504),(61 13511448),(62 13679653),(63 13774800),(64 13792401),(65 13738051),(66 13608027),(67 13390896),(68 13107760),(69 12782816),(70 12453285),(71 12199355),(72 12041916),(73 12001977),(74 12021415),(75 12021925),(76 11950433),(77 11766155),(78 11481449),(79 11153223),
(1 180143.56),(2 670568.56),(3 1364718.9),(4 2138821.8),(5 2908689),(6 3643037.8),(7 4316835),(8 4943608.5),(9 5505906),(10 5985168.5),(11 6358939.5),(12 6686387),(13 7006168.5),(14 7302761.5),(15 7556822),(16 7749853.5),(17 7864085),(18 7883278),(19 7872289.5),(20 7892246),(21 7969164),(22 8111151.5),(23 8311936.5),(24 8520027),(25 8693091),(26 8820881),(27 8953382),(28 9143663),(29 9373889),(30 9601153),(31 9818216),(32 9997784),(33 10143095),(34 10275361),(35 10418387),(36 10590381),(37 10807813),(38 11060684),(39 11277092),(40 11398067),(41 11423347),(42 11365284),(43 11291446),(44 11244019),(45 11268376),(46 11407117),(47 11646781),(48 11937537),(49 12219090),(50 12471576),(51 12700379),(52 12905490),(53 13076065),(54 13191718),(55 13223990),(56 13162702),(57 13039219),(58 12915574),(59 12841087),(60 12817917),(61 12836101),(62 12882822),(63 12939482),(64 12978973),(65 12973807),(66 12904530),(67 12739094),(68 12489388),(69 12180410),(70 11834998),(71 11533844),(72 11304594),(73 11167858),(74 11094043),(75 11038380),(76 10952209),(77 10817741),(78 10622678),(79 10399967),
(1 165501.17),(2 613463.7),(3 1236143),(4 1917019.9),(5 2569977.8),(6 3176830),(7 3736215),(8 4258498),(9 4741751),(10 5152644.5),(11 5464848.5),(12 5673442),(13 5838119),(14 6017340),(15 6230269.5),(16 6439603),(17 6625950.5),(18 6755126),(19 6839915.5),(20 6883306),(21 6908462),(22 6962000),(23 7058591.5),(24 7145005),(25 7186567.5),(26 7193433),(27 7204973),(28 7254425.5),(29 7359341.5),(30 7507006),(31 7694690.5),(32 7901495),(33 8082099),(34 8215158),(35 8269344),(36 8302915),(37 8353754),(38 8464211),(39 8604659),(40 8772114),(41 8957848),(42 9168259),(43 9412464),(44 9645371),(45 9853148),(46 10002438),(47 10108180),(48 10197347),(49 10290600),(50 10389180),(51 10502925),(52 10593046),(53 10622445),(54 10594180),(55 10541069),(56 10500057),(57 10495956),(58 10536782),(59 10602449),(60 10638178),(61 10623159),(62 10588058),(63 10543514),(64 10499715),(65 10438522),(66 10356232),(67 10230844),(68 10095951),(69 9951309),(70 9803890),(71 9696921),(72 9642524),(73 9652960),(74 9694954),(75 9733697),(76 9719355),(77 9623607),(78 9455208),(79 9227745),
(1 151946.67),(2 558256.94),(3 1114072.5),(4 1701721.5),(5 2231868.3),(6 2684168.3),(7 3083859),(8 3447416),(9 3774262),(10 4037412.8),(11 4225312.5),(12 4333987),(13 4372156),(14 4390715),(15 4463276),(16 4619187),(17 4830342.5),(18 5025767.5),(19 5185724),(20 5302327.5),(21 5439573.5),(22 5607846),(23 5786223.5),(24 5948774),(25 6070463),(26 6165254),(27 6286239.5),(28 6452826),(29 6659908.5),(30 6858194.5),(31 7004864.5),(32 7108788),(33 7172290.5),(34 7232706.5),(35 7333020.5),(36 7480532.5),(37 7671151.5),(38 7856866),(39 7995886),(40 8082512),(41 8134914.5),(42 8169663.5),(43 8218023.5),(44 8288707),(45 8381757),(46 8479842),(47 8553137),(48 8579892),(49 8558423),(50 8503150),(51 8454040),(52 8437640),(53 8435739),(54 8423378),(55 8399996),(56 8365797.5),(57 8330656.5),(58 8308466),(59 8296932.5),(60 8292700),(61 8298996),(62 8329409),(63 8351778.5),(64 8346306),(65 8274696.5),(66 8096412),(67 7826899),(68 7493182),(69 7147154.5),(70 6834934.5),(71 6600819.5),(72 6474320.5),(73 6469755.5),(74 6564881),(75 6697200.5),(76 6786992),(77 6778832.5),(78 6668914.5),(79 6493676.5),
(1 152526.97),(2 555925.25),(3 1090986.3),(4 1637234.4),(5 2106211.8),(6 2490077.3),(7 2830786.8),(8 3170098.8),(9 3496080),(10 3781347),(11 3990151),(12 4175034.5),(13 4353147),(14 4540822.5),(15 4741497.5),(16 4935041.5),(17 5095034),(18 5220232),(19 5323983.5),(20 5439623),(21 5586092.5),(22 5733479),(23 5858334.5),(24 5957090),(25 6014165.5),(26 6055430.5),(27 6102369),(28 6164056),(29 6234665.5),(30 6325147),(31 6426510),(32 6547352.5),(33 6654818),(34 6723375.5),(35 6758922.5),(36 6782691),(37 6837750.5),(38 6926721),(39 7059514.5),(40 7251397.5),(41 7463561.5),(42 7643849.5),(43 7762419),(44 7798283),(45 7759981),(46 7676013),(47 7588288),(48 7541816),(49 7555496),(50 7631186.5),(51 7739134),(52 7832250.5),(53 7875338.5),(54 7889873),(55 7897515.5),(56 7921390),(57 7957299.5),(58 7987696),(59 7961232),(60 7880303),(61 7766058),(62 7690673.5),(63 7669321.5),(64 7685665),(65 7697582),(66 7653662),(67 7541007),(68 7344805.5),(69 7109063),(70 6870634),(71 6672214),(72 6556612.5),(73 6530534.5),(74 6555534),(75 6592495.5),(76 6563591.5),(77 6463505),(78 6288605),(79 6086671.5),
(1 153652.94),(2 557528.44),(3 1092955.9),(4 1635922.6),(5 2097831),(6 2471765),(7 2796371.5),(8 3115806.3),(9 3448337.8),(10 3775682),(11 4038496),(12 4225042.5),(13 4362861),(14 4499898),(15 4646204.5),(16 4769588),(17 4833175.5),(18 4827600.5),(19 4778307),(20 4718245),(21 4669516),(22 4664014),(23 4695738.5),(24 4742677.5),(25 4781233.5),(26 4816311.5),(27 4865493),(28 4953598),(29 5064480.5),(30 5143625.5),(31 5201077.5),(32 5258272.5),(33 5333186),(34 5442071),(35 5595180.5),(36 5759673.5),(37 5885870.5),(38 5987404),(39 6035618),(40 6048720),(41 6062032),(42 6125092),(43 6221684),(44 6344893),(45 6433371),(46 6478781.5),(47 6481150.5),(48 6448431.5),(49 6378842),(50 6302475.5),(51 6252016),(52 6237065),(53 6239229),(54 6258734),(55 6279883),(56 6311269),(57 6357678),(58 6382306),(59 6338465),(60 6237984.5),(61 6108708.5),(62 6009120),(63 5943453.5),(64 5904840.5),(65 5861232.5),(66 5781397.5),(67 5642650.5),(68 5444009),(69 5244830),(70 5091490.5),(71 5025299.5),(72 5078496.5),(73 5219730.5),(74 5402436),(75 5572059.5),(76 5663051.5),(77 5651441.5),(78 5557263),(79 5412633.5),
(1 133934.72),(2 478541.88),(3 922229.8),(4 1352019.4),(5 1708638.9),(6 1990669),(7 2257073.3),(8 2541215.3),(9 2840420.5),(10 3124459.8),(11 3377334),(12 3618264.8),(13 3847318.8),(14 4040983.3),(15 4194042.8),(16 4300944),(17 4384046),(18 4462020),(19 4541718.5),(20 4615806),(21 4655255.5),(22 4654277),(23 4654723),(24 4658249),(25 4651456),(26 4625779),(27 4581245),(28 4515529.5),(29 4440874),(30 4369760.5),(31 4324714.5),(32 4322912),(33 4353642),(34 4399697),(35 4456305.5),(36 4528197),(37 4618816.5),(38 4708014.5),(39 4787244.5),(40 4850200.5),(41 4885624),(42 4911108.5),(43 4945669),(44 5005631),(45 5097147),(46 5219909),(47 5386963),(48 5581945.5),(49 5769104.5),(50 5911450),(51 5981345),(52 5980716.5),(53 5930223),(54 5841841.5),(55 5743328),(56 5655523.5),(57 5611516.5),(58 5591236),(59 5588329),(60 5550564.5),(61 5469544.5),(62 5373577.5),(63 5283771),(64 5215020.5),(65 5161014),(66 5098936),(67 4988756.5),(68 4797594),(69 4543790),(70 4275291),(71 4059150.3),(72 3955012.3),(73 3955847.5),(74 4027590.8),(75 4119967.5),(76 4179417.3),(77 4193265.5),(78 4178810.3),(79 4142072.8),
(1 127784.61),(2 447791.72),(3 841655),(4 1197152.9),(5 1459512.5),(6 1634449.5),(7 1795853.6),(8 1984874.5),(9 2174061.5),(10 2337856),(11 2451681.3),(12 2568496.8),(13 2723115.5),(14 2896475.8),(15 3066116.8),(16 3179896.3),(17 3252451.5),(18 3322709),(19 3412891.5),(20 3521559.8),(21 3629294.5),(22 3715343.3),(23 3784020.8),(24 3835345),(25 3871713),(26 3905045.5),(27 3960684),(28 4049988),(29 4136122.5),(30 4209575),(31 4280985.5),(32 4338774.5),(33 4375937.5),(34 4429084.5),(35 4502856),(36 4578663),(37 4638780.5),(38 4712205),(39 4807839.5),(40 4914934),(41 5028206),(42 5132818),(43 5231759.5),(44 5328781),(45 5407997.5),(46 5459369.5),(47 5511640),(48 5573059.5),(49 5659429),(50 5758289),(51 5844898),(52 5905214),(53 5935303.5),(54 5951895.5),(55 5932239),(56 5872744),(57 5805133),(58 5742456),(59 5704020.5),(60 5674933),(61 5610276.5),(62 5495467.5),(63 5334453.5),(64 5165142.5),(65 5015597),(66 4895887),(67 4772100),(68 4604702.5),(69 4387249),(70 4139312.5),(71 3903837.3),(72 3743943.3),(73 3666641.5),(74 3662841),(75 3699433.3),(76 3748847),(77 3793363.3),(78 3812756.5),(79 3807167.5),
(1 117761.31),(2 410946.22),(3 767027.56),(4 1081280.8),(5 1292938),(6 1428107.5),(7 1567791.5),(8 1734850),(9 1928514.1),(10 2121043.8),(11 2300452.8),(12 2483897.5),(13 2692147),(14 2919722.5),(15 3142568.5),(16 3320673.3),(17 3468490.5),(18 3620463.5),(19 3765374.8),(20 3860709.3),(21 3931130.8),(22 4003904.8),(23 4089360.5),(24 4174650.5),(25 4246904),(26 4300690),(27 4341819.5),(28 4390390),(29 4432277.5),(30 4498059),(31 4567446.5),(32 4644322.5),(33 4700837),(34 4747236),(35 4794534),(36 4831599),(37 4854712.5),(38 4857450.5),(39 4878710),(40 4923331.5),(41 4992120),(42 5043991.5),(43 5059053),(44 5049444),(45 5036179),(46 5013076),(47 4989781.5),(48 4954752),(49 4928451.5),(50 4917366),(51 4895740.5),(52 4880512),(53 4875269.5),(54 4898523),(55 4923184.5),(56 4931309),(57 4905959.5),(58 4849472),(59 4777800.5),(60 4703019),(61 4595763),(62 4455995.5),(63 4290709),(64 4142333.5),(65 4032200.8),(66 3962146.5),(67 3901405),(68 3819151.3),(69 3703306),(70 3574790.8),(71 3457888.8),(72 3381490),(73 3348107.8),(74 3361984.8),(75 3396283.3),(76 3428230),(77 3451166.5),(78 3474954),(79 3491052.8),
(1 117082.8),(2 405644.97),(3 747796.9),(4 1030890.2),(5 1206914.5),(6 1319720.5),(7 1459402.3),(8 1628704.6),(9 1812002.6),(10 1968912.9),(11 2084670.6),(12 2193330),(13 2330001),(14 2480057.8),(15 2624643),(16 2741273.5),(17 2836649),(18 2925465.8),(19 3023604.5),(20 3109102.8),(21 3181199.8),(22 3278820),(23 3394431),(24 3503057.8),(25 3588017),(26 3652632),(27 3700774.3),(28 3763476.5),(29 3806510),(30 3834783.3),(31 3867457.8),(32 3907888.5),(33 3943598.3),(34 3982544),(35 4024835.3),(36 4069859.8),(37 4084390.5),(38 4078923.5),(39 4062385),(40 4021241.5),(41 3968563.3),(42 3917874.8),(43 3865136),(44 3820404),(45 3775489.3),(46 3749841.8),(47 3744052.3),(48 3744256.3),(49 3752410.8),(50 3774242.3),(51 3816402.5),(52 3872736),(53 3935062.8),(54 4003829),(55 4078824.3),(56 4146714),(57 4185128.3),(58 4174827),(59 4138250),(60 4104806),(61 4064490.5),(62 3995427.8),(63 3894263.3),(64 3798123.8),(65 3729240),(66 3694063.5),(67 3668308),(68 3613994.8),(69 3531713.8),(70 3452468),(71 3413108),(72 3406775.3),(73 3411950),(74 3420498.3),(75 3432521),(76 3453660.5),(77 3480041.8),(78 3491865.8),(79 3483042),
(1 119580.734),(2 413868.63),(3 749808.8),(4 1011550.3),(5 1184976.1),(6 1323388.8),(7 1488319),(8 1687047.8),(9 1892656.6),(10 2055107.8),(11 2164372.3),(12 2244619.5),(13 2331126.8),(14 2435554.3),(15 2547519),(16 2656727),(17 2774760.5),(18 2853458.8),(19 2889481.3),(20 2909797),(21 2940676.3),(22 3002242.5),(23 3086994.3),(24 3168170),(25 3220424.5),(26 3251966),(27 3286376.3),(28 3326796.5),(29 3362883.5),(30 3391402),(31 3421012.8),(32 3453802),(33 3484878),(34 3519981.5),(35 3547703),(36 3561789.8),(37 3575726.5),(38 3597467.5),(39 3625262.3),(40 3633946.8),(41 3601037.8),(42 3530234.5),(43 3440557.3),(44 3359038),(45 3289048.3),(46 3242378),(47 3223113.3),(48 3221224.3),(49 3217686.8),(50 3196235.8),(51 3162891.5),(52 3129219.5),(53 3109105),(54 3104719.3),(55 3113302),(56 3127355),(57 3125252.5),(58 3097911.3),(59 3050109),(60 2994794.8),(61 2950681),(62 2921365.3),(63 2910629),(64 2915823),(65 2936059),(66 2960133.5),(67 2985510),(68 2997833),(69 2986775),(70 2957794),(71 2941125),(72 2961821.3),(73 3016984.5),(74 3079129.8),(75 3146745),(76 3210951.8),(77 3276558),(78 3324854.3),(79 3343536.8),
(1 119080.266),(2 402064.22),(3 699942.44),(4 918501.2),(5 1064482.1),(6 1189928.1),(7 1348082.8),(8 1525198.5),(9 1684987.8),(10 1796841.3),(11 1874958.1),(12 1931441.1),(13 1969434.6),(14 2003333.6),(15 2070840),(16 2150732.5),(17 2215730.3),(18 2256799.5),(19 2271889.8),(20 2277279),(21 2309119),(22 2373021),(23 2450902.3),(24 2517480.8),(25 2560950.8),(26 2597510.5),(27 2638788.5),(28 2688826.5),(29 2752149.5),(30 2807335.8),(31 2858256.3),(32 2898439.5),(33 2921481.3),(34 2938868.5),(35 2951391.8),(36 2949167.8),(37 2919369.5),(38 2882849.3),(39 2874654.3),(40 2892825.3),(41 2932742.8),(42 2971794),(43 2996118),(44 3006703.3),(45 3007196.8),(46 3007451.5),(47 3013463.3),(48 3019770.8),(49 3025229.5),(50 3025306.3),(51 3019689.8),(52 3010423.8),(53 2994773.8),(54 2973856),(55 2958420),(56 2957066.5),(57 2955708.8),(58 2960804),(59 2966744.3),(60 2950336.3),(61 2907637),(62 2853158.8),(63 2798715.3),(64 2759148),(65 2738981.3),(66 2726892.8),(67 2714763.8),(68 2687136.5),(69 2645908.8),(70 2596287.8),(71 2574303.3),(72 2618831.8),(73 2707021.8),(74 2775743),(75 2819407),(76 2849656.5),(77 2895011.5),(78 2951885.8),(79 2998776.5),
(1 131461.94),(2 437852.66),(3 754425.3),(4 972922.06),(5 1108564.1),(6 1227331.6),(7 1384669.1),(8 1566388.3),(9 1714866.5),(10 1790872.1),(11 1810608.1),(12 1826794.5),(13 1858462.6),(14 1897658.6),(15 1955605.4),(16 2027764.5),(17 2098710.5),(18 2141675.3),(19 2164093.8),(20 2161855.5),(21 2171263),(22 2213632.8),(23 2280463.8),(24 2324182.8),(25 2332948.5),(26 2334280.3),(27 2350578.3),(28 2377477.3),(29 2400961),(30 2433214.5),(31 2466708.5),(32 2489827.3),(33 2501941.3),(34 2502567.8),(35 2506335),(36 2514734),(37 2520679),(38 2524527.8),(39 2512146.3),(40 2495467.8),(41 2506978.8),(42 2558088.5),(43 2628431),(44 2691609.3),(45 2747696.3),(46 2800711),(47 2847969.8),(48 2881495.5),(49 2904176),(50 2922992.8),(51 2940594.5),(52 2948490.5),(53 2936271.5),(54 2911011.5),(55 2875871),(56 2835507.3),(57 2797255.5),(58 2780886.8),(59 2774842.5),(60 2759414.8),(61 2726030),(62 2671449),(63 2600185),(64 2520954),(65 2459879.8),(66 2414057.5),(67 2377100.8),(68 2325109.3),(69 2278072.5),(70 2243914.3),(71 2246209),(72 2308830.5),(73 2410973.5),(74 2491629.3),(75 2533152.8),(76 2551037.8),(77 2583917),(78 2647826.5),(79 2714704.8),
(1 133830.33),(2 439012.28),(3 735174.9),(4 927605.9),(5 1036949.5),(6 1139157.4),(7 1297996.1),(8 1489413.9),(9 1644322.1),(10 1737438.6),(11 1792899.3),(12 1830147.9),(13 1848912.4),(14 1887805.9),(15 1972332.5),(16 2067156.6),(17 2125387.5),(18 2136155.3),(19 2139176.3),(20 2133885.3),(21 2127018.8),(22 2134222.3),(23 2165245.3),(24 2192218),(25 2192279),(26 2172971.8),(27 2164047.8),(28 2174250),(29 2190439),(30 2200591.3),(31 2217481),(32 2244353),(33 2256203.8),(34 2261995.3),(35 2270065.5),(36 2266990.3),(37 2251969),(38 2242053.3),(39 2240591.3),(40 2211851.3),(41 2158307.3),(42 2115305),(43 2102420),(44 2113801),(45 2140448.3),(46 2180006.8),(47 2236264.3),(48 2306190),(49 2376813),(50 2435899.8),(51 2472700),(52 2483290.5),(53 2468020.5),(54 2444147.8),(55 2419824.3),(56 2393168.8),(57 2355484.5),(58 2325482.8),(59 2309261.5),(60 2281753.3),(61 2242654),(62 2214497.5),(63 2203121.5),(64 2193816),(65 2173526.5),(66 2142274.5),(67 2117258),(68 2080102),(69 2026973.4),(70 1974417.8),(71 1965110.3),(72 2029197.5),(73 2124199),(74 2187123.5),(75 2210423),(76 2215238.8),(77 2238905.5),(78 2287267.5),(79 2342773.5),
(1 131663),(2 426649.06),(3 715769.25),(4 919562.3),(5 1049767),(6 1172293.9),(7 1345468.8),(8 1541823),(9 1685115.8),(10 1751593.5),(11 1776862.3),(12 1810533.8),(13 1828050.3),(14 1835375.8),(15 1861452.4),(16 1893219.3),(17 1903120.6),(18 1902354.5),(19 1880229.8),(20 1836450.3),(21 1805334.3),(22 1807938.6),(23 1841870.9),(24 1870864.4),(25 1878299.8),(26 1857713),(27 1834009.5),(28 1820935),(29 1821298.9),(30 1836965),(31 1867314.9),(32 1906397),(33 1950879),(34 1996365.9),(35 2047434.1),(36 2094675.8),(37 2130360),(38 2150227.3),(39 2156866.8),(40 2171639.5),(41 2189924.5),(42 2200299.8),(43 2196209),(44 2184445.3),(45 2191695.3),(46 2221234.8),(47 2260913.5),(48 2297654),(49 2339350.8),(50 2387403),(51 2429577.8),(52 2451353),(53 2442844.8),(54 2409116.3),(55 2355622.8),(56 2302531.3),(57 2257770.3),(58 2232696),(59 2222350.5),(60 2219208.8),(61 2212430.8),(62 2198500.5),(63 2182274.8),(64 2167396.8),(65 2147675.3),(66 2114168.8),(67 2070688.6),(68 2013466.1),(69 1957111.4),(70 1911561.5),(71 1886608.8),(72 1905946.3),(73 1944358.5),(74 1960364.8),(75 1941542.9),(76 1915919.6),(77 1925854.6),(78 1966200.8),(79 1995937),
(1 118376.625),(2 378289.66),(3 629492.06),(4 819544.06),(5 949400.6),(6 1058669.8),(7 1208759.9),(8 1372392.8),(9 1488269.8),(10 1554577.4),(11 1587417.6),(12 1609834.3),(13 1623915.4),(14 1638610.3),(15 1652193.1),(16 1661568),(17 1646765.5),(18 1631578),(19 1631040.5),(20 1627766.8),(21 1638880.5),(22 1673693.4),(23 1732258.9),(24 1776922.3),(25 1797825.8),(26 1799613.4),(27 1807057.8),(28 1826205.9),(29 1825220.6),(30 1812922.1),(31 1815382.6),(32 1822631.1),(33 1826509.1),(34 1846728.1),(35 1875810),(36 1887649.6),(37 1880302.3),(38 1886098.9),(39 1899191.3),(40 1901585.8),(41 1892125.5),(42 1886614.4),(43 1892764.8),(44 1900040),(45 1903878.8),(46 1908874.6),(47 1923709.5),(48 1939219),(49 1946437.9),(50 1951087.3),(51 1943412.6),(52 1927816.1),(53 1919681.3),(54 1924091.8),(55 1930881.8),(56 1933593.6),(57 1937382.3),(58 1948832.9),(59 1961984.4),(60 1972973.1),(61 1977396.5),(62 1970599.6),(63 1946459.4),(64 1905104.8),(65 1852876.1),(66 1793949.1),(67 1741108.1),(68 1693617.1),(69 1644908.6),(70 1606933.5),(71 1594702.9),(72 1623157.1),(73 1662243.3),(74 1671971.8),(75 1656298),(76 1649823.3),(77 1681008.4),(78 1740303.6),(79 1792067.3),
