1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27250.838),(2 61165.25),(3 104545.1),(4 185348.92),(5 265863.97),(6 350038.1),(7 472925.22),(8 587863.94),(9 713500.8),(10 881769.3),(11 1048224.2),(12 1225511.3),(13 1435808.4),(14 1655319.4),(15 1879238.4),(16 2133094),(17 2395378.5),(18 2650415.8),(19 2963627.3),(20 3253355.3),(21 3531192),(22 3842218.3),(23 4139713.3),(24 4401514),(25 4697228.5),(26 5009807.5),(27 5277302),(28 5579734.5),(29 5888609.5),(30 6143188),(31 6407365.5),(32 6658666.5),(33 6866189.5),(34 7108047.5),(35 7317350.5),(36 7481052),(37 7689424.5),(38 7868841.5),(39 8004968.5),(40 8140684.5),(41 8256725.5),(42 8325915.5),(43 8411247),(44 8476451),(45 8495715),(46 8521365),(47 8539363),(48 8516887),(49 8506336),(50 8493224),(51 8450426),(52 8424551),(53 8429122),(54 8384098),(55 8393483),(56 8403060),(57 8409791),(58 8435658),(59 8473579),(60 8498621),(61 8545326),(62 8628368),(63 8715452),(64 8802560),(65 8925683),(66 9052964),(67 9190276),(68 9342509),(69 9488795),(70 9650756),(71 9784952),(72 9924317),(73 10095203),(74 10292992),(75 10509865),(76 10722669),(77 10972943),(78 11254061),(79 11516577),
(1 97.61787),(2 111.87107),(3 125.24932),(4 134.25072),(5 143.05894),(6 145.36661),(7 148.06224),(8 152.52048),(9 153.57082),(10 156.66579),(11 157.93256),(12 159.17561),(13 159.9628),(14 161.94534),(15 166.75226),(16 164.2707),(17 167.86812),(18 166.80429),(19 168.70448),(20 169.36717),(21 167.84508),(22 167.70236),(23 168.45511),(24 169.1889),(25 169.88847),(26 169.85056),(27 171.25278),(28 170.03679),(29 173.04617),(30 173.98947),(31 172.72586),(32 172.35995),(33 174.93427),(34 175.3953),(35 177.53821),(36 178.92252),(37 179.43628),(38 181.01086),(39 181.6262),(40 178.66801),(41 180.44296),(42 181.35332),(43 179.83316),(44 179.66779),(45 179.83142),(46 180.01648),(47 180.04028),(48 180.31812),(49 181.6505),(50 182.26396),(51 180.53781),(52 181.569),(53 182.14749),(54 180.96034),(55 183.6071),(56 183.33194),(57 183.3452),(58 181.77829),(59 182.54843),(60 181.45952),(61 179.5008),(62 179.36765),(63 180.10506),(64 180.90942),(65 181.48344),(66 182.86565),(67 181.12332),(68 183.20787),(69 183.94884),(70 183.49338),(71 185.25385),(72 183.6904),(73 181.26732),(74 182.3493),(75 182.38008),(76 179.72264),(77 179.39339),(78 178.43498),(79 180.45674),
(1 93.60695),(2 107.7424),(3 120.777664),(4 129.38533),(5 135.82616),(6 140.27243),(7 143.43369),(8 146.89864),(9 150.16669),(10 151.94084),(11 154.91197),(12 155.78593),(13 157.49153),(14 158.4743),(15 161.10045),(16 160.91743),(17 161.42229),(18 161.7982),(19 164.39322),(20 165.47696),(21 165.81874),(22 166.37975),(23 166.79877),(24 164.64513),(25 166.18419),(26 165.67226),(27 167.18344),(28 165.4808),(29 166.84607),(30 167.67058),(31 166.0375),(32 166.5608),(33 165.9021),(34 166.22241),(35 165.67497),(36 168.16264),(37 167.74344),(38 169.26662),(39 169.68755),(40 169.44026),(41 170.73251),(42 171.41988),(43 170.65964),(44 171.7601),(45 172.21861),(46 172.71684),(47 174.41522),(48 173.75203),(49 174.44818),(50 173.72186),(51 175.54158),(52 175.24615),(53 175.5345),(54 174.98259),(55 173.41869),(56 172.31335),(57 174.37332),(58 174.36269),(59 173.18468),(60 174.29999),(61 172.19531),(62 172.36295),(63 172.86287),(64 173.36858),(65 175.32227),(66 176.07869),(67 176.86414),(68 175.97165),(69 177.05405),(70 176.7282),(71 177.96033),(72 176.75708),(73 176.38626),(74 177.11766),(75 177.34593),(76 177.98233),(77 178.92639),(78 178.24841),(79 177.78343),
(1 93.89641),(2 109.69984),(3 120.050964),(4 127.88203),(5 134.83536),(6 139.00713),(7 142.97623),(8 143.9108),(9 145.59686),(10 147.10478),(11 149.93108),(12 152.41872),(13 154.46304),(14 154.09561),(15 157.91234),(16 157.06636),(17 158.6872),(18 160.31789),(19 160.26057),(20 162.30646),(21 164.11136),(22 164.81801),(23 165.68419),(24 164.75179),(25 166.70921),(26 165.7038),(27 165.60995),(28 166.04892),(29 166.67079),(30 167.74593),(31 168.6994),(32 169.39635),(33 172.30748),(34 170.6744),(35 170.26707),(36 169.98796),(37 170.62796),(38 173.98515),(39 173.61299),(40 173.10025),(41 172.2107),(42 172.86388),(43 173.48988),(44 175.07187),(45 174.85141),(46 175.06609),(47 174.94655),(48 175.9358),(49 175.75165),(50 177.9147),(51 176.70634),(52 175.96031),(53 179.51973),(54 178.2256),(55 179.39935),(56 180.01633),(57 180.71738),(58 179.37978),(59 178.6791),(60 178.56438),(61 177.23067),(62 179.19797),(63 178.17026),(64 178.19495),(65 179.32774),(66 180.36703),(67 181.21204),(68 182.1498),(69 183.39528),(70 182.89307),(71 181.84619),(72 180.35707),(73 180.34998),(74 180.29636),(75 181.1958),(76 180.37111),(77 181.15536),(78 180.85435),(79 181.4613),
(1 92.61297),(2 107.096535),(3 118.45466),(4 126.07929),(5 132.5061),(6 137.07912),(7 139.62727),(8 143.2063),(9 145.20226),(10 147.84068),(11 150.0182),(12 150.52629),(13 153.14226),(14 152.92203),(15 156.35356),(16 156.09848),(17 156.11052),(18 156.2954),(19 155.38647),(20 158.30756),(21 158.7956),(22 158.4747),(23 160.4014),(24 159.3494),(25 158.8744),(26 159.23753),(27 163.16241),(28 163.3758),(29 162.60661),(30 162.80064),(31 164.07323),(32 163.73549),(33 162.8765),(34 162.03976),(35 162.02293),(36 163.15363),(37 164.0674),(38 164.98273),(39 165.14197),(40 165.38164),(41 166.42055),(42 166.404),(43 167.54681),(44 169.42169),(45 169.95581),(46 170.31499),(47 171.17053),(48 172.4288),(49 170.88782),(50 171.9266),(51 172.6275),(52 173.29053),(53 174.57135),(54 172.83443),(55 172.43784),(56 172.42773),(57 173.76668),(58 173.2131),(59 171.34576),(60 172.11195),(61 172.51532),(62 172.10445),(63 171.85088),(64 173.29507),(65 172.9694),(66 170.90674),(67 171.57344),(68 172.69768),(69 172.36313),(70 171.55595),(71 171.03818),(72 170.9977),(73 170.10818),(74 169.68669),(75 172.3075),(76 169.70964),(77 169.2659),(78 169.45929),(79 170.60036),
(1 90.248566),(2 107.010414),(3 117.72525),(4 124.117714),(5 129.04387),(6 132.39757),(7 136.83073),(8 139.51842),(9 144.0042),(10 146.07121),(11 147.49251),(12 149.02408),(13 150.70163),(14 153.46577),(15 154.6365),(16 154.01782),(17 156.96597),(18 157.21704),(19 158.74123),(20 159.82245),(21 159.91571),(22 160.34883),(23 160.10571),(24 158.93921),(25 159.91806),(26 160.8044),(27 161.26031),(28 160.70837),(29 160.80305),(30 161.74646),(31 161.70085),(32 162.59167),(33 164.98656),(34 162.58597),(35 160.7035),(36 161.27782),(37 161.97589),(38 164.2161),(39 165.7452),(40 164.88011),(41 164.43468),(42 164.86243),(43 167.58218),(44 168.24242),(45 168.59515),(46 169.42474),(47 171.62639),(48 171.32883),(49 171.4289),(50 172.73982),(51 172.47847),(52 172.38368),(53 172.71509),(54 172.91049),(55 172.37375),(56 170.79678),(57 173.38013),(58 172.65794),(59 174.30565),(60 171.50627),(61 172.25322),(62 172.62688),(63 171.82065),(64 175.37471),(65 174.60097),(66 175.43175),(67 174.93596),(68 174.85095),(69 173.79655),(70 172.81816),(71 171.71764),(72 171.07578),(73 170.87097),(74 170.23404),(75 171.72995),(76 170.93729),(77 171.58047),(78 170.65546),(79 171.0853),
(1 89.970314),(2 105.55771),(3 114.930466),(4 121.99102),(5 127.55821),(6 132.48189),(7 135.44708),(8 139.23485),(9 141.35527),(10 144.34705),(11 147.38452),(12 150.38268),(13 153.37997),(14 153.83743),(15 158.63274),(16 158.41986),(17 160.40843),(18 159.73083),(19 160.84421),(20 164.71751),(21 164.76492),(22 166.46288),(23 166.7081),(24 163.89339),(25 166.84291),(26 165.55443),(27 164.85994),(28 165.04572),(29 164.50517),(30 165.35992),(31 165.83162),(32 165.83313),(33 165.46758),(34 165.52254),(35 166.56476),(36 167.08502),(37 167.01689),(38 167.91754),(39 168.03497),(40 168.03325),(41 170.1519),(42 171.5747),(43 173.19914),(44 175.89827),(45 176.02818),(46 177.10759),(47 178.79507),(48 178.1561),(49 178.08112),(50 178.10727),(51 179.5923),(52 179.42055),(53 179.21303),(54 179.57896),(55 180.39348),(56 179.54839),(57 180.48186),(58 180.37523),(59 179.83252),(60 178.23328),(61 178.28407),(62 176.37364),(63 177.0151),(64 177.81467),(65 176.77322),(66 177.18044),(67 176.40485),(68 175.61623),(69 175.38042),(70 173.02797),(71 172.73793),(72 172.56223),(73 171.47057),(74 172.98695),(75 171.47337),(76 170.63272),(77 170.1785),(78 171.6591),(79 171.48126),
(1 87.44001),(2 101.858734),(3 112.15164),(4 121.45359),(5 127.48933),(6 129.1404),(7 130.72816),(8 134.2243),(9 137.21657),(10 139.55908),(11 143.67729),(12 145.20589),(13 147.59131),(14 148.46878),(15 150.58795),(16 149.44519),(17 151.54318),(18 152.18604),(19 154.73088),(20 157.0098),(21 156.72269),(22 157.96849),(23 158.96912),(24 157.3785),(25 157.57529),(26 157.64847),(27 157.94307),(28 156.6374),(29 157.89789),(30 159.43135),(31 159.96085),(32 160.13974),(33 159.8456),(34 161.15875),(35 161.25119),(36 162.77164),(37 162.79005),(38 165.12512),(39 166.44379),(40 164.96016),(41 164.3748),(42 164.44202),(43 164.27298),(44 165.45692),(45 167.1767),(46 168.63933),(47 168.38557),(48 168.98637),(49 169.80403),(50 169.44987),(51 169.24207),(52 169.04573),(53 169.95897),(54 168.94608),(55 168.92892),(56 169.10588),(57 169.79803),(58 167.99712),(59 168.24217),(60 168.03409),(61 168.73161),(62 168.11293),(63 169.87155),(64 170.44739),(65 169.92126),(66 169.84705),(67 167.61159),(68 166.96678),(69 167.27142),(70 168.74121),(71 166.902),(72 165.95227),(73 165.12427),(74 164.11676),(75 166.5317),(76 168.40727),(77 168.28212),(78 167.5808),(79 167.60158),
(1 87.26033),(2 104.041046),(3 113.404625),(4 122.99531),(5 127.774666),(6 132.07307),(7 137.0117),(8 138.18657),(9 140.31789),(10 142.39723),(11 143.82384),(12 145.77014),(13 148.41513),(14 150.03978),(15 152.01707),(16 151.61075),(17 153.06752),(18 154.28548),(19 153.58365),(20 154.64256),(21 155.95581),(22 157.31754),(23 155.80763),(24 154.4371),(25 156.16878),(26 155.93729),(27 157.82158),(28 158.03853),(29 157.89427),(30 157.58417),(31 157.83264),(32 158.15585),(33 159.57747),(34 158.79268),(35 157.06792),(36 160.7422),(37 161.83522),(38 161.14665),(39 162.47003),(40 162.9333),(41 162.11389),(42 164.71776),(43 164.42525),(44 166.50452),(45 166.36371),(46 166.51509),(47 167.17026),(48 168.5776),(49 167.19452),(50 167.88498),(51 167.62454),(52 167.95624),(53 168.45363),(54 168.6143),(55 167.88718),(56 167.88579),(57 168.39781),(58 166.18806),(59 165.50229),(60 164.7626),(61 163.43044),(62 162.23195),(63 164.84337),(64 164.37991),(65 162.9067),(66 165.44597),(67 165.71965),(68 166.11797),(69 167.32724),(70 165.8333),(71 166.71297),(72 166.18634),(73 164.9054),(74 163.86009),(75 162.98291),(76 163.36519),(77 163.4515),(78 162.42632),(79 164.19014),
(1 86.24259),(2 99.885056),(3 110.54105),(4 118.332085),(5 123.63419),(6 127.276566),(7 128.24307),(8 132.39394),(9 133.4592),(10 134.21753),(11 136.11165),(12 137.89569),(13 139.43408),(14 140.99403),(15 144.01657),(16 144.46149),(17 145.68091),(18 146.83527),(19 146.18202),(20 149.19852),(21 149.59451),(22 150.05437),(23 150.1738),(24 149.82082),(25 150.47191),(26 151.645),(27 150.60791),(28 150.59648),(29 151.28084),(30 152.46204),(31 152.5881),(32 150.74423),(33 151.31876),(34 153.12303),(35 154.49426),(36 156.44899),(37 158.02867),(38 160.46007),(39 159.70978),(40 160.9435),(41 160.31218),(42 162.57356),(43 162.24161),(44 162.82755),(45 163.68161),(46 163.72685),(47 164.0166),(48 164.44383),(49 166.79254),(50 165.9933),(51 165.36346),(52 166.43636),(53 165.88832),(54 166.871),(55 166.59326),(56 167.14607),(57 167.25993),(58 166.9021),(59 165.46742),(60 164.78702),(61 164.15868),(62 163.88034),(63 163.61192),(64 163.43561),(65 164.49297),(66 164.35854),(67 163.78493),(68 164.34602),(69 164.69818),(70 164.04684),(71 163.61795),(72 163.63232),(73 161.95296),(74 164.41298),(75 164.2358),(76 162.8588),(77 160.54742),(78 161.30232),(79 163.07927),
(1 84.44331),(2 99.54729),(3 108.81124),(4 117.28288),(5 121.26784),(6 124.478935),(7 127.04904),(8 132.09769),(9 133.69138),(10 136.70093),(11 137.21599),(12 139.95122),(13 141.21413),(14 143.90105),(15 145.1545),(16 146.95184),(17 145.8371),(18 146.3068),(19 146.67502),(20 149.15724),(21 150.23007),(22 152.20212),(23 152.32013),(24 153.52164),(25 154.0001),(26 154.51929),(27 153.97394),(28 152.8418),(29 154.19034),(30 154.62038),(31 154.41673),(32 153.71904),(33 152.47122),(34 153.4969),(35 155.0252),(36 155.0612),(37 156.23322),(38 157.80252),(39 156.92863),(40 157.77852),(41 156.87784),(42 157.29475),(43 157.78696),(44 160.06708),(45 160.51215),(46 160.59242),(47 161.99081),(48 163.34615),(49 163.04549),(50 165.4053),(51 166.68488),(52 165.91273),(53 166.84883),(54 165.05278),(55 165.60605),(56 163.07553),(57 163.59937),(58 162.52159),(59 161.48235),(60 160.49216),(61 160.51303),(62 161.63487),(63 162.48897),(64 163.35684),(65 161.9723),(66 162.47171),(67 163.27762),(68 164.45287),(69 164.40843),(70 164.16112),(71 165.30357),(72 164.4408),(73 163.47617),(74 162.18347),(75 164.18712),(76 164.07796),(77 164.48993),(78 164.84583),(79 165.13954),
(1 84.64452),(2 99.577614),(3 107.683685),(4 113.81124),(5 118.06932),(6 121.09012),(7 125.40315),(8 128.9192),(9 130.77884),(10 132.42484),(11 133.5248),(12 136.5562),(13 136.95375),(14 137.4243),(15 141.45459),(16 143.23912),(17 142.68883),(18 143.49858),(19 144.00471),(20 145.61612),(21 146.94513),(22 149.0366),(23 147.49852),(24 149.50034),(25 149.76273),(26 151.3525),(27 151.69904),(28 150.7054),(29 151.68033),(30 152.20683),(31 152.23961),(32 153.75778),(33 154.168),(34 155.644),(35 157.72746),(36 156.79788),(37 158.29698),(38 161.90587),(39 162.5634),(40 165.15376),(41 164.06874),(42 165.38602),(43 165.64944),(44 165.26353),(45 165.95657),(46 165.27774),(47 165.46599),(48 166.01395),(49 167.21892),(50 166.65742),(51 168.19652),(52 169.2471),(53 168.63599),(54 167.32664),(55 167.16818),(56 164.73073),(57 165.14435),(58 162.52911),(59 162.29626),(60 162.86772),(61 161.73196),(62 162.21681),(63 163.05177),(64 162.82407),(65 163.69315),(66 165.31798),(67 165.79227),(68 166.6253),(69 166.05682),(70 164.64699),(71 165.31894),(72 165.62483),(73 163.7279),(74 164.6253),(75 166.69548),(76 165.7678),(77 164.3051),(78 163.20561),(79 162.66695),
(1 82.11473),(2 96.6504),(3 106.31695),(4 113.86397),(5 117.666466),(6 121.33668),(7 124.07393),(8 127.42637),(9 130.07727),(10 133.24937),(11 133.82214),(12 135.15025),(13 136.37338),(14 137.59077),(15 139.20235),(16 140.333),(17 140.31313),(18 141.49916),(19 141.56645),(20 143.10612),(21 144.80876),(22 146.29295),(23 146.53459),(24 146.80519),(25 146.09048),(26 147.62032),(27 147.93211),(28 145.58759),(29 145.42964),(30 145.15685),(31 145.3246),(32 145.02173),(33 145.40613),(34 145.1878),(35 145.8561),(36 147.77133),(37 149.02843),(38 149.1573),(39 148.2037),(40 149.31418),(41 148.62064),(42 148.98141),(43 151.43071),(44 151.93137),(45 153.12001),(46 153.7347),(47 154.05324),(48 156.21742),(49 155.54759),(50 155.44046),(51 156.44302),(52 157.14226),(53 156.82024),(54 156.62051),(55 156.77876),(56 154.83209),(57 154.1306),(58 155.23175),(59 153.11392),(60 153.5911),(61 154.43852),(62 155.14401),(63 154.36159),(64 155.52048),(65 153.31477),(66 153.63737),(67 155.29825),(68 155.38986),(69 156.20361),(70 155.29413),(71 156.51817),(72 155.75471),(73 155.12044),(74 157.16896),(75 158.91725),(76 158.84885),(77 157.98755),(78 156.79858),(79 158.11224),
(1 81.72586),(2 97.20438),(3 106.70446),(4 115.11866),(5 119.84615),(6 120.8638),(7 121.48305),(8 126.6851),(9 128.51265),(10 131.00252),(11 129.74721),(12 133.56894),(13 134.69685),(14 136.31332),(15 138.90263),(16 138.72905),(17 138.53708),(18 141.99554),(19 141.27956),(20 143.30922),(21 144.41806),(22 144.27046),(23 144.50035),(24 145.43651),(25 145.24992),(26 145.84671),(27 146.82016),(28 146.29388),(29 146.7889),(30 145.75194),(31 145.92558),(32 146.11766),(33 147.99089),(34 149.63893),(35 149.1175),(36 148.32625),(37 150.37975),(38 151.11107),(39 152.28963),(40 152.56396),(41 151.77963),(42 150.89122),(43 151.2408),(44 151.25812),(45 152.45442),(46 152.85211),(47 154.53197),(48 156.61484),(49 156.2742),(50 156.05373),(51 156.08534),(52 156.11378),(53 158.46457),(54 157.29059),(55 157.29953),(56 158.54613),(57 158.03949),(58 158.40186),(59 157.04092),(60 155.6098),(61 157.63359),(62 157.58063),(63 155.96895),(64 157.24136),(65 157.97592),(66 159.35583),(67 159.8744),(68 160.02936),(69 159.13287),(70 158.67618),(71 157.99452),(72 159.55054),(73 158.11705),(74 157.60081),(75 159.8701),(76 160.26605),(77 158.04811),(78 158.03314),(79 158.24219),
(1 79.51178),(2 94.27534),(3 104.08974),(4 112.2386),(5 115.666016),(6 117.752205),(7 120.763405),(8 122.324615),(9 125.17178),(10 127.12292),(11 128.0165),(12 129.50412),(13 130.15),(14 130.7158),(15 130.88335),(16 132.94095),(17 133.37811),(18 136.03987),(19 137.44049),(20 138.15791),(21 139.31212),(22 140.23279),(23 141.00557),(24 140.96587),(25 141.99),(26 142.6622),(27 143.83205),(28 144.25609),(29 143.57271),(30 144.15222),(31 144.78973),(32 145.522),(33 144.36736),(34 145.15726),(35 147.89806),(36 146.98975),(37 148.83217),(38 148.17317),(39 148.58176),(40 148.49887),(41 149.13249),(42 149.30959),(43 150.89755),(44 151.8069),(45 151.10342),(46 152.7066),(47 153.00093),(48 153.30087),(49 153.2059),(50 152.60205),(51 152.66487),(52 152.96718),(53 151.92932),(54 151.71217),(55 151.35628),(56 150.75644),(57 149.21584),(58 149.69685),(59 150.19647),(60 150.5989),(61 150.9175),(62 152.0048),(63 152.16785),(64 153.09254),(65 150.42198),(66 151.81717),(67 151.70337),(68 151.99864),(69 151.40652),(70 150.632),(71 148.14745),(72 147.69507),(73 147.65681),(74 148.91342),(75 150.66594),(76 150.72476),(77 151.73894),(78 150.91536),(79 152.43141),
(1 79.87635),(2 94.55422),(3 103.715096),(4 111.606735),(5 115.27372),(6 117.60158),(7 119.13293),(8 122.33459),(9 125.851295),(10 126.99175),(11 128.60219),(12 128.49648),(13 130.49207),(14 130.12291),(15 132.43439),(16 134.67499),(17 136.4718),(18 138.21465),(19 137.97362),(20 139.97313),(21 140.01382),(22 142.72063),(23 142.10359),(24 143.6044),(25 142.59013),(26 144.20346),(27 145.07175),(28 146.18904),(29 145.99739),(30 145.97627),(31 146.98723),(32 148.40923),(33 147.20891),(34 149.31445),(35 149.70898),(36 150.3752),(37 151.22072),(38 151.93285),(39 154.0088),(40 153.12334),(41 153.88292),(42 154.56927),(43 155.99051),(44 156.79674),(45 156.40881),(46 159.69199),(47 160.66222),(48 162.08049),(49 161.86253),(50 161.81583),(51 160.67947),(52 161.14539),(53 162.47775),(54 162.37628),(55 162.40385),(56 164.31201),(57 161.70918),(58 161.55827),(59 161.1309),(60 161.10983),(61 159.79077),(62 158.82268),(63 158.24106),(64 157.85602),(65 157.93945),(66 158.33759),(67 158.46274),(68 157.69801),(69 158.98837),(70 157.72017),(71 158.14435),(72 155.30829),(73 156.609),(74 155.91676),(75 156.57951),(76 157.80318),(77 157.66855),(78 157.10202),(79 157.46974),
(1 77.503975),(2 92.03741),(3 101.27202),(4 108.2646),(5 112.208435),(6 114.34639),(7 117.189514),(8 119.40492),(9 122.87165),(10 124.89427),(11 126.08044),(12 127.0895),(13 128.64233),(14 130.67343),(15 131.60284),(16 132.9352),(17 132.89078),(18 135.22148),(19 135.85619),(20 137.77994),(21 138.68965),(22 139.82422),(23 141.23622),(24 140.72911),(25 142.17433),(26 143.60399),(27 144.61139),(28 145.56842),(29 145.61484),(30 145.28513),(31 145.25972),(32 144.65544),(33 145.21043),(34 145.10393),(35 145.41435),(36 146.58826),(37 147.85204),(38 148.65125),(39 149.08507),(40 148.15726),(41 148.4273),(42 151.54546),(43 152.41006),(44 152.77165),(45 152.73001),(46 153.80333),(47 154.8052),(48 155.53038),(49 154.94847),(50 155.81409),(51 154.27382),(52 153.6094),(53 154.47572),(54 153.50748),(55 154.90553),(56 156.37778),(57 154.4448),(58 154.00087),(59 154.47849),(60 153.59314),(61 153.00069),(62 153.68884),(63 153.64375),(64 153.8939),(65 151.8641),(66 151.63103),(67 150.96361),(68 151.35953),(69 150.42247),(70 149.05965),(71 147.25401),(72 147.04129),(73 146.15047),(74 146.53793),(75 147.0092),(76 147.73422),(77 147.11157),(78 147.34593),(79 147.5662),
(1 76.85225),(2 90.779785),(3 100.78499),(4 106.4195),(5 111.13899),(6 115.07325),(7 116.253815),(8 120.60221),(9 124.72845),(10 127.7939),(11 129.34734),(12 131.55783),(13 132.41054),(14 133.39696),(15 134.36774),(16 136.98001),(17 138.19347),(18 140.4597),(19 141.03482),(20 141.23619),(21 141.02179),(22 140.81673),(23 141.77373),(24 142.2943),(25 143.64693),(26 143.01514),(27 144.823),(28 144.51212),(29 145.73767),(30 145.24742),(31 144.61093),(32 145.18428),(33 144.73883),(34 145.98703),(35 146.4127),(36 148.1376),(37 148.15448),(38 148.97865),(39 148.99442),(40 146.89127),(41 147.19571),(42 146.16795),(43 145.90971),(44 145.87944),(45 146.20761),(46 148.5878),(47 148.91397),(48 148.28969),(49 147.55696),(50 146.10275),(51 145.00801),(52 146.33208),(53 145.91563),(54 145.53575),(55 146.4719),(56 147.11464),(57 146.89984),(58 146.48817),(59 146.5966),(60 146.2596),(61 144.26326),(62 146.53802),(63 147.03745),(64 148.84941),(65 150.22304),(66 148.7391),(67 150.10822),(68 150.65381),(69 151.03502),(70 150.85617),(71 150.03589),(72 150.34958),(73 150.38986),(74 150.12175),(75 150.51064),(76 150.63354),(77 150.47212),(78 150.7999),(79 149.78572),
(1 77.10815),(2 91.662766),(3 100.61819),(4 107.98297),(5 111.09191),(6 113.09237),(7 116.139),(8 117.53259),(9 121.46779),(10 123.29296),(11 124.657845),(12 126.142494),(13 127.49445),(14 128.15695),(15 130.75958),(16 133.61346),(17 133.6951),(18 133.73576),(19 136.31467),(20 136.86032),(21 136.79651),(22 136.96152),(23 137.6632),(24 139.94514),(25 139.39635),(26 138.97818),(27 140.79738),(28 140.96077),(29 142.00783),(30 142.26186),(31 142.80984),(32 141.32756),(33 142.0907),(34 143.3284),(35 143.26874),(36 143.8237),(37 145.75728),(38 146.00336),(39 145.68272),(40 145.73586),(41 146.53023),(42 147.02863),(43 149.00558),(44 150.38507),(45 151.30266),(46 151.88356),(47 153.0785),(48 152.00739),(49 152.52214),(50 151.72737),(51 152.01903),(52 150.78423),(53 150.27739),(54 149.61685),(55 150.23239),(56 149.66347),(57 149.08792),(58 148.52649),(59 147.83629),(60 147.97241),(61 148.30133),(62 148.63348),(63 148.89536),(64 149.39711),(65 150.47539),(66 149.6407),(67 149.2415),(68 149.30417),(69 148.87852),(70 149.47128),(71 148.2886),(72 148.32524),(73 146.44223),(74 147.18117),(75 149.55228),(76 148.66539),(77 149.1716),(78 149.13435),(79 149.37819),
