1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9481.581),(2 18127.023),(3 39478.32),(4 57872.375),(5 86120.914),(6 111008.336),(7 144494.45),(8 174072.73),(9 213735.77),(10 247733.42),(11 290072.6),(12 328987.44),(13 377512),(14 422453.5),(15 477876.66),(16 529414.9),(17 592132),(18 651562.8),(19 719114.3),(20 786711.8),(21 867741.06),(22 955897.2),(23 1060782.4),(24 1168005.9),(25 1289902.9),(26 1412208),(27 1554034.4),(28 1703572.6),(29 1875565.6),(30 2044097.4),(31 2235660.8),(32 2431278.3),(33 2621840.8),(34 2791202),(35 2964467.3),(36 3134525.3),(37 3309963),(38 3487600.8),(39 3679160),(40 3860073),(41 4051022),(42 4252239.5),(43 4449972.5),(44 4639570.5),(45 4828909),(46 5006564),(47 5205858.5),(48 5392168.5),(49 5579575.5),(50 5769668.5),(51 5958550.5),(52 6143808),(53 6333697.5),(54 6509206),(55 6716504),(56 6917448),(57 7120712),(58 7315674.5),(59 7494668),(60 7661336.5),(61 7842574.5),(62 7968258.5),(63 8093457.5),(64 8211676),(65 8312789.5),(66 8406401),(67 8486261),(68 8543316),(69 8587498),(70 8600792),(71 8612488),(72 8596220),(73 8569201),(74 8515993),(75 8464940),(76 8379668.5),(77 8308587.5),(78 8219953.5),(79 8156474.5),
(1 10.452634),(2 11.070552),(3 11.83999),(4 12.171391),(5 12.390858),(6 12.433092),(7 12.88537),(8 13.051524),(9 13.292593),(10 13.469795),(11 13.613358),(12 13.774466),(13 13.919326),(14 13.804908),(15 14.289692),(16 14.372506),(17 14.710068),(18 14.718775),(19 14.855738),(20 14.879366),(21 14.988783),(22 14.901625),(23 15.093961),(24 14.847423),(25 14.954788),(26 15.071984),(27 15.195703),(28 15.181306),(29 15.087391),(30 15.293422),(31 15.102911),(32 15.098963),(33 14.94053),(34 14.850913),(35 14.835192),(36 14.625107),(37 14.518129),(38 14.411067),(39 14.62568),(40 14.51102),(41 14.495761),(42 14.499112),(43 14.4315405),(44 14.374951),(45 14.245691),(46 14.396615),(47 14.347813),(48 14.29451),(49 14.139289),(50 14.049778),(51 13.904644),(52 14.010167),(53 13.998331),(54 13.870027),(55 13.938519),(56 13.809492),(57 13.820025),(58 13.708225),(59 13.756287),(60 13.784744),(61 13.799452),(62 13.596366),(63 13.783558),(64 13.709722),(65 13.638084),(66 13.57355),(67 13.546482),(68 13.6583185),(69 13.832845),(70 13.825364),(71 13.798892),(72 13.861208),(73 13.813911),(74 13.863172),(75 14.168257),(76 13.98586),(77 14.066604),(78 14.0721245),(79 14.1810055),
(1 10.527835),(2 11.135297),(3 11.876767),(4 12.046042),(5 12.407039),(6 12.543278),(7 13.056354),(8 13.363546),(9 13.5446825),(10 13.686649),(11 13.849825),(12 13.740845),(13 13.987818),(14 13.876299),(15 14.113688),(16 14.103649),(17 14.346605),(18 14.402064),(19 14.412532),(20 14.39798),(21 14.347399),(22 14.503378),(23 14.389217),(24 14.527461),(25 14.764081),(26 14.671073),(27 14.987692),(28 14.926638),(29 14.934538),(30 14.956234),(31 14.932246),(32 14.945716),(33 14.928464),(34 14.8450575),(35 14.826885),(36 14.593938),(37 14.758099),(38 14.787178),(39 14.9452095),(40 14.928284),(41 14.933088),(42 15.06248),(43 14.720919),(44 14.83574),(45 14.863559),(46 14.758902),(47 14.838575),(48 14.647344),(49 14.698169),(50 14.738067),(51 14.729129),(52 14.65405),(53 14.671367),(54 14.5719795),(55 14.557903),(56 14.5408745),(57 14.421359),(58 14.4840145),(59 14.284094),(60 14.234959),(61 14.171205),(62 14.091041),(63 14.021939),(64 13.957067),(65 14.170101),(66 14.01255),(67 14.070564),(68 14.044937),(69 14.060956),(70 14.039727),(71 13.995719),(72 14.055258),(73 13.986366),(74 14.356637),(75 14.309078),(76 14.237396),(77 14.288169),(78 14.440674),(79 14.683267),
(1 10.771423),(2 11.150859),(3 11.930143),(4 12.096633),(5 12.550601),(6 12.68931),(7 12.981537),(8 13.255046),(9 13.375979),(10 13.620381),(11 13.8163),(12 13.948905),(13 14.126798),(14 13.996935),(15 14.1362095),(16 14.296502),(17 14.351648),(18 14.4588175),(19 14.622878),(20 14.740699),(21 14.568709),(22 14.686988),(23 14.741226),(24 14.686811),(25 14.636934),(26 14.910487),(27 14.825361),(28 14.8446665),(29 15.036538),(30 14.842753),(31 14.774472),(32 14.7053795),(33 15.018598),(34 14.816587),(35 14.848627),(36 15.107278),(37 14.985229),(38 14.865943),(39 14.920792),(40 14.8578005),(41 14.666122),(42 14.683422),(43 14.216188),(44 14.598446),(45 14.539507),(46 14.427206),(47 14.4661045),(48 14.230847),(49 14.161617),(50 14.25259),(51 14.087969),(52 13.993092),(53 14.135998),(54 14.167756),(55 13.933063),(56 14.029494),(57 14.017909),(58 13.897384),(59 13.934719),(60 13.720752),(61 13.779173),(62 13.561814),(63 13.712804),(64 13.697507),(65 13.726568),(66 13.717687),(67 13.86077),(68 13.974267),(69 13.869815),(70 13.88241),(71 13.824593),(72 14.073869),(73 14.144913),(74 14.285599),(75 14.529642),(76 14.477622),(77 14.480527),(78 14.454796),(79 14.688892),
(1 10.162479),(2 10.78374),(3 11.521746),(4 11.691014),(5 12.172329),(6 12.121294),(7 12.503905),(8 12.787548),(9 12.8860235),(10 13.029693),(11 13.41562),(12 13.363053),(13 13.497211),(14 13.543635),(15 13.785703),(16 13.658924),(17 13.805435),(18 13.955131),(19 14.247746),(20 14.11883),(21 14.241929),(22 14.216598),(23 14.277991),(24 14.46293),(25 14.425481),(26 14.29986),(27 14.433378),(28 14.351),(29 14.343446),(30 14.281691),(31 14.341995),(32 14.079922),(33 14.106608),(34 13.8622265),(35 13.963181),(36 13.860586),(37 13.851121),(38 13.921737),(39 13.926487),(40 13.983558),(41 13.9929495),(42 14.014182),(43 14.01635),(44 13.865604),(45 13.772905),(46 13.740316),(47 13.843059),(48 13.654943),(49 13.621045),(50 13.693219),(51 13.551016),(52 13.651452),(53 13.630403),(54 13.701439),(55 13.677891),(56 13.726101),(57 13.715033),(58 13.555237),(59 13.580637),(60 13.471674),(61 13.417489),(62 13.228061),(63 13.534363),(64 13.428443),(65 13.346376),(66 13.418587),(67 13.501959),(68 13.63441),(69 13.585187),(70 13.464084),(71 13.381307),(72 13.431135),(73 13.584833),(74 13.522599),(75 13.591752),(76 13.74597),(77 13.500598),(78 13.644743),(79 13.792681),
(1 10.503727),(2 10.949084),(3 11.647987),(4 11.801382),(5 12.231499),(6 12.422977),(7 12.680461),(8 13.00002),(9 13.118111),(10 13.265819),(11 13.487299),(12 13.553947),(13 13.656291),(14 13.82033),(15 13.967713),(16 13.901734),(17 14.028606),(18 14.154389),(19 14.372276),(20 14.168414),(21 14.119236),(22 14.252043),(23 14.342635),(24 14.10465),(25 14.232494),(26 14.3620205),(27 14.401663),(28 14.470141),(29 14.722742),(30 14.732673),(31 14.618535),(32 14.518113),(33 14.481926),(34 14.244502),(35 14.163438),(36 14.233753),(37 14.352259),(38 14.36079),(39 14.439092),(40 14.234216),(41 14.352369),(42 14.160569),(43 14.259973),(44 14.194144),(45 14.225016),(46 14.155359),(47 14.288033),(48 14.155537),(49 14.116246),(50 14.199194),(51 14.294712),(52 14.198867),(53 14.116851),(54 14.168595),(55 14.221476),(56 14.255582),(57 14.2516985),(58 14.093276),(59 14.084144),(60 13.956971),(61 13.6981735),(62 13.586352),(63 13.680177),(64 13.6923),(65 13.52316),(66 13.434796),(67 13.698625),(68 13.799038),(69 13.627282),(70 13.774597),(71 13.7006855),(72 13.608682),(73 13.74994),(74 14.016159),(75 13.998494),(76 14.088921),(77 14.010853),(78 14.09831),(79 14.259081),
(1 10.446755),(2 10.814032),(3 11.563293),(4 11.719893),(5 12.120981),(6 12.412555),(7 12.617928),(8 12.950723),(9 13.090023),(10 13.231094),(11 13.203347),(12 13.22202),(13 13.382568),(14 13.545428),(15 13.598557),(16 13.686163),(17 13.736639),(18 13.815092),(19 13.980341),(20 13.793096),(21 14.095816),(22 14.126439),(23 14.186176),(24 14.179753),(25 14.436109),(26 14.307175),(27 14.45065),(28 14.3942375),(29 14.453702),(30 14.453618),(31 14.291766),(32 14.316536),(33 14.336833),(34 14.099504),(35 14.267073),(36 14.126739),(37 14.154213),(38 14.0347185),(39 14.377344),(40 14.231409),(41 14.104052),(42 14.096436),(43 14.0343),(44 13.9822645),(45 13.921838),(46 13.807376),(47 14.006124),(48 13.747625),(49 13.710467),(50 13.657525),(51 13.757332),(52 13.696756),(53 13.731561),(54 13.824742),(55 13.873137),(56 13.790262),(57 13.791582),(58 13.697117),(59 13.664428),(60 13.617836),(61 13.505961),(62 13.392966),(63 13.777226),(64 13.585813),(65 13.554228),(66 13.571701),(67 13.758942),(68 13.589662),(69 13.561555),(70 13.606116),(71 13.699037),(72 13.731706),(73 13.90204),(74 13.997135),(75 14.119386),(76 13.960282),(77 13.882114),(78 14.054443),(79 14.137184),
(1 10.4684725),(2 11.023453),(3 11.699614),(4 11.790373),(5 12.151852),(6 12.47779),(7 12.677588),(8 13.098565),(9 13.13115),(10 13.476047),(11 13.338509),(12 13.50595),(13 13.581589),(14 13.808484),(15 14.0083),(16 13.999766),(17 14.167924),(18 14.330601),(19 14.302381),(20 14.337542),(21 14.36746),(22 14.52458),(23 14.601884),(24 14.40096),(25 14.595404),(26 14.454038),(27 14.57282),(28 14.769234),(29 14.650776),(30 14.604331),(31 14.724771),(32 14.516554),(33 14.549852),(34 14.354285),(35 14.551854),(36 14.378596),(37 14.333274),(38 14.4006815),(39 14.51205),(40 14.361705),(41 14.577736),(42 14.274153),(43 14.35482),(44 14.178088),(45 14.203631),(46 14.297967),(47 14.287293),(48 13.939425),(49 13.927428),(50 14.011188),(51 13.82844),(52 13.711217),(53 13.784103),(54 13.9159155),(55 13.875673),(56 13.745105),(57 13.987142),(58 13.876736),(59 13.944867),(60 13.937609),(61 13.89371),(62 13.692898),(63 14.027856),(64 13.708141),(65 13.856995),(66 13.737736),(67 13.654486),(68 13.592943),(69 13.842704),(70 13.752809),(71 13.907606),(72 13.74059),(73 13.911553),(74 13.957483),(75 14.066064),(76 14.070382),(77 14.161478),(78 14.204854),(79 14.272714),
(1 10.950697),(2 11.50756),(3 12.116212),(4 12.254856),(5 12.727035),(6 12.897432),(7 13.3165045),(8 13.345179),(9 13.78159),(10 13.78378),(11 13.842139),(12 13.902007),(13 13.825509),(14 13.951293),(15 14.200042),(16 14.182043),(17 14.294035),(18 14.400669),(19 14.385154),(20 14.434945),(21 14.418548),(22 14.539517),(23 14.608464),(24 14.583587),(25 14.779308),(26 14.93007),(27 14.667166),(28 14.736123),(29 14.841854),(30 14.771274),(31 14.877082),(32 14.828954),(33 14.608232),(34 14.624491),(35 14.750854),(36 14.69858),(37 14.682551),(38 14.687682),(39 14.804935),(40 14.794633),(41 14.813297),(42 14.920361),(43 14.662354),(44 14.730346),(45 14.65544),(46 14.541491),(47 14.73018),(48 14.657417),(49 14.565193),(50 14.682589),(51 14.593003),(52 14.644778),(53 14.546164),(54 14.611775),(55 14.536671),(56 14.467042),(57 14.503883),(58 14.412164),(59 14.501833),(60 14.451915),(61 14.284355),(62 14.071081),(63 14.181808),(64 14.195217),(65 14.09413),(66 14.028124),(67 14.080133),(68 13.879153),(69 14.080617),(70 14.010331),(71 14.177666),(72 14.14864),(73 14.402221),(74 14.387955),(75 14.399958),(76 14.622229),(77 14.508409),(78 14.809254),(79 14.958886),
(1 10.340586),(2 10.727215),(3 11.520284),(4 11.768442),(5 11.955014),(6 12.285501),(7 12.75867),(8 13.007886),(9 13.011276),(10 13.168235),(11 13.469871),(12 13.49363),(13 13.549181),(14 13.652949),(15 13.820605),(16 13.94478),(17 13.956807),(18 13.995734),(19 13.955194),(20 14.040039),(21 13.988412),(22 13.971534),(23 14.081195),(24 14.053488),(25 14.134022),(26 14.223936),(27 14.290252),(28 14.479746),(29 14.415573),(30 14.452243),(31 14.504053),(32 14.653027),(33 14.544315),(34 14.479865),(35 14.327502),(36 14.186687),(37 14.263085),(38 14.236351),(39 14.174674),(40 14.467019),(41 14.453671),(42 14.190686),(43 14.372656),(44 14.214499),(45 14.101713),(46 14.036263),(47 14.076972),(48 13.983642),(49 13.970439),(50 14.132395),(51 14.00781),(52 14.060361),(53 13.911756),(54 14.032129),(55 14.069516),(56 14.027398),(57 13.934219),(58 13.755742),(59 13.801422),(60 13.824186),(61 13.62447),(62 13.377709),(63 13.574211),(64 13.694029),(65 13.552275),(66 13.558849),(67 13.5146675),(68 13.624073),(69 13.6640215),(70 13.463003),(71 13.678645),(72 13.473206),(73 13.513202),(74 13.833934),(75 13.814593),(76 13.966223),(77 13.832893),(78 14.057711),(79 14.149828),
(1 10.504533),(2 11.051163),(3 11.630295),(4 11.883452),(5 12.313154),(6 12.411453),(7 12.940862),(8 13.016493),(9 13.231026),(10 13.377193),(11 13.288339),(12 13.482933),(13 13.54813),(14 13.836356),(15 13.811733),(16 14.067776),(17 14.184101),(18 14.377756),(19 14.402661),(20 14.360276),(21 14.529573),(22 14.580685),(23 14.630727),(24 14.599642),(25 14.604777),(26 14.677529),(27 14.81879),(28 14.747584),(29 14.686315),(30 14.706655),(31 14.599863),(32 14.490548),(33 14.510502),(34 14.528462),(35 14.63999),(36 14.47648),(37 14.392072),(38 14.219613),(39 14.468756),(40 14.274706),(41 14.382955),(42 14.1809025),(43 14.117942),(44 14.139976),(45 14.080274),(46 14.014906),(47 14.058346),(48 13.820258),(49 13.799885),(50 13.876964),(51 13.732159),(52 13.649526),(53 13.665898),(54 13.814925),(55 13.803004),(56 13.753942),(57 13.796121),(58 13.602638),(59 13.756065),(60 13.756779),(61 13.606822),(62 13.680847),(63 13.734756),(64 13.892765),(65 13.773216),(66 13.782813),(67 13.8237295),(68 13.826922),(69 13.801203),(70 13.899477),(71 13.754902),(72 13.705265),(73 13.880964),(74 13.916086),(75 14.089736),(76 13.980305),(77 13.921348),(78 14.114553),(79 14.2324095),
(1 10.4952),(2 11.116604),(3 11.834276),(4 12.030111),(5 12.343045),(6 12.676442),(7 13.089214),(8 13.344967),(9 13.433691),(10 13.76662),(11 13.788468),(12 13.8420315),(13 13.931894),(14 13.892269),(15 13.979809),(16 14.058092),(17 14.401679),(18 14.378821),(19 14.26962),(20 14.37927),(21 14.240184),(22 14.537341),(23 14.645543),(24 14.442997),(25 14.64984),(26 14.59517),(27 14.895706),(28 14.721667),(29 14.789024),(30 14.801139),(31 14.722114),(32 14.646617),(33 14.496158),(34 14.555288),(35 14.462106),(36 14.348947),(37 14.511826),(38 14.518732),(39 14.462161),(40 14.515119),(41 14.639153),(42 14.519006),(43 14.401649),(44 14.453769),(45 14.418285),(46 14.37033),(47 14.329013),(48 14.217357),(49 14.357056),(50 14.161044),(51 14.232348),(52 14.007816),(53 14.153488),(54 14.109965),(55 14.174029),(56 14.206346),(57 14.126245),(58 14.097315),(59 14.008508),(60 13.931897),(61 13.93206),(62 13.808785),(63 13.905769),(64 14.009374),(65 13.874883),(66 13.874903),(67 13.891734),(68 13.933563),(69 13.840546),(70 13.958971),(71 13.947269),(72 14.048476),(73 14.002286),(74 14.018734),(75 14.215478),(76 14.278475),(77 14.224675),(78 14.321615),(79 14.385894),
(1 10.455342),(2 11.035921),(3 11.805833),(4 12.056016),(5 12.396585),(6 12.63056),(7 12.973765),(8 13.204909),(9 13.4845915),(10 13.900352),(11 13.73225),(12 13.722339),(13 13.860403),(14 13.938012),(15 14.095051),(16 14.110709),(17 14.173159),(18 14.371346),(19 14.403475),(20 14.406213),(21 14.491494),(22 14.409352),(23 14.488977),(24 14.395379),(25 14.361928),(26 14.590051),(27 14.703097),(28 14.569142),(29 14.69266),(30 14.705313),(31 14.56146),(32 14.585298),(33 14.7908),(34 14.568539),(35 14.753037),(36 14.464062),(37 14.4824705),(38 14.450315),(39 14.56619),(40 14.631056),(41 14.695962),(42 14.568846),(43 14.565688),(44 14.227176),(45 14.352342),(46 14.237889),(47 14.395958),(48 14.225747),(49 14.062725),(50 14.087669),(51 14.096168),(52 14.111038),(53 14.250977),(54 14.193739),(55 14.239658),(56 14.262409),(57 14.333575),(58 14.00871),(59 13.957906),(60 14.078295),(61 13.8969555),(62 13.738405),(63 13.862329),(64 13.822237),(65 14.127739),(66 14.092123),(67 14.190732),(68 13.808062),(69 14.066823),(70 14.086729),(71 14.025021),(72 14.077371),(73 14.187228),(74 14.151555),(75 14.141118),(76 14.299561),(77 14.264704),(78 14.255364),(79 14.574412),
(1 10.623248),(2 11.086385),(3 11.759151),(4 11.967216),(5 12.393731),(6 12.617726),(7 12.780593),(8 13.260029),(9 13.234905),(10 13.311006),(11 13.383716),(12 13.61278),(13 13.674979),(14 13.753001),(15 13.887553),(16 13.99839),(17 14.206904),(18 14.333736),(19 14.267388),(20 14.513267),(21 14.519597),(22 14.776359),(23 14.826246),(24 14.593167),(25 14.560678),(26 14.676011),(27 14.681553),(28 14.721447),(29 14.71906),(30 14.606198),(31 14.755344),(32 14.636446),(33 14.594951),(34 14.450902),(35 14.6577635),(36 14.406065),(37 14.478482),(38 14.44307),(39 14.306312),(40 14.41338),(41 14.2131605),(42 14.302399),(43 14.169733),(44 14.135233),(45 14.063479),(46 14.040659),(47 13.992154),(48 13.81534),(49 13.727385),(50 13.76581),(51 13.569816),(52 13.591213),(53 13.68614),(54 13.692419),(55 13.933376),(56 13.668421),(57 13.823627),(58 13.766908),(59 13.571549),(60 13.680065),(61 13.626597),(62 13.555254),(63 13.604752),(64 13.50461),(65 13.612554),(66 13.465571),(67 13.717045),(68 13.611009),(69 13.611157),(70 13.655327),(71 13.650179),(72 13.691214),(73 13.689708),(74 13.798233),(75 13.808598),(76 13.771741),(77 13.888718),(78 13.849757),(79 13.991212),
(1 10.526079),(2 10.949205),(3 11.792565),(4 11.943314),(5 12.250463),(6 12.679958),(7 12.749076),(8 13.157623),(9 13.24879),(10 13.427572),(11 13.486176),(12 13.683558),(13 13.730796),(14 13.634017),(15 13.924311),(16 13.899169),(17 14.082002),(18 13.980766),(19 13.8703575),(20 14.067168),(21 13.952908),(22 14.241707),(23 14.049861),(24 13.957184),(25 14.020987),(26 14.132571),(27 14.225831),(28 14.461852),(29 14.536511),(30 14.483147),(31 14.359871),(32 14.314239),(33 14.421644),(34 14.483617),(35 14.452679),(36 14.3655405),(37 14.361784),(38 14.303588),(39 14.326944),(40 14.44623),(41 14.241373),(42 14.327142),(43 14.112624),(44 14.290566),(45 14.174868),(46 14.011512),(47 14.040327),(48 14.02355),(49 13.981175),(50 13.715315),(51 13.786242),(52 13.749558),(53 13.854373),(54 13.815654),(55 13.897683),(56 13.9197855),(57 14.014095),(58 13.759716),(59 13.813235),(60 13.673458),(61 13.756401),(62 13.568065),(63 13.671997),(64 13.768555),(65 13.638583),(66 13.658933),(67 13.797275),(68 13.724343),(69 13.795827),(70 13.817596),(71 13.808858),(72 13.907229),(73 13.994193),(74 13.866838),(75 14.1246805),(76 14.272035),(77 14.197358),(78 14.216748),(79 14.342725),
(1 10.597474),(2 11.098609),(3 12.019602),(4 12.208682),(5 12.505605),(6 12.843495),(7 13.038438),(8 13.376623),(9 13.606466),(10 13.615752),(11 13.7608185),(12 13.838198),(13 13.860046),(14 13.872545),(15 14.117176),(16 14.198891),(17 14.378395),(18 14.486691),(19 14.554887),(20 14.537173),(21 14.496079),(22 14.512353),(23 14.6447),(24 14.558174),(25 14.546616),(26 14.479758),(27 14.729851),(28 14.762674),(29 14.6335535),(30 14.564948),(31 14.595758),(32 14.461198),(33 14.626357),(34 14.467314),(35 14.430405),(36 14.499856),(37 14.482365),(38 14.329618),(39 14.5929785),(40 14.633732),(41 14.609042),(42 14.517124),(43 14.39986),(44 14.412954),(45 14.403149),(46 14.455911),(47 14.309874),(48 14.429727),(49 14.287061),(50 14.317567),(51 14.380527),(52 14.3446245),(53 14.553087),(54 14.407738),(55 14.347377),(56 14.250547),(57 14.255031),(58 14.219415),(59 14.162791),(60 13.928055),(61 13.875159),(62 14.026967),(63 14.137698),(64 14.014275),(65 14.123712),(66 14.181513),(67 14.311631),(68 14.159958),(69 14.205776),(70 14.274271),(71 14.185532),(72 14.258477),(73 14.340423),(74 14.218304),(75 14.285594),(76 14.327252),(77 14.2649355),(78 14.572624),(79 14.446858),
(1 10.488118),(2 10.899773),(3 11.553334),(4 11.632513),(5 12.093907),(6 12.325372),(7 12.729801),(8 13.028264),(9 13.0392065),(10 13.220022),(11 13.269932),(12 13.408111),(13 13.652443),(14 13.774428),(15 13.787722),(16 14.021742),(17 14.161467),(18 14.367066),(19 14.505582),(20 14.543481),(21 14.4982605),(22 14.822749),(23 14.642708),(24 14.770418),(25 14.859853),(26 14.867661),(27 14.868658),(28 14.945612),(29 15.042676),(30 14.905606),(31 15.051615),(32 14.760822),(33 14.762579),(34 14.579528),(35 14.548821),(36 14.355159),(37 14.264435),(38 14.345071),(39 14.388263),(40 14.478862),(41 14.455819),(42 14.2303295),(43 14.300455),(44 14.264695),(45 14.090322),(46 13.962698),(47 14.179801),(48 13.975977),(49 13.910936),(50 13.741292),(51 13.698709),(52 13.716606),(53 13.711723),(54 13.609274),(55 13.737138),(56 13.4403105),(57 13.619484),(58 13.3702545),(59 13.629115),(60 13.589498),(61 13.49585),(62 13.35106),(63 13.32185),(64 13.393132),(65 13.2906685),(66 13.384632),(67 13.511644),(68 13.386192),(69 13.41321),(70 13.367987),(71 13.418695),(72 13.256287),(73 13.299335),(74 13.441706),(75 13.614291),(76 13.398187),(77 13.460466),(78 13.374763),(79 13.584794),
(1 10.545893),(2 11.161189),(3 11.838801),(4 11.952303),(5 12.326133),(6 12.609899),(7 12.924481),(8 13.019712),(9 13.289501),(10 13.441485),(11 13.5073),(12 13.604558),(13 13.831528),(14 13.693756),(15 13.987792),(16 13.781133),(17 13.83613),(18 13.990314),(19 13.877248),(20 13.952264),(21 14.164865),(22 14.041769),(23 14.0973835),(24 13.928187),(25 13.987155),(26 14.345102),(27 14.389363),(28 14.293186),(29 14.486331),(30 14.4083805),(31 14.357556),(32 14.393018),(33 14.427865),(34 14.380938),(35 14.498608),(36 14.287943),(37 14.331867),(38 14.207248),(39 14.128798),(40 14.239281),(41 14.207368),(42 14.105809),(43 14.119107),(44 14.195978),(45 14.184815),(46 14.07399),(47 14.336688),(48 14.097286),(49 14.0800905),(50 14.102782),(51 14.137932),(52 14.069043),(53 14.09709),(54 14.043912),(55 14.072689),(56 13.953282),(57 13.863697),(58 13.80722),(59 13.84105),(60 13.897392),(61 13.59942),(62 13.683871),(63 13.6419525),(64 13.472283),(65 13.5824175),(66 13.72666),(67 13.802295),(68 13.689921),(69 13.76995),(70 13.776791),(71 13.815603),(72 13.637509),(73 13.782404),(74 13.78316),(75 13.951684),(76 14.006298),(77 14.0873785),(78 14.058116),(79 14.008058),
