1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59108.8),(2 78669.65),(3 68071.86),(4 146341.05),(5 201460.89),(6 220042.92),(7 307908.06),(8 381273.4),(9 388765.22),(10 498230.6),(11 642296.44),(12 697813.94),(13 840934.06),(14 960951),(15 1014140.3),(16 1163041.5),(17 1271265.4),(18 1320989.6),(19 1447004),(20 1555239.9),(21 1603558.4),(22 1744504),(23 1876976.4),(24 1929126.5),(25 2075434.4),(26 2195303.3),(27 2249982.8),(28 2398073.8),(29 2495543),(30 2537784.3),(31 2687659.8),(32 2779249.8),(33 2788608.8),(34 2910044.8),(35 2991891.3),(36 3009532),(37 3145074.8),(38 3238131.3),(39 3253845),(40 3396923.8),(41 3507438),(42 3553832),(43 3721439),(44 3825260),(45 3873372.8),(46 4032419.3),(47 4160113.3),(48 4210441.5),(49 4375042),(50 4512070),(51 4597553.5),(52 4797761),(53 4975184.5),(54 5070390),(55 5279804.5),(56 5443605.5),(57 5535370.5),(58 5715626),(59 5864248.5),(60 5947752),(61 6141901.5),(62 6299973.5),(63 6387509.5),(64 6593404),(65 6740702.5),(66 6848274),(67 7052922.5),(68 7229432),(69 7346946.5),(70 7569500.5),(71 7735840),(72 7871044),(73 8088137.5),(74 8240083.5),(75 8381972),(76 8580481),(77 8721629),(78 8860059),(79 9094371),
(1 82.50484),(2 103.799255),(3 118.502335),(4 126.40111),(5 130.05392),(6 134.14642),(7 137.52771),(8 141.6332),(9 143.32),(10 145.00665),(11 147.6039),(12 148.32877),(13 150.78447),(14 152.32242),(15 153.69295),(16 155.31407),(17 157.56825),(18 159.94928),(19 161.97913),(20 163.39238),(21 162.83917),(22 164.64923),(23 167.92712),(24 167.97064),(25 170.83096),(26 172.28165),(27 173.35666),(28 174.67818),(29 176.37334),(30 176.61815),(31 177.64314),(32 179.36165),(33 180.869),(34 179.89452),(35 181.44641),(36 182.02493),(37 183.29878),(38 183.75565),(39 183.41965),(40 182.0114),(41 183.15091),(42 182.7962),(43 182.72449),(44 183.99892),(45 185.18404),(46 185.04422),(47 184.61073),(48 184.18298),(49 182.62744),(50 183.73938),(51 182.89105),(52 182.51437),(53 182.86217),(54 183.43376),(55 182.4312),(56 181.48367),(57 182.05537),(58 182.77701),(59 182.95181),(60 184.61128),(61 184.71326),(62 183.19356),(63 183.02489),(64 182.81578),(65 182.61829),(66 183.73097),(67 181.81471),(68 183.12422),(69 181.89821),(70 183.60077),(71 184.96759),(72 184.17664),(73 184.48749),(74 184.13495),(75 184.90048),(76 182.91768),(77 182.31265),(78 183.46991),(79 184.89548),
(1 84.58362),(2 106.13827),(3 119.73029),(4 128.71808),(5 133.93593),(6 138.37796),(7 141.31273),(8 145.07054),(9 148.28474),(10 150.39986),(11 153.06624),(12 156.72731),(13 158.12538),(14 157.2448),(15 158.11656),(16 159.68864),(17 161.0989),(18 163.49846),(19 166.5408),(20 167.82536),(21 170.32013),(22 173.9132),(23 177.8917),(24 178.32677),(25 180.4289),(26 181.31297),(27 182.82762),(28 186.50969),(29 189.31253),(30 189.04793),(31 192.42078),(32 191.90146),(33 191.72923),(34 191.47449),(35 192.00487),(36 193.28694),(37 192.94443),(38 197.77013),(39 198.30977),(40 197.43895),(41 198.47736),(42 199.02882),(43 197.87811),(44 198.78313),(45 198.56404),(46 198.29086),(47 197.44508),(48 195.92014),(49 194.89807),(50 194.12729),(51 194.54796),(52 192.7867),(53 194.32875),(54 194.98479),(55 196.73317),(56 196.06795),(57 196.35709),(58 197.58795),(59 197.33911),(60 198.56883),(61 198.03871),(62 197.49011),(63 196.62537),(64 196.60484),(65 196.13478),(66 195.556),(67 194.44365),(68 191.56265),(69 190.9889),(70 190.81139),(71 190.69276),(72 189.42604),(73 188.95583),(74 188.65384),(75 188.47235),(76 188.11453),(77 188.12193),(78 189.56108),(79 191.33334),
(1 82.49171),(2 104.179955),(3 116.95558),(4 125.39427),(5 131.50856),(6 135.95793),(7 138.4454),(8 143.56476),(9 147.21819),(10 149.80164),(11 150.88432),(12 153.18831),(13 154.69537),(14 152.9071),(15 155.9666),(16 156.11748),(17 156.5321),(18 158.92393),(19 161.09042),(20 163.43655),(21 165.05295),(22 165.07048),(23 167.87534),(24 170.36946),(25 173.6245),(26 174.42673),(27 177.00333),(28 178.79922),(29 180.45837),(30 180.8266),(31 181.71416),(32 181.84995),(33 180.78079),(34 182.61865),(35 183.01544),(36 183.68723),(37 186.2388),(38 190.23645),(39 190.80081),(40 189.31473),(41 189.30717),(42 187.22353),(43 186.07426),(44 184.67657),(45 183.6473),(46 183.3096),(47 183.4118),(48 183.35295),(49 184.94882),(50 183.2291),(51 183.81546),(52 184.93018),(53 184.67953),(54 186.80833),(55 186.419),(56 186.3164),(57 186.32509),(58 187.12422),(59 187.92299),(60 188.97713),(61 190.8467),(62 190.48357),(63 192.8759),(64 194.96414),(65 194.34177),(66 192.31633),(67 192.1177),(68 193.08942),(69 193.40659),(70 191.70193),(71 191.1637),(72 189.85097),(73 188.74687),(74 188.69827),(75 188.91121),(76 187.11006),(77 186.9044),(78 186.95345),(79 187.0039),
(1 81.56273),(2 103.627495),(3 116.646164),(4 124.46587),(5 130.60228),(6 135.23805),(7 138.48518),(8 143.87921),(9 147.22136),(10 149.52144),(11 151.31151),(12 154.27206),(13 153.87971),(14 155.79738),(15 158.1938),(16 157.96727),(17 158.3036),(18 161.05011),(19 163.04936),(20 164.90067),(21 165.70949),(22 167.5397),(23 168.34679),(24 169.2671),(25 171.85176),(26 173.47313),(27 176.58322),(28 178.06265),(29 179.02995),(30 179.10762),(31 179.48636),(32 178.84901),(33 179.2233),(34 179.32765),(35 180.9203),(36 182.15608),(37 185.43141),(38 188.34804),(39 189.64221),(40 190.08426),(41 189.28932),(42 187.75035),(43 186.89143),(44 187.27654),(45 185.12819),(46 185.33173),(47 185.31372),(48 187.87091),(49 189.36995),(50 187.71219),(51 189.29694),(52 189.01237),(53 190.21642),(54 189.24481),(55 189.21127),(56 189.13307),(57 191.18568),(58 189.61343),(59 190.1814),(60 188.87593),(61 188.26105),(62 188.1853),(63 190.10815),(64 190.33202),(65 190.60757),(66 187.85481),(67 188.02554),(68 189.5072),(69 186.94292),(70 187.33766),(71 185.27518),(72 185.45226),(73 185.48349),(74 186.09387),(75 185.89575),(76 186.96446),(77 186.21484),(78 185.76186),(79 187.34978),
(1 80.60681),(2 102.31151),(3 115.28321),(4 124.58335),(5 130.06136),(6 133.50214),(7 137.90117),(8 143.63605),(9 146.21204),(10 149.3822),(11 150.43713),(12 153.28027),(13 153.04112),(14 154.03795),(15 155.99623),(16 157.13237),(17 158.0052),(18 159.74066),(19 161.52475),(20 161.69977),(21 164.34521),(22 166.7199),(23 167.22493),(24 170.11404),(25 171.45198),(26 173.84428),(27 174.69203),(28 177.0031),(29 177.92532),(30 181.13016),(31 181.26839),(32 182.05107),(33 181.16118),(34 181.68057),(35 182.4776),(36 182.6836),(37 183.92857),(38 184.2357),(39 183.83192),(40 185.81787),(41 184.42659),(42 184.24825),(43 185.02028),(44 184.36855),(45 183.05052),(46 183.08046),(47 183.73222),(48 184.69328),(49 183.89833),(50 184.43999),(51 183.61592),(52 183.11472),(53 185.23436),(54 184.76038),(55 185.63423),(56 185.63486),(57 185.96542),(58 185.44775),(59 185.294),(60 186.40091),(61 187.18797),(62 186.76103),(63 187.7701),(64 188.5254),(65 188.34581),(66 187.27151),(67 189.00377),(68 191.51428),(69 189.48604),(70 192.0396),(71 189.81264),(72 189.21964),(73 188.93391),(74 189.70175),(75 190.32126),(76 189.46617),(77 188.2843),(78 186.2352),(79 186.24004),
(1 79.57842),(2 101.232315),(3 115.17087),(4 123.4819),(5 128.32153),(6 132.74973),(7 136.24023),(8 142.03404),(9 145.94777),(10 150.28096),(11 154.35301),(12 155.20699),(13 154.27876),(14 155.68074),(15 158.33276),(16 160.30963),(17 161.30457),(18 162.89095),(19 163.00473),(20 165.14888),(21 166.33624),(22 168.79695),(23 168.97183),(24 171.46184),(25 171.89702),(26 173.5487),(27 175.55774),(28 176.5077),(29 176.74666),(30 179.5696),(31 180.11864),(32 181.57831),(33 181.46516),(34 181.6083),(35 185.78134),(36 185.11137),(37 186.36148),(38 186.58961),(39 183.84808),(40 185.21617),(41 183.95877),(42 183.66185),(43 183.01224),(44 181.46967),(45 180.60689),(46 182.71747),(47 181.97263),(48 183.79097),(49 182.5023),(50 183.60106),(51 183.0874),(52 182.53633),(53 183.16121),(54 182.6514),(55 182.74026),(56 183.20697),(57 181.34814),(58 183.23293),(59 183.8184),(60 185.91771),(61 186.29807),(62 186.8872),(63 187.2974),(64 188.20206),(65 189.28384),(66 188.11346),(67 189.71706),(68 190.72289),(69 189.54042),(70 189.54312),(71 186.47133),(72 184.03047),(73 183.64151),(74 183.06209),(75 184.71237),(76 182.26413),(77 182.16365),(78 181.5488),(79 181.67552),
(1 78.797),(2 100.635574),(3 113.61945),(4 121.43235),(5 126.65445),(6 131.31941),(7 136.1476),(8 142.73708),(9 146.95543),(10 150.63503),(11 152.58095),(12 153.63586),(13 153.66966),(14 154.76819),(15 158.00168),(16 158.69783),(17 160.22728),(18 162.70703),(19 166.4651),(20 167.74493),(21 169.8006),(22 173.0413),(23 173.7102),(24 173.0666),(25 173.21486),(26 174.17754),(27 176.9228),(28 178.94034),(29 179.91574),(30 181.47566),(31 182.28194),(32 183.92314),(33 186.61316),(34 185.13399),(35 187.99332),(36 186.23422),(37 187.76498),(38 188.98996),(39 188.16542),(40 188.32523),(41 188.99916),(42 188.1789),(43 188.61464),(44 188.1258),(45 187.0008),(46 188.2716),(47 187.82625),(48 189.20372),(49 187.55312),(50 187.93152),(51 186.13782),(52 184.80217),(53 185.42549),(54 184.92401),(55 185.37901),(56 185.8467),(57 184.35034),(58 186.1285),(59 183.76682),(60 186.17177),(61 184.56447),(62 185.35818),(63 185.80397),(64 184.60495),(65 184.41232),(66 183.00533),(67 184.31677),(68 185.4563),(69 184.30293),(70 183.88971),(71 183.05875),(72 182.84576),(73 181.60754),(74 181.45752),(75 183.87105),(76 185.37564),(77 184.05449),(78 184.22395),(79 184.70622),
(1 77.866295),(2 97.94769),(3 110.56619),(4 117.181725),(5 122.20258),(6 127.04893),(7 131.13707),(8 136.71014),(9 138.34973),(10 141.0027),(11 142.69635),(12 144.06915),(13 144.05533),(14 144.36446),(15 149.19511),(16 150.05222),(17 150.45016),(18 153.63776),(19 155.6422),(20 155.4327),(21 158.53593),(22 161.23828),(23 164.35286),(24 164.27655),(25 165.03946),(26 166.88042),(27 169.14874),(28 171.43683),(29 173.67148),(30 172.5792),(31 172.88287),(32 173.94884),(33 175.55315),(34 176.43042),(35 177.62117),(36 177.18007),(37 179.45802),(38 180.29288),(39 179.69916),(40 179.4073),(41 177.46767),(42 177.79887),(43 178.46004),(44 177.67451),(45 177.6532),(46 176.46169),(47 175.22899),(48 175.63869),(49 175.338),(50 176.9993),(51 178.02484),(52 178.23267),(53 179.47897),(54 180.12192),(55 180.78474),(56 180.94138),(57 180.50522),(58 181.4424),(59 180.56755),(60 181.34964),(61 181.58818),(62 182.4579),(63 183.94266),(64 183.97466),(65 184.04105),(66 184.44704),(67 184.6026),(68 183.63113),(69 184.16585),(70 184.6376),(71 184.25978),(72 183.9968),(73 181.85207),(74 181.52194),(75 181.55222),(76 180.19284),(77 180.17247),(78 179.68137),(79 179.49979),
(1 77.105225),(2 96.82925),(3 109.21075),(4 115.63733),(5 121.62166),(6 125.12072),(7 129.27457),(8 132.0701),(9 135.73492),(10 137.75992),(11 140.34056),(12 140.41763),(13 140.77026),(14 143.31056),(15 147.23207),(16 148.4076),(17 148.93352),(18 151.46686),(19 153.51683),(20 156.34299),(21 159.23755),(22 160.49939),(23 162.57942),(24 161.74344),(25 162.67752),(26 165.3189),(27 168.51703),(28 170.30745),(29 170.30305),(30 169.67708),(31 171.3574),(32 172.57832),(33 171.36694),(34 172.4525),(35 173.78276),(36 173.42456),(37 175.05826),(38 177.2448),(39 177.23897),(40 175.69463),(41 174.73083),(42 174.06787),(43 173.82768),(44 173.0871),(45 173.9026),(46 172.5601),(47 171.44676),(48 170.82184),(49 170.65553),(50 172.18819),(51 174.26863),(52 173.99976),(53 176.01231),(54 176.29082),(55 176.64244),(56 176.1183),(57 175.18007),(58 174.86047),(59 175.48174),(60 173.95096),(61 175.32643),(62 174.56139),(63 176.26239),(64 174.32011),(65 175.268),(66 176.80756),(67 175.84096),(68 177.48172),(69 178.3312),(70 179.59216),(71 178.64412),(72 177.1411),(73 175.68936),(74 175.97629),(75 176.52876),(76 175.5094),(77 178.07704),(78 176.50455),(79 176.04782),
(1 76.804016),(2 95.11228),(3 108.31536),(4 115.32189),(5 120.259995),(6 124.4516),(7 127.66521),(8 132.21497),(9 134.06805),(10 138.15106),(11 139.38187),(12 140.13568),(13 139.39189),(14 140.96352),(15 145.41005),(16 146.74744),(17 147.96387),(18 149.55403),(19 153.93248),(20 155.2844),(21 158.57422),(22 160.08636),(23 163.6823),(24 165.28209),(25 165.60434),(26 167.64622),(27 169.01048),(28 170.66342),(29 170.19475),(30 170.8486),(31 171.68086),(32 173.20824),(33 173.26724),(34 174.25941),(35 176.30174),(36 175.50478),(37 177.37245),(38 179.98497),(39 179.25056),(40 178.77895),(41 178.26694),(42 176.63976),(43 176.74931),(44 175.95853),(45 175.27701),(46 174.77713),(47 173.57678),(48 173.11378),(49 171.88599),(50 171.471),(51 170.91621),(52 171.07387),(53 173.17104),(54 174.49188),(55 174.84976),(56 174.89915),(57 174.55855),(58 174.38184),(59 175.00526),(60 175.81548),(61 174.45393),(62 174.51689),(63 173.99991),(64 174.50266),(65 174.26204),(66 174.84955),(67 175.38829),(68 177.02638),(69 178.16415),(70 178.50858),(71 178.00516),(72 179.71451),(73 179.18732),(74 178.49948),(75 179.60641),(76 178.6552),(77 180.43118),(78 180.25684),(79 180.14792),
(1 75.65236),(2 94.532646),(3 107.21762),(4 113.88179),(5 117.63602),(6 120.74813),(7 125.807655),(8 129.8176),(9 133.21423),(10 135.58502),(11 137.3527),(12 136.79335),(13 138.74954),(14 138.03978),(15 141.40076),(16 141.45634),(17 142.81981),(18 145.35818),(19 149.01662),(20 150.28249),(21 153.61942),(22 155.7042),(23 157.71663),(24 159.36893),(25 160.50528),(26 162.29544),(27 164.51797),(28 165.61656),(29 166.59283),(30 168.22066),(31 169.97388),(32 172.81265),(33 172.47517),(34 173.70743),(35 175.21404),(36 176.00307),(37 177.32803),(38 178.73221),(39 178.5466),(40 179.66277),(41 181.5621),(42 179.41579),(43 179.4575),(44 179.04515),(45 177.57193),(46 177.76755),(47 177.28818),(48 176.35991),(49 176.60283),(50 177.17125),(51 176.28893),(52 175.29497),(53 175.6812),(54 176.50204),(55 178.65852),(56 178.86378),(57 180.09232),(58 180.05962),(59 181.23798),(60 181.48015),(61 182.09953),(62 179.57835),(63 178.82205),(64 179.38777),(65 179.7624),(66 181.02132),(67 180.14458),(68 180.47559),(69 180.90118),(70 180.45813),(71 180.10287),(72 180.23065),(73 180.53761),(74 179.75844),(75 181.26698),(76 178.62695),(77 178.02867),(78 175.93613),(79 174.69678),
(1 75.49848),(2 95.67445),(3 106.977486),(4 114.76926),(5 117.877914),(6 122.22222),(7 126.68752),(8 130.76154),(9 133.61111),(10 136.07446),(11 137.23735),(12 137.26062),(13 138.87868),(14 140.24057),(15 142.16281),(16 142.63428),(17 143.4819),(18 144.67387),(19 147.02348),(20 148.48119),(21 150.3166),(22 151.80441),(23 155.00919),(24 157.65266),(25 158.56136),(26 159.29277),(27 161.24463),(28 162.5605),(29 165.817),(30 166.96432),(31 167.48207),(32 168.32326),(33 169.50331),(34 169.83514),(35 171.3243),(36 172.01701),(37 173.1198),(38 175.65596),(39 174.79395),(40 176.00108),(41 176.40855),(42 174.69717),(43 175.29172),(44 174.86334),(45 174.08496),(46 173.48843),(47 174.45413),(48 175.94179),(49 175.29613),(50 176.14691),(51 176.3448),(52 175.89919),(53 175.45029),(54 175.36407),(55 176.28046),(56 175.46397),(57 175.3937),(58 175.16911),(59 174.99048),(60 176.79349),(61 178.31898),(62 176.52452),(63 175.73788),(64 176.21652),(65 174.70973),(66 176.7476),(67 176.23788),(68 176.86536),(69 177.87836),(70 179.07225),(71 178.944),(72 178.88565),(73 178.42267),(74 177.95605),(75 178.09346),(76 177.9296),(77 177.4359),(78 178.16438),(79 177.4701),
(1 73.093704),(2 92.625786),(3 104.217735),(4 110.771034),(5 114.47367),(6 118.21514),(7 121.97089),(8 124.84291),(9 127.2574),(10 129.46991),(11 132.69827),(12 133.95923),(13 134.3494),(14 135.16246),(15 137.13155),(16 137.33566),(17 138.5334),(18 140.61981),(19 141.42273),(20 141.99306),(21 144.14427),(22 146.45361),(23 151.01477),(24 151.38525),(25 153.55795),(26 154.15834),(27 157.84073),(28 158.8029),(29 159.74873),(30 160.52287),(31 161.9655),(32 162.54103),(33 161.19838),(34 161.44357),(35 162.9564),(36 162.81444),(37 162.8355),(38 163.82668),(39 163.00696),(40 164.96492),(41 165.11546),(42 164.6089),(43 163.32336),(44 163.18338),(45 162.6211),(46 162.8227),(47 164.33545),(48 164.54744),(49 165.30501),(50 164.30623),(51 165.05759),(52 166.46562),(53 165.42076),(54 164.77792),(55 167.5889),(56 168.91423),(57 168.11815),(58 167.21426),(59 167.73477),(60 168.57939),(61 168.39192),(62 168.83868),(63 169.8205),(64 169.34421),(65 168.93407),(66 169.8957),(67 169.68524),(68 171.3557),(69 170.92197),(70 173.08116),(71 173.77975),(72 174.93349),(73 175.23218),(74 175.19508),(75 173.8301),(76 172.22319),(77 170.8938),(78 169.7918),(79 169.7844),
(1 74.04277),(2 93.459526),(3 104.36353),(4 110.51435),(5 115.06296),(6 118.94603),(7 121.76342),(8 125.33326),(9 127.60238),(10 132.16399),(11 134.65364),(12 135.7791),(13 137.27411),(14 139.8283),(15 142.72014),(16 144.20586),(17 144.18535),(18 146.65782),(19 147.24165),(20 148.90625),(21 150.8118),(22 151.6597),(23 156.22739),(24 156.25554),(25 157.75592),(26 159.60991),(27 162.10666),(28 162.86143),(29 163.5201),(30 165.12787),(31 165.34769),(32 167.00339),(33 167.71191),(34 168.19664),(35 168.81985),(36 169.00441),(37 169.90063),(38 172.6949),(39 170.79335),(40 169.5732),(41 169.52798),(42 168.15569),(43 168.97797),(44 168.35751),(45 169.49928),(46 168.87752),(47 169.56299),(48 169.08147),(49 170.16574),(50 170.77435),(51 169.31235),(52 169.51367),(53 170.67654),(54 171.89474),(55 172.7835),(56 173.44489),(57 174.31012),(58 175.51236),(59 174.36865),(60 174.82603),(61 174.5504),(62 173.52908),(63 173.30202),(64 172.57143),(65 170.86519),(66 170.97504),(67 170.74617),(68 171.15327),(69 170.07983),(70 170.08667),(71 169.4523),(72 171.27927),(73 171.28809),(74 169.75534),(75 169.39616),(76 168.48537),(77 168.85007),(78 167.88058),(79 167.32028),
(1 72.04942),(2 91.38263),(3 103.32951),(4 111.168655),(5 114.73526),(6 119.48131),(7 122.1057),(8 125.393974),(9 125.17379),(10 127.69526),(11 130.26575),(12 130.9557),(13 133.34991),(14 134.79834),(15 136.71025),(16 137.56502),(17 138.2045),(18 139.98026),(19 141.72017),(20 143.30046),(21 145.08209),(22 146.4234),(23 149.55927),(24 150.69026),(25 152.61739),(26 154.47375),(27 154.50073),(28 155.355),(29 155.46278),(30 157.18259),(31 157.28363),(32 157.42836),(33 157.53052),(34 159.61249),(35 159.99905),(36 160.58319),(37 160.90205),(38 162.3317),(39 163.2395),(40 163.61475),(41 163.57735),(42 163.33386),(43 164.01306),(44 164.50208),(45 163.81757),(46 163.81299),(47 164.79094),(48 164.30063),(49 162.99594),(50 163.41893),(51 163.45815),(52 163.64822),(53 164.1803),(54 165.22238),(55 165.8105),(56 167.27972),(57 166.58553),(58 168.13232),(59 169.30019),(60 169.35416),(61 168.92763),(62 167.9121),(63 168.47908),(64 167.89459),(65 167.32124),(66 167.00493),(67 165.92006),(68 166.49414),(69 165.2804),(70 165.73581),(71 167.0192),(72 167.60059),(73 168.36755),(74 168.31244),(75 168.24342),(76 167.56866),(77 167.42401),(78 167.53403),(79 166.78964),
(1 71.937096),(2 91.93085),(3 104.5033),(4 111.20628),(5 115.154144),(6 119.46658),(7 122.21317),(8 125.97969),(9 127.71637),(10 129.16844),(11 130.8571),(12 130.80815),(13 133.35239),(14 132.90405),(15 135.17499),(16 136.86009),(17 136.92361),(18 140.31865),(19 140.5205),(20 142.24344),(21 144.5118),(22 145.62029),(23 148.90823),(24 150.82047),(25 154.24828),(26 155.67207),(27 158.42294),(28 159.99666),(29 159.08281),(30 159.1066),(31 160.6124),(32 160.73631),(33 160.5252),(34 160.90128),(35 162.104),(36 162.28078),(37 162.5037),(38 163.29752),(39 163.19133),(40 162.37955),(41 162.74377),(42 162.29155),(43 163.27057),(44 163.14186),(45 162.68045),(46 163.88783),(47 163.49611),(48 164.08267),(49 163.04721),(50 164.83864),(51 165.345),(52 164.9018),(53 165.63911),(54 164.73567),(55 164.66986),(56 165.4683),(57 164.532),(58 166.17232),(59 165.70602),(60 167.29924),(61 168.97778),(62 168.492),(63 169.06412),(64 168.27617),(65 169.05605),(66 171.34491),(67 171.94035),(68 172.96721),(69 171.39565),(70 170.78459),(71 171.64761),(72 171.58896),(73 171.63022),(74 171.95299),(75 171.6187),(76 170.84196),(77 171.66077),(78 171.90186),(79 171.09386),
(1 70.82159),(2 91.09638),(3 101.51681),(4 107.3114),(5 111.39416),(6 116.061516),(7 119.49443),(8 123.77515),(9 125.48392),(10 128.14693),(11 130.11838),(12 130.33633),(13 132.21095),(14 133.75705),(15 136.63478),(16 137.42871),(17 138.66103),(18 140.3784),(19 140.70493),(20 143.30084),(21 145.11496),(22 145.15292),(23 148.61678),(24 150.60397),(25 152.72041),(26 153.78123),(27 156.35109),(28 158.49208),(29 157.46272),(30 157.84167),(31 157.39552),(32 158.62466),(33 159.88911),(34 160.80632),(35 162.602),(36 163.88101),(37 164.60802),(38 167.00624),(39 165.84666),(40 165.5977),(41 165.00456),(42 164.52548),(43 164.93129),(44 164.30728),(45 163.49261),(46 162.36113),(47 163.02232),(48 164.30556),(49 162.868),(50 164.2843),(51 163.88417),(52 164.0458),(53 163.7255),(54 163.15172),(55 162.31552),(56 161.14334),(57 160.10092),(58 158.53569),(59 157.26695),(60 158.15004),(61 159.05165),(62 160.2927),(63 160.90887),(64 160.76096),(65 162.77806),(66 163.65956),(67 164.09897),(68 166.27237),(69 165.36638),(70 165.4859),(71 167.07568),(72 166.8904),(73 165.79047),(74 165.14665),(75 164.62361),(76 163.41394),(77 164.22101),(78 164.03233),(79 163.14214),
