1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11462.945),(2 37147.92),(3 75030.195),(4 119878.445),(5 173397.08),(6 229960.19),(7 291694.9),(8 355182.6),(9 418068.84),(10 476375.25),(11 531091.8),(12 577358.3),(13 614807.06),(14 652565),(15 685591),(16 709644.94),(17 735206),(18 742322.8),(19 759621.75),(20 776791.94),(21 790953.8),(22 804295.5),(23 813030.2),(24 827127.8),(25 848751.06),(26 869630.94),(27 899886),(28 934828.25),(29 990585.2),(30 1044786.2),(31 1104995.4),(32 1172073),(33 1244495.4),(34 1314836.4),(35 1391375.8),(36 1462138.6),(37 1541757.4),(38 1608717),(39 1680000),(40 1744774),(41 1821707.6),(42 1888564),(43 1960652.6),(44 2029661.4),(45 2084975.9),(46 2134579),(47 2170400),(48 2185609.3),(49 2214393.3),(50 2229915.3),(51 2257514.5),(52 2270373.8),(53 2294427.3),(54 2326912.8),(55 2378149.3),(56 2411373),(57 2445587.5),(58 2473102.3),(59 2505991.3),(60 2541535.8),(61 2577868),(62 2617213.5),(63 2646270.3),(64 2684767),(65 2725180.3),(66 2756269.5),(67 2819741.3),(68 2879114),(69 2938201.3),(70 2989674),(71 3040069.8),(72 3073438.8),(73 3111904.3),(74 3145615.3),(75 3167358.8),(76 3184993.3),(77 3209357.8),(78 3217822.8),(79 3248281.3),
(1 173.37648),(2 229.81825),(3 276.15747),(4 301.72067),(5 321.41913),(6 336.40085),(7 355.5039),(8 370.00967),(9 382.89194),(10 397.48477),(11 409.61972),(12 421.22842),(13 432.9785),(14 440.70355),(15 455.8842),(16 461.71555),(17 471.66797),(18 479.15967),(19 482.6484),(20 490.81607),(21 497.34457),(22 496.06183),(23 497.50757),(24 492.36462),(25 493.03253),(26 490.76938),(27 494.40475),(28 494.3516),(29 494.19168),(30 496.33188),(31 497.24954),(32 501.86118),(33 509.09583),(34 510.46442),(35 517.46124),(36 526.47363),(37 530.7977),(38 538.7996),(39 541.81024),(40 546.0976),(41 550.50195),(42 554.6037),(43 555.6707),(44 560.18225),(45 562.85675),(46 568.1639),(47 574.0065),(48 582.74524),(49 582.3945),(50 583.60614),(51 586.2498),(52 586.9003),(53 587.0529),(54 581.78345),(55 586.6021),(56 584.8386),(57 584.3744),(58 581.3937),(59 580.4102),(60 578.2862),(61 570.6855),(62 568.7113),(63 567.6584),(64 563.9908),(65 561.51154),(66 553.9671),(67 550.9083),(68 547.6611),(69 544.07355),(70 543.54584),(71 539.1892),(72 539.63824),(73 535.45953),(74 532.9234),(75 526.6873),(76 520.09326),(77 517.2483),(78 519.1222),(79 514.2227),
(1 172.02803),(2 226.75543),(3 267.5647),(4 293.77768),(5 315.59644),(6 330.09723),(7 346.19205),(8 360.24887),(9 371.9593),(10 383.37283),(11 394.59888),(12 406.22656),(13 412.64178),(14 423.31296),(15 438.24585),(16 443.08627),(17 453.37198),(18 462.17316),(19 466.65195),(20 469.06714),(21 473.37332),(22 476.46356),(23 473.6118),(24 470.58716),(25 471.53555),(26 473.62708),(27 472.88123),(28 476.71625),(29 474.09805),(30 477.91052),(31 478.34692),(32 481.0742),(33 488.5373),(34 491.61887),(35 496.96527),(36 506.82565),(37 508.72952),(38 516.6748),(39 514.8588),(40 519.6328),(41 518.62476),(42 521.5202),(43 523.2925),(44 525.6769),(45 528.98016),(46 530.1428),(47 530.81995),(48 538.44257),(49 533.63184),(50 533.089),(51 536.3346),(52 537.78253),(53 543.0259),(54 535.8191),(55 539.1227),(56 541.6197),(57 539.2043),(58 534.9245),(59 533.43365),(60 536.4117),(61 531.1194),(62 533.8184),(63 531.47876),(64 530.2212),(65 527.3545),(66 517.9178),(67 515.6921),(68 512.93384),(69 509.49152),(70 511.19),(71 511.8127),(72 508.1562),(73 504.51508),(74 503.6795),(75 501.05225),(76 494.42584),(77 489.7449),(78 488.959),(79 487.93338),
(1 171.31822),(2 223.39899),(3 266.5129),(4 293.31152),(5 310.44504),(6 325.81528),(7 339.1162),(8 352.75418),(9 368.065),(10 379.37344),(11 387.6769),(12 400.18967),(13 408.88556),(14 415.66238),(15 429.77307),(16 439.7156),(17 444.27838),(18 453.08444),(19 457.27698),(20 459.3927),(21 460.87012),(22 463.56158),(23 464.3801),(24 461.6964),(25 458.3703),(26 457.47498),(27 461.47168),(28 461.283),(29 464.5838),(30 467.9536),(31 466.2584),(32 463.36356),(33 471.21588),(34 472.21442),(35 474.00845),(36 480.16733),(37 487.21906),(38 493.39035),(39 500.8612),(40 503.68628),(41 505.51456),(42 513.5265),(43 514.4327),(44 519.1903),(45 517.4194),(46 520.3096),(47 523.9382),(48 528.8692),(49 521.36694),(50 520.8825),(51 519.43634),(52 520.89557),(53 524.36237),(54 518.64734),(55 517.7403),(56 517.42615),(57 513.20404),(58 513.7494),(59 512.3386),(60 509.56488),(61 506.2138),(62 506.18585),(63 501.80267),(64 496.22693),(65 495.7569),(66 488.66696),(67 486.9216),(68 483.09103),(69 479.5269),(70 480.44037),(71 482.69055),(72 482.31537),(73 481.59225),(74 479.24692),(75 475.79037),(76 471.7153),(77 472.14844),(78 474.10538),(79 472.257),
(1 165.8063),(2 220.38405),(3 261.87384),(4 286.57043),(5 306.34726),(6 320.4421),(7 333.4174),(8 351.3201),(9 364.76944),(10 375.4825),(11 381.33493),(12 393.1124),(13 400.96848),(14 407.59225),(15 414.352),(16 421.6399),(17 430.3657),(18 441.27286),(19 444.21405),(20 443.7145),(21 452.01965),(22 454.0793),(23 454.70737),(24 453.54095),(25 449.0345),(26 451.967),(27 456.98145),(28 458.44122),(29 459.45288),(30 458.32153),(31 461.8596),(32 460.0012),(33 466.82126),(34 470.95007),(35 474.87442),(36 481.24097),(37 490.9073),(38 489.99603),(39 500.11774),(40 500.92194),(41 505.22736),(42 509.1623),(43 511.8152),(44 518.15607),(45 523.8323),(46 526.9139),(47 529.89636),(48 533.0766),(49 528.17126),(50 528.04236),(51 525.348),(52 527.4971),(53 525.7596),(54 523.24084),(55 522.36957),(56 519.533),(57 514.1271),(58 509.98596),(59 506.92477),(60 502.32822),(61 499.46396),(62 499.46576),(63 500.83096),(64 496.45245),(65 497.23788),(66 487.24094),(67 483.91165),(68 478.20044),(69 474.53232),(70 475.07208),(71 472.83142),(72 470.9543),(73 472.32245),(74 469.5921),(75 469.01505),(76 466.53445),(77 468.91083),(78 466.00424),(79 468.0968),
(1 162.38545),(2 214.73557),(3 258.47147),(4 282.02655),(5 302.53244),(6 317.46033),(7 332.43085),(8 348.684),(9 360.32205),(10 375.5351),(11 382.67642),(12 392.33383),(13 405.744),(14 413.42224),(15 422.74948),(16 430.69678),(17 440.9871),(18 456.14536),(19 457.1889),(20 459.66986),(21 466.19095),(22 466.47205),(23 467.6642),(24 463.8859),(25 460.28403),(26 458.47052),(27 463.23328),(28 465.29782),(29 458.14865),(30 454.3819),(31 453.72433),(32 452.65555),(33 458.0241),(34 461.31198),(35 464.17984),(36 470.6365),(37 476.91095),(38 478.53848),(39 483.16284),(40 489.26022),(41 493.54816),(42 499.59637),(43 503.17407),(44 510.2066),(45 515.6157),(46 521.0007),(47 526.8844),(48 528.95355),(49 525.16327),(50 526.773),(51 527.2608),(52 528.5034),(53 531.67017),(54 528.7675),(55 529.41284),(56 526.2698),(57 522.1171),(58 519.9025),(59 517.25574),(60 515.8188),(61 509.85886),(62 509.40225),(63 509.9134),(64 509.6365),(65 505.28687),(66 498.94635),(67 496.60114),(68 496.40195),(69 493.60342),(70 491.03162),(71 486.17),(72 482.41992),(73 481.42236),(74 479.5367),(75 481.13583),(76 477.85312),(77 473.22412),(78 478.37375),(79 481.0591),
(1 161.02496),(2 214.07614),(3 257.47534),(4 282.1357),(5 305.97354),(6 322.1483),(7 336.99744),(8 349.7974),(9 362.95444),(10 376.03186),(11 384.7221),(12 395.38162),(13 408.4246),(14 413.2039),(15 422.09006),(16 430.3361),(17 438.7448),(18 451.6644),(19 452.32135),(20 457.79575),(21 461.50662),(22 462.41895),(23 463.04218),(24 461.18185),(25 457.43808),(26 457.28235),(27 456.72705),(28 458.73596),(29 457.02612),(30 459.68253),(31 458.0815),(32 459.68967),(33 464.14282),(34 470.416),(35 474.24),(36 481.0382),(37 485.8816),(38 488.21942),(39 492.9786),(40 496.27673),(41 494.00867),(42 499.7468),(43 506.9745),(44 511.3586),(45 514.2687),(46 514.53796),(47 519.67426),(48 525.0197),(49 521.40704),(50 527.43066),(51 532.514),(52 532.2375),(53 532.882),(54 528.5174),(55 527.6162),(56 527.2445),(57 524.3688),(58 522.9649),(59 522.8228),(60 523.2236),(61 515.61456),(62 516.9916),(63 518.4369),(64 514.39325),(65 508.14438),(66 498.15692),(67 495.76276),(68 496.06488),(69 492.3237),(70 492.70636),(71 485.1189),(72 480.08353),(73 481.7446),(74 478.7851),(75 480.97745),(76 475.62708),(77 472.03616),(78 473.48724),(79 471.202),
(1 161.35689),(2 213.4668),(3 254.43613),(4 277.29156),(5 298.63754),(6 314.03976),(7 326.5157),(8 338.6946),(9 349.84064),(10 361.6907),(11 371.52707),(12 379.62817),(13 393.41092),(14 400.8123),(15 412.29315),(16 420.27267),(17 425.24063),(18 435.8121),(19 440.42285),(20 441.58228),(21 440.7311),(22 440.65396),(23 441.7766),(24 442.10428),(25 442.86682),(26 444.5586),(27 447.1403),(28 448.07336),(29 450.675),(30 454.77768),(31 456.27194),(32 454.22205),(33 463.80438),(34 467.65366),(35 475.04492),(36 480.9883),(37 483.29468),(38 488.11905),(39 494.05515),(40 497.4896),(41 501.26224),(42 505.7743),(43 511.9447),(44 512.50616),(45 516.1825),(46 514.2213),(47 513.69006),(48 513.73834),(49 508.6276),(50 509.31363),(51 505.3821),(52 501.5849),(53 509.54218),(54 503.20148),(55 499.4935),(56 497.58505),(57 491.14478),(58 487.42572),(59 487.329),(60 488.26474),(61 485.1027),(62 483.7245),(63 485.02002),(64 481.30243),(65 477.6441),(66 469.28436),(67 470.05478),(68 467.08878),(69 463.96396),(70 462.10477),(71 462.51236),(72 461.04636),(73 462.0939),(74 462.45407),(75 464.45798),(76 463.4922),(77 461.75537),(78 466.99908),(79 468.83865),
(1 157.32727),(2 209.47696),(3 251.29231),(4 275.3907),(5 295.67496),(6 311.3485),(7 327.00385),(8 342.86404),(9 354.23944),(10 365.05804),(11 373.70026),(12 385.10898),(13 398.7724),(14 405.297),(15 412.35187),(16 421.9008),(17 431.68634),(18 439.41086),(19 445.44693),(20 450.14337),(21 455.9678),(22 452.79877),(23 454.3728),(24 454.695),(25 455.21585),(26 453.5049),(27 453.9229),(28 452.97842),(29 451.0582),(30 453.85657),(31 452.26166),(32 450.72397),(33 458.4057),(34 457.24054),(35 463.7125),(36 470.53687),(37 475.52585),(38 480.93015),(39 486.98392),(40 490.1239),(41 492.1368),(42 496.9257),(43 501.70218),(44 504.77908),(45 512.2744),(46 510.36728),(47 509.75436),(48 512.24817),(49 505.79532),(50 505.29587),(51 501.94727),(52 498.52008),(53 504.08282),(54 498.38632),(55 496.28305),(56 492.90994),(57 490.41156),(58 484.81522),(59 487.28516),(60 485.38367),(61 482.8165),(62 481.48828),(63 480.27155),(64 473.03815),(65 470.7346),(66 460.45532),(67 458.16943),(68 455.83624),(69 449.66446),(70 445.80228),(71 447.12344),(72 444.38782),(73 447.22986),(74 444.2794),(75 446.87076),(76 447.71783),(77 443.83508),(78 448.27054),(79 443.40524),
(1 156.99503),(2 206.59703),(3 246.54463),(4 267.08926),(5 283.45706),(6 300.247),(7 315.93033),(8 330.08777),(9 339.99344),(10 352.8659),(11 361.71048),(12 369.43152),(13 380.33322),(14 388.05673),(15 396.45032),(16 405.43506),(17 412.49683),(18 428.61102),(19 429.4232),(20 431.98758),(21 440.9158),(22 443.8395),(23 449.47012),(24 448.451),(25 446.0337),(26 451.02533),(27 457.08423),(28 458.56326),(29 454.72836),(30 456.24707),(31 456.30084),(32 454.48706),(33 460.397),(34 460.88394),(35 463.36267),(36 467.1004),(37 469.70526),(38 474.7609),(39 476.8795),(40 479.582),(41 479.41315),(42 481.03827),(43 484.72208),(44 484.92276),(45 488.0744),(46 487.7967),(47 489.60617),(48 493.02997),(49 488.24493),(50 490.47293),(51 491.36826),(52 489.99045),(53 491.98813),(54 489.02942),(55 489.61386),(56 491.70688),(57 488.60382),(58 483.70694),(59 485.82504),(60 480.22842),(61 481.87808),(62 478.819),(63 475.45953),(64 474.42578),(65 471.21835),(66 467.36765),(67 467.88205),(68 467.5267),(69 461.29843),(70 458.28815),(71 458.44736),(72 456.89658),(73 455.9486),(74 453.44968),(75 454.41245),(76 449.8326),(77 447.5867),(78 445.58307),(79 441.34003),
(1 151.34785),(2 204.65784),(3 247.4038),(4 268.5071),(5 283.7672),(6 298.96246),(7 313.9898),(8 328.41803),(9 339.00967),(10 346.63577),(11 357.9241),(12 365.02554),(13 376.0987),(14 386.88797),(15 396.45154),(16 403.5382),(17 407.6571),(18 418.36838),(19 423.26373),(20 427.6731),(21 437.71277),(22 443.7365),(23 445.9703),(24 448.91833),(25 453.98184),(26 455.13336),(27 458.4519),(28 461.93704),(29 461.71994),(30 461.89447),(31 462.41122),(32 466.8598),(33 472.16718),(34 477.44574),(35 483.21277),(36 486.9687),(37 487.67786),(38 486.83517),(39 486.77484),(40 491.75632),(41 494.05005),(42 495.0931),(43 500.46268),(44 504.05237),(45 507.8157),(46 510.53552),(47 514.1679),(48 517.5574),(49 514.6783),(50 517.2521),(51 520.60254),(52 521.19635),(53 517.9711),(54 516.91394),(55 515.0204),(56 512.36444),(57 509.9618),(58 507.13293),(59 504.40405),(60 500.21564),(61 494.67435),(62 498.54318),(63 494.27994),(64 492.28296),(65 490.59494),(66 483.0038),(67 483.05722),(68 481.12747),(69 478.43143),(70 477.48706),(71 477.13312),(72 480.91998),(73 476.77704),(74 475.23965),(75 475.7805),(76 473.5968),(77 467.5534),(78 465.86642),(79 466.4539),
(1 153.01123),(2 205.38562),(3 248.84775),(4 267.1575),(5 284.10754),(6 296.8275),(7 312.86316),(8 327.8891),(9 341.3902),(10 353.71033),(11 363.12317),(12 375.98407),(13 388.39133),(14 399.8381),(15 411.1035),(16 417.65033),(17 422.80164),(18 433.31818),(19 440.2042),(20 442.55853),(21 447.66858),(22 451.10602),(23 453.67194),(24 454.81668),(25 454.88443),(26 452.52466),(27 456.82358),(28 461.9888),(29 461.60016),(30 461.4355),(31 464.50388),(32 467.94952),(33 472.43094),(34 477.97116),(35 483.52118),(36 488.50134),(37 489.38242),(38 490.6033),(39 492.32977),(40 492.89563),(41 501.385),(42 503.51614),(43 506.8684),(44 512.74304),(45 518.50555),(46 516.0048),(47 518.59436),(48 520.73083),(49 517.3053),(50 516.5793),(51 520.2667),(52 521.7488),(53 521.0772),(54 520.9037),(55 521.9678),(56 515.9967),(57 512.4623),(58 510.02036),(59 505.3836),(60 506.94736),(61 503.7115),(62 503.2185),(63 499.22443),(64 494.59113),(65 492.15634),(66 484.24957),(67 483.63773),(68 480.55554),(69 481.05576),(70 477.83798),(71 479.13666),(72 478.91882),(73 479.6232),(74 477.0029),(75 477.319),(76 474.73297),(77 475.08868),(78 475.87305),(79 478.43018),
(1 151.1222),(2 200.3601),(3 238.49),(4 261.4244),(5 278.1481),(6 294.82004),(7 312.7075),(8 324.3458),(9 337.53674),(10 347.17902),(11 359.48175),(12 371.71475),(13 385.28265),(14 391.58176),(15 405.35663),(16 413.84357),(17 423.0974),(18 433.91104),(19 442.6875),(20 449.3158),(21 451.83124),(22 453.44876),(23 457.10916),(24 461.51154),(25 459.0595),(26 459.95096),(27 459.2259),(28 462.46304),(29 463.9219),(30 466.3828),(31 469.0878),(32 472.0379),(33 475.64716),(34 478.81326),(35 478.54364),(36 477.7447),(37 481.34656),(38 484.0608),(39 488.1915),(40 488.28125),(41 491.42816),(42 493.47324),(43 493.09064),(44 494.69),(45 498.1296),(46 501.68335),(47 502.4164),(48 507.88364),(49 505.75064),(50 509.19635),(51 509.4804),(52 505.83154),(53 508.13196),(54 503.9973),(55 506.053),(56 502.74655),(57 502.60095),(58 502.75156),(59 497.41425),(60 497.7634),(61 493.7206),(62 491.87006),(63 484.8829),(64 484.36703),(65 483.207),(66 476.74286),(67 476.02094),(68 476.47516),(69 474.1756),(70 471.86786),(71 470.31766),(72 466.9719),(73 465.204),(74 461.15384),(75 462.6774),(76 457.94965),(77 456.343),(78 458.21555),(79 458.352),
(1 149.09387),(2 199.09805),(3 235.53972),(4 256.0432),(5 271.9406),(6 284.79926),(7 300.3982),(8 312.61426),(9 322.68503),(10 333.38458),(11 340.1384),(12 350.03323),(13 360.78976),(14 368.04465),(15 376.87604),(16 385.24994),(17 394.9319),(18 403.98947),(19 406.52603),(20 413.95343),(21 423.3784),(22 424.29315),(23 431.08032),(24 433.12357),(25 435.43686),(26 441.23135),(27 445.9048),(28 448.70227),(29 448.04007),(30 451.86472),(31 454.31998),(32 459.96222),(33 467.90314),(34 470.5915),(35 473.18372),(36 477.73987),(37 480.2328),(38 484.22076),(39 489.23862),(40 494.82742),(41 498.25482),(42 506.41547),(43 511.0833),(44 514.1205),(45 519.3165),(46 522.59094),(47 522.4556),(48 523.3274),(49 522.13696),(50 523.78546),(51 525.06555),(52 523.18335),(53 523.4572),(54 515.3055),(55 512.78625),(56 506.6226),(57 502.83386),(58 497.46545),(59 494.262),(60 488.4062),(61 480.4595),(62 480.1027),(63 476.9461),(64 472.69125),(65 467.04916),(66 461.48233),(67 456.9119),(68 455.7191),(69 450.48233),(70 450.518),(71 449.26978),(72 451.13278),(73 446.8593),(74 446.6121),(75 447.43372),(76 445.46817),(77 444.51477),(78 446.63544),(79 446.72974),
(1 147.22447),(2 198.18991),(3 235.05463),(4 256.97952),(5 274.98157),(6 290.5824),(7 305.51816),(8 319.36838),(9 330.62933),(10 341.3313),(11 348.6228),(12 359.97073),(13 369.51355),(14 378.1492),(15 389.93304),(16 401.07352),(17 414.5408),(18 425.80075),(19 431.6782),(20 440.75674),(21 447.80765),(22 449.4873),(23 452.04025),(24 455.62808),(25 456.93228),(26 460.40366),(27 464.8948),(28 467.1769),(29 470.38156),(30 475.13928),(31 477.5389),(32 480.2771),(33 483.79184),(34 488.60587),(35 492.39618),(36 496.68903),(37 498.7071),(38 500.49478),(39 508.29852),(40 512.7872),(41 514.99225),(42 522.00604),(43 524.6501),(44 526.503),(45 533.7772),(46 538.90894),(47 538.5522),(48 539.8033),(49 537.324),(50 538.72076),(51 537.349),(52 537.24506),(53 535.0177),(54 530.70593),(55 531.00543),(56 526.58575),(57 521.6961),(58 518.6441),(59 516.8902),(60 513.94995),(61 504.8613),(62 504.1592),(63 499.05283),(64 498.0044),(65 496.01428),(66 489.19476),(67 490.6276),(68 487.12494),(69 482.38013),(70 480.61652),(71 479.22012),(72 476.74),(73 475.45822),(74 472.12668),(75 471.4562),(76 469.60776),(77 472.53238),(78 476.39755),(79 475.36978),
(1 142.16847),(2 188.87465),(3 226.29512),(4 248.91751),(5 267.19427),(6 285.0287),(7 297.2906),(8 313.99423),(9 325.6739),(10 335.9312),(11 349.3538),(12 361.60718),(13 373.17947),(14 384.19797),(15 391.36905),(16 401.85837),(17 410.25778),(18 421.1929),(19 425.50784),(20 435.01572),(21 439.1641),(22 443.64282),(23 445.74152),(24 446.5779),(25 449.85904),(26 450.72913),(27 458.13644),(28 464.8466),(29 464.12683),(30 463.97253),(31 467.41736),(32 470.60056),(33 470.95953),(34 475.55383),(35 479.4786),(36 480.85547),(37 482.01477),(38 485.07608),(39 489.66156),(40 493.084),(41 496.88815),(42 503.83066),(43 506.01825),(44 509.71896),(45 512.3153),(46 512.7229),(47 512.76434),(48 512.54486),(49 507.94537),(50 509.99835),(51 508.37683),(52 504.36874),(53 503.89282),(54 502.26746),(55 499.32077),(56 496.84955),(57 493.8305),(58 490.46036),(59 488.22772),(60 485.61368),(61 480.86224),(62 481.19305),(63 477.9708),(64 476.74008),(65 473.78348),(66 466.97913),(67 469.55832),(68 464.90997),(69 464.97888),(70 464.53918),(71 462.03012),(72 462.23035),(73 459.97104),(74 459.17923),(75 455.90213),(76 457.63144),(77 457.8816),(78 458.395),(79 457.07028),
(1 145.49886),(2 191.83759),(3 229.24522),(4 249.26028),(5 268.6855),(6 286.4304),(7 297.57422),(8 310.5581),(9 322.48453),(10 332.9071),(11 345.2294),(12 356.98782),(13 367.4153),(14 381.0203),(15 387.4763),(16 395.6739),(17 404.28232),(18 418.30225),(19 425.2677),(20 431.72366),(21 442.8551),(22 446.98886),(23 452.79633),(24 456.90103),(25 459.82892),(26 461.18326),(27 462.83408),(28 466.86984),(29 466.43515),(30 469.1567),(31 468.7437),(32 475.42538),(33 476.75363),(34 480.22934),(35 483.60913),(36 483.4039),(37 487.13312),(38 492.4593),(39 495.94324),(40 500.7209),(41 504.52264),(42 510.3555),(43 511.18423),(44 515.70374),(45 518.603),(46 520.5443),(47 518.866),(48 520.1227),(49 515.35443),(50 516.17535),(51 516.1918),(52 514.9511),(53 512.6131),(54 505.978),(55 507.09003),(56 503.1871),(57 496.70065),(58 494.03293),(59 492.72336),(60 491.72617),(61 490.30707),(62 487.72766),(63 483.63297),(64 477.57666),(65 474.06516),(66 468.13113),(67 464.84497),(68 463.406),(69 458.62244),(70 458.1688),(71 455.949),(72 457.3351),(73 455.59692),(74 454.89572),(75 460.8433),(76 461.52322),(77 461.83783),(78 459.55692),(79 459.66013),
(1 138.18054),(2 182.66391),(3 217.68007),(4 237.1455),(5 255.42401),(6 270.75095),(7 282.5862),(8 295.70508),(9 307.23178),(10 318.85837),(11 327.0178),(12 337.80286),(13 348.78867),(14 359.24603),(15 371.06625),(16 375.8515),(17 385.7169),(18 398.0127),(19 403.74225),(20 413.778),(21 421.25146),(22 423.7942),(23 427.08105),(24 429.31342),(25 431.55914),(26 434.5393),(27 434.53076),(28 436.0206),(29 439.98032),(30 443.43213),(31 444.24405),(32 449.98886),(33 457.2905),(34 459.59903),(35 464.7659),(36 467.3712),(37 470.16623),(38 474.28885),(39 477.07346),(40 479.6777),(41 480.07806),(42 480.7801),(43 480.3965),(44 482.0485),(45 484.21066),(46 487.1418),(47 487.44708),(48 490.27747),(49 486.14578),(50 487.41812),(51 487.72733),(52 482.48904),(53 480.32312),(54 473.54346),(55 469.62607),(56 464.60654),(57 459.85883),(58 455.50558),(59 452.99365),(60 448.66336),(61 443.22354),(62 444.06506),(63 438.57767),(64 437.66135),(65 434.48947),(66 429.18295),(67 427.95248),(68 425.4216),(69 420.66656),(70 418.7125),(71 416.19638),(72 413.23795),(73 412.02945),(74 409.462),(75 415.2236),(76 412.60712),(77 412.60886),(78 410.3787),(79 411.8444),
(1 139.1247),(2 185.63992),(3 222.53922),(4 244.29936),(5 261.8895),(6 274.04218),(7 285.44107),(8 298.3381),(9 310.9491),(10 319.95282),(11 326.19962),(12 335.79642),(13 348.25183),(14 358.2172),(15 369.00842),(16 375.90802),(17 387.38348),(18 399.26443),(19 404.97162),(20 416.9731),(21 426.6253),(22 426.62415),(23 431.19366),(24 433.53555),(25 435.36057),(26 438.67828),(27 443.5),(28 448.26587),(29 458.64017),(30 462.36716),(31 461.0063),(32 469.34515),(33 476.48804),(34 478.9188),(35 481.19565),(36 484.96756),(37 487.1868),(38 491.47583),(39 496.398),(40 495.55164),(41 500.72098),(42 501.76553),(43 506.1645),(44 510.19644),(45 509.5497),(46 508.09796),(47 510.11078),(48 511.0357),(49 508.0618),(50 508.97644),(51 505.41647),(52 501.91956),(53 498.29892),(54 492.7748),(55 488.30646),(56 483.79742),(57 476.83875),(58 471.19434),(59 466.95413),(60 464.25723),(61 461.3536),(62 458.8051),(63 455.70053),(64 452.72083),(65 446.85773),(66 440.86572),(67 438.33997),(68 435.30664),(69 431.20782),(70 430.08868),(71 427.28195),(72 423.62857),(73 424.4091),(74 420.4128),(75 424.01236),(76 421.4598),(77 418.813),(78 415.21765),(79 416.5587),
