1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33709.457),(2 109627.336),(3 218473.45),(4 343965.53),(5 475726.72),(6 604158.06),(7 725759.5),(8 837764),(9 926765.8),(10 1006445),(11 1194194.6),(12 1326285),(13 1464932.6),(14 1617598.5),(15 1729854.1),(16 1827081),(17 1930079.6),(18 2016611.6),(19 2117807.3),(20 2262266.3),(21 2451417),(22 2661324.8),(23 2882262.8),(24 3119411.8),(25 3371878),(26 3731075.8),(27 4051103.8),(28 4409172.5),(29 4754698.5),(30 5076185.5),(31 5425989.5),(32 5650046),(33 5904113.5),(34 6089268),(35 6245179.5),(36 6393233.5),(37 6573114.5),(38 6726618.5),(39 6893431.5),(40 7056246),(41 7213167.5),(42 7302340),(43 7365591.5),(44 7373498.5),(45 7360206),(46 7315501.5),(47 7214145.5),(48 7070381.5),(49 6896466.5),(50 6685775.5),(51 6488110),(52 6312979.5),(53 6199714),(54 6070516),(55 6007944),(56 5947950.5),(57 5934900),(58 5895694.5),(59 5905712.5),(60 5891684),(61 5871789.5),(62 5875838.5),(63 5811412.5),(64 5783760),(65 5784414.5),(66 5763920),(67 5747651.5),(68 5653299.5),(69 5624061.5),(70 5550359),(71 5488422.5),(72 5450941.5),(73 5421197.5),(74 5403980),(75 5408117.5),(76 5429833.5),(77 5478410.5),(78 5461153),(79 5425200.5),
(1 26.852015),(2 34.836155),(3 38.74378),(4 41.676155),(5 43.877304),(6 46.087715),(7 47.365417),(8 48.718655),(9 49.251335),(10 50.028427),(11 50.10783),(12 50.549488),(13 50.594402),(14 51.920956),(15 52.409134),(16 52.756836),(17 53.78109),(18 54.18087),(19 54.443848),(20 54.430363),(21 55.323353),(22 55.623425),(23 55.795986),(24 56.085915),(25 56.513107),(26 57.270187),(27 57.080875),(28 56.61659),(29 57.351078),(30 57.994213),(31 58.03092),(32 58.566296),(33 58.44217),(34 58.420567),(35 58.20554),(36 57.973003),(37 57.71527),(38 58.065434),(39 57.940056),(40 58.170925),(41 58.371143),(42 58.82409),(43 59.017303),(44 59.385136),(45 59.267277),(46 59.318077),(47 59.142467),(48 59.280254),(49 59.844734),(50 60.804256),(51 60.5562),(52 60.164932),(53 60.74455),(54 61.31345),(55 61.08659),(56 62.120495),(57 61.484844),(58 62.16185),(59 62.835552),(60 62.96842),(61 62.97426),(62 63.73158),(63 63.599857),(64 63.48556),(65 63.612976),(66 63.808624),(67 63.498707),(68 63.857166),(69 64.63672),(70 64.20479),(71 64.48094),(72 64.27845),(73 64.73771),(74 65.082),(75 64.7961),(76 65.34324),(77 64.69968),(78 64.80732),(79 64.441605),
(1 27.493755),(2 35.728905),(3 39.1205),(4 42.531555),(5 44.560577),(6 46.53196),(7 48.27041),(8 49.424477),(9 50.728012),(10 51.653496),(11 51.607586),(12 52.316734),(13 52.50778),(14 53.573383),(15 53.829765),(16 53.81842),(17 54.90388),(18 55.617134),(19 55.92602),(20 56.62845),(21 57.439926),(22 58.01537),(23 58.42742),(24 58.50401),(25 58.936497),(26 59.72495),(27 59.254288),(28 59.43786),(29 59.622948),(30 60.36569),(31 60.835594),(32 61.22999),(33 61.255455),(34 61.636658),(35 60.893734),(36 60.761044),(37 60.44461),(38 61.311893),(39 61.198193),(40 61.523426),(41 61.36361),(42 61.757854),(43 62.02346),(44 61.882233),(45 62.319023),(46 62.129456),(47 61.721718),(48 61.74262),(49 61.9368),(50 62.1521),(51 62.17115),(52 61.96978),(53 62.299206),(54 62.92054),(55 63.356827),(56 64.068504),(57 64.68907),(58 65.017975),(59 65.168175),(60 64.97435),(61 65.45212),(62 66.39016),(63 65.90327),(64 66.08564),(65 66.13608),(66 66.65574),(67 66.37128),(68 66.21035),(69 66.3097),(70 66.69401),(71 66.16068),(72 65.998024),(73 65.98906),(74 66.5366),(75 65.800964),(76 65.90101),(77 65.2905),(78 65.58947),(79 65.696365),
(1 27.137001),(2 35.56654),(3 39.192123),(4 42.239246),(5 44.64858),(6 46.674614),(7 48.481773),(8 50.072853),(9 50.969063),(10 51.46017),(11 52.04844),(12 52.228664),(13 52.056458),(14 53.581703),(15 53.719273),(16 54.52287),(17 55.328457),(18 56.420383),(19 56.954475),(20 57.096542),(21 57.954025),(22 58.689034),(23 59.1708),(24 59.47712),(25 59.68632),(26 60.524452),(27 60.009125),(28 59.99557),(29 60.00771),(30 60.203217),(31 60.911594),(32 60.99569),(33 60.869667),(34 60.918694),(35 60.848644),(36 60.662018),(37 60.77708),(38 60.998016),(39 61.521893),(40 61.211098),(41 61.364594),(42 61.17223),(43 61.368668),(44 61.830746),(45 62.125088),(46 61.874912),(47 61.66276),(48 62.116985),(49 62.48844),(50 63.485413),(51 63.131447),(52 63.309265),(53 63.785587),(54 64.5728),(55 64.59315),(56 64.96216),(57 65.447784),(58 65.22358),(59 65.525665),(60 65.16737),(61 65.12723),(62 65.761475),(63 65.64571),(64 66.12758),(65 66.46182),(66 66.52904),(67 66.8524),(68 66.66295),(69 66.80899),(70 67.461716),(71 66.72917),(72 66.36807),(73 66.674934),(74 66.334465),(75 66.014145),(76 65.78785),(77 66.06619),(78 66.01621),(79 65.66417),
(1 26.939861),(2 34.794827),(3 39.201607),(4 42.1281),(5 44.229813),(6 46.539417),(7 48.153316),(8 49.725258),(9 50.57608),(10 50.912804),(11 51.530212),(12 51.686092),(13 52.05222),(14 53.11311),(15 53.289692),(16 53.839577),(17 54.856014),(18 55.51946),(19 55.963017),(20 56.25238),(21 56.70055),(22 57.034973),(23 57.47278),(24 57.407375),(25 58.094612),(26 58.959396),(27 58.227276),(28 58.567924),(29 58.92871),(30 59.253773),(31 59.368675),(32 59.89762),(33 59.62305),(34 59.20571),(35 59.506054),(36 59.578163),(37 60.14098),(38 60.51418),(39 59.75455),(40 60.273487),(41 60.6318),(42 60.34322),(43 60.30592),(44 61.110348),(45 61.428787),(46 60.810738),(47 61.1085),(48 60.97757),(49 61.351475),(50 62.42851),(51 61.75986),(52 62.08659),(53 61.786194),(54 62.14608),(55 62.726067),(56 63.339096),(57 63.97064),(58 64.0818),(59 64.485016),(60 64.24379),(61 64.22844),(62 64.79631),(63 64.45988),(64 64.04919),(65 64.27345),(66 64.19128),(67 64.07118),(68 63.482197),(69 64.05766),(70 64.3208),(71 64.16463),(72 64.1116),(73 64.37727),(74 65.38876),(75 65.37672),(76 64.87309),(77 64.334885),(78 64.4894),(79 64.670204),
(1 26.865719),(2 34.640423),(3 38.557777),(4 42.006104),(5 44.74791),(6 46.44635),(7 47.78974),(8 49.25217),(9 49.99608),(10 50.044132),(11 50.560543),(12 50.98389),(13 51.846703),(14 53.121586),(15 53.748528),(16 54.532974),(17 55.57387),(18 56.318913),(19 57.222454),(20 56.95455),(21 57.172684),(22 57.748512),(23 58.023125),(24 58.03657),(25 58.57516),(26 59.227776),(27 59.41978),(28 60.310253),(29 60.45097),(30 61.00638),(31 61.33461),(32 61.6127),(33 61.458595),(34 61.685505),(35 61.54909),(36 61.443874),(37 61.570385),(38 62.481884),(39 62.12552),(40 61.52211),(41 61.71585),(42 62.326912),(43 62.301834),(44 62.827408),(45 62.71845),(46 63.11917),(47 62.490627),(48 61.876286),(49 62.42138),(50 63.055073),(51 63.125656),(52 63.322468),(53 63.217373),(54 63.31595),(55 63.48801),(56 63.82807),(57 64.2125),(58 64.24013),(59 64.59388),(60 64.550354),(61 64.99995),(62 65.04529),(63 65.705055),(64 65.75653),(65 65.8816),(66 65.65844),(67 65.21925),(68 65.72461),(69 66.79155),(70 67.331985),(71 67.06439),(72 66.43697),(73 66.4871),(74 67.336525),(75 67.12146),(76 67.039246),(77 66.930214),(78 66.64678),(79 66.50561),
(1 26.798214),(2 34.868397),(3 39.167603),(4 41.78462),(5 44.244415),(6 45.798775),(7 47.35284),(8 48.82442),(9 49.555706),(10 49.76978),(11 50.08957),(12 50.874344),(13 51.47374),(14 52.85922),(15 53.1006),(16 53.56944),(17 54.115234),(18 54.52381),(19 54.832836),(20 55.116993),(21 55.992226),(22 55.88011),(23 55.80888),(24 56.20085),(25 56.575615),(26 56.83404),(27 57.082413),(28 57.293),(29 56.837547),(30 57.70596),(31 57.943844),(32 58.322525),(33 58.337376),(34 58.457085),(35 58.135483),(36 58.143116),(37 57.795425),(38 59.081543),(39 58.736206),(40 58.676556),(41 58.84907),(42 59.026077),(43 58.853603),(44 58.996704),(45 59.177685),(46 59.12224),(47 59.29546),(48 59.403107),(49 59.749),(50 60.64051),(51 60.95462),(52 60.302616),(53 60.375538),(54 60.767456),(55 60.802353),(56 61.02688),(57 62.012203),(58 62.110294),(59 62.11337),(60 61.937973),(61 61.96949),(62 62.744717),(63 62.4113),(64 62.649296),(65 62.736065),(66 63.04904),(67 62.897976),(68 62.879562),(69 63.242977),(70 63.45554),(71 63.14526),(72 63.10587),(73 63.288033),(74 63.56086),(75 62.9971),(76 62.648888),(77 63.13174),(78 63.278778),(79 63.2611),
(1 26.816315),(2 34.921413),(3 38.57512),(4 41.180984),(5 44.23586),(6 46.084305),(7 47.38814),(8 48.24541),(9 49.01746),(10 49.837784),(11 49.983147),(12 50.631737),(13 51.135517),(14 52.25896),(15 52.778446),(16 53.270927),(17 53.986153),(18 54.637466),(19 55.40826),(20 55.85885),(21 55.998516),(22 56.568806),(23 56.86033),(24 57.619736),(25 58.349995),(26 58.820976),(27 58.799656),(28 59.044594),(29 59.354443),(30 59.883587),(31 60.464096),(32 60.49265),(33 59.961895),(34 60.046253),(35 59.918915),(36 59.984543),(37 60.222485),(38 61.622677),(39 61.608727),(40 61.65244),(41 61.444397),(42 62.005817),(43 62.15754),(44 62.21084),(45 61.9998),(46 61.633476),(47 61.656704),(48 61.44959),(49 62.075172),(50 62.411507),(51 62.85712),(52 62.627747),(53 62.912743),(54 63.804226),(55 64.51434),(56 64.96262),(57 65.079216),(58 65.49452),(59 65.39157),(60 65.13529),(61 64.832146),(62 65.06828),(63 64.81667),(64 64.69935),(65 64.54069),(66 64.591415),(67 65.02666),(68 65.12835),(69 65.48734),(70 66.02998),(71 65.75358),(72 65.77932),(73 66.03146),(74 66.3187),(75 66.11613),(76 65.80834),(77 65.06368),(78 64.93817),(79 64.65076),
(1 26.615286),(2 34.3604),(3 37.749268),(4 40.78532),(5 43.322964),(6 44.591755),(7 45.74765),(8 47.083046),(9 47.489975),(10 48.186207),(11 48.69518),(12 48.68165),(13 49.585426),(14 50.75249),(15 51.277626),(16 51.99386),(17 52.66988),(18 53.746853),(19 54.602867),(20 54.788033),(21 55.082462),(22 55.572956),(23 55.83325),(24 55.98852),(25 56.434155),(26 57.16045),(27 57.014923),(28 57.191044),(29 57.448574),(30 58.19636),(31 58.642025),(32 59.023533),(33 58.95351),(34 59.335766),(35 58.689114),(36 58.801743),(37 58.995884),(38 59.62313),(39 59.333836),(40 59.079712),(41 59.462696),(42 59.959206),(43 60.25376),(44 60.43954),(45 60.793346),(46 60.675167),(47 60.85509),(48 60.50736),(49 61.17038),(50 61.621227),(51 61.473866),(52 61.82934),(53 62.312443),(54 62.637653),(55 62.87908),(56 62.91908),(57 63.159275),(58 63.369423),(59 63.045757),(60 63.180126),(61 63.491043),(62 63.66705),(63 63.628983),(64 63.68273),(65 63.190678),(66 63.588734),(67 63.80849),(68 64.31968),(69 64.612915),(70 64.70077),(71 64.57037),(72 64.38881),(73 64.057014),(74 64.35637),(75 64.30427),(76 64.30634),(77 64.25521),(78 64.56905),(79 64.34903),
(1 26.826086),(2 34.816273),(3 38.752686),(4 42.061523),(5 44.32616),(6 46.21833),(7 47.806377),(8 48.839016),(9 49.868263),(10 50.45769),(11 50.399994),(12 50.95448),(13 51.559456),(14 53.307846),(15 53.173004),(16 53.721554),(17 54.337685),(18 54.898617),(19 55.58771),(20 56.1474),(21 55.75297),(22 56.044804),(23 56.11201),(24 56.270424),(25 56.486656),(26 57.09114),(27 57.273167),(28 57.246307),(29 57.84808),(30 57.702408),(31 58.102352),(32 58.184692),(33 58.159805),(34 58.258503),(35 57.73681),(36 57.95594),(37 58.214264),(38 59.304848),(39 58.782715),(40 58.958496),(41 59.25623),(42 58.87218),(43 59.87195),(44 60.03613),(45 60.564003),(46 61.014942),(47 61.024208),(48 61.32678),(49 61.597065),(50 62.098965),(51 62.14537),(52 62.167706),(53 62.59996),(54 62.58911),(55 62.896603),(56 62.58145),(57 62.72221),(58 62.936035),(59 63.503902),(60 63.83672),(61 64.15011),(62 64.418655),(63 64.05012),(64 63.94769),(65 63.638855),(66 63.73026),(67 63.78327),(68 63.34829),(69 63.571457),(70 63.63458),(71 63.49501),(72 63.23228),(73 62.78339),(74 63.113567),(75 62.79039),(76 62.599766),(77 62.297337),(78 62.507122),(79 62.16034),
(1 26.302954),(2 34.461315),(3 38.344204),(4 40.88648),(5 43.263973),(6 45.580547),(7 47.15666),(8 48.387016),(9 48.797943),(10 49.780266),(11 49.959496),(12 50.449253),(13 50.873116),(14 52.312386),(15 52.389015),(16 52.66824),(17 53.86974),(18 54.86707),(19 55.324505),(20 55.32542),(21 55.59865),(22 56.26373),(23 56.50726),(24 57.10243),(25 57.317673),(26 58.162956),(27 58.289192),(28 58.467255),(29 58.842625),(30 58.789124),(31 58.967865),(32 59.312878),(33 58.93),(34 58.785816),(35 58.333492),(36 58.292553),(37 58.413544),(38 59.16732),(39 58.267982),(40 58.387974),(41 58.88003),(42 58.88509),(43 59.19282),(44 59.8426),(45 59.868553),(46 60.38958),(47 60.381252),(48 60.304955),(49 60.279434),(50 61.356796),(51 61.192577),(52 61.620872),(53 62.27131),(54 62.2723),(55 63.081463),(56 63.91787),(57 63.93816),(58 63.83654),(59 63.68719),(60 64.073494),(61 64.3718),(62 65.31854),(63 65.51985),(64 65.26001),(65 64.98074),(66 64.8499),(67 64.87128),(68 64.9647),(69 65.38677),(70 65.42945),(71 65.13078),(72 65.25716),(73 64.838455),(74 65.08811),(75 64.98874),(76 64.49446),(77 65.106514),(78 64.55955),(79 64.470985),
(1 26.065552),(2 34.043762),(3 38.058304),(4 41.40477),(5 44.257183),(6 45.939743),(7 47.41717),(8 48.49694),(9 49.174942),(10 49.71573),(11 49.636658),(12 49.956352),(13 50.819572),(14 52.251907),(15 52.25202),(16 52.985588),(17 53.21217),(18 53.841805),(19 54.70153),(20 54.85683),(21 55.53591),(22 56.106018),(23 55.89388),(24 56.16026),(25 56.482006),(26 57.224194),(27 57.442924),(28 57.88548),(29 58.251072),(30 58.421196),(31 58.722313),(32 58.995777),(33 58.986595),(34 59.173115),(35 59.11736),(36 59.017387),(37 59.039536),(38 59.73257),(39 59.644196),(40 60.189697),(41 60.48451),(42 60.50952),(43 61.02375),(44 61.104412),(45 61.381405),(46 61.934246),(47 62.07086),(48 62.18289),(49 62.07159),(50 62.728077),(51 62.54361),(52 62.72694),(53 63.04656),(54 62.40797),(55 63.275486),(56 63.376972),(57 63.466995),(58 63.79199),(59 63.244137),(60 63.267963),(61 63.50579),(62 64.51002),(63 64.39627),(64 64.78111),(65 64.39448),(66 63.994816),(67 63.994186),(68 63.96715),(69 63.705658),(70 63.427876),(71 63.661934),(72 63.451283),(73 63.05946),(74 63.814472),(75 63.137337),(76 63.217102),(77 63.37819),(78 63.432003),(79 63.257137),
(1 26.4817),(2 34.31309),(3 38.19201),(4 41.11248),(5 44.03365),(6 45.392334),(7 47.627796),(8 48.44601),(9 49.59718),(10 50.624985),(11 50.8521),(12 50.89338),(13 51.733),(14 53.582584),(15 53.856743),(16 54.14801),(17 54.677433),(18 55.302883),(19 56.417583),(20 56.693848),(21 57.074654),(22 57.21801),(23 57.339066),(24 57.532867),(25 57.961887),(26 58.84981),(27 58.633423),(28 58.419395),(29 58.868816),(30 58.567772),(31 59.157),(32 59.15862),(33 58.78567),(34 59.00059),(35 58.566185),(36 58.43001),(37 58.40745),(38 59.504555),(39 59.40646),(40 59.485516),(41 59.783127),(42 59.49632),(43 59.769382),(44 60.144722),(45 60.151226),(46 60.63972),(47 60.60235),(48 60.660896),(49 61.260303),(50 61.707245),(51 62.63651),(52 62.482426),(53 63.109524),(54 63.078415),(55 63.618042),(56 64.18255),(57 64.573326),(58 64.90409),(59 64.55379),(60 64.51513),(61 64.66722),(62 65.84445),(63 66.20584),(64 66.14774),(65 66.53361),(66 66.557335),(67 66.302444),(68 66.52724),(69 66.059715),(70 65.962135),(71 65.81366),(72 65.32478),(73 65.34633),(74 65.6856),(75 65.52652),(76 65.30872),(77 65.04872),(78 64.64146),(79 64.913795),
(1 25.754942),(2 33.50258),(3 37.06055),(4 40.18367),(5 43.0344),(6 44.422546),(7 46.007816),(8 47.445557),(9 48.859413),(10 49.269676),(11 49.26744),(12 49.55675),(13 50.002583),(14 51.523247),(15 51.93561),(16 51.900192),(17 52.91859),(18 53.514088),(19 54.30647),(20 54.93337),(21 55.294712),(22 55.35085),(23 55.49999),(24 55.66968),(25 55.91291),(26 56.747875),(27 56.947514),(28 57.41351),(29 57.59082),(30 58.16594),(31 58.272354),(32 58.790062),(33 59.071285),(34 58.86665),(35 58.353535),(36 58.579346),(37 58.874813),(38 59.604675),(39 59.908913),(40 60.14003),(41 60.534084),(42 59.75693),(43 60.173492),(44 60.198692),(45 60.34979),(46 60.181942),(47 59.97516),(48 59.95275),(49 59.958923),(50 60.91571),(51 60.706398),(52 61.02464),(53 61.73002),(54 61.53023),(55 61.517857),(56 61.891003),(57 62.161427),(58 62.065002),(59 62.14352),(60 62.057053),(61 61.831272),(62 63.137856),(63 62.376713),(64 62.73386),(65 62.87278),(66 63.12538),(67 63.08498),(68 63.997093),(69 63.89172),(70 64.03515),(71 64.2077),(72 63.645397),(73 63.8025),(74 64.163795),(75 63.92838),(76 63.38371),(77 63.509754),(78 62.695854),(79 62.23748),
(1 26.616905),(2 33.881115),(3 37.172405),(4 40.157406),(5 42.590687),(6 44.22066),(7 45.729156),(8 47.158768),(9 48.220146),(10 48.39404),(11 48.19958),(12 49.228275),(13 49.463345),(14 51.24956),(15 51.8177),(16 51.620937),(17 52.0703),(18 52.378223),(19 52.970146),(20 53.941265),(21 54.22952),(22 54.86151),(23 54.93263),(24 55.12082),(25 55.778378),(26 56.201878),(27 56.622807),(28 56.508705),(29 56.706257),(30 56.941643),(31 57.935905),(32 58.221947),(33 58.14288),(34 58.334),(35 57.767857),(36 57.47709),(37 57.529995),(38 58.315876),(39 58.182766),(40 58.19191),(41 58.061954),(42 58.459568),(43 59.14904),(44 58.938377),(45 59.55402),(46 59.4169),(47 59.544582),(48 60.139313),(49 60.142143),(50 60.26902),(51 61.34219),(52 61.136547),(53 61.235687),(54 61.315426),(55 61.448597),(56 61.81375),(57 62.269077),(58 62.692757),(59 62.41949),(60 62.76053),(61 62.857754),(62 63.449886),(63 63.065758),(64 63.53033),(65 63.125835),(66 63.14385),(67 63.68032),(68 63.88481),(69 64.33169),(70 64.46539),(71 64.93745),(72 64.85503),(73 64.87774),(74 65.25871),(75 64.74457),(76 64.488106),(77 64.36249),(78 63.548683),(79 63.69014),
(1 26.122576),(2 33.463104),(3 37.164284),(4 40.269367),(5 42.22525),(6 43.95605),(7 45.615402),(8 46.684185),(9 47.466103),(10 47.612263),(11 47.826252),(12 48.48184),(13 48.81731),(14 50.586334),(15 51.081276),(16 51.301178),(17 51.88666),(18 51.86331),(19 53.048653),(20 53.352684),(21 53.04958),(22 53.261185),(23 53.878307),(24 53.832428),(25 54.800957),(26 55.40392),(27 55.48103),(28 55.87107),(29 56.984005),(30 57.2543),(31 57.651196),(32 57.506115),(33 57.597614),(34 57.52615),(35 57.487785),(36 57.768776),(37 57.446686),(38 58.088253),(39 57.724503),(40 57.686558),(41 57.94005),(42 58.489513),(43 58.60573),(44 59.337048),(45 59.098137),(46 59.403114),(47 59.090073),(48 58.961063),(49 58.894627),(50 59.44275),(51 59.05587),(52 59.29261),(53 58.946617),(54 59.96079),(55 60.25423),(56 60.253426),(57 60.50692),(58 60.805977),(59 60.46702),(60 61.19093),(61 61.120995),(62 61.183323),(63 61.090897),(64 60.970547),(65 60.934856),(66 60.697876),(67 61.34568),(68 61.471207),(69 61.199783),(70 61.128826),(71 60.983932),(72 61.126854),(73 60.89926),(74 61.67908),(75 61.35947),(76 61.359215),(77 61.717335),(78 60.810276),(79 60.916363),
(1 25.816013),(2 33.699463),(3 37.170063),(4 40.15271),(5 42.456093),(6 44.41203),(7 45.676994),(8 47.463028),(9 48.75697),(10 49.159958),(11 49.748207),(12 50.02791),(13 49.998806),(14 50.98507),(15 51.702164),(16 52.27999),(17 52.848274),(18 53.3921),(19 54.17164),(20 54.59085),(21 55.09778),(22 55.02395),(23 54.935997),(24 55.28489),(25 55.690937),(26 56.61632),(27 56.954166),(28 56.946774),(29 57.13776),(30 57.795345),(31 58.285637),(32 58.330933),(33 57.724007),(34 57.69665),(35 57.51555),(36 57.54634),(37 57.674225),(38 58.485634),(39 58.12571),(40 58.568466),(41 58.664318),(42 58.86204),(43 58.724934),(44 59.084038),(45 59.11357),(46 60.02927),(47 59.84077),(48 59.914776),(49 59.784885),(50 60.386642),(51 60.363464),(52 61.101532),(53 61.6042),(54 61.57391),(55 62.43496),(56 63.01381),(57 63.342262),(58 63.370434),(59 63.453968),(60 63.20058),(61 63.408634),(62 63.92),(63 63.409706),(64 63.254333),(65 63.55591),(66 63.584778),(67 63.691036),(68 63.50205),(69 64.00912),(70 64.219),(71 63.946342),(72 64.18596),(73 63.97775),(74 64.81609),(75 64.41185),(76 64.256004),(77 64.19053),(78 63.885605),(79 63.898415),
(1 25.670702),(2 33.23731),(3 36.607178),(4 39.707985),(5 41.741158),(6 43.478184),(7 45.02247),(8 46.16207),(9 47.28348),(10 47.86164),(11 48.06912),(12 48.550514),(13 49.05035),(14 50.305695),(15 50.608196),(16 51.529133),(17 52.24321),(18 52.895485),(19 53.633217),(20 54.315887),(21 54.06039),(22 54.125202),(23 54.541515),(24 55.337257),(25 55.48274),(26 56.484043),(27 56.949295),(28 56.840584),(29 57.602783),(30 58.050575),(31 58.82845),(32 58.962536),(33 58.69906),(34 59.238617),(35 59.15009),(36 58.18664),(37 58.090828),(38 59.066277),(39 58.535576),(40 58.334404),(41 58.0633),(42 57.957474),(43 58.493076),(44 58.761734),(45 59.13938),(46 59.680557),(47 59.79434),(48 59.270367),(49 59.39298),(50 59.882736),(51 59.919956),(52 60.14748),(53 59.92653),(54 60.578445),(55 60.721382),(56 61.349392),(57 61.71494),(58 62.168385),(59 61.807384),(60 62.426723),(61 62.736713),(62 63.57173),(63 63.049587),(64 62.86759),(65 62.78328),(66 62.7852),(67 62.715733),(68 62.706802),(69 63.40727),(70 62.957516),(71 62.67857),(72 62.509262),(73 62.636383),(74 62.75694),(75 62.694557),(76 62.381657),(77 62.523865),(78 62.46499),(79 62.508553),
