1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 660339),(2 2712842.3),(3 6521639.5),(4 11929675),(5 19062098),(6 28296762),(7 38665596),(8 54218644),(9 69772650),(10 87531050),(11 108959520),(12 132710340),(13 158302720),(14 189194190),(15 217097490),(16 242432400),(17 269395300),(18 293977900),(19 320609630),(20 349465060),(21 376750850),(22 403612160),(23 426110980),(24 442579550),(25 454132900),(26 462339680),(27 465957630),(28 466828640),(29 463416220),(30 460495070),(31 452660770),(32 444924400),(33 433544450),(34 420228260),(35 403857920),(36 386235870),(37 369127400),(38 349552400),(39 331201800),(40 310614500),(41 288773600),(42 268475870),(43 249064430),(44 230936780),(45 214585780),(46 199638850),(47 186224510),(48 173718130),(49 162516450),(50 153589900),(51 145584030),(52 139465740),(53 134020440),(54 129045570),(55 124918460),(56 121588490),(57 118777060),(58 116272024),(59 114734360),(60 113670550),(61 113413096),(62 113610240),(63 114241630),(64 115705976),(65 116996770),(66 118966070),(67 121853910),(68 125399850),(69 129456030),(70 135034380),(71 140490270),(72 148083310),(73 156706610),(74 166531020),(75 175779060),(76 185382000),(77 195348030),(78 207973460),(79 220096130),
(1 98.574165),(2 104.99428),(3 113.52065),(4 123.8645),(5 129.46579),(6 132.35442),(7 136.9318),(8 143.7376),(9 145.78903),(10 149.29123),(11 153.59354),(12 153.81451),(13 157.13419),(14 157.00227),(15 161.17885),(16 162.57564),(17 163.40988),(18 164.73167),(19 164.66003),(20 165.20232),(21 164.4095),(22 164.74318),(23 164.95992),(24 165.75854),(25 164.67352),(26 164.64429),(27 164.40106),(28 164.09581),(29 164.71048),(30 166.01396),(31 166.89644),(32 166.91985),(33 169.53137),(34 172.63335),(35 171.82623),(36 173.34561),(37 174.6876),(38 177.89293),(39 176.90947),(40 177.54616),(41 179.89201),(42 178.59064),(43 176.25037),(44 177.76949),(45 176.82756),(46 177.1959),(47 176.97955),(48 175.0049),(49 174.90309),(50 174.78102),(51 174.17647),(52 172.93513),(53 174.02904),(54 174.57214),(55 177.42093),(56 176.26775),(57 177.18906),(58 177.35617),(59 182.23116),(60 178.19789),(61 179.43622),(62 178.54309),(63 181.24756),(64 183.14479),(65 183.86305),(66 185.71144),(67 186.48616),(68 184.95001),(69 186.30995),(70 184.14616),(71 185.80478),(72 187.35779),(73 186.90973),(74 188.66269),(75 188.00414),(76 187.10728),(77 187.85796),(78 187.6777),(79 186.23381),
(1 96.58243),(2 101.91165),(3 111.23241),(4 120.68528),(5 126.14445),(6 131.1726),(7 134.67014),(8 139.45757),(9 143.32884),(10 147.0393),(11 152.62189),(12 153.76212),(13 156.07301),(14 157.78369),(15 161.4312),(16 160.2173),(17 163.95204),(18 162.279),(19 164.54547),(20 164.54462),(21 165.67137),(22 164.73627),(23 165.42879),(24 164.75467),(25 165.1115),(26 165.28477),(27 166.90752),(28 167.27089),(29 166.97092),(30 167.5728),(31 167.74612),(32 168.00792),(33 169.99428),(34 172.71423),(35 173.57545),(36 174.97409),(37 175.76582),(38 176.11087),(39 176.75748),(40 177.24008),(41 178.7162),(42 177.50146),(43 176.69006),(44 178.78348),(45 179.13965),(46 177.55719),(47 178.29446),(48 177.22104),(49 175.591),(50 176.29793),(51 174.83734),(52 174.47249),(53 175.27454),(54 173.87653),(55 174.96378),(56 174.42647),(57 178.66531),(58 177.33551),(59 180.08661),(60 177.97406),(61 178.37518),(62 177.39618),(63 179.82256),(64 178.27621),(65 180.02484),(66 181.62111),(67 181.58936),(68 182.43028),(69 182.08406),(70 182.8753),(71 183.39642),(72 185.81482),(73 185.97905),(74 185.5373),(75 185.42744),(76 184.70021),(77 184.25983),(78 183.59538),(79 182.2924),
(1 94.43419),(2 100.08988),(3 109.70572),(4 117.88241),(5 122.789474),(6 128.33667),(7 134.50691),(8 136.70573),(9 143.2611),(10 144.9669),(11 149.56392),(12 150.39316),(13 155.183),(14 154.75351),(15 158.87372),(16 158.91476),(17 161.989),(18 161.73184),(19 165.74724),(20 165.71684),(21 166.08157),(22 165.42839),(23 168.14577),(24 168.53577),(25 170.65178),(26 170.30586),(27 172.1355),(28 171.11403),(29 171.19328),(30 175.20303),(31 175.23146),(32 176.85135),(33 179.45032),(34 182.20107),(35 182.71101),(36 185.70332),(37 184.5278),(38 186.03583),(39 184.96732),(40 183.45747),(41 184.33394),(42 184.88824),(43 183.63689),(44 183.49458),(45 184.06049),(46 181.05426),(47 180.05098),(48 177.98506),(49 176.64944),(50 174.99536),(51 174.78581),(52 172.96483),(53 173.09407),(54 171.8225),(55 172.08281),(56 172.24236),(57 174.14674),(58 172.79764),(59 173.7988),(60 171.41779),(61 172.87624),(62 171.42064),(63 174.50821),(64 175.48627),(65 175.36247),(66 177.59616),(67 177.43692),(68 177.90256),(69 176.99652),(70 178.55759),(71 179.88974),(72 182.3361),(73 182.58192),(74 184.28519),(75 183.43068),(76 183.44063),(77 183.92177),(78 183.25764),(79 183.57967),
(1 95.19105),(2 102.06794),(3 109.24067),(4 117.60391),(5 122.57214),(6 125.69962),(7 131.48828),(8 136.75224),(9 140.0743),(10 143.14262),(11 144.44153),(12 145.67273),(13 150.55693),(14 149.56894),(15 152.1198),(16 152.85815),(17 156.7357),(18 155.43707),(19 157.28563),(20 157.39087),(21 157.16536),(22 156.32043),(23 157.8716),(24 158.3051),(25 159.49487),(26 160.68335),(27 159.85983),(28 158.75613),(29 158.29744),(30 160.22772),(31 160.77774),(32 161.81444),(33 163.87085),(34 167.45967),(35 168.51823),(36 171.38574),(37 170.84761),(38 172.9205),(39 173.36003),(40 171.80576),(41 174.08186),(42 172.46042),(43 172.43512),(44 172.73558),(45 171.79579),(46 170.97865),(47 171.83803),(48 170.18065),(49 169.84065),(50 170.24777),(51 168.42819),(52 168.10634),(53 169.61058),(54 168.11667),(55 167.82758),(56 168.16635),(57 171.33272),(58 169.69272),(59 170.82727),(60 170.7061),(61 171.61447),(62 171.05312),(63 171.49146),(64 173.01814),(65 174.80804),(66 174.60153),(67 174.69835),(68 177.22368),(69 177.47461),(70 177.34573),(71 178.34422),(72 179.321),(73 181.05347),(74 180.42032),(75 179.60693),(76 181.8478),(77 180.64488),(78 179.49716),(79 177.64888),
(1 94.51254),(2 100.989174),(3 107.96064),(4 116.381),(5 121.58216),(6 125.80052),(7 132.8878),(8 137.0961),(9 141.04323),(10 144.2646),(11 145.30899),(12 148.69864),(13 150.23068),(14 152.223),(15 156.13419),(16 157.49904),(17 160.28128),(18 159.90135),(19 160.96014),(20 160.69667),(21 159.45863),(22 159.93274),(23 160.33003),(24 159.08588),(25 160.98886),(26 161.27025),(27 159.03366),(28 160.44217),(29 159.78523),(30 162.3204),(31 162.85239),(32 163.36356),(33 167.16115),(34 169.09515),(35 172.56378),(36 174.14313),(37 172.59178),(38 173.47058),(39 173.45935),(40 172.1702),(41 174.20969),(42 173.20181),(43 171.5091),(44 172.44563),(45 172.68626),(46 170.2498),(47 170.61917),(48 168.78745),(49 168.82462),(50 167.79109),(51 167.04956),(52 165.29868),(53 165.36768),(54 165.36536),(55 164.09927),(56 167.10883),(57 166.16039),(58 165.56252),(59 165.5967),(60 167.54587),(61 168.60663),(62 167.20934),(63 167.25517),(64 168.56206),(65 167.81256),(66 170.8199),(67 170.24365),(68 170.90297),(69 172.47667),(70 172.19347),(71 173.77971),(72 173.8582),(73 175.60469),(74 176.73917),(75 175.66916),(76 176.62578),(77 177.37424),(78 176.23625),(79 175.04276),
(1 95.88503),(2 101.94165),(3 109.17584),(4 118.076195),(5 122.14726),(6 126.11132),(7 133.13707),(8 136.17863),(9 139.85341),(10 142.01007),(11 146.21237),(12 147.97862),(13 152.75594),(14 154.362),(15 157.35805),(16 156.97617),(17 160.17587),(18 159.68698),(19 161.30246),(20 163.10493),(21 163.26503),(22 163.22386),(23 167.2583),(24 167.62135),(25 168.13718),(26 169.59796),(27 171.18074),(28 171.894),(29 173.20413),(30 175.07657),(31 175.60614),(32 176.68521),(33 179.09396),(34 182.23332),(35 183.10686),(36 184.58224),(37 184.44879),(38 186.48459),(39 185.38432),(40 186.30435),(41 187.4082),(42 184.62396),(43 183.60999),(44 183.17397),(45 182.0427),(46 179.813),(47 178.89693),(48 175.26541),(49 175.38972),(50 173.79402),(51 172.78781),(52 170.16843),(53 171.44408),(54 171.20891),(55 170.11731),(56 172.31277),(57 169.3609),(58 168.95123),(59 169.02206),(60 169.73396),(61 169.40056),(62 169.81511),(63 170.75545),(64 171.13965),(65 171.02449),(66 169.78708),(67 170.52266),(68 172.99309),(69 173.31305),(70 172.795),(71 172.37776),(72 173.52573),(73 175.09),(74 174.82684),(75 175.90613),(76 175.4509),(77 174.8332),(78 175.1688),(79 176.23183),
(1 93.43824),(2 98.12386),(3 106.26385),(4 115.23588),(5 118.74611),(6 122.482834),(7 129.6343),(8 133.06836),(9 137.29124),(10 139.34042),(11 142.39032),(12 144.20616),(13 145.31439),(14 146.88864),(15 150.84567),(16 151.93883),(17 152.57925),(18 153.67792),(19 156.55179),(20 156.22792),(21 156.27495),(22 157.3097),(23 156.3011),(24 155.97069),(25 156.04097),(26 156.51778),(27 154.5822),(28 156.26727),(29 155.25455),(30 156.79808),(31 157.99306),(32 158.12718),(33 160.53018),(34 162.66751),(35 164.18855),(36 165.51636),(37 166.0713),(38 168.44147),(39 167.764),(40 167.07127),(41 168.3876),(42 168.25647),(43 165.87231),(44 165.89653),(45 165.71014),(46 164.83047),(47 164.49643),(48 163.11577),(49 162.24875),(50 162.89612),(51 163.48787),(52 162.65797),(53 162.28197),(54 164.86427),(55 164.67603),(56 166.15463),(57 164.6466),(58 167.45117),(59 166.41658),(60 167.63385),(61 167.34007),(62 169.1382),(63 169.2279),(64 171.00117),(65 171.07468),(66 171.9784),(67 173.46175),(68 174.11195),(69 174.96992),(70 176.03098),(71 176.47835),(72 179.1281),(73 178.65283),(74 178.74115),(75 179.14565),(76 178.63486),(77 178.86737),(78 177.52852),(79 176.19832),
(1 91.31882),(2 96.19383),(3 104.33883),(4 111.91479),(5 116.26135),(6 120.954994),(7 127.45272),(8 130.13863),(9 132.10185),(10 136.44322),(11 138.92647),(12 140.79428),(13 143.65039),(14 143.81644),(15 147.39967),(16 147.15169),(17 149.50214),(18 151.2222),(19 152.045),(20 151.52092),(21 150.82693),(22 151.14093),(23 153.62001),(24 154.5454),(25 153.63356),(26 154.17365),(27 155.15329),(28 155.13414),(29 156.3189),(30 157.11862),(31 158.04779),(32 160.35936),(33 161.07275),(34 164.39386),(35 164.09071),(36 163.4972),(37 167.06941),(38 170.11984),(39 167.95313),(40 168.89117),(41 169.424),(42 168.36436),(43 168.27887),(44 168.62483),(45 168.34656),(46 165.32605),(47 164.73917),(48 163.33806),(49 163.02989),(50 161.53398),(51 160.96095),(52 160.38515),(53 159.84676),(54 160.40628),(55 160.25854),(56 161.05225),(57 159.87204),(58 161.37721),(59 159.50352),(60 160.24393),(61 159.7271),(62 159.4018),(63 160.08966),(64 161.57228),(65 161.40689),(66 161.82605),(67 163.70488),(68 164.29329),(69 166.95709),(70 166.74165),(71 167.96701),(72 170.99203),(73 169.60518),(74 169.99571),(75 169.56558),(76 169.80942),(77 170.16747),(78 168.4944),(79 168.0176),
(1 90.96314),(2 97.61005),(3 105.98652),(4 115.94545),(5 118.64904),(6 123.95938),(7 129.63846),(8 134.78775),(9 136.43263),(10 140.11067),(11 142.2719),(12 145.48032),(13 149.96725),(14 150.86662),(15 154.28075),(16 154.90526),(17 157.20244),(18 159.4771),(19 160.25034),(20 161.55048),(21 160.80469),(22 161.62175),(23 164.86119),(24 165.6593),(25 165.60661),(26 166.93921),(27 168.19797),(28 168.26494),(29 169.79262),(30 170.2874),(31 171.77008),(32 172.74333),(33 175.60562),(34 178.741),(35 177.65546),(36 181.18588),(37 180.94882),(38 182.69173),(39 181.88289),(40 181.02553),(41 179.6768),(42 177.82504),(43 176.1499),(44 177.54999),(45 177.82552),(46 173.85669),(47 172.73596),(48 170.48094),(49 168.51018),(50 168.84892),(51 167.42331),(52 165.60205),(53 165.84361),(54 165.80716),(55 165.34294),(56 167.5362),(57 167.27577),(58 168.04378),(59 166.76662),(60 167.18509),(61 168.56752),(62 167.21518),(63 167.73999),(64 170.4006),(65 168.49818),(66 168.86168),(67 170.41791),(68 169.37386),(69 171.83202),(70 171.07697),(71 172.54565),(72 176.36475),(73 173.31918),(74 174.64903),(75 173.32283),(76 173.1928),(77 173.99223),(78 173.60571),(79 171.50781),
(1 89.755264),(2 95.44295),(3 102.32851),(4 110.79437),(5 114.910934),(6 118.4324),(7 122.89719),(8 125.20071),(9 129.67125),(10 132.60477),(11 134.93117),(12 136.32011),(13 139.22366),(14 140.66168),(15 142.23001),(16 142.35014),(17 145.36829),(18 148.22916),(19 147.2125),(20 147.51393),(21 145.92148),(22 147.95683),(23 146.85106),(24 147.76578),(25 147.3648),(26 147.93654),(27 149.35179),(28 149.1433),(29 149.6317),(30 149.082),(31 151.5385),(32 151.73029),(33 154.6447),(34 157.23285),(35 156.58551),(36 158.39682),(37 158.7462),(38 162.4003),(39 161.09895),(40 160.9962),(41 161.97057),(42 161.91045),(43 161.71674),(44 162.22795),(45 161.33661),(46 160.07622),(47 161.25253),(48 159.52658),(49 159.56564),(50 158.3436),(51 158.14598),(52 158.47961),(53 156.45503),(54 157.20964),(55 156.1478),(56 157.95343),(57 157.50531),(58 158.00449),(59 157.59567),(60 155.7836),(61 157.90332),(62 157.54663),(63 156.45459),(64 158.66081),(65 158.24799),(66 157.39201),(67 159.86765),(68 161.12976),(69 160.25267),(70 160.88219),(71 162.67702),(72 164.03842),(73 162.94588),(74 165.4299),(75 163.22452),(76 163.81642),(77 162.81465),(78 164.36804),(79 161.15735),
(1 91.16099),(2 97.06151),(3 105.89579),(4 114.25394),(5 118.98574),(6 122.582115),(7 127.696434),(8 130.50163),(9 136.10326),(10 137.90361),(11 140.48862),(12 142.96396),(13 145.49925),(14 148.10742),(15 149.50755),(16 150.2839),(17 153.03076),(18 152.51762),(19 153.76233),(20 155.88702),(21 153.55615),(22 155.61563),(23 155.36827),(24 154.89749),(25 153.73476),(26 155.41661),(27 155.65219),(28 155.5865),(29 157.51228),(30 159.04109),(31 160.67752),(32 161.44124),(33 162.67226),(34 167.52383),(35 167.9833),(36 169.48213),(37 170.11414),(38 170.5028),(39 170.61197),(40 171.26147),(41 171.3145),(42 170.54808),(43 171.30928),(44 170.52032),(45 170.66934),(46 169.56447),(47 170.18541),(48 167.99489),(49 167.08759),(50 164.7884),(51 165.6169),(52 164.76585),(53 165.86267),(54 165.02126),(55 165.16185),(56 166.3777),(57 165.31403),(58 165.9456),(59 166.16312),(60 166.01752),(61 166.83194),(62 167.22647),(63 166.73976),(64 169.34418),(65 168.26488),(66 167.46011),(67 167.99898),(68 168.62053),(69 168.00346),(70 170.6197),(71 171.14716),(72 173.75385),(73 172.5245),(74 173.94022),(75 172.95224),(76 173.48254),(77 173.39249),(78 173.85211),(79 172.90228),
(1 85.513435),(2 91.27058),(3 100.36982),(4 106.633354),(5 111.29537),(6 113.66158),(7 121.05203),(8 124.86803),(9 129.1998),(10 131.89034),(11 133.42218),(12 133.36308),(13 137.54858),(14 140.2976),(15 142.36545),(16 141.29688),(17 144.50319),(18 144.92523),(19 147.90044),(20 147.6629),(21 148.79349),(22 148.9253),(23 150.28539),(24 152.97656),(25 152.72046),(26 156.97717),(27 156.40646),(28 158.72629),(29 160.25206),(30 160.90927),(31 162.03738),(32 162.3502),(33 164.50343),(34 168.00453),(35 168.53545),(36 169.55147),(37 169.35327),(38 169.49649),(39 168.08717),(40 168.29524),(41 168.47713),(42 166.14095),(43 165.8056),(44 165.88748),(45 163.91933),(46 162.49298),(47 162.02269),(48 160.36343),(49 158.9474),(50 157.06117),(51 155.88913),(52 155.0973),(53 155.13774),(54 153.7141),(55 155.21584),(56 154.0949),(57 153.62662),(58 153.16075),(59 155.18993),(60 152.46346),(61 153.55812),(62 152.75844),(63 154.74307),(64 156.92633),(65 155.93143),(66 157.26819),(67 155.95062),(68 156.88045),(69 156.49646),(70 157.41293),(71 157.56317),(72 157.6112),(73 158.11827),(74 158.32951),(75 158.17232),(76 159.82571),(77 159.2958),(78 158.76913),(79 159.66005),
(1 85.77688),(2 92.335396),(3 101.226814),(4 106.876076),(5 113.33639),(6 115.75006),(7 121.93264),(8 124.56141),(9 128.48825),(10 129.82877),(11 134.66924),(12 134.21768),(13 138.1315),(14 139.07115),(15 140.77435),(16 141.07912),(17 145.5744),(18 146.0928),(19 146.84035),(20 148.75807),(21 147.89357),(22 148.24348),(23 147.40845),(24 147.55083),(25 148.0139),(26 149.92867),(27 148.60936),(28 150.00365),(29 149.0092),(30 150.67018),(31 151.72902),(32 152.49109),(33 153.86449),(34 157.47873),(35 157.5244),(36 160.83212),(37 160.95001),(38 162.04031),(39 161.17972),(40 162.49765),(41 163.45259),(42 161.50552),(43 163.033),(44 162.13132),(45 162.46158),(46 162.57292),(47 161.76717),(48 161.25705),(49 160.77255),(50 158.5393),(51 159.3837),(52 159.1096),(53 158.68669),(54 158.73059),(55 161.1463),(56 159.76585),(57 159.2254),(58 161.14714),(59 162.45409),(60 161.40125),(61 161.54892),(62 161.41899),(63 162.17336),(64 163.33015),(65 163.62982),(66 164.90024),(67 165.33537),(68 165.3534),(69 164.20088),(70 164.86642),(71 166.30801),(72 166.46341),(73 167.98187),(74 166.92244),(75 165.94981),(76 166.8463),(77 167.27036),(78 166.0595),(79 166.56876),
(1 86.13597),(2 92.09657),(3 101.423904),(4 106.80347),(5 114.370705),(6 117.84184),(7 124.11229),(8 127.61904),(9 132.10432),(10 133.92769),(11 136.92107),(12 139.56761),(13 140.34447),(14 141.89095),(15 144.30948),(16 144.90622),(17 146.17122),(18 146.25854),(19 148.16225),(20 148.62988),(21 148.5821),(22 147.91913),(23 148.05348),(24 147.50423),(25 147.3662),(26 147.72551),(27 147.35193),(28 147.82632),(29 148.7607),(30 148.61967),(31 148.80106),(32 150.77898),(33 153.1558),(34 157.00925),(35 156.8467),(36 158.37471),(37 159.99135),(38 161.93726),(39 159.8012),(40 160.28348),(41 160.77992),(42 160.92435),(43 161.4694),(44 160.0569),(45 159.8813),(46 158.65485),(47 158.23494),(48 157.89677),(49 156.84126),(50 154.32564),(51 156.32436),(52 155.83826),(53 154.68489),(54 154.72978),(55 155.14296),(56 153.63092),(57 155.28596),(58 156.0551),(59 156.05376),(60 154.64891),(61 155.50601),(62 156),(63 156.52594),(64 158.57578),(65 157.49506),(66 160.78638),(67 161.64377),(68 159.92073),(69 161.13007),(70 161.54848),(71 163.75003),(72 164.43486),(73 166.07407),(74 164.88927),(75 163.2446),(76 164.60083),(77 164.79764),(78 165.401),(79 164.88333),
(1 83.806526),(2 89.687584),(3 98.86248),(4 105.23509),(5 111.091675),(6 114.69107),(7 119.19064),(8 122.490295),(9 127.73076),(10 129.76279),(11 134.44753),(12 134.88573),(13 138.26317),(14 139.38005),(15 140.97263),(16 141.64995),(17 145.608),(18 145.0821),(19 145.10718),(20 148.2219),(21 147.33165),(22 148.42279),(23 149.95709),(24 151.74883),(25 152.44922),(26 154.53413),(27 154.97705),(28 155.70705),(29 157.07703),(30 156.28569),(31 158.12885),(32 157.04301),(33 159.8912),(34 162.40508),(35 162.65933),(36 163.25366),(37 164.5288),(38 165.64275),(39 166.07431),(40 165.75552),(41 167.13272),(42 166.72966),(43 164.97586),(44 163.88742),(45 162.80302),(46 161.85698),(47 160.92827),(48 158.53043),(49 158.58284),(50 155.61032),(51 155.85117),(52 154.68166),(53 155.85245),(54 156.08336),(55 155.33548),(56 155.7368),(57 156.5636),(58 156.10112),(59 157.18202),(60 157.54066),(61 155.6303),(62 156.90508),(63 156.04106),(64 158.4143),(65 157.17255),(66 157.27449),(67 158.86165),(68 157.6158),(69 158.04063),(70 158.73656),(71 158.98967),(72 161.49132),(73 162.62718),(74 160.45448),(75 159.20284),(76 160.03659),(77 158.99466),(78 159.56761),(79 159.95407),
(1 83.67473),(2 91.35348),(3 99.75126),(4 105.980995),(5 111.2333),(6 115.26088),(7 120.15874),(8 123.55449),(9 127.58037),(10 130.1001),(11 132.7278),(12 134.39018),(13 138.54707),(14 139.74416),(15 141.71028),(16 143.97208),(17 145.64801),(18 145.69122),(19 147.21738),(20 147.64125),(21 147.24524),(22 147.81905),(23 147.25969),(24 146.61441),(25 146.60239),(26 148.01607),(27 147.72012),(28 148.70976),(29 147.78224),(30 150.21219),(31 150.91711),(32 151.13144),(33 151.29851),(34 155.12502),(35 155.98276),(36 156.2178),(37 157.74811),(38 157.72992),(39 157.81201),(40 157.86298),(41 159.31673),(42 158.7817),(43 158.0027),(44 158.28815),(45 158.28604),(46 158.23297),(47 158.08594),(48 156.76347),(49 155.44865),(50 155.08258),(51 155.17009),(52 153.49142),(53 154.42299),(54 155.10718),(55 154.5482),(56 155.78693),(57 155.15143),(58 154.74843),(59 154.33885),(60 156.3169),(61 155.714),(62 157.6399),(63 156.66591),(64 159.14029),(65 159.05795),(66 160.69911),(67 160.58412),(68 160.94418),(69 161.52608),(70 161.83145),(71 161.708),(72 164.0799),(73 163.66948),(74 163.74232),(75 164.34625),(76 165.21886),(77 163.77388),(78 162.7749),(79 162.24144),
(1 80.680504),(2 88.302536),(3 96.525185),(4 103.097466),(5 109.014824),(6 112.33262),(7 115.06242),(8 117.77467),(9 121.36092),(10 125.63353),(11 127.90345),(12 130.10188),(13 132.95724),(14 133.96654),(15 136.87569),(16 136.3962),(17 140.61792),(18 141.53888),(19 142.16055),(20 145.2304),(21 144.47192),(22 144.97386),(23 143.69508),(24 144.32315),(25 144.45833),(26 144.39694),(27 143.32446),(28 143.18126),(29 143.64165),(30 146.15302),(31 146.78352),(32 146.59097),(33 148.16771),(34 150.10687),(35 151.22125),(36 151.37476),(37 152.64961),(38 153.96867),(39 154.00873),(40 154.48756),(41 155.04709),(42 156.45679),(43 154.2571),(44 154.72752),(45 154.96747),(46 154.75859),(47 154.28569),(48 153.00438),(49 152.91559),(50 152.38885),(51 151.18459),(52 151.02025),(53 151.17982),(54 152.26315),(55 152.56706),(56 153.8643),(57 154.40811),(58 153.88763),(59 155.25487),(60 155.45685),(61 154.88625),(62 154.15773),(63 153.77524),(64 156.28049),(65 155.86024),(66 156.37262),(67 156.2957),(68 157.06992),(69 156.03595),(70 156.48698),(71 159.4638),(72 160.10735),(73 162.6316),(74 162.05115),(75 162.34924),(76 163.88118),(77 163.59975),(78 163.38545),(79 163.89606),
(1 80.98708),(2 88.37711),(3 95.93745),(4 104.15343),(5 108.5164),(6 115.29413),(7 118.032684),(8 122.091225),(9 125.63126),(10 128.06),(11 129.76239),(12 133.60736),(13 135.75215),(14 137.06477),(15 141.24971),(16 140.41899),(17 142.85823),(18 143.42804),(19 146.17752),(20 147.05405),(21 146.48381),(22 147.60464),(23 148.56807),(24 148.90927),(25 150.73871),(26 149.87791),(27 151.17622),(28 151.44414),(29 153.09976),(30 154.47922),(31 155.28532),(32 156.41414),(33 157.36128),(34 159.30034),(35 159.08958),(36 159.39952),(37 159.68399),(38 161.9139),(39 161.06279),(40 159.52406),(41 159.4351),(42 159.56891),(43 159.06615),(44 157.39003),(45 158.36484),(46 157.60353),(47 156.71886),(48 155.40305),(49 153.6216),(50 153.90366),(51 152.30649),(52 151.91176),(53 151.21846),(54 151.67982),(55 152.28162),(56 152.78592),(57 152.1697),(58 152.79642),(59 154.42844),(60 152.94797),(61 153.82593),(62 152.37453),(63 153.32028),(64 154.39696),(65 154.21184),(66 155.27623),(67 155.86342),(68 153.9662),(69 154.41101),(70 154.02728),(71 156.68149),(72 157.58011),(73 157.51309),(74 157.82967),(75 158.29337),(76 159.45766),(77 159.08603),(78 160.36237),(79 159.50562),
