1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11790.065),(2 36594.67),(3 72158.445),(4 110662.43),(5 150138.77),(6 192808.7),(7 236365.92),(8 284523.03),(9 334768.06),(10 384643.16),(11 445370.13),(12 497921.88),(13 562668.3),(14 624126.06),(15 690301.2),(16 756456.06),(17 818312.5),(18 868651.5),(19 911127.56),(20 955635.7),(21 1005083.7),(22 1050274.1),(23 1096230.6),(24 1142843.9),(25 1187309.4),(26 1236738.3),(27 1269800.4),(28 1307204.5),(29 1349311),(30 1384902.4),(31 1416599.5),(32 1435152.4),(33 1464704),(34 1493715.4),(35 1529082),(36 1555532.4),(37 1580274.9),(38 1589772),(39 1604690),(40 1617752),(41 1637327.6),(42 1661101),(43 1684459.4),(44 1687903.6),(45 1704989.6),(46 1718164.6),(47 1742699),(48 1762717.1),(49 1793975.4),(50 1833960.6),(51 1890874.6),(52 1956579.4),(53 2033632.5),(54 2098077.8),(55 2182046.8),(56 2246608.3),(57 2315227),(58 2367534.3),(59 2412108.8),(60 2458222),(61 2511018),(62 2558702.3),(63 2623069.3),(64 2677804),(65 2760106.3),(66 2854778.3),(67 2961093),(68 3084493.3),(69 3212770.8),(70 3329463.3),(71 3452508),(72 3542863),(73 3635067),(74 3689759.8),(75 3740323.8),(76 3778448.3),(77 3817451.3),(78 3840953.8),(79 3882134.3),
(1 101.00887),(2 136.80554),(3 159.12091),(4 172.40889),(5 183.15732),(6 192.40028),(7 200.92816),(8 208.86143),(9 215.82446),(10 220.74098),(11 225.35332),(12 232.29843),(13 239.37949),(14 242.78725),(15 248.08096),(16 251.82231),(17 254.7688),(18 256.1555),(19 262.57944),(20 265.68),(21 271.1171),(22 275.27255),(23 278.8785),(24 282.23755),(25 284.56082),(26 287.7221),(27 289.309),(28 292.51804),(29 292.9448),(30 294.4421),(31 294.68802),(32 294.0542),(33 295.88474),(34 293.97562),(35 292.74835),(36 292.15823),(37 289.83502),(38 288.5227),(39 286.29456),(40 284.39932),(41 281.79242),(42 280.72873),(43 278.91406),(44 275.42435),(45 273.45605),(46 269.59424),(47 267.72678),(48 265.8929),(49 264.47437),(50 263.76822),(51 262.70065),(52 260.0561),(53 257.7847),(54 255.22989),(55 253.72017),(56 249.32877),(57 249.47722),(58 250.17477),(59 252.13823),(60 254.59505),(61 255.8991),(62 260.70963),(63 262.06912),(64 263.7262),(65 262.65356),(66 266.71295),(67 269.70703),(68 272.9343),(69 279.01007),(70 281.89468),(71 285.51923),(72 291.0799),(73 297.48816),(74 302.56427),(75 308.827),(76 313.18015),(77 321.58044),(78 327.9203),(79 334.0345),
(1 101.18314),(2 136.0782),(3 156.1197),(4 169.62634),(5 183.26869),(6 194.99104),(7 203.67111),(8 210.58858),(9 217.20335),(10 225.16689),(11 232.07613),(12 237.38591),(13 241.75943),(14 244.15167),(15 248.97551),(16 252.6352),(17 257.60175),(18 262.23062),(19 266.87854),(20 270.6744),(21 276.71448),(22 280.4197),(23 284.7529),(24 286.32767),(25 288.52182),(26 290.53546),(27 290.1061),(28 296.27448),(29 294.06198),(30 295.1659),(31 295.33878),(32 297.08185),(33 296.77597),(34 295.21405),(35 295.13437),(36 293.93356),(37 292.8343),(38 291.09726),(39 286.89185),(40 285.70404),(41 283.85977),(42 282.42984),(43 279.9584),(44 274.8075),(45 274.8597),(46 272.03595),(47 270.7271),(48 267.20462),(49 264.51422),(50 263.49435),(51 261.7321),(52 258.42123),(53 256.20193),(54 253.69902),(55 252.76749),(56 249.80962),(57 249.19753),(58 248.19043),(59 250.1096),(60 252.9386),(61 254.65121),(62 258.0969),(63 259.98218),(64 260.03275),(65 259.53577),(66 265.05115),(67 267.15228),(68 269.1867),(69 274.94373),(70 277.84772),(71 281.277),(72 287.2124),(73 292.78745),(74 296.89175),(75 301.31754),(76 308.20795),(77 317.91766),(78 325.39005),(79 329.73404),
(1 99.871574),(2 136.12706),(3 156.00514),(4 168.95233),(5 183.15593),(6 193.49333),(7 202.80035),(8 210.24313),(9 216.86916),(10 221.1753),(11 224.17545),(12 230.32191),(13 235.28728),(14 238.51762),(15 243.55247),(16 245.96687),(17 249.94794),(18 253.40034),(19 257.2228),(20 260.91492),(21 266.5441),(22 265.35208),(23 269.98788),(24 274.25),(25 277.1912),(26 277.76822),(27 278.8056),(28 280.85904),(29 282.33295),(30 281.98984),(31 281.38358),(32 282.41403),(33 282.337),(34 281.6213),(35 280.9916),(36 282.3174),(37 279.29572),(38 277.9823),(39 273.06583),(40 271.569),(41 268.96402),(42 266.7613),(43 266.54553),(44 262.98056),(45 259.22485),(46 257.2257),(47 254.1388),(48 253.9547),(49 252.64948),(50 251.30507),(51 250.03172),(52 248.97203),(53 247.59026),(54 244.40869),(55 243.13725),(56 240.19331),(57 239.86331),(58 239.7119),(59 240.12155),(60 243.00368),(61 244.0641),(62 248.82127),(63 250.57329),(64 251.81311),(65 252.54234),(66 255.69388),(67 257.3943),(68 261.3378),(69 266.48453),(70 267.63934),(71 269.28308),(72 274.97482),(73 278.69244),(74 281.33173),(75 286.28253),(76 289.66022),(77 294.81982),(78 299.77347),(79 303.01703),
(1 97.040504),(2 131.49825),(3 152.52773),(4 166.77745),(5 176.76044),(6 188.4112),(7 195.99669),(8 203.14507),(9 209.71431),(10 215.76537),(11 219.76093),(12 222.514),(13 228.63597),(14 233.89249),(15 238.03107),(16 243.07736),(17 247.96104),(18 250.2817),(19 252.30244),(20 254.00272),(21 259.7635),(22 261.56512),(23 264.92676),(24 264.9841),(25 266.64282),(26 267.5745),(27 268.9409),(28 268.36343),(29 269.5395),(30 270.85645),(31 272.6248),(32 272.59518),(33 272.1912),(34 272.28253),(35 271.45944),(36 269.562),(37 268.5731),(38 266.82697),(39 265.0967),(40 263.00854),(41 260.8449),(42 257.84128),(43 255.5336),(44 252.25665),(45 251.19234),(46 250.2191),(47 251.85425),(48 250.14822),(49 248.9836),(50 248.54335),(51 247.01231),(52 244.85887),(53 242.13287),(54 238.51332),(55 237.06676),(56 233.49982),(57 232.41946),(58 235.19716),(59 235.22963),(60 235.43495),(61 237.79646),(62 241.24286),(63 244.9218),(64 248.68747),(65 248.31277),(66 251.09108),(67 253.1962),(68 255.97429),(69 258.1039),(70 258.68488),(71 261.68185),(72 263.4469),(73 267.80988),(74 273.26035),(75 277.40656),(76 282.7663),(77 287.888),(78 293.8475),(79 297.4389),
(1 96.5487),(2 131.75075),(3 152.86719),(4 165.76414),(5 175.97444),(6 187.86862),(7 197.42575),(8 203.96933),(9 211.7967),(10 216.38377),(11 220.93607),(12 223.66982),(13 229.87001),(14 234.40297),(15 236.40094),(16 241.14189),(17 247.37057),(18 250.53053),(19 252.87856),(20 258.19623),(21 263.79855),(22 266.76614),(23 269.18253),(24 269.78525),(25 271.81482),(26 274.9616),(27 276.89987),(28 278.91162),(29 279.80527),(30 278.8262),(31 280.80814),(32 280.444),(33 281.69702),(34 281.58276),(35 281.75684),(36 282.19052),(37 281.0394),(38 278.9631),(39 277.0565),(40 275.8142),(41 271.9862),(42 268.00153),(43 265.23602),(44 262.87607),(45 260.37982),(46 258.70117),(47 258.41217),(48 257.37906),(49 255.02689),(50 253.93147),(51 252.51418),(52 248.3736),(53 245.93932),(54 242.86842),(55 241.00021),(56 238.1423),(57 237.37962),(58 240.65143),(59 242.41458),(60 243.83865),(61 246.54178),(62 248.78185),(63 249.96455),(64 252.12186),(65 252.88564),(66 253.29288),(67 256.03763),(68 259.69528),(69 263.53864),(70 266.04938),(71 269.6557),(72 270.70825),(73 276.9563),(74 281.60312),(75 285.56873),(76 293.3892),(77 298.2534),(78 303.71497),(79 305.63376),
(1 96.19184),(2 130.97054),(3 149.52876),(4 163.10654),(5 174.51521),(6 184.87218),(7 194.42192),(8 202.2338),(9 210.68268),(10 216.78058),(11 222.0456),(12 226.59984),(13 233.71024),(14 237.24208),(15 242.69351),(16 244.48059),(17 249.52953),(18 253.4124),(19 254.4437),(20 260.52057),(21 262.31384),(22 265.06235),(23 267.52307),(24 269.08554),(25 271.5155),(26 273.07535),(27 273.7152),(28 277.87387),(29 279.94202),(30 279.2462),(31 280.1041),(32 283.30704),(33 284.54874),(34 284.86786),(35 284.91544),(36 283.35886),(37 282.4012),(38 281.2084),(39 277.30295),(40 275.09915),(41 271.5335),(42 269.35526),(43 267.9511),(44 264.42944),(45 263.97113),(46 260.0168),(47 257.30692),(48 255.24173),(49 252.13226),(50 252.45854),(51 250.83484),(52 249.15161),(53 245.32274),(54 240.18889),(55 237.1575),(56 234.19984),(57 232.73041),(58 235.09305),(59 235.17436),(60 236.3873),(61 238.14066),(62 240.20656),(63 243.10292),(64 244.49132),(65 245.31647),(66 248.56209),(67 252.19374),(68 255.35707),(69 261.93735),(70 264.7783),(71 268.49933),(72 273.3406),(73 280.43933),(74 285.0667),(75 289.55414),(76 296.3574),(77 300.5809),(78 306.52966),(79 309.26202),
(1 94.705574),(2 129.42035),(3 148.36217),(4 161.52249),(5 172.83066),(6 182.47542),(7 190.65045),(8 198.56464),(9 207.93239),(10 210.93651),(11 214.62456),(12 219.54094),(13 225.17345),(14 226.82089),(15 231.62373),(16 234.89565),(17 238.52327),(18 240.73145),(19 243.20207),(20 247.49901),(21 250.96037),(22 252.98354),(23 252.9976),(24 255.44374),(25 257.0702),(26 257.31232),(27 257.1422),(28 259.89188),(29 259.64838),(30 258.6822),(31 259.87628),(32 260.22568),(33 261.1574),(34 260.83447),(35 260.49097),(36 258.77878),(37 256.90768),(38 257.1591),(39 254.97917),(40 254.11536),(41 250.35095),(42 248.8274),(43 250.83795),(44 248.51686),(45 247.0027),(46 244.77615),(47 244.43408),(48 242.06311),(49 239.00725),(50 239.01755),(51 237.93764),(52 237.07674),(53 236.73045),(54 231.32368),(55 230.92763),(56 227.86407),(57 228.4719),(58 229.36006),(59 230.36932),(60 232.04547),(61 234.75023),(62 236.32495),(63 240.2325),(64 237.56491),(65 239.26004),(66 243.00854),(67 245.26051),(68 247.19618),(69 255.64581),(70 258.1368),(71 262.26303),(72 264.6454),(73 271.68875),(74 274.59116),(75 279.0958),(76 286.7582),(77 290.91263),(78 295.65585),(79 300.91205),
(1 94.97393),(2 128.98169),(3 148.2257),(4 161.99557),(5 172.6914),(6 182.92224),(7 191.2289),(8 196.3222),(9 203.27347),(10 207.51692),(11 213.57193),(12 216.98744),(13 222.02226),(14 225.80157),(15 228.14633),(16 233.33755),(17 236.04631),(18 240.72845),(19 241.61713),(20 243.74828),(21 248.0734),(22 249.56744),(23 251.24968),(24 253.93968),(25 256.20047),(26 255.13315),(27 252.78218),(28 256.4068),(29 257.03),(30 256.06058),(31 256.32864),(32 255.8587),(33 255.42102),(34 254.5952),(35 253.79816),(36 252.56897),(37 252.35616),(38 251.71986),(39 248.49341),(40 249.24689),(41 247.05711),(42 244.96663),(43 243.68684),(44 240.83728),(45 240.83876),(46 239.6658),(47 238.2225),(48 236.82019),(49 232.92758),(50 234.88031),(51 232.15306),(52 231.6979),(53 230.91887),(54 227.03351),(55 226.51775),(56 224.59836),(57 225.23631),(58 227.63712),(59 228.04675),(60 231.90129),(61 232.94652),(62 234.84016),(63 236.8878),(64 239.08127),(65 241.32445),(66 242.76393),(67 245.99501),(68 247.56198),(69 251.65628),(70 258.91876),(71 260.75043),(72 263.88043),(73 272.01413),(74 277.28906),(75 281.91336),(76 288.55756),(77 293.1146),(78 297.85236),(79 304.23495),
(1 93.44025),(2 126.24944),(3 143.99278),(4 156.90942),(5 166.08025),(6 177.13422),(7 186.75305),(8 193.69621),(9 201.22751),(10 207.56848),(11 214.25934),(12 219.27374),(13 226.06197),(14 231.11356),(15 236.85666),(16 241.60744),(17 246.63918),(18 251.68901),(19 255.30754),(20 258.06808),(21 262.78574),(22 266.00912),(23 267.27893),(24 270.1386),(25 272.64462),(26 274.4413),(27 272.96106),(28 272.93048),(29 272.0479),(30 269.84674),(31 269.26117),(32 270.33664),(33 271.634),(34 270.20227),(35 267.9826),(36 265.29904),(37 264.5082),(38 259.63074),(39 258.6158),(40 256.78513),(41 252.57549),(42 250.96411),(43 248.49265),(44 243.09297),(45 242.42848),(46 241.47722),(47 238.78825),(48 239.5095),(49 236.87126),(50 235.62978),(51 233.93794),(52 231.85081),(53 230.73569),(54 227.0681),(55 226.4575),(56 223.55296),(57 224.43994),(58 224.71666),(59 226.92865),(60 228.73721),(61 227.68579),(62 229.76471),(63 232.83824),(64 233.99748),(65 237.2852),(66 240.31357),(67 244.10504),(68 248.32814),(69 253.064),(70 258.55475),(71 261.43884),(72 265.7735),(73 274.9624),(74 278.4185),(75 283.62024),(76 288.9961),(77 292.2499),(78 298.27325),(79 301.45297),
(1 93.412834),(2 126.63843),(3 148.09807),(4 160.43954),(5 170.87189),(6 179.85075),(7 188.68102),(8 196.59967),(9 205.7869),(10 210.09398),(11 215.16252),(12 219.91492),(13 226.97166),(14 231.6014),(15 236.26451),(16 239.80176),(17 245.40184),(18 249.22966),(19 255.03627),(20 257.3391),(21 262.65088),(22 265.36856),(23 268.6934),(24 269.5387),(25 272.07092),(26 272.8679),(27 275.88943),(28 277.6299),(29 278.28864),(30 276.57913),(31 277.74414),(32 277.90982),(33 279.04468),(34 279.26465),(35 277.2381),(36 275.3484),(37 274.28937),(38 272.82233),(39 272.22824),(40 270.29367),(41 266.46872),(42 265.37708),(43 261.93982),(44 256.129),(45 254.36719),(46 251.5625),(47 250.04195),(48 248.22926),(49 246.60844),(50 245.92017),(51 244.01985),(52 241.88438),(53 241.07367),(54 236.67723),(55 235.75664),(56 232.84468),(57 234.09218),(58 235.00931),(59 235.9349),(60 239.05122),(61 239.06439),(62 242.08476),(63 242.87926),(64 243.69862),(65 245.40546),(66 249.8548),(67 255.85997),(68 260.19662),(69 266.11438),(70 272.03305),(71 276.823),(72 280.96466),(73 289.04605),(74 293.083),(75 296.90515),(76 303.35953),(77 307.4611),(78 313.91687),(79 321.8288),
(1 92.171),(2 123.955574),(3 144.1167),(4 155.49225),(5 165.55156),(6 174.59167),(7 183.28398),(8 190.93803),(9 200.15399),(10 203.5515),(11 208.1073),(12 212.63876),(13 219.68217),(14 224.0453),(15 230.2717),(16 232.76448),(17 236.32535),(18 241.13188),(19 246.67114),(20 252.72098),(21 258.51535),(22 261.92715),(23 266.85),(24 268.25937),(25 271.11978),(26 273.6637),(27 275.88644),(28 278.7594),(29 277.97498),(30 278.34042),(31 280.81696),(32 279.6624),(33 282.1332),(34 280.19907),(35 280.61197),(36 280.77142),(37 278.83786),(38 277.77075),(39 278.539),(40 276.83966),(41 274.58627),(42 270.2584),(43 265.95728),(44 262.2774),(45 259.11475),(46 255.45576),(47 254.0499),(48 252.2184),(49 248.47125),(50 247.07057),(51 242.61592),(52 238.33794),(53 236.25989),(54 231.92668),(55 228.8934),(56 225.5735),(57 226.41112),(58 227.86418),(59 228.1658),(60 227.8725),(61 229.36105),(62 232.41975),(63 236.9172),(64 238.61346),(65 240.76846),(66 245.129),(67 250.7639),(68 256.28918),(69 260.8569),(70 263.41534),(71 267.84412),(72 269.05533),(73 276.48373),(74 279.60532),(75 284.09738),(76 289.18216),(77 292.92227),(78 301.19296),(79 305.9474),
(1 92.09082),(2 124.24973),(3 143.45976),(4 157.00443),(5 166.80586),(6 175.53633),(7 185.21411),(8 194.46912),(9 201.42848),(10 208.54085),(11 213.22473),(12 216.9922),(13 222.49483),(14 229.08),(15 234.63933),(16 240.02199),(17 243.73271),(18 248.8388),(19 254.57028),(20 258.88867),(21 261.4447),(22 266.1791),(23 268.79202),(24 271.02173),(25 274.23935),(26 276.75037),(27 278.5257),(28 279.36166),(29 281.6794),(30 281.5241),(31 280.33432),(32 281.03543),(33 282.64493),(34 282.19754),(35 281.0242),(36 278.27893),(37 276.91345),(38 275.44547),(39 274.81586),(40 273.56454),(41 270.67395),(42 267.6922),(43 263.8493),(44 260.4797),(45 258.3889),(46 255.48871),(47 252.95534),(48 249.68323),(49 246.86769),(50 244.66315),(51 242.08092),(52 242.63963),(53 237.63904),(54 232.53183),(55 229.11897),(56 226.44641),(57 225.55727),(58 228.80405),(59 229.09685),(60 230.39589),(61 232.60977),(62 236.56361),(63 239.39464),(64 242.87819),(65 245.40602),(66 250.60474),(67 255.90288),(68 260.5387),(69 265.55606),(70 267.44604),(71 269.32367),(72 271.4156),(73 276.7325),(74 282.94083),(75 288.92975),(76 292.56598),(77 296.10916),(78 303.07675),(79 306.90717),
(1 88.38853),(2 119.85403),(3 139.5698),(4 154.94917),(5 164.20673),(6 175.0278),(7 182.795),(8 190.56537),(9 198.09131),(10 203.89735),(11 209.06009),(12 213.63072),(13 218.47112),(14 221.72026),(15 227.50102),(16 231.7219),(17 236.01604),(18 240.50679),(19 245.18874),(20 247.15735),(21 252.17796),(22 256.55637),(23 257.35843),(24 259.31198),(25 261.25827),(26 264.2396),(27 264.9882),(28 266.73334),(29 267.56363),(30 267.5379),(31 266.15982),(32 266.04535),(33 266.51837),(34 264.531),(35 265.02353),(36 263.04602),(37 262.9749),(38 261.12076),(39 260.15936),(40 257.67896),(41 254.8088),(42 251.44856),(43 247.01102),(44 245.82133),(45 243.94087),(46 242.49074),(47 241.6466),(48 239.16261),(49 237.96881),(50 234.49316),(51 232.84581),(52 231.56424),(53 229.29628),(54 224.06236),(55 222.67961),(56 218.55507),(57 219.4745),(58 221.5791),(59 223.2708),(60 224.97285),(61 227.3486),(62 229.21588),(63 232.33641),(64 233.0962),(65 235.57314),(66 239.5967),(67 243.11003),(68 245.26889),(69 252.55472),(70 254.37122),(71 258.4837),(72 260.74255),(73 266.6278),(74 272.20914),(75 275.84164),(76 282.36694),(77 286.06223),(78 294.09506),(79 297.49112),
(1 89.09084),(2 120.90409),(3 139.56902),(4 154.19217),(5 162.17183),(6 173.23964),(7 180.33319),(8 188.28172),(9 194.79942),(10 199.08562),(11 204.50676),(12 209.24985),(13 214.23198),(14 218.11943),(15 221.54031),(16 225.4266),(17 228.46588),(18 231.68213),(19 232.69579),(20 236.70505),(21 239.39401),(22 241.77817),(23 242.68318),(24 244.46687),(25 246.63194),(26 248.46324),(27 250.76572),(28 254.0545),(29 256.42624),(30 256.46683),(31 255.85243),(32 255.27689),(33 256.4549),(34 255.15256),(35 255.86855),(36 255.33533),(37 253.84015),(38 253.58012),(39 250.60138),(40 247.35524),(41 243.85191),(42 243.09059),(43 241.99184),(44 239.1376),(45 239.24812),(46 234.76283),(47 234.31839),(48 232.95729),(49 231.1745),(50 230.94363),(51 230.67198),(52 228.2924),(53 226.6276),(54 223.0558),(55 221.75296),(56 218.09868),(57 218.38521),(58 218.24443),(59 219.32059),(60 222.33641),(61 226.9088),(62 227.85771),(63 231.34343),(64 230.21848),(65 232.23616),(66 234.15337),(67 237.8216),(68 240.87773),(69 245.65279),(70 249.42628),(71 252.9712),(72 254.99078),(73 260.37976),(74 265.1606),(75 272.057),(76 277.28113),(77 281.40024),(78 288.34293),(79 290.9258),
(1 88.77837),(2 120.77095),(3 140.57805),(4 152.94205),(5 162.8419),(6 171.80222),(7 179.49976),(8 187.49301),(9 193.9687),(10 196.89722),(11 202.16362),(12 208.65945),(13 213.2709),(14 216.39531),(15 219.86989),(16 223.55945),(17 227.1398),(18 228.4089),(19 230.25111),(20 233.52936),(21 235.8042),(22 238.93523),(23 239.85936),(24 242.56487),(25 245.32364),(26 247.63724),(27 250.83383),(28 254.13303),(29 257.55664),(30 258.65778),(31 259.7923),(32 259.8351),(33 260.56885),(34 258.51434),(35 258.88937),(36 258.45792),(37 255.97769),(38 255.64984),(39 250.9849),(40 247.57855),(41 245.12973),(42 243.53848),(43 241.2913),(44 237.30878),(45 235.6536),(46 233.92647),(47 233.73203),(48 231.64293),(49 229.50792),(50 228.85094),(51 229.03862),(52 227.3067),(53 225.92026),(54 220.07628),(55 218.34497),(56 215.91019),(57 217.02574),(58 218.90518),(59 221.51341),(60 223.62747),(61 226.35635),(62 227.4605),(63 230.22966),(64 229.5996),(65 231.52034),(66 232.42702),(67 236.80695),(68 238.24513),(69 242.10612),(70 246.96582),(71 251.1256),(72 256.45612),(73 262.34988),(74 267.25595),(75 273.6701),(76 279.75922),(77 284.43448),(78 291.4224),(79 296.1277),
(1 87.325584),(2 117.78116),(3 137.17816),(4 150.12427),(5 160.53433),(6 169.99174),(7 179.42787),(8 183.91704),(9 190.68176),(10 196.44884),(11 200.4473),(12 206.32137),(13 211.62213),(14 216.71407),(15 219.59084),(16 222.61165),(17 227.15436),(18 230.89745),(19 233.70937),(20 237.61717),(21 240.2977),(22 242.87874),(23 245.56122),(24 247.5896),(25 249.12105),(26 248.91356),(27 250.36116),(28 252.00327),(29 253.63345),(30 257.1133),(31 256.91223),(32 257.38937),(33 257.39276),(34 254.43854),(35 253.27834),(36 253.86386),(37 251.78745),(38 250.91266),(39 247.2863),(40 246.39743),(41 242.87924),(42 242.29158),(43 240.23857),(44 235.90247),(45 235.85907),(46 234.49611),(47 233.31407),(48 232.6563),(49 231.51743),(50 229.83629),(51 225.90283),(52 223.82628),(53 219.68288),(54 215.74518),(55 215.70233),(56 211.93867),(57 212.57655),(58 213.4828),(59 216.31003),(60 218.46373),(61 219.8201),(62 222.1107),(63 225.4772),(64 225.66734),(65 227.94472),(66 230.37369),(67 233.10193),(68 235.01567),(69 240.2164),(70 244.25206),(71 247.37956),(72 252.05734),(73 257.66675),(74 260.91937),(75 266.56564),(76 273.24603),(77 277.4881),(78 286.38068),(79 290.27557),
(1 87.06046),(2 117.965126),(3 136.7327),(4 148.61423),(5 157.7376),(6 166.80055),(7 173.92947),(8 179.20941),(9 184.80374),(10 189.61247),(11 193.80063),(12 196.67805),(13 204.16982),(14 208.29814),(15 211.31235),(16 214.68633),(17 219.72652),(18 223.44237),(19 225.96658),(20 228.20503),(21 233.7538),(22 236.46083),(23 238.86671),(24 241.0594),(25 241.069),(26 247.01445),(27 248.53339),(28 249.81525),(29 251.82256),(30 255.13379),(31 256.2385),(32 255.62785),(33 256.31412),(34 254.41878),(35 255.7735),(36 255.42921),(37 252.65549),(38 252.66798),(39 250.59431),(40 249.33281),(41 245.39554),(42 242.9593),(43 239.96025),(44 236.1579),(45 235.17642),(46 234.521),(47 232.89554),(48 232.67291),(49 231.48326),(50 229.21902),(51 226.48633),(52 223.53387),(53 221.76604),(54 216.90259),(55 212.80553),(56 211.07335),(57 211.44357),(58 214.91191),(59 216.1628),(60 217.19943),(61 218.81752),(62 221.74435),(63 224.0562),(64 224.32199),(65 225.49164),(66 229.24765),(67 230.15785),(68 233.8117),(69 238.15729),(70 240.2702),(71 242.1058),(72 245.52011),(73 247.27058),(74 252.07832),(75 257.4263),(76 263.92245),(77 269.83124),(78 276.14633),(79 280.0707),
