1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9452.156),(2 10069.163),(3 22993.408),(4 28413.828),(5 47781.83),(6 58589.08),(7 82826.18),(8 95184.76),(9 122192.414),(10 141165.83),(11 172110.14),(12 193896.38),(13 229366.58),(14 254127.83),(15 290725.3),(16 314517.72),(17 354182.16),(18 377816.25),(19 416394.03),(20 448489.9),(21 491644.34),(22 527664.7),(23 569416.2),(24 606584.5),(25 653270.2),(26 689599.8),(27 734017.06),(28 762819.2),(29 815849.7),(30 845444.7),(31 894504.5),(32 931028.8),(33 982442.06),(34 1024556.8),(35 1078376.5),(36 1119294.1),(37 1175103.4),(38 1219534.4),(39 1273574),(40 1326257.6),(41 1377232.4),(42 1417711),(43 1471717.4),(44 1514290.9),(45 1559303.1),(46 1597884.1),(47 1648844),(48 1686964),(49 1743571),(50 1785523),(51 1839427.6),(52 1884216.6),(53 1936114.9),(54 1976501.4),(55 2031311),(56 2072793.4),(57 2127005),(58 2180225.3),(59 2230846.8),(60 2285085.8),(61 2332541.8),(62 2385122.3),(63 2445606.5),(64 2501051.3),(65 2560867),(66 2618065.3),(67 2679763),(68 2737475.3),(69 2798046.8),(70 2853302.3),(71 2928103.3),(72 2993917.3),(73 3073081.3),(74 3136521.3),(75 3210883.3),(76 3280575.8),(77 3365275.3),(78 3450202.8),(79 3530651),
(1 11.442325),(2 11.922701),(3 12.302344),(4 12.534215),(5 12.510081),(6 12.7590065),(7 12.633483),(8 12.867261),(9 12.908637),(10 12.977699),(11 12.861147),(12 12.696725),(13 13.125339),(14 12.943827),(15 12.85642),(16 12.851855),(17 12.901224),(18 13.0837555),(19 13.116639),(20 13.170062),(21 13.078089),(22 13.120903),(23 13.217775),(24 13.082641),(25 13.114209),(26 13.065507),(27 13.0788765),(28 13.065969),(29 12.995667),(30 12.857639),(31 12.673997),(32 12.848158),(33 12.903629),(34 12.825379),(35 12.843765),(36 12.809869),(37 12.906778),(38 12.9057455),(39 12.78372),(40 12.790143),(41 13.038627),(42 12.969536),(43 12.822181),(44 12.883879),(45 12.905039),(46 12.953342),(47 12.871341),(48 12.8077135),(49 12.753321),(50 12.774556),(51 12.909972),(52 13.174731),(53 13.167525),(54 13.182941),(55 13.221585),(56 13.109302),(57 13.236947),(58 13.371619),(59 13.259618),(60 13.334009),(61 13.281178),(62 13.266584),(63 13.572354),(64 13.570381),(65 13.479142),(66 13.734841),(67 13.904863),(68 13.887322),(69 13.811417),(70 13.893318),(71 13.826618),(72 13.777423),(73 13.7876425),(74 13.910802),(75 13.99259),(76 13.867965),(77 14.0237875),(78 13.822275),(79 13.736534),
(1 11.224344),(2 12.170707),(3 12.507856),(4 12.5009),(5 12.65399),(6 12.724524),(7 12.667907),(8 12.935569),(9 12.852439),(10 12.904863),(11 12.872182),(12 12.968483),(13 13.060894),(14 12.922584),(15 13.046147),(16 12.987436),(17 12.899902),(18 13.091173),(19 13.096976),(20 13.011338),(21 13.000337),(22 13.168126),(23 13.007217),(24 12.912256),(25 13.111068),(26 12.943788),(27 13.077322),(28 13.14781),(29 12.952614),(30 13.041559),(31 12.886531),(32 12.793141),(33 12.742576),(34 12.839327),(35 12.752694),(36 12.737245),(37 12.871284),(38 12.788111),(39 12.749127),(40 12.662064),(41 12.88811),(42 12.7808075),(43 12.742761),(44 12.7823),(45 12.801044),(46 12.787748),(47 12.672838),(48 12.590864),(49 12.703977),(50 12.745413),(51 12.749541),(52 12.906959),(53 12.970188),(54 13.023746),(55 13.063337),(56 12.968595),(57 13.086436),(58 13.085793),(59 13.292593),(60 13.212663),(61 13.250836),(62 13.240997),(63 13.481374),(64 13.419745),(65 13.516145),(66 13.707546),(67 13.861041),(68 13.916798),(69 13.903207),(70 13.852078),(71 13.9142685),(72 13.959019),(73 14.056709),(74 14.098146),(75 14.100453),(76 14.034985),(77 14.127047),(78 14.287353),(79 14.124602),
(1 10.994843),(2 11.510653),(3 11.890385),(4 12.256758),(5 12.391316),(6 12.519975),(7 12.469827),(8 12.493952),(9 12.682296),(10 12.565216),(11 12.464737),(12 12.660461),(13 12.547718),(14 12.605026),(15 12.608573),(16 12.681632),(17 12.749117),(18 12.760918),(19 12.698354),(20 12.714383),(21 12.759935),(22 12.82274),(23 12.782973),(24 12.7185135),(25 12.870359),(26 12.83672),(27 12.929628),(28 12.885101),(29 12.865858),(30 12.74814),(31 12.560483),(32 12.536139),(33 12.62281),(34 12.620292),(35 12.673959),(36 12.591911),(37 12.580951),(38 12.574566),(39 12.48055),(40 12.686793),(41 12.6077175),(42 12.493113),(43 12.582654),(44 12.506954),(45 12.606616),(46 12.569224),(47 12.438812),(48 12.407786),(49 12.471866),(50 12.516885),(51 12.499082),(52 12.616858),(53 12.710051),(54 12.765014),(55 12.653497),(56 12.783282),(57 12.953113),(58 12.836878),(59 12.962952),(60 13.12632),(61 12.955013),(62 13.06753),(63 13.152537),(64 13.158448),(65 13.270003),(66 13.324419),(67 13.430835),(68 13.495926),(69 13.353959),(70 13.457335),(71 13.588399),(72 13.584614),(73 13.442772),(74 13.640924),(75 13.592199),(76 13.695555),(77 13.666029),(78 13.614704),(79 13.656152),
(1 11.34295),(2 11.84527),(3 12.196243),(4 12.565095),(5 12.601593),(6 12.790652),(7 12.726663),(8 12.701122),(9 12.839202),(10 12.730737),(11 12.729068),(12 12.815239),(13 12.9557705),(14 12.797213),(15 12.902786),(16 12.983771),(17 13.225492),(18 12.942609),(19 13.197271),(20 13.082074),(21 13.039229),(22 13.099855),(23 13.00822),(24 12.960629),(25 13.067505),(26 12.977301),(27 12.980574),(28 12.990863),(29 12.921483),(30 12.840605),(31 12.895016),(32 12.745503),(33 12.912589),(34 12.827402),(35 12.802853),(36 12.926486),(37 12.802899),(38 13.030539),(39 13.062177),(40 12.97945),(41 12.804365),(42 12.93384),(43 13.0030985),(44 12.99209),(45 12.958211),(46 12.972046),(47 12.818934),(48 12.779933),(49 12.92161),(50 12.76193),(51 12.838119),(52 12.911733),(53 12.8446045),(54 12.920111),(55 12.953659),(56 12.885589),(57 13.049986),(58 12.998276),(59 13.326037),(60 13.251133),(61 13.193342),(62 13.251088),(63 13.3241415),(64 13.341315),(65 13.533538),(66 13.564045),(67 13.532823),(68 13.484578),(69 13.752583),(70 13.64526),(71 13.549827),(72 13.662273),(73 13.646602),(74 13.5407),(75 13.823695),(76 13.828033),(77 13.625087),(78 13.745324),(79 13.858015),
(1 11.040502),(2 11.5510845),(3 12.176908),(4 12.405258),(5 12.3504),(6 12.400403),(7 12.488932),(8 12.534531),(9 12.660619),(10 12.654405),(11 12.651892),(12 12.57584),(13 12.606387),(14 12.758013),(15 12.817953),(16 13.079164),(17 12.905045),(18 12.925091),(19 12.915691),(20 12.886573),(21 12.804312),(22 12.769258),(23 12.937691),(24 12.787913),(25 12.828641),(26 12.754172),(27 12.862106),(28 12.742694),(29 12.7414875),(30 12.754258),(31 12.565279),(32 12.478217),(33 12.630305),(34 12.515498),(35 12.529803),(36 12.56934),(37 12.717168),(38 12.608287),(39 12.584423),(40 12.649677),(41 12.652045),(42 12.657223),(43 12.544246),(44 12.662016),(45 12.516177),(46 12.5922365),(47 12.5299835),(48 12.647873),(49 12.678217),(50 12.795089),(51 12.720404),(52 13.004998),(53 13.008898),(54 12.95398),(55 12.913046),(56 12.831836),(57 13.012693),(58 13.062543),(59 13.073431),(60 13.131542),(61 13.122839),(62 13.110422),(63 13.410766),(64 13.506733),(65 13.335459),(66 13.511373),(67 13.538847),(68 13.755671),(69 13.755447),(70 13.86052),(71 13.770517),(72 13.842972),(73 13.910698),(74 14.014487),(75 13.968192),(76 13.951584),(77 13.932695),(78 13.950655),(79 13.859155),
(1 10.968345),(2 11.53096),(3 12.03366),(4 12.4105625),(5 12.474474),(6 12.501929),(7 12.562384),(8 12.484939),(9 12.495578),(10 12.754992),(11 12.563661),(12 12.5003),(13 12.858699),(14 12.604552),(15 12.691697),(16 12.63594),(17 12.689445),(18 12.803293),(19 12.80913),(20 12.795897),(21 12.682921),(22 12.82562),(23 12.843972),(24 12.714493),(25 12.845606),(26 12.761356),(27 12.852304),(28 12.658291),(29 12.64133),(30 12.493819),(31 12.522434),(32 12.472703),(33 12.595742),(34 12.618885),(35 12.546455),(36 12.494914),(37 12.533449),(38 12.719101),(39 12.7790165),(40 12.613411),(41 12.568546),(42 12.668396),(43 12.52573),(44 12.585082),(45 12.477851),(46 12.381337),(47 12.363355),(48 12.477943),(49 12.404634),(50 12.497182),(51 12.667067),(52 12.672166),(53 12.7223215),(54 12.665031),(55 12.762415),(56 12.833974),(57 12.764606),(58 12.784732),(59 12.969312),(60 12.8935995),(61 13.055772),(62 13.154634),(63 13.371494),(64 13.256991),(65 13.272942),(66 13.312566),(67 13.232396),(68 13.389073),(69 13.29589),(70 13.407311),(71 13.468632),(72 13.369463),(73 13.469267),(74 13.511854),(75 13.517792),(76 13.58022),(77 13.440234),(78 13.516482),(79 13.571608),
(1 11.12402),(2 11.638277),(3 12.149143),(4 12.504374),(5 12.629518),(6 12.667761),(7 12.600673),(8 12.652039),(9 12.747036),(10 12.855353),(11 12.577415),(12 12.656825),(13 12.825843),(14 12.639525),(15 12.768999),(16 12.8944845),(17 12.835133),(18 12.819376),(19 12.980766),(20 12.869781),(21 12.948438),(22 12.876806),(23 12.906568),(24 12.773478),(25 12.858288),(26 12.855033),(27 12.802743),(28 12.847166),(29 12.879707),(30 12.6404085),(31 12.695103),(32 12.7264805),(33 12.692578),(34 12.750776),(35 12.627678),(36 12.4811),(37 12.608593),(38 12.613317),(39 12.910865),(40 12.63906),(41 12.828216),(42 12.71887),(43 12.746586),(44 12.592764),(45 12.715834),(46 12.59669),(47 12.616984),(48 12.531587),(49 12.6663885),(50 12.609498),(51 12.771668),(52 12.666024),(53 12.842467),(54 12.902555),(55 12.927264),(56 12.877126),(57 12.964979),(58 13.002373),(59 13.034809),(60 12.877463),(61 13.024799),(62 13.1046295),(63 13.440335),(64 13.361998),(65 13.250527),(66 13.469929),(67 13.522051),(68 13.619264),(69 13.6806345),(70 13.8027115),(71 13.739757),(72 13.64595),(73 13.958861),(74 13.879221),(75 13.993234),(76 13.904754),(77 13.94991),(78 14.006144),(79 13.968079),
(1 10.796615),(2 11.42377),(3 11.917488),(4 12.186004),(5 12.229217),(6 12.208307),(7 12.247782),(8 12.342451),(9 12.377599),(10 12.217983),(11 12.335714),(12 12.264435),(13 12.365184),(14 12.340874),(15 12.379507),(16 12.469531),(17 12.503442),(18 12.496866),(19 12.68217),(20 12.514602),(21 12.546024),(22 12.492988),(23 12.650027),(24 12.568794),(25 12.308239),(26 12.442297),(27 12.471886),(28 12.412198),(29 12.296411),(30 12.466454),(31 12.24293),(32 12.408801),(33 12.416245),(34 12.270389),(35 12.160377),(36 12.153186),(37 12.264979),(38 12.370678),(39 12.460996),(40 12.351994),(41 12.402696),(42 12.449117),(43 12.433748),(44 12.32755),(45 12.287731),(46 12.373141),(47 12.249039),(48 12.279199),(49 12.331978),(50 12.199199),(51 12.3387375),(52 12.42845),(53 12.52621),(54 12.532958),(55 12.66098),(56 12.613342),(57 12.59335),(58 12.794693),(59 12.605439),(60 12.643931),(61 12.757687),(62 12.746147),(63 13.148824),(64 12.968276),(65 13.077823),(66 13.070051),(67 13.181333),(68 13.222785),(69 13.219915),(70 13.312718),(71 13.380391),(72 13.440216),(73 13.4467125),(74 13.559838),(75 13.60021),(76 13.572868),(77 13.400427),(78 13.545519),(79 13.456641),
(1 10.891101),(2 11.398897),(3 12.064057),(4 12.21089),(5 12.310915),(6 12.327127),(7 12.402155),(8 12.406959),(9 12.601778),(10 12.403507),(11 12.586081),(12 12.469035),(13 12.666057),(14 12.571404),(15 12.717489),(16 12.7160845),(17 12.6206),(18 12.536449),(19 12.705017),(20 12.631556),(21 12.781627),(22 12.6309185),(23 12.519192),(24 12.597861),(25 12.606562),(26 12.617606),(27 12.67128),(28 12.759038),(29 12.52071),(30 12.428053),(31 12.393086),(32 12.436438),(33 12.316198),(34 12.331764),(35 12.335032),(36 12.350371),(37 12.45683),(38 12.495578),(39 12.554139),(40 12.391291),(41 12.594484),(42 12.538447),(43 12.458258),(44 12.431061),(45 12.257819),(46 12.358289),(47 12.23826),(48 12.338786),(49 12.270124),(50 12.2849455),(51 12.454644),(52 12.603533),(53 12.6649),(54 12.808294),(55 12.824705),(56 12.703475),(57 12.766683),(58 12.756844),(59 12.750816),(60 12.700659),(61 12.8612),(62 12.955218),(63 13.219449),(64 13.12945),(65 13.081327),(66 13.142032),(67 13.1034975),(68 13.397919),(69 13.282282),(70 13.275866),(71 13.215225),(72 13.298512),(73 13.448534),(74 13.439051),(75 13.534236),(76 13.281238),(77 13.322699),(78 13.4590225),(79 13.459837),
(1 10.758128),(2 11.325268),(3 11.954973),(4 12.11603),(5 12.288444),(6 12.363456),(7 12.330734),(8 12.480433),(9 12.363807),(10 12.500758),(11 12.320451),(12 12.195518),(13 12.40858),(14 12.306766),(15 12.391412),(16 12.394847),(17 12.333103),(18 12.398642),(19 12.435801),(20 12.403176),(21 12.39829),(22 12.584001),(23 12.518468),(24 12.469752),(25 12.465187),(26 12.42543),(27 12.533294),(28 12.526669),(29 12.342026),(30 12.316215),(31 12.265527),(32 12.335295),(33 12.116355),(34 12.258514),(35 12.340154),(36 12.256406),(37 12.2895565),(38 12.349525),(39 12.563464),(40 12.289727),(41 12.475232),(42 12.314784),(43 12.339857),(44 12.209552),(45 12.416493),(46 12.3785305),(47 12.220594),(48 12.125136),(49 12.242178),(50 12.312231),(51 12.346567),(52 12.4614315),(53 12.685577),(54 12.542734),(55 12.594882),(56 12.66756),(57 12.556903),(58 12.653323),(59 12.730456),(60 12.603193),(61 12.498737),(62 12.669446),(63 13.03738),(64 12.975741),(65 12.946716),(66 13.011916),(67 13.106127),(68 13.257865),(69 13.313398),(70 13.339338),(71 13.190353),(72 13.394113),(73 13.535661),(74 13.37018),(75 13.526825),(76 13.57023),(77 13.479799),(78 13.401932),(79 13.400221),
(1 10.633411),(2 11.284211),(3 11.7975),(4 11.997589),(5 12.008113),(6 11.959713),(7 12.233678),(8 12.426524),(9 12.28154),(10 12.416475),(11 12.1643305),(12 12.128234),(13 12.246475),(14 12.148109),(15 12.156322),(16 12.315778),(17 12.334868),(18 12.522673),(19 12.496522),(20 12.491123),(21 12.519579),(22 12.495789),(23 12.462984),(24 12.415946),(25 12.424602),(26 12.294935),(27 12.339241),(28 12.483024),(29 12.285587),(30 12.319791),(31 12.37686),(32 12.2486315),(33 12.194554),(34 12.315651),(35 12.302924),(36 12.184727),(37 12.329514),(38 12.407446),(39 12.412835),(40 12.343898),(41 12.243099),(42 12.353046),(43 12.30439),(44 12.145237),(45 12.172528),(46 12.33863),(47 12.217642),(48 12.242414),(49 12.194802),(50 12.332645),(51 12.263469),(52 12.487322),(53 12.419618),(54 12.565086),(55 12.440548),(56 12.465915),(57 12.531547),(58 12.6480055),(59 12.593615),(60 12.489792),(61 12.538811),(62 12.617629),(63 13.023849),(64 12.849347),(65 12.897701),(66 13.021957),(67 12.990581),(68 13.03415),(69 13.157091),(70 13.132182),(71 13.020503),(72 13.0855465),(73 13.174485),(74 13.317041),(75 13.338159),(76 13.481811),(77 13.276427),(78 13.161308),(79 13.127627),
(1 10.910917),(2 11.225898),(3 11.865246),(4 11.949542),(5 12.0271435),(6 12.106287),(7 12.320367),(8 12.171883),(9 12.331099),(10 12.366019),(11 12.284959),(12 12.205474),(13 12.302241),(14 12.326964),(15 12.481452),(16 12.419206),(17 12.428193),(18 12.565265),(19 12.463613),(20 12.566918),(21 12.565934),(22 12.564688),(23 12.49896),(24 12.233744),(25 12.467055),(26 12.249752),(27 12.447672),(28 12.404252),(29 12.312122),(30 12.334946),(31 12.378109),(32 12.238865),(33 12.269249),(34 12.224547),(35 12.246515),(36 12.1140175),(37 12.356386),(38 12.356357),(39 12.473782),(40 12.319072),(41 12.371417),(42 12.347712),(43 12.332172),(44 12.141674),(45 12.322889),(46 12.302418),(47 12.180571),(48 12.344393),(49 12.188896),(50 12.265613),(51 12.331956),(52 12.574333),(53 12.454906),(54 12.572573),(55 12.57298),(56 12.648031),(57 12.615753),(58 12.694106),(59 12.6957245),(60 12.802605),(61 12.83701),(62 12.832806),(63 12.966613),(64 12.936958),(65 12.881911),(66 12.965183),(67 13.174432),(68 13.083179),(69 13.006329),(70 13.091092),(71 13.319297),(72 13.209313),(73 13.142296),(74 13.261874),(75 13.498847),(76 13.299139),(77 13.280548),(78 13.233377),(79 13.191305),
(1 10.971399),(2 11.362783),(3 11.985761),(4 12.190453),(5 12.305379),(6 12.162226),(7 12.278543),(8 12.310193),(9 12.434036),(10 12.420649),(11 12.331195),(12 12.320127),(13 12.503704),(14 12.446949),(15 12.582324),(16 12.543234),(17 12.447514),(18 12.497736),(19 12.49308),(20 12.47477),(21 12.509537),(22 12.624071),(23 12.442096),(24 12.3360815),(25 12.442082),(26 12.38341),(27 12.427913),(28 12.473952),(29 12.4541645),(30 12.364803),(31 12.467257),(32 12.252852),(33 12.316615),(34 12.366981),(35 12.3068),(36 12.152117),(37 12.154807),(38 12.071787),(39 12.166846),(40 12.298067),(41 12.352768),(42 12.276795),(43 12.230438),(44 12.282419),(45 12.347587),(46 12.408193),(47 12.249654),(48 12.268851),(49 12.414221),(50 12.227932),(51 12.474444),(52 12.275931),(53 12.401214),(54 12.533925),(55 12.575657),(56 12.60598),(57 12.45081),(58 12.653097),(59 12.677451),(60 12.696011),(61 12.707174),(62 12.870304),(63 12.961501),(64 12.957241),(65 12.934902),(66 13.113512),(67 13.145908),(68 13.156819),(69 13.244873),(70 13.25282),(71 13.321037),(72 13.241593),(73 13.295257),(74 13.364541),(75 13.547169),(76 13.508802),(77 13.43284),(78 13.473949),(79 13.374803),
(1 10.591364),(2 11.23276),(3 11.917662),(4 11.9453745),(5 12.048887),(6 12.213929),(7 12.283077),(8 12.19527),(9 12.3041315),(10 12.336956),(11 12.340406),(12 12.289416),(13 12.321417),(14 12.2342615),(15 12.306263),(16 12.444542),(17 12.4021225),(18 12.57788),(19 12.403882),(20 12.264248),(21 12.357987),(22 12.266043),(23 12.497667),(24 12.165037),(25 12.356266),(26 12.380135),(27 12.289159),(28 12.225533),(29 12.328934),(30 12.230231),(31 12.213893),(32 12.274684),(33 12.210588),(34 12.130329),(35 12.128597),(36 12.067804),(37 12.097367),(38 12.108101),(39 12.140723),(40 12.045021),(41 12.10576),(42 12.043416),(43 12.2132635),(44 12.229495),(45 12.139094),(46 12.054088),(47 12.037495),(48 12.172613),(49 12.207875),(50 12.21672),(51 12.433182),(52 12.422038),(53 12.483493),(54 12.576202),(55 12.639076),(56 12.736109),(57 12.756204),(58 12.712877),(59 12.902784),(60 12.684508),(61 12.821344),(62 13.052687),(63 12.997742),(64 12.9947815),(65 12.975831),(66 12.973336),(67 13.170765),(68 13.251112),(69 13.122671),(70 13.265637),(71 13.218726),(72 13.259037),(73 13.303213),(74 13.332904),(75 13.627148),(76 13.420518),(77 13.391218),(78 13.373451),(79 13.465834),
(1 10.559132),(2 11.162733),(3 11.70219),(4 11.786117),(5 12.148555),(6 12.178733),(7 12.106987),(8 12.162339),(9 12.182568),(10 12.0213585),(11 11.927576),(12 12.054822),(13 12.158511),(14 12.184927),(15 12.194598),(16 12.309512),(17 12.209419),(18 12.333601),(19 12.320817),(20 12.197795),(21 12.147727),(22 12.11947),(23 12.223363),(24 12.06279),(25 12.118372),(26 12.166196),(27 12.136432),(28 12.101685),(29 12.024916),(30 11.988694),(31 11.967244),(32 11.999331),(33 11.9477215),(34 11.9391),(35 11.874413),(36 11.914134),(37 11.912114),(38 11.86367),(39 11.978291),(40 11.9818125),(41 11.975778),(42 11.832796),(43 11.819071),(44 11.819516),(45 11.96175),(46 11.751097),(47 11.7667265),(48 11.819424),(49 11.96743),(50 11.9001875),(51 12.0264015),(52 12.079424),(53 12.12905),(54 12.285552),(55 12.147131),(56 12.345047),(57 12.397156),(58 12.381476),(59 12.413907),(60 12.399971),(61 12.452454),(62 12.649707),(63 12.64201),(64 12.684901),(65 12.862121),(66 12.73834),(67 12.75387),(68 12.749501),(69 12.880954),(70 12.943526),(71 12.913406),(72 12.949806),(73 12.8962755),(74 12.835453),(75 12.947828),(76 12.939876),(77 12.860032),(78 12.8494625),(79 12.743707),
(1 10.62507),(2 11.313502),(3 11.821165),(4 11.933118),(5 12.183298),(6 12.315802),(7 12.322062),(8 12.239267),(9 12.335505),(10 12.326947),(11 12.339178),(12 12.192881),(13 12.421242),(14 12.246695),(15 12.3642435),(16 12.302793),(17 12.265098),(18 12.353841),(19 12.396978),(20 12.493324),(21 12.291008),(22 12.350552),(23 12.295573),(24 12.130829),(25 12.247884),(26 12.303566),(27 12.418743),(28 12.464569),(29 12.314116),(30 12.359331),(31 12.42847),(32 12.361152),(33 12.240871),(34 12.186843),(35 12.229773),(36 12.231424),(37 12.279012),(38 12.220879),(39 12.38099),(40 12.327313),(41 12.333562),(42 12.3795395),(43 12.32797),(44 12.362401),(45 12.282359),(46 12.183717),(47 12.185745),(48 12.184827),(49 12.249745),(50 12.251549),(51 12.279242),(52 12.294431),(53 12.562934),(54 12.560908),(55 12.518988),(56 12.644402),(57 12.539509),(58 12.658848),(59 12.575265),(60 12.605557),(61 12.7884),(62 12.723739),(63 12.994775),(64 12.994361),(65 12.913652),(66 12.938853),(67 12.971412),(68 12.950206),(69 13.162452),(70 13.08394),(71 13.074422),(72 13.203849),(73 13.090934),(74 13.297351),(75 13.344355),(76 13.295882),(77 13.165813),(78 13.245842),(79 13.237418),
(1 10.463896),(2 11.150385),(3 11.576556),(4 11.639062),(5 11.869473),(6 12.036408),(7 11.985397),(8 11.979154),(9 12.08651),(10 11.985802),(11 12.116239),(12 12.057102),(13 12.066675),(14 12.006817),(15 12.301622),(16 12.177046),(17 12.147755),(18 12.115775),(19 12.259111),(20 12.173654),(21 12.253592),(22 12.247906),(23 12.2378435),(24 12.115289),(25 12.136113),(26 12.174533),(27 12.11824),(28 12.209796),(29 12.040172),(30 12.000878),(31 12.129187),(32 12.077806),(33 11.8960285),(34 12.024011),(35 11.912448),(36 12.025257),(37 11.88263),(38 11.840502),(39 11.983103),(40 11.911631),(41 12.012932),(42 11.946756),(43 11.820618),(44 11.872417),(45 11.884217),(46 11.829296),(47 11.681638),(48 11.928402),(49 11.840997),(50 11.771714),(51 11.911013),(52 11.967182),(53 12.101308),(54 12.114248),(55 12.241523),(56 12.253142),(57 12.398813),(58 12.464846),(59 12.293102),(60 12.299368),(61 12.504751),(62 12.654648),(63 12.889224),(64 12.6977215),(65 12.895825),(66 12.811042),(67 12.921223),(68 12.917342),(69 13.012279),(70 13.211521),(71 13.123524),(72 13.092582),(73 12.9234085),(74 13.057941),(75 13.423703),(76 13.167042),(77 12.966792),(78 13.045708),(79 13.296381),
