1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 48.886932),(2 59.905815),(3 64.7626),(4 67.85819),(5 70.316185),(6 72.15092),(7 72.84358),(8 74.87858),(9 76.237144),(10 76.625496),(11 77.4483),(12 78.5134),(13 78.42698),(14 79.03429),(15 79.99035),(16 79.90384),(17 80.22093),(18 80.49786),(19 81.218315),(20 81.86644),(21 82.8238),(22 82.61645),(23 84.4102),(24 85.24215),(25 85.07174),(26 85.49593),(27 86.27319),(28 85.85305),(29 85.71991),(30 86.66648),(31 85.55792),(32 85.41455),(33 87.0059),(34 87.08307),(35 86.93561),(36 86.95154),(37 88.19597),(38 89.62309),(39 89.4138),(40 89.317184),(41 90.450554),(42 90.749855),(43 91.500984),(44 90.57651),(45 89.66164),(46 89.94102),(47 89.7563),(48 89.919815),(49 89.77087),(50 88.51789),(51 88.63698),(52 87.64673),(53 89.22818),(54 88.92801),(55 88.57056),(56 88.55705),(57 88.33365),(58 89.71524),(59 88.93225),(60 88.879814),(61 87.60942),(62 86.47588),(63 86.10903),(64 85.8373),(65 84.922005),(66 84.69804),(67 84.168396),(68 84.50133),(69 83.6978),(70 83.08358),(71 83.51477),(72 83.26631),(73 82.79093),(74 82.45576),(75 82.259964),(76 81.5808),(77 80.89938),(78 79.87056),(79 78.560005),
(1 48.881706),(2 59.74133),(3 64.60596),(4 67.21964),(5 69.93145),(6 71.83297),(7 73.09639),(8 74.70866),(9 76.599464),(10 77.37863),(11 77.01334),(12 77.96979),(13 79.04842),(14 79.69333),(15 81.48161),(16 81.30583),(17 81.517456),(18 82.230034),(19 82.7212),(20 82.12253),(21 83.033165),(22 83.06959),(23 84.16545),(24 84.49716),(25 84.68037),(26 85.3516),(27 86.54042),(28 86.800804),(29 86.464),(30 87.107475),(31 86.06437),(32 86.75953),(33 88.0675),(34 88.23702),(35 87.99185),(36 88.76137),(37 89.06536),(38 90.469345),(39 90.11599),(40 90.52631),(41 90.212425),(42 90.53749),(43 91.24119),(44 90.7247),(45 90.33228),(46 89.85217),(47 90.67104),(48 90.59102),(49 90.06126),(50 90.936584),(51 89.053925),(52 89.73023),(53 90.114624),(54 89.01086),(55 88.44348),(56 88.67958),(57 87.818474),(58 87.431625),(59 87.34717),(60 86.66095),(61 86.27106),(62 85.27397),(63 85.93093),(64 84.6716),(65 84.48124),(66 84.79031),(67 83.70065),(68 84.28581),(69 83.664444),(70 82.883514),(71 82.7981),(72 82.51281),(73 81.69644),(74 82.174446),(75 81.18469),(76 81.15439),(77 80.25776),(78 79.518845),(79 79.01896),
(1 47.93255),(2 59.064598),(3 64.129166),(4 67.51372),(5 70.06995),(6 72.06056),(7 73.72156),(8 75.431755),(9 76.82155),(10 78.13321),(11 77.96219),(12 78.293434),(13 79.9499),(14 80.513306),(15 81.48898),(16 82.02873),(17 82.39844),(18 83.55944),(19 83.64418),(20 84.694374),(21 85.38389),(22 85.203156),(23 86.36202),(24 86.9901),(25 86.844986),(26 87.67873),(27 87.95872),(28 88.11257),(29 87.89178),(30 88.870605),(31 87.85146),(32 88.813866),(33 89.97149),(34 89.45537),(35 89.57408),(36 90.049904),(37 90.14429),(38 90.536),(39 91.04348),(40 90.98679),(41 92.098564),(42 92.211876),(43 92.29067),(44 92.02463),(45 91.034874),(46 90.638),(47 91.03487),(48 91.70352),(49 91.53521),(50 90.22926),(51 89.43919),(52 88.9843),(53 90.022606),(54 88.18156),(55 87.23956),(56 87.78607),(57 87.069405),(58 87.102615),(59 86.350784),(60 85.827446),(61 85.46797),(62 85.04866),(63 85.601524),(64 84.35287),(65 84.14923),(66 84.01315),(67 83.41418),(68 83.31542),(69 81.99838),(70 82.35166),(71 82.2504),(72 81.56859),(73 80.800125),(74 80.14585),(75 79.98421),(76 79.68491),(77 79.48318),(78 78.27865),(79 78.483986),
(1 47.463158),(2 58.91845),(3 64.106636),(4 66.751656),(5 68.97478),(6 70.77411),(7 71.47189),(8 73.05337),(9 74.43806),(10 75.896935),(11 76.55005),(12 75.76788),(13 76.052315),(14 76.95022),(15 78.435936),(16 78.46853),(17 78.767876),(18 79.814156),(19 79.88652),(20 80.61271),(21 81.158485),(22 80.759674),(23 82.76636),(24 82.87697),(25 82.34737),(26 83.47385),(27 82.55875),(28 82.56436),(29 82.459526),(30 83.00882),(31 82.617905),(32 83.32738),(33 84.33669),(34 84.08336),(35 83.6285),(36 83.7373),(37 84.41961),(38 85.97774),(39 85.348854),(40 85.03372),(41 85.322586),(42 85.91913),(43 85.53309),(44 85.61635),(45 85.66734),(46 84.96489),(47 85.463974),(48 86.25895),(49 86.90386),(50 85.93613),(51 85.759895),(52 85.931274),(53 86.835434),(54 86.91195),(55 86.45775),(56 86.43378),(57 85.91718),(58 85.19007),(59 83.38053),(60 83.89213),(61 83.73342),(62 83.39503),(63 83.00649),(64 83.030495),(65 81.76273),(66 81.7585),(67 80.68654),(68 80.38285),(69 79.23401),(70 78.9813),(71 77.98759),(72 78.09511),(73 77.551735),(74 77.299355),(75 77.327934),(76 76.732346),(77 76.18684),(78 75.8017),(79 75.733),
(1 46.565),(2 58.233665),(3 63.03032),(4 65.905235),(5 67.96202),(6 68.666504),(7 70.81284),(8 72.35607),(9 73.55537),(10 74.8001),(11 75.23814),(12 75.75751),(13 76.28474),(14 76.49761),(15 77.80662),(16 78.01568),(17 78.54938),(18 79.88625),(19 79.89523),(20 80.213585),(21 80.80358),(22 80.14729),(23 81.72636),(24 82.14918),(25 81.733826),(26 82.31118),(27 83.21117),(28 82.72536),(29 82.99231),(30 84.04356),(31 83.589134),(32 83.62711),(33 82.9331),(34 83.578224),(35 83.79641),(36 84.47706),(37 85.279945),(38 86.54425),(39 86.69684),(40 86.36566),(41 86.984985),(42 87.8092),(43 88.29379),(44 87.34169),(45 87.32302),(46 86.56504),(47 85.90631),(48 86.14559),(49 86.70993),(50 85.50238),(51 85.44611),(52 85.2759),(53 86.104416),(54 85.71496),(55 85.86429),(56 85.11653),(57 83.979256),(58 84.40188),(59 83.286644),(60 82.31498),(61 82.25641),(62 81.1514),(63 81.27701),(64 81.160446),(65 80.01432),(66 80.333115),(67 80.134094),(68 79.755455),(69 77.572),(70 78.08791),(71 79.02177),(72 78.36941),(73 77.83431),(74 77.8768),(75 77.8897),(76 76.84997),(77 76.31612),(78 76.34626),(79 76.14468),
(1 45.62411),(2 55.773544),(3 60.65037),(4 64.109856),(5 67.129074),(6 67.62062),(7 68.80071),(8 70.97579),(9 71.85293),(10 71.93826),(11 71.521164),(12 72.97125),(13 73.413155),(14 74.28021),(15 73.96502),(16 73.64051),(17 74.45336),(18 75.339096),(19 76.01189),(20 76.33149),(21 75.81975),(22 76.06746),(23 77.67512),(24 78.0812),(25 78.08687),(26 78.46455),(27 79.32455),(28 78.64278),(29 78.2557),(30 78.75938),(31 79.223526),(32 79.49281),(33 79.870155),(34 80.46396),(35 80.28682),(36 82.04473),(37 81.44695),(38 82.64537),(39 82.51159),(40 82.67871),(41 83.34726),(42 83.35257),(43 83.72226),(44 83.184456),(45 83.6216),(46 82.943054),(47 82.51455),(48 83.286194),(49 83.539955),(50 83.82881),(51 83.80098),(52 83.87319),(53 83.91335),(54 83.06489),(55 83.301765),(56 83.299034),(57 82.833206),(58 83.10689),(59 83.10074),(60 81.30896),(61 80.411964),(62 80.072655),(63 79.91831),(64 79.87855),(65 78.14853),(66 78.15306),(67 77.504105),(68 76.53952),(69 75.437004),(70 76.14792),(71 76.18573),(72 75.808624),(73 75.30073),(74 75.51338),(75 75.656494),(76 75.26446),(77 74.2528),(78 73.60591),(79 73.28205),
(1 45.498512),(2 56.080933),(3 60.02068),(4 63.189934),(5 65.23281),(6 66.88337),(7 69.14496),(8 70.530426),(9 71.56396),(10 72.27776),(11 72.63031),(12 74.47117),(13 74.246826),(14 74.544395),(15 74.587364),(16 74.980225),(17 75.53258),(18 76.22526),(19 76.9564),(20 77.63891),(21 77.52448),(22 77.444626),(23 78.98262),(24 79.111755),(25 78.37453),(26 78.8616),(27 78.650536),(28 78.58726),(29 78.72833),(30 79.59205),(31 79.84652),(32 79.935875),(33 79.72741),(34 80.691124),(35 81.18464),(36 82.50736),(37 82.32827),(38 82.71375),(39 82.868866),(40 82.13493),(41 83.22822),(42 83.65409),(43 84.36761),(44 83.347916),(45 82.33283),(46 82.11202),(47 82.88078),(48 83.192856),(49 83.21865),(50 83.29852),(51 82.54138),(52 82.169525),(53 82.69912),(54 82.35442),(55 81.54072),(56 80.589066),(57 82.11584),(58 82.11994),(59 81.54025),(60 80.06276),(61 80.42456),(62 79.998924),(63 80.928444),(64 80.39154),(65 78.69196),(66 78.45706),(67 77.78256),(68 77.210236),(69 76.70404),(70 76.06346),(71 75.57027),(72 75.55044),(73 75.46283),(74 75.114655),(75 75.128334),(76 74.23878),(77 73.79357),(78 73.937706),(79 72.93415),
(1 46.178337),(2 56.72035),(3 61.01312),(4 63.92935),(5 66.47865),(6 66.70006),(7 68.89262),(8 70.26925),(9 71.29652),(10 71.67424),(11 72.47498),(12 72.798965),(13 72.85701),(14 73.96341),(15 73.84763),(16 73.854836),(17 74.01167),(18 75.16568),(19 75.52535),(20 76.0304),(21 76.42945),(22 76.62718),(23 78.22534),(24 78.2416),(25 77.867584),(26 78.69226),(27 78.51409),(28 79.0454),(29 79.59079),(30 80.38182),(31 80.03866),(32 79.982735),(33 79.38711),(34 80.27442),(35 80.33709),(36 81.6833),(37 81.63963),(38 82.602646),(39 81.96254),(40 80.78411),(41 81.41185),(42 81.45477),(43 82.56216),(44 82.08779),(45 82.24262),(46 81.64879),(47 82.04964),(48 83.293015),(49 83.25904),(50 83.035866),(51 82.80138),(52 81.932465),(53 82.834816),(54 82.74722),(55 82.09928),(56 82.71841),(57 82.628204),(58 81.772606),(59 80.49799),(60 80.55437),(61 80.50138),(62 79.723526),(63 78.4706),(64 78.447685),(65 78.71371),(66 77.94042),(67 76.38013),(68 76.73064),(69 76.33042),(70 75.57799),(71 75.7762),(72 74.57372),(73 74.96895),(74 74.964424),(75 74.4839),(76 73.80305),(77 72.39882),(78 71.61316),(79 71.099945),
(1 45.779064),(2 55.898026),(3 60.750587),(4 63.675583),(5 65.708305),(6 66.148834),(7 67.82431),(8 69.07966),(9 69.817345),(10 70.31102),(11 70.594345),(12 71.46444),(13 71.65311),(14 72.712326),(15 72.18524),(16 71.491806),(17 71.68913),(18 72.61709),(19 73.20959),(20 73.785645),(21 74.815674),(22 75.37334),(23 76.69651),(24 76.824776),(25 77.03537),(26 77.30683),(27 76.75213),(28 77.12132),(29 77.52232),(30 78.53294),(31 79.36936),(32 79.83978),(33 79.24075),(34 79.4263),(35 79.090004),(36 80.76489),(37 81.1576),(38 81.6596),(39 81.45369),(40 81.595894),(41 81.81589),(42 82.151085),(43 83.19084),(44 82.23907),(45 82.20289),(46 81.011086),(47 81.119385),(48 81.38192),(49 81.34653),(50 81.57818),(51 81.86449),(52 81.73311),(53 80.51214),(54 79.9346),(55 80.97375),(56 80.928116),(57 81.27265),(58 80.85947),(59 80.73473),(60 79.82151),(61 79.04116),(62 78.01461),(63 77.78124),(64 77.28226),(65 77.03657),(66 76.99919),(67 75.94918),(68 75.708244),(69 75.08643),(70 74.21553),(71 73.63971),(72 73.63106),(73 73.51532),(74 73.839615),(75 73.319695),(76 72.889915),(77 72.14608),(78 71.58342),(79 71.59976),
(1 46.66854),(2 56.76846),(3 61.437775),(4 64.32239),(5 66.39672),(6 68.14259),(7 69.83672),(8 71.49221),(9 72.22937),(10 73.29573),(11 72.885666),(12 73.77259),(13 74.26305),(14 75.27991),(15 76.21242),(16 76.03798),(17 76.655785),(18 77.927986),(19 78.4364),(20 80.04565),(21 79.845955),(22 79.533875),(23 80.6627),(24 80.257835),(25 79.96969),(26 79.9804),(27 80.95101),(28 80.43313),(29 80.74551),(30 81.772606),(31 81.97916),(32 81.30923),(33 80.395676),(34 79.78815),(35 79.0004),(36 81.37342),(37 81.7528),(38 82.22557),(39 82.0627),(40 82.370125),(41 82.696144),(42 83.52453),(43 84.07999),(44 85.21109),(45 85.19061),(46 83.86842),(47 83.82287),(48 83.35126),(49 83.440186),(50 83.370674),(51 83.407326),(52 83.54024),(53 83.7181),(54 82.31753),(55 83.486374),(56 83.63276),(57 83.325096),(58 82.64355),(59 82.00318),(60 81.03406),(61 81.275856),(62 80.86764),(63 80.46233),(64 79.77248),(65 79.98221),(66 79.61396),(67 78.40252),(68 78.41601),(69 78.043434),(70 77.34201),(71 77.84815),(72 76.63711),(73 75.58404),(74 75.581566),(75 75.09109),(76 74.73632),(77 73.95686),(78 73.86876),(79 73.975075),
(1 43.838276),(2 53.593792),(3 58.799465),(4 62.191193),(5 63.419064),(6 64.531876),(7 66.00377),(8 67.82637),(9 68.797844),(10 69.189644),(11 69.17482),(12 70.29023),(13 70.05737),(14 69.71547),(15 70.504295),(16 71.14843),(17 71.17302),(18 71.7932),(19 72.42002),(20 72.187546),(21 73.208664),(22 73.25464),(23 73.8259),(24 74.345726),(25 73.93768),(26 75.03128),(27 76.146355),(28 76.30341),(29 76.39969),(30 77.01602),(31 77.49942),(32 77.09064),(33 76.887955),(34 77.003296),(35 76.675064),(36 77.620995),(37 78.50909),(38 79.23098),(39 79.12893),(40 78.891624),(41 79.26648),(42 79.65853),(43 79.75267),(44 80.172806),(45 79.671425),(46 79.37414),(47 79.37866),(48 79.409004),(49 79.416245),(50 79.68591),(51 78.79342),(52 79.64524),(53 79.600334),(54 78.49449),(55 79.00406),(56 78.08267),(57 78.40756),(58 78.47021),(59 78.24389),(60 78.23371),(61 77.53693),(62 77.81044),(63 77.023994),(64 76.064476),(65 77.027115),(66 76.38967),(67 75.24698),(68 74.67634),(69 74.14518),(70 73.7166),(71 73.949394),(72 73.18573),(73 72.67115),(74 72.555305),(75 72.96065),(76 72.45211),(77 72.049034),(78 71.36228),(79 71.727066),
(1 44.796753),(2 54.20139),(3 58.847557),(4 61.8897),(5 65.2048),(6 65.98072),(7 66.93329),(8 68.936874),(9 70.20166),(10 70.64124),(11 71.669106),(12 72.44162),(13 72.626274),(14 72.6321),(15 73.03276),(16 73.28391),(17 73.95431),(18 75.36211),(19 76.885666),(20 76.76392),(21 77.159325),(22 76.852516),(23 77.56014),(24 77.26643),(25 77.31744),(26 77.36023),(27 77.46278),(28 77.5141),(29 76.786606),(30 76.75193),(31 76.936775),(32 77.27667),(33 78.13649),(34 78.58869),(35 79.012024),(36 80.22824),(37 80.61014),(38 81.19871),(39 81.28056),(40 81.24974),(41 81.18424),(42 81.76083),(43 82.15136),(44 82.052925),(45 82.07768),(46 81.15943),(47 81.25291),(48 80.92678),(49 80.59832),(50 80.809616),(51 79.78147),(52 80.6606),(53 79.90563),(54 80.29283),(55 79.4043),(56 78.71521),(57 78.33047),(58 78.201515),(59 77.53424),(60 76.88481),(61 76.12329),(62 76.27024),(63 75.63801),(64 74.61933),(65 74.99849),(66 74.992455),(67 74.0307),(68 74.094955),(69 72.334625),(70 72.91643),(71 73.41231),(72 72.82896),(73 72.057205),(74 71.894936),(75 71.458435),(76 71.02624),(77 71.50291),(78 70.938705),(79 71.65879),
(1 44.20927),(2 54.20352),(3 57.65428),(4 60.988316),(5 62.926975),(6 63.939533),(7 65.088715),(8 67.45226),(9 68.63592),(10 68.36837),(11 69.29471),(12 69.25283),(13 69.105675),(14 69.76478),(15 70.49934),(16 70.64668),(17 71.226654),(18 72.77107),(19 73.62021),(20 73.1892),(21 74.082344),(22 74.08177),(23 74.943855),(24 75.837494),(25 76.101074),(26 76.78951),(27 77.39466),(28 76.92484),(29 75.963295),(30 75.26502),(31 75.62388),(32 76.79658),(33 77.23623),(34 76.28102),(35 76.60828),(36 76.929016),(37 78.33496),(38 77.40169),(39 79.01108),(40 78.38023),(41 78.92851),(42 79.42524),(43 79.49091),(44 79.56097),(45 79.751015),(46 78.374),(47 78.76118),(48 79.64557),(49 79.52299),(50 78.078224),(51 79.21065),(52 80.0007),(53 79.119),(54 79.33382),(55 79.3617),(56 78.83717),(57 78.2145),(58 77.99327),(59 77.08581),(60 75.54512),(61 75.199875),(62 74.51575),(63 75.02083),(64 74.11073),(65 73.7554),(66 74.05915),(67 73.773445),(68 74.10506),(69 72.586266),(70 71.7192),(71 72.94879),(72 71.8899),(73 71.12923),(74 70.61439),(75 70.3986),(76 70.45837),(77 70.07389),(78 69.32501),(79 68.78452),
(1 43.597263),(2 53.73659),(3 58.224903),(4 61.69307),(5 63.95247),(6 65.30567),(7 66.270485),(8 68.62488),(9 69.44135),(10 70.84867),(11 71.506256),(12 71.706116),(13 72.30233),(14 73.225525),(15 73.53613),(16 72.85277),(17 73.449005),(18 74.0332),(19 75.1638),(20 75.61405),(21 76.425),(22 75.92343),(23 76.40368),(24 76.57722),(25 75.69543),(26 75.77579),(27 76.515564),(28 76.19377),(29 75.68115),(30 74.82925),(31 75.48548),(32 76.43915),(33 77.32835),(34 76.674545),(35 77.4013),(36 77.29731),(37 77.298706),(38 78.00316),(39 78.906395),(40 79.29974),(41 79.2316),(42 79.71046),(43 80.20393),(44 80.71084),(45 80.5676),(46 79.89709),(47 79.573425),(48 79.42127),(49 80.66024),(50 79.28287),(51 79.34459),(52 79.026924),(53 79.151535),(54 79.39348),(55 78.3093),(56 78.47144),(57 78.69396),(58 77.61352),(59 77.201675),(60 75.9771),(61 75.92092),(62 76.13062),(63 75.83618),(64 74.68814),(65 74.03399),(66 74.24276),(67 73.36415),(68 73.69273),(69 73.13313),(70 73.02148),(71 73.575264),(72 73.52453),(73 71.98942),(74 71.08521),(75 71.24365),(76 71.11563),(77 71.00229),(78 70.21134),(79 71.029854),
(1 43.764736),(2 53.23548),(3 57.762962),(4 59.731728),(5 61.898476),(6 62.945683),(7 64.36362),(8 66.231834),(9 66.795456),(10 67.711975),(11 68.3901),(12 69.13943),(13 69.97702),(14 69.297134),(15 70.134),(16 70.95448),(17 71.04722),(18 71.40279),(19 71.63937),(20 71.02775),(21 72.62553),(22 71.64235),(23 72.83771),(24 73.40399),(25 73.84134),(26 74.27918),(27 74.130974),(28 74.807205),(29 75.127075),(30 75.35682),(31 75.55523),(32 76.003235),(33 76.75154),(34 77.56314),(35 77.49251),(36 77.78758),(37 78.542404),(38 78.284),(39 78.56849),(40 78.31831),(41 78.68331),(42 79.12424),(43 79.5524),(44 79.732605),(45 80.142136),(46 79.375984),(47 79.64295),(48 80.105576),(49 79.618416),(50 79.216736),(51 79.46493),(52 78.26121),(53 78.91496),(54 79.38502),(55 79.29549),(56 79.14852),(57 78.55958),(58 78.311714),(59 77.73029),(60 77.42366),(61 76.182365),(62 76.04133),(63 75.73154),(64 74.77704),(65 75.245544),(66 74.754005),(67 74.03412),(68 74.11726),(69 73.58865),(70 73.813515),(71 73.29845),(72 73.29393),(73 71.98346),(74 70.923805),(75 71.70998),(76 71.59775),(77 70.345406),(78 70.043434),(79 69.891945),
(1 42.89327),(2 51.816135),(3 56.499584),(4 59.3282),(5 61.43853),(6 62.029675),(7 62.466553),(8 63.70759),(9 64.9833),(10 65.71241),(11 66.036285),(12 66.89703),(13 66.56235),(14 66.6386),(15 67.28452),(16 67.44704),(17 67.59524),(18 68.341675),(19 69.14725),(20 69.16939),(21 69.56992),(22 69.817154),(23 70.052734),(24 70.53652),(25 70.11408),(26 71.75131),(27 71.07549),(28 71.458694),(29 71.703636),(30 71.86821),(31 71.62339),(32 71.70506),(33 72.40332),(34 72.56808),(35 73.13454),(36 73.38997),(37 73.75963),(38 74.21822),(39 74.88108),(40 75.101746),(41 75.60691),(42 75.62035),(43 76.168976),(44 75.987656),(45 76.46705),(46 76.276794),(47 76.15886),(48 76.41353),(49 75.82915),(50 76.12926),(51 76.37076),(52 76.287),(53 76.50352),(54 76.67281),(55 76.79647),(56 76.22748),(57 75.87822),(58 75.62544),(59 75.37254),(60 74.61939),(61 73.90531),(62 73.63847),(63 73.49425),(64 72.396164),(65 71.65723),(66 71.38889),(67 71.81406),(68 71.208176),(69 70.0148),(70 68.959854),(71 68.88508),(72 69.002045),(73 68.60268),(74 68.79603),(75 68.88546),(76 68.08413),(77 67.68829),(78 66.980736),(79 66.435905),
(1 43.038204),(2 52.241665),(3 56.817265),(4 59.21684),(5 61.89087),(6 62.663128),(7 63.654907),(8 65.06739),(9 66.99123),(10 66.88982),(11 67.414116),(12 67.143005),(13 67.5447),(14 67.86143),(15 68.74273),(16 68.530235),(17 68.77288),(18 69.40208),(19 70.03429),(20 70.12438),(21 70.28038),(22 70.99345),(23 72.29589),(24 72.95413),(25 72.22557),(26 73.207085),(27 72.945335),(28 73.18734),(29 73.32895),(30 73.16832),(31 73.72449),(32 74.05485),(33 74.77553),(34 74.72058),(35 75.23567),(36 75.82883),(37 76.39186),(38 76.39517),(39 77.66405),(40 77.1081),(41 77.115974),(42 77.73083),(43 77.19035),(44 77.85499),(45 78.185745),(46 77.70932),(47 77.71582),(48 77.84308),(49 77.674965),(50 77.54502),(51 77.61044),(52 77.071465),(53 78.00794),(54 77.419945),(55 78.160774),(56 77.83244),(57 76.5649),(58 76.32092),(59 76.74395),(60 75.35453),(61 75.07603),(62 75.60824),(63 75.79153),(64 75.438965),(65 74.228615),(66 73.33786),(67 73.47248),(68 73.773964),(69 72.13339),(70 71.302704),(71 70.89869),(72 71.39063),(73 71.082405),(74 70.46883),(75 70.48684),(76 69.652756),(77 69.28145),(78 69.73255),(79 68.66928),
(1 41.882946),(2 50.23989),(3 55.09097),(4 57.88604),(5 59.40955),(6 60.875103),(7 61.98666),(8 63.412506),(9 64.63135),(10 65.15716),(11 65.13572),(12 65.74026),(13 65.21667),(14 66.434685),(15 67.332),(16 67.06314),(17 67.52587),(18 68.49251),(19 69.10042),(20 69.48805),(21 69.44471),(22 69.73036),(23 71.22689),(24 72.08533),(25 70.94554),(26 71.68734),(27 71.86461),(28 72.23998),(29 72.785286),(30 72.64077),(31 72.67094),(32 72.472206),(33 72.95148),(34 73.747185),(35 73.55091),(36 74.98284),(37 74.88199),(38 75.48184),(39 75.695274),(40 75.73407),(41 75.2956),(42 75.13223),(43 75.20965),(44 75.30085),(45 75.56066),(46 75.732124),(47 75.150795),(48 75.25083),(49 75.93473),(50 75.05944),(51 75.06829),(52 74.93883),(53 76.12585),(54 75.57246),(55 75.25358),(56 75.783775),(57 74.76544),(58 74.28727),(59 73.70578),(60 72.79627),(61 72.5039),(62 72.61085),(63 71.95767),(64 71.71407),(65 70.98979),(66 71.032394),(67 70.57319),(68 71.256165),(69 71.001495),(70 70.02798),(71 70.194984),(72 69.357666),(73 69.410545),(74 68.38234),(75 67.98356),(76 68.242805),(77 67.25605),(78 68.04203),(79 67.50212),
