1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 174.23105),(2 222.46158),(3 258.26703),(4 274.25983),(5 286.69467),(6 299.76465),(7 307.1747),(8 315.4387),(9 316.59592),(10 320.20776),(11 325.04684),(12 327.8415),(13 332.49078),(14 334.05716),(15 339.97385),(16 347.48782),(17 351.47412),(18 354.89343),(19 358.5742),(20 357.8474),(21 360.65625),(22 364.25302),(23 364.36484),(24 367.5868),(25 367.62344),(26 370.95056),(27 372.6984),(28 369.6836),(29 370.16895),(30 371.83203),(31 369.90985),(32 371.60468),(33 372.72806),(34 372.29895),(35 365.74277),(36 363.75995),(37 365.82065),(38 364.37408),(39 362.57953),(40 360.8163),(41 359.0545),(42 356.08496),(43 351.8679),(44 344.15656),(45 343.7156),(46 342.56274),(47 341.6412),(48 338.31924),(49 338.36368),(50 333.50113),(51 337.62567),(52 339.78052),(53 339.22797),(54 339.27237),(55 340.85947),(56 337.6068),(57 337.48572),(58 337.56802),(59 333.35666),(60 333.8021),(61 338.45685),(62 340.7308),(63 348.9133),(64 348.73032),(65 351.75592),(66 354.1813),(67 354.68048),(68 359.7392),(69 362.58575),(70 360.89105),(71 365.0269),(72 362.30798),(73 364.1395),(74 367.09448),(75 367.6706),(76 365.0775),(77 369.3354),(78 373.97467),(79 371.3462),
(1 173.44894),(2 223.98671),(3 256.1941),(4 271.2016),(5 284.32877),(6 294.93158),(7 301.93253),(8 308.92023),(9 311.71344),(10 313.89526),(11 317.60495),(12 317.35202),(13 319.2682),(14 321.01343),(15 324.54434),(16 332.39084),(17 333.81625),(18 341.76486),(19 343.11014),(20 345.66354),(21 346.1543),(22 347.2031),(23 348.78995),(24 346.9265),(25 347.97116),(26 347.43594),(27 349.57315),(28 348.44092),(29 352.42865),(30 348.22464),(31 343.91483),(32 347.07462),(33 353.00858),(34 353.32376),(35 349.84085),(36 348.59677),(37 350.89493),(38 351.75925),(39 350.7415),(40 346.41837),(41 346.51056),(42 345.1679),(43 342.8482),(44 343.1423),(45 342.4652),(46 343.41864),(47 343.70282),(48 340.0151),(49 341.02228),(50 339.87247),(51 339.8487),(52 342.0768),(53 343.28583),(54 343.07086),(55 342.7601),(56 341.33542),(57 340.3189),(58 338.71548),(59 337.43478),(60 333.09207),(61 340.1841),(62 342.71692),(63 345.22025),(64 347.08694),(65 343.43768),(66 347.24518),(67 347.8029),(68 345.27698),(69 348.0482),(70 350.5668),(71 350.4304),(72 350.09866),(73 350.12775),(74 349.13345),(75 352.11047),(76 351.5302),(77 353.16852),(78 357.1623),(79 359.1985),
(1 172.00726),(2 218.49544),(3 251.1498),(4 265.83398),(5 277.16028),(6 287.34457),(7 294.79858),(8 301.53473),(9 305.677),(10 311.4325),(11 314.35815),(12 316.46835),(13 318.44284),(14 319.88986),(15 323.43353),(16 326.34415),(17 326.767),(18 332.11755),(19 331.74545),(20 336.21304),(21 334.8974),(22 332.85886),(23 336.6527),(24 337.40768),(25 339.85056),(26 341.98407),(27 346.51028),(28 345.44888),(29 346.94168),(30 344.46863),(31 343.44418),(32 344.0868),(33 350.11713),(34 349.79245),(35 350.5823),(36 348.63226),(37 347.38052),(38 349.06342),(39 351.232),(40 346.64923),(41 346.99472),(42 347.38153),(43 344.79092),(44 345.4866),(45 349.62433),(46 349.91797),(47 351.01505),(48 350.80264),(49 344.67477),(50 343.82666),(51 344.27505),(52 344.84097),(53 343.67593),(54 343.43417),(55 340.4689),(56 339.88467),(57 338.00137),(58 336.408),(59 336.69205),(60 338.7975),(61 340.04575),(62 343.89435),(63 343.47018),(64 340.28128),(65 339.29016),(66 338.20328),(67 340.18808),(68 340.4332),(69 338.33093),(70 340.63885),(71 342.03055),(72 342.4873),(73 344.9773),(74 346.8053),(75 343.33545),(76 343.56107),(77 344.50772),(78 347.25354),(79 347.68823),
(1 168.43274),(2 217.14365),(3 250.1631),(4 265.0414),(5 275.39243),(6 285.9835),(7 289.0551),(8 296.35757),(9 301.54065),(10 303.4598),(11 309.80255),(12 314.09332),(13 318.92368),(14 320.2556),(15 322.96722),(16 329.53317),(17 334.2233),(18 342.5646),(19 343.42703),(20 345.26694),(21 345.2255),(22 349.1049),(23 350.71036),(24 351.22137),(25 352.25778),(26 353.63464),(27 353.62265),(28 353.26437),(29 357.92963),(30 356.43393),(31 358.24194),(32 358.60977),(33 363.29358),(34 357.71658),(35 354.75473),(36 353.90402),(37 352.8618),(38 351.25165),(39 351.67905),(40 344.17545),(41 343.92337),(42 344.24133),(43 341.8854),(44 339.17477),(45 339.73315),(46 345.72174),(47 343.6909),(48 343.98657),(49 339.37292),(50 340.12112),(51 342.66995),(52 345.18842),(53 349.67026),(54 345.04953),(55 341.92963),(56 339.87863),(57 340.56284),(58 341.64236),(59 341.89856),(60 341.5009),(61 342.04474),(62 345.04883),(63 346.66125),(64 342.46405),(65 340.8004),(66 341.837),(67 343.8603),(68 342.4582),(69 343.8048),(70 341.20367),(71 344.78735),(72 345.29193),(73 347.81442),(74 350.81213),(75 349.04364),(76 349.90445),(77 353.95587),(78 357.778),(79 356.01498),
(1 164.89804),(2 212.03374),(3 241.89642),(4 255.44456),(5 267.32037),(6 273.93085),(7 281.70782),(8 286.4052),(9 289.24466),(10 289.1778),(11 296.24564),(12 297.62836),(13 304.08087),(14 309.2753),(15 313.73724),(16 318.53918),(17 320.73935),(18 321.74496),(19 322.13565),(20 326.30603),(21 325.80273),(22 329.6321),(23 329.4727),(24 329.41202),(25 330.8258),(26 331.9422),(27 334.87408),(28 331.5898),(29 332.32254),(30 332.72583),(31 332.02875),(32 332.26834),(33 333.57578),(34 332.96585),(35 333.61618),(36 329.60663),(37 330.6222),(38 331.95224),(39 331.48218),(40 326.75992),(41 327.49628),(42 327.5721),(43 325.2405),(44 323.65353),(45 322.7159),(46 319.9461),(47 318.3791),(48 323.04904),(49 320.336),(50 317.79706),(51 321.18253),(52 323.1402),(53 323.8321),(54 324.41623),(55 323.766),(56 328.65262),(57 325.20816),(58 328.6982),(59 328.0873),(60 328.21332),(61 326.74008),(62 325.0743),(63 329.65274),(64 326.66913),(65 325.51526),(66 324.7774),(67 328.19104),(68 326.98648),(69 325.8919),(70 325.32687),(71 330.482),(72 334.22107),(73 337.3651),(74 339.16733),(75 341.42493),(76 342.09964),(77 342.9025),(78 346.60178),(79 343.1167),
(1 161.52255),(2 206.74779),(3 237.82259),(4 253.4049),(5 265.79715),(6 275.74927),(7 283.30133),(8 289.34692),(9 290.87445),(10 291.47815),(11 299.31094),(12 303.48285),(13 308.1965),(14 311.6741),(15 313.43857),(16 319.0932),(17 319.3845),(18 325.339),(19 325.87573),(20 331.54816),(21 329.212),(22 333.70132),(23 336.45667),(24 336.06546),(25 338.89157),(26 337.59247),(27 338.6331),(28 338.04214),(29 339.0469),(30 340.94983),(31 339.4182),(32 338.2858),(33 341.0891),(34 336.9527),(35 333.24167),(36 335.05734),(37 334.54794),(38 336.82666),(39 335.07635),(40 332.83536),(41 331.2408),(42 330.4093),(43 330.11523),(44 328.29834),(45 323.16818),(46 322.8901),(47 319.3475),(48 322.01804),(49 318.79993),(50 318.66025),(51 316.26245),(52 318.97684),(53 321.5722),(54 321.56512),(55 321.39636),(56 326.1534),(57 326.91235),(58 328.02026),(59 329.1878),(60 330.264),(61 332.32068),(62 331.47037),(63 334.49033),(64 334.65536),(65 335.01825),(66 336.1357),(67 335.4286),(68 338.33777),(69 339.80038),(70 343.96198),(71 345.9813),(72 348.09225),(73 350.22397),(74 351.45386),(75 351.997),(76 350.8277),(77 352.34875),(78 356.97244),(79 351.51218),
(1 161.73608),(2 204.62985),(3 236.19725),(4 251.32846),(5 261.18472),(6 269.71136),(7 273.38464),(8 282.21338),(9 283.85275),(10 289.99863),(11 293.2551),(12 295.06973),(13 300.99857),(14 304.452),(15 308.6991),(16 310.63843),(17 311.19406),(18 315.2058),(19 315.60748),(20 317.8082),(21 317.8611),(22 321.9044),(23 324.3978),(24 324.93008),(25 329.25964),(26 326.43738),(27 329.72333),(28 324.3241),(29 325.6799),(30 324.86935),(31 322.2208),(32 325.20978),(33 327.29456),(34 327.2971),(35 325.6274),(36 325.64023),(37 328.4211),(38 331.6612),(39 332.33957),(40 329.66534),(41 325.64545),(42 325.81366),(43 324.97205),(44 324.25305),(45 320.15442),(46 319.40048),(47 318.37842),(48 319.5339),(49 317.18454),(50 318.45926),(51 315.6639),(52 317.98468),(53 317.65775),(54 319.29218),(55 316.02875),(56 317.78784),(57 316.57382),(58 313.89996),(59 315.7993),(60 317.14844),(61 317.14026),(62 319.31686),(63 320.63065),(64 320.6211),(65 322.39194),(66 323.73248),(67 324.48935),(68 327.85126),(69 330.31744),(70 329.7979),(71 330.4311),(72 334.05832),(73 340.68994),(74 338.775),(75 336.6468),(76 338.11728),(77 340.8268),(78 342.75522),(79 338.69354),
(1 158.23265),(2 202.24997),(3 236.595),(4 246.14192),(5 258.54648),(6 264.58466),(7 272.37396),(8 281.41287),(9 283.86908),(10 288.36646),(11 294.1158),(12 295.3455),(13 301.00998),(14 305.4863),(15 307.24573),(16 311.18268),(17 312.6576),(18 319.82877),(19 319.45142),(20 326.86295),(21 325.29025),(22 325.55798),(23 329.58615),(24 328.4868),(25 329.47006),(26 324.83875),(27 330.3487),(28 329.43448),(29 330.60376),(30 326.98392),(31 325.2793),(32 325.47626),(33 328.14673),(34 328.81906),(35 329.7643),(36 331.40982),(37 334.23557),(38 336.04214),(39 337.07776),(40 336.98526),(41 332.79947),(42 331.69427),(43 330.4422),(44 328.3124),(45 324.8817),(46 322.06082),(47 322.91565),(48 322.05685),(49 319.87228),(50 319.4073),(51 320.4347),(52 320.8146),(53 319.30817),(54 317.5955),(55 312.7508),(56 311.63577),(57 309.55225),(58 307.1929),(59 308.991),(60 310.48813),(61 309.4542),(62 312.87173),(63 316.17877),(64 318.8846),(65 319.6061),(66 324.40768),(67 327.33545),(68 329.7639),(69 335.53488),(70 333.74802),(71 335.49762),(72 340.09982),(73 343.2573),(74 342.4151),(75 344.08844),(76 347.63748),(77 349.3388),(78 351.73563),(79 351.2431),
(1 155.70755),(2 200.86606),(3 229.88014),(4 242.46486),(5 252.8605),(6 259.6751),(7 267.6171),(8 275.8382),(9 280.46033),(10 281.463),(11 289.4653),(12 290.27274),(13 296.3474),(14 302.02603),(15 304.13818),(16 307.79547),(17 307.76147),(18 310.43246),(19 311.70905),(20 313.0731),(21 310.94366),(22 310.82782),(23 313.59317),(24 316.36267),(25 319.1966),(26 317.5715),(27 324.31335),(28 323.77026),(29 325.8926),(30 325.93173),(31 322.92853),(32 328.43445),(33 330.92947),(34 331.50986),(35 325.1964),(36 324.93192),(37 329.6587),(38 333.3574),(39 334.7339),(40 336.27808),(41 336.02155),(42 334.3032),(43 334.0263),(44 332.74457),(45 330.0416),(46 326.84137),(47 324.03973),(48 323.8573),(49 321.21982),(50 321.65417),(51 322.5806),(52 323.75604),(53 317.5415),(54 315.71332),(55 312.06372),(56 308.75986),(57 309.4919),(58 309.10455),(59 311.9157),(60 312.11963),(61 313.75964),(62 314.25912),(63 318.7428),(64 323.1985),(65 323.6266),(66 325.05008),(67 326.6036),(68 329.53787),(69 333.38376),(70 336.83356),(71 334.2197),(72 337.00064),(73 338.94278),(74 340.0744),(75 340.70636),(76 343.69138),(77 345.08813),(78 349.46194),(79 346.90427),
(1 152.76271),(2 196.68468),(3 227.62625),(4 241.06352),(5 251.27007),(6 259.24017),(7 266.0752),(8 273.56763),(9 277.74225),(10 277.4558),(11 282.0563),(12 285.58676),(13 288.4569),(14 291.4354),(15 295.67807),(16 300.92532),(17 303.62503),(18 307.78763),(19 309.46994),(20 309.4981),(21 310.10965),(22 313.49118),(23 318.2447),(24 317.9415),(25 319.50885),(26 320.11563),(27 321.74625),(28 323.83527),(29 323.14532),(30 321.7109),(31 321.96805),(32 324.43335),(33 326.34726),(34 323.86478),(35 319.26755),(36 321.9124),(37 323.45566),(38 320.87128),(39 323.75742),(40 323.12686),(41 324.93265),(42 323.20786),(43 320.1713),(44 315.98917),(45 314.18787),(46 311.74164),(47 309.11435),(48 314.8548),(49 310.7638),(50 308.95557),(51 309.15665),(52 309.62958),(53 310.2142),(54 308.85345),(55 304.94403),(56 307.2902),(57 309.21207),(58 305.89154),(59 305.1356),(60 303.8437),(61 306.95682),(62 310.4926),(63 312.4791),(64 311.06955),(65 310.96625),(66 310.37408),(67 310.6327),(68 310.7654),(69 309.44653),(70 309.1027),(71 311.30185),(72 315.7382),(73 316.32922),(74 320.2695),(75 320.4561),(76 321.59628),(77 321.9827),(78 326.27676),(79 324.61417),
(1 154.89066),(2 198.23257),(3 227.54156),(4 243.54335),(5 252.67793),(6 263.65915),(7 272.90347),(8 280.18576),(9 281.616),(10 283.628),(11 287.5484),(12 289.95242),(13 295.28506),(14 298.90448),(15 301.88165),(16 304.2943),(17 306.03314),(18 310.99048),(19 313.3216),(20 315.446),(21 317.2995),(22 321.99792),(23 323.0394),(24 325.5844),(25 328.18097),(26 327.34933),(27 325.38202),(28 326.6535),(29 328.3695),(30 327.29855),(31 325.6674),(32 328.04636),(33 324.8914),(34 324.01672),(35 325.1208),(36 326.11987),(37 326.6937),(38 324.84973),(39 324.19077),(40 322.64954),(41 322.5266),(42 318.3397),(43 316.5693),(44 314.1858),(45 309.93198),(46 309.70416),(47 309.25372),(48 314.594),(49 310.75897),(50 307.74817),(51 307.00223),(52 309.32367),(53 309.33957),(54 309.084),(55 310.14493),(56 312.9194),(57 312.6163),(58 308.07098),(59 307.1367),(60 305.65515),(61 309.9906),(62 309.65637),(63 312.50974),(64 310.26263),(65 309.58105),(66 310.00488),(67 309.14777),(68 312.58298),(69 308.34885),(70 307.8392),(71 308.78177),(72 309.85815),(73 310.55188),(74 311.64386),(75 312.33652),(76 313.28482),(77 315.10547),(78 318.01944),(79 315.29742),
(1 149.90663),(2 193.99142),(3 219.2976),(4 233.90077),(5 245.05342),(6 251.0074),(7 257.7549),(8 264.0726),(9 264.45538),(10 266.47885),(11 270.8378),(12 274.42447),(13 280.73074),(14 284.66888),(15 286.4829),(16 291.02158),(17 294.1394),(18 296.23352),(19 295.9735),(20 296.16397),(21 298.00076),(22 301.39212),(23 304.18292),(24 306.05798),(25 306.87964),(26 305.22226),(27 307.38727),(28 307.8493),(29 313.1002),(30 314.69092),(31 318.342),(32 317.9882),(33 321.0319),(34 321.91806),(35 321.10068),(36 319.84036),(37 318.13913),(38 318.53616),(39 317.77557),(40 317.19034),(41 316.5477),(42 316.59045),(43 310.5759),(44 309.3192),(45 309.0909),(46 307.887),(47 307.95044),(48 306.6722),(49 306.40625),(50 303.49457),(51 301.34137),(52 301.58307),(53 301.3433),(54 300.64413),(55 303.63522),(56 302.88074),(57 301.8845),(58 298.62518),(59 297.63242),(60 295.58014),(61 297.22876),(62 297.20428),(63 298.32816),(64 299.61084),(65 301.78647),(66 302.9434),(67 304.28534),(68 307.277),(69 303.94476),(70 303.98056),(71 305.0002),(72 305.33005),(73 308.9331),(74 308.90997),(75 310.20526),(76 310.62384),(77 310.24118),(78 309.1192),(79 310.8024),
(1 148.92744),(2 190.6555),(3 219.37021),(4 234.76314),(5 246.36061),(6 254.13075),(7 259.77136),(8 266.23676),(9 271.4549),(10 275.72946),(11 276.3969),(12 281.19522),(13 286.2869),(14 289.37112),(15 290.70065),(16 291.50394),(17 294.39426),(18 296.93515),(19 299.4722),(20 298.04807),(21 299.02646),(22 302.3311),(23 302.5367),(24 304.11438),(25 301.9178),(26 304.06628),(27 305.1989),(28 308.21585),(29 309.05933),(30 310.70178),(31 311.55847),(32 314.02448),(33 314.7589),(34 314.34637),(35 312.92038),(36 311.13477),(37 310.95804),(38 313.22412),(39 311.3328),(40 313.47708),(41 311.0574),(42 310.6651),(43 309.25854),(44 307.12958),(45 307.55444),(46 306.70206),(47 304.60464),(48 305.3484),(49 306.47418),(50 304.31116),(51 304.30624),(52 305.62146),(53 302.83734),(54 304.03336),(55 303.4287),(56 300.32117),(57 295.1337),(58 294.27777),(59 291.68585),(60 291.7761),(61 292.94327),(62 292.6254),(63 296.11414),(64 297.06473),(65 299.36908),(66 297.96158),(67 296.0556),(68 300.31265),(69 299.99078),(70 302.39435),(71 304.0984),(72 303.68274),(73 303.6587),(74 307.11887),(75 307.26898),(76 306.88095),(77 306.7568),(78 306.4603),(79 303.54135),
(1 147.93147),(2 188.42802),(3 215.16779),(4 232.45387),(5 243.13855),(6 250.93588),(7 257.5156),(8 262.93332),(9 269.64853),(10 273.6022),(11 277.47034),(12 284.2398),(13 288.01193),(14 291.23355),(15 295.3966),(16 298.81955),(17 305.21896),(18 310.6307),(19 311.70053),(20 309.44037),(21 310.22723),(22 310.4988),(23 314.36615),(24 317.45718),(25 317.30563),(26 315.97437),(27 317.7857),(28 316.25027),(29 317.20325),(30 317.27982),(31 313.77454),(32 313.66888),(33 314.58017),(34 311.89603),(35 314.0052),(36 312.962),(37 311.74615),(38 309.8973),(39 306.21265),(40 306.04147),(41 306.4783),(42 306.71228),(43 300.38147),(44 299.22568),(45 297.31223),(46 298.90802),(47 299.05063),(48 297.00134),(49 294.2859),(50 291.5083),(51 292.28064),(52 295.31287),(53 294.39465),(54 294.99155),(55 296.2406),(56 295.141),(57 295.81528),(58 292.7451),(59 292.15854),(60 292.91916),(61 293.6505),(62 298.38995),(63 297.9742),(64 295.9897),(65 294.5716),(66 294.49948),(67 298.41702),(68 298.6088),(69 300.00507),(70 302.6143),(71 301.4312),(72 302.91986),(73 304.46918),(74 307.10617),(75 307.36063),(76 310.11224),(77 309.81415),(78 314.86444),(79 315.6496),
(1 145.33603),(2 183.71239),(3 211.93239),(4 227.18448),(5 237.44516),(6 245.00308),(7 249.71303),(8 256.06042),(9 260.84595),(10 263.76834),(11 269.55908),(12 270.3182),(13 274.70688),(14 278.8011),(15 281.95773),(16 285.9664),(17 285.9936),(18 291.0947),(19 297.0749),(20 297.74124),(21 299.15552),(22 298.79654),(23 299.94147),(24 300.05328),(25 300.85202),(26 300.1028),(27 301.215),(28 301.1898),(29 299.54892),(30 297.97015),(31 293.9357),(32 294.54602),(33 296.1176),(34 295.15726),(35 295.3704),(36 292.18616),(37 292.56287),(38 292.72397),(39 292.50815),(40 288.37564),(41 289.9019),(42 288.78928),(43 285.98523),(44 282.52603),(45 281.61423),(46 281.98837),(47 282.37387),(48 277.92377),(49 279.40076),(50 277.75485),(51 278.08084),(52 280.46207),(53 281.2066),(54 282.46472),(55 283.62784),(56 284.0752),(57 287.08304),(58 287.7324),(59 288.37616),(60 288.12466),(61 286.89935),(62 287.42352),(63 290.44647),(64 289.2379),(65 287.0409),(66 287.71786),(67 287.396),(68 289.557),(69 287.28156),(70 291.23776),(71 290.37555),(72 288.93054),(73 288.94202),(74 291.94662),(75 291.16547),(76 290.42288),(77 292.2594),(78 298.10016),(79 298.40088),
(1 143.33385),(2 184.58958),(3 212.08504),(4 225.08258),(5 235.60725),(6 243.06178),(7 250.59874),(8 258.72482),(9 262.78235),(10 265.51398),(11 270.83783),(12 273.64316),(13 275.31284),(14 278.11417),(15 279.6378),(16 279.404),(17 282.37784),(18 284.83832),(19 289.84808),(20 290.0489),(21 289.40323),(22 289.5334),(23 290.814),(24 291.94177),(25 295.08365),(26 296.07538),(27 296.61508),(28 297.451),(29 298.9261),(30 298.92392),(31 300.30722),(32 298.95743),(33 297.60013),(34 295.78857),(35 296.05356),(36 293.87534),(37 292.51318),(38 294.9262),(39 292.4017),(40 292.16257),(41 293.033),(42 292.10187),(43 290.87997),(44 288.33487),(45 289.814),(46 292.55667),(47 291.63992),(48 292.32224),(49 290.99554),(50 290.14734),(51 290.23935),(52 287.48404),(53 286.26788),(54 287.37524),(55 288.2696),(56 287.19855),(57 289.41125),(58 290.43906),(59 289.4401),(60 289.62778),(61 287.49167),(62 288.1981),(63 294.046),(64 291.9715),(65 288.68857),(66 285.897),(67 285.9065),(68 286.18607),(69 287.02536),(70 288.87723),(71 287.95245),(72 286.0538),(73 285.64362),(74 287.91385),(75 289.1968),(76 286.5687),(77 290.44925),(78 295.33606),(79 295.6303),
(1 140.67432),(2 178.58203),(3 205.68947),(4 219.0541),(5 228.7286),(6 236.61064),(7 241.68652),(8 247.66359),(9 251.58043),(10 252.40402),(11 257.36447),(12 261.5153),(13 263.90018),(14 266.3157),(15 268.41888),(16 269.4702),(17 270.66702),(18 273.242),(19 273.6462),(20 277.97107),(21 276.21277),(22 276.34464),(23 277.32666),(24 275.16235),(25 278.10858),(26 277.3938),(27 279.66428),(28 281.48352),(29 280.737),(30 283.2262),(31 282.84616),(32 283.53067),(33 283.88232),(34 286.22244),(35 285.69714),(36 285.11725),(37 287.72916),(38 288.0756),(39 285.63528),(40 283.48245),(41 284.5889),(42 283.07547),(43 283.23346),(44 282.03766),(45 284.33163),(46 287.61197),(47 287.649),(48 288.30658),(49 284.96738),(50 282.7188),(51 281.81436),(52 282.81183),(53 279.90363),(54 279.80515),(55 279.5986),(56 280.34833),(57 278.83218),(58 282.3295),(59 279.04773),(60 277.92624),(61 278.8957),(62 279.29965),(63 281.08368),(64 278.82526),(65 279.78226),(66 281.5114),(67 285.43805),(68 286.92044),(69 287.2578),(70 289.34302),(71 289.29874),(72 287.25122),(73 288.77896),(74 288.08264),(75 289.96213),(76 288.92993),(77 290.1166),(78 295.3939),(79 293.75293),
(1 141.07283),(2 179.63103),(3 208.13785),(4 219.58371),(5 230.56267),(6 239.37198),(7 245.45514),(8 252.45555),(9 256.96707),(10 260.48804),(11 261.0991),(12 264.0723),(13 267.9106),(14 270.7622),(15 272.49908),(16 273.809),(17 274.0623),(18 276.25745),(19 278.52594),(20 283.1052),(21 284.24774),(22 284.56726),(23 284.1511),(24 284.03278),(25 287.14404),(26 286.15976),(27 286.9057),(28 283.4939),(29 284.87704),(30 289.19443),(31 288.17093),(32 288.46164),(33 291.83594),(34 290.2376),(35 293.1657),(36 294.3083),(37 295.6268),(38 296.3585),(39 293.2635),(40 288.49664),(41 285.38382),(42 284.4461),(43 285.1228),(44 282.85992),(45 285.53186),(46 285.2731),(47 284.9255),(48 286.4833),(49 284.1231),(50 283.04602),(51 285.45755),(52 285.8445),(53 282.93378),(54 282.89474),(55 284.23697),(56 284.0595),(57 281.56473),(58 280.297),(59 279.13516),(60 279.086),(61 277.5862),(62 278.0808),(63 281.4571),(64 282.69553),(65 283.08612),(66 284.00766),(67 283.40277),(68 282.45114),(69 284.14786),(70 282.96976),(71 282.711),(72 281.36703),(73 281.7504),(74 282.51102),(75 283.98486),(76 284.34274),(77 283.39368),(78 288.05475),(79 288.0869),
