1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1470166.4),(2 1670623.1),(3 545811.6),(4 2241146),(5 2622938.8),(6 1570018.6),(7 3263461.3),(8 3768659.3),(9 2870363.3),(10 4408740.5),(11 4980217.5),(12 4202848.5),(13 5655276),(14 6226492),(15 5420386),(16 6855815.5),(17 7361890.5),(18 6592413.5),(19 7787273.5),(20 8232952.5),(21 7237159.5),(22 8232480),(23 8565133),(24 7502405.5),(25 8258808),(26 8543644),(27 7524649.5),(28 8218038.5),(29 8611129),(30 7733113.5),(31 8584483),(32 9135812),(33 8704915),(34 9527925),(35 10249145),(36 9988683),(37 10880884),(38 11760467),(39 11715085),(40 12701293),(41 13711551),(42 13790712),(43 14715293),(44 15541085),(45 15396841),(46 15962120),(47 16566717),(48 16556672),(49 16989018),(50 17559682),(51 17365134),(52 17869224),(53 18510472),(54 18270950),(55 18805756),(56 19384944),(57 19063162),(58 19803854),(59 20509426),(60 20329218),(61 21341146),(62 22283994),(63 22751702),(64 23635704),(65 24761606),(66 25030310),(67 26352656),(68 27723310),(69 27961968),(70 29271878),(71 30453798),(72 30970414),(73 32213198),(74 33401102),(75 33743372),(76 34617710),(77 35695350),(78 36209116),(79 37155612),
(1 70.741455),(2 83.1514),(3 88.38092),(4 93.13707),(5 96.041466),(6 98.11832),(7 100.58867),(8 101.52904),(9 103.316185),(10 105.68944),(11 107.34432),(12 108.80383),(13 111.033005),(14 112.51187),(15 112.70283),(16 114.82325),(17 115.85378),(18 116.84102),(19 117.432365),(20 119.407875),(21 119.14211),(22 120.189285),(23 120.30053),(24 119.80273),(25 120.70984),(26 121.81525),(27 120.16244),(28 119.90417),(29 119.05068),(30 119.88586),(31 119.03182),(32 119.89359),(33 119.28347),(34 119.67502),(35 120.804756),(36 121.949615),(37 122.887825),(38 123.774994),(39 121.73007),(40 122.108795),(41 122.67696),(42 123.8623),(43 123.21477),(44 123.63851),(45 123.989685),(46 125.40922),(47 125.37252),(48 125.821304),(49 126.71994),(50 126.809525),(51 126.201584),(52 126.6175),(53 126.87699),(54 126.46655),(55 127.18846),(56 125.61205),(57 125.22308),(58 125.218),(59 125.493416),(60 125.1261),(61 126.01388),(62 125.064285),(63 123.12958),(64 124.051506),(65 124.98934),(66 122.87259),(67 123.032364),(68 124.34221),(69 124.50292),(70 124.81009),(71 124.976685),(72 125.555435),(73 126.07255),(74 127.04238),(75 125.67242),(76 126.37064),(77 127.92583),(78 129.72192),(79 128.82927),
(1 71.071465),(2 83.14077),(3 90.54907),(4 95.38079),(5 98.12708),(6 99.842896),(7 102.819534),(8 104.27615),(9 105.83391),(10 107.15761),(11 109.15063),(12 110.35275),(13 111.512794),(14 113.52139),(15 113.28089),(16 114.98424),(17 115.17884),(18 116.22014),(19 119.06877),(20 119.78996),(21 121.13717),(22 120.3238),(23 119.916016),(24 120.2109),(25 122.30018),(26 122.11952),(27 119.947876),(28 121.131),(29 121.93546),(30 121.1782),(31 121.446266),(32 120.37636),(33 122.02584),(34 121.76632),(35 121.320496),(36 121.89662),(37 125.24661),(38 124.63395),(39 123.625084),(40 124.29721),(41 123.63859),(42 123.47441),(43 124.62547),(44 125.71841),(45 123.6975),(46 123.468),(47 122.96434),(48 124.059555),(49 124.702545),(50 125.905914),(51 122.975716),(52 122.87088),(53 123.66557),(54 122.382385),(55 123.0897),(56 121.96958),(57 120.443924),(58 120.87134),(59 120.69054),(60 119.809395),(61 119.66435),(62 119.73224),(63 119.00434),(64 118.77462),(65 119.40613),(66 118.997086),(67 120.02193),(68 121.209564),(69 121.211205),(70 121.9579),(71 121.834366),(72 122.78572),(73 123.014084),(74 123.96549),(75 123.17076),(76 125.84161),(77 125.43141),(78 126.60729),(79 127.26632),
(1 68.70225),(2 80.25587),(3 86.55346),(4 92.43405),(5 94.513054),(6 97.548454),(7 100.16562),(8 101.51479),(9 103.00954),(10 103.258446),(11 104.07664),(12 107.088036),(13 108.03321),(14 109.522736),(15 109.53534),(16 110.716034),(17 113.25469),(18 113.23975),(19 114.70389),(20 116.14561),(21 117.19),(22 117.44958),(23 117.20409),(24 117.36467),(25 118.02429),(26 119.25249),(27 117.34654),(28 118.426674),(29 118.99494),(30 119.08208),(31 119.3706),(32 118.61596),(33 117.84457),(34 118.05978),(35 117.88325),(36 119.03672),(37 120.494385),(38 120.287994),(39 118.51256),(40 119.114525),(41 118.96979),(42 119.64017),(43 120.10854),(44 120.18777),(45 120.11583),(46 120.445984),(47 118.84346),(48 119.685036),(49 119.756195),(50 120.084305),(51 118.686935),(52 119.11229),(53 118.03682),(54 118.15301),(55 118.788795),(56 119.084175),(57 119.67311),(58 119.25092),(59 119.163086),(60 119.72946),(61 118.98797),(62 119.23662),(63 117.17643),(64 118.35091),(65 118.30922),(66 117.99596),(67 117.529816),(68 119.6095),(69 119.26702),(70 120.24273),(71 120.42496),(72 122.474205),(73 122.26137),(74 123.85443),(75 122.0983),(76 123.301895),(77 123.89931),(78 123.71851),(79 125.09141),
(1 69.71648),(2 80.71488),(3 86.21947),(4 91.47178),(5 93.54472),(6 96.08721),(7 97.963684),(8 100.09653),(9 101.45083),(10 102.244514),(11 104.180176),(12 106.59287),(13 106.76455),(14 108.276146),(15 109.097336),(16 111.11896),(17 112.13794),(18 114.24752),(19 115.58126),(20 117.2698),(21 117.48603),(22 118.01617),(23 117.53229),(24 117.59389),(25 118.0754),(26 118.72044),(27 116.91168),(28 116.81188),(29 115.324356),(30 115.23812),(31 117.059654),(32 117.10653),(33 117.531265),(34 119.03832),(35 118.89612),(36 120.189224),(37 120.51122),(38 121.90296),(39 120.29601),(40 120.87655),(41 122.084755),(42 121.8615),(43 123.21639),(44 123.57047),(45 122.891),(46 123.723206),(47 125.00063),(48 125.36926),(49 126.74687),(50 126.176414),(51 125.43315),(52 124.75373),(53 125.081764),(54 124.48768),(55 124.816055),(56 123.70304),(57 123.87612),(58 122.585846),(59 121.824135),(60 122.19227),(61 122.06044),(62 122.13559),(63 120.63975),(64 119.730835),(65 120.220474),(66 121.299164),(67 122.22993),(68 123.124054),(69 122.86727),(70 122.57298),(71 122.35677),(72 123.05951),(73 122.90727),(74 124.70052),(75 123.919586),(76 125.32406),(77 127.09487),(78 127.76443),(79 127.239456),
(1 68.633804),(2 80.61199),(3 86.16108),(4 92.14588),(5 93.547874),(6 96.85966),(7 98.45927),(8 99.75505),(9 103.46861),(10 104.27934),(11 105.65304),(12 108.0442),(13 107.95558),(14 109.88262),(15 109.8743),(16 111.481346),(17 111.01631),(18 113.2894),(19 115.31343),(20 116.344505),(21 117.44393),(22 117.44572),(23 117.27816),(24 117.77807),(25 119.77808),(26 119.73184),(27 117.89421),(28 117.81128),(29 117.67773),(30 117.52866),(31 117.96632),(32 117.91256),(33 117.96945),(34 118.82577),(35 117.038994),(36 118.125336),(37 119.65842),(38 120.26832),(39 118.80264),(40 120.15675),(41 120.15469),(42 119.72759),(43 120.96627),(44 120.13131),(45 119.29172),(46 119.66267),(47 119.29408),(48 118.57743),(49 120.847626),(50 120.36333),(51 118.85906),(52 119.14036),(53 120.27172),(54 119.54441),(55 119.9098),(56 120.107414),(57 119.645485),(58 118.829414),(59 120.28026),(60 120.05406),(61 119.64099),(62 119.940956),(63 118.85389),(64 118.42135),(65 119.023476),(66 118.73444),(67 119.980255),(68 120.66925),(69 120.29984),(70 121.255714),(71 121.38776),(72 121.64811),(73 123.16122),(74 121.50479),(75 121.1933),(76 122.54761),(77 123.34277),(78 124.53057),(79 123.21255),
(1 67.34196),(2 78.27692),(3 84.63316),(4 89.84935),(5 91.78228),(6 94.360695),(7 96.3293),(8 98.59683),(9 100.95457),(10 101.51313),(11 102.825516),(12 104.16546),(13 105.61024),(14 106.30583),(15 106.24631),(16 108.14332),(17 110.07464),(18 112.9348),(19 114.04748),(20 114.90228),(21 114.951),(22 115.17564),(23 114.49283),(24 114.46352),(25 115.087326),(26 115.9771),(27 114.26353),(28 113.92674),(29 114.56719),(30 114.084755),(31 113.51316),(32 112.29534),(33 113.71585),(34 113.65024),(35 113.80283),(36 114.799194),(37 115.74194),(38 116.137596),(39 114.69701),(40 114.329),(41 114.840164),(42 115.21238),(43 116.6013),(44 117.26263),(45 117.45456),(46 117.39452),(47 116.4949),(48 116.815636),(49 117.99293),(50 117.49324),(51 117.27685),(52 117.68106),(53 117.000656),(54 117.54268),(55 117.756424),(56 116.95129),(57 117.04359),(58 116.34889),(59 116.137695),(60 115.69043),(61 115.31997),(62 115.84174),(63 114.824974),(64 115.023125),(65 115.03047),(66 113.95466),(67 114.185776),(68 115.39203),(69 115.04498),(70 114.492256),(71 116.244095),(72 115.88907),(73 117.53207),(74 116.58159),(75 116.51316),(76 117.97952),(77 119.214554),(78 119.78684),(79 120.89135),
(1 66.38401),(2 77.42094),(3 84.27893),(4 88.35313),(5 90.998184),(6 92.889145),(7 95.64183),(8 96.27494),(9 99.293884),(10 99.87781),(11 100.82805),(12 102.10756),(13 102.207664),(14 104.81492),(15 104.12574),(16 105.62822),(17 105.59303),(18 108.28728),(19 109.28533),(20 111.66216),(21 112.208984),(22 112.932465),(23 112.62123),(24 112.66158),(25 113.730804),(26 113.479866),(27 112.23548),(28 113.469444),(29 111.66692),(30 112.30322),(31 112.094406),(32 112.33531),(33 113.487274),(34 113.21534),(35 112.68307),(36 113.48531),(37 115.90678),(38 115.82148),(39 114.765594),(40 115.66962),(41 115.66337),(42 115.90243),(43 117.406624),(44 116.79132),(45 117.76009),(46 118.62815),(47 117.93853),(48 119.25694),(49 119.22893),(50 120.217285),(51 119.58786),(52 119.62044),(53 119.831924),(54 119.961624),(55 119.7747),(56 118.66477),(57 118.64139),(58 117.86381),(59 117.23547),(60 117.19299),(61 118.01004),(62 116.96076),(63 115.87296),(64 115.45965),(65 115.7374),(66 114.687836),(67 116.08714),(68 116.92829),(69 117.09617),(70 116.77814),(71 116.745636),(72 117.21149),(73 118.2155),(74 118.6959),(75 116.52955),(76 118.405914),(77 119.0906),(78 119.82332),(79 120.8154),
(1 65.429436),(2 76.54074),(3 82.93307),(4 87.766594),(5 90.00078),(6 93.17781),(7 94.686134),(8 96.583046),(9 98.68614),(10 99.900566),(11 101.69268),(12 103.45703),(13 103.22241),(14 104.37235),(15 105.48692),(16 107.13587),(17 107.37951),(18 109.24713),(19 110.53961),(20 110.68486),(21 111.24584),(22 111.60625),(23 112.19213),(24 112.18475),(25 112.613785),(26 113.04244),(27 111.435196),(28 111.233826),(29 111.71048),(30 111.53804),(31 112.239845),(32 111.69237),(33 113.26175),(34 112.32668),(35 112.54532),(36 113.4712),(37 113.79411),(38 114.043396),(39 112.69835),(40 113.33601),(41 113.473274),(42 114.03639),(43 113.637184),(44 113.73955),(45 114.31501),(46 114.615005),(47 115.22791),(48 116.1128),(49 116.615105),(50 117.716484),(51 115.485916),(52 115.07906),(53 114.955795),(54 115.507065),(55 115.86626),(56 115.46225),(57 114.445),(58 114.764404),(59 114.56221),(60 114.10116),(61 114.29446),(62 114.02962),(63 113.58072),(64 113.54091),(65 113.43025),(66 112.76127),(67 113.33802),(68 114.494675),(69 114.3941),(70 114.54616),(71 115.128876),(72 115.36159),(73 115.83713),(74 117.12756),(75 115.96919),(76 115.82591),(77 116.915855),(78 118.77113),(79 118.93465),
(1 64.57674),(2 76.01617),(3 81.88047),(4 86.7336),(5 88.94987),(6 91.450005),(7 92.96425),(8 95.94806),(9 97.769356),(10 97.49412),(11 98.619255),(12 100.672775),(13 101.39592),(14 102.958145),(15 102.581345),(16 103.568665),(17 104.54607),(18 107.12232),(19 107.99581),(20 110.360794),(21 111.09924),(22 110.89631),(23 110.34601),(24 110.0753),(25 112.001755),(26 112.430115),(27 109.807465),(28 111.68509),(29 111.618904),(30 110.85762),(31 111.398766),(32 111.291954),(33 112.2008),(34 111.00867),(35 110.60736),(36 111.83041),(37 114.22296),(38 114.90716),(39 113.16569),(40 113.51624),(41 113.053925),(42 113.30891),(43 113.47516),(44 114.14513),(45 113.42825),(46 113.34855),(47 112.93493),(48 113.9174),(49 113.77781),(50 114.505104),(51 114.32922),(52 114.22966),(53 114.09614),(54 113.81422),(55 114.37488),(56 113.856094),(57 113.34205),(58 113.46476),(59 112.79867),(60 112.13834),(61 112.00639),(62 111.72219),(63 111.97125),(64 110.86073),(65 110.37679),(66 110.68171),(67 111.56715),(68 112.624435),(69 112.157196),(70 112.362976),(71 113.33337),(72 114.41961),(73 115.39466),(74 116.775566),(75 114.58459),(76 116.27672),(77 117.17912),(78 118.88568),(79 119.40435),
(1 64.644585),(2 75.96599),(3 81.552475),(4 86.01806),(5 89.18954),(6 91.43074),(7 93.023674),(8 96.06712),(9 98.49093),(10 99.001915),(11 100.62285),(12 102.32398),(13 103.052864),(14 104.513504),(15 103.35121),(16 107.225075),(17 107.2543),(18 107.7553),(19 109.2406),(20 111.04929),(21 111.58867),(22 110.74382),(23 112.15592),(24 111.39098),(25 112.12794),(26 113.221596),(27 111.15343),(28 111.02527),(29 109.63912),(30 109.85625),(31 110.93527),(32 110.26453),(33 111.68237),(34 110.81912),(35 111.39783),(36 112.95952),(37 115.03716),(38 115.29684),(39 114.50007),(40 114.6822),(41 115.085846),(42 114.91059),(43 115.59798),(44 115.04122),(45 116.02539),(46 115.48325),(47 115.89826),(48 114.9389),(49 115.13587),(50 116.6749),(51 115.219574),(52 115.54475),(53 115.24962),(54 115.35492),(55 114.71847),(56 114.11652),(57 113.91637),(58 112.83838),(59 112.96823),(60 113.5457),(61 113.28206),(62 113.29391),(63 112.06496),(64 111.11627),(65 111.28875),(66 110.7978),(67 112.81087),(68 113.68654),(69 112.85602),(70 112.775475),(71 113.33448),(72 113.09743),(73 113.33684),(74 114.67528),(75 112.99178),(76 113.705986),(77 114.702156),(78 116.10976),(79 116.33627),
(1 63.218456),(2 74.08498),(3 79.85217),(4 83.99288),(5 86.569275),(6 88.566574),(7 89.5905),(8 92.11618),(9 94.4627),(10 95.11648),(11 97.51378),(12 98.53953),(13 100.44404),(14 102.08132),(15 101.72577),(16 102.477196),(17 103.59887),(18 106.1114),(19 107.64992),(20 108.52033),(21 109.16271),(22 109.14089),(23 109.00002),(24 108.52872),(25 110.14048),(26 110.58613),(27 108.48414),(28 109.660126),(29 109.10079),(30 109.011536),(31 110.14137),(32 109.46809),(33 108.94745),(34 109.86569),(35 110.2073),(36 111.28197),(37 111.856),(38 112.16817),(39 110.07628),(40 110.812386),(41 110.748436),(42 111.12197),(43 112.57033),(44 111.060486),(45 111.33538),(46 111.63612),(47 111.75042),(48 111.07536),(49 110.53181),(50 110.05512),(51 110.48062),(52 110.27837),(53 110.7069),(54 110.5887),(55 110.35966),(56 111.71946),(57 110.37534),(58 110.13715),(59 109.95478),(60 109.21967),(61 109.825424),(62 108.91621),(63 108.64882),(64 107.13688),(65 108.69675),(66 108.42111),(67 108.09129),(68 109.349365),(69 109.37876),(70 109.941696),(71 109.50381),(72 110.656715),(73 111.522675),(74 112.15697),(75 111.023224),(76 112.534874),(77 112.31466),(78 114.098656),(79 114.41556),
(1 62.6278),(2 74.06313),(3 79.50759),(4 85.323814),(5 88.609245),(6 90.24121),(7 92.27541),(8 93.06093),(9 94.95066),(10 96.34133),(11 96.95643),(12 98.08675),(13 98.912315),(14 99.49341),(15 99.719635),(16 100.83143),(17 101.99073),(18 104.2551),(19 105.702255),(20 106.138245),(21 106.63649),(22 107.92584),(23 107.73558),(24 106.37642),(25 108.606606),(26 108.53105),(27 106.93136),(28 106.69391),(29 105.27658),(30 105.56487),(31 106.68198),(32 106.50244),(33 106.200005),(34 106.02956),(35 106.401825),(36 106.794464),(37 106.62131),(38 107.36501),(39 105.200935),(40 105.761696),(41 105.97493),(42 105.42793),(43 104.914246),(44 104.78616),(45 104.826614),(46 103.722),(47 104.28294),(48 104.65344),(49 103.56995),(50 105.17995),(51 104.999405),(52 105.02179),(53 105.221344),(54 105.916626),(55 105.47649),(56 105.8004),(57 105.150795),(58 104.87076),(59 104.41006),(60 105.37663),(61 105.20153),(62 105.824295),(63 104.21368),(64 103.25023),(65 103.71668),(66 104.085434),(67 105.825195),(68 107.10275),(69 107.36253),(70 107.68966),(71 107.78691),(72 108.71672),(73 109.68815),(74 111.07018),(75 109.65574),(76 110.94408),(77 111.44176),(78 112.71782),(79 113.99646),
(1 61.596325),(2 72.39876),(3 77.432526),(4 81.57457),(5 84.50543),(6 86.42301),(7 88.1816),(8 89.983986),(9 91.04087),(10 92.31174),(11 94.43757),(12 96.15364),(13 96.63428),(14 98.21487),(15 98.280815),(16 99.46777),(17 99.31904),(18 100.45064),(19 101.66644),(20 103.1763),(21 103.470375),(22 103.65938),(23 104.41352),(24 103.844635),(25 104.99931),(26 105.96582),(27 104.3925),(28 103.8886),(29 103.365776),(30 102.64413),(31 103.2731),(32 102.30261),(33 103.628426),(34 103.0434),(35 104.12243),(36 104.6608),(37 105.2953),(38 105.03583),(39 104.40239),(40 105.34159),(41 105.16089),(42 105.52983),(43 106.23118),(44 106.5461),(45 107.29095),(46 106.93467),(47 106.729805),(48 107.729324),(49 107.882195),(50 109.165245),(51 107.58134),(52 107.9822),(53 108.74597),(54 107.46543),(55 107.88313),(56 107.46453),(57 107.3548),(58 106.72692),(59 106.2504),(60 106.85557),(61 106.52331),(62 106.96398),(63 105.38799),(64 105.683136),(65 106.42313),(66 106.256355),(67 105.8643),(68 106.55744),(69 105.89801),(70 106.13634),(71 106.39952),(72 107.20063),(73 108.69051),(74 109.27533),(75 107.90871),(76 108.896095),(77 108.70849),(78 110.730835),(79 112.042305),
(1 62.284084),(2 72.40699),(3 77.29963),(4 82.05513),(5 83.42296),(6 86.46602),(7 87.96829),(8 90.692184),(9 92.022995),(10 92.42349),(11 94.487114),(12 95.92333),(13 97.05995),(14 98.717705),(15 98.7644),(16 100.58385),(17 100.217735),(18 101.99584),(19 103.730865),(20 104.341965),(21 104.87345),(22 105.00441),(23 105.74235),(24 105.4434),(25 104.4546),(26 104.86138),(27 103.71194),(28 103.99824),(29 103.4332),(30 102.79338),(31 104.44071),(32 103.36193),(33 103.82099),(34 103.61879),(35 104.09508),(36 104.43807),(37 105.35837),(38 105.66655),(39 104.89494),(40 103.64694),(41 103.10891),(42 103.09214),(43 104.2293),(44 103.83199),(45 103.78304),(46 103.44941),(47 103.39417),(48 104.567215),(49 104.34283),(50 104.41729),(51 104.91159),(52 104.84096),(53 105.305466),(54 104.06296),(55 104.43465),(56 104.22974),(57 104.449425),(58 104.41369),(59 103.77943),(60 103.64096),(61 104.50606),(62 103.62096),(63 103.600426),(64 102.733986),(65 104.09332),(66 102.997955),(67 104.432236),(68 104.04966),(69 103.96459),(70 104.50797),(71 104.42502),(72 105.34296),(73 106.3447),(74 107.67097),(75 105.903625),(76 106.71708),(77 107.88599),(78 108.315834),(79 109.8802),
(1 60.565006),(2 71.42827),(3 76.88627),(4 81.38684),(5 84.48499),(6 86.557144),(7 88.17315),(8 90.43209),(9 91.98035),(10 92.022514),(11 92.988464),(12 95.02697),(13 95.76296),(14 97.22682),(15 96.36479),(16 98.521484),(17 100.03891),(18 101.42193),(19 102.58254),(20 103.33001),(21 104.28382),(22 103.89238),(23 104.92681),(24 104.439865),(25 105.8902),(26 106.6204),(27 105.05081),(28 103.95352),(29 104.20046),(30 103.56588),(31 104.55612),(32 103.54634),(33 104.038635),(34 102.45714),(35 102.87158),(36 104.183334),(37 104.88683),(38 104.667435),(39 103.65377),(40 102.648994),(41 103.27891),(42 102.0981),(43 103.229836),(44 103.03501),(45 103.20913),(46 103.10521),(47 102.39102),(48 103.4314),(49 102.9982),(50 103.37439),(51 103.25723),(52 103.14524),(53 103.05329),(54 102.97217),(55 102.58135),(56 103.282646),(57 102.2971),(58 102.865326),(59 101.45362),(60 102.03578),(61 102.28337),(62 101.38309),(63 100.28746),(64 101.11862),(65 101.27285),(66 101.68669),(67 102.32049),(68 103.09043),(69 102.540825),(70 102.6128),(71 103.30686),(72 104.76994),(73 105.95215),(74 106.377754),(75 105.30039),(76 107.10126),(77 108.18735),(78 109.52383),(79 109.055374),
(1 60.04141),(2 70.34518),(3 74.75646),(4 80.00271),(5 82.707436),(6 84.1528),(7 86.12603),(8 88.70667),(9 89.62124),(10 90.9333),(11 91.38955),(12 93.254776),(13 93.97242),(14 96.02775),(15 95.138725),(16 96.863),(17 98.225914),(18 99.17308),(19 99.84077),(20 100.76269),(21 101.302124),(22 101.78867),(23 102.660866),(24 102.30296),(25 102.37708),(26 102.97),(27 101.54282),(28 101.48042),(29 100.94807),(30 100.85005),(31 101.589775),(32 101.00447),(33 101.85319),(34 102.16449),(35 101.79693),(36 101.68736),(37 102.70532),(38 102.66859),(39 101.51937),(40 101.88836),(41 102.710365),(42 103.02015),(43 102.77175),(44 103.47929),(45 103.38463),(46 103.78396),(47 103.88337),(48 104.419426),(49 105.13123),(50 106.16847),(51 105.108475),(52 104.95856),(53 105.64034),(54 105.415924),(55 105.64783),(56 104.97173),(57 104.50496),(58 105.09191),(59 105.37482),(60 104.934715),(61 105.66737),(62 104.95038),(63 103.54427),(64 104.91369),(65 104.50785),(66 104.24155),(67 105.01368),(68 105.43285),(69 103.42439),(70 103.53159),(71 104.13759),(72 103.42538),(73 104.727646),(74 103.83675),(75 103.43758),(76 103.81809),(77 104.50195),(78 104.97125),(79 105.60137),
(1 60.35494),(2 70.57057),(3 75.74975),(4 80.12222),(5 81.878654),(6 83.459465),(7 85.89256),(8 87.58257),(9 88.882614),(10 90.16826),(11 91.59287),(12 92.96255),(13 93.837555),(14 95.12447),(15 95.116714),(16 95.92245),(17 96.84913),(18 99.38489),(19 100.596214),(20 101.78343),(21 101.77131),(22 101.81373),(23 101.57451),(24 101.60474),(25 102.40014),(26 102.72373),(27 101.600624),(28 101.65611),(29 100.43457),(30 100.28416),(31 100.95217),(32 101.55064),(33 101.474594),(34 100.17186),(35 101.591515),(36 101.70184),(37 102.153435),(38 102.67521),(39 101.08791),(40 101.154564),(41 101.32134),(42 101.897064),(43 102.02709),(44 102.294876),(45 101.17163),(46 101.64044),(47 102.304115),(48 102.31453),(49 101.85603),(50 102.36042),(51 102.057846),(52 102.88744),(53 102.69414),(54 101.49471),(55 101.19702),(56 101.12531),(57 100.5583),(58 100.4478),(59 99.85588),(60 100.06398),(61 100.838356),(62 100.64887),(63 100.42112),(64 100.293724),(65 100.91961),(66 100.830376),(67 102.10947),(68 100.98366),(69 101.29079),(70 101.535),(71 103.39502),(72 103.22375),(73 104.00491),(74 103.798035),(75 102.90547),(76 105.41754),(77 105.078636),(78 106.75652),(79 106.91498),
(1 59.884613),(2 69.88159),(3 75.1582),(4 79.2347),(5 81.930466),(6 83.778656),(7 85.16471),(8 87.14984),(9 87.8476),(10 89.04851),(11 90.23735),(12 91.30046),(13 92.380684),(14 94.87429),(15 94.06826),(16 95.656876),(17 96.553444),(18 97.96626),(19 98.67072),(20 99.39478),(21 99.5687),(22 100.110596),(23 100.942764),(24 100.63462),(25 101.49427),(26 101.49487),(27 100.13921),(28 99.84431),(29 100.65967),(30 100.5446),(31 101.02404),(32 100.62057),(33 100.45392),(34 99.84209),(35 100.089455),(36 100.92194),(37 101.20075),(38 101.29713),(39 100.2923),(40 100.94295),(41 100.17704),(42 100.406746),(43 99.879585),(44 99.778015),(45 100.02137),(46 100.5415),(47 98.97243),(48 100.10077),(49 100.1118),(50 100.434616),(51 99.704384),(52 100.464294),(53 100.56943),(54 100.295784),(55 100.003296),(56 100.180954),(57 100.0857),(58 100.30171),(59 99.97866),(60 99.991974),(61 99.73241),(62 99.83464),(63 99.297424),(64 99.174805),(65 99.72293),(66 99.56666),(67 100.17539),(68 99.90489),(69 99.82764),(70 99.79857),(71 100.39522),(72 101.742165),(73 101.96753),(74 102.16385),(75 101.06552),(76 102.04639),(77 102.5275),(78 104.6205),(79 104.92383),
