1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 88.16353),(2 112.46145),(3 128.6184),(4 137.56851),(5 144.77502),(6 149.2085),(7 151.90118),(8 157.78453),(9 159.0416),(10 161.91763),(11 162.24797),(12 163.17978),(13 163.44821),(14 162.31548),(15 162.62097),(16 165.10986),(17 165.98396),(18 166.6142),(19 167.07993),(20 168.35646),(21 169.61362),(22 168.89256),(23 169.80727),(24 172.04092),(25 174.34723),(26 176.72191),(27 176.74878),(28 176.63834),(29 177.47618),(30 176.5173),(31 178.02115),(32 179.43633),(33 179.58086),(34 179.61035),(35 180.11852),(36 179.56041),(37 181.00294),(38 182.9921),(39 184.91055),(40 184.13663),(41 184.13528),(42 183.4446),(43 185.55795),(44 183.89519),(45 186.27815),(46 186.42365),(47 189.02126),(48 190.645),(49 191.98952),(50 192.37067),(51 192.85593),(52 192.13191),(53 193.11029),(54 193.15385),(55 194.29279),(56 193.17676),(57 194.61758),(58 195.33537),(59 193.8925),(60 194.27843),(61 194.39233),(62 195.85326),(63 198.04129),(64 199.95857),(65 203.84343),(66 203.78773),(67 204.6087),(68 203.03975),(69 203.76775),(70 204.9765),(71 205.88477),(72 203.187),(73 202.78062),(74 200.68394),(75 201.96046),(76 200.98468),(77 201.01027),(78 201.02158),(79 201.71478),
(1 86.556595),(2 111.454124),(3 126.42152),(4 135.1426),(5 141.52011),(6 146.36147),(7 149.4074),(8 153.56868),(9 156.20683),(10 157.99849),(11 157.6211),(12 157.90656),(13 159.16182),(14 159.16177),(15 160.55524),(16 161.71335),(17 162.01328),(18 164.11174),(19 163.84613),(20 164.53198),(21 163.80534),(22 164.34508),(23 164.45378),(24 165.35626),(25 168.01968),(26 169.82497),(27 171.59625),(28 171.78893),(29 175.11287),(30 174.3053),(31 174.42966),(32 175.98674),(33 174.80682),(34 175.08905),(35 175.55005),(36 175.31119),(37 176.79453),(38 178.71324),(39 179.36386),(40 180.20096),(41 179.70273),(42 181.01512),(43 180.75691),(44 181.24242),(45 180.66331),(46 182.61212),(47 183.24347),(48 185.77742),(49 187.99614),(50 189.07265),(51 190.24832),(52 188.96204),(53 190.32024),(54 188.52606),(55 188.91818),(56 186.9979),(57 188.42476),(58 187.82118),(59 187.44618),(60 187.2549),(61 186.2954),(62 190.0039),(63 190.61972),(64 191.87514),(65 191.64687),(66 192.9496),(67 194.2656),(68 193.47786),(69 195.35532),(70 196.02333),(71 196.69737),(72 195.2611),(73 196.52356),(74 195.07698),(75 195.60416),(76 194.71738),(77 194.43056),(78 194.95352),(79 194.27968),
(1 85.88417),(2 111.952225),(3 127.95574),(4 137.88615),(5 143.7991),(6 149.3502),(7 151.88399),(8 157.77464),(9 159.6608),(10 161.46799),(11 162.54128),(12 162.24284),(13 163.32951),(14 163.46281),(15 164.30702),(16 166.87422),(17 165.6849),(18 167.25409),(19 166.56761),(20 167.23196),(21 165.90724),(22 167.91908),(23 166.65724),(24 168.75801),(25 168.41373),(26 171.26195),(27 174.81374),(28 175.63445),(29 177.40768),(30 175.60016),(31 176.2493),(32 175.58432),(33 175.75107),(34 176.84874),(35 177.07089),(36 178.06628),(37 179.62727),(38 182.37805),(39 182.20396),(40 181.87726),(41 181.41096),(42 182.6226),(43 182.26971),(44 184.11317),(45 184.72606),(46 185.98486),(47 187.57819),(48 189.85493),(49 191.8626),(50 192.84077),(51 191.82803),(52 193.57008),(53 194.56628),(54 194.68033),(55 196.30641),(56 195.75581),(57 197.8764),(58 198.10759),(59 199.16484),(60 199.91354),(61 201.04857),(62 203.9947),(63 206.18079),(64 206.39096),(65 206.23686),(66 206.09383),(67 205.96648),(68 206.6404),(69 208.66882),(70 207.606),(71 207.4313),(72 206.6684),(73 206.07472),(74 207.911),(75 207.9969),(76 208.2267),(77 207.89809),(78 206.31071),(79 205.73515),
(1 86.26424),(2 111.4524),(3 127.83042),(4 136.69334),(5 142.9517),(6 148.03142),(7 151.02348),(8 155.66434),(9 158.4119),(10 159.55063),(11 160.29773),(12 159.54167),(13 159.6585),(14 161.62904),(15 163.05545),(16 165.35233),(17 164.76811),(18 165.70923),(19 166.63445),(20 166.72719),(21 166.8431),(22 167.05408),(23 169.62628),(24 169.9891),(25 172.34856),(26 175.04076),(27 175.25732),(28 176.35457),(29 175.60011),(30 175.19545),(31 173.5594),(32 172.72736),(33 173.78227),(34 176.68158),(35 177.15683),(36 178.516),(37 180.66116),(38 181.51329),(39 182.27393),(40 181.18494),(41 180.5354),(42 180.73036),(43 181.94157),(44 182.33034),(45 182.84122),(46 184.28407),(47 184.52171),(48 185.51353),(49 185.24193),(50 184.82262),(51 183.99413),(52 185.30728),(53 186.40254),(54 187.6062),(55 190.41151),(56 191.13597),(57 193.84009),(58 192.4421),(59 193.72575),(60 192.87154),(61 192.20384),(62 193.38768),(63 194.05547),(64 192.43736),(65 192.64528),(66 192.97362),(67 192.60304),(68 195.82643),(69 196.61569),(70 197.00508),(71 196.16342),(72 196.35712),(73 197.89284),(74 198.39302),(75 199.10693),(76 199.67851),(77 201.18701),(78 200.48668),(79 197.89682),
(1 83.336426),(2 107.32739),(3 124.02816),(4 131.35016),(5 137.97182),(6 141.0974),(7 144.21591),(8 148.58022),(9 149.95755),(10 151.04572),(11 152.59242),(12 155.9545),(13 156.50089),(14 158.37167),(15 158.65923),(16 159.71333),(17 160.17043),(18 161.50505),(19 162.00136),(20 163.34909),(21 162.7428),(22 162.77309),(23 165.07753),(24 165.79529),(25 166.13878),(26 167.15355),(27 169.8371),(28 171.23947),(29 171.89412),(30 170.07704),(31 169.60725),(32 170.86855),(33 170.50732),(34 172.54224),(35 172.5183),(36 173.46057),(37 172.98364),(38 174.36064),(39 174.0489),(40 175.04245),(41 175.5747),(42 174.76004),(43 175.96759),(44 177.77293),(45 178.56459),(46 179.90596),(47 181.6777),(48 180.15974),(49 179.6366),(50 181.10582),(51 181.20226),(52 182.4511),(53 185.53625),(54 186.9705),(55 186.44739),(56 186.62346),(57 187.37427),(58 188.1361),(59 187.8126),(60 188.0821),(61 189.29396),(62 190.26753),(63 189.5426),(64 188.76965),(65 187.9785),(66 187.73558),(67 187.46959),(68 188.41852),(69 189.67056),(70 188.31567),(71 187.99004),(72 188.26334),(73 187.98125),(74 187.90701),(75 187.90887),(76 187.596),(77 189.16039),(78 188.67099),(79 188.31226),
(1 83.516045),(2 108.896576),(3 124.40545),(4 132.85716),(5 139.72311),(6 143.57365),(7 146.36751),(8 150.82077),(9 153.9701),(10 156.22379),(11 156.42511),(12 156.86906),(13 156.75024),(14 159.40996),(15 159.55096),(16 161.31224),(17 161.72034),(18 163.28947),(19 164.80023),(20 165.10263),(21 163.83327),(22 164.0224),(23 165.3128),(24 167.15314),(25 168.86012),(26 171.27652),(27 171.66855),(28 172.58052),(29 171.82045),(30 172.03801),(31 172.08162),(32 172.14857),(33 172.51836),(34 173.6516),(35 173.23923),(36 173.33101),(37 173.79785),(38 174.14775),(39 176.69298),(40 178.69342),(41 179.95313),(42 179.94221),(43 180.07547),(44 180.11029),(45 179.32639),(46 182.89207),(47 184.45901),(48 186.19577),(49 188.80724),(50 189.49205),(51 189.31429),(52 190.59932),(53 193.9793),(54 193.37703),(55 193.09387),(56 191.71155),(57 193.32608),(58 193.98375),(59 193.94629),(60 193.40184),(61 194.76073),(62 195.13878),(63 192.75883),(64 193.4297),(65 193.06833),(66 192.5245),(67 192.92316),(68 195.16576),(69 195.58673),(70 196.18207),(71 195.74083),(72 196.93619),(73 197.0344),(74 195.78867),(75 194.93314),(76 194.98373),(77 195.02686),(78 193.45644),(79 192.37291),
(1 82.76338),(2 107.77402),(3 123.88991),(4 131.42067),(5 137.86015),(6 142.16681),(7 145.54416),(8 149.91328),(9 151.76091),(10 152.23174),(11 150.68463),(12 152.43004),(13 152.5667),(14 154.5354),(15 153.91052),(16 155.55855),(17 157.07121),(18 158.02298),(19 158.42256),(20 159.08788),(21 159.38982),(22 158.76038),(23 159.69463),(24 160.4514),(25 162.49367),(26 163.66832),(27 163.63593),(28 165.82083),(29 164.8998),(30 164.41609),(31 164.94263),(32 165.35025),(33 166.31308),(34 167.64984),(35 167.39137),(36 166.98244),(37 167.0839),(38 169.08316),(39 169.48209),(40 171.93611),(41 172.4253),(42 174.91833),(43 174.66129),(44 173.82321),(45 173.41649),(46 175.58768),(47 175.51161),(48 176.62419),(49 177.39568),(50 177.63826),(51 177.6066),(52 178.03008),(53 179.4747),(54 178.4121),(55 178.16272),(56 177.03447),(57 178.1292),(58 179.32468),(59 179.56139),(60 180.74606),(61 180.12326),(62 181.1886),(63 180.39694),(64 180.20328),(65 181.07736),(66 179.67609),(67 180.50873),(68 180.84363),(69 179.83803),(70 180.16548),(71 180.45686),(72 181.47658),(73 183.62724),(74 183.97533),(75 183.63496),(76 183.52927),(77 183.926),(78 182.22618),(79 182.3881),
(1 83.44864),(2 107.33727),(3 121.88184),(4 131.19467),(5 137.99623),(6 141.2078),(7 145.88023),(8 151.245),(9 153.08452),(10 154.11786),(11 154.73416),(12 155.40367),(13 155.93362),(14 155.08804),(15 157.06708),(16 158.31552),(17 158.55223),(18 158.94427),(19 158.15135),(20 159.40585),(21 158.1246),(22 157.39948),(23 158.92839),(24 160.5217),(25 162.83829),(26 161.97873),(27 163.59451),(28 165.97398),(29 166.48335),(30 164.9327),(31 165.96815),(32 165.6245),(33 166.45935),(34 167.35234),(35 166.93605),(36 166.51126),(37 168.08475),(38 168.77289),(39 168.68411),(40 170.05739),(41 170.24918),(42 171.88617),(43 172.74901),(44 174.82753),(45 174.78778),(46 176.70374),(47 177.15115),(48 179.93338),(49 179.86891),(50 181.91733),(51 183.61572),(52 182.99657),(53 186.07195),(54 185.26147),(55 186.51134),(56 186.2706),(57 187.26172),(58 186.628),(59 186.24744),(60 187.30197),(61 187.88321),(62 188.70538),(63 187.77867),(64 189.29703),(65 190.03352),(66 189.19295),(67 186.89725),(68 188.31267),(69 187.86972),(70 186.3523),(71 186.67535),(72 186.93608),(73 185.41054),(74 187.43015),(75 187.21709),(76 186.85121),(77 186.52737),(78 186.94504),(79 184.61812),
(1 81.25534),(2 104.187294),(3 118.338455),(4 127.021034),(5 133.01794),(6 136.52469),(7 139.5598),(8 145.85641),(9 146.64336),(10 147.09683),(11 148.82787),(12 149.35684),(13 150.52748),(14 151.03229),(15 151.17935),(16 151.51976),(17 152.47124),(18 152.66496),(19 152.01085),(20 153.93062),(21 153.5052),(22 153.51576),(23 153.95924),(24 157.44447),(25 158.1898),(26 158.62273),(27 160.51291),(28 160.83449),(29 160.50069),(30 159.67474),(31 161.12975),(32 160.6136),(33 162.03159),(34 164.24017),(35 164.48805),(36 165.90923),(37 167.77061),(38 170.27386),(39 170.0284),(40 169.81676),(41 169.11833),(42 170.66557),(43 171.6851),(44 173.71077),(45 173.2959),(46 173.36748),(47 175.92409),(48 176.84341),(49 176.74628),(50 177.5849),(51 179.10556),(52 179.43964),(53 183.43532),(54 183.8704),(55 183.03737),(56 183.63882),(57 183.88487),(58 182.5508),(59 182.40689),(60 182.45624),(61 182.33759),(62 183.97563),(63 183.06557),(64 183.1202),(65 183.52983),(66 181.70628),(67 178.98013),(68 178.4877),(69 179.74327),(70 178.53358),(71 179.04076),(72 180.05807),(73 180.57085),(74 180.78627),(75 180.99196),(76 179.61067),(77 180.73721),(78 181.62166),(79 181.43527),
(1 79.82654),(2 102.969666),(3 117.277504),(4 125.323616),(5 129.9687),(6 133.94904),(7 137.33777),(8 140.9418),(9 143.09842),(10 143.76784),(11 144.92776),(12 144.70213),(13 144.07617),(14 143.97385),(15 145.4731),(16 145.24669),(17 147.52783),(18 147.35196),(19 148.8086),(20 149.40811),(21 151.72102),(22 151.75826),(23 153.96936),(24 154.9201),(25 155.23604),(26 155.35002),(27 157.65588),(28 158.10582),(29 155.25272),(30 155.77856),(31 156.7896),(32 157.35364),(33 157.96382),(34 158.34915),(35 159.3796),(36 160.33546),(37 162.28183),(38 164.67186),(39 166.64072),(40 166.50792),(41 168.18802),(42 169.55573),(43 169.32448),(44 171.00838),(45 171.84074),(46 170.88847),(47 172.9288),(48 173.16075),(49 173.80844),(50 175.45839),(51 175.05295),(52 174.63402),(53 176.2748),(54 177.09383),(55 177.79068),(56 179.43884),(57 178.22563),(58 177.29597),(59 178.27632),(60 179.66455),(61 179.71739),(62 179.92067),(63 179.11731),(64 178.43155),(65 177.72154),(66 177.30225),(67 176.75502),(68 179.22755),(69 177.50839),(70 177.30487),(71 178.20114),(72 177.28601),(73 178.87862),(74 179.77153),(75 178.62657),(76 179.0884),(77 180.43135),(78 179.22603),(79 178.08588),
(1 79.64631),(2 104.076195),(3 119.44061),(4 127.83786),(5 134.48668),(6 139.26164),(7 143.247),(8 146.56378),(9 148.7011),(10 147.73473),(11 147.07523),(12 146.38707),(13 147.36395),(14 147.92061),(15 148.32582),(16 149.64917),(17 150.09167),(18 151.52711),(19 153.05595),(20 153.54288),(21 154.06601),(22 154.37141),(23 155.21767),(24 155.70323),(25 158.01515),(26 158.58966),(27 161.13757),(28 161.83513),(29 160.11748),(30 161.73926),(31 163.01949),(32 162.78009),(33 164.00572),(34 163.82819),(35 166.38957),(36 167.62596),(37 169.04619),(38 170.10675),(39 172.73683),(40 173.1333),(41 175.36118),(42 175.07355),(43 175.85526),(44 177.81898),(45 177.94887),(46 178.32558),(47 179.20871),(48 180.90472),(49 181.64136),(50 183.6916),(51 184.79605),(52 184.57726),(53 186.04544),(54 185.52364),(55 184.83269),(56 185.47816),(57 186.04599),(58 184.77802),(59 184.10583),(60 186.15802),(61 187.10457),(62 187.49179),(63 187.00052),(64 185.59158),(65 185.13928),(66 185.72598),(67 184.38745),(68 185.9682),(69 184.84816),(70 185.2547),(71 184.86479),(72 184.15097),(73 184.11502),(74 185.92613),(75 184.78134),(76 182.4885),(77 183.84344),(78 183.65659),(79 181.59972),
(1 79.16121),(2 100.52106),(3 115.387215),(4 123.243576),(5 129.29846),(6 135.1269),(7 137.88014),(8 142.34174),(9 144.37637),(10 145.34059),(11 144.40887),(12 145.75809),(13 147.30728),(14 147.50186),(15 147.84662),(16 148.60374),(17 149.26678),(18 149.79193),(19 151.8167),(20 153.35396),(21 154.19844),(22 153.90433),(23 155.26627),(24 154.23685),(25 154.47502),(26 154.48837),(27 155.62077),(28 157.18716),(29 157.62346),(30 157.32127),(31 159.48352),(32 161.61798),(33 164.55418),(34 166.72348),(35 169.16629),(36 170.58879),(37 171.21808),(38 172.29973),(39 171.3481),(40 171.43048),(41 173.40434),(42 172.37065),(43 173.17026),(44 173.58473),(45 175.0721),(46 173.64453),(47 176.43959),(48 179.28323),(49 179.75212),(50 181.19182),(51 181.12169),(52 179.05852),(53 181.5751),(54 180.92838),(55 181.1414),(56 182.15327),(57 182.4571),(58 183.31656),(59 182.34909),(60 184.00565),(61 183.5392),(62 184.58208),(63 184.66241),(64 183.5825),(65 183.25775),(66 180.63095),(67 180.49583),(68 182.54608),(69 180.86609),(70 181.65018),(71 181.87808),(72 180.48141),(73 180.70546),(74 181.85266),(75 181.57872),(76 178.34119),(77 179.22682),(78 180.50157),(79 181.09547),
(1 77.09913),(2 98.94768),(3 112.217064),(4 120.88671),(5 126.403366),(6 131.88684),(7 136.99832),(8 141.30893),(9 141.60973),(10 142.57495),(11 143.07622),(12 143.16),(13 143.2886),(14 143.96062),(15 146.85733),(16 146.74158),(17 148.0167),(18 148.24176),(19 148.08052),(20 149.26054),(21 149.60158),(22 150.92986),(23 150.79356),(24 150.61269),(25 151.17572),(26 153.57802),(27 153.28358),(28 154.07907),(29 154.59299),(30 154.71162),(31 156.85298),(32 158.77013),(33 159.36688),(34 160.5878),(35 160.81606),(36 161.0663),(37 162.9143),(38 165.29918),(39 165.8953),(40 166.16026),(41 166.4283),(42 165.77919),(43 165.38301),(44 165.05263),(45 165.50697),(46 166.14232),(47 168.07274),(48 170.71666),(49 171.3479),(50 172.43695),(51 174.12935),(52 173.45953),(53 174.87277),(54 175.46336),(55 176.24673),(56 178.59015),(57 178.74693),(58 180.2428),(59 178.84921),(60 181.35437),(61 182.76584),(62 182.27249),(63 181.00992),(64 181.0529),(65 181.2473),(66 179.39574),(67 178.12537),(68 179.47409),(69 178.9578),(70 178.98013),(71 179.8889),(72 180.20503),(73 181.33403),(74 181.68169),(75 182.14253),(76 179.76382),(77 180.83942),(78 179.62813),(79 180.07991),
(1 75.44499),(2 97.13134),(3 110.35002),(4 118.72883),(5 123.95355),(6 129.28581),(7 132.45338),(8 137.30452),(9 137.24118),(10 138.07057),(11 138.81479),(12 138.68913),(13 138.67691),(14 141.01639),(15 141.67456),(16 141.98196),(17 141.22343),(18 140.29935),(19 139.66913),(20 140.40285),(21 140.79955),(22 142.23688),(23 143.83562),(24 144.44029),(25 146.05511),(26 148.90953),(27 148.89536),(28 148.46852),(29 148.5568),(30 149.18599),(31 150.98334),(32 151.27217),(33 151.95149),(34 152.53047),(35 153.46786),(36 154.31035),(37 155.23224),(38 159.03554),(39 158.61008),(40 158.49739),(41 158.6778),(42 156.12918),(43 156.1073),(44 156.75453),(45 157.2306),(46 158.41673),(47 157.86964),(48 161.8417),(49 162.94658),(50 165.53252),(51 168.05936),(52 166.82993),(53 167.57747),(54 169.78627),(55 169.20354),(56 169.7429),(57 170.41023),(58 171.51826),(59 171.66728),(60 172.53392),(61 173.27606),(62 175.98244),(63 175.83643),(64 176.97522),(65 175.65364),(66 175.28708),(67 175.70091),(68 175.92996),(69 174.17973),(70 175.46513),(71 176.24135),(72 175.66144),(73 174.95033),(74 174.89757),(75 173.98938),(76 172.5967),(77 172.72513),(78 172.52727),(79 171.17827),
(1 76.77126),(2 98.46783),(3 112.8429),(4 120.50085),(5 124.855545),(6 129.4617),(7 133.02531),(8 137.17146),(9 137.81447),(10 137.16502),(11 138.28702),(12 138.90668),(13 140.51889),(14 142.1612),(15 143.34592),(16 144.64548),(17 145.33914),(18 145.20781),(19 145.05972),(20 145.7822),(21 146.17332),(22 145.65855),(23 147.40764),(24 146.47975),(25 148.54813),(26 148.77264),(27 149.29193),(28 149.99751),(29 150.89772),(30 149.09265),(31 149.08147),(32 150.78351),(33 151.41139),(34 151.80052),(35 152.58249),(36 151.92186),(37 152.02583),(38 154.14),(39 155.13239),(40 155.78752),(41 158.40944),(42 156.96596),(43 156.67502),(44 158.15947),(45 159.59097),(46 161.00674),(47 161.55702),(48 162.1426),(49 164.53789),(50 165.0917),(51 165.34929),(52 165.95256),(53 167.80785),(54 168.63243),(55 167.37416),(56 167.43582),(57 168.09529),(58 169.03464),(59 167.72948),(60 168.61942),(61 169.5244),(62 171.30074),(63 170.90616),(64 170.37764),(65 171.89342),(66 172.47104),(67 172.93236),(68 173.53764),(69 171.9045),(70 172.161),(71 172.5928),(72 173.694),(73 173.13185),(74 174.12714),(75 172.14108),(76 171.17458),(77 170.34785),(78 171.1829),(79 172.14243),
(1 76.425476),(2 96.9997),(3 111.892204),(4 118.36969),(5 125.84727),(6 129.75858),(7 135.18837),(8 139.38039),(9 141.04819),(10 141.24977),(11 141.49135),(12 142.31956),(13 142.61462),(14 142.50261),(15 143.45496),(16 143.51889),(17 144.52713),(18 145.58044),(19 143.73567),(20 145.71025),(21 146.46378),(22 145.85321),(23 147.17226),(24 147.47174),(25 148.76756),(26 149.12209),(27 149.90302),(28 149.35936),(29 149.00266),(30 149.10263),(31 149.07828),(32 150.08423),(33 151.46898),(34 150.64682),(35 151.04782),(36 151.73143),(37 152.83228),(38 155.20265),(39 155.0755),(40 155.3688),(41 155.4097),(42 155.90189),(43 156.12143),(44 155.14001),(45 156.03944),(46 157.27727),(47 157.96434),(48 159.18944),(49 161.15923),(50 163.59654),(51 164.85803),(52 166.00414),(53 167.28441),(54 168.10747),(55 167.5592),(56 167.87047),(57 168.5276),(58 166.51343),(59 167.00822),(60 167.04338),(61 167.9427),(62 170.02205),(63 169.36113),(64 167.83427),(65 168.08353),(66 167.35545),(67 168.63426),(68 169.78409),(69 169.03877),(70 168.57893),(71 168.3127),(72 168.22987),(73 167.24525),(74 167.66798),(75 168.34123),(76 167.01056),(77 165.33382),(78 164.12704),(79 164.51785),
(1 74.11872),(2 95.71944),(3 109.44247),(4 116.55722),(5 123.769104),(6 127.5243),(7 131.16867),(8 134.63863),(9 136.15567),(10 137.37556),(11 137.26843),(12 136.55907),(13 136.6433),(14 136.92444),(15 136.90604),(16 136.15123),(17 136.90338),(18 138.81024),(19 140.48795),(20 140.8743),(21 140.66162),(22 141.3323),(23 141.33401),(24 142.66893),(25 143.72961),(26 143.37733),(27 143.0218),(28 143.06256),(29 143.42381),(30 144.88304),(31 144.3878),(32 145.4516),(33 146.95883),(34 146.41685),(35 147.26102),(36 148.02196),(37 148.63602),(38 149.98608),(39 150.08592),(40 149.9432),(41 151.33649),(42 151.18803),(43 151.32442),(44 150.5468),(45 150.4557),(46 152.76042),(47 152.12747),(48 153.76768),(49 155.51462),(50 156.55713),(51 158.69728),(52 157.55193),(53 158.40036),(54 157.57616),(55 156.57771),(56 156.7022),(57 156.87263),(58 156.68799),(59 156.01506),(60 155.83818),(61 156.50621),(62 159.70715),(63 159.80667),(64 159.99602),(65 160.19456),(66 160.98917),(67 160.80655),(68 160.1732),(69 160.97113),(70 159.53378),(71 160.26091),(72 158.88719),(73 160.11671),(74 159.23885),(75 158.8982),(76 160.04439),(77 159.53137),(78 160.00836),(79 160.18901),
