1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 140023.63),(2 412909.75),(3 879992.2),(4 1410987.4),(5 2101296.8),(6 2736349.3),(7 3481004.8),(8 4196453.5),(9 5052018),(10 5842146),(11 6721536),(12 7547444),(13 8470875),(14 9274825),(15 10231351),(16 11063889),(17 11993848),(18 12834764),(19 13705401),(20 14511744),(21 15405236),(22 16224680),(23 17189586),(24 17872590),(25 18682750),(26 19339662),(27 20211034),(28 20925634),(29 21863784),(30 22563584),(31 23446158),(32 24070656),(33 25004670),(34 25734250),(35 26806870),(36 27881970),(37 29142442),(38 30333360),(39 31744170),(40 33101776),(41 34696430),(42 36219372),(43 38112904),(44 39794468),(45 41483090),(46 42989190),(47 44435956),(48 45768240),(49 47237948),(50 48092692),(51 49067564),(52 49711424),(53 50494660),(54 51018164),(55 51699216),(56 52231964),(57 52599724),(58 52787180),(59 53011730),(60 53127500),(61 53283740),(62 53476064),(63 53629924),(64 53799296),(65 53931340),(66 54192308),(67 54431060),(68 54621876),(69 54710996),(70 54670016),(71 54840852),(72 54998676),(73 55304524),(74 55771908),(75 56749268),(76 57465380),(77 58212524),(78 59092052),(79 59915228),
(1 114.8036),(2 133.79466),(3 143.6051),(4 152.35101),(5 154.89426),(6 158.96947),(7 159.7955),(8 165.62875),(9 165.54657),(10 169.96469),(11 169.18419),(12 174.1103),(13 171.9756),(14 173.7913),(15 171.33788),(16 175.61235),(17 174.55693),(18 176.54399),(19 175.94695),(20 179.32481),(21 177.4243),(22 181.06042),(23 179.80669),(24 182.737),(25 184.2614),(26 186.08313),(27 183.84238),(28 187.26003),(29 187.98518),(30 188.423),(31 187.9704),(32 187.54044),(33 187.21587),(34 188.99718),(35 186.28401),(36 186.72719),(37 183.25237),(38 185.54796),(39 185.32445),(40 185.44801),(41 185.44757),(42 187.6005),(43 185.72008),(44 186.44931),(45 185.57854),(46 189.33528),(47 188.45337),(48 192.32295),(49 188.62738),(50 190.67688),(51 189.07826),(52 190.75296),(53 188.31091),(54 191.98198),(55 189.02951),(56 191.20222),(57 188.90623),(58 191.85605),(59 190.17693),(60 193.30878),(61 192.56529),(62 198.73611),(63 194.37328),(64 196.39474),(65 193.0206),(66 194.62892),(67 190.59926),(68 191.2258),(69 190.47296),(70 193.09657),(71 189.98248),(72 191.44482),(73 191.63007),(74 195.85014),(75 195.77252),(76 198.61845),(77 200.18915),(78 205.64944),(79 201.78587),
(1 116.23911),(2 135.83386),(3 144.03514),(4 149.99068),(5 153.16614),(6 159.11043),(7 160.82118),(8 163.92348),(9 165.39389),(10 170.31139),(11 169.51884),(12 172.14626),(13 171.0644),(14 176.10048),(15 173.3578),(16 174.71739),(17 173.45541),(18 174.65488),(19 170.73572),(20 174.5048),(21 174.19382),(22 178.82458),(23 176.38898),(24 180.39168),(25 179.8179),(26 183.49661),(27 179.76738),(28 183.45093),(29 180.2459),(30 182.89685),(31 180.0755),(32 180.85927),(33 177.95355),(34 180.03658),(35 178.26),(36 180.21404),(37 177.8581),(38 179.09888),(39 178.33562),(40 183.7281),(41 180.97757),(42 181.68057),(43 182.73053),(44 186.09459),(45 184.58498),(46 189.33841),(47 186.58037),(48 187.66742),(49 183.44176),(50 186.72412),(51 182.99083),(52 185.4403),(53 181.90613),(54 183.26173),(55 179.78748),(56 181.70462),(57 178.11856),(58 181.78905),(59 180.44003),(60 183.04645),(61 183.47156),(62 186.96408),(63 184.5221),(64 186.86955),(65 182.5144),(66 183.60306),(67 181.81412),(68 185.07672),(69 180.29164),(70 184.23035),(71 181.18109),(72 184.91109),(73 182.38152),(74 186.6079),(75 186.99757),(76 190.09055),(77 191.2922),(78 198.85864),(79 193.45137),
(1 115.392166),(2 135.998),(3 143.81648),(4 151.0402),(5 154.05214),(6 160.42516),(7 161.253),(8 166.58548),(9 166.4137),(10 173.20331),(11 170.56429),(12 174.72261),(13 172.80344),(14 177.39671),(15 177.81491),(16 179.2614),(17 177.85524),(18 180.13708),(19 177.78307),(20 181.46535),(21 178.42862),(22 181.38586),(23 180.77634),(24 184.95981),(25 185.33813),(26 187.5123),(27 187.14703),(28 188.98947),(29 185.39061),(30 187.03752),(31 183.43478),(32 186.82922),(33 184.30783),(34 187.90929),(35 184.80846),(36 186.95114),(37 182.52737),(38 185.6903),(39 184.81279),(40 186.45132),(41 183.96625),(42 184.87096),(43 182.84834),(44 188.45474),(45 184.78168),(46 187.31703),(47 185.18462),(48 186.93864),(49 184.0376),(50 187.53276),(51 183.29709),(52 185.84293),(53 182.71985),(54 185.1118),(55 183.74973),(56 186.31447),(57 183.68874),(58 188.38322),(59 189.00237),(60 192.7423),(61 189.95471),(62 194.6198),(63 191.23476),(64 193.6924),(65 191.01651),(66 191.87265),(67 189.16287),(68 190.56796),(69 189.95291),(70 192.57758),(71 193.20853),(72 195.11998),(73 196.18707),(74 199.52728),(75 199.48636),(76 201.90356),(77 202.50739),(78 206.65657),(79 199.93292),
(1 113.578445),(2 131.50339),(3 138.68852),(4 146.115),(5 149.80196),(6 155.37099),(7 158.34354),(8 163.9114),(9 162.63957),(10 166.04636),(11 164.2755),(12 167.77121),(13 164.8121),(14 168.62283),(15 166.69373),(16 170.1649),(17 168.32033),(18 170.26624),(19 166.54146),(20 167.22374),(21 166.89659),(22 171.04036),(23 168.86758),(24 172.83755),(25 174.37912),(26 174.40485),(27 173.45595),(28 177.38037),(29 175.54826),(30 177.89777),(31 174.03073),(32 176.0856),(33 172.30609),(34 174.40747),(35 172.2197),(36 175.5952),(37 172.16435),(38 175.68375),(39 174.75827),(40 176.18173),(41 175.08336),(42 178.9409),(43 176.70844),(44 179.30695),(45 177.90666),(46 180.69151),(47 179.52695),(48 183.69412),(49 181.19194),(50 183.1704),(51 180.05185),(52 181.06618),(53 178.49176),(54 181.45724),(55 178.79265),(56 180.63405),(57 177.63515),(58 178.72818),(59 177.90987),(60 181.42363),(61 179.32492),(62 184.09174),(63 180.39117),(64 181.05835),(65 178.72069),(66 177.97836),(67 177.43811),(68 179.77528),(69 177.26941),(70 180.22852),(71 177.97568),(72 182.49162),(73 182.4209),(74 186.59215),(75 186.9048),(76 190.79181),(77 191.85915),(78 196.43146),(79 192.42928),
(1 113.491486),(2 132.45999),(3 140.51894),(4 146.37357),(5 148.90846),(6 154.3876),(7 156.87346),(8 159.21922),(9 161.05685),(10 164.4522),(11 163.18909),(12 166.16116),(13 164.92549),(14 169.4086),(15 168.08893),(16 171.43158),(17 169.61674),(18 171.98518),(19 170.80124),(20 173.8213),(21 170.8753),(22 173.04309),(23 174.0036),(24 176.92084),(25 178.22711),(26 179.93042),(27 178.42139),(28 179.4833),(29 178.51973),(30 180.2603),(31 177.00307),(32 180.34645),(33 176.64551),(34 180.80006),(35 177.35425),(36 179.50438),(37 177.0544),(38 178.92538),(39 179.06631),(40 181.28357),(41 179.90843),(42 182.08344),(43 177.98645),(44 182.84892),(45 181.20612),(46 182.39069),(47 180.04524),(48 184.10931),(49 181.92577),(50 182.16956),(51 179.49873),(52 178.79735),(53 178.7815),(54 181.02702),(55 179.29994),(56 182.45258),(57 177.92299),(58 180.98201),(59 178.19394),(60 180.95184),(61 179.53166),(62 183.40067),(63 179.28032),(64 180.93484),(65 178.05838),(66 177.20233),(67 174.47601),(68 176.44063),(69 175.14249),(70 177.72478),(71 177.79596),(72 181.01051),(73 181.87407),(74 183.6182),(75 185.1048),(76 187.08714),(77 188.35156),(78 192.12921),(79 189.29544),
(1 111.78705),(2 129.56337),(3 137.91077),(4 144.11627),(5 147.85046),(6 152.32988),(7 154.89441),(8 160.20932),(9 160.92755),(10 164.63936),(11 164.64993),(12 168.31494),(13 167.706),(14 172.98389),(15 170.5082),(16 175.0691),(17 168.95288),(18 173.57652),(19 172.34215),(20 173.60478),(21 171.9084),(22 174.04016),(23 173.88664),(24 177.79362),(25 178.94868),(26 179.17242),(27 178.18321),(28 179.79332),(29 177.5375),(30 179.20921),(31 176.97423),(32 178.67189),(33 175.40114),(34 177.97662),(35 173.86206),(36 175.52637),(37 172.75668),(38 176.44897),(39 174.4426),(40 176.42848),(41 175.16963),(42 179.45015),(43 176.00243),(44 178.77988),(45 178.08466),(46 178.87306),(47 178.15431),(48 180.35881),(49 179.02145),(50 180.70726),(51 175.49185),(52 175.66434),(53 175.18718),(54 177.61371),(55 176.29884),(56 176.6019),(57 177.40833),(58 181.5073),(59 178.92862),(60 182.41632),(61 179.94872),(62 184.37675),(63 180.31163),(64 184.083),(65 181.61859),(66 182.52843),(67 179.49205),(68 181.80525),(69 179.57033),(70 182.4031),(71 179.91699),(72 185.38611),(73 184.92978),(74 188.48447),(75 190.13983),(76 189.32013),(77 192.17783),(78 197.34047),(79 193.65387),
(1 112.43308),(2 131.06212),(3 138.76007),(4 146.22182),(5 147.98622),(6 153.38046),(7 156.74437),(8 161.67723),(9 160.30603),(10 164.23747),(11 164.50499),(12 167.55171),(13 165.89307),(14 168.38745),(15 165.99821),(16 168.98215),(17 166.34814),(18 168.21255),(19 167.73114),(20 169.60596),(21 166.90764),(22 171.9268),(23 171.56778),(24 174.04218),(25 176.32535),(26 180.11282),(27 177.48811),(28 178.67801),(29 176.51958),(30 178.40067),(31 176.98495),(32 178.17534),(33 174.64111),(34 178.07512),(35 175.52948),(36 177.8402),(37 175.51567),(38 178.59338),(39 175.32318),(40 179.89595),(41 176.14532),(42 179.84305),(43 179.02344),(44 182.08469),(45 181.80884),(46 184.5223),(47 181.9553),(48 186.49724),(49 183.75446),(50 186.91689),(51 182.23961),(52 182.69308),(53 181.26527),(54 183.57462),(55 180.72507),(56 183.37408),(57 180.38278),(58 180.98578),(59 179.69623),(60 184.12502),(61 183.21103),(62 184.71906),(63 182.101),(64 184.31665),(65 181.14835),(66 181.62701),(67 178.6483),(68 180.04338),(69 176.1481),(70 178.26599),(71 176.69174),(72 178.64276),(73 176.71022),(74 180.98),(75 181.98447),(76 185.12978),(77 185.88239),(78 189.91078),(79 186.83597),
(1 111.103004),(2 129.58012),(3 136.2545),(4 144.15674),(5 147.14104),(6 152.70485),(7 153.59003),(8 159.69403),(9 158.3555),(10 163.11394),(11 162.50726),(12 163.98192),(13 164.38635),(14 167.59227),(15 165.54153),(16 167.71857),(17 165.41797),(18 168.13243),(19 165.82797),(20 170.18443),(21 168.59068),(22 171.88005),(23 170.41127),(24 174.89961),(25 175.43407),(26 176.61656),(27 173.56816),(28 175.52293),(29 174.23979),(30 174.53806),(31 173.03766),(32 175.23096),(33 172.68417),(34 173.43712),(35 171.03468),(36 174.0491),(37 171.03223),(38 174.61751),(39 172.74974),(40 175.98994),(41 173.97578),(42 177.71394),(43 174.57889),(44 179.17043),(45 175.3793),(46 181.0835),(47 177.98796),(48 179.36113),(49 176.78616),(50 180.16667),(51 175.91745),(52 175.98149),(53 172.89922),(54 176.171),(55 174.24768),(56 178.3016),(57 176.75243),(58 178.2058),(59 176.4206),(60 179.31454),(61 176.24048),(62 182.77335),(63 178.62846),(64 179.95506),(65 177.51797),(66 180.09532),(67 178.04266),(68 178.71045),(69 175.05183),(70 179.72424),(71 178.02132),(72 179.75993),(73 180.15936),(74 183.50237),(75 181.05833),(76 183.31065),(77 183.94559),(78 190.20378),(79 186.12668),
(1 110.05814),(2 127.47518),(3 135.50037),(4 143.84901),(5 144.84334),(6 148.50598),(7 151.22609),(8 155.91139),(9 155.552),(10 159.90077),(11 159.74054),(12 161.66574),(13 161.61443),(14 166.25809),(15 164.14018),(16 167.63403),(17 165.17172),(18 166.86908),(19 165.36974),(20 168.11258),(21 166.07593),(22 169.12679),(23 169.05098),(24 172.82442),(25 173.02348),(26 174.21806),(27 171.41713),(28 174.68695),(29 173.27626),(30 174.38786),(31 171.69092),(32 174.28883),(33 171.97963),(34 174.11618),(35 169.99405),(36 172.68716),(37 169.18208),(38 173.04909),(39 172.97685),(40 174.87242),(41 170.5574),(42 176.06816),(43 175.39178),(44 176.3201),(45 175.43282),(46 178.21695),(47 175.35396),(48 177.7187),(49 174.16687),(50 177.71664),(51 173.30554),(52 174.228),(53 172.47682),(54 175.45108),(55 173.38037),(56 174.8096),(57 173.77867),(58 175.96008),(59 175.2163),(60 178.24008),(61 176.83418),(62 181.07452),(63 176.98009),(64 180.42458),(65 178.2083),(66 178.25629),(67 174.27522),(68 176.34364),(69 174.73146),(70 176.15497),(71 176.1858),(72 179.17879),(73 177.04291),(74 181.76805),(75 181.3646),(76 184.14575),(77 186.69359),(78 192.34698),(79 188.93745),
(1 110.5063),(2 129.46338),(3 136.65344),(4 143.1242),(5 147.1883),(6 151.83394),(7 153.14458),(8 158.25139),(9 157.04604),(10 160.48656),(11 161.69084),(12 164.80544),(13 162.83597),(14 166.30637),(15 164.70277),(16 167.26837),(17 166.72247),(18 167.87187),(19 165.33952),(20 166.29172),(21 166.71205),(22 168.60364),(23 168.6058),(24 172.78288),(25 169.77289),(26 174.178),(27 172.86218),(28 175.00514),(29 175.49658),(30 177.14436),(31 176.53793),(32 177.48767),(33 174.33269),(34 175.04253),(35 173.23311),(36 176.57008),(37 174.18655),(38 176.80472),(39 176.95013),(40 179.9994),(41 175.99648),(42 179.25502),(43 178.84352),(44 181.63155),(45 179.98997),(46 183.4951),(47 179.719),(48 183.4715),(49 180.18445),(50 182.39552),(51 180.22168),(52 182.18967),(53 180.41719),(54 183.1096),(55 181.1036),(56 181.67668),(57 180.46017),(58 183.86118),(59 181.33522),(60 182.8708),(61 182.14),(62 186.70924),(63 184.76799),(64 185.23872),(65 182.02748),(66 180.36449),(67 179.00925),(68 182.25491),(69 179.70538),(70 181.5919),(71 180.14296),(72 182.94511),(73 183.15665),(74 188.47037),(75 187.4429),(76 189.541),(77 192.21959),(78 195.26155),(79 194.041),
(1 108.14916),(2 125.7512),(3 133.29318),(4 141.74466),(5 143.43513),(6 148.95723),(7 152.00188),(8 157.9523),(9 155.74141),(10 158.46228),(11 156.9089),(12 159.67),(13 158.75241),(14 162.35919),(15 161.05779),(16 164.15619),(17 162.30774),(18 164.58398),(19 160.69615),(20 162.34027),(21 160.44458),(22 162.97194),(23 162.79222),(24 164.06502),(25 165.13474),(26 167.15791),(27 164.01381),(28 164.82065),(29 163.96666),(30 166.48723),(31 164.04533),(32 166.11444),(33 164.02992),(34 166.02972),(35 164.7444),(36 166.4133),(37 163.77843),(38 166.23564),(39 165.35483),(40 166.91092),(41 164.80385),(42 168.65224),(43 167.27382),(44 172.3996),(45 169.5839),(46 172.30428),(47 170.92728),(48 172.627),(49 171.46672),(50 173.30804),(51 171.02692),(52 172.45306),(53 171.36525),(54 172.46007),(55 169.6359),(56 171.80737),(57 169.40298),(58 173.4392),(59 171.99782),(60 173.8895),(61 174.24019),(62 177.11562),(63 173.68338),(64 176.39351),(65 173.17685),(66 175.07785),(67 171.33461),(68 173.33745),(69 171.63379),(70 173.15048),(71 171.36685),(72 174.47414),(73 175.14444),(74 176.97452),(75 176.56148),(76 178.22719),(77 181.05728),(78 185.78888),(79 182.1548),
(1 107.60196),(2 124.88528),(3 131.00523),(4 139.34477),(5 143.19365),(6 148.27637),(7 151.7643),(8 154.77362),(9 154.79321),(10 155.81015),(11 156.69226),(12 160.19267),(13 156.56215),(14 161.01811),(15 159.462),(16 162.08194),(17 159.83052),(18 162.95164),(19 158.713),(20 160.57901),(21 159.84502),(22 162.39946),(23 160.47629),(24 165.33588),(25 166.28535),(26 169.64561),(27 169.41708),(28 172.50694),(29 169.89612),(30 172.76758),(31 169.83905),(32 172.44312),(33 169.51907),(34 171.80804),(35 168.90668),(36 171.48315),(37 169.35439),(38 171.03279),(39 169.55011),(40 172.62915),(41 170.89302),(42 172.4866),(43 171.96889),(44 176.78061),(45 173.80768),(46 177.22871),(47 174.8876),(48 177.09761),(49 175.18814),(50 175.79959),(51 174.01294),(52 174.29364),(53 172.53812),(54 174.9212),(55 172.9069),(56 174.15097),(57 171.10574),(58 173.81888),(59 172.09927),(60 175.51003),(61 174.45107),(62 175.86377),(63 173.78038),(64 176.77422),(65 173.46172),(66 174.01518),(67 172.09868),(68 172.59273),(69 171.96939),(70 173.86757),(71 173.08661),(72 177.20679),(73 175.48969),(74 178.54141),(75 178.32971),(76 180.50185),(77 182.94447),(78 187.33975),(79 183.76472),
(1 105.45138),(2 121.92474),(3 128.19806),(4 136.20734),(5 139.56201),(6 143.93828),(7 146.90144),(8 152.05344),(9 152.11429),(10 155.9347),(11 155.22203),(12 158.01889),(13 155.94687),(14 158.85637),(15 158.24869),(16 158.75258),(17 157.23473),(18 161.40327),(19 159.03903),(20 160.10297),(21 157.92336),(22 159.9424),(23 158.77951),(24 162.50908),(25 163.25835),(26 164.91348),(27 163.17088),(28 167.17775),(29 164.35088),(30 168.21466),(31 166.75035),(32 168.25891),(33 165.17805),(34 167.25023),(35 164.85292),(36 165.87827),(37 165.83649),(38 168.84377),(39 166.12386),(40 167.84586),(41 168.52637),(42 170.56654),(43 168.17369),(44 174.53505),(45 173.247),(46 176.37643),(47 173.38876),(48 176.50247),(49 173.97942),(50 175.87367),(51 173.63004),(52 174.28912),(53 173.10988),(54 174.33397),(55 172.68399),(56 175.96529),(57 171.9074),(58 177.122),(59 173.85568),(60 178.22229),(61 175.32724),(62 179.24542),(63 176.5859),(64 178.02794),(65 173.26704),(66 174.32642),(67 171.97281),(68 175.30159),(69 171.66583),(70 173.75076),(71 173.51634),(72 174.93228),(73 175.76114),(74 178.98546),(75 179.2876),(76 179.7286),(77 181.95432),(78 185.41801),(79 181.64035),
(1 105.86826),(2 121.97458),(3 128.7897),(4 136.01096),(5 140.0486),(6 143.7739),(7 145.88948),(8 150.89362),(9 151.27463),(10 154.48798),(11 154.25969),(12 158.47049),(13 155.06375),(14 158.36049),(15 158.98221),(16 160.27635),(17 159.33517),(18 163.15678),(19 160.40744),(20 162.33461),(21 160.66904),(22 161.84013),(23 162.44305),(24 166.2323),(25 166.17351),(26 167.80904),(27 166.94743),(28 168.6834),(29 167.76355),(30 169.51196),(31 166.59886),(32 166.62608),(33 164.53523),(34 167.16486),(35 164.09685),(36 166.94368),(37 164.94878),(38 167.58467),(39 165.86624),(40 167.50067),(41 165.19292),(42 168.95757),(43 166.63376),(44 170.14662),(45 167.6839),(46 168.58984),(47 166.63535),(48 167.77608),(49 166.34991),(50 169.88467),(51 166.34882),(52 167.86838),(53 167.93976),(54 168.64055),(55 166.05933),(56 167.0929),(57 166.38614),(58 166.47417),(59 167.00365),(60 170.64998),(61 167.75978),(62 171.099),(63 169.15419),(64 171.41896),(65 168.5462),(66 170.63893),(67 168.33025),(68 170.1443),(69 170.3185),(70 170.66008),(71 171.05226),(72 172.57858),(73 171.37917),(74 174.76103),(75 176.82167),(76 176.567),(77 178.96107),(78 182.8173),(79 178.19061),
(1 105.33494),(2 123.28801),(3 131.40271),(4 137.33862),(5 140.1789),(6 143.71591),(7 145.42982),(8 149.86241),(9 150.24713),(10 154.08818),(11 151.75975),(12 155.65482),(13 154.20427),(14 158.29692),(15 158.23001),(16 159.58626),(17 156.94655),(18 161.96849),(19 160.77017),(20 162.10248),(21 162.0571),(22 164.40976),(23 163.8664),(24 166.29729),(25 169.042),(26 170.48659),(27 168.9808),(28 171.02666),(29 169.06694),(30 173.17976),(31 171.6435),(32 173.22672),(33 169.96123),(34 171.62163),(35 169.81097),(36 171.70256),(37 169.94008),(38 172.76382),(39 170.45029),(40 169.74045),(41 168.99222),(42 171.61479),(43 172.45396),(44 173.6953),(45 172.13716),(46 174.45416),(47 172.4298),(48 175.55853),(49 175.76007),(50 176.68538),(51 172.99696),(52 174.49559),(53 173.12209),(54 174.19626),(55 172.50473),(56 173.42618),(57 171.54025),(58 175.10919),(59 171.67755),(60 174.56842),(61 173.31133),(62 176.38162),(63 175.16469),(64 175.87921),(65 172.75734),(66 174.37059),(67 170.02747),(68 171.8446),(69 171.25728),(70 173.2944),(71 172.74092),(72 175.95143),(73 175.64049),(74 179.10915),(75 180.43378),(76 180.23647),(77 181.70918),(78 185.09285),(79 181.6805),
(1 101.98916),(2 119.5),(3 125.69224),(4 132.49507),(5 136.21547),(6 139.3121),(7 140.59338),(8 145.48537),(9 144.9201),(10 149.09563),(11 148.19928),(12 150.37938),(13 150.80716),(14 154.41864),(15 153.81258),(16 154.59396),(17 152.89404),(18 156.0877),(19 152.79349),(20 154.21706),(21 152.7911),(22 156.44162),(23 155.21194),(24 158.82892),(25 160.07068),(26 163.53088),(27 162.27867),(28 162.96104),(29 161.96422),(30 164.67804),(31 162.06381),(32 162.84554),(33 161.74321),(34 162.91077),(35 161.02075),(36 162.28159),(37 160.01498),(38 163.1632),(39 160.91026),(40 162.33151),(41 161.24393),(42 162.64728),(43 163.08965),(44 166.09052),(45 164.41745),(46 166.13002),(47 164.52448),(48 166.23807),(49 165.59886),(50 166.27684),(51 163.7094),(52 167.03847),(53 166.00551),(54 166.88907),(55 163.50272),(56 165.36076),(57 164.86105),(58 167.28076),(59 165.31255),(60 168.00153),(61 165.4237),(62 168.79498),(63 167.91023),(64 168.22617),(65 166.03644),(66 168.48682),(67 164.67151),(68 167.47801),(69 166.8324),(70 169.35625),(71 167.95032),(72 172.0063),(73 171.7618),(74 173.2369),(75 174.0177),(76 176.74947),(77 177.82747),(78 181.06952),(79 176.19295),
(1 102.42185),(2 119.71352),(3 126.45788),(4 135.55014),(5 140.54141),(6 143.45187),(7 144.66248),(8 150.10915),(9 150.10689),(10 153.89139),(11 154.16469),(12 155.77072),(13 153.82251),(14 157.43703),(15 156.05658),(16 158.04337),(17 157.25891),(18 160.26942),(19 158.52414),(20 160.41856),(21 159.10443),(22 160.6417),(23 159.83037),(24 163.23682),(25 164.08505),(26 166.25014),(27 165.85245),(28 166.52454),(29 165.49792),(30 165.42903),(31 162.5674),(32 165.28897),(33 165.34685),(34 168.0361),(35 165.2201),(36 165.69595),(37 165.83958),(38 166.91263),(39 164.4227),(40 165.257),(41 163.82632),(42 165.70453),(43 166.13123),(44 168.66142),(45 166.56355),(46 168.2926),(47 166.63515),(48 167.50871),(49 166.21783),(50 170.50497),(51 165.41983),(52 168.59958),(53 167.12395),(54 167.57932),(55 163.65062),(56 166.0564),(57 163.94115),(58 166.4946),(59 165.04692),(60 167.75285),(61 165.89104),(62 168.37823),(63 165.86833),(64 168.40504),(65 164.82608),(66 167.72827),(67 164.13535),(68 166.7337),(69 164.2813),(70 166.26445),(71 166.7609),(72 168.9524),(73 169.84366),(74 174.38826),(75 172.62599),(76 173.43124),(77 176.69623),(78 182.31812),(79 177.48376),
(1 102.00592),(2 118.87069),(3 124.31046),(4 131.52806),(5 133.71288),(6 136.62688),(7 139.7403),(8 144.95259),(9 144.92757),(10 148.9426),(11 145.1423),(12 149.12762),(13 148.1053),(14 150.71281),(15 148.19112),(16 150.53888),(17 149.86354),(18 150.90076),(19 148.8543),(20 152.93181),(21 150.9418),(22 153.95987),(23 153.71951),(24 156.36562),(25 156.66454),(26 158.56596),(27 158.8762),(28 160.85516),(29 159.94409),(30 162.98009),(31 160.70651),(32 161.52022),(33 159.64445),(34 162.58675),(35 158.35345),(36 160.87814),(37 158.48546),(38 161.43134),(39 160.10541),(40 162.01479),(41 161.74995),(42 163.33784),(43 163.33066),(44 166.0638),(45 166.6439),(46 167.86888),(47 166.9147),(48 167.84993),(49 165.31303),(50 167.62437),(51 163.65903),(52 164.5718),(53 164.08647),(54 166.65428),(55 163.4531),(56 165.10503),(57 163.9235),(58 167.62285),(59 164.32153),(60 166.66899),(61 165.50232),(62 166.90091),(63 164.82861),(64 165.72934),(65 162.15227),(66 162.49088),(67 160.7197),(68 162.75108),(69 160.5092),(70 162.55252),(71 161.83908),(72 166.47937),(73 165.61742),(74 169.09549),(75 168.47586),(76 170.28036),(77 171.20398),(78 178.8336),(79 173.9982),
