1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 49508.598),(2 177901.8),(3 371141.75),(4 615903.06),(5 901238.44),(6 1223565.1),(7 1573064.4),(8 1948266.1),(9 2325896.5),(10 2711371.5),(11 3090068.8),(12 3458569),(13 3812469.3),(14 4152936.3),(15 4455728),(16 4729647.5),(17 4964263.5),(18 5174917.5),(19 5377265.5),(20 5565432),(21 5734082.5),(22 5909956),(23 6091607),(24 6255909),(25 6415584),(26 6585420.5),(27 6769733.5),(28 6961623),(29 7178658),(30 7425813),(31 7685861.5),(32 7974183),(33 8278096.5),(34 8596087),(35 8921146),(36 9229181),(37 9510647),(38 9784166),(39 10053914),(40 10316886),(41 10567720),(42 10797235),(43 10997540),(44 11183129),(45 11340335),(46 11490095),(47 11631843),(48 11761988),(49 11849322),(50 11912594),(51 11914432),(52 11870126),(53 11768242),(54 11635318),(55 11530333),(56 11421727),(57 11310170),(58 11207648),(59 11074305),(60 10947338),(61 10829315),(62 10710169),(63 10621861),(64 10535598),(65 10449689),(66 10377191),(67 10291437),(68 10200017),(69 10104127),(70 10049850),(71 9990893),(72 9968285),(73 9958913),(74 9979286),(75 10030392),(76 10100632),(77 10170361),(78 10270041),(79 10377550),
(1 55612.574),(2 202053.75),(3 424675.34),(4 710271.5),(5 1046200.7),(6 1424492),(7 1835672),(8 2273532),(9 2720511),(10 3189857.3),(11 3662684),(12 4136356.8),(13 4602001.5),(14 5052151.5),(15 5480886),(16 5879735.5),(17 6246439.5),(18 6579186.5),(19 6902890),(20 7204142),(21 7477208.5),(22 7734262),(23 7964349.5),(24 8184958.5),(25 8405672),(26 8611063),(27 8789161),(28 8934822),(29 9081747),(30 9206033),(31 9290000),(32 9341425),(33 9376809),(34 9400617),(35 9410502),(36 9425887),(37 9454085),(38 9495831),(39 9547240),(40 9613637),(41 9689647),(42 9790495),(43 9900211),(44 10016691),(45 10125455),(46 10217593),(47 10275187),(48 10278861),(49 10258273),(50 10219493),(51 10170507),(52 10110150),(53 10047606),(54 9985218),(55 9933649),(56 9898412),(57 9869553),(58 9849723),(59 9847984),(60 9860845),(61 9886419),(62 9925915),(63 9968314),(64 9997247),(65 10039799),(66 10092864),(67 10154765),(68 10209991),(69 10269607),(70 10327699),(71 10361980),(72 10358536),(73 10301281),(74 10216141),(75 10126445),(76 10054259),(77 10000893),(78 9991016),(79 10012574),
(1 49798.12),(2 178829.28),(3 380033.53),(4 644054.2),(5 955740.06),(6 1310809.3),(7 1695880.4),(8 2116163.8),(9 2553175.3),(10 3000371.3),(11 3447277.5),(12 3896932.3),(13 4331403),(14 4748073.5),(15 5157708.5),(16 5544846.5),(17 5913735.5),(18 6258377),(19 6584715),(20 6897171),(21 7183194),(22 7444252),(23 7675881),(24 7893226),(25 8079123),(26 8261429),(27 8441608),(28 8619416),(29 8792584),(30 8937178),(31 9062019),(32 9149908),(33 9211172),(34 9248006),(35 9247331),(36 9234690),(37 9191052),(38 9134116),(39 9054452),(40 8964471),(41 8887798),(42 8822522),(43 8780108),(44 8760541),(45 8760611),(46 8802072),(47 8909290),(48 9054079),(49 9228770),(50 9416380),(51 9596324),(52 9777205),(53 9955151),(54 10100246),(55 10227569),(56 10362909),(57 10502619),(58 10627843),(59 10721747),(60 10815750),(61 10884083),(62 10932424),(63 10982111),(64 11016065),(65 11048980),(66 11095144),(67 11152707),(68 11228339),(69 11292888),(70 11347489),(71 11371443),(72 11404198),(73 11423418),(74 11418911),(75 11387585),(76 11354273),(77 11311665),(78 11281989),(79 11228403),
(1 46583.45),(2 166256.84),(3 353382.88),(4 600234.8),(5 892518.3),(6 1222604.9),(7 1580604.4),(8 1968726.1),(9 2382543.8),(10 2809910),(11 3242959.8),(12 3673735.8),(13 4093311.3),(14 4495551),(15 4893837),(16 5267959),(17 5626270),(18 5953598.5),(19 6252156),(20 6530937),(21 6789992.5),(22 7024600.5),(23 7247523),(24 7433956),(25 7598371),(26 7742217),(27 7882944.5),(28 8025473.5),(29 8166359.5),(30 8311586),(31 8443745),(32 8577986),(33 8723566),(34 8872890),(35 9027779),(36 9171405),(37 9301245),(38 9433232),(39 9534698),(40 9618721),(41 9682408),(42 9705672),(43 9695794),(44 9662210),(45 9624950),(46 9544884),(47 9445885),(48 9324504),(49 9189455),(50 9048196),(51 8883725),(52 8741290),(53 8638394),(54 8558408),(55 8486749),(56 8460156),(57 8464935),(58 8502314),(59 8552031),(60 8614100),(61 8697080),(62 8787866),(63 8882588),(64 8962531),(65 9031818),(66 9090037),(67 9154498),(68 9197376),(69 9222722),(70 9230664),(71 9226675),(72 9241099),(73 9258929),(74 9290926),(75 9360632),(76 9470758),(77 9583765),(78 9685899),(79 9790144),
(1 45013.844),(2 160958.97),(3 335263.88),(4 551217.06),(5 798895.25),(6 1066060.5),(7 1346673.1),(8 1640430.9),(9 1934154.1),(10 2218118.5),(11 2489231),(12 2749951),(13 2985915),(14 3201530.8),(15 3419836.8),(16 3624894.5),(17 3836446),(18 4043778.3),(19 4232042.5),(20 4408375.5),(21 4571866),(22 4706461),(23 4827658),(24 4932668),(25 5020743),(26 5094358),(27 5171162.5),(28 5242291),(29 5302725.5),(30 5373833),(31 5450041.5),(32 5540761),(33 5661043.5),(34 5801078),(35 5951787.5),(36 6130621.5),(37 6307799.5),(38 6478628),(39 6647052.5),(40 6795560.5),(41 6915778.5),(42 7013512.5),(43 7078905),(44 7117839.5),(45 7117249),(46 7074845.5),(47 7049580.5),(48 7035745),(49 7029526),(50 7052496),(51 7071961),(52 7127685.5),(53 7178017),(54 7204771.5),(55 7196087.5),(56 7168368.5),(57 7136473),(58 7106263),(59 7061527),(60 7024257),(61 7000876),(62 6982037.5),(63 6972248.5),(64 6968940.5),(65 6949670),(66 6949130.5),(67 6955530.5),(68 6941939),(69 6919135),(70 6893110),(71 6876339.5),(72 6867038),(73 6863962),(74 6850856.5),(75 6839108),(76 6821064.5),(77 6790772),(78 6755561.5),(79 6707095.5),
(1 50727.824),(2 183510.66),(3 380868.38),(4 626539.56),(5 906563.3),(6 1210838.9),(7 1523746.8),(8 1854778.4),(9 2187712.8),(10 2512648),(11 2828784.3),(12 3140191.3),(13 3431305.3),(14 3691112.5),(15 3932883),(16 4146303.3),(17 4349675),(18 4527200),(19 4674230.5),(20 4810755),(21 4935256),(22 5047781.5),(23 5125194.5),(24 5178775),(25 5208130),(26 5233677),(27 5265027.5),(28 5325688.5),(29 5398000),(30 5488603),(31 5598344.5),(32 5709547.5),(33 5831704.5),(34 5961149),(35 6097296),(36 6234011.5),(37 6356215.5),(38 6432147),(39 6474810),(40 6469234.5),(41 6426154.5),(42 6359559.5),(43 6281547.5),(44 6212736.5),(45 6180107),(46 6181090),(47 6212608.5),(48 6287230),(49 6355271),(50 6429402.5),(51 6480139.5),(52 6520968.5),(53 6541854),(54 6531573.5),(55 6467289),(56 6377632),(57 6271179),(58 6152826.5),(59 6009668.5),(60 5858944),(61 5724367),(62 5609018.5),(63 5504775.5),(64 5430505),(65 5387464),(66 5364605),(67 5364785.5),(68 5381172.5),(69 5398934.5),(70 5428969),(71 5453421.5),(72 5475049),(73 5503095),(74 5499317),(75 5496167),(76 5494944),(77 5480198.5),(78 5467424),(79 5449543),
(1 49163.254),(2 177497.48),(3 377948.06),(4 634301.44),(5 933108.44),(6 1265783.4),(7 1609447.8),(8 1959763),(9 2305379.3),(10 2639306.8),(11 2957697),(12 3268223),(13 3565119),(14 3840254.8),(15 4097082.3),(16 4328221),(17 4538614),(18 4724791.5),(19 4891007),(20 5044516.5),(21 5190517.5),(22 5319179.5),(23 5429083),(24 5523304.5),(25 5597729),(26 5660916.5),(27 5722790),(28 5798790),(29 5862193.5),(30 5935066.5),(31 5994503.5),(32 6028881.5),(33 6058427.5),(34 6084850.5),(35 6100164),(36 6103246.5),(37 6114368.5),(38 6106466),(39 6092673),(40 6071370.5),(41 6044759.5),(42 6032877),(43 6043807),(44 6069355),(45 6108557.5),(46 6132441),(47 6128021),(48 6110698.5),(49 6078282),(50 6053330),(51 6025539),(52 5980832),(53 5931355),(54 5873057.5),(55 5809764),(56 5740994),(57 5673923),(58 5610924),(59 5531550),(60 5455183.5),(61 5391812),(62 5326935.5),(63 5245074.5),(64 5161769.5),(65 5095193.5),(66 5046214),(67 5023250.5),(68 5025863),(69 5052171),(70 5100717.5),(71 5157831),(72 5235378),(73 5311459),(74 5379751),(75 5428932),(76 5457822),(77 5458940),(78 5456966.5),(79 5441367.5),
(1 58403.53),(2 216614.81),(3 462642.2),(4 775627.75),(5 1138720.1),(6 1535148.9),(7 1942251.4),(8 2348844),(9 2745694),(10 3131532),(11 3502464),(12 3852557),(13 4174967.3),(14 4473163.5),(15 4746158.5),(16 4969798.5),(17 5154992),(18 5290345.5),(19 5384091),(20 5423544),(21 5415857),(22 5382054),(23 5315849.5),(24 5225445),(25 5115825),(26 4994928),(27 4874231.5),(28 4755342.5),(29 4633613.5),(30 4524412),(31 4437023),(32 4368035),(33 4339667.5),(34 4329812.5),(35 4331345.5),(36 4330635.5),(37 4331620),(38 4304213.5),(39 4262397.5),(40 4196195),(41 4128209),(42 4084189),(43 4063879.8),(44 4049546.8),(45 4048705.5),(46 4070702.5),(47 4107796.3),(48 4143675.3),(49 4177516.5),(50 4209416),(51 4237083),(52 4238267),(53 4227665.5),(54 4203214),(55 4177436),(56 4177288.3),(57 4194565),(58 4241116),(59 4320107.5),(60 4405326.5),(61 4503210.5),(62 4600365.5),(63 4696803),(64 4799274.5),(65 4902035),(66 5001475.5),(67 5085707),(68 5146064.5),(69 5198593),(70 5226457),(71 5218870.5),(72 5207228),(73 5197928.5),(74 5199073.5),(75 5227984.5),(76 5262334),(77 5317614.5),(78 5383190),(79 5422729.5),
(1 54119.37),(2 196818),(3 411919.3),(4 671644.4),(5 953017.2),(6 1236852.9),(7 1516959.5),(8 1788056.3),(9 2053194.5),(10 2311104.5),(11 2562219.8),(12 2815552.3),(13 3056760.8),(14 3288271.5),(15 3497855.5),(16 3681189.5),(17 3840378),(18 3977717),(19 4107038.5),(20 4223242),(21 4322628.5),(22 4394218),(23 4441391),(24 4465576),(25 4472834),(26 4468118),(27 4450252),(28 4405943),(29 4349452.5),(30 4298181),(31 4260079),(32 4226044),(33 4197971.5),(34 4176326),(35 4160846),(36 4141787.8),(37 4129220.5),(38 4114923.5),(39 4098470),(40 4074613),(41 4046941.3),(42 4021252.5),(43 4005792.5),(44 4004321),(45 4019509),(46 4073115),(47 4136911),(48 4210973),(49 4286646),(50 4361878),(51 4441725),(52 4520027.5),(53 4579193.5),(54 4604464),(55 4617815.5),(56 4629358),(57 4627518),(58 4610894),(59 4597416),(60 4563502),(61 4525689),(62 4480547.5),(63 4431000),(64 4381189.5),(65 4330769.5),(66 4288853),(67 4252477),(68 4202114.5),(69 4153036.5),(70 4099111.5),(71 4040983.3),(72 4006716),(73 3990889),(74 3995251.8),(75 4027994.5),(76 4068795.5),(77 4119016.5),(78 4168163.3),(79 4208969),
(1 55467.76),(2 198702.95),(3 407980),(4 654183.4),(5 910793.3),(6 1162296.9),(7 1404235.9),(8 1622731.3),(9 1817828.4),(10 1995477.9),(11 2152800.3),(12 2307929),(13 2455375.3),(14 2613011.8),(15 2762199.3),(16 2906047.3),(17 3026047.3),(18 3125819.5),(19 3210280.8),(20 3289536.3),(21 3364552),(22 3445807),(23 3518187.3),(24 3587247.5),(25 3651657.5),(26 3716510.8),(27 3790613.5),(28 3864116.8),(29 3928305.3),(30 3984205.8),(31 4024251.3),(32 4032767.3),(33 4043300.8),(34 4036877.5),(35 3998842.8),(36 3936251.8),(37 3865234.5),(38 3806195),(39 3755590),(40 3724500),(41 3703150.8),(42 3698059.3),(43 3694015.3),(44 3692313),(45 3692682.5),(46 3702209.3),(47 3698822),(48 3666388.3),(49 3608646.8),(50 3538452.5),(51 3447109.3),(52 3354652),(53 3261429.5),(54 3166467.5),(55 3085309.5),(56 3032146.5),(57 3003340.8),(58 2995339.3),(59 3001456.5),(60 3010647.8),(61 3016318.3),(62 3017069),(63 3019288.3),(64 3009049.5),(65 2994051.8),(66 2985571),(67 2967316.8),(68 2945766.5),(69 2925710.3),(70 2917405.5),(71 2920686.8),(72 2945776),(73 2970852),(74 2998602.5),(75 3026397),(76 3043055.3),(77 3055048.3),(78 3063747.3),(79 3054641),
(1 55317.145),(2 197428.66),(3 400187.2),(4 636873.94),(5 888311.75),(6 1134152.5),(7 1372257.9),(8 1583950.4),(9 1767460.1),(10 1943112.3),(11 2111277.3),(12 2285636),(13 2480613),(14 2698303.5),(15 2922172.5),(16 3136869.3),(17 3324054.5),(18 3484374.8),(19 3611293.3),(20 3707299),(21 3772418.3),(22 3813273.3),(23 3841329.3),(24 3856694),(25 3856196.5),(26 3848663.8),(27 3837937),(28 3818490),(29 3797068),(30 3774265),(31 3755220),(32 3741437.8),(33 3738796.3),(34 3725828.3),(35 3706340),(36 3680699.3),(37 3655118.3),(38 3620553.3),(39 3582274.3),(40 3531995.3),(41 3466398),(42 3405614.8),(43 3350394.3),(44 3304310.5),(45 3262566.8),(46 3219960.3),(47 3177569),(48 3128510.8),(49 3068050),(50 2993154.3),(51 2913501.3),(52 2857767.8),(53 2811365.5),(54 2773690.5),(55 2761148),(56 2752661.5),(57 2759150),(58 2772968.3),(59 2793715),(60 2814520.3),(61 2838985.3),(62 2860495.3),(63 2883193.8),(64 2895641.5),(65 2908925.8),(66 2921007),(67 2925189.3),(68 2928738.5),(69 2924714.5),(70 2926095.5),(71 2939069.5),(72 2960536.8),(73 2990069.8),(74 3012852),(75 3027740.3),(76 3025638.8),(77 3008522.3),(78 2980916),(79 2936113.3),
(1 59591.484),(2 213039.47),(3 426670.9),(4 672170.06),(5 928805.3),(6 1174263.6),(7 1408072),(8 1615675.8),(9 1801444.3),(10 1971014),(11 2124186.3),(12 2275734.5),(13 2424450.3),(14 2576151),(15 2713609.3),(16 2833296.5),(17 2941379.3),(18 3027323.8),(19 3094209.3),(20 3139557.3),(21 3170612.8),(22 3198521),(23 3225304.5),(24 3250369),(25 3266961.5),(26 3282103),(27 3290684.5),(28 3282809),(29 3261755.3),(30 3249036.5),(31 3248045.8),(32 3277787.8),(33 3323180.3),(34 3382521),(35 3438766.5),(36 3498078.8),(37 3553563.8),(38 3603875),(39 3640183.8),(40 3663628.5),(41 3676329),(42 3676535.5),(43 3678836.8),(44 3671781),(45 3668237),(46 3667233),(47 3651243),(48 3616996.5),(49 3574644.8),(50 3534654),(51 3484058),(52 3442930.5),(53 3411511),(54 3387831),(55 3365629),(56 3355273),(57 3346014.3),(58 3351164.3),(59 3352419.5),(60 3348201),(61 3337492.3),(62 3310758.3),(63 3290766.5),(64 3272758.3),(65 3268115),(66 3273084.3),(67 3272750.3),(68 3269207),(69 3268299),(70 3268136.3),(71 3254461.5),(72 3241424.8),(73 3216575.3),(74 3158143.3),(75 3085548.3),(76 3004476.5),(77 2908157),(78 2810122.8),(79 2721402),
(1 58477.32),(2 206737.19),(3 413661.22),(4 651592.9),(5 895883.4),(6 1129922.8),(7 1353235.1),(8 1560168.4),(9 1752468.1),(10 1939122.8),(11 2111886),(12 2282314.5),(13 2438373.3),(14 2587695),(15 2717203.8),(16 2833892.3),(17 2935584.8),(18 3023958.3),(19 3108275),(20 3182592.8),(21 3247612.8),(22 3308132.8),(23 3356084.5),(24 3389642.5),(25 3396561),(26 3397044),(27 3390855),(28 3374947.3),(29 3354770.3),(30 3332061.5),(31 3319055.3),(32 3324592),(33 3342911.3),(34 3361345.8),(35 3367238.8),(36 3380693.5),(37 3398252.3),(38 3411175.5),(39 3412625.8),(40 3392600.5),(41 3372748.8),(42 3346629.3),(43 3324312.5),(44 3309723.5),(45 3308709.3),(46 3323924),(47 3325728),(48 3302677.3),(49 3265609.8),(50 3230948.8),(51 3202607.8),(52 3183271.5),(53 3173393.8),(54 3178019.3),(55 3186964),(56 3204367),(57 3218811.5),(58 3238481),(59 3249617.5),(60 3262449.5),(61 3275901),(62 3293052),(63 3314913.8),(64 3338968.3),(65 3361212),(66 3377453),(67 3381343.3),(68 3379772),(69 3366979.8),(70 3359267),(71 3341007.8),(72 3328018.3),(73 3305735.5),(74 3267927.8),(75 3223604.8),(76 3164113.8),(77 3086644.5),(78 3011387.3),(79 2944172.3),
(1 53662.793),(2 189329.44),(3 380668.2),(4 606771.94),(5 847402.7),(6 1085748.8),(7 1321276.6),(8 1543986.5),(9 1747135.1),(10 1934341.4),(11 2097055.1),(12 2241168.3),(13 2367749.8),(14 2475058.5),(15 2569290.8),(16 2646520.3),(17 2705133.5),(18 2752736.3),(19 2790569.3),(20 2810972.3),(21 2812637.5),(22 2794725.8),(23 2759958.8),(24 2720244.8),(25 2668375.8),(26 2626856.8),(27 2586654),(28 2532805.8),(29 2480337.3),(30 2428336.3),(31 2385394.8),(32 2340596.5),(33 2302430.5),(34 2267130),(35 2239099.5),(36 2219612.3),(37 2218297),(38 2229022.3),(39 2253750.3),(40 2274929.5),(41 2288592.3),(42 2299725.3),(43 2317754.3),(44 2343932.8),(45 2372305.8),(46 2393850),(47 2406496.8),(48 2399627),(49 2393156),(50 2385433),(51 2367693.8),(52 2346272),(53 2318751.8),(54 2285732.5),(55 2253781),(56 2224637.8),(57 2204002.8),(58 2196169.5),(59 2182666.3),(60 2171183.8),(61 2161615.8),(62 2159776),(63 2178973.3),(64 2207966.5),(65 2238578.5),(66 2264545.8),(67 2294299),(68 2304942.5),(69 2305425.3),(70 2294295.5),(71 2267377.5),(72 2232395),(73 2184990),(74 2140649),(75 2099396.5),(76 2063144),(77 2035901.8),(78 2029326.9),(79 2036281.1),
(1 50391.883),(2 177388.52),(3 356914.13),(4 562241.1),(5 771586.56),(6 970547.2),(7 1156857.4),(8 1319542.6),(9 1459902.5),(10 1581067.3),(11 1678855.1),(12 1764410.1),(13 1836710.9),(14 1897220.8),(15 1950099.8),(16 2002544),(17 2058409.4),(18 2118053),(19 2176818.8),(20 2228909.8),(21 2273986.5),(22 2307960.5),(23 2332441.8),(24 2341422.8),(25 2336923.8),(26 2329801.5),(27 2308747),(28 2283377.3),(29 2265946.8),(30 2253852.5),(31 2250757),(32 2249645.5),(33 2244701.3),(34 2225016.3),(35 2200586.3),(36 2178505.3),(37 2157259.8),(38 2132802.8),(39 2118813),(40 2110801.5),(41 2121220.8),(42 2143007),(43 2178098.3),(44 2222477.8),(45 2261700),(46 2288739.5),(47 2309303.8),(48 2318410.8),(49 2327761.5),(50 2329236.5),(51 2314986.5),(52 2295529.3),(53 2271445),(54 2242251),(55 2214742),(56 2212671.8),(57 2224412.5),(58 2248353),(59 2266123.5),(60 2276853.3),(61 2282420),(62 2282760.8),(63 2276040),(64 2261857.5),(65 2247427.8),(66 2230593.5),(67 2205419),(68 2172033),(69 2135947.8),(70 2099780.5),(71 2063322.3),(72 2023375.6),(73 1978541),(74 1935467),(75 1901980.3),(76 1883790.3),(77 1888892.5),(78 1912408),(79 1934711.5),
(1 50874.273),(2 179165.94),(3 358010.1),(4 564832.9),(5 777541.1),(6 981168.5),(7 1165917.8),(8 1322726.6),(9 1455159.1),(10 1572085),(11 1675433.5),(12 1765385.9),(13 1839369.1),(14 1899904.4),(15 1951294.5),(16 1997998.1),(17 2032712.3),(18 2061606.9),(19 2090624),(20 2114646),(21 2130021),(22 2134037.3),(23 2125428.5),(24 2106744.8),(25 2069996.4),(26 2019975.6),(27 1957964.6),(28 1898293.8),(29 1862822.5),(30 1850326.6),(31 1856426.6),(32 1869845.4),(33 1888760.8),(34 1900756.6),(35 1916139),(36 1930957.4),(37 1945022.5),(38 1968529.8),(39 2004231.3),(40 2045349),(41 2090868.6),(42 2125983.8),(43 2162114.8),(44 2195961.3),(45 2229579),(46 2260597.3),(47 2294997),(48 2319518.5),(49 2328712.8),(50 2322426.8),(51 2293828.5),(52 2246184.8),(53 2190202.8),(54 2145689.8),(55 2121290),(56 2122508.3),(57 2135267),(58 2150264),(59 2144976),(60 2125493.8),(61 2089683.4),(62 2047429),(63 2005962.6),(64 1967035.4),(65 1931741.1),(66 1899203.8),(67 1878369.9),(68 1871948.3),(69 1878284.8),(70 1890894.5),(71 1901190.3),(72 1908041.9),(73 1925680.6),(74 1947970.6),(75 1965974.5),(76 1986145.1),(77 1997153.8),(78 2002868.6),(79 1996987.8),
(1 45266.38),(2 156378.34),(3 309959.75),(4 484455.03),(5 664083.75),(6 832599.56),(7 975420.4),(8 1094368.9),(9 1191942.4),(10 1276691.9),(11 1352539.8),(12 1414946.1),(13 1459085.4),(14 1494058),(15 1527235),(16 1559477.4),(17 1588430.3),(18 1613283.3),(19 1639422.8),(20 1661166.3),(21 1673126),(22 1671735.5),(23 1655835.4),(24 1625483.8),(25 1589638.6),(26 1548990.6),(27 1506003.5),(28 1472378.1),(29 1458051.8),(30 1460199.8),(31 1471328.4),(32 1485431.9),(33 1497798.8),(34 1512041.1),(35 1529271.9),(36 1556627.3),(37 1593832.1),(38 1636935.1),(39 1680490.6),(40 1726146.1),(41 1774185.6),(42 1829718.6),(43 1885962),(44 1925451.8),(45 1953231.1),(46 1969618.1),(47 1978194),(48 1972432.4),(49 1946504.5),(50 1905859.8),(51 1852059.8),(52 1803986.1),(53 1773970),(54 1741874.9),(55 1713851),(56 1701479.9),(57 1687580.5),(58 1666534),(59 1633550.6),(60 1600643.8),(61 1576866.5),(62 1562704.4),(63 1547477.9),(64 1528522.3),(65 1510646.6),(66 1492763.8),(67 1483998.3),(68 1477255.5),(69 1472609.3),(70 1472476.5),(71 1474995.3),(72 1488082.3),(73 1507080.9),(74 1526252.5),(75 1560839.1),(76 1606381.1),(77 1653115),(78 1694599.1),(79 1723754.1),
