1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 61.972916),(2 75.229034),(3 81.15654),(4 85.32426),(5 88.47058),(6 91.68176),(7 94.77065),(8 96.30911),(9 98.26463),(10 100.22805),(11 102.66131),(12 103.937256),(13 105.42234),(14 106.206345),(15 108.21052),(16 108.39601),(17 108.89984),(18 110.69166),(19 110.878845),(20 111.82946),(21 110.823616),(22 111.1951),(23 111.310745),(24 112.55878),(25 113.151566),(26 115.09938),(27 116.153465),(28 117.39736),(29 117.93779),(30 119.432594),(31 120.44597),(32 122.11386),(33 123.75863),(34 122.914474),(35 122.55734),(36 122.770485),(37 124.402336),(38 123.65271),(39 123.36821),(40 121.81639),(41 122.282326),(42 123.270905),(43 124.468376),(44 123.836655),(45 123.18538),(46 124.17234),(47 124.90782),(48 126.80151),(49 125.35228),(50 125.16408),(51 123.65155),(52 122.323395),(53 121.820335),(54 121.3313),(55 120.35675),(56 120.7307),(57 120.65377),(58 121.11332),(59 120.89837),(60 120.85077),(61 121.192856),(62 121.57961),(63 123.746185),(64 122.067604),(65 122.98428),(66 124.11296),(67 122.96146),(68 122.79966),(69 124.41758),(70 123.443954),(71 123.55707),(72 124.1735),(73 125.02819),(74 125.233505),(75 124.24893),(76 124.32302),(77 124.062035),(78 125.24851),(79 126.58073),
(1 62.285614),(2 75.276634),(3 80.7681),(4 84.90216),(5 86.85318),(6 89.58726),(7 93.72611),(8 95.966156),(9 96.196594),(10 98.56459),(11 100.50474),(12 101.84912),(13 103.57188),(14 104.24054),(15 104.403435),(16 105.04995),(17 105.639244),(18 107.095),(19 107.77941),(20 108.96313),(21 109.11678),(22 109.41662),(23 108.90056),(24 109.81925),(25 109.63714),(26 111.721756),(27 112.0942),(28 113.46423),(29 113.402336),(30 115.87368),(31 117.38254),(32 117.75021),(33 119.139755),(34 118.81815),(35 118.94185),(36 118.51968),(37 120.42265),(38 121.367),(39 121.830185),(40 121.05995),(41 120.65764),(42 121.21366),(43 121.45172),(44 122.5707),(45 121.84105),(46 121.63927),(47 122.19575),(48 123.86481),(49 123.78075),(50 123.5425),(51 122.685486),(52 122.53783),(53 121.23297),(54 121.20438),(55 121.287),(56 121.17168),(57 120.928085),(58 120.078926),(59 120.06267),(60 119.81105),(61 120.63841),(62 120.34005),(63 120.53294),(64 121.442505),(65 122.51928),(66 123.36102),(67 121.59998),(68 121.158134),(69 123.0316),(70 122.723015),(71 123.12321),(72 123.4231),(73 123.475174),(74 124.53008),(75 124.42228),(76 123.33776),(77 123.42789),(78 123.95663),(79 125.55503),
(1 60.777763),(2 73.696),(3 80.10737),(4 83.782906),(5 85.49652),(6 88.693985),(7 92.113815),(8 93.52362),(9 94.09256),(10 96.40367),(11 97.4653),(12 97.20998),(13 99.31578),(14 100.889786),(15 102.20412),(16 102.865074),(17 103.0076),(18 105.21336),(19 104.979164),(20 105.51553),(21 105.644966),(22 106.41778),(23 107.465515),(24 108.187126),(25 109.53766),(26 109.57788),(27 110.710915),(28 112.47581),(29 112.71373),(30 114.4971),(31 115.96507),(32 116.37397),(33 117.81474),(34 117.71463),(35 117.12476),(36 117.54308),(37 118.28258),(38 118.026146),(39 117.06921),(40 117.07983),(41 118.717804),(42 119.59648),(43 119.01021),(44 119.38844),(45 118.884766),(46 118.07029),(47 119.53524),(48 119.37727),(49 118.93396),(50 117.34834),(51 115.936264),(52 117.66921),(53 117.375465),(54 117.00088),(55 117.35442),(56 116.348145),(57 116.33337),(58 117.21943),(59 117.37825),(60 118.46958),(61 119.3171),(62 118.90885),(63 119.78293),(64 120.046875),(65 120.09722),(66 121.39146),(67 121.09113),(68 121.1312),(69 119.59481),(70 119.75314),(71 119.160164),(72 118.58224),(73 119.59348),(74 119.26793),(75 119.88704),(76 119.57511),(77 119.51422),(78 119.851295),(79 121.117256),
(1 61.07579),(2 72.67373),(3 80.0356),(4 85.0144),(5 87.35764),(6 90.39819),(7 92.83012),(8 94.57012),(9 96.129616),(10 98.8457),(11 99.7937),(12 100.87324),(13 102.374626),(14 103.77915),(15 104.668335),(16 106.22485),(17 106.67212),(18 108.016754),(19 107.85656),(20 108.68646),(21 108.96615),(22 109.65907),(23 109.517),(24 110.362625),(25 110.18023),(26 112.00655),(27 112.15119),(28 113.59225),(29 113.603424),(30 113.83568),(31 115.10868),(32 116.85754),(33 116.84375),(34 117.65894),(35 117.95115),(36 117.69281),(37 118.82351),(38 119.840256),(39 119.23366),(40 119.14917),(41 120.549995),(42 121.064064),(43 120.95596),(44 120.929085),(45 120.88388),(46 119.859955),(47 119.89251),(48 120.88246),(49 121.96298),(50 120.626015),(51 120.50507),(52 119.89077),(53 119.62535),(54 118.5156),(55 118.29377),(56 118.65061),(57 119.651405),(58 118.73622),(59 118.74281),(60 119.17524),(61 118.050064),(62 118.524155),(63 118.84055),(64 119.62429),(65 120.5336),(66 121.18407),(67 120.889),(68 120.86224),(69 121.115814),(70 122.18077),(71 122.084915),(72 121.55876),(73 120.500145),(74 121.07567),(75 121.12901),(76 120.54591),(77 121.0296),(78 122.86877),(79 122.775894),
(1 59.58425),(2 70.83762),(3 77.891914),(4 82.10722),(5 85.75247),(6 88.641136),(7 90.06692),(8 91.44045),(9 92.86223),(10 94.47845),(11 95.744484),(12 97.017296),(13 99.059525),(14 100.42057),(15 99.98181),(16 100.83741),(17 100.557274),(18 103.03435),(19 102.98575),(20 103.74134),(21 104.53435),(22 105.27481),(23 104.22917),(24 105.40788),(25 105.01313),(26 106.03482),(27 107.01801),(28 108.95379),(29 110.67941),(30 111.25668),(31 112.112564),(32 112.10406),(33 113.50294),(34 113.50708),(35 113.83111),(36 114.28167),(37 115.41395),(38 114.62697),(39 115.74698),(40 115.66111),(41 116.008026),(42 115.80829),(43 116.47327),(44 116.40818),(45 115.00154),(46 115.144356),(47 116.66899),(48 116.01869),(49 115.51707),(50 115.89795),(51 115.439674),(52 115.25958),(53 114.78068),(54 114.3816),(55 113.92094),(56 113.20668),(57 112.89952),(58 112.66839),(59 113.6304),(60 113.15554),(61 112.80159),(62 113.43321),(63 114.027885),(64 114.61806),(65 115.76805),(66 116.12054),(67 117.3101),(68 116.35947),(69 117.53029),(70 116.92519),(71 115.972115),(72 115.767365),(73 115.554245),(74 116.50158),(75 116.95102),(76 117.15768),(77 117.28716),(78 118.349655),(79 117.88341),
(1 61.018017),(2 71.567635),(3 78.038155),(4 82.965256),(5 85.49744),(6 88.55731),(7 91.47568),(8 93.66767),(9 94.88087),(10 96.312485),(11 98.03065),(12 98.959564),(13 100.32247),(14 102.24266),(15 102.64412),(16 102.72876),(17 102.76491),(18 103.97289),(19 102.4558),(20 103.44573),(21 104.208664),(22 104.694046),(23 105.12974),(24 106.6798),(25 107.00027),(26 107.206665),(27 109.37347),(28 109.77889),(29 109.911705),(30 111.05691),(31 112.5446),(32 113.21548),(33 113.63259),(34 112.79799),(35 114.278694),(36 114.56353),(37 115.21122),(38 115.03844),(39 115.8009),(40 115.73159),(41 116.094666),(42 117.509796),(43 117.820885),(44 117.97966),(45 117.36601),(46 117.005104),(47 117.60545),(48 117.46481),(49 118.53686),(50 117.92174),(51 116.783424),(52 116.60118),(53 115.71076),(54 115.700584),(55 115.39697),(56 116.39623),(57 114.96699),(58 114.66707),(59 115.5303),(60 114.70602),(61 114.58681),(62 114.558716),(63 116.00159),(64 115.93485),(65 116.26705),(66 117.06651),(67 117.517365),(68 117.0787),(69 117.94752),(70 117.9061),(71 117.71733),(72 118.02553),(73 119.29741),(74 119.622345),(75 119.50982),(76 119.1986),(77 119.593994),(78 120.151115),(79 119.95799),
(1 59.40529),(2 71.28537),(3 77.57443),(4 80.73945),(5 84.680046),(6 88.3195),(7 91.12757),(8 92.188194),(9 94.10748),(10 95.85456),(11 97.12086),(12 98.65437),(13 100.31263),(14 101.93927),(15 102.502144),(16 104.807915),(17 104.77623),(18 106.631226),(19 106.05168),(20 106.67109),(21 106.96886),(22 106.14752),(23 106.35221),(24 107.95917),(25 108.562805),(26 109.34813),(27 111.7871),(28 112.219406),(29 114.14066),(30 115.26145),(31 115.376915),(32 116.88659),(33 117.060036),(34 116.42111),(35 117.63201),(36 117.074234),(37 116.78422),(38 116.55879),(39 117.63869),(40 117.91897),(41 118.20887),(42 117.64093),(43 117.1242),(44 115.82806),(45 115.8317),(46 116.55373),(47 117.22124),(48 118.50915),(49 117.08227),(50 116.06894),(51 115.43039),(52 116.02123),(53 115.43523),(54 116.01881),(55 115.16502),(56 115.28403),(57 114.73103),(58 114.29277),(59 115.111946),(60 115.3513),(61 114.0273),(62 114.33945),(63 116.41737),(64 115.30798),(65 117.59305),(66 118.55065),(67 119.0596),(68 118.72363),(69 118.31353),(70 118.33962),(71 117.93119),(72 118.74577),(73 119.08847),(74 119.22579),(75 119.33508),(76 118.822174),(77 118.76553),(78 120.008575),(79 120.3379),
(1 57.863007),(2 68.31469),(3 75.87672),(4 79.54484),(5 82.91702),(6 85.51273),(7 87.98855),(8 90.55613),(9 92.20301),(10 93.3648),(11 94.569855),(12 94.904785),(13 96.66316),(14 97.29338),(15 98.744705),(16 99.8112),(17 100.25635),(18 100.92152),(19 101.38551),(20 102.32442),(21 100.23983),(22 100.93674),(23 101.32697),(24 102.5576),(25 103.255),(26 102.99454),(27 104.10294),(28 105.794),(29 107.62574),(30 108.07152),(31 109.185356),(32 109.87224),(33 111.18227),(34 110.256836),(35 112.21186),(36 111.69943),(37 111.849),(38 112.22887),(39 113.01657),(40 112.61851),(41 113.05344),(42 112.86246),(43 113.47552),(44 112.511116),(45 112.57428),(46 113.50579),(47 115.48818),(48 115.325836),(49 114.74282),(50 113.36798),(51 112.25532),(52 113.33804),(53 112.70742),(54 111.73642),(55 110.83267),(56 111.60854),(57 112.18256),(58 111.85115),(59 111.966934),(60 113.22142),(61 112.376335),(62 111.27018),(63 112.591896),(64 113.125275),(65 114.46436),(66 115.24807),(67 115.202385),(68 114.778755),(69 116.6049),(70 116.42387),(71 116.38701),(72 116.92355),(73 116.395),(74 116.3339),(75 116.68695),(76 116.41334),(77 116.338806),(78 117.08754),(79 116.33172),
(1 57.726597),(2 67.87801),(3 74.092606),(4 78.59818),(5 81.61242),(6 85.97011),(7 87.971146),(8 89.993675),(9 91.620186),(10 93.63104),(11 94.6728),(12 96.840706),(13 97.61097),(14 99.05978),(15 100.05865),(16 100.48703),(17 100.843704),(18 101.43023),(19 103.00108),(20 102.87797),(21 101.04085),(22 100.76461),(23 102.84497),(24 102.86757),(25 104.71531),(26 104.39794),(27 104.48564),(28 104.476585),(29 106.290436),(30 106.73994),(31 107.27627),(32 109.277565),(33 109.30815),(34 109.26851),(35 109.875534),(36 109.56696),(37 109.88608),(38 110.26099),(39 109.987274),(40 111.20723),(41 111.6329),(42 112.499664),(43 112.55732),(44 111.07466),(45 110.62807),(46 112.16458),(47 112.27519),(48 113.17724),(49 112.0498),(50 112.56477),(51 112.11757),(52 113.26696),(53 114.12111),(54 113.02125),(55 112.22388),(56 111.75301),(57 112.7261),(58 111.63592),(59 111.98552),(60 112.06677),(61 112.243385),(62 111.19482),(63 111.57752),(64 111.56491),(65 112.5963),(66 112.60251),(67 113.414536),(68 113.533455),(69 113.106674),(70 113.78123),(71 113.67101),(72 114.20754),(73 113.85678),(74 114.15654),(75 113.55237),(76 114.262474),(77 114.40281),(78 114.30257),(79 115.38711),
(1 57.013058),(2 66.490585),(3 73.06038),(4 77.1109),(5 80.09476),(6 83.73562),(7 85.20729),(8 87.83789),(9 88.85451),(10 90.822266),(11 92.11169),(12 94.34054),(13 95.13776),(14 96.09563),(15 97.8428),(16 98.797295),(17 98.62484),(18 98.59963),(19 98.51149),(20 99.8379),(21 97.983154),(22 98.65437),(23 98.78216),(24 99.63632),(25 100.37976),(26 100.9927),(27 102.02747),(28 101.851006),(29 104.12342),(30 103.51948),(31 105.29852),(32 106.04823),(33 106.54932),(34 107.46828),(35 108.29912),(36 108.1896),(37 108.81739),(38 108.501396),(39 109.172325),(40 110.07302),(41 110.479965),(42 109.41511),(43 109.75327),(44 110.025085),(45 109.39034),(46 109.97723),(47 110.05793),(48 111.14339),(49 110.745255),(50 111.01783),(51 110.22754),(52 110.82832),(53 109.58595),(54 109.103806),(55 109.614136),(56 109.98066),(57 108.99762),(58 108.6439),(59 108.68026),(60 108.811676),(61 108.90039),(62 108.83202),(63 109.24613),(64 108.71959),(65 110.24584),(66 111.13288),(67 112.535255),(68 112.1994),(69 110.878876),(70 110.94055),(71 111.20849),(72 112.36365),(73 111.4567),(74 112.51518),(75 111.54677),(76 112.54674),(77 112.78871),(78 113.598785),(79 113.95107),
(1 56.4005),(2 66.42734),(3 71.89117),(4 75.76151),(5 80.06147),(6 82.986694),(7 85.41636),(8 87.43883),(9 88.55996),(10 91.21886),(11 93.15544),(12 93.17725),(13 94.51024),(14 95.06424),(15 97.20783),(16 97.84814),(17 98.08906),(18 97.90318),(19 99.295135),(20 100.283035),(21 98.64726),(22 100.001305),(23 100.42681),(24 102.03111),(25 101.61755),(26 102.326096),(27 102.84091),(28 102.68877),(29 103.78182),(30 104.156685),(31 104.9303),(32 104.9531),(33 105.695724),(34 105.03454),(35 106.031296),(36 105.15494),(37 105.73439),(38 107.23789),(39 107.29729),(40 108.169174),(41 109.19714),(42 108.25595),(43 108.10977),(44 108.356125),(45 107.8762),(46 106.49784),(47 108.16425),(48 108.525795),(49 107.78522),(50 106.92292),(51 107.38068),(52 106.93178),(53 105.730354),(54 105.08852),(55 105.25901),(56 105.26308),(57 105.12406),(58 105.75821),(59 106.08626),(60 106.00426),(61 106.600075),(62 106.71598),(63 107.03241),(64 108.122444),(65 109.83862),(66 110.49653),(67 111.68416),(68 110.89506),(69 110.18235),(70 110.59875),(71 109.27905),(72 110.70158),(73 109.80285),(74 109.88851),(75 109.799324),(76 110.03072),(77 109.78996),(78 110.69097),(79 112.11489),
(1 57.517673),(2 67.36636),(3 74.65465),(4 77.85914),(5 81.20058),(6 84.23672),(7 85.56799),(8 87.35256),(9 89.10285),(10 90.577),(11 93.159935),(12 93.46999),(13 94.930984),(14 96.12513),(15 97.55477),(16 98.01856),(17 98.76653),(18 98.39329),(19 98.756035),(20 100.117805),(21 98.8903),(22 98.67808),(23 100.25639),(24 100.72165),(25 100.00354),(26 100.940155),(27 100.92956),(28 101.816086),(29 102.773476),(30 103.29783),(31 102.59216),(32 103.25465),(33 104.75128),(34 104.424576),(35 105.23331),(36 104.161),(37 104.74051),(38 106.55225),(39 107.23987),(40 106.60247),(41 105.92538),(42 106.09553),(43 106.41329),(44 105.95613),(45 105.51071),(46 106.25183),(47 105.8904),(48 105.4496),(49 105.280655),(50 104.43346),(51 105.12947),(52 105.53933),(53 104.26645),(54 104.162285),(55 103.9823),(56 104.27182),(57 104.37372),(58 103.78338),(59 104.3333),(60 104.34762),(61 104.371704),(62 104.55526),(63 105.8314),(64 106.28207),(65 107.06824),(66 107.69595),(67 107.395355),(68 108.221954),(69 107.739624),(70 107.30511),(71 107.58857),(72 107.32846),(73 107.09155),(74 106.89832),(75 107.63801),(76 108.52731),(77 107.3609),(78 107.4477),(79 107.79406),
(1 54.818947),(2 64.80559),(3 70.81983),(4 73.976036),(5 76.91404),(6 79.2678),(7 81.02251),(8 82.895294),(9 84.54395),(10 85.79883),(11 86.907425),(12 88.36043),(13 90.2391),(14 91.483574),(15 92.39283),(16 92.66305),(17 92.79152),(18 93.41949),(19 94.50599),(20 93.85351),(21 94.09129),(22 95.10665),(23 95.62055),(24 95.338615),(25 95.63988),(26 94.91737),(27 96.33362),(28 96.7582),(29 98.42302),(30 99.55148),(31 99.70653),(32 99.2226),(33 99.69103),(34 100.00918),(35 100.450226),(36 100.05203),(37 100.69731),(38 100.84744),(39 102.04614),(40 101.31651),(41 101.450806),(42 100.98827),(43 100.4097),(44 99.79912),(45 100.63133),(46 100.564064),(47 100.72649),(48 101.78173),(49 101.53206),(50 101.81443),(51 102.0347),(52 101.77142),(53 101.63768),(54 101.36263),(55 101.33591),(56 101.46101),(57 100.59431),(58 101.139206),(59 101.19974),(60 100.6156),(61 101.20569),(62 101.43025),(63 100.9226),(64 100.96522),(65 102.46216),(66 103.16345),(67 104.823166),(68 104.25782),(69 103.44434),(70 104.28101),(71 104.97393),(72 105.43142),(73 105.98613),(74 106.886635),(75 107.44826),(76 107.1645),(77 106.56652),(78 106.775536),(79 107.18072),
(1 54.77335),(2 65.47498),(3 70.849434),(4 74.03362),(5 76.61025),(6 79.72955),(7 82.00268),(8 83.689156),(9 84.80358),(10 86.324776),(11 87.82818),(12 88.77628),(13 91.1161),(14 92.37788),(15 93.22229),(16 93.48983),(17 93.26626),(18 95.50827),(19 95.702446),(20 96.605354),(21 96.749374),(22 96.4619),(23 95.467735),(24 97.417076),(25 98.06194),(26 97.62377),(27 98.61575),(28 98.86427),(29 100.11045),(30 100.84218),(31 101.05743),(32 101.11443),(33 101.53845),(34 101.74225),(35 102.18045),(36 102.26383),(37 101.68746),(38 102.95184),(39 104.085594),(40 103.721),(41 103.6192),(42 104.33136),(43 103.65126),(44 103.64103),(45 103.50921),(46 103.08677),(47 103.10912),(48 103.980835),(49 103.334946),(50 102.63084),(51 102.26564),(52 101.99421),(53 102.03439),(54 101.64229),(55 102.0314),(56 101.75083),(57 100.42306),(58 100.113144),(59 100.697464),(60 101.20433),(61 100.59815),(62 101.01675),(63 100.81492),(64 102.63785),(65 103.59584),(66 103.143906),(67 104.174866),(68 104.48091),(69 103.52316),(70 104.71053),(71 105.17441),(72 104.22459),(73 105.83042),(74 105.459885),(75 104.51008),(76 104.48213),(77 103.93968),(78 105.194565),(79 105.21956),
(1 54.754856),(2 63.78228),(3 68.832596),(4 72.10937),(5 74.6284),(6 77.103355),(7 79.58813),(8 80.55631),(9 82.35762),(10 83.7183),(11 85.180305),(12 85.476364),(13 86.65342),(14 87.101845),(15 87.66091),(16 88.177505),(17 88.096054),(18 89.00195),(19 89.91544),(20 90.31163),(21 89.57639),(22 90.467995),(23 91.360176),(24 92.00423),(25 92.028725),(26 93.19811),(27 93.140625),(28 93.85867),(29 95.133675),(30 94.92574),(31 95.632324),(32 95.90695),(33 97.56936),(34 97.062454),(35 97.91729),(36 97.499084),(37 98.36981),(38 98.77718),(39 99.363556),(40 99.27129),(41 99.76274),(42 100.55416),(43 99.93801),(44 99.72729),(45 98.56954),(46 98.19206),(47 100.01329),(48 99.83211),(49 99.99032),(50 98.85573),(51 99.67476),(52 98.21798),(53 98.65836),(54 98.129),(55 98.27971),(56 97.86513),(57 98.36776),(58 98.50017),(59 98.23127),(60 98.00515),(61 97.400986),(62 97.658005),(63 98.796234),(64 99.12946),(65 98.85036),(66 100.96019),(67 101.99613),(68 101.83831),(69 102.381905),(70 102.172455),(71 102.746),(72 102.57079),(73 103.33774),(74 103.533936),(75 102.75128),(76 103.29207),(77 101.9458),(78 103.6189),(79 103.93964),
(1 54.420853),(2 63.672638),(3 69.793785),(4 73.424934),(5 75.20106),(6 78.19447),(7 81.262375),(8 81.76834),(9 84.72214),(10 86.474915),(11 88.42089),(12 89.531075),(13 89.96535),(14 91.18517),(15 92.441284),(16 93.27658),(17 94.64701),(18 95.22769),(19 96.008286),(20 95.45815),(21 94.84222),(22 95.88924),(23 95.7504),(24 95.4859),(25 96.62951),(26 97.95115),(27 97.53013),(28 98.45998),(29 98.58452),(30 99.32727),(31 99.78787),(32 101.15855),(33 101.89629),(34 102.02735),(35 102.05543),(36 101.44881),(37 102.806595),(38 102.84103),(39 102.607506),(40 102.77783),(41 103.286354),(42 103.05869),(43 102.623405),(44 103.06122),(45 102.38693),(46 101.97974),(47 101.91625),(48 102.343475),(49 101.98359),(50 101.97309),(51 101.3756),(52 101.3485),(53 100.96596),(54 100.01947),(55 100.09859),(56 99.175766),(57 99.38682),(58 99.08889),(59 98.97859),(60 98.27046),(61 98.8678),(62 97.750206),(63 99.58715),(64 100.48595),(65 100.44979),(66 100.557434),(67 102.27878),(68 101.75524),(69 101.587425),(70 101.76121),(71 102.29956),(72 102.283134),(73 103.381546),(74 104.031525),(75 104.55023),(76 103.906944),(77 103.7949),(78 104.94928),(79 106.171585),
(1 53.53141),(2 63.405674),(3 69.90484),(4 73.49344),(5 75.613914),(6 77.488525),(7 79.42516),(8 80.69808),(9 82.83401),(10 83.60422),(11 85.07365),(12 85.541016),(13 86.84718),(14 87.57381),(15 88.52729),(16 89.046936),(17 91.115074),(18 92.439415),(19 91.678955),(20 91.846725),(21 91.75641),(22 91.64427),(23 91.50437),(24 91.61795),(25 92.686386),(26 92.999596),(27 92.53736),(28 94.49714),(29 95.73627),(30 96.04341),(31 95.8176),(32 97.550835),(33 98.65208),(34 97.66764),(35 98.09318),(36 98.607735),(37 99.20446),(38 98.54619),(39 99.77798),(40 98.909615),(41 99.45589),(42 100.331474),(43 100.27282),(44 100.32336),(45 98.27874),(46 98.61729),(47 99.37973),(48 99.28181),(49 98.530495),(50 98.962685),(51 98.61067),(52 98.5943),(53 97.75871),(54 96.61045),(55 96.331474),(56 96.83872),(57 96.35684),(58 96.74976),(59 97.603615),(60 96.4838),(61 97.236374),(62 96.162704),(63 97.07329),(64 98.54056),(65 98.796844),(66 100.959625),(67 101.77588),(68 101.66528),(69 102.28083),(70 102.31126),(71 101.26055),(72 102.104996),(73 101.900375),(74 102.35368),(75 102.360435),(76 102.52579),(77 101.27819),(78 102.416016),(79 102.49283),
(1 54.176163),(2 63.00911),(3 68.9121),(4 72.33324),(5 73.52409),(6 76.848236),(7 79.54131),(8 81.18424),(9 84.08164),(10 85.81995),(11 87.434105),(12 87.8891),(13 89.06671),(14 89.34499),(15 91.49648),(16 92.067566),(17 92.353004),(18 93.286766),(19 92.09133),(20 91.86591),(21 92.811455),(22 92.9634),(23 93.30327),(24 94.07046),(25 94.00029),(26 95.6656),(27 94.623726),(28 95.92794),(29 97.15033),(30 98.05396),(31 97.32357),(32 97.47771),(33 98.1956),(34 98.08565),(35 98.30332),(36 97.71662),(37 99.14069),(38 99.44492),(39 98.81387),(40 100.02251),(41 100.24727),(42 99.892494),(43 100.044044),(44 99.186615),(45 98.367645),(46 98.53479),(47 99.314545),(48 99.32369),(49 99.29552),(50 97.99694),(51 97.83622),(52 98.2807),(53 98.08774),(54 97.59916),(55 97.45719),(56 96.9628),(57 97.37669),(58 97.502594),(59 98.38418),(60 98.52979),(61 99.099495),(62 98.17032),(63 98.80349),(64 98.68226),(65 100.07376),(66 101.20303),(67 102.04961),(68 101.866486),(69 102.54424),(70 102.29249),(71 102.07789),(72 102.64228),(73 102.732666),(74 102.64149),(75 102.94407),(76 103.2547),(77 103.353645),(78 102.45157),(79 103.54355),
