1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 934331),(2 3399325.8),(3 6779381.5),(4 10915295),(5 14980859),(6 19390922),(7 24626480),(8 30959010),(9 36624588),(10 42914996),(11 50214836),(12 57695820),(13 66651216),(14 77024540),(15 88849350),(16 101740570),(17 116321820),(18 132424650),(19 150271220),(20 171421860),(21 192618580),(22 215808780),(23 240600560),(24 268444930),(25 296219800),(26 327058660),(27 361136400),(28 396444000),(29 436098800),(30 477660830),(31 526369020),(32 575657300),(33 622363800),(34 669862850),(35 723319900),(36 780985340),(37 843523650),(38 923744000),(39 991995100),(40 1065444540),(41 1137119100),(42 1195614500),(43 1252114800),(44 1306491300),(45 1358361100),(46 1401851100),(47 1439444000),(48 1472427000),(49 1502527500),(50 1522940400),(51 1534792800),(52 1538640400),(53 1529918600),(54 1520148500),(55 1501846900),(56 1472495500),(57 1432908200),(58 1380343400),(59 1317054800),(60 1246063500),(61 1172811400),(62 1095611100),(63 1023531200),(64 952371460),(65 882137400),(66 812536100),(67 745055400),(68 679530600),(69 617849400),(70 557922750),(71 501143970),(72 447156600),(73 396457820),(74 350761470),(75 307576930),(76 268676830),(77 235143440),(78 207132860),(79 185836030),
(1 163.26999),(2 172.84752),(3 200.77295),(4 207.50728),(5 208.23671),(6 221.69398),(7 227.40434),(8 229.94473),(9 253.01567),(10 240.6623),(11 241.46837),(12 256.99774),(13 254.25424),(14 250.26279),(15 258.12897),(16 254.65865),(17 255.5009),(18 255.2336),(19 254.60225),(20 257.1325),(21 262.37756),(22 255.21257),(23 260.7258),(24 256.04315),(25 258.1781),(26 253.38887),(27 252.48512),(28 250.89494),(29 252.06999),(30 246.28622),(31 244.52798),(32 244.07635),(33 242.96133),(34 243.3448),(35 240.73152),(36 242.94421),(37 245.73253),(38 251.27698),(39 255.50053),(40 253.90625),(41 250.99663),(42 251.22562),(43 251.99112),(44 253.6598),(45 256.3235),(46 260.0464),(47 262.52893),(48 266.10638),(49 261.36502),(50 261.39008),(51 257.49658),(52 257.1938),(53 256.84927),(54 255.17316),(55 259.3107),(56 260.73956),(57 262.55878),(58 261.93903),(59 260.5258),(60 261.8231),(61 263.0216),(62 260.06613),(63 259.0184),(64 258.61896),(65 257.38202),(66 250.88602),(67 248.74748),(68 249.3731),(69 250.77281),(70 255.5416),(71 255.99199),(72 254.00366),(73 254.67801),(74 252.51202),(75 251.36105),(76 251.79799),(77 248.27522),(78 246.80728),(79 247.01953),
(1 170.25482),(2 178.27003),(3 203.06598),(4 213.04889),(5 208.36627),(6 223.36159),(7 230.77461),(8 232.24591),(9 254.83728),(10 241.6936),(11 240.55429),(12 252.35405),(13 254.78139),(14 255.02316),(15 259.5877),(16 258.8299),(17 259.7395),(18 261.3319),(19 258.2684),(20 256.24554),(21 262.4772),(22 252.512),(23 257.02927),(24 251.28296),(25 252.93831),(26 252.30493),(27 252.16513),(28 247.71283),(29 245.20248),(30 236.75006),(31 234.27599),(32 234.23473),(33 234.35632),(34 231.73764),(35 230.257),(36 231.89069),(37 231.62645),(38 233.21725),(39 235.72379),(40 235.41336),(41 236.76672),(42 237.64389),(43 237.46198),(44 235.97748),(45 240.10715),(46 241.54433),(47 241.89122),(48 243.90628),(49 245.04704),(50 246.46956),(51 243.9178),(52 245.19972),(53 248.61938),(54 245.94595),(55 252.18378),(56 253.51222),(57 256.15616),(58 256.3428),(59 256.51312),(60 259.97003),(61 266.24707),(62 261.31934),(63 258.06058),(64 259.6567),(65 260.9786),(66 257.64386),(67 258.67856),(68 260.241),(69 261.3481),(70 263.4758),(71 262.02255),(72 260.3351),(73 258.99643),(74 254.45813),(75 254.62997),(76 252.58206),(77 247.4206),(78 245.2669),(79 243.41278),
(1 166.6114),(2 177.96573),(3 201.34865),(4 210.05313),(5 210.14697),(6 224.44215),(7 230.10667),(8 234.92311),(9 251.90546),(10 242.09113),(11 238.4622),(12 247.14047),(13 258.15808),(14 257.0353),(15 258.20346),(16 257.08237),(17 257.28607),(18 259.25354),(19 255.97498),(20 252.81064),(21 257.28058),(22 251.08784),(23 251.1529),(24 250.1849),(25 253.7515),(26 251.17166),(27 253.84477),(28 249.14722),(29 245.32939),(30 239.75084),(31 237.77815),(32 236.71237),(33 238.43771),(34 239.07657),(35 238.0317),(36 238.93758),(37 238.26765),(38 241.6502),(39 241.93445),(40 240.32907),(41 243.08427),(42 244.35754),(43 250.12679),(44 251.1655),(45 255.38138),(46 255.9261),(47 254.8298),(48 254.29898),(49 253.38805),(50 251.96733),(51 252.33913),(52 253.76744),(53 255.02025),(54 255.26445),(55 258.10574),(56 259.53833),(57 260.30505),(58 258.4878),(59 261.21075),(60 263.54767),(61 262.68765),(62 259.3819),(63 256.34384),(64 254.85596),(65 257.21677),(66 252.94093),(67 249.96252),(68 253.39966),(69 254.45935),(70 257.79477),(71 257.72098),(72 251.89168),(73 252.00838),(74 247.20108),(75 248.08362),(76 249.42822),(77 244.62712),(78 243.28333),(79 242.16045),
(1 158.03337),(2 171.61188),(3 195.15143),(4 202.76048),(5 206.16687),(6 217.73747),(7 224.59966),(8 233.35384),(9 241.22026),(10 236.22751),(11 234.14749),(12 240.88734),(13 251.81456),(14 250.37427),(15 248.99745),(16 247.38649),(17 245.83119),(18 248.95486),(19 246.63852),(20 247.1431),(21 250.13855),(22 251.54924),(23 250.45679),(24 250.06209),(25 253.54643),(26 248.95627),(27 247.37267),(28 245.71288),(29 243.29657),(30 238.98933),(31 238.9484),(32 236.04807),(33 235.54877),(34 237.83481),(35 237.5499),(36 240.00887),(37 241.55106),(38 245.19096),(39 243.48648),(40 244.93675),(41 241.899),(42 241.35402),(43 245.6181),(44 244.198),(45 246.80876),(46 246.72598),(47 244.6707),(48 243.25856),(49 244.55475),(50 244.06279),(51 246.14716),(52 244.71889),(53 246.53746),(54 249.56328),(55 249.28983),(56 252.01636),(57 250.68228),(58 249.18217),(59 253.61588),(60 251.92807),(61 252.36765),(62 250.48123),(63 251.68893),(64 250.59859),(65 250.32433),(66 250.35379),(67 249.09734),(68 249.98541),(69 252.45921),(70 253.73248),(71 250.71745),(72 248.08699),(73 248.90492),(74 243.20932),(75 245.74602),(76 247.56941),(77 243.29787),(78 241.8064),(79 242.01242),
(1 148.26941),(2 164.85687),(3 192.33638),(4 199.55304),(5 205.29071),(6 213.35228),(7 219.58339),(8 229.48322),(9 233.35553),(10 230.96645),(11 232.08809),(12 235.72429),(13 242.81966),(14 247.58633),(15 244.55333),(16 246.58366),(17 241.46147),(18 246.68175),(19 245.32399),(20 245.60736),(21 244.96288),(22 247.45308),(23 245.05225),(24 244.59494),(25 247.0348),(26 243.37791),(27 241.26472),(28 242.36964),(29 237.77818),(30 229.37428),(31 230.73503),(32 226.57045),(33 229.73279),(34 228.89682),(35 227.38336),(36 226.62299),(37 224.88422),(38 231.24384),(39 228.7647),(40 230.22559),(41 229.77638),(42 233.53625),(43 233.56822),(44 233.33138),(45 235.92976),(46 238.79388),(47 239.92093),(48 239.09569),(49 240.48657),(50 238.69757),(51 240.4496),(52 242.70909),(53 245.15424),(54 245.77347),(55 247.41312),(56 250.20201),(57 253.01987),(58 255.48398),(59 259.806),(60 260.14447),(61 259.42575),(62 257.80133),(63 255.32611),(64 254.49298),(65 255.78308),(66 256.34457),(67 253.70363),(68 252.62025),(69 254.83586),(70 254.44807),(71 253.71149),(72 253.95316),(73 252.97643),(74 247.74036),(75 248.5274),(76 250.00468),(77 245.3808),(78 241.17021),(79 240.55612),
(1 140.42964),(2 158.17122),(3 184.86024),(4 190.38765),(5 196.80534),(6 209.77791),(7 215.05482),(8 225.33546),(9 223.37675),(10 220.13443),(11 222.12666),(12 222.31598),(13 228.0881),(14 236.0897),(15 231.92911),(16 234.64882),(17 231.47826),(18 233.0357),(19 235.18198),(20 237.2728),(21 234.39824),(22 239.85129),(23 237.16014),(24 239.38844),(25 238.97862),(26 237.47789),(27 235.01018),(28 236.15758),(29 230.50757),(30 224.46844),(31 223.84311),(32 222.45996),(33 225.03656),(34 223.3124),(35 223.8374),(36 224.24394),(37 224.67203),(38 224.76845),(39 222.25653),(40 221.61595),(41 226.05612),(42 228.97466),(43 229.94054),(44 227.18771),(45 233.08447),(46 233.21227),(47 234.32182),(48 233.2351),(49 235.89),(50 234.49503),(51 234.6015),(52 234.04636),(53 235.18869),(54 236.77965),(55 239.169),(56 241.4542),(57 242.38948),(58 242.45323),(59 244.17807),(60 244.01808),(61 245.91483),(62 243.64063),(63 238.09868),(64 240.32608),(65 241.76842),(66 241.2252),(67 239.89609),(68 239.7756),(69 241.02838),(70 243.90019),(71 242.40799),(72 242.15674),(73 242.10976),(74 237.86772),(75 236.91322),(76 237.22157),(77 234.4277),(78 229.94797),(79 230.3821),
(1 143.01164),(2 164.26765),(3 190.69751),(4 193.70175),(5 201.54202),(6 219.47139),(7 221.72304),(8 233.18907),(9 232.9947),(10 230.77676),(11 233.91968),(12 228.59113),(13 231.79146),(14 245.61378),(15 236.69441),(16 245.32634),(17 240.23125),(18 241.42674),(19 242.979),(20 245.70747),(21 245.98782),(22 250.84305),(23 247.50179),(24 248.2437),(25 249.12465),(26 246.99626),(27 245.01535),(28 247.34677),(29 244.06165),(30 238.55118),(31 238.50883),(32 237.46078),(33 236.70253),(34 234.96423),(35 235.85707),(36 236.219),(37 242.24861),(38 241.24438),(39 243.366),(40 242.07922),(41 243.34973),(42 243.15791),(43 244.19034),(44 244.95569),(45 245.52115),(46 248.42052),(47 246.30681),(48 244.81282),(49 247.03766),(50 245.34477),(51 246.37517),(52 244.13297),(53 249.22783),(54 249.4454),(55 252.17625),(56 251.92514),(57 253.95157),(58 254.70671),(59 251.75427),(60 253.79431),(61 256.3903),(62 253.09944),(63 249.37486),(64 248.94377),(65 249.53),(66 247.39867),(67 246.78865),(68 247.54521),(69 247.9869),(70 249.24821),(71 246.97922),(72 246.90063),(73 245.33286),(74 242.34663),(75 241.21014),(76 240.38756),(77 238.33769),(78 235.93704),(79 235.99399),
(1 144.01244),(2 164.3752),(3 190.63899),(4 191.53091),(5 198.67491),(6 218.78255),(7 220.48586),(8 230.24663),(9 226.81255),(10 226.20947),(11 235.86229),(12 225.29703),(13 225.36656),(14 239.61058),(15 230.54454),(16 237.80315),(17 230.08846),(18 232.64114),(19 234.92293),(20 233.10718),(21 232.58022),(22 233.99524),(23 232.31667),(24 230.95517),(25 236.80588),(26 231.41798),(27 230.71617),(28 229.53061),(29 225.9666),(30 223.22302),(31 221.38182),(32 216.93156),(33 219.07574),(34 216.2163),(35 218.01646),(36 213.7595),(37 221.79276),(38 221.62663),(39 223.12495),(40 220.51212),(41 220.3857),(42 221.46167),(43 222.5669),(44 224.39543),(45 227.34787),(46 229.76453),(47 230.00409),(48 231.36607),(49 233.93546),(50 233.67036),(51 234.24641),(52 233.88124),(53 234.75258),(54 236.68648),(55 238.87306),(56 242.1578),(57 244.47412),(58 243.62947),(59 246.43428),(60 247.96318),(61 249.29872),(62 250.26445),(63 244.72371),(64 244.23831),(65 245.92729),(66 243.08444),(67 241.1598),(68 241.18304),(69 240.8415),(70 243.8848),(71 240.89334),(72 239.864),(73 239.96826),(74 237.57176),(75 236.85876),(76 235.0648),(77 230.67686),(78 228.03946),(79 225.51616),
(1 148.95947),(2 168.82858),(3 189.83284),(4 191.71167),(5 198.98587),(6 218.68347),(7 219.94394),(8 222.57753),(9 221.11584),(10 218.40614),(11 230.5367),(12 217.5495),(13 219.29051),(14 233.79318),(15 228.65138),(16 232.06122),(17 228.89706),(18 231.20746),(19 235.65591),(20 231.1481),(21 230.98799),(22 234.23453),(23 234.19768),(24 233.28806),(25 236.95518),(26 234.4097),(27 235.52243),(28 231.84808),(29 229.07993),(30 225.83374),(31 227.0632),(32 223.01593),(33 222.28032),(34 218.39108),(35 219.20291),(36 215.55351),(37 219.5929),(38 220.11812),(39 222.23665),(40 220.52638),(41 219.76387),(42 218.49373),(43 222.38072),(44 218.67308),(45 222.35007),(46 223.75162),(47 221.29482),(48 221.92374),(49 223.84962),(50 228.34808),(51 227.62518),(52 226.1299),(53 228.79901),(54 229.11623),(55 229.20421),(56 228.48956),(57 231.99065),(58 233.86441),(59 235.92848),(60 237.79909),(61 240.0992),(62 238.21713),(63 235.3122),(64 234.43039),(65 236.38882),(66 234.5714),(67 235.98973),(68 238.23737),(69 236.59674),(70 239.94617),(71 236.89224),(72 236.10922),(73 236.37698),(74 235.77515),(75 234.94691),(76 234.70421),(77 234.88785),(78 233.3915),(79 230.44614),
(1 151.06512),(2 171.34601),(3 193.2924),(4 196.0083),(5 203.55836),(6 218.64749),(7 222.20682),(8 226.83133),(9 222.81804),(10 226.51584),(11 238.85641),(12 228.98123),(13 226.87854),(14 242.21956),(15 234.1513),(16 236.29565),(17 236.40898),(18 240.20534),(19 238.45247),(20 236.81656),(21 233.7943),(22 238.56206),(23 241.10425),(24 238.97987),(25 243.66191),(26 243.34871),(27 243.70811),(28 239.02963),(29 234.5826),(30 232.46498),(31 235.19002),(32 232.75255),(33 232.53734),(34 230.86758),(35 232.499),(36 233.51334),(37 235.47389),(38 237.01408),(39 237.67253),(40 238.2424),(41 239.81572),(42 241.76045),(43 246.41586),(44 246.88664),(45 249.62943),(46 252.95515),(47 251.50827),(48 253.40791),(49 252.34431),(50 252.22995),(51 250.37604),(52 250.55168),(53 254.06892),(54 254.68939),(55 256.54807),(56 254.42561),(57 257.44955),(58 256.57086),(59 256.31247),(60 258.22137),(61 256.2452),(62 253.08969),(63 248.89738),(64 248.38364),(65 249.22096),(66 247.63464),(67 247.78767),(68 248.87128),(69 245.98242),(70 249.46669),(71 248.28094),(72 246.64417),(73 244.0314),(74 242.54243),(75 240.96616),(76 238.37419),(77 238.26707),(78 232.04929),(79 230.69904),
(1 148.24815),(2 166.12508),(3 191.57483),(4 194.22037),(5 197.58226),(6 214.71901),(7 223.21404),(8 227.63287),(9 222.5469),(10 226.95998),(11 238.10533),(12 230.5102),(13 223.36234),(14 236.12546),(15 230.2289),(16 234.48505),(17 236.83255),(18 239.09576),(19 237.47932),(20 239.25175),(21 234.66187),(22 233.94244),(23 236.42947),(24 232.25829),(25 237.0227),(26 236.82887),(27 236.17677),(28 229.83273),(29 226.7558),(30 224.43665),(31 223.78908),(32 221.80807),(33 221.38818),(34 221.5428),(35 218.97498),(36 218.66963),(37 221.60394),(38 221.3215),(39 224.45297),(40 221.38747),(41 221.2817),(42 219.68788),(43 225.35884),(44 222.02052),(45 226.3637),(46 228.08067),(47 227.3794),(48 228.97725),(49 228.97528),(50 230.01346),(51 230.23763),(52 229.3291),(53 230.88298),(54 232.21747),(55 231.96085),(56 233.61331),(57 235.93459),(58 233.7376),(59 237.06831),(60 237.33513),(61 239.32536),(62 237.69841),(63 235.64766),(64 233.27376),(65 234.11295),(66 233.04373),(67 233.2029),(68 234.77972),(69 233.09877),(70 235.61406),(71 233.26593),(72 232.96535),(73 231.3958),(74 228.57907),(75 227.03983),(76 227.56024),(77 230.40077),(78 224.54459),(79 224.08276),
(1 140.93893),(2 158.27905),(3 182.1242),(4 184.6929),(5 190.97977),(6 206.21184),(7 215.34186),(8 217.4918),(9 214.01666),(10 218.85709),(11 227.1311),(12 225.83414),(13 216.35092),(14 223.43196),(15 220.25452),(16 221.61069),(17 225.96382),(18 226.53726),(19 223.2921),(20 225.61752),(21 224.04109),(22 227.2155),(23 227.61185),(24 223.43654),(25 232.15274),(26 231.40181),(27 229.77867),(28 224.08617),(29 221.52739),(30 217.61815),(31 218.25461),(32 220.24629),(33 217.59001),(34 218.10744),(35 215.52426),(36 218.01085),(37 219.6219),(38 221.50363),(39 221.9145),(40 220.96408),(41 222.26178),(42 223.54834),(43 227.01099),(44 223.95583),(45 227.5706),(46 231.06866),(47 230.51117),(48 229.49892),(49 229.95615),(50 228.53644),(51 229.93256),(52 231.21228),(53 233.56429),(54 233.7361),(55 236.79527),(56 235.78757),(57 240.22354),(58 237.74623),(59 238.97687),(60 240.29698),(61 244.194),(62 241.32196),(63 239.13069),(64 237.04453),(65 240.25229),(66 236.69098),(67 233.05551),(68 233.58582),(69 231.7287),(70 233.62985),(71 233.0986),(72 236.40614),(73 236.1031),(74 232.63335),(75 232.96535),(76 232.87283),(77 232.8092),(78 225.84589),(79 222.73718),
(1 131.78384),(2 150.93993),(3 173.60133),(4 178.56271),(5 184.85109),(6 199.01608),(7 207.98207),(8 206.67415),(9 207.19382),(10 215.31627),(11 223.63394),(12 226.72064),(13 220.2042),(14 219.70872),(15 221.61472),(16 223.19254),(17 226.48387),(18 227.77039),(19 222.71819),(20 226.9139),(21 225.50342),(22 232.11836),(23 231.69981),(24 224.01378),(25 233.16052),(26 232.46959),(27 229.46075),(28 225.05249),(29 222.77718),(30 218.88419),(31 220.55432),(32 221.26582),(33 217.89378),(34 216.60004),(35 217.31491),(36 218.47377),(37 221.72385),(38 223.93896),(39 223.355),(40 223.33823),(41 222.9784),(42 226.55394),(43 226.22647),(44 227.8373),(45 230.33235),(46 231.8417),(47 232.57248),(48 232.11841),(49 231.23619),(50 231.71759),(51 232.61574),(52 231.39941),(53 234.80049),(54 235.36874),(55 233.63374),(56 234.27147),(57 236.31918),(58 234.55635),(59 237.12715),(60 236.77228),(61 238.50897),(62 235.25093),(63 233.23137),(64 231.81767),(65 233.29721),(66 229.16757),(67 227.97523),(68 225.97397),(69 226.50139),(70 226.92012),(71 224.97827),(72 226.24765),(73 227.19453),(74 224.29483),(75 224.068),(76 224.02817),(77 224.9317),(78 218.17578),(79 217.35434),
(1 130.09813),(2 148.69284),(3 169.0754),(4 178.53568),(5 182.51173),(6 192.16257),(7 198.04878),(8 193.7983),(9 193.63208),(10 202.15598),(11 209.871),(12 214.82954),(13 211.95346),(14 208.68184),(15 210.04611),(16 213.49095),(17 212.6286),(18 216.97653),(19 209.2821),(20 213.87943),(21 213.691),(22 219.19983),(23 221.50757),(24 212.91101),(25 220.88733),(26 219.88622),(27 218.05408),(28 215.46185),(29 208.95497),(30 207.39479),(31 207.24792),(32 208.85435),(33 207.52074),(34 206.01535),(35 205.05698),(36 205.20045),(37 207.6538),(38 207.44592),(39 205.66574),(40 204.48735),(41 202.03976),(42 206.47311),(43 210.22662),(44 209.74875),(45 210.63765),(46 212.53625),(47 213.5022),(48 213.47935),(49 212.6306),(50 214.7076),(51 214.73775),(52 217.46037),(53 220.80385),(54 220.38754),(55 221.45369),(56 222.79588),(57 226.48872),(58 225.37505),(59 226.99197),(60 229.79219),(61 232.24017),(62 227.59576),(63 225.26508),(64 223.5775),(65 223.7314),(66 221.35263),(67 221.32672),(68 222.2955),(69 222.07457),(70 222.4827),(71 221.67517),(72 221.71158),(73 221.94638),(74 221.69218),(75 220.01563),(76 218.79124),(77 217.54993),(78 212.28864),(79 211.3289),
(1 127.41983),(2 148.23694),(3 167.53374),(4 181.38179),(5 185.93867),(6 191.85503),(7 196.6717),(8 191.79991),(9 194.32867),(10 199.22314),(11 206.57349),(12 213.85243),(13 212.81572),(14 208.9941),(15 212.67603),(16 215.50974),(17 214.96309),(18 217.12656),(19 209.5358),(20 216.22498),(21 219.15602),(22 221.24518),(23 223.35866),(24 217.3794),(25 222.81938),(26 219.92032),(27 218.1715),(28 214.25714),(29 210.85606),(30 207.48099),(31 207.04657),(32 208.64238),(33 209.25684),(34 204.83798),(35 206.59758),(36 203.57893),(37 205.15224),(38 208.55461),(39 206.33833),(40 205.43376),(41 204.92767),(42 208.63359),(43 208.41168),(44 209.82701),(45 211.21292),(46 212.74889),(47 215.2152),(48 215.34505),(49 214.48961),(50 215.48518),(51 218.25217),(52 218.51233),(53 220.00749),(54 219.07442),(55 222.44449),(56 224.31349),(57 225.86752),(58 224.10258),(59 226.41534),(60 229.25404),(61 231.02219),(62 230.24187),(63 225.4234),(64 224.28354),(65 223.8953),(66 224.35513),(67 222.25691),(68 223.15381),(69 223.19945),(70 223.1481),(71 223.03477),(72 222.81067),(73 222.4278),(74 224.85602),(75 223.4872),(76 221.55775),(77 222.48648),(78 216.96341),(79 214.88763),
(1 128.00087),(2 147.5702),(3 167.27525),(4 179.01277),(5 187.38657),(6 188.57349),(7 193.6378),(8 190.55792),(9 191.16396),(10 196.82988),(11 199.54015),(12 212.26839),(13 211.40617),(14 205.40094),(15 212.29872),(16 210.86163),(17 213.99925),(18 215.3386),(19 209.87773),(20 213.83098),(21 218.65085),(22 213.29816),(23 219.62915),(24 215.53839),(25 222.91406),(26 221.11351),(27 219.82329),(28 216.58203),(29 214.51007),(30 214.0911),(31 210.81566),(32 213.05013),(33 210.5893),(34 206.31274),(35 208.78992),(36 206.91808),(37 209.89886),(38 211.89413),(39 211.92065),(40 211.72296),(41 210.24362),(42 210.85083),(43 212.5479),(44 213.09402),(45 215.3911),(46 215.37555),(47 214.55792),(48 216.24535),(49 215.2796),(50 216.06012),(51 215.95618),(52 215.51848),(53 217.88942),(54 218.84848),(55 222.09601),(56 223.26933),(57 221.78809),(58 219.27702),(59 221.54543),(60 222.6196),(61 223.39317),(62 220.99411),(63 220.3948),(64 218.76797),(65 218.56696),(66 218.58371),(67 218.17348),(68 216.95973),(69 216.40152),(70 216.817),(71 215.75761),(72 216.33228),(73 217.51085),(74 219.52376),(75 216.62964),(76 215.68442),(77 217.7918),(78 211.62212),(79 212.1986),
(1 135.66235),(2 156.26907),(3 176.25327),(4 182.80133),(5 195.23462),(6 193.52512),(7 194.32246),(8 193.31953),(9 195.20709),(10 201.90916),(11 202.86937),(12 213.54207),(13 216.2256),(14 209.6708),(15 213.02582),(16 216.48479),(17 216.36917),(18 214.6573),(19 214.95967),(20 217.56015),(21 222.36717),(22 215.08119),(23 222.58266),(24 218.1786),(25 219.41269),(26 219.95277),(27 213.82312),(28 212.88187),(29 207.59674),(30 205.62172),(31 202.54779),(32 207.94987),(33 207.22682),(34 206.50018),(35 203.61542),(36 201.78223),(37 198.23048),(38 201.12819),(39 200.87419),(40 202.15515),(41 205.42783),(42 207.89056),(43 209.7174),(44 209.67322),(45 213.27237),(46 215.20558),(47 215.59428),(48 216.2441),(49 216.80644),(50 215.49074),(51 218.27277),(52 217.40219),(53 218.85643),(54 221.078),(55 224.06572),(56 225.86047),(57 228.42145),(58 228.92221),(59 228.60068),(60 230.74867),(61 232.38203),(62 230.77263),(63 227.33574),(64 226.74394),(65 226.30595),(66 225.94283),(67 225.56557),(68 224.18274),(69 223.80171),(70 223.08006),(71 223.26732),(72 224.40254),(73 225.73734),(74 225.86896),(75 220.96417),(76 218.90753),(77 220.28242),(78 215.06163),(79 213.70192),
(1 132.75116),(2 153.86244),(3 170.6969),(4 175.1499),(5 190.31424),(6 188.6846),(7 186.92307),(8 188.7653),(9 191.07309),(10 198.75656),(11 198.30663),(12 207.49362),(13 211.43745),(14 206.58809),(15 203.94864),(16 210.17668),(17 206.37453),(18 205.34001),(19 210.02666),(20 210.11032),(21 215.3593),(22 206.1705),(23 214.45515),(24 213.83871),(25 210.24376),(26 213.96548),(27 209.36961),(28 208.56262),(29 206.64589),(30 204.64793),(31 198.97708),(32 201.90266),(33 199.9223),(34 199.36617),(35 197.49666),(36 200.38327),(37 198.7378),(38 200.41556),(39 200.74736),(40 199.31183),(41 202.05399),(42 203.66393),(43 204.36797),(44 203.00208),(45 205.56335),(46 205.78944),(47 206.99702),(48 206.79259),(49 207.38014),(50 209.7895),(51 210.21309),(52 211.72054),(53 212.38222),(54 216.19221),(55 214.53043),(56 218.56667),(57 219.12152),(58 218.45992),(59 219.4311),(60 219.30789),(61 222.23384),(62 222.09906),(63 220.3664),(64 219.3287),(65 219.27353),(66 218.03218),(67 219.10782),(68 215.05139),(69 214.61525),(70 215.22736),(71 213.94003),(72 215.14362),(73 214.94678),(74 218.30794),(75 213.39175),(76 214.49696),(77 215.19698),(78 210.6172),(79 209.84999),
