1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57888.324),(2 221098.34),(3 479783.56),(4 816727.1),(5 1218458.4),(6 1670033.3),(7 2151286.5),(8 2645514.3),(9 3150681.8),(10 3630050),(11 4070876.5),(12 4471375),(13 4822132),(14 5114755.5),(15 5349449.5),(16 5519570),(17 5633821.5),(18 5681477.5),(19 5679487),(20 5633061),(21 5565125.5),(22 5483124),(23 5396951.5),(24 5319959),(25 5262921.5),(26 5230534.5),(27 5223466.5),(28 5236709.5),(29 5268105.5),(30 5302617.5),(31 5334329),(32 5359423),(33 5370431.5),(34 5363087.5),(35 5336335.5),(36 5285706.5),(37 5208686.5),(38 5111941),(39 5005454.5),(40 4896528),(41 4793940),(42 4703585.5),(43 4631758),(44 4588393),(45 4577222.5),(46 4592482),(47 4618686.5),(48 4669285),(49 4752807.5),(50 4849459.5),(51 4941190),(52 5024344.5),(53 5100881.5),(54 5163227),(55 5221296.5),(56 5258658.5),(57 5278099.5),(58 5293235),(59 5303507),(60 5323267.5),(61 5341571.5),(62 5353609.5),(63 5372629.5),(64 5412283),(65 5457870.5),(66 5511907),(67 5564971),(68 5617976),(69 5669987),(70 5707278.5),(71 5734446.5),(72 5754436),(73 5768614.5),(74 5775037),(75 5776505.5),(76 5757709),(77 5734205.5),(78 5695546),(79 5644323),
(1 54095.66),(2 205728.61),(3 440015.38),(4 737973.3),(5 1082090),(6 1459956.6),(7 1851662),(8 2243144),(9 2621391.3),(10 2970860.8),(11 3277214.8),(12 3536722.8),(13 3745669.8),(14 3898400),(15 4003142.8),(16 4063396.8),(17 4086426),(18 4076602),(19 4045236.8),(20 4000907.3),(21 3952154),(22 3905718.8),(23 3859569),(24 3840596.3),(25 3845142),(26 3875215.3),(27 3927758.8),(28 3996632.8),(29 4075738.3),(30 4154148),(31 4231086),(32 4300674.5),(33 4361127.5),(34 4407693.5),(35 4438466.5),(36 4452048.5),(37 4453863.5),(38 4453293),(39 4457213.5),(40 4469488.5),(41 4500658.5),(42 4546204),(43 4609327.5),(44 4695584),(45 4815176.5),(46 4956845.5),(47 5108298.5),(48 5264489),(49 5426409),(50 5580842),(51 5724018.5),(52 5842153.5),(53 5934950.5),(54 5995979.5),(55 6048588.5),(56 6088260),(57 6130120),(58 6186705.5),(59 6252840),(60 6358924),(61 6489881.5),(62 6637110.5),(63 6807444),(64 7012825.5),(65 7221496),(66 7432118.5),(67 7612514.5),(68 7761140.5),(69 7868206.5),(70 7913333.5),(71 7905992),(72 7853302.5),(73 7751806.5),(74 7608220),(75 7441566.5),(76 7254612),(77 7056376),(78 6851691.5),(79 6653208),
(1 42792.63),(2 159248.23),(3 332362),(4 543950.1),(5 776336.94),(6 1016163.25),(7 1247221),(8 1462083.9),(9 1653329.5),(10 1815440.4),(11 1947875.5),(12 2053041.8),(13 2138061),(14 2207199.8),(15 2270601),(16 2325472),(17 2381738),(18 2435394),(19 2493873),(20 2557236),(21 2633517.8),(22 2718961.3),(23 2810034.5),(24 2905378.5),(25 3003193),(26 3100288),(27 3196693),(28 3289016.3),(29 3375271),(30 3445741.5),(31 3503485.5),(32 3549399),(33 3582556.8),(34 3600411.8),(35 3605107.5),(36 3593511),(37 3570024.3),(38 3533679.3),(39 3494250.5),(40 3457372.8),(41 3431740.8),(42 3422350.5),(43 3429816.3),(44 3452053),(45 3492530),(46 3547198.8),(47 3611936),(48 3681495),(49 3766201.5),(50 3860879.3),(51 3972183),(52 4074387.5),(53 4164164.5),(54 4241755.5),(55 4312861),(56 4380697.5),(57 4451355),(58 4524041.5),(59 4588958.5),(60 4657023.5),(61 4711392.5),(62 4760346),(63 4799485),(64 4832803),(65 4858968.5),(66 4877902.5),(67 4886278),(68 4889380.5),(69 4893571.5),(70 4884718),(71 4864634),(72 4832717),(73 4793414.5),(74 4749295.5),(75 4700994),(76 4653134),(77 4611692),(78 4571768.5),(79 4532697),
(1 47528.246),(2 178283.5),(3 377431.03),(4 627972.25),(5 910944.5),(6 1211885.5),(7 1506214.4),(8 1783343.4),(9 2032962.4),(10 2236041),(11 2396535.3),(12 2519499.8),(13 2616158.5),(14 2687963.8),(15 2750354.3),(16 2810122.3),(17 2871710.8),(18 2937834.3),(19 3011177.3),(20 3097323.3),(21 3196442.5),(22 3299129),(23 3402801),(24 3496948.5),(25 3584238.8),(26 3662965),(27 3737312),(28 3798441.3),(29 3844774.5),(30 3865184.8),(31 3864437.8),(32 3852158.8),(33 3827082.3),(34 3792984),(35 3757295.3),(36 3708543.3),(37 3658902.8),(38 3613834.5),(39 3569690),(40 3529384),(41 3497277),(42 3473496.3),(43 3461161.3),(44 3455893.5),(45 3456141.8),(46 3463979),(47 3476910),(48 3489846),(49 3513651.8),(50 3536049),(51 3579318.5),(52 3621065.5),(53 3661052.8),(54 3699406.8),(55 3739522.5),(56 3764210.3),(57 3773525.8),(58 3761290),(59 3718819.3),(60 3656717),(61 3566575.8),(62 3472548.8),(63 3387879.3),(64 3324086),(65 3294669.8),(66 3309488.8),(67 3363623.3),(68 3444420.5),(69 3551899.3),(70 3666867.5),(71 3772765.8),(72 3858311.8),(73 3914211),(74 3938845.5),(75 3942284.3),(76 3926496.8),(77 3899635),(78 3866835.8),(79 3846402.5),
(1 51354.844),(2 191640.52),(3 400114.28),(4 654488.44),(5 932269.25),(6 1214404.5),(7 1477581),(8 1707387),(9 1904883.3),(10 2053484.1),(11 2169393.3),(12 2260603.3),(13 2338835),(14 2414261.3),(15 2501433.5),(16 2604718.8),(17 2726484.8),(18 2868282.8),(19 3031171),(20 3200474.3),(21 3370801.5),(22 3526907.3),(23 3656689.8),(24 3754100.5),(25 3813224),(26 3831491.3),(27 3809170.3),(28 3753207.8),(29 3679161.5),(30 3596501),(31 3530727),(32 3495159),(33 3500805.8),(34 3552677.3),(35 3650665.8),(36 3774899.5),(37 3920907.8),(38 4075755.3),(39 4214365),(40 4326414),(41 4398506.5),(42 4421709),(43 4399858),(44 4331397),(45 4226562.5),(46 4109403.5),(47 3995195),(48 3902615.8),(49 3843449),(50 3815879),(51 3827459.5),(52 3863396.8),(53 3924606.3),(54 3985478.5),(55 4045961.5),(56 4092296),(57 4129705),(58 4167142.3),(59 4216971),(60 4300287),(61 4409809),(62 4556869),(63 4740913),(64 4951159.5),(65 5161325),(66 5360151.5),(67 5522977),(68 5627474.5),(69 5671779),(70 5643972.5),(71 5556780.5),(72 5429674.5),(73 5288742.5),(74 5146556.5),(75 5021702),(76 4925721),(77 4859751.5),(78 4822479),(79 4803494),
(1 68995.13),(2 254799.73),(3 523529.9),(4 837438.2),(5 1160147.8),(6 1467025.6),(7 1730971.4),(8 1939300.8),(9 2090016.8),(10 2185477.5),(11 2240284.8),(12 2270347.8),(13 2297780.3),(14 2336751.5),(15 2403466.3),(16 2497025.3),(17 2616695),(18 2756331.5),(19 2911011.3),(20 3066133.8),(21 3207328),(22 3324019.8),(23 3402791),(24 3437478.5),(25 3431681.3),(26 3387853.8),(27 3315477),(28 3224801.3),(29 3130475.3),(30 3043502.5),(31 2988359.5),(32 2972188.3),(33 3001702.8),(34 3071974.8),(35 3170586.3),(36 3278329),(37 3382394.3),(38 3463279.5),(39 3500924.5),(40 3490391.8),(41 3431017.5),(42 3327941.3),(43 3205867),(44 3088059.8),(45 2999596.8),(46 2954997.8),(47 2963281.5),(48 3027553),(49 3141380.8),(50 3287219.8),(51 3451777),(52 3602791.3),(53 3728049.5),(54 3798991.8),(55 3822872.5),(56 3792688.8),(57 3725247.5),(58 3635434.8),(59 3550664),(60 3509185),(61 3521185.5),(62 3602254.5),(63 3742673.3),(64 3934313.8),(65 4142758.8),(66 4355190),(67 4541681),(68 4698014),(69 4821556.5),(70 4902607),(71 4961106),(72 5015506),(73 5069974),(74 5127224.5),(75 5180491.5),(76 5212046.5),(77 5211679),(78 5170763),(79 5082133),
(1 62644.9),(2 229404.13),(3 468201.47),(4 748684.4),(5 1045945.9),(6 1343779.9),(7 1620868.9),(8 1861307.8),(9 2066763),(10 2234286),(11 2373894.3),(12 2492742.5),(13 2606345.3),(14 2716176.3),(15 2839146.3),(16 2969489),(17 3115303.3),(18 3270042.8),(19 3431227.3),(20 3581387.3),(21 3710963),(22 3801449.5),(23 3853576.8),(24 3853649),(25 3812088.5),(26 3728284.5),(27 3621840.3),(28 3505540.3),(29 3403135.5),(30 3329006),(31 3295858),(32 3314039.3),(33 3376045.8),(34 3477217.5),(35 3595478),(36 3715989),(37 3824168.3),(38 3906298.8),(39 3959956.8),(40 3985285.3),(41 3988403.5),(42 3989211.8),(43 4004263),(44 4052851),(45 4146734),(46 4271168),(47 4404367.5),(48 4535284.5),(49 4652608),(50 4729831),(51 4766755),(52 4746123.5),(53 4673539),(54 4558588),(55 4419215.5),(56 4280433),(57 4167000.3),(58 4088438.3),(59 4051777),(60 4067291.3),(61 4116430.3),(62 4184570.3),(63 4263419),(64 4344788),(65 4420163.5),(66 4485386.5),(67 4534534),(68 4579359),(69 4617040.5),(70 4661332),(71 4710083),(72 4761073.5),(73 4815150.5),(74 4852585.5),(75 4865442.5),(76 4849812.5),(77 4809982.5),(78 4740918.5),(79 4656004),
(1 45013.766),(2 166272.89),(3 343303.63),(4 550591.6),(5 766144.8),(6 973896.06),(7 1158664),(8 1312635.6),(9 1434101.5),(10 1527738.1),(11 1602590.3),(12 1672162.4),(13 1748359.5),(14 1843454.3),(15 1967436.4),(16 2121862),(17 2298879.5),(18 2490917),(19 2674312.5),(20 2832097.8),(21 2958048),(22 3030116.3),(23 3052106.3),(24 3028091.3),(25 2973265.5),(26 2903602),(27 2839443.5),(28 2795457),(29 2783524),(30 2810200.3),(31 2875611),(32 2972306.5),(33 3082317.8),(34 3191451.3),(35 3277636),(36 3328065),(37 3337524.5),(38 3314931.8),(39 3262842.5),(40 3203327.5),(41 3158979.8),(42 3142121.3),(43 3164168.8),(44 3224341.5),(45 3314441.8),(46 3419965.5),(47 3519742.3),(48 3607754.3),(49 3677195.3),(50 3708292.3),(51 3706024.5),(52 3675276.5),(53 3629824.5),(54 3578397.3),(55 3533291.8),(56 3493303.8),(57 3465659.3),(58 3451476.8),(59 3448310.3),(60 3452506.3),(61 3452530.5),(62 3451917),(63 3450305),(64 3451359.3),(65 3454033.5),(66 3457935),(67 3464837.3),(68 3477229.3),(69 3491705),(70 3497506),(71 3493360.8),(72 3472199.3),(73 3435087),(74 3388655),(75 3346084.5),(76 3311124.8),(77 3292708.8),(78 3293213.8),(79 3315323),
(1 59570.566),(2 219375.47),(3 449679.5),(4 717900.4),(5 995148.75),(6 1259538.9),(7 1492254.5),(8 1685121.4),(9 1838047),(10 1949406.8),(11 2031910.8),(12 2107112.5),(13 2184726.8),(14 2273946.5),(15 2381540.8),(16 2498054),(17 2608210.5),(18 2699567.5),(19 2759094.5),(20 2784418.3),(21 2772219),(22 2728696.8),(23 2663661.3),(24 2593102.3),(25 2534481),(26 2496221.5),(27 2484399.8),(28 2494327.5),(29 2522054),(30 2556169),(31 2587136.5),(32 2610278.8),(33 2626507.5),(34 2645528.3),(35 2671522),(36 2705356.5),(37 2760355.8),(38 2843483),(39 2942115.3),(40 3049296.3),(41 3152754),(42 3235405),(43 3287913.5),(44 3302915),(45 3277954),(46 3224225.3),(47 3155266),(48 3085766),(49 3022759),(50 2975359.5),(51 2959892.5),(52 2973428),(53 3013345.5),(54 3067138.8),(55 3129957.3),(56 3193823.3),(57 3263802.5),(58 3330132),(59 3394092.3),(60 3456457),(61 3510152.5),(62 3555519.8),(63 3586188.5),(64 3599208),(65 3584192),(66 3536548.5),(67 3459822.5),(68 3366488),(69 3259014),(70 3149072.5),(71 3057924.5),(72 2999036.5),(73 2975061.5),(74 2984016),(75 3022042.3),(76 3080671),(77 3150911),(78 3219041),(79 3279333.8),
(1 64555.805),(2 237870.33),(3 485908.97),(4 772019.25),(5 1057125),(6 1315107.6),(7 1522454.5),(8 1669748.4),(9 1760731.3),(10 1808841.5),(11 1833290.4),(12 1859809.3),(13 1902393.1),(14 1972377.1),(15 2078994.1),(16 2203440.3),(17 2334526.3),(18 2455853.5),(19 2554563),(20 2622624.8),(21 2662611.8),(22 2679002.5),(23 2682919.3),(24 2684784.8),(25 2696498.3),(26 2716544.8),(27 2757412.8),(28 2805747.5),(29 2864055.8),(30 2915766.5),(31 2950380),(32 2968051),(33 2967807.3),(34 2963162.5),(35 2960620.8),(36 2976857),(37 3017296.3),(38 3088850),(39 3179255.3),(40 3277917.8),(41 3365622.8),(42 3424304.8),(43 3447418.5),(44 3435778.5),(45 3382558.5),(46 3303743.8),(47 3205861.5),(48 3111503.5),(49 3017966.8),(50 2927542),(51 2847930.8),(52 2780995.8),(53 2725076),(54 2670546.8),(55 2625657.5),(56 2588684),(57 2567265.8),(58 2564418.5),(59 2574592),(60 2603653.8),(61 2639865.5),(62 2677924.8),(63 2710672.5),(64 2730812),(65 2733815.8),(66 2720583),(67 2699842.5),(68 2679663.5),(69 2674717.8),(70 2686040.5),(71 2715904.5),(72 2756484.3),(73 2802445.5),(74 2844558.5),(75 2876912),(76 2890144.8),(77 2883554.5),(78 2858861.5),(79 2829160),
(1 65455.5),(2 243067.94),(3 498073.03),(4 789377),(5 1077299.4),(6 1336462.4),(7 1544705),(8 1695814.6),(9 1795590),(10 1854798.3),(11 1890718.8),(12 1925547.4),(13 1969183.1),(14 2031505.6),(15 2125910.8),(16 2231372),(17 2338922.3),(18 2429360.5),(19 2490521.3),(20 2515553),(21 2504780.8),(22 2466487.3),(23 2414699),(24 2368731.5),(25 2347070.5),(26 2356748.8),(27 2403371),(28 2471965.3),(29 2551423.5),(30 2615566),(31 2651229.3),(32 2654681.3),(33 2628540.3),(34 2588062.3),(35 2552214.8),(36 2542587.8),(37 2569793),(38 2639394),(39 2735299.8),(40 2836518),(41 2916657.8),(42 2955926),(43 2951366.8),(44 2903664),(45 2831756.3),(46 2750225.8),(47 2664076.3),(48 2596535.8),(49 2554476.8),(50 2528974.8),(51 2514722),(52 2508882.3),(53 2511108.8),(54 2516584.3),(55 2531865),(56 2556880.5),(57 2595810.3),(58 2647926.3),(59 2697359.5),(60 2741252.5),(61 2756659.3),(62 2747623.8),(63 2717549.3),(64 2673743),(65 2640416.5),(66 2636378),(67 2675588.5),(68 2761297.3),(69 2886990.5),(70 3029365),(71 3164901.3),(72 3265252.3),(73 3319937.3),(74 3325823),(75 3297267.3),(76 3251353),(77 3204932),(78 3178853.5),(79 3182961.5),
(1 57711.098),(2 213741.95),(3 437892.6),(4 690276.56),(5 937029.56),(6 1147556.6),(7 1302186.1),(8 1394212.1),(9 1432977.5),(10 1436034.6),(11 1421336.5),(12 1413796.5),(13 1432108.5),(14 1485247.4),(15 1572871.8),(16 1683466.5),(17 1793778.4),(18 1884473.8),(19 1929794.6),(20 1921632),(21 1859892.9),(22 1763860),(23 1656700.5),(24 1570827.6),(25 1530215.5),(26 1544344),(27 1611449.4),(28 1708374.4),(29 1808242.6),(30 1884808.5),(31 1916246.9),(32 1904888.6),(33 1866516.3),(34 1825463.4),(35 1808021.1),(36 1833249.3),(37 1902388.5),(38 2007524.9),(39 2117621.3),(40 2199671.5),(41 2227144.3),(42 2193190.3),(43 2109302),(44 2003190),(45 1912311.4),(46 1857897.5),(47 1857139.5),(48 1905222),(49 1988475.5),(50 2072346.9),(51 2133193.8),(52 2158572.3),(53 2157467),(54 2142565.5),(55 2138776),(56 2161119),(57 2220021),(58 2311488.3),(59 2415586),(60 2523901),(61 2615121.5),(62 2693225.8),(63 2757383.8),(64 2818909),(65 2886178.8),(66 2971133),(67 3073546),(68 3186378.5),(69 3286852.8),(70 3358748.3),(71 3394550.8),(72 3386464.5),(73 3342692.5),(74 3274648),(75 3202007.5),(76 3138548.5),(77 3100780.3),(78 3086293.8),(79 3082739.5),
(1 42561.59),(2 156440.16),(3 317791.4),(4 499765.34),(5 678638.9),(6 834387.56),(7 955761.3),(8 1043525.5),(9 1104640.1),(10 1153134.4),(11 1203512.8),(12 1264474),(13 1341764.4),(14 1432414),(15 1532045.8),(16 1632670.4),(17 1718292.1),(18 1777362.6),(19 1802978),(20 1792888.8),(21 1754785.5),(22 1700012.6),(23 1643822.1),(24 1600012.1),(25 1577681.6),(26 1579003.8),(27 1601657.6),(28 1630311.9),(29 1653550.8),(30 1662874.8),(31 1657230),(32 1645395.9),(33 1640988.5),(34 1655606),(35 1692182.5),(36 1749606.5),(37 1812746),(38 1869759.9),(39 1903432),(40 1903370.8),(41 1867553.5),(42 1805640),(43 1739083),(44 1688166.1),(45 1668633.6),(46 1684134),(47 1724984.9),(48 1781750),(49 1845666),(50 1909040.5),(51 1963689.6),(52 2011803.9),(53 2062856.4),(54 2116208.8),(55 2174748.3),(56 2230311.8),(57 2278941.5),(58 2320892),(59 2348868),(60 2374260.3),(61 2398200.3),(62 2428551.5),(63 2473469.5),(64 2535830.5),(65 2600914),(66 2659667.3),(67 2699123.8),(68 2714454.8),(69 2707724.3),(70 2683536.8),(71 2647215.3),(72 2613332.8),(73 2584214.3),(74 2564420),(75 2548860.8),(76 2529153),(77 2501895),(78 2461599),(79 2413696.3),
(1 43016.773),(2 154947.98),(3 308096.2),(4 473697.06),(5 632030.94),(6 771670.06),(7 886598.06),(8 983074.25),(9 1070670.9),(10 1159007.6),(11 1254669.4),(12 1358246.9),(13 1463955.8),(14 1566253.1),(15 1655790.4),(16 1722872.4),(17 1762399.6),(18 1772476.5),(19 1761359.3),(20 1742411.5),(21 1724818.1),(22 1715860.6),(23 1716491.3),(24 1719685.5),(25 1726660.3),(26 1731070.3),(27 1733023.9),(28 1731459.4),(29 1731333),(30 1734783.1),(31 1749088),(32 1772924.5),(33 1808023.9),(34 1846567.1),(35 1880584.1),(36 1903484.5),(37 1908198.6),(38 1900640),(39 1883927.5),(40 1867712.9),(41 1857116.5),(42 1855794.9),(43 1859894.8),(44 1862137.1),(45 1859807.1),(46 1856146.3),(47 1848316.5),(48 1842661.1),(49 1845975.3),(50 1856932.3),(51 1877160.9),(52 1905365),(53 1941247.5),(54 1976632.5),(55 2010902.9),(56 2035897.6),(57 2057879.3),(58 2085123.3),(59 2115277.3),(60 2156345.3),(61 2192185.5),(62 2216956.3),(63 2231728),(64 2238934.5),(65 2246382.5),(66 2259610.5),(67 2281556.5),(68 2319914.3),(69 2369659.8),(70 2422475.5),(71 2465106.8),(72 2492187.5),(73 2500781.8),(74 2494129.8),(75 2481511),(76 2470392.8),(77 2475298.5),(78 2496056.8),(79 2519607),
(1 45497.29),(2 163332.36),(3 323021.44),(4 493883.72),(5 654504.1),(6 792352.06),(7 901832.2),(8 990780.06),(9 1069045.8),(10 1143083.3),(11 1220361.6),(12 1299286),(13 1375181.4),(14 1437864.6),(15 1486135.5),(16 1512499),(17 1520386.9),(18 1510057.6),(19 1491562.3),(20 1473072.9),(21 1466303.4),(22 1470186.5),(23 1487920.1),(24 1509949.9),(25 1531237),(26 1545380.8),(27 1550230.4),(28 1548343.5),(29 1545644.8),(30 1549994.3),(31 1561863.3),(32 1588582.3),(33 1621512.4),(34 1659226.6),(35 1692653.1),(36 1719246.3),(37 1740373),(38 1758661.4),(39 1777959.9),(40 1793739),(41 1806802),(42 1814152.5),(43 1819705.1),(44 1820427.4),(45 1821426),(46 1830616.9),(47 1851342.9),(48 1888736.1),(49 1940347.8),(50 2001368.1),(51 2065690.6),(52 2125863.5),(53 2176633.8),(54 2209693.8),(55 2232489.5),(56 2243047.5),(57 2251445.8),(58 2262913.8),(59 2271963.5),(60 2283631.8),(61 2284583),(62 2276030.3),(63 2259847),(64 2244189.8),(65 2239980.5),(66 2251626.8),(67 2272868.5),(68 2297901.3),(69 2311052.5),(70 2308768.5),(71 2299170),(72 2288342.5),(73 2282091),(74 2284825.8),(75 2303577),(76 2334519),(77 2372867),(78 2410863),(79 2432273.5),
(1 56790.465),(2 208029.05),(3 416309.25),(4 637056.1),(5 831628.75),(6 979131.6),(7 1078440.1),(8 1144487.9),(9 1197505),(10 1251332.3),(11 1315826.3),(12 1386664),(13 1451984.8),(14 1497860.3),(15 1513631.8),(16 1489705),(17 1423746.6),(18 1325308.5),(19 1216540.1),(20 1121622.3),(21 1061659.8),(22 1043947.06),(23 1065897.8),(24 1110897.3),(25 1157531.5),(26 1188061),(27 1197810.9),(28 1183894.1),(29 1157427.8),(30 1135569.4),(31 1135099.4),(32 1160830.1),(33 1206717),(34 1263766.8),(35 1314006.6),(36 1349959.4),(37 1370364),(38 1382047.5),(39 1388442.1),(40 1393113.1),(41 1401231),(42 1401488.9),(43 1394689.5),(44 1379466.1),(45 1364996),(46 1367007.8),(47 1395185.4),(48 1451198.4),(49 1532378.3),(50 1617653.1),(51 1696619.6),(52 1755691.4),(53 1795152.8),(54 1807161),(55 1807119.4),(56 1810111),(57 1835921.5),(58 1881259.4),(59 1931494.5),(60 1983279.6),(61 2015754.3),(62 2034663.4),(63 2043277.8),(64 2053025),(65 2064948.6),(66 2081757),(67 2095953.5),(68 2104856),(69 2105032.5),(70 2096267.8),(71 2089169.9),(72 2095043.8),(73 2119889.3),(74 2156156.5),(75 2193006.8),(76 2223682),(77 2241361),(78 2243964.3),(79 2232273.3),
(1 59823.645),(2 215108.98),(3 418675.03),(4 620658.7),(5 787574.94),(6 904749.1),(7 974890.94),(8 1020078.94),(9 1059258.6),(10 1117965.8),(11 1201374.9),(12 1299657.3),(13 1393430.6),(14 1462814),(15 1488202.6),(16 1457708.3),(17 1373006.3),(18 1253543.9),(19 1133782.8),(20 1044834.9),(21 1007850.56),(22 1017987),(23 1063664.8),(24 1115593.6),(25 1151334.1),(26 1156847.6),(27 1136839.1),(28 1105366.9),(29 1092201.1),(30 1115225.3),(31 1180174.5),(32 1272462),(33 1367127.9),(34 1442850.1),(35 1478447.9),(36 1476507.8),(37 1448366.4),(38 1421168.6),(39 1408739.9),(40 1416739.9),(41 1438677.4),(42 1459582.8),(43 1475005),(44 1485221.1),(45 1498792.9),(46 1532714.6),(47 1584091.9),(48 1655386.3),(49 1730680.5),(50 1794913.8),(51 1832665.4),(52 1838863.6),(53 1831321.4),(54 1820544),(55 1827531.8),(56 1853147.8),(57 1898016.8),(58 1944455.9),(59 1974167.1),(60 1991903.6),(61 1998147.8),(62 2012085.8),(63 2047240.1),(64 2096014.6),(65 2137903),(66 2155897.5),(67 2143140.5),(68 2112729.5),(69 2082235.3),(70 2070383.1),(71 2088201.4),(72 2127556.5),(73 2164987.5),(74 2176477.8),(75 2161240.3),(76 2120904.3),(77 2079578.6),(78 2055671.1),(79 2065086.6),
