1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 104.849655),(2 130.74469),(3 142.76715),(4 153.76501),(5 160.88655),(6 167.91953),(7 175.53413),(8 179.36055),(9 182.79608),(10 186.02867),(11 189.00793),(12 189.847),(13 193.42122),(14 195.87042),(15 199.19199),(16 202.69585),(17 204.01341),(18 204.62975),(19 208.0014),(20 210.9607),(21 211.00337),(22 213.5326),(23 214.72372),(24 217.26808),(25 215.01563),(26 219.38399),(27 223.16278),(28 222.99863),(29 222.74274),(30 223.7478),(31 225.28197),(32 225.83919),(33 225.5565),(34 225.98126),(35 225.48965),(36 224.81723),(37 226.0237),(38 225.37123),(39 225.21701),(40 224.62234),(41 226.2749),(42 230.29323),(43 229.7724),(44 231.97598),(45 233.63605),(46 234.67592),(47 235.13062),(48 238.12119),(49 238.62932),(50 238.34413),(51 237.32465),(52 238.04907),(53 239.64978),(54 236.96527),(55 237.68451),(56 237.72499),(57 240.62175),(58 241.99062),(59 240.74532),(60 239.50911),(61 241.32166),(62 237.73962),(63 236.85443),(64 235.94336),(65 236.38547),(66 237.01808),(67 236.09262),(68 239.20122),(69 238.84114),(70 239.56932),(71 238.4212),(72 237.22128),(73 238.3883),(74 239.78984),(75 240.96002),(76 242.41524),(77 241.70935),(78 242.83136),(79 243.21986),
(1 103.908615),(2 130.231),(3 142.44011),(4 150.48137),(5 157.49283),(6 162.79544),(7 165.85622),(8 168.54176),(9 171.39967),(10 176.89311),(11 178.45346),(12 181.02342),(13 183.29933),(14 184.51715),(15 185.72849),(16 188.51335),(17 191.17769),(18 192.19995),(19 194.00172),(20 194.9742),(21 198.06787),(22 199.1493),(23 198.9931),(24 199.91724),(25 200.47942),(26 202.69237),(27 202.51834),(28 206.45169),(29 209.0835),(30 209.52617),(31 211.6147),(32 211.72122),(33 213.10426),(34 217.26375),(35 217.2842),(36 217.34058),(37 217.579),(38 218.31383),(39 220.40474),(40 219.44081),(41 219.45639),(42 219.26085),(43 221.65608),(44 222.86374),(45 225.29877),(46 226.55742),(47 226.73103),(48 228.19472),(49 229.11813),(50 226.9609),(51 227.89746),(52 226.55249),(53 227.68018),(54 228.33316),(55 227.53807),(56 226.23743),(57 225.89012),(58 226.96443),(59 227.02573),(60 226.40994),(61 224.2216),(62 224.12154),(63 220.22415),(64 220.27104),(65 219.54726),(66 218.92113),(67 221.32846),(68 224.16287),(69 222.55061),(70 220.15762),(71 223.13374),(72 222.80652),(73 227.24074),(74 230.15378),(75 229.78773),(76 227.40923),(77 227.16006),(78 230.69362),(79 234.16621),
(1 104.740746),(2 129.01036),(3 141.6727),(4 153.24889),(5 159.0951),(6 165.47438),(7 168.79079),(8 172.91759),(9 176.21387),(10 178.90941),(11 181.67285),(12 184.05571),(13 187.01202),(14 191.19484),(15 190.0611),(16 193.64725),(17 197.42943),(18 195.80908),(19 196.96223),(20 195.74129),(21 197.54482),(22 199.54593),(23 201.37376),(24 200.70686),(25 201.62059),(26 203.83414),(27 203.66505),(28 205.57242),(29 204.80061),(30 207.57838),(31 208.88213),(32 207.95467),(33 211.69788),(34 211.66718),(35 210.4533),(36 210.83708),(37 211.4218),(38 213.5373),(39 217.1987),(40 216.78374),(41 217.96892),(42 218.63637),(43 222.67464),(44 223.25208),(45 224.0415),(46 225.5319),(47 228.63353),(48 230.96992),(49 229.60204),(50 229.4961),(51 230.34941),(52 229.80785),(53 232.60184),(54 231.85059),(55 233.0989),(56 231.93901),(57 230.7312),(58 232.20934),(59 231.08263),(60 230.15874),(61 230.82188),(62 227.04762),(63 226.1516),(64 223.39758),(65 222.908),(66 223.47617),(67 223.23972),(68 222.71165),(69 221.4537),(70 220.73418),(71 220.66643),(72 219.6308),(73 219.94334),(74 220.46632),(75 223.46384),(76 223.703),(77 223.40437),(78 226.60904),(79 226.85258),
(1 101.092865),(2 125.56244),(3 139.68352),(4 148.22952),(5 155.43924),(6 159.1657),(7 163.39368),(8 167.75214),(9 169.89554),(10 173.56006),(11 175.28102),(12 178.0341),(13 180.61855),(14 181.36731),(15 184.20203),(16 186.66425),(17 187.05046),(18 187.60167),(19 190.56438),(20 189.60832),(21 190.19646),(22 192.46687),(23 193.14859),(24 196.68475),(25 196.7962),(26 198.58035),(27 200.19089),(28 201.67757),(29 202.54997),(30 201.93999),(31 202.31755),(32 202.74063),(33 203.84837),(34 202.83345),(35 202.775),(36 203.12357),(37 204.9192),(38 206.7611),(39 208.7096),(40 206.62932),(41 206.34827),(42 205.95206),(43 208.10626),(44 208.7513),(45 209.43364),(46 212.43225),(47 214.7903),(48 213.99786),(49 215.56491),(50 214.60995),(51 213.94333),(52 215.17477),(53 214.00893),(54 213.19868),(55 213.90573),(56 212.88191),(57 214.02888),(58 214.67244),(59 214.09372),(60 213.26979),(61 214.05026),(62 213.77809),(63 213.63704),(64 215.07083),(65 214.1974),(66 215.01114),(67 214.30432),(68 213.89818),(69 213.70642),(70 213.01859),(71 214.13388),(72 212.93025),(73 213.8323),(74 212.61133),(75 211.22719),(76 212.82645),(77 213.88095),(78 214.77307),(79 214.00937),
(1 97.5246),(2 122.04022),(3 135.227),(4 145.06548),(5 150.5273),(6 156.42822),(7 159.42015),(8 163.49957),(9 165.92006),(10 170.12718),(11 170.53577),(12 172.4537),(13 175.26518),(14 176.0686),(15 178.98293),(16 179.2083),(17 181.41264),(18 182.12628),(19 183.17085),(20 183.52454),(21 186.46031),(22 187.41716),(23 188.80103),(24 187.9936),(25 187.38094),(26 189.43663),(27 193.34917),(28 195.34987),(29 194.9978),(30 196.81543),(31 196.67244),(32 197.75726),(33 199.39554),(34 197.48044),(35 199.66388),(36 199.42458),(37 198.89049),(38 198.22578),(39 199.47816),(40 202.4115),(41 202.2002),(42 202.49934),(43 206.42787),(44 207.46884),(45 209.1942),(46 211.15405),(47 211.94731),(48 212.56508),(49 213.8708),(50 213.7047),(51 216.16394),(52 214.6904),(53 215.97702),(54 216.66754),(55 215.23824),(56 216.50714),(57 215.54662),(58 214.74483),(59 217.717),(60 216.19661),(61 216.30629),(62 216.24533),(63 213.09457),(64 214.80623),(65 212.22491),(66 212.03616),(67 213.49278),(68 213.95226),(69 214.83188),(70 216.61867),(71 216.61525),(72 215.93123),(73 219.72969),(74 219.21388),(75 219.59988),(76 221.38013),(77 219.54123),(78 219.97304),(79 220.72453),
(1 98.68555),(2 124.41335),(3 138.41127),(4 149.30457),(5 155.30788),(6 162.25635),(7 165.81738),(8 169.21892),(9 170.06116),(10 173.64417),(11 174.98947),(12 176.89058),(13 180.63527),(14 179.72426),(15 181.11041),(16 185.01083),(17 185.38564),(18 185.74307),(19 187.00308),(20 188.47495),(21 189.06433),(22 193.3836),(23 195.5051),(24 194.65944),(25 196.52393),(26 195.57686),(27 197.61136),(28 199.18889),(29 198.94833),(30 201.3882),(31 204.4185),(32 202.83197),(33 205.18745),(34 203.73715),(35 204.80219),(36 205.36642),(37 204.99905),(38 207.87314),(39 208.14975),(40 208.70824),(41 209.64928),(42 211.65396),(43 212.58493),(44 213.43425),(45 214.57469),(46 215.57285),(47 219.68892),(48 219.00969),(49 216.49432),(50 217.57376),(51 220.79199),(52 219.4412),(53 218.00806),(54 217.91544),(55 219.1701),(56 221.4569),(57 221.28879),(58 225.33911),(59 224.37419),(60 223.046),(61 221.2181),(62 222.96149),(63 220.44135),(64 221.4936),(65 220.75787),(66 220.37833),(67 218.88806),(68 218.26714),(69 219.04912),(70 220.49086),(71 218.85855),(72 218.9146),(73 221.04726),(74 221.27332),(75 224.09773),(76 224.20023),(77 225.6372),(78 224.77475),(79 223.21715),
(1 97.95421),(2 124.5027),(3 137.10826),(4 144.94946),(5 150.64943),(6 155.12646),(7 158.41672),(8 158.68633),(9 161.8202),(10 166.87468),(11 169.49928),(12 171.59358),(13 175.09094),(14 175.18),(15 178.83679),(16 180.09189),(17 182.78487),(18 183.31549),(19 185.08301),(20 188.03935),(21 188.88237),(22 189.60704),(23 191.27856),(24 191.1831),(25 191.74352),(26 191.20303),(27 192.27045),(28 194.65268),(29 194.74495),(30 197.37183),(31 195.82896),(32 196.93822),(33 200.89833),(34 200.36285),(35 202.76077),(36 203.61853),(37 201.51451),(38 201.46191),(39 202.76685),(40 203.32408),(41 201.60622),(42 205.54799),(43 205.87234),(44 207.32838),(45 207.09286),(46 208.77875),(47 211.15744),(48 212.2358),(49 210.54176),(50 210.9117),(51 212.12166),(52 211.24664),(53 211.94006),(54 211.14243),(55 211.42001),(56 210.06914),(57 210.85844),(58 208.93306),(59 208.72882),(60 208.5868),(61 208.50467),(62 209.18834),(63 208.8541),(64 207.44287),(65 207.55617),(66 207.46729),(67 208.73615),(68 210.58597),(69 210.46078),(70 210.50536),(71 210.74925),(72 210.13219),(73 213.13737),(74 212.45992),(75 214.63797),(76 215.39798),(77 219.30598),(78 217.00458),(79 220.01633),
(1 98.05961),(2 122.06925),(3 135.48537),(4 144.08395),(5 152.4743),(6 157.89378),(7 163.16873),(8 166.57353),(9 169.50964),(10 172.20299),(11 175.20682),(12 177.36633),(13 178.25772),(14 179.15132),(15 180.2399),(16 182.77635),(17 184.53528),(18 185.0637),(19 183.97987),(20 187.7764),(21 187.92459),(22 189.65265),(23 187.41826),(24 188.75485),(25 190.83807),(26 189.77956),(27 192.36876),(28 194.6061),(29 193.41527),(30 195.32123),(31 195.53046),(32 195.41696),(33 195.71806),(34 197.31921),(35 196.80934),(36 196.91444),(37 198.41632),(38 196.71297),(39 197.60876),(40 197.5355),(41 197.29391),(42 199.07031),(43 200.58064),(44 202.2836),(45 204.82002),(46 207.18542),(47 206.34947),(48 206.12482),(49 207.71423),(50 211.0691),(51 212.43903),(52 212.28111),(53 213.74197),(54 212.73242),(55 212.89116),(56 214.43797),(57 214.65512),(58 215.63823),(59 216.32733),(60 215.64009),(61 215.95294),(62 217.55153),(63 215.60834),(64 213.0576),(65 211.91737),(66 211.40437),(67 210.37117),(68 210.54301),(69 209.51671),(70 208.65208),(71 210.42877),(72 211.31866),(73 211.15681),(74 213.34892),(75 211.43178),(76 211.44159),(77 214.33998),(78 215.27089),(79 215.54504),
(1 93.37945),(2 115.23809),(3 128.30243),(4 135.88306),(5 143.57541),(6 149.70181),(7 152.61552),(8 155.56116),(9 158.37175),(10 160.58485),(11 162.54343),(12 163.85313),(13 167.39317),(14 168.50345),(15 171.97906),(16 172.01953),(17 174.53145),(18 174.12529),(19 175.8345),(20 176.73741),(21 178.78609),(22 179.7177),(23 181.51352),(24 180.56218),(25 181.02084),(26 180.20238),(27 181.50777),(28 185.9865),(29 185.30553),(30 184.68517),(31 187.86375),(32 188.80418),(33 190.3292),(34 190.6131),(35 192.69995),(36 192.19803),(37 192.7609),(38 193.51732),(39 193.63216),(40 193.98654),(41 194.86597),(42 195.16634),(43 195.6315),(44 193.74835),(45 196.95247),(46 199.0761),(47 201.0389),(48 201.46417),(49 201.65227),(50 203.4903),(51 201.78319),(52 203.22627),(53 202.13875),(54 201.1802),(55 201.57266),(56 201.154),(57 202.40872),(58 202.91783),(59 203.47122),(60 204.00642),(61 203.81726),(62 204.01947),(63 203.78032),(64 203.99126),(65 202.96146),(66 203.44427),(67 202.62347),(68 203.2775),(69 205.09949),(70 203.61203),(71 205.71889),(72 206.61172),(73 209.62343),(74 211.38754),(75 213.18437),(76 213.91998),(77 214.79893),(78 213.1502),(79 211.20377),
(1 94.29089),(2 117.03895),(3 129.54927),(4 135.60538),(5 141.11038),(6 145.57309),(7 149.91042),(8 154.04541),(9 156.9143),(10 158.49083),(11 161.10478),(12 164.05743),(13 167.30171),(14 167.31471),(15 169.43712),(16 170.48372),(17 172.12189),(18 173.75327),(19 174.28435),(20 175.29868),(21 176.4705),(22 177.7397),(23 177.37866),(24 179.35245),(25 178.10355),(26 178.3362),(27 179.86752),(28 180.58002),(29 181.66132),(30 184.05669),(31 184.00702),(32 183.69603),(33 184.6608),(34 187.50583),(35 186.35188),(36 187.9202),(37 189.343),(38 190.15604),(39 191.342),(40 191.50562),(41 189.69063),(42 191.55771),(43 193.18167),(44 196.17068),(45 196.06299),(46 197.57942),(47 199.94623),(48 200.98416),(49 201.10847),(50 201.60086),(51 202.02716),(52 199.48874),(53 198.33333),(54 197.74506),(55 196.32047),(56 197.44087),(57 198.04536),(58 197.64938),(59 197.51999),(60 198.44276),(61 196.80827),(62 198.62318),(63 199.06215),(64 198.8008),(65 196.65681),(66 196.36565),(67 197.78447),(68 198.6429),(69 199.5896),(70 200.7801),(71 202.15572),(72 204.4086),(73 205.28847),(74 206.26895),(75 206.29253),(76 207.31398),(77 208.45178),(78 208.3044),(79 207.02814),
(1 94.215004),(2 115.59216),(3 128.51035),(4 136.229),(5 142.7869),(6 146.919),(7 150.60341),(8 153.4533),(9 157.77646),(10 160.92012),(11 162.34785),(12 164.85706),(13 170.79411),(14 170.01532),(15 171.33769),(16 172.97733),(17 175.8936),(18 178.22153),(19 178.99666),(20 180.14665),(21 183.23901),(22 181.44919),(23 183.18727),(24 183.43042),(25 184.24323),(26 182.8875),(27 184.84811),(28 186.42947),(29 187.07196),(30 187.93767),(31 188.15297),(32 187.96512),(33 188.74916),(34 188.16162),(35 191.2335),(36 192.03183),(37 191.76448),(38 190.60138),(39 189.19777),(40 189.53546),(41 190.25185),(42 189.9132),(43 192.67667),(44 190.90561),(45 192.29616),(46 192.9861),(47 193.8921),(48 195.93977),(49 197.4674),(50 197.74536),(51 198.8225),(52 198.59235),(53 198.89612),(54 201.29811),(55 198.27837),(56 197.81128),(57 200.49506),(58 199.8949),(59 199.49214),(60 200.75113),(61 200.46326),(62 200.48473),(63 200.60208),(64 200.97826),(65 201.31583),(66 201.784),(67 202.73524),(68 202.60234),(69 204.62492),(70 202.84428),(71 203.21033),(72 204.3249),(73 206.51178),(74 207.24721),(75 207.24066),(76 208.44693),(77 208.3899),(78 208.76074),(79 210.27087),
(1 91.950226),(2 114.913536),(3 127.72855),(4 136.01567),(5 141.57156),(6 145.40717),(7 150.38046),(8 154.08975),(9 158.91296),(10 161.76765),(11 163.08725),(12 165.61911),(13 169.07886),(14 170.96054),(15 170.95027),(16 172.85284),(17 173.83627),(18 175.94821),(19 176.33498),(20 176.10347),(21 178.40721),(22 177.13423),(23 176.53712),(24 177.41417),(25 177.99052),(26 178.64163),(27 180.48787),(28 181.34792),(29 181.67746),(30 181.83437),(31 183.72163),(32 184.79404),(33 186.717),(34 186.95369),(35 186.24745),(36 186.8907),(37 187.8415),(38 187.98091),(39 188.30289),(40 185.79907),(41 186.46133),(42 187.99446),(43 189.52422),(44 189.26749),(45 190.64072),(46 192.29225),(47 192.39531),(48 194.74765),(49 196.86281),(50 196.2823),(51 195.64203),(52 196.35982),(53 199.51282),(54 199.5701),(55 198.12608),(56 198.79253),(57 200.42818),(58 200.38315),(59 201.33215),(60 202.09805),(61 201.85869),(62 203.13876),(63 203.60449),(64 203.34013),(65 202.3543),(66 201.38646),(67 201.67033),(68 204.73964),(69 204.86034),(70 205.1871),(71 205.80113),(72 206.40729),(73 207.60907),(74 205.73111),(75 204.41495),(76 206.10988),(77 206.19244),(78 205.88307),(79 206.6574),
(1 90.73086),(2 112.919556),(3 126.04652),(4 134.22705),(5 139.78299),(6 144.51064),(7 149.21992),(8 153.24109),(9 156.8174),(10 158.38573),(11 162.47131),(12 165.1797),(13 167.98434),(14 168.0811),(15 169.77635),(16 172.99544),(17 175.18793),(18 175.66544),(19 177.59515),(20 177.43913),(21 177.57114),(22 180.77525),(23 181.28703),(24 181.9336),(25 183.07298),(26 185.01183),(27 186.26256),(28 186.13942),(29 186.61354),(30 188.26315),(31 186.79195),(32 187.91418),(33 186.64064),(34 184.8962),(35 185.7736),(36 186.93488),(37 187.18309),(38 186.51593),(39 187.06958),(40 188.10155),(41 187.29657),(42 187.95815),(43 190.2248),(44 190.40807),(45 192.18282),(46 193.99515),(47 193.0128),(48 193.8024),(49 193.68475),(50 194.49084),(51 194.34483),(52 193.80426),(53 193.55481),(54 194.08249),(55 194.97429),(56 196.06735),(57 195.2989),(58 197.29018),(59 195.9041),(60 196.36594),(61 196.84813),(62 195.3584),(63 195.87878),(64 195.03448),(65 194.64986),(66 193.86041),(67 195.11664),(68 196.73518),(69 197.68643),(70 197.1607),(71 197.50761),(72 197.57353),(73 200.88564),(74 202.10628),(75 202.51357),(76 202.33379),(77 203.21573),(78 205.09088),(79 204.61015),
(1 90.20292),(2 113.08814),(3 125.211426),(4 133.99619),(5 140.47533),(6 144.00432),(7 147.97284),(8 150.0717),(9 153.07277),(10 153.94666),(11 157.5417),(12 160.36569),(13 161.84993),(14 163.33066),(15 164.89764),(16 168.13676),(17 169.06506),(18 170.5508),(19 170.55203),(20 171.09785),(21 173.5309),(22 174.765),(23 176.91525),(24 178.3291),(25 179.41698),(26 181.23659),(27 180.87375),(28 181.66258),(29 182.09319),(30 183.63278),(31 184.58438),(32 185.35162),(33 187.11278),(34 187.12575),(35 186.79626),(36 188.3171),(37 189.29317),(38 190.55315),(39 190.53705),(40 192.07713),(41 189.52318),(42 191.31882),(43 194.13626),(44 192.84334),(45 193.99458),(46 197.14014),(47 194.81679),(48 195.85289),(49 196.0861),(50 194.18723),(51 194.64241),(52 195.51862),(53 196.09286),(54 193.96693),(55 196.61925),(56 197.19403),(57 195.66768),(58 196.7451),(59 194.02306),(60 194.45552),(61 196.65068),(62 195.19493),(63 195.3223),(64 195.29288),(65 197.03783),(66 196.89618),(67 197.10051),(68 197.38577),(69 199.76147),(70 200.31229),(71 201.17041),(72 202.49057),(73 205.56197),(74 204.23251),(75 203.32501),(76 202.31259),(77 202.49498),(78 205.13387),(79 203.81728),
(1 93.42734),(2 116.520096),(3 128.22215),(4 137.58153),(5 141.4563),(6 144.79866),(7 146.01785),(8 149.92017),(9 151.18895),(10 154.79791),(11 157.5184),(12 159.94296),(13 163.29503),(14 164.93883),(15 167.9695),(16 168.37549),(17 168.5564),(18 170.55177),(19 171.18745),(20 171.02663),(21 171.89232),(22 174.21089),(23 176.81644),(24 179.81415),(25 178.43245),(26 180.37288),(27 180.2393),(28 181.9104),(29 182.5447),(30 183.65022),(31 184.65126),(32 185.86359),(33 186.02652),(34 184.27692),(35 182.96094),(36 184.05345),(37 184.5151),(38 183.17383),(39 183.88477),(40 181.3562),(41 181.60458),(42 184.60938),(43 187.16154),(44 187.8344),(45 189.96416),(46 189.96391),(47 189.10396),(48 190.73636),(49 191.3038),(50 192.82257),(51 192.66756),(52 192.35895),(53 191.7799),(54 195.01933),(55 194.73248),(56 195.52945),(57 197.6472),(58 198.77876),(59 199.73132),(60 200.6932),(61 200.34296),(62 199.33463),(63 200.36932),(64 201.71263),(65 201.60367),(66 202.19984),(67 201.62106),(68 201.38216),(69 201.85129),(70 199.46483),(71 201.20569),(72 201.88666),(73 202.19078),(74 202.00441),(75 202.65813),(76 202.31937),(77 203.88591),(78 205.33488),(79 206.43694),
(1 90.88503),(2 114.84017),(3 126.88494),(4 134.43658),(5 140.58502),(6 144.90106),(7 146.17249),(8 147.7236),(9 151.02733),(10 151.85281),(11 156.49467),(12 159.38367),(13 161.5808),(14 161.60138),(15 162.00204),(16 164.755),(17 167.2682),(18 168.44052),(19 170.1124),(20 172.70135),(21 173.06184),(22 174.14212),(23 175.15146),(24 177.13211),(25 176.4365),(26 178.456),(27 179.61934),(28 180.53604),(29 180.54828),(30 182.13759),(31 181.70885),(32 181.99864),(33 183.61499),(34 183.35373),(35 182.9571),(36 184.6451),(37 185.02504),(38 185.31758),(39 185.13588),(40 186.7484),(41 186.18762),(42 187.08398),(43 188.63844),(44 189.13701),(45 189.38579),(46 192.42856),(47 192.00006),(48 192.7806),(49 192.64026),(50 194.04477),(51 192.25864),(52 191.25322),(53 190.79546),(54 192.25685),(55 192.05457),(56 191.04886),(57 189.66089),(58 189.81808),(59 192.97852),(60 193.19542),(61 193.08316),(62 192.95114),(63 191.56892),(64 190.5693),(65 191.07698),(66 192.9748),(67 192.9682),(68 193.3628),(69 193.3236),(70 193.97546),(71 194.47282),(72 194.46443),(73 195.82782),(74 197.64204),(75 197.57672),(76 197.21565),(77 198.40909),(78 198.77045),(79 198.99907),
(1 88.3049),(2 110.303856),(3 121.634),(4 128.61377),(5 133.43155),(6 137.68797),(7 141.73799),(8 143.91762),(9 145.29613),(10 147.22818),(11 149.0756),(12 151.64127),(13 153.68867),(14 155.23431),(15 155.20221),(16 157.52074),(17 159.27869),(18 161.25395),(19 162.53444),(20 162.90248),(21 164.39964),(22 165.99928),(23 167.85924),(24 169.00829),(25 170.35718),(26 169.51047),(27 167.83421),(28 170.39471),(29 169.73839),(30 170.79079),(31 170.89244),(32 174.06076),(33 175.4632),(34 173.95744),(35 173.62305),(36 172.31181),(37 173.20752),(38 172.90175),(39 173.5023),(40 173.54774),(41 174.96544),(42 175.14395),(43 177.27864),(44 177.98631),(45 177.612),(46 178.27974),(47 180.35335),(48 180.27364),(49 182.31154),(50 184.11935),(51 184.13963),(52 183.71646),(53 183.40472),(54 182.29678),(55 182.54305),(56 184.04663),(57 182.82507),(58 183.63805),(59 183.00974),(60 182.69809),(61 182.40831),(62 181.85277),(63 180.79698),(64 180.11243),(65 178.02821),(66 178.56975),(67 178.61255),(68 179.72433),(69 179.72981),(70 182.16356),(71 183.34764),(72 184.8378),(73 187.97675),(74 187.95872),(75 187.23315),(76 189.37457),(77 189.44524),(78 190.5259),(79 189.94748),
(1 88.24751),(2 109.917206),(3 123.31153),(4 129.93013),(5 136.32867),(6 139.42937),(7 143.45909),(8 145.13544),(9 147.90125),(10 149.32416),(11 152.2684),(12 153.8147),(13 156.87675),(14 158.11502),(15 160.64276),(16 161.7707),(17 162.01672),(18 163.0944),(19 163.87733),(20 164.4897),(21 165.05247),(22 166.93141),(23 169.97044),(24 169.23871),(25 169.58482),(26 172.26291),(27 172.54071),(28 176.34378),(29 175.18324),(30 176.932),(31 177.40154),(32 178.61436),(33 179.33168),(34 180.17136),(35 181.45334),(36 181.07758),(37 182.6194),(38 182.25084),(39 184.54445),(40 186.20084),(41 188.1478),(42 192.11111),(43 192.62225),(44 193.37183),(45 193.1849),(46 193.0581),(47 193.4992),(48 194.39053),(49 194.38702),(50 195.33984),(51 193.86449),(52 193.67862),(53 193.97733),(54 193.98044),(55 192.65785),(56 191.2895),(57 190.11217),(58 189.76598),(59 189.90146),(60 188.64937),(61 188.25188),(62 188.14406),(63 185.77072),(64 185.70656),(65 186.1354),(66 187.97746),(67 187.68544),(68 188.61446),(69 188.19038),(70 189.75792),(71 190.66339),(72 190.85501),(73 193.2433),(74 193.34158),(75 194.6848),(76 195.42784),(77 193.75322),(78 194.86574),(79 194.25398),
