1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3688.8962),(2 9294.407),(3 15611.237),(4 22432.25),(5 29780.666),(6 37683.86),(7 47253.24),(8 57758.965),(9 70020.586),(10 82446.164),(11 94369.23),(12 107312.68),(13 123683.21),(14 140292.83),(15 158418.48),(16 178718.38),(17 196260.2),(18 217242.31),(19 242310.5),(20 265022.84),(21 287613.9),(22 315614.75),(23 345011.53),(24 368343.25),(25 399978.88),(26 425003.03),(27 447532.66),(28 469306.78),(29 485618.34),(30 500332.34),(31 510392.25),(32 520801.53),(33 531118.25),(34 537778.1),(35 544912),(36 550306.56),(37 549189.56),(38 548283.2),(39 543884),(40 538470.94),(41 530782.56),(42 523282.25),(43 509458.9),(44 499308.34),(45 489112.25),(46 476881.16),(47 460892.84),(48 442004.72),(49 420440.16),(50 403067.9),(51 385499.78),(52 371585.6),(53 358970.53),(54 349765.25),(55 346954.56),(56 346899.5),(57 351344.25),(58 347647.13),(59 355690),(60 368246.72),(61 385505.16),(62 403931.1),(63 422198.03),(64 451976.34),(65 478305.84),(66 505318),(67 538502.06),(68 572933.75),(69 613231.44),(70 650179.44),(71 691681.44),(72 736318.3),(73 782400.94),(74 818518.25),(75 858887.7),(76 904604.06),(77 941821.44),(78 969749),(79 999842),
(1 188.4795),(2 278.614),(3 347.1511),(4 384.12006),(5 418.1303),(6 441.89282),(7 465.72623),(8 485.39044),(9 503.25943),(10 518.6004),(11 536.0067),(12 546.1527),(13 570.0777),(14 580.84955),(15 596.7594),(16 602.50134),(17 608.8832),(18 612.4193),(19 616.69226),(20 616.85345),(21 620.6466),(22 627.57404),(23 628.2669),(24 634.3737),(25 635.8093),(26 636.2151),(27 648.41296),(28 647.59344),(29 648.4013),(30 649.9914),(31 649.41003),(32 652.2313),(33 655.65546),(34 662.0394),(35 662.947),(36 664.7236),(37 667.9708),(38 673.4347),(39 683.7101),(40 680.77136),(41 689.28827),(42 688.8373),(43 682.67084),(44 681.2291),(45 681.33),(46 684.20935),(47 687.48883),(48 686.17474),(49 687.9364),(50 688.89417),(51 693.56433),(52 696.1996),(53 699.43787),(54 701.46967),(55 700.89197),(56 704.08264),(57 709.2071),(58 705.8871),(59 701.88135),(60 703.8491),(61 705.04425),(62 701.95496),(63 701.643),(64 707.5002),(65 712.61304),(66 705.8427),(67 709.2814),(68 711.5665),(69 711.8703),(70 714.091),(71 714.5593),(72 705.2734),(73 708.15906),(74 708.2607),(75 708.13855),(76 709.04285),(77 706.0209),(78 703.2947),(79 706.4607),
(1 186.82556),(2 273.47882),(3 339.1302),(4 377.43222),(5 408.25116),(6 433.76102),(7 456.4346),(8 475.9402),(9 492.91467),(10 510.8225),(11 527.11053),(12 538.5117),(13 557.4638),(14 570.7453),(15 586.8597),(16 593.0393),(17 600.9878),(18 608.91876),(19 613.8669),(20 617.63574),(21 622.86005),(22 628.79834),(23 631.5189),(24 634.3411),(25 639.1694),(26 643.0798),(27 653.4457),(28 651.1179),(29 649.57),(30 648.4799),(31 653.68317),(32 657.4745),(33 662.68744),(34 665.38257),(35 667.64075),(36 671.1679),(37 674.9529),(38 679.7992),(39 689.5117),(40 688.7727),(41 694.75854),(42 694.9153),(43 695.20654),(44 696.93005),(45 698.7118),(46 703.4794),(47 705.4974),(48 707.39087),(49 709.1664),(50 709.60474),(51 710.43445),(52 711.1771),(53 710.9586),(54 711.1005),(55 709.7422),(56 705.98035),(57 709.3459),(58 708.3085),(59 707.89124),(60 708.4439),(61 705.42834),(62 706.69196),(63 706.22437),(64 709.23444),(65 710.39404),(66 708.6758),(67 708.8763),(68 710.5731),(69 709.16675),(70 712.4086),(71 708.98663),(72 703.739),(73 700.9494),(74 698.74756),(75 702.4733),(76 703.1855),(77 706.41504),(78 710.93427),(79 711.1483),
(1 185.5824),(2 268.3696),(3 331.1648),(4 367.14056),(5 393.31125),(6 414.6045),(7 436.5575),(8 457.54242),(9 476.0503),(10 495.7874),(11 508.99924),(12 520.93256),(13 545.14886),(14 560.8852),(15 573.79083),(16 576.435),(17 583.7342),(18 592.62604),(19 597.4977),(20 600.04346),(21 605.91705),(22 605.88385),(23 610.58203),(24 609.81),(25 616.0973),(26 617.50037),(27 623.2793),(28 618.54004),(29 617.2062),(30 619.1458),(31 624.638),(32 626.8113),(33 633.21326),(34 635.61176),(35 639.5073),(36 640.2912),(37 645.7927),(38 651.6546),(39 656.92267),(40 657.7543),(41 660.0058),(42 664.62),(43 666.3947),(44 666.20355),(45 670.2485),(46 670.34186),(47 676.8421),(48 675.29675),(49 679.1297),(50 678.97),(51 678.9771),(52 676.9643),(53 675.5438),(54 681.3424),(55 679.1433),(56 677.64026),(57 677.90826),(58 680.27924),(59 681.6298),(60 686.0184),(61 682.9613),(62 683.4877),(63 683.2264),(64 687.6354),(65 688.0915),(66 691.4314),(67 695.11597),(68 694.0954),(69 691.95325),(70 694.64307),(71 694.3424),(72 689.49945),(73 686.9636),(74 685.9934),(75 686.38544),(76 688.3453),(77 688.56915),(78 690.641),(79 688.3403),
(1 182.27315),(2 265.6791),(3 328.3829),(4 367.439),(5 393.0106),(6 420.09592),(7 445.0828),(8 466.09882),(9 480.44937),(10 498.4248),(11 512.89154),(12 523.4996),(13 543.97064),(14 559.40826),(15 574.9221),(16 577.54834),(17 579.9686),(18 585.18616),(19 589.4791),(20 593.48773),(21 599.54987),(22 602.61725),(23 608.4716),(24 606.76685),(25 609.6009),(26 609.65826),(27 615.8631),(28 612.61),(29 619.4339),(30 620.1216),(31 619.8874),(32 620.97687),(33 622.833),(34 627.62537),(35 630.8027),(36 630.4639),(37 632.25684),(38 636.6814),(39 642.2624),(40 645.9878),(41 647.97815),(42 651.7749),(43 651.07465),(44 653.7968),(45 657.14874),(46 662.0295),(47 665.495),(48 666.4477),(49 668.06976),(50 668.77673),(51 672.81256),(52 673.01324),(53 674.00037),(54 677.77124),(55 677.9334),(56 679.8964),(57 679.09375),(58 684.6533),(59 684.0241),(60 685.85406),(61 688.18396),(62 692.6987),(63 693.9251),(64 698.4168),(65 701.3161),(66 705.6315),(67 704.83527),(68 705.7573),(69 704.51697),(70 706.6853),(71 707.52606),(72 701.1648),(73 696.55164),(74 687.58966),(75 684.89795),(76 686.73236),(77 692.40027),(78 689.0486),(79 691.9091),
(1 180.81238),(2 263.0203),(3 325.9301),(4 363.6204),(5 394.56802),(6 419.39877),(7 443.83463),(8 461.88614),(9 478.5843),(10 496.5591),(11 508.33237),(12 517.2089),(13 536.2115),(14 550.1589),(15 564.38934),(16 565.9349),(17 569.05994),(18 573.64856),(19 575.2665),(20 575.15814),(21 581.59186),(22 582.8015),(23 587.2511),(24 588.62854),(25 588.3562),(26 589.6331),(27 593.1594),(28 593.21954),(29 597.0036),(30 602.62305),(31 604.27356),(32 605.92413),(33 610.1241),(34 613.6891),(35 616.1104),(36 620.06244),(37 625.1223),(38 630.27875),(39 636.047),(40 640.32275),(41 645.8903),(42 647.73724),(43 648.80054),(44 648.66797),(45 652.3018),(46 654.1977),(47 660.05884),(48 664.5641),(49 666.83575),(50 668.0454),(51 672.0483),(52 672.22833),(53 672.98303),(54 675.7749),(55 674.52325),(56 676.323),(57 673.9595),(58 673.274),(59 671.58594),(60 672.6577),(61 670.9197),(62 675.30493),(63 677.3842),(64 679.8149),(65 681.6452),(66 680.58826),(67 681.8358),(68 683.2522),(69 680.7082),(70 681.1182),(71 682.8395),(72 682.8215),(73 678.7642),(74 676.1053),(75 679.9054),(76 685.7756),(77 688.9465),(78 685.6373),(79 686.8987),
(1 179.29868),(2 261.46616),(3 321.79724),(4 357.20306),(5 387.85004),(6 412.61234),(7 434.15128),(8 451.14468),(9 467.24985),(10 481.84427),(11 495.9606),(12 506.75052),(13 526.4818),(14 538.30634),(15 554.0168),(16 557.67725),(17 563.51154),(18 567.4217),(19 573.77924),(20 578.1192),(21 580.56287),(22 582.9855),(23 585.78754),(24 585.3535),(25 589.4634),(26 593.59265),(27 592.8335),(28 593.3162),(29 592.37854),(30 594.3039),(31 597.12054),(32 600.4343),(33 600.1212),(34 604.5068),(35 605.90857),(36 610.8267),(37 614.3272),(38 618.29346),(39 626.46045),(40 626.7047),(41 630.3439),(42 632.42096),(43 634.84406),(44 632.7763),(45 636.8162),(46 637.1554),(47 641.6329),(48 643.7473),(49 646.4456),(50 649.2332),(51 653.17194),(52 653.16364),(53 652.8254),(54 657.23395),(55 656.11926),(56 657.47156),(57 656.5261),(58 662.9307),(59 665.371),(60 667.03845),(61 665.4132),(62 665.66974),(63 666.7189),(64 664.6315),(65 664.98645),(66 664.61896),(67 668.9407),(68 673.02014),(69 679.6118),(70 683.4979),(71 684.3665),(72 684.97003),(73 681.3873),(74 681.9262),(75 684.6988),(76 688.69977),(77 691.49603),(78 691.9949),(79 692.4383),
(1 172.035),(2 252.0078),(3 313.26675),(4 350.31158),(5 379.52286),(6 403.38583),(7 424.23105),(8 443.7219),(9 456.3751),(10 472.94168),(11 484.44376),(12 496.59625),(13 516.71344),(14 527.7054),(15 537.48755),(16 541.3542),(17 547.0005),(18 552.8887),(19 558.66846),(20 562.488),(21 564.1047),(22 563.9572),(23 566.91254),(24 566.6497),(25 570.13776),(26 575.6639),(27 577.6933),(28 582.64),(29 583.7691),(30 585.48004),(31 587.1156),(32 592.41394),(33 591.10077),(34 594.39087),(35 593.39624),(36 596.9447),(37 600.6243),(38 605.06335),(39 609.96576),(40 609.1001),(41 609.6129),(42 611.0949),(43 614.5826),(44 618.229),(45 622.0584),(46 623.92224),(47 625.03735),(48 625.0955),(49 627.4126),(50 628.7545),(51 632.8911),(52 632.25024),(53 626.51373),(54 630.00665),(55 627.17883),(56 627.54297),(57 626.9973),(58 628.839),(59 634.3875),(60 636.20746),(61 635.52185),(62 639.16064),(63 639.5665),(64 638.4949),(65 639.6154),(66 640.85065),(67 646.38257),(68 651.1358),(69 652.7293),(70 656.6289),(71 660.01764),(72 660.4558),(73 658.02155),(74 658.2788),(75 662.9839),(76 668.2635),(77 669.6045),(78 667.8086),(79 669.48865),
(1 171.62912),(2 251.48172),(3 313.9575),(4 350.91415),(5 378.93875),(6 403.88953),(7 425.86096),(8 441.68353),(9 456.53748),(10 471.2188),(11 485.44507),(12 497.29977),(13 521.2607),(14 535.4449),(15 546.97186),(16 551.68384),(17 557.24585),(18 564.25226),(19 567.83105),(20 568.71106),(21 570.329),(22 570.6889),(23 576.6357),(24 579.33307),(25 580.9102),(26 584.07263),(27 588.8203),(28 590.208),(29 593.7901),(30 593.20953),(31 593.87445),(32 598.96344),(33 602.7502),(34 604.3055),(35 606.43713),(36 607.6372),(37 609.4614),(38 607.9934),(39 613.44354),(40 610.3959),(41 610.3505),(42 614.0511),(43 612.1266),(44 608.96747),(45 607.7777),(46 609.22675),(47 613.0826),(48 613.0269),(49 613.71313),(50 613.09314),(51 620.2701),(52 619.07605),(53 619.5967),(54 620.26117),(55 619.9453),(56 619.4146),(57 618.6714),(58 617.71716),(59 620.7544),(60 623.54443),(61 621.9193),(62 625.0042),(63 624.4655),(64 627.2119),(65 628.05725),(66 636.1674),(67 641.1321),(68 644.58124),(69 645.7835),(70 650.1224),(71 652.11896),(72 651.9382),(73 650.65875),(74 651.74677),(75 655.03217),(76 656.0603),(77 655.7376),(78 656.18317),(79 656.7659),
(1 172.20552),(2 253.77715),(3 315.30347),(4 350.59894),(5 376.1117),(6 396.07495),(7 416.75937),(8 436.10776),(9 452.34433),(10 468.26782),(11 480.58804),(12 487.93127),(13 506.48108),(14 515.4268),(15 529.20404),(16 531.91254),(17 536.02795),(18 537.8688),(19 542.2344),(20 542.1052),(21 542.62463),(22 544.7969),(23 549.81934),(24 551.08014),(25 552.73846),(26 552.60175),(27 556.3969),(28 559.42706),(29 561.80457),(30 562.555),(31 562.0271),(32 563.7392),(33 568.3228),(34 570.9709),(35 576.3751),(36 577.3742),(37 579.08496),(38 582.07184),(39 587.88745),(40 584.9116),(41 584.54425),(42 590.08405),(43 587.26),(44 586.8964),(45 589.9039),(46 588.879),(47 593.3164),(48 595.8029),(49 596.3255),(50 596.46564),(51 601.9452),(52 602.82306),(53 607.9729),(54 608.75824),(55 609.03296),(56 615.10803),(57 617.5369),(58 614.0098),(59 614.4123),(60 616.073),(61 618.67926),(62 622.4228),(63 624.3333),(64 628.17224),(65 627.60394),(66 627.59094),(67 631.4419),(68 633.53723),(69 633.95154),(70 637.4557),(71 636.18225),(72 638.0122),(73 634.0022),(74 632.3307),(75 632.626),(76 632.89636),(77 629.4104),(78 628.73444),(79 629.80646),
(1 170.69083),(2 251.9175),(3 312.36057),(4 348.94797),(5 375.57397),(6 400.56793),(7 423.2749),(8 442.27927),(9 461.49857),(10 476.5523),(11 492.2631),(12 500.18524),(13 515.3598),(14 524.4411),(15 537.91876),(16 541.3236),(17 545.81525),(18 549.3228),(19 552.089),(20 556.70483),(21 564.57477),(22 564.9298),(23 567.32666),(24 571.1817),(25 574.522),(26 576.5706),(27 578.8482),(28 582.0759),(29 584.8326),(30 586.588),(31 590.0928),(32 590.1849),(33 590.10284),(34 594.00476),(35 597.6477),(36 596.68604),(37 597.9706),(38 600.7875),(39 604.8515),(40 600.8227),(41 602.26355),(42 599.52234),(43 596.5148),(44 597.73846),(45 600.36755),(46 603.13763),(47 606.7809),(48 606.9737),(49 609.6467),(50 610.2586),(51 616.7685),(52 617.3217),(53 621.4233),(54 622.18915),(55 623.54553),(56 625.07184),(57 629.82996),(58 624.9832),(59 625.1101),(60 626.8037),(61 628.0289),(62 629.28455),(63 632.2518),(64 635.3282),(65 634.22675),(66 631.2513),(67 632.55164),(68 633.7622),(69 632.7547),(70 634.3451),(71 632.96655),(72 631.0966),(73 627.1092),(74 627.67096),(75 630.16986),(76 632.17944),(77 634.8872),(78 632.7356),(79 637.96735),
(1 168.84229),(2 245.40562),(3 303.86234),(4 340.25934),(5 366.60132),(6 389.56793),(7 411.04794),(8 431.00772),(9 447.13876),(10 462.3577),(11 474.22452),(12 482.02484),(13 499.46002),(14 508.97183),(15 521.08777),(16 525.2577),(17 530.02136),(18 535.2636),(19 540.1053),(20 544.42993),(21 550.5562),(22 553.71906),(23 555.35156),(24 561.98895),(25 563.59515),(26 570.0358),(27 575.48254),(28 572.5368),(29 575.3829),(30 576.7085),(31 584.5327),(32 585.11707),(33 583.4061),(34 585.7249),(35 586.33496),(36 588.9279),(37 588.5081),(38 590.964),(39 594.9979),(40 593.90564),(41 594.65753),(42 598.49164),(43 599.50244),(44 597.7126),(45 597.8284),(46 597.2011),(47 603.4055),(48 607.0366),(49 610.90265),(50 610.93207),(51 615.1455),(52 613.8968),(53 616.0445),(54 614.26825),(55 616.6346),(56 621.71484),(57 620.6747),(58 620.46497),(59 621.2992),(60 624.0192),(61 621.8155),(62 621.54395),(63 619.55096),(64 623.3208),(65 624.5122),(66 626.3224),(67 629.8538),(68 634.68146),(69 635.7593),(70 639.81885),(71 638.4509),(72 639.26666),(73 635.6642),(74 633.1072),(75 634.78235),(76 637.4498),(77 637.2259),(78 638.10535),(79 644.49036),
(1 166.76593),(2 242.15585),(3 299.18927),(4 333.7619),(5 362.14905),(6 381.8794),(7 404.01672),(8 419.2774),(9 434.8994),(10 450.02756),(11 462.69363),(12 471.0336),(13 486.75342),(14 496.66394),(15 512.05817),(16 517.5543),(17 522.7411),(18 527.4823),(19 528.9892),(20 531.7015),(21 537.2488),(22 540.6075),(23 541.4211),(24 546.4497),(25 549.2726),(26 553.3698),(27 556.1522),(28 550.71136),(29 550.8003),(30 546.5953),(31 553.2131),(32 556.33075),(33 557.50385),(34 562.03235),(35 564.084),(36 566.3591),(37 570.50085),(38 572.3226),(39 575.3344),(40 574.13055),(41 575.29645),(42 578.0515),(43 574.2039),(44 574.94104),(45 572.3583),(46 573.011),(47 574.3086),(48 575.6779),(49 580.975),(50 583.74164),(51 585.33075),(52 586.0156),(53 589.10767),(54 588.1572),(55 591.0454),(56 595.3193),(57 596.03064),(58 595.1622),(59 593.9527),(60 593.9937),(61 595.43835),(62 594.036),(63 597.72064),(64 602.1509),(65 606.31165),(66 609.946),(67 613.48395),(68 617.3006),(69 616.9566),(70 617.17084),(71 619.94666),(72 623.47217),(73 623.84625),(74 625.0204),(75 626.3002),(76 630.2307),(77 630.178),(78 628.5243),(79 632.07544),
(1 164.645),(2 239.05995),(3 299.5069),(4 333.41113),(5 362.0458),(6 383.1265),(7 404.14966),(8 421.44098),(9 438.6624),(10 452.7572),(11 463.76187),(12 474.4687),(13 493.6934),(14 502.81784),(15 513.9165),(16 518.86304),(17 522.2853),(18 525.4041),(19 532.27765),(20 535.8243),(21 541.9379),(22 542.6209),(23 542.3811),(24 545.62665),(25 547.9036),(26 545.807),(27 552.1677),(28 552.01025),(29 552.21906),(30 551.3264),(31 557.3162),(32 560.42316),(33 561.6079),(34 565.00446),(35 568.17),(36 568.69305),(37 572.82635),(38 574.1398),(39 575.9065),(40 575.5123),(41 574.8237),(42 577.0502),(43 573.5057),(44 576.6196),(45 577.84174),(46 578.29315),(47 580.3253),(48 579.9451),(49 581.0955),(50 583.8826),(51 589.0007),(52 587.6719),(53 587.38635),(54 592.5256),(55 596.12823),(56 601.0976),(57 604.8278),(58 606.17163),(59 610.93005),(60 613.4809),(61 617.5462),(62 619.7617),(63 619.1516),(64 620.4902),(65 625.0196),(66 623.8919),(67 625.5564),(68 628.5108),(69 626.70624),(70 626.4766),(71 626.6284),(72 625.8373),(73 627.0441),(74 624.30927),(75 623.6307),(76 622.1734),(77 620.72986),(78 615.349),(79 618.758),
(1 160.66841),(2 233.17857),(3 286.71124),(4 320.93875),(5 346.5284),(6 370.86453),(7 391.53958),(8 406.73654),(9 422.74857),(10 438.30777),(11 449.76547),(12 457.19025),(13 480.6772),(14 493.51196),(15 504.69913),(16 512.4916),(17 511.11926),(18 513.8739),(19 519.95245),(20 524.9167),(21 526.61566),(22 529.47064),(23 526.8745),(24 524.69916),(25 525.7205),(26 528.816),(27 532.5509),(28 529.0501),(29 527.6747),(30 528.89624),(31 533.5637),(32 537.04156),(33 538.6791),(34 540.47064),(35 542.59766),(36 545.3977),(37 548.4587),(38 552.0242),(39 556.4175),(40 556.47064),(41 556.0277),(42 555.1518),(43 559.3788),(44 562.57855),(45 564.19977),(46 565.70074),(47 570.0864),(48 570.4256),(49 569.77844),(50 574.40155),(51 581.5866),(52 581.17883),(53 579.7107),(54 577.82056),(55 578.77734),(56 577.2835),(57 580.55005),(58 584.3989),(59 585.0216),(60 583.8071),(61 586.1895),(62 586.3408),(63 590.80634),(64 591.9256),(65 594.096),(66 592.7063),(67 595.9637),(68 595.3946),(69 595.6365),(70 592.34534),(71 594.59686),(72 594.50104),(73 591.3709),(74 591.5919),(75 593.9433),(76 596.1167),(77 600.1254),(78 600.21704),(79 602.8288),
(1 163.1203),(2 234.73419),(3 290.144),(4 324.406),(5 347.23474),(6 371.9844),(7 391.58917),(8 407.9271),(9 422.85834),(10 437.03568),(11 450.98724),(12 459.37268),(13 483.99408),(14 493.76825),(15 504.7888),(16 506.8495),(17 509.16556),(18 512.5257),(19 514.91016),(20 520.01324),(21 524.24146),(22 525.47766),(23 526.5566),(24 527.3056),(25 527.6667),(26 530.5516),(27 534.17377),(28 531.5457),(29 532.8066),(30 537.6068),(31 540.4373),(32 546.37634),(33 546.067),(34 547.91315),(35 551.3363),(36 552.198),(37 554.0174),(38 557.915),(39 561.034),(40 557.86),(41 559.924),(42 561.15906),(43 564.9256),(44 567.0087),(45 568.064),(46 571.8306),(47 574.60876),(48 576.3251),(49 575.2727),(50 575.3776),(51 577.7904),(52 576.69165),(53 577.1303),(54 576.92896),(55 575.762),(56 578.9242),(57 583.1237),(58 581.85565),(59 582.21295),(60 581.2134),(61 581.49866),(62 581.994),(63 583.0778),(64 585.8309),(65 587.967),(66 589.343),(67 590.69684),(68 593.6915),(69 593.1459),(70 594.29346),(71 597.2423),(72 594.9039),(73 595.26715),(74 596.96765),(75 596.4214),(76 596.2792),(77 599.1504),(78 599.29535),(79 601.2458),
(1 158.83118),(2 228.86182),(3 281.61014),(4 314.47894),(5 338.73926),(6 359.4647),(7 382.4756),(8 397.33264),(9 413.8793),(10 426.7748),(11 438.3998),(12 448.77774),(13 468.09125),(14 477.9134),(15 494.2588),(16 497.86746),(17 501.53903),(18 502.1766),(19 507.3894),(20 509.65802),(21 514.32605),(22 518.38403),(23 520.85706),(24 523.49316),(25 524.62726),(26 526.2129),(27 530.54486),(28 527.5024),(29 530.0917),(30 530.9023),(31 533.6894),(32 534.5946),(33 535.0081),(34 537.43085),(35 539.74536),(36 540.64264),(37 539.5854),(38 543.3926),(39 545.5612),(40 546.5465),(41 549.8642),(42 550.7247),(43 554.18756),(44 555.63),(45 556.05176),(46 556.0421),(47 557.6423),(48 556.24176),(49 556.70123),(50 556.1392),(51 559.42255),(52 559.2834),(53 561.56085),(54 563.3347),(55 561.7889),(56 563.33527),(57 565.07477),(58 568.8091),(59 570.4453),(60 568.9963),(61 567.28204),(62 567.01074),(63 566.59406),(64 567.25525),(65 569.1986),(66 572.32874),(67 574.72754),(68 578.0386),(69 580.2713),(70 584.2437),(71 583.48553),(72 582.1618),(73 582.35077),(74 582.57446),(75 584.94415),(76 586.8984),(77 591.3644),(78 587.622),(79 586.3071),
(1 154.76895),(2 225.93428),(3 277.92355),(4 310.35245),(5 333.39566),(6 354.9061),(7 377.91046),(8 396.20782),(9 410.68323),(10 421.5754),(11 434.84607),(12 441.73422),(13 460.95984),(14 469.20993),(15 482.3709),(16 487.4392),(17 491.65918),(18 493.84393),(19 499.47336),(20 500.70798),(21 506.7501),(22 513.3626),(23 516.7309),(24 520.29126),(25 524.28546),(26 526.3972),(27 527.88184),(28 529.22516),(29 536.18604),(30 537.4834),(31 540.26953),(32 540.5175),(33 543.64685),(34 546.5469),(35 549.95184),(36 549.2564),(37 553.6265),(38 553.4714),(39 558.6744),(40 559.75684),(41 560.609),(42 561.28033),(43 559.9516),(44 562.3996),(45 563.78754),(46 562.0331),(47 563.0676),(48 563.88245),(49 567.3553),(50 571.3587),(51 574.67456),(52 574.7702),(53 578.4329),(54 580.7757),(55 581.9608),(56 580.71875),(57 580.56274),(58 583.8909),(59 585.44824),(60 587.78796),(61 585.22516),(62 583.47754),(63 584.99774),(64 588.85455),(65 589.50244),(66 589.5336),(67 588.9673),(68 589.2869),(69 586.419),(70 585.7167),(71 586.2662),(72 585.80365),(73 579.9012),(74 576.5354),(75 575.31177),(76 579.53577),(77 578.83026),(78 577.4378),(79 579.53436),
(1 151.75305),(2 220.37212),(3 274.1216),(4 304.54327),(5 332.29156),(6 355.28217),(7 375.99783),(8 389.76062),(9 405.25015),(10 416.6619),(11 429.84674),(12 441.09732),(13 456.4901),(14 463.63654),(15 474.55432),(16 476.44852),(17 482.25793),(18 484.86496),(19 491.9856),(20 496.9383),(21 503.25156),(22 504.80524),(23 510.03058),(24 513.84467),(25 516.5968),(26 521.3278),(27 524.57477),(28 523.2936),(29 523.3068),(30 524.1601),(31 527.6167),(32 529.0836),(33 531.81525),(34 533.9443),(35 536.8481),(36 540.7134),(37 542.57794),(38 547.189),(39 549.53845),(40 551.8116),(41 555.73834),(42 556.8579),(43 561.88446),(44 561.74005),(45 561.54016),(46 559.74524),(47 564.34576),(48 564.10126),(49 567.4073),(50 569.1036),(51 572.69006),(52 572.5879),(53 572.7418),(54 575.4663),(55 577.14215),(56 577.35376),(57 580.65576),(58 578.36896),(59 578.7407),(60 578.88025),(61 581.7499),(62 582.2552),(63 587.1277),(64 587.6612),(65 589.91296),(66 591.04175),(67 591.04285),(68 590.96185),(69 589.1133),(70 588.1121),(71 590.89197),(72 589.8403),(73 586.4468),(74 582.90393),(75 583.5571),(76 585.9552),(77 583.71423),(78 581.6742),(79 583.6233),
