1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66292.805),(2 84721.9),(3 49769.49),(4 127652.75),(5 155575.83),(6 124768.9),(7 203755.67),(8 246352.5),(9 205140.06),(10 283483.72),(11 311983.22),(12 283493.25),(13 372274.34),(14 382246.13),(15 346697.78),(16 424197.9),(17 452925.6),(18 421610.72),(19 504061.84),(20 528511.7),(21 496923.47),(22 577643),(23 647810.5),(24 598639.2),(25 694920.06),(26 752571.3),(27 727022.94),(28 837315.94),(29 898859.7),(30 863505.8),(31 979123.8),(32 1052100.4),(33 1031276.44),(34 1143472.8),(35 1238548.5),(36 1215229.6),(37 1349159.6),(38 1494794),(39 1470079.5),(40 1604021.1),(41 1719586.9),(42 1708392),(43 1855952),(44 1971279.4),(45 1985034),(46 2142359.5),(47 2289405.3),(48 2313432.3),(49 2479145.8),(50 2640170.3),(51 2685763),(52 2881170),(53 3109619.8),(54 3153779.8),(55 3367962),(56 3553165.8),(57 3631363),(58 3781772.8),(59 3942202.3),(60 4002759.3),(61 4187044),(62 4366251.5),(63 4446550),(64 4633640),(65 4813984.5),(66 4894544),(67 5062742.5),(68 5282247.5),(69 5336976.5),(70 5491710.5),(71 5633272.5),(72 5663090.5),(73 5800301.5),(74 5888817.5),(75 5895992.5),(76 5993356),(77 6108322.5),(78 6098696.5),(79 6238019.5),
(1 206.33067),(2 269.07898),(3 304.5886),(4 329.37085),(5 352.29962),(6 367.0427),(7 375.28662),(8 392.6346),(9 400.65787),(10 402.64594),(11 403.64496),(12 408.3303),(13 409.95206),(14 408.58237),(15 413.36255),(16 412.13965),(17 418.39185),(18 420.5896),(19 418.1531),(20 422.56335),(21 425.00247),(22 422.7592),(23 427.72186),(24 425.51843),(25 423.1949),(26 418.77457),(27 419.03918),(28 419.53094),(29 419.67487),(30 422.25244),(31 423.833),(32 427.42215),(33 430.92023),(34 435.06107),(35 439.90967),(36 440.45404),(37 441.47214),(38 444.82394),(39 443.5781),(40 447.45804),(41 449.42538),(42 453.9328),(43 461.29236),(44 467.9737),(45 467.86615),(46 468.1867),(47 471.1691),(48 466.21368),(49 461.9401),(50 464.70926),(51 462.25058),(52 462.59686),(53 471.21658),(54 472.83517),(55 466.07077),(56 469.93234),(57 468.3652),(58 467.01804),(59 463.91193),(60 462.58374),(61 461.73987),(62 463.83057),(63 460.76508),(64 457.383),(65 457.35367),(66 454.46707),(67 451.90756),(68 455.0437),(69 453.23862),(70 460.87335),(71 464.25397),(72 467.47018),(73 467.75726),(74 466.51706),(75 467.31976),(76 462.6025),(77 461.83926),(78 463.06018),(79 462.67474),
(1 206.36754),(2 269.2079),(3 306.39484),(4 329.58524),(5 352.88928),(6 365.49713),(7 375.94986),(8 389.19888),(9 395.0174),(10 401.66772),(11 409.2129),(12 411.4344),(13 413.0539),(14 409.01816),(15 415.61563),(16 416.46335),(17 419.89282),(18 425.15924),(19 426.06686),(20 428.04306),(21 425.28043),(22 421.3774),(23 424.7652),(24 422.34372),(25 422.93365),(26 419.7982),(27 425.25552),(28 428.0126),(29 429.32883),(30 424.92426),(31 430.5732),(32 431.74945),(33 436.57025),(34 442.07678),(35 447.2813),(36 445.96),(37 441.88364),(38 442.36105),(39 440.37204),(40 441.2235),(41 440.08524),(42 440.88492),(43 445.82278),(44 444.95847),(45 447.762),(46 449.7288),(47 450.1779),(48 451.5243),(49 449.5002),(50 451.95407),(51 454.10904),(52 456.36176),(53 464.43692),(54 466.60236),(55 464.47025),(56 467.42883),(57 462.1842),(58 466.94016),(59 467.23383),(60 466.86227),(61 466.99423),(62 467.5492),(63 468.65637),(64 466.69473),(65 466.2227),(66 467.2668),(67 469.25604),(68 478.56516),(69 481.89117),(70 482.31552),(71 488.54407),(72 492.33707),(73 495.8983),(74 491.3303),(75 493.34958),(76 491.3821),(77 488.9111),(78 492.59268),(79 488.5083),
(1 205.65147),(2 266.45032),(3 302.8734),(4 330.41333),(5 349.51285),(6 363.15924),(7 373.95206),(8 386.0905),(9 392.28656),(10 403.50824),(11 410.31772),(12 409.3667),(13 412.90463),(14 412.20084),(15 416.0659),(16 414.59045),(17 414.2131),(18 417.51425),(19 419.43454),(20 423.55695),(21 424.5934),(22 417.9006),(23 420.8511),(24 419.7012),(25 418.98727),(26 417.79474),(27 413.92307),(28 415.35864),(29 418.10193),(30 422.70856),(31 418.04034),(32 417.23166),(33 422.41263),(34 424.58817),(35 429.62207),(36 431.99435),(37 431.73996),(38 433.8934),(39 435.9686),(40 435.03354),(41 436.49426),(42 435.9382),(43 440.11768),(44 440.5715),(45 446.26944),(46 450.53134),(47 447.70575),(48 449.80276),(49 450.60175),(50 451.2426),(51 452.13965),(52 455.89822),(53 463.80328),(54 463.14075),(55 461.53915),(56 462.5104),(57 462.0704),(58 469.40814),(59 472.4675),(60 470.89703),(61 470.12646),(62 468.864),(63 474.37555),(64 474.02426),(65 470.40765),(66 470.2916),(67 469.68112),(68 473.7892),(69 475.26523),(70 472.18814),(71 472.04306),(72 475.38187),(73 482.56223),(74 482.77014),(75 483.52887),(76 479.49475),(77 478.00348),(78 480.87296),(79 485.48907),
(1 200.1339),(2 260.2094),(3 293.60196),(4 318.2403),(5 334.09518),(6 349.41354),(7 360.91867),(8 376.8444),(9 383.8385),(10 390.4526),(11 389.31403),(12 392.3817),(13 395.08096),(14 391.93723),(15 392.25375),(16 395.3232),(17 394.0193),(18 397.40814),(19 400.5242),(20 409.1812),(21 410.32626),(22 405.1205),(23 406.56793),(24 406.0949),(25 403.8809),(26 401.35443),(27 403.32394),(28 402.14697),(29 401.71213),(30 400.50943),(31 397.55597),(32 397.69003),(33 400.57907),(34 400.2414),(35 409.8623),(36 412.84753),(37 415.5952),(38 416.891),(39 420.84015),(40 428.10214),(41 431.07343),(42 431.87897),(43 430.53644),(44 434.47806),(45 439.1395),(46 439.03168),(47 440.3162),(48 439.5529),(49 440.62405),(50 443.46512),(51 442.32544),(52 445.88684),(53 454.9251),(54 458.49966),(55 459.0675),(56 457.54684),(57 457.14438),(58 463.3226),(59 462.31714),(60 462.65494),(61 457.62637),(62 454.42413),(63 460.34644),(64 461.3763),(65 460.28702),(66 460.60352),(67 459.7403),(68 460.956),(69 458.79602),(70 458.6771),(71 459.49377),(72 459.7012),(73 463.07303),(74 459.74557),(75 463.5577),(76 459.67697),(77 458.10962),(78 463.79013),(79 459.65112),
(1 201.62476),(2 259.90802),(3 291.54138),(4 316.99503),(5 334.97794),(6 350.86298),(7 358.95612),(8 372.6706),(9 378.5963),(10 387.11215),(11 390.6168),(12 390.74268),(13 393.3976),(14 389.09607),(15 396.7537),(16 397.97852),(17 401.29446),(18 404.891),(19 404.63657),(20 407.87628),(21 410.73886),(22 407.30493),(23 410.1751),(24 407.33704),(25 402.49316),(26 403.363),(27 401.79587),(28 397.02234),(29 396.62704),(30 395.61334),(31 401.0048),(32 402.4546),(33 405.18665),(34 403.71115),(35 411.7087),(36 411.6693),(37 408.90567),(38 413.4168),(39 413.7981),(40 418.27054),(41 419.55475),(42 429.03818),(43 433.54617),(44 430.72513),(45 431.16388),(46 428.41647),(47 434.024),(48 438.25464),(49 439.423),(50 443.85266),(51 443.1625),(52 447.9258),(53 451.72668),(54 452.0639),(55 453.18225),(56 455.83612),(57 454.97186),(58 458.24265),(59 454.62775),(60 459.90726),(61 462.2905),(62 460.26718),(63 465.9215),(64 469.24158),(65 467.3354),(66 463.5116),(67 463.05548),(68 465.0617),(69 463.25806),(70 466.63412),(71 466.92822),(72 467.4655),(73 464.41064),(74 460.0468),(75 458.56503),(76 461.48276),(77 459.2603),(78 458.43048),(79 453.3436),
(1 194.4201),(2 253.84818),(3 286.39975),(4 307.91254),(5 319.39236),(6 337.51044),(7 351.392),(8 365.0753),(9 369.13556),(10 376.2275),(11 379.42584),(12 377.83038),(13 382.30618),(14 384.02823),(15 388.40576),(16 389.90027),(17 393.21478),(18 394.95148),(19 395.87433),(20 398.18396),(21 396.9137),(22 396.09372),(23 396.59756),(24 395.99475),(25 394.3159),(26 396.22018),(27 399.79874),(28 400.247),(29 396.885),(30 398.45383),(31 401.155),(32 403.31836),(33 404.2633),(34 404.46848),(35 403.83835),(36 404.4098),(37 404.1496),(38 402.9603),(39 399.15854),(40 400.62228),(41 399.86423),(42 405.01584),(43 413.02472),(44 411.7885),(45 417.0909),(46 418.78015),(47 423.83432),(48 428.12784),(49 429.79218),(50 433.03375),(51 428.99158),(52 431.1054),(53 436.35956),(54 436.5797),(55 438.59366),(56 437.4755),(57 439.0136),(58 440.42865),(59 443.8415),(60 449.48923),(61 450.48325),(62 451.473),(63 451.4543),(64 455.2451),(65 452.08835),(66 444.50153),(67 448.34433),(68 446.55737),(69 450.61682),(70 447.72037),(71 451.41394),(72 451.75754),(73 452.12802),(74 447.5759),(75 446.44348),(76 447.7451),(77 444.45856),(78 444.06607),(79 443.56924),
(1 187.91522),(2 246.79639),(3 278.49628),(4 298.72034),(5 314.86783),(6 327.523),(7 340.09262),(8 359.45206),(9 363.6515),(10 367.2565),(11 367.3308),(12 372.07468),(13 379.73242),(14 384.36487),(15 383.67615),(16 386.62814),(17 389.2008),(18 390.364),(19 391.09674),(20 393.79956),(21 389.58084),(22 387.8809),(23 388.8498),(24 385.66904),(25 384.6503),(26 386.71664),(27 391.3977),(28 392.73648),(29 392.22363),(30 390.51163),(31 396.3847),(32 399.91547),(33 404.03616),(34 401.26328),(35 402.60464),(36 403.99158),(37 403.20047),(38 407.22195),(39 408.95868),(40 410.17172),(41 406.67215),(42 410.14325),(43 422.24997),(44 424.00076),(45 426.65665),(46 428.06027),(47 433.21573),(48 436.57397),(49 435.6205),(50 437.76245),(51 436.88052),(52 437.66147),(53 441.3857),(54 440.12576),(55 443.38748),(56 440.03973),(57 438.59793),(58 443.2989),(59 444.73383),(60 446.7767),(61 446.37158),(62 444.28806),(63 443.7457),(64 448.03693),(65 443.02396),(66 434.10602),(67 433.806),(68 444.13782),(69 441.5529),(70 442.01407),(71 441.317),(72 444.57208),(73 445.3326),(74 439.49496),(75 439.4308),(76 437.2705),(77 435.88742),(78 435.71323),(79 436.80344),
(1 186.34908),(2 244.65758),(3 272.61264),(4 296.0136),(5 310.0041),(6 317.98868),(7 324.57562),(8 337.62402),(9 344.8691),(10 354.17487),(11 354.9358),(12 358.37442),(13 362.69177),(14 361.01263),(15 363.41467),(16 367.03616),(17 369.82773),(18 370.33035),(19 371.11557),(20 371.5011),(21 371.69952),(22 367.95767),(23 373.98843),(24 371.29724),(25 371.54984),(26 369.8959),(27 370.8867),(28 369.70486),(29 372.71036),(30 371.0027),(31 373.71942),(32 374.50626),(33 381.19135),(34 380.10553),(35 382.4111),(36 381.42245),(37 384.60086),(38 389.78967),(39 392.99142),(40 397.6841),(41 399.97766),(42 405.89413),(43 416.31134),(44 414.46024),(45 418.5302),(46 424.0479),(47 426.24072),(48 429.46005),(49 433.9719),(50 438.9712),(51 436.07394),(52 434.35825),(53 437.44742),(54 438.8294),(55 441.06097),(56 439.4597),(57 438.6151),(58 443.14798),(59 441.33435),(60 436.57672),(61 437.6978),(62 438.50827),(63 441.27298),(64 437.8106),(65 437.11313),(66 437.20026),(67 437.19717),(68 438.71793),(69 437.7479),(70 437.04465),(71 438.42902),(72 439.5168),(73 442.4918),(74 442.6823),(75 442.23035),(76 443.12637),(77 437.75446),(78 437.86505),(79 433.92896),
(1 186.37665),(2 244.32321),(3 274.65002),(4 295.79395),(5 305.84622),(6 315.47223),(7 322.52835),(8 339.35544),(9 349.05435),(10 355.69815),(11 360.1247),(12 359.93307),(13 361.44476),(14 364.14932),(15 369.2781),(16 370.1828),(17 369.4316),(18 371.40717),(19 374.39783),(20 373.51172),(21 371.93588),(22 370.7942),(23 377.5149),(24 379.73645),(25 378.0777),(26 379.99954),(27 377.74088),(28 376.70767),(29 377.05225),(30 373.4214),(31 375.11685),(32 375.8526),(33 373.57727),(34 375.44626),(35 376.07007),(36 377.9545),(37 376.86765),(38 384.13904),(39 384.13602),(40 388.68207),(41 392.7551),(42 395.34534),(43 396.70248),(44 395.81302),(45 400.59076),(46 409.93936),(47 417.06512),(48 414.79443),(49 418.76596),(50 419.15543),(51 416.8354),(52 419.12128),(53 425.96048),(54 427.7683),(55 430.17136),(56 427.62872),(57 423.61954),(58 424.95697),(59 425.80945),(60 425.03094),(61 425.33838),(62 429.26184),(63 426.42133),(64 426.70694),(65 429.7448),(66 422.94815),(67 420.99124),(68 420.74716),(69 418.46906),(70 418.02948),(71 417.6165),(72 415.49545),(73 417.1172),(74 413.99124),(75 412.7112),(76 410.4121),(77 410.92978),(78 409.8996),(79 408.74146),
(1 184.11882),(2 240.18176),(3 269.6002),(4 289.9924),(5 303.79352),(6 311.7375),(7 324.0077),(8 340.1933),(9 346.13425),(10 351.22272),(11 356.2911),(12 356.48364),(13 358.7077),(14 359.9813),(15 364.28702),(16 364.83585),(17 368.06436),(18 371.5017),(19 372.9341),(20 373.28387),(21 374.84323),(22 371.27667),(23 371.39362),(24 373.06586),(25 373.40094),(26 371.39798),(27 374.47028),(28 373.36865),(29 374.42966),(30 371.7223),(31 375.05066),(32 370.73447),(33 368.53525),(34 369.67972),(35 369.99854),(36 372.10883),(37 374.4088),(38 376.8454),(39 375.59784),(40 381.67114),(41 383.60718),(42 383.74017),(43 392.29886),(44 392.14114),(45 389.8896),(46 399.8222),(47 407.09628),(48 410.78305),(49 411.32776),(50 412.3668),(51 409.26706),(52 411.95633),(53 419.97678),(54 424.10303),(55 424.04684),(56 426.96402),(57 426.28348),(58 431.4358),(59 432.74115),(60 433.0446),(61 431.01013),(62 433.47858),(63 432.33878),(64 433.69385),(65 430.8904),(66 427.01492),(67 426.26578),(68 428.67624),(69 423.46924),(70 422.01572),(71 419.01672),(72 417.9081),(73 413.95013),(74 409.33585),(75 404.9423),(76 403.62344),(77 406.3454),(78 408.8816),(79 401.6264),
(1 180.44862),(2 233.09593),(3 261.05896),(4 279.97467),(5 294.1973),(6 302.78558),(7 313.06406),(8 330.407),(9 336.2536),(10 342.73148),(11 348.64926),(12 350.21402),(13 355.1246),(14 357.25183),(15 359.3317),(16 357.64066),(17 359.56027),(18 365.72452),(19 367.13834),(20 367.7743),(21 367.563),(22 363.75085),(23 364.86066),(24 365.69205),(25 365.50586),(26 363.9965),(27 366.74707),(28 364.7926),(29 366.8187),(30 367.62952),(31 369.03656),(32 369.57214),(33 370.44913),(34 368.6413),(35 370.22067),(36 371.92145),(37 372.27078),(38 379.47427),(39 378.42258),(40 379.48502),(41 377.07196),(42 377.27426),(43 379.22556),(44 378.3434),(45 382.15207),(46 385.34293),(47 388.7014),(48 392.14133),(49 392.66913),(50 394.88412),(51 392.6286),(52 397.14514),(53 403.1217),(54 404.45834),(55 405.2513),(56 409.79413),(57 406.94748),(58 409.13788),(59 409.28433),(60 406.59662),(61 405.5862),(62 407.38562),(63 411.12607),(64 409.8216),(65 412.0326),(66 413.45767),(67 414.12244),(68 418.09283),(69 418.54745),(70 422.27286),(71 424.84634),(72 423.97565),(73 422.92883),(74 420.8172),(75 418.20682),(76 415.22858),(77 410.56754),(78 417.8053),(79 419.23007),
(1 181.57584),(2 233.76175),(3 264.78598),(4 285.92282),(5 299.7671),(6 312.02243),(7 320.58047),(8 332.41132),(9 338.50046),(10 343.81522),(11 349.6641),(12 350.1871),(13 356.3402),(14 357.04828),(15 358.88596),(16 359.8222),(17 360.41946),(18 363.3598),(19 358.88638),(20 360.4924),(21 361.7654),(22 358.03824),(23 361.01462),(24 360.57758),(25 360.88678),(26 359.4609),(27 360.12466),(28 357.01913),(29 356.0502),(30 358.71622),(31 364.43747),(32 362.42023),(33 367.5015),(34 369.9794),(35 370.2505),(36 370.77777),(37 370.60925),(38 377.75037),(39 373.97745),(40 373.34235),(41 375.14163),(42 373.12186),(43 373.82477),(44 372.34464),(45 375.82202),(46 381.28372),(47 383.88977),(48 390.13715),(49 390.5954),(50 394.69107),(51 390.29443),(52 394.26828),(53 400.14612),(54 404.2076),(55 405.4201),(56 410.11697),(57 406.0478),(58 411.164),(59 408.60666),(60 406.93854),(61 409.48843),(62 412.07678),(63 415.275),(64 414.76117),(65 417.06577),(66 415.31235),(67 416.00623),(68 417.31674),(69 417.6521),(70 422.82407),(71 424.3904),(72 424.88916),(73 424.60406),(74 420.68692),(75 420.10532),(76 418.6021),(77 413.73312),(78 417.36496),(79 415.30698),
(1 177.53517),(2 233.58272),(3 259.6379),(4 278.7174),(5 298.15347),(6 308.7488),(7 312.73883),(8 324.47873),(9 327.7098),(10 334.52307),(11 336.74237),(12 337.45316),(13 341.25204),(14 339.9171),(15 342.10886),(16 341.13535),(17 341.5374),(18 343.37454),(19 341.91382),(20 342.17673),(21 346.1763),(22 346.62024),(23 350.15097),(24 351.44943),(25 351.58997),(26 349.86337),(27 351.0982),(28 354.28098),(29 355.4295),(30 355.30133),(31 355.5711),(32 355.7277),(33 360.13998),(34 363.16693),(35 364.7864),(36 363.9293),(37 363.27875),(38 369.58255),(39 368.1308),(40 372.91162),(41 368.42953),(42 368.4088),(43 372.0104),(44 370.98843),(45 371.3189),(46 376.73138),(47 377.1654),(48 383.22125),(49 382.43848),(50 384.60437),(51 380.5233),(52 382.02884),(53 388.46542),(54 390.34192),(55 392.54324),(56 397.44113),(57 399.30496),(58 399.97318),(59 399.313),(60 393.63),(61 394.05374),(62 395.49243),(63 393.45627),(64 397.9613),(65 396.09625),(66 393.48166),(67 390.1867),(68 396.35092),(69 398.34802),(70 397.97473),(71 401.26074),(72 403.34036),(73 400.84332),(74 397.46756),(75 396.95886),(76 393.26895),(77 389.828),(78 393.98013),(79 392.5251),
(1 176.30576),(2 228.15698),(3 254.13051),(4 273.17056),(5 288.49994),(6 299.5957),(7 305.0961),(8 313.8947),(9 317.37808),(10 320.03867),(11 325.83786),(12 326.81586),(13 334.56412),(14 336.19373),(15 339.4565),(16 339.46338),(17 342.00894),(18 347.58554),(19 343.17276),(20 344.9814),(21 345.16083),(22 346.61438),(23 349.86148),(24 351.40314),(25 349.47443),(26 348.12543),(27 347.76102),(28 350.9673),(29 354.23367),(30 352.4107),(31 355.0306),(32 355.974),(33 355.45987),(34 354.69263),(35 354.86255),(36 353.1182),(37 357.42947),(38 360.15518),(39 361.70087),(40 367.8523),(41 365.98932),(42 372.18106),(43 374.5145),(44 373.60596),(45 371.74667),(46 368.81808),(47 369.17215),(48 372.4957),(49 373.93552),(50 380.05765),(51 378.2542),(52 375.4149),(53 381.46414),(54 382.18753),(55 385.8108),(56 387.2331),(57 385.3789),(58 387.88785),(59 383.85257),(60 380.96408),(61 382.15433),(62 383.82455),(63 385.15662),(64 387.71988),(65 386.1061),(66 385.62787),(67 387.262),(68 389.68918),(69 387.68643),(70 386.4442),(71 383.64615),(72 382.08688),(73 379.40836),(74 377.14484),(75 381.17133),(76 381.48654),(77 378.70724),(78 377.2687),(79 380.36835),
(1 175.02492),(2 221.49733),(3 250.11855),(4 267.99176),(5 283.14365),(6 292.0574),(7 300.1706),(8 311.7501),(9 313.45325),(10 317.0287),(11 324.1365),(12 328.83316),(13 336.66302),(14 336.4823),(15 340.324),(16 345.4351),(17 346.32437),(18 352.4298),(19 349.9472),(20 345.08856),(21 348.31982),(22 353.91684),(23 356.93405),(24 355.91922),(25 353.91806),(26 351.89233),(27 352.0125),(28 353.66733),(29 353.21332),(30 353.273),(31 349.7152),(32 347.875),(33 350.9252),(34 348.72092),(35 351.2451),(36 350.001),(37 355.9679),(38 358.73248),(39 357.66006),(40 361.8109),(41 362.77084),(42 366.09866),(43 367.55057),(44 366.44824),(45 368.15225),(46 366.09235),(47 369.06897),(48 372.59625),(49 372.0494),(50 375.94852),(51 375.29935),(52 373.53506),(53 380.5206),(54 384.6857),(55 383.94208),(56 385.15887),(57 386.20404),(58 389.00266),(59 386.1604),(60 385.11514),(61 387.06604),(62 386.13388),(63 384.7495),(64 389.18967),(65 386.82278),(66 388.1615),(67 386.6999),(68 388.88464),(69 390.02002),(70 390.29904),(71 390.8156),(72 391.49768),(73 394.10797),(74 392.08484),(75 391.93408),(76 391.10257),(77 388.80353),(78 385.8459),(79 387.76593),
(1 171.02644),(2 219.79366),(3 252.03055),(4 269.67172),(5 280.89484),(6 290.38937),(7 297.2262),(8 312.8345),(9 318.66605),(10 327.49872),(11 326.77423),(12 332.5867),(13 333.89218),(14 338.66556),(15 340.25644),(16 341.0839),(17 342.9706),(18 346.16098),(19 344.07922),(20 340.6895),(21 340.85495),(22 340.8183),(23 340.0153),(24 338.11035),(25 338.01263),(26 340.02646),(27 339.52835),(28 340.82135),(29 337.88452),(30 337.2453),(31 335.77176),(32 338.35748),(33 339.10336),(34 337.29218),(35 341.5655),(36 343.70822),(37 346.74155),(38 351.41104),(39 348.92365),(40 346.27496),(41 350.49493),(42 353.5184),(43 351.58694),(44 355.25613),(45 353.99997),(46 354.67694),(47 355.4965),(48 357.0219),(49 357.74902),(50 360.30054),(51 360.72696),(52 359.40833),(53 364.57562),(54 369.5606),(55 371.06448),(56 368.4975),(57 367.8756),(58 371.36975),(59 372.26416),(60 374.57727),(61 373.1834),(62 372.10138),(63 372.46725),(64 369.4041),(65 371.67682),(66 372.19174),(67 372.9254),(68 377.18796),(69 380.69278),(70 384.89716),(71 382.14505),(72 385.00122),(73 386.53928),(74 380.94754),(75 377.3637),(76 379.86807),(77 378.28522),(78 379.1815),(79 379.993),
(1 170.75102),(2 221.655),(3 251.614),(4 268.45425),(5 284.60626),(6 295.46643),(7 298.11063),(8 315.20624),(9 320.19003),(10 329.33496),(11 333.06192),(12 335.49307),(13 336.31436),(14 337.0382),(15 339.06854),(16 339.27744),(17 342.0019),(18 346.48578),(19 345.38046),(20 343.26645),(21 339.7722),(22 339.16882),(23 338.44168),(24 340.09787),(25 336.81616),(26 337.8714),(27 334.95477),(28 334.3383),(29 335.78537),(30 335.2046),(31 338.1161),(32 340.8079),(33 339.91223),(34 338.93848),(35 343.20346),(36 346.86923),(37 348.67334),(38 356.75653),(39 358.27686),(40 353.49518),(41 355.21237),(42 355.9083),(43 357.26212),(44 358.0725),(45 354.20892),(46 353.5383),(47 356.42584),(48 354.30957),(49 354.32397),(50 358.27258),(51 361.33514),(52 366.37283),(53 369.54434),(54 374.85632),(55 376.1962),(56 378.8981),(57 378.99475),(58 380.19324),(59 378.6045),(60 377.13385),(61 376.80167),(62 374.32428),(63 371.70972),(64 368.92828),(65 368.51788),(66 368.58234),(67 374.0439),(68 380.39236),(69 381.46213),(70 383.21198),(71 383.3724),(72 382.9448),(73 380.82614),(74 376.17514),(75 377.21548),(76 379.23706),(77 376.95477),(78 379.63135),(79 379.4352),
