1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80120.06),(2 216411.8),(3 407789.34),(4 701719.7),(5 985827.8),(6 1287097.6),(7 1648004),(8 1994989),(9 2330686.5),(10 2710764.8),(11 3060194.8),(12 3384686.8),(13 3726406.3),(14 4049348.8),(15 4348848),(16 4681786.5),(17 5017947.5),(18 5311162),(19 5681136.5),(20 6096229.5),(21 6520672),(22 7045890.5),(23 7600447.5),(24 8136474),(25 8756471),(26 9427535),(27 10135456),(28 11002026),(29 11832800),(30 12629225),(31 13489179),(32 14402467),(33 15250984),(34 16210903),(35 17147934),(36 18048524),(37 19011562),(38 20028058),(39 20950142),(40 21856258),(41 22783054),(42 23608494),(43 24395552),(44 25322922),(45 26202378),(46 27085514),(47 28008694),(48 28843970),(49 29712954),(50 30743736),(51 31686352),(52 32726040),(53 34060080),(54 35329092),(55 36885760),(56 38683080),(57 40417412),(58 42374236),(59 44374390),(60 46251132),(61 48325540),(62 50453120),(63 52368400),(64 54520588),(65 56727004),(66 58775332),(67 60861492),(68 62826804),(69 64252492),(70 65734484),(71 67286840),(72 68697704),(73 70319800),(74 71872616),(75 73099290),(76 74409390),(77 75625610),(78 76544050),(79 77440024),
(1 85.674225),(2 103.089775),(3 115.18106),(4 121.52961),(5 126.45775),(6 132.49347),(7 138.2252),(8 141.17497),(9 143.78157),(10 144.52084),(11 146.612),(12 148.65958),(13 149.38522),(14 151.25093),(15 151.46016),(16 153.58197),(17 155.46358),(18 156.19604),(19 156.93062),(20 156.51022),(21 158.29398),(22 159.07834),(23 161.24188),(24 163.16751),(25 162.4534),(26 162.87733),(27 163.3866),(28 163.56654),(29 163.69476),(30 162.43297),(31 162.16818),(32 162.82166),(33 165.66542),(34 165.54617),(35 164.59854),(36 164.471),(37 165.43643),(38 167.26804),(39 168.00728),(40 170.3209),(41 170.20285),(42 172.27052),(43 173.91643),(44 174.26817),(45 174.64),(46 172.53528),(47 174.00258),(48 175.70804),(49 177.77188),(50 177.44469),(51 177.14731),(52 178.54424),(53 179.79259),(54 181.31587),(55 179.79955),(56 179.52455),(57 180.9838),(58 183.8138),(59 182.75111),(60 181.63438),(61 184.37552),(62 184.7205),(63 186.16428),(64 186.20375),(65 186.00131),(66 187.10336),(67 189.2849),(68 188.2058),(69 187.04195),(70 185.86739),(71 185.25441),(72 185.12106),(73 187.4953),(74 188.05681),(75 189.02191),(76 188.91905),(77 189.4602),(78 190.47821),(79 191.96721),
(1 84.80735),(2 102.746925),(3 114.19387),(4 121.03688),(5 127.01858),(6 130.9551),(7 134.41528),(8 141.43864),(9 143.21242),(10 146.63971),(11 148.31813),(12 150.49567),(13 150.47566),(14 151.26605),(15 153.85872),(16 154.77997),(17 156.30815),(18 158.14696),(19 159.2171),(20 158.02022),(21 157.61932),(22 159.23282),(23 160.1157),(24 160.08635),(25 160.53102),(26 160.38881),(27 161.30989),(28 162.04385),(29 161.68274),(30 163.52444),(31 163.87737),(32 164.12302),(33 165.46814),(34 167.97646),(35 168.82184),(36 169.22232),(37 169.32588),(38 171.53198),(39 169.5575),(40 171.55775),(41 172.8261),(42 172.32571),(43 173.90944),(44 175.55241),(45 174.68105),(46 172.24565),(47 174.08476),(48 172.65736),(49 172.26744),(50 174.83061),(51 173.7894),(52 175.10384),(53 175.79431),(54 176.399),(55 176.87794),(56 177.21751),(57 180.03001),(58 181.30232),(59 180.1717),(60 180.96973),(61 181.83086),(62 180.43884),(63 181.01369),(64 182.93655),(65 182.93703),(66 185.45682),(67 186.45566),(68 187.09071),(69 185.20453),(70 185.84883),(71 184.60167),(72 183.43434),(73 185.16463),(74 181.7464),(75 184.98286),(76 183.77429),(77 185.35274),(78 186.8616),(79 187.71619),
(1 84.58715),(2 103.19784),(3 115.74236),(4 124.08191),(5 129.26352),(6 134.24403),(7 139.5683),(8 144.67734),(9 148.39435),(10 153.13762),(11 153.06546),(12 155.40251),(13 155.84877),(14 156.7523),(15 156.11906),(16 157.68204),(17 158.96127),(18 161.25269),(19 161.15504),(20 161.46733),(21 160.5852),(22 164.17088),(23 164.76364),(24 163.27647),(25 163.78491),(26 163.88753),(27 164.37773),(28 164.52429),(29 164.7105),(30 165.27913),(31 165.08267),(32 167.9943),(33 168.76247),(34 167.7733),(35 167.62555),(36 168.69731),(37 170.65465),(38 171.60799),(39 170.60718),(40 171.18155),(41 175.09032),(42 177.91324),(43 179.23311),(44 178.96579),(45 178.99704),(46 177.30177),(47 179.36948),(48 178.93538),(49 181.79591),(50 181.0467),(51 181.7336),(52 183.99713),(53 183.9309),(54 185.70154),(55 187.43805),(56 189.86726),(57 189.21356),(58 190.48967),(59 188.61469),(60 188.3451),(61 190.67427),(62 190.24367),(63 191.95961),(64 191.59926),(65 190.61928),(66 192.52782),(67 191.99252),(68 190.30031),(69 192.19038),(70 191.80432),(71 191.4969),(72 190.03061),(73 190.98288),(74 190.09396),(75 188.47765),(76 189.95367),(77 192.52338),(78 193.82048),(79 193.21211),
(1 81.533),(2 99.65796),(3 109.43873),(4 118.75542),(5 124.71894),(6 127.73036),(7 132.82712),(8 138.40897),(9 141.76581),(10 146.49284),(11 146.27457),(12 148.30194),(13 149.9582),(14 149.59941),(15 149.26643),(16 151.24129),(17 152.32346),(18 153.96886),(19 156.75871),(20 156.8459),(21 156.98663),(22 157.12572),(23 159.18793),(24 159.87021),(25 161.57535),(26 161.32512),(27 161.35687),(28 162.45796),(29 163.66263),(30 164.94466),(31 165.41518),(32 165.31369),(33 168.41995),(34 167.50197),(35 169.10405),(36 169.8031),(37 172.04834),(38 172.9456),(39 173.29524),(40 174.05516),(41 174.73895),(42 175.39064),(43 176.53046),(44 178.66278),(45 177.77196),(46 174.4931),(47 173.0251),(48 175.31668),(49 176.34605),(50 175.84639),(51 175.56699),(52 174.82666),(53 176.11023),(54 176.90027),(55 176.83145),(56 178.04666),(57 177.69922),(58 179.53896),(59 178.38855),(60 178.37668),(61 179.26552),(62 179.36964),(63 177.54228),(64 180.3545),(65 179.90776),(66 180.0856),(67 180.0058),(68 180.26962),(69 182.5591),(70 182.58777),(71 182.42513),(72 181.72067),(73 181.40936),(74 182.92737),(75 180.53276),(76 181.88261),(77 183.65828),(78 184.7015),(79 184.06631),
(1 82.088165),(2 100.89038),(3 109.48874),(4 118.19709),(5 124.0806),(6 129.69563),(7 133.998),(8 138.70906),(9 142.07912),(10 145.24728),(11 146.65736),(12 146.85753),(13 146.86018),(14 147.70824),(15 149.07019),(16 152.87003),(17 153.60123),(18 155.31812),(19 155.26624),(20 154.12839),(21 153.29947),(22 154.54816),(23 154.01593),(24 155.80351),(25 156.0732),(26 156.45294),(27 157.083),(28 158.10612),(29 158.5586),(30 158.89325),(31 159.50241),(32 158.05225),(33 158.68147),(34 159.63937),(35 159.2262),(36 160.14948),(37 162.85706),(38 163.76715),(39 165.16211),(40 165.16812),(41 166.109),(42 167.43198),(43 167.97458),(44 169.37271),(45 168.8947),(46 168.30081),(47 168.58856),(48 165.82635),(49 166.57199),(50 166.99898),(51 167.79826),(52 168.01332),(53 169.09323),(54 169.06285),(55 172.9743),(56 175.08235),(57 175.06715),(58 174.07465),(59 175.64507),(60 174.86034),(61 175.82489),(62 176.31802),(63 174.06529),(64 175.70598),(65 175.17154),(66 179.97125),(67 178.27353),(68 178.48743),(69 177.75424),(70 177.31844),(71 177.86073),(72 178.57585),(73 176.57869),(74 175.72774),(75 176.72316),(76 176.6225),(77 176.30891),(78 176.9875),(79 179.1854),
(1 82.475815),(2 99.421135),(3 109.720535),(4 116.96476),(5 122.75545),(6 126.93534),(7 132.56564),(8 136.89583),(9 140.2411),(10 142.4224),(11 144.269),(12 143.68411),(13 145.13693),(14 147.0084),(15 147.31027),(16 151.03886),(17 150.79976),(18 152.45139),(19 153.73828),(20 153.53535),(21 154.02725),(22 156.38878),(23 157.9472),(24 159.61163),(25 158.70995),(26 158.4546),(27 157.97362),(28 159.63966),(29 159.41203),(30 158.14972),(31 159.1027),(32 159.9216),(33 160.88737),(34 161.65768),(35 161.37561),(36 163.43137),(37 164.46626),(38 165.18974),(39 166.9422),(40 168.07747),(41 168.33954),(42 168.81703),(43 168.78564),(44 167.81534),(45 167.88702),(46 166.45316),(47 167.09738),(48 166.8425),(49 167.84726),(50 168.00163),(51 169.42386),(52 170.05795),(53 172.22343),(54 172.42773),(55 173.23239),(56 174.43211),(57 175.50014),(58 176.3464),(59 176.84679),(60 176.28497),(61 177.37172),(62 175.63043),(63 176.36597),(64 178.39784),(65 177.79233),(66 177.27391),(67 178.85846),(68 180.01395),(69 178.59824),(70 179.24289),(71 179.93266),(72 181.10571),(73 182.10376),(74 181.06007),(75 180.93651),(76 179.656),(77 180.51921),(78 182.68953),(79 182.7391),
(1 78.769936),(2 95.946434),(3 105.81679),(4 113.64972),(5 120.269424),(6 123.05009),(7 125.08339),(8 130.95154),(9 134.80983),(10 137.31615),(11 137.59221),(12 138.62796),(13 139.19942),(14 141.46022),(15 140.89188),(16 144.08926),(17 145.2202),(18 146.73726),(19 147.66873),(20 148.90463),(21 147.46875),(22 149.68105),(23 151.08992),(24 151.60939),(25 151.46107),(26 150.21754),(27 149.90488),(28 150.22966),(29 149.37083),(30 149.73824),(31 148.85228),(32 151.54752),(33 152.29614),(34 152.95778),(35 155.2126),(36 156.20204),(37 158.37723),(38 160.682),(39 161.05197),(40 162.26392),(41 162.23198),(42 163.1284),(43 165.1853),(44 165.43454),(45 165.19579),(46 164.55879),(47 165.74695),(48 164.22339),(49 165.78247),(50 166.54616),(51 166.63528),(52 164.9327),(53 166.0028),(54 166.56354),(55 168.67432),(56 169.4527),(57 169.17455),(58 169.6253),(59 170.03908),(60 169.53795),(61 168.14044),(62 167.6945),(63 167.93175),(64 169.14699),(65 169.22057),(66 168.76234),(67 168.83662),(68 171.3165),(69 169.20338),(70 169.60309),(71 169.9464),(72 168.93715),(73 170.47795),(74 169.9191),(75 169.21992),(76 169.17812),(77 170.29205),(78 170.35011),(79 170.68135),
(1 80.15668),(2 98.375),(3 108.23854),(4 116.09556),(5 121.64844),(6 125.60053),(7 128.84688),(8 133.27382),(9 136.13089),(10 138.91925),(11 139.83833),(12 139.81004),(13 141.652),(14 141.6806),(15 142.9433),(16 143.8367),(17 145.0311),(18 145.79752),(19 147.30708),(20 147.79576),(21 148.45999),(22 149.47406),(23 150.20895),(24 150.1518),(25 152.04317),(26 153.82281),(27 153.37932),(28 152.48747),(29 152.72856),(30 154.27919),(31 154.4242),(32 156.46637),(33 157.6462),(34 157.59782),(35 157.67326),(36 160.96153),(37 162.30849),(38 162.9082),(39 161.84502),(40 160.57355),(41 160.97826),(42 161.9115),(43 163.38367),(44 164.0821),(45 163.68657),(46 161.58522),(47 162.2805),(48 163.43388),(49 164.83754),(50 165.99907),(51 165.82733),(52 166.75081),(53 168.64047),(54 170.1329),(55 171.5976),(56 172.5524),(57 172.35266),(58 171.03033),(59 171.87071),(60 172.04071),(61 172.94205),(62 170.446),(63 172.19998),(64 172.88591),(65 171.62424),(66 172.59908),(67 173.76602),(68 173.63652),(69 173.97386),(70 174.2116),(71 174.83684),(72 175.78435),(73 176.81937),(74 176.80261),(75 178.55107),(76 176.43896),(77 178.58354),(78 180.31476),(79 180.97258),
(1 77.5564),(2 95.15449),(3 105.36372),(4 111.94894),(5 118.05723),(6 120.39793),(7 123.233315),(8 127.75404),(9 129.25778),(10 130.58247),(11 133.50916),(12 134.29083),(13 136.46046),(14 138.30507),(15 138.64935),(16 140.89793),(17 141.97762),(18 142.82347),(19 142.94035),(20 143.5909),(21 144.52441),(22 143.51564),(23 146.21088),(24 145.73889),(25 147.87468),(26 148.82108),(27 147.01883),(28 147.36072),(29 146.7427),(30 148.10999),(31 148.08588),(32 148.69511),(33 148.73492),(34 149.98415),(35 151.10023),(36 153.94008),(37 154.64735),(38 156.16203),(39 155.67244),(40 155.42703),(41 154.5736),(42 156.09404),(43 157.09561),(44 155.15593),(45 155.90178),(46 155.41306),(47 157.28078),(48 157.30125),(49 157.26634),(50 156.39792),(51 154.62527),(52 154.97447),(53 156.74432),(54 157.48244),(55 158.55806),(56 157.7642),(57 161.34306),(58 161.56241),(59 162.82997),(60 162.48952),(61 162.33203),(62 162.98196),(63 164.5577),(64 166.5351),(65 167.10683),(66 166.44511),(67 166.38385),(68 166.47247),(69 167.56462),(70 167.24683),(71 167.51599),(72 165.04076),(73 165.43927),(74 163.91785),(75 164.88084),(76 163.05734),(77 162.72469),(78 164.91339),(79 164.75267),
(1 76.92027),(2 93.08778),(3 103.33613),(4 110.58938),(5 116.53479),(6 121.62342),(7 124.8504),(8 127.87766),(9 130.31621),(10 134.17052),(11 136.7436),(12 137.8979),(13 139.73401),(14 142.10422),(15 141.84291),(16 145.45158),(17 148.14056),(18 148.36908),(19 149.57784),(20 149.08954),(21 149.02817),(22 148.97699),(23 149.60497),(24 149.0126),(25 147.68158),(26 150.4125),(27 148.76546),(28 148.35094),(29 149.50111),(30 148.70937),(31 149.03928),(32 149.2629),(33 148.84036),(34 151.62206),(35 153.54732),(36 154.2763),(37 156.5809),(38 157.5653),(39 156.24136),(40 157.56583),(41 158.5418),(42 159.63136),(43 160.27374),(44 159.93498),(45 159.71562),(46 160.29211),(47 161.20523),(48 160.02734),(49 161.71759),(50 161.45462),(51 161.24706),(52 163.54652),(53 165.12993),(54 165.12007),(55 165.49176),(56 167.30115),(57 168.78395),(58 168.85054),(59 169.42406),(60 170.16939),(61 170.53136),(62 170.75046),(63 171.4774),(64 171.45918),(65 171.41379),(66 171.53114),(67 171.95874),(68 172.97562),(69 171.08432),(70 171.25331),(71 171.80896),(72 169.76636),(73 170.54776),(74 170.83665),(75 171.4345),(76 172.35487),(77 173.2921),(78 173.54047),(79 174.01387),
(1 77.67999),(2 92.91696),(3 104.61937),(4 111.527596),(5 117.89257),(6 122.26173),(7 126.69649),(8 130.61752),(9 133.20001),(10 135.81998),(11 139.41295),(12 141.52026),(13 141.3559),(14 141.27432),(15 141.67073),(16 142.76479),(17 145.1852),(18 143.48386),(19 144.6255),(20 146.08134),(21 145.10927),(22 144.91919),(23 145.68285),(24 145.85616),(25 145.54272),(26 146.64746),(27 146.79636),(28 147.35919),(29 147.73314),(30 146.54802),(31 149.38243),(32 148.08096),(33 148.23543),(34 147.7055),(35 147.79445),(36 149.15207),(37 150.80838),(38 152.57639),(39 154.4893),(40 156.1484),(41 157.78763),(42 159.42253),(43 159.89609),(44 159.26392),(45 158.50882),(46 158.28972),(47 157.32892),(48 157.86377),(49 157.57584),(50 157.51662),(51 157.30945),(52 158.77202),(53 159.35965),(54 160.11188),(55 161.28578),(56 161.89142),(57 162.3818),(58 160.17863),(59 160.97136),(60 161.20047),(61 159.9934),(62 159.70488),(63 160.07463),(64 161.139),(65 161.27611),(66 163.11731),(67 162.89499),(68 164.52238),(69 164.46832),(70 163.68349),(71 165.28557),(72 165.74103),(73 164.87993),(74 166.6848),(75 168.1494),(76 166.96591),(77 168.30412),(78 168.96872),(79 170.19301),
(1 73.82588),(2 91.53651),(3 100.76111),(4 106.97342),(5 112.72991),(6 116.3725),(7 120.44068),(8 123.97871),(9 127.00237),(10 128.40161),(11 130.36339),(12 132.10849),(13 133.1062),(14 132.9418),(15 132.78725),(16 134.57574),(17 137.50613),(18 138.89088),(19 139.06339),(20 141.13928),(21 140.33365),(22 141.98831),(23 145.10185),(24 146.89664),(25 146.67685),(26 147.49933),(27 148.34291),(28 148.22694),(29 146.00893),(30 145.27162),(31 145.49174),(32 146.98589),(33 146.06126),(34 149.33966),(35 149.79568),(36 150.17189),(37 150.18774),(38 150.62604),(39 150.38171),(40 151.81265),(41 152.72813),(42 154.29391),(43 154.42038),(44 153.71265),(45 151.7389),(46 153.16096),(47 153.66533),(48 155.15474),(49 153.41667),(50 154.135),(51 155.71739),(52 155.51886),(53 157.13052),(54 156.67241),(55 155.89539),(56 158.7183),(57 159.54088),(58 158.62238),(59 159.55592),(60 160.0772),(61 160.87065),(62 161.01015),(63 163.19801),(64 162.41002),(65 164.71156),(66 165.36133),(67 164.64726),(68 166.25879),(69 166.60378),(70 164.60034),(71 166.5315),(72 165.43803),(73 165.38434),(74 165.28494),(75 167.73376),(76 166.45662),(77 167.78046),(78 167.98273),(79 168.85535),
(1 74.83032),(2 91.99804),(3 101.86245),(4 109.544815),(5 114.72376),(6 120.52917),(7 123.45111),(8 125.87796),(9 129.05524),(10 129.64705),(11 131.36708),(12 133.74597),(13 134.66577),(14 136.01588),(15 136.73714),(16 139.48724),(17 141.81758),(18 141.52176),(19 142.1131),(20 143.54636),(21 143.97562),(22 144.59494),(23 147.84962),(24 147.21176),(25 147.66542),(26 147.9393),(27 146.97438),(28 148.31146),(29 147.87344),(30 148.09099),(31 148.24362),(32 148.33229),(33 149.37892),(34 151.73022),(35 150.91045),(36 152.56323),(37 153.30821),(38 153.92981),(39 152.4264),(40 154.47865),(41 155.32562),(42 157.35165),(43 159.60405),(44 158.36589),(45 161.1393),(46 160.21548),(47 159.491),(48 161.22897),(49 159.79128),(50 159.92145),(51 160.86719),(52 159.24805),(53 160.63905),(54 160.23541),(55 159.60298),(56 161.7861),(57 161.70041),(58 162.23056),(59 164.36624),(60 163.85657),(61 164.80132),(62 164.73567),(63 165.28601),(64 164.47879),(65 163.8705),(66 164.33649),(67 164.0559),(68 165.26666),(69 165.88382),(70 165.49434),(71 166.6658),(72 167.13765),(73 168.01768),(74 167.16269),(75 170.08383),(76 168.94214),(77 170.78351),(78 172.64589),(79 173.45169),
(1 73.05447),(2 90.74719),(3 101.24299),(4 109.85271),(5 116.85964),(6 122.01986),(7 125.5451),(8 128.01952),(9 130.96365),(10 130.83755),(11 131.59094),(12 133.70128),(13 135.01567),(14 135.86304),(15 136.65465),(16 137.45676),(17 139.20934),(18 138.62923),(19 139.29202),(20 141.22072),(21 141.60333),(22 142.01845),(23 144.30533),(24 142.65805),(25 143.71469),(26 144.16425),(27 145.43866),(28 145.73273),(29 143.96092),(30 143.67377),(31 144.51326),(32 145.62318),(33 144.45187),(34 144.56978),(35 144.30794),(36 145.89067),(37 147.20772),(38 147.47095),(39 149.73108),(40 151.10753),(41 152.27267),(42 153.81387),(43 156.28084),(44 155.60112),(45 155.53165),(46 155.2981),(47 156.30867),(48 156.94736),(49 157.7044),(50 157.75204),(51 157.5763),(52 156.94017),(53 158.90321),(54 160.01497),(55 160.51881),(56 161.68451),(57 161.7118),(58 162.66821),(59 164.1054),(60 163.95433),(61 162.61574),(62 160.75764),(63 162.89848),(64 162.54042),(65 163.01347),(66 163.60747),(67 164.0131),(68 164.14401),(69 165.00253),(70 165.15466),(71 166.45041),(72 164.74771),(73 164.48418),(74 163.86707),(75 165.27083),(76 164.32553),(77 165.48572),(78 166.71425),(79 167.9897),
(1 74.10258),(2 90.324165),(3 98.89057),(4 106.97941),(5 113.23325),(6 118.60044),(7 121.20439),(8 125.65688),(9 127.41661),(10 130.07921),(11 131.27208),(12 132.53017),(13 134.3452),(14 136.38358),(15 136.94145),(16 137.12909),(17 136.91463),(18 138.68683),(19 139.59065),(20 141.0343),(21 141.85861),(22 141.2481),(23 142.98679),(24 142.7108),(25 142.10674),(26 140.8478),(27 141.62807),(28 141.61546),(29 139.72864),(30 141.0216),(31 142.2834),(32 143.55269),(33 144.04814),(34 145.2164),(35 145.32994),(36 146.58784),(37 146.00537),(38 147.61263),(39 146.92494),(40 149.45804),(41 151.26773),(42 150.98772),(43 153.4538),(44 154.53816),(45 154.3182),(46 154.66927),(47 153.92393),(48 154.2307),(49 153.65073),(50 155.44714),(51 153.89745),(52 154.4262),(53 156.14626),(54 157.10341),(55 157.98845),(56 158.51932),(57 157.9265),(58 159.96326),(59 162.52335),(60 161.74939),(61 162.32687),(62 161.66791),(63 160.62186),(64 160.53355),(65 161.58589),(66 162.99281),(67 161.62389),(68 162.82542),(69 164.65749),(70 163.85007),(71 166.4575),(72 167.11548),(73 164.7876),(74 164.93898),(75 165.0788),(76 165.71811),(77 166.67966),(78 167.56569),(79 167.07925),
(1 74.01547),(2 89.62924),(3 99.065544),(4 106.90238),(5 112.64926),(6 117.7595),(7 120.80761),(8 125.20773),(9 128.3054),(10 128.66014),(11 131.31078),(12 132.22533),(13 132.29166),(14 134.27115),(15 135.25203),(16 137.02016),(17 138.74757),(18 140.19556),(19 141.664),(20 142.37941),(21 142.74382),(22 142.4291),(23 143.86517),(24 144.80048),(25 144.73442),(26 145.89386),(27 146.1551),(28 146.23965),(29 145.47418),(30 144.79482),(31 146.71513),(32 145.44225),(33 146.32405),(34 147.94931),(35 148.3731),(36 147.79456),(37 148.7158),(38 150.62886),(39 147.45834),(40 147.85854),(41 148.43263),(42 147.84549),(43 150.05154),(44 151.9559),(45 150.31467),(46 151.27763),(47 151.34242),(48 152.2763),(49 153.80779),(50 155.94127),(51 155.96378),(52 155.28714),(53 155.14812),(54 155.35919),(55 155.50928),(56 156.02606),(57 157.3884),(58 156.75603),(59 158.41429),(60 159.20973),(61 159.55554),(62 159.78285),(63 161.31895),(64 162.31702),(65 160.86252),(66 162.15875),(67 160.85529),(68 161.80092),(69 162.38248),(70 161.59978),(71 162.01959),(72 163.30421),(73 162.91736),(74 161.2292),(75 162.81927),(76 163.08717),(77 162.21614),(78 162.39128),(79 163.8347),
(1 71.997284),(2 87.50128),(3 95.40806),(4 102.253075),(5 108.36327),(6 112.870995),(7 115.59666),(8 118.53594),(9 121.330574),(10 122.502716),(11 124.09317),(12 124.95888),(13 125.38873),(14 126.99605),(15 127.982956),(16 128.6629),(17 129.48341),(18 129.87112),(19 130.85942),(20 131.97295),(21 131.03879),(22 132.61539),(23 134.34612),(24 134.4534),(25 134.14345),(26 133.75822),(27 134.41414),(28 133.97818),(29 132.62926),(30 133.78125),(31 134.60828),(32 135.85233),(33 137.14285),(34 138.4684),(35 139.15405),(36 139.86282),(37 140.80234),(38 141.7386),(39 141.07918),(40 143.17862),(41 142.86978),(42 144.31416),(43 144.80772),(44 147.5014),(45 147.26361),(46 147.54852),(47 148.50096),(48 149.54578),(49 149.95116),(50 151.46257),(51 151.01521),(52 149.14107),(53 151.9369),(54 152.34235),(55 151.4746),(56 151.58246),(57 152.7894),(58 152.85715),(59 153.48375),(60 154.58011),(61 155.6329),(62 154.64854),(63 154.27074),(64 154.19733),(65 155.29878),(66 155.20886),(67 155.62074),(68 155.71898),(69 153.29924),(70 153.96812),(71 154.54323),(72 154.83522),(73 156.1217),(74 155.00232),(75 154.59454),(76 154.52893),(77 155.36075),(78 155.89978),(79 155.9587),
(1 71.717514),(2 87.7365),(3 96.89904),(4 103.73656),(5 109.793495),(6 114.58476),(7 119.27212),(8 123.97701),(9 127.20484),(10 128.37723),(11 130.44516),(12 130.71846),(13 133.12503),(14 134.46281),(15 134.87871),(16 135.08984),(17 136.343),(18 136.11697),(19 137.19931),(20 137.85599),(21 138.00432),(22 138.0225),(23 138.9533),(24 139.73769),(25 140.33496),(26 140.27866),(27 140.45276),(28 141.21516),(29 139.74837),(30 140.29597),(31 139.77429),(32 140.4973),(33 141.21942),(34 140.65546),(35 141.14467),(36 142.31493),(37 143.7287),(38 144.22235),(39 145.91972),(40 147.55363),(41 146.51266),(42 147.78859),(43 147.44577),(44 147.93333),(45 148.74026),(46 149.56523),(47 149.3395),(48 148.67554),(49 148.3391),(50 147.90775),(51 148.11624),(52 148.05013),(53 150.15543),(54 150.62173),(55 151.22986),(56 152.13043),(57 153.8569),(58 153.87224),(59 153.27824),(60 152.93541),(61 152.33565),(62 153.29164),(63 152.76782),(64 152.6262),(65 152.19804),(66 152.07167),(67 152.14523),(68 152.9261),(69 152.70885),(70 152.4397),(71 153.75378),(72 153.42809),(73 153.54419),(74 153.76218),(75 154.1377),(76 156.43175),(77 156.0212),(78 155.71245),(79 155.2033),
