1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42341.215),(2 106031.77),(3 187498.2),(4 334413.94),(5 457536),(6 561103.1),(7 713420.8),(8 842559.7),(9 950493.3),(10 1118661),(11 1261395.5),(12 1364443.3),(13 1545466.6),(14 1663956.9),(15 1747325),(16 1891197),(17 2008959.9),(18 2084653.4),(19 2213228),(20 2299776.3),(21 2344918),(22 2431261.3),(23 2500110.5),(24 2567575),(25 2704037.5),(26 2781727.3),(27 2810967),(28 2885865.3),(29 2856628.3),(30 2842329.3),(31 2891229),(32 2926582),(33 2945759.3),(34 3024022.3),(35 3100941.3),(36 3157066.8),(37 3291659),(38 3426352.3),(39 3548850),(40 3728788.3),(41 3888046),(42 4045450),(43 4263612.5),(44 4477150.5),(45 4694108.5),(46 4993481),(47 5297154),(48 5588166),(49 5897877.5),(50 6115136),(51 6291810.5),(52 6515204.5),(53 6744616),(54 6957790.5),(55 7210856),(56 7414677.5),(57 7571718.5),(58 7757826.5),(59 7901765.5),(60 8032308.5),(61 8234576),(62 8426380),(63 8574485),(64 8757423),(65 8913925),(66 9027705),(67 9199450),(68 9372607),(69 9490606),(70 9630286),(71 9746984),(72 9794416),(73 9923972),(74 10052617),(75 10154375),(76 10330055),(77 10497743),(78 10651109),(79 10857039),
(1 82.950134),(2 97.31444),(3 103.98496),(4 108.871124),(5 114.06341),(6 116.39901),(7 118.87969),(8 122.28525),(9 123.703636),(10 124.97161),(11 126.54903),(12 126.44175),(13 125.69415),(14 125.046394),(15 127.84781),(16 128.72408),(17 129.27559),(18 130.11821),(19 130.79573),(20 131.67398),(21 132.22948),(22 131.77382),(23 133.50328),(24 133.32935),(25 133.76831),(26 133.34473),(27 134.77292),(28 133.95753),(29 133.98804),(30 133.8991),(31 134.5368),(32 137.18831),(33 136.71698),(34 138.53416),(35 138.65837),(36 139.21407),(37 137.8516),(38 140.71022),(39 141.36919),(40 142.50607),(41 142.33525),(42 142.47781),(43 140.594),(44 141.12495),(45 140.35103),(46 141.36263),(47 140.72841),(48 140.95425),(49 141.31464),(50 143.92622),(51 144.78328),(52 144.2155),(53 144.61697),(54 143.49718),(55 144.49211),(56 144.6357),(57 145.30466),(58 147.44644),(59 147.3941),(60 147.85164),(61 146.75789),(62 145.92068),(63 146.55183),(64 146.89148),(65 146.8639),(66 147.3099),(67 147.11232),(68 148.37907),(69 149.19893),(70 149.13216),(71 149.73662),(72 149.63344),(73 149.77892),(74 150.83293),(75 151.03299),(76 151.79343),(77 151.17928),(78 151.33812),(79 151.97658),
(1 81.63315),(2 96.373764),(3 102.6496),(4 107.41396),(5 111.791565),(6 113.05967),(7 115.52865),(8 120.56038),(9 121.11155),(10 122.580215),(11 122.82357),(12 123.141685),(13 124.337296),(14 124.474014),(15 126.93624),(16 127.360794),(17 128.09459),(18 130.31197),(19 130.09329),(20 130.26712),(21 131.34895),(22 131.68457),(23 132.10703),(24 133.94669),(25 133.84454),(26 134.36131),(27 135.76572),(28 136.82477),(29 137.72574),(30 138.77213),(31 138.0544),(32 138.84146),(33 138.34714),(34 139.86502),(35 140.51582),(36 141.55188),(37 142.47841),(38 143.28833),(39 143.80913),(40 146.53362),(41 146.1892),(42 145.57541),(43 143.76073),(44 144.1099),(45 143.10788),(46 143.31737),(47 143.08408),(48 143.68774),(49 143.93402),(50 144.97873),(51 145.7286),(52 147.69211),(53 147.73828),(54 146.66716),(55 145.41223),(56 145.61794),(57 145.71751),(58 146.4111),(59 147.15858),(60 145.56865),(61 145.98624),(62 148.2248),(63 147.8404),(64 149.12334),(65 148.7671),(66 150.63351),(67 149.95604),(68 150.27791),(69 152.71762),(70 153.97736),(71 152.14525),(72 153.94049),(73 153.82346),(74 153.61946),(75 154.7239),(76 155.23349),(77 156.74313),(78 156.00314),(79 156.19778),
(1 80.69363),(2 94.94644),(3 102.2765),(4 106.28744),(5 111.93148),(6 115.09415),(7 115.81723),(8 120.17548),(9 120.81788),(10 122.11738),(11 122.59456),(12 122.966705),(13 125.042755),(14 126.06635),(15 127.92693),(16 129.31732),(17 129.39023),(18 129.32745),(19 129.41823),(20 130.03871),(21 131.06499),(22 131.97491),(23 131.92441),(24 131.54112),(25 132.62514),(26 132.62088),(27 134.65556),(28 133.91345),(29 134.38559),(30 134.4316),(31 133.48737),(32 135.5431),(33 133.38678),(34 135.77649),(35 137.08728),(36 136.03253),(37 136.00618),(38 137.80237),(39 138.39961),(40 138.43762),(41 137.30226),(42 137.6869),(43 136.0325),(44 137.63454),(45 138.23103),(46 137.60214),(47 138.87445),(48 138.56287),(49 137.94847),(50 139.62416),(51 140.62726),(52 141.17657),(53 141.64317),(54 141.72249),(55 140.06976),(56 141.47682),(57 140.38948),(58 143.11311),(59 143.27464),(60 143.39983),(61 143.12883),(62 143.19374),(63 142.89964),(64 143.74013),(65 142.09914),(66 143.72528),(67 145.0846),(68 146.19893),(69 145.71144),(70 145.32158),(71 145.25494),(72 145.95926),(73 145.45036),(74 146.22192),(75 146.9867),(76 145.87355),(77 147.7028),(78 147.66115),(79 146.78316),
(1 78.37059),(2 93.21932),(3 100.07027),(4 105.428635),(5 109.27987),(6 111.41353),(7 113.6759),(8 118.88212),(9 118.48076),(10 118.975975),(11 120.77061),(12 121.59889),(13 122.13918),(14 122.34007),(15 123.5412),(16 124.76751),(17 125.627625),(18 127.23643),(19 126.883125),(20 126.42139),(21 127.14418),(22 127.40646),(23 127.956764),(24 128.18353),(25 129.94936),(26 129.17856),(27 130.40353),(28 131.16481),(29 131.1429),(30 130.42896),(31 130.71172),(32 131.80217),(33 132.51701),(34 132.43237),(35 134.1224),(36 132.7479),(37 133.40009),(38 134.11322),(39 134.84917),(40 134.17577),(41 133.84981),(42 135.42455),(43 133.12404),(44 133.24727),(45 135.41713),(46 133.73865),(47 135.01326),(48 134.2602),(49 136.02336),(50 136.14294),(51 136.40515),(52 137.2016),(53 137.35896),(54 137.32848),(55 137.24638),(56 139.73288),(57 140.69511),(58 140.7051),(59 140.89037),(60 140.0891),(61 141.45834),(62 141.57367),(63 141.80122),(64 142.70439),(65 141.71072),(66 142.40327),(67 141.21002),(68 142.90045),(69 143.8026),(70 144.1529),(71 144.43294),(72 144.567),(73 145.37524),(74 144.2886),(75 144.8193),(76 146.49487),(77 145.48991),(78 144.18225),(79 144.77646),
(1 78.6503),(2 91.342636),(3 97.49593),(4 102.29807),(5 106.26778),(6 107.22644),(7 110.165985),(8 114.824646),(9 115.30676),(10 116.906975),(11 116.93139),(12 118.220825),(13 119.09194),(14 120.53378),(15 119.92762),(16 122.2157),(17 123.197014),(18 123.15113),(19 124.907326),(20 123.36341),(21 123.32375),(22 123.82278),(23 125.01501),(24 125.16576),(25 126.53071),(26 126.70367),(27 128.01225),(28 127.59194),(29 127.81907),(30 128.05185),(31 128.54933),(32 130.27086),(33 131.704),(34 133.45454),(35 133.57109),(36 132.23842),(37 133.41014),(38 133.6167),(39 135.76369),(40 136.53383),(41 136.95),(42 137.39716),(43 137.06424),(44 137.3241),(45 139.0126),(46 137.26941),(47 137.33723),(48 137.10019),(49 139.23819),(50 138.55548),(51 138.6153),(52 138.19289),(53 139.36797),(54 137.91689),(55 137.76398),(56 139.65395),(57 138.54832),(58 139.82474),(59 139.93205),(60 139.94963),(61 140.78334),(62 140.86671),(63 141.74403),(64 141.38788),(65 140.66649),(66 141.90558),(67 141.6354),(68 141.82358),(69 141.57417),(70 140.83083),(71 142.91849),(72 143.2131),(73 145.1053),(74 146.10147),(75 144.54787),(76 145.53429),(77 146.39456),(78 146.59561),(79 145.28143),
(1 77.63455),(2 91.20426),(3 98.03617),(4 102.55778),(5 106.46501),(6 108.47405),(7 109.85308),(8 115.97864),(9 116.31233),(10 117.58164),(11 118.59144),(12 119.270035),(13 120.23267),(14 120.727974),(15 122.48589),(16 122.24682),(17 124.5668),(18 124.22278),(19 123.979),(20 123.709946),(21 123.42348),(22 122.73462),(23 123.96503),(24 124.33566),(25 124.77181),(26 124.6047),(27 125.72066),(28 124.94022),(29 125.6853),(30 126.32376),(31 126.67624),(32 127.011215),(33 127.485886),(34 128.11444),(35 128.5652),(36 129.0472),(37 130.45126),(38 130.15018),(39 130.98007),(40 132.77626),(41 132.70163),(42 131.55241),(43 132.1712),(44 131.46323),(45 133.98375),(46 134.53915),(47 133.5978),(48 133.2232),(49 135.02675),(50 135.42581),(51 135.75099),(52 135.11794),(53 137.03542),(54 137.05856),(55 136.79501),(56 137.85397),(57 137.33533),(58 137.53604),(59 137.56557),(60 136.58618),(61 135.48724),(62 135.57535),(63 136.06175),(64 135.68422),(65 136.75783),(66 136.59264),(67 136.78442),(68 137.81639),(69 138.65053),(70 138.20935),(71 138.6194),(72 138.79102),(73 140.24036),(74 141.19168),(75 140.02844),(76 139.08546),(77 140.28448),(78 140.30724),(79 139.6059),
(1 75.799545),(2 89.359886),(3 96.50479),(4 100.641975),(5 105.02973),(6 105.63608),(7 109.231964),(8 112.575226),(9 115.69666),(10 116.562065),(11 117.315796),(12 117.10906),(13 119.006454),(14 120.39867),(15 120.971375),(16 121.564064),(17 122.44069),(18 122.32254),(19 122.68307),(20 123.44812),(21 122.19335),(22 122.246185),(23 123.178085),(24 122.56627),(25 124.563484),(26 125.89715),(27 126.75621),(28 126.99066),(29 127.49723),(30 126.594795),(31 127.67987),(32 128.07034),(33 127.35421),(34 127.6849),(35 128.96405),(36 129.52306),(37 130.0576),(38 130.74226),(39 132.31375),(40 130.70563),(41 132.19878),(42 131.43234),(43 131.44278),(44 129.79895),(45 131.03079),(46 131.28358),(47 131.22578),(48 131.11061),(49 131.36157),(50 131.69911),(51 133.38617),(52 133.7035),(53 133.57721),(54 133.64171),(55 135.43373),(56 135.31042),(57 134.74861),(58 135.88536),(59 136.1361),(60 135.64522),(61 135.35104),(62 135.9618),(63 136.01431),(64 136.3929),(65 138.08884),(66 137.04375),(67 136.9783),(68 139.60063),(69 139.44406),(70 139.83052),(71 139.6503),(72 140.0625),(73 140.85796),(74 140.25995),(75 141.18343),(76 139.94518),(77 140.34993),(78 139.91347),(79 138.73729),
(1 74.41631),(2 87.3689),(3 93.38967),(4 97.397415),(5 102.341034),(6 104.78862),(7 107.830734),(8 110.96984),(9 111.42159),(10 112.36294),(11 112.5983),(12 112.57557),(13 113.69829),(14 114.4759),(15 115.73442),(16 116.7455),(17 117.92682),(18 118.24691),(19 117.8154),(20 118.62262),(21 117.49914),(22 118.534325),(23 118.2059),(24 118.643135),(25 118.08086),(26 118.592636),(27 120.39501),(28 119.50874),(29 120.40786),(30 119.7388),(31 120.030205),(32 122.36735),(33 122.732216),(34 125.59723),(35 125.951805),(36 125.02556),(37 125.629364),(38 127.13001),(39 129.1163),(40 128.55283),(41 129.28195),(42 129.89372),(43 129.8673),(44 129.3299),(45 130.30168),(46 130.4547),(47 130.89023),(48 131.07756),(49 131.40274),(50 131.5591),(51 131.79608),(52 131.10661),(53 131.14351),(54 130.3588),(55 130.79541),(56 130.24658),(57 131.45357),(58 132.54814),(59 133.77597),(60 132.90407),(61 132.59514),(62 133.48225),(63 133.60547),(64 133.40367),(65 134.5857),(66 135.02821),(67 134.1896),(68 135.0859),(69 135.43605),(70 135.8554),(71 135.61966),(72 137.3875),(73 136.77519),(74 137.8446),(75 137.54152),(76 138.28796),(77 139.08685),(78 139.99461),(79 139.94946),
(1 76.7017),(2 88.44759),(3 96.278854),(4 100.85163),(5 104.704704),(6 106.4133),(7 107.95645),(8 113.10841),(9 112.15895),(10 113.99753),(11 112.94831),(12 113.864235),(13 114.89253),(14 114.91675),(15 116.238014),(16 117.92063),(17 118.39692),(18 118.542496),(19 119.30444),(20 119.64468),(21 119.648895),(22 118.97411),(23 120.4771),(24 120.36696),(25 120.77859),(26 122.28892),(27 122.31807),(28 120.96846),(29 121.164955),(30 121.98811),(31 121.41117),(32 122.57684),(33 123.57095),(34 123.479996),(35 122.71285),(36 122.816246),(37 123.620636),(38 123.55614),(39 124.00165),(40 123.662926),(41 123.8159),(42 124.431656),(43 126.4957),(44 125.92624),(45 126.44936),(46 126.108604),(47 127.586205),(48 127.68769),(49 128.31244),(50 129.27884),(51 129.42267),(52 129.11072),(53 130.17375),(54 129.53342),(55 130.93405),(56 130.46263),(57 130.2598),(58 130.85205),(59 130.30518),(60 131.67126),(61 132.86095),(62 131.2375),(63 132.26341),(64 131.31824),(65 131.08044),(66 132.66501),(67 131.64899),(68 131.98163),(69 131.90018),(70 132.52034),(71 133.79697),(72 134.6775),(73 134.50497),(74 134.69753),(75 136.01784),(76 135.4678),(77 135.77065),(78 135.09947),(79 135.0134),
(1 73.96696),(2 86.81251),(3 94.39057),(4 97.91503),(5 101.38269),(6 103.083115),(7 106.179855),(8 110.13908),(9 110.67265),(10 112.59657),(11 112.51044),(12 112.81602),(13 114.2483),(14 115.24531),(15 115.74728),(16 116.606255),(17 117.29995),(18 118.11363),(19 118.33991),(20 118.71871),(21 119.30812),(22 118.4799),(23 119.09826),(24 118.64257),(25 119.702095),(26 120.30642),(27 121.575836),(28 122.24352),(29 122.70352),(30 124.138),(31 123.60912),(32 124.93114),(33 123.897835),(34 124.332184),(35 122.952995),(36 124.06097),(37 122.510155),(38 124.46062),(39 124.52599),(40 124.36444),(41 125.43133),(42 125.17562),(43 126.107285),(44 125.06128),(45 125.04361),(46 125.33463),(47 125.402756),(48 124.85931),(49 124.896454),(50 125.49763),(51 126.57021),(52 126.60192),(53 127.336945),(54 128.33636),(55 129.39035),(56 128.57654),(57 128.22562),(58 129.67834),(59 129.9581),(60 130.65608),(61 130.45192),(62 129.51631),(63 130.2718),(64 128.9563),(65 129.65448),(66 131.028),(67 131.71252),(68 132.40544),(69 132.8309),(70 133.64134),(71 134.32658),(72 136.2473),(73 135.99722),(74 135.9812),(75 136.14261),(76 135.3597),(77 135.53293),(78 134.854),(79 135.85971),
(1 73.832504),(2 87.27046),(3 92.93759),(4 98.48118),(5 101.87019),(6 104.23277),(7 106.05593),(8 109.89077),(9 109.929016),(10 111.88365),(11 111.99805),(12 112.57519),(13 113.686646),(14 113.71673),(15 114.53104),(16 116.65863),(17 118.388245),(18 118.70216),(19 118.02421),(20 118.361916),(21 118.52629),(22 118.9554),(23 118.854935),(24 118.95314),(25 119.63367),(26 118.6669),(27 120.232185),(28 121.59833),(29 122.5359),(30 122.4499),(31 123.031166),(32 124.044106),(33 123.20127),(34 123.68011),(35 123.892815),(36 124.01375),(37 124.381836),(38 126.374725),(39 126.12869),(40 126.662),(41 128.34525),(42 127.99268),(43 127.57059),(44 128.86584),(45 129.59503),(46 129.93901),(47 129.1426),(48 130.02928),(49 130.07341),(50 129.65186),(51 129.63394),(52 129.47084),(53 129.94118),(54 129.8178),(55 131.17082),(56 130.76736),(57 129.56435),(58 130.53236),(59 129.58769),(60 130.55911),(61 130.92015),(62 132.23584),(63 133.28378),(64 132.49028),(65 133.47525),(66 133.4828),(67 133.17055),(68 134.5493),(69 134.14375),(70 134.12201),(71 134.4559),(72 135.4984),(73 135.89966),(74 135.93279),(75 136.04105),(76 136.84901),(77 136.88376),(78 135.70042),(79 136.20686),
(1 72.83085),(2 86.40204),(3 92.79659),(4 96.8262),(5 98.8817),(6 101.62451),(7 103.199265),(8 105.75866),(9 105.62767),(10 106.08038),(11 108.152435),(12 110.308685),(13 111.03634),(14 111.93317),(15 111.34186),(16 111.85902),(17 113.12767),(18 112.89202),(19 112.843),(20 112.84464),(21 112.98766),(22 113.63466),(23 113.59235),(24 113.017494),(25 114.44916),(26 114.4769),(27 115.70692),(28 116.194695),(29 116.974495),(30 116.308334),(31 115.89352),(32 116.62702),(33 116.64431),(34 118.37007),(35 118.69354),(36 118.07524),(37 118.2097),(38 118.75797),(39 119.192955),(40 119.97128),(41 119.78955),(42 120.40394),(43 120.23957),(44 121.958984),(45 122.64715),(46 121.03662),(47 120.81175),(48 120.147354),(49 122.76718),(50 122.95667),(51 122.600945),(52 122.45238),(53 123.79475),(54 123.73722),(55 123.91104),(56 122.30527),(57 121.51009),(58 122.120766),(59 122.46803),(60 122.59313),(61 123.65228),(62 123.63834),(63 124.06344),(64 123.67125),(65 124.02401),(66 125.22778),(67 124.09652),(68 125.82198),(69 127.45292),(70 127.337906),(71 126.6173),(72 127.658424),(73 127.91926),(74 127.12993),(75 128.15439),(76 128.53679),(77 129.41583),(78 131.06288),(79 131.26205),
(1 71.0615),(2 84.941414),(3 91.14802),(4 94.44085),(5 97.74467),(6 98.97376),(7 101.4895),(8 104.440956),(9 105.96223),(10 107.12244),(11 107.94558),(12 109.31211),(13 110.21376),(14 110.42439),(15 110.05836),(16 111.45989),(17 112.59338),(18 113.03575),(19 113.03631),(20 111.28858),(21 111.951706),(22 113.56559),(23 114.38384),(24 114.0769),(25 115.072365),(26 114.585),(27 116.35052),(28 116.1789),(29 118.12458),(30 117.06838),(31 117.44776),(32 117.97544),(33 118.83623),(34 118.96657),(35 118.65795),(36 117.76995),(37 118.46123),(38 118.96124),(39 119.49409),(40 119.23162),(41 119.764305),(42 121.30232),(43 120.767555),(44 122.66938),(45 123.244225),(46 123.32911),(47 122.522804),(48 121.91327),(49 122.70376),(50 123.027985),(51 123.371284),(52 123.93234),(53 125.00961),(54 125.477806),(55 125.75287),(56 125.22562),(57 125.51466),(58 125.66111),(59 125.7749),(60 126.07267),(61 127.9479),(62 127.11802),(63 128.37486),(64 128.81837),(65 127.94284),(66 129.30217),(67 128.73961),(68 130.71162),(69 130.62567),(70 131.71574),(71 131.78128),(72 131.46756),(73 131.81172),(74 131.08002),(75 130.84692),(76 130.54025),(77 132.44937),(78 130.91959),(79 131.87196),
(1 72.064926),(2 85.693596),(3 91.309616),(4 94.2098),(5 98.264786),(6 99.73545),(7 101.56445),(8 103.53826),(9 105.74127),(10 106.93865),(11 108.75899),(12 109.43049),(13 109.105415),(14 110.29577),(15 110.932),(16 112.22539),(17 113.5498),(18 114.34827),(19 113.77774),(20 115.17753),(21 114.620735),(22 115.42792),(23 114.96069),(24 113.65948),(25 113.805016),(26 114.45284),(27 115.0056),(28 115.29932),(29 115.10424),(30 113.82713),(31 115.48955),(32 116.61821),(33 116.56514),(34 117.68583),(35 117.77464),(36 118.61661),(37 118.966324),(38 119.77519),(39 120.03854),(40 120.486626),(41 121.003204),(42 121.92067),(43 122.32317),(44 122.84204),(45 123.20329),(46 122.96108),(47 123.408066),(48 123.495384),(49 124.05496),(50 125.50422),(51 125.67504),(52 126.378654),(53 124.95693),(54 125.730934),(55 126.04943),(56 124.10299),(57 125.02629),(58 126.43454),(59 126.842545),(60 126.45886),(61 127.05051),(62 126.10816),(63 125.24102),(64 126.912346),(65 125.970634),(66 127.47963),(67 128.17181),(68 129.70694),(69 129.1109),(70 127.92363),(71 129.21507),(72 129.87988),(73 129.65796),(74 130.19693),(75 129.96893),(76 129.26169),(77 130.65276),(78 131.71935),(79 131.54932),
(1 69.92873),(2 83.112724),(3 88.764),(4 93.3283),(5 96.1081),(6 98.482574),(7 100.1456),(8 102.540115),(9 103.29208),(10 104.78165),(11 104.792755),(12 107.46637),(13 107.56481),(14 108.51558),(15 108.93472),(16 108.90378),(17 109.98588),(18 111.13185),(19 111.52678),(20 112.20486),(21 112.21839),(22 112.93327),(23 112.94306),(24 112.386185),(25 113.37438),(26 113.848526),(27 115.11371),(28 115.55679),(29 114.74947),(30 114.77432),(31 114.670006),(32 115.31005),(33 115.88101),(34 115.7061),(35 117.65709),(36 117.4164),(37 119.00105),(38 119.80883),(39 120.29052),(40 119.89914),(41 118.707016),(42 118.55487),(43 119.05134),(44 119.47208),(45 118.79983),(46 117.37668),(47 116.78875),(48 117.891945),(49 119.15139),(50 119.49428),(51 119.8895),(52 120.33129),(53 120.04384),(54 120.38183),(55 119.96836),(56 120.19041),(57 119.25848),(58 118.27032),(59 118.68799),(60 119.86225),(61 120.9311),(62 121.42859),(63 122.639435),(64 123.15812),(65 123.60574),(66 123.75086),(67 123.9867),(68 125.13968),(69 125.690994),(70 125.05972),(71 125.36811),(72 125.42267),(73 124.00035),(74 124.59744),(75 124.49525),(76 124.53497),(77 125.24241),(78 126.428604),(79 126.95187),
(1 68.3883),(2 80.8484),(3 86.62447),(4 90.61758),(5 94.15881),(6 95.82004),(7 98.24781),(8 101.85312),(9 102.197784),(10 104.27433),(11 104.839775),(12 106.35939),(13 106.70927),(14 107.806076),(15 106.958336),(16 107.94701),(17 109.30521),(18 111.05043),(19 110.50413),(20 110.565956),(21 110.29735),(22 110.63219),(23 112.131165),(24 111.46163),(25 111.386024),(26 112.13866),(27 112.81986),(28 113.55244),(29 113.54445),(30 113.150826),(31 114.48685),(32 112.91027),(33 112.71174),(34 114.022606),(35 115.518486),(36 115.40896),(37 116.09301),(38 117.53537),(39 118.35614),(40 118.82828),(41 118.35653),(42 118.80444),(43 119.18199),(44 120.75742),(45 119.76966),(46 119.08496),(47 120.06263),(48 119.374855),(49 119.582146),(50 121.08064),(51 121.10274),(52 121.29961),(53 121.96619),(54 122.27209),(55 122.61556),(56 123.3994),(57 124.19041),(58 124.25647),(59 125.45026),(60 125.38785),(61 125.418396),(62 125.75287),(63 126.36532),(64 126.53114),(65 124.882545),(66 125.32762),(67 125.62704),(68 125.283936),(69 125.16743),(70 124.97146),(71 125.50796),(72 125.79837),(73 124.66719),(74 125.68136),(75 125.6226),(76 124.799416),(77 125.969765),(78 125.99828),(79 125.26561),
(1 68.38203),(2 82.086334),(3 87.13847),(4 90.83227),(5 94.7767),(6 97.14692),(7 97.8947),(8 101.568474),(9 103.87085),(10 104.97507),(11 104.30646),(12 104.8745),(13 105.21401),(14 103.839035),(15 104.36677),(16 106.21854),(17 106.8823),(18 107.71636),(19 107.30198),(20 108.080605),(21 108.767075),(22 107.90535),(23 108.65705),(24 109.37962),(25 109.308464),(26 108.201385),(27 109.92495),(28 109.73818),(29 109.63989),(30 108.736916),(31 109.94373),(32 109.21344),(33 109.35319),(34 110.64253),(35 111.01884),(36 111.53164),(37 111.45237),(38 112.82316),(39 113.27662),(40 113.068184),(41 114.25014),(42 114.02727),(43 113.94832),(44 114.68528),(45 116.14847),(46 117.34292),(47 117.857704),(48 119.02247),(49 118.40503),(50 117.8648),(51 118.677986),(52 118.72122),(53 119.91753),(54 118.903206),(55 120.20097),(56 120.1908),(57 119.22943),(58 120.86996),(59 120.59301),(60 120.00641),(61 120.45752),(62 120.741905),(63 122.34817),(64 122.46831),(65 121.27264),(66 121.545425),(67 120.28803),(68 121.75435),(69 122.26904),(70 123.25117),(71 122.23245),(72 123.767456),(73 123.13089),(74 123.82881),(75 124.08042),(76 124.36761),(77 124.36243),(78 125.19448),(79 125.52059),
