1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80683.2),(2 142426.64),(3 170870.75),(4 327259.16),(5 462068.13),(6 564329.44),(7 802569.2),(8 1001106.2),(9 1136308),(10 1436710.1),(11 1683298.6),(12 1887292.1),(13 2277041.3),(14 2613894.3),(15 2878750.8),(16 3310506.8),(17 3709327),(18 4005518),(19 4461050),(20 4875692.5),(21 5195545.5),(22 5660862.5),(23 6128000.5),(24 6459972),(25 6909380),(26 7350064),(27 7702360.5),(28 8153977.5),(29 8596518),(30 8994322),(31 9491741),(32 10045294),(33 10469315),(34 10949291),(35 11454373),(36 11871784),(37 12312545),(38 12794285),(39 13180248),(40 13667821),(41 14176733),(42 14564155),(43 15043376),(44 15552733),(45 15966580),(46 16434584),(47 16974210),(48 17413576),(49 17941954),(50 18555270),(51 19055898),(52 19631928),(53 20265432),(54 20737538),(55 21367408),(56 22033968),(57 22535072),(58 23179104),(59 23861638),(60 24410742),(61 25062486),(62 25775890),(63 26413098),(64 27175334),(65 27978966),(66 28623002),(67 29479562),(68 30398568),(69 31113648),(70 32014126),(71 32962982),(72 33769404),(73 34642416),(74 35638630),(75 36481376),(76 37411908),(77 38378950),(78 39251236),(79 40203670),
(1 55.41977),(2 69.3468),(3 77.82849),(4 82.03914),(5 85.12734),(6 87.75175),(7 88.97229),(8 91.315216),(9 94.05284),(10 95.631454),(11 96.49167),(12 97.03906),(13 98.993614),(14 99.59329),(15 100.58366),(16 100.88179),(17 102.1267),(18 104.18471),(19 106.17525),(20 107.18311),(21 107.63102),(22 109.35536),(23 111.20988),(24 110.86606),(25 111.48571),(26 111.92726),(27 111.08093),(28 111.28515),(29 110.79092),(30 111.54606),(31 111.63216),(32 112.01243),(33 112.90168),(34 113.591774),(35 114.298645),(36 114.866554),(37 115.629715),(38 116.761),(39 116.32947),(40 116.78746),(41 116.03061),(42 116.117386),(43 116.26346),(44 116.904205),(45 117.66632),(46 117.68757),(47 117.04391),(48 117.51282),(49 118.34762),(50 119.73433),(51 119.22246),(52 119.7409),(53 121.1437),(54 119.41545),(55 119.617226),(56 119.25382),(57 119.3918),(58 118.481674),(59 117.31312),(60 117.881516),(61 117.89706),(62 115.65336),(63 115.81186),(64 114.85613),(65 115.2168),(66 114.77074),(67 115.934715),(68 114.92869),(69 115.254486),(70 115.063354),(71 115.29668),(72 114.38288),(73 114.40147),(74 114.983444),(75 114.67498),(76 115.027534),(77 116.43024),(78 116.92484),(79 116.73655),
(1 55.199062),(2 68.82662),(3 77.38895),(4 80.62571),(5 83.659904),(6 86.624596),(7 88.194954),(8 90.781136),(9 91.91185),(10 92.979935),(11 94.991875),(12 95.88838),(13 97.03282),(14 97.78209),(15 99.45209),(16 101.34269),(17 102.04989),(18 103.83002),(19 105.70774),(20 106.77371),(21 108.15062),(22 109.48055),(23 110.89958),(24 111.58263),(25 112.53995),(26 112.55365),(27 112.30747),(28 113.172386),(29 113.25621),(30 112.92421),(31 114.12529),(32 115.43905),(33 116.10714),(34 115.88907),(35 116.37255),(36 116.27698),(37 116.45979),(38 116.585304),(39 116.81268),(40 116.9166),(41 117.3659),(42 116.25637),(43 116.468475),(44 117.80815),(45 118.27355),(46 117.51148),(47 116.7265),(48 117.252075),(49 117.32268),(50 118.30919),(51 118.143684),(52 119.39088),(53 121.25777),(54 119.78224),(55 119.17624),(56 117.74957),(57 118.65206),(58 117.95495),(59 118.465034),(60 117.28379),(61 117.64465),(62 116.549706),(63 115.716995),(64 115.438515),(65 116.04692),(66 114.32418),(67 114.24316),(68 114.56377),(69 113.86124),(70 114.00234),(71 114.54505),(72 114.53443),(73 114.828445),(74 114.88723),(75 114.64578),(76 115.867455),(77 116.53352),(78 117.47366),(79 117.26644),
(1 55.173923),(2 69.260605),(3 77.37359),(4 81.119415),(5 84.016785),(6 86.12501),(7 87.48456),(8 90.32028),(9 91.59961),(10 92.8758),(11 94.47817),(12 95.1751),(13 95.71858),(14 96.46978),(15 98.04344),(16 99.18096),(17 99.66702),(18 99.86786),(19 101.98045),(20 102.04461),(21 102.84115),(22 104.09035),(23 104.96986),(24 105.2423),(25 106.476456),(26 106.5984),(27 107.85256),(28 108.48885),(29 108.54169),(30 108.45134),(31 108.65799),(32 109.08027),(33 108.750595),(34 110.530624),(35 110.49653),(36 111.13589),(37 110.82341),(38 111.7033),(39 111.58149),(40 112.07412),(41 112.87967),(42 112.95878),(43 113.55798),(44 113.92747),(45 114.82149),(46 114.92424),(47 114.73593),(48 115.10581),(49 116.13067),(50 117.32459),(51 118.012024),(52 117.85119),(53 118.994835),(54 118.01673),(55 117.04755),(56 116.39852),(57 116.09758),(58 116.88085),(59 116.155624),(60 116.32757),(61 116.45924),(62 116.876175),(63 116.6757),(64 117.239),(65 115.78915),(66 115.615715),(67 116.355484),(68 116.294365),(69 115.15683),(70 115.44889),(71 114.92132),(72 114.86451),(73 115.37985),(74 114.87584),(75 114.564835),(76 116.27575),(77 117.10364),(78 116.92034),(79 117.84598),
(1 54.77778),(2 70.54967),(3 78.69911),(4 82.25463),(5 83.86663),(6 85.95372),(7 87.5274),(8 90.594765),(9 93.0169),(10 94.61192),(11 95.505844),(12 96.10443),(13 96.29097),(14 96.80535),(15 98.462006),(16 99.81861),(17 101.03295),(18 101.48326),(19 104.446236),(20 105.23327),(21 105.63209),(22 106.1985),(23 107.35987),(24 107.45505),(25 107.3934),(26 108.25491),(27 107.45684),(28 108.12127),(29 109.519615),(30 109.37587),(31 109.98972),(32 109.86402),(33 109.851974),(34 111.3578),(35 111.74296),(36 113.399704),(37 113.32101),(38 113.16725),(39 113.85335),(40 114.8686),(41 115.69874),(42 115.019516),(43 116.79823),(44 116.830025),(45 116.49182),(46 117.566666),(47 118.52056),(48 117.993805),(49 119.20167),(50 118.06188),(51 119.11184),(52 118.899445),(53 120.555916),(54 119.82629),(55 119.976295),(56 120.15208),(57 119.00542),(58 119.09776),(59 119.72517),(60 118.917114),(61 119.06719),(62 118.23152),(63 118.54352),(64 118.79458),(65 117.89759),(66 118.23794),(67 118.57238),(68 118.606064),(69 118.63698),(70 118.64551),(71 117.8027),(72 117.44335),(73 118.26255),(74 118.55434),(75 118.39049),(76 119.43281),(77 120.662476),(78 120.67015),(79 120.15917),
(1 53.44828),(2 67.93834),(3 77.027794),(4 80.85061),(5 84.12926),(6 85.656845),(7 87.863976),(8 90.353264),(9 92.21574),(10 92.90609),(11 95.19624),(12 96.36477),(13 97.35777),(14 98.21096),(15 98.98439),(16 100.014786),(17 101.73271),(18 103.55639),(19 105.55482),(20 105.48163),(21 107.70463),(22 109.729744),(23 110.64423),(24 110.58096),(25 112.06438),(26 111.87442),(27 111.77501),(28 112.12133),(29 112.24291),(30 111.433136),(31 112.6641),(32 112.64569),(33 113.02709),(34 114.023254),(35 113.06762),(36 114.60239),(37 114.00864),(38 113.635994),(39 115.00447),(40 114.90446),(41 116.91606),(42 116.26786),(43 115.59619),(44 117.15131),(45 116.477486),(46 116.7081),(47 116.82795),(48 117.075584),(49 116.99173),(50 117.04011),(51 117.22437),(52 117.66103),(53 118.23243),(54 118.71351),(55 117.59205),(56 118.61741),(57 118.52676),(58 119.24424),(59 118.42792),(60 118.62025),(61 117.50449),(62 117.557526),(63 118.6241),(64 118.01127),(65 116.302734),(66 115.711205),(67 115.840034),(68 116.574295),(69 116.67769),(70 115.724),(71 115.2067),(72 114.46373),(73 115.00899),(74 115.2544),(75 115.65532),(76 116.29824),(77 116.30157),(78 116.68068),(79 115.80668),
(1 52.008213),(2 66.296555),(3 74.1658),(4 77.709206),(5 79.7177),(6 82.42031),(7 84.34999),(8 86.22461),(9 87.617966),(10 88.84725),(11 91.13241),(12 91.887794),(13 92.79023),(14 93.854065),(15 95.0052),(16 96.43092),(17 97.37362),(18 98.69446),(19 101.04352),(20 102.16905),(21 104.41961),(22 105.15051),(23 106.0757),(24 107.14907),(25 107.38209),(26 107.36765),(27 107.131714),(28 107.431435),(29 107.223885),(30 107.38709),(31 107.698456),(32 107.61726),(33 108.672356),(34 109.5724),(35 109.062325),(36 109.47605),(37 109.458626),(38 109.975716),(39 109.85064),(40 110.65204),(41 111.14455),(42 110.84844),(43 111.42553),(44 112.18149),(45 112.93029),(46 113.192825),(47 113.851395),(48 114.79394),(49 114.76662),(50 115.1997),(51 116.12193),(52 116.3703),(53 116.32773),(54 116.17757),(55 117.141045),(56 117.42888),(57 116.22707),(58 115.8747),(59 115.02324),(60 114.95016),(61 114.548645),(62 114.708435),(63 115.240166),(64 115.30648),(65 113.95605),(66 113.5647),(67 114.65274),(68 114.46585),(69 113.749954),(70 113.791405),(71 113.09193),(72 111.93044),(73 111.765114),(74 111.762505),(75 112.27678),(76 112.48384),(77 113.43628),(78 113.41155),(79 113.25983),
(1 52.314182),(2 66.27128),(3 74.30203),(4 77.545715),(5 79.890686),(6 82.602974),(7 83.63954),(8 85.755516),(9 87.06799),(10 87.8678),(11 89.18998),(12 89.877304),(13 91.69555),(14 91.55408),(15 92.23509),(16 93.37006),(17 94.67588),(18 95.60605),(19 97.85236),(20 98.79565),(21 99.5889),(22 100.7997),(23 102.37641),(24 102.60623),(25 103.00085),(26 103.045166),(27 104.73224),(28 105.58807),(29 105.32983),(30 105.8948),(31 106.067154),(32 106.2394),(33 107.73107),(34 108.89307),(35 109.70775),(36 110.56784),(37 111.89842),(38 111.9519),(39 112.89211),(40 114.7122),(41 115.02579),(42 115.0722),(43 116.02516),(44 116.38833),(45 116.034706),(46 116.59292),(47 117.260445),(48 117.27032),(49 117.79669),(50 118.55749),(51 119.32199),(52 119.00214),(53 119.7886),(54 118.78675),(55 118.57594),(56 118.08457),(57 118.22134),(58 117.93794),(59 117.378006),(60 116.15884),(61 115.20607),(62 114.72295),(63 114.16456),(64 113.89911),(65 112.10978),(66 112.738304),(67 113.11936),(68 114.0511),(69 114.754845),(70 114.35014),(71 113.82063),(72 113.93433),(73 113.56481),(74 112.238396),(75 112.99628),(76 113.392265),(77 114.19708),(78 114.90317),(79 113.62056),
(1 51.89954),(2 64.9791),(3 73.631294),(4 76.198364),(5 78.44192),(6 80.67612),(7 83.44342),(8 85.83361),(9 86.89394),(10 88.00593),(11 90.078865),(12 91.72463),(13 92.30117),(14 93.0618),(15 93.32519),(16 94.26825),(17 94.86045),(18 96.15762),(19 97.71609),(20 98.54121),(21 98.46617),(22 99.54293),(23 101.14416),(24 101.5117),(25 102.15515),(26 102.85724),(27 103.32183),(28 103.471565),(29 104.309814),(30 104.16308),(31 104.75911),(32 104.95664),(33 105.45913),(34 106.23927),(35 106.16666),(36 106.68266),(37 107.26834),(38 107.44231),(39 107.32837),(40 108.05202),(41 107.8502),(42 107.87255),(43 108.80933),(44 109.226616),(45 110.119545),(46 110.83695),(47 110.52142),(48 110.88553),(49 110.70509),(50 111.65379),(51 111.21819),(52 111.713585),(53 112.66493),(54 112.860146),(55 112.3976),(56 111.96942),(57 112.556015),(58 112.484406),(59 112.58046),(60 113.61504),(61 113.07481),(62 111.89413),(63 111.815414),(64 111.483864),(65 111.872856),(66 111.60476),(67 111.0751),(68 111.96885),(69 112.21733),(70 112.321594),(71 112.057144),(72 112.20481),(73 112.29062),(74 111.99108),(75 112.017),(76 112.2386),(77 113.06165),(78 114.73652),(79 115.547134),
(1 51.46874),(2 65.410225),(3 73.1069),(4 76.45386),(5 79.68853),(6 82.103516),(7 84.12313),(8 85.3717),(9 88.03398),(10 88.14074),(11 89.905914),(12 91.44651),(13 92.85093),(14 93.558586),(15 96.01836),(16 95.86423),(17 98.00326),(18 97.45474),(19 99.55682),(20 100.74969),(21 100.75396),(22 103.070244),(23 103.38734),(24 104.01627),(25 104.55525),(26 104.92217),(27 105.00194),(28 104.897575),(29 104.420204),(30 103.65394),(31 104.31628),(32 104.768456),(33 106.92061),(34 107.93344),(35 107.84974),(36 108.68815),(37 109.33477),(38 109.37786),(39 110.174484),(40 109.84125),(41 109.558),(42 109.797165),(43 110.55937),(44 111.37901),(45 112.45751),(46 113.719025),(47 114.13427),(48 114.42246),(49 114.60739),(50 114.598595),(51 115.43889),(52 115.52747),(53 116.196884),(54 116.004364),(55 116.241554),(56 115.53328),(57 116.12747),(58 115.50581),(59 115.43628),(60 116.13639),(61 116.15101),(62 114.77164),(63 115.04535),(64 113.66892),(65 112.34067),(66 113.13756),(67 112.96058),(68 113.750046),(69 114.058044),(70 113.99721),(71 112.352104),(72 111.648026),(73 111.148994),(74 110.90483),(75 110.62127),(76 110.458595),(77 111.87648),(78 113.08871),(79 113.60721),
(1 51.19716),(2 64.32278),(3 72.01313),(4 75.55876),(5 77.6321),(6 79.67134),(7 82.40146),(8 83.495674),(9 85.4239),(10 85.65746),(11 87.49139),(12 89.62842),(13 90.913956),(14 91.58227),(15 92.88091),(16 92.85471),(17 94.689476),(18 95.32683),(19 96.729515),(20 97.29129),(21 98.50963),(22 98.99218),(23 98.945915),(24 99.73556),(25 100.695305),(26 101.595436),(27 101.947945),(28 102.075836),(29 101.24673),(30 101.2497),(31 101.27222),(32 100.843056),(33 101.97709),(34 103.612526),(35 103.27586),(36 104.25152),(37 105.28238),(38 105.01599),(39 104.94633),(40 105.48276),(41 105.413895),(42 105.55331),(43 106.27834),(44 107.045166),(45 106.961586),(46 107.5427),(47 108.04844),(48 108.0363),(49 108.98334),(50 108.55154),(51 109.82192),(52 108.712776),(53 109.534615),(54 108.65321),(55 108.626366),(56 109.18313),(57 109.92249),(58 109.83995),(59 110.09112),(60 110.08312),(61 109.37364),(62 108.40675),(63 108.69896),(64 108.24603),(65 106.81364),(66 107.73976),(67 108.08166),(68 108.612366),(69 109.417725),(70 109.49895),(71 109.29446),(72 109.07949),(73 108.67121),(74 108.19253),(75 109.22758),(76 109.04953),(77 110.44223),(78 110.16201),(79 109.108406),
(1 50.76934),(2 63.45647),(3 70.645805),(4 73.71976),(5 76.48596),(6 79.126396),(7 80.91947),(8 82.51066),(9 84.655655),(10 85.41162),(11 86.809006),(12 88.38909),(13 89.33934),(14 90.81367),(15 92.02365),(16 92.11051),(17 93.44286),(18 94.10669),(19 95.486694),(20 96.97891),(21 97.843124),(22 98.35924),(23 99.48816),(24 100.05155),(25 100.25317),(26 100.6285),(27 100.398994),(28 99.5774),(29 100.59945),(30 100.567314),(31 100.1731),(32 100.23555),(33 101.01397),(34 102.846794),(35 102.482796),(36 103.90352),(37 103.07687),(38 103.27589),(39 103.38572),(40 103.22961),(41 103.202736),(42 102.77452),(43 103.18688),(44 102.58541),(45 103.47317),(46 103.42895),(47 104.18503),(48 103.83576),(49 104.22798),(50 105.0903),(51 105.824005),(52 106.84589),(53 106.57491),(54 107.26651),(55 106.20863),(56 105.98819),(57 106.185394),(58 106.7195),(59 106.35991),(60 106.30787),(61 107.08437),(62 106.23611),(63 107.681046),(64 107.72504),(65 106.68675),(66 105.89762),(67 105.61723),(68 106.078766),(69 105.554214),(70 105.75848),(71 105.61273),(72 105.29965),(73 104.97109),(74 105.13938),(75 104.64245),(76 106.33658),(77 107.474915),(78 107.40112),(79 106.5656),
(1 51.133995),(2 63.819977),(3 71.31961),(4 73.78737),(5 76.29727),(6 78.60949),(7 81.11351),(8 82.89608),(9 85.31187),(10 85.65626),(11 86.13925),(12 87.76549),(13 88.75774),(14 89.28309),(15 90.87756),(16 91.52898),(17 92.67955),(18 93.78522),(19 95.067474),(20 94.85479),(21 96.15176),(22 96.829185),(23 96.67313),(24 97.69464),(25 97.15044),(26 98.869606),(27 98.27427),(28 99.65634),(29 99.36283),(30 99.93755),(31 99.80621),(32 99.71162),(33 99.6502),(34 100.56905),(35 100.25755),(36 100.64954),(37 100.19351),(38 100.55258),(39 100.39607),(40 100.52538),(41 100.21915),(42 100.73283),(43 102.15673),(44 102.00253),(45 103.0976),(46 103.099365),(47 103.60474),(48 103.40177),(49 103.79697),(50 104.44186),(51 105.74216),(52 106.57615),(53 106.92365),(54 106.676285),(55 106.988945),(56 107.45143),(57 107.20204),(58 107.12169),(59 107.00243),(60 108.16198),(61 106.90298),(62 106.544556),(63 108.021),(64 106.35812),(65 105.62991),(66 104.90391),(67 105.73736),(68 106.14349),(69 106.49073),(70 105.96314),(71 106.75042),(72 105.51043),(73 106.58104),(74 105.98691),(75 106.52082),(76 105.82351),(77 107.71741),(78 106.663605),(79 107.234924),
(1 49.552925),(2 61.78584),(3 68.19127),(4 71.03936),(5 73.70733),(6 75.0461),(7 76.690254),(8 78.56428),(9 80.17379),(10 81.0021),(11 81.35753),(12 83.29292),(13 85.00014),(14 86.036095),(15 87.647484),(16 87.66907),(17 89.18839),(18 90.68297),(19 91.76666),(20 91.5906),(21 92.52609),(22 93.01565),(23 93.75396),(24 94.81838),(25 94.95133),(26 95.61083),(27 95.77885),(28 96.115295),(29 96.848114),(30 97.54586),(31 97.82686),(32 98.41696),(33 99.35646),(34 101.169945),(35 100.698746),(36 101.42418),(37 101.65027),(38 101.531784),(39 101.83971),(40 102.15784),(41 102.79597),(42 102.73569),(43 103.32754),(44 103.359375),(45 103.73734),(46 103.69458),(47 104.67851),(48 104.96132),(49 104.68492),(50 104.63169),(51 104.59385),(52 104.24662),(53 105.49861),(54 104.13311),(55 104.782295),(56 104.18103),(57 103.63019),(58 105.19543),(59 105.43808),(60 105.096405),(61 104.98555),(62 104.130165),(63 104.88708),(64 104.95929),(65 103.82871),(66 104.99299),(67 105.933586),(68 105.768906),(69 106.11638),(70 106.58),(71 106.0635),(72 106.42621),(73 106.84104),(74 106.80807),(75 107.385025),(76 107.00179),(77 107.9459),(78 107.74783),(79 107.68059),
(1 49.876076),(2 61.974243),(3 69.2693),(4 72.32173),(5 74.25688),(6 75.719475),(7 78.173134),(8 80.61473),(9 82.56344),(10 83.42862),(11 84.61328),(12 85.019295),(13 86.934204),(14 87.89614),(15 88.86661),(16 89.25648),(17 90.74703),(18 91.86),(19 92.86073),(20 94.312164),(21 95.5517),(22 95.93673),(23 96.26834),(24 96.31026),(25 96.94912),(26 97.9491),(27 97.53093),(28 97.92817),(29 98.262276),(30 98.76673),(31 99.56131),(32 100.20673),(33 100.8252),(34 101.13544),(35 101.04333),(36 102.46693),(37 102.02018),(38 102.90038),(39 104.15082),(40 103.68255),(41 104.72107),(42 106.36595),(43 106.03001),(44 106.391975),(45 106.208176),(46 105.65841),(47 106.92319),(48 107.1682),(49 107.3466),(50 108.137344),(51 107.31247),(52 106.69872),(53 107.70149),(54 107.17381),(55 107.962456),(56 108.53953),(57 108.501656),(58 108.54367),(59 107.68612),(60 107.855064),(61 107.138),(62 106.25232),(63 107.204506),(64 106.42115),(65 105.13581),(66 104.52678),(67 104.81009),(68 105.72859),(69 104.678986),(70 103.82645),(71 102.816505),(72 102.192406),(73 102.731),(74 102.59981),(75 103.35153),(76 103.53363),(77 103.66549),(78 103.52505),(79 103.307),
(1 48.33213),(2 60.344902),(3 67.1128),(4 69.41471),(5 71.99635),(6 74.18718),(7 75.54922),(8 77.86722),(9 79.259865),(10 80.02444),(11 80.91891),(12 82.672455),(13 83.532295),(14 84.13005),(15 85.46746),(16 85.40078),(17 85.84879),(18 87.7756),(19 89.718895),(20 90.29872),(21 92.265854),(22 92.46588),(23 93.96825),(24 94.03357),(25 94.44771),(26 94.908516),(27 94.89727),(28 94.429634),(29 94.921974),(30 94.89885),(31 95.56929),(32 95.98979),(33 96.41032),(34 96.58449),(35 96.507164),(36 97.125404),(37 97.02266),(38 97.73189),(39 98.35294),(40 98.956345),(41 99.60785),(42 99.17062),(43 99.83323),(44 99.584755),(45 100.24572),(46 101.424576),(47 101.58281),(48 102.252686),(49 102.66181),(50 102.149605),(51 102.647514),(52 102.90041),(53 103.11593),(54 103.628845),(55 103.00291),(56 103.64477),(57 103.42174),(58 103.7997),(59 103.75516),(60 104.32646),(61 103.92581),(62 102.97025),(63 103.41936),(64 101.695694),(65 101.611885),(66 101.21969),(67 101.07694),(68 101.19875),(69 100.7226),(70 100.26882),(71 100.10814),(72 99.65018),(73 99.22918),(74 99.27031),(75 99.66095),(76 99.39832),(77 100.1992),(78 100.56267),(79 100.13917),
(1 48.418083),(2 59.993683),(3 66.71058),(4 69.0014),(5 71.39195),(6 72.81549),(7 73.9793),(8 75.897156),(9 77.81031),(10 78.14074),(11 79.314545),(12 81.033264),(13 81.70801),(14 83.177925),(15 84.379654),(16 84.7307),(17 85.66813),(18 86.6471),(19 87.4743),(20 88.74083),(21 90.19781),(22 90.19353),(23 91.0505),(24 91.44021),(25 92.521835),(26 93.02774),(27 93.44071),(28 93.569374),(29 94.28569),(30 94.434),(31 94.15854),(32 94.785736),(33 95.77094),(34 95.60206),(35 95.44435),(36 96.59127),(37 97.2146),(38 98.433754),(39 98.767746),(40 98.046646),(41 98.66536),(42 97.75828),(43 97.59299),(44 98.64244),(45 99.85479),(46 99.80339),(47 99.89006),(48 100.29341),(49 100.65882),(50 100.83183),(51 100.61588),(52 101.30565),(53 102.79522),(54 102.781586),(55 103.54641),(56 103.493935),(57 102.771225),(58 103.657646),(59 103.0634),(60 102.83915),(61 103.18502),(62 102.08927),(63 102.99141),(64 104.493515),(65 103.503685),(66 103.84035),(67 104.42528),(68 104.57623),(69 104.90751),(70 103.84551),(71 103.93424),(72 103.698875),(73 104.83173),(74 104.19029),(75 105.24054),(76 105.28845),(77 105.63185),(78 105.17827),(79 104.81859),
(1 48.45835),(2 60.27683),(3 67.9682),(4 70.44794),(5 72.79609),(6 73.552574),(7 76.153946),(8 77.80136),(9 80.29644),(10 79.738205),(11 80.8526),(12 81.29825),(13 82.96177),(14 83.15878),(15 84.55493),(16 85.4829),(17 85.0626),(18 86.13809),(19 87.607635),(20 88.60452),(21 90.5549),(22 90.5004),(23 90.89393),(24 91.01317),(25 92.06026),(26 93.30711),(27 93.348946),(28 94.000786),(29 93.78392),(30 93.90368),(31 94.3079),(32 95.95484),(33 96.86075),(34 97.28992),(35 97.596695),(36 98.955315),(37 98.4518),(38 99.6684),(39 99.50344),(40 99.82546),(41 100.16838),(42 99.99656),(43 100.0915),(44 100.48352),(45 101.12483),(46 100.858894),(47 100.73586),(48 101.49933),(49 101.6283),(50 102.688644),(51 103.20485),(52 103.79957),(53 104.58259),(54 104.229416),(55 104.27953),(56 103.52365),(57 103.18678),(58 104.552086),(59 105.02426),(60 103.91348),(61 103.09101),(62 102.29191),(63 102.61441),(64 103.004005),(65 103.156296),(66 103.69837),(67 104.738785),(68 104.923065),(69 104.5789),(70 103.87815),(71 103.06773),(72 102.88491),(73 102.48438),(74 103.02127),(75 103.00251),(76 103.2248),(77 104.71184),(78 104.56197),(79 105.7358),
(1 47.685066),(2 58.814865),(3 64.88768),(4 67.13403),(5 70.00773),(6 72.05124),(7 73.84902),(8 75.75353),(9 77.319984),(10 77.372505),(11 78.92617),(12 79.71891),(13 81.526825),(14 82.21051),(15 83.57319),(16 83.657616),(17 84.57278),(18 85.145096),(19 85.73314),(20 86.35414),(21 87.70112),(22 88.31418),(23 88.57668),(24 89.48614),(25 90.63669),(26 91.45876),(27 91.15846),(28 91.01445),(29 91.90188),(30 91.89681),(31 91.22712),(32 92.30774),(33 93.10634),(34 93.07274),(35 92.755),(36 93.38438),(37 93.539215),(38 94.6714),(39 95.28692),(40 94.661766),(41 95.08125),(42 94.78349),(43 96.02319),(44 96.38665),(45 96.4131),(46 97.37476),(47 97.23514),(48 97.46371),(49 97.51847),(50 97.75177),(51 98.89339),(52 99.055),(53 100.75034),(54 99.92361),(55 98.90468),(56 99.8252),(57 99.524635),(58 100.86183),(59 101.259895),(60 101.16062),(61 101.28416),(62 100.57722),(63 102.17558),(64 101.95793),(65 101.24434),(66 100.26446),(67 100.40189),(68 100.16061),(69 99.73028),(70 100.007416),(71 99.51624),(72 98.83495),(73 97.974815),(74 97.57395),(75 96.817154),(76 97.69338),(77 98.470474),(78 98.68308),(79 99.43646),
