1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 30.689596),(2 35.89605),(3 38.293987),(4 40.793247),(5 42.427753),(6 44.117195),(7 45.21411),(8 46.212475),(9 47.47742),(10 47.49322),(11 48.117874),(12 47.880753),(13 49.66231),(14 50.285805),(15 49.88566),(16 50.71428),(17 50.039326),(18 50.1853),(19 51.6321),(20 51.51924),(21 51.68659),(22 51.95209),(23 52.236786),(24 52.4483),(25 52.81508),(26 53.45666),(27 52.463314),(28 52.32234),(29 52.419106),(30 52.441353),(31 53.06454),(32 53.218353),(33 53.621628),(34 53.232567),(35 52.88368),(36 51.97303),(37 53.430416),(38 54.27737),(39 53.943813),(40 53.919254),(41 54.462746),(42 54.85914),(43 54.352196),(44 54.694424),(45 54.179253),(46 54.580902),(47 53.90636),(48 53.996593),(49 54.908714),(50 54.629242),(51 53.579704),(52 54.532066),(53 55.794006),(54 56.143333),(55 57.357704),(56 57.55096),(57 58.385124),(58 58.88738),(59 59.461597),(60 59.34515),(61 59.96619),(62 60.69034),(63 60.470886),(64 61.503353),(65 61.65223),(66 62.14498),(67 63.04617),(68 62.96589),(69 63.597),(70 63.88481),(71 64.654526),(72 64.502785),(73 64.56017),(74 63.95083),(75 63.086643),(76 63.108),(77 63.636208),(78 63.498074),(79 62.999573),
(1 30.380722),(2 35.384686),(3 38.475662),(4 40.783283),(5 42.342487),(6 44.09884),(7 45.31881),(8 46.016396),(9 46.64273),(10 47.504997),(11 47.45378),(12 47.0964),(13 48.159588),(14 48.896385),(15 48.497715),(16 49.75898),(17 49.685894),(18 49.789173),(19 50.78409),(20 50.655025),(21 50.819607),(22 51.137203),(23 51.27386),(24 50.847153),(25 51.23623),(26 51.904076),(27 51.149445),(28 50.983025),(29 51.89018),(30 51.86519),(31 52.16545),(32 52.395687),(33 52.46033),(34 52.055332),(35 51.836475),(36 51.189064),(37 52.72607),(38 52.975487),(39 52.71974),(40 53.11576),(41 53.677883),(42 53.82501),(43 53.482952),(44 53.75718),(45 53.813957),(46 53.67804),(47 53.23531),(48 53.182705),(49 53.793316),(50 53.5331),(51 53.08071),(52 53.88956),(53 55.13016),(54 55.65637),(55 55.878944),(56 56.956223),(57 57.95838),(58 59.0369),(59 59.068584),(60 59.172966),(61 59.714413),(62 61.079266),(63 60.509068),(64 60.780342),(65 61.711334),(66 62.04204),(67 63.008263),(68 62.56401),(69 63.06555),(70 63.573994),(71 64.452644),(72 65.10342),(73 64.96654),(74 64.66282),(75 63.81427),(76 64.07633),(77 63.652588),(78 63.325783),(79 63.376003),
(1 30.544155),(2 35.88778),(3 38.903526),(4 40.803143),(5 41.94231),(6 43.805386),(7 45.313793),(8 45.66708),(9 46.2576),(10 46.82951),(11 46.981747),(12 47.40987),(13 48.607674),(14 48.823456),(15 48.424892),(16 49.069202),(17 49.036125),(18 49.504166),(19 50.073498),(20 50.341057),(21 51.021687),(22 51.156326),(23 51.476288),(24 50.64765),(25 51.258266),(26 51.62385),(27 51.566635),(28 51.39951),(29 51.51202),(30 52.03883),(31 52.04751),(32 53.293743),(33 53.08406),(34 52.496964),(35 52.327824),(36 52.187347),(37 52.363827),(38 52.782394),(39 52.71957),(40 53.133694),(41 53.538467),(42 54.462852),(43 53.97013),(44 53.8856),(45 53.35064),(46 53.40709),(47 53.473564),(48 52.85473),(49 53.73888),(50 53.484848),(51 53.255726),(52 53.141563),(53 54.773167),(54 56.172653),(55 56.203102),(56 56.844563),(57 57.6119),(58 58.330505),(59 58.857002),(60 59.045353),(61 60.549),(62 61.563477),(63 61.012375),(64 61.484493),(65 61.12993),(66 62.350914),(67 63.285637),(68 62.940502),(69 64.16039),(70 64.52351),(71 65.34529),(72 65.37114),(73 65.78205),(74 65.43949),(75 64.34686),(76 64.59155),(77 64.28916),(78 63.731747),(79 63.390236),
(1 29.242174),(2 34.44),(3 37.293606),(4 39.577984),(5 40.408707),(6 42.84386),(7 44.577522),(8 45.099636),(9 46.21442),(10 46.97156),(11 46.703854),(12 47.243687),(13 48.682243),(14 48.652653),(15 48.681107),(16 48.71138),(17 49.03381),(18 49.127777),(19 49.572704),(20 49.59111),(21 49.86725),(22 49.66675),(23 49.902126),(24 49.451206),(25 49.95496),(26 50.589645),(27 49.893764),(28 50.43526),(29 50.305676),(30 50.734028),(31 51.536236),(32 52.11077),(33 52.136818),(34 51.529465),(35 51.22516),(36 51.847023),(37 52.246384),(38 52.70464),(39 52.538334),(40 52.84235),(41 53.502464),(42 53.890076),(43 53.79432),(44 53.854263),(45 53.52655),(46 53.563587),(47 53.784607),(48 53.438663),(49 54.123627),(50 53.51139),(51 53.087208),(52 52.865055),(53 54.725098),(54 55.44864),(55 56.081024),(56 56.150436),(57 56.931545),(58 57.166718),(59 57.399796),(60 57.880447),(61 59.022316),(62 59.632023),(63 58.940926),(64 59.518635),(65 59.448532),(66 60.551617),(67 61.377464),(68 61.883076),(69 62.97965),(70 62.996616),(71 63.52987),(72 63.966072),(73 62.89634),(74 62.82595),(75 61.697514),(76 62.01511),(77 62.089546),(78 62.40779),(79 61.86262),
(1 29.400156),(2 34.242016),(3 37.16672),(4 39.195206),(5 40.626137),(6 42.330383),(7 43.20344),(8 44.102184),(9 44.705853),(10 45.188263),(11 46.07245),(12 45.79393),(13 46.742634),(14 47.050873),(15 47.510605),(16 47.93818),(17 47.837143),(18 48.409435),(19 48.14357),(20 48.918793),(21 49.110928),(22 48.876858),(23 49.17541),(24 49.21298),(25 49.288113),(26 49.99687),(27 49.52313),(28 49.928547),(29 50.010124),(30 50.92655),(31 51.31659),(32 51.35063),(33 51.091213),(34 51.145874),(35 51.20548),(36 51.220978),(37 51.832924),(38 52.18124),(39 52.487316),(40 52.358337),(41 52.908913),(42 53.83698),(43 53.105015),(44 53.427322),(45 52.997383),(46 53.34182),(47 53.112015),(48 52.149353),(49 52.702526),(50 52.504074),(51 52.158665),(52 52.275723),(53 53.86908),(54 54.59186),(55 55.522022),(56 56.144424),(57 56.822517),(58 56.83556),(59 57.233284),(60 58.158512),(61 59.150223),(62 59.41668),(63 58.659035),(64 59.60731),(65 59.913754),(66 60.299534),(67 61.50679),(68 62.183628),(69 62.68144),(70 62.14719),(71 62.649292),(72 63.14941),(73 62.345654),(74 62.637802),(75 60.749805),(76 61.459587),(77 61.326424),(78 61.66153),(79 60.991283),
(1 29.338806),(2 34.45807),(3 37.15951),(4 39.356167),(5 41.242626),(6 42.862614),(7 44.067715),(8 45.325653),(9 45.278053),(10 46.34826),(11 46.749428),(12 46.408245),(13 46.91999),(14 48.11231),(15 47.963207),(16 48.4969),(17 48.45026),(18 48.64784),(19 48.626766),(20 49.240067),(21 49.80988),(22 49.45843),(23 49.44072),(24 49.37128),(25 49.930862),(26 50.604996),(27 50.07208),(28 50.141212),(29 50.5435),(30 50.773624),(31 50.89812),(32 50.87135),(33 51.168903),(34 51.068844),(35 51.502632),(36 51.12097),(37 51.717754),(38 51.64883),(39 52.50112),(40 52.378876),(41 53.112324),(42 53.471893),(43 52.673676),(44 52.64049),(45 52.46619),(46 53.038746),(47 53.3076),(48 52.737473),(49 52.47941),(50 52.532303),(51 52.488197),(52 53.02699),(53 53.781887),(54 54.715336),(55 55.13684),(56 56.81277),(57 57.232594),(58 57.60187),(59 57.473537),(60 58.44199),(61 58.85424),(62 58.69961),(63 59.14653),(64 59.848907),(65 60.358517),(66 60.697563),(67 61.10999),(68 61.81385),(69 62.61255),(70 62.012383),(71 62.54207),(72 62.93976),(73 63.51527),(74 63.050472),(75 61.855343),(76 62.07628),(77 61.58273),(78 62.14953),(79 61.174545),
(1 29.406607),(2 34.85146),(3 37.955956),(4 40.028496),(5 41.477303),(6 43.796944),(7 44.83407),(8 45.25433),(9 46.44136),(10 46.348686),(11 46.913437),(12 46.647015),(13 47.78608),(14 48.68335),(15 48.263004),(16 47.958332),(17 47.915726),(18 48.885685),(19 48.920177),(20 49.834408),(21 50.248302),(22 50.100796),(23 49.46284),(24 49.570732),(25 50.271694),(26 50.569744),(27 49.226295),(28 49.208576),(29 49.137817),(30 49.626858),(31 50.023834),(32 50.52998),(33 50.473152),(34 50.988247),(35 50.662067),(36 50.001934),(37 50.688927),(38 50.82458),(39 52.06307),(40 51.846565),(41 52.264065),(42 52.47428),(43 52.50202),(44 52.27659),(45 51.92789),(46 53.16965),(47 52.917244),(48 52.254513),(49 52.69291),(50 52.270546),(51 52.65971),(52 52.90256),(53 54.208065),(54 54.273808),(55 54.77146),(56 54.894993),(57 55.802166),(58 55.816944),(59 55.95726),(60 56.19568),(61 56.89038),(62 57.4714),(63 56.965397),(64 57.67122),(65 58.370136),(66 58.435955),(67 58.719532),(68 59.45566),(69 60.186745),(70 59.93248),(71 60.48227),(72 60.35116),(73 60.207752),(74 60.983013),(75 59.997604),(76 60.596394),(77 60.2344),(78 60.40416),(79 59.813423),
(1 28.657318),(2 34.44597),(3 37.453682),(4 39.108204),(5 40.819477),(6 42.82297),(7 44.23625),(8 44.93509),(9 45.54882),(10 45.38522),(11 46.20726),(12 45.926594),(13 47.081642),(14 47.79735),(15 47.626083),(16 47.98941),(17 47.64359),(18 48.423767),(19 48.069336),(20 48.68324),(21 49.60989),(22 49.502018),(23 49.32585),(24 48.716057),(25 49.682575),(26 51.145042),(27 49.990192),(28 49.693806),(29 49.80191),(30 49.911316),(31 49.71568),(32 50.915012),(33 50.443924),(34 50.346912),(35 49.786755),(36 49.45101),(37 50.00502),(38 51.054173),(39 51.10858),(40 51.38615),(41 51.338165),(42 51.893795),(43 51.887554),(44 51.928535),(45 51.795193),(46 51.55567),(47 51.14916),(48 50.871143),(49 51.56828),(50 51.65453),(51 51.612633),(52 51.462753),(53 52.71119),(54 53.446392),(55 54.7812),(56 54.720707),(57 55.77867),(58 56.19725),(59 56.270607),(60 56.929577),(61 57.242012),(62 58.359905),(63 58.796513),(64 59.364487),(65 59.745865),(66 60.028866),(67 60.93414),(68 61.50622),(69 62.43425),(70 62.042606),(71 62.02514),(72 62.379375),(73 62.280823),(74 62.687492),(75 61.545815),(76 62.012333),(77 62.036217),(78 61.95288),(79 61.165382),
(1 28.55875),(2 33.03506),(3 35.96846),(4 37.922585),(5 39.720737),(6 41.717148),(7 42.43626),(8 43.131615),(9 43.784),(10 43.66396),(11 44.524834),(12 44.30118),(13 46.048546),(14 46.357975),(15 46.063305),(16 46.511127),(17 46.63524),(18 47.27182),(19 47.427155),(20 47.255947),(21 47.729023),(22 48.136265),(23 48.239063),(24 47.62021),(25 48.001244),(26 48.1816),(27 48.12563),(28 48.361645),(29 48.094913),(30 48.606026),(31 48.501785),(32 49.66317),(33 49.277786),(34 49.52999),(35 49.79289),(36 49.12487),(37 49.986202),(38 50.818714),(39 50.68881),(40 50.962605),(41 51.23991),(42 51.53297),(43 51.684864),(44 51.199287),(45 51.009476),(46 51.366894),(47 51.60046),(48 51.160797),(49 52.023777),(50 51.58208),(51 51.542202),(52 51.81143),(53 52.39376),(54 53.505028),(55 54.517254),(56 54.791172),(57 55.127274),(58 54.62646),(59 55.24132),(60 55.498573),(61 56.50973),(62 57.094643),(63 56.664097),(64 57.217842),(65 57.86299),(66 58.84341),(67 59.14474),(68 60.092335),(69 60.548378),(70 60.428955),(71 61.262505),(72 61.79898),(73 61.64301),(74 62.147312),(75 60.744198),(76 60.995235),(77 60.952366),(78 60.822193),(79 60.422783),
(1 28.18132),(2 33.138973),(3 35.469765),(4 37.975983),(5 39.205856),(6 41.23358),(7 42.00732),(8 43.736465),(9 43.94338),(10 44.235413),(11 44.459084),(12 44.369446),(13 45.768864),(14 45.871376),(15 45.479645),(16 45.823185),(17 46.27242),(18 46.558186),(19 46.91207),(20 47.062214),(21 47.740185),(22 47.989983),(23 47.899387),(24 47.068157),(25 47.925293),(26 48.027622),(27 48.527),(28 48.90416),(29 48.42723),(30 49.03028),(31 48.620956),(32 49.46999),(33 49.076305),(34 49.283974),(35 48.965073),(36 48.422085),(37 48.946068),(38 49.694046),(39 48.96099),(40 49.44472),(41 49.640152),(42 50.16502),(43 49.898586),(44 49.73133),(45 49.54743),(46 49.722515),(47 49.40512),(48 49.83781),(49 50.255253),(50 50.385048),(51 50.410866),(52 50.892353),(53 51.68949),(54 52.70195),(55 54.002853),(56 54.384163),(57 55.458954),(58 54.549435),(59 55.031975),(60 55.59563),(61 56.979504),(62 56.929054),(63 56.70807),(64 57.610825),(65 57.65417),(66 58.303474),(67 59.004456),(68 59.371113),(69 60.206066),(70 60.40692),(71 60.710876),(72 60.814777),(73 60.73035),(74 60.87727),(75 59.751823),(76 59.660522),(77 59.94093),(78 59.720108),(79 59.591335),
(1 27.621496),(2 32.644012),(3 34.768772),(4 37.05614),(5 38.80326),(6 40.355568),(7 41.528572),(8 42.37116),(9 42.69501),(10 43.388485),(11 43.1719),(12 43.186817),(13 44.91684),(14 44.722878),(15 44.55469),(16 45.251442),(17 45.504765),(18 45.981384),(19 45.80192),(20 45.38755),(21 46.412216),(22 46.926094),(23 46.587635),(24 46.426266),(25 46.68744),(26 46.986244),(27 46.74078),(28 46.644585),(29 46.55313),(30 47.368755),(31 47.89427),(32 48.282757),(33 48.034523),(34 47.64216),(35 47.838047),(36 47.410866),(37 47.596397),(38 48.286144),(39 47.75293),(40 48.107204),(41 48.033085),(42 48.819054),(43 48.343906),(44 48.48803),(45 47.676037),(46 48.09357),(47 47.85137),(48 47.7764),(49 48.249866),(50 48.287384),(51 48.355938),(52 48.51324),(53 49.713932),(54 49.83096),(55 51.506413),(56 51.85138),(57 52.006424),(58 52.090153),(59 52.518913),(60 52.944386),(61 54.42229),(62 55.013935),(63 54.651955),(64 54.803158),(65 54.847298),(66 55.768436),(67 56.743576),(68 57.033916),(69 57.882748),(70 58.054554),(71 58.253292),(72 58.59155),(73 58.131424),(74 58.19717),(75 57.229633),(76 57.56366),(77 57.457348),(78 57.553436),(79 57.25609),
(1 27.407328),(2 32.260727),(3 34.342857),(4 36.047794),(5 37.950035),(6 39.62743),(7 40.812744),(8 41.600002),(9 42.083363),(10 42.806625),(11 42.744522),(12 43.000717),(13 43.765995),(14 44.466434),(15 44.252686),(16 44.86831),(17 45.236145),(18 45.205193),(19 45.19619),(20 45.04058),(21 45.841034),(22 45.54292),(23 45.724167),(24 45.835407),(25 46.25511),(26 46.947094),(27 46.934967),(28 46.746048),(29 46.674267),(30 47.01167),(31 46.636642),(32 47.682343),(33 47.77534),(34 46.818825),(35 46.878464),(36 46.474937),(37 47.215836),(38 47.904316),(39 48.28291),(40 48.601624),(41 48.803604),(42 49.87412),(43 49.006653),(44 49.237923),(45 48.77032),(46 48.48364),(47 48.211536),(48 47.75173),(49 48.267082),(50 48.994576),(51 48.418686),(52 48.418076),(53 49.85519),(54 50.85079),(55 51.399513),(56 51.97005),(57 52.311832),(58 52.94508),(59 53.142372),(60 53.033703),(61 53.578026),(62 54.25382),(63 53.97978),(64 54.586018),(65 55.75743),(66 56.75148),(67 57.40231),(68 58.318493),(69 58.903038),(70 58.884018),(71 58.951103),(72 59.43559),(73 59.237656),(74 59.17236),(75 57.950775),(76 58.258087),(77 57.916985),(78 57.922752),(79 57.77655),
(1 27.046106),(2 32.262455),(3 35.018425),(4 36.62464),(5 38.21696),(6 39.37937),(7 40.761734),(8 41.031506),(9 41.92626),(10 42.72138),(11 42.536755),(12 42.83824),(13 43.107056),(14 44.099693),(15 43.95075),(16 44.426163),(17 44.920284),(18 45.095085),(19 45.198696),(20 45.209934),(21 46.062706),(22 45.84193),(23 46.00937),(24 45.662914),(25 46.154125),(26 46.62811),(27 46.640152),(28 46.295914),(29 46.384605),(30 47.156788),(31 47.44659),(32 47.680756),(33 48.175632),(34 47.710945),(35 47.964916),(36 47.310764),(37 48.38445),(38 49.382263),(39 49.373894),(40 49.535915),(41 49.852016),(42 49.94552),(43 49.127216),(44 49.73919),(45 48.688866),(46 48.163025),(47 47.679565),(48 47.135204),(49 47.882248),(50 48.302963),(51 47.99393),(52 48.345043),(53 49.500847),(54 50.064148),(55 51.142136),(56 51.089497),(57 51.973976),(58 52.312107),(59 52.64112),(60 52.43607),(61 53.223137),(62 54.435562),(63 53.4535),(64 54.723064),(65 55.113525),(66 55.62466),(67 56.74647),(68 57.70753),(69 58.241207),(70 58.4515),(71 58.577686),(72 59.271866),(73 58.950283),(74 58.375893),(75 57.917076),(76 57.8628),(77 58.054653),(78 58.15428),(79 57.27597),
(1 26.46676),(2 31.41605),(3 34.128716),(4 36.014744),(5 37.762196),(6 39.148514),(7 39.770393),(8 40.52882),(9 41.78226),(10 42.2138),(11 42.120434),(12 42.371876),(13 42.973503),(14 43.543446),(15 43.660904),(16 44.12259),(17 44.578384),(18 44.702755),(19 44.82331),(20 45.170197),(21 45.889103),(22 45.590775),(23 45.23339),(24 44.718304),(25 44.98107),(26 45.846493),(27 45.89069),(28 45.55501),(29 45.61852),(30 46.77656),(31 46.724167),(32 46.8301),(33 46.884354),(34 46.45969),(35 46.19824),(36 46.000126),(37 46.795322),(38 47.270664),(39 47.004387),(40 47.17647),(41 47.57349),(42 47.914814),(43 48.025898),(44 48.003845),(45 47.591072),(46 47.740643),(47 47.304905),(48 46.736954),(49 47.37782),(50 47.385704),(51 46.72291),(52 46.572636),(53 48.503544),(54 49.023357),(55 49.69735),(56 50.190968),(57 50.299507),(58 51.057594),(59 50.99137),(60 51.941036),(61 52.566933),(62 53.24102),(63 53.031155),(64 53.535942),(65 54.418613),(66 54.539207),(67 55.026443),(68 55.654922),(69 55.846706),(70 56.279804),(71 57.2304),(72 57.663757),(73 57.63264),(74 57.856422),(75 57.050625),(76 57.300365),(77 57.21837),(78 58.08339),(79 57.46453),
(1 26.47723),(2 32.067276),(3 34.607285),(4 36.19562),(5 37.66306),(6 39.308594),(7 39.938763),(8 40.6665),(9 40.92121),(10 41.453094),(11 41.549633),(12 41.815804),(13 42.84046),(14 43.257046),(15 42.936016),(16 43.73531),(17 43.924652),(18 44.537125),(19 44.83804),(20 45.28011),(21 45.402996),(22 45.26689),(23 45.3561),(24 45.23617),(25 45.64004),(26 46.445465),(27 46.3345),(28 46.43491),(29 46.43549),(30 46.829483),(31 46.705204),(32 46.656834),(33 46.888035),(34 46.396343),(35 45.81636),(36 45.59852),(37 46.61673),(38 46.89709),(39 47.070526),(40 47.893196),(41 47.701485),(42 47.988117),(43 47.842335),(44 47.863804),(45 47.170258),(46 47.393494),(47 46.99316),(48 46.740696),(49 47.139427),(50 47.12646),(51 46.436882),(52 46.448883),(53 48.157295),(54 48.67573),(55 49.920544),(56 50.60167),(57 50.46803),(58 51.039818),(59 51.681335),(60 51.986553),(61 52.515465),(62 53.112007),(63 54.02509),(64 54.738277),(65 55.313843),(66 55.852425),(67 56.437103),(68 56.538956),(69 57.30275),(70 57.652786),(71 57.910324),(72 58.675472),(73 59.027496),(74 58.691345),(75 57.802708),(76 58.181137),(77 58.067078),(78 57.945313),(79 57.861202),
(1 26.184067),(2 31.068981),(3 33.636562),(4 35.055614),(5 36.44109),(6 37.543045),(7 38.601288),(8 39.210533),(9 40.41154),(10 40.309193),(11 40.463776),(12 40.66706),(13 41.030678),(14 41.563183),(15 41.50013),(16 42.088497),(17 42.35789),(18 42.57323),(19 42.970104),(20 43.170376),(21 43.96844),(22 43.646446),(23 44.249634),(24 43.517197),(25 43.975853),(26 44.800438),(27 44.363533),(28 44.449936),(29 44.659054),(30 45.080948),(31 45.288155),(32 45.331306),(33 44.825108),(34 44.665276),(35 44.755688),(36 44.837795),(37 45.647125),(38 46.373837),(39 46.30153),(40 46.55263),(41 46.894176),(42 47.571163),(43 47.09442),(44 47.15733),(45 47.095253),(46 46.752983),(47 46.14974),(48 45.552692),(49 46.52665),(50 46.779446),(51 46.505974),(52 46.62869),(53 47.910717),(54 48.06018),(55 48.43792),(56 48.8968),(57 49.62429),(58 49.67751),(59 50.29524),(60 50.037945),(61 51.010372),(62 51.5053),(63 51.565628),(64 52.309216),(65 52.751743),(66 53.375767),(67 54.21033),(68 54.466446),(69 55.032715),(70 55.801743),(71 55.746964),(72 56.418297),(73 55.778618),(74 55.45157),(75 54.892498),(76 54.93968),(77 55.012012),(78 54.685627),(79 54.37453),
(1 26.55149),(2 31.543484),(3 34.133255),(4 35.556805),(5 36.42008),(6 38.55397),(7 39.424976),(8 40.57151),(9 41.289886),(10 41.61378),(11 41.76485),(12 41.66044),(13 42.45024),(14 42.80378),(15 42.865368),(16 43.554882),(17 43.441795),(18 44.020203),(19 44.171265),(20 44.486458),(21 45.157623),(22 44.947033),(23 45.11516),(24 44.566036),(25 45.24631),(26 46.03279),(27 45.29292),(28 45.44307),(29 45.680233),(30 46.387974),(31 46.19009),(32 46.490524),(33 46.652817),(34 45.989143),(35 45.779938),(36 46.115753),(37 46.551575),(38 46.922215),(39 47.102043),(40 46.939243),(41 47.118065),(42 47.69267),(43 46.70633),(44 46.987637),(45 47.48444),(46 47.22399),(47 46.550865),(48 45.963676),(49 46.382645),(50 46.1826),(51 46.232895),(52 46.882),(53 47.854557),(54 49.061028),(55 49.34257),(56 49.65822),(57 50.088493),(58 50.73414),(59 51.62975),(60 51.318127),(61 52.57794),(62 53.053215),(63 52.961037),(64 53.229156),(65 53.015068),(66 53.769653),(67 54.43013),(68 55.286407),(69 56.05913),(70 55.800434),(71 55.587646),(72 56.26651),(73 55.667324),(74 56.223427),(75 55.32519),(76 55.002285),(77 54.822636),(78 54.75624),(79 54.62235),
(1 26.388304),(2 31.56763),(3 34.101517),(4 35.44394),(5 37.09116),(6 38.848312),(7 39.75315),(8 40.6609),(9 41.35983),(10 41.728577),(11 41.90545),(12 41.839264),(13 42.33094),(14 42.6564),(15 42.496204),(16 42.805992),(17 42.43351),(18 43.05367),(19 42.780636),(20 43.163216),(21 43.6172),(22 43.06192),(23 43.26999),(24 42.511616),(25 43.073875),(26 44.292194),(27 43.995174),(28 43.79245),(29 43.880077),(30 45.106472),(31 44.457413),(32 44.745846),(33 44.657494),(34 44.688564),(35 45.006172),(36 44.78476),(37 45.692383),(38 46.17566),(39 45.744934),(40 45.50044),(41 45.745583),(42 47.307472),(43 46.922123),(44 47.62117),(45 46.850468),(46 47.028606),(47 46.4397),(48 46.020752),(49 46.645912),(50 46.563084),(51 46.662712),(52 46.509735),(53 47.610615),(54 48.586487),(55 49.823387),(56 49.904762),(57 50.38965),(58 50.671085),(59 51.378548),(60 51.22108),(61 52.594994),(62 53.592197),(63 53.054203),(64 53.851246),(65 53.74468),(66 54.873222),(67 55.402576),(68 55.906677),(69 57.02765),(70 56.893353),(71 57.351994),(72 57.355145),(73 57.42006),(74 57.564747),(75 57.392467),(76 56.94391),(77 56.46467),(78 57.762695),(79 56.86063),
