1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 169254.83),(2 463810),(3 793416.5),(4 1202980.1),(5 1608182.4),(6 1952046.6),(7 2324070.3),(8 2698090.8),(9 2980483.8),(10 3275501.8),(11 3561113.3),(12 3661250.3),(13 3694328.3),(14 3741347.3),(15 3764650.3),(16 3737022.8),(17 3633175.3),(18 3565280.3),(19 3613369.3),(20 3590779.3),(21 3555647),(22 3601955.3),(23 3725123.8),(24 3764456),(25 3757916.8),(26 3974414),(27 4404733),(28 4807266.5),(29 5313965.5),(30 6221090),(31 7017115.5),(32 7441190),(33 8296191.5),(34 9248479),(35 9921252),(36 10229265),(37 10864444),(38 11471333),(39 12285363),(40 12906000),(41 13272815),(42 13745216),(43 14366565),(44 14823520),(45 15255299),(46 15536581),(47 15815309),(48 16133863),(49 16187720),(50 16302328),(51 16563779),(52 16467932),(53 16451052),(54 16368004),(55 16093925),(56 16009619),(57 15957296),(58 15663072),(59 15474136),(60 15442187),(61 15341469),(62 15102357),(63 14836495),(64 14571216),(65 14340851),(66 14031439),(67 13701924),(68 13408855),(69 13290828),(70 13283196),(71 13130261),(72 13072416),(73 13400485),(74 13393333),(75 13190360),(76 13655515),(77 14685699),(78 15888173),(79 17221778),
(1 17.905136),(2 19.919985),(3 20.86305),(4 21.04921),(5 21.056152),(6 21.433643),(7 21.48331),(8 21.559284),(9 22.082285),(10 21.985477),(11 22.221828),(12 22.033258),(13 22.156597),(14 22.040035),(15 21.985165),(16 21.69695),(17 21.958216),(18 21.77865),(19 22.165556),(20 22.02031),(21 22.146507),(22 22.173824),(23 22.185602),(24 21.901503),(25 22.153881),(26 21.946308),(27 21.888565),(28 21.947836),(29 21.983953),(30 21.651833),(31 22.015217),(32 22.017887),(33 21.729715),(34 22.05133),(35 22.00645),(36 21.877144),(37 22.386473),(38 22.62997),(39 22.822262),(40 22.702517),(41 22.851711),(42 22.66999),(43 22.562166),(44 22.411386),(45 22.750832),(46 22.828041),(47 23.034521),(48 23.004433),(49 22.96133),(50 22.992434),(51 22.523243),(52 22.616173),(53 22.3362),(54 22.340767),(55 22.343498),(56 22.413837),(57 22.38009),(58 21.889105),(59 22.033216),(60 22.063202),(61 22.241383),(62 22.339565),(63 22.305025),(64 22.06723),(65 22.001326),(66 21.893616),(67 22.107029),(68 21.795506),(69 21.990484),(70 22.178055),(71 22.49803),(72 22.36067),(73 22.79296),(74 22.558462),(75 22.32959),(76 22.47017),(77 22.478716),(78 22.650084),(79 22.89508),
(1 17.902348),(2 20.06146),(3 21.038734),(4 21.518501),(5 21.363218),(6 21.243662),(7 21.732836),(8 22.014612),(9 22.203047),(10 21.946465),(11 22.35452),(12 22.249943),(13 22.353376),(14 22.24977),(15 22.255114),(16 22.15544),(17 22.263252),(18 21.950972),(19 22.230894),(20 21.917513),(21 22.316128),(22 22.044195),(23 21.94379),(24 21.970768),(25 22.131395),(26 21.87682),(27 22.350111),(28 22.153677),(29 22.530497),(30 22.231308),(31 22.089405),(32 21.818216),(33 21.838842),(34 22.374765),(35 22.535767),(36 22.248678),(37 22.619537),(38 22.837997),(39 22.949423),(40 23.16611),(41 23.398508),(42 23.056017),(43 22.984789),(44 22.55539),(45 22.700361),(46 22.700176),(47 22.638285),(48 22.848013),(49 22.811777),(50 22.720316),(51 22.479866),(52 22.489557),(53 22.504372),(54 22.35375),(55 22.76075),(56 22.57844),(57 23.012781),(58 22.608545),(59 22.745457),(60 22.413492),(61 22.780909),(62 22.971992),(63 22.466185),(64 22.285833),(65 22.492476),(66 22.671766),(67 22.82165),(68 22.339855),(69 22.62191),(70 22.56557),(71 22.758812),(72 22.720835),(73 22.924866),(74 22.765728),(75 22.478676),(76 22.65676),(77 22.771101),(78 22.683653),(79 22.88371),
(1 17.74975),(2 19.85661),(3 20.742521),(4 20.966946),(5 21.225864),(6 21.396742),(7 21.517853),(8 21.964808),(9 22.463858),(10 21.962494),(11 22.24687),(12 22.1041),(13 22.15182),(14 22.294937),(15 21.97602),(16 22.04533),(17 22.245949),(18 22.364923),(19 22.173458),(20 22.011866),(21 22.120304),(22 21.858797),(23 21.510262),(24 21.606981),(25 22.075674),(26 21.832258),(27 21.870014),(28 21.65136),(29 22.007395),(30 22.039854),(31 22.281025),(32 22.190634),(33 21.88101),(34 22.021856),(35 22.0725),(36 22.288635),(37 22.599726),(38 22.529518),(39 23.123167),(40 23.265879),(41 23.440905),(42 23.328276),(43 23.26958),(44 23.020985),(45 23.16404),(46 23.38336),(47 23.065989),(48 23.091461),(49 22.943855),(50 23.234926),(51 22.83248),(52 22.80836),(53 22.935207),(54 22.816982),(55 23.103575),(56 23.168444),(57 22.886143),(58 22.624147),(59 22.77115),(60 22.66182),(61 22.880255),(62 22.968548),(63 22.651148),(64 22.633429),(65 22.754282),(66 22.860039),(67 22.495312),(68 22.549393),(69 22.728306),(70 22.697643),(71 22.889341),(72 22.908207),(73 22.986233),(74 23.1181),(75 22.536192),(76 22.922764),(77 22.913828),(78 22.749964),(79 22.921312),
(1 17.564611),(2 19.79042),(3 20.892076),(4 20.884317),(5 21.022976),(6 21.201532),(7 21.285074),(8 21.532324),(9 21.952446),(10 21.684628),(11 21.482822),(12 21.560047),(13 21.978981),(14 21.66289),(15 21.346277),(16 21.609983),(17 21.636347),(18 21.344303),(19 21.490704),(20 21.69819),(21 21.933174),(22 21.863613),(23 21.475512),(24 21.64133),(25 21.95073),(26 21.834518),(27 21.889242),(28 21.659697),(29 21.80386),(30 21.627625),(31 21.740654),(32 21.679098),(33 21.715315),(34 21.806496),(35 22.052383),(36 21.895828),(37 21.962547),(38 22.302868),(39 22.256351),(40 22.62642),(41 23.017948),(42 22.66166),(43 22.527637),(44 22.306688),(45 22.732927),(46 22.917356),(47 22.5755),(48 22.738367),(49 22.6695),(50 22.775137),(51 22.332249),(52 22.096395),(53 22.191154),(54 21.615667),(55 21.981491),(56 22.085468),(57 22.03798),(58 21.83707),(59 21.832075),(60 21.628332),(61 21.66508),(62 22.161583),(63 21.843801),(64 21.748585),(65 21.932188),(66 21.875927),(67 22.303057),(68 21.907848),(69 22.16864),(70 22.038298),(71 22.344997),(72 22.469791),(73 22.55451),(74 22.443449),(75 22.242338),(76 22.153883),(77 22.529348),(78 22.286625),(79 22.470533),
(1 17.80869),(2 19.653494),(3 20.74634),(4 20.911093),(5 21.076138),(6 21.232353),(7 21.348452),(8 21.869589),(9 21.956686),(10 21.877342),(11 22.069147),(12 21.940067),(13 21.903986),(14 21.987406),(15 21.72252),(16 21.737736),(17 22.00082),(18 21.88989),(19 22.18639),(20 21.653778),(21 21.75013),(22 21.281595),(23 21.517897),(24 21.466413),(25 21.530006),(26 21.56034),(27 21.602892),(28 21.716602),(29 21.689304),(30 21.76695),(31 21.683638),(32 21.610754),(33 21.566702),(34 21.659138),(35 21.879274),(36 21.898174),(37 21.892576),(38 22.218382),(39 22.299934),(40 22.415836),(41 22.530674),(42 22.534838),(43 22.706976),(44 22.410332),(45 22.619127),(46 22.577429),(47 22.415833),(48 22.259106),(49 22.59841),(50 22.395908),(51 22.21924),(52 22.157251),(53 22.239645),(54 22.192228),(55 22.452019),(56 22.295357),(57 22.254456),(58 22.201319),(59 22.177767),(60 22.200367),(61 21.95761),(62 22.394741),(63 21.981316),(64 21.988663),(65 22.179539),(66 22.09474),(67 21.979126),(68 21.86558),(69 21.947372),(70 21.971825),(71 22.522434),(72 22.353197),(73 22.752659),(74 22.569006),(75 22.514868),(76 22.597603),(77 22.615105),(78 22.258955),(79 22.808523),
(1 17.532818),(2 19.400146),(3 20.427557),(4 20.659584),(5 20.774694),(6 20.59421),(7 21.145153),(8 21.174011),(9 21.503223),(10 21.529661),(11 21.693905),(12 21.666822),(13 21.817749),(14 21.649794),(15 21.42774),(16 21.660585),(17 21.71558),(18 21.333246),(19 21.731594),(20 21.504873),(21 21.320358),(22 21.253141),(23 21.103886),(24 21.147367),(25 21.222763),(26 20.9623),(27 21.282282),(28 21.376589),(29 21.531887),(30 21.493929),(31 21.357508),(32 21.43747),(33 21.611212),(34 21.637499),(35 21.73013),(36 21.62089),(37 21.705832),(38 22.066088),(39 22.054043),(40 22.128977),(41 22.253881),(42 22.216738),(43 22.087698),(44 22.075312),(45 22.405813),(46 22.134111),(47 22.094069),(48 22.123009),(49 22.438992),(50 22.238407),(51 22.101181),(52 21.691818),(53 21.698364),(54 21.853365),(55 22.254284),(56 22.075138),(57 22.002712),(58 21.549297),(59 21.736229),(60 21.603111),(61 21.539398),(62 21.700523),(63 21.588535),(64 21.537327),(65 21.950655),(66 21.406908),(67 21.760817),(68 21.568832),(69 21.617113),(70 21.493778),(71 21.883205),(72 21.7833),(73 21.98257),(74 21.671116),(75 21.691158),(76 21.699278),(77 22.045317),(78 21.88742),(79 22.175701),
(1 17.541403),(2 19.633457),(3 20.57344),(4 21.276918),(5 21.454103),(6 21.163128),(7 21.6386),(8 21.370815),(9 21.70149),(10 21.396177),(11 21.744019),(12 21.947687),(13 21.870077),(14 21.8417),(15 21.627033),(16 21.913235),(17 22.049208),(18 21.63361),(19 21.862791),(20 21.95306),(21 21.70005),(22 21.382774),(23 21.826866),(24 21.716475),(25 22.044418),(26 21.664331),(27 21.405664),(28 21.631187),(29 21.31329),(30 21.204773),(31 21.649395),(32 21.985401),(33 21.57966),(34 21.636747),(35 21.512356),(36 21.653557),(37 21.826971),(38 21.942469),(39 22.293406),(40 22.242046),(41 22.714993),(42 22.216887),(43 22.613483),(44 22.218344),(45 22.543472),(46 22.256905),(47 22.12997),(48 22.294254),(49 22.494701),(50 22.620426),(51 22.217218),(52 21.954731),(53 21.854712),(54 21.725697),(55 22.001806),(56 21.572447),(57 21.792837),(58 21.541323),(59 21.65867),(60 21.768026),(61 21.670656),(62 21.871275),(63 21.560467),(64 21.72832),(65 21.963644),(66 21.939178),(67 22.030533),(68 21.973202),(69 22.221954),(70 22.072765),(71 22.204556),(72 22.290213),(73 22.552502),(74 22.449749),(75 22.227728),(76 22.045702),(77 22.362812),(78 22.2597),(79 22.41109),
(1 17.185135),(2 19.503435),(3 20.45515),(4 20.973812),(5 21.199356),(6 20.909834),(7 21.139866),(8 21.37324),(9 21.871025),(10 21.403458),(11 21.573254),(12 22.090809),(13 21.936502),(14 21.896238),(15 21.83767),(16 22.144854),(17 22.124983),(18 21.519606),(19 21.56475),(20 21.417515),(21 21.604044),(22 21.396357),(23 21.362957),(24 21.236063),(25 21.463518),(26 21.274551),(27 21.347063),(28 21.38124),(29 21.239567),(30 21.478876),(31 21.323133),(32 21.439585),(33 21.600546),(34 21.857523),(35 21.811005),(36 21.867825),(37 21.76892),(38 22.12701),(39 22.323816),(40 22.59471),(41 22.93274),(42 22.603104),(43 22.501646),(44 22.251507),(45 22.42847),(46 22.037594),(47 22.292692),(48 22.49204),(49 22.592163),(50 22.277723),(51 22.302637),(52 22.088907),(53 22.304214),(54 22.006979),(55 22.011646),(56 22.408682),(57 22.341923),(58 22.00899),(59 21.904093),(60 21.94775),(61 22.107262),(62 22.073519),(63 21.859682),(64 21.955038),(65 21.977968),(66 21.693583),(67 21.93875),(68 21.76565),(69 21.854923),(70 21.941866),(71 22.024464),(72 22.222744),(73 22.45578),(74 22.196161),(75 22.193943),(76 22.45816),(77 22.35928),(78 22.225128),(79 22.437641),
(1 17.10745),(2 19.397903),(3 20.129293),(4 20.766478),(5 21.05896),(6 20.549173),(7 20.854969),(8 21.229073),(9 21.505781),(10 21.36302),(11 21.38169),(12 21.633595),(13 21.928946),(14 21.658255),(15 21.516962),(16 21.524942),(17 21.531267),(18 21.415863),(19 21.476427),(20 21.044779),(21 21.122547),(22 21.12511),(23 20.957518),(24 21.064453),(25 21.234194),(26 21.253714),(27 21.38006),(28 21.365492),(29 21.490513),(30 21.582169),(31 21.61635),(32 21.15919),(33 21.231176),(34 21.283009),(35 21.308954),(36 21.269577),(37 21.625322),(38 21.802536),(39 22.274216),(40 22.294767),(41 22.341305),(42 21.983227),(43 22.119993),(44 21.98047),(45 21.95979),(46 21.786509),(47 21.816559),(48 22.21782),(49 22.08413),(50 22.022314),(51 21.497974),(52 21.598198),(53 21.794857),(54 21.523863),(55 21.77558),(56 21.986744),(57 22.102488),(58 21.913385),(59 21.782547),(60 21.696209),(61 21.753145),(62 21.694782),(63 21.72171),(64 21.58255),(65 22.017704),(66 21.379286),(67 21.791395),(68 21.431269),(69 21.383463),(70 21.824106),(71 22.10592),(72 21.780817),(73 21.878748),(74 21.771736),(75 21.546474),(76 21.680481),(77 21.942524),(78 22.039894),(79 22.116364),
(1 17.112381),(2 19.587322),(3 20.345806),(4 20.748205),(5 20.417353),(6 20.622663),(7 21.077955),(8 21.336946),(9 21.655329),(10 21.088552),(11 21.080873),(12 21.453787),(13 21.401379),(14 21.127497),(15 21.19478),(16 21.440886),(17 21.926662),(18 21.396072),(19 21.524206),(20 21.670937),(21 21.790224),(22 21.57761),(23 21.490824),(24 21.094978),(25 21.684935),(26 21.63954),(27 21.415346),(28 21.470356),(29 21.454182),(30 21.32376),(31 21.174252),(32 21.349955),(33 21.38534),(34 21.692572),(35 21.645721),(36 21.602646),(37 21.691866),(38 22.021235),(39 21.724457),(40 22.250534),(41 22.474165),(42 22.107313),(43 21.938745),(44 22.116337),(45 22.229246),(46 21.872726),(47 22.155277),(48 22.291073),(49 22.16705),(50 21.875206),(51 21.581797),(52 21.680815),(53 21.838755),(54 21.235558),(55 21.570246),(56 21.507084),(57 21.408081),(58 21.330679),(59 21.11687),(60 21.346231),(61 21.404047),(62 21.42964),(63 21.277506),(64 21.369196),(65 21.44005),(66 21.364628),(67 21.641243),(68 21.317226),(69 21.644567),(70 21.766558),(71 22.03176),(72 21.954166),(73 22.293724),(74 22.06536),(75 21.774254),(76 21.920626),(77 21.98867),(78 21.907145),(79 21.931963),
(1 17.344814),(2 19.498579),(3 20.349836),(4 20.45435),(5 20.7341),(6 20.755686),(7 20.837337),(8 21.09079),(9 21.011486),(10 20.920988),(11 21.321493),(12 21.113972),(13 21.28523),(14 20.962399),(15 21.310974),(16 21.377323),(17 21.330936),(18 21.339561),(19 21.20088),(20 21.581612),(21 21.20544),(22 21.2043),(23 21.288685),(24 20.972925),(25 21.425667),(26 21.027374),(27 21.408459),(28 21.238422),(29 21.55101),(30 21.435486),(31 21.348581),(32 21.373411),(33 21.273994),(34 21.130571),(35 21.14178),(36 21.131594),(37 21.262367),(38 21.538872),(39 21.873264),(40 22.218517),(41 22.25103),(42 21.862125),(43 21.789442),(44 21.935556),(45 21.778954),(46 21.644587),(47 22.018389),(48 21.810085),(49 21.994852),(50 21.687769),(51 21.492294),(52 21.294075),(53 21.536999),(54 21.488146),(55 21.860455),(56 21.587038),(57 21.709492),(58 21.513754),(59 21.76276),(60 21.696917),(61 21.799208),(62 21.81381),(63 21.472584),(64 21.256767),(65 21.813597),(66 21.518892),(67 21.82428),(68 21.535965),(69 21.5312),(70 21.492521),(71 21.662607),(72 21.993698),(73 22.250614),(74 21.81842),(75 21.631948),(76 21.8084),(77 21.938646),(78 22.018372),(79 21.991575),
(1 17.182285),(2 19.446493),(3 20.438848),(4 20.63951),(5 20.662752),(6 20.605078),(7 20.783417),(8 21.180557),(9 21.375204),(10 21.302725),(11 21.513355),(12 21.228468),(13 21.429552),(14 21.532791),(15 21.436491),(16 21.547419),(17 21.831905),(18 21.53909),(19 21.518265),(20 21.29067),(21 21.123308),(22 21.001894),(23 20.860558),(24 21.115374),(25 21.231901),(26 21.041801),(27 21.09509),(28 21.498018),(29 21.861523),(30 21.567513),(31 21.709538),(32 21.444956),(33 21.548998),(34 21.56631),(35 21.682493),(36 21.788301),(37 21.939533),(38 21.906704),(39 22.000608),(40 22.375463),(41 22.483482),(42 21.987303),(43 21.880861),(44 22.142565),(45 22.056988),(46 21.883022),(47 21.867365),(48 21.990683),(49 22.133698),(50 21.701717),(51 21.671558),(52 21.829306),(53 21.77106),(54 21.824656),(55 22.045126),(56 21.841904),(57 21.886557),(58 21.68999),(59 21.91902),(60 21.994421),(61 22.049244),(62 22.010218),(63 21.589106),(64 21.558754),(65 21.656532),(66 21.690199),(67 21.591814),(68 21.36813),(69 21.83716),(70 21.433422),(71 21.49351),(72 21.529179),(73 21.530054),(74 21.758821),(75 21.667463),(76 21.71035),(77 21.884708),(78 21.929457),(79 21.843676),
(1 16.989151),(2 19.137312),(3 19.90717),(4 20.08957),(5 19.818756),(6 19.638771),(7 20.19041),(8 20.69755),(9 20.89027),(10 20.591812),(11 20.484013),(12 20.45296),(13 20.420076),(14 20.531672),(15 20.529324),(16 20.725008),(17 20.913471),(18 20.556965),(19 20.893806),(20 21.152622),(21 21.016487),(22 20.736835),(23 20.702238),(24 20.563686),(25 20.771145),(26 20.613897),(27 20.512262),(28 20.954634),(29 20.932434),(30 20.744974),(31 20.682709),(32 20.813856),(33 20.853827),(34 20.425535),(35 21.056036),(36 20.75047),(37 21.100485),(38 21.18561),(39 21.447504),(40 21.861504),(41 21.724417),(42 21.482632),(43 21.608908),(44 21.429802),(45 21.579948),(46 21.193853),(47 21.350754),(48 21.272257),(49 21.624928),(50 21.485867),(51 21.488756),(52 21.153177),(53 21.115488),(54 20.713985),(55 20.651993),(56 20.683275),(57 20.81154),(58 20.54598),(59 20.61442),(60 20.776085),(61 20.95346),(62 20.994099),(63 20.878754),(64 20.649303),(65 20.92579),(66 20.915485),(67 21.119455),(68 21.206259),(69 21.23179),(70 21.232721),(71 21.315062),(72 21.124468),(73 21.452057),(74 21.540346),(75 21.270506),(76 21.591724),(77 21.515408),(78 21.865705),(79 22.020172),
(1 16.887974),(2 18.796995),(3 19.831196),(4 19.806662),(5 20.035267),(6 20.195509),(7 20.395954),(8 20.624279),(9 21.111305),(10 20.833834),(11 20.942757),(12 20.760942),(13 20.766016),(14 20.881655),(15 20.68869),(16 20.937395),(17 21.20759),(18 21.155153),(19 21.327404),(20 21.236221),(21 20.959845),(22 20.818405),(23 20.779797),(24 20.670624),(25 21.070768),(26 20.990004),(27 20.703968),(28 21.084515),(29 20.850851),(30 21.031303),(31 20.960102),(32 20.942982),(33 21.215767),(34 21.254),(35 21.456514),(36 21.446312),(37 21.596394),(38 21.669306),(39 21.78628),(40 21.740398),(41 21.764893),(42 21.852186),(43 21.645437),(44 21.731003),(45 21.797815),(46 21.5803),(47 21.642038),(48 21.618467),(49 21.766764),(50 21.498156),(51 21.361982),(52 21.269312),(53 21.344507),(54 21.295492),(55 21.34891),(56 21.357302),(57 21.638596),(58 21.214128),(59 21.120405),(60 21.162436),(61 21.495394),(62 21.424658),(63 21.15535),(64 20.912464),(65 21.158894),(66 21.144762),(67 21.213333),(68 21.216291),(69 21.304504),(70 21.326492),(71 21.514221),(72 21.402914),(73 21.463814),(74 21.527529),(75 21.244867),(76 21.388725),(77 21.416565),(78 21.577719),(79 21.52518),
(1 16.872906),(2 19.07191),(3 19.924862),(4 20.089668),(5 20.329042),(6 20.300201),(7 20.434608),(8 20.961462),(9 20.984703),(10 20.906204),(11 20.976702),(12 21.430653),(13 21.3222),(14 21.263226),(15 21.387342),(16 21.263033),(17 21.17284),(18 21.083511),(19 21.0392),(20 20.798555),(21 20.91848),(22 20.723454),(23 20.690434),(24 20.756569),(25 21.19843),(26 20.817604),(27 20.840765),(28 20.880442),(29 20.952244),(30 20.878828),(31 20.993374),(32 20.954952),(33 20.9102),(34 20.882687),(35 20.867336),(36 20.923574),(37 21.165077),(38 21.392715),(39 21.464178),(40 21.806858),(41 21.82189),(42 21.358877),(43 21.878035),(44 21.566725),(45 21.742281),(46 21.589735),(47 21.155165),(48 21.256056),(49 21.534058),(50 21.740227),(51 21.368793),(52 21.361837),(53 21.58258),(54 21.124739),(55 21.489834),(56 21.59329),(57 21.602013),(58 21.471008),(59 21.543213),(60 21.660376),(61 21.52838),(62 21.375425),(63 21.17135),(64 21.043451),(65 21.00608),(66 21.07763),(67 20.858076),(68 20.917585),(69 21.116133),(70 21.086147),(71 21.213018),(72 21.056398),(73 21.233599),(74 21.159588),(75 21.282852),(76 21.524805),(77 21.406998),(78 21.2909),(79 21.549751),
(1 16.835945),(2 18.961227),(3 19.718176),(4 20.286757),(5 20.234678),(6 20.03323),(7 20.77198),(8 21.20286),(9 21.179356),(10 20.924305),(11 20.932634),(12 21.079021),(13 21.023954),(14 21.168287),(15 21.19452),(16 20.855474),(17 21.279993),(18 20.950953),(19 21.026405),(20 21.088913),(21 21.477324),(22 21.378096),(23 21.304787),(24 21.337017),(25 21.126476),(26 21.170267),(27 21.003883),(28 21.263922),(29 21.240372),(30 20.87559),(31 21.222948),(32 21.100348),(33 20.949099),(34 21.3226),(35 21.387627),(36 21.422228),(37 21.34158),(38 21.63535),(39 21.784184),(40 21.639046),(41 22.160965),(42 21.976917),(43 22.06778),(44 21.780756),(45 21.971422),(46 21.880735),(47 22.056887),(48 22.09218),(49 22.027023),(50 21.867409),(51 21.775665),(52 21.304798),(53 21.748096),(54 21.77003),(55 21.80896),(56 22.183483),(57 21.76863),(58 21.379843),(59 21.532272),(60 21.623692),(61 21.744186),(62 21.317556),(63 21.03898),(64 20.848167),(65 21.189116),(66 20.993666),(67 21.412626),(68 21.28351),(69 21.291208),(70 21.532724),(71 21.572803),(72 21.594929),(73 21.672235),(74 21.536884),(75 21.498936),(76 21.545313),(77 21.228287),(78 21.142147),(79 21.330017),
(1 16.536243),(2 18.494713),(3 19.381195),(4 19.978128),(5 20.004108),(6 19.807604),(7 20.18898),(8 20.593706),(9 20.781597),(10 20.775862),(11 20.685883),(12 20.745323),(13 20.828167),(14 20.727045),(15 20.842335),(16 20.723492),(17 20.527054),(18 20.672953),(19 21.163761),(20 20.804834),(21 20.93117),(22 20.691105),(23 20.710293),(24 20.709263),(25 20.597124),(26 20.737127),(27 20.534464),(28 20.77933),(29 20.667376),(30 20.592915),(31 20.718338),(32 20.553328),(33 20.638533),(34 20.646616),(35 20.589682),(36 20.782284),(37 20.684381),(38 21.028824),(39 21.109615),(40 21.331812),(41 21.349678),(42 21.432297),(43 21.202106),(44 21.413736),(45 21.276829),(46 20.974577),(47 21.066147),(48 21.178389),(49 21.161243),(50 21.029766),(51 21.123106),(52 20.766232),(53 21.120218),(54 20.609236),(55 20.863377),(56 21.128231),(57 20.87323),(58 20.977612),(59 21.095303),(60 21.1121),(61 21.434977),(62 21.522121),(63 21.14391),(64 20.536814),(65 20.83117),(66 20.890585),(67 21.051311),(68 20.813086),(69 21.034754),(70 21.062328),(71 20.995754),(72 20.97187),(73 21.00971),(74 20.879904),(75 21.161015),(76 21.38309),(77 21.278578),(78 21.072065),(79 21.258053),
(1 16.560253),(2 18.696337),(3 20.027082),(4 20.20679),(5 20.05774),(6 19.944344),(7 20.294508),(8 20.82198),(9 20.982924),(10 20.675245),(11 20.752695),(12 20.818388),(13 20.740723),(14 20.889713),(15 20.772463),(16 20.931921),(17 20.611092),(18 20.910034),(19 20.891542),(20 20.501019),(21 20.482376),(22 20.37906),(23 20.428085),(24 20.506226),(25 20.77398),(26 20.73907),(27 20.59345),(28 20.621313),(29 20.916256),(30 20.66462),(31 20.864876),(32 20.790619),(33 20.778198),(34 21.032198),(35 20.767935),(36 20.849985),(37 20.657957),(38 21.023132),(39 21.347557),(40 21.232227),(41 21.841919),(42 21.59776),(43 21.358704),(44 21.32714),(45 21.47807),(46 21.347687),(47 21.09025),(48 21.179565),(49 21.283024),(50 21.10186),(51 21.085052),(52 21.197905),(53 21.514038),(54 21.122625),(55 21.357393),(56 21.499008),(57 21.438776),(58 21.532923),(59 21.367805),(60 21.25655),(61 21.48124),(62 21.540298),(63 21.430592),(64 21.032701),(65 21.186823),(66 21.286837),(67 21.147482),(68 20.767954),(69 20.897123),(70 20.942087),(71 21.099821),(72 21.496656),(73 21.20777),(74 21.371607),(75 21.512342),(76 21.47632),(77 21.152536),(78 21.321548),(79 21.673542),
