1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 127.143326),(2 142.54791),(3 150.01569),(4 155.92303),(5 157.35616),(6 162.82857),(7 164.74832),(8 168.34904),(9 169.79015),(10 169.14384),(11 173.34607),(12 174.63647),(13 176.03677),(14 176.85384),(15 180.0948),(16 180.1072),(17 183.81651),(18 184.37737),(19 182.56897),(20 181.73491),(21 182.30737),(22 180.20493),(23 183.8161),(24 185.35088),(25 184.48738),(26 185.10172),(27 186.18979),(28 184.67201),(29 184.06908),(30 184.2756),(31 187.15208),(32 188.1951),(33 186.54868),(34 186.5324),(35 189.51202),(36 188.02335),(37 187.4045),(38 188.28596),(39 187.29596),(40 189.114),(41 188.6174),(42 188.93146),(43 189.45163),(44 188.63206),(45 187.86842),(46 189.54793),(47 190.72241),(48 190.44856),(49 192.74614),(50 193.13402),(51 195.3783),(52 195.59421),(53 197.53455),(54 199.49205),(55 200.65205),(56 202.01823),(57 199.91286),(58 203.12704),(59 202.95276),(60 203.80243),(61 203.6922),(62 201.0224),(63 202.82797),(64 205.60161),(65 204.39209),(66 204.7259),(67 203.83008),(68 203.40932),(69 202.29387),(70 201.6825),(71 204.44041),(72 203.98657),(73 203.78976),(74 201.4999),(75 201.66692),(76 201.73651),(77 200.16718),(78 201.61407),(79 200.58565),
(1 123.31298),(2 136.30806),(3 143.22841),(4 150.4059),(5 154.46106),(6 159.67226),(7 161.12144),(8 164.60579),(9 166.09306),(10 166.07509),(11 168.90291),(12 168.76152),(13 170.09428),(14 172.0629),(15 175.4075),(16 176.27802),(17 177.04259),(18 175.45479),(19 176.33095),(20 177.4884),(21 179.01135),(22 181.63069),(23 184.18204),(24 187.8767),(25 187.71169),(26 186.52734),(27 187.37234),(28 186.7436),(29 186.44241),(30 184.82947),(31 187.47166),(32 186.63371),(33 187.3563),(34 187.64464),(35 188.31618),(36 185.85446),(37 185.51869),(38 185.8176),(39 184.33185),(40 183.84265),(41 182.89964),(42 182.83179),(43 183.69312),(44 182.75941),(45 183.67964),(46 181.80508),(47 184.48155),(48 185.3127),(49 186.32187),(50 187.54094),(51 186.93343),(52 186.70789),(53 187.58548),(54 190.14758),(55 192.49286),(56 192.84186),(57 191.46782),(58 192.72194),(59 193.50157),(60 194.2798),(61 195.52661),(62 195.01709),(63 196.11388),(64 197.13002),(65 196.84213),(66 195.56866),(67 195.00735),(68 196.78159),(69 197.17134),(70 197.49188),(71 195.36981),(72 196.38585),(73 195.55116),(74 195.96724),(75 193.6621),(76 193.07385),(77 195.0483),(78 192.62947),(79 192.01265),
(1 124.29471),(2 139.44293),(3 148.04512),(4 155.27296),(5 157.61841),(6 164.1397),(7 162.31017),(8 167.20139),(9 170.89047),(10 171.58165),(11 173.77426),(12 171.10698),(13 174.22057),(14 176.09071),(15 177.80904),(16 177.44969),(17 179.79266),(18 178.78976),(19 179.71452),(20 180.13437),(21 181.34438),(22 180.84482),(23 182.31534),(24 183.00577),(25 184.90974),(26 185.93152),(27 184.32455),(28 186.7484),(29 183.53789),(30 184.07022),(31 185.91808),(32 190.80904),(33 191.4558),(34 190.49371),(35 191.98166),(36 188.88007),(37 191.4632),(38 194.00635),(39 194.28853),(40 192.556),(41 190.87856),(42 191.45804),(43 192.61237),(44 191.99573),(45 188.65305),(46 189.99896),(47 191.70644),(48 193.16364),(49 194.40959),(50 194.688),(51 194.97833),(52 195.85164),(53 194.3486),(54 194.62094),(55 195.97127),(56 196.24426),(57 197.33322),(58 195.09737),(59 196.14697),(60 194.83003),(61 196.10356),(62 197.74124),(63 198.39093),(64 197.33018),(65 198.44331),(66 200.8779),(67 199.66997),(68 200.12697),(69 198.4903),(70 199.43173),(71 199.675),(72 201.31847),(73 199.91924),(74 201.48654),(75 201.50233),(76 200.17831),(77 200.16284),(78 199.31757),(79 198.81427),
(1 121.367325),(2 134.89244),(3 143.39069),(4 148.88268),(5 153.24362),(6 156.6646),(7 157.75102),(8 162.91068),(9 163.30017),(10 163.29234),(11 165.02472),(12 165.77493),(13 164.7711),(14 164.34796),(15 168.16449),(16 169.21748),(17 171.23167),(18 173.3893),(19 172.1379),(20 173.00894),(21 173.73915),(22 173.38441),(23 174.23853),(24 173.94017),(25 175.51402),(26 176.47006),(27 177.73907),(28 177.92828),(29 179.2665),(30 179.13518),(31 179.64977),(32 181.76117),(33 179.4942),(34 180.3763),(35 178.71092),(36 177.357),(37 178.42583),(38 180.90417),(39 181.87477),(40 180.64119),(41 180.01447),(42 178.671),(43 180.13623),(44 182.0067),(45 181.13739),(46 182.3428),(47 181.38185),(48 181.0036),(49 182.44878),(50 181.89574),(51 183.96036),(52 182.52823),(53 184.35936),(54 186.2748),(55 187.72403),(56 189.01233),(57 189.79309),(58 188.65198),(59 188.4944),(60 188.8847),(61 189.80734),(62 188.77457),(63 187.31107),(64 186.92883),(65 189.77934),(66 188.9902),(67 186.34146),(68 187.43445),(69 189.3427),(70 188.22734),(71 190.02577),(72 190.58586),(73 189.5988),(74 190.4477),(75 190.28317),(76 187.86555),(77 187.76152),(78 188.44467),(79 189.5197),
(1 120.03281),(2 135.52818),(3 143.25763),(4 150.1055),(5 152.1545),(6 156.42104),(7 155.32613),(8 158.9243),(9 161.6093),(10 160.9583),(11 162.21095),(12 164.79189),(13 164.01598),(14 166.43102),(15 168.29948),(16 169.43968),(17 171.21188),(18 172.89247),(19 171.47351),(20 173.06544),(21 174.50063),(22 174.99504),(23 173.88591),(24 174.50476),(25 175.87775),(26 176.59627),(27 174.93745),(28 176.64139),(29 175.96501),(30 173.88107),(31 174.63765),(32 177.05899),(33 175.81516),(34 177.7911),(35 179.15825),(36 177.81139),(37 177.60275),(38 179.32571),(39 176.08868),(40 177.55492),(41 177.66057),(42 176.99043),(43 180.6142),(44 179.98859),(45 178.40096),(46 180.25807),(47 182.86734),(48 183.85658),(49 185.09567),(50 183.72662),(51 186.40027),(52 183.92378),(53 187.62076),(54 188.4906),(55 187.61488),(56 187.71849),(57 189.16724),(58 187.32431),(59 189.73816),(60 188.86983),(61 189.45168),(62 188.03494),(63 190.5531),(64 190.4159),(65 191.5564),(66 193.40936),(67 191.99547),(68 191.35889),(69 189.79816),(70 190.18102),(71 187.387),(72 187.57219),(73 187.86458),(74 188.88013),(75 189.07843),(76 186.27872),(77 188.62871),(78 187.90742),(79 186.94543),
(1 120.54272),(2 133.87755),(3 143.84705),(4 149.7192),(5 153.29367),(6 159.82162),(7 159.3321),(8 162.38756),(9 165.20522),(10 165.27965),(11 165.63841),(12 167.24606),(13 168.29674),(14 168.47998),(15 167.66977),(16 169.5093),(17 170.99529),(18 172.27492),(19 172.80167),(20 172.96681),(21 175.59856),(22 175.4867),(23 176.81001),(24 177.61317),(25 178.89052),(26 178.5202),(27 179.54056),(28 177.98482),(29 177.5835),(30 178.47145),(31 178.9554),(32 181.64787),(33 181.03285),(34 181.12929),(35 180.34784),(36 179.0763),(37 178.72845),(38 180.12129),(39 179.35765),(40 178.34035),(41 176.81467),(42 176.38853),(43 177.26169),(44 176.38144),(45 176.9354),(46 178.95462),(47 177.06606),(48 178.56273),(49 177.86751),(50 180.62726),(51 184.38431),(52 182.68193),(53 184.00563),(54 183.79399),(55 187.05637),(56 188.652),(57 188.61507),(58 186.48212),(59 188.54323),(60 189.00043),(61 187.42473),(62 188.08028),(63 191.36057),(64 191.9443),(65 191.89502),(66 192.52132),(67 192.83829),(68 193.81627),(69 195.79375),(70 194.27127),(71 193.95634),(72 193.30772),(73 195.18658),(74 194.22385),(75 194.66103),(76 192.1117),(77 190.92429),(78 190.68596),(79 190.54675),
(1 119.301094),(2 132.88954),(3 141.64775),(4 147.5455),(5 149.15501),(6 153.73473),(7 154.34724),(8 155.83092),(9 159.0374),(10 157.76387),(11 158.36717),(12 160.48384),(13 160.79848),(14 160.60118),(15 162.78975),(16 164.7218),(17 166.44753),(18 168.51062),(19 166.3019),(20 167.73172),(21 167.81837),(22 168.80226),(23 170.75952),(24 172.70078),(25 173.49545),(26 172.93356),(27 172.62471),(28 173.73051),(29 173.6609),(30 175.3748),(31 175.11761),(32 177.70528),(33 176.5897),(34 177.28154),(35 176.5197),(36 176.66696),(37 176.5343),(38 175.46559),(39 175.95216),(40 176.259),(41 176.37885),(42 176.4653),(43 176.24614),(44 176.76239),(45 177.94618),(46 177.1051),(47 177.56604),(48 178.54155),(49 181.06026),(50 177.82024),(51 180.45345),(52 179.4588),(53 180.1894),(54 182.66898),(55 183.6988),(56 183.8525),(57 184.99663),(58 184.6772),(59 185.46086),(60 184.83675),(61 185.1206),(62 187.14796),(63 188.92938),(64 190.28474),(65 188.78453),(66 188.85652),(67 186.56155),(68 188.14847),(69 189.70595),(70 188.07027),(71 188.6314),(72 188.93817),(73 187.62268),(74 189.44069),(75 190.16487),(76 190.72702),(77 192.51295),(78 191.63322),(79 190.87784),
(1 121.22646),(2 134.42471),(3 141.94325),(4 147.71564),(5 150.16043),(6 154.62482),(7 157.75749),(8 160.54005),(9 160.82169),(10 162.53584),(11 164.0972),(12 164.73747),(13 166.38005),(14 168.2419),(15 170.28506),(16 172.05246),(17 173.45682),(18 175.03215),(19 174.03505),(20 174.52205),(21 174.8361),(22 175.73209),(23 175.06627),(24 175.78462),(25 176.40353),(26 174.75424),(27 174.7446),(28 175.02847),(29 174.71532),(30 177.65233),(31 176.99509),(32 178.49406),(33 179.59973),(34 178.46924),(35 179.97087),(36 179.72392),(37 177.94957),(38 177.04953),(39 178.8368),(40 178.87369),(41 178.21573),(42 179.05223),(43 180.5166),(44 179.30309),(45 179.0642),(46 180.74857),(47 180.59944),(48 182.96678),(49 183.92337),(50 181.69682),(51 184.09459),(52 185.23349),(53 184.9527),(54 186.75005),(55 185.85306),(56 187.74469),(57 187.7062),(58 187.61087),(59 186.91957),(60 186.51413),(61 187.44131),(62 187.29108),(63 188.83994),(64 187.71573),(65 188.70699),(66 190.05194),(67 188.12038),(68 189.27734),(69 190.04118),(70 188.53181),(71 187.50142),(72 188.36916),(73 187.80798),(74 189.72662),(75 190.60269),(76 192.2427),(77 192.46574),(78 192.23442),(79 191.98097),
(1 117.200485),(2 132.49313),(3 140.43463),(4 147.50676),(5 149.72322),(6 153.79433),(7 156.22572),(8 158.58954),(9 160.31198),(10 160.63533),(11 161.53508),(12 161.38701),(13 163.78021),(14 162.71082),(15 166.06459),(16 166.18379),(17 167.87889),(18 168.07817),(19 167.95685),(20 167.7862),(21 168.53908),(22 169.56609),(23 171.97603),(24 171.54907),(25 170.10446),(26 170.3545),(27 171.86974),(28 174.33958),(29 173.75977),(30 172.93759),(31 176.39357),(32 178.16924),(33 178.94708),(34 178.55698),(35 178.38837),(36 178.75006),(37 176.79858),(38 176.02191),(39 177.79318),(40 179.27756),(41 179.54848),(42 178.47644),(43 178.6924),(44 179.20148),(45 177.97893),(46 178.84929),(47 178.4951),(48 180.99165),(49 182.6584),(50 181.72357),(51 182.0778),(52 182.6319),(53 179.98839),(54 181.41835),(55 180.5666),(56 181.15724),(57 181.75525),(58 182.5155),(59 181.32773),(60 181.88788),(61 184.0307),(62 182.7382),(63 183.12396),(64 184.52708),(65 184.48744),(66 184.30734),(67 181.89183),(68 182.38705),(69 182.3447),(70 182.83728),(71 182.55544),(72 182.29173),(73 181.84836),(74 181.65678),(75 181.93005),(76 182.9796),(77 182.82906),(78 183.01155),(79 184.60114),
(1 116.10123),(2 129.92586),(3 135.76991),(4 144.75078),(5 147.83966),(6 151.41983),(7 153.2886),(8 155.91228),(9 157.13058),(10 157.00424),(11 158.75536),(12 160.23358),(13 161.21861),(14 161.98627),(15 162.8436),(16 164.45758),(17 167.21144),(18 167.68904),(19 167.74648),(20 167.72397),(21 168.69576),(22 169.22795),(23 171.28078),(24 170.60011),(25 169.8946),(26 170.53813),(27 170.77992),(28 170.45546),(29 169.27863),(30 168.91867),(31 168.58142),(32 171.69295),(33 171.9914),(34 172.10213),(35 172.5105),(36 170.67285),(37 169.87708),(38 166.8581),(39 165.69698),(40 168.90775),(41 168.50421),(42 170.81085),(43 172.34885),(44 172.2013),(45 173.21101),(46 175.63266),(47 174.63899),(48 175.81163),(49 176.10326),(50 178.0323),(51 179.69621),(52 178.8203),(53 179.68585),(54 179.99205),(55 180.96848),(56 181.26967),(57 182.39345),(58 182.46774),(59 182.23119),(60 182.43556),(61 182.82924),(62 181.10315),(63 181.09741),(64 181.93704),(65 182.21234),(66 181.94083),(67 180.21208),(68 181.07559),(69 181.27473),(70 183.84227),(71 183.26868),(72 182.58073),(73 183.29881),(74 184.22958),(75 185.67915),(76 185.21776),(77 187.03622),(78 184.45454),(79 184.97212),
(1 117.573524),(2 129.58035),(3 137.59506),(4 144.44217),(5 149.6371),(6 152.66823),(7 155.18156),(8 158.89294),(9 161.08911),(10 160.65303),(11 162.7853),(12 162.6211),(13 165.13521),(14 165.63268),(15 166.26633),(16 168.92851),(17 168.68745),(18 170.84882),(19 169.75737),(20 170.76402),(21 171.32603),(22 171.26442),(23 172.42606),(24 171.2563),(25 173.25008),(26 174.27997),(27 173.95157),(28 172.80273),(29 172.08955),(30 171.37425),(31 172.1889),(32 173.52501),(33 173.12482),(34 173.28572),(35 171.61067),(36 171.80951),(37 170.3432),(38 171.57399),(39 171.82999),(40 173.15875),(41 174.52873),(42 173.89789),(43 175.38058),(44 176.74205),(45 178.39442),(46 179.05496),(47 179.96472),(48 180.96341),(49 180.5738),(50 183.33638),(51 185.29782),(52 182.20615),(53 186.13629),(54 187.93944),(55 185.92294),(56 184.94489),(57 186.92966),(58 186.89409),(59 185.8741),(60 185.64085),(61 186.15613),(62 183.44109),(63 185.6836),(64 187.00252),(65 186.37479),(66 185.03104),(67 185.63141),(68 183.03627),(69 184.49925),(70 184.41862),(71 182.01021),(72 180.71005),(73 181.04865),(74 181.10567),(75 178.62108),(76 180.87198),(77 182.05478),(78 181.13985),(79 182.1886),
(1 116.10346),(2 129.58247),(3 139.70345),(4 146.13875),(5 150.10493),(6 154.93938),(7 159.43784),(8 161.39725),(9 162.41547),(10 160.92296),(11 163.58052),(12 163.84644),(13 164.66354),(14 164.98906),(15 166.06906),(16 165.34076),(17 167.9289),(18 169.0091),(19 169.55927),(20 170.16971),(21 171.72961),(22 172.1177),(23 173.02298),(24 171.88113),(25 171.83484),(26 171.90181),(27 172.49866),(28 174.29475),(29 174.91565),(30 176.1716),(31 176.15556),(32 177.10347),(33 175.21078),(34 176.73169),(35 176.47388),(36 175.00223),(37 173.6461),(38 173.0906),(39 174.10976),(40 175.78436),(41 176.17223),(42 175.23238),(43 176.64275),(44 176.16437),(45 175.71564),(46 176.85948),(47 178.49748),(48 181.19577),(49 183.7482),(50 183.21669),(51 183.3226),(52 182.56555),(53 182.6783),(54 182.37895),(55 182.06842),(56 183.32556),(57 183.86913),(58 183.53159),(59 183.06993),(60 183.88821),(61 183.14476),(62 185.79927),(63 185.94243),(64 187.05219),(65 186.00021),(66 184.71829),(67 183.14609),(68 185.20897),(69 182.9778),(70 184.03543),(71 184.95692),(72 184.75302),(73 186.23085),(74 185.73961),(75 186.39671),(76 186.2091),(77 184.76088),(78 182.46228),(79 180.67255),
(1 117.47906),(2 130.27501),(3 140.1749),(4 145.95964),(5 148.9878),(6 154.193),(7 155.46025),(8 158.5684),(9 160.49158),(10 160.43953),(11 164.18813),(12 166.19417),(13 164.89252),(14 166.58989),(15 169.26218),(16 171.50465),(17 171.89384),(18 172.43202),(19 172.90024),(20 175.19339),(21 175.10028),(22 175.48248),(23 177.02289),(24 176.42482),(25 177.61574),(26 176.70456),(27 175.9299),(28 175.66438),(29 175.41566),(30 176.64517),(31 175.0463),(32 175.9424),(33 172.31812),(34 175.02722),(35 174.61302),(36 174.23738),(37 174.13075),(38 173.71095),(39 173.13866),(40 173.88501),(41 175.06665),(42 174.3587),(43 174.45033),(44 175.87537),(45 177.44159),(46 177.34567),(47 179.20555),(48 179.06223),(49 180.08205),(50 179.51895),(51 181.62854),(52 178.86046),(53 180.35889),(54 183.46202),(55 183.06847),(56 184.25034),(57 185.91899),(58 185.31697),(59 185.0334),(60 185.41989),(61 185.49489),(62 185.13725),(63 187.05449),(64 188.35373),(65 186.15761),(66 184.39078),(67 182.48099),(68 181.8119),(69 184.04149),(70 184.46173),(71 183.51273),(72 183.63615),(73 184.16228),(74 182.37614),(75 181.53986),(76 180.13332),(77 179.92567),(78 181.30606),(79 178.91327),
(1 114.660065),(2 128.05591),(3 138.8078),(4 144.30777),(5 148.43306),(6 153.13081),(7 154.87727),(8 159.82222),(9 162.2517),(10 161.09322),(11 161.98436),(12 164.2388),(13 164.36969),(14 166.02426),(15 166.16348),(16 168.70485),(17 167.17348),(18 168.44867),(19 167.49245),(20 168.12694),(21 168.96951),(22 171.27481),(23 171.57002),(24 172.04668),(25 172.37419),(26 171.30322),(27 173.0022),(28 172.58057),(29 171.41719),(30 171.01712),(31 171.52083),(32 171.79622),(33 172.43396),(34 173.78635),(35 172.74684),(36 172.80809),(37 171.39742),(38 171.5445),(39 171.75629),(40 171.44191),(41 172.15108),(42 172.01779),(43 172.95557),(44 173.34799),(45 173.49443),(46 176.12045),(47 174.88329),(48 176.65074),(49 177.25708),(50 178.85489),(51 181.33054),(52 181.06354),(53 180.01857),(54 181.38986),(55 180.55528),(56 182.25873),(57 182.05185),(58 182.02028),(59 181.61235),(60 180.17033),(61 181.21437),(62 178.82895),(63 181.83723),(64 182.41612),(65 180.69516),(66 178.41705),(67 178.83441),(68 180.50839),(69 179.97002),(70 179.65607),(71 178.12328),(72 176.73183),(73 178.28113),(74 178.68343),(75 178.61484),(76 180.93364),(77 179.14726),(78 179.76804),(79 178.05411),
(1 113.57695),(2 126.302635),(3 133.85086),(4 141.3486),(5 144.7941),(6 150.90144),(7 153.5787),(8 156.14612),(9 156.68446),(10 157.84427),(11 159.14867),(12 160.68575),(13 160.38716),(14 161.91884),(15 161.55423),(16 162.61995),(17 166.60266),(18 167.50954),(19 166.77321),(20 167.1034),(21 167.92532),(22 168.30092),(23 167.68018),(24 167.20193),(25 166.44016),(26 165.89566),(27 167.04083),(28 167.5136),(29 167.82922),(30 168.23589),(31 168.06787),(32 171.23358),(33 167.97601),(34 168.70874),(35 166.74362),(36 166.77298),(37 164.9305),(38 164.40314),(39 165.25223),(40 166.83643),(41 163.09578),(42 164.31169),(43 165.37712),(44 166.82896),(45 168.83829),(46 169.881),(47 168.21968),(48 172.20271),(49 173.22327),(50 174.00842),(51 175.91075),(52 173.95009),(53 176.14514),(54 177.49031),(55 178.66197),(56 179.99818),(57 180.08655),(58 179.33932),(59 180.67503),(60 183.25316),(61 182.63016),(62 182.13074),(63 183.70508),(64 183.32137),(65 182.1976),(66 183.3185),(67 181.73827),(68 182.5334),(69 182.33655),(70 183.43904),(71 178.80394),(72 178.97572),(73 179.24005),(74 177.36658),(75 176.58879),(76 177.91815),(77 175.45833),(78 174.19962),(79 175.0371),
(1 113.54894),(2 123.37628),(3 133.1847),(4 139.17505),(5 144.36212),(6 149.4943),(7 150.29254),(8 154.19362),(9 154.53152),(10 154.43054),(11 155.97421),(12 156.94287),(13 157.53342),(14 159.71857),(15 160.7534),(16 161.44246),(17 162.37729),(18 162.83742),(19 161.71931),(20 161.90384),(21 163.8814),(22 165.68225),(23 165.62968),(24 167.56366),(25 165.42365),(26 166.0157),(27 166.1354),(28 167.75926),(29 166.80696),(30 168.81937),(31 167.6426),(32 170.5969),(33 168.48534),(34 169.83615),(35 168.7863),(36 168.08195),(37 170.11015),(38 168.59615),(39 169.63213),(40 167.10927),(41 168.46771),(42 166.81705),(43 167.38445),(44 168.81755),(45 167.79004),(46 169.33879),(47 169.873),(48 171.36922),(49 171.45299),(50 171.17996),(51 172.52176),(52 170.3282),(53 171.52428),(54 172.33452),(55 172.38303),(56 171.41254),(57 174.02277),(58 174.1982),(59 174.32222),(60 174.80658),(61 174.7011),(62 173.77454),(63 175.06796),(64 175.64246),(65 176.32584),(66 179.69456),(67 177.67384),(68 177.21861),(69 176.26358),(70 179.39244),(71 179.56708),(72 180.18321),(73 182.578),(74 182.13513),(75 182.12662),(76 179.87543),(77 179.8581),(78 178.92416),(79 179.40349),
(1 112.397224),(2 125.93861),(3 134.2823),(4 140.49495),(5 142.05815),(6 145.74716),(7 148.81828),(8 152.76747),(9 155.4885),(10 154.99557),(11 158.33607),(12 160.74927),(13 160.22487),(14 160.58817),(15 161.72966),(16 163.03378),(17 164.95468),(18 164.10445),(19 166.00124),(20 165.34602),(21 165.41693),(22 165.12776),(23 167.27249),(24 169.20421),(25 167.50758),(26 168.53886),(27 169.07036),(28 170.34421),(29 169.2593),(30 168.0187),(31 169.87265),(32 173.13348),(33 171.7856),(34 173.16641),(35 173.49811),(36 172.76978),(37 170.59058),(38 169.33018),(39 170.39879),(40 170.31874),(41 172.06622),(42 172.02768),(43 171.79628),(44 172.101),(45 171.58374),(46 170.10179),(47 172.00089),(48 175.53632),(49 173.81795),(50 174.83647),(51 175.1274),(52 175.39322),(53 177.05356),(54 178.86267),(55 180.45245),(56 182.02518),(57 183.18169),(58 183.25946),(59 184.3644),(60 184.20659),(61 185.01259),(62 183.19472),(63 185.46771),(64 183.58951),(65 183.26479),(66 184.5608),(67 183.3897),(68 184.57675),(69 183.87344),(70 183.95099),(71 186.29053),(72 185.86693),(73 183.62154),(74 184.90166),(75 184.54572),(76 183.53253),(77 181.2244),(78 181.2855),(79 181.85748),
(1 111.48607),(2 122.348595),(3 132.01337),(4 137.17465),(5 140.73152),(6 145.76083),(7 147.86786),(8 151.30687),(9 151.52301),(10 151.31667),(11 154.68562),(12 155.98817),(13 157.96846),(14 159.62567),(15 159.08054),(16 160.03331),(17 160.46051),(18 160.93872),(19 163.578),(20 164.39583),(21 163.85594),(22 164.86807),(23 165.6796),(24 164.75914),(25 165.16307),(26 165.4441),(27 166.66003),(28 166.21808),(29 166.65074),(30 165.00818),(31 164.9147),(32 164.3613),(33 164.32364),(34 163.1717),(35 162.75555),(36 163.11531),(37 162.49297),(38 162.06374),(39 161.634),(40 161.45349),(41 164.26851),(42 162.39207),(43 163.36276),(44 163.23598),(45 166.27733),(46 167.56665),(47 169.48773),(48 172.62723),(49 172.32729),(50 173.95416),(51 174.40471),(52 174.70706),(53 175.75847),(54 176.46167),(55 179.20107),(56 180.78629),(57 181.10976),(58 182.46552),(59 182.32698),(60 181.12187),(61 182.92581),(62 182.55907),(63 185.19907),(64 185.47516),(65 185.79817),(66 185.64334),(67 186.20079),(68 185.92401),(69 186.04509),(70 186.91504),(71 184.63489),(72 184.33939),(73 184.62993),(74 183.71518),(75 182.4533),(76 182.25731),(77 179.129),(78 178.79219),(79 175.8824),
