1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 128899),(2 448202.88),(3 870696.5),(4 1349164.8),(5 1845437),(6 2348126.3),(7 2845617.8),(8 3308416.8),(9 3712934.5),(10 4037463.8),(11 4250987),(12 4395122),(13 4484444),(14 4529490.5),(15 4541426),(16 4522964),(17 4467927.5),(18 4412077),(19 4375740),(20 4374188),(21 4408853),(22 4480364),(23 4571878.5),(24 4689630),(25 4792337.5),(26 4854163),(27 4888970.5),(28 4914019),(29 4913331.5),(30 4887414.5),(31 4840529.5),(32 4751883.5),(33 4619929.5),(34 4463101),(35 4314886),(36 4188726.3),(37 4083796.8),(38 4001578.5),(39 3937022.5),(40 3883707.5),(41 3837798.3),(42 3795557.3),(43 3746770.5),(44 3685591.8),(45 3624638.3),(46 3570875.3),(47 3557964.8),(48 3582739.3),(49 3643918),(50 3733128.8),(51 3859857.8),(52 4004146),(53 4149094),(54 4309139.5),(55 4479848.5),(56 4658912),(57 4835539),(58 5002070.5),(59 5154942.5),(60 5281011.5),(61 5360501),(62 5406169),(63 5432341.5),(64 5448280.5),(65 5460431.5),(66 5470060.5),(67 5453580),(68 5396501.5),(69 5297855.5),(70 5181229),(71 5058275.5),(72 4933143.5),(73 4815093.5),(74 4704337.5),(75 4605537.5),(76 4507917),(77 4432645.5),(78 4385184.5),(79 4349694.5),
(1 125751.664),(2 434724.03),(3 834025.2),(4 1255661.8),(5 1671685),(6 2074594.4),(7 2460564.8),(8 2809083.3),(9 3115382.3),(10 3371282.8),(11 3542328.3),(12 3638528),(13 3693922.8),(14 3741349),(15 3768414.3),(16 3808863),(17 3856375),(18 3917559.3),(19 3982640.8),(20 4065359),(21 4157366.8),(22 4255800),(23 4345485.5),(24 4425828),(25 4472299.5),(26 4484128),(27 4478626),(28 4453877.5),(29 4401296.5),(30 4308427.5),(31 4194828.5),(32 4047840),(33 3853797),(34 3649333.3),(35 3465858.8),(36 3324223),(37 3239583.3),(38 3197705.8),(39 3200244.8),(40 3223290),(41 3257183.8),(42 3281233.3),(43 3295714.8),(44 3293521.8),(45 3280531),(46 3268174),(47 3264666.8),(48 3287387.8),(49 3332962.3),(50 3385214),(51 3454247.3),(52 3535165.3),(53 3635901.3),(54 3772520.3),(55 3938271.3),(56 4119332.8),(57 4302141.5),(58 4471066.5),(59 4592818),(60 4660315.5),(61 4673457.5),(62 4633954),(63 4564100.5),(64 4479726.5),(65 4385254.5),(66 4282951.5),(67 4181257.8),(68 4088043.3),(69 4005185),(70 3931730.8),(71 3880821.3),(72 3860454.3),(73 3867177),(74 3878546.8),(75 3894421.3),(76 3907537.3),(77 3927435.3),(78 3959013),(79 3994301.3),
(1 130617.66),(2 452996.47),(3 881212.2),(4 1355872.8),(5 1834006.1),(6 2317637.8),(7 2789143),(8 3200220.3),(9 3531230.5),(10 3787787.5),(11 3948816),(12 4057601.3),(13 4140454),(14 4207230),(15 4246754.5),(16 4255284),(17 4261990),(18 4290354),(19 4339857),(20 4410695),(21 4498886.5),(22 4577938),(23 4644441),(24 4695469.5),(25 4729355),(26 4745800),(27 4733567.5),(28 4711096.5),(29 4643898),(30 4529638),(31 4393782.5),(32 4239814),(33 4074036.3),(34 3907156.5),(35 3766968.8),(36 3678935),(37 3650808),(38 3659507),(39 3699835.8),(40 3754151.8),(41 3821916.8),(42 3910113.3),(43 4005552.8),(44 4092313.5),(45 4171423),(46 4234576.5),(47 4285657),(48 4339947),(49 4367555),(50 4372038.5),(51 4378642.5),(52 4378952),(53 4390838.5),(54 4413986),(55 4425621),(56 4444530),(57 4456595.5),(58 4453345.5),(59 4418395.5),(60 4363293),(61 4307942.5),(62 4272220.5),(63 4254232),(64 4245099),(65 4236884.5),(66 4237856.5),(67 4244164),(68 4260485),(69 4279417),(70 4304899),(71 4333225),(72 4345836.5),(73 4346023),(74 4330949),(75 4320290.5),(76 4314158),(77 4324035),(78 4350561.5),(79 4357612.5),
(1 127236.42),(2 436472.84),(3 825965.6),(4 1244947.4),(5 1669259.9),(6 2099368.8),(7 2521711),(8 2889725),(9 3182828.3),(10 3408804.3),(11 3579809),(12 3708961.5),(13 3824057.5),(14 3920098),(15 3970443),(16 3975188.3),(17 3984005.8),(18 3999264.8),(19 4021861.5),(20 4012990.5),(21 3991677.5),(22 3965193.5),(23 3930112.8),(24 3915751),(25 3915160.8),(26 3909700.3),(27 3892750.5),(28 3865802),(29 3840347.8),(30 3822109.8),(31 3820534.8),(32 3811433.5),(33 3784500.3),(34 3760316.3),(35 3762662.8),(36 3787818.3),(37 3821652.5),(38 3845994.3),(39 3885390.8),(40 3936684.8),(41 4003214),(42 4084527.8),(43 4164263.8),(44 4241526),(45 4329734.5),(46 4405381),(47 4490945.5),(48 4589063),(49 4657224.5),(50 4672694),(51 4629696),(52 4541164),(53 4455287.5),(54 4383488.5),(55 4306854.5),(56 4227387),(57 4137090.3),(58 4038679.8),(59 3943444.3),(60 3859300.8),(61 3798465),(62 3771836.5),(63 3772093.8),(64 3782755.3),(65 3786167.3),(66 3778677),(67 3752444.8),(68 3720927.3),(69 3687170.5),(70 3653030.8),(71 3649924.5),(72 3675856),(73 3733992.3),(74 3822219.5),(75 3926068.3),(76 4007073.3),(77 4059680.3),(78 4098090.3),(79 4113115.8),
(1 130838.43),(2 457668.47),(3 877009.94),(4 1320450.9),(5 1746446.4),(6 2152933.5),(7 2511953),(8 2814773),(9 3052880.3),(10 3239913.8),(11 3377777.3),(12 3470195),(13 3545245.8),(14 3596622.8),(15 3623883.5),(16 3633078.5),(17 3657459),(18 3703310.3),(19 3748834.3),(20 3780711),(21 3813401.5),(22 3837673.5),(23 3838657.3),(24 3840493.8),(25 3839718.8),(26 3831995.3),(27 3801441.3),(28 3763285),(29 3744602),(30 3735748.3),(31 3727893.3),(32 3713353),(33 3675244.8),(34 3627587.8),(35 3596766.5),(36 3583014.3),(37 3580365.3),(38 3583880.5),(39 3597174.3),(40 3634172.8),(41 3682418),(42 3729152),(43 3765731.3),(44 3804183),(45 3853343.5),(46 3903175.8),(47 3957280.5),(48 3993265.5),(49 4006606),(50 3981375),(51 3924948.8),(52 3858439.5),(53 3808550),(54 3779591),(55 3750039.5),(56 3707726),(57 3655262.5),(58 3614217.3),(59 3570897.8),(60 3528258.3),(61 3498250.8),(62 3470214.8),(63 3452427),(64 3452568.3),(65 3466425.3),(66 3485041.3),(67 3523926.3),(68 3593051.8),(69 3669506.3),(70 3763638.8),(71 3875206.3),(72 4002468.3),(73 4144552.3),(74 4274810.5),(75 4361783.5),(76 4391170),(77 4371438),(78 4315870.5),(79 4235762),
(1 125456.76),(2 432385.2),(3 812134.06),(4 1193387.6),(5 1552830.5),(6 1893142.6),(7 2189317),(8 2425622.3),(9 2613278.5),(10 2760110.3),(11 2868424.3),(12 2949231.8),(13 3012036.8),(14 3068811.3),(15 3141048.5),(16 3246405.3),(17 3384830.5),(18 3538368),(19 3653140.3),(20 3722624.8),(21 3741471.5),(22 3719407),(23 3662466.8),(24 3603123.5),(25 3544204.5),(26 3502685.8),(27 3467764.3),(28 3440300.3),(29 3417474.3),(30 3394773.3),(31 3349000.3),(32 3270488.3),(33 3179479),(34 3101202.5),(35 3059042.5),(36 3037719.3),(37 3016466.5),(38 3004371.8),(39 2999001.5),(40 3014599),(41 3044563.3),(42 3081982.8),(43 3114557.3),(44 3150603),(45 3196875.3),(46 3233635.3),(47 3261851),(48 3271699.3),(49 3263510.5),(50 3250081),(51 3232078.3),(52 3214218.5),(53 3191821.8),(54 3164900.8),(55 3123959.8),(56 3067424.3),(57 3012960),(58 2976271.8),(59 2933527),(60 2896329),(61 2869755.8),(62 2853599.3),(63 2845767.5),(64 2848285.5),(65 2857376.8),(66 2869932.8),(67 2888627.3),(68 2916639.3),(69 2941005.8),(70 2997207.5),(71 3072787),(72 3166625),(73 3262761.3),(74 3327516.5),(75 3354047.5),(76 3355238.3),(77 3346380.3),(78 3347547.8),(79 3360380.8),
(1 131439.22),(2 453032.56),(3 857490.8),(4 1277993.9),(5 1670206.3),(6 2014874.4),(7 2289691.5),(8 2502736.3),(9 2656513.8),(10 2753334.3),(11 2816443),(12 2871150.3),(13 2916589.5),(14 2949379.3),(15 2986926.8),(16 3037872.3),(17 3107465.3),(18 3174277.5),(19 3214107),(20 3236265.8),(21 3241109.3),(22 3228961.5),(23 3195458.3),(24 3144341.3),(25 3105147.3),(26 3081832),(27 3048266.5),(28 3027554.3),(29 3011171.5),(30 2982976),(31 2956339.8),(32 2934280.3),(33 2885189.3),(34 2796818),(35 2714162.3),(36 2641686.3),(37 2596870.8),(38 2578448.5),(39 2576833),(40 2593513),(41 2619056.5),(42 2643562.3),(43 2643392),(44 2623449.8),(45 2601829.5),(46 2572051.8),(47 2560649.8),(48 2564194.8),(49 2572787.8),(50 2594094.3),(51 2604454.3),(52 2612739.3),(53 2618291.5),(54 2610559),(55 2585951.8),(56 2549149.8),(57 2513791.5),(58 2480196.3),(59 2450606.5),(60 2436471.8),(61 2437309),(62 2453623.8),(63 2468448.3),(64 2485499.8),(65 2514085.3),(66 2569202.5),(67 2638557),(68 2727958.8),(69 2825533.5),(70 2938795.8),(71 3055602.3),(72 3170466),(73 3272281.3),(74 3347155),(75 3399490.5),(76 3426919),(77 3430221),(78 3406762.3),(79 3373654.3),
(1 124361.76),(2 423230.6),(3 790090.8),(4 1162307.1),(5 1498173),(6 1778419.3),(7 1986141.4),(8 2112682),(9 2170477.3),(10 2193760),(11 2215447.8),(12 2236802.5),(13 2259893),(14 2284805.8),(15 2323086.5),(16 2368402.3),(17 2419417.8),(18 2466677),(19 2486355.5),(20 2498246.3),(21 2509976.3),(22 2511454.8),(23 2498613),(24 2486574.3),(25 2472359.8),(26 2446656.5),(27 2426413.5),(28 2412897),(29 2399421.5),(30 2379992.8),(31 2361523.3),(32 2332869.3),(33 2303085.5),(34 2269273.3),(35 2245478.8),(36 2245263.5),(37 2263193.8),(38 2292801),(39 2336657.8),(40 2380196.3),(41 2424827.8),(42 2472203.8),(43 2515729.5),(44 2550655),(45 2582506.8),(46 2625638.8),(47 2677520.3),(48 2734011.8),(49 2775473),(50 2799229),(51 2802864.8),(52 2776808.8),(53 2731186.3),(54 2673039.5),(55 2604157.5),(56 2531813.3),(57 2445397.3),(58 2360465.5),(59 2301584.5),(60 2269639.3),(61 2264295.8),(62 2277039),(63 2307107),(64 2352712.3),(65 2413901.3),(66 2488215.8),(67 2556395.3),(68 2619201),(69 2666384),(70 2689424.5),(71 2713564.5),(72 2727581.5),(73 2743919.5),(74 2748322.3),(75 2742537),(76 2719909),(77 2706590.3),(78 2704573.5),(79 2715556.3),
(1 135362.05),(2 456916),(3 839862),(4 1206120.3),(5 1525588.8),(6 1784247.8),(7 1987080.4),(8 2127345),(9 2216628.5),(10 2266075.5),(11 2284881.5),(12 2288201.5),(13 2287736.5),(14 2274412),(15 2270892.5),(16 2286230.3),(17 2317936.8),(18 2343001),(19 2364638.8),(20 2392455),(21 2428755),(22 2463971.5),(23 2469244.5),(24 2453496.5),(25 2416991.3),(26 2388226.5),(27 2385861),(28 2410349.3),(29 2432969),(30 2429200.3),(31 2402071.3),(32 2352312.3),(33 2291376),(34 2229091.8),(35 2170195.3),(36 2124827.5),(37 2083215.8),(38 2058862.6),(39 2068983.1),(40 2129488),(41 2224692.3),(42 2323356.3),(43 2403934),(44 2453415),(45 2464978),(46 2454182.5),(47 2424216.5),(48 2401121.5),(49 2401172),(50 2404499.5),(51 2409474.3),(52 2405129.5),(53 2394262.8),(54 2380233.5),(55 2349370),(56 2305744.5),(57 2263989),(58 2242681),(59 2231976.8),(60 2243379),(61 2259265.8),(62 2284045),(63 2336444.3),(64 2398358.3),(65 2454787.5),(66 2481239.3),(67 2466918.8),(68 2425703),(69 2372371.8),(70 2328432.5),(71 2315598.5),(72 2327542),(73 2361163.5),(74 2397017.5),(75 2427180.5),(76 2481518.5),(77 2569982.8),(78 2686402.3),(79 2790843.5),
(1 137826.56),(2 456829.94),(3 829372.44),(4 1170647.4),(5 1462571.9),(6 1699230.8),(7 1875753.3),(8 1995075.9),(9 2072461),(10 2131262.3),(11 2171266.8),(12 2199568.8),(13 2230492.3),(14 2262554.8),(15 2301798),(16 2338975.3),(17 2364693.3),(18 2363791.5),(19 2335046.3),(20 2303974),(21 2287077.5),(22 2280960),(23 2278135.8),(24 2267216.5),(25 2249535.3),(26 2239390.3),(27 2251496.8),(28 2270417.3),(29 2276834.3),(30 2262154.5),(31 2224022.3),(32 2152364.8),(33 2061680),(34 1961163.5),(35 1857311.8),(36 1777659.5),(37 1738397.5),(38 1736708.4),(39 1775144),(40 1847348.5),(41 1935521.5),(42 2024350.5),(43 2087285),(44 2126485.3),(45 2142416.5),(46 2144312.3),(47 2167793.8),(48 2223423.8),(49 2281527.8),(50 2316418.5),(51 2343430),(52 2360879.3),(53 2358548),(54 2337842.5),(55 2301922.8),(56 2266295.3),(57 2245962),(58 2249007.3),(59 2271041.8),(60 2292047.8),(61 2284385.3),(62 2262596.8),(63 2244468),(64 2226615),(65 2202885.5),(66 2153562.3),(67 2074826.4),(68 1993954.8),(69 1937871.1),(70 1927816.9),(71 1954565.3),(72 2011820.1),(73 2085442.6),(74 2160842.8),(75 2223503.8),(76 2291853.8),(77 2337851.8),(78 2366001.3),(79 2378892),
(1 118576.586),(2 392753.84),(3 703621.2),(4 983718.9),(5 1223193.6),(6 1411714.6),(7 1550201.6),(8 1640764.4),(9 1696129.6),(10 1751741.4),(11 1783520.6),(12 1798002),(13 1800689.9),(14 1806950.3),(15 1817348.3),(16 1831717.3),(17 1850891.9),(18 1859046.5),(19 1849357.6),(20 1840511.4),(21 1853021),(22 1875273.4),(23 1901900.4),(24 1924413.8),(25 1947747.4),(26 1963943.8),(27 1957177.1),(28 1921702.4),(29 1873414.4),(30 1827798.3),(31 1772853.4),(32 1717576.9),(33 1665052),(34 1615822.1),(35 1564492.8),(36 1530240.1),(37 1527604.4),(38 1547865.3),(39 1583450),(40 1634679.4),(41 1686610),(42 1729274),(43 1764549.4),(44 1798480.1),(45 1837131.5),(46 1875540.6),(47 1915939.4),(48 1956331.9),(49 2001222.6),(50 2042035.9),(51 2068568.9),(52 2068928),(53 2055343.1),(54 2042572.6),(55 2029288.3),(56 2019586.3),(57 2011454.1),(58 1996017.4),(59 1974892.4),(60 1957082),(61 1944496.6),(62 1925591.8),(63 1895736.3),(64 1865068.6),(65 1838583.5),(66 1806157.6),(67 1773281),(68 1760652.9),(69 1765423.6),(70 1780751),(71 1793594.4),(72 1804732.1),(73 1833612),(74 1877370),(75 1921212.1),(76 1963138.3),(77 1995395.6),(78 2019219),(79 2036584.3),
(1 116149.93),(2 384487.66),(3 696085.25),(4 982712.44),(5 1221238.1),(6 1407025.5),(7 1543303.5),(8 1629281.6),(9 1674454.5),(10 1697243.5),(11 1702586.5),(12 1704623.8),(13 1708801.4),(14 1723984.8),(15 1746248.1),(16 1763324.9),(17 1766098.8),(18 1760682.9),(19 1756729.3),(20 1771721.5),(21 1794938.1),(22 1826891.5),(23 1861628.5),(24 1893208.9),(25 1920577.1),(26 1928014),(27 1913504.5),(28 1891098.6),(29 1867284.9),(30 1841040.5),(31 1810608),(32 1787020.5),(33 1768386),(34 1748827.9),(35 1736134.3),(36 1737658.6),(37 1754644),(38 1778732.5),(39 1805852.4),(40 1824093.8),(41 1827727.5),(42 1837142.6),(43 1843070.9),(44 1835896.3),(45 1827496.9),(46 1825623.8),(47 1855410.8),(48 1896604.5),(49 1952078.3),(50 2018257.5),(51 2066969.8),(52 2084837.4),(53 2069789.5),(54 2038310.6),(55 2008489.1),(56 1979120.9),(57 1942998.3),(58 1920686.9),(59 1924278),(60 1951378.6),(61 1981117.8),(62 1993504.5),(63 1989689.8),(64 1985431.5),(65 1983752.5),(66 1991881.1),(67 1997349.1),(68 1989602.3),(69 1964847.4),(70 1942697.8),(71 1925634),(72 1924386),(73 1943790.9),(74 1963298.9),(75 1968811.4),(76 1983714.9),(77 2007793.1),(78 2041095.1),(79 2067044.3),
(1 116903.79),(2 385607.88),(3 689292.9),(4 965272.4),(5 1199653.4),(6 1386136.1),(7 1517059.3),(8 1588637.6),(9 1614684.1),(10 1619208.1),(11 1627003.8),(12 1645672.5),(13 1669057.6),(14 1686412.9),(15 1673627.1),(16 1645532.3),(17 1605123.5),(18 1573102.8),(19 1561044.9),(20 1567094.9),(21 1592558.1),(22 1642707.5),(23 1699454.4),(24 1750108.1),(25 1795177.9),(26 1827622.4),(27 1851851.1),(28 1865744.4),(29 1873977.9),(30 1870007.9),(31 1854691.9),(32 1834649.5),(33 1803633.3),(34 1766177.6),(35 1744990.4),(36 1735399.6),(37 1720437.4),(38 1705125),(39 1694121.9),(40 1690344.8),(41 1677175.6),(42 1660069.8),(43 1636205.4),(44 1608460.3),(45 1584061.3),(46 1577009.9),(47 1604681.3),(48 1666356.9),(49 1745809.9),(50 1818693.3),(51 1861059.5),(52 1880595),(53 1874910.5),(54 1866944.9),(55 1869911.9),(56 1871938.4),(57 1873600.4),(58 1876560.8),(59 1891274.4),(60 1907107.1),(61 1927323),(62 1943421),(63 1951581),(64 1958838.8),(65 1969898.3),(66 1983220.6),(67 1981410),(68 1959370.8),(69 1923438.1),(70 1889376),(71 1868398.1),(72 1864341.8),(73 1885711.3),(74 1925112.5),(75 1966379.8),(76 2004677.8),(77 2025990),(78 2027697.5),(79 2009522.3),
(1 111482.05),(2 364180.63),(3 636804.3),(4 861884),(5 1038895.3),(6 1178023),(7 1284418.6),(8 1361978.6),(9 1421187.6),(10 1476927.9),(11 1519098.3),(12 1544167.6),(13 1549157.8),(14 1543437.9),(15 1527025.8),(16 1511453.4),(17 1489487.8),(18 1480564.5),(19 1484333.5),(20 1493210.1),(21 1520539.5),(22 1561074.9),(23 1598952.4),(24 1631490),(25 1675187.9),(26 1719723.4),(27 1754234.5),(28 1774331.3),(29 1774545.1),(30 1749843.5),(31 1707419.4),(32 1656723.8),(33 1604408.4),(34 1552198.4),(35 1497932.8),(36 1444642.5),(37 1400391.4),(38 1384458.6),(39 1394209.3),(40 1425224.5),(41 1448763.8),(42 1461108.1),(43 1452388.3),(44 1437033.1),(45 1422707.8),(46 1428093.6),(47 1466814.1),(48 1515405),(49 1552859.4),(50 1565743.9),(51 1557426.1),(52 1543890.9),(53 1537745.3),(54 1540556.8),(55 1546197.8),(56 1549836.6),(57 1548135.5),(58 1539932.8),(59 1537375.3),(60 1540768),(61 1551537.8),(62 1560049.8),(63 1564954.9),(64 1570658.1),(65 1585336.9),(66 1604826.6),(67 1633762.1),(68 1657716.6),(69 1671597),(70 1673360.8),(71 1659872.1),(72 1645247.3),(73 1648811.3),(74 1651471.3),(75 1650899),(76 1660418.9),(77 1673672.9),(78 1682214.4),(79 1680406.6),
(1 112780.99),(2 363381.97),(3 629825.94),(4 847754.56),(5 1022326.7),(6 1160990.3),(7 1259757.1),(8 1324228.6),(9 1364928.8),(10 1384208.5),(11 1385501.4),(12 1377874.6),(13 1370755.9),(14 1359950.9),(15 1352939.1),(16 1351438.9),(17 1349923.8),(18 1355404.1),(19 1365862),(20 1383583.4),(21 1402435),(22 1423979),(23 1449037.9),(24 1492546.9),(25 1550677),(26 1592416),(27 1605439.6),(28 1595214.3),(29 1567473.8),(30 1518613.5),(31 1465970.1),(32 1430576.8),(33 1397449),(34 1357635.1),(35 1319620.4),(36 1292607.6),(37 1281375.8),(38 1297726.3),(39 1337800.1),(40 1383295.5),(41 1424803.6),(42 1458113.3),(43 1483197.8),(44 1496661.4),(45 1490562.9),(46 1488849.6),(47 1489661.4),(48 1489841.4),(49 1484581.8),(50 1465793.8),(51 1449929.9),(52 1440879.9),(53 1428859.5),(54 1409293.8),(55 1397642.6),(56 1404797.8),(57 1427005.1),(58 1459534.4),(59 1489888.8),(60 1508706.9),(61 1517912.9),(62 1513227.8),(63 1503021.5),(64 1495669.4),(65 1485606.6),(66 1476862),(67 1465348.8),(68 1446424.6),(69 1418923.9),(70 1392879.8),(71 1377566),(72 1375443.5),(73 1393008.3),(74 1410024.5),(75 1421165.4),(76 1424435.9),(77 1419261.8),(78 1422414),(79 1411367.3),
(1 113290.77),(2 362132.34),(3 622158.2),(4 836939.3),(5 1011338.9),(6 1145235.1),(7 1235597.8),(8 1286686.6),(9 1314808.8),(10 1342130.3),(11 1366226.5),(12 1382219.1),(13 1398977.6),(14 1406192.6),(15 1404100),(16 1392859.1),(17 1393313),(18 1394728.3),(19 1383667.9),(20 1362928.3),(21 1351570.6),(22 1365520.6),(23 1395671.3),(24 1427832.4),(25 1461179.8),(26 1484103.4),(27 1495731.4),(28 1489886.4),(29 1468845.4),(30 1432866.6),(31 1387255.9),(32 1341484),(33 1296062.3),(34 1259898.6),(35 1241468),(36 1241701.4),(37 1245006.1),(38 1258795.8),(39 1280432.8),(40 1303186.4),(41 1320407.4),(42 1337021.8),(43 1356065),(44 1370877.4),(45 1389221.6),(46 1415701.9),(47 1454844.3),(48 1498092.4),(49 1524262.3),(50 1520277.5),(51 1496661),(52 1454426.9),(53 1402221.1),(54 1360649.8),(55 1342725.4),(56 1339635.8),(57 1355554.1),(58 1389918.5),(59 1412014.5),(60 1410213),(61 1397820.3),(62 1381003.9),(63 1363825.9),(64 1350433.8),(65 1332737.8),(66 1315842.6),(67 1296100.5),(68 1282040.6),(69 1275230.1),(70 1279111),(71 1289494.8),(72 1293683),(73 1295724.1),(74 1286485.8),(75 1274005.5),(76 1260267.4),(77 1249300.5),(78 1244342.6),(79 1234546.9),
