1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 204745.39),(2 734819),(3 1532139.1),(4 2511584),(5 3600810),(6 4775723.5),(7 6041482.5),(8 7435982.5),(9 8899128),(10 10493669),(11 12164048),(12 13866745),(13 15607523),(14 17426250),(15 19223238),(16 21025678),(17 22784342),(18 24700698),(19 26588614),(20 28430800),(21 30180950),(22 31652384),(23 33314054),(24 34657630),(25 36008780),(26 37700500),(27 39724404),(28 41837980),(29 44116068),(30 46497868),(31 48717116),(32 50728180),(33 52618228),(34 54145004),(35 55520884),(36 56944560),(37 57935796),(38 58894916),(39 59707404),(40 60391180),(41 61172588),(42 61947724),(43 62961852),(44 63704172),(45 64786830),(46 66170690),(47 67778170),(48 69450790),(49 71133080),(50 73294856),(51 75884520),(52 79033480),(53 82912824),(54 86620870),(55 90596700),(56 94809880),(57 99677510),(58 105027010),(59 111048510),(60 117170184),(61 123376700),(62 129844120),(63 136872850),(64 144225870),(65 152200340),(66 159737390),(67 167332130),(68 175390540),(69 183296720),(70 191226930),(71 198733230),(72 205971650),(73 211904340),(74 216961400),(75 220759700),(76 224843280),(77 229064880),(78 232459410),(79 235455660),
(1 188.10387),(2 221.39253),(3 245.18747),(4 263.14398),(5 273.47165),(6 286.70364),(7 293.3553),(8 305.30725),(9 311.84335),(10 315.25793),(11 317.58188),(12 318.8553),(13 325.82355),(14 326.65875),(15 330.3165),(16 335.1126),(17 338.5446),(18 341.84924),(19 346.43542),(20 355.21307),(21 357.80746),(22 361.27704),(23 369.08588),(24 367.06256),(25 366.53708),(26 363.36682),(27 364.81705),(28 363.2766),(29 354.8267),(30 353.71335),(31 352.53156),(32 347.03918),(33 351.86026),(34 351.0037),(35 352.9349),(36 353.34183),(37 350.5917),(38 354.55283),(39 349.9269),(40 352.49005),(41 352.0331),(42 350.7048),(43 345.57968),(44 348.03806),(45 346.15997),(46 349.72784),(47 350.56177),(48 347.64972),(49 353.16638),(50 356.8927),(51 355.78723),(52 361.94226),(53 368.0412),(54 371.9298),(55 373.32657),(56 379.7537),(57 382.19714),(58 382.883),(59 383.9727),(60 386.15808),(61 390.6171),(62 391.23157),(63 394.91888),(64 398.51096),(65 397.3384),(66 398.48303),(67 400.97668),(68 397.53476),(69 396.86575),(70 396.53436),(71 393.7928),(72 392.14963),(73 389.7933),(74 385.27997),(75 385.0602),(76 383.4701),(77 382.00113),(78 377.2816),(79 376.93326),
(1 187.55817),(2 220.1562),(3 246.98743),(4 260.8148),(5 270.1566),(6 280.3021),(7 284.8596),(8 304.19095),(9 305.9586),(10 306.2919),(11 307.37592),(12 311.3031),(13 314.49997),(14 318.93726),(15 325.41217),(16 330.89746),(17 333.16068),(18 339.04208),(19 342.30777),(20 347.62732),(21 349.8493),(22 356.24652),(23 357.4247),(24 353.11142),(25 354.96655),(26 355.16382),(27 353.27527),(28 355.5018),(29 347.35184),(30 349.56256),(31 347.48056),(32 345.8893),(33 346.54047),(34 347.13214),(35 343.3035),(36 344.70874),(37 346.4891),(38 347.47952),(39 346.96844),(40 343.20856),(41 341.1823),(42 339.85672),(43 340.14514),(44 338.38824),(45 339.76175),(46 336.1112),(47 335.34448),(48 335.35907),(49 341.3463),(50 344.6339),(51 346.82776),(52 351.28912),(53 359.0953),(54 362.8465),(55 366.0143),(56 370.9337),(57 374.87708),(58 376.93027),(59 376.93344),(60 382.51266),(61 382.8918),(62 385.69656),(63 390.30612),(64 392.89148),(65 395.38937),(66 394.25006),(67 398.06747),(68 396.08127),(69 394.46066),(70 395.37918),(71 393.95227),(72 393.81702),(73 391.7594),(74 393.7597),(75 391.28992),(76 390.5444),(77 386.52145),(78 384.95798),(79 388.0257),
(1 181.04501),(2 212.61496),(3 232.98396),(4 247.24586),(5 256.14807),(6 267.02054),(7 276.7089),(8 288.1188),(9 292.22623),(10 297.0937),(11 301.40237),(12 307.4702),(13 309.48605),(14 316.69147),(15 320.56808),(16 323.83432),(17 328.41614),(18 334.16293),(19 341.18475),(20 344.13538),(21 346.30624),(22 348.486),(23 351.84268),(24 349.32028),(25 354.07245),(26 352.04218),(27 352.61084),(28 350.37933),(29 346.984),(30 348.56882),(31 340.58527),(32 341.3502),(33 336.83658),(34 333.38135),(35 332.84167),(36 332.97556),(37 332.89102),(38 333.83438),(39 332.23257),(40 333.7168),(41 329.40353),(42 331.5203),(43 328.88892),(44 330.94592),(45 331.9596),(46 329.3472),(47 330.9742),(48 330.9962),(49 335.1799),(50 345.03165),(51 347.9953),(52 355.62152),(53 362.3067),(54 367.4929),(55 374.409),(56 377.3555),(57 384.67834),(58 387.25516),(59 390.03152),(60 392.9211),(61 398.13586),(62 402.5093),(63 401.9251),(64 400.27185),(65 403.31537),(66 402.42676),(67 404.1128),(68 409.1957),(69 407.49957),(70 407.03625),(71 410.70493),(72 410.9227),(73 408.36093),(74 406.1032),(75 401.88016),(76 398.6722),(77 398.69995),(78 396.37833),(79 397.01273),
(1 183.59334),(2 212.35713),(3 232.7421),(4 249.98898),(5 260.1332),(6 271.26447),(7 279.09427),(8 290.81113),(9 296.7912),(10 303.13934),(11 303.4768),(12 307.986),(13 313.83783),(14 313.41788),(15 317.02185),(16 323.09482),(17 329.35745),(18 335.2931),(19 337.97525),(20 342.2262),(21 345.1627),(22 347.54214),(23 351.67685),(24 347.20856),(25 348.84357),(26 351.2292),(27 347.05524),(28 346.73013),(29 343.48773),(30 339.81143),(31 337.27933),(32 336.24002),(33 333.81738),(34 333.70593),(35 331.05283),(36 328.85468),(37 333.9128),(38 335.30344),(39 328.4726),(40 329.2338),(41 325.5873),(42 329.27292),(43 327.58817),(44 332.25797),(45 332.8173),(46 332.2819),(47 330.05408),(48 330.78894),(49 334.0134),(50 337.84814),(51 337.93228),(52 338.61926),(53 341.63925),(54 350.38196),(55 356.4461),(56 359.17307),(57 363.13995),(58 366.9312),(59 368.27646),(60 370.76782),(61 373.45328),(62 378.723),(63 378.50204),(64 380.74423),(65 382.32855),(66 386.25015),(67 389.17886),(68 390.79675),(69 391.56262),(70 389.12704),(71 392.03607),(72 388.1482),(73 386.85437),(74 383.8348),(75 381.351),(76 378.49686),(77 381.305),(78 379.42096),(79 379.11603),
(1 186.28021),(2 212.21024),(3 233.16177),(4 249.26215),(5 261.04242),(6 271.51166),(7 275.1808),(8 290.4128),(9 293.5699),(10 296.46933),(11 299.61987),(12 302.16458),(13 309.87616),(14 309.80777),(15 313.26624),(16 320.97937),(17 324.91428),(18 331.5123),(19 335.1371),(20 340.0109),(21 340.41412),(22 343.03354),(23 347.86365),(24 347.62637),(25 346.8928),(26 344.77438),(27 345.85657),(28 343.91733),(29 343.55276),(30 338.845),(31 336.91028),(32 336.85278),(33 335.80597),(34 334.8938),(35 331.137),(36 331.1521),(37 328.05344),(38 332.6854),(39 326.86783),(40 330.2715),(41 326.3984),(42 324.54468),(43 325.5208),(44 329.52252),(45 329.08322),(46 323.63382),(47 324.53198),(48 327.19336),(49 329.436),(50 331.23456),(51 333.05377),(52 334.95654),(53 339.3183),(54 344.12265),(55 348.31384),(56 351.12958),(57 357.97458),(58 361.15442),(59 360.8013),(60 358.91223),(61 362.94138),(62 366.85312),(63 366.39987),(64 368.82404),(65 371.88757),(66 368.7981),(67 373.62558),(68 377.4527),(69 378.99683),(70 378.96558),(71 374.84155),(72 374.17456),(73 373.11118),(74 368.83664),(75 367.2272),(76 367.72983),(77 363.06732),(78 359.3447),(79 360.7074),
(1 179.92259),(2 205.9549),(3 225.64948),(4 241.65053),(5 251.99504),(6 261.1081),(7 267.68167),(8 283.40872),(9 285.3637),(10 288.0672),(11 293.73325),(12 296.19308),(13 300.1894),(14 301.6739),(15 304.29132),(16 310.56955),(17 316.33664),(18 318.86496),(19 319.8594),(20 323.60382),(21 327.9106),(22 328.5162),(23 330.18692),(24 333.5086),(25 338.6373),(26 337.3404),(27 337.30865),(28 334.99295),(29 332.30484),(30 329.0011),(31 326.81876),(32 323.1612),(33 323.67014),(34 323.9216),(35 323.12283),(36 326.07254),(37 323.09467),(38 325.8857),(39 322.4659),(40 318.75797),(41 320.81268),(42 319.15198),(43 318.62665),(44 317.59363),(45 320.48),(46 317.0753),(47 319.5196),(48 321.5896),(49 326.99188),(50 325.94693),(51 330.40567),(52 335.95773),(53 343.43683),(54 346.73514),(55 352.0464),(56 354.63315),(57 358.34897),(58 360.14996),(59 361.8696),(60 360.13416),(61 365.8873),(62 366.7496),(63 372.93216),(64 374.2294),(65 375.89792),(66 375.02933),(67 375.43387),(68 377.42307),(69 373.96283),(70 376.5444),(71 375.1187),(72 372.9525),(73 372.98398),(74 372.48453),(75 367.69885),(76 366.9534),(77 364.9279),(78 363.48853),(79 359.93124),
(1 178.64479),(2 212.1206),(3 231.26924),(4 245.72363),(5 257.91852),(6 266.9274),(7 273.0539),(8 286.5758),(9 290.1492),(10 295.30084),(11 301.4318),(12 304.0948),(13 307.69476),(14 308.81683),(15 315.14923),(16 318.48383),(17 324.67755),(18 328.42862),(19 331.5462),(20 342.3882),(21 344.0484),(22 345.50836),(23 350.14545),(24 350.6635),(25 351.77515),(26 346.53314),(27 344.66513),(28 345.08966),(29 342.88535),(30 341.1764),(31 332.986),(32 330.63657),(33 331.22858),(34 326.67075),(35 326.6402),(36 324.91928),(37 325.19824),(38 329.7412),(39 329.21524),(40 324.01398),(41 319.05124),(42 322.2937),(43 321.5467),(44 321.93204),(45 322.4472),(46 324.8341),(47 326.18643),(48 326.23096),(49 332.67252),(50 335.75375),(51 339.2387),(52 344.6736),(53 352.00198),(54 347.99176),(55 351.9541),(56 356.39276),(57 359.17926),(58 359.2541),(59 360.5851),(60 359.20044),(61 363.38684),(62 363.11554),(63 362.68158),(64 364.6991),(65 365.57928),(66 365.17914),(67 361.95825),(68 363.4494),(69 361.68668),(70 360.0073),(71 359.377),(72 357.2193),(73 358.6966),(74 355.12192),(75 356.39044),(76 355.26736),(77 356.7143),(78 357.64166),(79 357.4203),
(1 172.03665),(2 201.31516),(3 221.1816),(4 233.86325),(5 243.4388),(6 255.73566),(7 261.36212),(8 272.4898),(9 276.65503),(10 282.1103),(11 286.26492),(12 294.53632),(13 296.02),(14 300.4536),(15 306.17065),(16 308.09265),(17 312.131),(18 318.7212),(19 322.475),(20 327.72815),(21 332.83047),(22 331.548),(23 335.88513),(24 336.00305),(25 339.29245),(26 335.46326),(27 337.45428),(28 336.96506),(29 332.8842),(30 335.84564),(31 329.9359),(32 330.9675),(33 326.6061),(34 323.1695),(35 324.26205),(36 325.1229),(37 322.17194),(38 326.85965),(39 326.5155),(40 322.91507),(41 319.84238),(42 320.0286),(43 318.9144),(44 319.56497),(45 319.98227),(46 319.39548),(47 318.02713),(48 321.6197),(49 327.7679),(50 327.76718),(51 328.7019),(52 331.532),(53 337.44955),(54 342.3062),(55 341.63397),(56 345.60947),(57 349.4411),(58 353.00748),(59 355.7018),(60 358.3391),(61 360.16248),(62 364.25403),(63 366.26843),(64 369.53073),(65 366.5449),(66 366.92386),(67 365.4386),(68 368.974),(69 368.16364),(70 368.5522),(71 367.41687),(72 365.34564),(73 363.32147),(74 362.20193),(75 362.7456),(76 360.3736),(77 359.90988),(78 358.36377),(79 358.10333),
(1 169.99013),(2 196.84848),(3 217.11565),(4 227.91797),(5 238.88585),(6 245.11086),(7 249.50177),(8 260.19067),(9 264.75772),(10 271.3847),(11 269.25977),(12 276.4825),(13 277.8396),(14 282.86813),(15 286.32663),(16 293.51862),(17 294.67874),(18 299.9229),(19 306.96902),(20 308.08743),(21 310.06076),(22 310.77814),(23 317.46262),(24 317.34357),(25 316.363),(26 317.6534),(27 321.53415),(28 322.76328),(29 314.64783),(30 312.51993),(31 310.10345),(32 308.49725),(33 305.9381),(34 306.7481),(35 307.804),(36 308.97012),(37 307.43872),(38 312.2834),(39 310.06573),(40 309.7682),(41 303.66904),(42 305.61963),(43 306.01285),(44 307.45108),(45 306.97314),(46 308.32004),(47 305.03128),(48 308.0641),(49 311.72342),(50 315.26758),(51 317.83987),(52 322.6285),(53 333.22165),(54 338.03006),(55 338.03763),(56 344.04395),(57 348.46182),(58 350.38803),(59 351.2509),(60 355.17184),(61 361.57117),(62 361.74124),(63 361.8045),(64 361.66855),(65 360.83765),(66 360.09186),(67 359.20163),(68 361.69205),(69 360.4148),(70 356.43875),(71 354.54742),(72 355.29233),(73 350.8687),(74 346.77228),(75 343.65134),(76 344.67334),(77 339.70087),(78 340.98444),(79 336.68216),
(1 171.29514),(2 197.70251),(3 217.58545),(4 229.98831),(5 240.03528),(6 250.0318),(7 254.1763),(8 272.6785),(9 274.12738),(10 276.32462),(11 282.2358),(12 287.92758),(13 293.5641),(14 301.2061),(15 303.3168),(16 304.95358),(17 311.6085),(18 313.64197),(19 317.37332),(20 321.7069),(21 322.46094),(22 320.26532),(23 328.45087),(24 325.23755),(25 324.1403),(26 322.43198),(27 323.48868),(28 324.09952),(29 318.1614),(30 318.2248),(31 312.45178),(32 309.66446),(33 309.4417),(34 307.47183),(35 303.62585),(36 304.26395),(37 303.25854),(38 306.44833),(39 305.56442),(40 304.82214),(41 304.02875),(42 302.18835),(43 303.78583),(44 305.01385),(45 305.85065),(46 306.115),(47 304.43835),(48 311.13605),(49 310.4412),(50 316.62115),(51 316.46478),(52 317.85907),(53 323.8275),(54 322.31335),(55 322.7857),(56 324.15988),(57 328.97894),(58 332.83536),(59 332.64038),(60 333.8991),(61 344.54913),(62 344.2733),(63 346.17828),(64 345.89264),(65 343.8657),(66 342.567),(67 345.40433),(68 348.9429),(69 344.0767),(70 344.36105),(71 343.17215),(72 342.27966),(73 342.11823),(74 341.85007),(75 338.78125),(76 339.1),(77 339.5627),(78 337.68787),(79 339.6903),
(1 167.95242),(2 198.7089),(3 216.33917),(4 229.12804),(5 239.26268),(6 247.14333),(7 252.72285),(8 268.18066),(9 270.4586),(10 274.16205),(11 279.21808),(12 286.76724),(13 284.07083),(14 289.5252),(15 293.91724),(16 295.09805),(17 294.65018),(18 298.87677),(19 301.39728),(20 307.8658),(21 311.1395),(22 311.19077),(23 315.41537),(24 313.466),(25 311.9987),(26 312.31064),(27 310.87308),(28 308.7223),(29 307.57132),(30 308.6489),(31 303.19824),(32 298.8711),(33 298.9412),(34 297.74094),(35 297.54202),(36 300.0491),(37 298.2591),(38 304.532),(39 306.0981),(40 305.6038),(41 303.71698),(42 300.7812),(43 303.22406),(44 302.3624),(45 300.32635),(46 300.7829),(47 302.83517),(48 304.10315),(49 301.9413),(50 301.5902),(51 302.62988),(52 304.98492),(53 310.8487),(54 313.46796),(55 316.23145),(56 322.173),(57 324.24484),(58 331.77737),(59 333.97665),(60 335.82587),(61 339.493),(62 340.83075),(63 340.79312),(64 341.0265),(65 344.20172),(66 346.3175),(67 343.75858),(68 342.6849),(69 342.38138),(70 342.30328),(71 338.74542),(72 339.50778),(73 339.09232),(74 337.25223),(75 334.20502),(76 338.82474),(77 339.04498),(78 338.15894),(79 337.95786),
(1 168.39868),(2 193.16093),(3 213.58775),(4 222.541),(5 234.29576),(6 240.48546),(7 247.47112),(8 258.04498),(9 261.70673),(10 267.2631),(11 273.4294),(12 277.7538),(13 279.10703),(14 282.54657),(15 289.40906),(16 293.2874),(17 294.87555),(18 302.49802),(19 304.63693),(20 306.81726),(21 313.9054),(22 314.32043),(23 320.82672),(24 321.01587),(25 320.384),(26 318.56207),(27 319.01627),(28 314.67148),(29 313.15646),(30 311.06412),(31 309.55923),(32 304.7731),(33 305.29352),(34 305.18405),(35 303.15067),(36 309.06638),(37 308.6152),(38 310.4425),(39 308.4121),(40 307.20425),(41 304.86404),(42 306.34012),(43 307.84637),(44 305.4656),(45 303.96634),(46 300.49493),(47 302.90692),(48 306.40988),(49 306.02554),(50 310.36218),(51 312.22537),(52 313.15674),(53 321.76556),(54 323.29565),(55 326.12244),(56 333.29276),(57 333.65244),(58 337.05496),(59 335.56085),(60 337.34448),(61 340.76797),(62 343.07968),(63 343.61148),(64 342.814),(65 345.73672),(66 346.44482),(67 347.29865),(68 350.48944),(69 349.3996),(70 348.56177),(71 346.73022),(72 346.42377),(73 342.78204),(74 341.80746),(75 339.83627),(76 338.969),(77 337.20477),(78 336.65515),(79 334.5725),
(1 164.15575),(2 189.74284),(3 208.77902),(4 219.20055),(5 227.5882),(6 235.02106),(7 241.42389),(8 248.1966),(9 254.60687),(10 259.44986),(11 264.84595),(12 271.19504),(13 275.50793),(14 279.6816),(15 285.21622),(16 289.4005),(17 293.62036),(18 297.86322),(19 300.46973),(20 302.60287),(21 306.44254),(22 306.40097),(23 309.52286),(24 308.69513),(25 307.1256),(26 304.1471),(27 304.43033),(28 300.55655),(29 298.173),(30 299.97028),(31 298.20724),(32 297.0373),(33 296.20813),(34 294.3381),(35 293.17578),(36 294.4329),(37 296.044),(38 295.55905),(39 295.7531),(40 291.84375),(41 288.73715),(42 288.88898),(43 289.6015),(44 291.82904),(45 287.18655),(46 287.39984),(47 286.2334),(48 288.52368),(49 288.73285),(50 288.52335),(51 290.24432),(52 290.0279),(53 294.76752),(54 295.222),(55 296.2548),(56 303.91357),(57 305.29553),(58 304.18814),(59 306.64737),(60 306.91202),(61 308.4843),(62 309.62076),(63 312.9748),(64 312.7386),(65 315.71948),(66 316.6208),(67 319.92175),(68 323.75226),(69 322.11234),(70 323.2282),(71 327.47165),(72 329.26773),(73 325.8449),(74 322.1393),(75 323.07855),(76 324.5535),(77 322.30798),(78 320.22357),(79 322.94122),
(1 163.99307),(2 192.22958),(3 208.70566),(4 221.03117),(5 231.25507),(6 239.87671),(7 248.58366),(8 261.5348),(9 264.79843),(10 272.842),(11 274.3684),(12 280.24762),(13 281.07764),(14 286.07324),(15 289.74518),(16 294.51947),(17 300.03568),(18 300.03625),(19 303.5115),(20 307.9658),(21 309.67548),(22 311.62506),(23 314.00476),(24 315.52075),(25 317.49283),(26 316.6335),(27 317.83853),(28 313.93378),(29 315.38022),(30 314.41074),(31 309.8643),(32 308.7791),(33 305.6418),(34 304.47144),(35 303.339),(36 301.09186),(37 300.63113),(38 302.10403),(39 299.18265),(40 297.0744),(41 295.8715),(42 292.30554),(43 293.01392),(44 292.71375),(45 291.32727),(46 288.99973),(47 291.37744),(48 294.9027),(49 294.14288),(50 296.1987),(51 299.444),(52 299.0822),(53 304.74884),(54 308.47305),(55 309.2195),(56 313.57645),(57 315.79166),(58 318.02374),(59 318.90247),(60 323.2798),(61 328.93292),(62 330.05255),(63 332.3249),(64 332.59467),(65 334.5617),(66 333.3845),(67 333.42664),(68 337.23438),(69 332.95038),(70 331.78314),(71 333.00296),(72 333.54404),(73 333.2011),(74 330.8528),(75 327.57794),(76 326.8175),(77 324.81818),(78 325.28217),(79 325.80643),
(1 162.26727),(2 191.752),(3 207.564),(4 219.4775),(5 231.1183),(6 241.3571),(7 246.6622),(8 258.1168),(9 264.53824),(10 270.46634),(11 273.8306),(12 280.53766),(13 283.73456),(14 284.7381),(15 290.43317),(16 294.61066),(17 297.83197),(18 302.10812),(19 307.088),(20 308.3944),(21 311.75186),(22 309.8815),(23 311.59818),(24 310.46136),(25 308.86505),(26 306.8387),(27 307.164),(28 303.4518),(29 301.6047),(30 299.63135),(31 297.62994),(32 297.3921),(33 295.76514),(34 294.3906),(35 293.4639),(36 295.1201),(37 294.42902),(38 302.62338),(39 300.24478),(40 300.9697),(41 294.13684),(42 291.8337),(43 291.98383),(44 294.65564),(45 296.10764),(46 294.92728),(47 295.27533),(48 293.90918),(49 295.27658),(50 299.58115),(51 304.18405),(52 307.687),(53 313.53525),(54 313.69077),(55 316.7326),(56 318.6102),(57 323.47092),(58 324.68457),(59 324.50427),(60 326.10245),(61 331.12042),(62 330.55807),(63 330.30237),(64 330.82666),(65 335.0583),(66 334.17328),(67 334.56555),(68 339.70715),(69 338.75128),(70 334.08002),(71 334.30835),(72 330.8969),(73 328.6535),(74 327.3523),(75 323.09897),(76 322.4164),(77 320.14697),(78 323.8005),(79 323.1351),
(1 163.75998),(2 191.97476),(3 208.97437),(4 218.75362),(5 229.96815),(6 237.68387),(7 240.22147),(8 253.29825),(9 260.64676),(10 263.6961),(11 266.64597),(12 270.47638),(13 270.57693),(14 276.29437),(15 279.01492),(16 284.7608),(17 285.63876),(18 295.37567),(19 298.97656),(20 300.07922),(21 302.34232),(22 303.57068),(23 304.1667),(24 305.97696),(25 306.62927),(26 309.5426),(27 308.4245),(28 305.47827),(29 306.4507),(30 303.30612),(31 304.49902),(32 301.3591),(33 302.30707),(34 304.0686),(35 299.93994),(36 302.4934),(37 300.8265),(38 306.47778),(39 298.5674),(40 297.49496),(41 292.53802),(42 297.13638),(43 297.16357),(44 298.5172),(45 296.09174),(46 295.76187),(47 293.69656),(48 294.21814),(49 291.23672),(50 291.1701),(51 292.3469),(52 297.48425),(53 300.2309),(54 308.09967),(55 310.03708),(56 309.9719),(57 316.02197),(58 315.77222),(59 314.58508),(60 319.407),(61 323.7249),(62 324.72452),(63 328.8219),(64 331.8147),(65 333.04404),(66 334.47244),(67 332.91034),(68 339.61896),(69 336.43585),(70 336.06854),(71 338.9643),(72 337.92422),(73 337.39923),(74 337.0513),(75 336.245),(76 336.3789),(77 335.8723),(78 335.95105),(79 337.5263),
(1 157.3458),(2 185.97041),(3 201.73087),(4 213.60641),(5 221.0572),(6 232.24947),(7 239.01176),(8 250.23938),(9 254.6093),(10 262.12067),(11 264.18726),(12 269.5793),(13 269.59555),(14 277.66428),(15 280.44904),(16 284.83267),(17 288.9487),(18 292.93478),(19 295.5691),(20 297.48105),(21 301.0211),(22 303.64642),(23 304.54425),(24 303.89),(25 308.29135),(26 310.45502),(27 306.94568),(28 305.63315),(29 305.38992),(30 304.91092),(31 302.9693),(32 301.9022),(33 299.0853),(34 301.09528),(35 299.7936),(36 300.7031),(37 301.67004),(38 301.77933),(39 298.92865),(40 296.4345),(41 295.0376),(42 296.36197),(43 293.6106),(44 294.1007),(45 293.28745),(46 296.30505),(47 293.81415),(48 299.80847),(49 297.846),(50 296.85428),(51 298.64844),(52 303.4333),(53 303.4978),(54 307.0418),(55 312.75595),(56 314.23505),(57 319.4771),(58 320.56067),(59 323.91754),(60 324.4584),(61 325.17776),(62 327.79214),(63 331.81235),(64 332.48154),(65 333.7781),(66 337.18295),(67 340.7526),(68 341.84003),(69 339.24936),(70 340.19623),(71 338.19406),(72 338.46265),(73 338.79086),(74 336.63953),(75 335.07013),(76 332.26993),(77 331.7531),(78 330.4826),(79 329.52896),
(1 153.6591),(2 182.16414),(3 198.68028),(4 207.50932),(5 219.0919),(6 227.73454),(7 235.6347),(8 246.81026),(9 249.5689),(10 258.89294),(11 260.43353),(12 265.90067),(13 265.98828),(14 275.12222),(15 277.40048),(16 282.0772),(17 283.701),(18 286.84732),(19 290.31815),(20 291.27444),(21 296.68985),(22 296.85916),(23 299.33893),(24 300.1067),(25 297.60995),(26 299.5295),(27 297.02887),(28 297.6488),(29 296.20834),(30 296.68057),(31 292.5992),(32 293.74298),(33 292.2073),(34 292.46652),(35 291.7861),(36 291.9298),(37 289.83533),(38 291.34198),(39 287.24356),(40 285.97897),(41 284.29428),(42 283.80145),(43 284.126),(44 283.74045),(45 281.10266),(46 279.67374),(47 277.07822),(48 278.00427),(49 278.47998),(50 279.41095),(51 282.77142),(52 287.2935),(53 291.9263),(54 294.58765),(55 297.47998),(56 301.88043),(57 305.57434),(58 308.7063),(59 312.78238),(60 313.7179),(61 316.17072),(62 319.7671),(63 324.44034),(64 326.74796),(65 325.4026),(66 329.16147),(67 330.8925),(68 336.5884),(69 336.19327),(70 334.75583),(71 336.9441),(72 338.60233),(73 338.17407),(74 337.08914),(75 336.3221),(76 339.4185),(77 334.8295),(78 337.35437),(79 334.92264),
