1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 257.42398),(2 320.0401),(3 358.11258),(4 382.4439),(5 403.92593),(6 426.3469),(7 443.28494),(8 463.41968),(9 472.3525),(10 476.85315),(11 493.25897),(12 495.95654),(13 497.3939),(14 504.86765),(15 513.4513),(16 511.80835),(17 525.74725),(18 528.7991),(19 532.46936),(20 536.0237),(21 537.1912),(22 542.7884),(23 550.29205),(24 547.26666),(25 547.27246),(26 545.8061),(27 542.2212),(28 541.45966),(29 535.1466),(30 537.322),(31 539.98083),(32 539.44116),(33 535.205),(34 539.7254),(35 536.22955),(36 531.42883),(37 532.63837),(38 540.3824),(39 539.96814),(40 541.7607),(41 547.14685),(42 555.1192),(43 554.22),(44 565.7523),(45 569.2749),(46 575.5865),(47 583.95123),(48 582.8443),(49 592.49756),(50 594.9152),(51 594.7837),(52 604.0485),(53 612.93286),(54 606.4939),(55 607.8603),(56 606.20526),(57 607.62616),(58 609.5201),(59 603.22),(60 606.77765),(61 608.16956),(62 606.35535),(63 606.35986),(64 600.5669),(65 599.3977),(66 595.2131),(67 591.41766),(68 581.6674),(69 580.26715),(70 568.9974),(71 565.317),(72 557.2525),(73 561.6242),(74 557.90155),(75 550.4626),(76 555.90857),(77 554.62244),(78 555.4229),(79 557.74817),
(1 253.21901),(2 311.63916),(3 346.9761),(4 373.63596),(5 394.72003),(6 416.42136),(7 431.65698),(8 453.8992),(9 462.24576),(10 465.5388),(11 480.02838),(12 485.85117),(13 486.9829),(14 490.13995),(15 496.86862),(16 497.35703),(17 502.4791),(18 504.9307),(19 511.8281),(20 512.0339),(21 511.26974),(22 511.50467),(23 517.8256),(24 517.75916),(25 519.6666),(26 525.30133),(27 523.3021),(28 522.4778),(29 522.2209),(30 521.79816),(31 522.2793),(32 523.02106),(33 517.44073),(34 521.1578),(35 521.1869),(36 518.2098),(37 524.80444),(38 532.53326),(39 531.99756),(40 529.2257),(41 535.8003),(42 544.22314),(43 543.75037),(44 550.0695),(45 555.83466),(46 556.3347),(47 566.6862),(48 572.6491),(49 579.51227),(50 577.6979),(51 577.7348),(52 586.5884),(53 592.18524),(54 588.7457),(55 588.1694),(56 587.03546),(57 585.63196),(58 584.39777),(59 585.17145),(60 579.2595),(61 585.20087),(62 583.43665),(63 590.20135),(64 585.6597),(65 580.1678),(66 578.57043),(67 578.65875),(68 572.89026),(69 567.2673),(70 555.96857),(71 555.25745),(72 554.66736),(73 548.5023),(74 545.85516),(75 541.6544),(76 543.01434),(77 541.34357),(78 548.5044),(79 547.9293),
(1 249.67899),(2 310.2263),(3 350.84674),(4 375.0378),(5 390.73615),(6 413.5144),(7 423.39465),(8 446.27734),(9 459.9619),(10 459.2689),(11 468.67984),(12 476.3815),(13 480.94275),(14 483.3542),(15 488.6785),(16 489.09848),(17 494.33557),(18 498.97003),(19 501.05237),(20 499.19955),(21 500.46838),(22 505.63654),(23 507.0275),(24 503.45032),(25 504.94476),(26 506.925),(27 505.4809),(28 507.1821),(29 502.18332),(30 498.74033),(31 500.79752),(32 500.57666),(33 496.4968),(34 499.05658),(35 505.1794),(36 501.76508),(37 503.92572),(38 509.37695),(39 519.9209),(40 521.8416),(41 526.2006),(42 529.7227),(43 529.0944),(44 537.89026),(45 539.92786),(46 551.9959),(47 559.1583),(48 563.7041),(49 569.70966),(50 576.5707),(51 577.21136),(52 588.0284),(53 592.57837),(54 581.8628),(55 585.0274),(56 586.77856),(57 584.07355),(58 587.65125),(59 594.113),(60 593.07477),(61 599.43695),(62 596.8021),(63 607.103),(64 600.4405),(65 590.2469),(66 585.25244),(67 585.4902),(68 575.22943),(69 564.0767),(70 555.775),(71 551.19366),(72 549.04694),(73 539.5002),(74 536.74554),(75 533.0064),(76 535.9276),(77 536.76306),(78 537.66833),(79 533.50696),
(1 251.17404),(2 314.5403),(3 358.5383),(4 386.2956),(5 400.48276),(6 422.37723),(7 432.57355),(8 460.27457),(9 472.08798),(10 477.49182),(11 483.78012),(12 496.85364),(13 505.42203),(14 504.34604),(15 513.4115),(16 517.55145),(17 521.3226),(18 529.8311),(19 532.56793),(20 533.9595),(21 533.3509),(22 539.1406),(23 548.2609),(24 539.20526),(25 541.61426),(26 547.2841),(27 546.2003),(28 543.8224),(29 534.6655),(30 530.5169),(31 532.13806),(32 525.0778),(33 522.9555),(34 521.6795),(35 526.94116),(36 516.8404),(37 517.1461),(38 516.99835),(39 522.4316),(40 522.78326),(41 524.74506),(42 528.5762),(43 530.2026),(44 539.5243),(45 544.54767),(46 554.9648),(47 552.9522),(48 553.74677),(49 558.18054),(50 562.7532),(51 569.4077),(52 574.9723),(53 580.6216),(54 572.41693),(55 571.65015),(56 571.9595),(57 572.1156),(58 575.47076),(59 577.00366),(60 579.4318),(61 582.53973),(62 581.4026),(63 589.99066),(64 581.3744),(65 572.27734),(66 574.3357),(67 572.9802),(68 568.1083),(69 554.6951),(70 548.8137),(71 545.1578),(72 544.1406),(73 538.3904),(74 533.37866),(75 533.6945),(76 535.5962),(77 533.0471),(78 533.3382),(79 529.8213),
(1 245.55623),(2 304.11133),(3 345.25278),(4 371.7361),(5 394.21524),(6 412.3803),(7 421.00797),(8 439.43802),(9 449.0349),(10 458.98782),(11 467.46622),(12 475.86343),(13 479.96338),(14 480.5303),(15 484.73257),(16 487.64175),(17 490.352),(18 495.38678),(19 493.14706),(20 498.33063),(21 498.98718),(22 506.84534),(23 515.3741),(24 515.2433),(25 511.34097),(26 518.0606),(27 514.6011),(28 517.0148),(29 511.70804),(30 508.64334),(31 504.699),(32 505.50085),(33 504.2006),(34 510.17307),(35 507.58725),(36 503.36108),(37 504.81534),(38 506.91803),(39 512.1971),(40 517.0961),(41 522.84863),(42 530.7196),(43 527.9867),(44 537.76697),(45 546.3507),(46 550.0209),(47 552.18774),(48 554.7167),(49 565.7353),(50 570.4331),(51 575.31384),(52 580.9634),(53 585.83936),(54 580.3906),(55 574.37506),(56 582.9779),(57 577.1913),(58 581.40186),(59 583.27545),(60 584.1131),(61 588.7689),(62 588.60034),(63 589.782),(64 583.09656),(65 575.0087),(66 568.3257),(67 564.73456),(68 563.7597),(69 550.32574),(70 543.08813),(71 540.9253),(72 536.67865),(73 532.80566),(74 526.35126),(75 523.0894),(76 526.20715),(77 524.1105),(78 523.2855),(79 517.9559),
(1 244.42409),(2 302.39285),(3 341.78464),(4 371.92328),(5 393.46756),(6 413.806),(7 426.15747),(8 446.47162),(9 455.69708),(10 462.30408),(11 469.72778),(12 472.82898),(13 477.32196),(14 479.47977),(15 485.2973),(16 484.3803),(17 490.02216),(18 500.7373),(19 503.20566),(20 508.62567),(21 510.37042),(22 513.24365),(23 519.06775),(24 517.09717),(25 518.2454),(26 521.5732),(27 521.516),(28 518.418),(29 513.67084),(30 508.55576),(31 504.2367),(32 502.77872),(33 500.77673),(34 501.43823),(35 506.82825),(36 504.3674),(37 503.50354),(38 508.97708),(39 512.60394),(40 514.9869),(41 520.779),(42 521.5873),(43 523.3208),(44 528.07477),(45 536.85974),(46 537.31854),(47 544.69324),(48 550.9572),(49 558.31226),(50 566.61053),(51 569.83167),(52 575.6037),(53 584.227),(54 577.3731),(55 574.0419),(56 580.6643),(57 576.81024),(58 580.2715),(59 581.8629),(60 583.2407),(61 583.08344),(62 577.872),(63 576.5356),(64 577.8715),(65 569.34625),(66 565.9557),(67 566.6309),(68 564.0615),(69 549.58685),(70 541.3678),(71 533.3078),(72 526.37085),(73 520.51385),(74 515.0383),(75 513.75195),(76 516.8359),(77 514.3798),(78 513.455),(79 515.1337),
(1 236.2679),(2 302.19028),(3 341.3847),(4 371.9286),(5 397.52798),(6 418.22372),(7 435.24384),(8 449.0731),(9 456.79932),(10 459.17123),(11 468.0928),(12 466.69693),(13 467.42087),(14 468.16037),(15 473.45483),(16 474.58835),(17 483.71753),(18 492.186),(19 498.17618),(20 501.58908),(21 505.95544),(22 510.21695),(23 522.6861),(24 516.5366),(25 521.03174),(26 517.8058),(27 511.60107),(28 507.82965),(29 501.63675),(30 501.8639),(31 501.54636),(32 504.1895),(33 501.32526),(34 505.3387),(35 505.8835),(36 505.22394),(37 509.51553),(38 515.64484),(39 512.8751),(40 514.4308),(41 517.3337),(42 522.5885),(43 522.634),(44 528.90173),(45 531.14496),(46 539.2991),(47 547.69324),(48 554.8025),(49 564.2432),(50 565.83777),(51 570.0206),(52 574.2769),(53 584.20966),(54 574.84955),(55 575.0253),(56 574.1496),(57 575.2469),(58 574.55963),(59 578.75134),(60 583.6916),(61 588.01764),(62 581.2679),(63 582.7746),(64 575.4117),(65 568.3736),(66 565.2087),(67 555.7961),(68 548.0493),(69 541.5061),(70 532.6013),(71 531.0176),(72 521.9613),(73 521.26263),(74 514.534),(75 512.57715),(76 509.37845),(77 507.62817),(78 507.41058),(79 507.81604),
(1 233.4044),(2 290.82034),(3 324.41693),(4 347.69397),(5 369.60452),(6 385.32266),(7 404.48685),(8 423.31528),(9 428.14664),(10 430.94202),(11 438.9618),(12 448.4372),(13 444.769),(14 449.47223),(15 453.63733),(16 454.89398),(17 463.8295),(18 468.86282),(19 468.19522),(20 470.06622),(21 472.19257),(22 473.15143),(23 481.92096),(24 476.29105),(25 477.9626),(26 477.78015),(27 477.6708),(28 477.88553),(29 474.22638),(30 476.2903),(31 480.5806),(32 477.2019),(33 478.03668),(34 485.64392),(35 484.38806),(36 480.57053),(37 486.61758),(38 489.5099),(39 489.6449),(40 490.6711),(41 496.61136),(42 500.21423),(43 505.9594),(44 508.82422),(45 513.39343),(46 516.18805),(47 523.9573),(48 527.0482),(49 530.26373),(50 535.3406),(51 538.1689),(52 538.6443),(53 544.8045),(54 537.1428),(55 534.6746),(56 530.0775),(57 529.3464),(58 529.6979),(59 531.1629),(60 531.4356),(61 535.29175),(62 529.7087),(63 531.64087),(64 527.67676),(65 520.80536),(66 520.3795),(67 517.94165),(68 514.6835),(69 507.50726),(70 501.70615),(71 497.1863),(72 485.31607),(73 486.4387),(74 481.45288),(75 478.6486),(76 479.99854),(77 481.28296),(78 481.56808),(79 488.0965),
(1 233.04521),(2 291.81555),(3 327.86093),(4 353.44046),(5 374.9642),(6 392.22394),(7 414.71442),(8 433.3954),(9 440.59528),(10 443.9225),(11 446.4432),(12 452.65958),(13 455.27884),(14 455.3703),(15 459.92346),(16 457.97467),(17 461.7596),(18 465.13196),(19 465.99103),(20 470.13538),(21 474.5812),(22 477.31107),(23 488.01688),(24 485.4303),(25 482.26743),(26 485.92966),(27 487.55994),(28 494.10886),(29 486.59796),(30 485.8156),(31 487.58798),(32 490.5812),(33 494.08508),(34 497.19583),(35 493.63794),(36 488.26068),(37 492.43805),(38 494.86203),(39 499.312),(40 503.3505),(41 508.9835),(42 512.0177),(43 511.3453),(44 518.0374),(45 521.8868),(46 525.3781),(47 525.9729),(48 526.1149),(49 529.50757),(50 529.53076),(51 532.90656),(52 534.0859),(53 541.6793),(54 532.6942),(55 536.9799),(56 540.1543),(57 538.03955),(58 535.11176),(59 529.96124),(60 533.8679),(61 536.16974),(62 529.551),(63 530.5165),(64 528.3349),(65 523.8142),(66 519.9064),(67 518.29834),(68 513.42957),(69 507.37704),(70 500.9804),(71 499.47522),(72 486.10208),(73 484.95502),(74 479.3142),(75 477.99173),(76 478.24173),(77 476.60608),(78 479.22977),(79 480.68524),
(1 229.23131),(2 285.23608),(3 318.83066),(4 347.44873),(5 368.04044),(6 382.9792),(7 401.97995),(8 419.22336),(9 428.25604),(10 431.63824),(11 436.4511),(12 441.74918),(13 445.59232),(14 442.46014),(15 452.32742),(16 450.4309),(17 455.60645),(18 460.46313),(19 460.88937),(20 461.83975),(21 471.05835),(22 469.28375),(23 479.62653),(24 477.0357),(25 476.09625),(26 477.9107),(27 478.42108),(28 474.26743),(29 473.57303),(30 474.49054),(31 476.9377),(32 481.0718),(33 480.33817),(34 481.6499),(35 479.98077),(36 476.4269),(37 475.22324),(38 477.65042),(39 479.06772),(40 482.29965),(41 485.79175),(42 484.6032),(43 483.70694),(44 487.7417),(45 492.219),(46 493.9278),(47 497.21497),(48 497.94562),(49 500.5081),(50 503.55438),(51 504.21753),(52 508.058),(53 512.8801),(54 505.0444),(55 503.05463),(56 502.59824),(57 499.43033),(58 500.20166),(59 500.77362),(60 499.98767),(61 501.89816),(62 498.23767),(63 498.64914),(64 494.36313),(65 490.0821),(66 486.56387),(67 487.9483),(68 490.32574),(69 483.07938),(70 481.5334),(71 476.35275),(72 478.43085),(73 479.0872),(74 470.80673),(75 473.3703),(76 474.9892),(77 477.3968),(78 475.40805),(79 472.25916),
(1 226.42793),(2 280.28366),(3 321.42557),(4 344.53836),(5 366.20404),(6 382.08078),(7 392.38483),(8 411.17862),(9 422.56137),(10 424.27698),(11 430.1194),(12 437.30466),(13 445.05817),(14 444.9926),(15 451.3634),(16 456.0001),(17 455.67575),(18 466.85318),(19 468.83456),(20 469.67636),(21 473.426),(22 476.80615),(23 479.7529),(24 477.3868),(25 478.63016),(26 475.9902),(27 479.12268),(28 479.10706),(29 480.7174),(30 483.91425),(31 482.39764),(32 480.34818),(33 475.78275),(34 477.5178),(35 477.31885),(36 477.0966),(37 470.6116),(38 475.06473),(39 477.28366),(40 482.17047),(41 486.05295),(42 486.12192),(43 488.6884),(44 487.95718),(45 492.50687),(46 495.12634),(47 497.50485),(48 498.89615),(49 501.03018),(50 503.6344),(51 500.529),(52 501.91946),(53 508.2918),(54 499.94818),(55 500.0064),(56 498.67627),(57 495.1282),(58 499.0495),(59 498.33252),(60 498.5886),(61 493.3392),(62 484.14984),(63 488.8528),(64 487.97525),(65 477.6623),(66 474.77542),(67 471.54858),(68 475.56607),(69 468.4718),(70 465.15125),(71 461.08456),(72 458.9311),(73 462.41565),(74 458.77713),(75 462.41342),(76 459.0308),(77 463.14474),(78 461.35107),(79 466.3738),
(1 227.0377),(2 283.42868),(3 320.3683),(4 345.0099),(5 367.41537),(6 384.6416),(7 395.62897),(8 411.34644),(9 420.62793),(10 421.16248),(11 431.98044),(12 441.40125),(13 446.71143),(14 451.98804),(15 460.12604),(16 466.78046),(17 471.51382),(18 480.3619),(19 479.52133),(20 486.1931),(21 489.67337),(22 494.0206),(23 502.42758),(24 497.45316),(25 497.91528),(26 500.4428),(27 505.15875),(28 500.92725),(29 505.061),(30 499.64755),(31 495.6171),(32 492.0975),(33 484.7953),(34 486.586),(35 487.198),(36 487.14752),(37 481.61725),(38 488.94223),(39 490.1258),(40 492.76758),(41 492.651),(42 496.40204),(43 498),(44 502.86575),(45 510.24063),(46 511.69916),(47 520.1932),(48 516.4633),(49 520.6801),(50 519.24097),(51 518.09674),(52 517.47455),(53 523.8341),(54 518.664),(55 520.1107),(56 520.60504),(57 514.40765),(58 514.42365),(59 509.94424),(60 507.94583),(61 508.24387),(62 503.6651),(63 505.60806),(64 496.98657),(65 494.21954),(66 490.80783),(67 485.87613),(68 493.36435),(69 482.85306),(70 480.7327),(71 469.80194),(72 465.69586),(73 471.33044),(74 469.47745),(75 470.30984),(76 471.12137),(77 474.40372),(78 475.32446),(79 475.66837),
(1 218.99123),(2 277.7345),(3 311.4244),(4 330.28076),(5 352.49576),(6 369.3059),(7 386.00302),(8 402.81967),(9 415.16226),(10 417.9844),(11 426.16028),(12 433.794),(13 438.66504),(14 442.7147),(15 450.8173),(16 455.20587),(17 459.59998),(18 469.66113),(19 468.76724),(20 470.8774),(21 471.89337),(22 479.66953),(23 483.3992),(24 480.56693),(25 481.43585),(26 485.83545),(27 491.21704),(28 493.12112),(29 490.84457),(30 486.1336),(31 483.4741),(32 481.45453),(33 480.8538),(34 482.04907),(35 481.46292),(36 478.05005),(37 474.5631),(38 481.0125),(39 482.76447),(40 486.04828),(41 492.77246),(42 491.7452),(43 491.389),(44 498.06985),(45 507.0619),(46 509.22263),(47 509.83377),(48 505.76828),(49 510.6964),(50 510.92896),(51 508.62274),(52 508.22885),(53 511.47873),(54 501.0664),(55 503.57562),(56 500.40125),(57 497.67062),(58 499.4536),(59 500.05426),(60 496.65475),(61 497.27164),(62 493.40656),(63 496.52426),(64 496.6053),(65 495.08124),(66 492.10303),(67 485.86655),(68 490.24176),(69 479.4047),(70 476.78778),(71 473.794),(72 474.95685),(73 470.45667),(74 466.6591),(75 467.04562),(76 467.24515),(77 461.98666),(78 467.398),(79 464.60132),
(1 222.16667),(2 275.61456),(3 312.57358),(4 336.75723),(5 357.3286),(6 373.84195),(7 388.51517),(8 406.22305),(9 406.16772),(10 413.48346),(11 424.48538),(12 427.28592),(13 436.09033),(14 438.6167),(15 445.7864),(16 450.68347),(17 454.19528),(18 462.4965),(19 464.13553),(20 466.6937),(21 470.79037),(22 473.53665),(23 475.03433),(24 477.6093),(25 478.0936),(26 475.65497),(27 476.88),(28 477.61514),(29 477.4527),(30 473.96082),(31 473.56174),(32 464.9542),(33 464.49228),(34 460.7612),(35 462.16306),(36 460.75308),(37 457.1875),(38 459.93512),(39 463.21164),(40 466.71292),(41 466.26614),(42 464.76688),(43 460.48392),(44 465.33575),(45 472.50845),(46 474.98514),(47 479.52707),(48 478.93195),(49 489.1902),(50 490.35025),(51 493.21045),(52 495.8192),(53 502.16843),(54 494.84293),(55 494.55167),(56 494.7732),(57 496.00806),(58 494.4218),(59 490.83255),(60 492.57864),(61 493.4926),(62 485.64352),(63 494.10266),(64 490.22482),(65 490.68793),(66 487.2509),(67 481.98257),(68 484.98727),(69 480.85474),(70 475.6914),(71 469.50806),(72 466.74493),(73 470.09735),(74 464.42688),(75 460.88965),(76 461.31973),(77 460.06168),(78 464.9276),(79 465.87985),
(1 214.56247),(2 265.331),(3 299.94818),(4 322.20074),(5 343.00067),(6 362.24023),(7 373.31165),(8 387.56076),(9 395.92715),(10 397.60373),(11 400.89252),(12 405.8191),(13 415.8962),(14 420.05423),(15 424.27747),(16 428.5933),(17 428.39352),(18 433.04562),(19 440.95923),(20 443.5589),(21 448.40247),(22 449.92346),(23 452.676),(24 454.3704),(25 458.10297),(26 458.14844),(27 454.6953),(28 452.7962),(29 451.30435),(30 448.33078),(31 448.4963),(32 443.4887),(33 444.16177),(34 445.86093),(35 440.167),(36 443.426),(37 445.67645),(38 452.49408),(39 448.10104),(40 450.38385),(41 449.30005),(42 445.88498),(43 445.44626),(44 455.64688),(45 455.3195),(46 457.83316),(47 463.03494),(48 471.29813),(49 473.75146),(50 479.1227),(51 482.79883),(52 483.66177),(53 489.18427),(54 482.36807),(55 482.74747),(56 485.1678),(57 478.50482),(58 479.34473),(59 477.47595),(60 478.07446),(61 477.38437),(62 471.97913),(63 475.88437),(64 474.43445),(65 474.56927),(66 473.87064),(67 470.1676),(68 467.9256),(69 459.15656),(70 454.35797),(71 447.1251),(72 445.23218),(73 441.9867),(74 439.65396),(75 436.20792),(76 437.60318),(77 436.78317),(78 435.31097),(79 432.5116),
(1 214.1719),(2 266.62738),(3 304.2554),(4 326.70758),(5 351.85226),(6 369.48627),(7 382.19492),(8 396.91907),(9 402.62012),(10 407.2048),(11 416.5512),(12 421.918),(13 428.25647),(14 431.59796),(15 434.04196),(16 434.35065),(17 436.77176),(18 442.983),(19 447.8183),(20 448.48566),(21 453.47766),(22 452.69464),(23 456.62827),(24 451.61023),(25 451.9058),(26 452.1464),(27 449.98062),(28 447.26865),(29 443.8182),(30 439.84702),(31 443.55167),(32 437.61676),(33 438.8839),(34 438.95932),(35 440.01025),(36 442.23264),(37 442.42236),(38 449.13644),(39 449.44016),(40 453.88004),(41 453.00082),(42 451.3889),(43 457.65787),(44 459.19998),(45 468.0195),(46 470.0152),(47 470.80246),(48 472.08365),(49 479.4972),(50 481.31723),(51 485.08173),(52 490.40527),(53 505.65536),(54 495.5315),(55 493.95828),(56 495.2146),(57 492.99197),(58 496.1031),(59 492.1858),(60 491.26315),(61 492.11548),(62 490.46555),(63 491.8966),(64 486.52362),(65 487.18604),(66 485.45865),(67 480.219),(68 479.16382),(69 471.27466),(70 464.9517),(71 461.14706),(72 457.80173),(73 454.22647),(74 449.45523),(75 447.9116),(76 449.63177),(77 450.15936),(78 454.50104),(79 447.09708),
(1 208.02094),(2 260.1624),(3 297.1777),(4 323.0629),(5 338.91748),(6 354.87262),(7 365.2348),(8 376.50504),(9 383.80347),(10 387.65274),(11 393.00577),(12 398.36172),(13 408.57455),(14 413.6889),(15 419.2358),(16 423.50046),(17 427.57922),(18 431.25925),(19 435.14218),(20 439.17664),(21 446.20868),(22 448.05365),(23 459.98535),(24 453.41794),(25 451.62738),(26 450.17926),(27 450.74612),(28 448.4294),(29 446.00113),(30 442.35156),(31 440.75296),(32 437.92352),(33 438.31616),(34 436.33258),(35 433.6342),(36 436.1441),(37 434.45334),(38 442.47607),(39 443.07748),(40 447.17206),(41 453.5104),(42 452.43552),(43 452.4038),(44 456.93994),(45 463.37094),(46 462.24),(47 464.784),(48 465.219),(49 472.2593),(50 476.0347),(51 481.2548),(52 481.9644),(53 485.74564),(54 479.70407),(55 483.07092),(56 484.65402),(57 481.32318),(58 485.21295),(59 482.80255),(60 486.67786),(61 486.93878),(62 487.50748),(63 487.9061),(64 483.22342),(65 479.40524),(66 476.8498),(67 471.28278),(68 475.51373),(69 467.891),(70 461.75598),(71 454.66824),(72 451.0243),(73 452.88455),(74 448.50116),(75 449.37485),(76 451.9504),(77 455.7282),(78 457.55484),(79 456.34244),
(1 204.33765),(2 258.664),(3 293.9666),(4 320.0157),(5 340.35233),(6 349.54276),(7 360.85867),(8 373.4244),(9 384.11475),(10 385.6059),(11 391.90436),(12 398.95877),(13 407.1569),(14 410.62314),(15 413.64334),(16 415.13763),(17 419.23386),(18 425.06635),(19 424.45438),(20 429.05893),(21 434.5954),(22 436.0079),(23 442.80328),(24 441.08163),(25 438.56976),(26 439.33258),(27 437.10477),(28 438.7217),(29 438.76422),(30 443.10468),(31 442.48248),(32 438.26205),(33 437.59445),(34 437.2781),(35 432.8557),(36 437.84906),(37 434.87134),(38 437.41537),(39 443.29373),(40 447.75305),(41 456.53195),(42 455.88232),(43 458.83234),(44 467.2792),(45 475.2089),(46 480.28775),(47 483.69717),(48 481.14038),(49 490.1301),(50 490.01904),(51 488.16373),(52 489.97946),(53 492.69342),(54 490.16266),(55 487.39954),(56 491.97217),(57 488.8778),(58 486.99213),(59 492.29837),(60 493.18604),(61 490.25803),(62 485.43384),(63 487.08313),(64 483.27),(65 478.6943),(66 473.9696),(67 467.16446),(68 470.1118),(69 458.10178),(70 450.49265),(71 441.9464),(72 440.0947),(73 436.32797),(74 433.13937),(75 434.8146),(76 437.26447),(77 437.66772),(78 437.54498),(79 438.7129),
