1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53551.7),(2 179695.52),(3 358648.25),(4 562285.25),(5 791010.2),(6 1000508.94),(7 1229753.6),(8 1440713.6),(9 1611287.4),(10 1760649),(11 1854072),(12 1950039),(13 2033855.9),(14 2105444.8),(15 2284217),(16 2653960.5),(17 3008713.3),(18 3378676.8),(19 3762382),(20 4158821),(21 4512551.5),(22 4802816),(23 5059641.5),(24 5284879.5),(25 5526219.5),(26 5736603.5),(27 6001191.5),(28 6223210.5),(29 6451521.5),(30 6710024.5),(31 7036650.5),(32 7398201.5),(33 7798350.5),(34 8242756),(35 8694999),(36 9192993),(37 9688970),(38 10215493),(39 10688216),(40 11115823),(41 11556985),(42 12027191),(43 12494609),(44 12833445),(45 13158324),(46 13446283),(47 13671059),(48 13906087),(49 14185849),(50 14506573),(51 14795493),(52 15082093),(53 15429695),(54 15697668),(55 16003416),(56 16320860),(57 16677840),(58 16946464),(59 17139166),(60 17281418),(61 17424518),(62 17524648),(63 17624480),(64 17714786),(65 17891592),(66 18145606),(67 18416818),(68 18809938),(69 19169236),(70 19478564),(71 19742354),(72 19944274),(73 20124260),(74 20217728),(75 20385674),(76 20476494),(77 20554824),(78 20582712),(79 20565698),
(1 228.35422),(2 291.2953),(3 330.92014),(4 354.44833),(5 375.5085),(6 395.67328),(7 417.454),(8 450.5331),(9 463.80173),(10 481.61432),(11 497.85147),(12 511.90057),(13 513.23474),(14 514.8485),(15 525.686),(16 544.40814),(17 557.18536),(18 566.8889),(19 582.9819),(20 591.15045),(21 600.5822),(22 604.4487),(23 608.9379),(24 610.98535),(25 619.4875),(26 627.67755),(27 628.7439),(28 629.9904),(29 629.12683),(30 623.4077),(31 618.37036),(32 614.69),(33 614.8359),(34 611.93066),(35 613.50336),(36 607.84875),(37 599.5138),(38 600.1322),(39 597.7685),(40 594.80585),(41 589.19727),(42 587.0434),(43 585.76013),(44 577.6832),(45 571.8949),(46 570.05115),(47 563.92365),(48 566.9491),(49 562.53455),(50 561.6079),(51 555.1323),(52 556.9343),(53 561.67664),(54 554.16144),(55 556.3123),(56 558.00903),(57 558.49994),(58 561.1863),(59 558.76874),(60 562.34247),(61 561.3301),(62 560.346),(63 560.7226),(64 557.1009),(65 559.6167),(66 557.5808),(67 557.7334),(68 565.65045),(69 565.5591),(70 566.3324),(71 568.6692),(72 565.93134),(73 565.4055),(74 564.7618),(75 563.4621),(76 562.8468),(77 563.74536),(78 560.8393),(79 557.8808),
(1 225.14143),(2 288.99994),(3 328.3763),(4 353.38086),(5 374.10245),(6 390.81894),(7 409.38123),(8 435.48526),(9 447.32193),(10 460.06802),(11 479.58093),(12 488.9078),(13 491.9212),(14 499.36325),(15 509.60455),(16 525.71246),(17 537.893),(18 548.689),(19 561.6461),(20 564.8572),(21 574.4966),(22 574.31085),(23 587.4544),(24 592.0619),(25 597.89514),(26 603.6003),(27 600.42096),(28 596.21936),(29 592.8676),(30 580.98816),(31 579.4777),(32 580.41656),(33 576.05164),(34 581.1537),(35 580.2642),(36 576.5198),(37 571.9433),(38 574.5825),(39 570.39166),(40 567.03064),(41 561.3412),(42 563.11316),(43 557.3129),(44 555.65125),(45 546.6129),(46 546.94116),(47 543.2228),(48 544.2261),(49 544.33997),(50 542.7441),(51 540.45514),(52 542.1624),(53 546.9564),(54 545.1552),(55 539.36334),(56 535.46906),(57 537.8476),(58 537.882),(59 535.9263),(60 537.60077),(61 537.0284),(62 534.42395),(63 538.99866),(64 537.31934),(65 539.7814),(66 537.32416),(67 536.2294),(68 543.23047),(69 542.15845),(70 543.5216),(71 541.82874),(72 542.83527),(73 545.3492),(74 544.2803),(75 543.379),(76 545.9462),(77 549.0779),(78 551.8802),(79 555.5668),
(1 222.89148),(2 289.67453),(3 326.8726),(4 351.32693),(5 374.2841),(6 390.0269),(7 407.30127),(8 429.72424),(9 447.75403),(10 463.43417),(11 479.95984),(12 491.41434),(13 494.02673),(14 497.76804),(15 512.6031),(16 534.1421),(17 549.926),(18 560.28235),(19 573.54724),(20 582.80225),(21 591.27277),(22 593.71295),(23 606.82654),(24 611.827),(25 618.7016),(26 622.2849),(27 622.49493),(28 622.58826),(29 619.48846),(30 605.3472),(31 595.8695),(32 593.41986),(33 586.59326),(34 588.48486),(35 590.0381),(36 585.03204),(37 581.8676),(38 581.53143),(39 575.20624),(40 572.0184),(41 564.4776),(42 568.0576),(43 562.7732),(44 552.8844),(45 548.2747),(46 542.26666),(47 540.8607),(48 539.5575),(49 536.4521),(50 535.39435),(51 531.7577),(52 535.1186),(53 537.2348),(54 533.4714),(55 533.1905),(56 530.1961),(57 530.9816),(58 521.5437),(59 527.17957),(60 535.6618),(61 535.199),(62 533.6183),(63 544.7044),(64 542.87897),(65 537.01764),(66 534.44714),(67 531.70044),(68 539.6798),(69 545.8296),(70 544.5529),(71 539.03625),(72 542.06165),(73 546.60834),(74 550.072),(75 552.07495),(76 553.67413),(77 551.1645),(78 548.14935),(79 540.4173),
(1 220.07271),(2 283.0105),(3 320.11948),(4 345.7831),(5 366.0097),(6 383.87292),(7 394.8338),(8 425.89185),(9 439.39938),(10 460.81),(11 480.07047),(12 490.3371),(13 503.86264),(14 512.4375),(15 522.89),(16 540.9829),(17 556.0412),(18 564.55536),(19 575.26294),(20 579.4737),(21 588.1571),(22 592.00525),(23 599.416),(24 603.56354),(25 609.43384),(26 611.34454),(27 612.1497),(28 612.6258),(29 611.13306),(30 598.0687),(31 592.682),(32 586.36975),(33 578.7178),(34 575.7494),(35 570.26953),(36 571.1054),(37 568.51807),(38 572.94934),(39 569.27167),(40 571.59204),(41 570.70355),(42 566.23663),(43 565.91766),(44 560.24866),(45 555.18945),(46 551.3574),(47 554.30054),(48 552.11084),(49 549.66406),(50 548.30597),(51 546.58984),(52 550.57886),(53 551.10547),(54 548.2465),(55 554.8779),(56 550.0865),(57 549.9467),(58 543.1826),(59 542.822),(60 547.65106),(61 550.779),(62 546.4228),(63 548.8244),(64 546.982),(65 545.34644),(66 542.61743),(67 544.3162),(68 550.3732),(69 553.9219),(70 553.1907),(71 553.9655),(72 554.94965),(73 557.5867),(74 555.41486),(75 557.56024),(76 555.4018),(77 557.8584),(78 554.19257),(79 552.21594),
(1 218.56227),(2 275.60944),(3 310.91162),(4 334.4114),(5 355.60968),(6 372.155),(7 386.6085),(8 415.65512),(9 435.7347),(10 452.33554),(11 468.83978),(12 481.84396),(13 491.9839),(14 498.32455),(15 507.77045),(16 530.27075),(17 545.48584),(18 555.5372),(19 566.5756),(20 571.07086),(21 583.5745),(22 587.8357),(23 596.2485),(24 597.4874),(25 604.3428),(26 616.5091),(27 620.4523),(28 619.6976),(29 619.32043),(30 606.42175),(31 603.1309),(32 595.30316),(33 588.46954),(34 587.5712),(35 582.84155),(36 580.00696),(37 575.7501),(38 575.53784),(39 567.9278),(40 567.42126),(41 562.9322),(42 556.89124),(43 559.62726),(44 549.1221),(45 545.5023),(46 543.2949),(47 543.16003),(48 541.37244),(49 537.9359),(50 536.9632),(51 537.0967),(52 541.03784),(53 540.7324),(54 540.7652),(55 539.6621),(56 539.4155),(57 536.7064),(58 531.90894),(59 532.0631),(60 533.35736),(61 532.42993),(62 530.6384),(63 529.76056),(64 525.04144),(65 523.941),(66 523.7023),(67 523.5091),(68 531.5109),(69 534.3813),(70 534.8019),(71 536.579),(72 537.1485),(73 536.7987),(74 537.1897),(75 543.1161),(76 546.22736),(77 544.53986),(78 548.4934),(79 551.65717),
(1 220.8716),(2 280.20193),(3 321.7993),(4 344.6454),(5 363.93002),(6 377.81488),(7 396.27057),(8 425.0656),(9 443.51462),(10 460.0233),(11 479.82233),(12 494.40573),(13 499.91534),(14 506.34793),(15 517.5747),(16 539.1037),(17 554.15497),(18 569.4966),(19 580.82336),(20 587.3707),(21 598.4159),(22 602.38104),(23 614.7672),(24 611.7457),(25 619.7104),(26 630.527),(27 639.522),(28 634.7895),(29 636.7675),(30 624.6922),(31 617.4589),(32 614.231),(33 611.1271),(34 609.5095),(35 606.4968),(36 598.1031),(37 592.9275),(38 592.84924),(39 587.9101),(40 583.41),(41 578.9175),(42 572.65894),(43 574.30145),(44 564.13434),(45 557.78204),(46 549.2004),(47 547.6545),(48 544.4942),(49 544.44586),(50 542.9545),(51 542.3982),(52 539.5816),(53 544.55255),(54 543.4392),(55 539.3223),(56 537.6405),(57 538.0634),(58 534.8335),(59 533.8629),(60 536.5193),(61 536.90137),(62 537.40137),(63 539.495),(64 539.2812),(65 539.87213),(66 543.26013),(67 536.8193),(68 546.42914),(69 544.6913),(70 546.6202),(71 548.82446),(72 548.06555),(73 549.3165),(74 549.6695),(75 553.4091),(76 559.2129),(77 559.7876),(78 563.3786),(79 561.0124),
(1 207.86577),(2 270.1887),(3 308.66965),(4 335.6576),(5 354.24527),(6 370.04047),(7 388.73346),(8 413.93237),(9 437.67264),(10 454.5021),(11 460.84918),(12 476.0978),(13 488.2027),(14 491.66702),(15 504.02206),(16 523.5317),(17 537.3947),(18 546.32294),(19 559.9061),(20 565.3733),(21 577.9838),(22 580.53723),(23 588.1902),(24 588.1596),(25 597.3351),(26 603.3841),(27 613.3985),(28 610.8132),(29 609.6899),(30 605.46454),(31 600.8986),(32 593.7088),(33 589.0081),(34 586.62695),(35 582.3477),(36 580.9537),(37 573.39404),(38 576.1353),(39 567.4645),(40 567.7787),(41 563.9816),(42 556.5621),(43 553.76654),(44 547.48206),(45 543.5446),(46 534.86096),(47 533.01764),(48 530.3172),(49 528.8565),(50 530.24396),(51 533.9799),(52 528.85114),(53 531.67096),(54 529.8632),(55 529.9593),(56 526.23645),(57 524.22217),(58 517.08826),(59 523.0879),(60 516.2746),(61 509.87463),(62 516.13446),(63 520.74475),(64 525.8493),(65 528.479),(66 527.8439),(67 528.33246),(68 531.6874),(69 527.28674),(70 521.16644),(71 522.45087),(72 525.76514),(73 527.2255),(74 527.2224),(75 533.21075),(76 534.6043),(77 532.1319),(78 533.46674),(79 530.73346),
(1 209.90587),(2 266.91867),(3 305.76553),(4 328.80057),(5 349.12177),(6 363.1372),(7 376.6885),(8 401.63123),(9 412.7314),(10 427.65988),(11 439.65933),(12 452.28513),(13 459.80173),(14 465.30643),(15 474.4375),(16 494.7074),(17 506.04224),(18 514.9666),(19 518.38275),(20 523.38776),(21 529.80634),(22 535.0796),(23 541.14734),(24 546.67334),(25 555.90344),(26 560.9213),(27 573.4692),(28 574.00934),(29 575.3226),(30 569.28235),(31 562.5951),(32 561.7751),(33 558.5259),(34 561.71246),(35 565.06757),(36 562.20264),(37 561.9516),(38 565.59735),(39 562.2916),(40 558.7495),(41 552.98254),(42 552.27454),(43 549.13226),(44 546.62915),(45 540.91016),(46 538.22705),(47 532.89),(48 530.47766),(49 531.5454),(50 529.9229),(51 532.6941),(52 528.3282),(53 535.08795),(54 533.856),(55 533.014),(56 529.5092),(57 526.92865),(58 520.8707),(59 519.3485),(60 515.4077),(61 514.9593),(62 518.08057),(63 522.7947),(64 521.0181),(65 523.332),(66 520.0209),(67 523.76886),(68 529.1414),(69 525.91864),(70 521.8819),(71 525.25665),(72 526.48706),(73 529.30695),(74 529.26886),(75 533.2315),(76 532.19257),(77 534.016),(78 533.70197),(79 534.1431),
(1 204.15184),(2 262.90604),(3 297.18832),(4 324.47958),(5 342.569),(6 360.8896),(7 371.0458),(8 395.63046),(9 409.51715),(10 419.45425),(11 430.13715),(12 441.0512),(13 447.92236),(14 453.0678),(15 464.7298),(16 480.9285),(17 492.6874),(18 502.08905),(19 512.5588),(20 514.022),(21 519.1768),(22 520.8826),(23 532.56445),(24 537.87463),(25 543.7085),(26 556.26),(27 561.3233),(28 561.1152),(29 560.9131),(30 556.04987),(31 554.1282),(32 550.25244),(33 550.1593),(34 552.0632),(35 551.18884),(36 548.8069),(37 543.3542),(38 541.9924),(39 539.5126),(40 535.7121),(41 533.505),(42 532.3218),(43 528.9295),(44 521.8759),(45 520.99194),(46 516.77563),(47 511.9611),(48 511.3976),(49 514.0484),(50 512.0425),(51 512.95184),(52 509.6773),(53 515.6734),(54 508.3137),(55 507.555),(56 508.97565),(57 507.9444),(58 505.4342),(59 499.7111),(60 500.0499),(61 497.9559),(62 495.35596),(63 498.1105),(64 498.95905),(65 506.02856),(66 501.5059),(67 501.89246),(68 504.31946),(69 501.1247),(70 498.0229),(71 501.20154),(72 500.9446),(73 501.4533),(74 504.1915),(75 504.18524),(76 508.83954),(77 513.81696),(78 517.0151),(79 516.67444),
(1 201.91354),(2 258.41367),(3 294.29898),(4 318.5111),(5 338.63757),(6 357.13016),(7 371.33847),(8 392.2327),(9 404.21854),(10 413.4633),(11 426.80994),(12 441.14844),(13 444.91235),(14 448.50107),(15 460.55936),(16 478.31516),(17 485.7095),(18 493.60498),(19 501.40985),(20 506.90207),(21 515.5108),(22 514.7302),(23 522.14655),(24 525.226),(25 531.5429),(26 537.65607),(27 541.9279),(28 543.1391),(29 543.4024),(30 538.3064),(31 540.2541),(32 534.5119),(33 539.04877),(34 538.8146),(35 534.56415),(36 532.4937),(37 529.3623),(38 529.3011),(39 526.33856),(40 525.3389),(41 523.48126),(42 516.7731),(43 514.53467),(44 508.99374),(45 505.86618),(46 501.6335),(47 497.6744),(48 497.34415),(49 499.02155),(50 493.82135),(51 494.74026),(52 492.76382),(53 495.39355),(54 492.58426),(55 490.64066),(56 491.28107),(57 489.90964),(58 488.86923),(59 485.99332),(60 485.346),(61 484.9237),(62 489.42273),(63 492.94528),(64 493.2376),(65 495.53986),(66 493.8757),(67 494.9873),(68 501.4693),(69 494.29916),(70 496.4674),(71 495.16605),(72 496.2683),(73 496.35434),(74 499.6871),(75 494.5965),(76 497.18845),(77 500.7958),(78 506.0575),(79 510.68997),
(1 201.05801),(2 260.0164),(3 297.58704),(4 318.0548),(5 336.7767),(6 353.5927),(7 366.12283),(8 388.51202),(9 401.56558),(10 419.20242),(11 430.98572),(12 444.07648),(13 453.9505),(14 460.3389),(15 471.1399),(16 487.11655),(17 494.04706),(18 505.12076),(19 510.35803),(20 518.3797),(21 527.01587),(22 524.7754),(23 533.9358),(24 540.82684),(25 545.7724),(26 559.10974),(27 564.4191),(28 568.7057),(29 569.0358),(30 561.6398),(31 554.7584),(32 554.29095),(33 551.0415),(34 549.55414),(35 549.1482),(36 548.04095),(37 546.52454),(38 544.56903),(39 541.3658),(40 537.1223),(41 534.18427),(42 528.00006),(43 522.35736),(44 517.53107),(45 518.6351),(46 508.48337),(47 507.0692),(48 505.33356),(49 500.4554),(50 499.93796),(51 499.96716),(52 497.47003),(53 497.07693),(54 494.98016),(55 496.35803),(56 495.83618),(57 495.5579),(58 491.59305),(59 487.04727),(60 486.5255),(61 486.0547),(62 486.32166),(63 492.18652),(64 492.81894),(65 493.67636),(66 489.48117),(67 491.8141),(68 494.72134),(69 492.41705),(70 494.41202),(71 490.06415),(72 487.54507),(73 489.272),(74 492.28748),(75 493.76862),(76 491.82452),(77 497.93094),(78 496.5176),(79 497.89813),
(1 198.92775),(2 252.89058),(3 286.14932),(4 310.68774),(5 328.67917),(6 340.58307),(7 353.87335),(8 381.73245),(9 395.07516),(10 408.61258),(11 418.7017),(12 433.3263),(13 442.22263),(14 446.99692),(15 460.2494),(16 479.78156),(17 487.57233),(18 499.5251),(19 504.24332),(20 507.58456),(21 517.24365),(22 514.4578),(23 525.01447),(24 529.59894),(25 534.85657),(26 543.3734),(27 547.1193),(28 547.768),(29 545.5543),(30 538.7372),(31 534.75464),(32 534.32983),(33 528.9034),(34 528.6336),(35 525.7142),(36 526.2541),(37 528.98285),(38 526.74054),(39 521.55206),(40 515.05945),(41 509.0188),(42 505.474),(43 497.08496),(44 495.2872),(45 494.1856),(46 491.76382),(47 487.44052),(48 487.12048),(49 485.88025),(50 486.9435),(51 484.013),(52 485.1181),(53 481.20306),(54 481.38412),(55 479.82632),(56 480.70218),(57 480.65393),(58 479.08057),(59 474.505),(60 475.38998),(61 473.49637),(62 471.32172),(63 470.9525),(64 470.135),(65 465.85178),(66 465.43756),(67 469.48285),(68 477.51077),(69 474.91418),(70 476.51715),(71 476.1644),(72 476.43512),(73 476.80966),(74 480.62137),(75 481.59027),(76 482.68878),(77 486.34875),(78 487.42014),(79 487.55734),
(1 195.55121),(2 250.56837),(3 284.71225),(4 309.271),(5 328.22745),(6 341.919),(7 358.6023),(8 385.67288),(9 396.53027),(10 414.19473),(11 427.835),(12 440.83316),(13 446.9082),(14 453.36584),(15 466.70248),(16 485.47382),(17 499.58408),(18 505.4782),(19 511.17163),(20 513.8654),(21 518.9145),(22 523.32477),(23 527.9917),(24 532.5885),(25 536.9091),(26 547.31195),(27 556.3699),(28 550.48004),(29 547.8158),(30 544.4648),(31 540.7442),(32 537.5048),(33 541.6454),(34 542.8793),(35 544.0316),(36 540.6588),(37 538.8449),(38 540.8179),(39 530.23914),(40 524.493),(41 522.3209),(42 519.4005),(43 511.6918),(44 511.83737),(45 504.98608),(46 497.7597),(47 496.532),(48 495.1156),(49 494.6025),(50 494.43643),(51 491.453),(52 494.91754),(53 489.25302),(54 487.1362),(55 480.81076),(56 477.44324),(57 479.6841),(58 477.3869),(59 474.75244),(60 473.2832),(61 470.3683),(62 467.02753),(63 464.92328),(64 463.3334),(65 460.93863),(66 459.52313),(67 463.0801),(68 465.64694),(69 465.3533),(70 467.15527),(71 465.504),(72 467.58035),(73 471.18622),(74 473.39597),(75 477.11774),(76 477.75183),(77 482.08173),(78 483.58716),(79 484.43417),
(1 194.66609),(2 245.25198),(3 283.2873),(4 304.8834),(5 323.1771),(6 336.31778),(7 355.19598),(8 381.91956),(9 389.70648),(10 408.36017),(11 420.50504),(12 434.2693),(13 441.23853),(14 448.6207),(15 456.0483),(16 475.91312),(17 486.85596),(18 492.31696),(19 500.56134),(20 502.52588),(21 514.1068),(22 514.56506),(23 523.2955),(24 530.4851),(25 537.15704),(26 544.623),(27 551.8472),(28 550.3971),(29 547.80286),(30 545.2783),(31 538.78455),(32 538.8079),(33 538.8514),(34 542.98486),(35 540.10114),(36 539.7011),(37 535.17584),(38 532.5798),(39 528.7383),(40 521.07025),(41 518.09766),(42 511.07724),(43 506.26797),(44 505.51923),(45 499.19803),(46 493.79883),(47 489.9445),(48 487.1328),(49 486.40594),(50 484.70233),(51 480.5404),(52 481.9059),(53 479.19724),(54 476.69873),(55 475.87436),(56 471.55823),(57 471.62238),(58 471.18164),(59 468.87302),(60 469.705),(61 473.06967),(62 465.9216),(63 466.6658),(64 466.44418),(65 463.44778),(66 461.73978),(67 457.0534),(68 462.51004),(69 460.2434),(70 463.8998),(71 465.28546),(72 464.65808),(73 463.28702),(74 466.0944),(75 468.16656),(76 466.89938),(77 470.30325),(78 472.9333),(79 474.9124),
(1 191.92397),(2 243.53055),(3 279.13623),(4 301.95465),(5 319.04694),(6 330.29974),(7 343.35767),(8 367.79608),(9 383.28156),(10 400.02222),(11 413.93637),(12 429.01617),(13 433.1873),(14 442.00436),(15 447.92474),(16 463.60834),(17 471.224),(18 476.03918),(19 485.8278),(20 487.2566),(21 493.59628),(22 493.60507),(23 507.13492),(24 506.06796),(25 513.18274),(26 518.14954),(27 525.2384),(28 520.6943),(29 520.7391),(30 516.96747),(31 511.70834),(32 510.4125),(33 507.99548),(34 510.30328),(35 511.0812),(36 512.3761),(37 508.38263),(38 510.8123),(39 505.20178),(40 497.31415),(41 491.4264),(42 490.48416),(43 487.95422),(44 488.22668),(45 483.58414),(46 479.71048),(47 479.03293),(48 473.25827),(49 472.59424),(50 473.32312),(51 472.99054),(52 473.65698),(53 476.0325),(54 474.2266),(55 471.80988),(56 468.94116),(57 467.75763),(58 460.99478),(59 460.03848),(60 460.64798),(61 460.30527),(62 452.4793),(63 454.5564),(64 455.4315),(65 453.82724),(66 453.03384),(67 454.24094),(68 463.95557),(69 464.59598),(70 464.55542),(71 463.7481),(72 460.52142),(73 460.842),(74 461.5622),(75 468.44415),(76 464.65616),(77 466.29733),(78 468.23065),(79 474.03894),
(1 188.7308),(2 242.33765),(3 277.44476),(4 296.38037),(5 310.63394),(6 324.35135),(7 338.63),(8 363.99707),(9 377.7943),(10 396.03043),(11 407.42642),(12 419.5736),(13 425.82745),(14 432.9707),(15 440.37698),(16 453.72726),(17 465.52518),(18 472.3991),(19 485.5118),(20 491.80713),(21 501.27322),(22 501.40524),(23 516.6286),(24 518.5352),(25 527.57306),(26 532.32495),(27 541.477),(28 532.75323),(29 533.83435),(30 532.05457),(31 529.2465),(32 530.9368),(33 532.3657),(34 536.72217),(35 532.9181),(36 530.7726),(37 524.76605),(38 527.33374),(39 521.60034),(40 510.8207),(41 506.07755),(42 502.9645),(43 500.52206),(44 496.22452),(45 488.61005),(46 480.92505),(47 474.0792),(48 470.06708),(49 470.16388),(50 466.33603),(51 467.03644),(52 464.5489),(53 466.67798),(54 468.09274),(55 464.20898),(56 463.60312),(57 462.4863),(58 456.33542),(59 455.08878),(60 452.31305),(61 453.91522),(62 448.8391),(63 450.58078),(64 454.7921),(65 453.13596),(66 453.53568),(67 453.1714),(68 460.9339),(69 462.50882),(70 459.45724),(71 458.1084),(72 456.5118),(73 458.28494),(74 462.53314),(75 461.63864),(76 462.6616),(77 462.92395),(78 467.11862),(79 467.79123),
(1 183.54626),(2 234.62659),(3 269.6716),(4 287.77515),(5 303.7732),(6 315.795),(7 330.73755),(8 354.27182),(9 364.7988),(10 382.6402),(11 396.05792),(12 404.78207),(13 414.23288),(14 420.20807),(15 430.4685),(16 444.88913),(17 454.28906),(18 464.60248),(19 469.2384),(20 476.6992),(21 480.65558),(22 484.78403),(23 500.45258),(24 505.96875),(25 509.90823),(26 514.5532),(27 519.4368),(28 514.4509),(29 513.2498),(30 509.4024),(31 507.47415),(32 509.03253),(33 511.46704),(34 512.5944),(35 510.27414),(36 510.84973),(37 505.19827),(38 506.40674),(39 501.7083),(40 497.324),(41 491.9579),(42 492.69608),(43 490.4442),(44 485.71387),(45 478.17667),(46 467.92935),(47 463.29886),(48 458.14517),(49 457.6419),(50 453.68756),(51 453.52185),(52 449.31265),(53 451.9924),(54 450.4653),(55 446.1934),(56 446.6224),(57 443.0252),(58 440.9028),(59 438.80377),(60 437.94598),(61 435.94534),(62 436.07693),(63 440.35022),(64 437.37598),(65 434.35687),(66 435.11417),(67 438.07596),(68 440.1605),(69 439.46164),(70 437.08133),(71 435.68082),(72 436.32956),(73 434.17303),(74 433.43164),(75 433.76508),(76 436.03003),(77 437.86646),(78 442.27573),(79 446.7239),
(1 181.55095),(2 230.15013),(3 260.98242),(4 281.38226),(5 295.86923),(6 309.56607),(7 322.93097),(8 340.61945),(9 349.07114),(10 361.8449),(11 370.84326),(12 381.21826),(13 390.6539),(14 391.93716),(15 402.95276),(16 414.731),(17 417.97144),(18 427.33957),(19 430.40494),(20 437.39432),(21 443.24255),(22 447.97235),(23 457.0312),(24 461.44238),(25 466.25418),(26 469.85843),(27 480.62375),(28 476.20078),(29 480.95288),(30 477.34854),(31 472.77975),(32 476.60052),(33 474.8033),(34 472.06995),(35 474.4328),(36 476.12964),(37 470.8742),(38 469.70682),(39 468.39996),(40 463.2195),(41 463.5541),(42 465.47543),(43 464.20093),(44 464.16302),(45 458.2172),(46 449.14667),(47 447.4698),(48 442.90384),(49 440.9529),(50 441.33197),(51 443.64755),(52 440.76807),(53 442.1903),(54 442.8146),(55 442.62357),(56 440.89865),(57 438.18484),(58 442.8735),(59 440.06375),(60 436.16315),(61 436.7923),(62 441.64212),(63 448.19254),(64 442.38412),(65 439.04422),(66 440.39258),(67 439.66992),(68 438.63757),(69 434.98508),(70 427.22394),(71 425.0303),(72 423.56958),(73 423.32892),(74 428.416),(75 431.5973),(76 435.89423),(77 436.33856),(78 437.9666),(79 440.49542),
