1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 75.02933),(2 91.22452),(3 99.48521),(4 103.39336),(5 106.700806),(6 109.803505),(7 111.54802),(8 113.90666),(9 114.04378),(10 115.578415),(11 116.7203),(12 118.65186),(13 119.63752),(14 120.07199),(15 121.98586),(16 124.05995),(17 125.01244),(18 126.409615),(19 127.235435),(20 128.77635),(21 128.68335),(22 130.58836),(23 131.63858),(24 131.99236),(25 132.77611),(26 134.02643),(27 136.9927),(28 138.89816),(29 141.07658),(30 142.21803),(31 143.00536),(32 145.06389),(33 146.5156),(34 146.65948),(35 147.12595),(36 149.91289),(37 151.02814),(38 151.80325),(39 153.3691),(40 155.14998),(41 155.45541),(42 156.9018),(43 157.68175),(44 158.16623),(45 158.08792),(46 158.20863),(47 158.58139),(48 158.07278),(49 157.23271),(50 158.50343),(51 158.00374),(52 159.64392),(53 160.89514),(54 162.0176),(55 160.80548),(56 161.01758),(57 160.40572),(58 160.77036),(59 162.22586),(60 159.94589),(61 159.4219),(62 160.58926),(63 160.35706),(64 159.04088),(65 158.6365),(66 158.446),(67 159.8535),(68 158.1521),(69 157.67276),(70 157.7502),(71 157.72482),(72 157.66571),(73 159.87418),(74 158.09044),(75 159.23573),(76 159.54233),(77 158.73619),(78 159.2748),(79 157.68959),
(1 74.35337),(2 91.00995),(3 99.754745),(4 102.77705),(5 105.87123),(6 108.12614),(7 110.83236),(8 112.28123),(9 113.961815),(10 114.00499),(11 115.52815),(12 116.3186),(13 116.79957),(14 119.499504),(15 120.96558),(16 122.456795),(17 123.35728),(18 124.78696),(19 125.48395),(20 126.49245),(21 127.44539),(22 128.17038),(23 131.53123),(24 131.22118),(25 132.18257),(26 137.17),(27 138.285),(28 140.88834),(29 142.70638),(30 141.94861),(31 144.4948),(32 145.87885),(33 148.21713),(34 148.73814),(35 151.96872),(36 154.80386),(37 154.67696),(38 156.16338),(39 157.29834),(40 158.05298),(41 158.95062),(42 159.30084),(43 162.19951),(44 163.1772),(45 162.55756),(46 159.747),(47 160.04927),(48 160.11192),(49 159.11708),(50 159.55756),(51 158.7777),(52 159.10214),(53 159.78445),(54 159.34708),(55 159.60681),(56 157.14145),(57 156.18318),(58 156.48943),(59 159.22218),(60 158.04048),(61 157.36806),(62 157.14687),(63 157.93443),(64 157.28569),(65 156.13367),(66 155.65111),(67 157.34926),(68 155.46533),(69 155.54721),(70 155.21013),(71 155.13344),(72 155.75119),(73 157.21193),(74 157.89627),(75 159.05493),(76 158.08482),(77 158.10011),(78 159.73091),(79 159.35722),
(1 71.89845),(2 87.47874),(3 95.68864),(4 98.21481),(5 102.57953),(6 105.08659),(7 106.4966),(8 109.48777),(9 110.34198),(10 110.41338),(11 112.78767),(12 113.89732),(13 114.69329),(14 114.95731),(15 116.47619),(16 117.85589),(17 117.510826),(18 118.68585),(19 119.11279),(20 120.57934),(21 122.987114),(22 124.24231),(23 125.94713),(24 126.19239),(25 127.37334),(26 128.16432),(27 131.34917),(28 133.23842),(29 133.87285),(30 134.77362),(31 135.57848),(32 138.4021),(33 139.13834),(34 139.10706),(35 141.2438),(36 143.58943),(37 141.77881),(38 142.64223),(39 145.77664),(40 147.68524),(41 149.1318),(42 150.8803),(43 153.49747),(44 153.86655),(45 154.13733),(46 153.9039),(47 155.42921),(48 153.81612),(49 153.5852),(50 154.04065),(51 152.7839),(52 152.38554),(53 153.32541),(54 152.26302),(55 151.92448),(56 152.85805),(57 151.62987),(58 153.42241),(59 154.97787),(60 154.4672),(61 153.46857),(62 153.64258),(63 154.65411),(64 154.00821),(65 153.89024),(66 153.18456),(67 154.32199),(68 152.92912),(69 153.17137),(70 152.92624),(71 153.25867),(72 153.05803),(73 155.02512),(74 155.9626),(75 158.05899),(76 156.507),(77 157.49702),(78 156.8557),(79 157.05147),
(1 73.156975),(2 89.25081),(3 97.07242),(4 98.496086),(5 102.12022),(6 105.08359),(7 107.94489),(8 110.7591),(9 111.27512),(10 111.24553),(11 111.84255),(12 113.39058),(13 114.84915),(14 115.892),(15 118.09683),(16 117.1582),(17 119.1806),(18 119.36045),(19 120.505844),(20 121.27755),(21 123.05886),(22 124.73102),(23 125.84755),(24 127.83428),(25 129.1285),(26 131.86845),(27 135.93918),(28 136.09875),(29 136.86697),(30 138.62956),(31 138.99417),(32 142.3457),(33 144.32436),(34 144.93646),(35 147.42593),(36 149.71938),(37 148.38512),(38 150.64154),(39 151.02675),(40 152.45636),(41 154.5084),(42 154.53836),(43 155.1537),(44 157.0167),(45 156.93968),(46 156.37122),(47 156.86218),(48 155.90038),(49 154.39438),(50 154.9354),(51 154.36833),(52 154.79901),(53 156.21071),(54 155.51007),(55 157.00623),(56 155.37332),(57 155.23691),(58 156.93376),(59 158.98822),(60 157.68102),(61 154.09676),(62 153.84659),(63 155.08365),(64 156.1421),(65 156.70084),(66 158.11589),(67 157.87537),(68 156.38162),(69 156.95929),(70 158.38423),(71 157.99927),(72 157.06044),(73 159.06244),(74 159.78601),(75 161.09004),(76 160.89322),(77 160.99146),(78 161.25082),(79 159.62976),
(1 72.46227),(2 89.54851),(3 95.93217),(4 97.19305),(5 100.52777),(6 103.78895),(7 106.488655),(8 107.47008),(9 109.48893),(10 109.33076),(11 109.740295),(12 112.04199),(13 112.25592),(14 112.57049),(15 114.387695),(16 114.563225),(17 114.97226),(18 115.45704),(19 117.61243),(20 119.373436),(21 121.47484),(22 122.922195),(23 122.745445),(24 125.46571),(25 126.2118),(26 128.41011),(27 129.73926),(28 131.5983),(29 133.85652),(30 136.30913),(31 138.519),(32 140.35538),(33 141.66794),(34 141.81839),(35 142.80939),(36 143.27393),(37 144.04266),(38 145.3082),(39 146.5026),(40 146.91588),(41 148.36703),(42 148.82085),(43 149.9773),(44 150.60109),(45 150.00652),(46 149.49222),(47 150.05148),(48 149.3733),(49 148.9065),(50 149.52974),(51 149.7398),(52 149.67694),(53 150.83957),(54 151.48409),(55 150.56676),(56 150.94325),(57 151.31763),(58 153.46251),(59 154.40761),(60 153.19681),(61 152.5157),(62 152.988),(63 152.74326),(64 152.75073),(65 152.41803),(66 152.98701),(67 151.99832),(68 151.6714),(69 150.89127),(70 151.46315),(71 150.3251),(72 150.95982),(73 150.19469),(74 150.55962),(75 149.7368),(76 150.00359),(77 151.37335),(78 151.69669),(79 151.5953),
(1 71.03663),(2 87.04376),(3 93.713455),(4 96.27469),(5 98.59381),(6 102.650185),(7 104.88451),(8 107.00692),(9 107.48408),(10 108.73414),(11 109.55395),(12 111.28514),(13 113.04972),(14 113.31839),(15 112.20537),(16 114.57607),(17 113.574554),(18 114.79532),(19 115.85075),(20 118.67004),(21 121.05386),(22 120.38551),(23 120.51261),(24 121.50639),(25 121.887375),(26 124.41643),(27 126.98169),(28 126.78828),(29 127.300026),(30 129.73203),(31 130.83652),(32 131.79965),(33 133.5834),(34 133.7037),(35 134.61612),(36 137.76749),(37 137.64824),(38 139.43945),(39 141.989),(40 142.0552),(41 142.86346),(42 145.50111),(43 145.26585),(44 146.78127),(45 145.24118),(46 145.6568),(47 147.62149),(48 149.12172),(49 149.48077),(50 149.63205),(51 150.49466),(52 150.87389),(53 151.73576),(54 152.782),(55 153.05994),(56 154.7618),(57 153.30647),(58 154.04863),(59 153.05426),(60 153.4525),(61 152.45418),(62 154.04988),(63 154.70613),(64 154.51944),(65 155.29367),(66 153.3283),(67 152.93831),(68 152.46988),(69 152.05153),(70 149.94109),(71 150.34459),(72 149.49352),(73 150.71849),(74 150.7097),(75 150.48666),(76 149.40933),(77 150.31511),(78 150.09506),(79 148.63876),
(1 69.54674),(2 86.293365),(3 93.421936),(4 96.509445),(5 98.682014),(6 101.57482),(7 104.28425),(8 106.3357),(9 104.728035),(10 107.05671),(11 107.10045),(12 108.54108),(13 111.431305),(14 113.598404),(15 112.97099),(16 113.32141),(17 114.02787),(18 116.66132),(19 117.739204),(20 118.995346),(21 120.13291),(22 122.27677),(23 122.81859),(24 124.31587),(25 125.8302),(26 126.51303),(27 129.71016),(28 130.1158),(29 131.47551),(30 133.17726),(31 135.00783),(32 137.77908),(33 139.01895),(34 139.27953),(35 140.48375),(36 141.15376),(37 142.98596),(38 144.5369),(39 145.10645),(40 144.78734),(41 145.40686),(42 147.46648),(43 146.9546),(44 146.84602),(45 148.06696),(46 145.55125),(47 148.26666),(48 148.56718),(49 147.28925),(50 147.43805),(51 147.02605),(52 148.28006),(53 148.33989),(54 147.33519),(55 147.19682),(56 147.53993),(57 149.11603),(58 150.94183),(59 149.86916),(60 148.6586),(61 148.46355),(62 149.64876),(63 150.41812),(64 150.94856),(65 150.27945),(66 149.24855),(67 149.32071),(68 149.12889),(69 149.81245),(70 149.37277),(71 149.87634),(72 150.90208),(73 150.71814),(74 150.74318),(75 150.99689),(76 150.95573),(77 150.78082),(78 150.49461),(79 150.35905),
(1 68.80674),(2 83.76324),(3 90.697845),(4 92.822296),(5 95.96209),(6 100.34115),(7 102.521454),(8 105.00236),(9 104.977066),(10 106.79456),(11 108.17884),(12 108.14144),(13 109.149345),(14 111.948555),(15 111.60551),(16 111.02895),(17 112.39876),(18 114.64227),(19 115.34246),(20 115.628365),(21 118.29698),(22 119.33472),(23 120.96271),(24 120.456535),(25 120.79312),(26 121.74567),(27 123.97106),(28 124.70433),(29 126.06294),(30 126.83238),(31 127.955),(32 129.45825),(33 130.58197),(34 130.82889),(35 132.63437),(36 132.86682),(37 133.43658),(38 133.9122),(39 133.77032),(40 134.55455),(41 134.9004),(42 137.79489),(43 138.48715),(44 138.65004),(45 140.27846),(46 140.04242),(47 141.322),(48 142.54677),(49 143.10983),(50 141.87642),(51 142.26776),(52 143.74022),(53 144.81697),(54 143.85364),(55 144.06906),(56 144.03145),(57 144.24977),(58 144.89682),(59 144.7073),(60 145.9423),(61 146.60123),(62 146.80615),(63 146.96405),(64 146.60518),(65 148.14436),(66 146.2646),(67 147.35411),(68 146.2025),(69 144.9662),(70 146.98837),(71 146.51787),(72 146.38867),(73 147.11977),(74 144.13483),(75 144.72134),(76 144.76761),(77 145.17589),(78 145.18723),(79 146.28967),
(1 67.27754),(2 81.929695),(3 90.05997),(4 90.63341),(5 93.22353),(6 97.00902),(7 100.56562),(8 101.773315),(9 102.202896),(10 103.88536),(11 105.44198),(12 105.962425),(13 106.066284),(14 107.5459),(15 107.71626),(16 107.79387),(17 109.074295),(18 111.28148),(19 111.7486),(20 111.552574),(21 113.975845),(22 113.96307),(23 116.92375),(24 116.11011),(25 117.109215),(26 119.850075),(27 121.96051),(28 124.824974),(29 125.42671),(30 127.56746),(31 130.73795),(32 132.72415),(33 133.4176),(34 133.44363),(35 136.3788),(36 138.12155),(37 137.45403),(38 140.28918),(39 139.9147),(40 142.63022),(41 143.83737),(42 145.25781),(43 146.44955),(44 146.92131),(45 147.42937),(46 146.39153),(47 146.51102),(48 148.366),(49 148.10867),(50 148.9372),(51 150.07785),(52 149.54544),(53 149.91898),(54 150.91196),(55 151.20085),(56 150.37283),(57 151.1228),(58 153.08798),(59 155.22641),(60 155.77232),(61 155.14444),(62 155.74951),(63 157.17336),(64 155.8165),(65 156.64171),(66 156.84016),(67 156.12357),(68 155.8175),(69 155.67552),(70 156.18375),(71 157.05296),(72 157.22464),(73 156.72453),(74 154.92233),(75 155.22089),(76 155.01135),(77 155.59045),(78 155.10515),(79 154.27771),
(1 67.342026),(2 81.42162),(3 89.18595),(4 92.68943),(5 95.06842),(6 98.10636),(7 100.8495),(8 101.273),(9 102.082855),(10 103.33129),(11 103.95746),(12 104.632706),(13 105.46333),(14 108.089584),(15 109.517746),(16 109.23808),(17 110.45373),(18 110.92219),(19 111.038185),(20 111.95842),(21 113.78557),(22 115.20698),(23 117.60312),(24 118.77487),(25 119.30065),(26 121.73369),(27 123.25887),(28 124.99388),(29 126.98967),(30 128.29454),(31 130.11275),(32 132.35182),(33 133.86613),(34 134.377),(35 136.95638),(36 136.47476),(37 138.0069),(38 140.59447),(39 140.66095),(40 141.63495),(41 141.77995),(42 143.19234),(43 145.49165),(44 145.28253),(45 145.91557),(46 146.30351),(47 147.3642),(48 149.31032),(49 147.85754),(50 147.76315),(51 149.26414),(52 149.8574),(53 150.59601),(54 151.08455),(55 149.6248),(56 148.91615),(57 149.25867),(58 148.75488),(59 149.76628),(60 148.91916),(61 148.48564),(62 148.88239),(63 148.7352),(64 146.84267),(65 146.50404),(66 147.59372),(67 147.6398),(68 147.25702),(69 146.67407),(70 146.08568),(71 146.43498),(72 147.08865),(73 147.37346),(74 147.40828),(75 147.19455),(76 146.89844),(77 147.79425),(78 147.78282),(79 146.64098),
(1 67.44094),(2 81.044075),(3 86.578896),(4 91.80971),(5 93.722305),(6 97.20909),(7 98.661835),(8 100.09542),(9 100.49734),(10 101.29741),(11 103.03946),(12 103.410675),(13 104.70897),(14 106.15928),(15 107.406334),(16 106.6713),(17 107.31126),(18 107.83677),(19 109.71697),(20 111.538826),(21 112.01999),(22 114.96068),(23 115.112976),(24 115.313934),(25 116.88821),(26 119.21579),(27 121.53368),(28 123.15191),(29 123.66584),(30 125.05367),(31 127.06883),(32 129.23917),(33 128.92365),(34 129.27011),(35 131.70155),(36 131.7627),(37 132.94177),(38 133.8201),(39 135.93446),(40 136.60223),(41 138.77904),(42 141.02533),(43 143.64641),(44 144.73438),(45 144.0463),(46 144.15355),(47 145.59837),(48 146.49309),(49 145.02214),(50 145.69232),(51 145.84415),(52 146.74866),(53 149.35767),(54 149.0916),(55 149.85803),(56 149.48784),(57 150.5552),(58 152.1349),(59 154.1998),(60 152.65692),(61 152.06845),(62 153.5698),(63 154.0746),(64 154.03696),(65 152.66917),(66 152.56213),(67 152.31723),(68 150.76451),(69 151.11206),(70 151.24075),(71 151.30672),(72 151.17574),(73 152.39198),(74 151.51169),(75 151.10794),(76 150.54034),(77 150.2191),(78 150.10435),(79 149.78674),
(1 66.85748),(2 81.068054),(3 87.35323),(4 90.92744),(5 93.65365),(6 96.840096),(7 98.9695),(8 100.51829),(9 99.116875),(10 100.49645),(11 101.82348),(12 102.48634),(13 104.359825),(14 105.69598),(15 106.75587),(16 107.650734),(17 108.731285),(18 108.65317),(19 110.27922),(20 111.33712),(21 112.66875),(22 114.379684),(23 114.88418),(24 115.61201),(25 117.293785),(26 119.19803),(27 122.75972),(28 124.09006),(29 125.156975),(30 125.36046),(31 125.41466),(32 128.33177),(33 128.16127),(34 129.82057),(35 131.16559),(36 132.58148),(37 133.72746),(38 136.4275),(39 137.55595),(40 138.0118),(41 139.48213),(42 140.20438),(43 143.66438),(44 142.2757),(45 143.22),(46 142.46455),(47 145.18024),(48 146.10187),(49 143.31357),(50 143.15999),(51 141.87706),(52 142.53471),(53 143.62784),(54 145.10344),(55 144.69588),(56 145.04865),(57 145.67033),(58 146.07109),(59 146.1846),(60 146.46056),(61 146.06837),(62 147.31253),(63 146.18143),(64 145.32364),(65 145.52925),(66 145.11371),(67 144.08252),(68 142.0723),(69 141.33224),(70 141.5156),(71 141.98436),(72 142.70055),(73 143.7041),(74 143.76912),(75 142.24893),(76 142.74959),(77 143.68954),(78 142.06726),(79 141.89954),
(1 64.220314),(2 77.46626),(3 84.19997),(4 87.663475),(5 91.09504),(6 93.706215),(7 96.737305),(8 98.161125),(9 98.23924),(10 98.597),(11 100.196495),(12 99.97275),(13 101.267914),(14 102.21407),(15 104.35048),(16 104.73358),(17 104.73232),(18 105.21429),(19 106.953415),(20 108.62036),(21 109.36932),(22 110.95529),(23 110.63182),(24 112.502716),(25 114.390434),(26 115.30542),(27 118.15187),(28 119.4118),(29 120.89264),(30 121.36347),(31 121.60796),(32 124.4775),(33 125.025826),(34 126.01993),(35 128.1621),(36 127.4235),(37 128.93288),(38 131.40587),(39 131.94954),(40 132.87181),(41 134.74847),(42 135.0572),(43 137.5527),(44 139.11378),(45 139.76259),(46 140.03905),(47 142.31824),(48 142.8518),(49 142.28801),(50 143.33748),(51 144.10895),(52 144.33813),(53 144.59349),(54 145.28648),(55 145.60497),(56 146.8472),(57 146.01999),(58 146.88043),(59 148.69307),(60 148.2499),(61 149.53432),(62 149.12761),(63 150.26048),(64 148.63887),(65 148.65111),(66 148.1865),(67 146.7089),(68 145.859),(69 147.01933),(70 145.39413),(71 145.26184),(72 146.42632),(73 148.60217),(74 146.38075),(75 145.96864),(76 146.85107),(77 146.99704),(78 146.53351),(79 145.58173),
(1 64.86171),(2 77.55864),(3 84.40991),(4 87.8567),(5 89.873184),(6 93.36302),(7 96.30186),(8 97.20341),(9 98.979485),(10 98.623184),(11 100.019165),(12 100.413994),(13 101.465836),(14 101.532036),(15 102.70127),(16 102.52941),(17 104.27131),(18 104.65146),(19 106.29118),(20 108.07129),(21 109.72923),(22 108.6754),(23 110.1475),(24 112.515045),(25 113.82703),(26 114.34058),(27 117.78979),(28 120.522514),(29 121.828735),(30 122.838394),(31 122.82598),(32 125.027145),(33 126.92069),(34 128.83772),(35 130.82663),(36 131.46228),(37 133.56621),(38 135.9688),(39 137.99455),(40 139.13596),(41 139.5467),(42 139.07164),(43 142.42932),(44 142.54353),(45 143.04979),(46 143.23097),(47 144.23372),(48 143.78235),(49 142.03049),(50 142.6935),(51 144.30904),(52 143.10269),(53 143.74449),(54 144.07954),(55 144.09203),(56 143.9195),(57 144.91234),(58 143.51648),(59 144.86447),(60 144.97379),(61 143.38806),(62 142.31387),(63 142.2334),(64 141.60861),(65 140.897),(66 139.19864),(67 138.1497),(68 138.92555),(69 139.63043),(70 139.0335),(71 139.74074),(72 141.03226),(73 141.65425),(74 140.81851),(75 140.65189),(76 141.74574),(77 140.73352),(78 140.2478),(79 139.59763),
(1 61.911484),(2 75.66071),(3 82.0317),(4 85.57151),(5 87.59012),(6 90.04117),(7 92.65085),(8 94.054565),(9 95.11007),(10 94.05442),(11 95.071686),(12 96.049774),(13 97.582245),(14 98.485794),(15 98.330284),(16 99.249084),(17 100.124504),(18 102.86082),(19 103.35568),(20 105.354126),(21 106.43035),(22 107.133095),(23 107.52865),(24 109.63751),(25 110.3953),(26 111.64065),(27 113.84771),(28 116.60842),(29 116.969376),(30 118.776886),(31 118.25423),(32 120.25875),(33 120.39746),(34 120.7596),(35 122.409836),(36 122.24198),(37 124.9696),(38 125.92395),(39 128.00003),(40 127.88617),(41 128.73041),(42 128.82993),(43 131.74385),(44 133.05241),(45 133.71289),(46 134.00089),(47 135.58212),(48 136.24918),(49 134.95747),(50 135.0749),(51 134.67407),(52 135.71365),(53 135.35327),(54 136.43991),(55 136.57869),(56 135.8705),(57 136.50153),(58 137.10051),(59 137.93068),(60 138.2174),(61 138.82755),(62 138.96745),(63 139.4119),(64 140.56378),(65 140.49278),(66 139.74823),(67 141.07039),(68 140.67155),(69 140.63171),(70 140.14037),(71 138.79672),(72 139.3854),(73 140.3394),(74 139.99286),(75 139.28769),(76 140.04787),(77 141.91559),(78 141.16006),(79 140.91927),
(1 61.91572),(2 75.07858),(3 82.08216),(4 84.23169),(5 85.91099),(6 89.58025),(7 91.0935),(8 92.14065),(9 92.23967),(10 92.92442),(11 95.32883),(12 95.24262),(13 97.03546),(14 97.23699),(15 97.659805),(16 98.20782),(17 98.5064),(18 100.30658),(19 101.47077),(20 103.902824),(21 103.26756),(22 104.222946),(23 105.36688),(24 107.60419),(25 109.1841),(26 110.66651),(27 111.91873),(28 114.697395),(29 113.82482),(30 116.71472),(31 118.23575),(32 120.24121),(33 122.59546),(34 124.5049),(35 125.6844),(36 126.93883),(37 127.67553),(38 129.10007),(39 129.5854),(40 130.18452),(41 130.2884),(42 131.24097),(43 134.21803),(44 134.79472),(45 133.74272),(46 134.40215),(47 136.26668),(48 136.16435),(49 136.36166),(50 135.81021),(51 136.99457),(52 138.77536),(53 138.1484),(54 137.96338),(55 138.21109),(56 138.91656),(57 138.49138),(58 138.81871),(59 138.2819),(60 137.55678),(61 138.2807),(62 138.38681),(63 139.21399),(64 137.92397),(65 138.25983),(66 139.57855),(67 138.53409),(68 137.71211),(69 137.43852),(70 137.37888),(71 136.73083),(72 137.2413),(73 138.22412),(74 138.14519),(75 137.60985),(76 137.09972),(77 138.46596),(78 137.44505),(79 137.48077),
(1 60.809414),(2 73.1521),(3 80.23137),(4 83.60997),(5 84.26181),(6 87.79399),(7 88.93009),(8 89.80977),(9 90.37807),(10 90.59604),(11 92.39428),(12 93.78164),(13 94.34744),(14 94.20978),(15 95.31015),(16 96.642235),(17 97.86385),(18 98.11794),(19 98.2918),(20 100.31633),(21 100.70938),(22 102.539444),(23 102.893036),(24 104.41295),(25 104.954025),(26 105.73406),(27 107.07088),(28 110.79997),(29 111.4414),(30 112.77758),(31 115.89552),(32 116.83607),(33 117.87965),(34 119.15014),(35 120.32601),(36 122.679436),(37 124.46995),(38 124.82255),(39 126.87482),(40 127.206856),(41 128.32208),(42 128.90018),(43 130.23251),(44 130.02379),(45 130.32068),(46 132.49684),(47 132.97238),(48 132.4168),(49 131.5632),(50 131.13397),(51 129.62259),(52 130.46815),(53 131.56339),(54 131.19489),(55 131.22975),(56 131.62169),(57 132.17436),(58 132.80145),(59 133.8455),(60 133.94856),(61 132.9495),(62 133.69923),(63 133.93134),(64 133.57362),(65 132.59114),(66 132.46512),(67 133.58348),(68 133.39865),(69 132.67937),(70 132.88667),(71 133.87718),(72 133.67044),(73 132.78111),(74 132.7367),(75 132.44238),(76 131.50209),(77 132.91878),(78 133.0151),(79 131.74495),
(1 61.810753),(2 74.7574),(3 80.75911),(4 83.84867),(5 86.65443),(6 88.8121),(7 90.37677),(8 91.18744),(9 92.30236),(10 93.011086),(11 93.254684),(12 94.72333),(13 96.07332),(14 96.959015),(15 98.33922),(16 99.35321),(17 99.34918),(18 100.54935),(19 103.19044),(20 103.580124),(21 104.56644),(22 106.758705),(23 107.84352),(24 108.727715),(25 108.213524),(26 110.26496),(27 112.79361),(28 114.24648),(29 114.74277),(30 116.02417),(31 118.431816),(32 118.522064),(33 119.858),(34 120.33329),(35 120.76962),(36 122.63246),(37 124.07944),(38 124.107704),(39 125.61436),(40 125.354744),(41 127.52502),(42 128.20064),(43 132.0238),(44 132.11447),(45 132.36913),(46 134.41354),(47 134.14842),(48 135.67651),(49 135.50671),(50 135.65059),(51 136.20596),(52 137.06607),(53 136.9332),(54 135.93285),(55 137.17586),(56 137.05354),(57 138.40993),(58 138.41255),(59 137.89742),(60 138.14415),(61 138.71107),(62 136.9288),(63 137.92332),(64 137.9748),(65 135.77449),(66 135.54913),(67 134.65205),(68 134.31622),(69 133.91411),(70 133.63045),(71 133.42491),(72 134.10178),(73 132.50719),(74 134.54066),(75 134.77719),(76 133.52557),(77 133.75085),(78 134.00577),(79 134.7907),
