1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2584348),(2 8831740),(3 16147962),(4 21960926),(5 24470782),(6 23255564),(7 19479576),(8 15058699),(9 11494131),(10 9995547),(11 10785809),(12 13191478),(13 15964210),(14 17999290),(15 18591732),(16 18005196),(17 16628451),(18 15074557),(19 13932608),(20 13506248),(21 13732463),(22 14332751),(23 14863335),(24 15136131),(25 15215822),(26 15182113),(27 15127878),(28 14937800),(29 14369024),(30 13836221),(31 13277682),(32 12858897),(33 12783786),(34 13134586),(35 13841608),(36 14663669),(37 15289113),(38 15723192),(39 15644513),(40 15401576),(41 15182408),(42 15173933),(43 15465951),(44 15975861),(45 16344040),(46 16726108),(47 16913536),(48 16902876),(49 16877794),(50 16887110),(51 16929336),(52 16920760),(53 16805356),(54 16706410),(55 16587648),(56 16652335),(57 16824204),(58 17220642),(59 17515532),(60 17572002),(61 17473762),(62 17294694),(63 17149140),(64 17102550),(65 17348616),(66 17711098),(67 17826506),(68 17868628),(69 17822726),(70 17670552),(71 17435648),(72 17186070),(73 16666332),(74 15995128),(75 15452129),(76 15354499),(77 15658133),(78 16146666),(79 16728991),
(1 2980546),(2 10005239),(3 17933434),(4 23943450),(5 26308986),(6 24878738),(7 20809910),(8 16358997),(9 13212509),(10 12363435),(11 13493515),(12 15753295),(13 18197528),(14 20022574),(15 20950864),(16 21095834),(17 20681450),(18 19753650),(19 18508646),(20 17040190),(21 15865165),(22 15358905),(23 15549112),(24 16102029),(25 16741813),(26 17424060),(27 17765352),(28 17528664),(29 16707875),(30 15669976),(31 14864715),(32 14603009),(33 14797245),(34 15150640),(35 15544940),(36 15752077),(37 15704139),(38 15588221),(39 15655709),(40 15954589),(41 16375648),(42 16578264),(43 16307788),(44 15724516),(45 15138408),(46 15040240),(47 15308037),(48 15946765),(49 16612928),(50 17113892),(51 17118314),(52 16489380),(53 15365012),(54 14571745),(55 14610872),(56 15549915),(57 16915982),(58 18282530),(59 19020262),(60 18842236),(61 17738670),(62 16052757),(63 14476621),(64 13804219),(65 14255539),(66 15424147),(67 16977856),(68 18432238),(69 19299210),(70 19210620),(71 18206694),(72 16785910),(73 15245175),(74 14191664),(75 13979931),(76 14607408),(77 15686827),(78 16768907),(79 17454268),
(1 3308912.8),(2 10930998),(3 18748912),(4 23401088),(5 23695158),(6 20451368),(7 15824758),(8 12261343),(9 11022147),(10 12043880),(11 14345283),(12 16574929),(13 17888604),(14 18108326),(15 17564472),(16 16849178),(17 16372156),(18 16098195),(19 15799645),(20 15213530),(21 14580865),(22 14030272),(23 13824507),(24 14191222),(25 15182711),(26 16492172),(27 17649406),(28 18144050),(29 17856158),(30 17160276),(31 16227788),(32 15349313),(33 15163834),(34 15699034),(35 16428879),(36 16864134),(37 16745709),(38 16087839),(39 15425974),(40 15104077),(41 15496515),(42 16414321),(43 17348324),(44 18125050),(45 18294844),(46 17796142),(47 16957812),(48 16359437),(49 16442719),(50 17026356),(51 17589416),(52 17997278),(53 18010364),(54 17927560),(55 17960086),(56 18159310),(57 18299346),(58 18073338),(59 17339768),(60 16364613),(61 15688151),(62 15684872),(63 16568129),(64 18018960),(65 19218776),(66 19774188),(67 19528156),(68 18444204),(69 17100250),(70 15867743),(71 15110790),(72 15084063),(73 15702024),(74 16746012),(75 17850232),(76 18696624),(77 18643866),(78 17600152),(79 16266685),
(1 3446813.8),(2 11256243),(3 18866906),(4 22690842),(5 21698350),(6 17446376),(7 12835697),(8 10427395),(9 10912751),(10 13340846),(11 15918614),(12 17234466),(13 16809940),(14 15114968),(15 13240351),(16 12189847),(17 12466502),(18 13795110),(19 15365064),(20 16308390),(21 16329677),(22 15269751),(23 13845418),(24 12743704),(25 12600622),(26 13475032),(27 14827094),(28 15772992),(29 16275858),(30 16273838),(31 15862719),(32 15355930),(33 14885292),(34 14629268),(35 15007308),(36 16103619),(37 17551432),(38 18560680),(39 18593396),(40 17344502),(41 15362851),(42 13871023),(43 13741225),(44 14834107),(45 16315570),(46 17424276),(47 18096632),(48 18447128),(49 18440420),(50 17621986),(51 15895095),(52 13592131),(53 11842634),(54 11925832),(55 14060332),(56 17163034),(57 19523714),(58 20136706),(59 18914700),(60 16491432),(61 13991267),(62 12632771),(63 12719962),(64 13944160),(65 15821814),(66 17309086),(67 17738864),(68 16929088),(69 15511949),(70 14282844),(71 13967488),(72 14784483),(73 16167933),(74 17317998),(75 17506952),(76 17025894),(77 16116252),(78 15267868),(79 14800443),
(1 3514055),(2 11422919),(3 18867262),(4 22381486),(5 21127946),(6 16962830),(7 12671295),(8 10512903),(9 10908358),(10 12521050),(11 13863328),(12 14684879),(13 14978732),(14 15231497),(15 15828833),(16 16643038),(17 16979980),(18 16010149),(19 14063273),(20 12483969),(21 12415415),(22 13797732),(23 15903161),(24 17693262),(25 18367912),(26 17975870),(27 16737585),(28 15605915),(29 15113045),(30 15185804),(31 15725882),(32 16608783),(33 17429262),(34 18076892),(35 18236656),(36 17849822),(37 16706933),(38 15106100),(39 13813326),(40 13727936),(41 15099095),(42 17463778),(43 19667698),(44 20393674),(45 18897896),(46 16399973),(47 14928095),(48 15426747),(49 17098136),(50 18623408),(51 18797282),(52 17571184),(53 15944348),(54 15363065),(55 16078708),(56 17067556),(57 17166654),(58 16576384),(59 16202671),(60 16854536),(61 18360064),(62 19669344),(63 19625992),(64 18208062),(65 16407095),(66 15149794),(67 14906428),(68 15497192),(69 16372044),(70 17017592),(71 17235598),(72 17385928),(73 17636070),(74 17504180),(75 16585215),(76 15364772),(77 14593964),(78 14686863),(79 15447885),
(1 3304165.3),(2 10394255),(3 16751823),(4 19403168),(5 18358654),(6 15732410),(7 13532015),(8 12623954),(9 12643908),(10 13079015),(11 13658639),(12 14362247),(13 14926703),(14 15044222),(15 14631669),(16 13871334),(17 13325364),(18 13290827),(19 13488830),(20 13658086),(21 13483631),(22 12798599),(23 12204965),(24 12269348),(25 13128022),(26 14522388),(27 15591146),(28 16003159),(29 15336670),(30 13682333),(31 11899086),(32 11067285),(33 11680364),(34 13236137),(35 14342876),(36 14347942),(37 13526223),(38 12862380),(39 13105846),(40 13931315),(41 14590226),(42 14881246),(43 15016444),(44 15347610),(45 15645917),(46 15560190),(47 14738291),(48 13812534),(49 13582247),(50 14409407),(51 15683590),(52 16593138),(53 16638063),(54 16197337),(55 15737961),(56 15381390),(57 15197780),(58 15353225),(59 15899085),(60 16562501),(61 16598357),(62 15784277),(63 14574548),(64 13948117),(65 14227653),(66 15164749),(67 16069735),(68 16310699),(69 15928845),(70 15299894),(71 14785929),(72 14606790),(73 14860739),(74 15367168),(75 15753311),(76 15961743),(77 15980602),(78 16068329),(79 16301249),
(1 3338392.8),(2 10055416),(3 14773637),(4 15062438),(5 12878328),(6 11024422),(7 11112554),(8 12439121),(9 13227549),(10 12519449),(11 10955468),(12 10143224),(13 10508096),(14 11550484),(15 12113897),(16 11729018),(17 11068052),(18 10897612),(19 11356889),(20 11521421),(21 11279678),(22 10907195),(23 10671313),(24 10731205),(25 11146300),(26 11786772),(27 12463321),(28 13062701),(29 13001473),(30 12035875),(31 11157982),(32 11649088),(33 13242667),(34 14301465),(35 13736150),(36 11737145),(37 10199133),(38 10419103),(39 12123090),(40 13594073),(41 13581933),(42 12435565),(43 11699270),(44 12155882),(45 13343621),(46 14028015),(47 13618405),(48 12673396),(49 12294126),(50 12865977),(51 13684376),(52 13907200),(53 13413321),(54 12826304),(55 12676602),(56 12812447),(57 12959755),(58 12857080),(59 12341481),(60 11711944),(61 11480269),(62 11745100),(63 12196381),(64 12424178),(65 12329073),(66 11515108),(67 10460670),(68 10004369),(69 10771049),(70 12343235),(71 13569292),(72 13735916),(73 12959618),(74 11934684),(75 11569427),(76 11942753),(77 12247042),(78 12137433),(79 11672246),
(1 3548452.3),(2 10589576),(3 15250657),(4 15388213),(5 12804556),(6 10435728),(7 9775792),(8 10473157),(9 11552688),(10 12457738),(11 12872188),(12 12841820),(13 12511856),(14 12325502),(15 12572953),(16 13086575),(17 13119984),(18 12385088),(19 11537260),(20 11420307),(21 12215556),(22 13180278),(23 13260314),(24 12305656),(25 11195248),(26 10969175),(27 11728853),(28 12770511),(29 13293142),(30 12908596),(31 12049975),(32 11626930),(33 11696729),(34 11933231),(35 11977591),(36 11700732),(37 11420158),(38 11342373),(39 11485099),(40 11587877),(41 11666923),(42 11903056),(43 12332102),(44 12671562),(45 12468955),(46 11868094),(47 11466661),(48 11727159),(49 12559383),(50 13210839),(51 13072417),(52 12521282),(53 12021921),(54 11986896),(55 12456763),(56 13065822),(57 13360213),(58 13296757),(59 13022200),(60 12588181),(61 12186556),(62 12021599),(63 12033519),(64 12253769),(65 12706179),(66 13308315),(67 13531057),(68 13145587),(69 12542908),(70 12237499),(71 12491402),(72 13084744),(73 13258283),(74 12820278),(75 12070477),(76 11680684),(77 11972943),(78 12724872),(79 13332193),
(1 3716836),(2 10652662),(3 14350149),(4 13191680),(5 10421553),(6 9326280),(7 10162269),(8 11154986),(9 10965722),(10 10184364),(11 10114674),(12 10832006),(13 11141449),(14 10804917),(15 10545211),(16 11085083),(17 12056723),(18 12543136),(19 12080628),(20 10789593),(21 9611716),(22 9441342),(23 10195317),(24 11305518),(25 12142082),(26 12172130),(27 11526322),(28 11196266),(29 11494050),(30 11676139),(31 11128386),(32 10370706),(33 10236225),(34 11131122),(35 12120711),(36 12125726),(37 11350539),(38 10750262),(39 11059380),(40 11656484),(41 11526914),(42 10931064),(43 10841611),(44 11512492),(45 12197332),(46 12196102),(47 11678646),(48 11314998),(49 11716574),(50 12558796),(51 12829558),(52 12036660),(53 10846318),(54 10530196),(55 11337070),(56 12090480),(57 11918088),(58 11062508),(59 10618332),(60 10912349),(61 11285632),(62 11192695),(63 10756288),(64 10682981),(65 11259350),(66 11981990),(67 12127078),(68 11546170),(69 10717982),(70 10002870),(71 9624598),(72 9468172),(73 9656079),(74 10275942),(75 10816310),(76 10546298),(77 9586971),(78 8863436),(79 9047656),
(1 3021574.5),(2 8663331),(3 11860395),(4 11058132),(5 8693870),(6 7587373),(7 8349579),(8 9516006),(9 9603449),(10 8402072),(11 7254299),(12 7259668),(13 8237580),(14 9360918),(15 10019316),(16 9863398),(17 9131092),(18 8536339),(19 8562810),(20 9227059),(21 9694386),(22 9369057),(23 8658587),(24 8362444),(25 8775768),(26 9330314),(27 9570446),(28 9364545),(29 8979635),(30 8774228),(31 9019971),(32 9732728),(33 10314007),(34 10043269),(35 8959142),(36 8035837.5),(37 8216069),(38 9427750),(39 10623466),(40 10729231),(41 9672011),(42 8723712),(43 8839436),(44 9665532),(45 10176896),(46 9535448),(47 8230298),(48 7581775.5),(49 8034160.5),(50 9025864),(51 9644413),(52 9535386),(53 9399059),(54 9575086),(55 9567371),(56 9115712),(57 8836001),(58 9246368),(59 9788506),(60 9457929),(61 8402340),(62 7769650),(63 8308315.5),(64 9316034),(65 9527127),(66 8767659),(67 8057041.5),(68 8211440.5),(69 8915151),(70 9434563),(71 9285171),(72 8598176),(73 8073894),(74 8001873.5),(75 8389613),(76 8778608),(77 8748317),(78 8329054.5),(79 8229256),
(1 3454215.3),(2 9781733),(3 12988827),(4 11347940),(5 8269133.5),(6 7195221.5),(7 8380975.5),(8 9906247),(9 10219242),(10 9476290),(11 8676209),(12 8762154),(13 9583718),(14 10128185),(15 10030486),(16 9463722),(17 8907600),(18 8810582),(19 9325643),(20 9840112),(21 9819160),(22 9289443),(23 8886213),(24 9176209),(25 10024003),(26 10547234),(27 10116685),(28 9176070),(29 8687402),(30 8988281),(31 9718157),(32 10175967),(33 10291215),(34 10007603),(35 9396206),(36 8720981),(37 8644425),(38 9276592),(39 10057660),(40 10146348),(41 9467375),(42 8683123),(43 8464279),(44 8633584),(45 8633787),(46 8336451.5),(47 8308803.5),(48 8744783),(49 9383437),(50 9442626),(51 8620170),(52 7531727.5),(53 7240920.5),(54 7969991.5),(55 9080581),(56 9645990),(57 9329393),(58 8496579),(59 7828798),(60 7833309.5),(61 8383223),(62 9028330),(63 9507368),(64 9514931),(65 9261886),(66 9136029),(67 9275957),(68 9288095),(69 8815099),(70 8357783),(71 8383186.5),(72 8858220),(73 9505267),(74 9675048),(75 9364668),(76 8894833),(77 8724291),(78 8865979),(79 8930800),
(1 3517712.5),(2 9635598),(3 12184488),(4 10058898),(5 6753000),(6 5712566),(7 7189434),(8 9197962),(9 9803736),(10 8738039),(11 7022437.5),(12 6390905),(13 7232057),(14 8337016),(15 8570920),(16 8157435.5),(17 8034681),(18 8198802.5),(19 8103416),(20 7798683.5),(21 7736928),(22 8005821.5),(23 8293577),(24 8254541.5),(25 8050395.5),(26 7981088),(27 8078885.5),(28 8213272),(29 8256773.5),(30 8124046),(31 7796284.5),(32 7383722),(33 7287595.5),(34 7668190),(35 8111194.5),(36 8098033),(37 7788064),(38 7753966),(39 8180978.5),(40 8546604),(41 8444100),(42 8025238),(43 7614493.5),(44 7697802.5),(45 8213392),(46 8355315.5),(47 7877618),(48 7319633),(49 7589590),(50 8265338.5),(51 8392092),(52 7870558),(53 7568806),(54 7850716.5),(55 8297369),(56 8376029.5),(57 8434158),(58 8412184),(59 7993809),(60 7469409),(61 7489978),(62 8247618),(63 8869813),(64 8726289),(65 7823979.5),(66 7185533.5),(67 7425276),(68 8145206),(69 8539190),(70 8248764.5),(71 7810850.5),(72 7725882.5),(73 7956074),(74 8370043.5),(75 8369468.5),(76 7672962),(77 6941445.5),(78 6863291),(79 7513334),
(1 3738863.3),(2 9816073),(3 11600991),(4 8984982),(5 6232913),(6 6078601.5),(7 7865820.5),(8 9235306),(9 8908475),(10 7781445),(11 7055091.5),(12 7263710),(13 7881694.5),(14 7838936),(15 6995285.5),(16 6541752),(17 7166389),(18 7992148),(19 7939274.5),(20 7361688),(21 7092619),(22 7259318.5),(23 7470294.5),(24 7628431.5),(25 7691991),(26 7736777),(27 7364429.5),(28 6992253),(29 7293120),(30 7705114),(31 7690160.5),(32 7613004),(33 7791252),(34 7921249.5),(35 7697144),(36 7307413),(37 7183182),(38 7494773.5),(39 7794341),(40 7790493),(41 7690838.5),(42 7689662),(43 7769899),(44 7964754),(45 8276419),(46 8336815.5),(47 7723546),(48 7071323),(49 7214367.5),(50 7926757),(51 8138424),(52 7970627),(53 7902228),(54 7914423),(55 7710267.5),(56 7392729.5),(57 7566278.5),(58 8228771),(59 8612041),(60 8160376),(61 7537685),(62 7588096.5),(63 8200200),(64 8525305),(65 8092725),(66 7329361),(67 6975027.5),(68 7071023),(69 7594926),(70 8291533.5),(71 8603082),(72 8332687.5),(73 7816969),(74 7513310),(75 7521960),(76 7636195.5),(77 7873838),(78 8269939.5),(79 8442548),
(1 3270791),(2 8204629.5),(3 9030039),(4 6665529.5),(5 5569115),(6 6489764.5),(7 7121925.5),(8 6481089.5),(9 5782748.5),(10 6011533.5),(11 6442196),(12 6295246),(13 5991875.5),(14 6019625),(15 6236259),(16 6467648),(17 6496176.5),(18 6192411),(19 5986933.5),(20 6327333),(21 6624357),(22 6213622),(23 5631362.5),(24 5624484.5),(25 6326080.5),(26 6874605),(27 6650708),(28 6113047),(29 6037380.5),(30 6213475.5),(31 6354991),(32 6413208),(33 6411075),(34 6337120),(35 6203717.5),(36 6258873),(37 6411260.5),(38 6577087.5),(39 6511390),(40 6341006),(41 6540709.5),(42 7221190.5),(43 7595001.5),(44 6904805),(45 5998011.5),(46 6094018),(47 6834659.5),(48 7156867),(49 6823773),(50 6419651),(51 6583446),(52 7217752),(53 7514254),(54 6957770),(55 6136644.5),(56 6081335.5),(57 6823199.5),(58 7590819.5),(59 7642628.5),(60 6969692.5),(61 6601391),(62 6948714.5),(63 7381647),(64 7232847),(65 6761247.5),(66 6712808),(67 7075419),(68 7281974),(69 7214410),(70 7096505),(71 7105773.5),(72 7237242.5),(73 7418531.5),(74 7433327.5),(75 7144761),(76 6822484),(77 6800183.5),(78 7186035),(79 7532623),
(1 3002949.8),(2 7253709),(3 7368741),(4 5163307),(5 4833915.5),(6 6267210.5),(7 6676602.5),(8 5836832.5),(9 5180529),(10 5210716),(11 5573071.5),(12 5924091),(13 5818613.5),(14 5364092),(15 5365388),(16 5784173),(17 5982971.5),(18 5768405.5),(19 5635400.5),(20 5812340),(21 6019887.5),(22 5981898),(23 5789358),(24 5800349),(25 5951198.5),(26 6064949.5),(27 6033660.5),(28 6003528.5),(29 5982200),(30 5909528),(31 5971158),(32 6166810.5),(33 6343227),(34 6360291),(35 6310543),(36 6137972),(37 6225494),(38 6540707),(39 6523014.5),(40 5987260.5),(41 5682159),(42 6169917),(43 6789655),(44 6657827.5),(45 6032461),(46 5947544),(47 6281876),(48 6162909),(49 5905712.5),(50 5945115.5),(51 6103503.5),(52 6094824),(53 5946931),(54 5673987),(55 5380926.5),(56 5568107.5),(57 6199581),(58 6499783),(59 6057784),(60 5476583.5),(61 5523908),(62 6192020.5),(63 6543131),(64 6006873),(65 5490939.5),(66 5756888),(67 5985743.5),(68 5624781),(69 5310709),(70 5599980.5),(71 6116466.5),(72 6285783.5),(73 5976959.5),(74 5859219),(75 6130286),(76 6145977),(77 5648474.5),(78 5435802.5),(79 5993517),
(1 3161586.8),(2 7384092),(3 7044898.5),(4 4503681),(5 4363363),(6 5909042.5),(7 6211238),(8 5194602.5),(9 4774039.5),(10 5331434),(11 5700805.5),(12 5367170.5),(13 5044248.5),(14 5163510),(15 5448408.5),(16 5472655),(17 5296903.5),(18 5159048),(19 5039143),(20 4875303.5),(21 4855597),(22 5066356),(23 5131148),(24 5065067),(25 5000824),(26 4965203.5),(27 4914464),(28 4867333.5),(29 4892384),(30 5095497.5),(31 5204364),(32 5036081),(33 4946609),(34 5242416),(35 5427198.5),(36 4978109),(37 4655741.5),(38 4966887),(39 5148402),(40 4962524),(41 5128434.5),(42 5665945),(43 5667992.5),(44 5056756),(45 4776709),(46 5239380.5),(47 5794574),(48 5701188.5),(49 5286074.5),(50 5199793),(51 5671371),(52 6163490.5),(53 5880673),(54 5001880),(55 4864779.5),(56 5806020),(57 6438874),(58 6102938.5),(59 5549895),(60 5414097.5),(61 5559623),(62 5821672.5),(63 5989434.5),(64 5883837),(65 5691405.5),(66 5687160),(67 5802857),(68 5710471),(69 5452734.5),(70 5510764),(71 6022580.5),(72 6202846.5),(73 5747588.5),(74 5515751.5),(75 5903700),(76 6136978.5),(77 5454178.5),(78 4826557),(79 5341568),
(1 2943593.3),(2 6775260.5),(3 6548983.5),(4 4439778),(5 4040073),(6 5183977),(7 5863176.5),(8 5608790),(9 4999001),(10 4751061.5),(11 4927636.5),(12 5076303),(13 4912579),(14 4938830),(15 5123984.5),(16 4968042),(17 4774094),(18 5047992),(19 5458488),(20 5372329.5),(21 5184922.5),(22 5196841),(23 5112812),(24 5007951),(25 5186276.5),(26 5391498.5),(27 5129461.5),(28 4556234.5),(29 4308082),(30 4755494),(31 5296403),(32 5253308.5),(33 4724034.5),(34 4432283),(35 4734306),(36 5148151),(37 5316891.5),(38 5170271.5),(39 4837348),(40 4811973),(41 5105927),(42 5172717),(43 4883567.5),(44 4742916),(45 4946682.5),(46 5076510.5),(47 4953720.5),(48 5008707.5),(49 5247674.5),(50 5329564),(51 5116303),(52 5229384.5),(53 5601115.5),(54 5489040),(55 5071048.5),(56 5099921.5),(57 5468437.5),(58 5571835.5),(59 5478016.5),(60 5444076),(61 5528355),(62 5753442),(63 6034457.5),(64 6086026),(65 5770010.5),(66 5499463.5),(67 5453315.5),(68 5474891.5),(69 5469492.5),(70 5387788),(71 5328196),(72 5724676.5),(73 6167681.5),(74 6008644.5),(75 5424130),(76 5205545),(77 5498280),(78 5899274),(79 5898360),
(1 2783614),(2 6151676),(3 5559398.5),(4 3718813.5),(5 3874270),(6 5112787.5),(7 5343051.5),(8 4656580),(9 4289181.5),(10 4465281.5),(11 4812588.5),(12 4805344.5),(13 4457447),(14 4406794),(15 4788800.5),(16 4965533.5),(17 4745786.5),(18 4591431),(19 4858788),(20 5109979.5),(21 5000084.5),(22 4699360.5),(23 4691304.5),(24 5026822),(25 5270053.5),(26 4856236),(27 4191156.8),(28 4179941),(29 4759355.5),(30 5089636.5),(31 4898127),(32 4567757),(33 4586976.5),(34 4961903.5),(35 5106246.5),(36 4789455.5),(37 4577108),(38 4674541),(39 4802302),(40 4771453.5),(41 4950258),(42 5046294),(43 4646129.5),(44 4483615),(45 4743250.5),(46 4901260.5),(47 4964859.5),(48 4988291),(49 4776034),(50 4503857),(51 4683617.5),(52 5161979),(53 5027208),(54 4471137.5),(55 4507860.5),(56 4950080),(57 4829736),(58 4370760),(59 4651606.5),(60 5228318.5),(61 5048968.5),(62 4587310),(63 4751587),(64 5075008),(65 4885672),(66 4551164),(67 4717606.5),(68 4997473.5),(69 4958499),(70 4742741.5),(71 4683005),(72 4871886),(73 4935021),(74 4916001),(75 4988197),(76 5105849),(77 5087383),(78 5039696.5),(79 4828086.5),
(1 2673705.8),(2 5474541.5),(3 4352262),(4 2804411.8),(5 3811175.3),(6 4918499.5),(7 4175616),(8 3462661.8),(9 4058534.8),(10 4596910),(11 4125618.3),(12 3695766.8),(13 4023889.3),(14 4262116),(15 3944357),(16 3792167.3),(17 4097962.8),(18 4101937.3),(19 3972046),(20 4309606.5),(21 4500709),(22 4088531.3),(23 3804342.8),(24 4009223.3),(25 4217570.5),(26 4163956.3),(27 3933167.8),(28 3970387),(29 4151705.3),(30 4106655.3),(31 3931684.8),(32 4063488.3),(33 4243668.5),(34 4196136.5),(35 4136316.3),(36 4213355),(37 4269159.5),(38 4081302.8),(39 3959164.8),(40 4322379),(41 4558229.5),(42 3943464),(43 3517912.8),(44 4027082),(45 4549638),(46 4159414.3),(47 3696052.8),(48 4073259.3),(49 4223334),(50 3837848.8),(51 3788477.8),(52 4114304),(53 3983356),(54 3547793),(55 3706748.8),(56 4382006),(57 4444964.5),(58 3891565.8),(59 3824405),(60 4359516.5),(61 4633153.5),(62 4346559),(63 4259235),(64 4445334),(65 4336106.5),(66 4115908.8),(67 4325300),(68 4488183.5),(69 4214984.5),(70 4219551.5),(71 4772515.5),(72 4880334.5),(73 4237584),(74 4026489.8),(75 4564020.5),(76 4850042),(77 4429508.5),(78 4109944.3),(79 4399962),
(1 2971783.8),(2 6043549.5),(3 4914692),(4 3340743.3),(5 4021898),(6 4983210.5),(7 4670038.5),(8 4086296.3),(9 4326640),(10 4734537),(11 4441852),(12 4030722.5),(13 4490167),(14 4893177),(15 4264267),(16 3958229.8),(17 4621573),(18 4673535.5),(19 4128948.8),(20 4033441.8),(21 4339340.5),(22 4326917.5),(23 4039822.3),(24 3996450),(25 4424831.5),(26 4684179),(27 4301087),(28 3947297.5),(29 4060048.3),(30 4093574.8),(31 4305665.5),(32 4537103.5),(33 4479561),(34 4313234.5),(35 4245775),(36 4246263),(37 4459433.5),(38 4560693.5),(39 4241495),(40 4021815.5),(41 4171569.8),(42 4256242.5),(43 4148673.5),(44 4156031.8),(45 4283085.5),(46 4328206),(47 4220511),(48 4022989.3),(49 4081835.3),(50 4235109),(51 4135594.5),(52 3912904.3),(53 4169230.8),(54 4441133.5),(55 4201271.5),(56 3874133.3),(57 4118882),(58 4615477.5),(59 4555184),(60 4158695.3),(61 4120678.8),(62 4452559),(63 4587109),(64 4400293.5),(65 4255315),(66 4370560),(67 4444517.5),(68 4280522.5),(69 4266569.5),(70 4335873),(71 4467383),(72 4697449.5),(73 4610838.5),(74 4168817.3),(75 4098620.8),(76 4493781),(77 4715627),(78 4557583.5),(79 4524697.5),
