1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104311.1),(2 363182.25),(3 747010),(4 1212910.9),(5 1734508.4),(6 2279816.3),(7 2838491.8),(8 3425482.8),(9 3996716.8),(10 4560220.5),(11 5004389.5),(12 5398804.5),(13 5851177.5),(14 6421761.5),(15 6962084.5),(16 7644797.5),(17 8363402.5),(18 9093172),(19 9909956),(20 10789461),(21 11480489),(22 12240003),(23 13182911),(24 13992868),(25 14850648),(26 15664239),(27 16439163),(28 17264180),(29 18094420),(30 18875762),(31 19744838),(32 20711004),(33 21555930),(34 22503784),(35 23348682),(36 24184150),(37 24992848),(38 25768776),(39 26603608),(40 27575834),(41 28585590),(42 29479770),(43 30558648),(44 31695030),(45 32593352),(46 33603060),(47 34656484),(48 35564990),(49 36408068),(50 37170664),(51 37997092),(52 38653236),(53 39268140),(54 39724270),(55 40187150),(56 40815516),(57 41293836),(58 41689176),(59 41900790),(60 41744350),(61 41494210),(62 41086100),(63 40648896),(64 40306412),(65 40020330),(66 39850116),(67 39796400),(68 39678852),(69 39453924),(70 39405580),(71 39417876),(72 39443444),(73 39663148),(74 40195212),(75 40917884),(76 41783732),(77 42864136),(78 43763584),(79 44736836),
(1 78.27795),(2 91.69831),(3 97.31504),(4 103.10563),(5 106.51041),(6 109.08496),(7 112.49592),(8 115.12493),(9 115.89072),(10 116.3802),(11 117.78616),(12 118.90261),(13 120.764984),(14 122.58949),(15 119.92173),(16 121.79678),(17 121.271255),(18 121.43769),(19 123.33658),(20 124.51051),(21 124.13114),(22 124.89837),(23 125.84774),(24 127.984924),(25 128.8108),(26 128.23451),(27 127.928856),(28 127.95749),(29 129.3276),(30 130.32913),(31 130.84439),(32 131.75087),(33 132.67767),(34 131.21889),(35 131.22322),(36 132.76047),(37 133.57614),(38 134.78326),(39 131.49489),(40 132.6705),(41 131.54892),(42 132.78465),(43 132.87347),(44 133.26459),(45 132.76947),(46 132.42876),(47 132.61823),(48 133.30223),(49 134.71863),(50 134.07132),(51 131.5294),(52 131.6952),(53 132.35861),(54 132.1677),(55 133.46924),(56 133.34065),(57 133.20773),(58 133.04517),(59 132.83064),(60 135.06471),(61 137.00717),(62 136.66124),(63 135.1945),(64 137.18385),(65 138.03094),(66 140.28185),(67 140.56454),(68 141.75368),(69 141.1869),(70 142.34521),(71 141.017),(72 140.58978),(73 140.2289),(74 141.63112),(75 140.19212),(76 140.39502),(77 140.50911),(78 139.68799),(79 139.02112),
(1 77.046326),(2 90.01564),(3 95.229645),(4 100.14879),(5 103.91187),(6 106.13057),(7 108.09745),(8 110.41312),(9 113.038),(10 113.89778),(11 114.47181),(12 116.866516),(13 117.73281),(14 119.61754),(15 117.09639),(16 119.07895),(17 118.33124),(18 119.133156),(19 121.23652),(20 122.14416),(21 123.0437),(22 123.57514),(23 124.59942),(24 126.27538),(25 127.56855),(26 126.95487),(27 125.26539),(28 126.311485),(29 127.874985),(30 127.90765),(31 128.50392),(32 128.55936),(33 129.4373),(34 130.1232),(35 130.6113),(36 131.14452),(37 129.44046),(38 132.06145),(39 129.05098),(40 128.61377),(41 128.95872),(42 129.61176),(43 129.11186),(44 128.27664),(45 128.04483),(46 128.31516),(47 128.37997),(48 129.51973),(49 130.34004),(50 130.94658),(51 128.65831),(52 129.18443),(53 130.15906),(54 129.42087),(55 129.89673),(56 130.37514),(57 131.30862),(58 131.8386),(59 132.25723),(60 133.26143),(61 133.5793),(62 134.75478),(63 133.76256),(64 134.8479),(65 134.71371),(66 137.62535),(67 137.6523),(68 138.82526),(69 139.44711),(70 139.93774),(71 139.4272),(72 139.32816),(73 139.24406),(74 138.81009),(75 137.15376),(76 137.06526),(77 137.51877),(78 136.74232),(79 134.62975),
(1 76.90737),(2 90.3701),(3 94.674934),(4 100.70318),(5 103.56795),(6 105.338394),(7 107.69627),(8 109.34163),(9 111.13303),(10 112.631874),(11 112.96035),(12 114.08282),(13 116.041664),(14 117.244995),(15 116.22473),(16 117.29231),(17 117.50626),(18 118.714905),(19 119.70614),(20 120.9467),(21 122.31392),(22 122.9873),(23 123.81158),(24 123.41089),(25 125.152054),(26 125.6927),(27 124.64709),(28 126.318756),(29 126.244446),(30 124.760635),(31 125.12557),(32 125.34397),(33 126.73487),(34 127.620476),(35 127.25691),(36 128.83556),(37 129.1125),(38 129.27834),(39 127.30986),(40 127.96186),(41 126.77349),(42 128.50526),(43 128.23271),(44 127.430466),(45 128.52911),(46 128.61493),(47 129.11041),(48 130.2784),(49 129.17924),(50 128.6167),(51 127.554405),(52 127.968636),(53 130.63152),(54 129.62294),(55 130.48141),(56 131.2109),(57 131.31236),(58 132.88533),(59 133.23099),(60 135.92879),(61 134.70308),(62 135.12827),(63 133.79698),(64 134.92015),(65 137.76143),(66 137.71127),(67 138.99014),(68 139.61235),(69 138.51619),(70 138.30446),(71 137.51944),(72 138.4275),(73 138.45422),(74 137.35323),(75 133.95605),(76 135.08264),(77 134.47043),(78 135.76549),(79 134.33043),
(1 76.83245),(2 90.23237),(3 94.64537),(4 100.1913),(5 103.71723),(6 105.82246),(7 108.36851),(8 110.99599),(9 111.14693),(10 112.51555),(11 112.34222),(12 114.014206),(13 116.30393),(14 116.40769),(15 115.22635),(16 115.76339),(17 117.91368),(18 117.84383),(19 118.7035),(20 119.339325),(21 120.01831),(22 119.50556),(23 121.28422),(24 122.39716),(25 122.76071),(26 124.20261),(27 121.95763),(28 122.6861),(29 122.20474),(30 122.44873),(31 123.0295),(32 123.05291),(33 123.20728),(34 124.65803),(35 125.4578),(36 126.06658),(37 127.504425),(38 127.47287),(39 125.39295),(40 125.807365),(41 125.97858),(42 126.36699),(43 126.25171),(44 127.031975),(45 127.33756),(46 126.72485),(47 124.23843),(48 125.683365),(49 126.40681),(50 127.83923),(51 125.437675),(52 124.8179),(53 126.44722),(54 126.335464),(55 126.96798),(56 128.29324),(57 127.503525),(58 127.21056),(59 127.6734),(60 129.19475),(61 128.72597),(62 129.67393),(63 127.93538),(64 129.45099),(65 128.00815),(66 129.48795),(67 129.92294),(68 130.63997),(69 130.4004),(70 130.3102),(71 130.96909),(72 132.60817),(73 132.22462),(74 130.9826),(75 127.90089),(76 129.231),(77 127.42274),(78 129.29182),(79 128.76884),
(1 75.02554),(2 88.29744),(3 92.31104),(4 97.30432),(5 99.43097),(6 101.90223),(7 105.39032),(8 106.86913),(9 106.97242),(10 108.524635),(11 108.682755),(12 111.09831),(13 113.13643),(14 114.11549),(15 113.55606),(16 115.79797),(17 115.61407),(18 115.79094),(19 116.47572),(20 117.50911),(21 118.820946),(22 118.28463),(23 118.94899),(24 120.35769),(25 120.86116),(26 121.212715),(27 120.10275),(28 121.19674),(29 121.96652),(30 122.84017),(31 122.19499),(32 124.30917),(33 123.066345),(34 124.06075),(35 124.28229),(36 125.97467),(37 125.600784),(38 124.953125),(39 123.45525),(40 123.90826),(41 125.360344),(42 124.95148),(43 126.367294),(44 125.64996),(45 124.88539),(46 123.84178),(47 122.7027),(48 123.43431),(49 123.72866),(50 124.38131),(51 122.783455),(52 123.51314),(53 124.81681),(54 124.55302),(55 125.04625),(56 125.95788),(57 126.22079),(58 126.338066),(59 126.95266),(60 128.25555),(61 128.05452),(62 129.8438),(63 127.397415),(64 128.21161),(65 129.05501),(66 130.69763),(67 130.916),(68 131.44102),(69 132.53978),(70 132.86128),(71 132.83875),(72 132.88809),(73 133.873),(74 133.79346),(75 132.02045),(76 131.70807),(77 132.13063),(78 132.25005),(79 131.67938),
(1 75.75187),(2 87.529434),(3 93.12555),(4 97.83678),(5 100.320015),(6 104.42067),(7 106.53225),(8 108.68632),(9 110.32079),(10 111.93729),(11 111.71351),(12 112.74062),(13 116.026146),(14 115.97135),(15 114.646484),(16 115.88993),(17 117.62787),(18 117.22099),(19 118.05437),(20 119.11664),(21 119.48612),(22 119.06366),(23 120.82906),(24 121.73523),(25 121.10884),(26 123.28527),(27 122.125015),(28 122.88016),(29 123.525024),(30 124.17663),(31 124.910255),(32 125.43181),(33 125.98418),(34 124.789024),(35 125.505394),(36 126.33731),(37 127.49302),(38 128.01593),(39 126.084656),(40 128.56044),(41 127.5578),(42 126.38824),(43 126.63739),(44 126.26762),(45 127.44339),(46 126.80161),(47 125.9522),(48 126.28803),(49 127.423584),(50 127.38022),(51 125.62133),(52 127.67349),(53 127.15144),(54 128.5969),(55 128.15854),(56 128.1399),(57 128.7528),(58 129.76239),(59 130.99164),(60 131.79404),(61 131.92126),(62 133.3635),(63 133.06154),(64 134.99944),(65 135.47366),(66 135.98233),(67 135.23871),(68 138.28246),(69 138.16109),(70 138.80383),(71 137.15756),(72 137.658),(73 138.61507),(74 137.17126),(75 134.67685),(76 135.30588),(77 135.6612),(78 135.86873),(79 134.71379),
(1 73.45968),(2 86.62341),(3 92.15132),(4 96.93088),(5 100.03271),(6 103.69362),(7 105.61293),(8 106.53329),(9 107.09442),(10 107.8548),(11 107.783295),(12 110.264015),(13 111.57024),(14 111.62386),(15 110.13587),(16 111.15364),(17 111.44289),(18 112.97944),(19 113.78002),(20 114.537735),(21 115.94177),(22 115.94393),(23 117.16718),(24 118.85402),(25 119.998955),(26 120.850204),(27 119.02809),(28 119.41934),(29 119.64447),(30 119.39317),(31 119.8883),(32 119.53638),(33 119.77314),(34 120.5845),(35 120.9007),(36 122.44476),(37 123.98755),(38 126.098404),(39 123.53172),(40 123.07228),(41 124.08238),(42 124.381546),(43 124.57098),(44 124.33044),(45 122.92704),(46 122.839516),(47 122.00388),(48 123.32568),(49 123.20095),(50 123.91996),(51 122.35024),(52 122.51827),(53 122.72172),(54 124.955605),(55 123.415085),(56 124.01353),(57 123.312485),(58 123.97847),(59 124.122025),(60 125.036835),(61 124.507355),(62 125.76818),(63 124.22015),(64 124.89214),(65 125.86212),(66 127.16128),(67 128.7009),(68 129.28711),(69 128.58493),(70 129.57132),(71 129.78873),(72 130.25006),(73 130.78897),(74 129.43683),(75 127.830246),(76 127.90445),(77 128.0546),(78 128.85426),(79 128.70572),
(1 74.426025),(2 85.8443),(3 91.35911),(4 97.27246),(5 99.478455),(6 102.938736),(7 104.33276),(8 106.64337),(9 109.49585),(10 109.621956),(11 110.158134),(12 111.70806),(13 111.934525),(14 113.19062),(15 111.98998),(16 114.43755),(17 115.13541),(18 115.75775),(19 116.29114),(20 118.41582),(21 119.23503),(22 118.31951),(23 119.438774),(24 120.11868),(25 122.053),(26 121.269714),(27 120.36051),(28 120.43642),(29 120.29667),(30 121.83433),(31 121.14911),(32 121.507065),(33 121.207405),(34 123.465706),(35 123.35654),(36 125.2252),(37 124.85506),(38 124.165665),(39 121.86764),(40 121.21464),(41 122.77679),(42 121.96236),(43 122.072014),(44 121.11983),(45 120.41061),(46 121.57058),(47 120.68823),(48 121.51826),(49 120.54622),(50 120.4182),(51 119.59153),(52 119.57769),(53 120.99824),(54 121.07016),(55 120.58679),(56 120.13766),(57 120.96804),(58 121.62917),(59 121.82797),(60 123.615746),(61 123.49753),(62 126.14819),(63 123.973885),(64 126.4313),(65 128.38498),(66 129.04138),(67 129.93681),(68 131.04034),(69 131.10243),(70 131.20688),(71 130.6471),(72 131.02263),(73 131.94003),(74 132.22253),(75 130.46017),(76 128.44353),(77 128.49146),(78 129.76253),(79 128.91365),
(1 74.61277),(2 87.53914),(3 92.26455),(4 98.0311),(5 100.73247),(6 102.95988),(7 105.4594),(8 107.660194),(9 108.35853),(10 109.43807),(11 110.31176),(12 111.836136),(13 113.41207),(14 112.93928),(15 112.34955),(16 114.34275),(17 116.16951),(18 115.77829),(19 115.14526),(20 117.41752),(21 117.64723),(22 118.96051),(23 118.99677),(24 121.474846),(25 121.38309),(26 121.870255),(27 119.5222),(28 121.78489),(29 122.45675),(30 121.83263),(31 121.897385),(32 123.56071),(33 123.0796),(34 123.15568),(35 123.82685),(36 125.524254),(37 124.292755),(38 124.60939),(39 123.00678),(40 122.93945),(41 122.902756),(42 124.16397),(43 122.71333),(44 122.73704),(45 123.3432),(46 124.053215),(47 123.252174),(48 124.05513),(49 124.99311),(50 124.22457),(51 121.875),(52 122.28493),(53 123.39762),(54 123.78522),(55 123.23781),(56 124.0313),(57 122.68116),(58 122.68866),(59 123.78947),(60 125.15329),(61 125.139595),(62 126.593544),(63 124.83031),(64 125.697235),(65 128.43912),(66 129.37436),(67 129.34549),(68 132.95747),(69 132.01141),(70 132.33293),(71 130.87125),(72 132.2122),(73 132.25578),(74 132.57785),(75 129.5822),(76 130.61136),(77 130.24329),(78 131.9371),(79 130.65219),
(1 72.43062),(2 86.28436),(3 89.703224),(4 95.31094),(5 99.02877),(6 101.85977),(7 103.558014),(8 106.12294),(9 107.484795),(10 107.67733),(11 107.8985),(12 109.454414),(13 110.49458),(14 111.372154),(15 109.77915),(16 110.92525),(17 110.894424),(18 112.52013),(19 113.61453),(20 114.42841),(21 116.31407),(22 116.13495),(23 116.93014),(24 118.039246),(25 119.65083),(26 120.09676),(27 117.985504),(28 120.00371),(29 120.798035),(30 121.677124),(31 122.28172),(32 122.79789),(33 123.36721),(34 124.97724),(35 124.623825),(36 125.657036),(37 125.46219),(38 125.0812),(39 123.408615),(40 123.29875),(41 123.95253),(42 123.18347),(43 121.96112),(44 122.065765),(45 121.58324),(46 120.47055),(47 121.33756),(48 122.886185),(49 123.55977),(50 123.70296),(51 121.545616),(52 122.33479),(53 122.96701),(54 122.47695),(55 124.18522),(56 124.43853),(57 124.83305),(58 124.92481),(59 126.161835),(60 126.45709),(61 127.250435),(62 128.4535),(63 126.56711),(64 127.283554),(65 128.81589),(66 129.7619),(67 130.86964),(68 132.8693),(69 131.27797),(70 131.23875),(71 130.9897),(72 131.71535),(73 133.06462),(74 131.62184),(75 129.66782),(76 130.371),(77 129.64168),(78 128.84601),(79 127.386765),
(1 71.68844),(2 84.605125),(3 89.2108),(4 93.457),(5 97.07717),(6 99.82016),(7 101.20103),(8 103.284096),(9 105.55055),(10 106.63611),(11 106.378685),(12 107.72804),(13 109.42313),(14 111.19875),(15 108.72227),(16 110.234245),(17 111.487595),(18 111.27163),(19 112.45413),(20 113.64703),(21 114.721725),(22 115.03792),(23 116.29773),(24 117.5705),(25 116.49495),(26 117.713036),(27 116.00508),(28 116.65989),(29 116.62066),(30 116.96856),(31 116.982445),(32 117.3639),(33 118.14952),(34 119.22267),(35 119.24329),(36 119.82702),(37 119.68849),(38 118.91343),(39 117.61661),(40 119.293976),(41 119.40272),(42 118.81967),(43 118.225426),(44 117.758766),(45 118.48668),(46 118.42763),(47 118.79723),(48 119.383575),(49 119.998634),(50 120.34696),(51 119.894684),(52 121.07317),(53 120.77645),(54 121.25901),(55 122.64025),(56 122.97367),(57 123.94045),(58 123.33413),(59 122.58831),(60 124.58109),(61 124.38463),(62 125.59115),(63 125.76624),(64 126.65612),(65 128.13869),(66 129.01176),(67 130.04588),(68 130.40181),(69 130.30815),(70 131.17458),(71 130.32576),(72 131.04076),(73 131.38368),(74 130.4178),(75 128.18445),(76 127.94851),(77 128.9585),(78 127.91419),(79 127.62562),
(1 70.62364),(2 83.1875),(3 87.886345),(4 91.780975),(5 95.35091),(6 97.91578),(7 98.65035),(8 101.3174),(9 102.06334),(10 103.9436),(11 103.78054),(12 105.92333),(13 107.28269),(14 106.56979),(15 106.35323),(16 107.9647),(17 110.50962),(18 109.706924),(19 111.01936),(20 112.497116),(21 112.225914),(22 112.67086),(23 114.64164),(24 115.20341),(25 116.10344),(26 115.337746),(27 115.25025),(28 116.14872),(29 115.778145),(30 115.16028),(31 116.424736),(32 116.4885),(33 116.07934),(34 116.127075),(35 116.26618),(36 117.42389),(37 118.77678),(38 119.24058),(39 116.85778),(40 117.72),(41 117.94051),(42 118.429825),(43 118.06026),(44 118.405464),(45 118.89767),(46 118.44558),(47 118.72599),(48 118.64395),(49 118.05136),(50 118.11464),(51 117.54908),(52 116.88201),(53 117.8846),(54 117.7136),(55 117.63406),(56 118.325516),(57 119.59168),(58 120.13261),(59 119.35125),(60 120.57092),(61 120.049),(62 121.6358),(63 120.25081),(64 121.8755),(65 122.996124),(66 123.51983),(67 125.10325),(68 126.9691),(69 126.32),(70 126.55705),(71 125.845184),(72 127.13393),(73 126.03305),(74 127.00065),(75 125.02816),(76 125.21827),(77 124.74351),(78 124.603035),(79 123.85707),
(1 70.21202),(2 83.27565),(3 88.66393),(4 93.597595),(5 95.59841),(6 97.85135),(7 100.11453),(8 102.53054),(9 103.403534),(10 103.844734),(11 104.8712),(12 107.80012),(13 109.57056),(14 110.60296),(15 109.33135),(16 110.76548),(17 111.107796),(18 111.00733),(19 113.216675),(20 113.10304),(21 113.76526),(22 115.40905),(23 116.78368),(24 117.98852),(25 120.326546),(26 119.47059),(27 117.32055),(28 118.750114),(29 119.21871),(30 119.426926),(31 119.754486),(32 119.481094),(33 119.55543),(34 119.10515),(35 121.08582),(36 121.88083),(37 123.23439),(38 123.18347),(39 121.21554),(40 120.47997),(41 123.087555),(42 121.8097),(43 121.89077),(44 121.49844),(45 120.71967),(46 120.47654),(47 119.59883),(48 120.83043),(49 120.45323),(50 120.58279),(51 118.860565),(52 119.121475),(53 119.483116),(54 119.908775),(55 120.89942),(56 120.30601),(57 119.95442),(58 121.51533),(59 120.1804),(60 122.519615),(61 121.80164),(62 123.02431),(63 121.39669),(64 123.09117),(65 123.489975),(66 124.60897),(67 125.49826),(68 128.17485),(69 127.19473),(70 126.67815),(71 126.48985),(72 127.78958),(73 126.56079),(74 126.352875),(75 125.13012),(76 124.32193),(77 124.40762),(78 124.24844),(79 123.670395),
(1 70.680504),(2 82.378525),(3 86.382416),(4 92.21368),(5 94.2946),(6 95.74617),(7 98.579636),(8 100.78757),(9 102.86702),(10 103.0038),(11 103.241104),(12 105.16065),(13 107.27588),(14 107.98879),(15 106.19096),(16 107.694664),(17 108.03511),(18 108.51305),(19 109.10955),(20 110.33074),(21 111.67069),(22 111.99581),(23 112.031494),(24 113.80658),(25 114.507034),(26 117.00829),(27 115.33473),(28 114.7466),(29 114.77602),(30 114.36814),(31 115.19422),(32 115.78528),(33 115.42833),(34 115.45019),(35 116.49374),(36 116.36006),(37 116.574974),(38 117.65151),(39 115.544586),(40 116.39305),(41 118.02208),(42 117.50897),(43 115.62693),(44 116.00871),(45 116.5081),(46 115.88117),(47 115.40497),(48 115.80912),(49 115.35615),(50 115.61851),(51 113.17411),(52 114.529144),(53 114.96523),(54 115.12411),(55 115.03637),(56 115.41404),(57 115.49996),(58 116.420044),(59 115.83204),(60 118.2562),(61 117.59677),(62 117.636055),(63 116.3632),(64 118.39265),(65 119.94511),(66 119.96902),(67 120.631325),(68 121.3661),(69 122.418625),(70 122.186714),(71 122.38017),(72 122.652374),(73 122.88205),(74 123.642044),(75 120.17486),(76 120.41264),(77 120.461494),(78 119.946266),(79 119.64915),
(1 69.50852),(2 81.431335),(3 86.208145),(4 91.05779),(5 94.99088),(6 96.88791),(7 99.256386),(8 100.80958),(9 100.70899),(10 101.116516),(11 101.68232),(12 102.99081),(13 103.19254),(14 104.09153),(15 103.88859),(16 104.554535),(17 106.03283),(18 106.38841),(19 107.517204),(20 107.914665),(21 107.90357),(22 109.37967),(23 109.6269),(24 112.44704),(25 111.19313),(26 112.76264),(27 111.080666),(28 111.56553),(29 111.800865),(30 112.346466),(31 113.59525),(32 113.17474),(33 112.91066),(34 114.02513),(35 115.01068),(36 116.7347),(37 116.68533),(38 116.98963),(39 113.204605),(40 114.03265),(41 114.29822),(42 114.654976),(43 115.57807),(44 114.143005),(45 115.069984),(46 114.42502),(47 114.969574),(48 115.645195),(49 114.77143),(50 114.60311),(51 113.806274),(52 114.597466),(53 114.43873),(54 115.321),(55 116.37788),(56 117.03521),(57 116.96343),(58 117.349335),(59 117.56816),(60 118.512184),(61 117.69603),(62 118.148575),(63 117.52345),(64 118.65609),(65 120.282326),(66 121.08324),(67 121.31473),(68 123.304665),(69 123.30232),(70 122.280045),(71 122.9057),(72 122.72535),(73 123.884125),(74 123.6343),(75 122.09481),(76 121.6566),(77 122.43771),(78 122.148384),(79 122.103325),
(1 69.54865),(2 82.33811),(3 87.97406),(4 92.01054),(5 95.5311),(6 98.26774),(7 100.79103),(8 102.075455),(9 103.379814),(10 104.527336),(11 104.36701),(12 106.07629),(13 106.563576),(14 108.0098),(15 106.39976),(16 108.650986),(17 109.50641),(18 109.42451),(19 110.498795),(20 112.08265),(21 112.87904),(22 112.71297),(23 112.77486),(24 115.0132),(25 116.57351),(26 116.777405),(27 115.562485),(28 116.08138),(29 115.18249),(30 116.64358),(31 116.841995),(32 117.85186),(33 116.2399),(34 116.99641),(35 117.006645),(36 120.20441),(37 120.71922),(38 120.720245),(39 116.931244),(40 117.9051),(41 117.07732),(42 119.520294),(43 119.905624),(44 120.22906),(45 119.881134),(46 119.64704),(47 119.34114),(48 119.66566),(49 119.984055),(50 120.80009),(51 118.724884),(52 118.61216),(53 119.18042),(54 118.36655),(55 118.61802),(56 119.296555),(57 120.29671),(58 120.65088),(59 120.53919),(60 122.57697),(61 122.65604),(62 122.886505),(63 122.65084),(64 122.60686),(65 123.49275),(66 123.83607),(67 124.5566),(68 125.42085),(69 125.48595),(70 125.860306),(71 125.67895),(72 124.59515),(73 125.98063),(74 125.06615),(75 122.516365),(76 123.204994),(77 123.77922),(78 124.29409),(79 122.793396),
(1 66.661606),(2 79.41366),(3 84.49922),(4 89.2454),(5 91.92126),(6 94.08008),(7 95.73165),(8 97.945435),(9 98.76645),(10 100.07709),(11 99.89293),(12 100.85781),(13 102.48241),(14 102.29626),(15 101.657036),(16 103.680466),(17 105.01765),(18 105.17772),(19 105.72781),(20 106.51356),(21 108.02655),(22 106.924),(23 108.301956),(24 110.62889),(25 110.96519),(26 112.65046),(27 110.91252),(28 112.018135),(29 111.9911),(30 112.3983),(31 112.58803),(32 112.09573),(33 112.989265),(34 112.16073),(35 112.616875),(36 114.322655),(37 114.920105),(38 114.970695),(39 113.564),(40 113.94652),(41 115.211975),(42 115.430664),(43 114.69075),(44 114.7077),(45 114.37111),(46 115.77657),(47 113.432236),(48 113.92427),(49 114.723305),(50 116.00315),(51 112.97204),(52 114.515976),(53 115.674),(54 116.34755),(55 116.229385),(56 116.37309),(57 116.289856),(58 116.25993),(59 116.86913),(60 117.33374),(61 119.5556),(62 119.893105),(63 118.19638),(64 118.77765),(65 120.13328),(66 120.27468),(67 121.83299),(68 122.74027),(69 122.50962),(70 123.442154),(71 123.487885),(72 123.42743),(73 123.37924),(74 123.02252),(75 121.67877),(76 122.161255),(77 121.87829),(78 120.57547),(79 120.40099),
(1 67.324356),(2 79.67206),(3 84.82803),(4 89.911934),(5 93.07944),(6 95.06971),(7 97.78943),(8 99.979065),(9 101.38406),(10 101.64346),(11 102.08637),(12 102.53368),(13 103.93769),(14 106.04364),(15 104.63518),(16 104.34044),(17 105.7104),(18 107.202934),(19 107.70181),(20 107.51332),(21 109.90486),(22 110.652664),(23 111.952736),(24 113.36093),(25 113.83297),(26 114.793495),(27 112.86023),(28 113.579735),(29 112.95578),(30 114.705536),(31 115.235344),(32 116.12864),(33 116.187256),(34 116.26017),(35 116.250565),(36 118.26823),(37 117.77542),(38 116.8816),(39 115.551476),(40 115.187515),(41 116.6958),(42 116.715965),(43 117.79663),(44 118.70475),(45 117.990135),(46 117.86934),(47 119.24225),(48 119.227295),(49 119.41326),(50 120.4338),(51 118.10758),(52 118.46176),(53 119.58465),(54 119.31971),(55 119.551346),(56 120.004654),(57 119.891014),(58 121.79235),(59 121.349),(60 122.68008),(61 122.427216),(62 124.13971),(63 121.910736),(64 121.83453),(65 122.532875),(66 123.44984),(67 123.965385),(68 126.14223),(69 126.12276),(70 126.813),(71 126.59343),(72 127.30144),(73 126.83515),(74 126.540825),(75 123.97883),(76 125.563545),(77 125.03917),(78 123.67088),(79 124.02166),
