1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 16543.164),(2 56613.863),(3 105188.336),(4 150780.5),(5 186933.81),(6 211404.44),(7 229073.11),(8 240646.4),(9 247905.38),(10 251099.52),(11 251670.81),(12 252507.56),(13 253869.14),(14 256595.63),(15 259143.08),(16 259984.11),(17 258071.75),(18 256693.97),(19 257612.11),(20 260094.22),(21 265933.94),(22 274554.66),(23 282880.88),(24 290550.6),(25 295421.94),(26 299384.38),(27 304950.84),(28 310855.13),(29 319964.5),(30 330148.88),(31 340719.8),(32 348904.72),(33 353252.8),(34 355309.84),(35 357676.38),(36 360563.16),(37 365837.25),(38 372815.3),(39 379804.22),(40 385191.63),(41 386850.1),(42 385010.38),(43 381651.56),(44 378580.3),(45 377398.84),(46 377551.84),(47 378940.16),(48 380083.38),(49 381471.56),(50 383391.13),(51 385581.56),(52 386770.5),(53 387326),(54 387091.4),(55 385636.9),(56 384728.56),(57 382893.3),(58 382897.84),(59 384123.66),(60 386114.38),(61 386735.1),(62 385806.9),(63 385093.13),(64 382895.3),(65 378816.16),(66 373273.5),(67 368141.63),(68 363189.53),(69 360381.2),(70 361715.94),(71 364733.84),(72 370780.53),(73 377025.84),(74 382245.97),(75 385766.3),(76 386919.97),(77 387492.06),(78 390746.22),(79 396933.9),
(1 16084.255),(2 55037.316),(3 102541.47),(4 146045.9),(5 179609.53),(6 202878.7),(7 217745.27),(8 226511.42),(9 232085.77),(10 235190.73),(11 237092.28),(12 237640.98),(13 235926.77),(14 235069.97),(15 235790.81),(16 237096.66),(17 236777.92),(18 237442.3),(19 239943.72),(20 244402.5),(21 251808.38),(22 259214.73),(23 264194.13),(24 264067.56),(25 264224.7),(26 267133.94),(27 272317.13),(28 280850.06),(29 293311),(30 304349.16),(31 311725.16),(32 315443.03),(33 315446.5),(34 312978.88),(35 311121.4),(36 311978.2),(37 314636.34),(38 318788.56),(39 323865.06),(40 326761.22),(41 327328.44),(42 325422.25),(43 324307.22),(44 325179.66),(45 327483.66),(46 327576.2),(47 324729.28),(48 321756.25),(49 319649.28),(50 320434.94),(51 321611.13),(52 321662.28),(53 322062.2),(54 321818.2),(55 321789.28),(56 321720.94),(57 320324.72),(58 320460.06),(59 322937.1),(60 328136.13),(61 333860.66),(62 338703.84),(63 340560.8),(64 338962.16),(65 334268.78),(66 328986.06),(67 325135.97),(68 326638.9),(69 333082.84),(70 340349.8),(71 348334.6),(72 354769.25),(73 354131.4),(74 351318.6),(75 348170.6),(76 345636.1),(77 344633.94),(78 344726.2),(79 347836.75),
(1 16269.063),(2 55427.434),(3 103932.445),(4 149377.03),(5 185436.83),(6 210540.9),(7 227247.48),(8 236575.45),(9 241814.38),(10 244102.03),(11 243955.2),(12 241985.02),(13 239187.03),(14 237478.63),(15 238140.08),(16 241144.64),(17 244781.75),(18 250330.73),(19 255648.73),(20 261050.47),(21 267694.75),(22 274161.66),(23 279644.53),(24 283780.3),(25 286966.2),(26 291430.6),(27 296238.97),(28 301643.44),(29 308920.1),(30 314873.66),(31 318062.47),(32 320813.97),(33 325227.56),(34 329539.34),(35 333343.94),(36 336982.66),(37 341678.13),(38 346301.16),(39 348750.13),(40 349467.47),(41 349982.03),(42 349533.72),(43 350395.34),(44 353259.84),(45 357479.38),(46 360270),(47 360214.75),(48 360199.94),(49 361207.56),(50 361342.66),(51 360929.22),(52 362345.22),(53 364829.63),(54 366894.56),(55 368169.3),(56 370040.22),(57 371190.34),(58 374184.13),(59 376696.9),(60 381017.53),(61 385867.03),(62 388058.94),(63 388387.2),(64 387669.3),(65 386212.25),(66 386578.88),(67 389533.13),(68 394284),(69 398857.63),(70 402213.97),(71 405100.66),(72 408287.13),(73 407182.88),(74 403390.28),(75 401803.2),(76 401599.16),(77 403536.7),(78 408519.97),(79 413036.75),
(1 14878.335),(2 49781.746),(3 91682.46),(4 130389.54),(5 161479.84),(6 183824.75),(7 199607.61),(8 210687.27),(9 219261.06),(10 224689.84),(11 228045.89),(12 232052.89),(13 234998.33),(14 237275.61),(15 239216.06),(16 241734.48),(17 244897.06),(18 251220.98),(19 258700.2),(20 266960.3),(21 277598.8),(22 286347.25),(23 291553.4),(24 294187.72),(25 295880.56),(26 300329.7),(27 306255.97),(28 312786.63),(29 320096.75),(30 324047.34),(31 324926.06),(32 325867.75),(33 326885.44),(34 327502.03),(35 328391.78),(36 330494.3),(37 334530.63),(38 340683.7),(39 345946.22),(40 348545.34),(41 349487.25),(42 349678.8),(43 349891.25),(44 350496.56),(45 352129.94),(46 353752.8),(47 355277.7),(48 357440.75),(49 359734.72),(50 361983.97),(51 361667.47),(52 360526.97),(53 357878.53),(54 355919.88),(55 354122.7),(56 350221.94),(57 345666.22),(58 342979.2),(59 341352.94),(60 341784.56),(61 342282.78),(62 342324.66),(63 342192.75),(64 342901.38),(65 344572.44),(66 348668.9),(67 353458.34),(68 355378.9),(69 353568.7),(70 352077.78),(71 351182.44),(72 350717.25),(73 350424.22),(74 350224.38),(75 351451.34),(76 352388.03),(77 353018.8),(78 353731.2),(79 353909.72),
(1 16744.465),(2 56709.383),(3 104955.836),(4 149619.63),(5 185594.67),(6 210736),(7 227904.72),(8 238617.9),(9 244174.42),(10 245661.55),(11 245236.77),(12 243144.88),(13 240053.4),(14 238161.77),(15 238468.38),(16 241541.17),(17 245117.73),(18 249453.77),(19 253407.28),(20 257427.58),(21 263013),(22 267067.44),(23 268242.34),(24 268957.38),(25 269769.7),(26 272007.25),(27 275200.25),(28 280017.06),(29 286764.3),(30 291632.47),(31 293374.94),(32 294742.25),(33 297811.66),(34 300551.16),(35 303118.06),(36 306423.06),(37 311963.22),(38 317412.56),(39 319926.47),(40 319952.94),(41 319984.53),(42 320284.4),(43 322974.72),(44 326754.72),(45 330003.38),(46 330756.6),(47 332794.03),(48 336488.03),(49 338881.06),(50 339577.56),(51 341253.94),(52 341970.94),(53 341659.47),(54 341348.78),(55 341610.2),(56 340269.72),(57 336875.16),(58 334276.34),(59 331994.75),(60 331960.06),(61 333812.53),(62 337558),(63 342484.44),(64 348331.84),(65 353720),(66 357292.44),(67 357315.56),(68 358401.47),(69 360208.94),(70 358865.66),(71 357488.16),(72 359055.66),(73 360531.88),(74 362751.22),(75 363877.78),(76 364481.38),(77 365406.84),(78 368621.56),(79 372816.53),
(1 16560.385),(2 54890.285),(3 100466.86),(4 141941.14),(5 172830.27),(6 193045.3),(7 207859.02),(8 220106.5),(9 229044.27),(10 235334.27),(11 239468.67),(12 240739.14),(13 238920.63),(14 235664.05),(15 233167.75),(16 233039.11),(17 234558.69),(18 239534.9),(19 245280.52),(20 251890.33),(21 259017.61),(22 264778.63),(23 268639.16),(24 271911.4),(25 274394.4),(26 277679.03),(27 284528.66),(28 292330.22),(29 298299.75),(30 301351.4),(31 303463.28),(32 305468.7),(33 307668.25),(34 309575.66),(35 311840.75),(36 316013.9),(37 321921.1),(38 326878.6),(39 329141.34),(40 329679.9),(41 329147.56),(42 329679.13),(43 330948.1),(44 332253.47),(45 333536.44),(46 333702.28),(47 333281.34),(48 332833.8),(49 330885.28),(50 327750.75),(51 325762.06),(52 325250.88),(53 326506.8),(54 329151.13),(55 331125.28),(56 331522),(57 330676.28),(58 328574.1),(59 326060.38),(60 327091.3),(61 330563.06),(62 334433.6),(63 337700.34),(64 342263),(65 348265.44),(66 354018),(67 357933.34),(68 360786.06),(69 363898.8),(70 366614.56),(71 368841.8),(72 373127.94),(73 378135.75),(74 382723.2),(75 384278.28),(76 383715.84),(77 381408.97),(78 379177.6),(79 378643.47),
(1 16706.693),(2 56044.88),(3 103274.53),(4 145376.38),(5 177183.66),(6 199876.97),(7 215978.73),(8 226429.75),(9 232236.83),(10 236541.06),(11 239383.45),(12 238918.05),(13 236808.83),(14 234729.38),(15 232002.02),(16 229984.25),(17 228515.11),(18 227555.45),(19 226056.78),(20 225984.97),(21 230019.11),(22 235114.44),(23 239974.4),(24 244276.73),(25 248957.66),(26 254670.06),(27 260890.48),(28 265795.63),(29 267897.97),(30 268047.25),(31 267180.1),(32 268189.25),(33 272926.44),(34 279395.7),(35 287924.16),(36 297516.16),(37 305804.28),(38 309294.78),(39 308622.4),(40 305453.88),(41 302010.66),(42 299210.84),(43 297351.5),(44 295260.97),(45 292957.47),(46 291898.56),(47 291363.13),(48 290299.72),(49 288539),(50 286180.9),(51 286390.9),(52 287701.56),(53 290038.97),(54 291106.16),(55 290925.06),(56 288708.7),(57 284676.56),(58 282182.84),(59 280403.9),(60 281098.66),(61 283738.56),(62 288483.34),(63 293908.66),(64 298784.03),(65 302881.16),(66 306757.25),(67 309597.25),(68 310663.97),(69 311764.2),(70 313375.63),(71 317874.72),(72 323760.8),(73 327903.97),(74 331161.47),(75 332156.38),(76 330732.72),(77 329089.53),(78 330002.97),(79 331216.38),
(1 15351.58),(2 51423.94),(3 94269.39),(4 132543.88),(5 160623.5),(6 179743.1),(7 194312.16),(8 203150.28),(9 207417.64),(10 210537.9),(11 212547.05),(12 213136.19),(13 213159.72),(14 213857.77),(15 215263.53),(16 218045.38),(17 220757.55),(18 223896.63),(19 225741.95),(20 227328.72),(21 229260.23),(22 230545.53),(23 231829.03),(24 235173.83),(25 240798.42),(26 249498.78),(27 258681.53),(28 266036.38),(29 269320.44),(30 271143.28),(31 273689.78),(32 278524.06),(33 283835.1),(34 288817.72),(35 294757),(36 301902.03),(37 309346.44),(38 314650.75),(39 318455.8),(40 320529.94),(41 321599.28),(42 322659.66),(43 324892.97),(44 327125.44),(45 328378),(46 326792.25),(47 322639.9),(48 319026.66),(49 318510.66),(50 320234.63),(51 323816.78),(52 326909.1),(53 327035.56),(54 325675.78),(55 325049.84),(56 325746),(57 327468.9),(58 330826.1),(59 334453.84),(60 338163.56),(61 340658.63),(62 342679.8),(63 344452.66),(64 345874.16),(65 346013.44),(66 344533.38),(67 342104.72),(68 340717.44),(69 341472.9),(70 344053.06),(71 348043.66),(72 351510.7),(73 354128.8),(74 355033.47),(75 352746.1),(76 349297.2),(77 344255.9),(78 341018.25),(79 340375.72),
(1 14775.152),(2 49036.79),(3 89103.14),(4 124243.94),(5 151690.81),(6 171734.42),(7 185783.75),(8 194791.53),(9 200719.95),(10 205490.38),(11 206022.23),(12 204918.56),(13 205049.23),(14 204751.56),(15 203859.63),(16 204167.88),(17 205151.14),(18 208338.14),(19 212701.75),(20 217802.11),(21 221450.98),(22 223030.31),(23 225189.39),(24 229613.11),(25 234604.38),(26 240840.36),(27 246618.4),(28 248463.63),(29 248825.44),(30 247892.25),(31 247364.92),(32 249757.47),(33 253917.58),(34 259807.5),(35 267912.9),(36 277247.75),(37 283701),(38 286245),(39 287776.4),(40 287149.97),(41 286567.9),(42 286605.03),(43 285824.5),(44 285258.03),(45 283131.4),(46 279285.9),(47 275469.84),(48 272772.84),(49 272604.1),(50 275292.28),(51 278764.34),(52 282221.94),(53 285279.03),(54 285809.75),(55 284458.2),(56 283778.88),(57 283311.66),(58 283619.84),(59 285635.06),(60 288913.22),(61 292986.75),(62 296466.63),(63 298674.28),(64 300998.75),(65 303937.78),(66 306198.78),(67 307717.2),(68 308178.63),(69 309914.22),(70 312867.53),(71 313851.78),(72 313906.88),(73 311541.6),(74 307182.22),(75 304255.4),(76 305228.5),(77 306423.44),(78 305345.56),(79 304386),
(1 14091.362),(2 46509.55),(3 84205.54),(4 117369.39),(5 142360.19),(6 160092.44),(7 172466.78),(8 181191.8),(9 186360.02),(10 189650.63),(11 191193.14),(12 192776.03),(13 191354.7),(14 188888.03),(15 186790.38),(16 186279.86),(17 187500.58),(18 190136.94),(19 192688.33),(20 196531.2),(21 201212.72),(22 204470.77),(23 208202.05),(24 212149.56),(25 215581.4),(26 219604.45),(27 223645.67),(28 227043.4),(29 229644.98),(30 232471.22),(31 236206.83),(32 241337.33),(33 247707.5),(34 256130.58),(35 265274.72),(36 272692.34),(37 275444.44),(38 275145.1),(39 274318.3),(40 274177.2),(41 275026.16),(42 275800.4),(43 275366.75),(44 274346.7),(45 271373.44),(46 267304.75),(47 263977.25),(48 261751.95),(49 260185.38),(50 260619.86),(51 262917.63),(52 265915.16),(53 269342.1),(54 271713),(55 273956.4),(56 275407.6),(57 275127.1),(58 276105.66),(59 277850.56),(60 279111.9),(61 279254.66),(62 279357.44),(63 280499.6),(64 283019.88),(65 285752.63),(66 287871.7),(67 290223.72),(68 292374.22),(69 293290.03),(70 293923.97),(71 295207.47),(72 296827.97),(73 299336.38),(74 300364.56),(75 299663.84),(76 299930.75),(77 300485.66),(78 300792.97),(79 302198.13),
(1 14328.465),(2 47827.39),(3 86541.33),(4 119643.59),(5 143438.73),(6 159560.39),(7 169838.14),(8 176000.1),(9 179340.64),(10 182916.64),(11 186748.64),(12 189861.94),(13 191056.52),(14 191704.47),(15 192530.67),(16 195816.33),(17 200767.3),(18 208202),(19 215906.02),(20 222403.03),(21 227631.83),(22 232359.44),(23 236601.38),(24 242590.73),(25 249338.63),(26 256048.9),(27 261086.23),(28 263395.28),(29 264740.06),(30 265856.5),(31 267422.8),(32 269998.44),(33 273906),(34 279881.97),(35 286188.6),(36 290384.38),(37 292158.8),(38 291693.47),(39 289160.6),(40 287688.44),(41 287170.38),(42 286821),(43 286211.8),(44 284748.66),(45 281204.88),(46 276695.75),(47 271809.2),(48 268587.06),(49 266916.28),(50 266046.94),(51 266337.66),(52 268088.1),(53 269985.63),(54 274282.9),(55 281221.34),(56 286247.47),(57 289751.38),(58 292397.47),(59 293292.5),(60 293096.03),(61 292033.88),(62 290689.44),(63 289004.44),(64 288409.63),(65 289907.22),(66 293656.1),(67 298128.66),(68 304745),(69 311219.75),(70 315394.53),(71 319661),(72 321242.97),(73 321620.66),(74 321283.53),(75 320117.5),(76 317131.22),(77 312646.94),(78 307759.63),(79 302989.78),
(1 13902.017),(2 45713.93),(3 82300.586),(4 113549.414),(5 136876.55),(6 153012.2),(7 162995.22),(8 168431.17),(9 170944.28),(10 172306.73),(11 173652.44),(12 175077.95),(13 176055.63),(14 176493.05),(15 176988.03),(16 179364.1),(17 183440.63),(18 188638.7),(19 193255.16),(20 197726.38),(21 202411.8),(22 207122.02),(23 213108.84),(24 219936.5),(25 225099.23),(26 230776.38),(27 234874.72),(28 235772.94),(29 236580.78),(30 238600.56),(31 242586.13),(32 248493.78),(33 254671.5),(34 261546.3),(35 265176.97),(36 265388.8),(37 263568.53),(38 261296.1),(39 261863.77),(40 264318),(41 266423.63),(42 265185.13),(43 261450.77),(44 257024.88),(45 253588.61),(46 253271.95),(47 254661.13),(48 255730.78),(49 256744.17),(50 258075.52),(51 258245.73),(52 257948.89),(53 258739.83),(54 260217.44),(55 260766.13),(56 260977.23),(57 262055.2),(58 265700.28),(59 269415.78),(60 273328.22),(61 275545.2),(62 275923.16),(63 276953.66),(64 278383.4),(65 279156.1),(66 280297.66),(67 281174.6),(68 283317.6),(69 285125.97),(70 287158.28),(71 290473.28),(72 293690.2),(73 297366.22),(74 302242.53),(75 306371.3),(76 307807.25),(77 305910),(78 303600.7),(79 303142.34),
(1 12963.173),(2 43280.88),(3 78343.33),(4 107830.63),(5 127709.48),(6 140463.27),(7 148903.2),(8 153848.8),(9 156821.44),(10 160038.83),(11 163260.02),(12 165132.67),(13 166933.63),(14 168584.9),(15 170345.86),(16 174614.38),(17 179906.53),(18 187085.58),(19 194265.17),(20 200404.55),(21 205179.45),(22 208589.6),(23 213090.83),(24 218886.95),(25 225041.72),(26 231068.06),(27 234706.02),(28 237002.5),(29 239317.69),(30 241929.64),(31 245484.47),(32 251003.92),(33 256535.27),(34 260210.05),(35 261169.2),(36 259432.34),(37 256626.48),(38 253738.17),(39 252117.92),(40 252393.5),(41 250617.28),(42 247366.28),(43 244565.69),(44 242357.02),(45 241622.42),(46 242377.17),(47 243184.63),(48 243706.56),(49 243119.89),(50 240366.83),(51 238535.83),(52 237650.23),(53 236199.5),(54 234576.72),(55 232353.27),(56 230626.34),(57 231177.7),(58 233663.44),(59 236050.13),(60 239307.08),(61 241688.53),(62 243517.66),(63 246281.8),(64 248308.5),(65 248726.17),(66 247070.19),(67 244239.17),(68 242707.7),(69 243207.53),(70 244329.34),(71 245798.56),(72 247990.66),(73 250262.84),(74 251709.95),(75 254105.38),(76 257116.08),(77 260042.83),(78 263075.97),(79 263937.75),
(1 12818.376),(2 41937.727),(3 74915.266),(4 103285.7),(5 124912.27),(6 138669.16),(7 144790.25),(8 146092.73),(9 145453.94),(10 146581.69),(11 150221.89),(12 153163.94),(13 154888.2),(14 156845.7),(15 159973.78),(16 165740.69),(17 172444.34),(18 179523.36),(19 185451.05),(20 189434.44),(21 193288.13),(22 198250.08),(23 205009.42),(24 213215.77),(25 219976.66),(26 224140.66),(27 224437.03),(28 225509.83),(29 229526.16),(30 236093.84),(31 243771.42),(32 250341.1),(33 256399.1),(34 259737.34),(35 259920.22),(36 258899.31),(37 258809.61),(38 259214.1),(39 262015.05),(40 265870.84),(41 268066.94),(42 267558.4),(43 265449.25),(44 262327.56),(45 260246.42),(46 260491.13),(47 262262.78),(48 263429.72),(49 263406.44),(50 261424.47),(51 256998.97),(52 253619.69),(53 253930.77),(54 258108.67),(55 262622.8),(56 265090.94),(57 263399.66),(58 260602.14),(59 257440.97),(60 256255.13),(61 255433.28),(62 254873.78),(63 255372.55),(64 257726.31),(65 259999.8),(66 261900.73),(67 263995.94),(68 266600.13),(69 267690.4),(70 267138.4),(71 266226.2),(72 265660.28),(73 266135.9),(74 266791.06),(75 265935.1),(76 263926.06),(77 261939.92),(78 261887.39),(79 261430.06),
(1 12602.438),(2 41159.617),(3 72473.805),(4 98139.47),(5 115613.21),(6 126045.92),(7 132340.27),(8 135878.88),(9 137800.61),(10 139990.73),(11 141720.66),(12 142490.25),(13 143014.97),(14 143766.42),(15 145822.48),(16 151374.6),(17 158137.22),(18 165754.19),(19 171059.4),(20 173015.84),(21 175185.39),(22 178345.47),(23 182707.52),(24 188265.19),(25 192351.98),(26 195169.34),(27 197731.14),(28 199794.78),(29 202584.66),(30 205349.6),(31 208716),(32 213173.02),(33 217545.95),(34 220310.53),(35 220001.63),(36 219279.33),(37 219302.78),(38 220878.14),(39 222356.98),(40 222673.89),(41 221379.6),(42 219554.38),(43 218560.98),(44 217745.16),(45 218208.81),(46 218139.63),(47 216863.02),(48 215458.08),(49 213899.31),(50 211469.22),(51 208969.75),(52 207691.31),(53 208560.08),(54 209748.81),(55 210224.42),(56 211378.19),(57 213552.28),(58 215947.72),(59 217855.28),(60 220992.84),(61 224061.63),(62 226696.81),(63 229556.6),(64 230825.81),(65 229408.89),(66 228605.55),(67 229385.42),(68 230719.39),(69 231747.89),(70 232384.4),(71 232042.98),(72 230200.98),(73 227725.6),(74 226504.33),(75 227675.27),(76 229619.11),(77 231068.8),(78 232636.78),(79 233928.05),
(1 12463.91),(2 40656.813),(3 71266.56),(4 95609.75),(5 112850.664),(6 124124.98),(7 129760.03),(8 132349.52),(9 134204.19),(10 135803.47),(11 137990.06),(12 140107.05),(13 142058.16),(14 145327.45),(15 150014.28),(16 156582.23),(17 163371.02),(18 169603.64),(19 172597.81),(20 173944.47),(21 176127.72),(22 179268.63),(23 183248.1),(24 188169.31),(25 191934.42),(26 193902.27),(27 196162.19),(28 198920.92),(29 202821.92),(30 208923.31),(31 215361.5),(32 220951.02),(33 224190.83),(34 224942.05),(35 223568.73),(36 221401.19),(37 219198.02),(38 217225.81),(39 217275.05),(40 216267.36),(41 214104.84),(42 211946.19),(43 210046.06),(44 209901.61),(45 211668.08),(46 213029.53),(47 213270.36),(48 212776.55),(49 212389.22),(50 211253.52),(51 209455.27),(52 207357.72),(53 205207.95),(54 204279.27),(55 203659.95),(56 203115.56),(57 203640.95),(58 205224.75),(59 207370.9),(60 209494.02),(61 210204.13),(62 209961.78),(63 209500.36),(64 209351.95),(65 208860.81),(66 208301.13),(67 208507.1),(68 209180.53),(69 210882.58),(70 213196.08),(71 215030.77),(72 216017.38),(73 216568.16),(74 217057.9),(75 217251.72),(76 217779.72),(77 218569.45),(78 219974.39),(79 218593.86),
(1 12112.713),(2 39429.938),(3 69448.48),(4 93811.51),(5 110213.7),(6 119180.734),(7 123887.51),(8 126063.96),(9 128438.3),(10 130902.234),(11 131854.44),(12 130545.086),(13 129358.06),(14 129621.01),(15 131896.84),(16 137854.55),(17 143640.31),(18 148693.53),(19 152668.61),(20 155213.2),(21 158560.28),(22 163039.5),(23 167685.86),(24 171832.95),(25 173922.39),(26 175759.48),(27 177908.28),(28 181026.47),(29 184420.25),(30 187708.8),(31 190549.34),(32 191557.56),(33 192001.94),(34 191549.4),(35 191766.34),(36 192767.72),(37 193828.2),(38 194362.81),(39 193473.75),(40 190979.45),(41 189048.98),(42 189592.9),(43 191711.88),(44 194616.6),(45 197505.1),(46 198696.31),(47 197450.84),(48 195895.03),(49 194897.23),(50 196092.95),(51 197213.13),(52 198306.17),(53 198530.1),(54 198321.58),(55 199234.45),(56 201086.58),(57 203482.3),(58 206593.77),(59 208454.61),(60 209775.4),(61 212154.39),(62 215279.75),(63 217133.05),(64 218002.42),(65 219424),(66 221087.63),(67 221625.16),(68 223621.92),(69 226058.5),(70 227393.83),(71 227188.02),(72 227500.44),(73 228343.48),(74 228170.47),(75 229159.47),(76 230727.69),(77 230694.61),(78 230579.17),(79 227947.72),
(1 11978.802),(2 38687.227),(3 67054.234),(4 89815.58),(5 104956.76),(6 113772.445),(7 117974.61),(8 120134.195),(9 121802.49),(10 123471.6),(11 124639.086),(12 124060.01),(13 123134.74),(14 123914.11),(15 126839.69),(16 131543.33),(17 136250.63),(18 139994.47),(19 141544.03),(20 142361.2),(21 144183.1),(22 146529.34),(23 149348.56),(24 153354.06),(25 157600.08),(26 162628.64),(27 167547.64),(28 173118.9),(29 178925.1),(30 184432.34),(31 188884.64),(32 192514.94),(33 195331.61),(34 195388.67),(35 194139.38),(36 193803.47),(37 193755.73),(38 194430.08),(39 195453.7),(40 194961.92),(41 194075),(42 193316.1),(43 191907.84),(44 190202.3),(45 188061.75),(46 185754.61),(47 183101.89),(48 179963.42),(49 177765.97),(50 177067.63),(51 177172.06),(52 178057.28),(53 178935.9),(54 180261.75),(55 181229.48),(56 181827.9),(57 182635.17),(58 183583.78),(59 184158.19),(60 184621.2),(61 185202.72),(62 184952.64),(63 184771.22),(64 185659.97),(65 188642.08),(66 192799.64),(67 196714.19),(68 200375.03),(69 201811.63),(70 202101.19),(71 201072.53),(72 198449.61),(73 196950.52),(74 195799.02),(75 194392.38),(76 194181.28),(77 194502.48),(78 196528.13),(79 198258.63),
