1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 142308.78),(2 256246.56),(3 295420.3),(4 361703.38),(5 406745.53),(6 446172.66),(7 459118.56),(8 461143.9),(9 458457),(10 485625.66),(11 502367.7),(12 540655.8),(13 547184.6),(14 575437.9),(15 601426.44),(16 627606.06),(17 640431.2),(18 634947.3),(19 605431.3),(20 610551.5),(21 627903.94),(22 624125.25),(23 621554.4),(24 622181.06),(25 619490),(26 616155.1),(27 610212.94),(28 607459.7),(29 616598.5),(30 629949.6),(31 640422.8),(32 657907.06),(33 680431.25),(34 691380.4),(35 682851.06),(36 686318.6),(37 692827.8),(38 696260.56),(39 710540.5),(40 719612.94),(41 724489.6),(42 732738.44),(43 733565.9),(44 733613.3),(45 728906.75),(46 730238.9),(47 741690.4),(48 756764.9),(49 737633.56),(50 716762.94),(51 712870.06),(52 714395.3),(53 697612.1),(54 699288.2),(55 705294.44),(56 701096.06),(57 697957.3),(58 676109.44),(59 676694.94),(60 682430.2),(61 695863.1),(62 686777.8),(63 676895.06),(64 687140.44),(65 700293.9),(66 704553.75),(67 694347.5),(68 698885.8),(69 692246.25),(70 703737.2),(71 700813.25),(72 704220),(73 708767.94),(74 707987.25),(75 700533.75),(76 699874.75),(77 691279.3),(78 690199.4),(79 695175.44),
(1 144422.66),(2 265755.9),(3 312516.5),(4 380717.22),(5 427964.72),(6 452953.53),(7 466837.2),(8 465601.5),(9 469613.1),(10 494216.66),(11 509149.94),(12 534601.9),(13 543141.8),(14 568931.44),(15 597667.44),(16 621580.44),(17 644141.25),(18 640649.2),(19 630069),(20 634611),(21 646344.2),(22 639459.3),(23 629844.8),(24 631102.7),(25 624686.06),(26 622476.8),(27 619672.4),(28 615411.8),(29 616937.44),(30 626671.2),(31 639802.75),(32 652223.3),(33 662697.4),(34 658948.94),(35 648168.6),(36 650706.6),(37 655446.94),(38 668094.25),(39 693401.06),(40 703285.94),(41 713397.2),(42 737928.56),(43 744217.5),(44 741178.6),(45 741792.2),(46 738567.44),(47 749943.8),(48 746541.1),(49 737319.75),(50 724132.4),(51 730459.7),(52 738609),(53 720364.6),(54 715247.75),(55 718887.4),(56 716022.7),(57 715669.1),(58 699989.4),(59 690086.3),(60 694704.94),(61 694207.7),(62 680863.5),(63 665871.2),(64 671561.7),(65 672739.9),(66 661037),(67 654788.94),(68 653638),(69 646474.44),(70 645287.4),(71 651657.2),(72 647985.75),(73 643742),(74 648305.2),(75 650685.1),(76 649769.25),(77 643193.75),(78 651122.4),(79 648102.7),
(1 134194.42),(2 246862.83),(3 278314.5),(4 338149.66),(5 382375.72),(6 387562.4),(7 403229.53),(8 410055.53),(9 415326.5),(10 437172.3),(11 471209),(12 482314.63),(13 503623.84),(14 522319.75),(15 549980.75),(16 574331.06),(17 592627.9),(18 594028.1),(19 574666.25),(20 578487.5),(21 587387.44),(22 581947.25),(23 583673.44),(24 583126),(25 580350.2),(26 571816.75),(27 558556.4),(28 548954),(29 550799.6),(30 562042.4),(31 570359.9),(32 577078.8),(33 573333),(34 570076.56),(35 566525.4),(36 570301.6),(37 577602.56),(38 595171.1),(39 609658.4),(40 617984.6),(41 625563.06),(42 630913),(43 635398.1),(44 646390.5),(45 643621.44),(46 636655),(47 635475.06),(48 643956.5),(49 634780.7),(50 626235.6),(51 632561.4),(52 641879.4),(53 621558.6),(54 620822.4),(55 624664.7),(56 636628.94),(57 635880.1),(58 616748.06),(59 607401.5),(60 614304),(61 608081.94),(62 600412.2),(63 584306.8),(64 594600.44),(65 593251.6),(66 590622.25),(67 581425.9),(68 586103.25),(69 577502),(70 581293.6),(71 581598.8),(72 565061.5),(73 561008.44),(74 566285.06),(75 568159.06),(76 561439.9),(77 557532.8),(78 552522.06),(79 560282.44),
(1 131193.64),(2 236594.63),(3 267482.06),(4 334160.72),(5 377266.34),(6 378376),(7 385656.72),(8 399745.84),(9 398220.1),(10 435879.9),(11 454774.66),(12 472903.94),(13 483401.2),(14 503539.66),(15 522102.53),(16 542856),(17 566233.9),(18 572243.8),(19 559296.7),(20 559977.75),(21 560263.2),(22 560122.75),(23 562774.6),(24 559281.06),(25 558962.75),(26 549334.5),(27 535454.75),(28 527689.25),(29 535933.94),(30 539984.7),(31 541268.2),(32 542520.94),(33 543138.2),(34 551102.9),(35 551171.6),(36 554302.94),(37 568507.5),(38 586325.75),(39 602986.1),(40 603272.4),(41 607821.56),(42 618163.06),(43 631005.5),(44 637549.2),(45 643118.7),(46 641331.94),(47 645113.5),(48 651619.94),(49 650526.25),(50 634602.94),(51 647961.06),(52 661967.94),(53 634906.7),(54 630608.75),(55 633229.9),(56 624718),(57 624443.7),(58 603558.44),(59 597070.7),(60 591988.44),(61 596471.2),(62 582538.6),(63 565461.06),(64 567598.06),(65 562825.6),(66 555127.2),(67 549706.1),(68 549514.25),(69 545314),(70 543780.2),(71 542995.56),(72 531954.94),(73 535395.75),(74 541844.8),(75 542929.4),(76 544258.25),(77 533091.5),(78 525893.7),(79 537037.5),
(1 124239.37),(2 220176.45),(3 251482.48),(4 315589.75),(5 343766.66),(6 332076.38),(7 342631.72),(8 359585.56),(9 361507.44),(10 399574.66),(11 423739.44),(12 438383.1),(13 444991.88),(14 461594.9),(15 470877.2),(16 496451.53),(17 516423.2),(18 520690.8),(19 507065.53),(20 500394.75),(21 502860.47),(22 506800.03),(23 507148.13),(24 502148.1),(25 506593.75),(26 501154.94),(27 495594.94),(28 496846.47),(29 504635.25),(30 500388.7),(31 495069.38),(32 502151),(33 509393.25),(34 515328.8),(35 515009.2),(36 523591.13),(37 540216.9),(38 548070.06),(39 549280.94),(40 554294.7),(41 563797.44),(42 581927.94),(43 593166.4),(44 589059.94),(45 587686.44),(46 586227.44),(47 590233.3),(48 596355.2),(49 594339.75),(50 592469.25),(51 595090.2),(52 602925.3),(53 588771.75),(54 589445.3),(55 586888.6),(56 583736.4),(57 576409.7),(58 566158.5),(59 546390.2),(60 549119.7),(61 547908),(62 538307.9),(63 531862.75),(64 536417.6),(65 531494.4),(66 524741.3),(67 528943.75),(68 525670.6),(69 521911.1),(70 522367.63),(71 509972.3),(72 501837.6),(73 503997.78),(74 505838.34),(75 506227.3),(76 504766.63),(77 503871.97),(78 498012.66),(79 501605.7),
(1 126515.336),(2 217376.63),(3 252055.64),(4 311430.06),(5 340637.22),(6 311615.88),(7 324335.75),(8 343258.8),(9 343444.66),(10 378129.28),(11 397621.34),(12 403764.28),(13 410210.16),(14 424566),(15 431977.8),(16 449763.75),(17 467826.56),(18 474985.2),(19 468137.25),(20 467183.8),(21 465521.1),(22 468072.84),(23 465364.2),(24 465526.75),(25 465821.53),(26 460405.56),(27 460194.38),(28 459576.34),(29 469539.63),(30 471716.63),(31 471897.1),(32 486211.63),(33 494457.25),(34 504416.56),(35 502407.25),(36 504682.47),(37 512613.63),(38 506032),(39 520506.66),(40 521149.25),(41 527358),(42 540755.6),(43 553826.5),(44 546911.3),(45 556355.5),(46 554524.9),(47 553793.7),(48 562753.06),(49 560373.5),(50 555062.7),(51 554342.1),(52 556520.9),(53 544248.44),(54 547624.7),(55 541048.9),(56 531349.7),(57 532571.1),(58 529753.3),(59 518168.75),(60 520577.1),(61 519765.66),(62 517598.72),(63 511061.75),(64 515400.25),(65 505178.25),(66 501116.44),(67 499976.94),(68 492383.44),(69 494607.34),(70 490158.72),(71 484277.56),(72 479676.28),(73 485066.9),(74 486652),(75 485585.66),(76 486914.53),(77 493193.75),(78 487902.25),(79 490257.38),
(1 127209.06),(2 212565.86),(3 250967.83),(4 305245.2),(5 329104.22),(6 296053.56),(7 298694),(8 316133.56),(9 315240.06),(10 354155.47),(11 384307.7),(12 384932.5),(13 394399.8),(14 403720.44),(15 406499.75),(16 416053.72),(17 430295.4),(18 440733),(19 435816.28),(20 437217.6),(21 440963.4),(22 437753.8),(23 441236.34),(24 435123.06),(25 429698.03),(26 428395.84),(27 431153.6),(28 427700),(29 434892.84),(30 445009.72),(31 443769.1),(32 453375.8),(33 462298.56),(34 469592),(35 468280.5),(36 465227.56),(37 474539.94),(38 485279.34),(39 488552.94),(40 490142.63),(41 489764.78),(42 501206.53),(43 516390.63),(44 512794.13),(45 518771.47),(46 517147.13),(47 517851.6),(48 527455.5),(49 522060.75),(50 522230.9),(51 512492.25),(52 515151.06),(53 499393.03),(54 508739.34),(55 502554.4),(56 499865.2),(57 496556.66),(58 504476.84),(59 492780),(60 486242.03),(61 491610.3),(62 488677.28),(63 480420.4),(64 479252),(65 478549.1),(66 473156.5),(67 466275.8),(68 464698.38),(69 473841.2),(70 471517.34),(71 466279.47),(72 465048.06),(73 468566.56),(74 467570.06),(75 458794.9),(76 465865.72),(77 468962.47),(78 454346.53),(79 460597.13),
(1 117884.78),(2 196156.92),(3 233121.61),(4 283887.56),(5 306217),(6 270009.16),(7 273815.88),(8 279203.1),(9 288957.53),(10 321758.75),(11 353933.1),(12 358917.4),(13 367385.38),(14 375602.4),(15 369968),(16 375591.47),(17 391710.94),(18 400079.25),(19 403705.75),(20 405651.72),(21 404185.06),(22 404906.8),(23 399667.34),(24 388932.22),(25 391569.25),(26 393713),(27 386785.25),(28 378761.2),(29 385376.47),(30 395166.13),(31 396782.56),(32 399483.25),(33 408726.66),(34 414585.25),(35 420960.6),(36 424701),(37 439593.16),(38 440393.16),(39 441129.34),(40 440754.44),(41 431312.13),(42 444256.28),(43 460364.2),(44 448800.56),(45 444897.47),(46 442017.66),(47 440981.44),(48 453230.25),(49 451034.22),(50 453223.03),(51 448622.13),(52 453282.03),(53 440601.16),(54 445619.13),(55 445509.97),(56 442353.1),(57 437761.88),(58 447851.8),(59 444004.97),(60 441025.66),(61 435197.6),(62 441030.8),(63 435442.34),(64 436328.9),(65 439041.16),(66 437519.1),(67 438219.1),(68 438459.25),(69 444315.78),(70 445645.06),(71 444777.16),(72 443305.75),(73 446604),(74 441429),(75 439793.78),(76 441388),(77 439609.38),(78 425275.5),(79 429663.25),
(1 121319.836),(2 195716.9),(3 243885.23),(4 287036.38),(5 318311.16),(6 279746.2),(7 283403.28),(8 281523.28),(9 293016.34),(10 322273.25),(11 358773.38),(12 373164.2),(13 372654.8),(14 376257.4),(15 365838.38),(16 371051.25),(17 384325.75),(18 392591.16),(19 389276.75),(20 388039.25),(21 377593.72),(22 374719),(23 369115.16),(24 367072),(25 364848.66),(26 367703.66),(27 361619.47),(28 357152.56),(29 369468.47),(30 384612.28),(31 380108.25),(32 373625.5),(33 384875.88),(34 392599.38),(35 393784.03),(36 405525.34),(37 411895.9),(38 415375.8),(39 414960.53),(40 421643.28),(41 412707.38),(42 423621.44),(43 433337.06),(44 419726.38),(45 412405.1),(46 413889.06),(47 412415.8),(48 416255.63),(49 416657.8),(50 428292.94),(51 426335.44),(52 433930.66),(53 414281.47),(54 418695.44),(55 420770.25),(56 423512.34),(57 419058.28),(58 434049),(59 424813.9),(60 424834.16),(61 425817.25),(62 439204.25),(63 438815.8),(64 447085.25),(65 446966.72),(66 450806.28),(67 452063.72),(68 452889.06),(69 461044.06),(70 460294.38),(71 449595.47),(72 443822.94),(73 448120.9),(74 441497.44),(75 441533.56),(76 443798.72),(77 440604.94),(78 424203.75),(79 430108.56),
(1 116251.84),(2 183031.38),(3 230604.89),(4 269468.8),(5 301682.28),(6 270835.84),(7 266155.97),(8 266802.63),(9 280765.97),(10 312239.16),(11 349186.47),(12 361980.7),(13 361024.47),(14 363408.34),(15 355285.2),(16 358173.25),(17 369786.22),(18 378202.16),(19 387170.53),(20 382876.97),(21 376801.6),(22 376697.6),(23 375092.34),(24 365850.47),(25 359335.9),(26 359761.1),(27 360337.66),(28 360273),(29 369903.78),(30 375985.3),(31 370445.78),(32 370917.38),(33 384182.06),(34 387303.44),(35 398895.2),(36 405854.34),(37 410770.75),(38 410243.84),(39 410400.25),(40 409167.6),(41 398783.78),(42 406430.63),(43 416112.4),(44 408327.72),(45 406513.1),(46 399839.63),(47 393281.6),(48 393506.63),(49 391675.4),(50 394538.7),(51 397265.72),(52 400355.97),(53 392473.56),(54 391239.16),(55 392900.97),(56 390186.7),(57 391401.25),(58 398134.94),(59 394945.13),(60 395487),(61 399063.6),(62 412721.8),(63 414828.4),(64 419765.47),(65 426353.7),(66 428020.38),(67 424332.6),(68 435828.47),(69 448751.5),(70 443987.13),(71 441318.2),(72 439957.44),(73 432245),(74 426730.9),(75 422167.4),(76 423037.3),(77 418576.7),(78 406064.4),(79 405888.1),
(1 121337.34),(2 183338.81),(3 230392.92),(4 268468.25),(5 303517.88),(6 274294.8),(7 265657.94),(8 264463.47),(9 276017.5),(10 304681.34),(11 344022.75),(12 356694.88),(13 357174.75),(14 362288.47),(15 352323.44),(16 355122.25),(17 366235.4),(18 377497.53),(19 386028.88),(20 380865.88),(21 374121.06),(22 370077.4),(23 361869.53),(24 349250.13),(25 344734.56),(26 346594.13),(27 348119.06),(28 348323.28),(29 349575.13),(30 350897.94),(31 360222.25),(32 364729.66),(33 376830.13),(34 385858.9),(35 391695),(36 396003.63),(37 402067.1),(38 398232.8),(39 395279.22),(40 394546.56),(41 386416.78),(42 391989.53),(43 405205.94),(44 402500.97),(45 398219.4),(46 398160.6),(47 398300.1),(48 399104.78),(49 387713.97),(50 386146.06),(51 386847.03),(52 389967.53),(53 384811.53),(54 389433.66),(55 393695.5),(56 393841.6),(57 383513.97),(58 391490.66),(59 384398.4),(60 390581.56),(61 392272.13),(62 403126.4),(63 403082.53),(64 411455.22),(65 423158.06),(66 421555.34),(67 424258.84),(68 425658.44),(69 429977.75),(70 426188.75),(71 424888.1),(72 421914.03),(73 416606.3),(74 409946.94),(75 405878.53),(76 401507.22),(77 390710.94),(78 385010.16),(79 385595.75),
(1 117515.12),(2 175900.28),(3 225068.84),(4 260726.73),(5 296275.06),(6 276230.25),(7 264774.88),(8 260754.92),(9 269134.63),(10 297217.94),(11 328879.7),(12 346514.94),(13 346581.53),(14 351333.03),(15 347298.16),(16 352508.94),(17 354350.1),(18 356469.03),(19 358784.78),(20 357971.34),(21 349690.1),(22 346602.38),(23 338906.56),(24 327233.7),(25 327502.94),(26 333739.56),(27 336804.44),(28 338300),(29 342824.06),(30 346108.84),(31 356211.72),(32 360443.34),(33 364625.8),(34 371058.88),(35 370016.53),(36 374840.13),(37 379276.56),(38 376343.44),(39 367026.38),(40 367760.53),(41 364565.34),(42 369541.63),(43 376838.25),(44 369539.28),(45 373933.9),(46 371545.06),(47 376636.9),(48 381157.34),(49 374644.72),(50 370929.72),(51 364305.84),(52 370281.84),(53 359712.75),(54 362453.94),(55 362993.16),(56 358030.06),(57 354431.88),(58 361481.9),(59 360410.1),(60 369956.53),(61 374994.63),(62 384904.13),(63 385140.8),(64 397585.28),(65 409825.63),(66 417121.97),(67 420749.75),(68 423655.34),(69 430050.1),(70 426602.03),(71 422274.88),(72 419847.1),(73 413306.25),(74 407314.97),(75 404827.78),(76 401209.5),(77 399329.4),(78 398075.78),(79 402531.88),
(1 114373.58),(2 170359.16),(3 214829.72),(4 245341.17),(5 273020.75),(6 263770.88),(7 249116.95),(8 251168.66),(9 262834.2),(10 296014.25),(11 330428.3),(12 349355.66),(13 350719.7),(14 347930.97),(15 339690.4),(16 334335.66),(17 334840.13),(18 334713.75),(19 344141.1),(20 350891.66),(21 347580.7),(22 337695.8),(23 332597.38),(24 323772.47),(25 317688),(26 323109.6),(27 321335.28),(28 318752.6),(29 324958.2),(30 323990.44),(31 325182),(32 321876.3),(33 328454.03),(34 335549.47),(35 337810.7),(36 347110.13),(37 351747.4),(38 347413.97),(39 345906.22),(40 347069.25),(41 343686.56),(42 344803.47),(43 351608.66),(44 348788.13),(45 358636.75),(46 357761.97),(47 360870.2),(48 365171.78),(49 364166.25),(50 363141.6),(51 369722.7),(52 369605.03),(53 364213.3),(54 362699.34),(55 361306.7),(56 364341.6),(57 362675.53),(58 367568.2),(59 363136.53),(60 366621.56),(61 363951.4),(62 371671.75),(63 377654.8),(64 390676.7),(65 404379.53),(66 412407.56),(67 423148.97),(68 422654.66),(69 430915.75),(70 420914),(71 418367.7),(72 410884.22),(73 403542.2),(74 399680.66),(75 392996.88),(76 395694.9),(77 392887.2),(78 384628.78),(79 384769.97),
(1 108876.21),(2 165087.56),(3 205718.06),(4 235526.66),(5 259079.6),(6 255997.34),(7 240573.89),(8 246485.1),(9 252204.72),(10 284965.38),(11 319334.28),(12 338583.56),(13 337187.7),(14 338515.3),(15 328137.9),(16 324421.97),(17 318901.72),(18 322268.75),(19 329926.63),(20 332560.8),(21 330129.53),(22 318580.47),(23 309698.44),(24 297054.44),(25 296361.06),(26 297661.2),(27 297505.38),(28 300248.8),(29 305674.16),(30 304642.1),(31 300854.63),(32 297386.84),(33 300321),(34 307464.56),(35 315664.4),(36 322030.88),(37 326967.3),(38 323614.8),(39 323176.34),(40 323205.84),(41 320863.3),(42 325712.34),(43 336359.63),(44 335873.9),(45 354442.78),(46 349503),(47 349125.6),(48 352352.53),(49 352071.47),(50 352449.63),(51 349097.2),(52 350242.22),(53 346873.34),(54 348646.13),(55 349546.4),(56 357000.38),(57 352516.28),(58 354687.06),(59 357899.06),(60 358111.53),(61 353964.5),(62 361753.47),(63 367576.63),(64 373194.88),(65 388675.66),(66 391588.1),(67 399509.9),(68 402580.03),(69 408560.75),(70 397955.75),(71 394563.6),(72 388131.84),(73 386425.1),(74 381294.3),(75 382163.75),(76 383134.4),(77 380450.63),(78 376754.53),(79 378507.63),
(1 103221.32),(2 152413.69),(3 194354.5),(4 222039.05),(5 241806.66),(6 236926.89),(7 217839.95),(8 222603.83),(9 230254.53),(10 256810.55),(11 288087.7),(12 302096.25),(13 301037.44),(14 298563.75),(15 295816.03),(16 295917.16),(17 294989.47),(18 294290.3),(19 302142.22),(20 308170.25),(21 305308.94),(22 297576.06),(23 291665.66),(24 282164.63),(25 284317.4),(26 287993.5),(27 284659.38),(28 290247.34),(29 296469.75),(30 294603.6),(31 294078.22),(32 288417.06),(33 289705.94),(34 299768.1),(35 304623.1),(36 312172.4),(37 314315.63),(38 313097.5),(39 308372.63),(40 307525.44),(41 304485.5),(42 312565.9),(43 319305.28),(44 327902.1),(45 337518.2),(46 342073.63),(47 342461.44),(48 348048.16),(49 344910.1),(50 345167.66),(51 342726.78),(52 344862.13),(53 336779.75),(54 335369.78),(55 340137.28),(56 342397.2),(57 338107.44),(58 346715.8),(59 346518.5),(60 350597.88),(61 349197.16),(62 354951.44),(63 356408.03),(64 364969.1),(65 369211.1),(66 368117.47),(67 376217.66),(68 371685.3),(69 371665.3),(70 365044.9),(71 361032.94),(72 357419),(73 351814.84),(74 349826.78),(75 358654.1),(76 354679.56),(77 360436.75),(78 359628.13),(79 358981.44),
(1 104513.71),(2 149664.53),(3 193834.19),(4 224781.08),(5 236148.58),(6 230740.94),(7 216112.38),(8 223875.34),(9 231900.16),(10 253269),(11 287389.44),(12 295550.1),(13 297758.34),(14 295561.3),(15 287150.9),(16 287373.03),(17 284618.03),(18 289512.84),(19 297743.84),(20 304258.9),(21 303298.53),(22 293397.22),(23 285210.28),(24 274582.28),(25 274357.06),(26 272212.1),(27 273226.78),(28 276175.28),(29 274354.22),(30 273291.38),(31 273172.9),(32 265940.56),(33 271005.56),(34 278863.16),(35 279541.4),(36 286552.25),(37 291288.8),(38 290510.97),(39 290754.4),(40 292149.9),(41 292277.06),(42 300708.53),(43 310867.8),(44 313806.16),(45 327475.56),(46 326849.25),(47 328305.94),(48 329846.7),(49 330171.97),(50 328227.88),(51 330397.03),(52 330112.78),(53 325547.16),(54 326034.2),(55 328779.3),(56 334939.6),(57 333230.4),(58 340935.56),(59 337953.2),(60 340085.78),(61 340493.75),(62 347338.9),(63 350816.84),(64 359239.6),(65 357886.38),(66 361272),(67 368849.97),(68 362246.28),(69 367338.8),(70 359290.63),(71 355025.56),(72 353732.28),(73 352162.53),(74 354973.3),(75 351416.53),(76 346644.4),(77 346833.9),(78 345254.28),(79 343467.97),
(1 98425.87),(2 142341.02),(3 181839.56),(4 207918.13),(5 217329.22),(6 211511.22),(7 201548.42),(8 208248.08),(9 212056.08),(10 229517.64),(11 262433.84),(12 269335.75),(13 270265.22),(14 271158.1),(15 261813.92),(16 266515.03),(17 264126.47),(18 270912.6),(19 270482.63),(20 272690.44),(21 272030.16),(22 264505.47),(23 258383.58),(24 252785.73),(25 251134.39),(26 255551.78),(27 261287.05),(28 260043.64),(29 261571.25),(30 263195.66),(31 257582.95),(32 255649.84),(33 258313.5),(34 263646.53),(35 265975.9),(36 271384.53),(37 273974.75),(38 276121.5),(39 275561.06),(40 276474.56),(41 284476.38),(42 293835.5),(43 297844.47),(44 303670.5),(45 306381.56),(46 308734.38),(47 308872.5),(48 313681.9),(49 308167.13),(50 307653.63),(51 303389.78),(52 305114.25),(53 302652.97),(54 310044.72),(55 308857.97),(56 316464.97),(57 318370.72),(58 320965.9),(59 321859.16),(60 327369.1),(61 329580.6),(62 329145.4),(63 331256.5),(64 333819.97),(65 331666.84),(66 334028.84),(67 344357.53),(68 341306.47),(69 340025.5),(70 333825.5),(71 331220.72),(72 328746.22),(73 331886.44),(74 324946.75),(75 323496.2),(76 320383.25),(77 319551.88),(78 316409.13),(79 319025.5),
(1 92095.734),(2 134900.39),(3 172353.39),(4 195603.86),(5 203270.9),(6 198535.02),(7 195811.58),(8 197382.61),(9 202853.58),(10 221487.28),(11 247886.2),(12 253771.13),(13 251832.52),(14 250763.72),(15 242202.13),(16 245323.84),(17 246622.69),(18 251549.02),(19 256125.7),(20 262622.2),(21 263864.47),(22 258051.27),(23 254354.81),(24 248137.8),(25 244588.8),(26 247332.13),(27 250522.69),(28 249806.69),(29 253036.95),(30 250243.84),(31 240788.44),(32 238978.89),(33 242707.66),(34 245824),(35 251187.17),(36 255399.63),(37 262658.7),(38 265535.1),(39 269187.2),(40 276615.94),(41 285256.1),(42 292705.97),(43 296936.47),(44 302017.9),(45 305685.5),(46 307357.75),(47 304693.1),(48 304836.97),(49 301289.8),(50 295690.7),(51 291628.2),(52 285773),(53 283191.75),(54 287196.97),(55 289633.16),(56 294988.94),(57 297439.44),(58 303014.9),(59 306340.16),(60 313426.94),(61 313992.34),(62 314345.22),(63 315770.72),(64 318055.3),(65 316985.8),(66 316572.7),(67 325545.03),(68 319578.78),(69 317495.88),(70 312898.72),(71 303837.66),(72 301794.5),(73 302322.22),(74 298019.2),(75 297404.3),(76 297783.3),(77 296872.03),(78 296689.8),(79 297914.53),
