1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 1101237.5),(2 829325.9),(3 961907.06),(4 918496.2),(5 923054.3),(6 949255.2),(7 939781.06),(8 940429),(9 923936.3),(10 951511.5),(11 941726.56),(12 934122.3),(13 993821.25),(14 990837.9),(15 936138.56),(16 938576.3),(17 972353.4),(18 962581),(19 960889.56),(20 960511.06),(21 932405.94),(22 964096.9),(23 916989.1),(24 949900.06),(25 926156.6),(26 969889.25),(27 933411.3),(28 916530.2),(29 944270.56),(30 951028.75),(31 930161),(32 947055.5),(33 926114.44),(34 935461.7),(35 906240.2),(36 930505.8),(37 901655.3),(38 910467.4),(39 875080.5),(40 888928.8),(41 919356.5),(42 920144.94),(43 958248.4),(44 872428.06),(45 919274.6),(46 910883.6),(47 911643.06),(48 872468.25),(49 909000.56),(50 901822.8),(51 920125.8),(52 895690.1),(53 939526.6),(54 885725.94),(55 915799.8),(56 947157.9),(57 879472.2),(58 939938.06),(59 921211.06),(60 918749),(61 939013.06),(62 917758.8),(63 965182.2),(64 915470.75),(65 975237.56),(66 912722.9),(67 935027.5),(68 921767.06),(69 938313),(70 942429.8),(71 942039.1),(72 935656.94),(73 901433.2),(74 939503.06),(75 915582),(76 909723.9),(77 908883.56),(78 913382.56),(79 929751.75),
(1 1072124.5),(2 781088.06),(3 973074.5),(4 881666.6),(5 914211),(6 886300.5),(7 907169.5),(8 894388.3),(9 894701.4),(10 913265.7),(11 887181.56),(12 886008.06),(13 872566.7),(14 906968.3),(15 877396.5),(16 891073.8),(17 879250.7),(18 859124),(19 902464.75),(20 866535.2),(21 875110.2),(22 886286.9),(23 898105.44),(24 906907.56),(25 867815.5),(26 930908.1),(27 878802.8),(28 864761.06),(29 875062.25),(30 868960.3),(31 875950.2),(32 887944.8),(33 880774.25),(34 870582.44),(35 866563.6),(36 865844.3),(37 882824.8),(38 874111.25),(39 869000.06),(40 885983.2),(41 870153.44),(42 867622.8),(43 882807.3),(44 849466.56),(45 885748.4),(46 852400.1),(47 871270.06),(48 854626.25),(49 857839.94),(50 884244.6),(51 861606.7),(52 878797.7),(53 884992.6),(54 874697.2),(55 906043.75),(56 891163.9),(57 871143.25),(58 892641.06),(59 867508.3),(60 877489.1),(61 899636.75),(62 858878.2),(63 918025.75),(64 898560.1),(65 896620.25),(66 888247.9),(67 914560),(68 911026.5),(69 934070.2),(70 920542.1),(71 924497.9),(72 896536.44),(73 926480.44),(74 906403.75),(75 906303.4),(76 879238.8),(77 877569.7),(78 878441.4),(79 893652.5),
(1 991743.94),(2 718641.25),(3 862511.7),(4 825355.4),(5 857989.3),(6 827420.7),(7 857737.56),(8 825469.9),(9 812110.3),(10 817002.9),(11 822064.75),(12 835886.56),(13 807383.5),(14 874961.56),(15 809216.1),(16 836619.7),(17 827690.7),(18 801806),(19 845466),(20 810291.06),(21 842208.75),(22 817697.8),(23 812428.06),(24 843097.7),(25 817906.25),(26 843244.6),(27 812243.4),(28 832643),(29 831455.75),(30 834161.75),(31 832749.8),(32 857907.94),(33 849417.2),(34 849344.9),(35 812574.25),(36 814763),(37 861846.6),(38 834184.5),(39 821962.94),(40 878735.2),(41 827153.1),(42 889446.06),(43 820996.5),(44 863218.6),(45 858969.1),(46 833292.7),(47 879499),(48 823769.44),(49 848420.3),(50 808265.8),(51 842481.3),(52 809786.7),(53 868268.56),(54 815120.94),(55 842315.9),(56 828814.44),(57 839906.7),(58 841623),(59 813415.6),(60 813973.44),(61 824589.44),(62 782310),(63 827930.8),(64 800196.7),(65 808243),(66 804609.4),(67 827893.9),(68 828692.4),(69 816908.06),(70 822876.4),(71 802519.56),(72 821127),(73 821308.9),(74 828461.5),(75 819521.44),(76 824382.4),(77 834019),(78 798572.4),(79 858237.2),
(1 957135.94),(2 712030.6),(3 825847.2),(4 814555.56),(5 819112.9),(6 816547),(7 830065.8),(8 837710.25),(9 804500.44),(10 803814.5),(11 793254.9),(12 804347.6),(13 774857.56),(14 811320.25),(15 797280.5),(16 827988.5),(17 819924.44),(18 814868.6),(19 799709.9),(20 804359.7),(21 804377.5),(22 785583.94),(23 779781.3),(24 796328.7),(25 805837.9),(26 785581.4),(27 823263.44),(28 762388.44),(29 806935.94),(30 793342.6),(31 790736.6),(32 811443.6),(33 801443.9),(34 790646),(35 797818.6),(36 770928.56),(37 791431.75),(38 780442.44),(39 797679.2),(40 831532.6),(41 796829.06),(42 835408.94),(43 797199.2),(44 823203.9),(45 782283),(46 805519),(47 810314.6),(48 790890.7),(49 811397.4),(50 800950.1),(51 795714.4),(52 810650.44),(53 796167.6),(54 799240),(55 799863.06),(56 794425.25),(57 792306.56),(58 800945.8),(59 809339.4),(60 790361.1),(61 802711.44),(62 780421.25),(63 777678.25),(64 785370.6),(65 787158),(66 767949.44),(67 777803.9),(68 796512.56),(69 789293.44),(70 783220.7),(71 812062.3),(72 792297.44),(73 781266.75),(74 777421.8),(75 775335.2),(76 783724.75),(77 790548.75),(78 777324.8),(79 774895.44),
(1 954876.25),(2 697645.1),(3 796598.25),(4 783696.3),(5 787835.25),(6 769605.9),(7 808878.25),(8 775145.1),(9 789388.06),(10 763754.1),(11 770816.5),(12 783949.4),(13 780090.1),(14 801125.1),(15 796187.75),(16 797913.75),(17 795248.25),(18 773346.4),(19 783268.94),(20 783929),(21 788802.9),(22 771712),(23 757972.5),(24 765564.56),(25 767205.1),(26 772988.56),(27 797883.75),(28 767224.1),(29 783303.1),(30 780100.06),(31 767707.8),(32 773809.44),(33 797649.94),(34 761624.9),(35 758246.4),(36 757004.3),(37 785303.44),(38 744270.2),(39 796031.75),(40 757086.25),(41 785188.7),(42 759296.94),(43 773542.44),(44 772520.7),(45 762607.75),(46 748363.1),(47 737473.44),(48 777739.25),(49 739407.2),(50 758011.1),(51 758909.94),(52 751904.94),(53 744706.6),(54 726376.4),(55 773807.94),(56 741804.6),(57 786351.6),(58 760299.7),(59 766969),(60 780812.2),(61 764839.7),(62 759130.8),(63 761111.44),(64 745999.9),(65 768755.3),(66 773962.25),(67 769756.1),(68 768756.9),(69 757350.4),(70 756825.44),(71 748351.1),(72 758481.75),(73 770364.1),(74 755043.3),(75 761257.44),(76 769143.3),(77 758906.44),(78 762021.06),(79 747886.6),
(1 920026.2),(2 704264.8),(3 784353.25),(4 768456.56),(5 778269.6),(6 768182.94),(7 782651.3),(8 788547.75),(9 777083.56),(10 768034.1),(11 766455.44),(12 777975.75),(13 768485.1),(14 815113.94),(15 759451.75),(16 789099.8),(17 781177.1),(18 762899.06),(19 781942.1),(20 765721.7),(21 783146.5),(22 767710.44),(23 778420.44),(24 778931.2),(25 763082.3),(26 778255.4),(27 763717.75),(28 754549.06),(29 769039.5),(30 764644.75),(31 766637.25),(32 759816.8),(33 775387.4),(34 759430.6),(35 779971),(36 718764.2),(37 760969.25),(38 729147.25),(39 737748.94),(40 749808.25),(41 763451.5),(42 753628.7),(43 757371.25),(44 767746.8),(45 746492.44),(46 718956.4),(47 737047.56),(48 744871.3),(49 757682.5),(50 764690.8),(51 743537.8),(52 731558.6),(53 746429.06),(54 722997.06),(55 743101.94),(56 771258.25),(57 743066.6),(58 770630.44),(59 751618.8),(60 758705.56),(61 772312.25),(62 762567.5),(63 768962.06),(64 758634.25),(65 746033.56),(66 748268),(67 757066.25),(68 749684.06),(69 765124.44),(70 744837.2),(71 746385.2),(72 735958.06),(73 744796.2),(74 748459.06),(75 758514.4),(76 753757.56),(77 756979.56),(78 768042.7),(79 754431.25),
(1 818168.44),(2 646133.4),(3 726065.1),(4 718009.1),(5 718189.06),(6 741883),(7 708389.6),(8 704309.8),(9 729579.4),(10 724452.06),(11 714133.2),(12 715235.3),(13 715282.25),(14 747127.2),(15 698487.56),(16 733896),(17 735024.5),(18 701963.8),(19 721765.25),(20 739945.94),(21 737061.25),(22 725059.1),(23 724803.2),(24 715798.5),(25 715936.06),(26 713070.2),(27 716656.25),(28 706460.8),(29 720716.1),(30 717412.25),(31 725412.9),(32 720370.44),(33 720178.94),(34 719402.25),(35 721400.8),(36 706037.4),(37 749142),(38 710030.06),(39 706897.8),(40 705694.1),(41 685173),(42 708332.7),(43 703716.06),(44 703387.1),(45 701726.25),(46 689312),(47 692396.5),(48 694549.56),(49 718996.5),(50 679888.44),(51 708257.94),(52 700118.44),(53 694575.1),(54 695776.7),(55 707164.56),(56 680164.94),(57 697421),(58 687354.2),(59 696380.1),(60 690948.1),(61 680758),(62 674634.2),(63 698973.3),(64 690549.8),(65 687310.1),(66 695176.6),(67 713170.94),(68 698085.75),(69 721579.94),(70 687211.75),(71 694238.9),(72 717291),(73 696992.44),(74 709280.9),(75 696831.2),(76 705064.7),(77 693096.5),(78 728344.7),(79 711060.1),
(1 786879),(2 637668.4),(3 685933.44),(4 675406.06),(5 701013.2),(6 673423.3),(7 659065.06),(8 675603),(9 654867.1),(10 665272.44),(11 686925.94),(12 683214.94),(13 679721.25),(14 665570.25),(15 658905.4),(16 683982.56),(17 672112.7),(18 679437),(19 662183.8),(20 657423.44),(21 702638.75),(22 678022.06),(23 666304.44),(24 681069.25),(25 670920.4),(26 666436.75),(27 665794.6),(28 687876.75),(29 677080.94),(30 677933.8),(31 703036.75),(32 664005.9),(33 678653.56),(34 686459.4),(35 688251.06),(36 687680.6),(37 697788.1),(38 674984.4),(39 684894.2),(40 673209.25),(41 682594.25),(42 665044.2),(43 692930.06),(44 686243.4),(45 695358.5),(46 671527.6),(47 680831.06),(48 677552.1),(49 697370.06),(50 677785.06),(51 697053.4),(52 680438.25),(53 678851.94),(54 679438.4),(55 682585.2),(56 681400.6),(57 660861.8),(58 672445.44),(59 695340.4),(60 697573.7),(61 687900.9),(62 671952.06),(63 672920.94),(64 676616.9),(65 679607.9),(66 704716.6),(67 693831.7),(68 670736.5),(69 700328.3),(70 680501.1),(71 695033.06),(72 667788.25),(73 690253.3),(74 670225.44),(75 690948.3),(76 671622.4),(77 681232.75),(78 679914.9),(79 693996.1),
(1 713240.44),(2 601252.5),(3 647485.94),(4 643299.94),(5 645181.06),(6 654515.06),(7 639424.75),(8 651511.7),(9 629664.44),(10 650716.9),(11 640481.1),(12 639491.3),(13 646504.94),(14 657012.25),(15 652908),(16 644360.3),(17 648292.1),(18 638469.5),(19 646438.06),(20 681344.75),(21 644806.44),(22 668245.94),(23 649571.25),(24 663150.94),(25 645089.44),(26 662598.25),(27 663828.06),(28 671208.8),(29 657605.2),(30 661949.7),(31 647160.5),(32 676669.2),(33 641109.44),(34 664360.7),(35 633118.9),(36 632455.9),(37 663234.25),(38 654406.5),(39 658193.3),(40 643493.1),(41 662338.4),(42 645060.94),(43 660987.6),(44 651413.9),(45 651770.5),(46 649211.9),(47 646028.3),(48 648721.7),(49 638174.5),(50 646778.06),(51 667910.75),(52 654197.94),(53 664684),(54 667512.1),(55 643982.25),(56 652615.6),(57 643350.25),(58 640090.7),(59 649327.44),(60 661910.5),(61 661518),(62 667135.44),(63 681604.7),(64 643320.5),(65 662314.3),(66 645674.06),(67 681306.1),(68 647057.5),(69 632220.06),(70 661591.56),(71 639403.25),(72 648255.2),(73 664031.25),(74 649423.44),(75 660484.44),(76 650597.25),(77 642231.25),(78 655255.75),(79 654169.7),
(1 764565),(2 615476.8),(3 678239.56),(4 679714.75),(5 650799.44),(6 670035.06),(7 636565.2),(8 656234.6),(9 632910.6),(10 627133.44),(11 655972.06),(12 645158.5),(13 661397.94),(14 670479.9),(15 645124.44),(16 631617.06),(17 649924.25),(18 649309.94),(19 658562.8),(20 646842.3),(21 667210.94),(22 640414.06),(23 656531),(24 671691.8),(25 636117.56),(26 658596.4),(27 649131.6),(28 644374.44),(29 624915.06),(30 660286.4),(31 640916.56),(32 638541.25),(33 650593.56),(34 647944.3),(35 654983),(36 647185.44),(37 637502.5),(38 666816.4),(39 638046.6),(40 635948.4),(41 644063),(42 657742.25),(43 633373.8),(44 633750.44),(45 632974.06),(46 650877.5),(47 619033.56),(48 636059.5),(49 640001.5),(50 624552.75),(51 637414.44),(52 645566.6),(53 623327.75),(54 642232.6),(55 612870),(56 632774.9),(57 605547.5),(58 617538.44),(59 622257),(60 618973.3),(61 636451.75),(62 633626.94),(63 639316.06),(64 623071.6),(65 641935.9),(66 646454.9),(67 645320.5),(68 634001.44),(69 649621.9),(70 625871.94),(71 655898.3),(72 621900.06),(73 642502.8),(74 648193.2),(75 643195.9),(76 654811.1),(77 633451.4),(78 638947.1),(79 641279.75),
(1 730265.56),(2 607845.5),(3 615859.06),(4 627379.94),(5 632675.6),(6 618882.44),(7 635232.1),(8 616686.94),(9 627629.25),(10 614117.7),(11 630210.5),(12 631020.4),(13 628917.44),(14 631018.94),(15 619949.7),(16 618624.7),(17 624147.6),(18 629513.06),(19 612137.9),(20 635148.94),(21 618784.6),(22 617186.1),(23 638792.56),(24 612009.7),(25 622069.6),(26 620805),(27 646110.25),(28 616454.4),(29 619251.9),(30 629027.44),(31 607054.9),(32 637574.8),(33 610384.9),(34 658779.56),(35 624982.3),(36 596626.94),(37 613777.06),(38 616563.75),(39 626361),(40 611662.9),(41 610021.06),(42 614429.56),(43 607939.06),(44 626136.4),(45 609789.56),(46 612422.6),(47 616167.25),(48 603988.2),(49 620535.7),(50 600689.9),(51 597355.3),(52 596950),(53 608443.75),(54 610809.4),(55 604870.06),(56 609403.5),(57 595886.3),(58 589133.2),(59 606565.5),(60 602940.1),(61 604330),(62 595712.6),(63 605165.2),(64 615332.06),(65 606201.1),(66 585621.6),(67 612907.8),(68 610473.2),(69 636559.7),(70 617335.25),(71 611932.7),(72 626326.25),(73 619198.9),(74 600846.44),(75 610988.44),(76 597063.25),(77 616465),(78 619458.8),(79 628832.2),
(1 697912.7),(2 587305.2),(3 584981.9),(4 608676.6),(5 599954.56),(6 614884.75),(7 608683.2),(8 592664.3),(9 596818.06),(10 594779.6),(11 587294),(12 589727.9),(13 590584.2),(14 586836.06),(15 594015.3),(16 588731.8),(17 606442),(18 583939.9),(19 597037.94),(20 609860.75),(21 596991.9),(22 594955.25),(23 594679.56),(24 584121.6),(25 590483.7),(26 592675.94),(27 608422.6),(28 587723.8),(29 585361.06),(30 617001.5),(31 589374.2),(32 610838.2),(33 601167.56),(34 618359.5),(35 611835.8),(36 588638.2),(37 597730.1),(38 587412.5),(39 585131.94),(40 601161.6),(41 581167.7),(42 576788.2),(43 617766.8),(44 593337.44),(45 593900.44),(46 588284.9),(47 599785.25),(48 598770),(49 603071.75),(50 581339.9),(51 586517),(52 600583.1),(53 576910.6),(54 573819.1),(55 592244.75),(56 575995.44),(57 590456.75),(58 564132.5),(59 594442.5),(60 570797.2),(61 590944.3),(62 576953.25),(63 603531.6),(64 584381.2),(65 584484.75),(66 577996.56),(67 568357.56),(68 574035.56),(69 597245.5),(70 601145.44),(71 607737.4),(72 610483.06),(73 618725.25),(74 604182.7),(75 593751),(76 619232.5),(77 597511.2),(78 583252.56),(79 599003.4),
(1 664954),(2 582124.25),(3 597196.44),(4 612549.8),(5 609247.9),(6 592860.2),(7 601291.6),(8 597757.7),(9 592968.75),(10 594737.4),(11 603238.25),(12 594139.1),(13 589563.75),(14 591229.1),(15 591205.8),(16 572769.9),(17 588839),(18 579913.2),(19 598102.94),(20 590299.3),(21 577599.2),(22 580470.7),(23 591639.9),(24 571736.2),(25 572142.75),(26 588688.06),(27 579711.75),(28 586865.9),(29 584261.44),(30 564773.75),(31 596374.6),(32 575383.25),(33 573077.6),(34 574943.9),(35 582230.75),(36 568748.56),(37 584282),(38 572036.4),(39 576432.8),(40 580572.75),(41 587440.1),(42 581958.94),(43 579650.2),(44 576778.9),(45 584462.6),(46 563955.44),(47 577318.8),(48 574072.1),(49 569779.6),(50 563235.6),(51 570751.3),(52 577622.3),(53 580317),(54 565093.9),(55 564689),(56 558430.75),(57 558053.2),(58 572890.75),(59 584207.3),(60 567340.75),(61 579047.75),(62 587578.25),(63 571433.94),(64 584842.1),(65 564913.56),(66 576258.7),(67 569550.9),(68 574348.94),(69 562280),(70 574713.3),(71 571046.3),(72 579624.4),(73 576769.2),(74 579963.2),(75 591098.3),(76 581505.4),(77 575516.9),(78 607016.7),(79 583962.3),
(1 655789.5),(2 563985.4),(3 592317.06),(4 602880.2),(5 595825.94),(6 584723.8),(7 568060.25),(8 583920.9),(9 583651.2),(10 578972.7),(11 582082.3),(12 587856.2),(13 569240.6),(14 564011.1),(15 587382.9),(16 585319.2),(17 577344.2),(18 584232.25),(19 574616),(20 560586.75),(21 588662.75),(22 572342.94),(23 572519.94),(24 579725.6),(25 568286.4),(26 560777.1),(27 581550.1),(28 569448.5),(29 568984.3),(30 572877.94),(31 565375.06),(32 580602.5),(33 578802.25),(34 578102.5),(35 568283.94),(36 555822),(37 557602.4),(38 553609.94),(39 569301.25),(40 555261.3),(41 572439.94),(42 561894.75),(43 561099.25),(44 561574.9),(45 568666.75),(46 558971.5),(47 559611.56),(48 565343.1),(49 563205.94),(50 556054.9),(51 568661.06),(52 574677.2),(53 565529.06),(54 573819.75),(55 565945.06),(56 557168.44),(57 545545.06),(58 551817.94),(59 561299.7),(60 582901.56),(61 562256.9),(62 588720.25),(63 565802.5),(64 578579.06),(65 551716.25),(66 566368.94),(67 553128.8),(68 558403.56),(69 562513.1),(70 542502.9),(71 559952.8),(72 568280.4),(73 561592.44),(74 557843.44),(75 551903.2),(76 569635.9),(77 546194.44),(78 586147.94),(79 572607.3),
(1 600937.3),(2 517895.3),(3 537248.2),(4 536712.06),(5 532556.3),(6 526332.9),(7 532255.25),(8 530795.7),(9 531971.5),(10 523173.88),(11 522576.47),(12 546421.1),(13 531626.7),(14 529301.94),(15 527352.8),(16 551113.75),(17 537882.56),(18 541061.1),(19 523643.75),(20 514257.53),(21 532240.3),(22 529172.56),(23 541454.8),(24 529878.7),(25 521780.34),(26 523647.72),(27 536857.2),(28 515478.44),(29 531941.25),(30 535117.1),(31 531772.5),(32 536483.94),(33 541100.56),(34 530002.75),(35 536702.56),(36 519603.6),(37 535827.6),(38 508476.4),(39 512339.66),(40 512062.88),(41 534282.5),(42 528504.5),(43 530219.56),(44 521076.34),(45 528743.75),(46 518021.13),(47 530589.4),(48 535799.44),(49 533782.3),(50 538118.7),(51 529529.56),(52 543388.6),(53 545950.75),(54 534274.1),(55 542638.9),(56 531054.4),(57 518299.38),(58 533716.44),(59 532655.56),(60 544627.2),(61 545602.56),(62 534209.4),(63 527196.6),(64 536766.3),(65 538634.9),(66 550121),(67 531188.06),(68 532978.7),(69 533886.4),(70 521191.06),(71 539178.2),(72 520018.2),(73 535017.25),(74 529759.1),(75 531037.44),(76 535028.7),(77 527506.44),(78 520329.75),(79 543705.8),
(1 589250.44),(2 539945.3),(3 515872.9),(4 542170.3),(5 534342),(6 521894.1),(7 534008.44),(8 519759.84),(9 516184.22),(10 539995),(11 536521.25),(12 539212.56),(13 529934.6),(14 528571.8),(15 518202.7),(16 547202.7),(17 530270.25),(18 519828.7),(19 503522.4),(20 517756.7),(21 501963.13),(22 519312.7),(23 517797.94),(24 529041.1),(25 531891.9),(26 518727.3),(27 522873.66),(28 507156.5),(29 513411.8),(30 508145.28),(31 512573.5),(32 517982.44),(33 511664.97),(34 521779.13),(35 518326.03),(36 513010.16),(37 504924.2),(38 510070.44),(39 509910.8),(40 502047.28),(41 516638.7),(42 520944.5),(43 524214.84),(44 517131.28),(45 513719.28),(46 506395.78),(47 507904.4),(48 507003.03),(49 508266.53),(50 508760.13),(51 511062.03),(52 514902.6),(53 513915),(54 507528.28),(55 511656.47),(56 505608.5),(57 508024.16),(58 516711.53),(59 498641.97),(60 490962.78),(61 502129.06),(62 508953.72),(63 499691.34),(64 512831.06),(65 500980.28),(66 516589.22),(67 511866.34),(68 502363),(69 531898.3),(70 529129.56),(71 521851.5),(72 523345.53),(73 506329.22),(74 528131.2),(75 509563.34),(76 517609.3),(77 525539.9),(78 523527.2),(79 516920),
(1 554667.9),(2 510679.56),(3 480973.5),(4 508593.97),(5 494940.44),(6 501453.03),(7 503793.13),(8 495045.1),(9 503663.06),(10 519731.56),(11 504276.75),(12 508855.06),(13 513004.06),(14 506588.9),(15 497162.72),(16 523312.06),(17 498850.25),(18 481785.72),(19 494342.2),(20 493850.22),(21 474024.5),(22 480988.03),(23 500115.47),(24 477621.84),(25 494750.75),(26 484342.94),(27 489495.72),(28 492744.72),(29 483942.75),(30 482705.56),(31 496553.03),(32 483653.34),(33 489824.63),(34 487575.47),(35 460040.1),(36 488578.84),(37 486742.88),(38 449441.5),(39 466949.34),(40 466989.34),(41 485670.56),(42 471143.75),(43 469112.06),(44 498641.03),(45 466791.5),(46 473915.38),(47 475914.9),(48 472127.28),(49 468809.5),(50 471762.4),(51 475284.9),(52 485362.6),(53 469686.66),(54 481526.38),(55 480433.94),(56 476324.6),(57 484051.84),(58 478312.53),(59 464691.6),(60 479188.84),(61 488984.66),(62 477237.9),(63 488859.56),(64 495727.13),(65 492199.06),(66 491053.06),(67 491736.94),(68 501176.38),(69 478918.2),(70 503007.44),(71 495526.3),(72 495681.5),(73 491052.34),(74 484324.88),(75 492372.63),(76 504049.97),(77 496074.7),(78 510008.66),(79 498191.56),
