1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 35.355484),(2 39.902622),(3 43.365322),(4 45.952847),(5 48.105244),(6 49.80772),(7 51.01887),(8 52.398037),(9 53.12805),(10 53.962032),(11 54.76894),(12 55.308914),(13 55.83197),(14 57.952724),(15 57.984734),(16 58.408463),(17 58.48725),(18 59.21714),(19 59.93357),(20 60.335567),(21 59.614086),(22 60.127377),(23 60.377728),(24 60.38494),(25 61.45942),(26 62.448135),(27 62.653103),(28 63.345707),(29 63.261623),(30 63.839123),(31 63.934086),(32 63.941574),(33 64.197716),(34 64.64074),(35 65.05126),(36 64.58999),(37 64.53253),(38 65.20848),(39 65.28691),(40 65.22946),(41 64.834236),(42 64.28708),(43 64.41254),(44 64.311195),(45 64.7031),(46 65.433914),(47 65.26223),(48 64.92706),(49 64.61208),(50 65.31295),(51 64.024704),(52 64.468155),(53 64.87198),(54 65.62332),(55 65.43758),(56 65.36584),(57 64.88046),(58 64.97645),(59 64.324715),(60 64.40189),(61 64.570816),(62 65.45843),(63 65.99644),(64 66.26229),(65 67.21819),(66 68.0552),(67 68.46753),(68 68.61906),(69 68.99992),(70 68.626366),(71 68.66026),(72 69.12046),(73 69.52032),(74 69.5777),(75 69.605835),(76 69.98935),(77 69.83959),(78 70.345535),(79 70.64579),
(1 35.03873),(2 39.912964),(3 42.52778),(4 45.248722),(5 48.474976),(6 49.94449),(7 51.819954),(8 53.210823),(9 54.13747),(10 55.54389),(11 56.012398),(12 57.19905),(13 57.388),(14 58.716373),(15 58.708458),(16 59.006237),(17 59.00823),(18 59.769787),(19 60.180332),(20 60.58812),(21 60.80821),(22 61.40366),(23 62.032547),(24 62.217537),(25 62.198277),(26 63.048767),(27 62.809013),(28 63.978004),(29 63.63756),(30 63.44454),(31 64.22256),(32 64.53887),(33 64.29525),(34 64.448685),(35 64.85991),(36 64.475845),(37 65.16284),(38 65.44334),(39 64.54088),(40 64.78562),(41 64.52815),(42 64.21244),(43 64.26114),(44 63.415253),(45 63.46428),(46 63.037678),(47 63.06877),(48 63.46282),(49 64.40818),(50 65.37627),(51 64.90506),(52 64.89724),(53 64.63678),(54 65.31747),(55 64.29571),(56 63.997917),(57 63.48374),(58 63.23108),(59 62.68541),(60 63.56994),(61 63.977848),(62 65.09533),(63 65.597595),(64 66.4362),(65 67.031784),(66 66.9131),(67 66.81918),(68 66.96233),(69 67.849754),(70 68.148415),(71 68.18435),(72 69.2064),(73 69.79787),(74 70.04336),(75 70.30797),(76 70.273094),(77 70.31016),(78 70.69745),(79 70.94208),
(1 34.546803),(2 39.16739),(3 42.742935),(4 45.904816),(5 48.580887),(6 50.016758),(7 51.686234),(8 53.046944),(9 54.412575),(10 55.113377),(11 55.920254),(12 56.065025),(13 56.386127),(14 58.058228),(15 57.886982),(16 57.690876),(17 58.04784),(18 58.583164),(19 59.1225),(20 59.721317),(21 58.9344),(22 59.42109),(23 59.577984),(24 59.920074),(25 59.864006),(26 61.25819),(27 61.491867),(28 61.767815),(29 62.29731),(30 62.359547),(31 62.355927),(32 62.747364),(33 62.655636),(34 63.220257),(35 63.026794),(36 63.12123),(37 63.257248),(38 63.96701),(39 64.17625),(40 63.99509),(41 64.22492),(42 63.9722),(43 64.799484),(44 64.71898),(45 64.55051),(46 64.8533),(47 64.88857),(48 64.93735),(49 64.216866),(50 65.09279),(51 64.631004),(52 64.40348),(53 64.49139),(54 64.04998),(55 63.777252),(56 64.16466),(57 63.577816),(58 63.59754),(59 63.105675),(60 63.63839),(61 63.783314),(62 64.36503),(63 64.695526),(64 65.78167),(65 65.47838),(66 66.01042),(67 65.92007),(68 66.048),(69 65.97829),(70 65.778206),(71 65.88738),(72 65.468544),(73 66.048874),(74 67.21068),(75 67.12336),(76 68.05532),(77 68.32194),(78 69.32169),(79 69.93324),
(1 34.031948),(2 39.24526),(3 41.74869),(4 44.976357),(5 46.82374),(6 48.288216),(7 49.815845),(8 51.062923),(9 52.11956),(10 53.204273),(11 53.864456),(12 54.79702),(13 55.1371),(14 56.669193),(15 56.715935),(16 56.55208),(17 56.93905),(18 57.764164),(19 58.380005),(20 58.269806),(21 58.306858),(22 58.66357),(23 59.165592),(24 59.309086),(25 59.252304),(26 59.98336),(27 60.196125),(28 60.76521),(29 60.886024),(30 60.94366),(31 61.397057),(32 61.93281),(33 62.404873),(34 62.772415),(35 62.475376),(36 62.700726),(37 63.272614),(38 63.3344),(39 63.12553),(40 63.53772),(41 63.37934),(42 62.797974),(43 62.57541),(44 62.74582),(45 62.941574),(46 62.966656),(47 62.589222),(48 62.4565),(49 62.223232),(50 63.556015),(51 63.216125),(52 62.940006),(53 62.99927),(54 63.05228),(55 63.358437),(56 63.788906),(57 63.434242),(58 63.44284),(59 62.916748),(60 63.12894),(61 63.586582),(62 64.923),(63 64.79247),(64 65.80938),(65 65.943115),(66 66.4891),(67 66.63193),(68 66.85395),(69 66.650444),(70 67.023636),(71 67.20735),(72 67.614975),(73 67.8339),(74 68.95842),(75 68.89638),(76 70.345695),(77 70.0175),(78 71.00722),(79 71.3233),
(1 33.99288),(2 39.07217),(3 42.11391),(4 45.41325),(5 47.45082),(6 49.54838),(7 51.521366),(8 52.571507),(9 54.199417),(10 55.185776),(11 55.855145),(12 56.41207),(13 57.002632),(14 58.376785),(15 58.18901),(16 58.39119),(17 58.696156),(18 59.179386),(19 59.51543),(20 59.570454),(21 59.76551),(22 60.21727),(23 60.782284),(24 61.315376),(25 61.594017),(26 62.36034),(27 62.55427),(28 62.847195),(29 63.238598),(30 63.677486),(31 64.27019),(32 64.58758),(33 64.869255),(34 64.21501),(35 64.32293),(36 64.16889),(37 64.595436),(38 64.61547),(39 64.527626),(40 63.687073),(41 63.921364),(42 63.444942),(43 63.32427),(44 63.382153),(45 63.065945),(46 63.487514),(47 62.909782),(48 63.173042),(49 62.916435),(50 64.41248),(51 64.156685),(52 63.975006),(53 63.86373),(54 63.82745),(55 63.7187),(56 64.08677),(57 63.48617),(58 63.077904),(59 62.539112),(60 63.3861),(61 63.608932),(62 65.457466),(63 65.341705),(64 66.4936),(65 66.32516),(66 66.95271),(67 66.933365),(68 67.21843),(69 67.67021),(70 67.1972),(71 66.82622),(72 67.484634),(73 67.68066),(74 68.956604),(75 68.1568),(76 68.50605),(77 68.94686),(78 69.05638),(79 69.33097),
(1 33.74901),(2 38.247093),(3 41.621845),(4 44.862427),(5 46.796764),(6 48.716),(7 50.14312),(8 51.565895),(9 53.40327),(10 53.978325),(11 54.48582),(12 54.57306),(13 54.726746),(14 56.53059),(15 55.741547),(16 56.040173),(17 56.187366),(18 56.458405),(19 57.176952),(20 57.42402),(21 57.30917),(22 57.547802),(23 58.07314),(24 58.010517),(25 58.930138),(26 59.531067),(27 59.517094),(28 59.58941),(29 60.042095),(30 60.335316),(31 60.917606),(32 61.235977),(33 61.636547),(34 61.2363),(35 61.648197),(36 61.918617),(37 62.50139),(38 63.118332),(39 63.560898),(40 63.125904),(41 62.812813),(42 63.26196),(43 63.450512),(44 63.5459),(45 63.02905),(46 62.771908),(47 62.37715),(48 62.165306),(49 62.29679),(50 63.061405),(51 62.433155),(52 62.735886),(53 62.643482),(54 62.91681),(55 62.506897),(56 62.325626),(57 61.942123),(58 62.55463),(59 62.312115),(60 62.722095),(61 63.251923),(62 63.85254),(63 63.934093),(64 64.48535),(65 64.158554),(66 63.88785),(67 63.697536),(68 63.790836),(69 64.065254),(70 63.59178),(71 63.923275),(72 63.843018),(73 64.32149),(74 64.846245),(75 66.04766),(76 66.28787),(77 66.74111),(78 68.09264),(79 67.88149),
(1 33.84438),(2 38.85275),(3 41.85398),(4 44.469276),(5 47.321285),(6 48.495975),(7 49.97067),(8 50.921146),(9 51.49753),(10 52.407692),(11 53.396706),(12 53.562153),(13 54.141117),(14 55.20234),(15 55.10261),(16 55.546898),(17 55.58386),(18 56.209805),(19 56.70324),(20 57.51953),(21 57.49856),(22 58.26992),(23 58.121986),(24 58.918262),(25 59.279404),(26 60.38625),(27 60.60077),(28 61.287334),(29 61.952797),(30 61.89392),(31 62.056923),(32 62.313553),(33 62.832863),(34 63.303062),(35 63.332905),(36 62.843014),(37 63.34825),(38 63.93902),(39 63.758167),(40 63.756283),(41 63.50654),(42 63.29727),(43 63.27933),(44 63.61001),(45 63.099762),(46 63.29132),(47 63.089222),(48 63.332874),(49 63.48847),(50 63.999928),(51 63.844604),(52 63.728046),(53 63.588776),(54 64.09409),(55 63.842777),(56 63.585304),(57 63.14747),(58 63.258698),(59 63.0289),(60 62.54033),(61 63.403282),(62 63.805088),(63 64.45867),(64 64.409966),(65 65.2158),(66 65.58988),(67 65.644806),(68 65.558495),(69 66.01858),(70 66.65887),(71 66.7217),(72 67.395065),(73 67.74889),(74 68.031876),(75 68.80261),(76 69.22872),(77 69.065735),(78 69.84751),(79 70.05046),
(1 33.94033),(2 38.31323),(3 41.72142),(4 44.220238),(5 46.53565),(6 47.809334),(7 49.492855),(8 50.851757),(9 52.034203),(10 53.104427),(11 53.669178),(12 54.106113),(13 54.682613),(14 56.417305),(15 56.50976),(16 57.28328),(17 57.09335),(18 57.559437),(19 57.84795),(20 58.327423),(21 57.958736),(22 58.693222),(23 59.174522),(24 59.531532),(25 59.450478),(26 60.58674),(27 60.43798),(28 61.278625),(29 61.967068),(30 62.587605),(31 63.011105),(32 63.223904),(33 63.592674),(34 64.198006),(35 63.75417),(36 63.842022),(37 63.939842),(38 65.35556),(39 64.85276),(40 64.498055),(41 64.454254),(42 63.42202),(43 63.082817),(44 62.92796),(45 62.735123),(46 63.15141),(47 62.428806),(48 62.743214),(49 62.528973),(50 63.16976),(51 63.323845),(52 62.82657),(53 63.716003),(54 62.80447),(55 62.460236),(56 62.9252),(57 62.218983),(58 62.22862),(59 61.75514),(60 62.192303),(61 62.284645),(62 63.357937),(63 63.957222),(64 64.28289),(65 64.69397),(66 65.24466),(67 65.0982),(68 64.89236),(69 65.80046),(70 65.68002),(71 65.899376),(72 65.9821),(73 66.35602),(74 66.44869),(75 66.84137),(76 67.40002),(77 67.42842),(78 67.5854),(79 67.66226),
(1 34.024727),(2 38.87592),(3 42.29848),(4 44.945793),(5 46.889584),(6 48.386555),(7 50.227966),(8 51.15168),(9 52.500553),(10 53.106865),(11 53.555714),(12 53.969505),(13 54.42707),(14 55.648724),(15 55.798717),(16 55.954338),(17 56.05189),(18 56.568756),(19 56.834076),(20 57.22182),(21 56.924126),(22 57.210964),(23 57.308807),(24 57.45229),(25 57.887012),(26 59.01082),(27 59.29741),(28 59.406086),(29 59.668396),(30 59.248505),(31 59.710915),(32 60.278065),(33 60.486572),(34 61.27718),(35 61.551163),(36 61.81861),(37 61.96867),(38 62.8448),(39 63.284306),(40 63.418137),(41 62.249187),(42 62.67927),(43 62.32008),(44 62.5675),(45 62.417698),(46 62.280556),(47 62.308086),(48 62.29482),(49 62.062737),(50 62.461826),(51 61.944366),(52 62.249374),(53 62.323826),(54 62.03099),(55 61.7299),(56 61.91193),(57 62.299545),(58 61.26072),(59 61.45958),(60 61.98954),(61 62.57926),(62 62.935093),(63 62.867054),(64 63.370277),(65 63.182747),(66 63.02548),(67 62.382977),(68 62.624496),(69 62.36492),(70 62.689445),(71 62.08797),(72 62.157288),(73 62.79254),(74 63.134865),(75 63.83633),(76 64.74303),(77 65.056465),(78 65.51842),(79 66.48258),
(1 34.433716),(2 38.8556),(3 41.593845),(4 44.997894),(5 46.963764),(6 49.169014),(7 50.355442),(8 51.839497),(9 52.5045),(10 53.64674),(11 53.554424),(12 53.742363),(13 54.350826),(14 56.08912),(15 56.389877),(16 56.91276),(17 57.233814),(18 57.72574),(19 58.566772),(20 58.955685),(21 58.868713),(22 59.923),(23 59.87826),(24 60.16011),(25 60.437244),(26 61.466736),(27 61.452824),(28 61.18178),(29 62.094677),(30 61.978504),(31 62.119175),(32 62.418163),(33 62.586044),(34 62.399296),(35 62.812767),(36 62.63866),(37 62.757046),(38 63.51168),(39 63.345844),(40 63.613342),(41 63.22008),(42 63.02861),(43 63.126987),(44 63.515015),(45 63.455753),(46 63.921047),(47 63.993546),(48 63.697918),(49 63.39308),(50 64.33223),(51 64.182304),(52 64.60686),(53 64.02285),(54 64.11522),(55 64.18961),(56 63.945633),(57 63.49245),(58 63.474014),(59 63.421715),(60 63.65818),(61 64.55765),(62 64.95909),(63 65.59306),(64 66.01182),(65 66.71882),(66 66.60131),(67 66.79347),(68 66.771996),(69 67.27713),(70 67.95779),(71 67.55673),(72 67.7675),(73 68.646454),(74 68.327255),(75 69.16673),(76 69.117165),(77 68.7483),(78 68.73335),(79 69.28406),
(1 33.238796),(2 37.1266),(3 40.313877),(4 43.244556),(5 45.04292),(6 47.0958),(7 49.09528),(8 50.56826),(9 52.00971),(10 52.384773),(11 52.83277),(12 53.486618),(13 54.21283),(14 55.4818),(15 55.749176),(16 56.057472),(17 56.24882),(18 56.568813),(19 56.626003),(20 56.968983),(21 56.361965),(22 56.90383),(23 56.69676),(24 57.450783),(25 57.258297),(26 58.75083),(27 58.68421),(28 59.18515),(29 60.07115),(30 60.68907),(31 61.34127),(32 61.336212),(33 61.812386),(34 61.576588),(35 61.94372),(36 61.94927),(37 62.437817),(38 63.30784),(39 62.872765),(40 62.894947),(41 62.128174),(42 61.626595),(43 61.82703),(44 62.22527),(45 61.778942),(46 61.68173),(47 61.706512),(48 61.403233),(49 61.90544),(50 62.655254),(51 62.28507),(52 61.80606),(53 61.717052),(54 61.455452),(55 60.94638),(56 61.282036),(57 60.923927),(58 60.94018),(59 60.71939),(60 61.208935),(61 61.73294),(62 63.349236),(63 63.219517),(64 63.722214),(65 63.880356),(66 64.12315),(67 64.1423),(68 64.26927),(69 64.51437),(70 65.33402),(71 65.75094),(72 65.751495),(73 65.60008),(74 66.15699),(75 66.86637),(76 66.5941),(77 66.76704),(78 67.34524),(79 67.70645),
(1 33.57014),(2 38.55002),(3 41.656677),(4 44.754566),(5 46.58262),(6 47.883087),(7 50.355064),(8 51.482872),(9 52.98988),(10 53.105923),(11 53.388107),(12 54.125656),(13 54.471386),(14 55.64507),(15 55.513847),(16 56.09384),(17 57.227123),(18 57.639214),(19 58.164063),(20 58.150352),(21 58.407585),(22 58.91932),(23 58.837536),(24 58.954235),(25 59.106533),(26 59.217014),(27 60.182037),(28 60.117004),(29 60.21167),(30 59.62298),(31 59.601643),(32 59.665787),(33 60.013634),(34 60.5854),(35 61.081818),(36 60.85774),(37 61.808872),(38 61.90101),(39 62.346966),(40 62.10364),(41 61.654484),(42 61.777115),(43 62.095074),(44 62.690033),(45 63.245445),(46 62.81993),(47 62.68332),(48 62.280758),(49 62.115917),(50 63.127106),(51 62.846573),(52 63.05459),(53 62.94517),(54 63.042255),(55 62.318436),(56 62.75241),(57 62.908947),(58 62.279377),(59 62.063286),(60 62.7595),(61 63.27666),(62 64.651085),(63 64.301575),(64 64.36516),(65 64.25977),(66 64.18328),(67 63.805378),(68 64.095535),(69 64.47209),(70 64.39678),(71 64.96678),(72 64.86262),(73 65.502205),(74 66.026794),(75 66.41062),(76 67.16992),(77 67.1091),(78 67.99472),(79 68.406746),
(1 33.26337),(2 38.037712),(3 41.38234),(4 43.977043),(5 45.70527),(6 47.072243),(7 48.447197),(8 49.556065),(9 50.45222),(10 50.748943),(11 51.481945),(12 51.823772),(13 52.3205),(14 53.487907),(15 53.588306),(16 54.502205),(17 54.91985),(18 55.282486),(19 55.171974),(20 55.3002),(21 55.549133),(22 55.79947),(23 56.45802),(24 56.580193),(25 57.005642),(26 57.983196),(27 58.306385),(28 58.31616),(29 58.76095),(30 58.75549),(31 59.45685),(32 59.768093),(33 59.965897),(34 60.773167),(35 60.405632),(36 60.102924),(37 60.14968),(38 60.08311),(39 59.914227),(40 59.747803),(41 59.758163),(42 59.920383),(43 59.66744),(44 59.41631),(45 60.00895),(46 60.114384),(47 60.50433),(48 60.120113),(49 60.69026),(50 61.710873),(51 61.633396),(52 61.875023),(53 62.178772),(54 61.712402),(55 61.634758),(56 61.526875),(57 61.445774),(58 61.10801),(59 60.988007),(60 61.263985),(61 61.491806),(62 62.479362),(63 62.59689),(64 63.510452),(65 63.72308),(66 63.814053),(67 64.0108),(68 64.436966),(69 64.91467),(70 65.11466),(71 65.73136),(72 65.89481),(73 65.667175),(74 66.1167),(75 66.40517),(76 66.25299),(77 66.40247),(78 66.836525),(79 67.082085),
(1 32.836006),(2 37.459473),(3 40.190395),(4 43.09619),(5 45.011738),(6 46.615482),(7 48.42607),(8 49.41313),(9 50.874065),(10 51.648556),(11 52.670193),(12 52.84068),(13 53.705822),(14 55.478573),(15 55.78188),(16 56.256893),(17 56.59278),(18 56.466248),(19 57.022297),(20 56.95031),(21 57.776775),(22 57.86385),(23 58.752014),(24 58.794453),(25 59.43546),(26 59.61101),(27 59.70806),(28 60.25622),(29 60.216297),(30 60.522293),(31 60.982765),(32 61.047043),(33 61.697277),(34 61.88008),(35 62.188686),(36 61.883953),(37 61.838886),(38 62.255207),(39 62.03655),(40 62.33175),(41 61.706573),(42 61.683098),(43 61.457653),(44 60.601852),(45 60.413326),(46 60.61756),(47 60.77715),(48 60.618023),(49 61.255886),(50 61.79541),(51 62.29627),(52 62.05613),(53 61.64014),(54 61.758175),(55 61.308628),(56 61.6608),(57 61.527267),(58 62.305878),(59 62.392326),(60 62.131912),(61 62.970203),(62 63.951633),(63 63.813503),(64 64.8114),(65 64.44781),(66 64.870605),(67 64.95824),(68 65.9577),(69 66.198845),(70 66.16871),(71 65.938194),(72 66.32528),(73 66.11375),(74 67.27895),(75 66.639366),(76 67.23641),(77 67.77651),(78 67.849365),(79 67.82735),
(1 33.276356),(2 38.14227),(3 40.963184),(4 44.11167),(5 46.25251),(6 48.118862),(7 49.42005),(8 50.73941),(9 51.638077),(10 52.331375),(11 52.994297),(12 53.18415),(13 53.83715),(14 55.178787),(15 54.40629),(16 55.175457),(17 55.678604),(18 55.35656),(19 56.25817),(20 55.97078),(21 56.459217),(22 57.382454),(23 57.802155),(24 57.858997),(25 57.548996),(26 58.421913),(27 58.52837),(28 58.57355),(29 58.84929),(30 58.99233),(31 59.462536),(32 60.01566),(33 60.188515),(34 60.335087),(35 60.850178),(36 61.1673),(37 61.315025),(38 61.196674),(39 61.797253),(40 61.357822),(41 60.9293),(42 61.028114),(43 61.183743),(44 61.663956),(45 61.786312),(46 61.85641),(47 61.89883),(48 62.227787),(49 61.833267),(50 62.634026),(51 62.400745),(52 62.876915),(53 62.244507),(54 62.46949),(55 62.451233),(56 62.372707),(57 62.427887),(58 62.58074),(59 62.12741),(60 62.335987),(61 62.42784),(62 64.09282),(63 63.87424),(64 64.35228),(65 63.821373),(66 64.211174),(67 64.32465),(68 64.40164),(69 64.524284),(70 64.39497),(71 64.82285),(72 64.68648),(73 65.10955),(74 66.92448),(75 67.14346),(76 67.666534),(77 68.43638),(78 69.06522),(79 69.100876),
(1 32.36036),(2 36.892197),(3 39.631653),(4 41.98396),(5 43.776176),(6 45.3883),(7 46.524036),(8 47.06191),(9 48.35811),(10 49.23695),(11 49.341404),(12 50.05542),(13 50.913635),(14 52.369644),(15 52.28296),(16 53.489628),(17 53.185184),(18 53.205845),(19 53.506653),(20 53.643612),(21 53.372036),(22 53.465706),(23 53.43671),(24 53.895573),(25 54.661903),(26 55.12403),(27 55.428715),(28 55.717243),(29 56.042725),(30 56.64844),(31 57.082813),(32 57.43882),(33 57.40681),(34 57.901806),(35 57.246384),(36 57.12779),(37 57.477894),(38 58.101295),(39 57.981606),(40 58.324593),(41 58.23936),(42 58.81865),(43 58.80161),(44 59.40957),(45 59.01553),(46 59.416233),(47 59.46954),(48 59.87028),(49 59.910206),(50 60.395573),(51 60.127),(52 60.48839),(53 61.001575),(54 60.613445),(55 61.01125),(56 61.115265),(57 60.414413),(58 60.149094),(59 59.926167),(60 60.13822),(61 59.895382),(62 61.171764),(63 61.398304),(64 61.188023),(65 61.670128),(66 62.09552),(67 62.335995),(68 62.845566),(69 63.097656),(70 63.785824),(71 63.70264),(72 64.25075),(73 63.995804),(74 64.798676),(75 63.43222),(76 64.021126),(77 64.02374),(78 64.68719),(79 64.82208),
(1 32.936916),(2 37.481754),(3 40.52918),(4 43.215458),(5 45.09199),(6 46.889294),(7 48.715385),(8 49.687714),(9 50.90793),(10 51.60624),(11 52.68514),(12 53.11304),(13 54.203033),(14 55.935574),(15 55.68784),(16 55.8013),(17 56.36996),(18 56.47257),(19 56.62894),(20 56.63817),(21 56.954967),(22 57.77553),(23 57.82787),(24 58.258045),(25 58.938057),(26 60.17714),(27 60.04554),(28 60.429234),(29 60.705395),(30 61.662),(31 62.157303),(32 62.77081),(33 62.66565),(34 62.603653),(35 62.918777),(36 63.432606),(37 63.146168),(38 63.308304),(39 63.47891),(40 63.438618),(41 62.488712),(42 62.259377),(43 62.11672),(44 61.955246),(45 62.184536),(46 62.06751),(47 61.962383),(48 62.18579),(49 62.615105),(50 62.524734),(51 62.727665),(52 61.977703),(53 61.80202),(54 61.82071),(55 61.7273),(56 61.358955),(57 60.856724),(58 60.65905),(59 60.426643),(60 61.859314),(61 62.40714),(62 64.401054),(63 64.92661),(64 65.54641),(65 65.39327),(66 65.7486),(67 66.20174),(68 66.191154),(69 67.15592),(70 67.42025),(71 67.55793),(72 67.76188),(73 67.9369),(74 67.92882),(75 67.81201),(76 67.78135),(77 68.571594),(78 68.3905),(79 68.79321),
(1 32.49077),(2 37.537357),(3 40.330296),(4 43.38049),(5 45.79011),(6 47.134068),(7 48.695602),(8 49.792046),(9 50.868313),(10 51.45153),(11 52.0935),(12 52.271225),(13 52.23704),(14 53.89214),(15 53.40614),(16 53.98047),(17 54.457863),(18 54.404938),(19 55.142014),(20 55.65614),(21 55.54805),(22 55.687614),(23 55.647743),(24 55.980267),(25 55.937614),(26 57.022846),(27 56.5437),(28 57.083626),(29 57.329533),(30 57.475346),(31 57.557667),(32 57.58928),(33 57.71279),(34 58.13505),(35 57.89425),(36 58.35781),(37 58.329174),(38 59.01838),(39 59.571922),(40 59.256474),(41 58.91226),(42 59.071396),(43 59.38127),(44 59.388653),(45 59.8875),(46 60.016792),(47 59.71789),(48 60.213608),(49 60.53441),(50 61.02575),(51 61.064484),(52 61.26369),(53 61.353848),(54 61.87829),(55 61.141132),(56 61.160816),(57 59.945797),(58 60.29072),(59 59.84719),(60 59.945057),(61 60.47288),(62 61.07395),(63 61.268444),(64 62.104076),(65 61.52856),(66 61.613636),(67 61.9775),(68 62.073635),(69 62.25388),(70 62.554047),(71 62.199104),(72 62.02176),(73 62.34801),(74 63.51882),(75 63.24216),(76 63.61527),(77 64.32274),(78 64.466934),(79 65.12217),
