1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 66.28776),(2 76.95091),(3 83.73254),(4 88.60271),(5 93.25179),(6 95.386765),(7 97.55159),(8 98.28528),(9 99.99299),(10 100.739235),(11 101.121124),(12 102.27061),(13 103.81262),(14 103.62809),(15 101.85063),(16 101.65798),(17 101.848015),(18 102.96166),(19 102.729324),(20 104.506386),(21 106.23069),(22 106.44243),(23 106.095604),(24 108.426575),(25 109.79598),(26 110.30221),(27 109.593895),(28 110.74872),(29 111.637085),(30 110.96059),(31 111.27282),(32 112.40654),(33 112.62986),(34 112.48625),(35 112.24047),(36 112.564316),(37 112.47769),(38 113.22135),(39 113.02983),(40 113.989174),(41 113.47279),(42 114.34726),(43 114.78587),(44 115.07576),(45 115.49817),(46 114.32143),(47 112.97196),(48 114.73039),(49 114.90062),(50 115.89402),(51 115.91957),(52 115.4406),(53 115.14207),(54 114.191505),(55 113.47058),(56 113.73501),(57 115.53457),(58 115.06829),(59 115.276634),(60 115.96632),(61 116.492615),(62 116.54495),(63 115.421745),(64 115.626686),(65 114.99396),(66 115.67092),(67 115.368645),(68 115.118286),(69 115.15439),(70 115.29949),(71 116.00072),(72 116.97775),(73 117.66567),(74 117.99358),(75 117.21114),(76 117.97067),(77 118.39998),(78 116.84334),(79 115.76536),
(1 67.07347),(2 78.35804),(3 84.44339),(4 90.06226),(5 94.146484),(6 95.70883),(7 98.12638),(8 98.52901),(9 99.72845),(10 101.8305),(11 102.369896),(12 101.98872),(13 103.94648),(14 104.95347),(15 102.43666),(16 103.214584),(17 102.99716),(18 103.18687),(19 104.89419),(20 104.57844),(21 106.80943),(22 106.99949),(23 106.85834),(24 108.36737),(25 109.62963),(26 109.04145),(27 108.43299),(28 110.32316),(29 111.92035),(30 110.86812),(31 112.4447),(32 114.01285),(33 114.04143),(34 113.42716),(35 113.40581),(36 114.75658),(37 115.17376),(38 115.377304),(39 114.24969),(40 113.87899),(41 114.588585),(42 114.23018),(43 114.98189),(44 115.5634),(45 114.92486),(46 114.87798),(47 114.56884),(48 115.38385),(49 115.18271),(50 115.69659),(51 115.5069),(52 116.27787),(53 116.058784),(54 115.56685),(55 115.58019),(56 114.87579),(57 115.242546),(58 115.53117),(59 115.54477),(60 114.11237),(61 115.05131),(62 114.70497),(63 113.352135),(64 112.97718),(65 113.44384),(66 114.16044),(67 114.11576),(68 114.64734),(69 114.27147),(70 114.202515),(71 116.15182),(72 117.19831),(73 117.82397),(74 118.481094),(75 116.733574),(76 117.30106),(77 117.625114),(78 117.41255),(79 116.37192),
(1 67.13826),(2 78.76323),(3 84.74449),(4 90.11498),(5 93.64503),(6 95.329155),(7 98.153725),(8 98.70578),(9 100.21848),(10 101.63133),(11 103.06495),(12 103.66507),(13 105.65597),(14 105.80216),(15 103.94685),(16 104.15128),(17 104.353615),(18 103.75539),(19 104.377426),(20 104.64626),(21 105.93386),(22 107.0004),(23 108.032196),(24 109.37271),(25 110.48344),(26 111.36016),(27 110.54983),(28 112.117165),(29 112.43841),(30 111.359474),(31 111.94336),(32 112.98297),(33 112.33099),(34 112.590515),(35 112.727806),(36 112.93477),(37 113.35876),(38 113.7406),(39 112.33959),(40 113.95724),(41 113.78344),(42 114.01119),(43 114.18481),(44 114.34076),(45 114.979836),(46 115.63056),(47 114.428925),(48 115.5095),(49 116.14738),(50 116.68574),(51 114.92259),(52 114.5391),(53 115.02121),(54 115.419205),(55 114.624054),(56 115.34154),(57 115.21166),(58 115.43816),(59 115.925674),(60 114.956856),(61 116.20228),(62 116.74709),(63 115.55153),(64 115.497505),(65 115.82179),(66 116.67062),(67 117.76961),(68 117.98938),(69 116.961),(70 116.62618),(71 118.584526),(72 119.318985),(73 119.316696),(74 119.66251),(75 118.400764),(76 119.72264),(77 117.819626),(78 118.024536),(79 118.85966),
(1 65.7366),(2 76.77388),(3 82.33293),(4 88.655525),(5 90.53814),(6 93.09531),(7 95.07737),(8 97.18548),(9 98.15367),(10 98.769394),(11 100.90729),(12 100.61261),(13 103.70097),(14 103.26083),(15 101.42498),(16 102.72747),(17 102.368546),(18 102.21518),(19 102.13486),(20 102.93015),(21 103.868576),(22 104.122345),(23 104.35239),(24 105.962395),(25 107.039566),(26 107.79893),(27 107.261154),(28 109.71907),(29 109.67855),(30 110.14372),(31 109.92552),(32 111.20666),(33 111.52965),(34 112.35177),(35 111.86027),(36 111.703415),(37 112.33093),(38 112.684074),(39 112.00937),(40 112.45714),(41 112.13808),(42 112.29994),(43 113.879814),(44 112.82033),(45 113.62984),(46 112.801926),(47 111.92343),(48 112.907455),(49 113.08993),(50 113.83724),(51 112.55864),(52 114.06985),(53 114.290146),(54 113.33357),(55 112.78825),(56 113.118324),(57 112.730934),(58 113.6795),(59 114.00338),(60 114.132324),(61 113.96744),(62 114.12481),(63 113.88489),(64 114.2241),(65 112.739),(66 114.30631),(67 113.807365),(68 114.41858),(69 113.89286),(70 113.35851),(71 112.70551),(72 115.214005),(73 114.78311),(74 115.39803),(75 113.94118),(76 113.96813),(77 114.61155),(78 113.78253),(79 112.090515),
(1 65.94344),(2 78.34778),(3 83.3877),(4 88.99956),(5 93.242424),(6 96.20165),(7 98.51306),(8 98.85162),(9 99.29389),(10 101.10006),(11 102.28193),(12 101.95221),(13 104.79611),(14 104.135666),(15 103.47138),(16 103.273155),(17 103.74459),(18 103.87588),(19 102.957245),(20 104.11173),(21 104.76001),(22 104.7905),(23 105.78401),(24 108.347725),(25 108.194336),(26 109.2639),(27 108.123436),(28 110.22998),(29 111.66088),(30 110.09945),(31 110.27852),(32 111.0196),(33 111.72339),(34 112.84541),(35 112.64704),(36 112.88465),(37 113.83857),(38 113.55001),(39 112.7329),(40 112.95496),(41 113.299355),(42 113.906334),(43 114.424194),(44 114.529106),(45 114.85513),(46 114.15852),(47 113.72898),(48 115.24408),(49 115.00308),(50 115.08021),(51 114.47638),(52 114.93738),(53 115.10807),(54 114.64972),(55 113.55875),(56 114.10093),(57 114.33089),(58 115.75843),(59 115.11678),(60 116.159424),(61 115.89408),(62 114.947395),(63 113.85306),(64 114.72768),(65 116.09071),(66 116.14313),(67 114.76239),(68 116.11545),(69 114.470245),(70 115.177635),(71 117.245384),(72 117.30727),(73 117.91704),(74 118.582245),(75 118.00786),(76 116.949425),(77 117.357155),(78 116.9329),(79 116.1694),
(1 65.52971),(2 75.63058),(3 81.52771),(4 87.419945),(5 92.88954),(6 95.42182),(7 97.00596),(8 97.65843),(9 99.024635),(10 100.2467),(11 101.52714),(12 101.55165),(13 102.169754),(14 103.162056),(15 101.05976),(16 102.98756),(17 101.70613),(18 102.21595),(19 102.358894),(20 102.86632),(21 103.34725),(22 104.72041),(23 105.029755),(24 106.85617),(25 108.04584),(26 107.91766),(27 106.97616),(28 108.4101),(29 108.92386),(30 108.992966),(31 109.27902),(32 111.30378),(33 111.24793),(34 112.62609),(35 112.674675),(36 112.22479),(37 112.58067),(38 112.73153),(39 112.76725),(40 112.65216),(41 112.71406),(42 113.713165),(43 113.53293),(44 114.40949),(45 115.12917),(46 113.909035),(47 113.43653),(48 114.64845),(49 114.16995),(50 115.43156),(51 113.70633),(52 114.475136),(53 114.79276),(54 113.68885),(55 114.11803),(56 113.139755),(57 113.294136),(58 115.502365),(59 114.85219),(60 115.28839),(61 115.08815),(62 115.187706),(63 113.05755),(64 113.90867),(65 112.903534),(66 113.39745),(67 114.10361),(68 113.31919),(69 114.72378),(70 114.328255),(71 114.80431),(72 116.20748),(73 117.016045),(74 117.6359),(75 116.1878),(76 117.37553),(77 116.91034),(78 115.176315),(79 114.98446),
(1 64.9775),(2 75.77416),(3 81.90374),(4 87.63939),(5 91.86339),(6 93.638664),(7 96.21354),(8 97.2437),(9 98.27652),(10 98.8233),(11 100.78429),(12 101.382805),(13 103.24657),(14 103.39701),(15 102.16775),(16 103.67899),(17 102.903564),(18 103.92882),(19 104.082504),(20 103.90459),(21 104.90399),(22 105.02437),(23 105.76394),(24 107.82176),(25 108.339584),(26 109.10142),(27 108.1709),(28 109.53062),(29 110.00484),(30 109.817444),(31 109.930504),(32 111.03827),(33 111.026855),(34 111.5014),(35 111.56254),(36 112.38894),(37 112.69851),(38 112.760056),(39 111.68223),(40 112.31046),(41 113.05955),(42 114.05979),(43 115.02836),(44 115.93068),(45 115.42317),(46 114.22467),(47 113.91377),(48 114.26787),(49 114.451805),(50 115.02257),(51 114.61875),(52 114.479065),(53 114.31111),(54 113.88637),(55 114.715294),(56 114.15526),(57 112.90642),(58 113.052444),(59 114.02248),(60 113.444336),(61 114.11965),(62 114.645),(63 112.88735),(64 113.14004),(65 112.652084),(66 113.90669),(67 113.47786),(68 113.840744),(69 114.05827),(70 114.719345),(71 114.70194),(72 115.76219),(73 117.07335),(74 115.606186),(75 116.05607),(76 116.241234),(77 115.83262),(78 116.23872),(79 115.39884),
(1 65.418015),(2 76.8058),(3 82.51548),(4 88.34694),(5 91.775154),(6 94.52339),(7 95.92335),(8 97.85919),(9 98.98469),(10 99.0161),(11 99.34268),(12 98.55972),(13 101.95593),(14 102.66856),(15 101.12666),(16 101.35819),(17 100.64657),(18 101.66621),(19 101.272835),(20 102.608086),(21 103.300285),(22 103.68811),(23 103.87452),(24 105.00036),(25 106.616585),(26 107.4301),(27 106.028854),(28 108.76384),(29 108.213936),(30 108.775894),(31 108.69683),(32 110.26312),(33 110.22008),(34 109.8161),(35 109.96804),(36 110.63671),(37 110.130455),(38 111.50475),(39 109.80877),(40 109.54031),(41 111.0625),(42 110.91896),(43 112.84393),(44 112.46375),(45 113.333855),(46 111.26319),(47 111.208664),(48 112.88488),(49 113.13114),(50 113.48558),(51 114.0819),(52 113.07898),(53 113.34517),(54 112.13765),(55 111.90552),(56 113.25169),(57 111.83318),(58 112.940956),(59 113.148415),(60 112.88811),(61 113.552124),(62 113.186745),(63 111.75229),(64 112.6375),(65 113.76843),(66 113.677025),(67 114.67883),(68 113.84288),(69 112.10431),(70 112.70852),(71 113.00808),(72 113.69554),(73 114.58929),(74 114.90019),(75 114.1456),(76 116.07363),(77 114.80552),(78 113.80008),(79 113.499146),
(1 63.205498),(2 73.24105),(3 79.35653),(4 84.912605),(5 89.68279),(6 91.23658),(7 92.84678),(8 94.51249),(9 94.06549),(10 94.131516),(11 96.559616),(12 97.707054),(13 98.26725),(14 99.204475),(15 97.26517),(16 97.506424),(17 97.14203),(18 98.439),(19 98.18323),(20 98.652405),(21 99.59508),(22 99.85602),(23 101.27331),(24 102.640816),(25 104.27888),(26 103.39179),(27 103.4534),(28 104.168915),(29 104.93176),(30 104.66338),(31 105.67767),(32 107.18762),(33 107.313934),(34 106.74414),(35 106.475235),(36 107.3464),(37 107.30763),(38 108.1673),(39 107.5307),(40 107.71204),(41 108.61211),(42 109.08749),(43 109.88171),(44 110.49597),(45 110.065765),(46 109.6086),(47 109.30899),(48 110.31041),(49 110.626884),(50 111.08416),(51 111.69049),(52 112.633835),(53 111.85253),(54 111.63743),(55 110.64528),(56 110.36854),(57 110.17577),(58 110.82333),(59 110.583374),(60 111.030556),(61 111.28438),(62 111.954124),(63 109.71185),(64 110.118286),(65 110.71054),(66 111.44046),(67 111.78553),(68 111.51069),(69 110.901566),(70 111.8313),(71 111.76452),(72 111.95352),(73 111.519585),(74 111.665245),(75 111.280334),(76 111.47712),(77 110.56172),(78 110.30013),(79 108.72891),
(1 62.731888),(2 74.173),(3 80.80143),(4 85.75896),(5 88.91323),(6 91.73765),(7 93.70447),(8 95.652565),(9 95.07589),(10 95.853645),(11 96.914406),(12 97.03322),(13 98.62527),(14 100.25867),(15 98.862526),(16 99.07838),(17 99.78476),(18 98.890526),(19 100.94418),(20 101.458534),(21 102.29437),(22 102.12229),(23 102.187645),(24 104.480125),(25 105.444695),(26 105.7624),(27 103.950035),(28 105.15436),(29 105.74206),(30 106.35349),(31 107.0568),(32 109.101105),(33 109.07096),(34 108.413506),(35 108.83494),(36 109.47411),(37 107.85359),(38 109.03662),(39 108.4282),(40 108.82642),(41 108.358154),(42 109.62826),(43 109.800156),(44 109.141975),(45 110.15327),(46 108.94115),(47 110.07545),(48 109.734505),(49 110.368675),(50 111.7614),(51 111.6118),(52 112.46496),(53 112.19142),(54 111.481064),(55 111.42252),(56 110.848495),(57 110.29414),(58 111.1119),(59 110.58034),(60 112.60189),(61 112.33426),(62 112.414246),(63 111.69652),(64 110.940384),(65 111.02134),(66 110.83714),(67 110.56694),(68 109.97345),(69 110.47492),(70 110.84682),(71 111.7173),(72 111.33457),(73 111.66829),(74 111.490265),(75 112.05436),(76 112.15465),(77 111.73161),(78 112.6569),(79 110.67867),
(1 61.6026),(2 73.16437),(3 78.82514),(4 84.260796),(5 88.11624),(6 89.50843),(7 91.704735),(8 92.81662),(9 93.78386),(10 94.37969),(11 94.57407),(12 96.248375),(13 98.49774),(14 99.02709),(15 96.035255),(16 96.94831),(17 97.376076),(18 97.63692),(19 98.58178),(20 99.8835),(21 100.69396),(22 101.81572),(23 103.15407),(24 104.19247),(25 103.443115),(26 104.71069),(27 104.103386),(28 106.34551),(29 106.51242),(30 106.67777),(31 106.652824),(32 107.38837),(33 108.683754),(34 108.2565),(35 108.244514),(36 108.514046),(37 108.82188),(38 108.34074),(39 107.03308),(40 107.467606),(41 107.289764),(42 108.31662),(43 109.46007),(44 108.75245),(45 110.00786),(46 109.30065),(47 109.25862),(48 109.79097),(49 109.75345),(50 110.75445),(51 110.48013),(52 110.60568),(53 111.48504),(54 110.34787),(55 109.73517),(56 109.86818),(57 109.98398),(58 109.21629),(59 109.99904),(60 111.84095),(61 111.36478),(62 111.84552),(63 110.7068),(64 110.041115),(65 110.1569),(66 109.91564),(67 110.43744),(68 110.90718),(69 111.61681),(70 111.12172),(71 110.98876),(72 112.287834),(73 113.10817),(74 112.96518),(75 113.08322),(76 111.88433),(77 112.259575),(78 112.107445),(79 111.49011),
(1 62.973614),(2 73.459435),(3 78.88923),(4 84.395256),(5 87.60753),(6 89.60805),(7 92.26092),(8 94.20638),(9 97.15815),(10 98.361275),(11 97.62767),(12 98.244286),(13 97.78185),(14 98.744514),(15 97.521),(16 97.70236),(17 98.73784),(18 99.029655),(19 99.1526),(20 100.65786),(21 100.5108),(22 102.566086),(23 103.51488),(24 103.804146),(25 105.098206),(26 105.484985),(27 105.20077),(28 106.84221),(29 107.414566),(30 107.42297),(31 107.02658),(32 107.36562),(33 109.38008),(34 109.31369),(35 108.31352),(36 108.554),(37 108.669754),(38 108.36945),(39 107.80846),(40 108.2525),(41 108.83082),(42 108.45563),(43 110.05771),(44 109.68381),(45 109.42971),(46 108.659645),(47 107.72013),(48 108.694336),(49 109.113045),(50 110.10132),(51 109.53575),(52 109.069664),(53 109.3621),(54 107.39742),(55 107.10389),(56 107.97952),(57 106.682495),(58 107.87675),(59 108.1478),(60 108.55708),(61 109.343765),(62 109.423),(63 108.34502),(64 107.84435),(65 108.36202),(66 107.625755),(67 107.78964),(68 108.33233),(69 109.40731),(70 108.760544),(71 109.591896),(72 110.66215),(73 111.5754),(74 111.427505),(75 110.82525),(76 111.00035),(77 110.30992),(78 110.463715),(79 110.54604),
(1 62.44697),(2 73.5342),(3 78.479004),(4 83.18453),(5 86.96599),(6 90.88321),(7 92.22391),(8 94.35561),(9 95.462944),(10 96.46939),(11 94.665665),(12 95.06991),(13 98.35862),(14 98.66527),(15 98.03973),(16 98.105705),(17 98.89134),(18 99.17762),(19 99.50919),(20 99.609314),(21 100.259415),(22 101.052505),(23 102.06422),(24 102.12219),(25 102.73671),(26 102.77481),(27 103.247536),(28 105.072716),(29 105.13261),(30 104.832375),(31 105.35243),(32 105.98271),(33 106.329765),(34 106.94228),(35 106.164734),(36 107.13517),(37 107.064926),(38 107.16466),(39 107.841385),(40 107.08406),(41 107.96161),(42 107.20627),(43 108.49748),(44 109.005714),(45 108.155624),(46 108.58189),(47 108.65843),(48 109.536575),(49 109.508896),(50 109.29848),(51 109.409546),(52 110.263245),(53 108.75512),(54 110.15314),(55 109.017746),(56 109.221695),(57 109.64267),(58 109.927635),(59 109.338585),(60 109.94955),(61 109.20913),(62 110.24058),(63 108.617455),(64 108.35726),(65 108.16888),(66 108.37013),(67 108.24148),(68 108.485596),(69 109.58233),(70 110.479126),(71 110.24732),(72 111.6263),(73 111.07565),(74 110.56047),(75 109.8656),(76 110.12909),(77 110.38886),(78 109.48086),(79 109.055954),
(1 62.176178),(2 73.059044),(3 79.91286),(4 84.62641),(5 87.88462),(6 91.20094),(7 92.699135),(8 93.786804),(9 93.933495),(10 95.79112),(11 95.753555),(12 96.97321),(13 97.22742),(14 98.074905),(15 96.7581),(16 97.396194),(17 98.268364),(18 98.41689),(19 98.02355),(20 97.61138),(21 98.439926),(22 99.05858),(23 99.23361),(24 100.96374),(25 102.08397),(26 102.57541),(27 101.27387),(28 103.73498),(29 104.47204),(30 105.245514),(31 104.30404),(32 104.693855),(33 105.13795),(34 106.27263),(35 105.66701),(36 106.39397),(37 106.6335),(38 106.153885),(39 106.27668),(40 105.884636),(41 105.889465),(42 105.900925),(43 108.26288),(44 107.45587),(45 107.36738),(46 106.3145),(47 106.67239),(48 106.917366),(49 108.30628),(50 107.91722),(51 108.67114),(52 109.30996),(53 108.093445),(54 108.44859),(55 106.99821),(56 107.06811),(57 107.398994),(58 108.71609),(59 108.2992),(60 108.0695),(61 108.61632),(62 110.19488),(63 107.049416),(64 108.07187),(65 106.99836),(66 108.125565),(67 107.79528),(68 108.23784),(69 108.51294),(70 108.859955),(71 109.87997),(72 110.97635),(73 111.53435),(74 110.98001),(75 110.47951),(76 110.56184),(77 111.223045),(78 110.14752),(79 109.44126),
(1 61.340527),(2 72.075554),(3 78.93741),(4 83.616646),(5 87.014656),(6 91.2052),(7 92.570526),(8 94.12347),(9 95.31803),(10 94.78127),(11 96.927086),(12 96.396996),(13 97.39451),(14 97.21089),(15 96.132996),(16 95.88164),(17 96.33825),(18 96.581566),(19 97.71649),(20 98.188225),(21 98.186646),(22 98.58663),(23 99.49941),(24 100.476715),(25 102.18386),(26 102.86643),(27 102.06765),(28 102.8173),(29 103.56994),(30 104.28628),(31 104.4575),(32 105.75895),(33 105.90205),(34 106.4113),(35 107.0196),(36 106.655785),(37 107.84365),(38 107.62523),(39 106.797844),(40 106.60305),(41 107.95003),(42 107.13114),(43 107.3497),(44 108.993324),(45 108.8567),(46 107.43763),(47 107.65269),(48 109.180565),(49 110.140015),(50 109.762924),(51 110.12746),(52 109.660255),(53 108.57815),(54 108.41779),(55 107.740364),(56 107.14098),(57 106.13932),(58 107.90068),(59 108.73371),(60 109.2774),(61 109.8914),(62 109.26169),(63 108.849976),(64 109.778625),(65 110.40158),(66 108.990746),(67 109.29275),(68 109.192604),(69 109.96593),(70 109.474976),(71 111.42386),(72 111.77928),(73 112.454216),(74 112.05986),(75 112.16891),(76 112.46054),(77 111.85076),(78 112.30693),(79 111.4374),
(1 61.55278),(2 72.5795),(3 78.65481),(4 84.56668),(5 88.285286),(6 90.92962),(7 92.72517),(8 92.67445),(9 94.907005),(10 95.35366),(11 97.31342),(12 97.4055),(13 97.982124),(14 99.48716),(15 97.89004),(16 97.50466),(17 97.94376),(18 98.64758),(19 98.724846),(20 98.6734),(21 99.081474),(22 99.72464),(23 101.028984),(24 102.21946),(25 102.9435),(26 102.812706),(27 102.58535),(28 104.12858),(29 104.66665),(30 104.45442),(31 104.93392),(32 106.71313),(33 107.1355),(34 107.58596),(35 107.77019),(36 108.23781),(37 108.918465),(38 109.56077),(39 108.696815),(40 109.24079),(41 109.014336),(42 108.97135),(43 110.13682),(44 109.69086),(45 110.54679),(46 109.19794),(47 109.15731),(48 109.428604),(49 109.96614),(50 110.67296),(51 110.22542),(52 110.70166),(53 110.591644),(54 109.8599),(55 109.968506),(56 109.0996),(57 109.29029),(58 109.38533),(59 109.87996),(60 109.52137),(61 110.34919),(62 109.308105),(63 108.94442),(64 110.06137),(65 110.60808),(66 110.419624),(67 110.64688),(68 110.815315),(69 110.355316),(70 109.65737),(71 110.173996),(72 111.89286),(73 112.45873),(74 112.00933),(75 112.05679),(76 112.40182),(77 112.43844),(78 111.7601),(79 111.27725),
(1 60.528187),(2 69.860054),(3 74.96922),(4 81.30524),(5 84.82167),(6 87.58336),(7 88.559166),(8 89.08014),(9 90.97706),(10 91.53654),(11 92.556305),(12 92.78683),(13 94.74754),(14 94.99632),(15 93.89307),(16 93.979095),(17 93.42604),(18 94.16488),(19 94.60711),(20 95.13133),(21 95.67279),(22 96.63624),(23 96.69643),(24 98.553024),(25 98.472786),(26 99.74092),(27 98.18426),(28 98.18799),(29 99.13678),(30 99.8489),(31 100.201546),(32 100.946335),(33 101.754524),(34 100.68408),(35 101.2076),(36 101.768974),(37 101.86262),(38 103.125046),(39 102.7581),(40 102.63628),(41 103.861664),(42 103.86098),(43 104.02035),(44 105.68706),(45 104.65488),(46 103.994),(47 104.03275),(48 104.01809),(49 104.33329),(50 105.32345),(51 104.32294),(52 105.13129),(53 104.71733),(54 105.216835),(55 103.879105),(56 104.150215),(57 103.803894),(58 104.97707),(59 104.379105),(60 105.11379),(61 105.08301),(62 105.03341),(63 103.96475),(64 103.658066),(65 103.41939),(66 103.088356),(67 104.38971),(68 104.73107),(69 104.90763),(70 103.63316),(71 104.563705),(72 106.184875),(73 107.262955),(74 107.41197),(75 107.078476),(76 109.019775),(77 107.768974),(78 106.723145),(79 106.09934),
(1 59.384552),(2 69.40283),(3 75.33091),(4 81.60795),(5 84.686104),(6 86.869995),(7 88.47101),(8 90.463036),(9 90.16687),(10 91.28593),(11 91.949005),(12 93.40792),(13 93.701225),(14 94.523026),(15 93.57202),(16 93.00619),(17 94.57794),(18 94.91946),(19 95.15653),(20 95.82022),(21 95.87141),(22 96.19551),(23 97.1346),(24 97.94153),(25 98.3353),(26 98.28912),(27 98.16687),(28 99.18319),(29 99.56085),(30 98.77996),(31 99.3285),(32 100.47045),(33 100.5205),(34 101.286255),(35 101.76893),(36 102.09977),(37 102.08255),(38 102.55184),(39 101.62649),(40 101.70577),(41 102.04959),(42 102.9608),(43 102.75331),(44 103.37717),(45 104.20299),(46 104.0353),(47 103.96568),(48 103.745865),(49 105.68942),(50 106.04315),(51 105.60412),(52 105.711655),(53 106.22208),(54 106.30533),(55 105.379944),(56 105.20409),(57 105.22028),(58 105.873604),(59 105.174355),(60 106.02171),(61 105.16778),(62 106.31813),(63 106.148544),(64 106.42792),(65 106.15181),(66 106.752144),(67 106.74844),(68 106.76073),(69 107.2897),(70 107.23359),(71 107.10011),(72 108.34038),(73 108.96519),(74 108.99232),(75 108.51781),(76 108.57927),(77 107.64785),(78 108.59966),(79 107.541885),
