1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7909.2114),(2 20527.213),(3 39130.13),(4 62116.36),(5 87540.055),(6 115370.9),(7 148986.83),(8 185861.94),(9 228245.55),(10 276815.1),(11 325604.03),(12 371965.34),(13 418002.84),(14 459576.1),(15 495676.47),(16 530067.3),(17 561220.3),(18 583804),(19 605025.75),(20 625412.44),(21 640787.25),(22 652462.56),(23 663093.7),(24 672161.25),(25 684614.5),(26 689317.25),(27 691507.6),(28 699666.3),(29 703005.7),(30 700025.3),(31 706861.7),(32 711982.7),(33 721254.7),(34 730017.7),(35 745534.06),(36 774052.56),(37 812170.8),(38 869063.06),(39 964604.75),(40 1043562.3),(41 1124872.1),(42 1201518.5),(43 1276932.3),(44 1346708.9),(45 1411937.5),(46 1484603.6),(47 1558814.1),(48 1624216),(49 1690280.5),(50 1738061.6),(51 1794267.9),(52 1841576.6),(53 1891714),(54 1940262.4),(55 1989263.6),(56 2019832.4),(57 2056735.1),(58 2069761.6),(59 2091058.5),(60 2092029.6),(61 2090801.5),(62 2080034.9),(63 2077039.6),(64 2069189.4),(65 2070851.4),(66 2063083),(67 2067134.6),(68 2067016),(69 2070673.6),(70 2064389),(71 2070386.6),(72 2078864.4),(73 2105065.5),(74 2142463.8),(75 2199634.8),(76 2245882.8),(77 2294447.5),(78 2342954.3),(79 2403597.8),
(1 81.14974),(2 109.17964),(3 127.89535),(4 139.72551),(5 151.23422),(6 158.11278),(7 167.1853),(8 173.86354),(9 182.03333),(10 187.0503),(11 193.79984),(12 198.9308),(13 206.45712),(14 210.51332),(15 214.88676),(16 217.63892),(17 221.21783),(18 225.16557),(19 227.78435),(20 228.05977),(21 229.71768),(22 233.84863),(23 237.26544),(24 240.00192),(25 242.60461),(26 246.3324),(27 249.83136),(28 254.05328),(29 257.9154),(30 262.72733),(31 265.59113),(32 266.71307),(33 269.94617),(34 272.1049),(35 274.60098),(36 276.11377),(37 278.60852),(38 282.68607),(39 287.92624),(40 291.10156),(41 296.28113),(42 296.83313),(43 297.35312),(44 298.42664),(45 299.45135),(46 300.7141),(47 300.238),(48 300.82965),(49 299.33865),(50 299.18332),(51 298.7056),(52 297.62613),(53 298.68048),(54 299.78363),(55 297.83667),(56 296.32587),(57 296.97165),(58 296.09937),(59 295.10776),(60 294.09634),(61 291.11746),(62 290.59225),(63 288.78906),(64 286.98264),(65 285.37933),(66 284.44757),(67 280.9631),(68 281.54294),(69 280.40112),(70 278.43832),(71 278.11407),(72 276.50095),(73 276.37),(74 275.59665),(75 274.76196),(76 276.7067),(77 275.4256),(78 273.7275),(79 273.61273),
(1 77.68008),(2 103.66411),(3 120.8479),(4 131.70905),(5 143.06674),(6 149.59328),(7 158.84445),(8 166.17697),(9 172.89888),(10 179.64125),(11 187.32018),(12 191.28119),(13 199.38512),(14 204.6915),(15 207.31377),(16 211.70485),(17 215.79681),(18 217.79393),(19 220.44487),(20 222.44635),(21 225.05093),(22 227.20999),(23 232.1419),(24 235.2723),(25 238.55696),(26 243.04565),(27 247.42119),(28 250.09117),(29 252.76247),(30 255.759),(31 260.094),(32 263.69852),(33 266.19952),(34 268.10342),(35 268.60727),(36 270.65866),(37 273.89395),(38 277.9386),(39 283.00818),(40 283.20117),(41 286.9918),(42 287.18616),(43 287.81882),(44 288.8221),(45 290.7575),(46 291.42947),(47 289.1056),(48 288.9884),(49 286.4458),(50 288.00317),(51 288.69873),(52 285.52283),(53 285.9437),(54 286.55307),(55 284.57413),(56 283.6968),(57 286.12265),(58 287.29364),(59 286.35446),(60 288.129),(61 284.9476),(62 282.87717),(63 283.1268),(64 280.8522),(65 283.7866),(66 282.23703),(67 282.3226),(68 282.43887),(69 281.60565),(70 279.92355),(71 278.3499),(72 275.35385),(73 273.1397),(74 271.76044),(75 270.04553),(76 269.60635),(77 266.3746),(78 265.54123),(79 262.61707),
(1 77.570694),(2 104.19),(3 121.3283),(4 133.20692),(5 143.57544),(6 151.95314),(7 159.34932),(8 168.24103),(9 174.19345),(10 180.13235),(11 186.17336),(12 192.02907),(13 199.8494),(14 205.02281),(15 209.39534),(16 212.57225),(17 220.02551),(18 222.0455),(19 225.65837),(20 228.26503),(21 230.76366),(22 235.43163),(23 239.77089),(24 243.41457),(25 247.19043),(26 251.28253),(27 254.6139),(28 256.253),(29 257.71838),(30 259.94205),(31 262.1006),(32 265.15585),(33 269.78735),(34 273.3367),(35 274.5316),(36 276.62164),(37 276.9688),(38 280.27563),(39 284.3721),(40 284.10028),(41 287.7841),(42 290.16626),(43 289.9066),(44 289.9442),(45 292.0216),(46 292.24612),(47 290.89374),(48 289.04007),(49 288.24063),(50 285.47803),(51 285.82477),(52 284.1701),(53 284.80026),(54 286.11298),(55 284.5874),(56 285.63138),(57 286.40182),(58 288.3824),(59 285.16708),(60 286.62857),(61 285.32266),(62 284.7815),(63 286.29614),(64 283.68558),(65 285.16595),(66 282.36768),(67 281.4614),(68 282.16058),(69 282.05722),(70 279.94437),(71 280.74997),(72 276.6566),(73 278.15765),(74 276.0342),(75 274.32324),(76 273.5889),(77 271.0182),(78 268.9156),(79 270.15692),
(1 76.37249),(2 101.55774),(3 119.93543),(4 131.89505),(5 141.31552),(6 147.8691),(7 154.5941),(8 160.46985),(9 165.62758),(10 172.60599),(11 179.9333),(12 185.90723),(13 193.96931),(14 199.65831),(15 205.06538),(16 208.07957),(17 213.28394),(18 215.98721),(19 219.14934),(20 220.93158),(21 224.41466),(22 229.40059),(23 233.14784),(24 235.78453),(25 240.33087),(26 244.1333),(27 248.48184),(28 249.23582),(29 250.9372),(30 252.68163),(31 254.7673),(32 258.56494),(33 261.29953),(34 262.28122),(35 264.42548),(36 266.1295),(37 267.16318),(38 269.20853),(39 273.49503),(40 275.14032),(41 277.86432),(42 278.43927),(43 279.92535),(44 278.91052),(45 279.0971),(46 277.72803),(47 276.85666),(48 276.7927),(49 274.91907),(50 272.5042),(51 274.0569),(52 273.71075),(53 274.4405),(54 275.48743),(55 276.52582),(56 276.73975),(57 277.41113),(58 278.73584),(59 277.1366),(60 276.03616),(61 273.13336),(62 274.8962),(63 276.87628),(64 274.6747),(65 274.2518),(66 273.69342),(67 271.12656),(68 269.76465),(69 268.65012),(70 266.18915),(71 263.77963),(72 261.724),(73 262.3655),(74 259.81525),(75 260.43146),(76 256.21805),(77 253.63976),(78 250.4068),(79 249.40134),
(1 77.72359),(2 104.87552),(3 124.046364),(4 135.92476),(5 146.20023),(6 152.85892),(7 161.28693),(8 168.78232),(9 177.51414),(10 185.18666),(11 194.1355),(12 200.80179),(13 209.04924),(14 215.01375),(15 221.09315),(16 223.9124),(17 226.87328),(18 230.3232),(19 232.07472),(20 234.44579),(21 236.50674),(22 240.00519),(23 243.21442),(24 245.42044),(25 248.4872),(26 251.1457),(27 254.97072),(28 255.23083),(29 256.66708),(30 258.44122),(31 260.72476),(32 265.5473),(33 266.8354),(34 267.3131),(35 269.852),(36 270.71454),(37 272.36908),(38 275.08035),(39 279.88794),(40 281.77533),(41 283.89386),(42 284.92108),(43 285.71204),(44 285.51767),(45 288.1555),(46 287.2719),(47 286.68073),(48 286.66995),(49 285.20132),(50 283.19565),(51 284.85516),(52 283.89786),(53 283.3867),(54 283.08508),(55 284.4558),(56 282.6573),(57 283.59467),(58 282.5736),(59 281.3808),(60 280.3167),(61 279.54654),(62 278.0147),(63 279.36386),(64 278.1863),(65 275.78424),(66 275.5181),(67 273.75208),(68 271.27225),(69 269.48782),(70 266.64508),(71 265.42398),(72 262.49234),(73 262.1274),(74 259.6574),(75 259.2602),(76 257.71307),(77 257.3056),(78 253.88426),(79 252.7603),
(1 77.787346),(2 103.687546),(3 123.32966),(4 135.97618),(5 145.81604),(6 153.08525),(7 160.78291),(8 168.15865),(9 173.6985),(10 180.09033),(11 188.08081),(12 192.25406),(13 199.65118),(14 204.34895),(15 209.10133),(16 212.18204),(17 216.5521),(18 221.19394),(19 225.12454),(20 229.14433),(21 230.19215),(22 232.92699),(23 235.44116),(24 238.12202),(25 242.79187),(26 246.02092),(27 249.59767),(28 248.7056),(29 250.13957),(30 252.05779),(31 253.81195),(32 257.19592),(33 259.55966),(34 261.4486),(35 262.23276),(36 262.51746),(37 267.06845),(38 270.00348),(39 272.09845),(40 274.36377),(41 276.43958),(42 277.73224),(43 279.61627),(44 280.27277),(45 278.39606),(46 279.2381),(47 278.39832),(48 279.94),(49 277.56787),(50 276.68652),(51 278.4959),(52 278.58722),(53 280.45135),(54 278.77374),(55 279.41064),(56 279.70532),(57 281.6264),(58 279.9771),(59 275.9301),(60 276.22076),(61 275.11798),(62 273.89914),(63 274.28375),(64 272.2483),(65 270.42325),(66 269.4382),(67 268.17914),(68 264.7037),(69 261.18732),(70 257.3947),(71 256.88565),(72 254.59157),(73 253.08533),(74 250.93393),(75 251.65828),(76 249.29059),(77 249.20866),(78 248.37326),(79 247.27393),
(1 74.31294),(2 99.20594),(3 117.1398),(4 128.93504),(5 138.92403),(6 145.93372),(7 153.30974),(8 159.56467),(9 165.2077),(10 171.57788),(11 178.47119),(12 183.73251),(13 189.76515),(14 195.13982),(15 197.92091),(16 202.26709),(17 207.09354),(18 211.10335),(19 213.6859),(20 216.67775),(21 218.96458),(22 221.64948),(23 224.4215),(24 228.64502),(25 233.73375),(26 236.39867),(27 240.1763),(28 239.32697),(29 242.15855),(30 243.42139),(31 246.04262),(32 249.39293),(33 250.5863),(34 253.5529),(35 254.66417),(36 257.97964),(37 259.90274),(38 263.89905),(39 266.6718),(40 265.93802),(41 268.27493),(42 269.22366),(43 271.66626),(44 271.95883),(45 272.28647),(46 273.8929),(47 272.79114),(48 273.00217),(49 270.98984),(50 272.42404),(51 272.5035),(52 271.78824),(53 271.41257),(54 271.2232),(55 269.76398),(56 269.29752),(57 268.57623),(58 268.15402),(59 266.9817),(60 268.4413),(61 268.40982),(62 267.59982),(63 267.72458),(64 267.29974),(65 264.90607),(66 263.73303),(67 264.54883),(68 261.8731),(69 259.85117),(70 258.2007),(71 254.8979),(72 251.2816),(73 250.52258),(74 249.42252),(75 246.90773),(76 246.09671),(77 243.72687),(78 242.02689),(79 241.18011),
(1 75.71405),(2 100.749214),(3 118.4221),(4 130.84868),(5 140.63698),(6 149.4137),(7 156.29678),(8 164.41605),(9 170.60658),(10 177.41766),(11 182.92729),(12 189.83543),(13 195.53032),(14 200.60497),(15 205.17223),(16 208.12389),(17 212.19554),(18 215.67882),(19 218.21999),(20 220.98987),(21 223.28802),(22 225.87288),(23 228.92882),(24 232.50677),(25 237.45335),(26 240.50047),(27 243.40659),(28 243.91855),(29 245.43338),(30 246.93938),(31 247.88896),(32 250.59584),(33 252.0939),(34 254.7767),(35 257.06747),(36 261.44128),(37 263.62396),(38 266.2336),(39 269.59952),(40 270.0802),(41 271.54633),(42 272.48267),(43 276.4117),(44 277.10684),(45 277.79596),(46 280.12158),(47 280.6227),(48 279.74814),(49 277.6927),(50 279.63577),(51 280.13885),(52 280.03387),(53 282.3436),(54 281.5823),(55 281.22867),(56 282.2919),(57 282.241),(58 282.38824),(59 283.32446),(60 282.68317),(61 280.4764),(62 280.82468),(63 279.99542),(64 277.0999),(65 275.8518),(66 271.49997),(67 270.07773),(68 265.2587),(69 264.26917),(70 263.5971),(71 261.4508),(72 258.82742),(73 257.87057),(74 255.98502),(75 254.27057),(76 252.03978),(77 248.13763),(78 246.00465),(79 245.69724),
(1 73.29416),(2 100.25133),(3 117.07445),(4 128.27548),(5 138.0171),(6 146.51021),(7 153.37056),(8 160.93954),(9 167.36482),(10 172.9011),(11 179.57037),(12 185.30334),(13 190.71114),(14 195.69475),(15 200.29865),(16 203.98865),(17 207.83052),(18 211.65578),(19 216.55446),(20 217.82172),(21 220.69107),(22 221.98666),(23 224.03012),(24 226.38203),(25 231.08362),(26 234.736),(27 239.10527),(28 242.89404),(29 245.23305),(30 247.68382),(31 249.7593),(32 254.1984),(33 255.94893),(34 258.54086),(35 260.5677),(36 262.15878),(37 264.5205),(38 265.94513),(39 269.75742),(40 268.26416),(41 269.9663),(42 270.0323),(43 272.8093),(44 274.57977),(45 278.44888),(46 279.79324),(47 278.8898),(48 279.37375),(49 277.42764),(50 279.56348),(51 281.10886),(52 280.04114),(53 282.22174),(54 279.81516),(55 280.24576),(56 279.91385),(57 278.41718),(58 278.54962),(59 278.1687),(60 275.15863),(61 273.97574),(62 271.86505),(63 272.04224),(64 268.96048),(65 266.5784),(66 262.0024),(67 259.94376),(68 254.99628),(69 253.04341),(70 250.82866),(71 247.79683),(72 245.52931),(73 245.7164),(74 243.07507),(75 243.11096),(76 240.85739),(77 237.60464),(78 238.5318),(79 238.76295),
(1 73.1322),(2 100.534),(3 118.498604),(4 129.21242),(5 138.65518),(6 146.38536),(7 153.7063),(8 159.25096),(9 165.66281),(10 173.51985),(11 181.4484),(12 189.79086),(13 195.8429),(14 203.12013),(15 207.06758),(16 211.12236),(17 214.30467),(18 220.17181),(19 223.89551),(20 224.3204),(21 226.50949),(22 229.7593),(23 232.45995),(24 234.68343),(25 237.76242),(26 241.49513),(27 245.37027),(28 246.8299),(29 248.43665),(30 251.65031),(31 253.82173),(32 256.01712),(33 257.6238),(34 258.96866),(35 259.76968),(36 261.64594),(37 263.20062),(38 264.03305),(39 265.57004),(40 263.9393),(41 266.11945),(42 266.6838),(43 267.48456),(44 266.1994),(45 268.28873),(46 267.19495),(47 268.40677),(48 267.23654),(49 266.70514),(50 268.0961),(51 268.18985),(52 267.61884),(53 266.45),(54 266.49756),(55 267.1266),(56 269.13214),(57 269.092),(58 270.83975),(59 270.1108),(60 270.2119),(61 269.1238),(62 269.40335),(63 269.3452),(64 264.61743),(65 264.40424),(66 262.0154),(67 262.31052),(68 257.69446),(69 257.28183),(70 254.249),(71 253.1214),(72 250.06113),(73 249.39546),(74 247.86867),(75 248.04063),(76 245.9215),(77 244.86073),(78 243.18095),(79 242.03168),
(1 73.596306),(2 100.76823),(3 119.586525),(4 129.55347),(5 140.90239),(6 148.72412),(7 156.1197),(8 163.63635),(9 171.29637),(10 178.83453),(11 184.15997),(12 189.5047),(13 196.42683),(14 201.69337),(15 205.90233),(16 209.87592),(17 212.36003),(18 218.42946),(19 220.75061),(20 222.86308),(21 225.73328),(22 229.12547),(23 231.6932),(24 233.73656),(25 237.24608),(26 241.18256),(27 244.13443),(28 244.69688),(29 245.82663),(30 246.6664),(31 247.56413),(32 249.66508),(33 250.01202),(34 251.9898),(35 253.58318),(36 255.14087),(37 255.21208),(38 256.37366),(39 258.60153),(40 257.75323),(41 258.5289),(42 259.56976),(43 258.99387),(44 258.0157),(45 257.71976),(46 256.80035),(47 254.83606),(48 252.3269),(49 251.0494),(50 252.59818),(51 251.37578),(52 249.42831),(53 250.19684),(54 249.49251),(55 249.89977),(56 249.98401),(57 249.61168),(58 251.66258),(59 252.07788),(60 252.65088),(61 252.06445),(62 252.59988),(63 252.33974),(64 246.55254),(65 246.56657),(66 244.56245),(67 243.26889),(68 241.47206),(69 239.81406),(70 238.04274),(71 236.52481),(72 236.36542),(73 238.10005),(74 236.98483),(75 236.7633),(76 234.84787),(77 235.37985),(78 236.66487),(79 237.16476),
(1 72.73127),(2 98.60532),(3 115.76576),(4 125.284775),(5 135.72476),(6 142.32133),(7 149.63142),(8 155.9141),(9 163.44095),(10 168.91612),(11 175.03441),(12 180.49957),(13 184.86215),(14 188.88446),(15 193.1878),(16 195.67578),(17 198.01282),(18 201.91133),(19 205.94215),(20 208.29144),(21 211.35634),(22 213.83205),(23 217.7528),(24 221.74796),(25 225.08992),(26 229.65036),(27 232.51917),(28 234.41664),(29 237.03888),(30 239.17328),(31 241.26653),(32 242.80446),(33 243.27867),(34 245.71683),(35 249.06198),(36 251.36768),(37 250.83379),(38 250.88248),(39 253.17152),(40 253.58041),(41 255.05707),(42 256.78705),(43 259.4648),(44 260.67175),(45 260.0193),(46 259.7353),(47 258.5392),(48 258.54663),(49 257.5886),(50 256.422),(51 256.09122),(52 252.72127),(53 253.35646),(54 254.39592),(55 254.2697),(56 255.01292),(57 252.17046),(58 252.96223),(59 252.96483),(60 252.93265),(61 254.14078),(62 255.90181),(63 254.84421),(64 252.62637),(65 253.91536),(66 251.65573),(67 250.89627),(68 252.28804),(69 250.36208),(70 248.59663),(71 245.3914),(72 244.20067),(73 245.93503),(74 245.46812),(75 243.54343),(76 240.25333),(77 239.71161),(78 237.32953),(79 236.8749),
(1 73.203255),(2 99.19424),(3 118.52944),(4 128.5578),(5 139.432),(6 145.40077),(7 152.53589),(8 158.61823),(9 166.43796),(10 171.84303),(11 178.39172),(12 185.52945),(13 190.88301),(14 196.95026),(15 200.30447),(16 203.61397),(17 206.64743),(18 211.9382),(19 216.48729),(20 217.84535),(21 220.16565),(22 222.88358),(23 226.41553),(24 229.43994),(25 234.3251),(26 236.9774),(27 239.37856),(28 240.99469),(29 242.7933),(30 244.38081),(31 245.42201),(32 249.17186),(33 252.55925),(34 253.71945),(35 256.01273),(36 256.2088),(37 257.33752),(38 258.19675),(39 259.3684),(40 259.47647),(41 261.14392),(42 259.68933),(43 260.01157),(44 259.69333),(45 260.75433),(46 260.6084),(47 259.11447),(48 257.9591),(49 257.97748),(50 257.27307),(51 258.25275),(52 257.4169),(53 256.68878),(54 255.46205),(55 254.9986),(56 255.34195),(57 256.47794),(58 257.43817),(59 256.98505),(60 257.6433),(61 256.63885),(62 256.75476),(63 256.02448),(64 254.79623),(65 254.01729),(66 253.0003),(67 251.00592),(68 250.03357),(69 248.36073),(70 246.08963),(71 244.99986),(72 242.79529),(73 242.65129),(74 241.20935),(75 240.29025),(76 239.65125),(77 238.71393),(78 236.69736),(79 237.00626),
(1 71.98393),(2 97.37349),(3 114.11042),(4 125.08275),(5 134.32503),(6 140.33034),(7 147.10315),(8 153.18059),(9 160.72984),(10 165.67932),(11 171.98775),(12 177.95457),(13 184.73341),(14 190.9029),(15 195.8851),(16 200.79622),(17 204.00395),(18 207.67613),(19 210.30032),(20 212.0274),(21 213.55846),(22 217.02507),(23 219.35104),(24 222.0644),(25 225.03444),(26 230.19339),(27 232.23099),(28 234.4582),(29 236.47163),(30 237.70058),(31 238.61063),(32 242.61407),(33 244.95952),(34 246.34132),(35 247.47318),(36 247.7322),(37 247.73566),(38 247.01826),(39 246.45848),(40 246.5959),(41 247.18788),(42 247.00113),(43 248.64713),(44 247.77367),(45 245.9274),(46 245.25177),(47 245.05943),(48 244.15497),(49 243.24416),(50 241.598),(51 242.77213),(52 241.71701),(53 240.87988),(54 240.73703),(55 243.10136),(56 244.68654),(57 245.43463),(58 246.6837),(59 247.87949),(60 248.80196),(61 249.93938),(62 250.63809),(63 250.31813),(64 247.17236),(65 247.54887),(66 246.43303),(67 245.71506),(68 243.93166),(69 242.86629),(70 241.34972),(71 239.78497),(72 238.15782),(73 236.73724),(74 235.0359),(75 233.87251),(76 231.49417),(77 230.43324),(78 229.18803),(79 228.25902),
(1 72.84311),(2 97.23106),(3 114.95719),(4 125.59236),(5 133.65701),(6 140.8884),(7 146.16971),(8 153.81302),(9 161.39604),(10 169.24202),(11 175.7344),(12 182.80774),(13 188.77977),(14 194.78593),(15 200.17888),(16 206.06404),(17 209.24371),(18 212.9354),(19 215.39954),(20 217.96555),(21 219.87856),(22 221.96587),(23 224.85298),(24 228.37424),(25 232.36),(26 236.4295),(27 239.8044),(28 243.40025),(29 246.13898),(30 246.67455),(31 247.94012),(32 251.26881),(33 253.77263),(34 255.67168),(35 255.25233),(36 256.0927),(37 256.5813),(38 257.95593),(39 259.2422),(40 259.61606),(41 261.07047),(42 263.58197),(43 267.02658),(44 267.84555),(45 265.93295),(46 265.62384),(47 265.03735),(48 263.529),(49 261.65875),(50 259.59332),(51 260.6372),(52 259.1758),(53 259.82834),(54 258.75302),(55 258.88892),(56 260.1986),(57 260.95517),(58 259.89648),(59 260.9972),(60 260.3061),(61 258.47388),(62 257.02957),(63 256.96146),(64 253.83556),(65 253.95146),(66 254.0201),(67 252.39621),(68 251.41269),(69 250.94955),(70 247.73155),(71 244.62483),(72 240.77496),(73 239.21985),(74 237.14207),(75 235.8122),(76 235.28505),(77 233.87247),(78 231.81107),(79 233.47215),
(1 71.14825),(2 95.4296),(3 112.37361),(4 124.20718),(5 132.77489),(6 139.15692),(7 146.53749),(8 153.21002),(9 159.33475),(10 166.4413),(11 174.35698),(12 181.50789),(13 188.26399),(14 194.29834),(15 197.82384),(16 202.18428),(17 206.08157),(18 208.28894),(19 212.276),(20 213.5206),(21 214.97395),(22 219.68057),(23 221.99875),(24 224.65526),(25 228.12973),(26 231.33038),(27 234.75542),(28 238.23257),(29 239.76045),(30 242.69217),(31 242.25026),(32 245.39409),(33 247.48135),(34 250.07013),(35 251.29787),(36 252.81534),(37 255.34491),(38 254.9217),(39 257.19617),(40 256.5717),(41 257.8447),(42 257.34857),(43 259.0414),(44 258.6568),(45 257.18234),(46 256.18036),(47 255.75652),(48 254.46358),(49 252.32101),(50 251.25642),(51 253.88968),(52 253.2234),(53 253.19096),(54 254.12581),(55 254.46239),(56 254.3462),(57 253.92067),(58 254.50092),(59 255.06956),(60 254.9729),(61 254.98158),(62 256.9095),(63 257.82977),(64 256.12778),(65 255.09108),(66 254.35434),(67 255.07489),(68 250.85669),(69 250.68944),(70 247.86043),(71 245.4704),(72 242.87906),(73 241.84601),(74 239.64862),(75 238.36195),(76 238.02411),(77 235.391),(78 231.21974),(79 227.21217),
(1 70.55086),(2 93.92448),(3 109.91193),(4 121.930626),(5 132.57378),(6 139.7286),(7 148.43303),(8 155.3395),(9 163.6563),(10 170.65144),(11 177.1556),(12 182.33833),(13 189.37639),(14 194.66016),(15 197.89526),(16 202.83958),(17 206.17401),(18 208.76184),(19 212.83188),(20 214.48828),(21 217.39742),(22 220.94615),(23 224.6297),(24 226.47356),(25 229.69458),(26 232.03317),(27 234.27977),(28 236.01468),(29 236.45424),(30 237.73903),(31 238.802),(32 242.29431),(33 244.88077),(34 245.88358),(35 247.23085),(36 248.69843),(37 249.16156),(38 249.73174),(39 252.79747),(40 252.96184),(41 255.35321),(42 254.29709),(43 256.5818),(44 255.60521),(45 255.50615),(46 253.84926),(47 252.91547),(48 252.61731),(49 252.1302),(50 251.77525),(51 252.1579),(52 251.20532),(53 251.45276),(54 252.32652),(55 252.49149),(56 253.04977),(57 253.52583),(58 254.79234),(59 253.69537),(60 255.39551),(61 254.54977),(62 255.77766),(63 255.08807),(64 253.67102),(65 252.228),(66 250.82813),(67 251.19373),(68 249.66508),(69 247.72827),(70 244.7447),(71 242.38068),(72 239.95319),(73 240.81506),(74 237.23497),(75 235.73283),(76 235.6491),(77 234.53932),(78 232.82048),(79 231.58507),
