1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 133.89395),(2 164.61986),(3 188.52438),(4 204.3055),(5 213.09474),(6 224.22298),(7 232.30396),(8 242.65613),(9 246.28058),(10 249.85349),(11 249.87935),(12 246.92577),(13 242.76697),(14 237.29059),(15 232.45538),(16 234.90851),(17 236.15408),(18 236.15573),(19 238.64021),(20 240.60631),(21 244.37778),(22 245.71855),(23 248.62628),(24 249.88213),(25 252.47865),(26 255.78418),(27 256.3111),(28 258.0536),(29 256.17114),(30 255.36751),(31 255.21815),(32 255.427),(33 255.69398),(34 255.0138),(35 257.22864),(36 257.9374),(37 259.22852),(38 260.7958),(39 261.9931),(40 263.68753),(41 264.17712),(42 261.6879),(43 263.7412),(44 264.48807),(45 265.79834),(46 266.1772),(47 267.2713),(48 267.28268),(49 262.75714),(50 261.53244),(51 260.56656),(52 261.7537),(53 260.0304),(54 257.30292),(55 256.33304),(56 255.09012),(57 257.2817),(58 260.2964),(59 259.82794),(60 259.59058),(61 261.31305),(62 261.3992),(63 263.55518),(64 266.00742),(65 266.21863),(66 265.77283),(67 264.57355),(68 264.41183),(69 264.68512),(70 264.39792),(71 263.40497),(72 262.53766),(73 260.18042),(74 261.06912),(75 262.49857),(76 264.71082),(77 264.76532),(78 266.16022),(79 265.49597),
(1 135.49379),(2 166.28561),(3 187.23615),(4 202.01619),(5 215.16324),(6 226.23058),(7 236.20917),(8 245.27673),(9 250.66609),(10 251.10571),(11 249.74571),(12 247.19556),(13 242.54002),(14 236.10986),(15 234.3643),(16 235.82344),(17 236.35213),(18 238.22025),(19 240.9827),(20 243.74716),(21 247.03427),(22 249.367),(23 254.4559),(24 259.30267),(25 262.19806),(26 264.00638),(27 265.06375),(28 264.4287),(29 263.24603),(30 262.1772),(31 260.66116),(32 258.9012),(33 257.9897),(34 258.88763),(35 260.77853),(36 261.52115),(37 260.85852),(38 262.83817),(39 262.76907),(40 262.35947),(41 266.87653),(42 266.93448),(43 267.05652),(44 270.3762),(45 271.5555),(46 273.66064),(47 274.13232),(48 272.81717),(49 273.38754),(50 269.8049),(51 269.65927),(52 267.89346),(53 268.22205),(54 264.87582),(55 263.59323),(56 262.97336),(57 263.79794),(58 262.8119),(59 262.9143),(60 264.73523),(61 268.05438),(62 272.08032),(63 271.2512),(64 271.7439),(65 272.72842),(66 272.86884),(67 271.48203),(68 268.88394),(69 269.14926),(70 269.1536),(71 268.9617),(72 271.51385),(73 273.2878),(74 274.5381),(75 277.75943),(76 278.4817),(77 283.8106),(78 286.5079),(79 286.53345),
(1 132.4767),(2 162.45528),(3 185.9314),(4 200.99713),(5 212.51958),(6 221.91273),(7 229.90695),(8 237.91402),(9 240.84653),(10 240.98892),(11 239.60281),(12 235.08041),(13 227.83049),(14 220.13785),(15 218.06287),(16 219.98604),(17 220.7378),(18 219.5115),(19 220.56909),(20 222.49883),(21 224.96295),(22 227.18921),(23 230.73969),(24 231.97623),(25 236.1964),(26 236.52226),(27 239.50249),(28 239.46791),(29 237.82164),(30 239.02885),(31 236.73813),(32 236.96725),(33 240.15541),(34 237.42174),(35 238.18146),(36 238.82303),(37 241.2125),(38 242.92374),(39 245.25688),(40 249.00882),(41 250.04819),(42 253.25673),(43 254.884),(44 257.19965),(45 259.36896),(46 259.53345),(47 259.8209),(48 258.86267),(49 258.35214),(50 258.05826),(51 255.87813),(52 255.8187),(53 253.62474),(54 250.47957),(55 248.22006),(56 248.20207),(57 250.4103),(58 250.2886),(59 250.75536),(60 252.79575),(61 251.65977),(62 253.85638),(63 254.54185),(64 256.35016),(65 254.92729),(66 256.57465),(67 255.38135),(68 254.71872),(69 254.55289),(70 256.94604),(71 258.687),(72 257.45844),(73 258.61624),(74 259.16537),(75 259.5552),(76 259.7072),(77 259.97684),(78 261.76404),(79 261.69382),
(1 132.24017),(2 162.53255),(3 182.25366),(4 196.8994),(5 206.62184),(6 216.61734),(7 225.07506),(8 234.90935),(9 236.9272),(10 236.72284),(11 231.60564),(12 228.67354),(13 224.55829),(14 219.38303),(15 218.02231),(16 218.71303),(17 218.13345),(18 219.29688),(19 220.70627),(20 221.11214),(21 222.27917),(22 224.19337),(23 228.78346),(24 230.94556),(25 233.4403),(26 237.77446),(27 238.51921),(28 240.1509),(29 238.69847),(30 237.3515),(31 236.05016),(32 236.81439),(33 235.96248),(34 236.37204),(35 239.18875),(36 240.58467),(37 239.31659),(38 240.27441),(39 242.42372),(40 243.99475),(41 245.73643),(42 247.23344),(43 250.56206),(44 252.19246),(45 251.44012),(46 253.53502),(47 253.13556),(48 255.3162),(49 251.44493),(50 251.93773),(51 252.33057),(52 252.66992),(53 252.66121),(54 251.83606),(55 251.65204),(56 252.33159),(57 252.41301),(58 251.55614),(59 253.20653),(60 253.99623),(61 256.77655),(62 258.50598),(63 259.12598),(64 262.44547),(65 260.15494),(66 261.9101),(67 262.10846),(68 262.77734),(69 261.82434),(70 264.45047),(71 263.9938),(72 261.83154),(73 264.47775),(74 263.61514),(75 263.80658),(76 263.61118),(77 264.9346),(78 267.96912),(79 267.9046),
(1 129.799),(2 159.352),(3 181.81244),(4 195.24301),(5 206.01396),(6 214.06866),(7 222.82013),(8 233.29507),(9 237.09656),(10 238.4007),(11 234.15175),(12 229.11276),(13 225.3428),(14 218.98967),(15 215.05354),(16 212.86612),(17 212.62448),(18 212.44621),(19 211.94049),(20 213.53908),(21 215.93568),(22 220.33594),(23 224.54543),(24 226.57405),(25 231.11783),(26 232.2674),(27 234.20508),(28 233.86282),(29 232.38797),(30 231.80779),(31 232.42145),(32 232.11975),(33 232.5336),(34 231.98459),(35 232.26581),(36 235.05725),(37 236.97696),(38 240.63707),(39 244.71199),(40 246.3161),(41 246.62979),(42 248.37129),(43 250.45657),(44 250.94197),(45 250.66902),(46 250.95456),(47 249.98824),(48 251.55342),(49 248.84592),(50 249.01859),(51 249.25836),(52 248.9187),(53 249.80945),(54 249.92497),(55 248.45058),(56 246.7994),(57 248.99457),(58 248.00702),(59 247.39722),(60 250.97905),(61 252.19708),(62 251.88374),(63 256.48907),(64 253.94798),(65 254.80566),(66 256.00497),(67 255.71054),(68 258.12445),(69 256.79358),(70 255.1376),(71 253.56934),(72 253.47638),(73 254.50644),(74 254.23615),(75 253.01628),(76 252.86714),(77 255.16902),(78 254.79439),(79 257.4166),
(1 126.96966),(2 157.19318),(3 176.86804),(4 189.64531),(5 200.8438),(6 208.62561),(7 215.85933),(8 227.93239),(9 229.07043),(10 229.9049),(11 227.04546),(12 220.534),(13 219.52208),(14 213.69974),(15 210.63724),(16 210.71323),(17 210.1426),(18 207.28796),(19 208.88368),(20 209.11311),(21 211.33696),(22 213.88457),(23 217.40273),(24 217.63138),(25 223.93146),(26 223.63795),(27 223.37132),(28 225.83339),(29 224.74077),(30 227.53473),(31 225.0975),(32 225.12865),(33 223.93253),(34 224.68),(35 228.46364),(36 231.26321),(37 231.68924),(38 235.51016),(39 238.35477),(40 239.5491),(41 238.42644),(42 238.25793),(43 241.96103),(44 244.30301),(45 242.84657),(46 241.86002),(47 243.3226),(48 243.73622),(49 243.30011),(50 242.4536),(51 241.35135),(52 242.02322),(53 242.61302),(54 240.60979),(55 240.0897),(56 240.66676),(57 237.98419),(58 237.28043),(59 238.43584),(60 241.51633),(61 241.6123),(62 241.8808),(63 242.29778),(64 244.25279),(65 245.43994),(66 246.76808),(67 247.46167),(68 250.24759),(69 248.69688),(70 249.34587),(71 246.2833),(72 244.45197),(73 244.36104),(74 245.6035),(75 246.36165),(76 246.8914),(77 248.55952),(78 249.73624),(79 251.21504),
(1 126.45638),(2 156.40018),(3 177.09906),(4 191.74883),(5 201.76755),(6 210.91844),(7 220.09145),(8 228.19124),(9 227.46394),(10 227.24522),(11 225.05905),(12 219.89575),(13 219.5254),(14 215.11217),(15 214.67003),(16 216.2906),(17 218.23799),(18 214.66064),(19 215.46408),(20 215.40076),(21 218.68712),(22 219.27188),(23 223.07253),(24 224.82556),(25 228.52423),(26 230.96982),(27 232.22356),(28 232.16373),(29 229.88734),(30 232.57382),(31 229.7402),(32 228.31993),(33 227.32121),(34 227.90878),(35 229.15395),(36 232.32516),(37 233.75316),(38 233.77078),(39 236.2286),(40 239.79199),(41 243.09204),(42 244.68103),(43 246.00128),(44 246.04546),(45 244.04453),(46 243.13542),(47 242.0266),(48 241.54268),(49 240.70206),(50 242.97928),(51 241.97244),(52 242.56015),(53 243.45035),(54 242.91832),(55 244.53783),(56 244.62738),(57 244.51971),(58 246.31375),(59 246.03809),(60 248.7633),(61 248.78601),(62 247.48448),(63 251.36002),(64 252.78093),(65 255.60204),(66 257.81),(67 258.62805),(68 259.82126),(69 259.1412),(70 258.10745),(71 259.16138),(72 257.25626),(73 257.4883),(74 254.96349),(75 254.6728),(76 252.52797),(77 253.55377),(78 252.93488),(79 253.8088),
(1 126.200096),(2 156.32516),(3 176.52689),(4 190.63121),(5 201.0394),(6 208.69606),(7 217.5997),(8 224.85934),(9 228.13585),(10 227.43372),(11 225.2917),(12 219.18008),(13 216.88017),(14 212.86969),(15 210.71234),(16 210.15053),(17 210.03679),(18 209.09373),(19 208.98395),(20 210.43304),(21 213.85072),(22 213.79335),(23 218.05421),(24 220.03966),(25 223.45604),(26 224.56268),(27 227.42697),(28 230.05962),(29 228.43913),(30 227.63188),(31 224.99657),(32 224.27051),(33 222.99698),(34 222.82974),(35 222.27307),(36 225.0835),(37 225.13348),(38 226.07892),(39 228.00896),(40 230.81212),(41 232.70142),(42 235.49144),(43 235.47185),(44 235.42694),(45 233.96927),(46 234.34319),(47 235.09889),(48 235.1502),(49 233.3116),(50 232.89981),(51 232.66711),(52 236.11316),(53 235.15582),(54 235.92816),(55 235.42436),(56 235.88522),(57 234.24074),(58 234.17468),(59 234.70573),(60 234.28969),(61 235.50864),(62 236.91313),(63 238.89635),(64 240.42218),(65 241.46696),(66 242.80812),(67 242.35188),(68 246.516),(69 246.70505),(70 247.17441),(71 247.19748),(72 246.69196),(73 246.79317),(74 245.315),(75 246.15201),(76 245.12607),(77 243.02478),(78 244.84398),(79 247.79408),
(1 122.305435),(2 150.33617),(3 170.12157),(4 183.78185),(5 191.94644),(6 200.19678),(7 209.34238),(8 218.49446),(9 219.9619),(10 220.8338),(11 219.1533),(12 216.0848),(13 210.834),(14 205.26416),(15 203.20532),(16 207.04204),(17 206.36449),(18 205.82501),(19 205.02649),(20 208.13715),(21 208.6187),(22 211.54262),(23 214.22997),(24 217.91104),(25 216.81564),(26 216.57693),(27 220.57866),(28 221.19452),(29 222.97536),(30 221.0404),(31 219.73608),(32 219.60986),(33 217.35706),(34 217.4745),(35 219.7737),(36 221.84569),(37 222.47342),(38 224.06075),(39 227.32791),(40 229.33223),(41 229.93152),(42 231.43007),(43 235.70467),(44 234.7524),(45 235.2589),(46 235.9424),(47 234.5229),(48 232.21259),(49 231.53027),(50 231.56253),(51 230.02872),(52 230.73112),(53 231.8473),(54 232.68477),(55 232.08003),(56 233.62129),(57 231.0041),(58 229.80876),(59 230.95096),(60 232.31952),(61 232.34793),(62 234.05533),(63 237.24057),(64 237.1596),(65 239.61382),(66 241.61783),(67 240.2315),(68 240.70044),(69 241.33348),(70 240.64119),(71 237.85002),(72 240.0092),(73 238.94023),(74 237.96927),(75 238.05928),(76 235.05334),(77 234.00575),(78 236.49237),(79 235.95395),
(1 121.78265),(2 151.1211),(3 172.77376),(4 185.7183),(5 193.0055),(6 201.44652),(7 208.59198),(8 218.40947),(9 219.8138),(10 218.62042),(11 213.73318),(12 209.95076),(13 207.87584),(14 204.70786),(15 202.23636),(16 202.83852),(17 203.26347),(18 200.92198),(19 200.9328),(20 202.72874),(21 204.802),(22 207.84239),(23 213.7579),(24 212.71405),(25 213.97252),(26 214.33357),(27 215.20949),(28 217.88463),(29 217.7676),(30 218.4283),(31 219.338),(32 218.82849),(33 217.56502),(34 216.69185),(35 220.88046),(36 220.96823),(37 218.36171),(38 220.53154),(39 223.8709),(40 226.29524),(41 227.79854),(42 229.00284),(43 231.50162),(44 228.54211),(45 229.10815),(46 227.96309),(47 226.88785),(48 228.30257),(49 230.07532),(50 233.11522),(51 232.65022),(52 232.92772),(53 231.77655),(54 232.04814),(55 230.80122),(56 231.16504),(57 230.68365),(58 231.7719),(59 231.40714),(60 231.85933),(61 235.00432),(62 238.67528),(63 240.1725),(64 240.2302),(65 241.03831),(66 243.48471),(67 245.58572),(68 247.04684),(69 246.56975),(70 248.13504),(71 247.49066),(72 245.3432),(73 245.73024),(74 246.58046),(75 244.50008),(76 243.65984),(77 244.29982),(78 241.92642),(79 242.92339),
(1 119.692635),(2 148.6414),(3 167.76657),(4 178.65244),(5 188.57254),(6 194.76476),(7 202.95805),(8 209.03987),(9 208.94041),(10 212.72275),(11 211.50424),(12 206.2795),(13 204.35075),(14 199.96536),(15 198.06764),(16 199.61566),(17 199.64705),(18 199.36493),(19 198.61493),(20 199.44969),(21 199.77528),(22 201.4316),(23 202.13252),(24 203.21242),(25 204.71648),(26 207.74911),(27 209.75975),(28 213.83006),(29 213.28355),(30 217.57956),(31 216.1171),(32 212.6552),(33 212.50334),(34 214.07858),(35 214.08174),(36 215.40874),(37 215.11023),(38 215.40761),(39 216.30782),(40 216.47989),(41 219.07315),(42 219.62758),(43 221.45946),(44 225.17296),(45 223.42795),(46 225.32014),(47 225.04008),(48 226.41779),(49 226.39595),(50 227.6546),(51 228.3572),(52 227.89857),(53 230.17494),(54 229.0263),(55 227.08546),(56 226.95204),(57 224.16225),(58 223.8229),(59 223.0009),(60 222.54402),(61 226.63632),(62 227.36852),(63 227.20912),(64 229.71613),(65 228.42352),(66 231.60086),(67 229.1817),(68 230.60747),(69 230.71841),(70 230.25389),(71 230.37561),(72 230.31543),(73 230.86609),(74 230.73077),(75 233.63779),(76 235.20145),(77 234.5492),(78 234.5354),(79 233.63785),
(1 118.214035),(2 147.04758),(3 167.98735),(4 180.20123),(5 188.21387),(6 196.61266),(7 203.93103),(8 209.20392),(9 213.03922),(10 211.62047),(11 209.60677),(12 205.89452),(13 203.17369),(14 199.32434),(15 198.26329),(16 201.93797),(17 199.77066),(18 197.10359),(19 196.00342),(20 199.11249),(21 200.19801),(22 203.31004),(23 206.84732),(24 209.7257),(25 211.41331),(26 215.37646),(27 218.43108),(28 220.17744),(29 220.46098),(30 220.65222),(31 218.44394),(32 213.12105),(33 212.37466),(34 214.13718),(35 214.29709),(36 217.36906),(37 215.30145),(38 216.90778),(39 218.3811),(40 220.05032),(41 222.44926),(42 220.59352),(43 220.3775),(44 221.04396),(45 222.75386),(46 223.76279),(47 224.37433),(48 226.58755),(49 227.28674),(50 227.77896),(51 226.20776),(52 226.3448),(53 226.24106),(54 224.15984),(55 222.04475),(56 223.84279),(57 221.48647),(58 221.0837),(59 220.46912),(60 222.86458),(61 224.08792),(62 223.16826),(63 222.94939),(64 225.60458),(65 228.41156),(66 228.47821),(67 229.09854),(68 232.17226),(69 232.29666),(70 231.97571),(71 232.34102),(72 230.9319),(73 229.59674),(74 227.92053),(75 227.04384),(76 229.45107),(77 228.5222),(78 227.58797),(79 227.80603),
(1 117.49271),(2 147.59969),(3 167.76991),(4 179.78018),(5 189.16817),(6 196.35368),(7 202.24736),(8 207.49812),(9 208.24042),(10 209.9184),(11 206.67638),(12 205.27654),(13 202.04387),(14 198.92912),(15 195.67099),(16 196.47632),(17 195.29729),(18 194.63512),(19 194.84306),(20 192.8853),(21 198.19061),(22 202.13597),(23 206.95784),(24 208.94273),(25 211.74675),(26 216.71568),(27 217.96169),(28 217.05391),(29 217.27745),(30 218.09375),(31 215.34071),(32 210.95546),(33 209.5937),(34 211.58485),(35 213.17924),(36 215.49237),(37 214.66893),(38 218.16393),(39 218.71921),(40 218.96834),(41 221.19751),(42 220.53113),(43 221.47482),(44 224.07704),(45 225.46822),(46 226.06569),(47 226.33055),(48 227.0792),(49 228.58507),(50 230.3249),(51 227.3634),(52 226.70116),(53 226.97105),(54 223.99236),(55 223.3727),(56 221.19849),(57 222.12259),(58 221.61003),(59 222.66942),(60 222.81),(61 226.53632),(62 227.90202),(63 228.33635),(64 230.57399),(65 229.19275),(66 229.80792),(67 229.99731),(68 231.70135),(69 233.27829),(70 232.99402),(71 230.56453),(72 230.7717),(73 229.1576),(74 228.50775),(75 228.59071),(76 228.11394),(77 228.13667),(78 229.94557),(79 228.09431),
(1 114.85815),(2 145.4305),(3 165.79501),(4 177.56631),(5 186.26283),(6 192.46426),(7 198.1256),(8 203.63837),(9 203.4005),(10 202.85205),(11 202.64075),(12 200.46478),(13 197.11835),(14 194.93152),(15 193.32507),(16 194.29851),(17 193.8441),(18 192.54419),(19 191.3759),(20 192.87392),(21 194.82),(22 197.42786),(23 200.70444),(24 202.79442),(25 207.0047),(26 210.64787),(27 214.5501),(28 215.76907),(29 215.42403),(30 213.14407),(31 210.49908),(32 207.12079),(33 205.43045),(34 209.08899),(35 212.7529),(36 215.53763),(37 219.36176),(38 219.67677),(39 220.0683),(40 221.96295),(41 222.87985),(42 220.33803),(43 221.642),(44 221.8826),(45 222.1198),(46 223.9091),(47 223.62596),(48 224.109),(49 224.0469),(50 225.28099),(51 222.25702),(52 219.51344),(53 218.69012),(54 217.6957),(55 218.59753),(56 218.8743),(57 218.17467),(58 218.80356),(59 220.51205),(60 219.42648),(61 222.39822),(62 222.94304),(63 223.51158),(64 225.53983),(65 225.12221),(66 225.29065),(67 223.98103),(68 225.9211),(69 223.98834),(70 225.91702),(71 225.45921),(72 225.32912),(73 225.40312),(74 224.98055),(75 224.11551),(76 223.35933),(77 223.08235),(78 221.76122),(79 222.60393),
(1 114.99817),(2 143.8857),(3 163.34367),(4 177.86716),(5 186.78717),(6 194.93028),(7 200.20905),(8 206.2319),(9 205.39067),(10 205.7853),(11 202.26772),(12 200.0433),(13 199.0761),(14 198.21309),(15 196.73578),(16 198.01166),(17 197.25131),(18 196.13928),(19 195.54512),(20 193.67322),(21 197.15599),(22 199.15897),(23 201.39307),(24 201.93602),(25 206.06451),(26 208.34515),(27 211.99428),(28 212.03842),(29 211.82884),(30 208.39833),(31 206.84436),(32 203.79442),(33 201.79378),(34 203.71916),(35 207.53642),(36 209.52704),(37 209.39888),(38 211.44705),(39 212.89093),(40 213.15575),(41 215.09268),(42 215.06738),(43 214.50612),(44 217.62271),(45 222.36852),(46 225.08073),(47 226.68372),(48 228.12253),(49 226.69548),(50 225.50102),(51 222.5771),(52 223.27617),(53 221.13402),(54 220.21474),(55 219.54175),(56 218.59807),(57 218.97525),(58 219.64017),(59 219.19557),(60 221.9545),(61 223.90005),(62 224.84781),(63 225.25414),(64 226.41736),(65 229.228),(66 230.93288),(67 231.04654),(68 233.62776),(69 234.67032),(70 235.6462),(71 234.0984),(72 231.1577),(73 230.1614),(74 229.19957),(75 228.93983),(76 229.16728),(77 231.09674),(78 231.85861),(79 231.4917),
(1 111.68026),(2 141.90489),(3 161.68245),(4 172.85216),(5 181.22757),(6 188.58276),(7 194.47232),(8 200.97444),(9 202.48819),(10 203.1477),(11 199.5702),(12 199.38463),(13 197.16074),(14 194.70909),(15 191.68083),(16 191.23087),(17 187.28024),(18 186.60349),(19 187.3403),(20 187.61157),(21 188.9357),(22 191.58733),(23 195.18657),(24 197.83241),(25 202.04727),(26 203.77586),(27 206.60454),(28 208.67503),(29 207.9413),(30 207.15588),(31 205.97632),(32 202.90504),(33 199.05005),(34 202.18204),(35 205.63754),(36 205.7786),(37 207.29384),(38 209.87033),(39 212.38309),(40 213.28038),(41 215.14786),(42 215.42828),(43 215.60164),(44 214.86226),(45 216.61305),(46 217.55293),(47 220.55298),(48 219.23492),(49 219.13692),(50 218.42107),(51 217.91997),(52 216.73843),(53 214.96129),(54 214.05647),(55 214.34476),(56 214.15161),(57 214.52805),(58 214.33179),(59 214.36105),(60 214.44344),(61 216.10048),(62 217.22632),(63 218.81906),(64 217.79735),(65 220.27582),(66 220.88254),(67 222.1521),(68 225.87636),(69 226.8954),(70 229.47966),(71 230.13126),(72 228.95105),(73 227.16711),(74 226.03375),(75 224.77817),(76 222.9396),(77 221.36055),(78 220.4554),(79 219.80563),
(1 112.42541),(2 142.80511),(3 163.91046),(4 175.94116),(5 182.95549),(6 191.26393),(7 196.29716),(8 202.8934),(9 203.89842),(10 205.58984),(11 205.73448),(12 204.26793),(13 201.46552),(14 198.49744),(15 195.50371),(16 194.36176),(17 192.55782),(18 191.49382),(19 192.91318),(20 192.10583),(21 195.96114),(22 200.27238),(23 204.63383),(24 206.28874),(25 209.21092),(26 211.34277),(27 211.20148),(28 210.38412),(29 208.29178),(30 207.48672),(31 206.43886),(32 202.16899),(33 203.03288),(34 206.61186),(35 208.9832),(36 210.5792),(37 211.05269),(38 213.67708),(39 214.2409),(40 213.52908),(41 215.16385),(42 215.77158),(43 219.3394),(44 219.82074),(45 221.85863),(46 225.3851),(47 226.79132),(48 226.56874),(49 222.46988),(50 222.47197),(51 219.54076),(52 218.04018),(53 218.51573),(54 219.50061),(55 219.81976),(56 220.47964),(57 217.836),(58 218.17592),(59 218.9454),(60 217.26692),(61 219.3512),(62 221.54471),(63 223.35104),(64 224.27135),(65 225.43413),(66 225.90819),(67 227.09088),(68 228.44926),(69 229.8638),(70 232.09401),(71 233.27063),(72 234.04227),(73 230.64502),(74 229.57907),(75 228.68617),(76 227.27396),(77 225.65016),(78 224.97345),(79 226.47601),
(1 110.72323),(2 140.18364),(3 158.7142),(4 171.59196),(5 179.33452),(6 188.18199),(7 193.50049),(8 199.24152),(9 202.4459),(10 201.35808),(11 201.2266),(12 200.20277),(13 197.52599),(14 196.57457),(15 194.24615),(16 194.66472),(17 193.19362),(18 191.68753),(19 191.1507),(20 191.39136),(21 189.94557),(22 193.70647),(23 197.08823),(24 199.88597),(25 204.87108),(26 206.57587),(27 207.15805),(28 207.9319),(29 205.58469),(30 204.54352),(31 205.56927),(32 202.75526),(33 203.90298),(34 204.71739),(35 207.33794),(36 208.34529),(37 209.00383),(38 210.57692),(39 210.79216),(40 210.93718),(41 211.6972),(42 214.81729),(43 217.14421),(44 218.59438),(45 219.06668),(46 220.5012),(47 221.75584),(48 221.88412),(49 221.6881),(50 220.23776),(51 216.4403),(52 216.91129),(53 216.26524),(54 217.61339),(55 217.90375),(56 218.67986),(57 219.54233),(58 218.68088),(59 220.1706),(60 220.78546),(61 220.53233),(62 221.11856),(63 220.0983),(64 220.73273),(65 222.45819),(66 224.04987),(67 223.65053),(68 227.48799),(69 228.87991),(70 231.78694),(71 230.87337),(72 230.09282),(73 228.5671),(74 227.62523),(75 227.2173),(76 226.95114),(77 228.54903),(78 228.23749),(79 229.09079),
