1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203919.42),(2 562485.2),(3 882198.8),(4 1200133.1),(5 1582555),(6 1952062.1),(7 2259436.8),(8 2516771.8),(9 2739225.8),(10 3129988.8),(11 3495771),(12 3884250),(13 4244400.5),(14 4551337.5),(15 4840519.5),(16 5000094.5),(17 5108614.5),(18 5212156),(19 5323537.5),(20 5541835.5),(21 5705391.5),(22 5794377.5),(23 5936660.5),(24 6139368),(25 6366262.5),(26 6696866),(27 6971364.5),(28 7044243.5),(29 7078231.5),(30 6967235.5),(31 6751065.5),(32 6557044.5),(33 6369568.5),(34 6162994.5),(35 5896548),(36 5642412.5),(37 5586348.5),(38 5685145.5),(39 5605832),(40 5358024.5),(41 5190711),(42 5127028),(43 5095940.5),(44 5081890),(45 5224718.5),(46 5390680),(47 5469081.5),(48 5541716),(49 5728868.5),(50 5949642.5),(51 6123184.5),(52 6283025.5),(53 6391623.5),(54 6351994.5),(55 6389570.5),(56 6444578),(57 6553547.5),(58 6465238),(59 6408038.5),(60 6366084),(61 6554661.5),(62 6735674.5),(63 7012985.5),(64 7314306),(65 7440557.5),(66 7337004),(67 7294863.5),(68 7454207.5),(69 7659403.5),(70 7814478),(71 8050631.5),(72 8170805.5),(73 8279106),(74 8325474.5),(75 8217368),(76 8148937.5),(77 8345715.5),(78 8669792),(79 9033312),
(1 22.436123),(2 24.288193),(3 25.005873),(4 25.065783),(5 25.766209),(6 25.80238),(7 26.039284),(8 26.107428),(9 26.50265),(10 26.566906),(11 26.356764),(12 26.633425),(13 26.555426),(14 26.811445),(15 26.798044),(16 26.527454),(17 27.070417),(18 26.869507),(19 27.088224),(20 26.772602),(21 27.072966),(22 26.543444),(23 26.997347),(24 27.084038),(25 27.302998),(26 27.351065),(27 27.1324),(28 26.796461),(29 26.63697),(30 26.90494),(31 27.111261),(32 26.872942),(33 27.02949),(34 27.329826),(35 27.489594),(36 27.730541),(37 27.77738),(38 27.620928),(39 27.482738),(40 27.543121),(41 27.505621),(42 27.580273),(43 27.745953),(44 27.533665),(45 27.658867),(46 28.336857),(47 28.495394),(48 28.082727),(49 28.828142),(50 28.294182),(51 28.158186),(52 28.160263),(53 28.059244),(54 28.115366),(55 28.151922),(56 28.435678),(57 28.65825),(58 28.918005),(59 28.116388),(60 28.299026),(61 28.109583),(62 27.951534),(63 27.538473),(64 27.609236),(65 27.919552),(66 27.759369),(67 27.809597),(68 27.94553),(69 27.806103),(70 27.835815),(71 28.359524),(72 28.181078),(73 27.701378),(74 27.82615),(75 27.353142),(76 27.385021),(77 27.403927),(78 27.772566),(79 27.877872),
(1 21.767258),(2 23.992954),(3 24.416388),(4 24.825909),(5 25.284977),(6 25.474754),(7 25.903276),(8 25.870815),(9 26.53579),(10 26.52074),(11 26.697851),(12 26.752213),(13 26.75746),(14 26.763569),(15 26.69662),(16 26.567945),(17 27.093054),(18 27.115147),(19 26.859617),(20 26.664747),(21 27.017057),(22 26.826445),(23 27.105694),(24 27.237816),(25 26.97965),(26 27.371603),(27 27.214777),(28 27.181608),(29 27.294666),(30 27.114687),(31 27.181517),(32 27.25858),(33 26.824707),(34 27.270536),(35 27.497667),(36 27.540648),(37 27.658152),(38 27.36277),(39 27.354574),(40 27.127855),(41 27.959885),(42 27.988432),(43 27.746233),(44 27.4573),(45 28.049353),(46 28.077864),(47 28.27167),(48 28.180233),(49 28.277351),(50 27.902483),(51 27.983908),(52 27.969713),(53 27.739246),(54 27.90563),(55 28.190723),(56 27.77391),(57 28.123493),(58 27.92872),(59 27.88061),(60 27.361288),(61 27.34854),(62 27.001442),(63 27.23946),(64 27.216509),(65 27.306393),(66 27.19782),(67 27.394197),(68 27.260723),(69 27.420368),(70 27.377954),(71 27.51703),(72 27.669432),(73 27.23623),(74 27.34897),(75 26.983425),(76 26.757835),(77 27.284641),(78 27.478493),(79 27.253616),
(1 21.300066),(2 23.608425),(3 24.170544),(4 24.675453),(5 24.809982),(6 24.870071),(7 25.476587),(8 25.315502),(9 26.102152),(10 25.6577),(11 25.459303),(12 25.671923),(13 25.783268),(14 26.108727),(15 26.012869),(16 25.967829),(17 26.124577),(18 25.56601),(19 25.964762),(20 25.636633),(21 25.685762),(22 25.980574),(23 26.100513),(24 26.342417),(25 26.268684),(26 26.38049),(27 26.289854),(28 26.003782),(29 26.166187),(30 26.516676),(31 26.548073),(32 26.684082),(33 26.68476),(34 26.47217),(35 26.977924),(36 26.433014),(37 26.779655),(38 26.870384),(39 26.62155),(40 26.670824),(41 26.657778),(42 26.877474),(43 27.180632),(44 27.116804),(45 27.38895),(46 27.043682),(47 26.99122),(48 27.141594),(49 27.402628),(50 27.352755),(51 27.21938),(52 27.109709),(53 27.348028),(54 27.330421),(55 27.220228),(56 27.468674),(57 27.753094),(58 27.488401),(59 27.519583),(60 26.912819),(61 26.773542),(62 26.912266),(63 26.96754),(64 27.045713),(65 27.008364),(66 27.105017),(67 27.156883),(68 26.77672),(69 27.015629),(70 26.951153),(71 27.123436),(72 26.877665),(73 26.951292),(74 27.084475),(75 26.928457),(76 26.836996),(77 27.048384),(78 26.951841),(79 27.119303),
(1 21.894384),(2 23.98278),(3 24.676283),(4 25.085257),(5 25.566984),(6 25.618746),(7 25.733112),(8 25.879372),(9 26.218487),(10 25.997656),(11 26.576614),(12 26.449226),(13 26.447773),(14 26.551626),(15 26.458738),(16 26.600243),(17 26.468096),(18 26.324806),(19 26.518213),(20 26.393158),(21 26.39993),(22 26.575165),(23 26.648201),(24 26.13894),(25 26.666763),(26 26.830812),(27 26.251413),(28 26.076944),(29 26.322329),(30 26.052425),(31 26.508245),(32 26.221357),(33 26.367403),(34 26.218603),(35 26.496376),(36 26.245962),(37 26.864346),(38 26.93476),(39 26.710037),(40 26.756699),(41 27.03253),(42 27.113789),(43 27.011738),(44 27.201437),(45 27.572456),(46 27.656786),(47 27.821112),(48 27.437027),(49 27.668358),(50 27.69458),(51 27.366642),(52 27.380392),(53 27.405563),(54 27.628534),(55 27.51664),(56 27.628914),(57 27.804482),(58 27.649073),(59 27.542397),(60 27.302418),(61 27.2507),(62 26.96901),(63 26.504791),(64 26.79957),(65 26.503628),(66 26.654234),(67 26.835941),(68 27.02015),(69 27.406174),(70 26.930573),(71 27.355999),(72 26.88812),(73 27.261517),(74 27.020296),(75 26.770039),(76 27.003801),(77 26.914991),(78 27.003586),(79 27.255331),
(1 21.215515),(2 23.060867),(3 23.595968),(4 24.028538),(5 24.49695),(6 24.602936),(7 25.215157),(8 25.04656),(9 25.309128),(10 25.127882),(11 25.048475),(12 25.285633),(13 25.521591),(14 25.574972),(15 25.497625),(16 25.641705),(17 25.334932),(18 25.01357),(19 25.400011),(20 25.319572),(21 25.465416),(22 25.420532),(23 25.68599),(24 25.573547),(25 25.352518),(26 25.673279),(27 25.506475),(28 25.448397),(29 25.371674),(30 25.427223),(31 25.716906),(32 25.87288),(33 25.717453),(34 25.544199),(35 25.695158),(36 25.951214),(37 25.8522),(38 26.176317),(39 25.858091),(40 25.99733),(41 26.315767),(42 26.204506),(43 26.337292),(44 26.395071),(45 26.887434),(46 26.9101),(47 26.658775),(48 26.80554),(49 27.07394),(50 26.818285),(51 26.556551),(52 26.785645),(53 26.84755),(54 26.904758),(55 26.951178),(56 27.073072),(57 27.369486),(58 26.960014),(59 26.780699),(60 26.436533),(61 26.642485),(62 26.498047),(63 26.164871),(64 25.833658),(65 26.174004),(66 26.071463),(67 26.145151),(68 26.10187),(69 26.617113),(70 26.058638),(71 26.231672),(72 26.186184),(73 25.948368),(74 25.75663),(75 25.79284),(76 26.037058),(77 26.325155),(78 26.33247),(79 26.27171),
(1 20.866142),(2 22.813763),(3 23.526253),(4 24.058737),(5 24.139704),(6 24.303822),(7 24.947744),(8 25.063894),(9 25.368418),(10 25.47729),(11 25.354292),(12 25.524836),(13 25.926723),(14 25.969109),(15 25.800858),(16 25.71782),(17 25.862768),(18 25.489857),(19 25.851063),(20 25.571833),(21 25.484304),(22 25.55199),(23 25.962788),(24 25.671207),(25 25.797775),(26 25.92047),(27 25.687237),(28 25.598354),(29 25.71751),(30 25.581242),(31 26.122604),(32 25.918962),(33 26.217737),(34 26.192156),(35 26.144644),(36 26.131063),(37 26.443045),(38 26.296085),(39 26.067287),(40 26.32307),(41 26.601748),(42 26.248241),(43 26.491095),(44 26.370821),(45 27.116667),(46 26.876669),(47 27.061127),(48 26.862883),(49 26.830008),(50 26.79597),(51 26.70108),(52 26.613838),(53 26.355188),(54 26.284067),(55 26.55615),(56 27.079264),(57 27.272167),(58 26.97984),(59 26.686733),(60 26.385899),(61 26.172562),(62 26.176262),(63 25.842901),(64 25.843903),(65 25.926409),(66 25.847921),(67 26.00601),(68 25.885744),(69 26.504446),(70 26.156464),(71 26.084974),(72 26.06592),(73 26.018042),(74 25.832588),(75 25.882082),(76 25.858446),(77 25.7252),(78 26.040882),(79 26.33676),
(1 20.779795),(2 22.747118),(3 23.098536),(4 23.747606),(5 24.04677),(6 24.057016),(7 24.531818),(8 24.929539),(9 24.98148),(10 25.055464),(11 24.853682),(12 24.947977),(13 25.274801),(14 25.552776),(15 25.329395),(16 25.49182),(17 24.95489),(18 25.029165),(19 25.253172),(20 24.936298),(21 25.359058),(22 25.590103),(23 25.225485),(24 25.2108),(25 25.477692),(26 25.684097),(27 25.517567),(28 25.426817),(29 25.375233),(30 25.041674),(31 25.691708),(32 25.31036),(33 25.493895),(34 25.368025),(35 25.262884),(36 25.58376),(37 25.81723),(38 25.781528),(39 26.098124),(40 26.037075),(41 25.954002),(42 26.069515),(43 26.607874),(44 26.379496),(45 26.693188),(46 26.253511),(47 26.733393),(48 26.516272),(49 26.852186),(50 26.71648),(51 26.60737),(52 26.339079),(53 26.38573),(54 26.154142),(55 26.275696),(56 26.628393),(57 26.74415),(58 26.76322),(59 26.506504),(60 26.266155),(61 26.279245),(62 25.866095),(63 25.38828),(64 25.155005),(65 25.739399),(66 25.653143),(67 26.170378),(68 25.826294),(69 26.35075),(70 26.074608),(71 26.284185),(72 26.032043),(73 26.074823),(74 25.780714),(75 25.452486),(76 25.462107),(77 25.74681),(78 25.692047),(79 26.049675),
(1 20.662813),(2 22.54787),(3 22.983786),(4 23.543114),(5 24.201828),(6 24.339415),(7 24.419783),(8 24.509047),(9 24.768429),(10 24.792269),(11 24.83028),(12 24.756245),(13 24.936796),(14 24.897234),(15 24.927797),(16 24.51684),(17 24.681036),(18 24.430464),(19 24.759771),(20 24.663542),(21 24.703588),(22 24.77122),(23 24.880539),(24 25.016872),(25 25.208542),(26 25.253666),(27 24.97549),(28 24.767899),(29 24.919928),(30 25.25401),(31 25.628593),(32 25.147501),(33 25.512632),(34 25.19825),(35 25.51715),(36 25.444923),(37 25.819317),(38 25.434689),(39 25.530424),(40 25.503326),(41 25.56898),(42 25.546421),(43 25.813906),(44 25.749454),(45 26.307161),(46 26.08415),(47 26.383755),(48 26.06286),(49 26.64756),(50 26.462145),(51 26.009623),(52 26.27746),(53 26.166388),(54 25.919014),(55 26.465942),(56 26.343159),(57 26.634708),(58 26.422468),(59 26.223932),(60 25.847284),(61 26.009232),(62 25.708694),(63 25.255043),(64 25.244366),(65 25.678432),(66 25.321257),(67 25.930248),(68 25.624187),(69 25.982872),(70 25.632229),(71 25.79087),(72 25.451622),(73 25.330578),(74 25.256458),(75 25.096272),(76 25.35707),(77 25.496332),(78 25.428236),(79 25.97467),
(1 20.333723),(2 22.48365),(3 22.60667),(4 23.073172),(5 23.254225),(6 23.269917),(7 23.861626),(8 23.976929),(9 24.477242),(10 24.111868),(11 24.24223),(12 24.425535),(13 24.836672),(14 24.618984),(15 24.487288),(16 24.681374),(17 24.584595),(18 24.659643),(19 24.758871),(20 24.707638),(21 25.144617),(22 24.68877),(23 24.553331),(24 24.39903),(25 24.71081),(26 24.45333),(27 24.138416),(28 24.379316),(29 24.516657),(30 24.45865),(31 25.143385),(32 24.580914),(33 25.037016),(34 24.712734),(35 24.853355),(36 25.048252),(37 25.309294),(38 25.286037),(39 25.05353),(40 25.158247),(41 25.209597),(42 25.254385),(43 25.471823),(44 25.272213),(45 25.9719),(46 25.93794),(47 25.989592),(48 26.160835),(49 25.972898),(50 26.407423),(51 25.793875),(52 25.722166),(53 25.772821),(54 25.925013),(55 26.106417),(56 25.782246),(57 25.9344),(58 26.053602),(59 26.03333),(60 25.662256),(61 25.640493),(62 25.383537),(63 25.04139),(64 25.180315),(65 25.35155),(66 25.263096),(67 25.373219),(68 25.383137),(69 25.711538),(70 25.672028),(71 25.349285),(72 25.262669),(73 25.666477),(74 25.530859),(75 25.437557),(76 25.606264),(77 25.348589),(78 25.452368),(79 25.838154),
(1 20.145658),(2 22.03037),(3 22.48473),(4 23.124142),(5 23.463644),(6 23.638489),(7 23.68215),(8 23.897837),(9 24.243973),(10 24.244217),(11 24.482246),(12 24.601948),(13 24.903364),(14 24.547306),(15 24.364283),(16 24.662537),(17 24.956913),(18 24.608263),(19 24.613316),(20 24.30829),(21 24.7543),(22 24.424665),(23 24.767881),(24 24.406889),(25 24.674814),(26 24.668407),(27 24.708538),(28 24.583536),(29 24.530603),(30 24.29654),(31 24.921286),(32 24.614513),(33 24.954752),(34 24.685717),(35 24.712076),(36 24.708591),(37 25.320475),(38 24.99262),(39 24.89039),(40 24.753456),(41 25.18453),(42 25.184633),(43 25.353094),(44 25.376553),(45 25.481514),(46 25.662298),(47 25.686789),(48 25.45379),(49 25.807735),(50 25.527737),(51 25.118975),(52 25.255194),(53 25.967018),(54 25.576647),(55 25.226217),(56 25.748417),(57 25.760162),(58 25.65604),(59 25.340714),(60 25.234842),(61 25.374434),(62 25.3051),(63 24.858318),(64 24.939722),(65 24.789532),(66 25.019424),(67 25.219309),(68 25.1088),(69 25.334616),(70 25.381344),(71 25.367334),(72 25.18579),(73 25.428823),(74 25.13129),(75 24.677265),(76 24.991545),(77 24.949883),(78 25.05052),(79 25.11174),
(1 20.288084),(2 21.903992),(3 23.163733),(4 23.215046),(5 23.626057),(6 23.674337),(7 23.84281),(8 24.182283),(9 24.24581),(10 24.11587),(11 24.08326),(12 24.156517),(13 24.549143),(14 24.687473),(15 24.540825),(16 24.51894),(17 24.776915),(18 24.260063),(19 24.332088),(20 24.18303),(21 24.373976),(22 24.137718),(23 24.41095),(24 24.18199),(25 24.597313),(26 24.615252),(27 24.94098),(28 24.47172),(29 24.529316),(30 24.504698),(31 24.686935),(32 24.53194),(33 25.137722),(34 24.950302),(35 25.086405),(36 24.947395),(37 25.18338),(38 24.921112),(39 24.676653),(40 24.555874),(41 24.96593),(42 25.329245),(43 25.234585),(44 25.22651),(45 25.237186),(46 25.466461),(47 25.698906),(48 26.001396),(49 25.942274),(50 25.369389),(51 25.503525),(52 25.433691),(53 26.04227),(54 25.594463),(55 25.900696),(56 26.174017),(57 26.328976),(58 26.254454),(59 25.914354),(60 25.83523),(61 25.326899),(62 25.51506),(63 25.348589),(64 25.531322),(65 25.271248),(66 25.25797),(67 25.561054),(68 25.166195),(69 25.416918),(70 25.462603),(71 25.103565),(72 25.454826),(73 25.28068),(74 25.021511),(75 25.065695),(76 24.8096),(77 24.761772),(78 24.967072),(79 25.268883),
(1 19.91354),(2 21.838097),(3 22.50172),(4 22.87833),(5 23.198935),(6 22.95876),(7 23.325037),(8 23.773853),(9 23.941212),(10 23.51283),(11 24.04951),(12 24.091791),(13 24.546387),(14 24.358501),(15 24.253222),(16 24.283583),(17 24.297848),(18 24.24335),(19 23.912727),(20 24.097483),(21 24.101261),(22 24.290222),(23 24.423904),(24 24.195585),(25 24.483763),(26 24.52155),(27 24.34137),(28 24.483555),(29 24.402102),(30 24.118917),(31 24.598824),(32 24.452),(33 24.599773),(34 24.412363),(35 24.806683),(36 24.790398),(37 24.56867),(38 24.698265),(39 24.412558),(40 24.29342),(41 24.699444),(42 24.708483),(43 25.022606),(44 24.980585),(45 25.204542),(46 25.334932),(47 25.461674),(48 25.52007),(49 25.604618),(50 25.238346),(51 24.894255),(52 24.79605),(53 25.0747),(54 25.176317),(55 25.028831),(56 25.041258),(57 25.214998),(58 25.114384),(59 24.885178),(60 25.228327),(61 24.855703),(62 25.190836),(63 25.053144),(64 24.942856),(65 24.522066),(66 24.941374),(67 24.700657),(68 24.85784),(69 25.080072),(70 24.904194),(71 24.703459),(72 24.933489),(73 24.875671),(74 24.628017),(75 24.572908),(76 24.28113),(77 24.387108),(78 24.563087),(79 24.8418),
(1 19.921793),(2 21.50076),(3 21.851332),(4 22.522936),(5 22.803066),(6 23.02082),(7 23.427794),(8 23.413841),(9 23.99218),(10 23.756054),(11 24.096828),(12 23.912222),(13 24.332329),(14 24.250347),(15 24.03163),(16 23.880537),(17 24.132938),(18 24.3222),(19 24.004988),(20 23.93614),(21 24.06288),(22 23.81764),(23 24.09195),(24 23.66217),(25 24.01753),(26 24.196587),(27 24.325811),(28 23.884417),(29 24.013542),(30 23.828856),(31 23.976082),(32 23.85145),(33 23.988497),(34 23.915901),(35 23.998922),(36 23.87599),(37 24.311152),(38 24.256678),(39 24.322266),(40 24.434433),(41 24.592255),(42 24.408108),(43 24.786877),(44 24.833223),(45 25.028364),(46 24.809587),(47 25.018604),(48 25.159607),(49 25.15595),(50 24.834972),(51 24.814985),(52 24.796879),(53 24.794273),(54 25.026094),(55 25.173708),(56 24.982813),(57 25.028975),(58 25.143032),(59 25.083237),(60 24.84038),(61 24.763054),(62 24.630455),(63 24.018179),(64 24.310705),(65 24.348965),(66 24.420135),(67 24.450466),(68 24.587036),(69 24.777033),(70 25.00987),(71 24.872833),(72 24.349573),(73 24.765326),(74 24.583826),(75 24.2517),(76 24.66631),(77 24.655718),(78 24.885878),(79 24.989164),
(1 20.076237),(2 21.764421),(3 22.265219),(4 23.003653),(5 23.199976),(6 23.603437),(7 23.761852),(8 24.07534),(9 24.599403),(10 24.129107),(11 24.449682),(12 24.260338),(13 24.500734),(14 24.576769),(15 24.531927),(16 23.86387),(17 24.176386),(18 24.414356),(19 24.286415),(20 24.123186),(21 24.407423),(22 24.416885),(23 24.636742),(24 24.429203),(25 24.564209),(26 25.020407),(27 24.707928),(28 24.487843),(29 24.644102),(30 24.456673),(31 24.746075),(32 24.24998),(33 24.851692),(34 24.381887),(35 24.777283),(36 24.819347),(37 25.257517),(38 24.841942),(39 25.000443),(40 24.773342),(41 24.985018),(42 24.80983),(43 25.049812),(44 24.901417),(45 25.220072),(46 25.096087),(47 25.496881),(48 25.3077),(49 25.578566),(50 25.488056),(51 25.274542),(52 25.410797),(53 25.874882),(54 25.433046),(55 26.068642),(56 25.941298),(57 26.186274),(58 26.144434),(59 25.973896),(60 25.720694),(61 25.732489),(62 25.385193),(63 25.206173),(64 25.113167),(65 25.110657),(66 25.12701),(67 25.190243),(68 25.369919),(69 25.40312),(70 25.363544),(71 25.450397),(72 24.962358),(73 25.041761),(74 25.040358),(75 24.586308),(76 24.502686),(77 25.169052),(78 24.89387),(79 25.3207),
(1 19.581583),(2 21.33533),(3 21.990284),(4 22.337296),(5 22.591757),(6 22.642914),(7 22.85665),(8 23.091143),(9 23.60398),(10 23.22176),(11 23.325367),(12 23.455816),(13 23.98023),(14 24.06748),(15 23.95797),(16 23.902931),(17 23.857557),(18 23.507866),(19 23.797441),(20 23.099089),(21 23.679558),(22 23.4669),(23 23.700998),(24 23.671045),(25 23.861477),(26 24.089104),(27 24.1315),(28 23.829592),(29 23.898657),(30 23.766989),(31 24.295675),(32 23.95621),(33 24.228662),(34 24.002743),(35 24.09522),(36 24.279808),(37 24.628836),(38 24.532898),(39 24.308283),(40 24.216286),(41 24.61938),(42 24.316605),(43 24.264868),(44 24.617943),(45 24.784264),(46 24.670235),(47 24.810434),(48 25.07004),(49 24.789108),(50 24.639456),(51 24.483973),(52 24.583117),(53 24.954565),(54 24.41399),(55 25.218197),(56 25.053684),(57 24.963383),(58 25.030407),(59 24.955128),(60 24.443043),(61 24.104973),(62 24.470398),(63 23.913336),(64 24.201649),(65 24.388828),(66 24.274529),(67 24.384409),(68 24.367046),(69 24.64761),(70 24.586912),(71 24.433834),(72 24.362967),(73 24.423532),(74 24.607431),(75 24.267656),(76 24.278069),(77 24.092913),(78 24.518072),(79 24.832224),
(1 19.463326),(2 21.374258),(3 21.99778),(4 22.50986),(5 22.851612),(6 23.184195),(7 23.278072),(8 23.325766),(9 23.561852),(10 23.822533),(11 23.740568),(12 23.393402),(13 23.520235),(14 23.57527),(15 23.718449),(16 23.899755),(17 23.750395),(18 23.754309),(19 23.86051),(20 24.013638),(21 24.012094),(22 24.152792),(23 24.332159),(24 24.233099),(25 24.523342),(26 24.575006),(27 24.43769),(28 24.47138),(29 24.121136),(30 24.151207),(31 24.737526),(32 24.457624),(33 24.417206),(34 24.486036),(35 24.428362),(36 24.49182),(37 24.524786),(38 24.490644),(39 24.108212),(40 24.21847),(41 24.845276),(42 24.442156),(43 24.874071),(44 25.395466),(45 25.495468),(46 25.421804),(47 25.355963),(48 25.330551),(49 25.40673),(50 25.303999),(51 25.354347),(52 25.478455),(53 25.617561),(54 25.66899),(55 25.809643),(56 25.649733),(57 25.533768),(58 25.614603),(59 25.556028),(60 25.080147),(61 25.008375),(62 24.65076),(63 24.665283),(64 24.615875),(65 24.757168),(66 24.466824),(67 24.561075),(68 24.741753),(69 24.767384),(70 25.373705),(71 24.998274),(72 25.203653),(73 25.052235),(74 24.697744),(75 24.56456),(76 24.288845),(77 24.588844),(78 24.905388),(79 24.90065),
(1 19.143148),(2 21.466497),(3 21.66355),(4 21.98943),(5 22.355469),(6 22.58431),(7 22.850574),(8 22.65735),(9 23.0643),(10 23.006975),(11 22.822527),(12 23.280169),(13 23.402962),(14 23.341074),(15 23.564106),(16 23.49577),(17 23.490816),(18 23.392239),(19 23.491714),(20 23.08369),(21 23.52074),(22 23.206083),(23 23.38011),(24 23.617794),(25 23.492376),(26 23.68522),(27 23.799011),(28 23.30408),(29 23.193693),(30 23.258951),(31 23.55708),(32 23.451473),(33 23.56626),(34 23.542948),(35 23.663258),(36 23.687572),(37 24.001293),(38 24.030806),(39 23.68654),(40 23.937708),(41 24.216196),(42 23.962461),(43 23.88978),(44 24.256792),(45 24.722494),(46 24.608564),(47 24.515306),(48 24.611122),(49 24.932013),(50 24.826885),(51 24.952826),(52 24.808931),(53 25.067205),(54 24.703362),(55 24.924149),(56 24.831099),(57 25.152027),(58 25.147804),(59 24.819574),(60 24.317953),(61 24.292458),(62 24.420057),(63 23.99328),(64 23.78231),(65 24.257393),(66 24.088259),(67 24.053757),(68 23.985218),(69 24.13444),(70 24.069887),(71 23.980286),(72 23.862396),(73 23.875343),(74 23.764446),(75 23.622826),(76 23.323227),(77 23.542198),(78 24.185278),(79 24.273401),
