1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 310.50754),(2 358.1857),(3 393.93787),(4 419.85782),(5 440.7667),(6 461.2469),(7 473.6602),(8 497.8298),(9 510.3441),(10 518.0372),(11 526.22345),(12 551.8816),(13 560.6532),(14 574.07916),(15 580.5415),(16 585.9844),(17 597.02246),(18 598.60895),(19 600.0887),(20 608.73627),(21 603.2512),(22 613.249),(23 606.0945),(24 607.5223),(25 604.1265),(26 601.7333),(27 594.42944),(28 595.8881),(29 592.19824),(30 585.28424),(31 579.0767),(32 572.1638),(33 560.85504),(34 547.28925),(35 543.7062),(36 540.68506),(37 539.6239),(38 539.51294),(39 541.6343),(40 537.584),(41 532.50616),(42 538.4527),(43 535.42804),(44 541.5348),(45 550.3701),(46 554.76544),(47 557.1927),(48 564.23834),(49 563.4957),(50 571.4345),(51 577.799),(52 573.4468),(53 577.9329),(54 583.22144),(55 590.9603),(56 590.7405),(57 599.0736),(58 594.3445),(59 595.0801),(60 590.41797),(61 596.93726),(62 591.6496),(63 591.8132),(64 597.2915),(65 595.945),(66 591.2895),(67 585.339),(68 590.92365),(69 586.48114),(70 594.4567),(71 594.1719),(72 603.23987),(73 601.3297),(74 607.1711),(75 605.4687),(76 594.8529),(77 594.8441),(78 591.2027),(79 585.27295),
(1 304.6753),(2 348.6004),(3 376.622),(4 403.7748),(5 425.8078),(6 436.88412),(7 455.8291),(8 470.61472),(9 484.6592),(10 496.82477),(11 500.80975),(12 526.637),(13 530.1433),(14 539.8848),(15 548.62305),(16 548.49664),(17 561.27094),(18 560.87683),(19 560.29724),(20 564.2078),(21 567.1564),(22 574.30365),(23 570.32526),(24 576.1282),(25 577.65533),(26 580.5307),(27 587.31036),(28 585.2178),(29 580.95795),(30 569.6134),(31 570.12006),(32 563.7512),(33 555.27625),(34 547.7361),(35 541.3691),(36 539.2262),(37 534.39905),(38 527.0502),(39 522.25946),(40 521.05994),(41 516.88794),(42 529.27563),(43 521.00226),(44 521.4228),(45 521.5317),(46 526.47095),(47 527.03235),(48 524.70184),(49 522.43317),(50 518.5966),(51 525.4867),(52 530.2597),(53 534.25116),(54 537.6376),(55 539.3734),(56 539.8039),(57 549.9244),(58 548.08264),(59 556.0487),(60 551.3789),(61 553.7087),(62 551.6738),(63 547.78265),(64 550.3244),(65 553.93036),(66 555.31287),(67 558.1893),(68 563.3216),(69 568.44464),(70 571.9257),(71 572.213),(72 581.1493),(73 585.89105),(74 593.9082),(75 589.872),(76 589.79395),(77 589.06964),(78 589.5313),(79 585.1066),
(1 310.36908),(2 354.10727),(3 384.43167),(4 413.75098),(5 440.0299),(6 450.08087),(7 467.05087),(8 482.39886),(9 491.3995),(10 500.54834),(11 510.11087),(12 523.0114),(13 526.11755),(14 530.48566),(15 541.39825),(16 544.28864),(17 549.60114),(18 553.83954),(19 555.0454),(20 550.5909),(21 551.636),(22 551.41077),(23 547.8264),(24 543.36694),(25 544.9321),(26 539.63855),(27 550.7982),(28 539.0407),(29 537.0545),(30 536.29755),(31 536.13007),(32 527.8236),(33 530.28845),(34 520.86536),(35 517.1383),(36 517.6846),(37 518.6404),(38 514.8129),(39 518.6127),(40 518.18506),(41 515.5603),(42 527.29694),(43 525.2848),(44 528.00964),(45 532.58936),(46 532.89545),(47 536.35895),(48 533.64197),(49 539.99133),(50 539.12604),(51 534.4557),(52 536.3405),(53 539.36926),(54 536.8906),(55 540.01483),(56 543.6476),(57 552.37994),(58 553.9793),(59 549.53015),(60 549.7901),(61 551.6557),(62 551.8734),(63 543.145),(64 544.997),(65 546.247),(66 545.5521),(67 550.19836),(68 559.5423),(69 565.57965),(70 565.1397),(71 565.57434),(72 578.7268),(73 575.47046),(74 575.84265),(75 574.5232),(76 576.2145),(77 578.05817),(78 574.74),(79 577.5784),
(1 308.39386),(2 349.44882),(3 377.77765),(4 398.31522),(5 423.092),(6 433.18015),(7 447.74844),(8 457.6648),(9 468.19238),(10 478.2451),(11 487.05838),(12 507.07593),(13 517.64905),(14 525.23505),(15 526.4979),(16 533.1997),(17 536.7988),(18 537.5118),(19 545.44257),(20 544.39545),(21 545.70245),(22 549.9561),(23 547.7852),(24 547.37256),(25 551.0459),(26 554.5902),(27 559.4052),(28 555.8762),(29 547.6598),(30 542.4829),(31 542.2005),(32 544.3408),(33 542.12195),(34 539.5368),(35 531.4716),(36 531.882),(37 532.41766),(38 531.1461),(39 532.8423),(40 536.3156),(41 538.1916),(42 544.1435),(43 545.51776),(44 551.40326),(45 555.5155),(46 554.4154),(47 553.3108),(48 553.4476),(49 554.5753),(50 560.1312),(51 562.96893),(52 556.9645),(53 560.2385),(54 555.5012),(55 552.53534),(56 553.083),(57 564.0622),(58 559.5465),(59 552.4126),(60 557.9525),(61 559.6569),(62 565.57477),(63 559.3049),(64 563.88104),(65 561.4344),(66 563.94885),(67 568.629),(68 567.95374),(69 577.0327),(70 578.0681),(71 576.1044),(72 587.15216),(73 588.9488),(74 594.055),(75 587.12225),(76 587.23724),(77 592.48755),(78 588.4624),(79 584.46466),
(1 292.7085),(2 338.13562),(3 368.56186),(4 395.1331),(5 416.32443),(6 429.9258),(7 448.6625),(8 458.76968),(9 466.09146),(10 481.7378),(11 488.36066),(12 504.6961),(13 514.92896),(14 519.6278),(15 525.8867),(16 532.98645),(17 530.7143),(18 535.3137),(19 537.43964),(20 538.90424),(21 542.8161),(22 546.70715),(23 548.9562),(24 545.2604),(25 551.4379),(26 554.2866),(27 566.6249),(28 559.67487),(29 553.5177),(30 543.45886),(31 536.70044),(32 536.9885),(33 526.1589),(34 524.97577),(35 518.37354),(36 520.3868),(37 519.5332),(38 510.73544),(39 511.10492),(40 510.73947),(41 512.03937),(42 518.4375),(43 515.5267),(44 522.40314),(45 524.0211),(46 530.5781),(47 536.8504),(48 529.5534),(49 533.67303),(50 529.00793),(51 528.4911),(52 528.42426),(53 526.96893),(54 521.04047),(55 521.02747),(56 522.60803),(57 528.662),(58 532.1962),(59 533.165),(60 538.9486),(61 543.0311),(62 553.04407),(63 553.41003),(64 561.17065),(65 564.5803),(66 561.20856),(67 569.2483),(68 568.73444),(69 576.56256),(70 574.9233),(71 571.3681),(72 580.1713),(73 580.33435),(74 589.7544),(75 586.5633),(76 592.1723),(77 586.35626),(78 581.64734),(79 578.23596),
(1 294.83185),(2 336.8124),(3 365.7069),(4 389.343),(5 408.67606),(6 421.8828),(7 431.8712),(8 444.75458),(9 451.80655),(10 463.47562),(11 474.00436),(12 489.66388),(13 501.70618),(14 500.12125),(15 506.80124),(16 513.80176),(17 522.0125),(18 518.53033),(19 522.3016),(20 525.1509),(21 529.2419),(22 526.6214),(23 530.6987),(24 526.97565),(25 531.196),(26 532.61816),(27 544.8193),(28 539.3186),(29 538.8266),(30 536.22565),(31 528.15717),(32 527.22595),(33 515.5787),(34 516.5966),(35 506.36884),(36 505.62088),(37 505.17264),(38 503.58066),(39 506.79773),(40 507.90738),(41 503.52652),(42 509.56583),(43 514.80066),(44 514.03937),(45 517.2641),(46 517.7574),(47 519.4973),(48 517.83203),(49 518.5715),(50 521.38806),(51 522.3928),(52 522.6748),(53 525.9764),(54 525.6791),(55 527.66516),(56 528.87915),(57 537.3043),(58 532.10736),(59 533.33026),(60 534.3258),(61 534.483),(62 534.6174),(63 536.2188),(64 541.3887),(65 540.9024),(66 544.3469),(67 549.57965),(68 548.8386),(69 548.1917),(70 549.99963),(71 546.3365),(72 554.70917),(73 558.9515),(74 562.1259),(75 559.54065),(76 560.67993),(77 555.04596),(78 548.766),(79 544.7064),
(1 287.2728),(2 327.07877),(3 354.9116),(4 375.039),(5 391.42813),(6 404.19934),(7 419.66296),(8 432.37784),(9 446.92236),(10 452.8348),(11 462.2476),(12 481.89636),(13 480.84622),(14 486.95996),(15 493.256),(16 492.94275),(17 505.8256),(18 501.50375),(19 508.10657),(20 506.50214),(21 511.1951),(22 509.77744),(23 513.4379),(24 514.9308),(25 516.3053),(26 510.86746),(27 517.4142),(28 510.8272),(29 512.3848),(30 513.33527),(31 506.27225),(32 506.10767),(33 499.18814),(34 494.4203),(35 489.24512),(36 480.67233),(37 483.02475),(38 483.5753),(39 483.2498),(40 486.65494),(41 484.3459),(42 488.01025),(43 496.41614),(44 495.53995),(45 496.41092),(46 500.67932),(47 503.64343),(48 504.35187),(49 505.19943),(50 503.626),(51 500.70447),(52 504.62003),(53 504.46875),(54 509.53265),(55 506.6689),(56 509.5306),(57 519.7119),(58 515.1889),(59 511.99078),(60 520.41754),(61 521.2538),(62 521.8747),(63 514.6612),(64 517.4643),(65 520.09283),(66 522.3768),(67 524.7692),(68 526.8814),(69 532.5585),(70 533.14606),(71 531.2807),(72 543.9719),(73 539.3284),(74 540.1642),(75 543.901),(76 535.5497),(77 531.04114),(78 530.30096),(79 529.4925),
(1 285.96088),(2 328.42044),(3 354.5287),(4 367.44962),(5 384.78897),(6 405.02032),(7 414.1821),(8 420.72928),(9 425.952),(10 433.45282),(11 444.4396),(12 458.77438),(13 460.09164),(14 461.0736),(15 467.32),(16 479.9852),(17 484.82864),(18 488.22882),(19 494.21783),(20 498.581),(21 498.97394),(22 504.12012),(23 504.42538),(24 507.2538),(25 510.1058),(26 508.66412),(27 518.03253),(28 514.2718),(29 505.91208),(30 509.2675),(31 509.07037),(32 501.8123),(33 499.18912),(34 496.4455),(35 490.37018),(36 488.91156),(37 486.54053),(38 488.2323),(39 485.2441),(40 484.0486),(41 482.8001),(42 492.5528),(43 494.57944),(44 495.05118),(45 496.9338),(46 498.35934),(47 505.25604),(48 500.8475),(49 501.0863),(50 505.35132),(51 505.43167),(52 504.5275),(53 506.09933),(54 502.69507),(55 504.3774),(56 504.03537),(57 512.74426),(58 515.5833),(59 506.35892),(60 510.9553),(61 510.53024),(62 510.06137),(63 507.98853),(64 506.46774),(65 511.3421),(66 520.72943),(67 519.7683),(68 526.11176),(69 530.17065),(70 529.15027),(71 530.0193),(72 536.3811),(73 537.35834),(74 535.8516),(75 534.9018),(76 540.499),(77 542.4063),(78 540.594),(79 538.99475),
(1 284.26855),(2 327.5812),(3 352.87888),(4 372.15518),(5 386.62405),(6 403.15204),(7 408.6729),(8 414.33273),(9 427.63266),(10 433.87805),(11 450.34378),(12 466.0104),(13 478.47128),(14 471.1393),(15 479.56277),(16 478.558),(17 482.14304),(18 486.94226),(19 487.2382),(20 489.39325),(21 491.29852),(22 495.98218),(23 494.15997),(24 501.70114),(25 502.4915),(26 501.72305),(27 513.43445),(28 510.4232),(29 512.1185),(30 510.1717),(31 505.88138),(32 502.18723),(33 498.89523),(34 499.39346),(35 497.7444),(36 493.81097),(37 491.37698),(38 488.99963),(39 483.1847),(40 480.8477),(41 478.6382),(42 485.38538),(43 484.91153),(44 486.72867),(45 495.19247),(46 502.33194),(47 504.00665),(48 506.0128),(49 507.77374),(50 510.9063),(51 511.03644),(52 514.7703),(53 514.3808),(54 510.3158),(55 512.5967),(56 509.35583),(57 520.54767),(58 521.7594),(59 515.614),(60 516.9489),(61 514.3358),(62 521.84436),(63 516.91754),(64 524.01544),(65 520.98157),(66 525.3757),(67 532.26965),(68 535.7897),(69 543.1689),(70 546.1323),(71 548.1905),(72 557.78705),(73 554.591),(74 553.79596),(75 548.11304),(76 555.1212),(77 554.5085),(78 552.1646),(79 550.5166),
(1 277.51825),(2 316.40442),(3 344.69772),(4 368.861),(5 379.2898),(6 392.76767),(7 403.48932),(8 410.90616),(9 418.20493),(10 425.93594),(11 430.42657),(12 441.91095),(13 445.16254),(14 451.59747),(15 457.92603),(16 464.03674),(17 476.13562),(18 476.1186),(19 481.94577),(20 482.3076),(21 485.4938),(22 481.6235),(23 489.67578),(24 489.65134),(25 489.97052),(26 487.68707),(27 498.03262),(28 497.08292),(29 494.30167),(30 491.0338),(31 491.28452),(32 488.4308),(33 483.70682),(34 479.8909),(35 476.34573),(36 473.51462),(37 471.1544),(38 470.19098),(39 462.99756),(40 460.3389),(41 461.76028),(42 476.4285),(43 473.99643),(44 475.25305),(45 478.45953),(46 481.1233),(47 487.93192),(48 487.8869),(49 485.06763),(50 484.5423),(51 483.79715),(52 488.3601),(53 487.3092),(54 483.45932),(55 486.75757),(56 490.29523),(57 494.14685),(58 492.09402),(59 492.44464),(60 489.61813),(61 494.61722),(62 499.29453),(63 500.5162),(64 503.6659),(65 499.9766),(66 503.47003),(67 508.66553),(68 511.04916),(69 516.01807),(70 517.0738),(71 515.2354),(72 521.61316),(73 520.0418),(74 524.4595),(75 518.23035),(76 518.5789),(77 515.6884),(78 508.1458),(79 511.63647),
(1 272.70233),(2 309.38983),(3 342.96988),(4 360.5666),(5 375.68033),(6 387.5459),(7 403.12454),(8 413.24023),(9 416.3726),(10 425.71),(11 435.40372),(12 462.40396),(13 461.67398),(14 464.78928),(15 462.3897),(16 469.44025),(17 473.061),(18 477.71042),(19 478.3335),(20 473.82285),(21 472.164),(22 481.64453),(23 480.90274),(24 477.6008),(25 482.46423),(26 481.03564),(27 480.7048),(28 477.06277),(29 476.09433),(30 479.1829),(31 469.17062),(32 474.53937),(33 463.53177),(34 461.3057),(35 457.2925),(36 457.7867),(37 459.67615),(38 457.84088),(39 451.1867),(40 443.64383),(41 446.17157),(42 453.6061),(43 452.27515),(44 451.35135),(45 458.703),(46 459.95538),(47 463.20425),(48 462.59607),(49 464.61942),(50 475.7559),(51 472.96277),(52 472.76105),(53 474.52118),(54 471.60583),(55 475.2632),(56 476.82147),(57 484.95178),(58 484.33228),(59 485.98386),(60 488.06323),(61 489.71295),(62 489.34598),(63 492.28375),(64 490.41788),(65 494.6104),(66 495.9419),(67 496.88885),(68 497.5451),(69 499.12628),(70 504.9334),(71 503.94223),(72 514.0974),(73 511.27393),(74 513.3195),(75 509.301),(76 510.07175),(77 516.78375),(78 509.56833),(79 508.4518),
(1 269.00177),(2 306.70398),(3 335.48306),(4 355.85754),(5 369.57138),(6 378.38794),(7 390.30234),(8 392.74927),(9 400.49203),(10 407.87485),(11 416.30112),(12 438.255),(13 442.01498),(14 447.31342),(15 455.99402),(16 458.95917),(17 465.9273),(18 464.3123),(19 464.79315),(20 468.57794),(21 471.26852),(22 478.49295),(23 475.226),(24 479.61295),(25 481.35492),(26 478.9461),(27 477.57623),(28 481.5712),(29 485.3331),(30 480.12036),(31 480.52472),(32 484.14584),(33 480.73297),(34 479.34308),(35 479.0167),(36 480.66666),(37 479.0116),(38 482.8588),(39 478.11588),(40 476.61945),(41 478.1631),(42 486.46777),(43 486.7121),(44 490.4309),(45 493.57532),(46 488.77475),(47 500.31998),(48 498.84082),(49 499.6754),(50 497.83536),(51 499.36887),(52 494.41556),(53 496.68256),(54 492.25803),(55 490.93704),(56 493.02832),(57 503.7188),(58 494.80157),(59 493.49332),(60 494.48022),(61 500.85007),(62 507.32898),(63 506.0938),(64 508.80606),(65 511.44104),(66 514.54755),(67 514.9203),(68 518.68964),(69 521.97705),(70 521.89496),(71 517.8926),(72 525.7293),(73 519.4835),(74 525.06104),(75 522.75903),(76 521.5815),(77 524.67017),(78 516.9491),(79 516.7574),
(1 269.38876),(2 308.82562),(3 332.29196),(4 357.29004),(5 367.4323),(6 376.68607),(7 392.58472),(8 398.61188),(9 409.72427),(10 419.4181),(11 428.81506),(12 444.93707),(13 449.8895),(14 458.20236),(15 458.25952),(16 467.02548),(17 478.05554),(18 477.20612),(19 482.1091),(20 484.90945),(21 483.2089),(22 486.76102),(23 484.88907),(24 489.5512),(25 488.5106),(26 493.1819),(27 492.35428),(28 491.7145),(29 495.1223),(30 486.8482),(31 482.70447),(32 480.7642),(33 474.31476),(34 470.5495),(35 471.17712),(36 466.5966),(37 466.2228),(38 462.1103),(39 460.56882),(40 457.53735),(41 455.34616),(42 463.87378),(43 453.30383),(44 454.36462),(45 458.8215),(46 457.96628),(47 458.1045),(48 457.58197),(49 462.474),(50 457.13516),(51 460.0876),(52 463.31662),(53 467.27118),(54 464.04388),(55 463.3643),(56 467.51428),(57 482.77246),(58 480.91718),(59 484.93182),(60 479.0404),(61 484.81256),(62 485.2332),(63 488.29517),(64 488.9956),(65 489.58267),(66 495.47208),(67 501.85526),(68 497.88254),(69 500.35233),(70 497.75333),(71 501.25385),(72 512.2332),(73 504.27707),(74 505.7615),(75 504.95703),(76 509.6865),(77 506.3992),(78 509.4855),(79 505.35254),
(1 262.44492),(2 300.4409),(3 326.7716),(4 348.8083),(5 359.15),(6 372.08472),(7 379.85605),(8 390.229),(9 398.8398),(10 406.71628),(11 407.944),(12 425.00198),(13 431.7466),(14 438.09265),(15 443.65237),(16 448.22867),(17 455.0338),(18 454.58356),(19 460.04153),(20 459.2498),(21 460.73508),(22 466.33157),(23 468.18088),(24 471.35965),(25 475.59097),(26 476.05316),(27 491.52832),(28 482.67),(29 482.96188),(30 479.14038),(31 481.35867),(32 485.19595),(33 478.2723),(34 472.0065),(35 474.05826),(36 469.91086),(37 470.55734),(38 469.96228),(39 464.28833),(40 461.44174),(41 458.53314),(42 464.1875),(43 455.87952),(44 463.14316),(45 462.94928),(46 468.73956),(47 466.45172),(48 472.6684),(49 473.878),(50 480.11234),(51 483.51065),(52 488.5009),(53 484.52478),(54 491.00677),(55 490.82684),(56 487.8812),(57 496.17053),(58 495.97348),(59 500.65692),(60 497.33237),(61 501.61096),(62 503.98108),(63 504.33356),(64 509.3227),(65 506.07065),(66 509.7712),(67 514.15753),(68 514.45605),(69 512.5942),(70 510.39468),(71 510.03802),(72 516.76184),(73 514.1353),(74 519.1068),(75 521.9089),(76 523.02954),(77 518.817),(78 518.2133),(79 515.8685),
(1 257.5207),(2 300.0704),(3 321.40878),(4 341.91614),(5 357.80936),(6 369.81482),(7 380.3321),(8 380.0401),(9 392.92902),(10 400.6149),(11 405.07706),(12 425.255),(13 429.43854),(14 435.89362),(15 434.81262),(16 437.52063),(17 441.1906),(18 445.25363),(19 446.79892),(20 448.79367),(21 452.36542),(22 452.71448),(23 449.5518),(24 452.9336),(25 453.97784),(26 453.1682),(27 461.15353),(28 455.56116),(29 456.27063),(30 453.41962),(31 454.81406),(32 448.63452),(33 445.38342),(34 447.1284),(35 442.78244),(36 436.3742),(37 434.89075),(38 436.28604),(39 430.72925),(40 427.1673),(41 429.02142),(42 432.16162),(43 430.51074),(44 426.92996),(45 432.51285),(46 434.02948),(47 436.8492),(48 440.69),(49 437.8433),(50 444.43542),(51 437.67532),(52 443.4401),(53 446.64932),(54 445.05518),(55 445.89865),(56 446.3448),(57 463.3937),(58 460.0258),(59 464.50555),(60 467.01498),(61 468.53714),(62 471.74548),(63 472.1497),(64 479.0209),(65 479.3054),(66 484.54587),(67 483.42044),(68 488.0421),(69 490.82675),(70 488.71234),(71 490.1816),(72 493.3552),(73 489.19955),(74 488.61288),(75 481.64435),(76 483.81287),(77 480.79343),(78 480.8388),(79 479.13156),
(1 260.22357),(2 299.62378),(3 327.66376),(4 346.55435),(5 358.43253),(6 370.8958),(7 382.08188),(8 393.7305),(9 401.03876),(10 413.4539),(11 411.44302),(12 431.60767),(13 433.6135),(14 441.559),(15 448.01202),(16 450.4723),(17 451.47018),(18 456.92294),(19 465.51712),(20 467.02536),(21 464.0759),(22 464.48553),(23 464.97183),(24 468.88492),(25 467.18686),(26 466.465),(27 467.24365),(28 467.323),(29 463.20383),(30 461.9632),(31 458.63177),(32 456.78757),(33 454.52246),(34 450.31668),(35 447.98178),(36 446.55133),(37 444.2689),(38 447.65192),(39 445.17554),(40 441.59518),(41 439.23642),(42 441.32626),(43 441.67358),(44 442.60086),(45 441.5299),(46 443.37646),(47 448.56503),(48 444.84454),(49 445.82324),(50 449.47748),(51 452.2953),(52 455.21622),(53 453.3303),(54 456.70508),(55 450.60483),(56 453.033),(57 466.6885),(58 462.73486),(59 466.10822),(60 467.79233),(61 464.64835),(62 474.91367),(63 475.16373),(64 476.9931),(65 476.60168),(66 479.7739),(67 482.17697),(68 486.275),(69 490.65244),(70 491.02103),(71 495.5499),(72 498.68802),(73 504.75476),(74 506.01584),(75 501.83136),(76 500.8766),(77 503.74973),(78 503.44745),(79 503.56345),
(1 255.87158),(2 290.2216),(3 311.50763),(4 333.42938),(5 347.25497),(6 353.10593),(7 365.47742),(8 376.93686),(9 384.129),(10 392.9362),(11 397.28708),(12 414.5292),(13 414.58203),(14 422.91742),(15 421.79068),(16 421.74567),(17 431.2544),(18 430.13248),(19 432.46524),(20 430.4363),(21 434.8451),(22 438.8136),(23 440.69565),(24 444.12375),(25 444.44403),(26 444.25574),(27 446.42578),(28 445.77325),(29 444.48755),(30 444.2285),(31 441.01483),(32 439.6775),(33 434.61905),(34 433.54486),(35 429.79626),(36 430.40137),(37 426.50867),(38 428.86005),(39 425.20886),(40 431.15335),(41 430.26434),(42 434.33203),(43 432.6242),(44 429.4454),(45 436.17932),(46 434.69974),(47 437.17438),(48 434.811),(49 439.2901),(50 440.96207),(51 438.4772),(52 439.75113),(53 436.90375),(54 435.31396),(55 431.06204),(56 431.0832),(57 436.05005),(58 441.43637),(59 439.7016),(60 443.8612),(61 444.66248),(62 446.7246),(63 448.25803),(64 451.90134),(65 447.30396),(66 452.4444),(67 455.79587),(68 457.1653),(69 457.7744),(70 456.6112),(71 464.69922),(72 471.08105),(73 475.71008),(74 474.16388),(75 473.32446),(76 475.70248),(77 478.18304),(78 477.3152),(79 482.23175),
(1 255.7691),(2 297.61954),(3 317.10843),(4 337.04507),(5 349.2932),(6 363.62982),(7 373.2994),(8 382.09433),(9 389.59024),(10 396.4341),(11 400.64673),(12 414.68857),(13 416.69855),(14 428.72076),(15 434.84915),(16 433.62607),(17 440.5469),(18 441.32922),(19 443.05786),(20 443.7784),(21 451.11453),(22 452.24033),(23 451.9701),(24 452.953),(25 447.85403),(26 451.5789),(27 453.38953),(28 454.98676),(29 451.3806),(30 451.54697),(31 451.38248),(32 447.08447),(33 445.0429),(34 444.3685),(35 440.31668),(36 441.7935),(37 440.9096),(38 446.42413),(39 443.20474),(40 448.0858),(41 445.44016),(42 447.1272),(43 443.03833),(44 441.02457),(45 443.2459),(46 441.2829),(47 440.63904),(48 441.91504),(49 444.05084),(50 447.81027),(51 450.82632),(52 455.0956),(53 455.10522),(54 453.9656),(55 450.22644),(56 450.08606),(57 459.58643),(58 454.88345),(59 454.5821),(60 453.86234),(61 455.96164),(62 457.05646),(63 454.96115),(64 454.64294),(65 452.83627),(66 451.60208),(67 449.71243),(68 448.09653),(69 452.85052),(70 456.48798),(71 462.91748),(72 476.15375),(73 479.69562),(74 478.04572),(75 482.81876),(76 480.66922),(77 484.23093),(78 477.8212),(79 481.15485),
