1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 108875.914),(2 194840.77),(3 183872.92),(4 187562.34),(5 212628),(6 252728.95),(7 287347.66),(8 294981.34),(9 304286.63),(10 319733.4),(11 333207.25),(12 331356.28),(13 327107.4),(14 336212.97),(15 345456.75),(16 350299.66),(17 340081),(18 336795.3),(19 352544.22),(20 367038.2),(21 376906.03),(22 379331.38),(23 385434.38),(24 393223.06),(25 405932.38),(26 418663.4),(27 434085.47),(28 434428.8),(29 423841.16),(30 416168.66),(31 418120.53),(32 420703.25),(33 417667.44),(34 405550.6),(35 395569.25),(36 393597.78),(37 385929.9),(38 379945.2),(39 371774.56),(40 360853.25),(41 358763.66),(42 364599.44),(43 360609.5),(44 364165.66),(45 358906.38),(46 359270.88),(47 373108.53),(48 377763.6),(49 376096.8),(50 379893.28),(51 383197.53),(52 382850.25),(53 381536.13),(54 379655.1),(55 378426.94),(56 377156.9),(57 373038.63),(58 375365.03),(59 373714.4),(60 362213.34),(61 355503.9),(62 340763.13),(63 328969.06),(64 316658.3),(65 302316),(66 296285.78),(67 286749.63),(68 288910.56),(69 296688.53),(70 295551),(71 301884.6),(72 314492.8),(73 319614.03),(74 326915.53),(75 333072.28),(76 339354.2),(77 347382.72),(78 354447.16),(79 358324.9),
(1 107522.125),(2 185630.84),(3 173442.13),(4 182552.02),(5 205723.33),(6 243144.67),(7 281236.75),(8 291887.56),(9 301164.3),(10 318447.2),(11 332255.1),(12 337460.75),(13 336446.38),(14 340498.94),(15 350488.03),(16 365305.9),(17 356724.56),(18 353834.9),(19 368319.25),(20 384300.9),(21 395836.7),(22 400584.9),(23 404706.38),(24 403351.34),(25 406278.72),(26 415763.9),(27 431156.38),(28 431380.84),(29 418015.03),(30 408193.72),(31 411073.8),(32 417020.5),(33 412153.47),(34 399725.1),(35 394712.22),(36 394190.66),(37 388569.1),(38 386116.25),(39 377813.88),(40 366940.97),(41 362946.25),(42 365869.4),(43 360423.4),(44 358710.56),(45 350513.56),(46 351226.9),(47 361586.88),(48 369535.3),(49 373786.03),(50 375475.5),(51 373607.47),(52 375621.22),(53 373717.4),(54 360584.88),(55 355246.94),(56 352586.97),(57 349346.44),(58 347060.5),(59 338442.78),(60 336398.38),(61 327043.6),(62 320051.53),(63 313662.9),(64 305132.06),(65 297756.72),(66 297477.78),(67 295663.06),(68 297692.28),(69 304829.1),(70 308532.2),(71 314187.6),(72 324667.47),(73 332926.97),(74 340516.72),(75 344685.47),(76 350315.7),(77 360975.7),(78 368672.3),(79 375745.44),
(1 110153.77),(2 185351.25),(3 170110.3),(4 177838.88),(5 200226),(6 240338.48),(7 275142.22),(8 285043.53),(9 296496.2),(10 314057.97),(11 331082.16),(12 336228.06),(13 332031.4),(14 335351.06),(15 341423.06),(16 350034.03),(17 348025.22),(18 339612.06),(19 345418.1),(20 360240.03),(21 369709),(22 373043.03),(23 376061.97),(24 372415.47),(25 368997.66),(26 376102.13),(27 388621.75),(28 388052.22),(29 377430.44),(30 367634.9),(31 368483.8),(32 373746.9),(33 367295.5),(34 358343.16),(35 353198.47),(36 349713.94),(37 350601.78),(38 350954.06),(39 346050.84),(40 337076.34),(41 332663.44),(42 337343.28),(43 335128.7),(44 333907.94),(45 327327.03),(46 327632.1),(47 339433.53),(48 346560.47),(49 349222.34),(50 354594.56),(51 355570.88),(52 359916.16),(53 365548.6),(54 366203),(55 362002.88),(56 356492.22),(57 348030),(58 344618.06),(59 331159.84),(60 316114.5),(61 312861.44),(62 298685.53),(63 293115.1),(64 286096.47),(65 274347.7),(66 274880.4),(67 276983.2),(68 278793.63),(69 286134.3),(70 289577.47),(71 294831.28),(72 305913),(73 314964.16),(74 322040.7),(75 334867.1),(76 341463.28),(77 349896.06),(78 363022.47),(79 374517.47),
(1 112827.66),(2 186391.19),(3 171827.5),(4 184774.72),(5 210657.06),(6 249666.84),(7 286587.53),(8 299731.4),(9 312574.6),(10 330623.97),(11 345036.1),(12 357162.6),(13 357839.28),(14 354469.13),(15 359851.25),(16 369873.25),(17 362081.72),(18 358875.7),(19 362886.66),(20 368894.84),(21 377910.28),(22 381170.34),(23 386220.63),(24 387674.66),(25 385715),(26 380643.34),(27 391774.75),(28 394764.38),(29 384757.94),(30 373446.25),(31 371737.47),(32 379734.4),(33 380999.75),(34 374354.56),(35 367174.13),(36 362408.13),(37 355151.44),(38 356177.72),(39 354033.94),(40 346736.88),(41 344201.88),(42 347762.16),(43 352260.06),(44 353705.8),(45 354162.88),(46 362364.1),(47 374644.28),(48 386617.7),(49 392271.5),(50 398349),(51 401689.4),(52 406829.2),(53 414039.44),(54 417252.44),(55 410079.13),(56 402167.13),(57 395790.44),(58 396243.6),(59 390462.47),(60 369633.8),(61 358442.94),(62 342120),(63 323154.28),(64 309706.97),(65 292389.03),(66 287747.84),(67 289226.1),(68 291086.22),(69 294657.63),(70 297876.7),(71 299530.06),(72 300900.75),(73 311930.97),(74 317374.97),(75 325204.13),(76 331799.25),(77 344202.88),(78 358273.16),(79 370265.56),
(1 106950.15),(2 175552.31),(3 167746.4),(4 181103.72),(5 202543.5),(6 240784.19),(7 277300.4),(8 291534.78),(9 304105.97),(10 311457.44),(11 324421.78),(12 334689.25),(13 329593.84),(14 329561.6),(15 333305.22),(16 341939.1),(17 335505.63),(18 329008.13),(19 336192.5),(20 344610.13),(21 351397.1),(22 347055.66),(23 348592.03),(24 355163.4),(25 359058.25),(26 355469.97),(27 360762.13),(28 363432.16),(29 355092.72),(30 345770.3),(31 344364.9),(32 347695),(33 340975.47),(34 335418.22),(35 332539.4),(36 327554.75),(37 317052.8),(38 315607),(39 316470.72),(40 308290.16),(41 303543.66),(42 309783.9),(43 321381.1),(44 323069.16),(45 325633.63),(46 334210.1),(47 354389.75),(48 374778.06),(49 389131.03),(50 400773.94),(51 406810.13),(52 411346.9),(53 413465.97),(54 420111.97),(55 413066.16),(56 408496.4),(57 405347.9),(58 400644.88),(59 395562.03),(60 383306.56),(61 362618.72),(62 350492.03),(63 335449.3),(64 319381.44),(65 299954.16),(66 286576.28),(67 281945.28),(68 281132.75),(69 274926.2),(70 270786.9),(71 270307.75),(72 267479.25),(73 273153.2),(74 279188.8),(75 287024),(76 293387.22),(77 300474.38),(78 310225.9),(79 320880.13),
(1 108298.336),(2 171232.98),(3 162649.83),(4 177449.08),(5 197949.16),(6 230942.14),(7 269034.56),(8 284726.78),(9 295351.4),(10 297556.34),(11 305865.78),(12 320739.6),(13 322244.06),(14 315263.94),(15 323266.53),(16 336663),(17 326576.44),(18 324903.3),(19 334890.94),(20 340377.94),(21 344760.34),(22 346999.94),(23 347317.5),(24 350808.44),(25 350505.25),(26 355092.75),(27 367768.56),(28 371186.84),(29 363551.28),(30 353182.03),(31 351891.16),(32 354822.56),(33 350844.4),(34 343756.84),(35 336873.4),(36 330559.25),(37 326117.97),(38 327452.72),(39 329939.28),(40 321927.66),(41 318593.44),(42 318079.8),(43 323465.8),(44 322374.44),(45 322532.22),(46 326168.88),(47 339945.88),(48 355213.06),(49 374081.47),(50 386548.47),(51 395422.88),(52 400155.72),(53 403403.75),(54 404123.44),(55 403277.47),(56 397104.13),(57 392046.13),(58 385011.66),(59 377117.75),(60 371168.9),(61 351499.3),(62 337623.25),(63 327335.06),(64 318341.22),(65 304817.13),(66 291067.34),(67 286302.7),(68 289523.34),(69 283639.72),(70 280776.44),(71 281057.97),(72 284114.03),(73 292841.16),(74 297788.44),(75 301112.9),(76 302233),(77 312418.75),(78 316885.03),(79 326088.97),
(1 96870.72),(2 156366.03),(3 151990.25),(4 163215.1),(5 181034.25),(6 215591.7),(7 248886.47),(8 254339.11),(9 268789.5),(10 274088.75),(11 281593.56),(12 295692.34),(13 298333.9),(14 297637),(15 307542.88),(16 323126.4),(17 322996.2),(18 326853.13),(19 335726.53),(20 345393),(21 349884.9),(22 349627.72),(23 356677.8),(24 362026.06),(25 362646.38),(26 366902.66),(27 376448.53),(28 382113.22),(29 377127.4),(30 371530.53),(31 371117.8),(32 372657.38),(33 369373.66),(34 366373.8),(35 360102.06),(36 351436.53),(37 346254.84),(38 348748.16),(39 352771.44),(40 348633.22),(41 346833.13),(42 346760.66),(43 351402.53),(44 345201.44),(45 347923.5),(46 350115.72),(47 365698.53),(48 377629.78),(49 388876.8),(50 400288.66),(51 412246.47),(52 417722.22),(53 421600.88),(54 420052.66),(55 412065.03),(56 400602.4),(57 391603.94),(58 378323.34),(59 367270.25),(60 357077),(61 343448.06),(62 329547.25),(63 312444),(64 300086.63),(65 286538.34),(66 273569.63),(67 267605.25),(68 273963.63),(69 277855.44),(70 277646.2),(71 280962.66),(72 286369.53),(73 294383.6),(74 299844.44),(75 299373.84),(76 303467.75),(77 314439),(78 321687.8),(79 327320.78),
(1 94439.78),(2 148644.89),(3 148619.61),(4 155407.94),(5 176920.6),(6 207558.38),(7 237637.17),(8 249367.52),(9 262254.22),(10 267942.66),(11 277302),(12 292313.94),(13 297868.75),(14 297461.88),(15 305115.9),(16 322814.5),(17 321577.34),(18 326628.3),(19 336983.5),(20 344741.97),(21 348761.3),(22 351451.97),(23 354992.25),(24 361331.2),(25 360007.03),(26 357961.44),(27 363784.4),(28 371727.6),(29 368462.88),(30 364056.47),(31 361321.1),(32 359962.84),(33 351488.06),(34 347817.97),(35 342999.4),(36 336248.78),(37 330284.7),(38 333579.78),(39 338087.38),(40 331923.4),(41 330452.8),(42 330958.1),(43 334431.9),(44 328984.53),(45 329847.28),(46 332409.94),(47 345670.56),(48 355974.84),(49 368593.66),(50 378638.03),(51 388393.53),(52 388532.7),(53 395741.34),(54 395885.84),(55 387841.53),(56 377388.53),(57 366098.5),(58 351939.84),(59 339878.28),(60 327589.53),(61 313864.03),(62 302942.72),(63 289064.13),(64 271265.97),(65 261190.34),(66 254819.33),(67 246399.06),(68 254005.4),(69 260741.33),(70 258985.22),(71 259727.28),(72 261165.56),(73 270715.7),(74 278442.88),(75 274445.72),(76 277115.7),(77 291710.6),(78 301139.1),(79 307535.66),
(1 91416.12),(2 149929.78),(3 155337.63),(4 158013.19),(5 182142.81),(6 218656.72),(7 244954.1),(8 254674.55),(9 274110.1),(10 281668.25),(11 289947.66),(12 308685.16),(13 321833.84),(14 321668.6),(15 327459.13),(16 348344.44),(17 348052.56),(18 357850.25),(19 369192.7),(20 377523.25),(21 378524.66),(22 376289.94),(23 385548.06),(24 389950.47),(25 390403.06),(26 388970.16),(27 396231.56),(28 400137.2),(29 394873.63),(30 387200.7),(31 382865.06),(32 384217.53),(33 377994.72),(34 368916.66),(35 360030.7),(36 351687.16),(37 343829.34),(38 342899.3),(39 347989.7),(40 342695.94),(41 338981.34),(42 339117.56),(43 347965.6),(44 342594.8),(45 343875.38),(46 345669.5),(47 360661.44),(48 367336.9),(49 378929.38),(50 390164.56),(51 404210.56),(52 407087.72),(53 413947),(54 413078.94),(55 405785.75),(56 397636.06),(57 385406.63),(58 375504),(59 360963.97),(60 344291.44),(61 325555.06),(62 307802.75),(63 299704.28),(64 276185.28),(65 260750.95),(66 257005.27),(67 247033.81),(68 250961.38),(69 262839.66),(70 261208.19),(71 269843.06),(72 270054.44),(73 282827.06),(74 295991.3),(75 298875.9),(76 302338.97),(77 315718.25),(78 333939.38),(79 344753.97),
(1 88387.49),(2 141411.63),(3 152996.97),(4 155036.13),(5 178717.34),(6 213783.33),(7 241255.38),(8 254076.92),(9 277016.6),(10 282965.1),(11 284736.75),(12 300884.94),(13 314504.47),(14 315497.1),(15 325338.5),(16 340206.66),(17 340752.7),(18 347279.97),(19 360697),(20 369598.34),(21 372331.44),(22 371475.66),(23 379665.66),(24 388020.63),(25 389566.63),(26 384638.4),(27 389216.94),(28 393329.6),(29 386962.4),(30 376196.56),(31 369370.94),(32 365913.56),(33 357770.75),(34 347231.6),(35 339618.3),(36 328843.44),(37 317142.4),(38 314988.16),(39 315475.72),(40 310675.3),(41 311246.78),(42 310685.7),(43 315167.5),(44 311659.63),(45 313805.97),(46 317030.56),(47 329537.7),(48 337483.34),(49 343896.16),(50 348475.06),(51 359056.72),(52 365056.4),(53 373384.4),(54 375315.16),(55 369579.2),(56 365845.38),(57 354508.38),(58 348572.44),(59 338490.47),(60 322877.47),(61 305275.2),(62 280185.13),(63 267130.72),(64 251250.14),(65 228851.17),(66 224698.69),(67 223579.45),(68 228438.11),(69 240290.31),(70 243192.05),(71 251304.77),(72 254955.92),(73 266626.7),(74 276775.84),(75 285063.3),(76 292016.9),(77 306125.75),(78 324992.88),(79 341823.78),
(1 95089.19),(2 152565.84),(3 164987.6),(4 168191.39),(5 200939.6),(6 245284.34),(7 284057.25),(8 298061.38),(9 322525.56),(10 335230.97),(11 330443.6),(12 341746.22),(13 363316.7),(14 355600.13),(15 365271.7),(16 389289.6),(17 377217.2),(18 379200.47),(19 390138.53),(20 400904.9),(21 406616.3),(22 404136.1),(23 415542.47),(24 428205.38),(25 430966.47),(26 431946.8),(27 439211.8),(28 442025.47),(29 436226.9),(30 425060.6),(31 413826.56),(32 406907.88),(33 397416.2),(34 385604.56),(35 375844.13),(36 363956.8),(37 344313.7),(38 335541.6),(39 332002.72),(40 325343.97),(41 328243.88),(42 328108.7),(43 328695.56),(44 322945.84),(45 328029.16),(46 335150.16),(47 349733.16),(48 365737.25),(49 378749.03),(50 385954.9),(51 396568.38),(52 400413.75),(53 407922.06),(54 410669.97),(55 400011.97),(56 392138.47),(57 381649.4),(58 369965.53),(59 359274.3),(60 342162.03),(61 318831.38),(62 297290.1),(63 267727.47),(64 254224.77),(65 228827.63),(66 222464.98),(67 227208.33),(68 244068.16),(69 252163.75),(70 264302.03),(71 272601.5),(72 281779.4),(73 300503.25),(74 314297.72),(75 323584.47),(76 330984.2),(77 349640.4),(78 374219.38),(79 394551),
(1 91921.74),(2 142811.38),(3 155497.16),(4 163063.05),(5 197862.28),(6 234108.16),(7 267856.44),(8 288301.9),(9 304638.6),(10 312026.06),(11 311419.97),(12 322471.06),(13 340618.3),(14 334507.47),(15 342584.8),(16 364720.6),(17 356266.25),(18 357701.75),(19 367484.78),(20 373214.94),(21 378700.47),(22 379012.03),(23 385247.78),(24 394470.97),(25 394307.88),(26 394161),(27 398968.78),(28 397146.1),(29 390077.03),(30 377928),(31 372962.88),(32 366895.3),(33 355545.28),(34 342326.9),(35 333251.56),(36 325458.56),(37 312063.9),(38 303316.34),(39 298763.63),(40 295824.25),(41 300710.2),(42 303164.38),(43 304444.1),(44 300185.22),(45 304053.53),(46 310059.34),(47 326642.78),(48 350829.9),(49 368773.13),(50 382491.4),(51 394635.7),(52 396829.06),(53 405974.53),(54 404412.25),(55 396535),(56 385233.72),(57 375961.03),(58 360580.8),(59 347499.56),(60 330442.9),(61 308407.2),(62 291077.03),(63 266602.6),(64 246990.33),(65 228879.02),(66 217943.14),(67 218312.75),(68 233449.1),(69 238729.94),(70 247280.4),(71 257264.27),(72 261798.33),(73 280085.56),(74 288884.9),(75 291753.78),(76 293096.94),(77 303391.94),(78 320210.6),(79 335898),
(1 87181.98),(2 130714.52),(3 145745.97),(4 158335.08),(5 189881.4),(6 218863.3),(7 246359.83),(8 267637.44),(9 288506.3),(10 294953.84),(11 293085.75),(12 306405.16),(13 328789.75),(14 326937.2),(15 340563.97),(16 365884.22),(17 357146.2),(18 359631.4),(19 370771.47),(20 375665.6),(21 377458),(22 377116.47),(23 382057.3),(24 385283.2),(25 381773.66),(26 381996.34),(27 388793.6),(28 387781.75),(29 384155.53),(30 374550.2),(31 367644.53),(32 363704.34),(33 354933.4),(34 342336),(35 327780.53),(36 318171.1),(37 304784.7),(38 296433.2),(39 292665.53),(40 289233.1),(41 292354.25),(42 292291.7),(43 295292.8),(44 292239.84),(45 295562.56),(46 300970.4),(47 312647.4),(48 338436.25),(49 357499.7),(50 370124.9),(51 380864.6),(52 382530.75),(53 389252.88),(54 385940.13),(55 380014.75),(56 370128),(57 361568.44),(58 350121.88),(59 337775.94),(60 318353.44),(61 299805.66),(62 276411.6),(63 258840.73),(64 242297.02),(65 224987.23),(66 216882.28),(67 212270.66),(68 223102.56),(69 232774.34),(70 237098.06),(71 244907.67),(72 242587.63),(73 248975.63),(74 251908.3),(75 250362.38),(76 248762.28),(77 256686.63),(78 267829.4),(79 279234.84),
(1 84150.195),(2 123123.66),(3 138505.95),(4 152017.42),(5 182986.11),(6 208808.05),(7 236380.48),(8 254565.4),(9 270503.97),(10 276564.6),(11 277853.72),(12 285237.84),(13 298337.06),(14 297672.84),(15 311860.44),(16 333940.03),(17 329078.8),(18 332570.88),(19 343622.88),(20 351714.1),(21 355858.47),(22 352626.28),(23 358533.7),(24 362685.97),(25 358959.97),(26 358918.16),(27 363708.28),(28 363910.56),(29 361705.7),(30 354534.1),(31 349410.13),(32 344411.38),(33 334761.34),(34 328019.4),(35 319034.06),(36 311368),(37 301213.5),(38 294143.2),(39 287083.78),(40 283250.53),(41 286760.5),(42 289117.53),(43 291965.63),(44 289188.47),(45 290781.84),(46 297041.78),(47 306024.88),(48 321125.56),(49 331236.72),(50 341101.22),(51 348131),(52 352004.78),(53 353091.78),(54 352971.28),(55 346673.66),(56 346559.13),(57 339636.72),(58 333486.22),(59 326423.84),(60 310126.8),(61 290876.4),(62 272777.9),(63 255482.73),(64 241785.16),(65 226033.75),(66 214977.34),(67 210846.55),(68 212562.14),(69 216617.33),(70 221308),(71 219729.14),(72 218644.25),(73 217442.02),(74 213567.6),(75 214475.63),(76 214408.23),(77 218346.36),(78 228930.14),(79 237032.42),
(1 83124.94),(2 115874.02),(3 128096.05),(4 142558.55),(5 171406.9),(6 192565.16),(7 221585.7),(8 238823.84),(9 253546.53),(10 263676.6),(11 266332.2),(12 269745.22),(13 282141.3),(14 282591.94),(15 295171.34),(16 318601.38),(17 315119.66),(18 319461.7),(19 331626.1),(20 340456.84),(21 342815.28),(22 340931.06),(23 344412.16),(24 351347.66),(25 348854.84),(26 345096.2),(27 350295.88),(28 348222.03),(29 343212.63),(30 338328.63),(31 331297.6),(32 327452.03),(33 324017.94),(34 321005.03),(35 312625.6),(36 309010.16),(37 300958.34),(38 293539.66),(39 284714.3),(40 278175.44),(41 279005.78),(42 281083.47),(43 280795.22),(44 281900.7),(45 281669.34),(46 288806.66),(47 296061.34),(48 313111.5),(49 319682.7),(50 326114.25),(51 329124.75),(52 331091.4),(53 334556.1),(54 336146.47),(55 332217.28),(56 331083.03),(57 325721.66),(58 316720.2),(59 307796.3),(60 292032.75),(61 274827.2),(62 255965.06),(63 240014.13),(64 226385.64),(65 211220.88),(66 197997.98),(67 195640.61),(68 199287.58),(69 199845.06),(70 202442.97),(71 205800.55),(72 203124.75),(73 204967.58),(74 201564.89),(75 199043.05),(76 201257.53),(77 203719.11),(78 214418.67),(79 226692.25),
(1 81726.79),(2 110244.94),(3 121471.555),(4 131662.53),(5 156428.06),(6 175032.14),(7 196432.61),(8 212639.78),(9 221699.02),(10 232245.47),(11 239118.06),(12 238392.81),(13 247079.33),(14 251764.45),(15 261064.13),(16 273913.63),(17 273020.4),(18 277828.16),(19 285770.8),(20 289355.03),(21 292453.03),(22 293000.75),(23 293899.44),(24 296549.3),(25 296396.78),(26 293950.5),(27 298159.03),(28 298535.97),(29 294361.22),(30 291330.5),(31 284155.1),(32 284380.6),(33 284467.56),(34 280331.56),(35 272036.44),(36 267475.5),(37 264424.84),(38 258282.84),(39 249496.05),(40 245964.27),(41 248568.6),(42 252349.78),(43 250874.13),(44 250675.69),(45 247971.47),(46 253420.75),(47 256385.13),(48 272173.28),(49 276872.63),(50 282365.8),(51 284674.03),(52 287851.63),(53 291859.7),(54 294262.5),(55 290471.97),(56 288976.25),(57 283489.1),(58 276912.56),(59 270459.97),(60 261688.31),(61 248564.06),(62 234384.34),(63 221947.66),(64 211890.25),(65 201909.52),(66 189939.52),(67 188084.47),(68 198335.52),(69 200640.13),(70 201146.14),(71 205771.25),(72 201061.61),(73 202019.31),(74 203202.75),(75 198324.63),(76 199956.61),(77 203891),(78 210995.98),(79 218134.55),
(1 75125.34),(2 95944.05),(3 107131.73),(4 115342.766),(5 134053.13),(6 146043.98),(7 159609.5),(8 171932.84),(9 178174.97),(10 181804.92),(11 190333.58),(12 188248.63),(13 193814.58),(14 196449.52),(15 202188.77),(16 212460.58),(17 210010.14),(18 213404.98),(19 216254.39),(20 216072.27),(21 217877.42),(22 218821.36),(23 219940.95),(24 223515.47),(25 221061.13),(26 222933.27),(27 222602.27),(28 223230.58),(29 222216.27),(30 221856.1),(31 216273.1),(32 215096.97),(33 218454.3),(34 214401.03),(35 206118.61),(36 205541.9),(37 205711.08),(38 204379.84),(39 197659.44),(40 197658.53),(41 199321.95),(42 201026.34),(43 199386.84),(44 199105.02),(45 193767.98),(46 199662.98),(47 202096.7),(48 215787.67),(49 219692.9),(50 225385.42),(51 228007.17),(52 234379.39),(53 237378.1),(54 240094.2),(55 240093.64),(56 235884.44),(57 232008.44),(58 226947.64),(59 222335.78),(60 214996.3),(61 204798.14),(62 197496.08),(63 187426.34),(64 181996.28),(65 174590.69),(66 172495.6),(67 168758.27),(68 174563.05),(69 175397.7),(70 174736.64),(71 178101.05),(72 179204.77),(73 178050.88),(74 186568.81),(75 182606.22),(76 183371.84),(77 190083.8),(78 194699.67),(79 196059.03),
(1 71853.766),(2 91230.08),(3 101729.29),(4 110989.15),(5 128724.75),(6 134989.55),(7 149141.45),(8 158848.81),(9 165940.66),(10 167055.03),(11 174235.2),(12 176999.86),(13 181100.06),(14 182634.42),(15 185015.05),(16 192474.34),(17 190991.25),(18 191896.3),(19 193293.55),(20 196847.92),(21 196917.53),(22 195959.16),(23 199664.81),(24 203226),(25 204155.83),(26 201742.02),(27 205799.66),(28 203268.69),(29 202922.97),(30 202293.36),(31 198670.69),(32 195429.28),(33 195288.6),(34 192535.56),(35 184967.11),(36 183118.66),(37 183806.23),(38 185728.23),(39 182077.53),(40 183507.58),(41 184907.72),(42 187885.98),(43 185925.17),(44 187076.2),(45 182567.23),(46 188789.98),(47 191120.16),(48 203933.55),(49 208329.9),(50 215696.31),(51 219904.73),(52 223740.38),(53 226413.13),(54 228434.02),(55 226861.34),(56 222466.53),(57 219837.16),(58 212924.77),(59 209791.02),(60 201985.11),(61 196406.98),(62 186813.64),(63 181811.84),(64 175793.1),(65 171174.9),(66 164855.31),(67 166146.14),(68 168161.61),(69 171669.02),(70 170444.6),(71 173099.88),(72 175398.9),(73 179514.06),(74 184546.2),(75 189045.13),(76 186352.55),(77 191065.63),(78 198445.03),(79 199843.23),
