1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50714.8),(2 188912.58),(3 389820),(4 644531.3),(5 943349.5),(6 1289305.6),(7 1665136.1),(8 2060841.6),(9 2459190),(10 2897510.8),(11 3393296),(12 3926909.8),(13 4474133.5),(14 4991924.5),(15 5472458.5),(16 5936098),(17 6390450.5),(18 6693944),(19 6926936),(20 6974662.5),(21 6959792),(22 6891608),(23 6741290.5),(24 6527664),(25 6298524.5),(26 6045818.5),(27 5763058.5),(28 5452745.5),(29 5185720.5),(30 4958175.5),(31 4777442),(32 4664134.5),(33 4623542),(34 4599437.5),(35 4644130.5),(36 4751613.5),(37 4862176.5),(38 4999293.5),(39 5139464),(40 5300509.5),(41 5565336),(42 5879540),(43 6185776),(44 6544992),(45 6937577.5),(46 7409373.5),(47 7968478.5),(48 8646312),(49 9401096),(50 10199140),(51 11067239),(52 11952756),(53 12926559),(54 13929740),(55 14955845),(56 16066467),(57 17194906),(58 18437250),(59 19697682),(60 20979398),(61 22301586),(62 23564048),(63 24806162),(64 26063280),(65 27341446),(66 28568226),(67 29785578),(68 30904226),(69 31871194),(70 32735974),(71 33582730),(72 34413412),(73 35292976),(74 36160216),(75 37024508),(76 37926444),(77 38800460),(78 39623964),(79 40396490),
(1 154.72562),(2 198.188),(3 221.17976),(4 237.25626),(5 247.52074),(6 254.72482),(7 262.48444),(8 271.82736),(9 275.1778),(10 278.07578),(11 283.08063),(12 288.21805),(13 291.97058),(14 297.24475),(15 300.13718),(16 303.08252),(17 306.0972),(18 307.33063),(19 309.29697),(20 313.00528),(21 315.2656),(22 322.44727),(23 323.38574),(24 326.7888),(25 328.38123),(26 331.36996),(27 330.11807),(28 333.38693),(29 336.36978),(30 336.79477),(31 338.1536),(32 342.40976),(33 346.27682),(34 348.4094),(35 348.68875),(36 348.63574),(37 349.54196),(38 352.7632),(39 350.01593),(40 353.16556),(41 352.6328),(42 352.40027),(43 352.56744),(44 353.07333),(45 354.92703),(46 355.063),(47 356.01254),(48 357.48788),(49 356.63943),(50 358.6147),(51 356.98322),(52 354.9858),(53 355.8532),(54 359.1978),(55 361.13052),(56 359.04196),(57 361.93024),(58 359.62692),(59 360.9884),(60 363.88083),(61 366.46805),(62 368.40732),(63 367.5376),(64 367.0857),(65 368.3817),(66 370.2793),(67 371.50293),(68 374.49417),(69 375.1648),(70 378.83752),(71 381.61652),(72 383.06662),(73 381.3471),(74 384.4627),(75 382.02264),(76 379.83994),(77 377.40887),(78 377.11993),(79 377.89868),
(1 154.43777),(2 195.51129),(3 218.28867),(4 234.10228),(5 243.38057),(6 252.51468),(7 262.29306),(8 270.91806),(9 275.38235),(10 278.4599),(11 283.27948),(12 289.83432),(13 292.20288),(14 295.23398),(15 296.42935),(16 299.069),(17 304.63757),(18 304.6109),(19 305.7319),(20 307.02432),(21 308.20175),(22 311.6943),(23 314.68695),(24 314.41998),(25 317.93652),(26 320.91754),(27 322.23575),(28 327.77127),(29 328.77942),(30 332.52243),(31 334.58313),(32 337.98892),(33 338.3826),(34 340.291),(35 339.6987),(36 340.3402),(37 344.5062),(38 344.10593),(39 345.60825),(40 348.28592),(41 346.97763),(42 350.56137),(43 351.99567),(44 353.2096),(45 354.6015),(46 355.966),(47 355.2096),(48 357.10992),(49 356.42038),(50 359.92767),(51 357.1309),(52 361.18152),(53 359.2744),(54 360.66245),(55 359.70355),(56 362.5051),(57 364.2651),(58 365.67047),(59 367.62723),(60 367.08832),(61 365.80988),(62 368.69778),(63 367.76666),(64 368.93503),(65 372.18378),(66 372.27585),(67 370.8822),(68 371.4696),(69 372.6682),(70 375.38248),(71 374.93387),(72 375.89124),(73 377.67117),(74 381.59015),(75 377.93146),(76 377.1808),(77 377.79797),(78 377.1299),(79 376.55417),
(1 151.10876),(2 194.49927),(3 214.99165),(4 230.61223),(5 242.11618),(6 251.1996),(7 259.16818),(8 265.40982),(9 271.0867),(10 274.4818),(11 276.2739),(12 280.25696),(13 283.88974),(14 285.16534),(15 287.9301),(16 292.74612),(17 296.5913),(18 297.12494),(19 301.88074),(20 303.3586),(21 308.03268),(22 308.10846),(23 312.42273),(24 312.03836),(25 312.8026),(26 315.79163),(27 316.03525),(28 321.08054),(29 321.4191),(30 324.0501),(31 324.66455),(32 324.46643),(33 324.56555),(34 324.9757),(35 324.63098),(36 328.95737),(37 329.40253),(38 329.39166),(39 330.89224),(40 333.04428),(41 336.75317),(42 335.49124),(43 337.01),(44 339.44724),(45 341.54456),(46 342.78577),(47 344.18607),(48 344.29114),(49 342.17303),(50 347.21268),(51 345.8799),(52 347.01526),(53 348.10477),(54 349.00323),(55 350.66507),(56 351.55536),(57 347.56567),(58 349.6272),(59 348.67825),(60 349.9791),(61 351.42587),(62 352.01257),(63 351.10934),(64 351.3959),(65 355.54233),(66 356.59946),(67 358.28473),(68 359.60544),(69 359.05087),(70 360.7211),(71 363.55762),(72 363.98337),(73 363.3841),(74 367.88785),(75 368.01782),(76 369.816),(77 368.92798),(78 370.0951),(79 371.59476),
(1 147.43546),(2 189.58224),(3 209.70192),(4 225.06029),(5 235.73987),(6 243.10022),(7 249.66064),(8 257.4222),(9 262.46915),(10 268.45956),(11 270.4597),(12 274.11887),(13 278.38702),(14 279.05338),(15 282.1195),(16 286.6728),(17 292.6721),(18 294.2732),(19 297.3317),(20 298.71863),(21 301.54086),(22 302.59598),(23 304.56195),(24 307.4772),(25 309.97006),(26 314.53085),(27 315.0519),(28 319.42276),(29 319.86823),(30 320.17996),(31 319.9382),(32 321.53317),(33 325.47025),(34 327.2677),(35 328.3465),(36 328.90164),(37 330.8022),(38 333.29883),(39 335.17517),(40 335.51117),(41 333.86792),(42 336.88333),(43 337.94666),(44 337.86823),(45 337.27472),(46 337.2798),(47 337.6366),(48 337.69894),(49 338.7992),(50 339.86063),(51 337.77435),(52 340.59317),(53 342.02878),(54 345.18552),(55 346.3262),(56 347.79684),(57 349.81387),(58 350.37384),(59 351.11237),(60 353.14648),(61 354.9982),(62 359.0511),(63 355.41354),(64 356.65527),(65 355.7424),(66 359.54132),(67 359.89178),(68 364.71994),(69 363.9017),(70 364.91272),(71 365.12823),(72 365.78244),(73 364.43793),(74 366.60245),(75 363.20636),(76 364.3013),(77 363.49503),(78 362.7458),(79 362.6899),
(1 147.36226),(2 188.56346),(3 207.24426),(4 221.96321),(5 232.33574),(6 240.70468),(7 247.69623),(8 257.10367),(9 266.5735),(10 270.27914),(11 276.18274),(12 277.20853),(13 281.50726),(14 283.57233),(15 286.0813),(16 289.50394),(17 290.06442),(18 294.2496),(19 294.1224),(20 295.86453),(21 295.53717),(22 297.88266),(23 299.9306),(24 301.07065),(25 305.45316),(26 308.86182),(27 308.96075),(28 310.11447),(29 311.64063),(30 313.47775),(31 314.7662),(32 313.9089),(33 312.6644),(34 314.94028),(35 315.62476),(36 316.40695),(37 318.4539),(38 322.61108),(39 323.65683),(40 326.5589),(41 326.73343),(42 329.36633),(43 328.72372),(44 328.81662),(45 332.0438),(46 334.3139),(47 334.3614),(48 337.47385),(49 339.39542),(50 340.8656),(51 339.9869),(52 341.16577),(53 342.40747),(54 343.3294),(55 346.01074),(56 345.03372),(57 348.6664),(58 349.34937),(59 350.36414),(60 353.6595),(61 356.8246),(62 361.1433),(63 357.63367),(64 359.97983),(65 361.75107),(66 364.80627),(67 364.292),(68 365.94623),(69 369.7803),(70 373.1806),(71 371.46967),(72 371.7822),(73 370.84808),(74 372.39426),(75 371.44455),(76 374.921),(77 373.0905),(78 370.68054),(79 372.04318),
(1 145.33087),(2 183.81033),(3 204.78737),(4 217.07018),(5 227.25717),(6 236.54065),(7 243.31839),(8 251.81926),(9 258.44305),(10 263.77603),(11 264.14148),(12 268.60706),(13 272.5223),(14 276.73785),(15 276.5702),(16 282.53537),(17 284.66956),(18 286.55905),(19 288.60663),(20 290.59653),(21 290.25723),(22 291.437),(23 292.87048),(24 297.2624),(25 300.55237),(26 302.47455),(27 299.70358),(28 301.30145),(29 304.13095),(30 306.5215),(31 307.22977),(32 308.22147),(33 307.9641),(34 309.26245),(35 312.4408),(36 313.48657),(37 314.0512),(38 317.90042),(39 319.30753),(40 318.60727),(41 320.12067),(42 321.22614),(43 323.1619),(44 326.88882),(45 327.02844),(46 328.13757),(47 329.3555),(48 331.7149),(49 330.5119),(50 334.74136),(51 332.72122),(52 334.7893),(53 337.9913),(54 336.92105),(55 336.80508),(56 336.31995),(57 337.85812),(58 336.89462),(59 337.28928),(60 339.00784),(61 342.63058),(62 344.8514),(63 343.578),(64 344.27045),(65 345.63397),(66 345.9724),(67 346.51465),(68 346.9265),(69 348.4676),(70 346.64938),(71 350.0822),(72 353.30923),(73 356.0887),(74 357.83124),(75 358.8334),(76 358.4759),(77 362.19522),(78 361.2651),(79 360.11438),
(1 143.21092),(2 184.55501),(3 205.87984),(4 221.74281),(5 234.21439),(6 244.49095),(7 251.18974),(8 260.4237),(9 264.09048),(10 270.51163),(11 272.417),(12 276.9227),(13 278.8017),(14 283.12695),(15 282.58353),(16 290.19547),(17 295.92245),(18 298.37112),(19 301.8656),(20 304.61865),(21 306.726),(22 307.4892),(23 311.34015),(24 313.85724),(25 314.72913),(26 318.475),(27 319.4805),(28 322.26953),(29 322.18408),(30 324.1776),(31 327.1386),(32 327.42136),(33 330.1869),(34 333.41492),(35 333.07516),(36 336.255),(37 335.6047),(38 340.85922),(39 338.491),(40 336.22223),(41 336.5106),(42 335.7996),(43 335.04922),(44 335.25363),(45 336.21707),(46 336.85837),(47 336.6863),(48 339.586),(49 339.1154),(50 342.67166),(51 339.98145),(52 341.84418),(53 339.92703),(54 338.92184),(55 344.249),(56 344.89044),(57 346.15332),(58 346.9655),(59 348.78818),(60 351.85226),(61 354.27472),(62 361.5879),(63 360.4287),(64 362.25287),(65 363.6209),(66 365.83865),(67 368.83008),(68 370.99036),(69 373.41592),(70 373.38623),(71 375.76065),(72 376.60178),(73 375.34833),(74 378.04456),(75 375.64468),(76 376.16336),(77 377.8972),(78 377.4798),(79 378.64044),
(1 140.16345),(2 179.37747),(3 198.78311),(4 212.80229),(5 224.83484),(6 233.09677),(7 239.66542),(8 249.04805),(9 254.79785),(10 257.38544),(11 262.43576),(12 264.74088),(13 267.30237),(14 269.6208),(15 268.68167),(16 268.72058),(17 272.47156),(18 274.297),(19 277.19955),(20 280.54984),(21 282.18402),(22 286.15448),(23 287.2402),(24 288.5949),(25 291.55368),(26 297.18457),(27 299.11154),(28 301.182),(29 302.26013),(30 303.89783),(31 305.59143),(32 307.54108),(33 309.44077),(34 312.02838),(35 310.40115),(36 313.888),(37 314.4406),(38 318.42236),(39 317.14026),(40 319.03442),(41 320.0514),(42 318.59058),(43 322.11188),(44 325.21414),(45 327.2286),(46 328.22937),(47 329.80905),(48 331.41815),(49 329.7338),(50 335.06714),(51 335.55392),(52 336.348),(53 338.55466),(54 343.18356),(55 345.1513),(56 347.6619),(57 350.6166),(58 350.85257),(59 351.0345),(60 354.83798),(61 355.45343),(62 354.62784),(63 352.8058),(64 350.74344),(65 353.04285),(66 353.29477),(67 352.71326),(68 353.73096),(69 355.70547),(70 355.3713),(71 354.58014),(72 355.3381),(73 355.28036),(74 357.29337),(75 354.64105),(76 355.6933),(77 355.19333),(78 356.09436),(79 355.0732),
(1 140.4122),(2 179.34222),(3 197.19518),(4 209.68066),(5 222.94884),(6 232.28111),(7 238.14594),(8 246.71524),(9 250.99217),(10 255.4884),(11 260.31287),(12 262.36874),(13 267.3461),(14 269.13275),(15 269.11206),(16 270.7579),(17 273.39908),(18 276.8986),(19 280.58194),(20 283.94736),(21 283.65228),(22 288.25293),(23 293.72568),(24 294.38107),(25 295.9005),(26 301.65988),(27 303.71286),(28 304.4627),(29 307.75607),(30 307.1688),(31 306.8057),(32 307.7767),(33 309.41766),(34 309.10388),(35 307.93222),(36 310.6308),(37 312.76443),(38 314.56287),(39 314.8731),(40 314.0451),(41 315.34937),(42 315.62833),(43 319.39902),(44 320.9918),(45 321.22742),(46 323.33044),(47 322.74475),(48 323.2633),(49 323.306),(50 325.14734),(51 324.06723),(52 323.86633),(53 324.9675),(54 327.13464),(55 328.26462),(56 332.2564),(57 333.96127),(58 335.49216),(59 336.1278),(60 338.32263),(61 339.90472),(62 342.7653),(63 340.288),(64 340.78326),(65 340.2926),(66 342.75278),(67 344.31937),(68 347.47693),(69 349.01376),(70 350.30753),(71 350.35562),(72 351.35556),(73 349.9607),(74 353.7891),(75 351.13992),(76 352.13092),(77 353.61563),(78 351.8433),(79 353.65512),
(1 140.05919),(2 177.50784),(3 195.81471),(4 210.17969),(5 221.19507),(6 227.96196),(7 234.46437),(8 241.02977),(9 250.38167),(10 256.53912),(11 258.47998),(12 263.49023),(13 265.22858),(14 269.0444),(15 268.62778),(16 270.51352),(17 271.10562),(18 273.74738),(19 273.64856),(20 277.59863),(21 278.4744),(22 282.47684),(23 284.7479),(24 286.0625),(25 288.0822),(26 291.81223),(27 293.7083),(28 296.3633),(29 299.01346),(30 298.3302),(31 299.4777),(32 298.30115),(33 298.41858),(34 299.1357),(35 299.8712),(36 299.34476),(37 299.12683),(38 301.73538),(39 301.53427),(40 300.44257),(41 301.40726),(42 303.65857),(43 303.49722),(44 307.13086),(45 305.0153),(46 306.15945),(47 307.3872),(48 310.37097),(49 306.74402),(50 308.82578),(51 306.85413),(52 307.73846),(53 311.1919),(54 311.91745),(55 312.2324),(56 315.96896),(57 315.3756),(58 316.80994),(59 316.5894),(60 320.42575),(61 321.8137),(62 326.90536),(63 324.80838),(64 326.2244),(65 327.8025),(66 329.57666),(67 332.85965),(68 334.75653),(69 338.493),(70 337.41986),(71 336.65952),(72 336.53842),(73 335.65933),(74 341.74915),(75 337.6253),(76 336.28027),(77 336.10693),(78 337.14886),(79 340.19696),
(1 137.78337),(2 174.82802),(3 193.90463),(4 205.97908),(5 217.6254),(6 224.06717),(7 230.46675),(8 237.71547),(9 244.91995),(10 250.4439),(11 252.53073),(12 255.68173),(13 256.1417),(14 258.83276),(15 259.23074),(16 260.65094),(17 262.85657),(18 264.45166),(19 265.93942),(20 266.9987),(21 269.33154),(22 272.51874),(23 276.21405),(24 277.1739),(25 278.95517),(26 285.34103),(27 286.62405),(28 289.86197),(29 290.3979),(30 292.94144),(31 294.80972),(32 298.55917),(33 300.07648),(34 298.97427),(35 299.59174),(36 299.5998),(37 303.14127),(38 304.8615),(39 303.61566),(40 303.2418),(41 305.2888),(42 306.184),(43 310.35782),(44 313.41385),(45 313.82175),(46 315.598),(47 317.23737),(48 316.84146),(49 315.77026),(50 316.4158),(51 314.1561),(52 318.32208),(53 320.47092),(54 322.57825),(55 323.9817),(56 328.7884),(57 328.8867),(58 328.53198),(59 330.34103),(60 330.01868),(61 332.68503),(62 336.8745),(63 332.76514),(64 333.80872),(65 335.93845),(66 336.37393),(67 337.59555),(68 335.7166),(69 336.65646),(70 336.34564),(71 336.93338),(72 339.79926),(73 337.99667),(74 340.3063),(75 338.4135),(76 338.91364),(77 337.45053),(78 335.67007),(79 338.55963),
(1 134.88963),(2 171.36714),(3 189.48032),(4 203.89474),(5 214.95607),(6 221.65326),(7 226.938),(8 238.16841),(9 242.63272),(10 246.22702),(11 248.59904),(12 252.47919),(13 257.36578),(14 257.97678),(15 258.44208),(16 259.90335),(17 260.6077),(18 262.82065),(19 263.0107),(20 265.7037),(21 267.70517),(22 267.83),(23 270.69778),(24 272.93027),(25 274.9868),(26 276.9358),(27 280.6856),(28 283.57477),(29 284.27405),(30 285.76093),(31 288.37094),(32 288.03525),(33 289.76495),(34 291.14832),(35 292.25238),(36 291.5842),(37 293.927),(38 294.4411),(39 293.07578),(40 293.55438),(41 295.75937),(42 296.18796),(43 296.16898),(44 297.8029),(45 298.79047),(46 299.57394),(47 298.92386),(48 297.79825),(49 296.23553),(50 297.27853),(51 294.10202),(52 295.5206),(53 295.36008),(54 294.82883),(55 297.20172),(56 299.08533),(57 299.76477),(58 297.84183),(59 300.88),(60 302.53375),(61 302.53305),(62 306.44675),(63 304.89188),(64 307.45728),(65 307.85345),(66 307.44226),(67 309.45),(68 312.09396),(69 311.2139),(70 312.78867),(71 312.13312),(72 311.8317),(73 311.70694),(74 313.9933),(75 313.30774),(76 313.96036),(77 313.13168),(78 312.76376),(79 314.41553),
(1 133.83604),(2 167.5892),(3 188.70853),(4 200.83267),(5 210.83052),(6 220.13132),(7 222.92857),(8 230.39983),(9 235.07681),(10 239.9454),(11 246.06938),(12 249.92336),(13 252.28593),(14 253.60861),(15 252.72507),(16 255.49763),(17 257.63016),(18 260.53424),(19 260.50775),(20 263.73544),(21 265.9464),(22 267.49063),(23 269.2925),(24 270.67026),(25 269.70636),(26 274.63147),(27 274.7738),(28 276.29514),(29 279.6299),(30 280.7368),(31 282.21616),(32 282.6219),(33 283.46902),(34 284.17453),(35 284.01965),(36 285.47977),(37 286.2437),(38 291.98996),(39 290.82068),(40 291.394),(41 290.56516),(42 291.56107),(43 294.0267),(44 297.1944),(45 298.70636),(46 302.42044),(47 303.70377),(48 302.7656),(49 300.27267),(50 301.81638),(51 302.17657),(52 303.2672),(53 302.9532),(54 302.74683),(55 304.4945),(56 307.2175),(57 307.56152),(58 309.62823),(59 309.1692),(60 308.0982),(61 311.36707),(62 312.18665),(63 309.6995),(64 311.811),(65 310.91595),(66 310.76495),(67 314.60986),(68 313.9809),(69 314.77982),(70 314.64508),(71 317.0224),(72 317.285),(73 317.88126),(74 319.3405),(75 317.93832),(76 316.78943),(77 313.18958),(78 312.1057),(79 310.76016),
(1 131.92406),(2 167.40381),(3 185.27686),(4 198.31491),(5 207.92055),(6 217.57155),(7 223.05069),(8 231.81934),(9 239.83336),(10 243.53716),(11 245.20741),(12 248.53745),(13 250.16333),(14 256.00943),(15 257.79688),(16 260.09036),(17 261.323),(18 260.83313),(19 261.77103),(20 263.2562),(21 264.21857),(22 265.13678),(23 267.09363),(24 269.72147),(25 269.80807),(26 273.82504),(27 270.3798),(28 273.1845),(29 275.00415),(30 276.234),(31 276.41098),(32 277.1621),(33 278.28162),(34 279.1363),(35 276.50314),(36 276.54932),(37 278.7412),(38 281.5931),(39 282.07138),(40 281.88074),(41 284.48013),(42 284.7757),(43 288.56503),(44 287.77725),(45 290.79565),(46 292.41214),(47 292.9737),(48 293.17868),(49 294.35364),(50 297.93347),(51 297.21255),(52 299.47363),(53 299.75574),(54 301.84158),(55 300.92026),(56 302.85513),(57 302.91095),(58 303.88687),(59 303.9815),(60 302.4338),(61 302.13867),(62 301.19235),(63 299.90036),(64 297.25174),(65 296.17276),(66 296.93674),(67 298.47226),(68 299.62332),(69 298.22012),(70 296.8338),(71 298.9413),(72 299.70544),(73 299.04385),(74 299.98825),(75 299.52734),(76 297.6877),(77 296.6131),(78 296.04422),(79 295.6189),
(1 130.05016),(2 166.91235),(3 184.40747),(4 198.15454),(5 207.09157),(6 215.45764),(7 221.71892),(8 226.79912),(9 230.55205),(10 234.85127),(11 238.35944),(12 242.09361),(13 243.75996),(14 248.78607),(15 249.17783),(16 249.4231),(17 250.70055),(18 250.8809),(19 255.87643),(20 256.9969),(21 257.97736),(22 259.53137),(23 263.1831),(24 263.9133),(25 266.85757),(26 272.21884),(27 270.18893),(28 269.46082),(29 271.6936),(30 274.286),(31 273.0766),(32 274.3703),(33 272.91254),(34 275.4851),(35 274.9016),(36 276.04886),(37 275.60837),(38 277.1963),(39 277.8175),(40 278.9314),(41 277.59338),(42 278.62207),(43 279.0345),(44 279.7442),(45 281.41373),(46 283.65253),(47 282.83704),(48 282.4484),(49 283.2358),(50 285.77277),(51 284.94296),(52 286.23343),(53 287.6833),(54 288.5069),(55 289.34998),(56 288.04602),(57 287.8932),(58 290.4833),(59 288.25385),(60 287.228),(61 288.51895),(62 289.98468),(63 288.09537),(64 290.89716),(65 290.00418),(66 292.38995),(67 293.05524),(68 295.02002),(69 293.19),(70 293.35013),(71 292.1961),(72 291.27975),(73 294.34424),(74 293.39325),(75 293.2464),(76 290.7393),(77 289.15265),(78 290.1146),(79 290.0814),
(1 129.00717),(2 163.7144),(3 180.9872),(4 193.72818),(5 202.89827),(6 209.90811),(7 217.30962),(8 224.83768),(9 229.26633),(10 233.32397),(11 236.98457),(12 241.15158),(13 244.79688),(14 247.33447),(15 246.18172),(16 244.90593),(17 248.07407),(18 247.24727),(19 251.51508),(20 254.15213),(21 255.11873),(22 257.5782),(23 256.61386),(24 258.9814),(25 259.396),(26 262.60028),(27 262.47476),(28 262.6446),(29 265.03284),(30 265.51813),(31 264.61533),(32 264.29974),(33 266.79886),(34 266.7956),(35 268.90015),(36 270.65396),(37 271.9585),(38 274.97513),(39 276.17212),(40 278.42816),(41 278.2381),(42 279.88077),(43 282.91278),(44 285.01678),(45 285.62238),(46 283.79907),(47 285.96494),(48 284.27664),(49 285.17673),(50 285.4436),(51 283.63876),(52 284.75195),(53 285.48907),(54 285.5791),(55 287.24405),(56 288.5395),(57 288.9144),(58 289.05573),(59 288.10745),(60 287.17023),(61 290.49265),(62 292.5472),(63 290.327),(64 290.1663),(65 292.05563),(66 292.13138),(67 292.35965),(68 294.14456),(69 293.58548),(70 293.6772),(71 294.1928),(72 295.3617),(73 294.9464),(74 294.22955),(75 293.52417),(76 293.00015),(77 291.76752),(78 290.8933),(79 290.5128),
(1 126.679985),(2 161.04848),(3 176.10748),(4 190.15744),(5 201.73755),(6 208.41808),(7 213.1908),(8 218.9928),(9 223.7206),(10 226.59177),(11 227.81311),(12 231.78566),(13 233.82211),(14 239.01079),(15 235.5995),(16 239.67459),(17 239.65147),(18 242.01),(19 241.67381),(20 242.9149),(21 244.0081),(22 245.79602),(23 247.8716),(24 246.89024),(25 249.92696),(26 249.66902),(27 250.21635),(28 249.4008),(29 248.82526),(30 250.8201),(31 251.80597),(32 253.06487),(33 253.55507),(34 253.19974),(35 254.97737),(36 255.80646),(37 256.8556),(38 259.40546),(39 259.3091),(40 261.30554),(41 261.39795),(42 262.88202),(43 265.94864),(44 266.57443),(45 265.97598),(46 267.49542),(47 265.9919),(48 267.36932),(49 270.50668),(50 271.05023),(51 270.27658),(52 272.45602),(53 271.87708),(54 273.57254),(55 274.92935),(56 275.6588),(57 276.89816),(58 280.00403),(59 279.92413),(60 280.05298),(61 279.1392),(62 280.39178),(63 275.94083),(64 275.59192),(65 276.97964),(66 279.9109),(67 279.36316),(68 278.7169),(69 276.38718),(70 275.85632),(71 279.2068),(72 281.1892),(73 280.60904),(74 279.5824),(75 278.82053),(76 277.30493),(77 279.72595),(78 278.80603),(79 278.76898),
(1 124.265625),(2 157.34787),(3 177.22523),(4 189.13094),(5 199.6549),(6 207.30629),(7 211.60849),(8 218.84265),(9 222.8188),(10 228.585),(11 231.78085),(12 232.58423),(13 236.65877),(14 238.62343),(15 237.93321),(16 238.88026),(17 239.70334),(18 240.73126),(19 242.7043),(20 246.46663),(21 248.17784),(22 249.9812),(23 251.31546),(24 251.41997),(25 252.31726),(26 254.20915),(27 253.77753),(28 255.46095),(29 256.12573),(30 256.1152),(31 255.5364),(32 258.09915),(33 260.91275),(34 261.39716),(35 264.32486),(36 265.00583),(37 264.8981),(38 266.2112),(39 265.01663),(40 267.18967),(41 266.33582),(42 269.18317),(43 268.93954),(44 269.23834),(45 269.0283),(46 267.57858),(47 267.01093),(48 267.889),(49 269.6126),(50 270.40945),(51 269.2037),(52 270.60196),(53 273.05972),(54 272.60403),(55 272.90106),(56 274.24426),(57 275.73282),(58 276.12787),(59 277.97717),(60 278.40665),(61 279.33133),(62 280.31223),(63 276.37158),(64 277.59396),(65 278.6873),(66 278.61655),(67 279.73633),(68 278.91208),(69 277.02902),(70 278.44183),(71 278.68457),(72 279.1049),(73 280.80045),(74 281.59482),(75 279.62564),(76 280.71686),(77 278.96704),(78 279.6049),(79 279.4257),
