1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 44.20459),(2 54.967754),(3 61.115963),(4 62.967854),(5 65.697296),(6 67.13426),(7 68.870445),(8 70.90111),(9 72.68793),(10 75.15585),(11 77.236),(12 78.553505),(13 79.35729),(14 81.82269),(15 83.6182),(16 84.36989),(17 84.83477),(18 86.67337),(19 87.392075),(20 87.90671),(21 87.92383),(22 88.26666),(23 89.01263),(24 88.887245),(25 89.66479),(26 90.201805),(27 90.32493),(28 91.513405),(29 90.84022),(30 90.97363),(31 91.137),(32 91.295944),(33 90.65785),(34 91.291626),(35 90.42472),(36 90.84773),(37 91.23668),(38 91.12439),(39 90.86601),(40 90.10426),(41 90.83773),(42 90.74102),(43 90.68738),(44 90.25842),(45 90.0054),(46 90.26042),(47 90.60211),(48 90.795845),(49 90.3175),(50 90.1434),(51 89.330444),(52 88.71714),(53 88.77189),(54 88.68965),(55 89.15903),(56 89.362526),(57 89.54981),(58 89.60913),(59 89.47303),(60 89.300545),(61 89.25038),(62 89.07437),(63 88.84805),(64 88.17978),(65 88.15766),(66 88.97429),(67 88.60172),(68 87.79245),(69 88.16842),(70 88.05255),(71 87.75024),(72 87.30579),(73 86.50377),(74 86.32585),(75 86.08302),(76 86.445786),(77 86.020226),(78 85.798386),(79 85.28605),
(1 45.043106),(2 54.781845),(3 60.643044),(4 63.30999),(5 65.76883),(6 67.1323),(7 68.85694),(8 70.86607),(9 72.252594),(10 73.366875),(11 76.447876),(12 78.1322),(13 78.655464),(14 80.70532),(15 83.08956),(16 83.43962),(17 84.64779),(18 86.480446),(19 87.33852),(20 88.33827),(21 88.75795),(22 89.2321),(23 90.54168),(24 90.38762),(25 91.65145),(26 92.87885),(27 92.90068),(28 93.982544),(29 94.199776),(30 95.104256),(31 95.49276),(32 94.96865),(33 95.81145),(34 95.32317),(35 95.255516),(36 95.62669),(37 94.40943),(38 94.28632),(39 94.52363),(40 93.56656),(41 93.62024),(42 92.96641),(43 93.45604),(44 92.86185),(45 92.705376),(46 93.02199),(47 92.88611),(48 92.10856),(49 92.03328),(50 91.74359),(51 91.82844),(52 91.52425),(53 90.70013),(54 90.18156),(55 90.32156),(56 90.2644),(57 90.37432),(58 90.53065),(59 90.086235),(60 90.328926),(61 89.599724),(62 90.234924),(63 90.48767),(64 89.65363),(65 89.545204),(66 89.84298),(67 89.67331),(68 88.61076),(69 88.39267),(70 88.939255),(71 89.183426),(72 88.39989),(73 88.1462),(74 88.08421),(75 88.85895),(76 89.25075),(77 88.93212),(78 89.029816),(79 89.57754),
(1 44.975826),(2 55.140354),(3 59.745426),(4 62.18414),(5 64.99061),(6 67.045715),(7 68.55339),(8 70.39186),(9 72.31169),(10 73.92817),(11 75.853874),(12 77.68305),(13 79.23953),(14 80.493805),(15 82.83744),(16 83.28482),(17 83.95906),(18 86.094055),(19 86.37315),(20 87.645805),(21 88.22423),(22 89.69248),(23 90.58078),(24 92.09083),(25 92.89023),(26 93.145065),(27 93.8466),(28 94.950615),(29 94.54501),(30 95.8591),(31 96.17413),(32 96.247826),(33 96.35097),(34 96.14546),(35 96.666016),(36 96.30769),(37 96.84013),(38 97.85938),(39 97.59355),(40 97.99328),(41 96.863),(42 97.16223),(43 98.28747),(44 98.530426),(45 98.3992),(46 97.609505),(47 97.943634),(48 97.947365),(49 97.51189),(50 96.93703),(51 97.5286),(52 97.01136),(53 97.1742),(54 97.37257),(55 97.313385),(56 97.18686),(57 96.535545),(58 96.21471),(59 95.544),(60 96.02802),(61 96.435745),(62 96.43664),(63 96.47835),(64 95.29963),(65 95.030975),(66 93.94832),(67 93.54564),(68 93.20466),(69 93.74771),(70 93.02029),(71 92.86961),(72 92.2923),(73 92.16363),(74 92.58368),(75 92.40571),(76 92.32062),(77 91.76988),(78 91.31723),(79 91.10144),
(1 43.78287),(2 53.839764),(3 58.14845),(4 61.08171),(5 63.776516),(6 65.681984),(7 66.75655),(8 68.2778),(9 69.70131),(10 71.09349),(11 72.20237),(12 74.341835),(13 75.42684),(14 77.53427),(15 80.28135),(16 80.17959),(17 81.34819),(18 83.38304),(19 83.56825),(20 84.973755),(21 85.99738),(22 86.15528),(23 87.23013),(24 88.607956),(25 89.09007),(26 89.19993),(27 89.82113),(28 89.94074),(29 89.97905),(30 90.62143),(31 91.08694),(32 90.15673),(33 89.76075),(34 89.484116),(35 89.57188),(36 89.260765),(37 88.90982),(38 89.39043),(39 89.5556),(40 89.583466),(41 89.161285),(42 89.33152),(43 90.139786),(44 90.09839),(45 89.47928),(46 88.77362),(47 88.646286),(48 88.328514),(49 88.1166),(50 87.49292),(51 87.33411),(52 87.895134),(53 88.16007),(54 87.837845),(55 87.56446),(56 87.45416),(57 88.57682),(58 88.44834),(59 88.55351),(60 88.253006),(61 88.07708),(62 87.579666),(63 88.23155),(64 88.119385),(65 87.6507),(66 87.461975),(67 87.37059),(68 87.34956),(69 87.0579),(70 87.10451),(71 86.53618),(72 86.481384),(73 88.03516),(74 87.53795),(75 88.10223),(76 87.617485),(77 87.315475),(78 87.413635),(79 86.84681),
(1 44.635117),(2 55.06108),(3 59.73363),(4 63.131317),(5 65.74307),(6 67.31421),(7 69.31776),(8 71.41149),(9 73.1528),(10 73.68437),(11 75.93055),(12 77.50978),(13 79.14401),(14 80.600784),(15 82.19656),(16 82.60627),(17 83.36314),(18 85.3268),(19 86.68306),(20 88.18213),(21 88.35763),(22 89.06484),(23 90.18006),(24 90.45641),(25 90.96648),(26 90.61222),(27 91.471275),(28 91.82145),(29 91.91527),(30 92.6768),(31 93.09961),(32 92.67713),(33 92.16003),(34 92.44608),(35 93.57551),(36 92.28264),(37 91.92036),(38 92.12875),(39 92.06931),(40 92.35114),(41 92.5555),(42 92.191154),(43 92.67553),(44 92.239494),(45 93.118454),(46 93.46258),(47 93.576256),(48 93.3285),(49 92.877754),(50 92.6478),(51 92.995056),(52 93.20624),(53 92.209206),(54 92.68008),(55 92.15094),(56 92.143684),(57 92.14406),(58 92.793564),(59 92.86837),(60 92.367226),(61 92.48094),(62 91.840866),(63 92.16747),(64 91.65351),(65 90.96757),(66 91.165504),(67 91.01171),(68 90.60903),(69 90.462944),(70 90.94174),(71 90.936714),(72 90.23687),(73 89.92059),(74 89.80195),(75 90.544556),(76 90.16056),(77 90.0668),(78 90.38017),(79 90.47452),
(1 43.469257),(2 53.33001),(3 57.243645),(4 58.99783),(5 61.533928),(6 64.35265),(7 65.84403),(8 67.64627),(9 68.75488),(10 70.44473),(11 72.28391),(12 72.90731),(13 74.685295),(14 75.71824),(15 77.43396),(16 78.238686),(17 78.98672),(18 79.78158),(19 79.97736),(20 81.23966),(21 81.608795),(22 81.15342),(23 81.86193),(24 82.82377),(25 82.55971),(26 82.8485),(27 83.57867),(28 84.79909),(29 85.054855),(30 85.92932),(31 85.89114),(32 86.009705),(33 86.431885),(34 87.166885),(35 87.948),(36 87.88548),(37 87.734085),(38 88.4456),(39 89.21357),(40 88.88952),(41 89.27644),(42 89.74145),(43 90.615234),(44 89.63684),(45 89.629326),(46 89.77451),(47 90.26882),(48 90.05555),(49 89.79),(50 89.37209),(51 88.85975),(52 88.35917),(53 88.967026),(54 88.667404),(55 87.91575),(56 89.00777),(57 89.118546),(58 89.0339),(59 89.02339),(60 88.367935),(61 88.35425),(62 88.042114),(63 87.692345),(64 87.68964),(65 87.35316),(66 87.37304),(67 87.080025),(68 86.14596),(69 86.08713),(70 85.90756),(71 86.00415),(72 84.813995),(73 85.43792),(74 85.72254),(75 86.41563),(76 86.597786),(77 86.347176),(78 86.22644),(79 86.311226),
(1 43.699306),(2 53.651035),(3 58.32616),(4 61.17366),(5 63.488663),(6 65.15033),(7 67.076294),(8 67.74131),(9 68.53491),(10 70.62771),(11 72.69724),(12 73.378876),(13 74.95757),(14 76.484375),(15 78.63357),(16 79.04459),(17 79.56994),(18 79.842606),(19 80.39549),(20 81.54283),(21 81.56254),(22 81.327896),(23 81.88279),(24 82.96112),(25 82.22274),(26 83.495544),(27 84.36321),(28 84.721176),(29 84.958534),(30 84.93191),(31 84.28438),(32 83.66849),(33 84.5869),(34 84.3625),(35 84.676994),(36 83.88294),(37 83.965355),(38 84.106155),(39 83.7637),(40 83.924484),(41 83.64945),(42 83.36015),(43 84.32797),(44 83.476265),(45 83.44845),(46 84.29205),(47 83.821594),(48 84.26855),(49 83.725),(50 82.600494),(51 83.691284),(52 83.163536),(53 83.765594),(54 83.60997),(55 83.82885),(56 83.78044),(57 84.28407),(58 84.0233),(59 84.336235),(60 84.04064),(61 84.01454),(62 84.08824),(63 83.98381),(64 83.50364),(65 82.96391),(66 83.45802),(67 82.74876),(68 82.46252),(69 82.45898),(70 82.35628),(71 83.02438),(72 82.211655),(73 82.52182),(74 82.244644),(75 82.97951),(76 82.16763),(77 82.08357),(78 82.70451),(79 82.91727),
(1 42.88964),(2 52.76133),(3 57.018333),(4 59.72753),(5 62.52363),(6 64.08337),(7 65.05307),(8 65.79786),(9 67.274605),(10 68.73138),(11 70.4357),(12 72.077515),(13 73.0353),(14 75.41651),(15 76.46323),(16 76.96812),(17 78.45409),(18 79.212654),(19 79.550285),(20 80.32216),(21 80.26865),(22 80.077255),(23 81.527214),(24 81.63509),(25 80.642746),(26 81.42995),(27 81.87215),(28 82.40026),(29 82.53382),(30 83.18908),(31 82.483185),(32 82.22595),(33 81.66194),(34 81.19598),(35 82.135704),(36 82.203186),(37 81.805626),(38 81.621346),(39 82.860054),(40 82.60246),(41 82.16391),(42 82.253494),(43 82.632965),(44 82.51582),(45 81.91361),(46 82.345894),(47 83.15465),(48 82.75999),(49 82.55077),(50 81.61735),(51 82.51972),(52 83.26875),(53 82.91125),(54 82.315315),(55 82.49722),(56 83.24112),(57 83.59673),(58 83.39749),(59 83.39821),(60 82.25697),(61 82.27084),(62 81.99433),(63 82.53359),(64 82.452354),(65 81.665634),(66 81.72174),(67 80.868675),(68 81.24017),(69 80.948975),(70 80.33356),(71 80.02395),(72 79.25291),(73 79.71328),(74 79.64792),(75 80.51326),(76 80.273094),(77 79.79696),(78 80.355095),(79 80.272026),
(1 42.733772),(2 52.569225),(3 56.92597),(4 60.03785),(5 62.066788),(6 63.511417),(7 65.56011),(8 66.19554),(9 67.093575),(10 68.39877),(11 70.440475),(12 70.78638),(13 72.04621),(14 73.6546),(15 75.14735),(16 75.78027),(17 76.467964),(18 77.289604),(19 78.27093),(20 79.35056),(21 79.30291),(22 80.21667),(23 80.42286),(24 80.72304),(25 80.4646),(26 80.24733),(27 81.55066),(28 81.64691),(29 81.60538),(30 82.10704),(31 81.910484),(32 81.4208),(33 81.67923),(34 81.08979),(35 82.234634),(36 81.87789),(37 81.38895),(38 82.08001),(39 82.92642),(40 82.476036),(41 82.2797),(42 82.38344),(43 82.17695),(44 81.79067),(45 81.74433),(46 82.36805),(47 83.19568),(48 83.39617),(49 82.905464),(50 82.32811),(51 82.32001),(52 81.94664),(53 81.77701),(54 82.04217),(55 82.67245),(56 82.56414),(57 82.7261),(58 83.387985),(59 83.78797),(60 82.29266),(61 81.84209),(62 82.55824),(63 82.332985),(64 81.62659),(65 81.45035),(66 81.81739),(67 81.687035),(68 81.160385),(69 81.58737),(70 81.40622),(71 81.141754),(72 81.04321),(73 80.96907),(74 81.27243),(75 81.356186),(76 81.758316),(77 80.78434),(78 80.692),(79 81.01488),
(1 43.299915),(2 53.444557),(3 57.302788),(4 60.015816),(5 62.533237),(6 64.89046),(7 67.061165),(8 68.63495),(9 69.50611),(10 71.062996),(11 72.45595),(12 72.918335),(13 75.59363),(14 76.834854),(15 79.314926),(16 79.368065),(17 80.547554),(18 80.927666),(19 81.6129),(20 83.043175),(21 82.94954),(22 83.61168),(23 84.22118),(24 84.08315),(25 83.70046),(26 83.82137),(27 83.8881),(28 84.13517),(29 84.26336),(30 84.566216),(31 84.99818),(32 83.98849),(33 85.205376),(34 84.9245),(35 84.384705),(36 83.65403),(37 83.777),(38 84.227905),(39 84.50253),(40 84.412),(41 84.11757),(42 83.96585),(43 83.99441),(44 83.81275),(45 83.44414),(46 84.463844),(47 84.4414),(48 84.294754),(49 84.01213),(50 83.59889),(51 84.27421),(52 83.95305),(53 83.80023),(54 83.99389),(55 83.63749),(56 84.349464),(57 84.94206),(58 84.07831),(59 84.35431),(60 83.73942),(61 83.04987),(62 83.01385),(63 83.26336),(64 82.818954),(65 82.10459),(66 81.58534),(67 80.98896),(68 80.65251),(69 81.20823),(70 81.64608),(71 81.53376),(72 80.55876),(73 80.55621),(74 80.14967),(75 80.893364),(76 81.027084),(77 80.4028),(78 80.600136),(79 80.78135),
(1 41.722206),(2 51.374287),(3 55.53902),(4 58.205463),(5 60.30858),(6 62.173447),(7 64.09413),(8 65.86463),(9 67.46823),(10 68.89043),(11 71.021996),(12 71.072235),(13 72.91089),(14 75.41185),(15 76.86518),(16 78.06506),(17 78.44791),(18 80.04461),(19 80.48964),(20 81.302376),(21 81.4209),(22 81.91852),(23 82.25166),(24 81.979256),(25 81.62386),(26 81.64209),(27 82.908195),(28 83.168304),(29 82.79065),(30 83.576294),(31 83.82934),(32 83.35953),(33 83.88687),(34 83.98489),(35 83.90826),(36 83.2416),(37 83.03777),(38 82.47186),(39 83.24565),(40 82.82881),(41 83.16307),(42 83.32743),(43 83.42269),(44 83.602715),(45 83.62764),(46 83.19298),(47 83.09356),(48 82.53856),(49 82.12361),(50 81.48472),(51 81.504524),(52 81.78072),(53 80.87315),(54 81.43576),(55 81.48822),(56 81.60447),(57 81.73775),(58 81.23769),(59 81.23745),(60 80.54417),(61 79.79576),(62 79.73608),(63 79.51769),(64 79.672035),(65 79.23621),(66 79.77043),(67 79.07363),(68 78.630684),(69 79.43186),(70 79.48733),(71 79.24326),(72 78.77811),(73 77.57909),(74 77.60341),(75 78.07333),(76 78.62373),(77 78.62703),(78 78.58343),(79 78.597176),
(1 42.465607),(2 52.147545),(3 56.54161),(4 60.010696),(5 62.03249),(6 63.459675),(7 65.68177),(8 67.14566),(9 68.33149),(10 70.07605),(11 72.29887),(12 72.352135),(13 74.35462),(14 75.3345),(15 77.48895),(16 77.78076),(17 78.786026),(18 80.32786),(19 81.298485),(20 81.29698),(21 81.5088),(22 82.31101),(23 81.70238),(24 81.722046),(25 81.68078),(26 81.58273),(27 82.851105),(28 83.82535),(29 83.51251),(30 83.38219),(31 83.5466),(32 83.537636),(33 83.185074),(34 83.576546),(35 84.01072),(36 83.97317),(37 84.30686),(38 84.03755),(39 84.27647),(40 84.77311),(41 84.91777),(42 85.476494),(43 85.39853),(44 85.78766),(45 85.86468),(46 86.73231),(47 87.063126),(48 86.732635),(49 85.679955),(50 85.21643),(51 85.13705),(52 84.996),(53 84.626724),(54 85.935715),(55 85.89433),(56 85.42328),(57 85.846695),(58 85.65588),(59 85.251335),(60 84.621704),(61 84.37957),(62 84.97881),(63 84.78713),(64 84.884674),(65 84.1797),(66 83.9464),(67 84.078415),(68 83.63774),(69 83.4622),(70 83.22466),(71 84.00763),(72 83.1773),(73 83.05662),(74 83.94072),(75 84.68223),(76 84.78959),(77 84.71519),(78 84.068474),(79 83.9419),
(1 42.176533),(2 51.348927),(3 55.12934),(4 58.381123),(5 60.711773),(6 63.08163),(7 64.96275),(8 66.354935),(9 68.18253),(10 70.02858),(11 71.18565),(12 72.31007),(13 73.14081),(14 74.16182),(15 75.521034),(16 76.03393),(17 77.42445),(18 78.7906),(19 80.31258),(20 80.51443),(21 80.97185),(22 82.086075),(23 83.400856),(24 83.19759),(25 83.32741),(26 83.85909),(27 84.988396),(28 85.952774),(29 85.95819),(30 86.21789),(31 86.14693),(32 86.297226),(33 86.011154),(34 86.061554),(35 86.33142),(36 86.05112),(37 85.942444),(38 85.463264),(39 86.34065),(40 86.423355),(41 85.78312),(42 85.73306),(43 86.24395),(44 86.88974),(45 87.4026),(46 86.48047),(47 86.49302),(48 85.94981),(49 84.87485),(50 85.341),(51 86.07584),(52 85.53793),(53 84.75787),(54 84.791275),(55 84.42735),(56 84.75211),(57 84.402245),(58 84.08142),(59 84.367485),(60 82.85799),(61 82.5722),(62 82.545975),(63 82.750786),(64 82.61732),(65 81.488396),(66 81.680244),(67 81.59077),(68 81.031525),(69 81.08056),(70 80.92777),(71 81.64774),(72 81.26894),(73 81.32494),(74 81.5526),(75 81.92121),(76 81.84296),(77 81.49996),(78 81.55085),(79 81.54215),
(1 41.220806),(2 49.597427),(3 53.3382),(4 57.545296),(5 59.929165),(6 61.081593),(7 62.80307),(8 64.32895),(9 65.14163),(10 66.50947),(11 68.14463),(12 69.166115),(13 70.1383),(14 71.27082),(15 73.19012),(16 74.022064),(17 74.992165),(18 76.40727),(19 77.373985),(20 78.88292),(21 79.69205),(22 80.49849),(23 81.318794),(24 80.56314),(25 80.93749),(26 81.02703),(27 81.140724),(28 82.08008),(29 81.80369),(30 82.63319),(31 83.2423),(32 83.05041),(33 82.45455),(34 83.34604),(35 83.6933),(36 83.357155),(37 83.269554),(38 82.78076),(39 82.72305),(40 82.42519),(41 82.660614),(42 82.51),(43 82.80782),(44 83.78013),(45 83.50556),(46 83.283844),(47 82.71129),(48 82.75283),(49 82.27644),(50 82.478165),(51 82.32299),(52 81.90205),(53 81.575165),(54 81.48936),(55 81.57577),(56 81.91475),(57 82.40284),(58 82.04882),(59 82.01731),(60 81.05633),(61 80.73719),(62 80.34096),(63 81.943634),(64 80.83242),(65 81.100945),(66 80.521355),(67 80.66284),(68 80.09222),(69 80.22725),(70 79.7263),(71 80.26806),(72 79.70553),(73 79.57499),(74 79.65113),(75 80.00637),(76 80.4832),(77 80.14558),(78 80.45126),(79 80.13415),
(1 40.810738),(2 49.349808),(3 53.77769),(4 56.640892),(5 59.402813),(6 61.01415),(7 62.537327),(8 64.23553),(9 64.914),(10 66.419624),(11 67.72906),(12 68.54874),(13 70.50476),(14 71.33918),(15 73.10073),(16 73.67285),(17 73.75392),(18 75.341515),(19 76.40824),(20 76.510185),(21 76.55169),(22 77.59864),(23 78.02863),(24 77.87909),(25 78.66279),(26 79.3311),(27 80.48373),(28 80.27132),(29 81.10178),(30 81.18954),(31 81.19624),(32 81.58576),(33 81.70937),(34 81.760544),(35 82.324936),(36 82.734535),(37 83.000084),(38 82.998505),(39 83.57766),(40 82.5865),(41 82.813515),(42 82.92868),(43 83.428955),(44 83.62479),(45 84.170425),(46 84.53423),(47 84.32942),(48 84.28081),(49 83.8256),(50 83.50254),(51 84.05408),(52 83.95259),(53 83.483635),(54 84.56132),(55 84.346146),(56 84.115715),(57 83.99202),(58 83.67591),(59 83.28609),(60 82.79707),(61 82.74865),(62 82.71446),(63 83.03912),(64 82.812035),(65 82.24273),(66 81.87397),(67 81.46092),(68 81.31725),(69 81.46796),(70 81.40415),(71 81.424095),(72 81.36939),(73 81.1421),(74 80.95281),(75 81.21553),(76 81.12736),(77 81.2318),(78 81.35848),(79 81.2628),
(1 40.32012),(2 48.65027),(3 52.857178),(4 55.93169),(5 58.24723),(6 60.094322),(7 61.549984),(8 62.651314),(9 63.699802),(10 64.71107),(11 65.73307),(12 67.11092),(13 68.84463),(14 69.738914),(15 72.238304),(16 72.20103),(17 73.20631),(18 74.74538),(19 75.00831),(20 75.54366),(21 75.80502),(22 76.30147),(23 76.931274),(24 76.60077),(25 76.34949),(26 77.07023),(27 77.927765),(28 78.401695),(29 77.97522),(30 77.63456),(31 78.022415),(32 78.84813),(33 77.71765),(34 77.76522),(35 78.793816),(36 78.78988),(37 78.89811),(38 78.988205),(39 79.20276),(40 78.80526),(41 79.53369),(42 79.098595),(43 79.25785),(44 80.07113),(45 79.93705),(46 79.48212),(47 80.51043),(48 79.52062),(49 79.3807),(50 79.41774),(51 79.2358),(52 79.15945),(53 79.381454),(54 79.5076),(55 79.82575),(56 79.54417),(57 79.31904),(58 78.76679),(59 78.54331),(60 78.242165),(61 77.99737),(62 77.919174),(63 78.378746),(64 77.909164),(65 77.47312),(66 77.965324),(67 77.70172),(68 77.48545),(69 78.117165),(70 77.13242),(71 77.32252),(72 77.03511),(73 77.00751),(74 76.493126),(75 77.12306),(76 75.9947),(77 75.708855),(78 76.44098),(79 76.355644),
(1 40.6439),(2 49.592384),(3 53.92488),(4 56.86651),(5 59.46263),(6 61.076397),(7 62.129143),(8 63.94598),(9 64.853325),(10 65.51784),(11 67.74054),(12 68.600525),(13 69.98197),(14 71.006546),(15 72.128296),(16 72.995865),(17 73.99735),(18 75.416046),(19 76.166046),(20 77.27097),(21 77.10911),(22 78.80095),(23 78.89534),(24 78.55319),(25 79.09274),(26 79.274414),(27 79.15761),(28 80.06842),(29 80.57955),(30 80.906),(31 81.35159),(32 81.976425),(33 81.60842),(34 82.00062),(35 81.82742),(36 82.11724),(37 81.506584),(38 81.153114),(39 81.67439),(40 80.55584),(41 81.84706),(42 81.823746),(43 81.624565),(44 81.720955),(45 81.80211),(46 81.92154),(47 82.09262),(48 80.87289),(49 79.89839),(50 80.162315),(51 80.38748),(52 79.89088),(53 80.05995),(54 79.37704),(55 79.47792),(56 80.06389),(57 79.733185),(58 79.2558),(59 80.00812),(60 79.704216),(61 79.296394),(62 79.41752),(63 79.41771),(64 78.9624),(65 78.64548),(66 78.421936),(67 77.667625),(68 77.46336),(69 77.54032),(70 76.9964),(71 77.614296),(72 78.19977),(73 77.5232),(74 77.48359),(75 78.547424),(76 78.11032),(77 77.96673),(78 77.93724),(79 77.799835),
(1 39.895027),(2 47.736977),(3 51.749123),(4 55.072674),(5 57.567707),(6 59.568787),(7 60.45321),(8 62.02598),(9 63.199547),(10 64.71232),(11 65.39632),(12 65.993225),(13 66.68123),(14 67.37428),(15 68.71427),(16 68.95722),(17 70.42343),(18 70.969444),(19 71.65564),(20 72.8962),(21 73.4207),(22 74.40941),(23 75.01881),(24 74.74426),(25 74.44987),(26 74.724236),(27 75.773346),(28 75.006226),(29 75.40796),(30 76.11812),(31 76.07009),(32 76.303185),(33 76.1843),(34 76.60196),(35 77.89941),(36 78.46835),(37 78.20083),(38 78.103485),(39 77.56263),(40 77.42066),(41 78.08769),(42 77.77306),(43 78.84391),(44 78.63064),(45 78.651146),(46 79.51413),(47 78.97051),(48 78.52291),(49 78.90108),(50 78.55929),(51 78.237076),(52 78.23242),(53 78.71741),(54 79.00345),(55 78.7694),(56 78.31207),(57 78.67908),(58 77.93921),(59 78.06055),(60 77.544815),(61 77.64637),(62 77.83313),(63 78.16717),(64 77.057526),(65 77.01657),(66 77.43038),(67 76.762886),(68 77.026306),(69 76.777504),(70 77.65466),(71 77.15034),(72 76.25522),(73 76.58948),(74 76.36955),(75 76.8283),(76 76.97795),(77 77.12024),(78 77.30806),(79 77.32311),
