1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 247.02606),(2 284.378),(3 304.73267),(4 322.477),(5 334.03693),(6 345.93854),(7 357.1193),(8 359.9506),(9 365.47794),(10 369.61282),(11 371.11823),(12 377.79712),(13 387.1504),(14 387.3719),(15 395.3586),(16 395.83832),(17 400.34302),(18 404.55658),(19 403.34015),(20 401.4481),(21 395.4483),(22 396.54388),(23 399.01038),(24 394.07416),(25 396.51944),(26 391.39294),(27 396.12518),(28 397.71677),(29 399.5454),(30 399.18063),(31 398.3738),(32 400.79788),(33 398.19595),(34 397.54874),(35 402.13965),(36 397.28033),(37 405.96918),(38 404.77386),(39 402.75818),(40 405.11154),(41 407.96066),(42 408.64706),(43 415.7784),(44 415.44604),(45 411.1999),(46 410.95392),(47 414.46725),(48 410.3487),(49 404.60995),(50 408.3726),(51 415.3321),(52 411.788),(53 417.91916),(54 414.43317),(55 414.00705),(56 415.50296),(57 413.68973),(58 414.5686),(59 413.73468),(60 417.04913),(61 415.55685),(62 419.4448),(63 420.1815),(64 417.9161),(65 417.95596),(66 417.3783),(67 410.9319),(68 408.12375),(69 409.69037),(70 403.31293),(71 403.3206),(72 401.05017),(73 410.11765),(74 406.50974),(75 408.1526),(76 403.23962),(77 402.3525),(78 408.26227),(79 404.1663),
(1 242.57602),(2 279.82233),(3 301.6585),(4 315.6697),(5 329.2375),(6 335.47467),(7 345.9529),(8 353.70428),(9 357.8066),(10 366.3856),(11 371.41656),(12 373.03076),(13 379.38232),(14 380.11087),(15 382.93488),(16 385.41217),(17 386.74036),(18 387.6729),(19 391.88342),(20 389.88312),(21 388.83847),(22 389.60095),(23 390.476),(24 387.0045),(25 387.84277),(26 386.7383),(27 391.24637),(28 394.43048),(29 395.01135),(30 393.1155),(31 391.11084),(32 390.36218),(33 389.5818),(34 389.02023),(35 396.1563),(36 394.0731),(37 396.92404),(38 402.03265),(39 402.08566),(40 406.6652),(41 404.9112),(42 407.14096),(43 416.85522),(44 414.28693),(45 419.82138),(46 421.2056),(47 418.5429),(48 416.25812),(49 413.0797),(50 408.1691),(51 409.54855),(52 408.40027),(53 409.70746),(54 411.23026),(55 410.95624),(56 409.60138),(57 407.24066),(58 415.9831),(59 415.83875),(60 415.9855),(61 417.5006),(62 415.1228),(63 417.0027),(64 416.1471),(65 418.64343),(66 416.64542),(67 413.15903),(68 414.0705),(69 414.51074),(70 413.53864),(71 414.8407),(72 413.761),(73 422.67),(74 414.98145),(75 412.1234),(76 410.48428),(77 412.15836),(78 416.7107),(79 411.6005),
(1 238.10118),(2 273.75214),(3 296.05148),(4 311.34744),(5 322.94733),(6 331.01514),(7 337.21506),(8 347.47397),(9 347.2804),(10 352.8387),(11 350.83224),(12 354.56674),(13 363.88202),(14 364.28806),(15 363.77045),(16 372.46167),(17 371.02942),(18 383.29715),(19 382.05048),(20 385.12073),(21 387.58307),(22 386.43484),(23 387.4929),(24 386.4133),(25 385.03662),(26 382.62564),(27 383.75092),(28 386.24588),(29 385.83554),(30 385.17923),(31 386.88766),(32 386.06403),(33 391.64017),(34 387.43158),(35 388.9945),(36 394.88232),(37 394.61313),(38 396.93857),(39 397.37155),(40 399.24976),(41 401.03476),(42 399.26743),(43 403.4547),(44 401.21945),(45 403.17432),(46 402.11383),(47 405.82056),(48 403.90643),(49 404.9811),(50 404.58023),(51 405.44287),(52 403.376),(53 406.02484),(54 404.56842),(55 407.73163),(56 407.67508),(57 406.7416),(58 416.38275),(59 415.48413),(60 411.6729),(61 421.82135),(62 423.5611),(63 427.32352),(64 425.26932),(65 426.0693),(66 423.8228),(67 420.01416),(68 417.1922),(69 414.1889),(70 410.37955),(71 417.73856),(72 410.73343),(73 416.19672),(74 417.09537),(75 407.2494),(76 408.46597),(77 410.64706),(78 408.1294),(79 401.33347),
(1 234.35582),(2 269.32657),(3 292.1069),(4 305.48352),(5 316.95953),(6 326.42123),(7 332.21478),(8 337.32776),(9 343.55588),(10 352.08154),(11 357.41144),(12 357.19647),(13 368.10504),(14 366.83978),(15 373.16647),(16 381.74796),(17 384.42746),(18 385.11594),(19 383.741),(20 380.66833),(21 382.52673),(22 381.2001),(23 383.29523),(24 383.99948),(25 389.74048),(26 390.28497),(27 389.43433),(28 391.53204),(29 388.37714),(30 388.2269),(31 394.61517),(32 392.1949),(33 398.40735),(34 396.93283),(35 399.36838),(36 405.07455),(37 398.82776),(38 399.3734),(39 395.6757),(40 396.2932),(41 397.88046),(42 397.2696),(43 405.32938),(44 402.7193),(45 400.4573),(46 401.63104),(47 401.61868),(48 399.1335),(49 393.1875),(50 394.6317),(51 393.51184),(52 391.56458),(53 391.77182),(54 387.41626),(55 391.03854),(56 389.93988),(57 390.64468),(58 394.49432),(59 395.25784),(60 394.53137),(61 401.5625),(62 401.87997),(63 402.2335),(64 398.2608),(65 397.13828),(66 396.01526),(67 395.69473),(68 390.57584),(69 391.72043),(70 390.30573),(71 389.7669),(72 391.15173),(73 395.75024),(74 394.58957),(75 391.5335),(76 393.62256),(77 394.86932),(78 393.0214),(79 394.3672),
(1 228.34842),(2 266.1268),(3 288.56555),(4 303.0844),(5 309.04056),(6 318.476),(7 326.85886),(8 337.26425),(9 344.24332),(10 341.81616),(11 347.37015),(12 353.18512),(13 363.1009),(14 360.91745),(15 367.51),(16 367.34756),(17 372.5755),(18 376.3906),(19 376.00327),(20 374.0696),(21 374.80652),(22 375.23965),(23 371.07587),(24 371.36505),(25 367.6555),(26 369.54324),(27 368.21957),(28 371.79825),(29 372.65622),(30 364.44586),(31 366.86847),(32 371.81906),(33 369.70703),(34 372.73938),(35 375.29565),(36 378.2648),(37 378.22086),(38 380.43195),(39 380.8318),(40 385.2426),(41 377.62924),(42 374.82455),(43 384.4549),(44 378.31912),(45 377.21283),(46 381.96817),(47 383.39545),(48 381.8127),(49 377.98212),(50 377.1004),(51 379.57986),(52 377.20184),(53 374.7094),(54 373.17398),(55 373.9524),(56 378.20062),(57 377.01672),(58 384.30365),(59 381.2757),(60 382.2307),(61 382.48456),(62 386.74805),(63 387.17355),(64 382.4111),(65 384.6569),(66 381.0887),(67 379.26727),(68 377.8707),(69 373.92276),(70 372.48758),(71 374.39584),(72 376.45535),(73 380.14267),(74 382.11575),(75 382.03275),(76 383.82407),(77 383.49533),(78 383.33438),(79 381.26642),
(1 234.90337),(2 271.5689),(3 298.99655),(4 308.93103),(5 319.96698),(6 328.5473),(7 337.9968),(8 344.04398),(9 349.63397),(10 347.7933),(11 351.14786),(12 353.01852),(13 363.377),(14 361.17252),(15 367.7512),(16 365.32504),(17 370.28238),(18 371.87805),(19 373.6746),(20 372.67984),(21 372.41812),(22 374.4725),(23 372.9981),(24 371.8277),(25 376.08286),(26 377.02963),(27 376.54602),(28 382.0362),(29 376.97623),(30 376.50018),(31 377.12402),(32 380.2426),(33 378.18298),(34 376.90506),(35 377.28793),(36 375.05502),(37 383.46985),(38 382.56238),(39 385.65408),(40 392.86877),(41 392.08484),(42 396.07687),(43 399.32056),(44 398.8327),(45 400.33347),(46 402.36737),(47 401.68808),(48 403.4584),(49 400.02634),(50 398.4351),(51 399.6956),(52 396.1927),(53 398.2957),(54 397.88605),(55 402.7302),(56 401.7521),(57 403.78616),(58 412.5976),(59 415.899),(60 411.9944),(61 408.7243),(62 409.9031),(63 415.29886),(64 411.54907),(65 411.01587),(66 408.7236),(67 410.73526),(68 411.4429),(69 411.6703),(70 408.00977),(71 403.87305),(72 401.83203),(73 411.25653),(74 407.03342),(75 405.37308),(76 404.7707),(77 404.1214),(78 397.8869),(79 397.81024),
(1 229.06406),(2 270.72342),(3 290.97577),(4 304.56653),(5 315.56134),(6 323.46164),(7 333.9668),(8 341.61304),(9 345.91187),(10 349.28946),(11 350.91214),(12 354.77402),(13 369.30106),(14 367.9688),(15 375.82047),(16 378.746),(17 378.98364),(18 378.1327),(19 380.2212),(20 377.38156),(21 375.58224),(22 374.74115),(23 372.93716),(24 372.27277),(25 374.68356),(26 377.37045),(27 380.05377),(28 377.8591),(29 378.56003),(30 380.4756),(31 380.323),(32 383.3933),(33 385.1339),(34 387.52313),(35 389.47525),(36 391.2394),(37 387.74756),(38 382.9606),(39 387.24832),(40 391.25934),(41 392.00275),(42 392.4418),(43 399.19272),(44 394.661),(45 398.49933),(46 397.2141),(47 403.00906),(48 399.30264),(49 400.82578),(50 402.88696),(51 402.0201),(52 395.1967),(53 396.6804),(54 395.05786),(55 393.57785),(56 392.8661),(57 391.1816),(58 400.70416),(59 401.59943),(60 398.8792),(61 396.58936),(62 397.5797),(63 398.2443),(64 393.82874),(65 395.45547),(66 389.222),(67 390.3138),(68 388.4604),(69 387.65518),(70 388.91705),(71 388.7623),(72 386.1403),(73 392.52676),(74 390.61792),(75 387.94174),(76 388.06546),(77 389.0998),(78 389.44592),(79 388.8108),
(1 222.97348),(2 261.34875),(3 285.25922),(4 300.12582),(5 308.5024),(6 317.15158),(7 326.92786),(8 332.07352),(9 339.20612),(10 345.14163),(11 348.26672),(12 351.13086),(13 356.8767),(14 355.76526),(15 356.1281),(16 356.574),(17 356.94913),(18 363.31244),(19 361.56036),(20 365.1824),(21 362.62518),(22 362.6001),(23 361.25235),(24 362.44244),(25 360.05304),(26 360.20087),(27 359.45908),(28 363.25687),(29 364.19797),(30 364.06635),(31 362.08972),(32 367.60214),(33 366.73383),(34 366.89767),(35 366.76337),(36 370.00977),(37 369.2485),(38 368.24277),(39 368.04892),(40 369.72858),(41 372.8918),(42 374.09995),(43 376.36227),(44 375.6819),(45 376.86142),(46 371.71967),(47 376.87302),(48 372.8723),(49 373.61584),(50 377.85217),(51 374.35464),(52 374.15985),(53 375.4708),(54 376.18668),(55 377.70496),(56 381.554),(57 381.38538),(58 388.23532),(59 391.13202),(60 385.1793),(61 385.82434),(62 386.7908),(63 385.30365),(64 386.03674),(65 389.57535),(66 385.89035),(67 385.12277),(68 381.9899),(69 381.55664),(70 378.64502),(71 382.12726),(72 377.69174),(73 384.93655),(74 379.6821),(75 379.1579),(76 377.41013),(77 374.52792),(78 374.17783),(79 371.33102),
(1 224.16473),(2 261.55588),(3 287.1667),(4 298.4231),(5 310.2718),(6 313.48065),(7 322.75797),(8 328.56876),(9 332.91864),(10 335.27258),(11 336.53012),(12 337.69647),(13 343.09445),(14 347.862),(15 348.70236),(16 353.26038),(17 357.55286),(18 360.49722),(19 359.17667),(20 364.89438),(21 364.1396),(22 362.8624),(23 364.10397),(24 363.59497),(25 363.3301),(26 363.90823),(27 363.293),(28 363.848),(29 363.48428),(30 365.7705),(31 362.60925),(32 361.23654),(33 363.81747),(34 361.07437),(35 362.21082),(36 365.14166),(37 369.44083),(38 368.4765),(39 366.4702),(40 369.6949),(41 368.45712),(42 366.54764),(43 370.06805),(44 366.55106),(45 370.51587),(46 370.95465),(47 372.9357),(48 373.86066),(49 372.1844),(50 372.89194),(51 368.56494),(52 370.60632),(53 368.24857),(54 371.3041),(55 374.10312),(56 373.80304),(57 372.27393),(58 377.45325),(59 379.54388),(60 376.91232),(61 377.44116),(62 382.43234),(63 386.59192),(64 381.69717),(65 383.90906),(66 382.23468),(67 380.03345),(68 378.15375),(69 380.85666),(70 378.2455),(71 377.65308),(72 378.58774),(73 379.0833),(74 377.36465),(75 374.74594),(76 373.11148),(77 372.49023),(78 372.80124),(79 374.0649),
(1 216.61024),(2 251.88522),(3 274.98373),(4 286.1211),(5 299.29474),(6 305.5113),(7 313.7645),(8 316.97067),(9 323.04523),(10 326.1305),(11 327.03754),(12 325.54886),(13 339.82605),(14 342.53516),(15 343.65115),(16 348.28265),(17 347.5086),(18 349.59933),(19 352.55844),(20 353.01633),(21 351.06595),(22 352.90338),(23 355.70798),(24 352.2776),(25 354.15173),(26 357.24796),(27 357.43146),(28 354.96268),(29 354.7428),(30 358.1252),(31 356.00848),(32 359.30664),(33 358.81067),(34 359.18402),(35 359.64307),(36 358.91928),(37 361.05157),(38 364.71793),(39 365.47794),(40 368.40753),(41 371.1794),(42 370.76416),(43 374.61258),(44 374.4315),(45 376.0173),(46 372.53458),(47 374.78714),(48 374.38202),(49 375.66364),(50 377.6272),(51 371.59042),(52 377.715),(53 374.94574),(54 374.93524),(55 375.53793),(56 375.628),(57 372.96008),(58 381.1575),(59 375.98526),(60 375.42343),(61 376.96326),(62 376.75708),(63 379.5454),(64 378.81244),(65 376.87585),(66 378.76474),(67 379.0301),(68 376.05396),(69 373.62375),(70 376.52936),(71 373.09753),(72 372.2722),(73 372.19458),(74 366.70053),(75 367.18762),(76 364.15585),(77 364.77847),(78 369.1023),(79 369.98712),
(1 216.70338),(2 254.3187),(3 279.35358),(4 292.93362),(5 303.827),(6 311.66272),(7 318.95963),(8 326.66565),(9 328.81525),(10 329.6797),(11 329.35455),(12 334.9126),(13 341.93027),(14 344.733),(15 348.30093),(16 351.63467),(17 353.68646),(18 360.34967),(19 364.55936),(20 363.16052),(21 367.73965),(22 365.79175),(23 365.46677),(24 368.2343),(25 366.49316),(26 365.1001),(27 368.75974),(28 369.5154),(29 370.45764),(30 369.5087),(31 371.04663),(32 369.2433),(33 366.94232),(34 372.41235),(35 369.1489),(36 371.71875),(37 373.59122),(38 376.6244),(39 380.17456),(40 379.4761),(41 377.5588),(42 384.5607),(43 389.1794),(44 384.57474),(45 388.4774),(46 392.61227),(47 394.81433),(48 392.06235),(49 395.78622),(50 397.0464),(51 395.40347),(52 396.4842),(53 393.57983),(54 396.66153),(55 394.3141),(56 394.24222),(57 392.3622),(58 400.67358),(59 400.7709),(60 401.0755),(61 406.33304),(62 406.60284),(63 406.31836),(64 403.63184),(65 402.7834),(66 405.0355),(67 403.5964),(68 398.79245),(69 398.9364),(70 403.09714),(71 397.06393),(72 394.69104),(73 395.82657),(74 390.17184),(75 389.36703),(76 386.32755),(77 388.17978),(78 385.9525),(79 383.7044),
(1 217.27417),(2 248.89557),(3 270.27533),(4 284.72034),(5 293.2424),(6 304.73502),(7 310.05),(8 313.95303),(9 317.7242),(10 319.24512),(11 321.6149),(12 324.89297),(13 328.511),(14 333.1232),(15 337.55316),(16 338.25723),(17 340.70117),(18 341.87393),(19 342.75818),(20 339.04544),(21 341.16086),(22 340.5388),(23 343.08316),(24 342.79956),(25 344.4405),(26 343.01877),(27 342.11096),(28 345.61688),(29 347.3659),(30 346.63052),(31 351.35248),(32 351.19464),(33 356.6222),(34 353.6824),(35 354.55664),(36 354.90622),(37 361.8524),(38 361.38632),(39 360.23743),(40 364.56113),(41 364.6643),(42 365.04788),(43 370.51328),(44 367.5485),(45 370.11133),(46 370.90808),(47 374.88092),(48 370.7866),(49 369.92953),(50 371.10767),(51 373.2402),(52 376.73163),(53 377.15714),(54 377.26376),(55 376.32413),(56 376.33054),(57 378.26416),(58 383.70712),(59 382.61923),(60 381.43628),(61 379.02423),(62 381.21564),(63 381.18967),(64 380.9016),(65 382.25647),(66 378.216),(67 377.22598),(68 376.4714),(69 372.7795),(70 370.23987),(71 368.6999),(72 367.49747),(73 369.22726),(74 368.42535),(75 364.72845),(76 368.47165),(77 367.0299),(78 370.5681),(79 365.65585),
(1 212.43163),(2 246.81734),(3 266.1579),(4 281.87057),(5 294.211),(6 302.02078),(7 306.9873),(8 312.8214),(9 313.4936),(10 317.06628),(11 317.8456),(12 319.114),(13 327.92355),(14 332.39462),(15 334.0857),(16 336.60483),(17 337.08325),(18 334.82175),(19 337.44516),(20 339.6629),(21 339.0777),(22 343.96854),(23 347.97015),(24 344.44208),(25 341.07504),(26 342.2695),(27 340.05518),(28 342.22397),(29 344.9307),(30 340.3268),(31 340.29907),(32 341.13547),(33 339.17062),(34 340.52737),(35 338.25143),(36 343.53857),(37 345.95862),(38 345.28024),(39 345.4165),(40 345.04245),(41 346.6335),(42 348.4888),(43 354.27774),(44 350.4122),(45 353.99976),(46 353.94128),(47 356.26688),(48 354.33334),(49 350.46704),(50 353.83975),(51 355.51343),(52 355.8923),(53 358.84634),(54 360.40445),(55 357.12256),(56 356.69193),(57 360.57654),(58 369.53674),(59 372.22006),(60 368.9764),(61 373.0745),(62 375.9574),(63 382.03345),(64 387.791),(65 385.83588),(66 383.713),(67 383.31165),(68 381.1614),(69 376.31198),(70 372.15335),(71 370.4156),(72 369.5072),(73 373.9512),(74 371.9825),(75 374.61566),(76 376.59827),(77 374.94193),(78 374.8628),(79 369.09372),
(1 211.50967),(2 247.61336),(3 272.52966),(4 283.76855),(5 296.04596),(6 305.59763),(7 310.4269),(8 314.47928),(9 315.318),(10 316.07175),(11 318.4278),(12 317.9406),(13 328.06046),(14 328.19522),(15 333.32483),(16 332.94397),(17 333.60294),(18 333.6737),(19 337.51517),(20 337.63702),(21 341.8667),(22 339.97955),(23 341.31656),(24 343.11597),(25 338.93967),(26 345.63608),(27 344.22916),(28 344.2993),(29 342.8072),(30 341.7227),(31 345.74136),(32 345.82935),(33 344.93906),(34 343.3324),(35 345.31277),(36 350.5253),(37 348.48526),(38 349.5617),(39 350.93268),(40 351.168),(41 352.08673),(42 353.11722),(43 357.5735),(44 354.40686),(45 358.89536),(46 360.8596),(47 362.03528),(48 359.36337),(49 363.11362),(50 361.98782),(51 361.05505),(52 362.1808),(53 363.0572),(54 361.96463),(55 362.2478),(56 368.66568),(57 366.3644),(58 371.44965),(59 369.40356),(60 373.82733),(61 374.88034),(62 375.77744),(63 377.4796),(64 380.16013),(65 381.63055),(66 378.15158),(67 377.62054),(68 374.93613),(69 372.31107),(70 366.7076),(71 365.7255),(72 364.4501),(73 370.646),(74 366.59256),(75 365.98434),(76 364.8649),(77 362.34262),(78 361.129),(79 357.38983),
(1 208.7773),(2 243.40527),(3 265.07526),(4 275.38162),(5 284.94116),(6 291.90384),(7 295.7487),(8 303.22668),(9 303.75638),(10 302.98056),(11 308.4673),(12 311.04886),(13 322.6538),(14 326.26837),(15 329.89105),(16 333.58762),(17 337.14096),(18 336.98355),(19 343.63486),(20 343.77075),(21 343.7853),(22 342.93793),(23 340.0753),(24 341.79382),(25 339.45755),(26 340.74872),(27 337.76666),(28 341.30496),(29 339.27173),(30 340.05505),(31 341.53378),(32 341.08072),(33 340.47412),(34 337.55942),(35 339.42303),(36 340.33096),(37 341.85593),(38 346.98083),(39 347.61554),(40 347.42395),(41 345.64243),(42 348.08884),(43 351.4254),(44 348.6443),(45 350.3243),(46 352.77774),(47 355.29495),(48 349.92157),(49 351.30496),(50 348.10345),(51 346.9979),(52 342.55655),(53 344.29742),(54 347.49435),(55 343.9116),(56 349.48407),(57 348.5921),(58 354.52005),(59 356.97156),(60 359.69128),(61 356.89984),(62 360.50424),(63 359.2051),(64 360.46365),(65 355.5066),(66 357.38846),(67 354.18387),(68 347.43115),(69 347.52603),(70 344.9308),(71 342.74893),(72 343.4751),(73 347.2412),(74 344.37125),(75 348.62653),(76 347.80118),(77 346.51053),(78 348.33246),(79 345.13004),
(1 207.20439),(2 241.52611),(3 263.06747),(4 276.4911),(5 284.79538),(6 288.4363),(7 297.27734),(8 303.44183),(9 305.913),(10 307.7842),(11 312.38135),(12 314.88797),(13 328.76144),(14 327.59952),(15 329.96786),(16 330.4166),(17 330.87314),(18 338.12753),(19 340.74954),(20 339.26114),(21 340.68677),(22 340.30215),(23 339.66757),(24 333.9442),(25 335.61716),(26 333.99857),(27 328.83987),(28 333.3517),(29 331.3997),(30 333.47293),(31 337.47144),(32 335.5293),(33 335.50986),(34 332.37164),(35 334.50107),(36 338.21606),(37 336.25082),(38 340.1237),(39 335.6863),(40 339.37943),(41 337.09134),(42 340.6277),(43 353.9841),(44 349.10693),(45 352.1985),(46 353.7519),(47 349.66528),(48 348.94006),(49 348.1104),(50 344.99576),(51 342.47687),(52 343.16696),(53 346.1874),(54 345.4204),(55 344.74088),(56 351.15225),(57 351.5724),(58 355.76642),(59 353.69553),(60 356.75964),(61 359.91516),(62 362.4036),(63 356.76184),(64 355.9316),(65 358.3123),(66 356.25815),(67 355.18484),(68 352.38583),(69 349.78488),(70 350.48282),(71 347.66714),(72 344.46265),(73 348.14444),(74 345.16943),(75 348.21732),(76 348.1133),(77 345.8865),(78 349.8877),(79 350.00446),
(1 201.14908),(2 231.61647),(3 252.18568),(4 267.70224),(5 278.7629),(6 283.49268),(7 286.63245),(8 292.81747),(9 295.95047),(10 299.49652),(11 301.14597),(12 301.95273),(13 311.5559),(14 316.08395),(15 319.7418),(16 322.71082),(17 325.94955),(18 325.53268),(19 328.7773),(20 331.77786),(21 334.2006),(22 334.52954),(23 332.4521),(24 335.06506),(25 334.75552),(26 333.11743),(27 332.11472),(28 335.3182),(29 333.78552),(30 336.2356),(31 339.11282),(32 332.90643),(33 336.3245),(34 341.0609),(35 341.1864),(36 343.29147),(37 345.1919),(38 343.4703),(39 346.59167),(40 345.93823),(41 343.62384),(42 346.3547),(43 350.92874),(44 355.3208),(45 355.43362),(46 355.1265),(47 354.14908),(48 354.60803),(49 351.78503),(50 351.68756),(51 353.31686),(52 352.11014),(53 353.1519),(54 351.948),(55 347.65988),(56 351.79974),(57 349.5555),(58 356.2001),(59 357.0109),(60 358.036),(61 358.55185),(62 361.09317),(63 363.12704),(64 365.38712),(65 362.827),(66 360.93866),(67 356.78174),(68 357.2868),(69 356.57953),(70 358.0308),(71 349.95883),(72 348.9153),(73 354.3868),(74 349.58347),(75 349.31046),(76 348.36966),(77 345.58203),(78 348.04364),(79 345.1669),
(1 204.37791),(2 237.14528),(3 255.94542),(4 269.02924),(5 278.93457),(6 282.95847),(7 290.914),(8 296.36758),(9 297.49298),(10 297.80127),(11 305.7503),(12 306.7613),(13 317.50348),(14 317.45392),(15 318.4214),(16 323.27634),(17 325.62167),(18 325.2702),(19 332.0264),(20 333.14117),(21 330.25412),(22 330.99286),(23 329.8798),(24 330.81277),(25 329.5069),(26 327.08008),(27 326.39612),(28 331.327),(29 328.14227),(30 327.05917),(31 323.37033),(32 329.48642),(33 327.5294),(34 329.64047),(35 334.9308),(36 335.78174),(37 338.51416),(38 340.62085),(39 340.2525),(40 340.1208),(41 346.4247),(42 343.28976),(43 352.59302),(44 352.18848),(45 350.3578),(46 354.2605),(47 349.3998),(48 353.63104),(49 350.06992),(50 346.98068),(51 349.3929),(52 347.93253),(53 355.147),(54 355.31018),(55 353.44107),(56 357.73315),(57 357.67062),(58 363.35587),(59 360.5403),(60 361.81732),(61 365.4887),(62 363.36557),(63 360.2786),(64 360.418),(65 358.00638),(66 356.6486),(67 354.3106),(68 354.93665),(69 351.87997),(70 353.5205),(71 352.19818),(72 349.40207),(73 358.08295),(74 354.1895),(75 348.49158),(76 352.44254),(77 351.07306),(78 350.17563),(79 349.50528),
