1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15184.489),(2 49516.34),(3 104743.59),(4 174785.52),(5 254786.45),(6 340690.8),(7 445455.5),(8 555227.8),(9 675794.75),(10 794037.8),(11 922429),(12 1043991.8),(13 1168066.4),(14 1289225.1),(15 1425790),(16 1552298),(17 1675078.6),(18 1813613.4),(19 1952607.6),(20 2097910.3),(21 2231614),(22 2370081),(23 2507476.8),(24 2647443.8),(25 2800352.8),(26 2963609.3),(27 3153477.3),(28 3360526.8),(29 3587248),(30 3853213.8),(31 4135528.8),(32 4470403.5),(33 4831314.5),(34 5216211.5),(35 5642102),(36 6095358.5),(37 6554940.5),(38 7023285.5),(39 7546138.5),(40 8065984.5),(41 8545461),(42 9040191),(43 9572266),(44 10100306),(45 10639383),(46 11132751),(47 11628485),(48 12116483),(49 12605867),(50 13064083),(51 13488577),(52 13876093),(53 14202527),(54 14483595),(55 14717569),(56 14904161),(57 15064607),(58 15208395),(59 15346627),(60 15427712),(61 15533991),(62 15605635),(63 15700524),(64 15761721),(65 15801328),(66 15798115),(67 15786760),(68 15747887),(69 15742337),(70 15730951),(71 15749679),(72 15746397),(73 15806412),(74 15860488),(75 15980589),(76 16091680),(77 16202040),(78 16298624),(79 16386340),
(1 39.52243),(2 49.237774),(3 55.938717),(4 59.338085),(5 59.36996),(6 61.45099),(7 63.301777),(8 65.11653),(9 67.00835),(10 67.073204),(11 67.11228),(12 65.64105),(13 66.997),(14 67.53902),(15 68.23522),(16 68.01315),(17 68.34001),(18 70.11631),(19 69.80795),(20 69.74119),(21 69.97519),(22 70.68583),(23 70.42249),(24 70.29265),(25 70.44117),(26 71.476166),(27 71.95102),(28 72.18481),(29 72.41911),(30 72.913635),(31 72.91011),(32 73.003654),(33 73.27354),(34 73.11852),(35 73.44021),(36 73.65525),(37 74.141304),(38 73.92291),(39 73.25132),(40 75.2328),(41 74.54687),(42 75.30565),(43 73.74113),(44 74.350105),(45 74.095985),(46 74.63676),(47 74.96638),(48 74.53301),(49 75.608635),(50 75.67767),(51 74.79966),(52 74.71381),(53 73.87175),(54 74.121124),(55 73.81606),(56 73.57897),(57 73.82983),(58 73.33798),(59 72.65364),(60 72.66903),(61 71.730804),(62 71.417114),(63 72.90245),(64 72.38745),(65 72.18742),(66 71.36994),(67 70.98296),(68 71.39912),(69 70.736244),(70 70.83158),(71 70.62041),(72 70.21618),(73 70.42712),(74 70.85831),(75 70.326614),(76 70.176865),(77 69.30672),(78 69.27484),(79 69.57638),
(1 40.59024),(2 49.447826),(3 56.397575),(4 58.45657),(5 58.899845),(6 61.984043),(7 63.030296),(8 65.63137),(9 65.44829),(10 66.27782),(11 66.99532),(12 67.39668),(13 68.94387),(14 68.072395),(15 68.602806),(16 68.04768),(17 69.43117),(18 70.49745),(19 70.095604),(20 70.70283),(21 71.95487),(22 70.395134),(23 70.49303),(24 71.12123),(25 72.06209),(26 71.94876),(27 72.210724),(28 73.61049),(29 73.40893),(30 73.53403),(31 72.70796),(32 73.94186),(33 74.62225),(34 74.11117),(35 74.364914),(36 74.54037),(37 75.54705),(38 73.88303),(39 74.133514),(40 74.42309),(41 73.32145),(42 72.75997),(43 73.39751),(44 73.59678),(45 73.11476),(46 71.633026),(47 71.8037),(48 72.641914),(49 72.00228),(50 72.04063),(51 72.12361),(52 71.30743),(53 70.99098),(54 70.230415),(55 70.469284),(56 69.84274),(57 69.9296),(58 70.23948),(59 70.2597),(60 69.550285),(61 68.81708),(62 69.88256),(63 71.298256),(64 71.40154),(65 70.90596),(66 70.64921),(67 69.934875),(68 69.93981),(69 70.87032),(70 71.03516),(71 70.903885),(72 71.20263),(73 70.14203),(74 69.70899),(75 70.818436),(76 70.65851),(77 69.76672),(78 68.55219),(79 69.68224),
(1 39.526325),(2 49.357082),(3 54.919235),(4 58.15576),(5 59.634033),(6 61.563965),(7 62.856163),(8 65.09751),(9 64.64764),(10 65.184135),(11 66.43914),(12 65.87357),(13 67.2617),(14 68.40837),(15 68.65729),(16 69.361145),(17 68.313805),(18 69.74149),(19 69.911766),(20 70.48853),(21 70.10432),(22 70.24846),(23 70.01561),(24 70.739815),(25 70.28891),(26 70.603714),(27 70.71833),(28 71.42552),(29 71.27232),(30 71.1326),(31 71.523056),(32 71.33258),(33 71.62114),(34 72.31419),(35 72.57049),(36 73.49222),(37 72.28188),(38 72.44194),(39 72.06369),(40 71.92531),(41 71.7965),(42 71.76261),(43 71.14925),(44 71.277),(45 71.314705),(46 70.32096),(47 70.64055),(48 71.84429),(49 72.22452),(50 72.06449),(51 71.31389),(52 71.49298),(53 70.867386),(54 70.6807),(55 71.78451),(56 70.81113),(57 71.63998),(58 72.1307),(59 71.646355),(60 71.12807),(61 71.03869),(62 71.05811),(63 71.69229),(64 71.57352),(65 72.444954),(66 71.44893),(67 71.554825),(68 70.23966),(69 71.189896),(70 70.94739),(71 70.871826),(72 69.88521),(73 69.8648),(74 69.44906),(75 70.46178),(76 70.567894),(77 69.951675),(78 71.78529),(79 70.919556),
(1 39.93046),(2 49.84274),(3 56.522823),(4 59.581882),(5 61.588993),(6 63.252308),(7 64.873825),(8 67.18231),(9 67.12118),(10 67.3598),(11 67.83832),(12 67.541214),(13 69.73858),(14 70.0104),(15 69.557106),(16 71.6949),(17 72.07184),(18 74.15651),(19 73.08391),(20 73.955475),(21 74.29783),(22 72.635956),(23 73.26601),(24 73.413605),(25 73.482765),(26 73.065796),(27 74.72649),(28 76.07865),(29 76.03344),(30 75.90622),(31 75.75724),(32 75.25039),(33 76.861725),(34 76.789635),(35 76.27249),(36 75.88892),(37 75.097496),(38 74.69044),(39 75.30415),(40 75.74165),(41 74.92435),(42 74.15209),(43 74.94005),(44 75.57408),(45 75.77218),(46 77.05337),(47 77.33824),(48 77.264145),(49 77.74018),(50 77.75714),(51 77.92038),(52 77.72532),(53 76.920204),(54 75.97737),(55 75.95295),(56 75.44135),(57 75.952675),(58 75.55777),(59 75.12396),(60 74.868904),(61 75.07752),(62 74.813614),(63 74.44131),(64 75.181366),(65 75.45177),(66 74.5885),(67 75.07148),(68 74.06475),(69 74.96232),(70 74.367584),(71 74.84661),(72 73.34397),(73 73.18937),(74 72.93581),(75 73.43385),(76 73.17351),(77 72.847496),(78 72.50083),(79 71.79854),
(1 38.639614),(2 47.577442),(3 54.48091),(4 56.969543),(5 58.871063),(6 60.189808),(7 61.447403),(8 63.86927),(9 63.53287),(10 63.62695),(11 65.017876),(12 64.65675),(13 66.00076),(14 66.05561),(15 65.90934),(16 66.68488),(17 67.171425),(18 68.249054),(19 67.956604),(20 68.52418),(21 67.96873),(22 66.62349),(23 67.8798),(24 69.02087),(25 69.04597),(26 69.05487),(27 69.492065),(28 69.324936),(29 69.572685),(30 69.83278),(31 70.714005),(32 69.993256),(33 70.543564),(34 70.06745),(35 70.48576),(36 70.7422),(37 71.3793),(38 70.35808),(39 70.01123),(40 69.44196),(41 69.84782),(42 70.15555),(43 70.26608),(44 70.79842),(45 71.0697),(46 70.94941),(47 70.49519),(48 71.6624),(49 70.728615),(50 70.14344),(51 70.704254),(52 70.689354),(53 70.340355),(54 70.98273),(55 69.94192),(56 69.608765),(57 70.50151),(58 69.735016),(59 69.38141),(60 69.41836),(61 69.40745),(62 69.72402),(63 69.80976),(64 70.583755),(65 70.13656),(66 69.24578),(67 69.28303),(68 68.480484),(69 68.81834),(70 67.635445),(71 67.73441),(72 66.87058),(73 65.62278),(74 66.230064),(75 66.66176),(76 65.94825),(77 65.73233),(78 66.65355),(79 67.23338),
(1 38.818634),(2 48.263485),(3 55.223576),(4 57.20123),(5 58.642002),(6 60.690662),(7 61.131374),(8 62.763233),(9 63.675247),(10 63.810654),(11 63.54698),(12 63.93961),(13 64.70927),(14 64.84661),(15 66.52054),(16 66.73593),(17 67.184265),(18 67.769325),(19 68.119804),(20 69.11893),(21 68.15135),(22 68.58031),(23 69.395226),(24 68.36797),(25 70.299706),(26 70.18871),(27 71.188614),(28 71.43976),(29 71.3108),(30 71.27418),(31 70.88574),(32 71.46275),(33 72.07523),(34 71.964806),(35 71.933685),(36 71.729195),(37 72.268295),(38 72.28712),(39 72.25806),(40 71.31724),(41 71.37397),(42 70.09494),(43 70.51682),(44 71.50826),(45 70.92205),(46 70.56228),(47 69.61695),(48 71.12283),(49 70.76958),(50 70.11943),(51 69.74313),(52 70.046936),(53 70.65758),(54 70.41106),(55 70.57831),(56 70.97546),(57 70.23432),(58 69.69696),(59 68.884705),(60 68.33322),(61 68.78274),(62 70.25802),(63 69.999596),(64 70.98057),(65 68.9065),(66 68.99578),(67 68.96208),(68 68.897705),(69 69.4945),(70 69.7581),(71 69.81822),(72 69.25933),(73 69.24322),(74 69.1849),(75 69.079414),(76 67.51985),(77 67.61253),(78 68.2181),(79 67.4711),
(1 39.927128),(2 48.71307),(3 54.71019),(4 57.07709),(5 58.911682),(6 60.16655),(7 61.124775),(8 62.03294),(9 63.909027),(10 65.38204),(11 66.371765),(12 65.46048),(13 65.659584),(14 65.686264),(15 66.51267),(16 67.00601),(17 68.38347),(18 69.801056),(19 69.97349),(20 70.135414),(21 70.18337),(22 69.670044),(23 70.1924),(24 71.18495),(25 71.648285),(26 72.37121),(27 72.749886),(28 72.23857),(29 72.16126),(30 73.17296),(31 72.65611),(32 73.7889),(33 73.94492),(34 73.2011),(35 72.76561),(36 72.58816),(37 72.82685),(38 73.25372),(39 73.040985),(40 73.11945),(41 71.914055),(42 71.16306),(43 71.01824),(44 70.85939),(45 70.210205),(46 70.32676),(47 69.380394),(48 70.567),(49 70.25017),(50 70.154564),(51 70.91139),(52 70.59193),(53 70.96561),(54 69.95994),(55 70.34536),(56 71.046555),(57 71.26903),(58 70.51115),(59 70.347466),(60 69.22969),(61 69.96521),(62 70.184),(63 69.88801),(64 69.75698),(65 69.43326),(66 69.0255),(67 68.45971),(68 69.13524),(69 69.79761),(70 69.278114),(71 69.0725),(72 69.474),(73 70.29932),(74 69.73247),(75 69.42163),(76 68.53843),(77 69.151825),(78 70.00385),(79 69.47525),
(1 38.403458),(2 46.41365),(3 52.161045),(4 55.623),(5 57.391594),(6 59.693264),(7 60.251816),(8 61.811356),(9 61.82827),(10 63.116646),(11 63.38412),(12 62.314316),(13 62.961796),(14 63.887543),(15 65.44766),(16 65.77191),(17 66.05271),(18 65.71053),(19 65.538155),(20 66.08992),(21 66.139046),(22 65.75746),(23 66.58468),(24 66.364624),(25 67.1106),(26 67.909744),(27 67.99204),(28 67.87618),(29 68.89882),(30 69.951416),(31 70.26524),(32 69.79986),(33 70.97616),(34 70.76436),(35 70.90954),(36 71.0241),(37 70.69312),(38 70.1172),(39 70.82072),(40 70.80449),(41 69.1549),(42 69.42684),(43 68.89827),(44 69.1996),(45 68.50461),(46 69.32735),(47 69.0942),(48 68.41575),(49 68.651276),(50 67.91712),(51 69.44268),(52 68.74906),(53 68.0795),(54 68.33998),(55 67.87953),(56 67.05267),(57 67.60888),(58 66.561935),(59 66.76969),(60 66.96506),(61 67.44001),(62 67.107086),(63 68.437805),(64 67.23019),(65 68.02013),(66 67.39028),(67 66.74328),(68 66.47938),(69 67.53114),(70 67.56524),(71 68.143005),(72 67.67289),(73 68.595085),(74 68.01272),(75 68.66068),(76 67.80067),(77 68.174446),(78 68.83912),(79 68.72172),
(1 38.72651),(2 46.944565),(3 53.195477),(4 55.646336),(5 56.834732),(6 58.86662),(7 60.88119),(8 61.12932),(9 62.002663),(10 63.56311),(11 64.617966),(12 63.86809),(13 64.881),(14 65.68755),(15 65.73404),(16 67.10187),(17 66.537926),(18 67.27739),(19 67.70118),(20 67.54199),(21 67.5704),(22 67.67929),(23 67.48093),(24 67.448944),(25 67.73267),(26 67.56143),(27 68.44523),(28 67.600426),(29 68.65318),(30 69.46486),(31 69.70918),(32 69.0178),(33 69.271675),(34 68.425316),(35 69.5516),(36 70.17984),(37 69.942314),(38 70.21316),(39 70.57752),(40 70.14736),(41 70.01106),(42 69.63321),(43 68.8953),(44 69.237724),(45 69.80863),(46 69.0958),(47 67.5348),(48 69.273285),(49 68.17712),(50 67.09307),(51 68.11864),(52 68.55316),(53 68.13935),(54 68.40191),(55 68.624535),(56 67.94782),(57 67.70323),(58 67.211685),(59 66.95182),(60 66.6977),(61 67.78051),(62 67.561),(63 68.6242),(64 67.398056),(65 68.03308),(66 67.326965),(67 67.4811),(68 68.5858),(69 67.87797),(70 67.25412),(71 67.87328),(72 67.23973),(73 67.33424),(74 66.85745),(75 67.11826),(76 67.49915),(77 66.5865),(78 66.23687),(79 65.527214),
(1 37.607555),(2 45.565945),(3 52.41874),(4 55.234776),(5 56.804474),(6 57.817),(7 58.764076),(8 60.009407),(9 60.768013),(10 61.73174),(11 62.34135),(12 62.38377),(13 63.001152),(14 63.97387),(15 64.672325),(16 65.4189),(17 66.14176),(18 67.10234),(19 65.98268),(20 66.43684),(21 68.05225),(22 67.71713),(23 67.72687),(24 67.65996),(25 69.192),(26 69.69969),(27 71.10404),(28 70.84305),(29 70.816284),(30 70.44168),(31 69.41676),(32 69.21994),(33 68.59058),(34 68.68463),(35 69.77259),(36 68.457596),(37 68.46467),(38 68.89967),(39 69.22738),(40 69.05045),(41 67.10269),(42 67.86771),(43 67.81495),(44 68.03835),(45 67.75533),(46 67.035675),(47 68.0996),(48 68.519775),(49 68.377014),(50 67.63815),(51 68.06445),(52 68.20335),(53 68.485504),(54 67.81313),(55 67.96885),(56 68.31385),(57 68.94904),(58 67.42618),(59 67.43239),(60 67.08339),(61 66.421165),(62 66.55559),(63 67.079124),(64 67.57471),(65 67.268486),(66 68.396805),(67 67.8442),(68 66.92321),(69 66.73112),(70 66.74254),(71 67.86351),(72 67.06959),(73 66.438995),(74 65.91073),(75 65.99872),(76 66.79489),(77 66.09166),(78 66.62098),(79 66.28797),
(1 37.77857),(2 45.336735),(3 51.77709),(4 54.876225),(5 56.64653),(6 58.312065),(7 59.882603),(8 60.85699),(9 61.48315),(10 61.84395),(11 62.904194),(12 62.98138),(13 64.52867),(14 64.149826),(15 63.98677),(16 64.58259),(17 64.41879),(18 65.731895),(19 65.4161),(20 66.405594),(21 66.8836),(22 66.215706),(23 66.27297),(24 66.08144),(25 66.83642),(26 67.43962),(27 67.81081),(28 67.746605),(29 67.68502),(30 67.95683),(31 68.985344),(32 68.660934),(33 68.39603),(34 69.755936),(35 69.64663),(36 68.33007),(37 69.11893),(38 69.28947),(39 69.28458),(40 69.32112),(41 67.95176),(42 69.135284),(43 68.59705),(44 68.30884),(45 68.62373),(46 67.02696),(47 68.142296),(48 67.76747),(49 68.96852),(50 67.73222),(51 68.23209),(52 68.68499),(53 68.614105),(54 67.70052),(55 68.38286),(56 68.64524),(57 68.85635),(58 68.03414),(59 67.87543),(60 68.09044),(61 67.99946),(62 68.28411),(63 68.23249),(64 67.597145),(65 67.72796),(66 68.10816),(67 67.59657),(68 67.298355),(69 66.47405),(70 67.38307),(71 67.400154),(72 66.19905),(73 66.86345),(74 66.30128),(75 66.406334),(76 66.40391),(77 65.14641),(78 66.62609),(79 66.11324),
(1 37.564106),(2 46.050472),(3 51.13331),(4 53.96552),(5 56.412117),(6 57.979015),(7 58.7626),(8 60.634953),(9 60.717995),(10 61.68945),(11 61.670177),(12 62.94716),(13 63.32056),(14 64.20905),(15 64.645386),(16 65.29903),(17 65.994576),(18 66.74795),(19 66.456116),(20 66.71899),(21 66.77682),(22 65.96667),(23 66.471794),(24 65.513596),(25 65.2109),(26 65.379745),(27 66.228874),(28 65.712006),(29 66.99619),(30 67.413635),(31 67.37448),(32 67.24897),(33 67.73543),(34 67.05703),(35 68.59558),(36 68.33519),(37 69.00167),(38 68.53698),(39 69.19641),(40 69.37605),(41 68.01147),(42 68.98591),(43 69.59617),(44 68.34523),(45 68.60613),(46 68.83031),(47 67.80105),(48 67.72299),(49 67.642265),(50 67.19907),(51 68.21297),(52 67.83789),(53 67.08283),(54 67.55519),(55 68.10048),(56 67.884796),(57 66.94113),(58 66.71111),(59 66.76739),(60 66.685776),(61 66.78242),(62 66.279335),(63 66.78031),(64 66.55465),(65 66.63854),(66 67.148895),(67 66.33427),(68 66.145744),(69 66.12227),(70 66.62622),(71 67.34932),(72 66.205574),(73 65.25207),(74 64.71794),(75 64.52565),(76 64.78597),(77 64.20752),(78 64.170494),(79 65.56395),
(1 37.457672),(2 46.098446),(3 51.005615),(4 53.1254),(5 55.15741),(6 56.96875),(7 57.628334),(8 59.14249),(9 59.843857),(10 59.780205),(11 60.498657),(12 60.583897),(13 60.39274),(14 61.24086),(15 61.476048),(16 62.32367),(17 63.160233),(18 64.614174),(19 64.64808),(20 64.39969),(21 64.006),(22 64.740265),(23 64.42236),(24 65.179634),(25 64.99613),(26 65.50447),(27 66.435),(28 66.33876),(29 66.89955),(30 67.96767),(31 67.94179),(32 67.62193),(33 66.89914),(34 67.866356),(35 67.312126),(36 66.891754),(37 67.278076),(38 67.62995),(39 69.27735),(40 69.994705),(41 69.89506),(42 69.36187),(43 68.696976),(44 68.2628),(45 68.23271),(46 68.06035),(47 67.938324),(48 67.426414),(49 67.35332),(50 67.61247),(51 68.620125),(52 68.79353),(53 68.487206),(54 67.92354),(55 67.58694),(56 68.27063),(57 69.687874),(58 69.412895),(59 69.275764),(60 68.03383),(61 67.72002),(62 68.311905),(63 67.82107),(64 68.12996),(65 68.35207),(66 67.23979),(67 67.12435),(68 66.257774),(69 66.78863),(70 66.26366),(71 67.57734),(72 65.58967),(73 65.7466),(74 66.08568),(75 66.57434),(76 66.37107),(77 66.02415),(78 66.15211),(79 65.68101),
(1 37.461235),(2 45.661644),(3 50.649216),(4 53.140118),(5 55.3573),(6 57.32926),(7 58.426083),(8 60.273987),(9 60.77472),(10 60.526375),(11 61.76176),(12 61.84024),(13 62.86522),(14 64.36607),(15 65.5194),(16 66.00897),(17 66.39709),(18 66.4974),(19 66.76193),(20 66.4542),(21 65.71711),(22 65.311966),(23 66.63292),(24 66.67165),(25 66.722824),(26 65.65582),(27 66.699554),(28 66.563324),(29 67.164825),(30 67.43696),(31 66.241196),(32 66.57026),(33 67.10235),(34 67.328255),(35 67.33147),(36 66.60196),(37 67.13938),(38 66.34377),(39 66.28335),(40 66.56029),(41 66.00565),(42 65.11262),(43 64.76244),(44 64.77947),(45 64.64358),(46 65.39398),(47 65.71163),(48 66.57814),(49 65.791016),(50 65.75072),(51 65.29848),(52 65.29946),(53 64.390144),(54 64.69281),(55 64.865036),(56 64.4338),(57 64.27814),(58 64.41953),(59 65.12608),(60 63.81975),(61 64.015564),(62 64.01176),(63 65.51285),(64 64.64015),(65 63.818417),(66 64.19514),(67 64.24149),(68 64.5271),(69 64.65467),(70 64.12336),(71 65.654655),(72 64.67986),(73 64.95582),(74 64.465454),(75 65.33715),(76 65.004326),(77 63.491238),(78 63.35582),(79 64.05486),
(1 36.532024),(2 44.265896),(3 48.797035),(4 50.252388),(5 52.12923),(6 53.85534),(7 56.443462),(8 57.044064),(9 57.948753),(10 59.054646),(11 58.46856),(12 60.24857),(13 60.950146),(14 61.556385),(15 61.360386),(16 61.72435),(17 62.249855),(18 63.083305),(19 63.186985),(20 63.494812),(21 63.904594),(22 64.398056),(23 64.23825),(24 63.85265),(25 62.900352),(26 63.123714),(27 64.72586),(28 65.47816),(29 65.313324),(30 64.99237),(31 64.31182),(32 64.83314),(33 64.22874),(34 64.82294),(35 65.228485),(36 64.83774),(37 64.572235),(38 64.07797),(39 64.71695),(40 64.24163),(41 63.74337),(42 64.08001),(43 63.17515),(44 62.632107),(45 63.267113),(46 63.53292),(47 64.06096),(48 65.31082),(49 64.41137),(50 64.07703),(51 63.749928),(52 63.983437),(53 63.752907),(54 64.11037),(55 63.767597),(56 64.04625),(57 63.72265),(58 63.173023),(59 63.89026),(60 63.221592),(61 63.52312),(62 63.1668),(63 63.733757),(64 63.249958),(65 63.514244),(66 63.604786),(67 63.642353),(68 64.29653),(69 64.0665),(70 62.83561),(71 62.022614),(72 62.454136),(73 62.977478),(74 62.652004),(75 62.760254),(76 63.415306),(77 63.094383),(78 63.454388),(79 62.01279),
(1 36.082607),(2 43.399963),(3 48.188538),(4 51.21712),(5 53.483604),(6 55.94024),(7 57.485176),(8 58.60398),(9 58.982014),(10 59.73297),(11 59.789234),(12 59.783314),(13 60.57598),(14 62.34098),(15 62.50231),(16 62.983532),(17 64.48692),(18 65.3797),(19 64.06612),(20 64.671005),(21 65.85943),(22 65.45333),(23 66.02981),(24 66.71953),(25 66.31905),(26 66.061424),(27 67.342026),(28 68.51783),(29 67.92643),(30 67.43404),(31 67.254524),(32 65.55399),(33 66.38995),(34 66.49433),(35 66.60569),(36 65.012184),(37 64.72582),(38 65.093185),(39 64.591774),(40 64.52849),(41 64.95589),(42 64.32636),(43 63.82525),(44 64.08126),(45 63.881783),(46 64.27745),(47 64.78744),(48 65.84533),(49 65.93401),(50 65.77269),(51 66.295334),(52 66.95967),(53 66.35982),(54 66.67377),(55 66.64894),(56 66.3444),(57 65.47267),(58 65.464584),(59 66.915726),(60 65.42456),(61 66.245514),(62 66.15083),(63 66.325485),(64 65.39268),(65 65.14842),(66 64.94281),(67 63.83139),(68 64.91062),(69 65.47148),(70 65.17885),(71 64.61202),(72 64.305214),(73 63.803547),(74 63.928204),(75 64.72567),(76 65.23115),(77 64.81385),(78 64.18455),(79 64.16644),
(1 35.493958),(2 43.39534),(3 48.555325),(4 50.250248),(5 53.559658),(6 56.128876),(7 57.414654),(8 57.75745),(9 58.64078),(10 57.822884),(11 59.537315),(12 60.849144),(13 61.36569),(14 61.094143),(15 60.840218),(16 62.18951),(17 62.69391),(18 63.131104),(19 63.17405),(20 63.70877),(21 64.05755),(22 64.25648),(23 63.87399),(24 64.125656),(25 63.99123),(26 63.97977),(27 64.42775),(28 63.543095),(29 63.883377),(30 63.970905),(31 64.341415),(32 64.571175),(33 65.50974),(34 65.466896),(35 65.78261),(36 65.39337),(37 66.43552),(38 66.61556),(39 66.616776),(40 65.96379),(41 65.13775),(42 65.00373),(43 65.403854),(44 65.77968),(45 64.218124),(46 64.58395),(47 65.4402),(48 66.24197),(49 64.55279),(50 64.356384),(51 65.011734),(52 65.7785),(53 65.89862),(54 64.81911),(55 64.96496),(56 65.054184),(57 65.204834),(58 65.642235),(59 65.73057),(60 65.17131),(61 66.05932),(62 65.021965),(63 64.961754),(64 65.21252),(65 65.2797),(66 65.059),(67 64.98399),(68 64.9324),(69 64.05382),(70 64.787384),(71 64.793785),(72 64.312256),(73 64.27936),(74 63.62276),(75 64.23257),(76 63.86074),(77 63.41104),(78 63.215843),(79 62.732685),
(1 35.853703),(2 43.70874),(3 47.93821),(4 50.79576),(5 53.58917),(6 55.60517),(7 56.49312),(8 57.551224),(9 58.628723),(10 58.688625),(11 59.584835),(12 58.98231),(13 59.672596),(14 59.377804),(15 60.272842),(16 60.27426),(17 60.72651),(18 61.722233),(19 62.117455),(20 61.32392),(21 62.133244),(22 61.52201),(23 61.95271),(24 62.3468),(25 62.422115),(26 62.638515),(27 63.66855),(28 63.694515),(29 64.04199),(30 63.53734),(31 64.41048),(32 64.33162),(33 65.49485),(34 65.07498),(35 65.66673),(36 65.86034),(37 66.146805),(38 66.327),(39 65.64821),(40 65.222374),(41 65.07605),(42 65.90391),(43 65.5108),(44 66.12706),(45 66.18454),(46 66.16311),(47 65.222725),(48 65.21284),(49 64.403206),(50 63.438656),(51 63.90298),(52 63.253544),(53 63.65747),(54 63.240993),(55 63.043987),(56 63.28082),(57 64.32374),(58 63.802303),(59 65.066795),(60 63.71547),(61 63.89689),(62 63.67299),(63 63.252583),(64 64.272934),(65 63.322506),(66 62.882633),(67 62.1048),(68 62.588837),(69 61.873222),(70 62.061592),(71 61.98026),(72 61.68466),(73 61.67182),(74 62.167366),(75 62.520653),(76 61.400745),(77 61.987465),(78 62.372555),(79 61.3441),
